dz_2011,total,owned,nonowned
S01007739,779,420,359
S01007740,706,612,94
S01007741,865,538,327
S01007742,742,511,231
S01007743,908,524,384
S01007744,795,380,415
S01007745,1013,523,490
S01007746,963,506,457
S01007747,859,436,423
S01007748,709,249,460
S01007749,991,951,40
S01007750,1031,1004,27
S01007751,739,689,50
S01007752,1102,993,109
S01007753,971,565,406
S01007754,1428,802,626
S01007755,866,390,476
S01007756,939,504,435
S01007757,1368,1340,28
S01007758,1077,949,128
S01007759,1251,770,481
S01007760,1002,874,128
S01007761,982,910,72
S01007762,787,529,258
S01007763,845,552,293
S01007764,1032,1020,12
S01007765,1014,999,15
S01007766,1167,1147,20
S01007767,1037,1014,23
S01007768,795,634,161
S01007769,809,752,57
S01007770,844,768,76
S01007771,890,877,13
S01007772,1244,873,371
S01007773,830,809,21
S01007774,165,163,2
S01007775,1032,975,57
S01007776,554,533,21
S01007777,391,379,12
S01007778,286,266,20
S01007779,863,824,39
S01007780,876,829,47
S01007781,802,691,111
S01007782,686,369,317
S01007783,841,226,615
S01007784,908,654,254
S01007785,488,110,378
S01007786,939,651,288
S01007787,789,435,354
S01007788,825,26,799
S01007789,654,72,582
S01007790,766,189,577
S01007791,190,175,15
S01007792,1070,703,367
S01007793,1082,469,613
S01007794,1231,854,377
S01007795,915,472,443
S01007796,977,340,637
S01007797,831,387,444
S01007798,385,358,27
S01007799,225,209,16
S01007800,996,371,625
S01007801,900,224,676
S01007802,716,600,116
S01007803,1121,289,832
S01007804,769,220,549
S01007805,846,346,500
S01007806,1004,541,463
S01007807,993,834,159
S01007808,974,464,510
S01007809,1360,1275,85
S01007810,1035,531,504
S01007811,947,464,483
S01007812,813,186,627
S01007813,1154,502,652
S01007814,885,595,290
S01007815,1119,1087,32
S01007816,764,741,23
S01007817,921,582,339
S01007818,972,861,111
S01007819,785,652,133
S01007820,1080,765,315
S01007821,837,571,266
S01007822,1003,870,133
S01007823,872,826,46
S01007824,1236,1141,95
S01007825,1280,958,322
S01007826,626,100,526
S01007827,740,535,205
S01007828,1221,729,492
S01007829,795,509,286
S01007830,1120,608,512
S01007831,935,483,452
S01007832,928,531,397
S01007833,1073,588,485
S01007834,811,374,437
S01007835,831,661,170
S01007836,898,738,160
S01007837,1314,1115,199
S01007838,1130,925,205
S01007839,817,542,275
S01007840,986,575,411
S01007841,968,582,386
S01007842,1231,464,767
S01007843,1042,406,636
S01007844,1345,852,493
S01007845,1003,424,579
S01007846,801,434,367
S01007847,1493,675,818
S01007848,1113,387,726
S01007849,1023,537,486
S01007850,852,363,489
S01007851,1033,718,315
S01007852,1260,651,609
S01007853,838,299,539
S01007854,1154,454,700
S01007855,757,327,430
S01007856,885,674,211
S01007857,483,165,318
S01007858,928,138,790
S01007859,612,163,449
S01007860,252,9,243
S01007861,1181,587,594
S01007862,1137,639,498
S01007863,933,294,639
S01007864,988,602,386
S01007865,535,478,57
S01007866,594,569,25
S01007867,413,353,60
S01007868,1285,1210,75
S01007869,1084,1012,72
S01007870,624,496,128
S01007871,1279,303,976
S01007872,833,168,665
S01007873,737,471,266
S01007874,876,482,394
S01007875,764,523,241
S01007876,790,472,318
S01007877,912,540,372
S01007878,728,291,437
S01007879,1230,531,699
S01007880,592,468,124
S01007881,644,336,308
S01007882,993,853,140
S01007883,920,662,258
S01007884,890,534,356
S01007885,1034,450,584
S01007886,937,544,393
S01007887,705,482,223
S01007888,1172,472,700
S01007889,1207,594,613
S01007890,766,391,375
S01007891,845,629,216
S01007892,1159,1002,157
S01007893,1216,1076,140
S01007894,1084,798,286
S01007895,798,561,237
S01007896,1163,590,573
S01007897,757,630,127
S01007898,718,538,180
S01007899,558,441,117
S01007900,632,264,368
S01007901,798,382,416
S01007902,1116,316,800
S01007903,840,489,351
S01007904,783,512,271
S01007905,867,261,606
S01007906,910,378,532
S01007907,894,465,429
S01007908,1186,899,287
S01007909,533,344,189
S01007910,1245,647,598
S01007911,944,609,335
S01007912,897,525,372
S01007913,1240,600,640
S01007914,901,417,484
S01007915,928,569,359
S01007916,1136,669,467
S01007917,1346,764,582
S01007918,1129,726,403
S01007919,708,670,38
S01007920,580,562,18
S01007921,1264,491,773
S01007922,1398,495,903
S01007923,735,530,205
S01007924,1180,557,623
S01007925,612,549,63
S01007926,733,620,113
S01007927,578,471,107
S01007928,1182,988,194
S01007929,980,851,129
S01007930,549,495,54
S01007931,1056,801,255
S01007932,944,890,54
S01007933,1309,1137,172
S01007934,685,442,243
S01007935,1137,814,323
S01007936,922,890,32
S01007937,1241,1150,91
S01007938,878,538,340
S01007939,1068,500,568
S01007940,1681,1258,423
S01007941,674,652,22
S01007942,216,140,76
S01007943,1032,827,205
S01007944,1039,654,385
S01007945,1201,791,410
S01007946,1038,722,316
S01007947,1097,852,245
S01007948,842,311,531
S01007949,1042,808,234
S01007950,1057,984,73
S01007951,937,655,282
S01007952,821,497,324
S01007953,1085,635,450
S01007954,814,268,546
S01007955,1264,570,694
S01007956,1015,469,546
S01007957,1229,839,390
S01007958,1029,496,533
S01007959,1426,1136,290
S01007960,644,279,365
S01007961,1142,848,294
S01007962,1077,521,556
S01007963,1119,307,812
S01007964,868,376,492
S01007965,823,356,467
S01007966,1023,367,656
S01007967,902,295,607
S01007968,1117,678,439
S01007969,869,494,375
S01007970,1115,598,517
S01007971,1110,523,587
S01007972,1208,706,502
S01007973,1077,975,102
S01007974,1043,389,654
S01007975,730,400,330
S01007976,999,526,473
S01007977,558,433,125
S01007978,860,672,188
S01007979,793,721,72
S01007980,816,615,201
S01007981,843,717,126
S01007982,755,546,209
S01007983,1523,866,657
S01007984,939,693,246
S01007985,950,470,480
S01007986,600,423,177
S01007987,1166,953,213
S01007988,973,626,347
S01007989,828,557,271
S01007990,1231,892,339
S01007991,697,648,49
S01007992,725,715,10
S01007993,1033,1019,14
S01007994,338,336,2
S01007995,794,686,108
S01007996,383,373,10
S01007997,798,782,16
S01007998,661,503,158
S01007999,889,289,600
S01008000,927,255,672
S01008001,958,260,698
S01008002,1138,312,826
S01008003,700,430,270
S01008004,127,61,66
S01008005,100,64,36
S01008006,619,92,527
S01008007,684,295,389
S01008008,562,171,391
S01008009,808,284,524
S01008010,1112,539,573
S01008011,703,199,504
S01008012,819,554,265
S01008013,694,518,176
S01008014,779,646,133
S01008015,846,463,383
S01008016,825,517,308
S01008017,951,940,11
S01008018,973,948,25
S01008019,1020,868,152
S01008020,898,760,138
S01008021,691,654,37
S01008022,902,874,28
S01008023,1027,989,38
S01008024,170,159,11
S01008025,929,867,62
S01008026,1245,747,498
S01008027,934,474,460
S01008028,358,251,107
S01008029,1086,880,206
S01008030,1018,812,206
S01008031,1088,656,432
S01008032,1289,785,504
S01008033,1280,1195,85
S01008034,1207,1181,26
S01008035,1073,1026,47
S01008036,705,692,13
S01008037,1519,884,635
S01008038,1103,600,503
S01008039,1066,646,420
S01008040,814,706,108
S01008041,989,696,293
S01008042,913,829,84
S01008043,1188,1111,77
S01008044,1211,1141,70
S01008045,1229,1077,152
S01008046,1240,733,507
S01008047,729,691,38
S01008048,713,696,17
S01008049,1003,978,25
S01008050,680,654,26
S01008051,1280,1241,39
S01008052,855,835,20
S01008053,886,847,39
S01008054,766,620,146
S01008055,906,877,29
S01008056,1210,1142,68
S01008057,1337,1281,56
S01008058,962,922,40
S01008059,770,761,9
S01008060,1885,1842,43
S01008061,899,867,32
S01008062,1110,1075,35
S01008063,998,958,40
S01008064,1077,602,475
S01008065,1308,1201,107
S01008066,1100,1012,88
S01008067,640,614,26
S01008068,1265,1213,52
S01008069,1222,1092,130
S01008070,1248,1196,52
S01008071,1035,976,59
S01008072,819,780,39
S01008073,478,472,6
S01008074,986,958,28
S01008075,620,591,29
S01008076,999,947,52
S01008077,1094,1051,43
S01008078,832,791,41
S01008079,918,893,25
S01008080,817,793,24
S01008081,693,668,25
S01008082,1024,980,44
S01008083,895,874,21
S01008084,939,776,163
S01008085,1286,1211,75
S01008086,1229,1063,166
S01008087,1218,1178,40
S01008088,974,932,42
S01008089,1066,1055,11
S01008090,798,704,94
S01008091,597,575,22
S01008092,1087,1040,47
S01008093,891,866,25
S01008094,764,707,57
S01008095,1055,1034,21
S01008096,829,811,18
S01008097,805,757,48
S01008098,784,762,22
S01008099,498,491,7
S01008100,1090,1049,41
S01008101,1131,993,138
S01008102,733,672,61
S01008103,682,437,245
S01008104,1165,740,425
S01008105,1225,739,486
S01008106,983,502,481
S01008107,576,506,70
S01008108,1059,1038,21
S01008109,1027,1005,22
S01008110,994,930,64
S01008111,974,935,39
S01008112,1061,1026,35
S01008113,1020,970,50
S01008114,950,938,12
S01008115,1015,983,32
S01008116,1349,1297,52
S01008117,876,808,68
S01008118,1483,1249,234
S01008119,792,402,390
S01008120,717,578,139
S01008121,695,688,7
S01008122,1209,1133,76
S01008123,1066,1019,47
S01008124,1072,1065,7
S01008125,1234,1185,49
S01008126,1028,1025,3
S01008127,532,529,3
S01008128,1181,1068,113
S01008129,949,610,339
S01008130,977,625,352
S01008131,762,419,343
S01008132,1107,1073,34
S01008133,787,574,213
S01008134,696,545,151
S01008135,1337,952,385
S01008136,1462,1020,442
S01008137,1235,402,833
S01008138,915,277,638
S01008139,1272,634,638
S01008140,953,429,524
S01008141,1234,1206,28
S01008142,1092,1075,17
S01008143,1341,887,454
S01008144,1210,1183,27
S01008145,1158,512,646
S01008146,782,322,460
S01008147,961,625,336
S01008148,1023,910,113
S01008149,956,707,249
S01008150,1338,876,462
S01008151,1025,680,345
S01008152,1214,743,471
S01008153,814,806,8
S01008154,1067,912,155
S01008155,927,765,162
S01008156,1097,837,260
S01008157,1056,818,238
S01008158,1113,1075,38
S01008159,1181,504,677
S01008160,978,472,506
S01008161,965,867,98
S01008162,1252,848,404
S01008163,923,470,453
S01008164,669,356,313
S01008165,268,168,100
S01008166,731,446,285
S01008167,1020,498,522
S01008168,1046,552,494
S01008169,773,408,365
S01008170,699,609,90
S01008171,949,569,380
S01008172,582,438,144
S01008173,791,679,112
S01008174,581,498,83
S01008175,780,591,189
S01008176,838,710,128
S01008177,846,477,369
S01008178,729,614,115
S01008179,420,416,4
S01008180,518,495,23
S01008181,637,601,36
S01008182,1186,880,306
S01008183,1118,882,236
S01008184,862,591,271
S01008185,1216,782,434
S01008186,821,537,284
S01008187,591,312,279
S01008188,1470,861,609
S01008189,1014,726,288
S01008190,1060,388,672
S01008191,862,491,371
S01008192,1073,679,394
S01008193,901,612,289
S01008194,578,403,175
S01008195,1153,431,722
S01008196,901,471,430
S01008197,281,148,133
S01008198,723,426,297
S01008199,861,216,645
S01008200,935,343,592
S01008201,1302,577,725
S01008202,790,554,236
S01008203,548,239,309
S01008204,1028,602,426
S01008205,845,416,429
S01008206,1088,548,540
S01008207,771,262,509
S01008208,400,125,275
S01008209,194,57,137
S01008210,1354,936,418
S01008211,990,633,357
S01008212,734,694,40
S01008213,831,689,142
S01008214,801,491,310
S01008215,1114,898,216
S01008216,883,833,50
S01008217,700,660,40
S01008218,560,440,120
S01008219,1009,705,304
S01008220,682,228,454
S01008221,848,252,596
S01008222,735,310,425
S01008223,589,273,316
S01008224,962,894,68
S01008225,852,608,244
S01008226,823,358,465
S01008227,947,441,506
S01008228,592,481,111
S01008229,843,422,421
S01008230,536,460,76
S01008231,96,44,52
S01008232,295,284,11
S01008233,373,255,118
S01008234,731,381,350
S01008235,937,576,361
S01008236,1105,777,328
S01008237,921,526,395
S01008238,988,540,448
S01008239,607,361,246
S01008240,1449,1359,90
S01008241,1092,1049,43
S01008242,1278,845,433
S01008243,810,448,362
S01008244,826,560,266
S01008245,1173,921,252
S01008246,1285,1071,214
S01008247,865,553,312
S01008248,1210,798,412
S01008249,791,532,259
S01008250,865,590,275
S01008251,881,815,66
S01008252,1102,999,103
S01008253,782,524,258
S01008254,1290,818,472
S01008255,1123,799,324
S01008256,1145,641,504
S01008257,815,530,285
S01008258,1190,997,193
S01008259,1079,697,382
S01008260,884,473,411
S01008261,1170,624,546
S01008262,813,492,321
S01008263,434,321,113
S01008264,591,346,245
S01008265,645,604,41
S01008266,770,640,130
S01008267,648,345,303
S01008268,632,559,73
S01008269,950,858,92
S01008270,1043,950,93
S01008271,738,515,223
S01008272,925,623,302
S01008273,988,824,164
S01008274,969,491,478
S01008275,771,628,143
S01008276,702,597,105
S01008277,693,476,217
S01008278,816,694,122
S01008279,762,522,240
S01008280,1244,804,440
S01008281,860,494,366
S01008282,638,432,206
S01008283,429,365,64
S01008284,677,333,344
S01008285,759,302,457
S01008286,1371,720,651
S01008287,927,557,370
S01008288,1008,789,219
S01008289,779,411,368
S01008290,923,685,238
S01008291,1142,1015,127
S01008292,647,473,174
S01008293,215,183,32
S01008294,385,278,107
S01008295,1193,1103,90
S01008296,713,475,238
S01008297,608,442,166
S01008298,1200,1061,139
S01008299,1078,508,570
S01008300,911,649,262
S01008301,1140,1119,21
S01008302,844,754,90
S01008303,783,564,219
S01008304,542,467,75
S01008305,874,866,8
S01008306,679,670,9
S01008307,760,719,41
S01008308,642,624,18
S01008309,873,462,411
S01008310,963,729,234
S01008311,620,380,240
S01008312,604,418,186
S01008313,1015,462,553
S01008314,885,350,535
S01008315,670,269,401
S01008316,918,386,532
S01008317,531,370,161
S01008318,1394,1256,138
S01008319,642,416,226
S01008320,731,620,111
S01008321,801,772,29
S01008322,1637,1192,445
S01008323,934,381,553
S01008324,650,415,235
S01008325,1212,821,391
S01008326,1053,508,545
S01008327,1141,773,368
S01008328,918,874,44
S01008329,1157,1110,47
S01008330,1168,1153,15
S01008331,752,686,66
S01008332,1025,980,45
S01008333,1040,901,139
S01008334,791,752,39
S01008335,892,525,367
S01008336,875,474,401
S01008337,545,397,148
S01008338,770,754,16
S01008339,590,567,23
S01008340,870,846,24
S01008341,666,658,8
S01008342,1094,909,185
S01008343,1103,952,151
S01008344,709,662,47
S01008345,1270,1208,62
S01008346,1062,1048,14
S01008347,1241,1173,68
S01008348,1007,964,43
S01008349,1040,1008,32
S01008350,821,795,26
S01008351,1119,1091,28
S01008352,886,869,17
S01008353,408,401,7
S01008354,823,750,73
S01008355,1165,866,299
S01008356,911,856,55
S01008357,883,861,22
S01008358,916,679,237
S01008359,813,767,46
S01008360,1105,1067,38
S01008361,830,796,34
S01008362,1045,1006,39
S01008363,844,792,52
S01008364,815,807,8
S01008365,1045,1015,30
S01008366,969,668,301
S01008367,906,561,345
S01008368,829,734,95
S01008369,847,719,128
S01008370,663,583,80
S01008371,879,862,17
S01008372,890,881,9
S01008373,1181,1156,25
S01008374,865,850,15
S01008375,784,761,23
S01008376,579,553,26
S01008377,928,883,45
S01008378,978,946,32
S01008379,527,523,4
S01008380,662,653,9
S01008381,1080,1065,15
S01008382,923,915,8
S01008383,648,643,5
S01008384,970,955,15
S01008385,635,629,6
S01008386,994,966,28
S01008387,868,864,4
S01008388,628,611,17
S01008389,727,660,67
S01008390,754,746,8
S01008391,766,683,83
S01008392,914,888,26
S01008393,829,810,19
S01008394,1132,1117,15
S01008395,854,837,17
S01008396,906,884,22
S01008397,1052,1038,14
S01008398,959,912,47
S01008399,714,680,34
S01008400,1109,1101,8
S01008401,1227,1194,33
S01008402,998,976,22
S01008403,951,927,24
S01008404,1087,1049,38
S01008405,960,940,20
S01008406,1202,1008,194
S01008407,516,451,65
S01008408,749,695,54
S01008409,1020,877,143
S01008410,815,778,37
S01008411,1123,971,152
S01008412,646,578,68
S01008413,557,443,114
S01008414,684,649,35
S01008415,1027,899,128
S01008416,1184,814,370
S01008417,748,696,52
S01008418,762,681,81
S01008419,512,431,81
S01008420,624,582,42
S01008421,796,538,258
S01008422,959,827,132
S01008423,955,840,115
S01008424,1195,1114,81
S01008425,1188,1086,102
S01008426,1213,946,267
S01008427,1349,1311,38
S01008428,928,722,206
S01008429,926,868,58
S01008430,1151,972,179
S01008431,1089,988,101
S01008432,1167,1113,54
S01008433,916,889,27
S01008434,1175,1143,32
S01008435,1187,1171,16
S01008436,910,805,105
S01008437,862,657,205
S01008438,714,624,90
S01008439,1076,1046,30
S01008440,1176,1132,44
S01008441,856,837,19
S01008442,568,546,22
S01008443,616,582,34
S01008444,802,628,174
S01008445,987,347,640
S01008446,1428,1037,391
S01008447,704,658,46
S01008448,788,737,51
S01008449,637,354,283
S01008450,396,169,227
S01008451,1054,399,655
S01008452,813,105,708
S01008453,555,54,501
S01008454,1318,402,916
S01008455,1208,593,615
S01008456,1024,387,637
S01008457,966,570,396
S01008458,843,667,176
S01008459,805,310,495
S01008460,1135,290,845
S01008461,943,259,684
S01008462,671,162,509
S01008463,928,389,539
S01008464,991,876,115
S01008465,1019,772,247
S01008466,918,690,228
S01008467,879,793,86
S01008468,1016,624,392
S01008469,574,419,155
S01008470,992,476,516
S01008471,838,205,633
S01008472,707,371,336
S01008473,724,335,389
S01008474,861,361,500
S01008475,818,479,339
S01008476,769,421,348
S01008477,1151,714,437
S01008478,928,543,385
S01008479,1134,678,456
S01008480,467,182,285
S01008481,983,575,408
S01008482,857,620,237
S01008483,907,582,325
S01008484,980,825,155
S01008485,1166,813,353
S01008486,900,729,171
S01008487,498,424,74
S01008488,775,514,261
S01008489,962,616,346
S01008490,1169,834,335
S01008491,756,477,279
S01008492,524,252,272
S01008493,863,531,332
S01008494,796,486,310
S01008495,989,635,354
S01008496,1113,762,351
S01008497,900,622,278
S01008498,753,430,323
S01008499,1006,497,509
S01008500,326,99,227
S01008501,569,320,249
S01008502,633,440,193
S01008503,876,728,148
S01008504,1397,1187,210
S01008505,1029,882,147
S01008506,1029,858,171
S01008507,845,575,270
S01008508,1085,971,114
S01008509,995,937,58
S01008510,845,817,28
S01008511,1015,932,83
S01008512,1073,1035,38
S01008513,760,647,113
S01008514,778,694,84
S01008515,975,897,78
S01008516,1316,883,433
S01008517,963,627,336
S01008518,1197,1046,151
S01008519,1129,1072,57
S01008520,1245,1226,19
S01008521,880,871,9
S01008522,637,575,62
S01008523,294,278,16
S01008524,1207,699,508
S01008525,971,510,461
S01008526,898,666,232
S01008527,784,682,102
S01008528,740,641,99
S01008529,874,657,217
S01008530,1087,634,453
S01008531,1007,546,461
S01008532,702,497,205
S01008533,524,102,422
S01008534,920,538,382
S01008535,715,707,8
S01008536,726,678,48
S01008537,716,709,7
S01008538,655,644,11
S01008539,1148,1089,59
S01008540,1029,1005,24
S01008541,1053,1002,51
S01008542,1240,1191,49
S01008543,1082,1027,55
S01008544,680,667,13
S01008545,782,726,56
S01008546,909,893,16
S01008547,1194,1082,112
S01008548,1075,857,218
S01008549,1260,1107,153
S01008550,1063,1028,35
S01008551,999,947,52
S01008552,1163,1013,150
S01008553,787,456,331
S01008554,1002,207,795
S01008555,1013,337,676
S01008556,1126,627,499
S01008557,843,344,499
S01008558,921,502,419
S01008559,819,559,260
S01008560,807,542,265
S01008561,937,730,207
S01008562,798,281,517
S01008563,1244,763,481
S01008564,1046,818,228
S01008565,983,573,410
S01008566,1046,629,417
S01008567,705,329,376
S01008568,883,737,146
S01008569,782,169,613
S01008570,973,478,495
S01008571,879,607,272
S01008572,888,691,197
S01008573,888,865,23
S01008574,979,893,86
S01008575,840,789,51
S01008576,1020,953,67
S01008577,1101,1002,99
S01008578,946,908,38
S01008579,890,833,57
S01008580,884,687,197
S01008581,1113,631,482
S01008582,1434,979,455
S01008583,902,543,359
S01008584,1216,789,427
S01008585,954,577,377
S01008586,936,597,339
S01008587,830,684,146
S01008588,1046,916,130
S01008589,380,319,61
S01008590,565,448,117
S01008591,1001,789,212
S01008592,947,664,283
S01008593,880,822,58
S01008594,729,631,98
S01008595,1075,619,456
S01008596,970,557,413
S01008597,1093,937,156
S01008598,1138,820,318
S01008599,970,786,184
S01008600,1080,608,472
S01008601,857,305,552
S01008602,564,252,312
S01008603,1011,413,598
S01008604,973,730,243
S01008605,825,579,246
S01008606,1009,835,174
S01008607,573,533,40
S01008608,746,686,60
S01008609,1011,837,174
S01008610,1185,836,349
S01008611,1230,566,664
S01008612,717,334,383
S01008613,1044,687,357
S01008614,914,416,498
S01008615,840,480,360
S01008616,860,424,436
S01008617,975,450,525
S01008618,748,278,470
S01008619,514,265,249
S01008620,788,362,426
S01008621,870,376,494
S01008622,962,489,473
S01008623,1091,604,487
S01008624,631,501,130
S01008625,584,541,43
S01008626,1086,920,166
S01008627,770,714,56
S01008628,678,449,229
S01008629,954,641,313
S01008630,652,393,259
S01008631,879,544,335
S01008632,1117,819,298
S01008633,1055,909,146
S01008634,756,580,176
S01008635,768,546,222
S01008636,841,653,188
S01008637,646,437,209
S01008638,1232,496,736
S01008639,1238,819,419
S01008640,1186,772,414
S01008641,1065,627,438
S01008642,985,602,383
S01008643,1030,709,321
S01008644,623,374,249
S01008645,1014,641,373
S01008646,1239,794,445
S01008647,668,469,199
S01008648,907,545,362
S01008649,1221,698,523
S01008650,947,584,363
S01008651,837,420,417
S01008652,765,327,438
S01008653,711,260,451
S01008654,1137,508,629
S01008655,687,372,315
S01008656,1034,384,650
S01008657,818,428,390
S01008658,1066,485,581
S01008659,1169,498,671
S01008660,1098,423,675
S01008661,1013,271,742
S01008662,964,221,743
S01008663,999,379,620
S01008664,959,454,505
S01008665,1091,394,697
S01008666,819,350,469
S01008667,937,478,459
S01008668,1001,388,613
S01008669,635,181,454
S01008670,1155,378,777
S01008671,1183,419,764
S01008672,605,254,351
S01008673,786,159,627
S01008674,797,265,532
S01008675,776,256,520
S01008676,876,381,495
S01008677,687,308,379
S01008678,1071,240,831
S01008679,1015,245,770
S01008680,807,184,623
S01008681,964,316,648
S01008682,884,360,524
S01008683,1523,392,1131
S01008684,1108,286,822
S01008685,678,344,334
S01008686,1067,414,653
S01008687,832,475,357
S01008688,818,484,334
S01008689,1248,819,429
S01008690,1017,753,264
S01008691,1237,812,425
S01008692,1003,675,328
S01008693,606,535,71
S01008694,1299,1019,280
S01008695,980,766,214
S01008696,703,660,43
S01008697,867,844,23
S01008698,755,656,99
S01008699,1134,858,276
S01008700,678,554,124
S01008701,403,96,307
S01008702,244,154,90
S01008703,751,158,593
S01008704,905,306,599
S01008705,391,196,195
S01008706,756,272,484
S01008707,1100,293,807
S01008708,816,143,673
S01008709,1137,531,606
S01008710,357,182,175
S01008711,763,353,410
S01008712,1142,344,798
S01008713,703,230,473
S01008714,717,436,281
S01008715,818,540,278
S01008716,689,479,210
S01008717,560,524,36
S01008718,581,511,70
S01008719,1110,1003,107
S01008720,565,408,157
S01008721,854,835,19
S01008722,1071,914,157
S01008723,717,685,32
S01008724,960,858,102
S01008725,784,683,101
S01008726,1134,1059,75
S01008727,1150,1030,120
S01008728,503,374,129
S01008729,828,712,116
S01008730,1043,804,239
S01008731,558,414,144
S01008732,816,585,231
S01008733,851,702,149
S01008734,850,751,99
S01008735,1174,1140,34
S01008736,705,656,49
S01008737,775,751,24
S01008738,876,864,12
S01008739,634,584,50
S01008740,833,814,19
S01008741,1192,1168,24
S01008742,763,657,106
S01008743,1119,728,391
S01008744,1058,798,260
S01008745,539,491,48
S01008746,1133,454,679
S01008747,593,525,68
S01008748,1072,1046,26
S01008749,1181,1141,40
S01008750,796,748,48
S01008751,1135,769,366
S01008752,1020,544,476
S01008753,707,452,255
S01008754,728,415,313
S01008755,848,476,372
S01008756,827,374,453
S01008757,714,272,442
S01008758,1013,458,555
S01008759,716,348,368
S01008760,1327,732,595
S01008761,589,305,284
S01008762,584,554,30
S01008763,901,843,58
S01008764,713,621,92
S01008765,1298,1168,130
S01008766,1374,1248,126
S01008767,883,771,112
S01008768,617,452,165
S01008769,217,130,87
S01008770,76,59,17
S01008771,76,59,17
S01008772,1087,872,215
S01008773,920,655,265
S01008774,845,514,331
S01008775,586,394,192
S01008776,1272,634,638
S01008777,898,357,541
S01008778,597,361,236
S01008779,372,226,146
S01008780,352,203,149
S01008781,320,173,147
S01008782,510,320,190
S01008783,325,151,174
S01008784,554,246,308
S01008785,846,317,529
S01008786,873,492,381
S01008787,562,147,415
S01008788,405,268,137
S01008789,641,342,299
S01008790,679,325,354
S01008791,392,313,79
S01008792,989,653,336
S01008793,859,427,432
S01008794,825,408,417
S01008795,1009,748,261
S01008796,1014,426,588
S01008797,941,607,334
S01008798,946,599,347
S01008799,233,122,111
S01008800,818,513,305
S01008801,848,602,246
S01008802,1072,627,445
S01008803,1101,551,550
S01008804,615,261,354
S01008805,619,282,337
S01008806,738,487,251
S01008807,1013,632,381
S01008808,732,436,296
S01008809,835,494,341
S01008810,1031,607,424
S01008811,780,465,315
S01008812,896,587,309
S01008813,787,484,303
S01008814,1196,816,380
S01008815,1102,756,346
S01008816,243,147,96
S01008817,664,448,216
S01008818,991,806,185
S01008819,956,761,195
S01008820,1183,717,466
S01008821,826,763,63
S01008822,845,788,57
S01008823,818,756,62
S01008824,1239,1094,145
S01008825,631,590,41
S01008826,689,510,179
S01008827,1011,851,160
S01008828,972,830,142
S01008829,1093,887,206
S01008830,1293,1204,89
S01008831,1056,974,82
S01008832,537,463,74
S01008833,1063,870,193
S01008834,1195,1049,146
S01008835,1040,954,86
S01008836,536,288,248
S01008837,952,608,344
S01008838,968,713,255
S01008839,1136,816,320
S01008840,1037,847,190
S01008841,441,369,72
S01008842,193,170,23
S01008843,714,460,254
S01008844,432,295,137
S01008845,688,364,324
S01008846,825,469,356
S01008847,701,343,358
S01008848,866,493,373
S01008849,971,546,425
S01008850,1319,763,556
S01008851,1201,664,537
S01008852,1178,775,403
S01008853,557,349,208
S01008854,1028,632,396
S01008855,982,598,384
S01008856,658,434,224
S01008857,989,686,303
S01008858,1058,744,314
S01008859,909,479,430
S01008860,1299,815,484
S01008861,1007,834,173
S01008862,1095,611,484
S01008863,823,571,252
S01008864,1131,772,359
S01008865,1079,756,323
S01008866,1009,709,300
S01008867,925,765,160
S01008868,1049,549,500
S01008869,1111,712,399
S01008870,1051,761,290
S01008871,1274,909,365
S01008872,1023,693,330
S01008873,802,720,82
S01008874,848,595,253
S01008875,1095,768,327
S01008876,735,654,81
S01008877,766,644,122
S01008878,1249,1002,247
S01008879,872,765,107
S01008880,693,610,83
S01008881,611,552,59
S01008882,1176,1081,95
S01008883,1059,1001,58
S01008884,842,811,31
S01008885,968,942,26
S01008886,1098,931,167
S01008887,763,707,56
S01008888,668,453,215
S01008889,549,483,66
S01008890,834,817,17
S01008891,792,753,39
S01008892,1161,976,185
S01008893,1096,1055,41
S01008894,1011,985,26
S01008895,695,664,31
S01008896,627,600,27
S01008897,902,865,37
S01008898,1018,867,151
S01008899,866,390,476
S01008900,907,645,262
S01008901,1038,660,378
S01008902,991,594,397
S01008903,1141,733,408
S01008904,1079,616,463
S01008905,1231,514,717
S01008906,678,404,274
S01008907,779,252,527
S01008908,938,571,367
S01008909,1179,1061,118
S01008910,763,659,104
S01008911,285,209,76
S01008912,902,789,113
S01008913,532,441,91
S01008914,1185,950,235
S01008915,630,562,68
S01008916,1332,624,708
S01008917,647,242,405
S01008918,632,80,552
S01008919,564,102,462
S01008920,225,121,104
S01008921,1007,298,709
S01008922,1304,897,407
S01008923,943,442,501
S01008924,994,409,585
S01008925,836,710,126
S01008926,368,250,118
S01008927,71,70,1
S01008928,423,142,281
S01008929,1507,317,1190
S01008930,1238,306,932
S01008931,859,172,687
S01008932,436,302,134
S01008933,655,190,465
S01008934,526,296,230
S01008935,1062,1011,51
S01008936,661,643,18
S01008937,721,603,118
S01008938,1007,972,35
S01008939,841,809,32
S01008940,758,707,51
S01008941,644,417,227
S01008942,1248,1161,87
S01008943,776,745,31
S01008944,991,946,45
S01008945,1135,952,183
S01008946,746,738,8
S01008947,1166,1106,60
S01008948,1031,859,172
S01008949,1337,1043,294
S01008950,1000,773,227
S01008951,1105,675,430
S01008952,1594,1018,576
S01008953,1180,881,299
S01008954,933,603,330
S01008955,888,736,152
S01008956,1374,961,413
