"dz_2001","la_name","year","total","none"
"S01001342","East Ayrshire",2011,455,150
"S01001343","East Ayrshire",2011,414,113
"S01001344","East Ayrshire",2011,347,61
"S01001345","East Ayrshire",2011,357,163
"S01001346","East Ayrshire",2011,332,50
"S01001347","East Ayrshire",2011,286,17
"S01001348","East Ayrshire",2011,324,135
"S01001349","East Ayrshire",2011,306,13
"S01001350","East Ayrshire",2011,304,127
"S01001351","East Ayrshire",2011,225,29
"S01001352","East Ayrshire",2011,380,79
"S01001353","East Ayrshire",2011,470,14
"S01001354","East Ayrshire",2011,396,121
"S01001355","East Ayrshire",2011,327,65
"S01001356","East Ayrshire",2011,308,43
"S01001357","East Ayrshire",2011,456,246
"S01001358","East Ayrshire",2011,442,123
"S01001359","East Ayrshire",2011,271,36
"S01001360","East Ayrshire",2011,526,132
"S01001361","East Ayrshire",2011,304,64
"S01001362","East Ayrshire",2011,252,36
"S01001363","East Ayrshire",2011,353,150
"S01001364","East Ayrshire",2011,443,148
"S01001365","East Ayrshire",2011,263,95
"S01001366","East Ayrshire",2011,375,44
"S01001367","East Ayrshire",2011,340,106
"S01001368","East Ayrshire",2011,443,25
"S01001369","East Ayrshire",2011,462,128
"S01001370","East Ayrshire",2011,363,73
"S01001371","East Ayrshire",2011,363,158
"S01001372","East Ayrshire",2011,283,21
"S01001373","East Ayrshire",2011,282,61
"S01001374","East Ayrshire",2011,210,38
"S01001375","East Ayrshire",2011,257,20
"S01001376","East Ayrshire",2011,471,202
"S01001377","East Ayrshire",2011,387,157
"S01001378","East Ayrshire",2011,312,82
"S01001379","East Ayrshire",2011,466,147
"S01001380","East Ayrshire",2011,433,169
"S01001381","East Ayrshire",2011,374,95
"S01001382","East Ayrshire",2011,455,293
"S01001383","East Ayrshire",2011,259,83
"S01001384","East Ayrshire",2011,412,181
"S01001385","East Ayrshire",2011,437,181
"S01001386","East Ayrshire",2011,476,222
"S01001387","East Ayrshire",2011,377,94
"S01001388","East Ayrshire",2011,640,278
"S01001389","East Ayrshire",2011,197,56
"S01001390","East Ayrshire",2011,313,62
"S01001391","East Ayrshire",2011,290,99
"S01001392","East Ayrshire",2011,325,163
"S01001393","East Ayrshire",2011,225,32
"S01001394","East Ayrshire",2011,208,117
"S01001395","East Ayrshire",2011,339,85
"S01001396","East Ayrshire",2011,287,86
"S01001397","East Ayrshire",2011,330,165
"S01001398","East Ayrshire",2011,342,32
"S01001399","East Ayrshire",2011,372,201
"S01001400","East Ayrshire",2011,390,195
"S01001401","East Ayrshire",2011,301,127
"S01001402","East Ayrshire",2011,329,16
"S01001403","East Ayrshire",2011,436,19
"S01001404","East Ayrshire",2011,224,10
"S01001405","East Ayrshire",2011,425,19
"S01001406","East Ayrshire",2011,941,63
"S01001407","East Ayrshire",2011,380,81
"S01001408","East Ayrshire",2011,403,129
"S01001409","East Ayrshire",2011,377,64
"S01001410","East Ayrshire",2011,418,41
"S01001411","East Ayrshire",2011,237,17
"S01001412","East Ayrshire",2011,412,152
"S01001413","East Ayrshire",2011,348,31
"S01001414","East Ayrshire",2011,331,124
"S01001415","East Ayrshire",2011,444,161
"S01001416","East Ayrshire",2011,300,78
"S01001417","East Ayrshire",2011,402,46
"S01001418","East Ayrshire",2011,364,39
"S01001419","East Ayrshire",2011,287,45
"S01001420","East Ayrshire",2011,412,14
"S01001421","East Ayrshire",2011,481,81
"S01001422","East Ayrshire",2011,216,11
"S01001422","East Renfrewshire",2011,51,6
"S01001423","East Dunbartonshire",2011,351,81
"S01001424","East Dunbartonshire",2011,518,219
"S01001425","East Dunbartonshire",2011,652,193
"S01001426","East Dunbartonshire",2011,310,69
"S01001427","East Dunbartonshire",2011,316,31
"S01001428","East Dunbartonshire",2011,390,143
"S01001429","East Dunbartonshire",2011,338,150
"S01001430","East Dunbartonshire",2011,401,88
"S01001431","East Dunbartonshire",2011,332,36
"S01001432","East Dunbartonshire",2011,244,23
"S01001433","East Dunbartonshire",2011,322,35
"S01001434","East Dunbartonshire",2011,349,75
"S01001435","East Dunbartonshire",2011,400,62
"S01001436","East Dunbartonshire",2011,378,32
"S01001437","East Dunbartonshire",2011,359,54
"S01001438","East Dunbartonshire",2011,246,22
"S01001439","East Dunbartonshire",2011,293,39
"S01001440","East Dunbartonshire",2011,356,54
"S01001441","East Dunbartonshire",2011,334,65
"S01001442","East Dunbartonshire",2011,262,29
"S01001443","East Dunbartonshire",2011,385,63
"S01001444","East Dunbartonshire",2011,368,55
"S01001445","East Dunbartonshire",2011,287,47
"S01001446","East Dunbartonshire",2011,368,44
"S01001447","East Dunbartonshire",2011,528,35
"S01001448","East Dunbartonshire",2011,345,71
"S01001449","East Dunbartonshire",2011,235,19
"S01001450","East Dunbartonshire",2011,331,61
"S01001451","East Dunbartonshire",2011,279,30
"S01001452","East Dunbartonshire",2011,328,30
"S01001453","East Dunbartonshire",2011,306,27
"S01001454","East Dunbartonshire",2011,384,37
"S01001455","East Dunbartonshire",2011,305,61
"S01001456","East Dunbartonshire",2011,301,27
"S01001457","East Dunbartonshire",2011,366,35
"S01001458","East Dunbartonshire",2011,398,81
"S01001459","East Dunbartonshire",2011,341,26
"S01001460","East Dunbartonshire",2011,243,26
"S01001461","East Dunbartonshire",2011,330,45
"S01001462","East Dunbartonshire",2011,349,29
"S01001463","East Dunbartonshire",2011,236,56
"S01001464","East Dunbartonshire",2011,378,51
"S01001465","East Dunbartonshire",2011,281,15
"S01001466","East Dunbartonshire",2011,270,16
"S01001467","East Dunbartonshire",2011,308,12
"S01001468","East Dunbartonshire",2011,257,29
"S01001469","East Dunbartonshire",2011,350,44
"S01001470","East Dunbartonshire",2011,326,15
"S01001471","East Dunbartonshire",2011,266,8
"S01001472","East Dunbartonshire",2011,329,46
"S01001473","East Dunbartonshire",2011,361,85
"S01001474","East Dunbartonshire",2011,361,81
"S01001475","East Dunbartonshire",2011,263,28
"S01001476","East Dunbartonshire",2011,348,13
"S01001477","East Dunbartonshire",2011,350,26
"S01001478","East Dunbartonshire",2011,269,32
"S01001479","East Dunbartonshire",2011,288,68
"S01001480","East Dunbartonshire",2011,194,10
"S01001481","East Dunbartonshire",2011,357,35
"S01001482","East Dunbartonshire",2011,296,90
"S01001483","East Dunbartonshire",2011,384,14
"S01001484","East Dunbartonshire",2011,337,30
"S01001485","East Dunbartonshire",2011,229,18
"S01001486","East Dunbartonshire",2011,332,52
"S01001487","East Dunbartonshire",2011,260,75
"S01001488","East Dunbartonshire",2011,371,45
"S01001489","East Dunbartonshire",2011,283,35
"S01001490","East Dunbartonshire",2011,462,170
"S01001491","East Dunbartonshire",2011,328,20
"S01001492","East Dunbartonshire",2011,428,135
"S01001493","East Dunbartonshire",2011,350,39
"S01001494","East Dunbartonshire",2011,426,143
"S01001495","East Dunbartonshire",2011,245,23
"S01001496","East Dunbartonshire",2011,400,40
"S01001497","East Dunbartonshire",2011,398,153
"S01001498","East Dunbartonshire",2011,260,12
"S01001499","East Dunbartonshire",2011,418,43
"S01001500","East Dunbartonshire",2011,262,122
"S01001501","East Dunbartonshire",2011,357,29
"S01001502","East Dunbartonshire",2011,318,34
"S01001503","East Dunbartonshire",2011,293,22
"S01001504","East Dunbartonshire",2011,448,166
"S01001505","East Dunbartonshire",2011,423,53
"S01001506","East Dunbartonshire",2011,325,104
"S01001507","East Dunbartonshire",2011,304,8
"S01001508","East Dunbartonshire",2011,326,19
"S01001509","East Dunbartonshire",2011,370,134
"S01001510","East Dunbartonshire",2011,338,145
"S01001511","East Dunbartonshire",2011,238,16
"S01001512","East Dunbartonshire",2011,374,179
"S01001513","East Dunbartonshire",2011,414,239
"S01001514","East Dunbartonshire",2011,328,84
"S01001515","East Dunbartonshire",2011,292,40
"S01001516","East Dunbartonshire",2011,321,105
"S01001517","East Dunbartonshire",2011,527,261
"S01001518","East Dunbartonshire",2011,421,120
"S01001519","East Dunbartonshire",2011,431,63
"S01001520","East Dunbartonshire",2011,313,88
"S01001521","East Dunbartonshire",2011,449,88
"S01001522","East Dunbartonshire",2011,511,195
"S01001523","East Dunbartonshire",2011,271,13
"S01001524","East Dunbartonshire",2011,428,131
"S01001525","East Dunbartonshire",2011,339,84
"S01001526","East Dunbartonshire",2011,281,42
"S01001527","East Dunbartonshire",2011,363,86
"S01001528","East Dunbartonshire",2011,339,25
"S01001529","East Dunbartonshire",2011,354,105
"S01001530","East Dunbartonshire",2011,303,98
"S01001531","East Dunbartonshire",2011,478,114
"S01001532","East Dunbartonshire",2011,280,39
"S01001533","East Dunbartonshire",2011,398,36
"S01001534","East Dunbartonshire",2011,246,12
"S01001535","East Dunbartonshire",2011,353,39
"S01001536","East Dunbartonshire",2011,328,94
"S01001537","East Dunbartonshire",2011,218,83
"S01001538","East Dunbartonshire",2011,332,38
"S01001539","East Dunbartonshire",2011,295,26
"S01001540","East Dunbartonshire",2011,269,6
"S01001541","East Dunbartonshire",2011,355,49
"S01001542","East Dunbartonshire",2011,275,27
"S01001543","East Dunbartonshire",2011,293,34
"S01001544","East Dunbartonshire",2011,391,96
"S01001545","East Dunbartonshire",2011,287,18
"S01001546","East Dunbartonshire",2011,461,215
"S01001547","East Dunbartonshire",2011,397,142
"S01001548","East Dunbartonshire",2011,399,31
"S01001549","East Dunbartonshire",2011,430,99
"S01001550","East Lothian",2011,319,13
"S01001551","East Lothian",2011,397,49
"S01001552","East Lothian",2011,376,65
"S01001553","East Lothian",2011,401,28
"S01001554","East Lothian",2011,410,48
"S01001555","East Lothian",2011,327,90
"S01001556","East Lothian",2011,386,91
"S01001557","East Lothian",2011,353,13
"S01001558","East Lothian",2011,368,76
"S01001559","East Lothian",2011,187,48
"S01001560","East Lothian",2011,289,80
"S01001561","East Lothian",2011,492,75
"S01001562","East Lothian",2011,980,152
"S01001563","East Lothian",2011,231,39
"S01001564","East Lothian",2011,250,64
"S01001565","East Lothian",2011,373,132
"S01001566","East Lothian",2011,260,43
"S01001567","East Lothian",2011,406,53
"S01001568","East Lothian",2011,327,51
"S01001569","East Lothian",2011,305,23
"S01001570","East Lothian",2011,170,10
"S01001571","East Lothian",2011,294,96
"S01001572","East Lothian",2011,226,53
"S01001573","East Lothian",2011,284,20
"S01001574","East Lothian",2011,365,122
"S01001575","East Lothian",2011,378,125
"S01001576","East Lothian",2011,280,101
"S01001577","East Lothian",2011,290,58
"S01001578","East Lothian",2011,341,91
"S01001579","East Lothian",2011,349,131
"S01001580","East Lothian",2011,271,80
"S01001581","East Lothian",2011,278,52
"S01001582","East Lothian",2011,320,103
"S01001583","East Lothian",2011,187,65
"S01001584","East Lothian",2011,371,136
"S01001585","East Lothian",2011,485,239
"S01001586","East Lothian",2011,167,6
"S01001587","East Lothian",2011,379,164
"S01001588","East Lothian",2011,333,131
"S01001589","East Lothian",2011,389,151
"S01001590","East Lothian",2011,282,75
"S01001591","East Lothian",2011,287,110
"S01001592","East Lothian",2011,331,125
"S01001593","East Lothian",2011,360,121
"S01001594","East Lothian",2011,481,219
"S01001595","East Lothian",2011,309,137
"S01001596","East Lothian",2011,327,76
"S01001597","East Lothian",2011,366,159
"S01001598","East Lothian",2011,284,42
"S01001599","East Lothian",2011,563,240
"S01001600","East Lothian",2011,573,273
"S01001601","East Lothian",2011,483,35
"S01001602","East Lothian",2011,279,47
"S01001603","East Lothian",2011,424,103
"S01001604","East Lothian",2011,223,71
"S01001605","East Lothian",2011,331,64
"S01001606","East Lothian",2011,284,106
"S01001607","East Lothian",2011,1010,130
"S01001608","East Lothian",2011,401,61
"S01001609","East Lothian",2011,368,94
"S01001610","East Lothian",2011,376,96
"S01001611","East Lothian",2011,447,26
"S01001612","East Lothian",2011,338,17
"S01001613","East Lothian",2011,298,102
"S01001614","East Lothian",2011,357,153
"S01001615","East Lothian",2011,355,106
"S01001616","East Lothian",2011,255,7
"S01001617","East Lothian",2011,300,121
"S01001618","East Lothian",2011,425,77
"S01001619","East Lothian",2011,300,88
"S01001620","East Lothian",2011,480,189
"S01001621","East Lothian",2011,276,79
"S01001622","East Lothian",2011,361,129
"S01001623","East Lothian",2011,370,105
"S01001624","East Lothian",2011,428,127
"S01001625","East Lothian",2011,354,149
"S01001626","East Lothian",2011,292,51
"S01001627","East Lothian",2011,612,144
"S01001628","East Lothian",2011,246,79
"S01001629","East Lothian",2011,261,84
"S01001630","East Lothian",2011,283,117
"S01001631","East Lothian",2011,570,111
"S01001632","East Lothian",2011,212,16
"S01001633","East Lothian",2011,358,14
"S01001634","East Lothian",2011,370,33
"S01001635","East Lothian",2011,324,66
"S01001636","East Lothian",2011,205,14
"S01001637","East Lothian",2011,300,45
"S01001638","East Lothian",2011,420,107
"S01001639","East Lothian",2011,354,102
"S01001640","East Lothian",2011,271,12
"S01001641","East Lothian",2011,579,70
"S01001642","East Lothian",2011,430,87
"S01001643","East Lothian",2011,331,53
"S01001644","East Lothian",2011,636,113
"S01001645","East Lothian",2011,439,119
"S01001646","East Lothian",2011,252,18
"S01001647","East Lothian",2011,327,78
"S01001648","East Lothian",2011,303,91
"S01001649","East Lothian",2011,355,140
"S01001650","East Lothian",2011,311,77
"S01001651","East Lothian",2011,413,131
"S01001652","East Lothian",2011,334,9
"S01001653","East Lothian",2011,319,125
"S01001654","East Lothian",2011,361,39
"S01001655","East Lothian",2011,255,40
"S01001656","East Lothian",2011,614,105
"S01001657","East Lothian",2011,213,7
"S01001658","East Lothian",2011,414,66
"S01001659","East Lothian",2011,332,38
"S01001660","East Lothian",2011,319,33
"S01001661","East Lothian",2011,350,37
"S01001662","East Lothian",2011,322,98
"S01001663","East Lothian",2011,346,57
"S01001664","East Lothian",2011,199,17
"S01001665","East Lothian",2011,400,95
"S01001666","East Lothian",2011,258,56
"S01001667","East Lothian",2011,394,86
"S01001668","East Lothian",2011,355,26
"S01001669","East Lothian",2011,386,142
"S01001670","East Renfrewshire",2011,250,22
"S01001671","East Renfrewshire",2011,201,14
"S01001672","East Renfrewshire",2011,268,71
"S01001673","East Renfrewshire",2011,290,27
"S01001674","East Renfrewshire",2011,346,91
"S01001675","East Renfrewshire",2011,296,28
"S01001676","East Renfrewshire",2011,484,42
"S01001677","East Renfrewshire",2011,319,17
"S01001678","East Renfrewshire",2011,316,36
"S01001679","East Renfrewshire",2011,313,10
"S01001680","East Renfrewshire",2011,257,27
"S01001681","East Renfrewshire",2011,248,8
"S01001682","East Renfrewshire",2011,226,17
"S01001683","East Renfrewshire",2011,326,30
"S01001684","East Renfrewshire",2011,215,8
"S01001685","East Renfrewshire",2011,330,93
"S01001686","East Renfrewshire",2011,347,21
"S01001687","East Renfrewshire",2011,489,99
"S01001688","East Renfrewshire",2011,409,43
"S01001689","East Renfrewshire",2011,288,12
"S01001690","East Renfrewshire",2011,365,54
"S01001691","East Renfrewshire",2011,328,19
"S01001692","East Renfrewshire",2011,268,77
"S01001693","East Renfrewshire",2011,262,5
"S01001694","East Renfrewshire",2011,311,48
"S01001695","East Renfrewshire",2011,322,23
"S01001696","East Renfrewshire",2011,320,37
"S01001697","East Renfrewshire",2011,327,53
"S01001698","East Renfrewshire",2011,235,54
"S01001699","East Renfrewshire",2011,204,2
"S01001700","East Renfrewshire",2011,359,18
"S01001701","East Renfrewshire",2011,424,123
"S01001702","East Renfrewshire",2011,454,88
"S01001703","East Renfrewshire",2011,313,16
"S01001704","East Renfrewshire",2011,350,17
"S01001705","East Renfrewshire",2011,227,10
"S01001706","East Renfrewshire",2011,285,19
"S01001707","East Renfrewshire",2011,368,136
"S01001708","East Renfrewshire",2011,378,54
"S01001709","East Renfrewshire",2011,246,22
"S01001710","East Renfrewshire",2011,300,52
"S01001711","East Renfrewshire",2011,288,21
"S01001712","East Renfrewshire",2011,188,31
"S01001713","East Renfrewshire",2011,290,20
"S01001714","East Renfrewshire",2011,264,22
"S01001715","East Renfrewshire",2011,291,7
"S01001716","East Renfrewshire",2011,377,133
"S01001717","East Renfrewshire",2011,302,22
"S01001718","East Renfrewshire",2011,212,35
"S01001719","East Renfrewshire",2011,269,13
"S01001720","East Renfrewshire",2011,242,9
"S01001721","East Renfrewshire",2011,321,25
"S01001722","East Renfrewshire",2011,291,36
"S01001723","East Renfrewshire",2011,355,23
"S01001724","East Renfrewshire",2011,370,177
"S01001725","East Renfrewshire",2011,343,124
"S01001726","East Renfrewshire",2011,238,20
"S01001727","East Renfrewshire",2011,421,79
"S01001728","East Renfrewshire",2011,229,11
"S01001729","East Renfrewshire",2011,387,54
"S01001730","East Renfrewshire",2011,248,34
"S01001731","East Renfrewshire",2011,252,25
"S01001732","East Renfrewshire",2011,230,29
"S01001733","East Renfrewshire",2011,342,75
"S01001734","East Renfrewshire",2011,206,17
"S01001735","East Renfrewshire",2011,181,16
"S01001736","East Renfrewshire",2011,415,24
"S01001737","East Renfrewshire",2011,241,41
"S01001738","East Renfrewshire",2011,218,13
"S01001739","East Renfrewshire",2011,243,34
"S01001740","East Renfrewshire",2011,303,37
"S01001741","East Renfrewshire",2011,254,82
"S01001742","East Renfrewshire",2011,291,116
"S01001743","East Renfrewshire",2011,455,170
"S01001744","East Renfrewshire",2011,195,11
"S01001745","East Renfrewshire",2011,337,49
"S01001746","East Renfrewshire",2011,349,51
"S01001747","East Renfrewshire",2011,386,150
"S01001748","East Renfrewshire",2011,255,24
"S01001749","East Renfrewshire",2011,373,132
"S01001750","East Renfrewshire",2011,308,76
"S01001751","East Renfrewshire",2011,450,145
"S01001752","East Renfrewshire",2011,346,17
"S01001753","East Renfrewshire",2011,324,129
"S01001754","East Renfrewshire",2011,266,21
"S01001755","East Renfrewshire",2011,405,69
"S01001756","East Renfrewshire",2011,312,57
"S01001757","East Renfrewshire",2011,327,73
"S01001758","East Renfrewshire",2011,349,92
"S01001759","East Renfrewshire",2011,407,192
"S01001760","East Renfrewshire",2011,343,98
"S01001761","East Renfrewshire",2011,372,191
"S01001762","East Renfrewshire",2011,451,168
"S01001763","East Renfrewshire",2011,276,12
"S01001764","East Renfrewshire",2011,189,19
"S01001765","East Renfrewshire",2011,467,177
"S01001766","East Renfrewshire",2011,243,37
"S01001767","East Renfrewshire",2011,238,39
"S01001768","East Renfrewshire",2011,247,32
"S01001769","East Renfrewshire",2011,303,54
"S01001770","East Renfrewshire",2011,311,151
"S01001771","East Renfrewshire",2011,347,83
"S01001772","East Renfrewshire",2011,284,89
"S01001773","East Renfrewshire",2011,437,167
"S01001774","East Renfrewshire",2011,265,33
"S01001775","East Renfrewshire",2011,369,63
"S01001776","East Renfrewshire",2011,319,129
"S01001777","East Renfrewshire",2011,330,37
"S01001778","East Renfrewshire",2011,403,172
"S01001779","East Renfrewshire",2011,257,40
"S01001780","East Renfrewshire",2011,390,123
"S01001781","East Renfrewshire",2011,261,20
"S01001782","East Renfrewshire",2011,404,83
"S01001783","East Renfrewshire",2011,265,143
"S01001784","East Renfrewshire",2011,269,70
"S01001785","East Renfrewshire",2011,239,19
"S01001786","East Renfrewshire",2011,216,22
"S01001787","East Renfrewshire",2011,238,22
"S01001788","East Renfrewshire",2011,315,32
"S01001789","East Renfrewshire",2011,316,85
"S01001790","City of Edinburgh",2011,312,45
"S01001791","City of Edinburgh",2011,299,31
"S01001792","City of Edinburgh",2011,282,40
"S01001793","City of Edinburgh",2011,389,93
"S01001794","City of Edinburgh",2011,376,71
"S01001795","City of Edinburgh",2011,189,22
"S01001796","City of Edinburgh",2011,338,20
"S01001797","City of Edinburgh",2011,316,98
"S01001798","City of Edinburgh",2011,337,18
"S01001799","City of Edinburgh",2011,368,135
"S01001800","City of Edinburgh",2011,347,25
"S01001801","City of Edinburgh",2011,369,18
"S01001802","City of Edinburgh",2011,347,67
"S01001803","City of Edinburgh",2011,424,49
"S01001804","City of Edinburgh",2011,439,114
"S01001805","City of Edinburgh",2011,314,83
"S01001806","City of Edinburgh",2011,276,41
"S01001807","City of Edinburgh",2011,352,48
"S01001808","City of Edinburgh",2011,244,68
"S01001809","City of Edinburgh",2011,528,312
"S01001810","City of Edinburgh",2011,383,65
"S01001811","City of Edinburgh",2011,280,23
"S01001812","City of Edinburgh",2011,334,20
"S01001813","City of Edinburgh",2011,284,23
"S01001814","City of Edinburgh",2011,274,31
"S01001815","City of Edinburgh",2011,352,51
"S01001816","City of Edinburgh",2011,434,37
"S01001817","City of Edinburgh",2011,295,125
"S01001818","City of Edinburgh",2011,338,44
"S01001819","City of Edinburgh",2011,403,31
"S01001820","City of Edinburgh",2011,346,175
"S01001821","City of Edinburgh",2011,179,28
"S01001822","City of Edinburgh",2011,496,112
"S01001823","City of Edinburgh",2011,429,239
"S01001824","City of Edinburgh",2011,345,122
"S01001825","City of Edinburgh",2011,346,41
"S01001826","City of Edinburgh",2011,344,208
"S01001827","City of Edinburgh",2011,369,151
"S01001828","City of Edinburgh",2011,262,17
"S01001829","City of Edinburgh",2011,367,102
"S01001830","City of Edinburgh",2011,337,30
"S01001831","City of Edinburgh",2011,349,146
"S01001832","City of Edinburgh",2011,295,116
"S01001833","City of Edinburgh",2011,489,42
"S01001834","City of Edinburgh",2011,315,120
"S01001835","City of Edinburgh",2011,260,40
"S01001836","City of Edinburgh",2011,356,47
"S01001837","City of Edinburgh",2011,381,54
"S01001838","City of Edinburgh",2011,277,97
"S01001839","City of Edinburgh",2011,433,222
"S01001840","City of Edinburgh",2011,293,36
"S01001841","City of Edinburgh",2011,304,92
"S01001842","City of Edinburgh",2011,293,30
"S01001843","City of Edinburgh",2011,369,210
"S01001844","City of Edinburgh",2011,409,61
"S01001845","City of Edinburgh",2011,270,25
"S01001846","City of Edinburgh",2011,323,22
"S01001847","City of Edinburgh",2011,414,189
"S01001848","City of Edinburgh",2011,394,237
"S01001849","City of Edinburgh",2011,252,37
"S01001850","City of Edinburgh",2011,333,106
"S01001851","City of Edinburgh",2011,321,47
"S01001852","City of Edinburgh",2011,301,25
"S01001853","City of Edinburgh",2011,316,42
"S01001854","City of Edinburgh",2011,458,187
"S01001855","City of Edinburgh",2011,335,40
"S01001856","City of Edinburgh",2011,418,222
"S01001857","City of Edinburgh",2011,323,132
"S01001858","City of Edinburgh",2011,363,74
"S01001859","City of Edinburgh",2011,433,155
"S01001860","City of Edinburgh",2011,323,25
"S01001861","City of Edinburgh",2011,404,226
"S01001862","City of Edinburgh",2011,322,30
"S01001863","City of Edinburgh",2011,348,40
"S01001864","City of Edinburgh",2011,607,356
"S01001865","City of Edinburgh",2011,325,222
"S01001866","City of Edinburgh",2011,286,24
"S01001867","City of Edinburgh",2011,289,90
"S01001868","City of Edinburgh",2011,301,43
"S01001869","City of Edinburgh",2011,386,83
"S01001870","City of Edinburgh",2011,426,246
"S01001871","City of Edinburgh",2011,827,174
"S01001872","City of Edinburgh",2011,346,102
"S01001873","City of Edinburgh",2011,291,24
"S01001874","City of Edinburgh",2011,486,267
"S01001875","City of Edinburgh",2011,338,21
"S01001876","City of Edinburgh",2011,486,225
"S01001877","City of Edinburgh",2011,393,211
"S01001878","City of Edinburgh",2011,433,44
"S01001879","City of Edinburgh",2011,400,299
"S01001880","City of Edinburgh",2011,393,261
"S01001881","City of Edinburgh",2011,315,45
"S01001882","City of Edinburgh",2011,350,94
"S01001883","City of Edinburgh",2011,228,17
"S01001884","City of Edinburgh",2011,464,253
"S01001885","City of Edinburgh",2011,459,48
"S01001886","City of Edinburgh",2011,349,246
"S01001887","City of Edinburgh",2011,357,91
"S01001888","City of Edinburgh",2011,358,36
"S01001889","City of Edinburgh",2011,261,79
"S01001890","City of Edinburgh",2011,428,175
"S01001891","City of Edinburgh",2011,352,173
"S01001892","City of Edinburgh",2011,528,364
"S01001893","City of Edinburgh",2011,501,332
"S01001894","City of Edinburgh",2011,368,260
"S01001895","City of Edinburgh",2011,394,173
"S01001896","City of Edinburgh",2011,324,59
"S01001897","City of Edinburgh",2011,450,307
"S01001898","City of Edinburgh",2011,353,238
"S01001899","City of Edinburgh",2011,330,120
"S01001900","City of Edinburgh",2011,342,107
"S01001901","City of Edinburgh",2011,397,93
"S01001902","City of Edinburgh",2011,388,81
"S01001903","City of Edinburgh",2011,249,120
"S01001904","City of Edinburgh",2011,327,159
"S01001905","City of Edinburgh",2011,378,93
"S01001906","City of Edinburgh",2011,307,129
"S01001907","City of Edinburgh",2011,360,168
"S01001908","City of Edinburgh",2011,316,48
"S01001909","City of Edinburgh",2011,355,222
"S01001910","City of Edinburgh",2011,318,130
"S01001911","City of Edinburgh",2011,297,46
"S01001912","City of Edinburgh",2011,346,148
"S01001913","City of Edinburgh",2011,408,92
"S01001914","City of Edinburgh",2011,239,30
"S01001915","City of Edinburgh",2011,390,76
"S01001916","City of Edinburgh",2011,463,198
"S01001917","City of Edinburgh",2011,256,29
"S01001918","City of Edinburgh",2011,592,268
"S01001919","City of Edinburgh",2011,413,151
"S01001920","City of Edinburgh",2011,356,147
"S01001921","City of Edinburgh",2011,316,145
"S01001922","City of Edinburgh",2011,332,32
"S01001923","City of Edinburgh",2011,229,74
"S01001924","City of Edinburgh",2011,344,98
"S01001925","City of Edinburgh",2011,309,25
"S01001926","City of Edinburgh",2011,232,108
"S01001927","City of Edinburgh",2011,410,92
"S01001928","City of Edinburgh",2011,420,187
"S01001929","City of Edinburgh",2011,509,88
"S01001930","City of Edinburgh",2011,453,198
"S01001931","City of Edinburgh",2011,298,161
"S01001932","City of Edinburgh",2011,373,144
"S01001933","City of Edinburgh",2011,358,57
"S01001934","City of Edinburgh",2011,833,306
"S01001935","City of Edinburgh",2011,452,309
"S01001936","City of Edinburgh",2011,585,206
"S01001937","City of Edinburgh",2011,459,198
"S01001938","City of Edinburgh",2011,262,74
"S01001939","City of Edinburgh",2011,277,133
"S01001940","City of Edinburgh",2011,327,93
"S01001941","City of Edinburgh",2011,428,88
"S01001942","City of Edinburgh",2011,301,119
"S01001943","City of Edinburgh",2011,277,113
"S01001944","City of Edinburgh",2011,346,81
"S01001945","City of Edinburgh",2011,326,54
"S01001946","City of Edinburgh",2011,347,210
"S01001947","City of Edinburgh",2011,452,108
"S01001948","City of Edinburgh",2011,387,248
"S01001949","City of Edinburgh",2011,307,154
"S01001950","City of Edinburgh",2011,528,259
"S01001951","City of Edinburgh",2011,508,286
"S01001952","City of Edinburgh",2011,287,60
"S01001953","City of Edinburgh",2011,367,128
"S01001954","City of Edinburgh",2011,204,60
"S01001955","City of Edinburgh",2011,564,294
"S01001956","City of Edinburgh",2011,299,147
"S01001957","City of Edinburgh",2011,236,146
"S01001958","City of Edinburgh",2011,455,280
"S01001959","City of Edinburgh",2011,251,81
"S01001960","City of Edinburgh",2011,366,103
"S01001961","City of Edinburgh",2011,543,154
"S01001962","City of Edinburgh",2011,420,151
"S01001963","City of Edinburgh",2011,487,222
"S01001964","City of Edinburgh",2011,383,91
"S01001965","City of Edinburgh",2011,407,225
"S01001966","City of Edinburgh",2011,768,389
"S01001967","City of Edinburgh",2011,314,113
"S01001968","City of Edinburgh",2011,442,154
"S01001969","City of Edinburgh",2011,305,137
"S01001970","City of Edinburgh",2011,283,58
"S01001971","City of Edinburgh",2011,440,283
"S01001972","City of Edinburgh",2011,330,118
"S01001973","City of Edinburgh",2011,326,101
"S01001974","City of Edinburgh",2011,362,98
"S01001975","City of Edinburgh",2011,416,176
"S01001976","City of Edinburgh",2011,329,159
"S01001977","City of Edinburgh",2011,439,252
"S01001978","City of Edinburgh",2011,612,350
"S01001979","City of Edinburgh",2011,309,122
"S01001980","City of Edinburgh",2011,443,161
"S01001981","City of Edinburgh",2011,418,176
"S01001982","City of Edinburgh",2011,200,121
"S01001983","City of Edinburgh",2011,337,177
"S01001984","City of Edinburgh",2011,515,261
"S01001985","City of Edinburgh",2011,339,98
"S01001986","City of Edinburgh",2011,373,181
"S01001987","City of Edinburgh",2011,281,126
"S01001988","City of Edinburgh",2011,350,103
"S01001989","City of Edinburgh",2011,388,87
