"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60QM000628",107,107,98,15,44,39,9,3,6,0,0,0
"60QM000629",64,64,30,1,12,17,34,31,2,1,0,0
"60QM000630",104,104,104,3,80,21,0,0,0,0,0,0
"60QM000631",90,90,83,52,23,8,7,1,6,0,0,0
"60QM000632",113,113,113,27,31,55,0,0,0,0,0,0
"60QM000633",72,72,63,35,6,22,9,9,0,0,0,0
"60QM000634",86,86,68,23,32,13,18,16,2,0,0,0
"60QM000635",71,71,49,37,12,0,22,0,22,0,0,0
"60QM000636",130,130,130,114,0,16,0,0,0,0,0,0
"60QM000637",184,184,182,177,3,2,2,0,2,0,0,0
"60QM000638",54,54,22,5,12,5,32,6,12,14,0,0
"60QM000639",55,55,13,0,0,13,42,25,6,11,0,0
"60QM000640",94,94,49,25,9,15,45,36,9,0,0,0
"60QM000641",116,116,116,45,6,65,0,0,0,0,0,0
"60QM000642",60,60,57,0,26,31,3,0,3,0,0,0
"60QM000643",87,87,6,0,5,1,81,81,0,0,0,0
"60QM000644",68,68,10,2,6,2,58,58,0,0,0,0
"60QM000645",97,97,96,1,66,29,1,1,0,0,0,0
"60QM000646",99,99,77,4,22,51,22,22,0,0,0,0
"60QM000647",143,143,143,1,83,59,0,0,0,0,0,0
"60QM000648",88,88,88,39,49,0,0,0,0,0,0,0
"60QM000649",82,82,79,0,50,29,3,2,1,0,0,0
"60QM000650",90,90,89,1,74,14,1,1,0,0,0,0
"60QM000651",128,128,108,82,14,12,20,13,7,0,0,0
"60QM000652",94,94,94,53,38,3,0,0,0,0,0,0
"60QM000653",135,135,134,116,10,8,1,1,0,0,0,0
"60QM000654",82,82,82,67,11,4,0,0,0,0,0,0
"60QM000655",79,79,79,26,38,15,0,0,0,0,0,0
"60QM000656",137,137,134,34,88,12,3,0,3,0,0,0
"60QM000657",91,91,90,43,15,32,0,0,0,0,1,0
"60QM000658",134,134,124,64,33,27,8,8,0,0,2,0
"60QM000659",113,113,88,70,12,6,25,25,0,0,0,0
"60QM000660",143,143,141,4,89,48,2,2,0,0,0,0
"60QM000661",111,111,107,1,26,80,4,4,0,0,0,0
"60QM000662",103,103,101,2,26,73,2,2,0,0,0,0
"60QM000663",81,81,40,0,3,37,41,41,0,0,0,0
"60QM000664",120,120,96,5,57,34,24,17,7,0,0,0
"60QM000665",97,97,17,4,6,7,80,71,8,1,0,0
"60QM000666",69,69,2,2,0,0,67,67,0,0,0,0
"60QM000667",90,90,2,0,1,1,88,87,0,1,0,0
"60QM000668",89,89,48,7,7,34,41,38,3,0,0,0
"60QM000669",81,81,17,8,6,3,64,61,3,0,0,0
"60QM000670",92,92,10,4,2,4,82,81,1,0,0,0
"60QM000671",84,84,11,3,0,8,73,73,0,0,0,0
"60QM000672",78,78,10,3,5,2,68,66,2,0,0,0
"60QM000673",113,113,17,4,10,3,96,96,0,0,0,0
"60QM000674",79,79,34,0,0,34,45,38,7,0,0,0
"60QM000675",93,93,57,10,12,35,36,23,13,0,0,0
"60QM000676",104,104,39,14,12,13,65,52,4,9,0,0
"60QM000677",160,160,160,81,55,24,0,0,0,0,0,0
"60QM000678",130,130,126,56,70,0,4,4,0,0,0,0
"60QM000679",260,260,260,135,89,36,0,0,0,0,0,0
"60QM000680",119,119,119,37,74,8,0,0,0,0,0,0
"60QM000681",98,98,98,39,48,11,0,0,0,0,0,0
"60QM000682",107,107,5,0,1,4,102,102,0,0,0,0
"60QM000683",57,57,15,0,3,12,42,42,0,0,0,0
"60QM000684",120,120,48,0,9,39,72,72,0,0,0,0
"60QM000685",74,74,26,6,14,6,48,44,4,0,0,0
"60QM000686",225,225,194,22,68,104,31,29,0,2,0,0
"60QM000687",107,107,107,7,11,89,0,0,0,0,0,0
"60QM000688",133,133,133,37,96,0,0,0,0,0,0,0
"60QM000689",135,135,135,1,115,19,0,0,0,0,0,0
"60QM000690",59,59,59,0,53,6,0,0,0,0,0,0
"60QM000691",181,181,171,10,96,65,10,10,0,0,0,0
"60QM000692",67,67,67,5,57,5,0,0,0,0,0,0
"60QM000693",142,142,141,60,63,18,1,1,0,0,0,0
"60QM000694",205,205,195,147,20,28,10,8,2,0,0,0
"60QM000695",53,53,52,21,31,0,1,1,0,0,0,0
"60QM000696",144,144,142,89,41,12,2,2,0,0,0,0
"60QM000697",157,157,61,5,32,24,96,96,0,0,0,0
"60QM000698",72,72,14,0,8,6,58,58,0,0,0,0
"60QM000699",179,179,167,2,69,96,12,12,0,0,0,0
"60QM000700",118,118,118,7,72,39,0,0,0,0,0,0
"60QM000701",141,141,137,7,70,60,4,4,0,0,0,0
"60QM000702",60,60,22,9,1,12,38,38,0,0,0,0
"60QM000703",86,86,86,4,21,61,0,0,0,0,0,0
"60QM000704",142,142,140,1,20,119,2,2,0,0,0,0
"60QM000705",72,72,21,7,8,6,51,47,0,4,0,0
"60QM000706",97,97,74,0,71,3,23,23,0,0,0,0
"60QM000707",61,61,20,8,5,7,41,41,0,0,0,0
"60QM000708",129,129,14,0,3,11,115,113,2,0,0,0
"60QM000709",168,168,142,58,50,34,26,26,0,0,0,0
"60QM000710",176,176,172,33,131,8,4,4,0,0,0,0
"60QM000711",89,89,87,0,81,6,2,0,2,0,0,0
"60QM000712",146,146,146,144,0,2,0,0,0,0,0,0
"60QM000713",106,106,101,55,35,11,5,5,0,0,0,0
"60QM000714",122,122,112,37,75,0,10,10,0,0,0,0
"60QM000715",85,85,12,2,8,2,73,73,0,0,0,0
"60QM000716",80,80,8,1,7,0,72,40,2,30,0,0
"60QM000717",68,67,23,4,8,11,44,12,0,32,0,1
"60QM000718",146,146,146,45,98,3,0,0,0,0,0,0
"60QM000719",189,189,189,111,78,0,0,0,0,0,0,0
"60QM000720",129,129,128,0,2,126,1,1,0,0,0,0
"60QM000721",112,112,112,1,7,104,0,0,0,0,0,0
"60QM000722",87,87,50,28,10,12,37,21,7,9,0,0
"60QM000723",90,90,15,2,7,6,75,75,0,0,0,0
"60QM000724",97,97,80,11,17,52,17,17,0,0,0,0
"60QM000725",93,93,70,2,21,47,23,22,1,0,0,0
"60QM000726",165,165,165,34,96,35,0,0,0,0,0,0
"60QM000727",107,107,107,105,2,0,0,0,0,0,0,0
"60QM000728",118,118,118,118,0,0,0,0,0,0,0,0
"60QM000729",73,73,3,1,0,2,70,30,12,28,0,0
"60QM000730",104,104,55,5,18,32,49,22,21,6,0,0
"60QM000731",70,70,49,0,5,44,21,21,0,0,0,0
"60QM000732",166,166,66,22,30,14,97,56,34,7,3,0
"60QM000733",90,90,73,7,26,40,17,11,6,0,0,0
"60QM000734",59,59,41,7,34,0,18,18,0,0,0,0
"60QM000735",155,155,152,4,145,3,3,0,0,3,0,0
"60QM000736",106,106,80,2,78,0,26,26,0,0,0,0
"60QM000737",74,74,74,2,71,1,0,0,0,0,0,0
"60QM000738",92,92,92,50,42,0,0,0,0,0,0,0
"60QM000739",118,118,115,5,108,2,3,3,0,0,0,0
"60QM000740",267,267,263,72,188,3,4,4,0,0,0,0
"60QM000741",125,125,121,24,26,71,4,4,0,0,0,0
"60QM000742",115,115,115,115,0,0,0,0,0,0,0,0
"60QM000743",153,153,91,9,41,41,62,56,6,0,0,0
"60QM000744",122,122,68,4,61,3,54,52,2,0,0,0
"60QM000745",78,78,23,1,21,1,55,55,0,0,0,0
"60QM000746",136,136,98,42,39,17,38,12,26,0,0,0
"60QM000747",82,82,59,59,0,0,23,23,0,0,0,0
"60QM000748",177,177,174,152,19,3,3,3,0,0,0,0
"60QM000749",238,238,238,228,4,6,0,0,0,0,0,0
"60QM000750",128,128,88,5,43,40,40,33,7,0,0,0
"60QM000751",154,154,154,154,0,0,0,0,0,0,0,0
"60QM000752",113,113,113,36,77,0,0,0,0,0,0,0
"60QM000753",141,141,141,65,44,32,0,0,0,0,0,0
"60QM000754",147,147,147,84,23,40,0,0,0,0,0,0
"60QM000755",189,189,189,69,73,47,0,0,0,0,0,0
"60QM000756",142,142,139,59,28,52,3,1,2,0,0,0
"60QM000757",111,111,111,70,24,17,0,0,0,0,0,0
"60QM000758",115,115,113,54,46,13,2,2,0,0,0,0
"60QM000759",211,211,209,177,26,6,2,2,0,0,0,0
"60QM000760",112,112,112,63,47,2,0,0,0,0,0,0
"60QN000001",59,59,53,40,8,5,6,2,2,2,0,0
"60QN000002",90,90,90,61,14,15,0,0,0,0,0,0
"60QN000003",107,107,106,84,21,1,1,1,0,0,0,0
"60QN000004",167,167,165,29,24,112,2,2,0,0,0,0
"60QN000005",155,155,147,29,118,0,8,8,0,0,0,0
"60QN000006",83,83,81,7,16,58,2,2,0,0,0,0
"60QN000007",122,122,116,7,106,3,6,0,6,0,0,0
"60QN000008",119,119,111,15,12,84,8,8,0,0,0,0
"60QN000009",119,119,117,45,72,0,2,2,0,0,0,0
"60QN000010",148,148,33,2,29,2,115,115,0,0,0,0
"60QN000011",104,104,31,4,5,22,73,73,0,0,0,0
"60QN000012",61,61,21,1,3,17,40,39,1,0,0,0
"60QN000013",133,133,15,2,9,4,118,110,8,0,0,0
"60QN000014",82,82,73,6,60,7,9,9,0,0,0,0
"60QN000015",57,57,30,0,28,2,27,27,0,0,0,0
"60QN000016",115,115,21,6,5,10,94,94,0,0,0,0
"60QN000017",118,118,104,8,84,12,14,10,4,0,0,0
"60QN000018",152,152,152,18,134,0,0,0,0,0,0,0
"60QN000019",166,166,166,8,133,25,0,0,0,0,0,0
"60QN000020",141,141,134,88,33,13,7,7,0,0,0,0
"60QN000021",154,154,138,34,98,6,16,16,0,0,0,0
"60QN000022",153,153,153,34,77,42,0,0,0,0,0,0
"60QN000023",191,191,191,110,74,7,0,0,0,0,0,0
"60QN000024",184,184,184,138,46,0,0,0,0,0,0,0
"60QN000025",126,126,125,93,32,0,1,1,0,0,0,0
"60QN000026",200,200,100,56,13,31,100,93,7,0,0,0
"60QN000027",72,72,7,3,0,4,65,65,0,0,0,0
"60QN000028",88,88,8,6,1,1,80,80,0,0,0,0
"60QN000029",101,101,31,4,7,20,70,70,0,0,0,0
"60QN000030",109,109,22,0,0,22,87,71,0,16,0,0
"60QN000031",67,67,51,2,43,6,16,6,0,10,0,0
"60QN000032",111,111,61,10,51,0,50,41,9,0,0,0
"60QN000033",109,109,47,2,30,15,61,55,4,2,1,0
"60QN000034",81,81,45,2,18,25,36,36,0,0,0,0
"60QN000035",127,127,76,16,41,19,51,50,1,0,0,0
"60QN000036",111,111,76,18,41,17,35,30,0,5,0,0
"60QN000037",151,151,109,12,79,18,42,39,3,0,0,0
"60QN000038",111,111,111,2,21,88,0,0,0,0,0,0
"60QN000039",161,161,147,4,93,50,14,14,0,0,0,0
"60QN000040",125,125,118,19,19,80,7,7,0,0,0,0
"60QN000041",124,124,98,35,34,29,26,26,0,0,0,0
"60QN000042",113,113,111,8,94,9,2,2,0,0,0,0
"60QN000043",141,141,117,22,81,14,24,23,1,0,0,0
"60QN000044",61,61,46,4,27,15,15,15,0,0,0,0
"60QN000045",67,67,14,2,12,0,53,50,3,0,0,0
"60QN000046",80,80,33,14,18,1,41,41,0,0,6,0
"60QN000047",87,87,17,3,6,8,70,67,3,0,0,0
"60QN000048",199,199,199,115,80,4,0,0,0,0,0,0
"60QN000049",116,116,103,53,46,4,13,13,0,0,0,0
"60QN000050",89,89,39,3,5,31,50,48,2,0,0,0
"60QN000051",96,96,63,14,35,14,33,33,0,0,0,0
"60QN000052",135,135,29,5,0,24,106,105,0,1,0,0
"60QN000053",124,124,34,3,1,30,90,90,0,0,0,0
"60QN000054",80,80,45,1,27,17,35,35,0,0,0,0
"60QN000055",91,91,40,6,17,17,51,51,0,0,0,0
"60QN000056",93,93,93,49,44,0,0,0,0,0,0,0
"60QN000057",126,126,126,66,58,2,0,0,0,0,0,0
"60QN000058",106,106,106,35,71,0,0,0,0,0,0,0
"60QN000059",100,100,98,33,65,0,2,2,0,0,0,0
"60QN000060",61,61,61,1,14,46,0,0,0,0,0,0
"60QN000061",69,69,44,4,29,11,25,25,0,0,0,0
"60QN000062",156,156,137,48,74,15,19,19,0,0,0,0
"60QN000063",189,189,163,3,64,96,26,26,0,0,0,0
"60QN000064",50,50,0,0,0,0,50,50,0,0,0,0
"60QN000065",129,129,129,74,55,0,0,0,0,0,0,0
"60QN000066",134,134,126,55,71,0,8,0,8,0,0,0
"60QN000067",114,114,110,47,63,0,4,4,0,0,0,0
"60QN000068",110,110,33,25,8,0,77,70,7,0,0,0
"60QN000069",147,147,125,52,59,14,22,4,18,0,0,0
"60QN000070",188,188,187,84,99,4,1,1,0,0,0,0
"60QN000071",108,108,97,11,54,32,11,10,1,0,0,0
"60QN000072",61,61,18,0,0,18,43,43,0,0,0,0
"60QN000073",79,79,9,9,0,0,70,68,2,0,0,0
"60QN000074",107,107,0,0,0,0,107,107,0,0,0,0
"60QN000075",61,61,16,1,0,15,45,45,0,0,0,0
"60QN000076",186,186,151,12,67,72,35,35,0,0,0,0
"60QN000077",139,139,111,17,33,61,28,28,0,0,0,0
"60QN000078",134,134,134,27,85,22,0,0,0,0,0,0
"60QN000079",146,146,121,4,84,33,25,21,4,0,0,0
"60QN000080",138,138,124,0,109,15,14,14,0,0,0,0
"60QN000081",113,113,71,0,11,60,42,42,0,0,0,0
"60QN000082",143,143,122,7,97,18,21,21,0,0,0,0
"60QN000083",122,122,122,2,84,36,0,0,0,0,0,0
"60QN000084",169,169,112,8,60,44,57,57,0,0,0,0
"60QN000085",205,205,143,7,48,88,62,59,3,0,0,0
"60QN000086",122,122,107,2,45,60,15,15,0,0,0,0
"60QN000087",83,83,73,3,31,39,10,10,0,0,0,0
"60QN000088",95,95,90,1,53,36,5,5,0,0,0,0
"60QN000089",100,100,54,8,13,33,46,46,0,0,0,0
"60QN000090",75,75,26,0,8,18,49,49,0,0,0,0
"60QN000091",56,56,56,1,31,24,0,0,0,0,0,0
"60QN000092",56,56,47,0,18,29,9,9,0,0,0,0
"60QN000093",101,101,101,2,65,34,0,0,0,0,0,0
"60QN000094",87,87,74,19,39,16,13,13,0,0,0,0
"60QN000095",137,137,113,19,79,15,24,0,24,0,0,0
"60QN000096",144,144,144,2,110,32,0,0,0,0,0,0
"60QN000097",85,85,76,2,31,43,9,9,0,0,0,0
"60QN000098",125,125,123,5,79,39,2,2,0,0,0,0
"60QN000099",135,135,85,4,40,41,50,50,0,0,0,0
"60QN000100",121,121,93,6,47,40,28,28,0,0,0,0
"60QN000101",102,102,102,6,59,37,0,0,0,0,0,0
"60QN000102",127,127,85,5,27,53,42,42,0,0,0,0
"60QN000103",132,132,115,1,98,16,17,17,0,0,0,0
"60QN000104",99,99,86,3,20,63,13,13,0,0,0,0
"60QN000105",142,142,93,6,41,46,49,49,0,0,0,0
"60QN000106",199,199,151,1,83,67,48,48,0,0,0,0
"60QN000107",121,121,84,1,30,53,37,36,1,0,0,0
"60QN000108",103,103,102,38,46,18,1,1,0,0,0,0
"60QN000109",127,127,127,87,28,12,0,0,0,0,0,0
"60QN000110",126,126,126,97,27,2,0,0,0,0,0,0
"60QN000111",199,199,199,60,85,54,0,0,0,0,0,0
"60QN000112",119,119,96,39,57,0,23,23,0,0,0,0
"60QN000113",154,154,109,36,62,11,45,45,0,0,0,0
"60QN000114",175,175,158,45,63,50,17,17,0,0,0,0
"60QN000115",114,114,113,30,70,13,1,1,0,0,0,0
"60QN000116",251,251,251,60,131,60,0,0,0,0,0,0
"60QN000117",154,154,140,26,102,12,14,14,0,0,0,0
"60QN000118",194,194,194,10,30,154,0,0,0,0,0,0
"60QN000119",198,198,198,12,186,0,0,0,0,0,0,0
"60QN000120",129,129,72,53,19,0,57,57,0,0,0,0
"60QN000121",111,111,23,2,13,8,88,86,2,0,0,0
"60QN000122",177,177,177,9,168,0,0,0,0,0,0,0
"60QN000123",123,123,73,4,68,1,50,50,0,0,0,0
"60QN000124",94,94,82,2,53,27,12,12,0,0,0,0
"60QN000125",80,80,15,6,7,2,65,62,0,3,0,0
"60QN000126",147,147,93,3,51,39,54,54,0,0,0,0
"60QN000127",51,51,20,0,9,11,31,31,0,0,0,0
"60QN000128",61,61,34,6,0,28,27,25,2,0,0,0
"60QN000129",146,146,144,23,0,121,2,2,0,0,0,0
"60QN000130",133,133,119,2,0,117,14,14,0,0,0,0
"60QN000131",125,125,125,47,39,39,0,0,0,0,0,0
"60QN000132",136,136,107,24,16,67,29,29,0,0,0,0
"60QN000133",253,253,154,11,112,31,99,99,0,0,0,0
"60QN000134",129,129,128,52,62,14,1,1,0,0,0,0
"60QN000135",88,88,78,10,24,44,10,5,4,1,0,0
"60QN000136",251,251,251,221,30,0,0,0,0,0,0,0
"60QN000137",131,131,129,6,40,83,2,2,0,0,0,0
"60QN000138",107,107,69,22,0,47,38,36,0,2,0,0
"60QN000139",151,151,141,54,32,55,10,6,4,0,0,0
"60QN000140",119,119,63,5,31,27,56,56,0,0,0,0
"60QN000141",65,65,3,1,0,2,62,62,0,0,0,0
"60QN000142",87,87,70,20,27,23,17,17,0,0,0,0
"60QN000143",129,129,126,5,93,28,3,0,0,3,0,0
"60QN000144",129,129,129,34,93,2,0,0,0,0,0,0
"60QN000145",83,83,35,4,6,25,48,48,0,0,0,0
"60QN000146",139,139,7,0,1,6,132,127,5,0,0,0
"60QN000147",125,125,123,28,93,2,2,2,0,0,0,0
"60QN000148",64,64,23,0,4,19,41,41,0,0,0,0
"60QN000149",81,81,31,31,0,0,1,0,1,0,49,0
"60QN000150",163,163,156,111,19,26,7,0,0,7,0,0
"60QN000151",72,72,29,26,1,2,43,42,0,1,0,0
"60QN000152",86,86,86,25,28,33,0,0,0,0,0,0
"60QN000153",64,64,62,13,33,16,2,2,0,0,0,0
"60QN000154",126,126,126,93,28,5,0,0,0,0,0,0
"60QN000155",148,148,148,121,27,0,0,0,0,0,0,0
"60QN000156",121,121,114,102,12,0,7,4,3,0,0,0
"60QN000157",100,100,48,40,7,1,52,52,0,0,0,0
"60QN000158",103,103,58,6,39,13,45,45,0,0,0,0
"60QN000159",56,56,35,11,11,13,21,21,0,0,0,0
"60QN000160",146,146,141,71,65,5,5,2,3,0,0,0
"60QN000161",66,66,11,9,0,2,55,54,0,1,0,0
"60QN000162",71,71,25,5,18,2,46,46,0,0,0,0
"60QN000163",158,158,158,5,153,0,0,0,0,0,0,0
"60QN000164",138,138,132,13,115,4,6,0,6,0,0,0
"60QN000165",108,108,108,2,102,4,0,0,0,0,0,0
"60QN000166",129,129,129,92,37,0,0,0,0,0,0,0
"60QN000167",64,64,0,0,0,0,64,64,0,0,0,0
"60QN000168",131,131,42,32,5,5,89,66,12,11,0,0
"60QN000169",61,61,47,9,34,4,14,14,0,0,0,0
"60QN000170",88,88,88,10,78,0,0,0,0,0,0,0
"60QN000171",78,78,2,0,0,2,76,76,0,0,0,0
"60QN000172",106,106,18,0,4,14,88,88,0,0,0,0
"60QN000173",57,57,2,0,0,2,55,55,0,0,0,0
"60QN000174",107,107,41,6,17,18,66,56,10,0,0,0
"60QN000175",149,149,140,137,0,3,9,9,0,0,0,0
"60QN000176",155,155,104,16,10,78,51,50,1,0,0,0
"60QN000177",177,177,177,6,169,2,0,0,0,0,0,0
"60QN000178",88,88,88,5,79,4,0,0,0,0,0,0
"60QN000179",157,157,120,25,63,32,37,36,1,0,0,0
"60QN000180",167,167,167,84,47,36,0,0,0,0,0,0
"60QN000181",61,61,58,0,5,53,3,3,0,0,0,0
"60QN000182",91,91,53,0,1,52,38,38,0,0,0,0
"60QN000183",291,291,117,7,65,45,174,169,0,5,0,0
"60QN000184",102,102,3,0,0,3,99,99,0,0,0,0
"60QN000185",61,61,61,33,28,0,0,0,0,0,0,0
"60QN000186",349,349,344,162,172,10,5,5,0,0,0,0
"60QN000187",119,119,108,44,61,3,11,11,0,0,0,0
"60QN000188",85,85,72,0,47,25,13,13,0,0,0,0
"60QN000189",121,121,117,47,70,0,4,4,0,0,0,0
"60QN000190",118,118,118,77,33,8,0,0,0,0,0,0
"60QN000191",156,156,147,29,60,58,9,9,0,0,0,0
"60QN000192",80,80,80,39,41,0,0,0,0,0,0,0
"60QN000193",76,76,49,22,14,13,27,27,0,0,0,0
"60QN000194",117,117,117,42,75,0,0,0,0,0,0,0
"60QN000195",159,159,159,79,75,5,0,0,0,0,0,0
"60QN000196",121,121,121,90,31,0,0,0,0,0,0,0
"60QN000197",204,204,204,104,99,1,0,0,0,0,0,0
"60QN000198",139,139,136,73,59,4,2,2,0,0,1,0
"60QN000199",205,205,197,182,10,5,8,2,6,0,0,0
"60QN000200",121,121,108,33,17,58,13,2,11,0,0,0
"60QN000201",151,151,132,36,74,22,19,0,19,0,0,0
"60QN000202",159,159,125,2,76,47,34,30,4,0,0,0
"60QN000203",123,123,119,1,77,41,4,4,0,0,0,0
"60QN000204",106,106,105,4,74,27,1,1,0,0,0,0
"60QN000205",80,80,32,9,9,14,48,44,4,0,0,0
"60QN000206",140,140,129,0,58,71,11,9,2,0,0,0
"60QN000207",80,80,40,17,10,13,40,30,10,0,0,0
"60QN000208",149,149,149,44,90,15,0,0,0,0,0,0
"60QN000209",98,98,97,4,49,44,1,1,0,0,0,0
"60QN000210",120,120,120,0,120,0,0,0,0,0,0,0
"60QN000211",84,84,48,0,45,3,36,36,0,0,0,0
"60QN000212",124,124,117,105,11,1,7,5,0,2,0,0
"60QN000213",131,131,101,0,97,4,30,30,0,0,0,0
"60QN000214",112,112,94,22,24,48,18,5,13,0,0,0
"60QN000215",104,104,81,27,43,11,23,18,5,0,0,0
"60QN000216",135,135,134,50,41,43,1,1,0,0,0,0
"60QN000217",213,213,213,82,13,118,0,0,0,0,0,0
"60QN000218",140,140,44,1,43,0,96,93,3,0,0,0
"60QN000219",139,139,139,0,8,131,0,0,0,0,0,0
"60QN000220",94,94,92,60,32,0,2,2,0,0,0,0
"60QN000221",65,65,65,29,36,0,0,0,0,0,0,0
"60QN000222",160,160,159,0,35,124,1,1,0,0,0,0
"60QN000223",104,104,104,0,26,78,0,0,0,0,0,0
"60QN000224",174,174,171,82,68,21,3,3,0,0,0,0
"60QN000225",148,148,148,32,35,81,0,0,0,0,0,0
"60QN000226",105,105,75,24,4,47,30,30,0,0,0,0
"60QN000227",168,168,168,4,118,46,0,0,0,0,0,0
"60QN000228",143,143,143,21,122,0,0,0,0,0,0,0
"60QN000229",133,133,133,23,98,12,0,0,0,0,0,0
"60QN000230",96,96,92,0,25,67,4,4,0,0,0,0
"60QN000231",95,95,12,9,2,1,83,83,0,0,0,0
"60QN000232",59,59,2,0,0,2,57,57,0,0,0,0
"60QN000233",79,79,76,7,69,0,3,0,0,3,0,0
"60QN000234",67,67,60,13,21,26,7,7,0,0,0,0
"60QN000235",66,66,28,28,0,0,38,38,0,0,0,0
"60QN000236",164,164,161,55,106,0,3,3,0,0,0,0
"60QN000237",135,135,135,13,108,14,0,0,0,0,0,0
"60QN000238",102,102,102,40,62,0,0,0,0,0,0,0
"60QN000239",130,130,130,90,38,2,0,0,0,0,0,0
"60QN000240",103,103,103,29,74,0,0,0,0,0,0,0
"60QN000241",141,141,141,121,20,0,0,0,0,0,0,0
"60QN000242",122,122,121,89,32,0,1,1,0,0,0,0
"60QN000243",114,114,114,74,40,0,0,0,0,0,0,0
"60QN000244",181,181,138,0,0,138,41,33,0,8,2,0
"60QN000245",87,87,1,0,1,0,86,86,0,0,0,0
"60QN000246",104,104,9,0,1,8,95,95,0,0,0,0
"60QN000247",184,184,183,113,70,0,1,1,0,0,0,0
"60QN000248",175,175,175,48,11,116,0,0,0,0,0,0
"60QN000249",123,123,122,116,6,0,1,0,1,0,0,0
"60QN000250",161,161,161,5,1,155,0,0,0,0,0,0
"60QN000251",140,140,104,5,6,93,36,36,0,0,0,0
"60QN000252",237,237,230,17,48,165,7,1,6,0,0,0
"60QN000253",122,122,93,3,16,74,29,28,1,0,0,0
"60QN000254",89,89,84,18,0,66,5,5,0,0,0,0
"60QN000255",84,84,84,0,0,84,0,0,0,0,0,0
"60QN000256",70,70,70,7,20,43,0,0,0,0,0,0
"60QN000257",126,126,95,0,71,24,31,28,3,0,0,0
"60QN000258",176,176,176,5,17,154,0,0,0,0,0,0
"60QN000259",144,144,141,18,98,25,3,0,3,0,0,0
"60QN000260",201,201,199,17,60,122,2,0,2,0,0,0
"60QN000261",191,191,188,51,84,53,3,3,0,0,0,0
"60QN000262",133,133,130,127,3,0,3,3,0,0,0,0
"60QN000263",125,125,123,123,0,0,2,2,0,0,0,0
"60QN000264",103,103,103,99,4,0,0,0,0,0,0,0
"60QN000265",131,131,131,0,6,125,0,0,0,0,0,0
"60QN000266",201,201,201,81,50,70,0,0,0,0,0,0
"60QN000267",212,212,212,156,27,29,0,0,0,0,0,0
"60QN000268",208,208,208,136,68,4,0,0,0,0,0,0
"60QN000269",141,141,138,100,37,1,3,3,0,0,0,0
"60QN000270",110,110,110,13,97,0,0,0,0,0,0,0
"60QN000271",132,132,132,104,26,2,0,0,0,0,0,0
"60QN000272",171,171,171,30,121,20,0,0,0,0,0,0
"60QN000273",87,87,87,35,52,0,0,0,0,0,0,0
"60QN000274",62,62,62,31,31,0,0,0,0,0,0,0
"60QN000275",102,102,86,12,74,0,16,11,0,5,0,0
"60QN000276",131,131,131,21,110,0,0,0,0,0,0,0
"60QN000277",137,137,137,16,121,0,0,0,0,0,0,0
"60QN000278",113,113,108,16,92,0,5,0,0,5,0,0
"60QN000279",158,158,154,68,81,5,4,4,0,0,0,0
"60QN000280",84,84,40,0,40,0,44,44,0,0,0,0
"60QN000281",147,147,147,37,60,50,0,0,0,0,0,0
"60QN000282",125,125,115,0,69,46,10,10,0,0,0,0
"60QN000283",131,131,114,2,70,42,17,17,0,0,0,0
"60QN000284",142,142,142,0,120,22,0,0,0,0,0,0
"60QN000285",226,226,221,0,199,22,5,5,0,0,0,0
"60QN000286",156,156,156,0,153,3,0,0,0,0,0,0
"60QN000287",155,155,155,60,95,0,0,0,0,0,0,0
"60QN000288",142,142,142,129,13,0,0,0,0,0,0,0
"60QN000289",119,119,119,93,26,0,0,0,0,0,0,0
"60QN000290",144,144,144,3,137,4,0,0,0,0,0,0
"60QN000291",149,149,149,35,114,0,0,0,0,0,0,0
"60QN000292",130,130,130,0,130,0,0,0,0,0,0,0
"60QN000293",228,228,223,2,221,0,5,5,0,0,0,0
"60QN000294",182,182,179,3,172,4,3,3,0,0,0,0
"60QN000295",149,149,149,40,99,10,0,0,0,0,0,0
"60QN000296",130,130,126,0,122,4,4,4,0,0,0,0
"60QN000297",151,151,151,151,0,0,0,0,0,0,0,0
"60QN000298",154,154,154,12,133,9,0,0,0,0,0,0
"60QN000299",150,150,150,64,86,0,0,0,0,0,0,0
"60QN000300",114,114,114,0,110,4,0,0,0,0,0,0
"60QN000301",96,96,96,21,75,0,0,0,0,0,0,0
"60QN000302",130,130,129,107,13,9,1,1,0,0,0,0
"60QN000303",96,96,95,95,0,0,1,1,0,0,0,0
"60QN000304",131,131,131,4,110,17,0,0,0,0,0,0
"60QN000305",151,151,147,11,126,10,4,2,0,2,0,0
"60QN000306",106,106,106,0,94,12,0,0,0,0,0,0
"60QN000307",162,162,162,82,80,0,0,0,0,0,0,0
"60QN000308",54,54,54,27,13,14,0,0,0,0,0,0
"60QN000309",192,192,192,13,139,40,0,0,0,0,0,0
"60QN000310",146,146,146,43,75,28,0,0,0,0,0,0
"60QN000311",146,146,146,0,120,26,0,0,0,0,0,0
"60QN000312",107,107,107,85,22,0,0,0,0,0,0,0
"60QN000313",154,154,143,36,72,35,11,5,6,0,0,0
"60QN000314",103,103,89,16,64,9,14,13,1,0,0,0
