"output_area","ALL PEOPLE","Good Health","Fairly Good Health","Not Good Health"
"60QA000929",77,25,31,21
"60QA000930",354,137,46,171
"60QA000931",95,49,28,18
"60QA000932",131,96,26,9
"60QA000933",125,66,39,20
"60QA000934",114,60,37,17
"60QA000935",98,69,14,15
"60QA000936",146,103,25,18
"60QA000937",70,35,19,16
"60QA000938",131,85,28,18
"60QA000939",203,149,37,17
"60QA000940",62,16,26,20
"60QA000941",116,79,32,5
"60QA000942",120,94,19,7
"60QA000943",112,62,34,16
"60QA000944",94,70,16,8
"60QA000945",105,70,25,10
"60QA000946",71,27,25,19
"60QA000947",100,58,29,13
"60QA000948",95,19,38,38
"60QA000949",168,90,50,28
"60QA000950",172,91,62,19
"60QA000951",133,88,30,15
"60QA000952",102,67,24,11
"60QA000953",97,60,24,13
"60QA000954",117,77,29,11
"60QA000955",162,92,52,18
"60QA000956",99,54,31,14
"60QA000957",122,83,26,13
"60QA000958",110,65,29,16
"60QA000959",127,84,29,14
"60QA000960",107,60,34,13
"60QA000961",108,69,30,9
"60QA000962",141,84,34,23
"60QA000963",104,56,34,14
"60QA000964",98,53,31,14
"60QA000965",55,8,23,24
"60QA000966",126,78,35,13
"60QA000967",88,49,28,11
"60QA000968",108,65,33,10
"60QA000969",121,73,38,10
"60QA000970",87,45,28,14
"60QA000971",87,56,19,12
"60QA000972",130,72,36,22
"60QA000973",122,83,32,7
"60QA000974",98,53,39,6
"60QA000975",118,83,30,5
"60QA000976",157,118,26,13
"60QA000977",198,168,25,5
"60QA000978",86,69,12,5
"60QA000979",61,47,11,3
"60QA000980",120,87,25,8
"60QA000981",121,95,19,7
"60QA000982",111,89,16,6
"60QA000983",108,94,11,3
"60QA000984",87,67,17,3
"60QA000985",100,46,45,9
"60QA000986",103,49,38,16
"60QA000987",138,97,26,15
"60QA000988",66,38,23,5
"60QA000989",91,40,33,18
"60QA000990",196,125,47,24
"60QA000991",90,49,24,17
"60QA000992",102,65,31,6
"60QA000993",103,60,29,14
"60QA000994",142,88,41,13
"60QA000995",131,76,37,18
"60QA000996",120,82,29,9
"60QA000997",134,89,30,15
"60QA000998",93,56,26,11
"60QA000999",96,52,28,16
"60QA001000",121,75,36,10
"60QA001001",158,98,47,13
"60QA001002",118,70,32,16
"60QA001003",142,89,47,6
"60QA001004",129,91,25,13
"60QA001005",66,39,17,10
"60QA001006",155,101,38,16
"60QA001007",163,114,29,20
"60QA001008",87,55,21,11
"60QA001009",153,96,39,18
"60QA001010",126,84,36,6
"60QA001011",107,71,33,3
"60QA001012",108,68,28,12
"60QA001013",183,116,53,14
"60QA001014",139,86,38,15
"60QA001015",143,102,27,14
"60QA001016",153,95,48,10
"60QA001017",144,93,33,18
"60QA001018",142,93,35,14
"60QA001019",157,125,18,14
"60QA001020",124,72,37,15
"60QA001021",131,78,38,15
"60QA001022",154,102,31,21
"60QA001023",67,46,15,6
"60QA001024",78,39,23,16
"60QA001025",108,67,30,11
"60QA001026",117,82,26,9
"60QA001027",166,113,37,16
"60QA001028",63,19,27,17
"60QA001029",131,77,43,11
"60QA001030",181,103,54,24
"60QA001031",140,84,38,18
"60QA001032",99,55,32,12
"60QA001033",107,57,42,8
"60QA001034",144,87,37,20
"60QA001035",187,81,32,74
"60QA001036",162,99,39,24
"60QA001037",63,11,23,29
"60QA001038",140,91,28,21
"60QA001039",128,100,23,5
"60QA001040",121,85,32,4
"60QA001041",95,45,34,16
"60QA001042",122,86,26,10
"60QA001043",182,127,32,23
"60QA001044",58,39,17,2
"60QA001045",65,49,10,6
"60QA001046",121,85,32,4
"60QA001047",124,92,18,14
"60QA001048",146,88,40,18
"60QA001049",219,141,60,18
"60QA001050",122,94,19,9
"60QA001051",144,123,17,4
"60QA001052",132,103,21,8
"60QA001053",129,91,29,9
"60QA001054",176,133,33,10
"60QA001055",102,76,21,5
"60QA001056",118,94,18,6
"60QA001057",169,119,40,10
"60QA001058",146,117,26,3
"60QA001059",112,79,26,7
"60QA001060",117,84,24,9
"60QA001061",102,69,25,8
"60QA001062",108,68,25,15
"60QA001063",179,113,46,20
"60QA001064",130,95,23,12
"60QA001065",127,102,20,5
"60QA001066",113,84,22,7
"60QA001067",111,76,20,15
"60QA001068",120,76,34,10
"60QA001069",61,43,14,4
"60QA001070",187,148,28,11
"60QA001071",75,46,22,7
"60QA001072",65,30,25,10
"60QA001073",144,113,25,6
"60QA001074",163,134,27,2
"60QA001075",115,85,22,8
"60QA001076",93,69,15,9
"60QA001077",102,53,33,16
"60QA001078",186,104,59,23
"60QA001079",176,132,34,10
"60QA001080",169,128,34,7
"60QA001081",122,100,19,3
"60QA001082",100,67,25,8
"60QA001083",136,92,28,16
"60QA001084",95,70,14,11
"60QA001085",178,134,30,14
"60QA001086",160,133,16,11
"60QA001087",156,137,15,4
"60QA001088",124,104,15,5
"60QA001089",165,140,21,4
"60QA001090",87,59,21,7
"60QA001091",205,162,34,9
"60QA001092",117,90,22,5
"60QA001093",151,115,29,7
"60QA001094",119,86,29,4
"60QA001095",160,135,22,3
"60QA001096",157,124,27,6
"60QA001097",192,150,36,6
"60QA001098",245,215,23,7
"60QA001099",172,144,27,1
"60QA001100",262,215,40,7
"60QA001101",136,105,26,5
"60QA001102",116,95,15,6
"60QA001103",115,51,37,27
"60QA001104",74,19,34,21
"60QA001105",142,81,38,23
"60QA001106",160,127,26,7
"60QA001107",112,83,22,7
"60QA001108",163,120,32,11
"60QA001109",141,105,27,9
"60QA001110",155,130,18,7
"60QA001111",172,142,25,5
"60QA001112",197,158,34,5
"60QA001113",154,120,27,7
"60QA001114",149,116,27,6
"60QA001115",139,123,14,2
"60QA001116",116,101,12,3
"60QA001117",133,106,20,7
"60QA001118",139,113,23,3
"60QA001119",127,106,19,2
"60QA001120",91,78,13,0
"60QA001121",129,78,39,12
"60QA001122",97,64,26,7
"60QA001123",99,69,21,9
"60QA001124",121,83,26,12
"60QA001125",88,38,34,16
"60QA001126",97,45,42,10
"60QA001127",85,44,34,7
"60QA001128",168,110,40,18
"60QA001129",91,46,36,9
"60QA001130",94,51,35,8
"60QA001131",108,72,27,9
"60QA001132",121,72,38,11
"60QA001133",113,80,28,5
"60QA001134",124,87,25,12
"60QA001135",198,106,76,16
"60QA001136",118,91,18,9
"60QA001137",142,85,41,16
"60QA001138",120,76,34,10
"60QA001139",120,68,40,12
"60QA001140",144,90,41,13
"60QA001141",93,64,22,7
"60QA001142",156,127,23,6
"60QA001143",119,86,22,11
"60QA001144",99,75,20,4
"60QA001145",89,69,18,2
"60QA001146",108,68,34,6
"60QA001147",109,66,29,14
"60QA001148",115,82,24,9
"60QA001149",194,144,41,9
"60QA001150",132,91,28,13
"60QA001151",154,120,26,8
"60QA001152",154,120,30,4
"60QA001153",64,36,23,5
"60QA001154",128,75,38,15
"60QA001155",148,106,35,7
"60QA001156",125,59,43,23
"60QA001157",146,84,39,23
"60QA001158",130,75,43,12
"60QA001159",138,106,21,11
"60QA001160",139,108,18,13
"60QA001161",85,64,16,5
"60QA001162",87,62,17,8
"60QA001163",134,74,42,18
"60QA001164",147,91,48,8
"60QA001165",71,47,15,9
"60QA001166",151,89,35,27
"60QA001167",136,93,33,10
"60QA001168",110,60,41,9
"60QA001169",134,82,41,11
"60QA001170",104,73,22,9
"60QA001171",136,107,23,6
"60QA001172",94,61,22,11
"60QA001173",108,77,28,3
"60QA001174",121,84,31,6
"60QA001175",79,57,15,7
"60QA001176",105,80,25,0
"60QA001177",69,49,18,2
"60QA001178",101,76,17,8
"60QA001179",76,53,16,7
"60QA001180",127,85,36,6
"60QA001181",109,73,26,10
"60QA001182",91,59,23,9
"60QA001183",96,69,20,7
"60QA001184",109,83,18,8
"60QA001185",108,85,18,5
"60QA001186",95,70,20,5
"60QA001187",68,51,13,4
"60QA001188",61,39,16,6
"60QA001189",70,52,13,5
"60QA001190",113,84,24,5
"60QA001191",156,122,23,11
"60QA001192",104,85,16,3
"60QA001193",119,96,20,3
"60QA001194",112,86,18,8
"60QA001195",117,98,15,4
"60QA001196",141,123,16,2
"60QA001197",161,133,24,4
"60QA001198",147,103,37,7
"60QA001199",175,114,42,19
"60QA001200",196,150,39,7
"60QA001201",249,214,22,13
"60QA001202",220,187,24,9
"60QA001203",193,126,51,16
"60QA001204",175,134,32,9
"60QA001205",93,65,21,7
"60QA001206",114,93,17,4
"60QA001207",106,72,28,6
"60QA001208",178,133,30,15
"60QA001209",159,127,24,8
"60QA001210",102,63,29,10
"60QA001211",86,61,20,5
"60QA001212",86,67,15,4
"60QA001213",134,116,17,1
"60QA001214",147,110,31,6
"60QA001215",145,106,28,11
"60QA001216",160,111,39,10
"60QA001217",89,68,16,5
"60QA001218",108,89,15,4
"60QA001219",189,141,35,13
"60QA001220",58,32,17,9
"60QA001221",130,105,24,1
"60QA001222",60,27,24,9
"60QA001223",209,167,35,7
"60QA001224",137,97,34,6
"60QA001225",148,122,21,5
"60QA001226",177,145,28,4
"60QA001227",218,168,39,11
"60QA001228",152,104,41,7
"60QA001229",111,81,21,9
"60QA001230",191,143,39,9
"60QA001231",168,126,31,11
"60QA001232",147,120,19,8
"60QA001233",194,157,30,7
"60QA001234",199,131,53,15
"60QA001235",167,135,21,11
"60QA001236",141,100,29,12
"60QA001237",108,78,23,7
"60QA001238",110,85,17,8
"60QA001239",73,44,22,7
"60QA001240",115,89,14,12
"60QA001241",189,149,31,9
"60QA001242",113,77,27,9
"60QA001243",97,72,23,2
"60QA001244",164,106,45,13
"60QA001245",149,109,25,15
"60QA001246",127,78,32,17
"60QA001247",146,85,39,22
"60QA001248",99,55,32,12
"60QA001249",146,111,26,9
"60QA001250",117,87,25,5
"60QA001251",101,57,32,12
"60QA001252",101,70,21,10
"60QA001253",96,75,17,4
"60QA001254",135,110,17,8
"60QA001255",153,94,47,12
"60QA001256",87,72,12,3
"60QA001257",89,59,22,8
"60QA001258",93,63,21,9
"60QA001259",96,63,21,12
"60QA001260",114,71,34,9
"60QA001261",131,93,30,8
"60QA001262",133,93,30,10
"60QA001263",117,82,31,4
"60QA001264",140,94,30,16
"60QA001265",78,44,27,7
"60QA001266",127,101,21,5
"60QA001267",113,75,25,13
"60QA001268",189,141,34,14
"60QA001269",122,100,17,5
"60QA001270",154,100,46,8
"60QA001271",125,100,22,3
"60QA001272",194,160,30,4
"60QA001273",169,126,34,9
"60QA001274",185,169,10,6
"60QA001275",135,109,18,8
"60QA001276",147,125,17,5
"60QA001277",135,115,13,7
"60QA001278",140,109,27,4
"60QA001279",112,90,14,8
"60QA001280",181,147,32,2
"60QA001281",144,119,19,6
"60QA001282",70,62,8,0
"60QA001283",194,158,33,3
"60QA001284",198,162,32,4
"60QA001285",175,125,43,7
"60QA001286",91,49,32,10
"60QA001287",59,45,8,6
"60QA001288",104,87,16,1
"60QA001289",94,71,18,5
"60QA001290",85,74,7,4
"60QA001291",65,34,26,5
"60QA001292",94,81,11,2
"60QA001293",125,81,38,6
"60QA001294",51,42,7,2
"60QA001295",63,55,6,2
"60QA001296",68,43,18,7
"60QA001297",60,31,24,5
"60QA001298",122,97,15,10
"60QA001299",110,70,20,20
"60QA001300",118,69,33,16
"60QA001301",61,53,8,0
"60QA001302",92,73,16,3
"60QA001303",126,69,44,13
"60QA001304",159,101,38,20
"60QA001305",65,40,20,5
"60QA001306",56,44,10,2
"60QA001307",108,84,16,8
"60QA001308",73,54,13,6
"60QA001309",71,59,7,5
"60QA001310",98,71,22,5
"60QA001311",74,51,18,5
"60QA001312",59,38,19,2
"60QA001313",97,58,27,12
"60QA001314",96,71,17,8
"60QA001315",173,118,33,22
"60QA001316",97,63,21,13
"60QA001317",84,53,22,9
"60QA001318",113,75,28,10
"60QA001319",67,54,13,0
"60QA001320",226,196,25,5
"60QA001321",58,29,20,9
"60QA001322",106,87,17,2
"60QA001323",239,205,24,10
"60QA001324",156,129,21,6
"60QA001325",57,45,11,1
"60QA001326",89,69,17,3
"60QA001327",101,86,14,1
"60QA001328",183,128,43,12
"60QA001329",66,29,21,16
"60QA001330",73,41,23,9
"60QA001331",106,75,28,3
"60QA001332",58,34,16,8
"60QA001333",55,36,13,6
"60QA001334",52,28,18,6
"60QA001335",144,113,22,9
"60QA001336",122,81,35,6
"60QA001337",71,39,24,8
"60QA001338",69,56,9,4
"60QA001339",51,42,4,5
"60QA001340",140,115,23,2
"60QA001341",67,52,10,5
"60QA001342",141,103,32,6
"60QA001343",92,71,13,8
"60QA001344",78,60,11,7
"60QA001345",95,76,8,11
"60QA001346",121,77,41,3
"60QA001347",102,64,11,27
"60QA001348",57,48,7,2
"60QA001349",57,53,4,0
"60QA001350",91,78,11,2
"60QA001351",61,51,9,1
"60QA001352",149,115,26,8
"60QA001353",73,57,11,5
"60QA001354",102,81,14,7
"60QA001355",106,75,15,16
"60QA001356",215,186,21,8
"60QA001357",108,81,21,6
"60QA001358",123,83,30,10
"60QA001359",199,174,19,6
"60QA001360",88,69,16,3
"60QA001361",64,48,13,3
"60QA001362",59,54,4,1
"60QA001363",67,50,15,2
"60QA001364",163,124,33,6
"60QA001365",157,134,20,3
"60QA001366",112,91,16,5
"60QA001367",120,92,22,6
"60QA001368",129,98,21,10
"60QA001369",72,53,12,7
"60QA001370",147,109,29,9
"60QA001371",64,57,7,0
"60QA001372",71,52,16,3
"60QA001373",116,79,28,9
"60QA001374",125,96,21,8
"60QA001375",192,130,36,26
"60QA001376",106,83,17,6
"60QA001377",68,56,8,4
"60QA001378",57,43,8,6
"60QA001379",134,102,25,7
"60QA001380",113,85,21,7
"60QA001381",134,119,13,2
"60QA001382",291,237,40,14
"60QA001383",73,68,4,1
"60QA001384",117,102,12,3
"60QA001385",85,64,19,2
"60QA001386",75,66,7,2
"60QA001387",245,229,15,1
"60QA001388",99,89,6,4
"60QA001389",61,48,11,2
"60QA001390",107,89,18,0
"60QA001391",66,58,4,4
"60QA001392",60,39,14,7
"60QA001393",106,96,7,3
"60QA001394",60,32,15,13
"60QA001395",149,106,34,9
"60QA001396",84,49,20,15
"60QA001397",56,42,9,5
"60QA001398",68,47,15,6
"60QA001399",125,105,15,5
"60QA001400",72,48,13,11
"60QA001401",65,27,22,16
"60QA001402",124,54,37,33
"60QA001403",118,106,8,4
"60QA001404",128,83,29,16
"60QA001405",103,86,11,6
"60QA001406",70,40,22,8
"60QA001407",60,49,11,0
"60QA001408",67,39,19,9
"60QA001409",74,50,17,7
"60QA001410",131,108,19,4
"60QA001411",51,33,16,2
"60QA001412",55,39,9,7
"60QA001413",83,57,15,11
"60QA001414",54,31,14,9
"60QA001415",116,62,33,21
"60QA001416",53,40,7,6
"60QA001417",112,73,31,8
"60QA001418",85,54,19,12
"60QA001419",76,48,20,8
"60QA001420",145,101,34,10
"60QA001421",77,48,18,11
"60QA001422",84,51,21,12
"60QA001423",109,82,20,7
"60QA001424",81,60,16,5
"60QA001425",70,28,25,17
"60QA001426",83,44,23,16
"60QA001427",112,62,29,21
"60QA001428",81,43,23,15
"60QA001429",90,62,19,9
"60QA001430",76,43,18,15
"60QA001431",92,59,25,8
"60QA001432",90,53,20,17
"60QA001433",123,76,34,13
"60QA001434",106,31,43,32
"60QA001435",73,16,30,27
"60QA001436",76,43,23,10
"60QA001437",64,27,22,15
"60QA001438",93,59,20,14
"60QA001439",80,53,18,9
"60QA001440",70,48,18,4
"60QA001441",90,36,34,20
"60QA001442",68,32,19,17
"60QA001443",124,90,27,7
"60QA001444",84,56,21,7
"60QA001445",127,73,33,21
"60QA001446",60,39,15,6
"60QA001447",70,34,18,18
"60QA001448",75,31,25,19
"60QA001449",98,54,33,11
"60QA001450",93,61,23,9
"60QA001451",54,41,7,6
"60QA001452",260,212,40,8
"60QA001453",99,73,22,4
"60QA001454",93,70,17,6
"60QA001455",199,168,29,2
"60QA001456",129,111,16,2
"60QA001457",90,77,9,4
"60QA001458",89,74,13,2
"60QA001459",76,39,30,7
"60QA001460",163,118,31,14
"60QA001461",118,91,22,5
"60QA001462",108,91,13,4
"60QA001463",135,121,12,2
"60QA001464",53,45,8,0
"60QA001465",164,128,31,5
"60QA001466",131,111,14,6
"60QA001467",74,56,16,2
"60QA001468",69,57,10,2
"60QA001469",103,40,43,20
"60QA001470",118,59,33,26
"60QA001471",85,62,16,7
"60QA001472",73,57,11,5
"60QA001473",189,122,33,34
"60QA001474",92,43,26,23
"60QA001475",113,53,38,22
"60QA001476",107,63,21,23
"60QA001477",605,469,116,20
"60QA001478",106,79,23,4
"60QA001479",77,73,4,0
"60QA001480",89,67,16,6
"60QA001481",119,75,38,6
"60QA001482",125,58,37,30
"60QA001483",84,40,27,17
"60QA001484",110,65,27,18
"60QA001485",141,68,46,27
"60QA001486",89,48,29,12
"60QA001487",62,37,19,6
"60QA001488",172,137,33,2
"60QA001489",111,68,26,17
"60QA001490",158,101,40,17
"60QA001491",95,36,36,23
"60QA001492",61,12,24,25
"60QA001493",57,49,5,3
"60QA001494",113,86,18,9
"60QA001495",96,80,15,1
"60QA001496",111,88,20,3
"60QA001497",79,58,15,6
"60QA001498",143,118,22,3
"60QA001499",120,92,19,9
"60QA001500",159,64,59,36
"60QA001501",86,72,12,2
"60QA001502",104,89,13,2
"60QA001503",85,72,8,5
"60QA001504",95,76,16,3
"60QA001505",91,73,14,4
"60QA001506",57,51,3,3
"60QA001507",162,119,33,10
"60QA001508",51,46,3,2
"60QA001509",73,63,7,3
"60QA001510",109,86,18,5
"60QA001511",106,79,23,4
"60QA001512",76,68,7,1
"60QA001513",57,40,14,3
"60QA001514",88,71,16,1
"60QA001515",62,54,7,1
"60QA001516",109,95,11,3
"60QA001517",107,78,19,10
"60QA001518",94,68,21,5
"60QA001519",93,77,10,6
"60QA001520",140,89,37,14
"60QA001521",132,97,26,9
"60QA001522",130,87,31,12
"60QA001523",133,97,26,10
"60QA001524",100,88,8,4
"60QA001525",104,94,9,1
"60QA001526",65,56,7,2
"60QA001527",71,52,19,0
"60QA001528",87,76,11,0
"60QA001529",80,37,29,14
"60QA001530",87,68,14,5
"60QA001531",87,70,13,4
"60QA001532",54,42,9,3
"60QA001533",82,63,16,3
"60QA001534",65,55,9,1
"60QA001535",117,81,27,9
"60QA001536",74,53,13,8
"60QA001537",73,34,20,19
"60QA001538",71,46,16,9
"60QA001539",148,49,58,41
"60QA001540",295,181,76,38
"60QA001541",105,67,26,12
"60QA001542",109,73,26,10
"60QA001543",142,106,25,11
"60QA001544",79,48,23,8
"60QA001545",112,69,32,11
"60QA001546",84,50,21,13
"60QA001547",103,65,26,12
"60QA001548",111,73,26,12
"60QA001549",104,62,31,11
"60QA001550",81,29,28,24
"60QA001551",159,107,37,15
"60QA001552",60,34,19,7
"60QA001553",156,105,38,13
"60QA001554",63,38,21,4
"60QA001555",113,76,28,9
"60QA001556",77,49,18,10
"60QA001557",105,73,25,7
"60QA001558",119,70,37,12
"60QA001559",142,121,17,4
"60QA001560",86,76,9,1
"60QA001561",54,43,7,4
"60QA001562",61,57,3,1
"60QA001563",71,57,13,1
"60QA001564",111,86,18,7
"60QA001565",77,63,11,3
"60QA001566",90,66,21,3
"60QA001567",57,46,6,5
"60QA001568",80,63,12,5
"60QA001569",81,62,15,4
"60QA001570",131,111,15,5
"60QA001571",67,56,11,0
"60QA001572",95,77,15,3
"60QA001573",133,98,25,10
"60QA001574",121,104,15,2
"60QA001575",108,93,13,2
"60QA001576",104,70,29,5
"60QA001577",88,80,8,0
"60QA001578",114,86,21,7
"60QA001579",86,51,24,11
"60QA001580",57,39,13,5
"60QA001581",129,106,19,4
"60QA001582",53,41,9,3
"60QA001583",61,47,11,3
"60QA001584",138,86,37,15
"60QA001585",182,132,42,8
"60QA001586",105,43,31,31
"60QA001587",103,62,31,10
"60QA001588",161,115,32,14
"60QA001589",84,45,25,14
"60QA001590",61,36,20,5
"60QA001591",93,65,20,8
"60QA001592",152,83,48,21
"60QA001593",123,49,47,27
"60QA001594",128,100,26,2
"60QA001595",77,47,25,5
"60QA001596",138,104,27,7
"60QA001597",130,104,22,4
"60QA001598",71,59,8,4
"60QA001599",116,51,42,23
"60QA001600",172,100,42,30
"60QA001601",76,56,15,5
"60QA001602",89,72,13,4
"60QA001603",52,46,5,1
"60QA001604",110,97,10,3
"60QA001605",178,145,26,7
"60QA001606",134,118,11,5
"60QA001607",165,118,34,13
"60QA001608",188,169,14,5
"60QA001609",203,179,20,4
"60QA001610",188,131,44,13
"60QA001611",98,57,31,10
"60QA001612",107,54,40,13
"60QA001613",83,71,10,2
"60QA001614",85,75,10,0
"60QA001615",97,73,19,5
"60QA001616",110,79,25,6
"60QA001617",75,58,14,3
"60QA001618",129,89,35,5
"60QA001619",50,35,13,2
"60QA001620",88,63,16,9
"60QA001621",86,66,17,3
"60QA001622",113,95,14,4
"60QA001623",76,41,25,10
"60QA001624",74,57,14,3
"60QA001625",83,64,15,4
"60QA001626",76,36,29,11
"60QA001627",148,102,35,11
"60QA001628",89,70,11,8
"60QA001629",209,169,31,9
"60QA001630",169,131,31,7
"60QA001631",114,75,23,16
"60QA001632",90,62,17,11
"60QA001633",83,47,19,17
"60QA001634",100,54,34,12
"60QA001635",82,60,18,4
"60QA001636",905,695,188,22
"60QA001637",86,61,23,2
"60QA001638",70,49,17,4
"60QA001639",84,60,14,10
"60QA001640",107,74,30,3
"60QA001641",80,48,19,13
"60QA001642",105,56,34,15
"60QA001643",112,94,14,4
"60QA001644",152,73,22,57
"60QA001645",80,54,19,7
"60QA001646",88,66,11,11
"60QA001647",117,46,43,28
"60QA001648",112,93,15,4
"60QA001649",77,65,10,2
"60QA001650",64,51,11,2
"60QA001651",157,132,23,2
"60QA001652",111,85,14,12
"60QA001653",81,58,16,7
"60QA001654",114,77,29,8
"60QA001655",51,27,16,8
"60QA001656",65,52,12,1
"60QA001657",65,45,11,9
"60QA001658",71,44,23,4
"60QA001659",85,64,10,11
"60QA001660",80,66,10,4
"60QA001661",70,59,7,4
"60QA001662",87,62,16,9
"60QA001663",124,77,36,11
"60QA001664",153,108,34,11
"60QA001665",106,66,32,8
"60QA001666",53,38,11,4
"60QA001667",94,61,25,8
"60QA001668",64,41,12,11
"60QA001669",90,51,31,8
"60QA001670",100,81,13,6
"60QA001671",97,72,15,10
"60QA001672",67,52,10,5
"60QA001673",114,90,21,3
"60QA001674",95,68,22,5
"60QA001675",100,70,18,12
"60QA001676",89,66,19,4
"60QA001677",106,68,25,13
"60QA001678",85,74,7,4
"60QA001679",108,95,13,0
"60QA001680",61,50,10,1
"60QA001681",80,61,11,8
"60QA001682",164,121,37,6
"60QA001683",168,148,16,4
"60QA001684",88,36,34,18
"60QA001685",110,98,10,2
"60QA001686",118,105,9,4
"60QA001687",168,127,32,9
"60QA001688",130,108,21,1
"60QA001689",155,126,25,4
"60QA001690",120,53,43,24
"60QA001691",70,46,19,5
"60QA001692",69,48,17,4
"60QA001693",133,104,21,8
"60QA001694",75,54,13,8
"60QA001695",91,76,10,5
"60QA001696",155,113,37,5
"60QA001697",59,29,23,7
"60QA001698",81,22,30,29
"60QA001699",119,79,26,14
"60QA001700",62,28,20,14
"60QA001701",113,54,43,16
"60QA001702",94,55,26,13
"60QA001703",95,48,33,14
"60QA001704",83,55,17,11
"60QA001705",88,66,16,6
"60QA001706",111,82,24,5
"60QA001707",94,22,50,22
"60QA001708",135,114,19,2
"60QA001709",137,98,28,11
"60QA001710",145,105,33,7
"60QA001711",73,37,23,13
"60QA001712",104,51,41,12
"60QA001713",114,73,33,8
"60QA001714",82,51,23,8
"60QA001715",113,72,23,18
"60QA001716",92,55,27,10
"60QA001717",80,54,21,5
"60QA001718",179,118,47,14
"60QA001719",111,80,23,8
"60QA001720",212,129,57,26
"60QA001721",65,29,23,13
"60QA001722",160,94,49,17
"60QA001723",65,27,19,19
"60QA001724",104,90,11,3
"60QA001725",103,90,11,2
"60QA001726",166,139,19,8
"60QA001727",228,127,64,37
"60QA001728",133,119,14,0
"60QA001729",60,47,11,2
"60QA001730",131,115,14,2
"60QA001731",173,139,30,4
"60QA001732",196,150,37,9
"60QA001733",60,40,9,11
"60QA001734",90,56,18,16
"60QA001735",65,17,28,20
"60QA001736",392,331,54,7
"60QA001737",142,101,31,10
"60QA001738",95,66,25,4
"60QA001739",203,164,35,4
"60QA001740",153,126,23,4
"60QA001741",180,149,23,8
"60QA001742",174,154,17,3
"60QA001743",157,130,27,0
"60QA001744",263,227,30,6
"60QA001745",117,96,19,2
"60QA001746",140,84,46,10
"60QA001747",74,61,11,2
"60QA001748",149,129,17,3
"60QA001749",100,85,15,0
"60QA001750",133,87,30,16
"60QA001751",53,36,12,5
"60QA001752",60,41,16,3
"60QA001753",97,66,20,11
"60QA001754",103,75,24,4
"60QA001755",68,44,15,9
"60QA001756",165,127,34,4
"60QA001757",108,100,6,2
"60QA001758",125,90,28,7
"60QA001759",56,43,10,3
"60QA001760",145,111,30,4
"60QA001761",51,7,22,22
"60QA001762",100,85,13,2
"60QA001763",125,114,9,2
"60QA001764",187,147,34,6
"60QA001765",112,100,9,3
"60QA001766",123,115,5,3
"60QA001767",161,138,16,7
"60QA001768",129,105,19,5
"60QA001769",128,105,21,2
"60QA001770",116,94,19,3
"60QA001771",127,84,34,9
"60QA001772",121,89,26,6
"60QA001773",227,196,26,5
"60QA001774",140,98,29,13
"60QA001775",91,63,17,11
"60QA001776",214,175,32,7
"60QA001777",56,45,8,3
"60QA001778",60,46,14,0
"60QA001779",156,132,18,6
"60QA001780",163,142,20,1
"60QA001781",144,126,16,2
"60QA001782",128,107,18,3
"60QA001783",198,174,21,3
"60QA001784",156,133,21,2
"60QA001785",86,79,7,0
