"dz_2001","la_name","year","total","nonwhite"
"S01003196","Glasgow City",2001,947,171
"S01003197","Glasgow City",2001,1032,4
"S01003198","Glasgow City",2001,1119,237
"S01003199","Glasgow City",2001,1092,71
"S01003200","Glasgow City",2001,828,136
"S01003201","Glasgow City",2001,354,2
"S01003202","Glasgow City",2001,676,3
"S01003203","Glasgow City",2001,862,25
"S01003204","Glasgow City",2001,1021,7
"S01003205","Glasgow City",2001,719,10
"S01003206","Glasgow City",2001,892,80
"S01003207","Glasgow City",2001,814,462
"S01003208","Glasgow City",2001,1215,9
"S01003209","Glasgow City",2001,596,17
"S01003210","Glasgow City",2001,903,190
"S01003211","Glasgow City",2001,920,604
"S01003212","Glasgow City",2001,1040,34
"S01003213","Glasgow City",2001,592,8
"S01003214","Glasgow City",2001,799,10
"S01003215","Glasgow City",2001,1011,7
"S01003216","Glasgow City",2001,744,2
"S01003217","Glasgow City",2001,803,3
"S01003218","Glasgow City",2001,744,9
"S01003219","Glasgow City",2001,760,17
"S01003220","Glasgow City",2001,798,455
"S01003221","Glasgow City",2001,1110,23
"S01003222","Glasgow City",2001,775,485
"S01003223","Glasgow City",2001,980,7
"S01003224","Glasgow City",2001,749,7
"S01003225","Glasgow City",2001,794,3
"S01003226","Glasgow City",2001,981,11
"S01003227","Glasgow City",2001,1597,674
"S01003228","Glasgow City",2001,1277,3
"S01003229","Glasgow City",2001,1061,181
"S01003230","Glasgow City",2001,826,15
"S01003231","Glasgow City",2001,984,1
"S01003232","Glasgow City",2001,963,165
"S01003233","Glasgow City",2001,1017,16
"S01003234","Glasgow City",2001,1014,215
"S01003235","Glasgow City",2001,798,3
"S01003236","Glasgow City",2001,832,545
"S01003237","Glasgow City",2001,1025,3
"S01003238","Glasgow City",2001,749,3
"S01003239","Glasgow City",2001,999,13
"S01003240","Glasgow City",2001,775,5
"S01003241","Glasgow City",2001,828,4
"S01003242","Glasgow City",2001,1036,119
"S01003243","Glasgow City",2001,884,16
"S01003244","Glasgow City",2001,999,6
"S01003245","Glasgow City",2001,1275,25
"S01003246","Glasgow City",2001,1007,6
"S01003247","Glasgow City",2001,872,13
"S01003248","Glasgow City",2001,1100,6
"S01003249","Glasgow City",2001,851,1
"S01003250","Glasgow City",2001,582,32
"S01003251","Glasgow City",2001,935,5
"S01003252","Glasgow City",2001,697,6
"S01003253","Glasgow City",2001,1051,1
"S01003254","Glasgow City",2001,819,1
"S01003255","Glasgow City",2001,885,2
"S01003256","Glasgow City",2001,1587,307
"S01003257","Glasgow City",2001,822,465
"S01003258","Glasgow City",2001,919,27
"S01003259","Glasgow City",2001,1421,10
"S01003260","Glasgow City",2001,781,3
"S01003261","Glasgow City",2001,1037,13
"S01003262","Glasgow City",2001,778,7
"S01003263","Glasgow City",2001,1417,38
"S01003264","Glasgow City",2001,584,18
"S01003265","Glasgow City",2001,726,11
"S01003266","Glasgow City",2001,749,3
"S01003267","Glasgow City",2001,970,12
"S01003268","Glasgow City",2001,2244,65
"S01003269","Glasgow City",2001,910,9
"S01003270","Glasgow City",2001,943,52
"S01003271","Glasgow City",2001,1504,115
"S01003272","Glasgow City",2001,1751,17
"S01003273","Glasgow City",2001,945,5
"S01003274","Glasgow City",2001,651,13
"S01003275","Glasgow City",2001,967,2
"S01003276","Glasgow City",2001,784,15
"S01003277","Glasgow City",2001,678,19
"S01003278","Glasgow City",2001,854,9
"S01003279","Glasgow City",2001,582,0
"S01003280","Glasgow City",2001,926,152
"S01003281","Glasgow City",2001,554,4
"S01003282","Glasgow City",2001,862,14
"S01003283","Glasgow City",2001,776,1
"S01003284","Glasgow City",2001,908,5
"S01003285","Glasgow City",2001,367,23
"S01003286","Glasgow City",2001,1410,210
"S01003287","Glasgow City",2001,603,14
"S01003288","Glasgow City",2001,778,1
"S01003289","Glasgow City",2001,453,2
"S01003290","Glasgow City",2001,832,14
"S01003291","Glasgow City",2001,756,19
"S01003292","Glasgow City",2001,784,11
"S01003293","Glasgow City",2001,942,8
"S01003294","Glasgow City",2001,790,4
"S01003295","Glasgow City",2001,1061,23
"S01003296","Glasgow City",2001,912,8
"S01003297","Glasgow City",2001,537,9
"S01003298","Glasgow City",2001,1015,18
"S01003299","Glasgow City",2001,420,5
"S01003300","Glasgow City",2001,981,59
"S01003301","Glasgow City",2001,781,10
"S01003302","Glasgow City",2001,585,27
"S01003303","Glasgow City",2001,2213,265
"S01003304","Glasgow City",2001,781,236
"S01003305","Glasgow City",2001,872,12
"S01003306","Glasgow City",2001,943,11
"S01003307","Glasgow City",2001,1075,7
"S01003308","Glasgow City",2001,900,10
"S01003309","Glasgow City",2001,1118,26
"S01003310","Glasgow City",2001,796,6
"S01003311","Glasgow City",2001,794,1
"S01003312","Glasgow City",2001,649,20
"S01003313","Glasgow City",2001,1188,34
"S01003314","Glasgow City",2001,756,5
"S01003315","Glasgow City",2001,683,94
"S01003316","Glasgow City",2001,736,20
"S01003317","Glasgow City",2001,718,3
"S01003318","Glasgow City",2001,843,11
"S01003320","Glasgow City",2001,646,214
"S01003321","Glasgow City",2001,790,48
"S01003322","Glasgow City",2001,799,101
"S01003323","Glasgow City",2001,842,5
"S01003324","Glasgow City",2001,561,55
"S01003325","Glasgow City",2001,852,9
"S01003326","Glasgow City",2001,799,10
"S01003327","Glasgow City",2001,692,194
"S01003328","Glasgow City",2001,1188,40
"S01003329","Glasgow City",2001,832,5
"S01003330","Glasgow City",2001,986,75
"S01003331","Glasgow City",2001,754,3
"S01003332","Glasgow City",2001,439,3
"S01003333","Glasgow City",2001,1248,12
"S01003334","Glasgow City",2001,977,4
"S01003335","Glasgow City",2001,769,18
"S01003336","Glasgow City",2001,1061,6
"S01003337","Glasgow City",2001,1515,11
"S01003338","Glasgow City",2001,900,130
"S01003339","Glasgow City",2001,827,14
"S01003340","Glasgow City",2001,1224,16
"S01003341","Glasgow City",2001,1097,67
"S01003342","Glasgow City",2001,859,5
"S01003343","Glasgow City",2001,745,0
"S01003344","Glasgow City",2001,596,4
"S01003345","Glasgow City",2001,1233,15
"S01003346","Glasgow City",2001,902,26
"S01003347","Glasgow City",2001,940,5
"S01003348","Glasgow City",2001,851,88
"S01003349","Glasgow City",2001,1247,25
"S01003350","Glasgow City",2001,891,8
"S01003351","Glasgow City",2001,1079,70
"S01003352","Glasgow City",2001,1028,3
"S01003353","Glasgow City",2001,635,15
"S01003354","Glasgow City",2001,832,4
"S01003355","Glasgow City",2001,1059,9
"S01003356","Glasgow City",2001,919,5
"S01003357","Glasgow City",2001,424,25
"S01003358","Glasgow City",2001,1723,76
"S01003359","Glasgow City",2001,977,45
"S01003360","Glasgow City",2001,807,16
"S01003361","Glasgow City",2001,759,3
"S01003362","Glasgow City",2001,813,3
"S01003363","Glasgow City",2001,793,0
"S01003364","Glasgow City",2001,664,17
"S01003365","Glasgow City",2001,755,91
"S01003366","Glasgow City",2001,669,51
"S01003367","Glasgow City",2001,1326,31
"S01003368","Glasgow City",2001,2446,547
"S01003369","Glasgow City",2001,734,0
"S01003370","Glasgow City",2001,932,51
"S01003371","Glasgow City",2001,754,30
"S01003372","Glasgow City",2001,741,2
"S01003373","Glasgow City",2001,1687,205
"S01003374","Glasgow City",2001,529,4
"S01003375","Glasgow City",2001,1104,2
"S01003376","Glasgow City",2001,530,5
"S01003377","Glasgow City",2001,789,5
"S01003378","Glasgow City",2001,1019,17
"S01003379","Glasgow City",2001,650,3
"S01003380","Glasgow City",2001,1442,73
"S01003381","Glasgow City",2001,705,51
"S01003382","Glasgow City",2001,2292,194
"S01003383","Glasgow City",2001,1109,3
"S01003384","Glasgow City",2001,1025,2
"S01003385","Glasgow City",2001,851,40
"S01003386","Glasgow City",2001,689,3
"S01003387","Glasgow City",2001,794,18
"S01003388","Glasgow City",2001,1129,22
"S01003389","Glasgow City",2001,980,7
"S01003390","Glasgow City",2001,1426,7
"S01003391","Glasgow City",2001,818,35
"S01003392","Glasgow City",2001,897,6
"S01003393","Glasgow City",2001,1036,5
"S01003394","Glasgow City",2001,725,2
"S01003395","Glasgow City",2001,744,28
"S01003396","Glasgow City",2001,815,17
"S01003397","Glasgow City",2001,1125,0
"S01003398","Glasgow City",2001,884,4
"S01003399","Glasgow City",2001,1797,248
"S01003400","Glasgow City",2001,688,0
"S01003401","Glasgow City",2001,792,4
"S01003402","Glasgow City",2001,1172,9
"S01003403","Glasgow City",2001,1187,173
"S01003404","Glasgow City",2001,764,0
"S01003405","Glasgow City",2001,1049,31
"S01003406","Glasgow City",2001,721,14
"S01003407","Glasgow City",2001,734,0
"S01003408","Glasgow City",2001,662,69
"S01003409","Glasgow City",2001,1755,100
"S01003410","Glasgow City",2001,1860,268
"S01003411","Glasgow City",2001,777,17
"S01003412","Glasgow City",2001,915,29
"S01003413","Glasgow City",2001,806,1
"S01003414","Glasgow City",2001,547,5
"S01003415","Glasgow City",2001,1334,104
"S01003416","Glasgow City",2001,882,36
"S01003417","Glasgow City",2001,1024,24
"S01003418","Glasgow City",2001,1074,14
"S01003419","Glasgow City",2001,970,4
"S01003420","Glasgow City",2001,519,1
"S01003421","Glasgow City",2001,815,1
"S01003422","Glasgow City",2001,794,21
"S01003423","Glasgow City",2001,839,47
"S01003424","Glasgow City",2001,994,10
"S01003425","Glasgow City",2001,1048,193
"S01003426","Glasgow City",2001,1001,22
"S01003427","Glasgow City",2001,943,5
"S01003428","Glasgow City",2001,1266,5
"S01003429","Glasgow City",2001,1384,238
"S01003430","Glasgow City",2001,1037,149
"S01003431","Glasgow City",2001,778,1
"S01003432","Glasgow City",2001,936,92
"S01003433","Glasgow City",2001,1315,172
"S01003434","Glasgow City",2001,1052,7
"S01003435","Glasgow City",2001,672,4
"S01003436","Glasgow City",2001,583,23
"S01003437","Glasgow City",2001,995,77
"S01003438","Glasgow City",2001,902,61
"S01003439","Glasgow City",2001,1260,44
"S01003440","Glasgow City",2001,500,5
"S01003441","Glasgow City",2001,1379,15
"S01003442","Glasgow City",2001,1015,12
"S01003443","Glasgow City",2001,1138,52
"S01003444","Glasgow City",2001,841,4
"S01003445","Glasgow City",2001,1111,71
"S01003446","Glasgow City",2001,530,139
"S01003447","Glasgow City",2001,1785,153
"S01003448","Glasgow City",2001,743,4
"S01003449","Glasgow City",2001,883,158
"S01003450","Glasgow City",2001,995,93
"S01003451","Glasgow City",2001,855,73
"S01003452","Glasgow City",2001,1077,6
"S01003453","Glasgow City",2001,1544,199
"S01003454","Glasgow City",2001,723,284
"S01003455","Glasgow City",2001,763,1
"S01003456","Glasgow City",2001,387,4
"S01003457","Glasgow City",2001,945,85
"S01003458","Glasgow City",2001,1409,19
"S01003459","Glasgow City",2001,915,6
"S01003460","Glasgow City",2001,1129,59
"S01003461","Glasgow City",2001,791,6
"S01003462","Glasgow City",2001,611,6
"S01003463","Glasgow City",2001,799,167
"S01003464","Glasgow City",2001,1061,300
"S01003465","Glasgow City",2001,2489,26
"S01003466","Glasgow City",2001,990,63
"S01003467","Glasgow City",2001,757,0
"S01003468","Glasgow City",2001,898,244
"S01003469","Glasgow City",2001,1124,33
"S01003470","Glasgow City",2001,1186,65
"S01003471","Glasgow City",2001,1070,18
"S01003472","Glasgow City",2001,811,186
"S01003473","Glasgow City",2001,1064,135
"S01003474","Glasgow City",2001,746,206
"S01003475","Glasgow City",2001,764,106
"S01003476","Glasgow City",2001,1299,24
"S01003477","Glasgow City",2001,1063,31
"S01003478","Glasgow City",2001,763,21
"S01003479","Glasgow City",2001,1040,45
"S01003480","Glasgow City",2001,709,30
"S01003481","Glasgow City",2001,1135,19
"S01003482","Glasgow City",2001,657,110
"S01003483","Glasgow City",2001,634,1
"S01003484","Glasgow City",2001,906,90
"S01003485","Glasgow City",2001,990,204
"S01003486","Glasgow City",2001,1165,10
"S01003487","Glasgow City",2001,998,176
"S01003488","Glasgow City",2001,691,3
"S01003489","Glasgow City",2001,1685,30
"S01003490","Glasgow City",2001,640,145
"S01003491","Glasgow City",2001,126,2
"S01003492","Glasgow City",2001,1674,213
"S01003493","Glasgow City",2001,867,9
"S01003494","Glasgow City",2001,776,42
"S01003495","Glasgow City",2001,895,29
"S01003496","Glasgow City",2001,1027,33
"S01003497","Glasgow City",2001,1072,41
"S01003498","Glasgow City",2001,997,60
"S01003499","Glasgow City",2001,991,61
"S01003500","Glasgow City",2001,645,116
"S01003501","Glasgow City",2001,919,112
"S01003502","Glasgow City",2001,1189,6
"S01003502","North Lanarkshire",2001,520,4
"S01003503","Glasgow City",2001,670,20
"S01003504","Glasgow City",2001,1152,165
"S01003506","Glasgow City",2001,1288,116
"S01003507","Glasgow City",2001,528,93
"S01003508","Glasgow City",2001,935,47
"S01003509","Glasgow City",2001,983,64
"S01003510","Glasgow City",2001,505,2
"S01003511","Glasgow City",2001,1141,46
"S01003512","Glasgow City",2001,642,3
"S01003513","Glasgow City",2001,866,88
"S01003514","Glasgow City",2001,799,64
"S01003515","Glasgow City",2001,750,5
"S01003516","Glasgow City",2001,871,89
"S01003517","Glasgow City",2001,681,61
"S01003518","Glasgow City",2001,979,18
"S01003519","Glasgow City",2001,756,15
"S01003520","Glasgow City",2001,811,20
"S01003521","Glasgow City",2001,524,38
"S01003522","Glasgow City",2001,879,37
"S01003523","Glasgow City",2001,693,3
"S01003524","Glasgow City",2001,1055,34
"S01003525","Glasgow City",2001,1132,51
"S01003526","Glasgow City",2001,925,54
"S01003527","Glasgow City",2001,910,43
"S01003528","Glasgow City",2001,604,3
"S01003529","Glasgow City",2001,543,40
"S01003530","Glasgow City",2001,791,71
"S01003531","Glasgow City",2001,795,22
"S01003532","Glasgow City",2001,1212,36
"S01003533","Glasgow City",2001,353,30
"S01003534","Glasgow City",2001,943,20
"S01003535","Glasgow City",2001,709,11
"S01003536","Glasgow City",2001,1031,47
"S01003537","Glasgow City",2001,796,63
"S01003538","Glasgow City",2001,670,0
"S01003539","Glasgow City",2001,1081,39
"S01003540","Glasgow City",2001,490,5
"S01003541","Glasgow City",2001,734,35
"S01003542","Glasgow City",2001,838,38
"S01003543","Glasgow City",2001,971,4
"S01003544","Glasgow City",2001,553,51
"S01003545","Glasgow City",2001,980,43
"S01003546","Glasgow City",2001,1027,12
"S01003547","Glasgow City",2001,790,44
"S01003549","Glasgow City",2001,770,9
"S01003550","Glasgow City",2001,713,173
"S01003551","Glasgow City",2001,745,8
"S01003552","Glasgow City",2001,1013,54
"S01003553","Glasgow City",2001,691,9
"S01003554","Glasgow City",2001,776,37
"S01003555","Glasgow City",2001,1048,67
"S01003556","Glasgow City",2001,723,15
"S01003557","Glasgow City",2001,944,16
"S01003558","Glasgow City",2001,949,32
"S01003559","Glasgow City",2001,1027,16
"S01003560","Glasgow City",2001,1281,77
"S01003561","Glasgow City",2001,1453,41
"S01003562","Glasgow City",2001,873,27
"S01003563","Glasgow City",2001,608,2
"S01003564","Glasgow City",2001,820,6
"S01003565","Glasgow City",2001,1033,12
"S01003566","Glasgow City",2001,750,48
"S01003567","Glasgow City",2001,1104,29
"S01003568","Glasgow City",2001,904,72
"S01003569","Glasgow City",2001,725,39
"S01003570","Glasgow City",2001,772,32
"S01003571","Glasgow City",2001,1023,34
"S01003572","Glasgow City",2001,1037,3
"S01003573","Glasgow City",2001,1049,0
"S01003574","Glasgow City",2001,1169,61
"S01003575","Glasgow City",2001,887,54
"S01003576","Glasgow City",2001,960,47
"S01003577","Glasgow City",2001,998,0
"S01003578","Glasgow City",2001,279,0
"S01003579","Glasgow City",2001,940,9
"S01003580","Glasgow City",2001,967,40
"S01003581","Glasgow City",2001,3121,193
"S01003582","Glasgow City",2001,725,20
"S01003583","Glasgow City",2001,527,0
"S01003584","Glasgow City",2001,767,118
"S01003585","Glasgow City",2001,799,20
"S01003586","Glasgow City",2001,921,94
"S01003587","Glasgow City",2001,1060,69
"S01003588","Glasgow City",2001,721,10
"S01003589","Glasgow City",2001,1760,227
"S01003590","Glasgow City",2001,688,14
"S01003591","Glasgow City",2001,1474,77
"S01003592","Glasgow City",2001,1265,32
"S01003593","Glasgow City",2001,694,3
"S01003594","Glasgow City",2001,1177,98
"S01003595","Glasgow City",2001,1173,5
"S01003596","Glasgow City",2001,1296,67
"S01003597","Glasgow City",2001,638,17
"S01003598","Glasgow City",2001,725,7
"S01003599","Glasgow City",2001,802,4
"S01003600","Glasgow City",2001,840,19
"S01003601","Glasgow City",2001,844,26
"S01003602","Glasgow City",2001,728,3
"S01003603","Glasgow City",2001,992,30
"S01003604","Glasgow City",2001,919,15
"S01003605","Glasgow City",2001,668,14
"S01003606","Glasgow City",2001,879,5
"S01003607","Glasgow City",2001,557,6
"S01003608","Glasgow City",2001,826,4
"S01003609","Glasgow City",2001,1266,53
"S01003610","Glasgow City",2001,988,11
"S01003611","Glasgow City",2001,854,11
"S01003612","Glasgow City",2001,1026,57
"S01003613","Glasgow City",2001,1668,76
"S01003614","Glasgow City",2001,568,23
"S01003615","Glasgow City",2001,738,13
"S01003616","Glasgow City",2001,814,124
"S01003617","Glasgow City",2001,953,32
"S01003618","Glasgow City",2001,770,21
"S01003619","Glasgow City",2001,886,21
"S01003620","Glasgow City",2001,1051,80
"S01003621","Glasgow City",2001,969,5
"S01003622","Glasgow City",2001,783,5
"S01003623","Glasgow City",2001,947,122
"S01003624","Glasgow City",2001,1640,29
"S01003625","Glasgow City",2001,398,7
"S01003626","Glasgow City",2001,1337,72
"S01003627","Glasgow City",2001,588,1
"S01003628","Glasgow City",2001,867,5
"S01003629","Glasgow City",2001,808,2
"S01003630","Glasgow City",2001,754,5
"S01003631","Glasgow City",2001,1003,8
"S01003632","Glasgow City",2001,1001,110
"S01003633","Glasgow City",2001,1217,19
"S01003634","Glasgow City",2001,1117,5
"S01003635","Glasgow City",2001,685,23
"S01003636","Glasgow City",2001,1120,9
"S01003637","Glasgow City",2001,1019,40
"S01003638","Glasgow City",2001,763,86
"S01003639","Glasgow City",2001,794,2
"S01003640","Glasgow City",2001,1089,11
"S01003641","Glasgow City",2001,752,48
"S01003642","Glasgow City",2001,832,3
"S01003643","Glasgow City",2001,608,39
"S01003644","Glasgow City",2001,1011,18
"S01003645","Glasgow City",2001,572,10
"S01003646","Glasgow City",2001,927,41
"S01003647","Glasgow City",2001,712,13
"S01003648","Glasgow City",2001,1147,36
"S01003649","Glasgow City",2001,1072,122
"S01003650","Glasgow City",2001,719,25
"S01003651","Glasgow City",2001,754,30
"S01003652","Glasgow City",2001,727,26
"S01003653","Glasgow City",2001,786,4
"S01003654","Glasgow City",2001,1431,13
"S01003655","Glasgow City",2001,844,3
"S01003656","Glasgow City",2001,837,6
"S01003657","Glasgow City",2001,891,4
"S01003658","Glasgow City",2001,1273,42
"S01003659","Glasgow City",2001,822,84
"S01003660","Glasgow City",2001,1035,90
"S01003661","Glasgow City",2001,893,72
"S01003662","Glasgow City",2001,918,37
"S01003663","Glasgow City",2001,582,14
"S01003664","Glasgow City",2001,548,20
"S01003665","Glasgow City",2001,811,24
"S01003666","Glasgow City",2001,743,8
"S01003667","Glasgow City",2001,915,10
"S01003668","Glasgow City",2001,789,5
"S01003669","Glasgow City",2001,743,0
"S01003670","Glasgow City",2001,889,4
"S01003671","Glasgow City",2001,699,14
"S01003672","Glasgow City",2001,1065,10
"S01003673","Glasgow City",2001,311,10
"S01003674","Glasgow City",2001,843,10
"S01003675","Glasgow City",2001,811,35
"S01003676","Glasgow City",2001,898,12
"S01003677","Glasgow City",2001,774,6
"S01003678","Glasgow City",2001,1097,7
"S01003679","Glasgow City",2001,1064,21
"S01003680","Glasgow City",2001,840,1
"S01003681","Glasgow City",2001,590,2
"S01003682","Glasgow City",2001,1103,76
"S01003683","Glasgow City",2001,610,6
"S01003684","Glasgow City",2001,749,3
"S01003685","Glasgow City",2001,548,3
"S01003686","Glasgow City",2001,1028,14
"S01003687","Glasgow City",2001,702,6
"S01003688","Glasgow City",2001,950,28
"S01003689","Glasgow City",2001,814,20
"S01003690","Glasgow City",2001,1113,18
"S01003691","Glasgow City",2001,1094,26
"S01003692","Glasgow City",2001,1023,4
"S01003693","Glasgow City",2001,619,2
"S01003694","Glasgow City",2001,893,25
"S01003695","Glasgow City",2001,1188,22
"S01003696","Glasgow City",2001,1242,24
"S01003697","Glasgow City",2001,988,30
"S01003698","Glasgow City",2001,942,2
"S01003699","Glasgow City",2001,1044,39
"S01003700","Glasgow City",2001,1214,48
"S01003701","Glasgow City",2001,1058,2
"S01003702","Glasgow City",2001,838,12
"S01003703","Glasgow City",2001,996,5
"S01003704","Glasgow City",2001,713,3
"S01003705","Glasgow City",2001,1021,2
"S01003706","Glasgow City",2001,779,12
"S01003707","Glasgow City",2001,1036,4
"S01003708","Glasgow City",2001,1058,5
"S01003709","Glasgow City",2001,899,4
"S01003710","Glasgow City",2001,1112,14
"S01003711","Glasgow City",2001,1167,22
"S01003712","Glasgow City",2001,852,6
"S01003713","Glasgow City",2001,550,12
"S01003714","Glasgow City",2001,797,10
"S01003715","Glasgow City",2001,861,4
"S01003716","Glasgow City",2001,746,3
"S01003717","Glasgow City",2001,1211,4
"S01003718","Glasgow City",2001,820,14
"S01003719","Highland",2001,716,4
"S01003720","Highland",2001,1369,5
"S01003721","Highland",2001,749,3
"S01003722","Highland",2001,897,2
"S01003723","Highland",2001,548,7
"S01003724","Highland",2001,946,4
"S01003725","Highland",2001,613,12
"S01003726","Highland",2001,684,5
"S01003727","Highland",2001,750,14
"S01003728","Highland",2001,500,0
"S01003729","Highland",2001,779,7
"S01003730","Highland",2001,859,5
"S01003731","Highland",2001,818,2
"S01003732","Highland",2001,820,3
"S01003733","Highland",2001,1010,9
"S01003734","Highland",2001,713,0
"S01003735","Highland",2001,931,1
"S01003736","Highland",2001,832,2
"S01003737","Highland",2001,633,6
"S01003738","Highland",2001,660,9
"S01003739","Highland",2001,528,1
"S01003740","Highland",2001,577,7
"S01003741","Highland",2001,1022,3
"S01003742","Highland",2001,527,1
"S01003743","Highland",2001,580,0
"S01003744","Highland",2001,754,2
"S01003745","Highland",2001,1004,2
"S01003746","Highland",2001,1107,4
"S01003747","Highland",2001,1405,5
"S01003748","Highland",2001,810,3
"S01003749","Highland",2001,1245,7
"S01003750","Highland",2001,700,2
"S01003751","Highland",2001,1060,13
"S01003752","Highland",2001,945,3
"S01003753","Highland",2001,1173,5
"S01003754","Highland",2001,891,16
"S01003755","Highland",2001,1307,12
"S01003756","Highland",2001,850,0
"S01003757","Highland",2001,592,0
"S01003758","Highland",2001,1060,2
"S01003759","Highland",2001,615,4
"S01003760","Highland",2001,939,6
"S01003761","Highland",2001,982,1
"S01003762","Highland",2001,1197,2
"S01003763","Highland",2001,917,4
"S01003764","Highland",2001,859,0
"S01003765","Highland",2001,739,5
"S01003766","Highland",2001,780,5
"S01003767","Highland",2001,996,3
"S01003768","Highland",2001,576,2
"S01003769","Highland",2001,1004,2
"S01003770","Highland",2001,920,9
"S01003771","Highland",2001,678,1
"S01003772","Highland",2001,574,0
"S01003773","Highland",2001,710,2
"S01003774","Highland",2001,1036,10
"S01003775","Highland",2001,768,2
"S01003776","Highland",2001,732,11
"S01003777","Highland",2001,1085,4
"S01003778","Highland",2001,3201,0
"S01003779","Highland",2001,616,0
"S01003780","Highland",2001,1500,6
"S01003781","Highland",2001,1078,6
"S01003782","Highland",2001,727,1
"S01003783","Highland",2001,1435,28
"S01003784","Highland",2001,1612,56
"S01003785","Highland",2001,830,7
"S01003786","Highland",2001,928,0
"S01003787","Highland",2001,613,11
"S01003788","Highland",2001,724,25
"S01003789","Highland",2001,522,5
"S01003790","Highland",2001,618,4
"S01003791","Highland",2001,707,5
"S01003792","Highland",2001,2000,36
"S01003793","Highland",2001,544,13
"S01003794","Highland",2001,711,15
"S01003795","Highland",2001,755,3
"S01003796","Highland",2001,659,13
"S01003797","Highland",2001,957,4
"S01003798","Highland",2001,818,5
"S01003799","Highland",2001,841,0
"S01003800","Highland",2001,817,4
"S01003801","Highland",2001,808,4
"S01003802","Highland",2001,765,8
"S01003803","Highland",2001,858,8
"S01003804","Highland",2001,632,3
"S01003805","Highland",2001,1424,19
"S01003806","Highland",2001,1151,13
"S01003807","Highland",2001,1125,1
"S01003808","Highland",2001,928,3
"S01003809","Highland",2001,768,15
"S01003810","Highland",2001,892,2
"S01003811","Highland",2001,702,5
"S01003812","Highland",2001,898,11
"S01003813","Highland",2001,946,7
"S01003814","Highland",2001,773,9
"S01003815","Highland",2001,1085,4
"S01003816","Highland",2001,846,7
"S01003817","Highland",2001,1517,20
"S01003818","Highland",2001,830,7
"S01003819","Highland",2001,2391,118
"S01003820","Highland",2001,999,17
"S01003821","Highland",2001,837,0
"S01003822","Highland",2001,857,83
"S01003823","Highland",2001,1306,9
"S01003824","Highland",2001,797,20
"S01003825","Highland",2001,812,5
"S01003826","Highland",2001,888,7
"S01003827","Highland",2001,792,5
"S01003828","Highland",2001,1538,75
"S01003829","Highland",2001,665,3
"S01003830","Highland",2001,917,7
"S01003831","Highland",2001,641,5
"S01003832","Highland",2001,1053,5
"S01003833","Highland",2001,634,3
"S01003834","Highland",2001,828,1
"S01003835","Highland",2001,658,5
"S01003836","Highland",2001,589,1
"S01003837","Highland",2001,764,6
"S01003838","Highland",2001,623,4
"S01003839","Highland",2001,674,11
"S01003840","Highland",2001,712,9
"S01003841","Highland",2001,577,4
"S01003842","Highland",2001,763,7
"S01003843","Highland",2001,889,0
"S01003844","Highland",2001,781,10
"S01003845","Highland",2001,1204,10
"S01003846","Highland",2001,998,15
"S01003847","Highland",2001,926,23
"S01003848","Highland",2001,681,4
"S01003849","Highland",2001,756,6
"S01003850","Highland",2001,560,14
"S01003851","Highland",2001,872,10
"S01003852","Highland",2001,618,6
"S01003853","Highland",2001,1079,38
"S01003854","Highland",2001,736,11
"S01003855","Highland",2001,1000,11
"S01003856","Highland",2001,873,10
"S01003857","Highland",2001,1168,5
"S01003858","Highland",2001,621,7
"S01003859","Highland",2001,570,9
"S01003860","Highland",2001,805,5
"S01003861","Highland",2001,806,5
"S01003862","Highland",2001,610,5
"S01003863","Highland",2001,696,9
"S01003864","Highland",2001,887,16
"S01003865","Highland",2001,921,3
"S01003866","Highland",2001,1165,7
"S01003867","Highland",2001,1279,13
"S01003868","Highland",2001,806,2
"S01003869","Highland",2001,671,2
"S01003870","Highland",2001,1298,8
"S01003871","Highland",2001,937,8
"S01003872","Highland",2001,1312,6
"S01003873","Highland",2001,978,16
"S01003874","Highland",2001,1032,10
"S01003875","Highland",2001,642,0
"S01003876","Highland",2001,812,12
"S01003877","Highland",2001,566,1
"S01003878","Highland",2001,1312,5
"S01003879","Highland",2001,928,5
"S01003880","Highland",2001,1041,7
"S01003881","Highland",2001,1178,2
"S01003882","Highland",2001,530,1
"S01003883","Highland",2001,535,1
"S01003884","Highland",2001,932,4
"S01003885","Highland",2001,847,4
"S01003886","Highland",2001,826,7
"S01003887","Highland",2001,1047,2
"S01003888","Highland",2001,1141,2
"S01003889","Highland",2001,586,6
"S01003890","Highland",2001,652,4
"S01003891","Highland",2001,789,6
"S01003892","Highland",2001,989,13
"S01003893","Highland",2001,632,14
"S01003894","Highland",2001,1065,11
"S01003895","Highland",2001,687,5
"S01003896","Highland",2001,683,7
"S01003897","Highland",2001,819,3
"S01003898","Highland",2001,762,15
"S01003899","Highland",2001,874,3
"S01003900","Highland",2001,708,8
"S01003901","Highland",2001,774,1
"S01003902","Highland",2001,1004,11
"S01003903","Highland",2001,830,5
"S01003904","Highland",2001,944,25
"S01003905","Highland",2001,1334,7
"S01003906","Highland",2001,723,5
"S01003907","Highland",2001,867,5
"S01003908","Highland",2001,823,21
"S01003909","Highland",2001,681,11
"S01003910","Highland",2001,712,23
"S01003911","Highland",2001,983,1
"S01003912","Highland",2001,1167,15
"S01003913","Highland",2001,693,2
"S01003914","Highland",2001,1042,7
