"dz_2001","la_name","year","total","not_good"
"S01003196","Glasgow City",2011,984,100
"S01003197","Glasgow City",2011,799,117
"S01003198","Glasgow City",2011,968,291
"S01003199","Glasgow City",2011,951,197
"S01003200","Glasgow City",2011,734,180
"S01003201","Glasgow City",2011,247,87
"S01003202","Glasgow City",2011,1040,321
"S01003203","Glasgow City",2011,876,221
"S01003204","Glasgow City",2011,945,206
"S01003205","Glasgow City",2011,747,266
"S01003206","Glasgow City",2011,796,249
"S01003207","Glasgow City",2011,815,116
"S01003208","Glasgow City",2011,1249,325
"S01003209","Glasgow City",2011,572,117
"S01003210","Glasgow City",2011,962,174
"S01003211","Glasgow City",2011,899,163
"S01003212","Glasgow City",2011,692,123
"S01003213","Glasgow City",2011,552,149
"S01003214","Glasgow City",2011,716,217
"S01003215","Glasgow City",2011,904,180
"S01003216","Glasgow City",2011,690,178
"S01003217","Glasgow City",2011,707,262
"S01003218","Glasgow City",2011,685,148
"S01003219","Glasgow City",2011,746,191
"S01003220","Glasgow City",2011,813,137
"S01003221","Glasgow City",2011,918,183
"S01003222","Glasgow City",2011,824,134
"S01003223","Glasgow City",2011,873,270
"S01003224","Glasgow City",2011,651,114
"S01003225","Glasgow City",2011,668,255
"S01003226","Glasgow City",2011,753,250
"S01003227","Glasgow City",2011,1617,216
"S01003228","Glasgow City",2011,1260,322
"S01003229","Glasgow City",2011,910,103
"S01003230","Glasgow City",2011,907,218
"S01003231","Glasgow City",2011,878,292
"S01003232","Glasgow City",2011,923,206
"S01003233","Glasgow City",2011,923,169
"S01003234","Glasgow City",2011,896,154
"S01003235","Glasgow City",2011,796,220
"S01003236","Glasgow City",2011,705,119
"S01003237","Glasgow City",2011,915,303
"S01003238","Glasgow City",2011,710,133
"S01003239","Glasgow City",2011,1008,224
"S01003240","Glasgow City",2011,705,117
"S01003241","Glasgow City",2011,780,206
"S01003242","Glasgow City",2011,1048,220
"S01003243","Glasgow City",2011,865,196
"S01003244","Glasgow City",2011,983,347
"S01003245","Glasgow City",2011,1195,455
"S01003246","Glasgow City",2011,941,422
"S01003247","Glasgow City",2011,781,202
"S01003248","Glasgow City",2011,1137,358
"S01003249","Glasgow City",2011,733,176
"S01003250","Glasgow City",2011,608,156
"S01003251","Glasgow City",2011,828,325
"S01003252","Glasgow City",2011,573,124
"S01003253","Glasgow City",2011,993,338
"S01003254","Glasgow City",2011,550,198
"S01003255","Glasgow City",2011,901,263
"S01003256","Glasgow City",2011,1436,287
"S01003257","Glasgow City",2011,797,127
"S01003258","Glasgow City",2011,760,131
"S01003259","Glasgow City",2011,1156,212
"S01003260","Glasgow City",2011,701,130
"S01003261","Glasgow City",2011,926,171
"S01003262","Glasgow City",2011,700,169
"S01003263","Glasgow City",2011,1028,282
"S01003264","Glasgow City",2011,635,172
"S01003265","Glasgow City",2011,664,169
"S01003266","Glasgow City",2011,739,287
"S01003267","Glasgow City",2011,967,348
"S01003268","Glasgow City",2011,1719,292
"S01003269","Glasgow City",2011,908,270
"S01003270","Glasgow City",2011,770,192
"S01003271","Glasgow City",2011,1836,307
"S01003272","Glasgow City",2011,1610,423
"S01003273","Glasgow City",2011,703,294
"S01003274","Glasgow City",2011,583,245
"S01003275","Glasgow City",2011,1024,343
"S01003276","Glasgow City",2011,727,122
"S01003277","Glasgow City",2011,614,195
"S01003278","Glasgow City",2011,840,172
"S01003279","Glasgow City",2011,404,124
"S01003280","Glasgow City",2011,913,221
"S01003281","Glasgow City",2011,502,127
"S01003282","Glasgow City",2011,755,118
"S01003283","Glasgow City",2011,687,134
"S01003284","Glasgow City",2011,935,313
"S01003285","Glasgow City",2011,416,75
"S01003286","Glasgow City",2011,984,290
"S01003287","Glasgow City",2011,613,119
"S01003288","Glasgow City",2011,699,124
"S01003289","Glasgow City",2011,407,102
"S01003290","Glasgow City",2011,848,211
"S01003291","Glasgow City",2011,767,303
"S01003292","Glasgow City",2011,735,140
"S01003293","Glasgow City",2011,807,292
"S01003294","Glasgow City",2011,734,257
"S01003295","Glasgow City",2011,974,223
"S01003296","Glasgow City",2011,807,264
"S01003297","Glasgow City",2011,548,189
"S01003298","Glasgow City",2011,1003,204
"S01003299","Glasgow City",2011,451,125
"S01003300","Glasgow City",2011,869,169
"S01003301","Glasgow City",2011,765,197
"S01003302","Glasgow City",2011,687,208
"S01003303","Glasgow City",2011,2392,221
"S01003304","Glasgow City",2011,724,122
"S01003305","Glasgow City",2011,753,119
"S01003306","Glasgow City",2011,924,308
"S01003307","Glasgow City",2011,1063,343
"S01003308","Glasgow City",2011,854,222
"S01003309","Glasgow City",2011,953,295
"S01003310","Glasgow City",2011,744,200
"S01003311","Glasgow City",2011,696,110
"S01003312","Glasgow City",2011,582,149
"S01003313","Glasgow City",2011,1126,399
"S01003314","Glasgow City",2011,648,214
"S01003315","Glasgow City",2011,711,142
"S01003316","Glasgow City",2011,594,123
"S01003317","Glasgow City",2011,646,121
"S01003318","Glasgow City",2011,744,168
"S01003320","Glasgow City",2011,530,57
"S01003321","Glasgow City",2011,692,165
"S01003322","Glasgow City",2011,796,192
"S01003323","Glasgow City",2011,752,115
"S01003324","Glasgow City",2011,449,101
"S01003325","Glasgow City",2011,779,113
"S01003326","Glasgow City",2011,855,236
"S01003327","Glasgow City",2011,605,113
"S01003328","Glasgow City",2011,1035,108
"S01003329","Glasgow City",2011,809,224
"S01003330","Glasgow City",2011,939,95
"S01003331","Glasgow City",2011,642,269
"S01003332","Glasgow City",2011,416,143
"S01003333","Glasgow City",2011,919,306
"S01003334","Glasgow City",2011,1006,258
"S01003335","Glasgow City",2011,650,136
"S01003336","Glasgow City",2011,969,348
"S01003337","Glasgow City",2011,1383,382
"S01003338","Glasgow City",2011,882,200
"S01003339","Glasgow City",2011,770,156
"S01003340","Glasgow City",2011,995,336
"S01003341","Glasgow City",2011,949,103
"S01003342","Glasgow City",2011,718,204
"S01003343","Glasgow City",2011,733,174
"S01003344","Glasgow City",2011,479,86
"S01003345","Glasgow City",2011,967,210
"S01003346","Glasgow City",2011,866,275
"S01003347","Glasgow City",2011,952,355
"S01003348","Glasgow City",2011,1014,197
"S01003349","Glasgow City",2011,1367,327
"S01003350","Glasgow City",2011,893,188
"S01003351","Glasgow City",2011,1109,340
"S01003352","Glasgow City",2011,1168,358
"S01003353","Glasgow City",2011,735,239
"S01003354","Glasgow City",2011,612,245
"S01003355","Glasgow City",2011,1054,302
"S01003356","Glasgow City",2011,859,262
"S01003357","Glasgow City",2011,369,102
"S01003358","Glasgow City",2011,1861,203
"S01003359","Glasgow City",2011,974,93
"S01003360","Glasgow City",2011,730,176
"S01003361","Glasgow City",2011,713,290
"S01003362","Glasgow City",2011,728,208
"S01003363","Glasgow City",2011,768,276
"S01003364","Glasgow City",2011,671,147
"S01003365","Glasgow City",2011,734,204
"S01003366","Glasgow City",2011,740,58
"S01003367","Glasgow City",2011,1213,374
"S01003368","Glasgow City",2011,2295,217
"S01003369","Glasgow City",2011,625,271
"S01003370","Glasgow City",2011,771,95
"S01003371","Glasgow City",2011,668,107
"S01003372","Glasgow City",2011,799,271
"S01003373","Glasgow City",2011,2232,384
"S01003374","Glasgow City",2011,492,139
"S01003375","Glasgow City",2011,961,250
"S01003376","Glasgow City",2011,526,138
"S01003377","Glasgow City",2011,735,272
"S01003378","Glasgow City",2011,841,221
"S01003379","Glasgow City",2011,678,204
"S01003380","Glasgow City",2011,1291,123
"S01003381","Glasgow City",2011,728,192
"S01003382","Glasgow City",2011,1603,251
"S01003383","Glasgow City",2011,913,329
"S01003384","Glasgow City",2011,965,323
"S01003385","Glasgow City",2011,834,120
"S01003386","Glasgow City",2011,689,241
"S01003387","Glasgow City",2011,793,202
"S01003388","Glasgow City",2011,1038,333
"S01003389","Glasgow City",2011,1019,234
"S01003390","Glasgow City",2011,1218,315
"S01003391","Glasgow City",2011,716,215
"S01003392","Glasgow City",2011,826,137
"S01003393","Glasgow City",2011,883,353
"S01003394","Glasgow City",2011,637,185
"S01003395","Glasgow City",2011,644,106
"S01003396","Glasgow City",2011,814,237
"S01003397","Glasgow City",2011,1045,293
"S01003398","Glasgow City",2011,793,212
"S01003399","Glasgow City",2011,1873,202
"S01003400","Glasgow City",2011,744,275
"S01003401","Glasgow City",2011,846,269
"S01003402","Glasgow City",2011,949,274
"S01003403","Glasgow City",2011,1144,174
"S01003404","Glasgow City",2011,569,220
"S01003405","Glasgow City",2011,733,243
"S01003406","Glasgow City",2011,691,146
"S01003407","Glasgow City",2011,851,232
"S01003408","Glasgow City",2011,650,139
"S01003409","Glasgow City",2011,1535,214
"S01003410","Glasgow City",2011,1452,160
"S01003411","Glasgow City",2011,757,203
"S01003412","Glasgow City",2011,862,221
"S01003413","Glasgow City",2011,741,183
"S01003414","Glasgow City",2011,442,148
"S01003415","Glasgow City",2011,1269,254
"S01003416","Glasgow City",2011,845,333
"S01003417","Glasgow City",2011,940,167
"S01003418","Glasgow City",2011,920,323
"S01003419","Glasgow City",2011,959,283
"S01003420","Glasgow City",2011,464,192
"S01003421","Glasgow City",2011,923,308
"S01003422","Glasgow City",2011,790,238
"S01003423","Glasgow City",2011,779,79
"S01003424","Glasgow City",2011,974,226
"S01003425","Glasgow City",2011,838,89
"S01003426","Glasgow City",2011,1019,266
"S01003427","Glasgow City",2011,941,336
"S01003428","Glasgow City",2011,843,224
"S01003429","Glasgow City",2011,1525,111
"S01003430","Glasgow City",2011,783,81
"S01003431","Glasgow City",2011,696,273
"S01003432","Glasgow City",2011,880,72
"S01003433","Glasgow City",2011,1165,92
"S01003434","Glasgow City",2011,805,320
"S01003435","Glasgow City",2011,731,225
"S01003436","Glasgow City",2011,555,120
"S01003437","Glasgow City",2011,816,60
"S01003438","Glasgow City",2011,1411,128
"S01003439","Glasgow City",2011,1153,446
"S01003440","Glasgow City",2011,480,137
"S01003441","Glasgow City",2011,1339,296
"S01003442","Glasgow City",2011,1013,272
"S01003443","Glasgow City",2011,970,240
"S01003444","Glasgow City",2011,777,265
"S01003445","Glasgow City",2011,1074,242
"S01003446","Glasgow City",2011,452,66
"S01003447","Glasgow City",2011,803,304
"S01003448","Glasgow City",2011,705,225
"S01003449","Glasgow City",2011,831,114
"S01003450","Glasgow City",2011,976,207
"S01003451","Glasgow City",2011,916,160
"S01003452","Glasgow City",2011,1407,412
"S01003453","Glasgow City",2011,1317,106
"S01003454","Glasgow City",2011,664,110
"S01003455","Glasgow City",2011,795,264
"S01003456","Glasgow City",2011,255,100
"S01003457","Glasgow City",2011,1005,295
"S01003458","Glasgow City",2011,1016,283
"S01003459","Glasgow City",2011,890,218
"S01003460","Glasgow City",2011,1057,143
"S01003461","Glasgow City",2011,764,210
"S01003462","Glasgow City",2011,551,147
"S01003463","Glasgow City",2011,692,143
"S01003464","Glasgow City",2011,974,102
"S01003465","Glasgow City",2011,2510,225
"S01003466","Glasgow City",2011,787,196
"S01003467","Glasgow City",2011,714,232
"S01003468","Glasgow City",2011,839,116
"S01003469","Glasgow City",2011,1016,251
"S01003470","Glasgow City",2011,1139,168
"S01003471","Glasgow City",2011,776,189
"S01003472","Glasgow City",2011,816,171
"S01003473","Glasgow City",2011,969,286
"S01003474","Glasgow City",2011,690,71
"S01003475","Glasgow City",2011,845,199
"S01003476","Glasgow City",2011,1136,138
"S01003477","Glasgow City",2011,1076,132
"S01003478","Glasgow City",2011,814,131
"S01003479","Glasgow City",2011,844,150
"S01003480","Glasgow City",2011,834,249
"S01003481","Glasgow City",2011,1033,186
"S01003482","Glasgow City",2011,669,241
"S01003483","Glasgow City",2011,533,157
"S01003484","Glasgow City",2011,1127,101
"S01003485","Glasgow City",2011,890,81
"S01003486","Glasgow City",2011,1033,284
"S01003487","Glasgow City",2011,1075,145
"S01003488","Glasgow City",2011,695,302
"S01003489","Glasgow City",2011,1397,359
"S01003490","Glasgow City",2011,625,193
"S01003491","Glasgow City",2011,85,32
"S01003492","Glasgow City",2011,1077,181
"S01003493","Glasgow City",2011,831,210
"S01003494","Glasgow City",2011,815,225
"S01003495","Glasgow City",2011,936,229
"S01003496","Glasgow City",2011,999,150
"S01003497","Glasgow City",2011,964,117
"S01003498","Glasgow City",2011,1019,284
"S01003499","Glasgow City",2011,1006,179
"S01003500","Glasgow City",2011,676,181
"S01003501","Glasgow City",2011,708,62
"S01003502","Glasgow City",2011,1231,190
"S01003502","North Lanarkshire",2011,617,31
"S01003503","Glasgow City",2011,700,71
"S01003504","Glasgow City",2011,936,83
"S01003506","Glasgow City",2011,1040,94
"S01003507","Glasgow City",2011,522,52
"S01003508","Glasgow City",2011,807,283
"S01003509","Glasgow City",2011,950,65
"S01003510","Glasgow City",2011,407,87
"S01003511","Glasgow City",2011,1101,106
"S01003512","Glasgow City",2011,641,232
"S01003513","Glasgow City",2011,730,48
"S01003514","Glasgow City",2011,897,66
"S01003515","Glasgow City",2011,631,212
"S01003516","Glasgow City",2011,667,129
"S01003517","Glasgow City",2011,752,93
"S01003518","Glasgow City",2011,1032,295
"S01003519","Glasgow City",2011,542,152
"S01003520","Glasgow City",2011,717,88
"S01003521","Glasgow City",2011,531,37
"S01003522","Glasgow City",2011,830,97
"S01003523","Glasgow City",2011,657,202
"S01003524","Glasgow City",2011,1072,93
"S01003525","Glasgow City",2011,1090,113
"S01003526","Glasgow City",2011,1013,64
"S01003527","Glasgow City",2011,889,93
"S01003528","Glasgow City",2011,516,89
"S01003529","Glasgow City",2011,547,74
"S01003530","Glasgow City",2011,821,76
"S01003531","Glasgow City",2011,778,203
"S01003532","Glasgow City",2011,1088,159
"S01003533","Glasgow City",2011,340,76
"S01003534","Glasgow City",2011,903,229
"S01003535","Glasgow City",2011,708,142
"S01003536","Glasgow City",2011,1031,98
"S01003537","Glasgow City",2011,807,223
"S01003538","Glasgow City",2011,630,185
"S01003539","Glasgow City",2011,993,103
"S01003540","Glasgow City",2011,419,178
"S01003541","Glasgow City",2011,935,205
"S01003542","Glasgow City",2011,786,77
"S01003543","Glasgow City",2011,706,179
"S01003544","Glasgow City",2011,529,67
"S01003545","Glasgow City",2011,789,68
"S01003546","Glasgow City",2011,1004,335
"S01003547","Glasgow City",2011,767,88
"S01003549","Glasgow City",2011,800,268
"S01003550","Glasgow City",2011,647,109
"S01003551","Glasgow City",2011,658,183
"S01003552","Glasgow City",2011,1036,74
"S01003553","Glasgow City",2011,654,224
"S01003554","Glasgow City",2011,761,102
"S01003555","Glasgow City",2011,725,52
"S01003556","Glasgow City",2011,700,80
"S01003557","Glasgow City",2011,783,193
"S01003558","Glasgow City",2011,1036,109
"S01003559","Glasgow City",2011,978,123
"S01003560","Glasgow City",2011,1264,141
"S01003561","Glasgow City",2011,1248,335
"S01003562","Glasgow City",2011,623,145
"S01003563","Glasgow City",2011,530,178
"S01003564","Glasgow City",2011,721,276
"S01003565","Glasgow City",2011,858,301
"S01003566","Glasgow City",2011,725,90
"S01003567","Glasgow City",2011,1036,302
"S01003568","Glasgow City",2011,729,84
"S01003569","Glasgow City",2011,717,112
"S01003570","Glasgow City",2011,736,112
"S01003571","Glasgow City",2011,880,199
"S01003572","Glasgow City",2011,1083,366
"S01003573","Glasgow City",2011,924,313
"S01003574","Glasgow City",2011,1028,88
"S01003575","Glasgow City",2011,854,219
"S01003576","Glasgow City",2011,845,124
"S01003577","Glasgow City",2011,947,242
"S01003578","Glasgow City",2011,217,58
"S01003579","Glasgow City",2011,868,296
"S01003580","Glasgow City",2011,1018,251
"S01003581","Glasgow City",2011,1138,254
"S01003582","Glasgow City",2011,671,270
"S01003583","Glasgow City",2011,566,191
"S01003584","Glasgow City",2011,803,142
"S01003585","Glasgow City",2011,675,153
"S01003586","Glasgow City",2011,1053,273
"S01003587","Glasgow City",2011,1104,63
"S01003588","Glasgow City",2011,635,108
"S01003589","Glasgow City",2011,1639,137
"S01003590","Glasgow City",2011,741,128
"S01003591","Glasgow City",2011,1301,140
"S01003592","Glasgow City",2011,1423,307
"S01003593","Glasgow City",2011,634,178
"S01003594","Glasgow City",2011,1013,112
"S01003595","Glasgow City",2011,919,299
"S01003596","Glasgow City",2011,783,277
"S01003597","Glasgow City",2011,714,101
"S01003598","Glasgow City",2011,690,215
"S01003599","Glasgow City",2011,969,285
"S01003600","Glasgow City",2011,842,294
"S01003601","Glasgow City",2011,817,187
"S01003602","Glasgow City",2011,628,181
"S01003603","Glasgow City",2011,864,277
"S01003604","Glasgow City",2011,837,272
"S01003605","Glasgow City",2011,666,162
"S01003606","Glasgow City",2011,885,254
"S01003607","Glasgow City",2011,531,125
"S01003608","Glasgow City",2011,557,152
"S01003609","Glasgow City",2011,1066,175
"S01003610","Glasgow City",2011,986,160
"S01003611","Glasgow City",2011,850,305
"S01003612","Glasgow City",2011,883,193
"S01003613","Glasgow City",2011,1454,183
"S01003614","Glasgow City",2011,547,117
"S01003615","Glasgow City",2011,854,163
"S01003616","Glasgow City",2011,869,88
"S01003617","Glasgow City",2011,828,242
"S01003618","Glasgow City",2011,796,176
"S01003619","Glasgow City",2011,816,259
"S01003620","Glasgow City",2011,1025,121
"S01003621","Glasgow City",2011,939,371
"S01003622","Glasgow City",2011,813,247
"S01003623","Glasgow City",2011,915,122
"S01003624","Glasgow City",2011,1555,474
"S01003625","Glasgow City",2011,350,108
"S01003626","Glasgow City",2011,808,161
"S01003627","Glasgow City",2011,621,210
"S01003628","Glasgow City",2011,739,246
"S01003629","Glasgow City",2011,759,293
"S01003630","Glasgow City",2011,771,212
"S01003631","Glasgow City",2011,1265,233
"S01003632","Glasgow City",2011,949,114
"S01003633","Glasgow City",2011,1267,207
"S01003634","Glasgow City",2011,1027,338
"S01003635","Glasgow City",2011,559,137
"S01003636","Glasgow City",2011,923,368
"S01003637","Glasgow City",2011,1048,252
"S01003638","Glasgow City",2011,758,113
"S01003639","Glasgow City",2011,779,238
"S01003640","Glasgow City",2011,962,274
"S01003641","Glasgow City",2011,736,64
"S01003642","Glasgow City",2011,851,282
"S01003643","Glasgow City",2011,682,105
"S01003644","Glasgow City",2011,966,311
"S01003645","Glasgow City",2011,539,156
"S01003646","Glasgow City",2011,899,206
"S01003647","Glasgow City",2011,724,189
"S01003648","Glasgow City",2011,820,121
"S01003649","Glasgow City",2011,967,222
"S01003650","Glasgow City",2011,742,215
"S01003651","Glasgow City",2011,732,237
"S01003652","Glasgow City",2011,733,221
"S01003653","Glasgow City",2011,715,219
"S01003654","Glasgow City",2011,1123,419
"S01003655","Glasgow City",2011,660,204
"S01003656","Glasgow City",2011,878,178
"S01003657","Glasgow City",2011,831,289
"S01003658","Glasgow City",2011,859,192
"S01003659","Glasgow City",2011,756,135
"S01003660","Glasgow City",2011,976,86
"S01003661","Glasgow City",2011,947,130
"S01003662","Glasgow City",2011,642,178
"S01003663","Glasgow City",2011,585,184
"S01003664","Glasgow City",2011,506,163
"S01003665","Glasgow City",2011,645,190
"S01003666","Glasgow City",2011,663,197
"S01003667","Glasgow City",2011,838,203
"S01003668","Glasgow City",2011,783,238
"S01003669","Glasgow City",2011,927,232
"S01003670","Glasgow City",2011,950,266
"S01003671","Glasgow City",2011,666,162
"S01003672","Glasgow City",2011,751,228
"S01003673","Glasgow City",2011,316,146
"S01003674","Glasgow City",2011,783,240
"S01003675","Glasgow City",2011,879,98
"S01003676","Glasgow City",2011,1198,126
"S01003677","Glasgow City",2011,692,199
"S01003678","Glasgow City",2011,685,188
"S01003679","Glasgow City",2011,1028,310
"S01003680","Glasgow City",2011,623,229
"S01003681","Glasgow City",2011,565,169
"S01003682","Glasgow City",2011,1043,188
"S01003683","Glasgow City",2011,623,183
"S01003684","Glasgow City",2011,794,218
"S01003685","Glasgow City",2011,550,134
"S01003686","Glasgow City",2011,948,229
"S01003687","Glasgow City",2011,657,220
"S01003688","Glasgow City",2011,883,251
"S01003689","Glasgow City",2011,667,152
"S01003690","Glasgow City",2011,942,348
"S01003691","Glasgow City",2011,1028,199
"S01003692","Glasgow City",2011,1022,268
"S01003693","Glasgow City",2011,550,136
"S01003694","Glasgow City",2011,986,207
"S01003695","Glasgow City",2011,1125,223
"S01003696","Glasgow City",2011,1036,302
"S01003697","Glasgow City",2011,930,124
"S01003698","Glasgow City",2011,1010,212
"S01003699","Glasgow City",2011,938,117
"S01003700","Glasgow City",2011,980,272
"S01003701","Glasgow City",2011,991,314
"S01003702","Glasgow City",2011,822,194
"S01003703","Glasgow City",2011,1052,359
"S01003704","Glasgow City",2011,655,215
"S01003705","Glasgow City",2011,906,215
"S01003706","Glasgow City",2011,749,159
"S01003707","Glasgow City",2011,1078,246
"S01003708","Glasgow City",2011,964,277
"S01003709","Glasgow City",2011,856,313
"S01003710","Glasgow City",2011,1179,289
"S01003711","Glasgow City",2011,944,264
"S01003712","Glasgow City",2011,928,267
"S01003713","Glasgow City",2011,512,136
"S01003714","Glasgow City",2011,628,126
"S01003715","Glasgow City",2011,803,151
"S01003716","Glasgow City",2011,575,175
"S01003717","Glasgow City",2011,839,240
"S01003718","Glasgow City",2011,749,166
"S01003719","Highland",2011,660,93
"S01003720","Highland",2011,989,163
"S01003721","Highland",2011,814,176
"S01003722","Highland",2011,896,214
"S01003723","Highland",2011,519,74
"S01003724","Highland",2011,769,107
"S01003725","Highland",2011,614,93
"S01003726","Highland",2011,656,101
"S01003727","Highland",2011,748,105
"S01003728","Highland",2011,558,78
"S01003729","Highland",2011,868,117
"S01003730","Highland",2011,644,107
"S01003731","Highland",2011,617,134
"S01003732","Highland",2011,945,150
"S01003733","Highland",2011,870,155
"S01003734","Highland",2011,709,116
"S01003735","Highland",2011,820,194
"S01003736","Highland",2011,799,141
"S01003737","Highland",2011,611,123
"S01003738","Highland",2011,767,92
"S01003739","Highland",2011,531,77
"S01003740","Highland",2011,618,95
"S01003741","Highland",2011,946,136
"S01003742","Highland",2011,711,102
"S01003743","Highland",2011,557,63
"S01003744","Highland",2011,665,76
"S01003745","Highland",2011,806,120
"S01003746","Highland",2011,837,109
"S01003747","Highland",2011,1094,165
"S01003748","Highland",2011,591,110
"S01003749","Highland",2011,885,114
"S01003750","Highland",2011,715,86
"S01003751","Highland",2011,1108,137
"S01003752","Highland",2011,913,122
"S01003753","Highland",2011,1105,174
"S01003754","Highland",2011,848,157
"S01003755","Highland",2011,1626,180
"S01003756","Highland",2011,905,115
"S01003757","Highland",2011,608,89
"S01003758","Highland",2011,954,151
"S01003759","Highland",2011,628,99
"S01003760","Highland",2011,840,92
"S01003761","Highland",2011,957,112
"S01003762","Highland",2011,1090,128
"S01003763","Highland",2011,912,163
"S01003764","Highland",2011,878,106
"S01003765","Highland",2011,649,126
"S01003766","Highland",2011,738,102
"S01003767","Highland",2011,812,144
"S01003768","Highland",2011,628,98
"S01003769","Highland",2011,946,153
"S01003770","Highland",2011,819,98
"S01003771","Highland",2011,757,95
"S01003772","Highland",2011,606,80
"S01003773","Highland",2011,692,100
"S01003774","Highland",2011,760,93
"S01003775","Highland",2011,916,116
"S01003776","Highland",2011,700,89
"S01003777","Highland",2011,1114,142
"S01003778","Highland",2011,3225,196
"S01003779","Highland",2011,501,67
"S01003780","Highland",2011,1074,138
"S01003781","Highland",2011,1129,105
"S01003782","Highland",2011,621,83
"S01003783","Highland",2011,1234,209
"S01003784","Highland",2011,1655,163
"S01003785","Highland",2011,809,107
"S01003786","Highland",2011,891,119
"S01003787","Highland",2011,591,74
"S01003788","Highland",2011,708,152
"S01003789","Highland",2011,494,46
"S01003790","Highland",2011,570,91
"S01003791","Highland",2011,824,95
"S01003792","Highland",2011,2286,187
"S01003793","Highland",2011,542,99
"S01003794","Highland",2011,690,103
"S01003795","Highland",2011,648,79
"S01003796","Highland",2011,673,133
"S01003797","Highland",2011,925,169
"S01003798","Highland",2011,846,88
"S01003799","Highland",2011,756,74
"S01003800","Highland",2011,633,138
"S01003801","Highland",2011,816,125
"S01003802","Highland",2011,781,111
"S01003803","Highland",2011,732,89
"S01003804","Highland",2011,620,103
"S01003805","Highland",2011,1202,219
"S01003806","Highland",2011,698,166
"S01003807","Highland",2011,904,93
"S01003808","Highland",2011,936,152
"S01003809","Highland",2011,674,145
"S01003810","Highland",2011,908,166
"S01003811","Highland",2011,687,71
"S01003812","Highland",2011,958,220
"S01003813","Highland",2011,856,105
"S01003814","Highland",2011,786,122
"S01003815","Highland",2011,842,127
"S01003816","Highland",2011,986,105
"S01003817","Highland",2011,1035,223
"S01003818","Highland",2011,803,172
"S01003819","Highland",2011,2446,176
"S01003820","Highland",2011,1011,140
"S01003821","Highland",2011,763,149
"S01003822","Highland",2011,666,118
"S01003823","Highland",2011,977,194
"S01003824","Highland",2011,816,107
"S01003825","Highland",2011,867,58
"S01003826","Highland",2011,749,153
"S01003827","Highland",2011,817,118
"S01003828","Highland",2011,1145,140
"S01003829","Highland",2011,665,131
"S01003830","Highland",2011,901,153
"S01003831","Highland",2011,584,91
"S01003832","Highland",2011,944,119
"S01003833","Highland",2011,537,140
"S01003834","Highland",2011,651,96
"S01003835","Highland",2011,534,77
"S01003836","Highland",2011,513,83
"S01003837","Highland",2011,836,245
"S01003838","Highland",2011,576,97
"S01003839","Highland",2011,648,138
"S01003840","Highland",2011,696,140
"S01003841","Highland",2011,609,118
"S01003842","Highland",2011,758,87
"S01003843","Highland",2011,953,123
"S01003844","Highland",2011,736,106
"S01003845","Highland",2011,1140,255
"S01003846","Highland",2011,757,138
"S01003847","Highland",2011,608,109
"S01003848","Highland",2011,669,94
"S01003849","Highland",2011,1015,256
"S01003850","Highland",2011,522,56
"S01003851","Highland",2011,822,123
"S01003852","Highland",2011,593,124
"S01003853","Highland",2011,1253,186
"S01003854","Highland",2011,578,116
"S01003855","Highland",2011,978,206
"S01003856","Highland",2011,765,142
"S01003857","Highland",2011,783,99
"S01003858","Highland",2011,534,84
"S01003859","Highland",2011,609,67
"S01003860","Highland",2011,672,193
"S01003861","Highland",2011,776,102
"S01003862","Highland",2011,741,146
"S01003863","Highland",2011,686,82
"S01003864","Highland",2011,921,146
"S01003865","Highland",2011,996,138
"S01003866","Highland",2011,967,113
"S01003867","Highland",2011,1357,247
"S01003868","Highland",2011,691,82
"S01003869","Highland",2011,712,93
"S01003870","Highland",2011,1046,146
"S01003871","Highland",2011,771,120
"S01003872","Highland",2011,902,142
"S01003873","Highland",2011,1122,183
"S01003874","Highland",2011,831,98
"S01003875","Highland",2011,679,92
"S01003876","Highland",2011,723,96
"S01003877","Highland",2011,688,110
"S01003878","Highland",2011,1089,188
"S01003879","Highland",2011,778,79
"S01003880","Highland",2011,867,138
"S01003881","Highland",2011,887,111
"S01003882","Highland",2011,500,140
"S01003883","Highland",2011,535,66
"S01003884","Highland",2011,766,151
"S01003885","Highland",2011,654,117
"S01003886","Highland",2011,519,80
"S01003887","Highland",2011,1032,265
"S01003888","Highland",2011,1633,149
"S01003889","Highland",2011,547,82
"S01003890","Highland",2011,663,99
"S01003891","Highland",2011,731,104
"S01003892","Highland",2011,641,97
"S01003893","Highland",2011,633,84
"S01003894","Highland",2011,935,155
"S01003895","Highland",2011,745,86
"S01003896","Highland",2011,724,115
"S01003897","Highland",2011,734,119
"S01003898","Highland",2011,791,161
"S01003899","Highland",2011,800,126
"S01003900","Highland",2011,776,120
"S01003901","Highland",2011,680,129
"S01003902","Highland",2011,1036,142
"S01003903","Highland",2011,901,68
"S01003904","Highland",2011,888,197
"S01003905","Highland",2011,1166,150
"S01003906","Highland",2011,701,120
"S01003907","Highland",2011,748,179
"S01003908","Highland",2011,799,109
"S01003909","Highland",2011,621,73
"S01003910","Highland",2011,727,105
"S01003911","Highland",2011,626,119
"S01003912","Highland",2011,945,108
"S01003913","Highland",2011,727,90
"S01003914","Highland",2011,975,165
"S01003915","Highland",2011,764,136
"S01003916","Highland",2011,845,90
"S01003917","Highland",2011,906,153
"S01003918","Highland",2011,954,128
"S01003919","Highland",2011,612,114
