"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60QM000031",126,25,52,15,3,3,8,4,8,3,5,0,0,0,42
"60QM000032",52,7,20,11,0,2,2,0,2,5,3,0,0,0,0
"60QM000033",65,5,24,13,1,1,9,1,4,3,4,0,65,0,0
"60QM000034",115,20,43,21,5,2,11,3,7,3,0,23,46,0,69
"60QM000035",44,7,20,8,0,0,3,3,1,1,1,0,0,0,0
"60QM000036",142,13,65,26,1,0,16,3,13,3,2,0,142,0,142
"60QM000037",126,12,58,18,3,3,14,1,11,1,5,0,42,0,42
"60QM000038",123,12,58,23,5,2,13,0,6,0,4,49,0,0,0
"60QM000039",104,7,47,22,3,3,5,0,11,5,1,0,69,0,69
"60QM000040",88,6,32,20,1,2,14,2,9,0,2,0,88,0,0
"60QM000041",124,13,61,22,2,0,8,0,13,4,1,0,62,0,62
"60QM000042",91,10,34,10,0,0,19,2,8,5,3,0,0,0,0
"60QM000043",99,9,43,13,2,1,17,2,9,1,2,0,50,0,50
"60QM000044",44,2,17,10,4,2,5,0,2,1,1,11,11,0,11
"60QM000045",73,7,21,25,3,1,5,1,6,2,2,0,0,0,24
"60QM000046",36,4,15,2,1,1,9,0,4,0,0,0,0,0,0
"60QM000047",50,5,18,12,0,0,5,2,6,0,2,0,0,0,0
"60QM000048",62,2,19,24,0,0,3,1,9,1,3,0,0,0,0
"60QM000049",109,14,44,18,3,1,10,3,9,5,2,0,36,0,73
"60QM000050",126,10,67,16,1,1,15,2,10,2,2,0,0,0,126
"60QM000051",79,14,32,13,2,1,7,1,4,3,2,0,0,0,40
"60QM000052",84,8,34,21,2,0,6,1,6,4,2,0,0,0,0
"60QM000053",43,1,12,8,2,1,13,0,2,2,2,0,43,0,0
"60QM000054",66,6,25,21,1,1,1,2,4,3,2,66,0,66,0
"60QM000055",138,7,60,24,2,4,22,3,11,5,0,69,0,69,0
"60QM000056",97,13,38,5,4,1,18,2,6,7,3,24,48,0,24
"60QM000057",95,7,38,16,3,2,10,1,7,4,7,0,0,0,0
"60QM000058",51,5,25,9,0,0,5,2,1,2,2,0,0,0,0
"60QM000059",68,4,29,12,1,0,7,1,10,4,0,68,0,0,0
"60QM000060",65,7,15,3,2,0,16,0,4,11,7,0,65,0,32
"60QM000061",99,18,58,3,2,1,7,4,0,5,1,50,50,0,0
"60QM000062",95,18,47,7,3,0,10,1,3,4,2,32,32,32,32
"60QM000063",119,16,58,6,3,3,20,2,4,4,3,40,0,0,0
"60QM000064",128,14,53,7,2,1,39,0,5,5,2,0,64,0,0
"60QM000065",87,15,21,6,2,1,20,0,3,14,5,0,0,0,44
"60QM000066",93,8,28,2,3,3,22,2,3,14,8,31,0,0,62
"60QM000067",89,10,52,11,0,2,3,2,3,4,2,0,0,0,0
"60QM000068",95,12,32,4,2,2,26,0,6,10,1,0,48,0,95
"60QM000069",92,17,35,3,0,0,21,2,5,6,3,0,0,0,0
"60QM000070",77,8,38,3,1,1,10,1,4,9,2,77,0,0,0
"60QM000071",62,8,21,1,1,0,16,3,6,6,0,0,0,0,0
"60QM000072",65,4,24,1,1,0,19,0,5,7,4,0,65,0,0
"60QM000073",85,21,33,3,0,0,12,3,3,6,4,0,0,0,0
"60QM000074",86,14,35,0,2,0,6,3,9,13,4,0,0,0,43
"60QM000075",106,17,55,5,6,4,11,2,1,4,1,35,53,0,35
"60QM000076",67,7,35,7,1,2,5,3,2,3,2,0,0,0,67
"60QM000077",63,1,21,3,2,2,13,2,3,9,7,0,0,0,0
"60QM000078",145,17,81,10,1,9,7,4,11,3,2,0,0,0,145
"60QM000079",97,11,67,5,1,1,5,0,1,4,2,0,0,0,97
"60QM000080",121,15,72,4,2,4,12,0,0,6,6,60,0,0,0
"60QM000081",108,17,69,4,2,2,6,1,1,6,0,0,0,0,54
"60QM000082",107,17,67,4,1,2,7,2,2,3,2,0,0,0,107
"60QM000083",100,9,57,5,1,4,16,2,1,4,1,0,100,0,0
"60QM000084",133,22,71,15,0,3,6,3,6,4,3,0,0,0,0
"60QM000085",110,8,51,5,2,2,21,3,6,9,3,0,0,0,110
"60QM000086",148,29,89,6,1,4,1,4,6,4,4,0,0,0,0
"60QM000087",93,7,47,1,2,2,19,0,3,7,5,0,46,0,46
"60QM000088",47,7,19,0,1,1,8,2,3,3,3,0,0,0,0
"60QM000089",86,11,41,4,3,4,9,1,6,4,3,0,29,0,57
"60QM000090",115,18,40,3,6,1,24,1,8,10,4,19,19,0,77
"60QM000091",96,21,26,2,4,2,19,0,7,12,3,48,24,48,24
"60QM000092",124,16,66,7,0,1,25,2,3,2,2,0,0,0,0
"60QM000093",115,14,54,5,0,8,19,3,7,4,1,0,0,0,0
"60QM000094",146,29,71,10,2,0,21,5,2,4,2,0,73,0,73
"60QM000095",76,10,37,2,3,2,8,4,2,6,2,25,25,0,25
"60QM000096",54,7,20,3,2,2,11,2,3,1,3,27,27,0,0
"60QM000097",73,12,35,3,2,3,14,2,2,0,0,0,36,0,0
"60QM000098",64,14,30,1,2,1,9,3,1,0,3,32,32,0,32
"60QM000099",58,5,35,3,1,2,4,1,3,4,0,0,0,0,0
"60QM000100",83,15,40,11,2,8,6,0,1,0,0,42,0,0,0
"60QM000101",64,11,23,5,0,2,12,1,6,2,2,0,0,0,0
"60QM000102",77,12,27,8,1,3,15,1,2,2,6,0,77,0,0
"60QM000103",93,10,35,5,1,4,22,4,5,6,1,0,0,0,0
"60QM000104",91,9,39,17,0,4,12,2,6,1,1,0,0,0,0
"60QM000105",81,5,46,7,0,0,13,1,2,5,2,0,0,0,0
"60QM000106",71,4,52,3,1,0,3,0,2,5,1,0,71,0,0
"60QM000107",109,7,70,2,3,2,9,0,3,10,3,0,109,0,36
"60QM000108",54,6,22,7,3,0,11,0,0,2,3,0,18,0,36
"60QM000109",48,3,21,6,2,2,4,1,2,5,2,0,0,0,24
"60QM000110",43,3,26,6,1,0,3,1,2,0,1,43,0,0,0
"60QM000111",140,20,71,6,5,0,16,2,13,4,3,84,0,0,28
"60QM000112",74,15,29,3,1,3,14,0,3,3,3,74,0,74,0
"60QM000113",111,19,48,12,3,4,11,6,3,3,2,0,37,0,37
"60QM000114",68,8,37,5,1,1,7,2,1,6,0,68,0,0,0
"60QM000115",88,8,48,6,5,2,6,2,2,8,1,18,18,0,18
"60QM000116",59,7,25,6,2,3,12,0,2,1,1,0,0,0,0
"60QM000117",74,7,28,7,4,0,10,0,6,8,4,18,37,0,18
"60QM000118",76,9,53,1,0,2,5,0,1,2,3,0,0,0,0
"60QM000119",74,6,30,5,3,3,17,3,5,2,0,0,49,0,25
"60QM000120",64,6,28,2,2,0,12,3,4,6,1,0,0,32,32
"60QM000121",55,4,21,3,2,1,10,1,3,3,7,28,0,0,28
"60QM000122",89,10,41,7,3,0,15,2,3,6,2,30,30,0,0
"60QM000123",66,6,45,7,0,1,5,0,0,0,2,0,0,0,0
"60QM000124",63,9,20,5,1,0,22,1,1,1,3,0,0,0,0
"60QM000125",23,1,4,1,2,1,9,0,1,3,1,0,23,0,12
"60QM000126",51,2,19,4,2,0,17,2,1,2,2,26,26,0,0
"60QM000127",93,6,48,9,1,0,17,2,5,2,3,0,0,0,0
"60QM000128",106,6,31,3,1,3,21,2,8,25,6,106,0,0,0
"60QM000129",63,5,50,4,2,1,0,0,1,0,0,0,0,0,0
"60QM000130",81,11,41,9,1,1,10,1,6,0,1,0,0,0,0
"60QM000131",84,15,36,3,2,4,11,1,8,2,2,0,0,0,0
"60QM000132",30,4,11,2,1,0,7,0,3,1,1,0,30,0,0
"60QM000133",34,2,9,0,1,1,12,1,0,5,3,0,0,0,0
"60QM000134",91,11,34,2,2,1,16,1,8,12,4,46,46,0,91
"60QM000135",59,4,31,7,2,2,8,0,4,1,0,30,30,30,0
"60QM000136",91,7,34,6,3,1,23,1,3,7,6,30,30,0,61
"60QM000137",93,15,28,5,2,2,21,3,5,7,5,46,46,46,0
"60QM000138",92,15,43,4,1,2,9,2,4,8,4,0,92,0,0
"60QM000139",40,3,14,5,0,1,11,2,2,2,0,0,0,0,0
"60QM000140",54,2,19,1,1,1,13,3,2,9,3,0,0,0,0
"60QM000141",52,10,21,6,1,2,8,1,1,1,1,52,0,0,0
"60QM000142",99,13,23,2,1,5,3,49,2,1,0,0,99,0,0
"60QM000143",52,4,21,4,1,4,11,0,1,5,1,0,52,0,52
"60QM000144",68,8,35,9,0,1,9,0,2,1,3,0,0,0,0
"60QM000145",92,12,32,5,9,0,14,3,8,8,1,20,0,0,20
"60QM000146",70,7,23,1,7,1,13,1,4,9,4,30,0,10,20
"60QM000147",59,7,18,2,2,3,8,2,3,10,4,30,0,0,30
"60QM000148",68,5,33,2,1,0,16,0,4,4,3,68,0,68,0
"60QM000149",87,12,38,9,2,2,14,3,2,3,2,0,87,0,44
"60QM000150",50,3,25,0,2,0,8,1,1,7,3,0,25,0,25
"60QM000151",58,2,46,2,2,0,1,0,1,3,1,0,0,0,58
"60QM000152",109,20,44,5,5,2,14,3,4,8,4,22,22,0,0
"60QM000153",123,13,65,7,3,2,27,1,5,0,0,0,41,0,82
"60QM000154",98,12,33,9,3,0,21,0,8,9,3,65,33,33,0
"60QM000155",139,18,53,9,1,6,26,4,12,7,3,0,139,0,0
"60QM000156",66,16,20,5,3,0,15,0,1,2,4,0,22,0,44
"60QM000157",87,13,34,5,2,1,16,4,2,4,6,0,44,0,44
"60QM000158",77,12,33,3,3,0,14,1,4,6,1,26,51,0,26
"60QM000159",87,13,29,1,3,0,29,0,4,5,3,0,58,0,0
"60QM000160",65,7,21,2,4,2,16,0,3,8,2,0,49,0,16
"60QM000161",130,24,54,5,12,3,5,2,6,12,7,76,11,22,11
"60QM000162",152,20,56,12,5,3,19,5,13,18,1,30,30,30,91
"60QM000163",88,20,30,2,7,5,3,2,6,11,2,0,38,0,88
"60QM000164",95,18,36,5,5,3,2,6,7,10,3,57,0,0,57
"60QM000165",43,7,19,6,0,0,8,0,1,2,0,0,0,0,0
"60QM000166",81,11,34,7,0,3,18,2,3,3,0,0,0,0,0
"60QM000167",85,9,28,7,4,1,12,3,6,11,4,0,0,0,42
"60QM000168",99,10,38,6,3,2,18,0,4,12,6,0,33,0,0
"60QM000169",107,13,45,6,4,1,21,3,6,4,4,27,27,0,54
"60QM000170",62,4,27,6,1,0,17,1,1,1,4,0,0,0,0
"60QM000171",89,15,40,3,2,2,13,0,5,5,4,44,0,0,0
"60QM000172",71,9,37,3,2,4,8,0,5,2,1,0,0,0,0
"60QM000173",55,8,25,7,1,0,6,2,3,2,1,55,0,0,0
"60QM000174",140,19,56,13,1,2,25,6,2,8,8,140,0,0,0
"60QM000175",163,32,88,10,4,6,9,1,8,0,5,0,0,0,0
"60QM000176",59,7,33,2,2,0,3,1,1,7,3,0,30,0,59
"60QM000177",96,17,34,5,3,4,16,1,1,9,6,64,0,0,32
"60QM000178",62,4,15,7,1,2,9,2,11,7,4,0,0,0,62
"60QM000179",104,8,44,11,5,0,9,2,14,7,4,21,0,0,42
"60QM000180",83,13,34,2,1,1,13,2,7,8,2,83,0,0,0
"60QM000181",86,17,40,3,5,0,5,1,4,5,6,17,0,0,17
"60QM000182",83,11,38,1,3,1,18,1,3,4,3,0,0,0,28
"60QM000183",99,17,40,9,4,1,12,2,4,7,3,25,25,0,25
"60QM000184",75,15,29,6,3,0,8,0,4,6,4,25,0,0,0
"60QM000185",72,11,31,6,2,2,4,1,4,9,2,0,36,0,0
"60QM000186",93,13,39,3,4,1,12,0,3,12,6,23,0,0,0
"60QM000187",112,18,38,6,7,8,15,1,5,6,8,32,32,0,16
"60QM000188",75,9,32,0,6,5,2,1,9,6,5,13,0,25,25
"60QM000189",84,15,34,1,4,6,1,2,10,7,4,21,42,0,42
"60QM000190",76,16,24,1,3,8,7,3,7,6,1,0,25,0,0
"60QM000191",90,10,41,2,5,2,6,1,7,9,7,36,18,0,36
"60QM000192",81,14,36,1,3,0,7,3,7,7,3,0,27,0,27
"60QM000193",105,18,45,7,3,1,8,1,5,10,7,70,0,0,35
"60QM000194",101,14,34,4,8,1,6,2,11,16,5,63,13,13,50
"60QM000195",77,11,29,3,5,2,3,3,4,12,5,31,0,0,0
"60QM000196",62,8,16,1,1,0,8,2,13,12,1,0,0,0,0
"60QM000197",108,14,48,2,4,1,17,3,6,10,3,81,0,0,0
"60QM000198",83,11,24,3,3,3,9,3,6,13,8,28,0,28,0
"60QM000199",84,7,33,2,6,1,14,2,10,8,1,42,0,14,0
"60QM000200",72,16,22,3,3,1,11,2,4,4,6,0,0,0,0
"60QM000201",83,14,37,1,3,1,8,6,4,6,3,55,28,0,0
"60QM000202",86,15,28,5,3,3,18,1,7,4,2,57,29,29,0
"60QM000203",73,15,31,3,1,1,11,0,5,5,1,0,0,0,0
"60QM000204",112,8,63,11,3,2,12,6,2,3,2,0,75,0,0
"60QM000205",108,10,41,14,6,0,19,4,2,9,3,0,36,0,36
"60QM000206",105,13,48,5,1,3,21,0,4,9,1,0,0,0,0
"60QM000207",83,2,43,7,3,0,14,3,1,8,2,0,28,0,28
"60QM000208",71,9,30,3,1,0,17,0,4,4,3,0,71,0,0
"60QM000209",104,14,56,9,1,4,11,3,5,0,1,0,0,0,0
"60QM000210",171,25,92,18,2,2,10,6,14,1,1,86,86,0,0
"60QM000211",96,13,30,17,1,7,14,3,6,2,3,0,96,0,0
"60QM000212",129,13,54,8,4,2,19,2,14,7,6,64,0,64,32
"60QM000213",102,17,55,5,8,2,7,2,2,2,2,26,0,0,26
"60QM000214",123,10,54,6,3,1,27,1,6,14,1,41,0,0,41
"60QM000215",102,10,27,6,2,2,32,2,4,8,9,0,0,0,0
"60QM000216",119,14,58,15,3,5,10,3,4,5,2,0,0,0,40
"60QM000217",113,18,60,7,0,1,16,3,4,4,0,0,0,0,0
"60QM000218",111,13,53,5,2,3,17,2,9,4,3,111,0,56,56
"60QM000219",108,18,58,6,3,1,4,2,7,9,0,72,0,0,0
"60QM000220",132,16,65,16,2,3,20,1,4,4,1,66,0,0,0
"60QM000221",111,18,64,3,1,3,8,1,3,6,4,0,0,0,0
"60QM000222",84,8,41,6,2,1,15,1,2,3,5,0,0,0,84
"60QM000223",126,9,39,18,1,0,37,6,11,2,3,0,0,0,0
"60QM000224",72,10,18,8,1,0,24,2,8,0,1,0,0,0,72
"60QM000225",63,10,20,11,1,0,13,1,5,1,1,63,0,0,0
"60QM000226",124,18,41,9,5,0,11,1,15,13,11,25,0,50,0
"60QM000227",99,9,46,5,4,0,10,1,6,11,7,74,0,0,0
"60QM000228",118,18,38,6,6,1,15,1,13,12,8,20,0,0,0
"60QM000229",74,10,31,5,2,0,14,1,4,4,3,37,0,0,0
"60QM000230",125,16,50,2,3,1,18,4,9,17,5,83,0,0,0
"60QM000231",116,16,39,6,5,5,12,5,7,16,5,23,0,46,46
"60QM000232",82,12,20,5,0,0,27,0,8,4,6,0,0,0,0
"60QM000233",94,15,36,3,3,1,18,4,1,8,5,31,31,0,63
"60QM000234",89,17,33,6,3,4,19,0,0,4,3,30,0,0,30
"60QM000235",81,14,30,6,2,1,11,2,5,7,3,0,40,0,81
"60QM000236",140,10,68,11,4,2,22,2,6,10,5,35,35,35,35
"60QM000237",101,13,50,7,3,0,12,2,6,4,4,0,34,0,101
"60QM000238",73,8,14,9,1,1,34,0,1,3,2,0,0,0,0
"60QM000239",94,8,51,7,2,2,9,0,6,7,2,47,47,0,47
"60QM000240",125,16,64,10,5,6,14,3,4,3,0,25,0,0,25
"60QM000241",116,7,49,12,6,3,21,3,7,4,4,39,19,0,39
"60QM000242",85,12,38,11,2,4,11,3,1,3,0,0,0,0,0
"60QM000243",55,6,17,3,2,2,14,1,3,3,4,55,0,28,0
"60QM000244",92,12,55,7,2,0,6,1,3,5,1,46,0,0,0
"60QM000245",130,17,50,16,4,4,18,2,6,7,6,65,32,0,0
"60QM000246",62,1,37,5,0,0,10,1,4,2,2,0,0,0,0
"60QM000247",39,6,17,1,1,2,6,0,2,3,1,39,0,0,39
"60QM000248",122,14,52,6,11,5,11,2,13,4,4,44,0,0,44
"60QM000249",93,7,42,3,3,1,4,2,16,9,6,31,62,0,31
"60QM000250",134,20,55,5,10,4,5,7,10,13,5,40,40,0,27
"60QM000251",106,18,34,2,6,5,10,5,7,14,5,35,18,35,35
"60QM000252",117,12,30,2,14,0,16,0,17,14,12,42,17,0,75
"60QM000253",93,8,30,3,7,1,6,1,19,7,11,27,0,0,13
"60QM000254",58,5,18,4,4,1,14,0,1,8,3,29,0,29,0
"60QM000255",72,8,32,2,6,0,12,0,4,4,4,24,0,12,12
"60QM000256",98,18,42,5,9,0,11,2,4,4,3,22,44,11,0
"60QM000257",88,12,46,2,5,0,7,1,3,10,2,18,0,0,35
"60QM000258",68,8,35,1,6,1,3,1,5,5,3,11,11,0,23
"60QM000259",84,15,37,4,3,3,11,0,2,8,1,28,0,0,0
"60QM000260",69,10,41,2,3,0,5,1,0,3,4,0,46,0,46
"60QM000261",91,13,46,1,3,2,10,1,1,8,6,30,30,0,0
"60QM000262",85,17,35,2,1,0,12,2,1,12,3,0,85,0,0
"60QM000263",126,16,52,5,0,4,19,0,7,15,8,0,0,0,0
"60QM000264",104,10,47,2,3,0,24,0,5,9,4,35,0,0,35
"60QM000265",53,3,23,2,3,0,11,0,2,7,2,0,18,0,35
"60QM000266",54,8,30,2,1,0,7,1,1,3,1,0,0,0,0
"60QM000267",55,3,15,4,1,1,19,0,1,10,1,0,0,0,0
"60QM000268",72,18,25,1,3,0,14,0,5,4,2,24,24,0,24
"60QM000269",103,15,51,4,4,1,18,1,4,4,1,0,0,0,103
"60QM000270",81,12,26,5,6,1,20,0,5,3,3,54,0,40,14
"60QM000271",58,6,19,2,0,0,13,1,7,6,4,0,0,0,0
"60QM000272",70,7,34,1,2,1,13,0,5,6,1,0,35,0,35
"60QM000273",51,8,22,3,0,0,9,1,3,2,3,0,0,0,0
"60QM000274",94,18,33,9,2,1,11,3,4,8,5,47,0,0,0
"60QM000275",64,7,29,5,1,0,6,3,3,9,1,64,0,64,0
"60QM000276",96,13,56,4,0,0,11,2,2,3,5,0,0,0,0
"60QM000277",114,18,51,3,1,3,25,1,4,7,1,0,0,0,114
"60QM000278",76,10,22,3,5,1,19,1,2,7,6,0,46,0,30
"60QM000279",76,14,25,6,3,1,14,3,3,3,4,0,0,0,0
"60QM000280",65,9,21,2,1,0,19,0,4,5,4,65,0,65,0
"60QM000281",85,8,40,1,2,1,15,2,2,11,3,42,42,0,42
"60QM000282",102,13,41,9,3,2,17,3,5,8,1,34,0,34,0
"60QM000283",108,20,56,5,2,6,10,1,3,3,2,54,0,0,54
"60QM000284",124,11,81,7,5,3,5,3,3,4,2,50,25,0,0
"60QM000285",117,21,74,5,1,4,6,2,2,1,1,0,0,0,0
"60QM000286",95,12,56,2,4,1,9,2,4,4,1,48,0,24,24
"60QM000287",92,8,60,9,1,5,2,4,1,1,1,0,0,0,0
"60QM000288",80,13,24,6,2,1,19,0,1,8,6,0,0,40,40
"60QM000289",88,8,30,2,1,1,25,2,1,13,5,88,0,0,0
"60QM000290",116,21,54,7,2,4,18,1,1,8,0,0,58,0,0
"60QM000291",102,14,67,6,1,3,5,0,5,0,1,0,0,102,0
"60QM000292",82,9,46,3,1,1,7,3,6,5,1,0,0,0,0
"60QM000293",96,17,43,8,2,2,13,2,4,1,4,96,0,0,0
"60QM000294",82,9,27,1,6,0,10,1,2,22,4,0,41,14,27
"60QM000295",92,12,57,6,3,0,6,2,5,0,1,31,0,0,0
"60QM000296",83,12,41,2,0,2,15,0,4,4,3,0,0,0,0
"60QM000297",112,17,50,5,2,5,20,4,5,3,1,0,112,0,0
"60QM000298",75,9,29,5,3,3,16,1,4,2,3,0,0,0,0
"60QM000299",102,11,46,5,5,0,18,2,5,9,1,41,20,41,41
"60QM000300",73,7,37,6,4,0,10,1,2,1,5,18,0,0,18
"60QM000301",79,10,41,0,3,0,16,2,2,3,2,79,0,26,0
"60QM000302",69,10,30,1,1,0,17,2,3,2,3,0,0,0,0
"60QM000303",60,7,18,2,0,1,25,1,3,2,1,0,0,0,0
"60QM000304",77,13,27,5,3,1,17,2,2,6,1,0,26,0,26
"60QM000305",91,12,32,5,2,2,21,1,6,5,5,0,0,0,0
"60QM000306",114,14,49,5,2,2,16,2,6,11,7,57,0,57,57
"60QM000307",58,8,17,6,4,1,6,1,5,8,2,14,14,0,0
"60QM000308",108,10,45,3,3,1,23,1,5,12,5,36,72,0,36
"60QM000309",73,7,17,3,0,1,29,2,0,11,3,0,0,0,0
"60QM000310",79,19,24,3,5,3,11,1,5,4,4,32,16,0,16
"60QM000311",136,13,48,7,2,2,19,5,16,19,5,68,0,68,68
"60QM000312",85,11,31,4,3,2,18,2,3,6,5,28,0,28,28
"60QM000313",111,13,47,3,5,1,14,2,8,10,8,111,0,44,44
"60QM000314",97,10,37,7,2,2,9,3,8,10,9,48,0,0,48
"60QM000315",125,24,45,2,7,3,9,5,11,11,8,54,0,18,36
"60QM000316",94,9,28,2,10,2,8,3,10,15,7,47,0,28,28
"60QM000317",82,7,31,1,2,0,24,4,5,3,5,0,0,0,82
"60QM000318",95,12,38,4,0,0,15,3,6,13,4,0,0,0,0
"60QM000319",87,8,37,7,2,1,20,2,2,5,3,0,0,0,44
"60QM000320",112,15,49,5,4,3,15,2,4,8,7,56,0,0,0
"60QM000321",79,11,35,4,7,0,6,2,5,8,1,45,0,11,11
"60QM000322",68,9,32,5,3,1,4,1,7,5,1,23,0,0,0
"60QM000323",82,10,28,5,5,0,11,2,8,7,6,16,0,33,33
"60QM000324",81,5,37,3,2,2,7,1,6,15,3,40,0,0,0
"60QM000325",91,5,43,5,5,1,14,1,3,12,2,0,0,0,18
"60QM000326",102,7,44,5,3,2,7,1,10,17,6,68,0,0,0
"60QM000327",68,2,23,4,3,2,21,0,3,6,4,0,23,0,23
"60QM000328",61,2,26,1,0,2,21,1,4,3,1,0,0,0,0
"60QM000329",65,8,27,1,5,1,11,1,3,6,2,0,13,26,13
"60QM000330",49,4,23,0,1,0,12,2,1,6,0,49,0,0,49
"60QM000331",56,2,13,4,2,0,21,0,1,9,4,0,0,0,0
"60QM000332",31,0,5,0,3,0,16,0,2,4,1,21,0,0,10
"60QM000333",58,6,20,1,4,2,10,2,1,7,5,29,0,0,0
"60QM000334",84,13,35,8,0,0,11,4,6,6,1,0,0,0,0
"60QM000335",85,8,26,12,1,1,24,2,2,5,4,85,0,85,0
"60QM000336",56,4,8,1,1,0,26,1,5,10,0,0,0,0,56
"60QM000337",73,15,28,7,1,1,8,1,5,6,1,0,0,0,0
"60QM000338",102,18,43,3,0,2,11,3,4,12,6,0,0,0,0
"60QM000339",95,4,37,9,3,0,19,5,8,5,5,63,0,0,32
"60QM000340",79,13,32,4,2,2,14,1,3,4,4,0,0,0,0
"60QM000341",74,17,29,3,1,0,7,3,3,6,5,74,0,74,0
"60QM000342",100,14,34,4,5,2,13,2,10,12,4,40,20,60,0
"60QM000343",53,8,16,0,2,2,8,0,5,7,5,26,0,0,26
"60QM000344",87,18,27,7,3,1,11,2,4,11,3,29,29,29,0
"60QM000345",96,18,39,3,6,1,6,2,7,11,3,48,0,16,32
"60QM000346",75,10,26,5,8,1,9,1,4,7,4,0,9,0,38
"60QM000347",65,8,27,0,3,1,11,1,0,10,4,22,0,22,0
"60QM000348",91,12,34,4,3,4,2,0,16,7,9,61,0,30,0
"60QM000349",85,18,28,6,3,2,9,2,8,7,2,28,0,28,0
"60QM000350",82,9,34,3,4,2,18,0,4,7,1,82,0,0,0
"60QM000351",89,14,29,3,7,2,15,1,4,7,7,38,0,0,25
"60QM000352",101,9,46,1,4,1,19,2,3,13,3,25,0,0,0
"60QM000353",76,6,31,3,0,1,18,0,2,11,4,0,0,0,0
"60QM000354",77,10,31,0,0,1,15,2,6,10,2,0,0,0,0
"60QM000355",72,13,23,1,3,1,18,0,1,7,5,0,24,0,24
"60QM000356",86,10,30,5,4,1,20,0,3,9,4,0,43,0,64
"60QM000357",88,12,35,2,4,0,9,6,11,6,3,0,22,0,44
"60QM000358",104,16,45,12,2,3,13,6,5,1,1,52,52,0,0
"60QM000359",106,15,57,8,1,3,12,3,4,1,2,106,0,0,0
"60QM000360",38,3,10,3,1,0,9,1,2,6,3,38,0,0,0
"60QM000361",49,6,18,1,0,1,10,1,1,9,2,0,0,0,0
"60QM000362",47,9,17,5,0,0,13,1,1,1,0,0,0,0,0
"60QM000363",87,12,36,9,0,0,17,4,2,6,1,0,0,0,0
"60QM000364",103,14,54,12,1,3,5,2,3,6,3,103,0,0,0
"60QM000365",61,8,31,1,2,1,16,0,1,1,0,0,0,0,30
"60QM000366",114,17,34,11,3,1,22,3,7,11,5,38,0,0,0
"60QM000367",84,15,33,10,2,4,10,1,2,4,3,42,42,0,42
"60QM000368",81,11,42,6,2,0,13,0,4,2,1,40,0,40,0
"60QM000369",41,2,10,2,0,0,15,1,1,9,1,0,0,0,0
"60QM000370",96,17,55,4,3,3,3,5,4,2,0,0,32,0,32
"60QM000371",75,8,42,1,3,0,13,1,0,6,1,25,0,0,0
"60QM000372",84,16,30,3,3,1,20,2,2,4,3,28,0,0,0
"60QM000373",69,7,26,4,0,0,17,1,6,7,1,0,0,0,0
"60QM000374",84,11,21,4,1,1,29,2,2,6,7,0,84,0,0
"60QM000375",72,11,29,3,2,2,15,1,3,2,4,36,36,0,0
"60QM000376",80,13,38,5,3,2,8,0,2,0,9,53,0,0,0
"60QM000377",17,2,2,0,0,0,10,0,1,2,0,0,0,0,0
"60QM000378",39,6,12,5,1,0,6,0,1,2,6,0,0,0,0
"60QM000379",51,5,18,7,6,2,3,1,3,3,3,34,9,17,9
"60QM000380",94,7,37,13,8,0,12,4,3,4,6,59,0,0,0
"60QM000381",95,20,32,4,2,3,17,4,5,6,2,48,0,0,48
"60QM000382",70,8,28,8,1,5,6,3,3,5,3,70,0,0,0
"60QM000383",90,15,35,9,2,5,8,4,7,4,1,0,45,0,0
"60QM000384",93,17,46,8,0,4,8,1,3,5,1,0,0,0,0
"60QM000385",141,25,45,1,8,0,25,6,15,12,4,35,35,0,53
"60QM000386",125,21,56,9,4,3,17,2,5,8,0,0,0,0,31
"60QM000387",72,5,24,6,1,4,14,1,8,7,2,0,72,0,72
"60QM000388",103,15,50,5,3,5,11,2,5,4,3,69,0,0,34
"60QM000389",72,15,18,3,3,1,14,2,4,11,1,48,0,0,0
"60QM000390",53,5,20,6,2,0,9,0,3,6,2,26,0,0,26
"60QM000391",108,16,50,6,4,1,4,0,4,18,5,27,0,0,27
"60QM000392",157,27,67,12,4,3,20,2,9,11,2,39,39,0,78
"60QM000393",35,2,17,3,0,2,5,1,2,0,3,0,0,0,0
"60QM000394",150,24,79,6,2,9,13,4,6,3,4,75,75,0,0
"60QM000395",60,10,24,4,2,0,7,3,5,4,1,30,0,0,0
"60QM000396",134,17,71,12,0,2,14,6,6,6,0,0,0,0,0
"60QM000397",82,9,33,10,2,1,12,2,5,5,3,41,0,41,0
"60QM000398",100,14,42,6,0,4,22,3,4,4,1,0,0,0,0
