"output_area","ALL PEOPLE","Number White Scottish","Number Other White British","Number White Irish","Number Other White","Number Indian","Number Pakistani","Number Bangladeshi","Number Other South Asian","Number Chinese","Number Caribbean","Number African","Number Black Scottish or Other Black","Number Any Mixed Background","Number Other Ethnic Group","Number of people aged 3 and over, who understand, speak, read or write Gaelic and who were born in Scotland","Number of people aged 3 and over, who understand, speak, read or write Gaelic and who were not born in Scotland"
"60QS000577",164,153,NA,8,3,0,0,0,0,0,0,0,0,0,0,6,2
"60QS000578",122,117,3,1,0,0,0,0,0,1,0,0,0,0,0,4,0
"60QS000579",90,82,1,6,0,0,0,0,0,0,0,0,0,0,1,6,0
"60QS000580",86,83,NA,3,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000581",81,75,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000582",104,103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000583",109,103,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0
"60QS000584",83,81,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000585",122,118,NA,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000586",83,79,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000587",148,141,3,2,0,0,0,0,0,0,0,0,1,1,0,2,0
"60QS000588",57,53,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000589",85,80,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"60QS000590",112,106,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000591",114,113,NA,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000592",72,63,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"60QS000593",127,120,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000594",118,110,5,0,2,0,0,0,0,0,0,0,0,1,0,4,0
"60QS000595",129,126,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000596",72,71,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000597",76,72,NA,1,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000598",140,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000599",153,145,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2
"60QS000600",104,95,3,1,5,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000601",80,75,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000602",93,80,NA,0,4,0,8,0,1,0,0,0,0,0,0,1,0
"60QS000603",112,111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000604",107,101,4,0,1,0,0,0,0,0,0,0,0,1,0,4,0
"60QS000605",103,95,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000606",134,126,3,2,0,0,0,0,0,1,0,1,0,1,0,4,0
"60QS000607",89,80,5,0,2,2,0,0,0,0,0,0,0,0,0,2,0
"60QS000608",79,75,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000609",118,110,1,0,5,0,0,0,1,0,0,0,0,0,1,1,0
"60QS000610",105,94,2,0,0,0,0,0,1,0,0,2,0,4,2,0,0
"60QS000611",136,125,NA,3,1,1,1,0,2,0,0,0,1,2,0,0,0
"60QS000612",131,120,3,5,3,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000613",76,73,NA,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000614",69,67,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000615",72,69,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000616",129,122,3,1,0,0,0,0,0,0,0,0,0,3,0,3,0
"60QS000617",74,73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000618",85,84,NA,1,0,0,0,0,0,0,0,0,0,0,0,4,1
"60QS000619",121,111,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"60QS000620",98,92,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000621",109,102,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000622",129,114,8,3,2,0,0,0,0,1,0,0,0,0,1,3,0
"60QS000623",137,123,2,2,2,8,0,0,0,0,0,0,0,0,0,3,0
"60QS000624",97,86,5,3,0,2,0,0,0,1,0,0,0,0,0,1,0
"60QS000625",165,152,5,1,6,0,1,0,0,0,0,0,0,0,0,2,0
"60QS000626",130,118,4,6,2,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000627",135,129,3,0,1,0,0,0,0,0,0,2,0,0,0,2,0
"60QS000628",92,89,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"60QS000629",128,122,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000630",102,99,NA,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000631",92,88,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000632",79,75,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000633",170,160,3,3,1,0,0,0,0,0,0,1,0,2,0,8,1
"60QS000634",160,151,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000635",150,136,6,1,0,0,0,0,0,2,0,5,0,0,0,0,0
"60QS000636",87,86,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000637",81,77,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"60QS000638",142,137,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
"60QS000639",120,111,2,5,2,0,0,0,0,0,0,0,0,0,0,3,2
"60QS000640",160,152,4,3,1,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000641",154,145,2,4,3,0,0,0,0,0,0,0,0,0,0,8,0
"60QS000642",151,138,5,1,6,0,0,0,0,0,0,0,0,1,0,3,0
"60QS000643",93,84,3,2,2,0,0,0,0,0,0,1,0,1,0,3,0
"60QS000644",103,99,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000645",118,113,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0
"60QS000646",160,157,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000647",116,109,NA,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000648",90,87,NA,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000649",104,101,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
"60QS000650",133,128,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000651",93,90,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000652",105,101,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"60QS000653",199,186,5,6,2,0,0,0,0,0,0,0,0,0,0,3,2
"60QS000654",166,158,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000655",186,180,1,1,1,0,0,0,0,0,0,0,0,0,3,7,0
"60QS000656",325,308,7,4,6,0,0,0,0,0,0,0,0,0,0,59,28
"60QS000657",119,102,3,14,0,0,0,0,0,0,0,0,0,0,0,1,1
"60QS000658",91,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000659",90,82,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000660",60,47,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000661",93,84,NA,8,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000662",168,158,1,5,1,0,0,0,0,0,2,0,0,1,0,3,0
"60QS000663",93,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000664",91,83,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"60QS000665",94,92,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000666",99,96,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"60QS000667",100,97,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000668",101,96,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000669",110,106,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000670",80,77,NA,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000671",97,94,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000672",79,72,NA,2,5,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000673",56,56,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"60QS000674",50,42,NA,6,2,0,0,0,0,0,0,0,0,0,0,0,1
"60QS000675",112,106,2,1,0,3,0,0,0,0,0,0,0,0,0,2,1
"60QS000676",132,122,5,4,0,0,0,0,0,0,0,0,1,0,0,4,0
"60QS000677",138,130,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0
"60QS000678",123,114,3,2,3,1,0,0,0,0,0,0,0,0,0,2,1
"60QS000679",115,108,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0
"60QS000680",103,99,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"60QS000681",120,109,2,4,1,0,0,0,0,0,0,0,0,3,1,0,0
"60QS000682",128,120,3,2,2,0,1,0,0,0,0,0,0,0,0,2,0
"60QS000683",133,127,NA,4,1,1,0,0,0,0,0,0,0,0,0,5,0
"60QS000684",100,90,4,0,3,0,0,0,0,0,0,0,0,3,0,5,0
"60QS000685",114,102,4,5,1,0,0,0,0,0,0,0,0,0,2,1,1
"60QS000686",134,122,2,1,1,0,5,0,2,0,0,0,0,1,0,4,1
"60QS000687",95,79,10,3,0,0,2,0,0,0,0,0,0,1,0,4,0
"60QS000688",127,109,5,4,2,0,6,0,0,0,0,1,0,0,0,0,0
"60QS000689",86,80,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0
"60QS000690",126,112,6,1,1,0,3,0,0,0,0,2,0,1,0,2,0
"60QS000691",180,136,7,1,12,1,4,0,10,3,0,0,0,5,1,1,4
"60QS000692",96,63,NA,1,11,1,6,0,8,0,0,0,0,2,4,2,4
"60QS000693",107,103,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000694",165,145,1,0,2,0,1,0,6,0,0,1,0,5,4,0,2
"60QS000695",111,90,2,2,1,0,0,0,7,0,0,0,0,4,5,0,1
"60QS000696",176,166,4,2,0,0,0,0,0,0,0,0,1,3,0,1,0
"60QS000697",92,86,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000698",130,120,5,1,2,0,0,0,0,0,0,0,0,1,1,1,0
"60QS000699",121,99,2,1,5,0,14,0,0,0,0,0,0,0,0,6,0
"60QS000700",100,99,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000701",89,86,NA,3,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000702",75,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000703",86,84,NA,1,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000704",119,112,6,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"60QS000705",167,159,6,2,0,0,0,0,0,0,0,0,0,0,0,3,1
"60QS000706",70,63,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000707",70,63,NA,1,6,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000708",167,147,11,4,5,0,0,0,0,0,0,0,0,0,0,5,1
"60QS000709",93,84,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000710",223,185,21,3,5,1,5,0,1,0,0,0,0,2,0,4,1
"60QS000711",135,114,17,2,0,0,0,1,0,0,0,0,0,1,0,1,0
"60QS000712",159,137,9,1,8,3,1,0,0,0,0,0,0,0,0,1,0
"60QS000713",113,92,6,11,4,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000714",115,102,4,6,3,0,0,0,0,0,0,0,0,0,0,2,1
"60QS000715",132,116,3,2,11,0,0,0,0,0,0,0,0,0,0,1,1
"60QS000716",151,130,8,5,2,1,0,0,1,1,0,0,1,2,0,0,0
"60QS000717",143,123,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000718",115,92,4,8,6,0,5,0,0,0,0,0,0,0,0,1,1
"60QS000719",117,108,5,0,3,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000720",141,133,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000721",181,158,6,5,3,2,7,0,0,0,0,0,0,0,0,5,0
"60QS000722",168,147,4,1,1,7,5,0,0,3,0,0,0,0,0,3,0
"60QS000723",191,160,19,4,4,3,0,0,0,0,0,1,0,0,0,3,0
"60QS000724",111,98,3,3,1,0,1,0,0,0,0,0,0,4,1,3,0
"60QS000725",94,83,8,0,1,0,0,0,0,0,0,0,0,1,1,3,0
"60QS000726",116,94,3,5,0,5,5,0,0,4,0,0,0,0,0,4,1
"60QS000727",155,125,24,1,5,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000728",126,108,6,0,2,0,10,0,0,0,0,0,0,0,0,1,0
"60QS000729",148,124,8,1,0,7,2,0,0,6,0,0,0,0,0,4,0
"60QS000730",162,144,9,3,3,2,0,0,0,1,0,0,0,0,0,2,0
"60QS000731",128,117,6,2,0,1,1,0,0,0,0,0,0,1,0,3,0
"60QS000732",147,119,6,6,2,6,8,0,0,0,0,0,0,0,0,11,0
"60QS000733",170,139,9,1,6,11,0,0,0,1,0,0,0,3,0,4,0
"60QS000734",86,82,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000735",99,87,4,1,0,0,6,0,0,0,0,1,0,0,0,0,0
"60QS000736",80,74,4,0,1,0,0,0,0,0,1,0,0,0,0,3,0
"60QS000737",91,85,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000738",84,77,1,2,4,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000739",88,77,1,2,1,3,0,2,2,0,0,0,0,0,0,2,0
"60QS000740",107,102,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000741",56,54,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"60QS000742",98,85,NA,0,0,7,2,0,3,0,0,0,0,0,1,1,0
"60QS000743",93,86,2,1,1,0,3,0,0,0,0,0,0,0,0,4,0
"60QS000744",155,138,9,0,5,0,0,0,1,0,0,0,0,2,0,3,0
"60QS000745",114,107,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0
"60QS000746",69,67,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000747",65,64,NA,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000748",70,66,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0
"60QS000749",115,113,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000750",124,113,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"60QS000751",113,109,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0
"60QS000752",93,79,7,0,6,0,0,0,0,0,0,1,0,0,0,5,0
"60QS000753",133,116,10,1,3,0,0,0,0,0,1,0,0,0,2,4,0
"60QS000754",71,66,1,2,1,0,0,0,0,0,1,0,0,0,0,5,0
"60QS000755",60,55,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0
"60QS000756",66,61,1,2,2,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000757",94,88,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"60QS000758",160,150,4,0,2,0,4,0,0,0,0,0,0,0,0,7,4
"60QS000759",140,133,2,1,1,0,3,0,0,0,0,0,0,0,0,4,0
"60QS000760",111,106,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000761",123,112,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0
"60QS000762",71,64,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1
"60QS000763",93,85,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000764",105,99,3,1,1,0,1,0,0,0,0,0,0,0,0,3,1
"60QS000765",102,95,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000766",126,109,3,0,1,0,8,0,0,1,0,0,1,3,0,2,0
"60QS000767",124,113,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0
"60QS000768",53,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000769",90,83,5,0,0,0,1,0,1,0,0,0,0,0,0,14,0
"60QS000770",213,209,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000771",92,84,5,1,0,0,0,0,0,1,0,0,0,0,1,3,0
"60QS000772",65,62,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000773",82,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000774",82,75,2,1,0,1,0,0,0,3,0,0,0,0,0,1,0
"60QS000775",124,112,7,4,0,0,1,0,0,0,0,0,0,0,0,2,0
"60QS000776",132,123,1,1,0,0,5,0,0,1,0,0,1,0,0,2,0
"60QS000777",133,125,1,1,1,1,1,0,0,0,0,0,0,3,0,1,0
"60QS000778",63,63,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000779",190,181,6,2,1,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000780",152,146,1,3,1,0,0,0,0,0,0,0,0,1,0,2,0
"60QS000781",99,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000782",131,121,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0
"60QS000783",151,147,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000784",136,130,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000785",119,119,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"60QS000786",104,97,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0
"60QS000787",154,151,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"60QS000788",134,125,3,1,2,3,0,0,0,0,0,0,0,0,0,10,0
"60QS000789",131,121,2,4,1,2,0,0,0,1,0,0,0,0,0,0,0
"60QS000790",134,111,6,5,0,6,6,0,0,0,0,0,0,0,0,7,0
"60QS000791",66,63,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"60QS000792",138,127,3,2,0,0,5,0,0,0,0,0,0,0,1,1,0
"60QS000793",94,92,NA,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000794",127,120,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"60QS000795",118,107,3,1,2,0,0,0,0,0,0,0,0,1,4,1,1
"60QS000796",107,100,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0
"60QS000797",101,91,3,4,2,1,0,0,0,0,0,0,0,0,0,1,0
"60QS000798",80,78,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000799",71,63,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000800",114,109,NA,4,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000801",105,96,5,0,1,0,0,0,0,0,0,1,0,2,0,1,0
"60QS000802",105,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000803",123,110,2,2,3,0,0,1,4,0,0,0,0,1,0,0,0
"60QS000804",126,113,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000805",104,95,NA,0,0,8,0,0,1,0,0,0,0,0,0,0,0
"60QS000806",114,104,2,1,0,4,0,0,3,0,0,0,0,0,0,0,0
"60QS000807",141,134,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000808",78,78,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000809",89,83,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000810",97,94,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000811",154,146,2,3,3,0,0,0,0,0,0,0,0,0,0,5,1
"60QS000812",92,91,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000813",89,78,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000814",118,108,5,1,0,0,0,0,0,0,0,0,0,3,1,0,1
"60QS000815",165,151,8,3,2,1,0,0,0,0,0,0,0,0,0,5,0
"60QS000816",93,85,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000817",70,68,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000818",92,70,1,3,1,0,0,0,1,1,0,0,0,1,14,0,1
"60QS000819",112,112,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000820",119,115,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000821",142,136,NA,2,4,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000822",189,187,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"60QS000823",195,186,1,3,1,0,0,0,0,1,0,0,0,3,0,2,0
"60QS000824",189,185,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QS000825",156,149,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0
"60QS000826",91,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000827",113,111,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QS000828",97,93,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"60QS000829",115,113,NA,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000830",93,84,6,1,0,1,0,0,0,0,0,0,0,1,0,2,0
"60QS000831",114,109,1,3,0,0,0,0,0,0,1,0,0,0,0,1,2
"60QS000832",159,154,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000833",162,154,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000834",220,211,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000835",75,70,NA,2,3,0,0,0,0,0,0,0,0,0,0,1,2
"60QS000836",112,105,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0
"60QS000837",152,148,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000838",146,139,4,1,1,0,0,0,0,0,0,0,0,1,0,3,0
"60QS000839",178,169,3,5,1,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000840",182,173,3,3,1,0,0,0,0,0,0,0,0,2,0,3,0
"60QS000841",63,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000842",166,158,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0
"60QS000843",113,110,NA,0,0,0,0,0,0,0,0,2,0,1,0,3,0
"60QS000844",158,147,3,1,3,0,1,0,2,0,0,0,0,0,1,3,0
"60QS000845",100,95,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0
"60QS000846",157,154,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000847",188,181,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000848",118,114,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0
"60QS000849",151,150,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000850",130,129,NA,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000851",159,154,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000852",82,77,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1
"60QS000853",106,99,3,3,0,0,0,0,0,0,0,0,0,1,0,3,1
"60QS000854",104,101,NA,1,1,0,0,0,0,0,0,0,0,0,1,3,1
"60QS000855",101,100,NA,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QS000856",195,182,3,2,7,0,0,0,0,0,0,1,0,0,0,1,0
"60QS000857",72,70,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000858",97,96,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000859",62,62,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000860",182,179,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"60QS000861",76,76,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000862",209,204,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0
"60QS000863",131,120,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000864",62,55,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000865",64,64,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000866",103,103,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000867",115,111,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"60QS000868",139,126,2,7,0,0,0,0,0,0,0,0,0,4,0,0,0
"60QS000869",126,112,6,2,3,0,0,0,0,1,0,0,2,0,0,0,0
"60QS000870",74,70,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"60QS000871",128,125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000872",166,164,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"60QS000873",61,59,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000874",101,99,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"60QS000875",76,65,4,2,1,0,2,0,0,2,0,0,0,0,0,6,1
"60QS000876",58,38,9,1,2,1,6,0,0,0,0,1,0,0,0,1,1
"60QS000877",111,83,15,2,7,0,0,0,1,0,0,2,0,0,1,6,0
"60QS000878",128,61,17,2,22,1,22,0,0,0,0,2,0,0,1,1,0
"60QS000879",84,36,12,2,12,0,15,0,2,3,0,1,0,1,0,2,1
"60QS000880",168,106,36,4,8,1,0,0,1,1,0,0,1,4,6,3,0
"60QS000881",80,55,8,1,10,0,0,0,0,2,0,0,0,2,2,3,0
"60QS000882",82,68,NA,3,4,2,0,0,0,5,0,0,0,0,0,0,0
"60QS000883",134,91,32,1,8,0,1,0,0,0,0,0,0,1,0,2,2
"60QS000884",141,113,21,0,1,0,5,0,0,0,0,0,0,1,0,4,0
"60QS000885",52,40,6,2,4,0,0,0,0,0,0,0,0,0,0,1,0
"60QS000886",109,73,9,3,5,4,15,0,0,0,0,0,0,0,0,0,0
"60QS000887",72,50,2,1,6,0,4,0,0,1,4,1,0,1,2,2,0
"60QS000888",75,57,3,3,4,0,8,0,0,0,0,0,0,0,0,1,0
"60QS000889",104,81,8,2,3,4,0,0,4,1,0,0,0,1,0,1,0
"60QS000890",76,68,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QS000891",56,51,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"60QS000892",76,63,5,0,1,1,0,0,0,6,0,0,0,0,0,2,0
"60QS000893",83,67,5,0,2,0,7,0,0,0,0,1,0,1,0,3,0
"60QS000894",60,45,2,1,6,1,5,0,0,0,0,0,0,0,0,1,0
"60QS000895",104,89,NA,4,2,0,6,0,0,0,0,0,0,3,0,1,0
"60QS000896",68,57,2,1,2,4,1,0,1,0,0,0,0,0,0,2,0
"60QS000897",108,65,13,8,12,0,4,0,1,5,0,0,0,0,0,4,1
"60QS000898",75,62,6,1,4,0,1,0,0,0,0,1,0,0,0,4,0
"60QS000899",65,53,NA,1,0,5,5,0,1,0,0,0,0,0,0,0,1
"60QS000900",94,74,7,4,5,0,2,0,0,0,0,0,0,1,1,0,0
"60QS000901",94,82,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0
"60QS000902",125,76,23,3,5,4,4,0,0,5,1,0,0,0,4,3,0
"60QS000903",85,65,14,3,2,0,0,0,0,1,0,0,0,0,0,0,1
"60QS000904",74,54,10,4,4,0,0,0,0,1,0,0,0,1,0,1,1
"60QS000905",91,64,10,5,7,0,0,0,3,0,0,2,0,0,0,6,1
"60QS000906",128,86,18,4,11,0,1,0,1,1,0,4,0,2,0,3,3
"60QS000907",176,138,21,3,6,0,0,0,0,0,0,1,2,5,0,5,2
"60QS000908",210,127,33,3,24,16,0,0,0,0,0,1,0,5,1,4,1
"60QS000909",133,98,11,6,2,3,4,0,0,8,0,0,1,0,0,3,1
"60QS000910",107,70,13,3,8,4,0,0,0,6,1,2,0,0,0,9,0
"60QS000911",100,67,14,1,3,0,8,0,0,5,0,0,0,1,1,2,0
