"dz_2001","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01006503","West Lothian",2001,691,76,12,13
"S01006504","West Lothian",2001,1038,192,12,38
"S01006505","West Lothian",2001,974,152,15,33
"S01000001","Aberdeen City",2011,872,138,37,49
"S01000002","Aberdeen City",2011,678,43,11,43
"S01000003","Aberdeen City",2011,788,46,23,25
"S01000004","Aberdeen City",2011,612,55,6,24
"S01000005","Aberdeen City",2011,643,82,14,41
"S01000006","Aberdeen City",2011,644,61,10,23
"S01000007","Aberdeen City",2011,751,96,12,45
"S01000008","Aberdeen City",2011,580,52,3,34
"S01000009","Aberdeen City",2011,681,34,12,13
"S01000010","Aberdeen City",2011,514,32,6,21
"S01000011","Aberdeen City",2011,1043,141,96,126
"S01000012","Aberdeen City",2011,1528,94,49,118
"S01000013","Aberdeen City",2011,836,67,23,44
"S01000014","Aberdeen City",2011,881,78,26,21
"S01000015","Aberdeen City",2011,669,44,20,25
"S01000016","Aberdeen City",2011,540,99,59,53
"S01000017","Aberdeen City",2011,848,47,16,26
"S01000018","Aberdeen City",2011,520,36,5,22
"S01000019","Aberdeen City",2011,648,83,16,47
"S01000020","Aberdeen City",2011,914,160,81,98
"S01000021","Aberdeen City",2011,861,48,15,34
"S01000022","Aberdeen City",2011,627,137,25,57
"S01000023","Aberdeen City",2011,762,126,28,85
"S01000024","Aberdeen City",2011,519,100,18,53
"S01000025","Aberdeen City",2011,865,155,46,121
"S01000026","Aberdeen City",2011,849,37,40,29
"S01000027","Aberdeen City",2011,798,81,33,107
"S01000028","Aberdeen City",2011,919,50,35,38
"S01000029","Aberdeen City",2011,729,122,51,153
"S01000030","Aberdeen City",2011,449,9,7,16
"S01000031","Aberdeen City",2011,941,150,43,82
"S01000032","Aberdeen City",2011,1063,47,35,23
"S01000033","Aberdeen City",2011,802,36,27,27
"S01000034","Aberdeen City",2011,1238,245,68,126
"S01000035","Aberdeen City",2011,1034,66,74,154
"S01000036","Aberdeen City",2011,683,34,33,48
"S01000037","Aberdeen City",2011,765,54,51,38
"S01000038","Aberdeen City",2011,678,28,20,29
"S01000039","Aberdeen City",2011,902,61,45,60
"S01000040","Aberdeen City",2011,934,42,21,30
"S01000041","Aberdeen City",2011,831,67,22,51
"S01000042","Aberdeen City",2011,755,42,8,73
"S01000043","Aberdeen City",2011,896,68,46,138
"S01000044","Aberdeen City",2011,959,48,88,46
"S01000045","Aberdeen City",2011,569,51,8,27
"S01000046","Aberdeen City",2011,754,69,21,40
"S01000047","Aberdeen City",2011,807,78,48,83
"S01000048","Aberdeen City",2011,960,98,32,89
"S01000049","Aberdeen City",2011,747,80,22,40
"S01000050","Aberdeen City",2011,744,70,25,58
"S01000051","Aberdeen City",2011,797,51,4,43
"S01000052","Aberdeen City",2011,627,18,31,7
"S01000053","Aberdeen City",2011,1100,111,52,94
"S01000054","Aberdeen City",2011,801,70,22,39
"S01000055","Aberdeen City",2011,803,46,112,40
"S01000056","Aberdeen City",2011,1014,172,48,81
"S01000057","Aberdeen City",2011,699,37,69,29
"S01000058","Aberdeen City",2011,712,72,32,53
"S01000059","Aberdeen City",2011,957,133,73,92
"S01000060","Aberdeen City",2011,634,31,104,18
"S01000061","Aberdeen City",2011,1001,109,40,105
"S01000062","Aberdeen City",2011,1038,117,62,123
"S01000063","Aberdeen City",2011,910,100,35,74
"S01000064","Aberdeen City",2011,623,35,66,34
"S01000065","Aberdeen City",2011,1002,78,62,90
"S01000066","Aberdeen City",2011,959,71,165,54
"S01000067","Aberdeen City",2011,1065,100,37,123
"S01000068","Aberdeen City",2011,879,102,37,110
"S01000069","Aberdeen City",2011,718,29,74,29
"S01000070","Aberdeen City",2011,658,36,80,28
"S01000071","Aberdeen City",2011,812,49,146,28
"S01000072","Aberdeen City",2011,907,80,28,77
"S01000073","Aberdeen City",2011,630,48,8,25
"S01000074","Aberdeen City",2011,870,41,126,23
"S01000075","Aberdeen City",2011,539,50,29,53
"S01000076","Aberdeen City",2011,721,56,15,26
"S01000077","Aberdeen City",2011,951,127,62,83
"S01000078","Aberdeen City",2011,1097,78,310,134
"S01000079","Aberdeen City",2011,1448,209,106,218
"S01000080","Aberdeen City",2011,1015,122,81,113
"S01000081","Aberdeen City",2011,889,85,45,61
"S01000082","Aberdeen City",2011,933,64,72,38
"S01000083","Aberdeen City",2011,774,94,64,91
"S01000084","Aberdeen City",2011,859,64,213,62
"S01000085","Aberdeen City",2011,520,72,40,68
"S01000086","Aberdeen City",2011,725,115,77,97
"S01000087","Aberdeen City",2011,1071,145,43,174
"S01000088","Aberdeen City",2011,934,125,45,156
"S01000089","Aberdeen City",2011,947,95,24,50
"S01000090","Aberdeen City",2011,769,113,77,98
"S01000091","Aberdeen City",2011,1096,127,117,146
"S01000092","Aberdeen City",2011,906,100,106,173
"S01000093","Aberdeen City",2011,735,88,75,116
"S01000094","Aberdeen City",2011,712,95,72,118
"S01000095","Aberdeen City",2011,717,100,43,110
"S01000096","Aberdeen City",2011,690,40,42,49
"S01000097","Aberdeen City",2011,1001,137,71,123
"S01000098","Aberdeen City",2011,1240,128,178,221
"S01000099","Aberdeen City",2011,811,82,31,63
"S01000100","Aberdeen City",2011,871,91,83,200
"S01000101","Aberdeen City",2011,888,146,42,90
"S01000102","Aberdeen City",2011,795,77,70,109
"S01000103","Aberdeen City",2011,628,100,70,91
"S01000104","Aberdeen City",2011,905,122,68,83
"S01000105","Aberdeen City",2011,870,71,31,72
"S01000106","Aberdeen City",2011,724,116,54,65
"S01000107","Aberdeen City",2011,1269,121,209,241
"S01000108","Aberdeen City",2011,753,96,91,81
"S01000109","Aberdeen City",2011,1019,128,116,140
"S01000110","Aberdeen City",2011,846,54,4,69
"S01000111","Aberdeen City",2011,791,94,54,125
"S01000112","Aberdeen City",2011,983,96,91,126
"S01000113","Aberdeen City",2011,607,62,67,64
"S01000114","Aberdeen City",2011,814,49,42,127
"S01000115","Aberdeen City",2011,838,50,26,50
"S01000116","Aberdeen City",2011,923,101,112,147
"S01000117","Aberdeen City",2011,1033,124,38,93
"S01000118","Aberdeen City",2011,712,64,20,59
"S01000119","Aberdeen City",2011,835,97,82,103
"S01000120","Aberdeen City",2011,566,77,67,90
"S01000121","Aberdeen City",2011,718,68,18,50
"S01000122","Aberdeen City",2011,701,37,29,48
"S01000123","Aberdeen City",2011,673,75,34,64
"S01000124","Aberdeen City",2011,988,111,147,160
"S01000125","Aberdeen City",2011,648,47,53,64
"S01000126","Aberdeen City",2011,945,128,113,99
"S01000127","Aberdeen City",2011,766,90,30,54
"S01000128","Aberdeen City",2011,1804,184,316,287
"S01000129","Aberdeen City",2011,1005,236,150,190
"S01000130","Aberdeen City",2011,1557,230,132,266
"S01000131","Aberdeen City",2011,622,86,38,59
"S01000132","Aberdeen City",2011,757,102,66,109
"S01000133","Aberdeen City",2011,878,47,24,39
"S01000134","Aberdeen City",2011,728,30,9,37
"S01000135","Aberdeen City",2011,687,49,83,62
"S01000136","Aberdeen City",2011,675,28,19,70
"S01000137","Aberdeen City",2011,967,86,110,142
"S01000138","Aberdeen City",2011,1373,236,171,237
"S01000139","Aberdeen City",2011,790,37,19,73
"S01000140","Aberdeen City",2011,853,49,10,23
"S01000141","Aberdeen City",2011,826,101,35,127
"S01000142","Aberdeen City",2011,685,39,21,48
"S01000143","Aberdeen City",2011,618,48,13,67
"S01000144","Aberdeen City",2011,730,129,74,96
"S01000145","Aberdeen City",2011,815,50,9,23
"S01000146","Aberdeen City",2011,1537,177,178,270
"S01000147","Aberdeen City",2011,1042,118,97,165
"S01000148","Aberdeen City",2011,605,25,25,18
"S01000149","Aberdeen City",2011,1180,152,135,202
"S01000150","Aberdeen City",2011,619,31,11,40
"S01000151","Aberdeen City",2011,865,23,23,35
"S01000152","Aberdeen City",2011,1288,148,119,177
"S01000153","Aberdeen City",2011,963,124,85,131
"S01000154","Aberdeen City",2011,524,21,7,18
"S01000155","Aberdeen City",2011,739,23,25,20
"S01000156","Aberdeen City",2011,1031,129,192,161
"S01000157","Aberdeen City",2011,691,23,35,75
"S01000158","Aberdeen City",2011,926,49,60,89
"S01000159","Aberdeen City",2011,976,65,17,126
"S01000160","Aberdeen City",2011,761,33,13,23
"S01000161","Aberdeen City",2011,915,166,81,112
"S01000162","Aberdeen City",2011,830,70,71,72
"S01000163","Aberdeen City",2011,1057,35,31,34
"S01000164","Aberdeen City",2011,929,147,72,123
"S01000165","Aberdeen City",2011,914,63,62,92
"S01000166","Aberdeen City",2011,1274,183,180,195
"S01000167","Aberdeen City",2011,701,31,17,22
"S01000168","Aberdeen City",2011,975,41,19,41
"S01000169","Aberdeen City",2011,712,19,13,71
"S01000170","Aberdeen City",2011,1133,155,142,182
"S01000171","Aberdeen City",2011,1079,108,18,114
"S01000172","Aberdeen City",2011,471,32,21,59
"S01000173","Aberdeen City",2011,849,35,37,109
"S01000174","Aberdeen City",2011,900,98,19,108
"S01000175","Aberdeen City",2011,536,67,43,96
"S01000176","Aberdeen City",2011,762,88,78,122
"S01000177","Aberdeen City",2011,559,50,51,66
"S01000178","Aberdeen City",2011,774,36,31,49
"S01000179","Aberdeen City",2011,877,51,159,74
"S01000180","Aberdeen City",2011,663,29,20,23
"S01000181","Aberdeen City",2011,606,32,18,32
"S01000182","Aberdeen City",2011,916,44,18,34
"S01000183","Aberdeen City",2011,1362,167,234,262
"S01000184","Aberdeen City",2011,742,81,33,68
"S01000185","Aberdeen City",2011,887,67,123,111
"S01000186","Aberdeen City",2011,950,63,36,26
"S01000187","Aberdeen City",2011,627,27,31,44
"S01000188","Aberdeen City",2011,1219,159,192,257
"S01000189","Aberdeen City",2011,623,29,28,29
"S01000190","Aberdeen City",2011,835,36,22,32
"S01000191","Aberdeen City",2011,1223,137,82,144
"S01000192","Aberdeen City",2011,810,89,105,80
"S01000193","Aberdeen City",2011,727,29,29,20
"S01000194","Aberdeen City",2011,872,72,184,87
"S01000195","Aberdeen City",2011,723,54,112,71
"S01000196","Aberdeen City",2011,1005,52,65,44
"S01000197","Aberdeen City",2011,587,21,14,40
"S01000198","Aberdeen City",2011,831,41,64,58
"S01000199","Aberdeen City",2011,853,54,241,71
"S01000200","Aberdeen City",2011,833,48,39,69
"S01000201","Aberdeen City",2011,622,39,28,57
"S01000202","Aberdeen City",2011,1015,83,92,121
"S01000203","Aberdeen City",2011,712,38,224,74
"S01000204","Aberdeen City",2011,577,24,15,13
"S01000205","Aberdeen City",2011,973,107,156,171
"S01000206","Aberdeen City",2011,704,49,26,50
"S01000207","Aberdeen City",2011,928,46,159,65
"S01000208","Aberdeen City",2011,1015,31,200,26
"S01000209","Aberdeen City",2011,1391,70,323,50
"S01000210","Aberdeen City",2011,684,49,126,63
"S01000211","Aberdeen City",2011,747,45,132,79
"S01000212","Aberdeen City",2011,754,35,52,45
"S01000213","Aberdeen City",2011,740,53,60,48
"S01000214","Aberdeen City",2011,460,16,11,15
"S01000215","Aberdeen City",2011,1058,124,43,78
"S01000215","Aberdeenshire",2011,102,6,0,0
"S01000216","Aberdeen City",2011,654,48,40,31
"S01000217","Aberdeen City",2011,810,53,210,39
"S01000218","Aberdeen City",2011,666,36,14,14
"S01000219","Aberdeen City",2011,851,50,263,52
"S01000220","Aberdeen City",2011,2648,441,626,436
"S01000221","Aberdeen City",2011,840,67,41,32
"S01000222","Aberdeen City",2011,737,45,25,11
"S01000223","Aberdeen City",2011,607,37,37,30
"S01000224","Aberdeen City",2011,846,43,9,19
"S01000225","Aberdeen City",2011,576,42,10,22
"S01000226","Aberdeen City",2011,608,66,30,39
"S01000227","Aberdeen City",2011,1334,106,33,108
"S01000228","Aberdeen City",2011,829,72,38,45
"S01000229","Aberdeen City",2011,822,39,32,17
"S01000230","Aberdeen City",2011,618,38,21,23
"S01000231","Aberdeen City",2011,694,45,5,26
"S01000232","Aberdeen City",2011,615,33,10,30
"S01000233","Aberdeen City",2011,496,28,23,19
"S01000234","Aberdeen City",2011,697,42,12,12
"S01000235","Aberdeen City",2011,837,49,18,30
"S01000236","Aberdeen City",2011,672,42,18,28
"S01000237","Aberdeen City",2011,816,51,19,21
"S01000238","Aberdeen City",2011,493,34,4,27
"S01000239","Aberdeen City",2011,691,39,17,29
"S01000240","Aberdeen City",2011,634,37,9,10
"S01000241","Aberdeen City",2011,599,50,6,27
"S01000242","Aberdeen City",2011,744,58,17,79
"S01000243","Aberdeen City",2011,649,29,6,16
"S01000244","Aberdeen City",2011,1139,66,44,22
"S01000245","Aberdeen City",2011,959,74,12,39
"S01000246","Aberdeen City",2011,689,45,14,23
"S01000247","Aberdeen City",2011,655,48,10,19
"S01000248","Aberdeen City",2011,741,42,10,37
"S01000249","Aberdeen City",2011,650,54,13,39
"S01000250","Aberdeen City",2011,832,59,8,64
"S01000251","Aberdeen City",2011,465,38,7,43
"S01000252","Aberdeen City",2011,790,62,23,45
"S01000253","Aberdeen City",2011,651,39,9,44
"S01000254","Aberdeen City",2011,832,61,13,69
"S01000255","Aberdeen City",2011,586,41,11,21
"S01000256","Aberdeen City",2011,805,57,16,35
"S01000257","Aberdeen City",2011,917,56,16,60
"S01000258","Aberdeen City",2011,608,55,5,25
"S01000259","Aberdeen City",2011,611,57,16,31
"S01000260","Aberdeen City",2011,865,62,17,82
"S01000261","Aberdeen City",2011,900,86,19,20
"S01000262","Aberdeen City",2011,913,73,17,23
"S01000263","Aberdeen City",2011,820,64,15,55
"S01000264","Aberdeen City",2011,909,61,27,55
"S01000265","Aberdeen City",2011,712,33,12,35
"S01000266","Aberdeen City",2011,1248,96,27,63
"S01000267","Aberdeen City",2011,720,48,12,25
"S01000268","Aberdeenshire",2011,816,133,19,18
"S01000269","Aberdeenshire",2011,628,116,17,15
"S01000270","Aberdeenshire",2011,1031,159,24,19
"S01000271","Aberdeenshire",2011,877,212,20,19
"S01000272","Aberdeenshire",2011,1122,132,66,43
"S01000273","Aberdeenshire",2011,620,101,21,27
"S01000274","Aberdeenshire",2011,678,98,13,19
"S01000275","Aberdeenshire",2011,1435,142,27,29
"S01000276","Aberdeenshire",2011,786,144,16,18
"S01000277","Aberdeenshire",2011,723,100,7,16
"S01000278","Aberdeenshire",2011,577,61,19,8
"S01000279","Aberdeenshire",2011,956,164,17,27
"S01000280","Aberdeenshire",2011,761,114,30,20
"S01000281","Aberdeenshire",2011,675,100,26,20
"S01000282","Aberdeenshire",2011,750,113,15,29
"S01000283","Aberdeenshire",2011,1090,221,21,43
"S01000284","Aberdeenshire",2011,1266,220,21,50
"S01000285","Aberdeenshire",2011,719,120,6,18
"S01000286","Aberdeenshire",2011,916,128,33,28
"S01000287","Aberdeenshire",2011,732,131,16,29
"S01000288","Aberdeenshire",2011,807,76,17,19
"S01000289","Aberdeenshire",2011,888,103,23,19
"S01000290","Aberdeenshire",2011,822,66,25,13
"S01000291","Aberdeenshire",2011,951,124,11,19
"S01000292","Aberdeenshire",2011,1029,142,19,32
"S01000293","Aberdeenshire",2011,843,125,37,25
"S01000294","Aberdeenshire",2011,648,77,12,19
"S01000295","Aberdeenshire",2011,538,77,6,17
"S01000296","Aberdeenshire",2011,969,169,23,45
"S01000297","Aberdeenshire",2011,729,94,11,9
"S01000298","Aberdeenshire",2011,1131,128,33,42
"S01000299","Aberdeenshire",2011,1019,308,34,56
"S01000300","Aberdeenshire",2011,759,139,12,27
"S01000301","Aberdeenshire",2011,554,113,39,23
"S01000302","Aberdeenshire",2011,630,125,15,21
"S01000303","Aberdeenshire",2011,584,144,23,19
"S01000304","Aberdeenshire",2011,829,109,7,14
"S01000305","Aberdeenshire",2011,1040,118,16,26
"S01000306","Aberdeenshire",2011,790,168,16,41
"S01000307","Aberdeenshire",2011,922,130,19,38
"S01000308","Aberdeenshire",2011,1218,179,40,55
"S01000309","Aberdeenshire",2011,1203,283,63,38
"S01000310","Aberdeenshire",2011,946,93,9,26
"S01000311","Aberdeenshire",2011,938,221,70,49
"S01000312","Aberdeenshire",2011,539,90,24,21
"S01000313","Aberdeenshire",2011,681,132,18,37
"S01000314","Aberdeenshire",2011,551,44,6,24
"S01000315","Aberdeenshire",2011,667,162,19,40
"S01000316","Aberdeenshire",2011,901,168,15,30
"S01000317","Aberdeenshire",2011,542,70,27,13
"S01000318","Aberdeenshire",2011,549,152,23,17
"S01000319","Aberdeenshire",2011,712,54,9,20
"S01000320","Aberdeenshire",2011,671,52,10,23
"S01000321","Aberdeenshire",2011,595,78,5,23
"S01000322","Aberdeenshire",2011,996,240,30,51
"S01000323","Aberdeenshire",2011,879,122,18,20
"S01000324","Aberdeenshire",2011,835,71,6,27
"S01000325","Aberdeenshire",2011,1291,229,42,70
"S01000326","Aberdeenshire",2011,805,77,6,27
"S01000327","Aberdeenshire",2011,811,51,7,24
"S01000328","Aberdeenshire",2011,534,64,15,16
"S01000329","Aberdeenshire",2011,836,71,17,30
"S01000330","Aberdeenshire",2011,1322,279,31,43
"S01000331","Aberdeenshire",2011,560,95,12,21
"S01000332","Aberdeenshire",2011,745,170,21,44
"S01000333","Aberdeenshire",2011,948,185,56,69
"S01000334","Aberdeenshire",2011,903,149,17,23
"S01000335","Aberdeenshire",2011,792,109,15,40
"S01000336","Aberdeenshire",2011,1440,161,70,100
"S01000337","Aberdeenshire",2011,841,213,21,40
"S01000338","Aberdeenshire",2011,495,98,11,25
"S01000339","Aberdeenshire",2011,1236,258,29,39
"S01000340","Aberdeenshire",2011,1058,138,36,41
"S01000341","Aberdeenshire",2011,1009,223,25,26
"S01000342","Aberdeenshire",2011,478,55,18,9
"S01000343","Aberdeenshire",2011,584,106,18,25
"S01000344","Aberdeenshire",2011,992,198,13,20
"S01000345","Aberdeenshire",2011,626,56,12,35
"S01000346","Aberdeenshire",2011,643,55,4,19
"S01000347","Aberdeenshire",2011,1606,154,37,111
"S01000348","Aberdeenshire",2011,730,63,17,47
"S01000349","Aberdeenshire",2011,537,44,14,41
"S01000350","Aberdeenshire",2011,1082,102,20,66
"S01000351","Aberdeenshire",2011,939,107,21,63
"S01000352","Aberdeenshire",2011,699,64,14,25
"S01000353","Aberdeenshire",2011,508,58,6,27
"S01000354","Aberdeenshire",2011,1576,215,35,88
"S01000355","Aberdeenshire",2011,615,74,4,30
"S01000356","Aberdeenshire",2011,642,106,17,44
"S01000357","Aberdeenshire",2011,580,66,8,22
"S01000358","Aberdeenshire",2011,889,117,5,41
"S01000359","Aberdeenshire",2011,836,117,19,71
"S01000360","Aberdeenshire",2011,536,144,6,14
"S01000361","Aberdeenshire",2011,678,108,15,20
"S01000362","Aberdeenshire",2011,971,107,52,40
"S01000363","Aberdeenshire",2011,1178,204,27,32
"S01000364","Aberdeenshire",2011,955,212,20,30
"S01000365","Aberdeenshire",2011,2070,247,47,126
"S01000366","Aberdeenshire",2011,2125,220,43,59
"S01000367","Aberdeenshire",2011,845,107,16,31
"S01000368","Aberdeenshire",2011,1286,213,24,26
"S01000369","Aberdeenshire",2011,938,107,16,25
"S01000370","Aberdeenshire",2011,1511,134,38,85
"S01000371","Aberdeenshire",2011,927,132,4,15
"S01000372","Aberdeenshire",2011,951,136,21,29
"S01000373","Aberdeenshire",2011,667,103,19,16
"S01000374","Aberdeenshire",2011,647,72,8,12
"S01000375","Aberdeenshire",2011,612,62,10,11
"S01000376","Aberdeenshire",2011,826,82,17,25
"S01000377","Aberdeenshire",2011,852,150,31,38
"S01000378","Aberdeenshire",2011,543,40,3,2
"S01000379","Aberdeenshire",2011,655,89,9,23
"S01000380","Aberdeenshire",2011,957,135,12,36
"S01000381","Aberdeenshire",2011,1621,179,35,63
"S01000382","Aberdeenshire",2011,733,168,12,32
"S01000383","Aberdeenshire",2011,1166,109,26,37
"S01000384","Aberdeenshire",2011,706,173,10,27
"S01000385","Aberdeenshire",2011,622,73,9,14
"S01000386","Aberdeenshire",2011,1260,149,35,48
"S01000387","Aberdeenshire",2011,871,83,16,23
"S01000388","Aberdeenshire",2011,1083,152,17,45
"S01000389","Aberdeenshire",2011,861,84,11,38
"S01000390","Aberdeenshire",2011,822,63,23,9
"S01000391","Aberdeenshire",2011,726,53,45,14
"S01000392","Aberdeenshire",2011,800,77,19,24
"S01000393","Aberdeenshire",2011,891,93,22,13
"S01000394","Aberdeenshire",2011,693,56,22,16
"S01000395","Aberdeenshire",2011,800,162,9,17
"S01000396","Aberdeenshire",2011,843,61,11,11
"S01000397","Aberdeenshire",2011,938,87,13,18
"S01000398","Aberdeenshire",2011,2417,290,74,89
"S01000399","Aberdeenshire",2011,598,50,64,24
"S01000400","Aberdeenshire",2011,803,67,65,10
"S01000401","Aberdeenshire",2011,904,205,16,13
"S01000402","Aberdeenshire",2011,751,62,13,21
"S01000403","Aberdeenshire",2011,787,66,38,24
"S01000404","Aberdeenshire",2011,708,61,17,10
"S01000405","Aberdeenshire",2011,522,89,4,5
"S01000406","Aberdeenshire",2011,534,44,24,10
"S01000407","Aberdeenshire",2011,595,44,18,7
"S01000408","Aberdeenshire",2011,609,65,14,13
"S01000409","Aberdeenshire",2011,579,38,14,14
"S01000410","Aberdeenshire",2011,748,166,33,39
"S01000411","Aberdeenshire",2011,702,112,24,26
"S01000412","Aberdeenshire",2011,798,103,15,19
"S01000413","Aberdeenshire",2011,871,140,19,19
"S01000414","Aberdeenshire",2011,694,120,17,28
"S01000415","Aberdeenshire",2011,927,135,15,18
"S01000416","Aberdeenshire",2011,910,91,20,25
"S01000417","Aberdeenshire",2011,1008,105,9,23
"S01000418","Aberdeenshire",2011,718,201,19,15
"S01000419","Aberdeenshire",2011,1523,228,51,57
"S01000420","Aberdeenshire",2011,1339,187,34,52
"S01000421","Aberdeenshire",2011,786,159,26,29
"S01000422","Aberdeenshire",2011,947,146,8,25
"S01000423","Aberdeenshire",2011,1026,193,13,34
"S01000424","Aberdeenshire",2011,743,107,19,8
"S01000425","Aberdeenshire",2011,842,129,12,14
"S01000426","Aberdeenshire",2011,826,128,12,19
"S01000427","Aberdeenshire",2011,743,89,23,22
"S01000428","Aberdeenshire",2011,666,111,6,9
"S01000429","Aberdeenshire",2011,871,90,20,17
"S01000430","Aberdeenshire",2011,501,49,7,14
"S01000431","Aberdeenshire",2011,722,66,11,14
"S01000432","Aberdeenshire",2011,881,127,12,23
"S01000433","Aberdeenshire",2011,510,33,7,6
"S01000434","Aberdeenshire",2011,602,60,10,6
"S01000435","Aberdeenshire",2011,514,32,7,4
"S01000436","Aberdeenshire",2011,629,63,5,9
"S01000437","Aberdeenshire",2011,947,86,32,14
"S01000438","Aberdeenshire",2011,594,62,10,17
"S01000439","Aberdeenshire",2011,823,133,13,18
"S01000440","Aberdeenshire",2011,1091,196,28,35
"S01000441","Aberdeenshire",2011,900,221,24,29
"S01000442","Aberdeenshire",2011,843,138,22,31
"S01000443","Aberdeenshire",2011,608,143,12,17
"S01000444","Aberdeenshire",2011,2534,381,31,94
"S01000445","Aberdeenshire",2011,1201,184,23,27
"S01000446","Aberdeenshire",2011,951,221,18,26
"S01000447","Aberdeenshire",2011,782,79,16,13
"S01000448","Aberdeenshire",2011,859,148,13,21
"S01000449","Aberdeenshire",2011,740,104,10,11
"S01000450","Aberdeenshire",2011,553,106,7,7
"S01000451","Aberdeenshire",2011,855,212,18,15
"S01000452","Aberdeenshire",2011,573,107,8,12
"S01000453","Aberdeenshire",2011,584,133,10,9
"S01000454","Aberdeenshire",2011,443,61,7,10
"S01000455","Aberdeenshire",2011,846,152,22,14
"S01000456","Aberdeenshire",2011,1132,226,28,18
"S01000457","Aberdeenshire",2011,819,80,13,20
"S01000458","Aberdeenshire",2011,930,223,14,19
"S01000459","Aberdeenshire",2011,1013,126,34,19
"S01000460","Aberdeenshire",2011,707,43,11,9
"S01000461","Aberdeenshire",2011,865,90,17,20
"S01000462","Aberdeenshire",2011,1034,72,28,16
"S01000463","Aberdeenshire",2011,733,82,26,23
"S01000464","Aberdeenshire",2011,848,246,11,36
"S01000465","Aberdeenshire",2011,665,166,18,21
"S01000466","Aberdeenshire",2011,880,200,29,22
"S01000467","Aberdeenshire",2011,614,83,9,7
"S01000468","Aberdeenshire",2011,535,116,4,20
"S01000469","Aberdeenshire",2011,641,40,7,2
"S01000470","Aberdeenshire",2011,1064,85,14,10
"S01000471","Aberdeenshire",2011,837,114,11,17
"S01000472","Aberdeenshire",2011,759,64,32,14
"S01000473","Aberdeenshire",2011,661,55,15,17
"S01000474","Aberdeenshire",2011,625,133,26,10
"S01000475","Aberdeenshire",2011,727,39,32,11
"S01000476","Aberdeenshire",2011,627,124,25,17
"S01000477","Aberdeenshire",2011,674,34,9,10
"S01000478","Aberdeenshire",2011,790,59,30,19
"S01000479","Aberdeenshire",2011,847,44,34,10
"S01000480","Aberdeenshire",2011,670,74,7,15
"S01000481","Aberdeenshire",2011,2138,173,44,61
"S01000482","Aberdeenshire",2011,896,80,181,23
"S01000483","Aberdeenshire",2011,983,74,60,11
"S01000484","Aberdeenshire",2011,805,63,125,19
"S01000485","Aberdeenshire",2011,987,45,34,16
"S01000486","Aberdeenshire",2011,1132,110,251,51
"S01000487","Aberdeenshire",2011,621,36,37,12
"S01000488","Aberdeenshire",2011,624,47,15,2
"S01000489","Aberdeenshire",2011,937,92,109,19
"S01000490","Aberdeenshire",2011,540,43,28,10
"S01000491","Aberdeenshire",2011,539,31,82,4
"S01000492","Aberdeenshire",2011,951,88,103,28
"S01000493","Aberdeenshire",2011,641,97,24,11
"S01000494","Aberdeenshire",2011,551,35,81,3
"S01000495","Aberdeenshire",2011,903,67,21,17
"S01000496","Aberdeenshire",2011,529,61,13,8
"S01000497","Aberdeenshire",2011,768,70,12,6
"S01000498","Aberdeenshire",2011,520,45,6,13
"S01000499","Aberdeenshire",2011,1020,108,10,22
"S01000500","Aberdeenshire",2011,604,65,15,2
"S01000501","Aberdeenshire",2011,577,43,4,3
"S01000502","Aberdeenshire",2011,638,136,11,19
"S01000503","Aberdeenshire",2011,494,127,2,5
"S01000504","Aberdeenshire",2011,770,81,71,10
"S01000505","Aberdeenshire",2011,727,99,10,10
"S01000506","Aberdeenshire",2011,1024,165,24,27
"S01000507","Aberdeenshire",2011,995,76,35,19
"S01000508","Aberdeenshire",2011,889,247,15,17
"S01000509","Aberdeenshire",2011,1045,78,59,15
"S01000510","Aberdeenshire",2011,665,40,59,14
"S01000511","Aberdeenshire",2011,573,90,5,4
"S01000512","Aberdeenshire",2011,990,89,36,10
"S01000513","Aberdeenshire",2011,881,158,38,15
"S01000514","Aberdeenshire",2011,941,117,18,16
"S01000515","Aberdeenshire",2011,551,117,7,9
"S01000516","Aberdeenshire",2011,883,94,10,10
"S01000517","Aberdeenshire",2011,737,148,6,15
"S01000518","Aberdeenshire",2011,963,81,14,12
"S01000519","Aberdeenshire",2011,515,105,9,8
"S01000520","Aberdeenshire",2011,1129,259,19,21
"S01000521","Aberdeenshire",2011,945,112,21,16
"S01000522","Aberdeenshire",2011,665,171,5,11
"S01000523","Aberdeenshire",2011,851,95,12,16
"S01000524","Aberdeenshire",2011,706,128,10,7
"S01000525","Aberdeenshire",2011,1047,292,8,18
"S01000526","Aberdeenshire",2011,1000,215,32,23
"S01000527","Aberdeenshire",2011,685,83,13,17
"S01000528","Aberdeenshire",2011,946,185,22,24
"S01000529","Aberdeenshire",2011,805,261,14,18
"S01000530","Aberdeenshire",2011,486,79,18,8
"S01000531","Aberdeenshire",2011,574,151,10,10
"S01000532","Aberdeenshire",2011,788,84,66,10
"S01000533","Aberdeenshire",2011,715,73,13,7
"S01000534","Aberdeenshire",2011,760,59,33,12
"S01000535","Aberdeenshire",2011,1020,56,32,7
"S01000536","Aberdeenshire",2011,494,134,10,8
"S01000537","Aberdeenshire",2011,1056,115,13,11
"S01000538","Aberdeenshire",2011,740,58,14,10
"S01000539","Aberdeenshire",2011,990,149,78,21
"S01000540","Aberdeenshire",2011,727,68,10,12
