dz_2001,la_name,year,total,white,pakistani,chinese,other
S01000001,Aberdeen City,2011,872,844,0,1,27
S01000002,Aberdeen City,2011,678,635,0,8,35
S01000003,Aberdeen City,2011,788,755,3,0,30
S01000004,Aberdeen City,2011,612,582,0,11,19
S01000005,Aberdeen City,2011,643,610,1,1,31
S01000006,Aberdeen City,2011,644,628,0,1,15
S01000007,Aberdeen City,2011,751,726,0,3,22
S01000008,Aberdeen City,2011,580,549,11,1,19
S01000009,Aberdeen City,2011,681,674,0,0,7
S01000010,Aberdeen City,2011,514,495,0,0,19
S01000011,Aberdeen City,2011,1043,979,0,3,61
S01000012,Aberdeen City,2011,1528,1418,6,18,86
S01000013,Aberdeen City,2011,836,807,16,5,8
S01000014,Aberdeen City,2011,881,874,0,2,5
S01000015,Aberdeen City,2011,669,633,0,0,36
S01000016,Aberdeen City,2011,540,502,4,3,31
S01000017,Aberdeen City,2011,848,825,2,5,16
S01000018,Aberdeen City,2011,520,488,0,8,24
S01000019,Aberdeen City,2011,648,609,0,6,33
S01000020,Aberdeen City,2011,914,857,0,3,54
S01000021,Aberdeen City,2011,861,827,0,0,34
S01000022,Aberdeen City,2011,627,611,0,0,16
S01000023,Aberdeen City,2011,762,714,4,2,42
S01000024,Aberdeen City,2011,519,481,2,7,29
S01000025,Aberdeen City,2011,865,777,15,7,66
S01000026,Aberdeen City,2011,849,820,0,0,29
S01000027,Aberdeen City,2011,798,721,2,8,67
S01000028,Aberdeen City,2011,919,872,0,2,45
S01000029,Aberdeen City,2011,729,622,6,21,80
S01000030,Aberdeen City,2011,449,433,0,0,16
S01000031,Aberdeen City,2011,941,886,4,2,49
S01000032,Aberdeen City,2011,1063,1040,4,3,16
S01000033,Aberdeen City,2011,802,772,0,1,29
S01000034,Aberdeen City,2011,1238,1162,1,13,62
S01000035,Aberdeen City,2011,1034,868,7,26,133
S01000036,Aberdeen City,2011,683,636,0,3,44
S01000037,Aberdeen City,2011,765,738,3,1,23
S01000038,Aberdeen City,2011,678,651,10,7,10
S01000039,Aberdeen City,2011,902,839,6,6,51
S01000040,Aberdeen City,2011,934,911,1,4,18
S01000041,Aberdeen City,2011,831,783,6,2,40
S01000042,Aberdeen City,2011,755,683,3,12,57
S01000043,Aberdeen City,2011,896,748,1,20,127
S01000044,Aberdeen City,2011,959,897,5,14,43
S01000045,Aberdeen City,2011,569,541,0,3,25
S01000046,Aberdeen City,2011,754,730,0,2,22
S01000047,Aberdeen City,2011,807,724,8,6,69
S01000048,Aberdeen City,2011,960,881,10,9,60
S01000049,Aberdeen City,2011,747,727,1,0,19
S01000050,Aberdeen City,2011,744,695,9,12,28
S01000051,Aberdeen City,2011,797,766,4,8,19
S01000052,Aberdeen City,2011,627,618,0,0,9
S01000053,Aberdeen City,2011,1100,1022,1,7,70
S01000054,Aberdeen City,2011,801,781,1,0,19
S01000055,Aberdeen City,2011,803,766,4,2,31
S01000056,Aberdeen City,2011,1014,964,1,7,42
S01000057,Aberdeen City,2011,699,665,3,2,29
S01000058,Aberdeen City,2011,712,697,0,1,14
S01000059,Aberdeen City,2011,957,890,3,5,59
S01000060,Aberdeen City,2011,634,613,0,2,19
S01000061,Aberdeen City,2011,1001,926,1,9,65
S01000062,Aberdeen City,2011,1038,948,1,5,84
S01000063,Aberdeen City,2011,910,873,1,8,28
S01000064,Aberdeen City,2011,623,592,0,0,31
S01000065,Aberdeen City,2011,1002,915,0,11,76
S01000066,Aberdeen City,2011,959,909,2,1,47
S01000067,Aberdeen City,2011,1065,962,8,13,82
S01000068,Aberdeen City,2011,879,799,0,9,71
S01000069,Aberdeen City,2011,718,694,1,0,23
S01000070,Aberdeen City,2011,658,627,0,0,31
S01000071,Aberdeen City,2011,812,778,0,1,33
S01000072,Aberdeen City,2011,907,852,0,9,46
S01000073,Aberdeen City,2011,630,616,0,0,14
S01000074,Aberdeen City,2011,870,833,4,1,32
S01000075,Aberdeen City,2011,539,489,1,12,37
S01000076,Aberdeen City,2011,721,702,0,6,13
S01000077,Aberdeen City,2011,951,885,0,2,64
S01000078,Aberdeen City,2011,1097,967,7,10,113
S01000079,Aberdeen City,2011,1448,1236,7,13,192
S01000080,Aberdeen City,2011,1015,940,8,8,59
S01000081,Aberdeen City,2011,889,861,5,2,21
S01000082,Aberdeen City,2011,933,898,2,1,32
S01000083,Aberdeen City,2011,774,715,2,2,55
S01000084,Aberdeen City,2011,859,795,3,2,59
S01000085,Aberdeen City,2011,520,473,0,4,43
S01000086,Aberdeen City,2011,725,666,0,1,58
S01000087,Aberdeen City,2011,1071,935,10,32,94
S01000088,Aberdeen City,2011,934,814,7,3,110
S01000089,Aberdeen City,2011,947,920,7,1,19
S01000090,Aberdeen City,2011,769,705,3,5,56
S01000091,Aberdeen City,2011,1096,982,2,18,94
S01000092,Aberdeen City,2011,906,736,13,31,126
S01000093,Aberdeen City,2011,735,624,6,7,98
S01000094,Aberdeen City,2011,712,590,5,11,106
S01000095,Aberdeen City,2011,717,650,6,4,57
S01000096,Aberdeen City,2011,690,654,2,2,32
S01000097,Aberdeen City,2011,1001,943,0,4,54
S01000098,Aberdeen City,2011,1240,1040,1,21,178
S01000099,Aberdeen City,2011,811,771,4,2,34
S01000100,Aberdeen City,2011,871,684,5,13,169
S01000101,Aberdeen City,2011,888,835,2,11,40
S01000102,Aberdeen City,2011,795,692,7,18,78
S01000103,Aberdeen City,2011,628,551,1,8,68
S01000104,Aberdeen City,2011,905,859,4,3,39
S01000105,Aberdeen City,2011,870,805,0,4,61
S01000106,Aberdeen City,2011,724,690,4,3,27
S01000107,Aberdeen City,2011,1269,1013,1,21,234
S01000108,Aberdeen City,2011,753,675,9,10,59
S01000109,Aberdeen City,2011,1019,882,12,23,102
S01000110,Aberdeen City,2011,846,775,0,0,71
S01000111,Aberdeen City,2011,791,681,5,5,100
S01000112,Aberdeen City,2011,983,846,20,25,92
S01000113,Aberdeen City,2011,607,572,0,12,23
S01000114,Aberdeen City,2011,814,687,5,3,119
S01000115,Aberdeen City,2011,838,780,0,6,52
S01000116,Aberdeen City,2011,923,801,6,15,101
S01000117,Aberdeen City,2011,1033,946,0,1,86
S01000118,Aberdeen City,2011,712,643,12,4,53
S01000119,Aberdeen City,2011,835,740,0,27,68
S01000120,Aberdeen City,2011,566,494,8,4,60
S01000121,Aberdeen City,2011,718,664,0,6,48
S01000122,Aberdeen City,2011,701,658,0,3,40
S01000123,Aberdeen City,2011,673,617,1,4,51
S01000124,Aberdeen City,2011,988,847,5,26,110
S01000125,Aberdeen City,2011,648,569,1,11,67
S01000126,Aberdeen City,2011,945,849,8,22,66
S01000127,Aberdeen City,2011,766,704,4,3,55
S01000128,Aberdeen City,2011,1804,1528,11,35,230
S01000129,Aberdeen City,2011,1005,822,5,21,157
S01000130,Aberdeen City,2011,1557,1292,13,57,195
S01000131,Aberdeen City,2011,622,600,3,0,19
S01000132,Aberdeen City,2011,757,680,8,8,61
S01000133,Aberdeen City,2011,878,828,6,1,43
S01000134,Aberdeen City,2011,728,695,0,6,27
S01000135,Aberdeen City,2011,687,612,1,10,64
S01000136,Aberdeen City,2011,675,590,5,0,80
S01000137,Aberdeen City,2011,967,815,11,16,125
S01000138,Aberdeen City,2011,1373,1136,10,59,168
S01000139,Aberdeen City,2011,790,701,8,0,81
S01000140,Aberdeen City,2011,853,823,1,4,25
S01000141,Aberdeen City,2011,826,692,20,6,108
S01000142,Aberdeen City,2011,685,629,4,6,46
S01000143,Aberdeen City,2011,618,557,0,10,51
S01000144,Aberdeen City,2011,730,629,13,16,72
S01000145,Aberdeen City,2011,815,801,0,0,14
S01000146,Aberdeen City,2011,1537,1260,12,28,237
S01000147,Aberdeen City,2011,1042,871,4,8,159
S01000148,Aberdeen City,2011,605,589,0,0,16
S01000149,Aberdeen City,2011,1180,982,13,12,173
S01000150,Aberdeen City,2011,619,573,0,0,46
S01000151,Aberdeen City,2011,865,826,0,0,39
S01000152,Aberdeen City,2011,1288,1108,12,30,138
S01000153,Aberdeen City,2011,963,831,14,14,104
S01000154,Aberdeen City,2011,524,508,1,0,15
S01000155,Aberdeen City,2011,739,723,2,5,9
S01000156,Aberdeen City,2011,1031,837,31,18,145
S01000157,Aberdeen City,2011,691,624,2,4,61
S01000158,Aberdeen City,2011,926,831,8,4,83
S01000159,Aberdeen City,2011,976,846,8,19,103
S01000160,Aberdeen City,2011,761,729,0,3,29
S01000161,Aberdeen City,2011,915,812,3,13,87
S01000162,Aberdeen City,2011,830,762,4,10,54
S01000163,Aberdeen City,2011,1057,1035,0,3,19
S01000164,Aberdeen City,2011,929,820,6,12,91
S01000165,Aberdeen City,2011,914,824,1,13,76
S01000166,Aberdeen City,2011,1274,1107,10,43,114
S01000167,Aberdeen City,2011,701,674,0,0,27
S01000168,Aberdeen City,2011,975,929,0,0,46
S01000169,Aberdeen City,2011,712,622,0,0,90
S01000170,Aberdeen City,2011,1133,980,20,36,97
S01000171,Aberdeen City,2011,1079,964,3,7,105
S01000172,Aberdeen City,2011,471,403,4,4,60
S01000173,Aberdeen City,2011,849,736,1,1,111
S01000174,Aberdeen City,2011,900,812,1,9,78
S01000175,Aberdeen City,2011,536,450,2,5,79
S01000176,Aberdeen City,2011,762,648,7,26,81
S01000177,Aberdeen City,2011,559,493,6,4,56
S01000178,Aberdeen City,2011,774,719,1,0,54
S01000179,Aberdeen City,2011,877,810,11,4,52
S01000180,Aberdeen City,2011,663,642,0,0,21
S01000181,Aberdeen City,2011,606,570,0,0,36
S01000182,Aberdeen City,2011,916,873,0,0,43
S01000183,Aberdeen City,2011,1362,1102,34,42,184
S01000184,Aberdeen City,2011,742,687,4,10,41
S01000185,Aberdeen City,2011,887,788,1,28,70
S01000186,Aberdeen City,2011,950,919,2,7,22
S01000187,Aberdeen City,2011,627,583,0,2,42
S01000188,Aberdeen City,2011,1219,993,14,44,168
S01000189,Aberdeen City,2011,623,588,0,0,35
S01000190,Aberdeen City,2011,835,805,0,3,27
S01000191,Aberdeen City,2011,1223,1076,6,21,120
S01000192,Aberdeen City,2011,810,724,5,17,64
S01000193,Aberdeen City,2011,727,709,0,1,17
S01000194,Aberdeen City,2011,872,781,3,14,74
S01000195,Aberdeen City,2011,723,650,1,7,65
S01000196,Aberdeen City,2011,1005,955,2,0,48
S01000197,Aberdeen City,2011,587,547,0,0,40
S01000198,Aberdeen City,2011,831,774,6,1,50
S01000199,Aberdeen City,2011,853,778,4,1,70
S01000200,Aberdeen City,2011,833,759,0,2,72
S01000201,Aberdeen City,2011,622,561,9,2,50
S01000202,Aberdeen City,2011,1015,888,2,10,115
S01000203,Aberdeen City,2011,712,646,7,2,57
S01000204,Aberdeen City,2011,577,567,0,0,10
S01000205,Aberdeen City,2011,973,807,11,30,125
S01000206,Aberdeen City,2011,704,634,0,1,69
S01000207,Aberdeen City,2011,928,867,7,9,45
S01000208,Aberdeen City,2011,1015,986,1,3,25
S01000209,Aberdeen City,2011,1391,1329,1,4,57
S01000210,Aberdeen City,2011,684,612,2,0,70
S01000211,Aberdeen City,2011,747,658,0,9,80
S01000212,Aberdeen City,2011,754,691,0,3,60
S01000213,Aberdeen City,2011,740,685,2,12,41
S01000214,Aberdeen City,2011,460,453,0,3,4
S01000215,Aberdeen City,2011,1058,1005,11,6,36
S01000215,Aberdeenshire,2011,102,99,0,1,2
S01000216,Aberdeen City,2011,654,623,0,2,29
S01000217,Aberdeen City,2011,810,765,1,4,40
S01000218,Aberdeen City,2011,666,652,1,0,13
S01000219,Aberdeen City,2011,851,794,3,6,48
S01000220,Aberdeen City,2011,911,534,12,75,290
S01000221,Aberdeen City,2011,840,801,1,1,37
S01000222,Aberdeen City,2011,737,731,0,0,6
S01000223,Aberdeen City,2011,607,573,0,4,30
S01000224,Aberdeen City,2011,846,830,7,1,8
S01000225,Aberdeen City,2011,576,560,0,5,11
S01000226,Aberdeen City,2011,608,584,4,3,17
S01000227,Aberdeen City,2011,1334,1237,12,21,64
S01000228,Aberdeen City,2011,829,781,2,6,40
S01000229,Aberdeen City,2011,822,811,0,1,10
S01000230,Aberdeen City,2011,618,603,1,8,6
S01000231,Aberdeen City,2011,694,666,1,8,19
S01000232,Aberdeen City,2011,615,580,0,5,30
S01000233,Aberdeen City,2011,496,480,4,1,11
S01000234,Aberdeen City,2011,697,691,0,1,5
S01000235,Aberdeen City,2011,837,816,2,11,8
S01000236,Aberdeen City,2011,672,645,0,9,18
S01000237,Aberdeen City,2011,816,802,0,3,11
S01000238,Aberdeen City,2011,493,466,0,0,27
S01000239,Aberdeen City,2011,691,648,0,23,20
S01000240,Aberdeen City,2011,634,623,1,0,10
S01000241,Aberdeen City,2011,599,553,20,17,9
S01000242,Aberdeen City,2011,744,664,0,18,62
S01000243,Aberdeen City,2011,649,634,0,0,15
S01000244,Aberdeen City,2011,1139,1127,0,0,12
S01000245,Aberdeen City,2011,959,909,13,8,29
S01000246,Aberdeen City,2011,689,661,0,18,10
S01000247,Aberdeen City,2011,655,646,0,8,1
S01000248,Aberdeen City,2011,741,693,5,9,34
S01000249,Aberdeen City,2011,650,616,0,0,34
S01000250,Aberdeen City,2011,832,755,29,21,27
S01000251,Aberdeen City,2011,465,421,2,19,23
S01000252,Aberdeen City,2011,790,733,2,8,47
S01000253,Aberdeen City,2011,651,589,3,40,19
S01000254,Aberdeen City,2011,832,764,8,24,36
S01000255,Aberdeen City,2011,586,574,0,1,11
S01000256,Aberdeen City,2011,805,780,7,4,14
S01000257,Aberdeen City,2011,917,866,0,4,47
S01000258,Aberdeen City,2011,608,583,11,1,13
S01000259,Aberdeen City,2011,611,573,0,11,27
S01000260,Aberdeen City,2011,865,787,12,11,55
S01000261,Aberdeen City,2011,900,894,0,0,6
S01000262,Aberdeen City,2011,913,893,0,0,20
S01000263,Aberdeen City,2011,820,733,11,12,64
S01000264,Aberdeen City,2011,909,857,0,1,51
S01000265,Aberdeen City,2011,712,681,10,2,19
S01000266,Aberdeen City,2011,1248,1208,2,0,38
S01000267,Aberdeen City,2011,720,692,7,0,21
S01000268,Aberdeenshire,2011,816,802,0,1,13
S01000269,Aberdeenshire,2011,628,620,0,2,6
S01000270,Aberdeenshire,2011,1031,1024,0,2,5
S01000271,Aberdeenshire,2011,877,866,0,0,11
S01000272,Aberdeenshire,2011,1122,1091,0,4,27
S01000273,Aberdeenshire,2011,620,615,0,0,5
S01000274,Aberdeenshire,2011,678,675,0,0,3
S01000275,Aberdeenshire,2011,1435,1412,0,0,23
S01000276,Aberdeenshire,2011,786,770,0,0,16
S01000277,Aberdeenshire,2011,723,713,0,2,8
S01000278,Aberdeenshire,2011,577,573,0,0,4
S01000279,Aberdeenshire,2011,956,952,1,0,3
S01000280,Aberdeenshire,2011,761,746,0,8,7
S01000281,Aberdeenshire,2011,675,671,0,0,4
S01000282,Aberdeenshire,2011,750,731,0,0,19
S01000283,Aberdeenshire,2011,1090,1075,0,0,15
S01000284,Aberdeenshire,2011,1266,1242,7,0,17
S01000285,Aberdeenshire,2011,719,711,0,0,8
S01000286,Aberdeenshire,2011,916,897,0,1,18
S01000287,Aberdeenshire,2011,732,722,0,0,10
S01000288,Aberdeenshire,2011,807,800,0,0,7
S01000289,Aberdeenshire,2011,888,868,1,1,18
S01000290,Aberdeenshire,2011,822,814,4,0,4
S01000291,Aberdeenshire,2011,951,947,0,0,4
S01000292,Aberdeenshire,2011,1029,1015,0,0,14
S01000293,Aberdeenshire,2011,843,817,3,4,19
S01000294,Aberdeenshire,2011,648,637,0,0,11
S01000295,Aberdeenshire,2011,538,528,0,0,10
S01000296,Aberdeenshire,2011,969,949,0,0,20
S01000297,Aberdeenshire,2011,729,727,0,0,2
S01000298,Aberdeenshire,2011,1131,1100,4,0,27
S01000299,Aberdeenshire,2011,1019,1001,5,0,13
S01000300,Aberdeenshire,2011,759,751,0,0,8
S01000301,Aberdeenshire,2011,554,543,1,0,10
S01000302,Aberdeenshire,2011,630,623,0,0,7
S01000303,Aberdeenshire,2011,584,575,0,1,8
S01000304,Aberdeenshire,2011,829,827,0,0,2
S01000305,Aberdeenshire,2011,1040,1029,1,0,10
S01000306,Aberdeenshire,2011,790,782,2,1,5
S01000307,Aberdeenshire,2011,922,889,6,3,24
S01000308,Aberdeenshire,2011,1218,1203,0,2,13
S01000309,Aberdeenshire,2011,1203,1197,0,0,6
S01000310,Aberdeenshire,2011,946,935,0,0,11
S01000311,Aberdeenshire,2011,938,919,0,2,17
S01000312,Aberdeenshire,2011,539,533,0,0,6
S01000313,Aberdeenshire,2011,681,667,0,2,12
S01000314,Aberdeenshire,2011,551,533,0,3,15
S01000315,Aberdeenshire,2011,667,660,0,0,7
S01000316,Aberdeenshire,2011,901,896,0,0,5
S01000317,Aberdeenshire,2011,542,538,0,0,4
S01000318,Aberdeenshire,2011,549,543,0,0,6
S01000319,Aberdeenshire,2011,712,703,0,2,7
S01000320,Aberdeenshire,2011,671,648,1,0,22
S01000321,Aberdeenshire,2011,595,581,1,0,13
S01000322,Aberdeenshire,2011,996,976,0,2,18
S01000323,Aberdeenshire,2011,879,874,1,0,4
S01000324,Aberdeenshire,2011,835,820,0,0,15
S01000325,Aberdeenshire,2011,1291,1255,5,0,31
S01000326,Aberdeenshire,2011,805,778,0,3,24
S01000327,Aberdeenshire,2011,811,800,0,3,8
S01000328,Aberdeenshire,2011,534,518,0,0,16
S01000329,Aberdeenshire,2011,836,803,2,3,28
S01000330,Aberdeenshire,2011,1322,1298,0,7,17
S01000331,Aberdeenshire,2011,560,559,0,0,1
S01000332,Aberdeenshire,2011,745,725,0,1,19
S01000333,Aberdeenshire,2011,948,916,0,2,30
S01000334,Aberdeenshire,2011,903,898,0,2,3
S01000335,Aberdeenshire,2011,792,788,0,1,3
S01000336,Aberdeenshire,2011,1440,1373,8,6,53
S01000337,Aberdeenshire,2011,841,828,0,0,13
S01000338,Aberdeenshire,2011,495,479,6,0,10
S01000339,Aberdeenshire,2011,1236,1222,0,0,14
S01000340,Aberdeenshire,2011,1058,1040,5,0,13
S01000341,Aberdeenshire,2011,1009,1004,0,1,4
S01000342,Aberdeenshire,2011,478,473,0,0,5
S01000343,Aberdeenshire,2011,584,582,0,1,1
S01000344,Aberdeenshire,2011,992,986,0,2,4
S01000345,Aberdeenshire,2011,626,594,6,1,25
S01000346,Aberdeenshire,2011,643,633,0,0,10
S01000347,Aberdeenshire,2011,1606,1524,9,18,55
S01000348,Aberdeenshire,2011,730,690,1,9,30
S01000349,Aberdeenshire,2011,537,506,0,0,31
S01000350,Aberdeenshire,2011,1082,1019,5,5,53
S01000351,Aberdeenshire,2011,939,893,15,3,28
S01000352,Aberdeenshire,2011,699,676,6,1,16
S01000353,Aberdeenshire,2011,508,490,4,1,13
S01000354,Aberdeenshire,2011,1576,1510,5,18,43
S01000355,Aberdeenshire,2011,615,598,0,5,12
S01000356,Aberdeenshire,2011,642,629,0,1,12
S01000357,Aberdeenshire,2011,580,564,0,5,11
S01000358,Aberdeenshire,2011,889,857,0,0,32
S01000359,Aberdeenshire,2011,836,800,0,3,33
S01000360,Aberdeenshire,2011,536,532,0,0,4
S01000361,Aberdeenshire,2011,678,667,0,0,11
S01000362,Aberdeenshire,2011,971,956,0,1,14
S01000363,Aberdeenshire,2011,1178,1170,0,0,8
S01000364,Aberdeenshire,2011,955,944,0,1,10
S01000365,Aberdeenshire,2011,2070,1988,1,14,67
S01000366,Aberdeenshire,2011,2125,2096,0,1,28
S01000367,Aberdeenshire,2011,845,833,0,2,10
S01000368,Aberdeenshire,2011,1286,1260,4,0,22
S01000369,Aberdeenshire,2011,938,930,0,2,6
S01000370,Aberdeenshire,2011,1511,1432,7,7,65
S01000371,Aberdeenshire,2011,927,926,0,0,1
S01000372,Aberdeenshire,2011,951,932,0,4,15
S01000373,Aberdeenshire,2011,667,660,0,3,4
S01000374,Aberdeenshire,2011,647,641,0,0,6
S01000375,Aberdeenshire,2011,612,603,0,0,9
S01000376,Aberdeenshire,2011,826,814,0,6,6
S01000377,Aberdeenshire,2011,852,843,0,2,7
S01000378,Aberdeenshire,2011,543,540,0,0,3
S01000379,Aberdeenshire,2011,655,645,0,3,7
S01000380,Aberdeenshire,2011,957,935,0,4,18
S01000381,Aberdeenshire,2011,1621,1575,0,5,41
S01000382,Aberdeenshire,2011,733,726,0,0,7
S01000383,Aberdeenshire,2011,1166,1147,3,0,16
S01000384,Aberdeenshire,2011,706,702,0,0,4
S01000385,Aberdeenshire,2011,622,613,0,0,9
S01000386,Aberdeenshire,2011,1260,1232,3,2,23
S01000387,Aberdeenshire,2011,871,856,0,1,14
S01000388,Aberdeenshire,2011,1083,1058,3,2,20
S01000389,Aberdeenshire,2011,861,832,0,0,29
S01000390,Aberdeenshire,2011,822,816,0,0,6
S01000391,Aberdeenshire,2011,726,718,1,0,7
S01000392,Aberdeenshire,2011,800,779,0,10,11
S01000393,Aberdeenshire,2011,891,880,0,2,9
S01000394,Aberdeenshire,2011,693,681,2,0,10
S01000395,Aberdeenshire,2011,800,794,0,0,6
S01000396,Aberdeenshire,2011,843,837,0,0,6
S01000397,Aberdeenshire,2011,938,926,0,2,10
S01000398,Aberdeenshire,2011,2417,2349,1,6,61
S01000399,Aberdeenshire,2011,598,578,0,4,16
S01000400,Aberdeenshire,2011,803,796,0,0,7
S01000401,Aberdeenshire,2011,904,901,0,0,3
S01000402,Aberdeenshire,2011,751,741,0,2,8
S01000403,Aberdeenshire,2011,787,774,0,0,13
S01000404,Aberdeenshire,2011,708,701,0,0,7
S01000405,Aberdeenshire,2011,522,522,0,0,0
S01000406,Aberdeenshire,2011,534,520,0,2,12
S01000407,Aberdeenshire,2011,595,589,1,0,5
S01000408,Aberdeenshire,2011,609,602,0,0,7
S01000409,Aberdeenshire,2011,579,575,0,1,3
S01000410,Aberdeenshire,2011,748,742,0,1,5
S01000411,Aberdeenshire,2011,702,699,0,0,3
S01000412,Aberdeenshire,2011,798,788,0,1,9
S01000413,Aberdeenshire,2011,871,864,0,0,7
S01000414,Aberdeenshire,2011,694,689,0,0,5
S01000415,Aberdeenshire,2011,927,923,1,0,3
S01000416,Aberdeenshire,2011,910,903,0,2,5
S01000417,Aberdeenshire,2011,1008,993,0,2,13
S01000418,Aberdeenshire,2011,718,716,1,0,1
S01000419,Aberdeenshire,2011,1523,1489,1,5,28
S01000420,Aberdeenshire,2011,1339,1313,1,1,24
S01000421,Aberdeenshire,2011,786,779,1,1,5
S01000422,Aberdeenshire,2011,947,942,0,1,4
S01000423,Aberdeenshire,2011,1026,1015,0,0,11
S01000424,Aberdeenshire,2011,743,737,0,0,6
S01000425,Aberdeenshire,2011,842,840,0,0,2
S01000426,Aberdeenshire,2011,826,803,0,0,23
S01000427,Aberdeenshire,2011,743,727,0,6,10
S01000428,Aberdeenshire,2011,666,663,0,0,3
S01000429,Aberdeenshire,2011,871,862,0,0,9
S01000430,Aberdeenshire,2011,501,499,0,0,2
S01000431,Aberdeenshire,2011,722,711,4,0,7
S01000432,Aberdeenshire,2011,881,871,1,1,8
S01000433,Aberdeenshire,2011,510,510,0,0,0
S01000434,Aberdeenshire,2011,602,594,0,0,8
S01000435,Aberdeenshire,2011,514,511,0,0,3
S01000436,Aberdeenshire,2011,629,620,0,3,6
S01000437,Aberdeenshire,2011,947,934,1,1,11
S01000438,Aberdeenshire,2011,594,585,0,4,5
S01000439,Aberdeenshire,2011,823,817,0,0,6
S01000440,Aberdeenshire,2011,1091,1073,4,1,13
S01000441,Aberdeenshire,2011,900,886,0,0,14
S01000442,Aberdeenshire,2011,843,812,4,0,27
S01000443,Aberdeenshire,2011,608,606,0,1,1
S01000444,Aberdeenshire,2011,2534,2444,8,16,66
S01000445,Aberdeenshire,2011,1201,1186,0,1,14
S01000446,Aberdeenshire,2011,951,930,10,1,10
S01000447,Aberdeenshire,2011,782,776,0,0,6
S01000448,Aberdeenshire,2011,859,848,1,0,10
S01000449,Aberdeenshire,2011,740,735,0,4,1
S01000450,Aberdeenshire,2011,553,544,0,0,9
S01000451,Aberdeenshire,2011,855,849,0,2,4
S01000452,Aberdeenshire,2011,573,560,0,0,13
S01000453,Aberdeenshire,2011,584,582,0,0,2
S01000454,Aberdeenshire,2011,443,441,0,0,2
S01000455,Aberdeenshire,2011,846,840,0,0,6
S01000456,Aberdeenshire,2011,1132,1116,0,0,16
S01000457,Aberdeenshire,2011,819,812,0,3,4
S01000458,Aberdeenshire,2011,930,912,0,0,18
S01000459,Aberdeenshire,2011,1013,999,1,2,11
S01000460,Aberdeenshire,2011,707,701,0,0,6
S01000461,Aberdeenshire,2011,865,859,0,0,6
S01000462,Aberdeenshire,2011,1034,1024,0,1,9
S01000463,Aberdeenshire,2011,733,721,0,5,7
S01000464,Aberdeenshire,2011,848,822,14,1,11
S01000465,Aberdeenshire,2011,665,654,0,2,9
S01000466,Aberdeenshire,2011,880,875,0,0,5
S01000467,Aberdeenshire,2011,614,610,0,0,4
S01000468,Aberdeenshire,2011,535,526,0,0,9
S01000469,Aberdeenshire,2011,641,638,0,0,3
S01000470,Aberdeenshire,2011,1064,1055,5,1,3
S01000471,Aberdeenshire,2011,837,834,0,0,3
S01000472,Aberdeenshire,2011,759,754,0,0,5
S01000473,Aberdeenshire,2011,661,654,0,4,3
S01000474,Aberdeenshire,2011,625,621,1,1,2
S01000475,Aberdeenshire,2011,727,721,0,1,5
S01000476,Aberdeenshire,2011,627,619,4,1,3
S01000477,Aberdeenshire,2011,674,667,3,0,4
S01000478,Aberdeenshire,2011,790,782,0,0,8
S01000479,Aberdeenshire,2011,847,840,0,1,6
S01000480,Aberdeenshire,2011,670,659,0,4,7
S01000481,Aberdeenshire,2011,2138,2093,10,11,24
S01000482,Aberdeenshire,2011,896,886,0,0,10
S01000483,Aberdeenshire,2011,983,975,2,0,6
S01000484,Aberdeenshire,2011,805,788,1,2,14
S01000485,Aberdeenshire,2011,987,982,0,2,3
S01000486,Aberdeenshire,2011,1132,1088,5,0,39
S01000487,Aberdeenshire,2011,621,608,0,2,11
S01000488,Aberdeenshire,2011,624,613,0,0,11
S01000489,Aberdeenshire,2011,937,926,0,0,11
S01000490,Aberdeenshire,2011,540,535,0,2,3
S01000491,Aberdeenshire,2011,539,535,1,1,2
S01000492,Aberdeenshire,2011,951,938,0,2,11
S01000493,Aberdeenshire,2011,641,639,1,0,1
S01000494,Aberdeenshire,2011,551,549,0,0,2
S01000495,Aberdeenshire,2011,903,897,1,0,5
S01000496,Aberdeenshire,2011,529,528,0,0,1
S01000497,Aberdeenshire,2011,768,764,0,1,3
S01000498,Aberdeenshire,2011,520,519,0,0,1
S01000499,Aberdeenshire,2011,1020,995,5,3,17
S01000500,Aberdeenshire,2011,604,603,1,0,0
S01000501,Aberdeenshire,2011,577,573,0,3,1
S01000502,Aberdeenshire,2011,638,619,0,0,19
S01000503,Aberdeenshire,2011,494,490,0,0,4
S01000504,Aberdeenshire,2011,770,761,0,0,9
S01000505,Aberdeenshire,2011,727,726,0,0,1
S01000506,Aberdeenshire,2011,1024,1014,0,0,10
S01000507,Aberdeenshire,2011,995,981,0,2,12
S01000508,Aberdeenshire,2011,889,884,0,1,4
S01000509,Aberdeenshire,2011,1045,1037,0,0,8
S01000510,Aberdeenshire,2011,665,653,0,1,11
S01000511,Aberdeenshire,2011,573,567,1,1,4
S01000512,Aberdeenshire,2011,990,983,0,5,2
S01000513,Aberdeenshire,2011,881,875,0,0,6
S01000514,Aberdeenshire,2011,941,929,1,2,9
S01000515,Aberdeenshire,2011,551,550,0,0,1
S01000516,Aberdeenshire,2011,883,879,0,1,3
S01000517,Aberdeenshire,2011,737,735,0,0,2
S01000518,Aberdeenshire,2011,963,957,2,0,4
S01000519,Aberdeenshire,2011,515,513,0,0,2
S01000520,Aberdeenshire,2011,1129,1118,0,0,11
