dz_2001,la_name,year,total,white,pakistani,chinese,other
S01003256,Glasgow City,2011,1436,736,373,21,306
S01003257,Glasgow City,2011,797,254,424,2,117
S01003258,Glasgow City,2011,760,744,13,1,2
S01003259,Glasgow City,2011,1156,1134,3,5,14
S01003260,Glasgow City,2011,701,682,0,0,19
S01003261,Glasgow City,2011,926,902,14,2,8
S01003262,Glasgow City,2011,700,681,4,2,13
S01003263,Glasgow City,2011,1028,906,31,11,80
S01003264,Glasgow City,2011,635,564,41,8,22
S01003265,Glasgow City,2011,664,640,18,3,3
S01003266,Glasgow City,2011,739,734,0,2,3
S01003267,Glasgow City,2011,967,951,2,4,10
S01003268,Glasgow City,2011,1719,1520,52,43,104
S01003269,Glasgow City,2011,908,883,5,0,20
S01003270,Glasgow City,2011,770,693,30,19,28
S01003271,Glasgow City,2011,1836,1568,25,27,216
S01003272,Glasgow City,2011,1610,1420,19,26,145
S01003273,Glasgow City,2011,703,646,4,1,52
S01003274,Glasgow City,2011,583,512,28,7,36
S01003275,Glasgow City,2011,1024,1008,6,6,4
S01003276,Glasgow City,2011,727,720,4,3,0
S01003277,Glasgow City,2011,614,586,6,8,14
S01003278,Glasgow City,2011,840,786,23,0,31
S01003279,Glasgow City,2011,404,388,0,0,16
S01003280,Glasgow City,2011,913,689,158,4,62
S01003281,Glasgow City,2011,502,486,3,1,12
S01003282,Glasgow City,2011,755,712,27,0,16
S01003283,Glasgow City,2011,687,684,0,0,3
S01003284,Glasgow City,2011,935,889,14,4,28
S01003285,Glasgow City,2011,416,341,6,0,69
S01003286,Glasgow City,2011,984,721,135,2,126
S01003287,Glasgow City,2011,613,415,52,0,146
S01003288,Glasgow City,2011,699,698,0,0,1
S01003289,Glasgow City,2011,407,376,4,6,21
S01003290,Glasgow City,2011,848,822,5,3,18
S01003291,Glasgow City,2011,767,726,9,0,32
S01003292,Glasgow City,2011,735,710,10,6,9
S01003293,Glasgow City,2011,807,788,0,6,13
S01003294,Glasgow City,2011,734,717,0,3,14
S01003295,Glasgow City,2011,974,948,0,20,6
S01003296,Glasgow City,2011,807,758,4,4,41
S01003297,Glasgow City,2011,548,441,8,15,84
S01003298,Glasgow City,2011,1003,938,12,2,51
S01003299,Glasgow City,2011,451,447,0,2,2
S01003300,Glasgow City,2011,869,840,17,3,9
S01003301,Glasgow City,2011,765,719,5,8,33
S01003302,Glasgow City,2011,687,446,17,36,188
S01003303,Glasgow City,2011,2392,1711,70,51,560
S01003304,Glasgow City,2011,724,436,189,17,82
S01003305,Glasgow City,2011,753,712,5,4,32
S01003306,Glasgow City,2011,924,901,6,6,11
S01003307,Glasgow City,2011,1063,1039,6,2,16
S01003308,Glasgow City,2011,854,810,16,1,27
S01003309,Glasgow City,2011,953,936,2,3,12
S01003310,Glasgow City,2011,744,718,3,0,23
S01003311,Glasgow City,2011,696,693,0,0,3
S01003312,Glasgow City,2011,582,565,11,0,6
S01003313,Glasgow City,2011,1126,1053,9,22,42
S01003314,Glasgow City,2011,648,565,0,15,68
S01003315,Glasgow City,2011,711,499,95,27,90
S01003316,Glasgow City,2011,594,531,24,9,30
S01003317,Glasgow City,2011,646,626,1,3,16
S01003318,Glasgow City,2011,744,705,15,3,21
S01003320,Glasgow City,2011,530,301,96,14,119
S01003321,Glasgow City,2011,692,659,5,15,13
S01003322,Glasgow City,2011,796,533,102,30,131
S01003323,Glasgow City,2011,752,735,7,3,7
S01003324,Glasgow City,2011,449,360,51,5,33
S01003325,Glasgow City,2011,779,746,6,0,27
S01003326,Glasgow City,2011,855,795,13,5,42
S01003327,Glasgow City,2011,605,353,143,27,82
S01003328,Glasgow City,2011,1035,896,2,16,121
S01003329,Glasgow City,2011,809,802,0,0,7
S01003330,Glasgow City,2011,939,867,12,45,15
S01003331,Glasgow City,2011,642,619,4,2,17
S01003332,Glasgow City,2011,416,412,0,3,1
S01003333,Glasgow City,2011,919,821,7,8,83
S01003334,Glasgow City,2011,1006,961,11,2,32
S01003335,Glasgow City,2011,650,613,5,4,28
S01003336,Glasgow City,2011,969,942,2,9,16
S01003337,Glasgow City,2011,1383,1329,4,20,30
S01003338,Glasgow City,2011,882,733,64,9,76
S01003339,Glasgow City,2011,770,730,6,2,32
S01003340,Glasgow City,2011,995,977,2,3,13
S01003341,Glasgow City,2011,949,906,1,32,10
S01003342,Glasgow City,2011,718,606,11,4,97
S01003343,Glasgow City,2011,733,702,4,0,27
S01003344,Glasgow City,2011,479,450,5,1,23
S01003345,Glasgow City,2011,967,893,13,1,60
S01003346,Glasgow City,2011,866,814,17,7,28
S01003347,Glasgow City,2011,952,928,2,7,15
S01003348,Glasgow City,2011,1014,880,44,14,76
S01003349,Glasgow City,2011,1367,1287,34,14,32
S01003350,Glasgow City,2011,893,835,7,2,49
S01003351,Glasgow City,2011,1109,905,88,5,111
S01003352,Glasgow City,2011,1168,1136,7,5,20
S01003353,Glasgow City,2011,735,636,8,24,67
S01003354,Glasgow City,2011,612,602,0,4,6
S01003355,Glasgow City,2011,1054,998,5,13,38
S01003356,Glasgow City,2011,859,848,2,3,6
S01003357,Glasgow City,2011,369,313,8,7,41
S01003358,Glasgow City,2011,1861,1570,12,80,199
S01003359,Glasgow City,2011,974,926,4,27,17
S01003360,Glasgow City,2011,730,726,1,0,3
S01003361,Glasgow City,2011,713,701,0,7,5
S01003362,Glasgow City,2011,728,700,1,0,27
S01003363,Glasgow City,2011,768,763,0,0,5
S01003364,Glasgow City,2011,671,555,12,5,99
S01003365,Glasgow City,2011,734,607,41,7,79
S01003366,Glasgow City,2011,740,570,8,45,117
S01003367,Glasgow City,2011,1213,1073,17,3,120
S01003368,Glasgow City,2011,2295,1636,15,256,388
S01003369,Glasgow City,2011,625,608,6,5,6
S01003370,Glasgow City,2011,771,672,14,31,54
S01003371,Glasgow City,2011,668,627,1,15,25
S01003372,Glasgow City,2011,799,779,6,6,8
S01003373,Glasgow City,2011,2232,1750,32,123,327
S01003374,Glasgow City,2011,492,483,1,0,8
S01003375,Glasgow City,2011,961,908,40,3,10
S01003376,Glasgow City,2011,526,503,4,2,17
S01003377,Glasgow City,2011,735,727,4,0,4
S01003378,Glasgow City,2011,841,778,1,8,54
S01003379,Glasgow City,2011,678,659,6,0,13
S01003380,Glasgow City,2011,1291,1101,31,35,124
S01003381,Glasgow City,2011,728,681,4,22,21
S01003382,Glasgow City,2011,1603,1251,63,50,239
S01003383,Glasgow City,2011,913,887,8,0,18
S01003384,Glasgow City,2011,965,958,0,0,7
S01003385,Glasgow City,2011,834,758,16,11,49
S01003386,Glasgow City,2011,689,678,1,0,10
S01003387,Glasgow City,2011,793,753,11,4,25
S01003388,Glasgow City,2011,1038,945,19,10,64
S01003389,Glasgow City,2011,1019,905,19,28,67
S01003390,Glasgow City,2011,1218,1178,4,4,32
S01003391,Glasgow City,2011,716,653,9,23,31
S01003392,Glasgow City,2011,826,752,7,3,64
S01003393,Glasgow City,2011,883,865,1,2,15
S01003394,Glasgow City,2011,637,625,2,4,6
S01003395,Glasgow City,2011,644,593,19,3,29
S01003396,Glasgow City,2011,814,693,16,5,100
S01003397,Glasgow City,2011,1045,1009,9,0,27
S01003398,Glasgow City,2011,793,757,11,14,11
S01003399,Glasgow City,2011,1873,1363,10,268,232
S01003400,Glasgow City,2011,744,737,0,2,5
S01003401,Glasgow City,2011,846,822,0,1,23
S01003402,Glasgow City,2011,949,936,1,3,9
S01003403,Glasgow City,2011,1144,848,68,59,169
S01003404,Glasgow City,2011,569,566,0,0,3
S01003405,Glasgow City,2011,733,727,0,2,4
S01003406,Glasgow City,2011,691,651,9,6,25
S01003407,Glasgow City,2011,851,814,2,5,30
S01003408,Glasgow City,2011,650,459,60,30,101
S01003409,Glasgow City,2011,1535,1307,43,58,127
S01003410,Glasgow City,2011,1452,1087,68,141,156
S01003411,Glasgow City,2011,757,708,10,3,36
S01003412,Glasgow City,2011,862,757,21,14,70
S01003413,Glasgow City,2011,741,713,6,4,18
S01003414,Glasgow City,2011,442,441,0,1,0
S01003415,Glasgow City,2011,1269,980,10,159,120
S01003416,Glasgow City,2011,845,750,10,29,56
S01003417,Glasgow City,2011,940,814,10,24,92
S01003418,Glasgow City,2011,920,859,4,4,53
S01003419,Glasgow City,2011,959,932,5,3,19
S01003420,Glasgow City,2011,464,457,0,0,7
S01003421,Glasgow City,2011,923,901,1,1,20
S01003422,Glasgow City,2011,790,709,6,2,73
S01003423,Glasgow City,2011,779,566,26,28,159
S01003424,Glasgow City,2011,974,917,1,0,56
S01003425,Glasgow City,2011,838,672,57,20,89
S01003426,Glasgow City,2011,1019,954,3,5,57
S01003427,Glasgow City,2011,941,905,17,1,18
S01003428,Glasgow City,2011,843,690,8,22,123
S01003429,Glasgow City,2011,1525,902,50,354,219
S01003430,Glasgow City,2011,783,657,15,26,85
S01003431,Glasgow City,2011,696,683,3,4,6
S01003432,Glasgow City,2011,880,745,13,59,63
S01003433,Glasgow City,2011,1165,843,93,87,142
S01003434,Glasgow City,2011,805,792,3,2,8
S01003435,Glasgow City,2011,731,725,1,0,5
S01003436,Glasgow City,2011,555,514,7,4,30
S01003437,Glasgow City,2011,816,687,20,45,64
S01003438,Glasgow City,2011,1411,945,25,267,174
S01003439,Glasgow City,2011,1153,965,16,72,100
S01003440,Glasgow City,2011,480,469,6,3,2
S01003441,Glasgow City,2011,1339,1126,24,21,168
S01003442,Glasgow City,2011,1013,797,11,17,188
S01003443,Glasgow City,2011,970,672,13,62,223
S01003444,Glasgow City,2011,777,758,1,2,16
S01003445,Glasgow City,2011,1074,803,12,19,240
S01003446,Glasgow City,2011,452,299,18,80,55
S01003447,Glasgow City,2011,1245,617,27,206,395
S01003448,Glasgow City,2011,705,680,1,7,17
S01003449,Glasgow City,2011,831,602,49,88,92
S01003450,Glasgow City,2011,976,815,21,49,91
S01003451,Glasgow City,2011,916,773,11,56,76
S01003452,Glasgow City,2011,1407,1364,15,4,24
S01003453,Glasgow City,2011,1317,1127,59,17,114
S01003454,Glasgow City,2011,664,398,151,20,95
S01003455,Glasgow City,2011,795,780,0,7,8
S01003456,Glasgow City,2011,255,247,0,0,8
S01003457,Glasgow City,2011,1005,571,7,37,390
S01003458,Glasgow City,2011,1016,947,5,19,45
S01003459,Glasgow City,2011,890,819,6,2,63
S01003460,Glasgow City,2011,1057,925,8,53,71
S01003461,Glasgow City,2011,764,731,1,2,30
S01003462,Glasgow City,2011,551,535,0,0,16
S01003463,Glasgow City,2011,692,274,24,88,306
S01003464,Glasgow City,2011,974,668,138,48,120
S01003465,Glasgow City,2011,2510,2068,22,153,267
S01003466,Glasgow City,2011,787,703,15,26,43
S01003467,Glasgow City,2011,714,694,0,4,16
S01003468,Glasgow City,2011,839,589,122,34,94
S01003469,Glasgow City,2011,1016,953,8,19,36
S01003470,Glasgow City,2011,1139,936,14,73,116
S01003471,Glasgow City,2011,776,722,0,1,53
S01003472,Glasgow City,2011,816,307,19,82,408
S01003473,Glasgow City,2011,969,779,42,62,86
S01003474,Glasgow City,2011,690,502,122,22,44
S01003475,Glasgow City,2011,845,639,64,52,90
S01003476,Glasgow City,2011,1136,1073,7,24,32
S01003477,Glasgow City,2011,1076,996,14,16,50
S01003478,Glasgow City,2011,814,746,13,16,39
S01003479,Glasgow City,2011,844,764,21,30,29
S01003480,Glasgow City,2011,834,798,9,1,26
S01003481,Glasgow City,2011,1033,953,6,24,50
S01003482,Glasgow City,2011,669,481,37,58,93
S01003483,Glasgow City,2011,533,514,0,4,15
S01003484,Glasgow City,2011,1127,957,13,68,89
S01003485,Glasgow City,2011,890,673,75,41,101
S01003486,Glasgow City,2011,1033,974,0,5,54
S01003487,Glasgow City,2011,1075,805,86,57,127
S01003488,Glasgow City,2011,695,673,3,1,18
S01003489,Glasgow City,2011,1397,1263,22,34,78
S01003490,Glasgow City,2011,625,401,103,67,54
S01003491,Glasgow City,2011,85,68,1,0,16
S01003492,Glasgow City,2011,1077,668,8,109,292
S01003493,Glasgow City,2011,831,750,5,14,62
S01003494,Glasgow City,2011,815,698,25,36,56
S01003495,Glasgow City,2011,936,730,14,55,137
S01003496,Glasgow City,2011,999,933,13,18,35
S01003497,Glasgow City,2011,964,900,2,9,53
S01003498,Glasgow City,2011,1019,928,27,18,46
S01003499,Glasgow City,2011,1006,907,17,18,64
S01003500,Glasgow City,2011,676,359,58,103,156
S01003501,Glasgow City,2011,708,529,27,75,77
S01003502,Glasgow City,2011,1231,1167,2,15,47
S01003502,North Lanarkshire,2011,617,523,31,30,33
S01003503,Glasgow City,2011,700,662,1,17,20
S01003504,Glasgow City,2011,936,705,75,42,114
S01003506,Glasgow City,2011,1040,875,19,63,83
S01003507,Glasgow City,2011,522,358,29,67,68
S01003508,Glasgow City,2011,807,737,14,21,35
S01003509,Glasgow City,2011,950,854,28,24,44
S01003510,Glasgow City,2011,407,384,0,18,5
S01003511,Glasgow City,2011,1101,1020,31,15,35
S01003512,Glasgow City,2011,641,637,0,1,3
S01003513,Glasgow City,2011,730,636,25,32,37
S01003514,Glasgow City,2011,897,794,16,42,45
S01003515,Glasgow City,2011,631,620,2,0,9
S01003516,Glasgow City,2011,667,603,37,14,13
S01003517,Glasgow City,2011,752,651,18,33,50
S01003518,Glasgow City,2011,1032,967,8,8,49
S01003519,Glasgow City,2011,542,429,34,22,57
S01003520,Glasgow City,2011,717,680,10,1,26
S01003521,Glasgow City,2011,531,458,22,10,41
S01003522,Glasgow City,2011,830,768,18,8,36
S01003523,Glasgow City,2011,657,648,0,1,8
S01003524,Glasgow City,2011,1072,1023,20,6,23
S01003525,Glasgow City,2011,1090,1008,6,28,48
S01003526,Glasgow City,2011,1013,925,18,14,56
S01003527,Glasgow City,2011,889,845,5,7,32
S01003528,Glasgow City,2011,516,510,0,5,1
S01003529,Glasgow City,2011,547,497,11,12,27
S01003530,Glasgow City,2011,821,760,16,16,29
S01003531,Glasgow City,2011,778,702,19,14,43
S01003532,Glasgow City,2011,1088,1023,31,5,29
S01003533,Glasgow City,2011,340,54,25,103,158
S01003534,Glasgow City,2011,903,810,16,28,49
S01003535,Glasgow City,2011,708,662,12,4,30
S01003536,Glasgow City,2011,1031,960,9,9,53
S01003537,Glasgow City,2011,807,724,20,24,39
S01003538,Glasgow City,2011,630,613,0,0,17
S01003539,Glasgow City,2011,993,965,0,5,23
S01003540,Glasgow City,2011,419,385,11,10,13
S01003541,Glasgow City,2011,935,332,85,61,457
S01003542,Glasgow City,2011,786,742,7,6,31
S01003543,Glasgow City,2011,706,553,2,70,81
S01003544,Glasgow City,2011,529,466,20,8,35
S01003545,Glasgow City,2011,789,740,7,6,36
S01003546,Glasgow City,2011,1004,925,9,21,49
S01003547,Glasgow City,2011,767,672,31,17,47
S01003549,Glasgow City,2011,800,759,3,4,34
S01003550,Glasgow City,2011,647,524,19,57,47
S01003551,Glasgow City,2011,658,609,3,5,41
S01003552,Glasgow City,2011,1036,956,5,20,55
S01003553,Glasgow City,2011,654,635,1,6,12
S01003554,Glasgow City,2011,761,678,9,24,50
S01003555,Glasgow City,2011,725,641,32,8,44
S01003556,Glasgow City,2011,700,678,6,3,13
S01003557,Glasgow City,2011,783,640,5,53,85
S01003558,Glasgow City,2011,1036,963,1,22,50
S01003559,Glasgow City,2011,978,924,12,7,35
S01003560,Glasgow City,2011,1264,1162,15,9,78
S01003561,Glasgow City,2011,1248,1018,45,30,155
S01003562,Glasgow City,2011,623,526,9,26,62
S01003563,Glasgow City,2011,530,513,3,1,13
S01003564,Glasgow City,2011,721,663,6,14,38
S01003565,Glasgow City,2011,858,821,9,5,23
S01003566,Glasgow City,2011,725,680,1,15,29
S01003567,Glasgow City,2011,1036,883,12,29,112
S01003568,Glasgow City,2011,729,671,15,8,35
S01003569,Glasgow City,2011,717,657,28,15,17
S01003570,Glasgow City,2011,736,692,19,3,22
S01003571,Glasgow City,2011,880,782,20,4,74
S01003572,Glasgow City,2011,1083,944,3,26,110
S01003573,Glasgow City,2011,924,909,0,2,13
S01003574,Glasgow City,2011,1028,942,8,22,56
S01003575,Glasgow City,2011,854,706,23,16,109
S01003576,Glasgow City,2011,845,776,17,12,40
S01003577,Glasgow City,2011,947,921,0,2,24
S01003578,Glasgow City,2011,217,208,0,4,5
S01003579,Glasgow City,2011,868,795,4,18,51
S01003580,Glasgow City,2011,1018,855,13,25,125
S01003581,Glasgow City,2011,1246,990,31,86,139
S01003582,Glasgow City,2011,671,625,0,21,25
S01003583,Glasgow City,2011,566,533,0,1,32
S01003584,Glasgow City,2011,803,408,44,51,300
S01003585,Glasgow City,2011,675,563,18,30,64
S01003586,Glasgow City,2011,1053,779,50,46,178
S01003587,Glasgow City,2011,1104,1015,34,4,51
S01003588,Glasgow City,2011,635,627,1,4,3
S01003589,Glasgow City,2011,1639,1220,27,205,187
S01003590,Glasgow City,2011,741,656,26,7,52
S01003591,Glasgow City,2011,1301,1169,54,24,54
S01003592,Glasgow City,2011,1423,1225,34,40,124
S01003593,Glasgow City,2011,634,591,13,2,28
S01003594,Glasgow City,2011,1013,911,28,11,63
S01003595,Glasgow City,2011,919,865,12,9,33
S01003596,Glasgow City,2011,783,652,1,8,122
S01003597,Glasgow City,2011,714,654,14,2,44
S01003598,Glasgow City,2011,690,685,0,4,1
S01003599,Glasgow City,2011,969,874,22,36,37
S01003600,Glasgow City,2011,842,796,1,14,31
S01003601,Glasgow City,2011,817,662,5,19,131
S01003602,Glasgow City,2011,628,628,0,0,0
S01003603,Glasgow City,2011,864,756,17,1,90
S01003604,Glasgow City,2011,837,790,0,19,28
S01003605,Glasgow City,2011,666,563,5,14,84
S01003606,Glasgow City,2011,885,865,5,1,14
S01003607,Glasgow City,2011,531,511,5,0,15
S01003608,Glasgow City,2011,557,518,5,1,33
S01003609,Glasgow City,2011,1066,997,18,10,41
S01003610,Glasgow City,2011,986,891,6,1,88
S01003611,Glasgow City,2011,850,773,7,8,62
S01003612,Glasgow City,2011,883,784,27,20,52
S01003613,Glasgow City,2011,1454,1206,48,73,127
S01003614,Glasgow City,2011,547,511,12,4,20
S01003615,Glasgow City,2011,854,692,1,7,154
S01003616,Glasgow City,2011,869,668,20,116,65
S01003617,Glasgow City,2011,828,716,6,10,96
S01003618,Glasgow City,2011,796,782,2,2,10
S01003619,Glasgow City,2011,816,744,1,17,54
S01003620,Glasgow City,2011,1025,895,33,12,85
S01003621,Glasgow City,2011,939,935,0,0,4
S01003622,Glasgow City,2011,813,789,6,3,15
S01003623,Glasgow City,2011,915,783,32,13,87
S01003624,Glasgow City,2011,1555,1424,38,31,62
S01003625,Glasgow City,2011,350,322,4,2,22
S01003626,Glasgow City,2011,808,733,9,19,47
S01003627,Glasgow City,2011,621,534,13,28,46
S01003628,Glasgow City,2011,739,725,0,2,12
S01003629,Glasgow City,2011,759,742,0,7,10
S01003630,Glasgow City,2011,771,705,11,3,52
S01003631,Glasgow City,2011,1265,1111,34,16,104
S01003632,Glasgow City,2011,949,764,58,29,98
S01003633,Glasgow City,2011,1267,1216,16,5,30
S01003634,Glasgow City,2011,1027,1000,5,5,17
S01003635,Glasgow City,2011,559,505,3,11,40
S01003636,Glasgow City,2011,923,895,0,0,28
S01003637,Glasgow City,2011,1048,995,26,1,26
S01003638,Glasgow City,2011,758,669,12,10,67
S01003639,Glasgow City,2011,779,743,1,4,31
S01003640,Glasgow City,2011,962,920,10,2,30
S01003641,Glasgow City,2011,736,672,14,20,30
S01003642,Glasgow City,2011,851,832,6,0,13
S01003643,Glasgow City,2011,682,628,7,11,36
S01003644,Glasgow City,2011,966,877,14,13,62
S01003645,Glasgow City,2011,539,516,0,7,16
S01003646,Glasgow City,2011,899,539,62,20,278
S01003647,Glasgow City,2011,724,683,15,3,23
S01003648,Glasgow City,2011,820,719,16,18,67
S01003649,Glasgow City,2011,967,857,27,38,45
S01003650,Glasgow City,2011,742,703,0,13,26
S01003651,Glasgow City,2011,732,657,10,12,53
S01003652,Glasgow City,2011,733,664,3,12,54
S01003653,Glasgow City,2011,715,708,0,3,4
S01003654,Glasgow City,2011,1123,1046,7,12,58
S01003655,Glasgow City,2011,660,652,0,0,8
S01003656,Glasgow City,2011,878,762,0,39,77
S01003657,Glasgow City,2011,831,802,11,3,15
S01003658,Glasgow City,2011,859,821,22,4,12
S01003659,Glasgow City,2011,756,670,31,10,45
S01003660,Glasgow City,2011,976,869,13,37,57
S01003661,Glasgow City,2011,947,861,16,15,55
S01003662,Glasgow City,2011,642,559,17,5,61
S01003663,Glasgow City,2011,585,535,8,9,33
S01003664,Glasgow City,2011,506,477,0,11,18
S01003665,Glasgow City,2011,645,535,4,22,84
S01003666,Glasgow City,2011,663,635,1,5,22
S01003667,Glasgow City,2011,838,817,13,3,5
S01003668,Glasgow City,2011,783,760,5,8,10
S01003669,Glasgow City,2011,927,918,0,1,8
S01003670,Glasgow City,2011,950,877,3,2,68
S01003671,Glasgow City,2011,666,626,14,5,21
S01003672,Glasgow City,2011,751,731,0,5,15
S01003673,Glasgow City,2011,316,270,10,9,27
S01003674,Glasgow City,2011,783,765,0,2,16
S01003675,Glasgow City,2011,879,762,15,18,84
S01003676,Glasgow City,2011,1198,1072,14,23,89
S01003677,Glasgow City,2011,692,681,2,0,9
S01003678,Glasgow City,2011,685,671,1,0,13
S01003679,Glasgow City,2011,1028,947,7,11,63
S01003680,Glasgow City,2011,623,614,0,0,9
S01003681,Glasgow City,2011,565,543,7,0,15
S01003682,Glasgow City,2011,1043,968,17,34,24
S01003683,Glasgow City,2011,623,605,0,2,16
S01003684,Glasgow City,2011,794,762,5,6,21
S01003685,Glasgow City,2011,550,539,10,0,1
S01003686,Glasgow City,2011,948,880,2,17,49
S01003687,Glasgow City,2011,657,648,0,1,8
S01003688,Glasgow City,2011,883,869,6,2,6
S01003689,Glasgow City,2011,667,636,0,9,22
S01003690,Glasgow City,2011,942,859,4,5,74
S01003691,Glasgow City,2011,1028,974,23,2,29
S01003692,Glasgow City,2011,1022,980,5,3,34
S01003693,Glasgow City,2011,550,544,0,1,5
S01003694,Glasgow City,2011,986,936,21,6,23
S01003695,Glasgow City,2011,1125,1026,9,36,54
S01003696,Glasgow City,2011,1036,1014,4,1,17
S01003697,Glasgow City,2011,930,883,7,6,34
S01003698,Glasgow City,2011,1010,994,6,3,7
S01003699,Glasgow City,2011,938,896,18,5,19
S01003700,Glasgow City,2011,980,943,1,17,19
S01003701,Glasgow City,2011,991,913,4,15,59
S01003702,Glasgow City,2011,822,775,18,0,29
S01003703,Glasgow City,2011,1052,1002,0,3,47
S01003704,Glasgow City,2011,655,634,5,3,13
S01003705,Glasgow City,2011,906,854,0,10,42
S01003706,Glasgow City,2011,749,698,3,3,45
S01003707,Glasgow City,2011,1078,1027,35,4,12
S01003708,Glasgow City,2011,964,886,1,13,64
S01003709,Glasgow City,2011,856,744,9,40,63
S01003710,Glasgow City,2011,1179,1100,16,20,43
S01003711,Glasgow City,2011,944,923,2,1,18
S01003712,Glasgow City,2011,928,911,0,5,12
S01003713,Glasgow City,2011,512,508,1,0,3
S01003714,Glasgow City,2011,628,582,5,3,38
S01003715,Glasgow City,2011,803,780,0,4,19
S01003716,Glasgow City,2011,575,562,6,0,7
S01003717,Glasgow City,2011,839,819,12,0,8
S01003718,Glasgow City,2011,749,717,19,1,12
S01003719,Highland,2011,660,650,3,0,7
S01003720,Highland,2011,989,981,0,0,8
S01003721,Highland,2011,814,809,0,0,5
S01003722,Highland,2011,896,886,7,1,2
S01003723,Highland,2011,519,502,1,4,12
S01003724,Highland,2011,769,757,0,2,10
S01003725,Highland,2011,614,601,0,1,12
S01003726,Highland,2011,656,636,0,5,15
S01003727,Highland,2011,748,746,0,0,2
S01003728,Highland,2011,558,555,0,0,3
S01003729,Highland,2011,868,854,1,0,13
S01003730,Highland,2011,644,629,1,0,14
S01003731,Highland,2011,617,606,0,1,10
S01003732,Highland,2011,945,935,0,6,4
S01003733,Highland,2011,870,865,2,0,3
S01003734,Highland,2011,709,708,1,0,0
S01003735,Highland,2011,820,812,0,0,8
S01003736,Highland,2011,799,792,0,1,6
S01003737,Highland,2011,611,605,0,0,6
S01003738,Highland,2011,767,761,0,0,6
S01003739,Highland,2011,531,529,0,0,2
S01003740,Highland,2011,618,607,0,2,9
S01003741,Highland,2011,946,939,0,1,6
S01003742,Highland,2011,711,700,0,1,10
S01003743,Highland,2011,557,552,0,0,5
S01003744,Highland,2011,665,657,0,1,7
S01003745,Highland,2011,806,795,0,1,10
S01003746,Highland,2011,837,832,0,0,5
S01003747,Highland,2011,1094,1079,0,1,14
S01003748,Highland,2011,591,582,0,0,9
S01003749,Highland,2011,885,878,0,0,7
S01003750,Highland,2011,715,710,0,0,5
S01003751,Highland,2011,1108,1091,0,0,17
S01003752,Highland,2011,913,907,1,0,5
S01003753,Highland,2011,1105,1083,1,1,20
S01003754,Highland,2011,848,839,0,1,8
S01003755,Highland,2011,1626,1599,6,4,17
S01003756,Highland,2011,905,902,0,0,3
S01003757,Highland,2011,608,607,0,0,1
S01003758,Highland,2011,954,950,1,0,3
S01003759,Highland,2011,628,624,0,1,3
S01003760,Highland,2011,840,832,0,0,8
S01003761,Highland,2011,957,950,0,0,7
S01003762,Highland,2011,1090,1083,0,4,3
S01003763,Highland,2011,912,898,0,1,13
S01003764,Highland,2011,878,873,0,0,5
S01003765,Highland,2011,649,646,0,1,2
S01003766,Highland,2011,738,715,0,1,22
S01003767,Highland,2011,812,797,1,2,12
S01003768,Highland,2011,628,624,0,0,4
S01003769,Highland,2011,946,936,0,1,9
S01003770,Highland,2011,819,813,0,0,6
S01003771,Highland,2011,757,751,0,0,6
S01003772,Highland,2011,606,602,0,0,4
S01003773,Highland,2011,692,690,0,0,2
S01003774,Highland,2011,760,750,0,0,10
S01003775,Highland,2011,916,906,0,0,10
S01003776,Highland,2011,700,690,1,0,9
S01003777,Highland,2011,1114,1110,1,1,2
S01003778,Highland,2011,3225,3162,2,9,52
S01003779,Highland,2011,501,500,0,0,1
S01003780,Highland,2011,1074,1069,0,2,3
S01003781,Highland,2011,1129,1114,0,2,13
S01003782,Highland,2011,621,612,0,0,9
S01003783,Highland,2011,1234,1216,1,1,16
S01003784,Highland,2011,1655,1618,6,12,19
S01003785,Highland,2011,809,795,0,0,14
S01003786,Highland,2011,891,877,5,0,9
S01003787,Highland,2011,591,579,1,3,8
S01003788,Highland,2011,708,690,5,2,11
S01003789,Highland,2011,494,489,0,4,1
S01003790,Highland,2011,570,564,0,0,6
S01003791,Highland,2011,824,797,0,2,25
S01003792,Highland,2011,2286,2191,6,24,65
S01003793,Highland,2011,542,532,0,4,6
S01003794,Highland,2011,690,677,0,1,12
S01003795,Highland,2011,648,639,0,0,9
S01003796,Highland,2011,673,658,1,5,9
S01003797,Highland,2011,925,919,0,1,5
S01003798,Highland,2011,846,824,0,1,21
S01003799,Highland,2011,756,748,5,0,3
S01003800,Highland,2011,633,625,0,0,8
S01003801,Highland,2011,816,811,0,0,5
S01003802,Highland,2011,781,779,0,0,2
S01003803,Highland,2011,732,715,1,6,10
S01003804,Highland,2011,620,608,1,0,11
S01003805,Highland,2011,1202,1176,1,2,23
S01003806,Highland,2011,698,690,1,0,7
S01003807,Highland,2011,904,902,0,0,2
S01003808,Highland,2011,936,920,2,2,12
S01003809,Highland,2011,674,660,2,1,11
S01003810,Highland,2011,908,900,0,0,8
S01003811,Highland,2011,687,667,1,5,14
S01003812,Highland,2011,958,940,2,0,16
S01003813,Highland,2011,856,827,1,1,27
S01003814,Highland,2011,786,771,0,2,13
S01003815,Highland,2011,842,827,0,4,11
S01003816,Highland,2011,986,973,0,5,8
S01003817,Highland,2011,1035,1026,0,0,9
S01003818,Highland,2011,803,795,1,0,7
S01003819,Highland,2011,2446,2381,2,6,57
S01003820,Highland,2011,1011,966,4,4,37
