"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60QJ000755",96,51,34,13,21,0,0,0,0,0,0,13,4,45,3,6,14,8,14
"60QJ000756",46,11,9,3,6,0,0,0,1,1,0,1,0,35,21,1,2,8,3
"60QJ000757",79,47,40,9,31,4,0,4,1,0,1,1,1,32,10,5,3,12,2
"60QJ000758",112,69,59,19,40,1,1,0,1,0,1,6,2,43,21,5,1,9,7
"60QJ000759",77,40,34,8,26,0,0,0,1,0,1,3,2,37,19,1,1,14,2
"60QJ000760",129,76,59,16,43,1,0,1,1,0,1,13,2,53,8,7,11,17,10
"60QJ000761",101,62,52,13,39,4,0,4,2,0,2,2,2,39,22,1,5,7,4
"60QJ000762",128,85,67,26,41,0,0,0,6,2,4,7,5,43,14,3,6,15,5
"60QJ000763",134,87,63,17,46,2,1,1,6,2,4,11,5,47,15,5,6,14,7
"60QJ000764",143,95,77,19,58,1,0,1,1,0,1,8,8,48,15,5,9,19,0
"60QJ000765",158,104,87,26,61,0,0,0,6,1,5,3,8,54,15,6,6,19,8
"60QJ000766",68,46,36,12,24,3,0,3,0,0,0,6,1,22,9,1,6,5,1
"60QJ000767",106,66,58,14,44,0,0,0,3,0,3,3,2,40,23,2,4,6,5
"60QJ000768",82,59,51,13,38,1,0,1,2,0,2,4,1,23,15,0,3,4,1
"60QJ000769",92,46,39,9,30,1,0,1,2,0,2,1,3,46,20,1,4,13,8
"60QJ000770",83,52,40,10,30,1,0,1,2,2,0,7,2,31,3,4,13,7,4
"60QJ000771",91,57,45,9,36,1,1,0,3,1,2,4,4,34,11,2,8,12,1
"60QJ000772",100,50,42,11,31,4,0,4,1,0,1,2,1,50,15,4,8,10,13
"60QJ000773",85,57,48,18,30,1,0,1,1,0,1,5,2,28,14,2,6,3,3
"60QJ000774",69,44,36,4,32,3,2,1,1,0,1,3,1,25,5,4,3,7,6
"60QJ000775",84,56,43,12,31,2,0,2,1,0,1,7,3,28,3,5,9,9,2
"60QJ000776",118,81,65,14,51,1,0,1,2,0,2,10,3,37,15,4,3,10,5
"60QJ000777",96,47,32,13,19,0,0,0,1,1,0,11,3,49,6,10,18,10,5
"60QJ000778",58,36,31,8,23,1,0,1,0,0,0,3,1,22,2,4,7,5,4
"60QJ000779",100,59,43,16,27,0,0,0,2,1,1,12,2,41,3,4,20,5,9
"60QJ000780",51,21,16,7,9,1,0,1,0,0,0,4,0,30,6,5,10,3,6
"60QJ000781",137,89,64,17,47,2,0,2,5,2,3,11,7,48,17,4,8,14,5
"60QJ000782",84,54,41,8,33,1,0,1,1,0,1,5,6,30,10,4,3,8,5
"60QJ000783",90,61,53,14,39,1,0,1,1,0,1,4,2,29,10,1,5,8,5
"60QJ000784",65,33,22,8,14,0,0,0,2,1,1,7,2,32,8,0,6,15,3
"60QJ000785",86,51,34,7,27,0,0,0,1,0,1,14,2,35,6,0,7,17,5
"60QJ000786",116,39,29,10,19,0,0,0,1,1,0,7,2,77,24,7,6,27,13
"60QJ000787",81,31,21,6,15,0,0,0,0,0,0,10,0,50,19,0,6,18,7
"60QJ000788",113,71,54,13,41,1,0,1,2,0,2,13,1,42,19,2,3,15,3
"60QJ000789",95,36,25,9,16,0,0,0,2,1,1,8,1,59,7,4,26,10,12
"60QJ000790",95,37,19,9,10,0,0,0,1,0,1,15,2,58,4,7,14,17,16
"60QJ000791",44,28,17,4,13,0,0,0,2,0,2,6,3,16,3,2,2,5,4
"60QJ000792",82,60,53,10,43,0,0,0,3,0,3,1,3,22,7,3,4,6,2
"60QJ000793",83,60,48,9,39,1,0,1,2,0,2,7,2,23,1,3,11,4,4
"60QJ000794",66,31,20,5,15,0,0,0,3,0,3,8,0,35,18,0,1,11,5
"60QJ000795",102,65,47,21,26,2,0,2,3,2,1,6,7,37,14,0,3,12,8
"60QJ000796",110,86,73,24,49,1,0,1,2,0,2,7,3,24,6,3,8,4,3
"60QJ000797",71,65,58,9,49,1,0,1,0,0,0,2,4,6,1,1,2,0,2
"60QJ000798",98,92,85,15,70,0,0,0,3,0,3,1,3,6,1,2,1,1,1
"60QJ000799",67,57,50,12,38,1,0,1,2,0,2,2,2,10,0,4,2,3,1
"60QJ000800",112,96,86,15,71,1,0,1,3,0,3,6,0,16,3,5,1,3,4
"60QJ000801",144,117,98,21,77,2,0,2,3,0,3,8,6,27,9,4,7,6,1
"60QJ000802",119,104,89,6,83,4,0,4,6,2,4,4,1,15,6,1,1,6,1
"60QJ000803",119,94,78,22,56,3,1,2,6,4,2,5,2,25,8,2,4,7,4
"60QJ000804",70,49,36,4,32,5,0,5,4,2,2,2,2,21,17,1,1,2,0
"60QJ000805",126,71,50,14,36,10,2,8,4,2,2,2,5,55,35,4,7,5,4
"60QJ000806",104,53,36,2,34,1,0,1,3,1,2,0,13,51,19,21,6,2,3
"60QJ000807",98,56,38,11,27,7,1,6,7,2,5,2,2,42,33,2,2,3,2
"60QJ000808",84,50,42,9,33,0,0,0,4,2,2,2,2,34,23,4,4,2,1
"60QJ000809",84,60,43,9,34,6,0,6,4,2,2,2,5,24,17,3,1,2,1
"60QJ000810",162,111,91,22,69,5,0,5,4,2,2,4,7,51,17,14,8,7,5
"60QJ000811",105,82,68,18,50,4,1,3,5,0,5,1,4,23,12,4,2,2,3
"60QJ000812",99,57,48,6,42,1,0,1,2,0,2,2,4,42,29,2,6,5,0
"60QJ000813",139,79,60,13,47,6,0,6,4,1,3,4,5,60,30,7,13,3,7
"60QJ000814",137,84,57,15,42,14,1,13,6,3,3,3,4,53,19,7,11,14,2
"60QJ000815",114,74,53,9,44,15,3,12,2,1,1,0,4,40,22,6,6,3,3
"60QJ000816",129,79,54,18,36,6,1,5,6,2,4,1,12,50,23,8,8,7,4
"60QJ000817",103,62,47,10,37,4,0,4,5,2,3,2,4,41,28,4,5,4,0
"60QJ000818",48,8,7,0,7,0,0,0,0,0,0,0,1,40,24,1,3,9,3
"60QJ000819",112,64,47,7,40,5,0,5,5,2,3,4,3,48,27,0,9,8,4
"60QJ000820",86,46,34,10,24,4,0,4,1,1,0,1,6,40,31,3,3,1,2
"60QJ000821",34,12,8,3,5,3,0,3,0,0,0,0,1,22,20,0,1,0,1
"60QJ000822",96,70,57,16,41,2,0,2,3,0,3,2,6,26,18,5,1,2,0
"60QJ000823",86,52,40,6,34,3,0,3,7,4,3,2,0,34,22,5,4,2,1
"60QJ000824",121,70,57,16,41,4,0,4,3,1,2,0,6,51,32,0,5,9,5
"60QJ000825",53,26,22,7,15,0,0,0,0,0,0,3,1,27,18,3,0,6,0
"60QJ000826",61,25,20,3,17,2,0,2,0,0,0,1,2,36,27,0,2,3,4
"60QJ000827",90,66,57,8,49,1,0,1,6,2,4,1,1,24,10,0,4,4,6
"60QJ000828",61,34,20,2,18,4,0,4,5,2,3,4,1,27,10,1,2,9,5
"60QJ000829",56,22,14,3,11,1,0,1,5,2,3,1,1,34,16,2,3,12,1
"60QJ000830",56,36,28,2,26,0,0,0,3,0,3,3,2,20,9,3,2,5,1
"60QJ000831",65,35,32,9,23,1,0,1,1,0,1,1,0,30,25,1,1,3,0
"60QJ000832",77,58,45,6,39,5,0,5,3,2,1,4,1,19,8,5,3,1,2
"60QJ000833",78,53,40,6,34,1,0,1,1,0,1,8,3,25,11,4,6,2,2
"60QJ000834",57,35,27,6,21,1,0,1,3,1,2,1,3,22,13,3,2,4,0
"60QJ000835",58,43,34,8,26,1,0,1,4,1,3,2,2,15,8,0,3,3,1
"60QJ000836",61,38,29,5,24,3,0,3,3,3,0,1,2,23,17,1,1,3,1
"60QJ000837",43,30,25,1,24,0,0,0,1,0,1,3,1,13,8,3,0,0,2
"60QJ000838",72,48,39,7,32,1,0,1,3,0,3,2,3,24,7,0,1,11,5
"60QJ000839",62,46,39,6,33,1,0,1,1,0,1,4,1,16,5,1,3,5,2
"60QJ000840",57,41,31,8,23,1,1,0,2,2,0,4,3,16,6,1,1,6,2
"60QJ000841",85,53,47,5,42,1,0,1,3,0,3,0,2,32,17,8,1,3,3
"60QJ000842",65,47,36,4,32,1,0,1,5,0,5,0,5,18,4,5,5,2,2
"60QJ000843",99,76,66,8,58,4,1,3,1,0,1,3,2,23,9,1,5,7,1
"60QJ000844",123,95,76,16,60,6,0,6,5,2,3,3,5,28,18,2,4,4,0
"60QJ000845",101,74,58,15,43,6,0,6,5,4,1,2,3,27,14,3,7,1,2
"60QJ000846",107,74,48,11,37,14,2,12,6,2,4,3,3,33,10,5,9,6,3
"60QJ000847",97,74,64,13,51,2,0,2,4,1,3,3,1,23,13,8,2,0,0
"60QJ000848",100,60,44,13,31,2,0,2,3,1,2,5,6,40,19,6,8,6,1
"60QJ000849",98,67,45,12,33,5,0,5,10,2,8,1,6,31,12,8,5,4,2
"60QJ000850",78,57,53,10,43,0,0,0,1,1,0,3,0,21,6,1,6,8,0
"60QJ000851",96,70,49,12,37,12,2,10,4,1,3,3,2,26,11,5,7,2,1
"60QJ000852",133,97,71,14,57,11,1,10,8,3,5,5,2,36,20,2,5,4,5
"60QJ000853",84,46,31,6,25,5,1,4,7,3,4,1,2,38,24,5,5,3,1
"60QJ000854",92,64,47,8,39,6,0,6,7,1,6,2,2,28,21,1,4,0,2
"60QJ000855",98,67,54,10,44,3,1,2,5,1,4,2,3,31,16,6,5,2,2
"60QJ000856",84,52,43,15,28,2,0,2,4,1,3,3,0,32,21,2,4,3,2
"60QJ000857",67,37,32,4,28,1,0,1,4,1,3,0,0,30,14,4,4,5,3
"60QJ000858",29,6,5,1,4,0,0,0,0,0,0,0,1,23,18,0,1,2,2
"60QJ000859",80,50,44,14,30,0,0,0,2,0,2,1,3,30,19,2,2,7,0
"60QJ000860",97,68,59,8,51,1,0,1,3,1,2,1,4,29,21,3,2,3,0
"60QJ000861",57,28,22,3,19,0,0,0,1,1,0,3,2,29,13,1,2,9,4
"60QJ000862",54,37,30,6,24,0,0,0,2,1,1,4,1,17,9,1,0,6,1
"60QJ000863",75,58,51,8,43,0,0,0,2,1,1,2,3,17,5,4,3,5,0
"60QJ000864",132,104,86,16,70,6,2,4,3,1,2,5,4,28,15,5,4,3,1
"60QJ000865",66,33,24,8,16,0,0,0,1,0,1,6,2,33,24,0,2,6,1
"60QJ000866",91,66,56,14,42,1,0,1,3,0,3,3,3,25,20,2,2,1,0
"60QJ000867",69,45,35,7,28,1,1,0,2,0,2,4,3,24,19,1,0,4,0
"60QJ000868",75,47,38,9,29,1,1,0,2,0,2,1,5,28,14,2,1,9,2
"60QJ000869",115,82,69,19,50,1,0,1,7,3,4,4,1,33,20,6,4,2,1
"60QJ000870",86,55,43,13,30,3,1,2,3,2,1,0,6,31,20,3,7,0,1
"60QJ000871",75,39,34,5,29,1,0,1,2,1,1,1,1,36,22,2,6,4,2
"60QJ000872",76,38,29,8,21,2,1,1,5,3,2,0,2,38,30,1,3,3,1
"60QJ000873",66,44,39,9,30,2,1,1,1,1,0,1,1,22,20,0,2,0,0
"60QJ000874",83,55,46,11,35,3,0,3,5,1,4,0,1,28,15,2,6,3,2
"60QJ000875",96,61,42,15,27,14,3,11,2,1,1,1,2,35,24,4,5,1,1
"60QJ000876",58,41,30,7,23,6,1,5,2,1,1,0,3,17,13,2,2,0,0
"60QJ000877",97,63,52,13,39,3,0,3,5,3,2,2,1,34,25,0,4,3,2
"60QJ000878",90,53,37,9,28,2,0,2,9,5,4,2,3,37,23,2,4,7,1
"60QJ000879",83,54,43,9,34,2,1,1,4,2,2,4,1,29,19,2,4,2,2
"60QJ000880",97,46,36,9,27,2,0,2,3,0,3,2,3,51,41,7,1,2,0
"60QJ000881",94,66,51,13,38,1,0,1,4,0,4,5,5,28,18,4,3,1,2
"60QJ000882",98,60,53,14,39,1,0,1,4,0,4,1,1,38,29,2,2,3,2
"60QJ000883",78,43,40,7,33,0,0,0,2,1,1,1,0,35,29,1,2,2,1
"60QJ000884",75,54,43,16,27,3,1,2,5,2,3,0,3,21,13,3,1,3,1
"60QJ000885",143,92,75,19,56,2,1,1,5,0,5,2,8,51,31,7,2,5,6
"60QJ000886",122,95,78,19,59,5,0,5,6,2,4,1,5,27,15,2,3,6,1
"60QJ000887",104,70,58,10,48,2,1,1,3,2,1,3,4,34,19,5,3,4,3
"60QJ000888",52,38,33,4,29,1,0,1,2,0,2,1,1,14,10,1,0,3,0
"60QJ000889",100,74,61,16,45,1,0,1,8,1,7,1,3,26,18,2,2,2,2
"60QJ000890",78,57,43,9,34,5,0,5,3,2,1,2,4,21,16,1,1,2,1
"60QJ000891",45,33,23,10,13,5,0,5,3,0,3,1,1,12,7,4,0,1,0
"60QJ000892",119,71,54,11,43,6,1,5,5,4,1,1,5,48,33,2,3,8,2
"60QJ000893",91,53,43,13,30,2,0,2,3,1,2,0,5,38,27,1,6,3,1
"60QJ000894",38,16,12,2,10,2,0,2,1,0,1,0,1,22,16,0,0,5,1
"60QJ000895",87,51,42,13,29,0,0,0,1,1,0,5,3,36,19,5,6,3,3
"60QJ000896",49,29,23,4,19,0,0,0,0,0,0,4,2,20,10,0,2,6,2
"60QJ000897",20,6,5,1,4,0,0,0,0,0,0,1,0,14,13,0,1,0,0
"60QJ000898",103,61,46,8,38,2,0,2,6,1,5,1,6,42,26,5,7,3,1
"60QJ000899",125,83,68,19,49,6,1,5,5,2,3,1,3,42,26,10,2,2,2
"60QJ000900",81,56,48,14,34,2,0,2,1,0,1,1,4,25,17,4,1,2,1
"60QJ000901",97,80,65,10,55,4,0,4,2,2,0,2,7,17,7,2,4,3,1
"60QJ000902",103,60,57,15,42,1,1,0,0,0,0,0,2,43,25,4,9,5,0
"60QJ000903",165,136,119,24,95,2,0,2,3,2,1,3,9,29,6,8,6,6,3
"60QJ000904",137,93,73,21,52,4,0,4,8,0,8,4,4,44,31,6,3,4,0
"60QJ000905",92,54,39,11,28,6,1,5,3,3,0,0,6,38,32,1,1,3,1
"60QJ000906",103,70,55,14,41,3,0,3,4,2,2,2,6,33,19,6,4,3,1
"60QJ000907",82,59,51,17,34,2,1,1,1,1,0,2,3,23,16,3,3,1,0
"60QJ000908",79,67,61,11,50,2,0,2,0,0,0,4,0,12,7,2,1,2,0
"60QJ000909",95,59,52,12,40,1,0,1,1,0,1,2,3,36,21,2,4,5,4
"60QJ000910",128,89,72,14,58,2,0,2,7,1,6,1,7,39,28,3,2,4,2
"60QJ000911",39,23,19,6,13,1,1,0,1,0,1,0,2,16,10,3,2,1,0
"60QJ000912",110,60,47,9,38,1,1,0,8,0,8,0,4,50,40,5,1,4,0
"60QJ000913",120,80,68,19,49,1,0,1,1,0,1,3,7,40,24,6,3,6,1
"60QJ000914",98,71,59,10,49,1,0,1,4,0,4,1,6,27,14,2,2,4,5
"60QJ000915",89,62,53,13,40,1,0,1,4,3,1,1,3,27,15,4,4,3,1
"60QJ000916",108,76,58,15,43,3,0,3,5,1,4,4,6,32,17,7,3,4,1
"60QJ000917",129,89,74,19,55,5,1,4,1,1,0,4,5,40,23,5,5,4,3
"60QJ000918",116,92,84,23,61,0,0,0,4,1,3,0,4,24,10,4,3,5,2
"60QJ000919",117,77,56,13,43,4,0,4,11,5,6,1,5,40,27,4,4,3,2
"60QJ000920",61,37,27,7,20,2,0,2,2,0,2,3,3,24,15,2,0,5,2
"60QJ000921",110,81,69,13,56,3,0,3,4,1,3,2,3,29,16,2,6,5,0
"60QJ000922",54,27,25,6,19,1,0,1,1,0,1,0,0,27,21,0,0,4,2
"60QJ000923",30,17,14,5,9,0,0,0,0,0,0,3,0,13,6,3,1,1,2
"60QJ000924",81,58,51,9,42,1,0,1,2,0,2,3,1,23,13,1,3,4,2
"60QJ000925",59,35,26,9,17,2,0,2,2,1,1,4,1,24,13,3,0,6,2
"60QJ000926",86,56,35,11,24,0,0,0,2,0,2,14,5,30,2,4,11,8,5
"60QJ000927",58,22,17,7,10,0,0,0,0,0,0,1,4,36,20,2,1,11,2
"60QJ000928",82,53,46,11,35,2,0,2,0,0,0,3,2,29,13,0,5,9,2
"60QJ000929",122,85,68,13,55,1,0,1,0,0,0,10,6,37,11,3,4,10,9
"60QJ000930",97,80,70,9,61,3,0,3,1,1,0,1,5,17,3,3,3,7,1
"60QJ000931",65,29,15,6,9,1,0,1,1,1,0,7,5,36,3,0,10,13,10
"60QJ000932",60,25,11,4,7,0,0,0,1,1,0,12,1,35,4,2,4,13,12
"60QJ000933",56,31,13,3,10,0,0,0,0,0,0,15,3,25,3,0,7,11,4
"60QJ000934",72,44,29,11,18,0,0,0,2,0,2,10,3,28,9,3,7,6,3
"60QJ000935",101,57,34,15,19,1,0,1,0,0,0,19,3,44,6,2,9,15,12
"60QJ000936",55,30,22,8,14,1,1,0,0,0,0,7,0,25,4,1,2,9,9
"60QJ000937",41,17,9,2,7,0,0,0,1,0,1,6,1,24,4,1,9,9,1
"60QJ000938",104,51,32,10,22,1,0,1,3,0,3,13,2,53,18,4,1,19,11
"60QJ000939",93,54,41,13,28,2,0,2,6,3,3,4,1,39,13,1,7,14,4
"60QJ000940",41,27,21,8,13,0,0,0,1,0,1,5,0,14,1,3,4,3,3
"60QJ000941",84,59,43,6,37,0,0,0,2,0,2,6,8,25,8,5,3,5,4
"60QJ000942",73,60,44,11,33,0,0,0,3,0,3,9,4,13,1,2,4,1,5
"60QJ000943",35,27,17,2,15,1,0,1,0,0,0,7,2,8,0,1,4,2,1
"60QJ000944",44,17,10,4,6,0,0,0,0,0,0,6,1,27,7,2,5,10,3
"60QJ000945",73,41,30,11,19,1,0,1,2,1,1,5,3,32,4,2,13,11,2
"60QJ000946",65,54,47,5,42,3,0,3,2,1,1,1,1,11,3,0,2,4,2
"60QJ000947",53,29,18,7,11,6,1,5,2,0,2,2,1,24,14,1,5,2,2
"60QJ000948",80,53,44,11,33,4,1,3,1,1,0,0,4,27,13,7,5,0,2
"60QJ000949",62,33,24,6,18,3,1,2,2,0,2,2,2,29,20,3,5,1,0
"60QJ000950",90,63,46,10,36,4,1,3,6,1,5,2,5,27,14,3,4,3,3
"60QJ000951",50,34,29,5,24,4,2,2,1,1,0,0,0,16,7,4,2,3,0
"60QJ000952",81,62,47,14,33,2,0,2,5,2,3,3,5,19,7,3,4,2,3
"60QJ000953",65,52,44,6,38,4,0,4,2,1,1,2,0,13,3,1,3,3,3
"60QJ000954",72,53,44,13,31,2,0,2,4,0,4,2,1,19,11,0,3,1,4
"60QJ000955",99,71,52,7,45,5,0,5,8,1,7,3,3,28,19,3,2,2,2
"60QJ000956",68,26,19,4,15,0,0,0,1,1,0,3,3,42,28,0,2,7,5
"60QJ000957",118,101,91,17,74,3,0,3,3,1,2,2,2,17,4,3,5,4,1
"60QJ000958",60,40,26,3,23,3,1,2,4,1,3,2,5,20,14,2,2,2,0
"60QJ000959",90,52,45,6,39,1,0,1,3,0,3,1,2,38,27,0,5,5,1
"60QJ000960",78,48,37,6,31,2,1,1,2,0,2,0,7,30,25,0,3,1,1
"60QJ000961",61,33,26,3,23,1,0,1,0,0,0,2,4,28,6,20,0,1,1
"60QJ000962",44,35,30,7,23,0,0,0,0,0,0,3,2,9,3,1,3,1,1
"60QJ000963",70,53,45,8,37,1,0,1,1,0,1,0,6,17,3,10,1,1,2
"60QJ000964",66,38,25,2,23,2,0,2,1,0,1,0,10,28,2,24,0,2,0
"60QJ000965",205,76,26,9,17,0,0,0,1,0,1,0,49,129,18,107,3,1,0
"60QJ000966",72,35,24,7,17,1,0,1,4,0,4,5,1,37,23,5,2,6,1
"60QJ000967",91,54,42,11,31,1,0,1,1,0,1,8,2,37,13,4,3,9,8
"60QJ000968",76,42,29,7,22,0,0,0,3,1,2,7,3,34,12,4,8,9,1
"60QJ000969",69,50,40,8,32,3,0,3,1,0,1,1,5,19,10,3,1,4,1
"60QJ000970",48,19,16,2,14,0,0,0,0,0,0,2,1,29,22,1,0,5,1
"60QJ000971",48,23,8,0,8,0,0,0,0,0,0,0,15,25,4,15,5,1,0
"60QJ000972",42,18,14,3,11,0,0,0,0,0,0,1,3,24,2,10,1,5,6
"60QJ000973",74,36,16,3,13,0,0,0,1,0,1,18,1,38,3,2,5,17,11
"60QJ000974",80,30,12,3,9,0,0,0,1,1,0,0,17,50,0,48,1,1,0
"60QJ000975",68,43,31,7,24,1,0,1,1,1,0,3,7,25,4,5,3,12,1
"60QJ000976",92,58,45,11,34,1,0,1,3,1,2,6,3,34,22,3,4,3,2
"60QJ000977",48,15,13,5,8,0,0,0,1,0,1,0,1,33,21,0,2,6,4
"60QJ000978",32,17,8,2,6,0,0,0,0,0,0,8,1,15,3,0,5,4,3
"60QJ000979",63,24,21,4,17,0,0,0,0,0,0,3,0,39,10,2,4,9,14
"60QJ000980",66,48,35,9,26,1,0,1,1,0,1,7,4,18,2,1,1,7,7
"60QJ000981",61,33,28,2,26,0,0,0,0,0,0,5,0,28,5,3,5,10,5
"60QJ000982",57,36,25,6,19,0,0,0,1,0,1,6,4,21,4,2,5,7,3
"60QJ000983",78,63,51,11,40,2,1,1,4,0,4,3,3,15,3,4,2,6,0
"60QJ000984",40,15,11,2,9,0,0,0,0,0,0,1,3,25,6,8,1,5,5
"60QJ000985",47,27,22,4,18,0,0,0,0,0,0,5,0,20,8,2,3,6,1
"60QJ000986",55,34,30,5,25,2,0,2,1,0,1,0,1,21,10,1,2,7,1
"60QJ000987",85,49,40,12,28,0,0,0,2,1,1,3,4,36,20,5,4,4,3
"60QJ000988",62,34,28,3,25,1,0,1,0,0,0,0,5,28,10,3,0,9,6
"60QJ000989",66,43,27,1,26,1,0,1,5,1,4,4,6,23,6,9,5,1,2
"60QJ000990",44,26,20,5,15,0,0,0,1,1,0,3,2,18,8,1,3,6,0
"60QJ000991",50,29,28,4,24,1,0,1,0,0,0,0,0,21,11,0,2,3,5
"60QJ000992",60,46,37,5,32,0,0,0,0,0,0,5,4,14,3,3,2,4,2
"60QJ000993",78,51,38,2,36,1,0,1,3,2,1,5,4,27,12,2,4,9,0
"60QJ000994",34,10,6,1,5,1,1,0,1,0,1,2,0,24,18,1,0,2,3
"60QJ000995",71,39,33,3,30,4,0,4,0,0,0,1,1,32,17,5,4,2,4
"60QJ000996",144,72,52,10,42,3,0,3,3,1,2,4,10,72,17,31,9,13,2
"60QJ000997",71,35,20,8,12,0,0,0,0,0,0,9,6,36,11,3,3,15,4
"60QJ000998",30,9,7,3,4,0,0,0,0,0,0,2,0,21,10,0,0,9,2
"60QJ000999",83,18,14,0,14,3,2,1,0,0,0,1,0,65,2,2,2,15,44
"60QJ001000",52,26,9,3,6,0,0,0,1,1,0,13,3,26,0,7,6,8,5
"60QJ001001",44,23,20,3,17,0,0,0,2,0,2,1,0,21,6,3,3,4,5
"60QJ001002",69,35,22,3,19,0,0,0,2,0,2,9,2,34,10,2,2,14,6
"60QJ001003",62,26,17,2,15,0,0,0,1,1,0,8,0,36,16,4,3,9,4
"60QJ001004",52,24,19,1,18,0,0,0,1,0,1,4,0,28,12,0,2,11,3
"60QJ001005",218,107,89,22,67,9,2,7,2,0,2,6,1,111,27,3,2,64,15
"60QJ001006",71,47,40,8,32,0,0,0,0,0,0,5,2,24,6,3,3,6,6
"60QJ001007",45,33,26,9,17,0,0,0,1,1,0,4,2,12,2,0,2,2,6
"60QJ001008",78,43,38,6,32,3,0,3,0,0,0,1,1,35,23,4,1,4,3
"60QJ001009",39,17,17,2,15,0,0,0,0,0,0,0,0,22,13,0,0,9,0
"60QJ001010",39,25,17,3,14,0,0,0,2,0,2,6,0,14,0,1,5,4,4
"60QJ001011",59,49,42,7,35,0,0,0,2,0,2,2,3,10,5,1,1,1,2
"60QJ001012",78,56,47,16,31,1,0,1,0,0,0,5,3,22,5,2,3,9,3
"60QJ001013",68,50,39,11,28,1,1,0,0,0,0,8,2,18,7,4,3,3,1
"60QJ001014",43,24,19,3,16,1,0,1,1,0,1,3,0,19,9,0,3,6,1
"60QJ001015",66,39,26,9,17,1,0,1,1,0,1,11,0,27,4,3,8,5,7
"60QJ001016",53,32,22,8,14,0,0,0,1,0,1,7,2,21,2,4,7,5,3
"60QJ001017",84,50,39,15,24,3,1,2,0,0,0,8,0,34,4,3,14,9,4
"60QJ001018",76,56,46,15,31,0,0,0,0,0,0,5,5,20,6,3,2,7,2
"60QJ001019",144,115,93,18,75,2,0,2,4,1,3,11,5,29,7,5,6,6,5
"60QJ001020",41,15,13,2,11,0,0,0,2,1,1,0,0,26,11,1,0,11,3
"60QJ001021",83,42,28,4,24,2,0,2,2,1,1,4,6,41,0,30,6,2,3
"60QJ001022",73,51,39,15,24,1,0,1,3,2,1,6,2,22,1,8,6,6,1
"60QJ001023",41,24,12,5,7,0,0,0,0,0,0,10,2,17,0,2,4,3,8
"60QJ001024",74,49,39,8,31,1,0,1,0,0,0,3,6,25,2,6,6,6,5
"60QJ001025",59,44,39,7,32,0,0,0,2,1,1,1,2,15,7,3,1,4,0
"60QJ001026",78,50,43,6,37,1,0,1,0,0,0,5,1,28,14,4,4,5,1
"60QJ001027",73,32,17,2,15,0,0,0,0,0,0,0,15,41,0,41,0,0,0
"60QJ001028",51,26,20,1,19,0,0,0,2,1,1,2,2,25,17,0,1,5,2
"60QJ001029",54,27,22,10,12,0,0,0,2,1,1,1,2,27,16,2,0,6,3
"60QJ001030",49,38,32,6,26,4,1,3,0,0,0,1,1,11,8,2,0,1,0
"60QJ001031",79,66,53,10,43,7,0,7,2,0,2,2,2,13,4,6,1,1,1
"60QJ001032",96,67,59,8,51,2,1,1,2,1,1,3,1,29,18,5,3,1,2
"60QJ001033",111,50,32,10,22,1,0,1,1,1,0,4,12,61,5,38,7,7,4
"60QJ001034",46,25,22,8,14,0,0,0,0,0,0,2,1,21,15,0,0,5,1
"60QJ001035",43,27,20,3,17,0,0,0,2,1,1,3,2,16,3,8,3,1,1
"60QJ001036",41,20,13,4,9,0,0,0,0,0,0,1,6,21,0,14,5,1,1
"60QJ001037",50,25,20,6,14,0,0,0,2,0,2,1,2,25,9,4,2,6,4
"60QJ001038",173,74,30,7,23,0,0,0,1,1,0,3,40,99,8,79,4,5,3
"60QJ001039",43,24,22,2,20,1,0,1,0,0,0,1,0,19,5,1,3,8,2
"60QJ001040",46,28,19,7,12,0,0,0,0,0,0,9,0,18,1,1,6,4,6
"60QJ001041",73,44,33,7,26,1,0,1,1,1,0,7,2,29,3,3,7,9,7
"60QJ001042",64,22,14,6,8,3,1,2,0,0,0,5,0,42,10,3,13,11,5
"60QJ001043",53,29,21,5,16,0,0,0,1,0,1,6,1,24,12,4,1,4,3
"60QJ001044",57,38,29,5,24,2,2,0,1,0,1,2,4,19,13,2,1,3,0
"60QJ001045",116,77,63,15,48,1,0,1,3,0,3,3,7,39,28,3,2,5,1
"60QJ001046",42,26,17,4,13,0,0,0,0,0,0,8,1,16,1,1,5,6,3
"60QJ001047",44,26,15,5,10,0,0,0,0,0,0,8,3,18,3,2,5,4,4
"60QJ001048",43,23,16,5,11,0,0,0,0,0,0,5,2,20,6,2,3,6,3
"60QJ001049",144,68,36,5,31,1,0,1,2,0,2,8,21,76,7,53,3,8,5
"60QJ001050",74,45,32,8,24,0,0,0,0,0,0,11,2,29,1,1,4,16,7
"60QJ001051",75,41,22,4,18,0,0,0,1,1,0,18,0,34,2,2,1,17,12
"60QJ001052",66,31,22,5,17,0,0,0,0,0,0,8,1,35,4,2,3,17,9
"60QJ001053",89,49,27,5,22,1,0,1,2,0,2,18,1,40,5,4,4,16,11
"60QJ001054",45,17,11,3,8,0,0,0,0,0,0,5,1,28,6,4,2,9,7
