"output_area","All people","Number of people born in: England","Number of people born in: Scotland","Number of people born in: Wales","Number of people born in: Northern Ireland","Number of people born in: Republic of Ireland","Number of people born in: Other EU countries","Number of people born: Elsewhere"
"60RE000060",111,9,96,0,4,0,0,2
"60RE000061",111,13,98,0,0,0,0,0
"60RE000062",153,11,136,2,2,1,0,1
"60RE000063",81,3,73,0,0,0,3,2
"60RE000064",113,16,92,1,2,0,1,1
"60RE000065",163,18,139,1,0,0,5,0
"60RE000066",109,2,104,1,0,1,1,0
"60RE000067",97,6,90,0,1,0,0,0
"60RE000068",65,7,57,0,0,1,0,0
"60RE000069",106,7,98,0,0,0,0,1
"60RE000070",99,11,85,0,0,2,0,1
"60RE000071",161,14,145,0,0,0,1,1
"60RE000072",171,7,155,0,1,0,5,3
"60RE000073",105,11,89,1,0,1,0,3
"60RE000074",157,13,139,1,0,2,1,1
"60RE000075",88,4,83,1,0,0,0,0
"60RE000076",82,15,64,0,0,1,0,2
"60RE000077",51,7,43,0,0,0,1,0
"60RE000078",117,4,107,0,0,1,2,3
"60RE000079",129,7,120,0,1,0,0,1
"60RE000080",130,16,101,1,3,2,1,6
"60RE000081",95,7,84,0,1,2,0,1
"60RE000082",85,8,73,0,2,1,0,1
"60RE000083",57,7,47,0,2,0,0,1
"60RE000084",81,2,78,0,0,0,1,0
"60RE000085",132,14,115,1,0,0,2,0
"60RE000086",159,6,148,0,0,1,0,4
"60RE000087",116,5,108,0,2,0,0,1
"60RE000088",131,9,119,0,0,0,0,3
"60RE000089",108,13,94,0,0,0,0,1
"60RE000090",217,17,196,0,0,0,1,3
"60RE000091",175,6,169,0,0,0,0,0
"60RE000092",183,8,169,0,0,3,3,0
"60RE000093",153,12,134,2,2,2,1,0
"60RE000094",99,6,93,0,0,0,0,0
"60RE000095",77,5,71,0,0,1,0,0
"60RE000096",92,2,88,0,0,1,0,1
"60RE000097",112,5,101,0,2,3,1,0
"60RE000098",95,8,87,0,0,0,0,0
"60RE000099",166,4,162,0,0,0,0,0
"60RE000100",160,5,153,0,2,0,0,0
"60RE000101",167,5,159,1,0,0,1,1
"60RE000102",149,5,140,0,2,0,1,1
"60RE000103",98,5,89,0,2,1,1,0
"60RE000104",94,4,89,0,0,0,1,0
"60RE000105",129,5,120,0,2,0,0,2
"60RE000106",97,4,90,0,0,0,1,2
"60RE000107",80,2,77,0,0,0,1,0
"60RE000108",99,4,95,0,0,0,0,0
"60RE000109",58,0,56,0,0,1,0,1
"60RE000110",166,15,144,0,0,6,1,0
"60RE000111",121,5,113,1,2,0,0,0
"60RE000112",206,7,194,3,0,0,0,2
"60RE000113",80,4,76,0,0,0,0,0
"60RE000114",195,3,188,1,3,0,0,0
"60RE000115",105,3,98,1,1,0,0,2
"60RE000116",177,4,170,0,1,0,2,0
"60RE000117",92,7,81,1,2,0,0,1
"60RE000118",154,6,144,1,3,0,0,0
"60RE000119",139,7,132,0,0,0,0,0
"60RE000120",109,3,104,0,0,0,1,1
"60RE000121",109,0,107,0,0,1,1,0
"60RE000122",76,3,73,0,0,0,0,0
"60RE000123",114,4,104,0,1,0,0,5
"60RE000124",120,4,116,0,0,0,0,0
"60RE000125",86,8,70,0,1,0,2,5
"60RE000126",55,2,52,0,0,0,0,1
"60RE000127",167,7,155,1,0,1,3,0
"60RE000128",60,1,57,0,1,0,0,1
"60RE000129",177,9,166,0,0,0,1,1
"60RE000130",126,2,123,0,0,0,0,1
"60RE000131",111,6,105,0,0,0,0,0
"60RE000132",109,2,106,0,0,0,0,1
"60RE000133",99,5,86,0,2,0,0,6
"60RE000134",72,5,66,0,0,0,0,1
"60RE000135",92,6,83,0,1,2,0,0
"60RE000136",55,3,51,0,0,0,0,1
"60RE000137",166,7,158,0,0,0,0,1
"60RE000138",170,21,146,2,1,0,0,0
"60RE000139",114,3,109,0,0,0,1,1
"60RE000140",122,16,106,0,0,0,0,0
"60RE000141",181,11,170,0,0,0,0,0
"60RE000142",195,6,187,0,1,0,1,0
"60RE000143",166,3,153,0,3,0,2,5
"60RE000144",68,1,67,0,0,0,0,0
"60RE000145",157,16,138,0,0,0,2,1
"60RE000146",166,20,142,0,2,1,0,1
"60RE000147",116,20,94,0,1,0,0,1
"60RE000148",152,4,144,0,4,0,0,0
"60RE000149",122,23,94,0,2,1,1,1
"60RE000150",68,9,47,0,1,1,7,3
"60RE000151",71,5,58,0,3,0,1,4
"60RE000152",84,9,70,0,1,1,1,2
"60RE000153",115,11,93,1,6,1,2,1
"60RE000154",109,9,88,0,3,2,2,5
"60RE000155",54,3,47,0,2,0,0,2
"60RE000156",68,8,57,0,0,0,1,2
"60RE000157",142,12,122,1,2,0,1,4
"60RE000158",67,2,64,0,1,0,0,0
"60RE000159",79,8,62,0,5,3,0,1
"60RE000160",65,8,55,0,1,0,0,1
"60RE000161",91,16,71,0,2,0,0,2
"60RE000162",200,18,171,1,4,2,1,3
"60RE000163",163,14,145,0,1,0,1,2
"60RE000164",114,4,106,0,2,0,2,0
"60RE000165",96,17,76,1,0,0,1,1
"60RE000166",88,6,79,0,0,0,3,0
"60RE000167",170,15,147,0,2,1,1,4
"60RE000168",144,9,131,1,0,0,1,2
"60RE000169",131,8,116,0,2,0,1,4
"60RE000170",172,27,126,7,2,7,2,1
"60RE000171",100,13,87,0,0,0,0,0
"60RE000172",111,6,102,1,0,1,0,1
"60RE000173",125,13,97,0,1,2,5,7
"60RE000174",122,12,104,0,0,1,0,5
"60RE000175",160,19,125,3,4,4,1,4
"60RE000176",90,10,72,0,1,1,0,6
"60RE000177",83,11,69,0,0,0,0,3
"60RE000178",72,8,64,0,0,0,0,0
"60RE000179",96,9,79,0,0,6,0,2
"60RE000180",171,15,145,0,2,1,2,6
"60RE000181",100,17,75,0,2,3,0,3
"60RE000182",143,9,128,0,1,0,1,4
"60RE000183",120,10,107,1,0,0,1,1
"60RE000184",159,12,144,2,0,0,0,1
"60RE000185",87,8,71,0,0,1,2,5
"60RE000186",204,11,186,1,1,0,4,1
"60RE000187",97,5,91,0,0,0,0,1
"60RE000188",83,1,79,1,0,0,1,1
"60RE000189",140,5,131,0,1,0,0,3
"60RE000190",81,6,73,0,0,2,0,0
"60RE000191",138,6,127,0,0,0,4,1
"60RE000192",102,6,95,0,0,0,0,1
"60RE000193",109,7,95,0,0,1,5,1
"60RE000194",146,11,131,0,0,0,0,4
"60RE000195",112,1,104,0,2,0,0,5
"60RE000196",90,7,82,0,0,0,1,0
"60RE000197",94,18,71,0,0,1,2,2
"60RE000198",93,7,80,0,1,0,1,4
"60RE000199",208,5,197,0,0,0,1,5
"60RE000200",185,6,175,0,1,0,1,2
"60RE000201",204,2,196,1,3,0,1,1
"60RE000202",174,2,165,0,1,0,4,2
"60RE000203",157,7,147,0,1,1,0,1
"60RE000204",123,10,112,0,0,0,0,1
"60RE000205",123,10,111,0,0,0,1,1
"60RE000206",127,5,120,0,0,0,0,2
"60RE000207",136,6,127,0,2,0,1,0
"60RE000208",195,12,174,0,5,2,1,1
"60RE000209",169,6,153,1,1,3,0,5
"60RE000210",151,8,135,0,0,0,3,5
"60RE000211",126,4,118,0,0,0,0,4
"60RE000212",155,6,146,0,0,0,2,1
"60RE000213",112,7,101,1,0,0,1,2
"60RE000214",132,3,126,0,0,1,1,1
"60RE000215",73,9,64,0,0,0,0,0
"60RE000216",111,3,105,0,0,1,0,2
"60RE000217",107,1,106,0,0,0,0,0
"60RE000218",86,4,80,0,1,0,1,0
"60RE000219",102,5,92,0,2,2,1,0
"60RE000220",131,8,114,0,1,4,0,4
"60RE000221",102,4,95,0,0,0,2,1
"60RE000222",65,11,54,0,0,0,0,0
"60RE000223",80,2,75,2,1,0,0,0
"60RE000224",152,4,142,0,0,0,1,5
"60RE000225",88,1,83,1,2,0,1,0
"60RE000226",94,6,86,0,2,0,0,0
"60RE000227",159,18,134,0,2,1,1,3
"60RE000228",153,9,134,3,3,0,1,3
"60RE000229",196,13,180,0,1,0,0,2
"60RE000230",161,11,144,1,1,1,0,3
"60RE000231",177,11,156,0,6,0,1,3
"60RE000232",213,14,196,0,1,0,0,2
"60RE000233",164,14,147,0,0,0,0,3
"60RE000234",160,4,150,2,1,0,0,3
"60RE000235",131,9,116,2,0,1,2,1
"60RE000236",119,7,106,0,4,1,0,1
"60RE000237",93,1,89,0,3,0,0,0
"60RE000238",118,5,111,0,0,0,1,1
"60RE000239",131,9,119,0,2,0,0,1
"60RE000240",98,4,88,0,0,0,4,2
"60RE000241",148,11,131,0,0,0,3,3
"60RE000242",80,4,74,0,0,0,1,1
"60RE000243",102,7,91,0,1,0,2,1
"60RE000244",141,4,129,0,2,0,4,2
"60RE000245",145,2,137,0,1,0,0,5
"60RE000246",104,4,99,0,0,0,0,1
"60RE000247",115,5,109,0,1,0,0,0
"60RE000248",113,3,107,0,0,1,2,0
"60RE000249",91,5,83,0,1,0,2,0
"60RE000250",100,1,95,0,1,0,0,3
"60RE000251",136,7,125,0,0,0,2,2
"60RE000252",110,2,99,0,4,0,3,2
"60RE000253",116,3,108,0,0,0,3,2
"60RE000254",88,13,74,0,0,0,0,1
"60RE000255",130,7,120,0,0,0,0,3
"60RE000256",91,8,78,0,0,0,0,5
"60RE000257",115,4,109,0,0,0,1,1
"60RE000258",80,2,75,0,1,0,1,1
"60RE000259",137,17,115,0,0,1,1,3
"60RE000260",99,2,93,0,1,1,0,2
"60RE000261",101,8,89,0,1,0,1,2
"60RE000262",57,6,43,1,0,1,0,6
"60RE000263",89,17,67,1,1,1,0,2
"60RE000264",144,10,129,1,0,1,2,1
"60RE000265",129,8,120,0,1,0,0,0
"60RE000266",95,17,74,0,2,0,0,2
"60RE000267",145,17,123,1,0,1,0,3
"60RE000268",162,19,131,0,3,0,2,7
"60RE000269",113,16,92,0,0,2,2,1
"60RE000270",124,14,101,0,3,0,0,6
"60RE000271",139,19,109,1,5,1,1,3
"60RE000272",172,20,136,1,6,0,0,9
"60RE000273",154,25,122,0,1,0,0,6
"60RE000274",164,23,131,2,4,0,0,4
"60RE000275",120,20,92,0,4,1,1,2
"60RE000276",151,16,125,0,3,1,1,5
"60RE000277",147,17,122,0,1,0,2,5
"60RE000278",156,15,134,1,2,0,0,4
"60RE000279",124,17,100,0,1,2,2,2
"60RE000280",125,14,108,1,1,0,0,1
"60RE000281",128,14,109,1,2,2,0,0
"60RE000282",115,11,96,0,2,0,0,6
"60RE000283",131,19,102,2,3,0,2,3
"60RE000284",95,9,85,0,1,0,0,0
"60RE000285",117,9,95,1,7,0,2,3
"60RE000286",131,16,111,0,1,0,1,2
"60RE000287",143,13,122,0,4,2,0,2
"60RE000288",100,13,80,0,0,0,0,7
"60RE000289",97,4,87,2,2,0,0,2
"60RE000290",118,4,104,0,1,2,2,5
"60RE000291",111,14,93,0,1,1,1,1
"60RE000292",123,15,101,1,2,1,0,3
"60RE000293",97,18,70,1,3,0,0,5
"60RE000294",155,13,135,0,1,3,1,2
"60RE000295",103,11,82,1,1,0,1,7
"60RE000296",134,14,113,2,1,0,0,4
"60RE000297",123,19,91,1,1,0,2,9
"60RE000298",166,14,145,0,1,1,0,5
"60RE000299",101,10,82,0,1,0,0,8
"60RE000300",85,11,61,0,3,0,4,6
"60RE000301",91,17,66,0,2,0,0,6
"60RE000302",107,14,87,0,0,1,0,5
"60RE000303",214,28,176,2,0,0,3,5
"60RE000304",89,7,75,0,2,0,1,4
"60RE000305",123,16,106,1,0,0,0,0
"60RE000306",93,9,80,0,1,0,0,3
"60RE000307",173,22,139,0,2,1,1,8
"60RE000308",111,23,83,1,2,0,1,1
"60RE000309",142,13,126,0,1,0,1,1
"60RE000310",107,7,95,1,2,0,0,2
"60RE000311",92,13,73,1,0,0,1,4
"60RE000312",105,8,92,0,3,0,2,0
"60RE000313",120,10,98,0,4,0,1,7
"60RE000314",78,10,64,0,1,2,0,1
"60RE000315",76,6,65,0,1,0,2,2
"60RE000316",105,4,99,0,1,0,0,1
"60RE000317",128,10,112,1,3,0,0,2
"60RE000318",97,3,90,0,2,0,2,0
"60RE000319",83,3,78,0,0,0,0,2
"60RE000320",104,2,100,0,0,0,2,0
"60RE000321",98,2,95,0,0,0,0,1
"60RE000322",93,5,84,0,0,0,0,4
"60RE000323",61,5,53,0,1,0,1,1
"60RE000324",113,11,99,0,0,0,0,3
"60RE000325",98,7,88,0,0,0,0,3
"60RE000326",71,4,65,0,2,0,0,0
"60RE000327",135,6,124,0,2,0,0,3
"60RE000328",110,5,100,0,0,0,0,5
"60RE000329",97,3,94,0,0,0,0,0
"60RE000330",82,1,79,0,0,0,0,2
"60RE000331",73,2,71,0,0,0,0,0
"60RE000332",88,7,78,0,0,0,1,2
"60RE000333",116,6,109,1,0,0,0,0
"60RE000334",153,6,140,1,1,0,1,4
"60RE000335",142,2,136,0,1,0,3,0
"60RE000336",123,8,107,0,1,0,4,3
"60RE000337",93,2,90,0,0,0,0,1
"60RE000338",97,6,88,1,0,0,1,1
"60RE000339",94,4,89,1,0,0,0,0
"60RE000340",85,2,77,0,5,0,1,0
"60RE000341",132,2,126,0,0,1,1,2
"60RE000342",91,5,84,1,1,0,0,0
"60RE000343",122,4,113,0,0,1,1,3
"60RE000344",93,1,89,0,0,0,2,1
"60RE000345",137,9,124,0,1,1,2,0
"60RE000346",58,4,53,0,1,0,0,0
"60RE000347",119,4,115,0,0,0,0,0
"60RE000348",65,3,60,0,0,0,1,1
"60RE000349",95,4,89,0,0,1,0,1
"60RE000350",135,1,131,0,0,0,0,3
"60RE000351",165,8,152,0,3,0,1,1
"60RE000352",170,14,154,0,1,0,0,1
"60RE000353",141,2,138,0,0,0,0,1
"60RE000354",90,5,85,0,0,0,0,0
"60RE000355",93,4,86,0,0,0,2,1
"60RE000356",107,6,99,0,2,0,0,0
"60RE000357",132,9,117,0,0,0,5,1
"60RE000358",134,4,127,0,0,2,1,0
"60RE000359",68,3,65,0,0,0,0,0
"60RE000360",80,2,76,0,0,0,0,2
"60RE000361",125,6,116,0,1,0,0,2
"60RE000362",63,1,60,0,0,1,0,1
"60RE000363",92,1,88,0,0,1,2,0
"60RE000364",166,7,158,0,0,0,0,1
"60RE000365",171,6,160,1,1,1,1,1
"60RE000366",133,2,130,0,0,0,0,1
"60RE000367",206,7,191,1,0,1,3,3
"60RE000368",153,7,144,1,0,0,1,0
"60RE000369",126,5,113,1,0,2,3,2
"60RE000370",127,5,118,0,0,0,3,1
"60RE000371",101,4,95,0,1,0,1,0
"60RE000372",216,6,192,1,2,2,1,12
"60RE000373",164,3,156,0,1,1,2,1
"60RE000374",56,3,53,0,0,0,0,0
"60RE000375",172,9,161,0,0,0,1,1
"60RE000376",179,9,167,0,0,2,1,0
"60RE000377",98,3,93,0,0,0,2,0
"60RE000378",122,4,117,0,0,0,0,1
"60RE000379",131,7,118,0,1,1,4,0
"60RE000380",91,6,84,0,0,1,0,0
"60RE000381",102,7,92,0,1,0,1,1
"60RE000382",70,2,66,0,0,0,1,1
"60RE000383",76,5,71,0,0,0,0,0
"60RE000384",83,3,80,0,0,0,0,0
"60RE000385",112,4,105,0,0,1,1,1
"60RE000386",77,1,73,0,0,0,0,3
"60RE000387",98,2,96,0,0,0,0,0
"60RE000388",100,3,93,1,0,1,0,2
"60RE000389",63,2,58,0,2,0,1,0
"60RE000390",73,1,69,0,0,1,1,1
"60RE000391",63,3,60,0,0,0,0,0
"60RE000392",59,2,56,0,0,0,1,0
"60RE000393",88,3,83,0,0,0,1,1
"60RE000394",111,1,109,0,1,0,0,0
"60RE000395",139,8,127,0,1,0,1,2
"60RE000396",120,3,115,1,0,0,0,1
"60RE000397",192,21,153,0,7,0,2,9
"60RE000398",140,1,132,0,3,0,1,3
"60RE000399",88,5,78,0,3,0,0,2
"60RE000400",84,3,78,0,2,0,1,0
"60RE000401",91,1,88,0,0,1,1,0
"60RE000402",105,2,96,0,1,1,2,3
"60RE000403",91,5,85,0,0,0,0,1
"60RE000404",61,2,56,0,0,0,0,3
"60RE000405",119,9,108,0,0,1,0,1
"60RE000406",118,2,106,0,2,0,2,6
"60RE000407",104,6,93,0,1,0,2,2
"60RE000408",129,11,114,0,1,0,3,0
"60RE000409",70,5,58,0,0,0,2,5
"60RE000410",216,11,171,2,18,1,6,7
"60RE000411",116,6,105,0,1,1,0,3
"60RE000412",62,7,53,0,1,0,1,0
"60RE000413",101,4,92,1,0,0,1,3
"60RE000414",98,4,92,0,1,0,0,1
"60RE000415",106,3,103,0,0,0,0,0
"60RE000416",106,5,99,0,0,2,0,0
"60RE000417",102,8,89,0,4,0,1,0
"60RE000418",176,7,163,1,2,1,1,1
"60RE000419",132,5,122,1,0,0,1,3
"60RE000420",190,3,178,0,5,1,2,1
"60RE000421",147,3,141,0,1,0,1,1
"60RE000422",145,5,137,0,0,0,1,2
"60RE000423",153,6,146,0,0,0,0,1
"60RE000424",101,5,91,0,2,0,2,1
"60RE000425",182,4,177,0,0,0,1,0
"60RE000426",100,6,91,1,0,0,1,1
"60RE000427",174,2,170,1,1,0,0,0
"60RE000428",179,5,172,1,0,0,0,1
"60RE000429",130,3,127,0,0,0,0,0
"60RE000430",144,7,130,0,4,0,1,2
"60RE000431",106,8,96,0,0,0,0,2
"60RE000432",129,1,119,0,0,0,6,3
"60RE000433",98,1,93,1,3,0,0,0
"60RE000434",102,1,99,0,0,0,2,0
"60RE000435",109,2,106,0,1,0,0,0
"60RE000436",78,1,75,0,2,0,0,0
"60RE000437",100,4,90,1,0,1,4,0
"60RE000438",97,0,96,0,0,0,1,0
"60RE000439",108,3,102,0,0,1,0,2
"60RE000440",57,1,56,0,0,0,0,0
"60RE000441",137,1,131,0,3,0,2,0
"60RE000442",148,3,144,0,0,0,1,0
"60RE000443",101,2,99,0,0,0,0,0
"60RE000444",113,3,108,0,1,0,0,1
"60RE000445",177,2,170,0,3,0,0,2
"60RE000446",125,2,121,0,1,0,1,0
"60RE000447",86,5,78,1,0,0,1,1
"60RE000448",110,9,101,0,0,0,0,0
"60RE000449",91,4,83,0,1,0,1,2
"60RE000450",112,2,103,2,2,0,0,3
"60RE000451",119,12,105,0,1,0,0,1
"60RE000452",72,5,65,0,0,0,1,1
"60RE000453",170,7,158,0,0,0,1,4
"60RE000454",114,9,102,1,0,2,0,0
"60RE000455",116,9,107,0,0,0,0,0
"60RE000456",166,15,144,0,4,1,1,1
"60RE000457",73,4,66,0,1,0,0,2
"60RE000458",61,4,52,0,1,2,0,2
"60RE000459",153,14,130,1,2,0,3,3
"60RE000460",136,5,126,2,2,0,0,1
"60RE000461",192,19,164,1,3,2,1,2
"60RE000462",94,8,83,0,2,0,0,1
"60RE000463",116,6,105,0,2,0,0,3
"60RE000464",121,14,100,0,1,3,3,0
"60RE000465",121,8,111,0,1,0,0,1
"60RE000466",87,4,78,1,1,1,0,2
"60RE000467",119,10,104,1,1,1,0,2
"60RE000468",92,11,71,1,2,1,0,6
"60RE000469",143,11,128,0,0,0,2,2
"60RE000470",115,5,105,1,0,2,0,2
"60RE000471",80,5,68,0,1,2,0,4
"60RE000472",115,4,106,0,1,0,1,3
"60RE000473",92,3,85,0,2,1,0,1
"60RE000474",104,10,88,0,2,0,1,3
"60RE000475",159,12,141,1,2,1,0,2
"60RE000476",135,8,110,1,1,3,0,12
"60RE000477",90,5,78,2,0,0,1,4
"60RE000478",90,5,83,0,1,1,0,0
"60RE000479",138,9,129,0,0,0,0,0
"60RE000480",157,13,139,2,3,0,0,0
"60RE000481",75,6,62,1,0,1,0,5
"60RE000482",162,13,138,0,3,6,0,2
"60RE000483",179,11,159,1,3,0,1,4
"60RE000484",122,8,105,0,2,0,1,6
"60RE000485",112,6,103,0,1,0,1,1
"60RE000486",125,8,116,0,0,0,0,1
"60RE000487",83,4,76,1,0,0,1,1
"60RE000488",133,3,127,0,1,0,0,2
"60RE000489",126,5,118,1,1,0,0,1
"60RE000490",118,13,99,0,2,0,1,3
"60RE000491",112,6,101,0,3,1,1,0
"60RE000492",140,11,118,0,2,0,3,6
"60RE000493",134,9,122,0,3,0,0,0
"60RE000494",92,7,81,0,3,0,0,1
"60RE000495",124,9,113,0,0,0,1,1
"60RE000496",112,12,93,0,1,0,0,6
"60RE000497",119,8,108,0,1,1,0,1
"60RE000498",173,6,163,1,0,0,2,1
"60RE000499",144,5,137,0,0,0,2,0
"60RE000500",119,4,113,1,0,0,0,1
"60RE000501",168,8,153,4,2,0,0,1
"60RE000502",82,7,74,0,0,0,0,1
"60RE000503",137,7,130,0,0,0,0,0
"60RE000504",97,17,78,0,0,0,2,0
"60RE000505",131,4,120,0,6,0,1,0
"60RE000506",101,13,85,1,1,0,0,1
"60RE000507",155,14,129,0,5,1,0,6
"60RE000508",118,14,99,0,2,0,1,2
"60RE000509",183,17,159,1,0,2,0,4
"60RE000510",174,7,160,1,1,1,2,2
"60RE000511",115,2,104,4,2,0,0,3
"60RE000512",115,9,100,0,3,0,0,3
"60RE000513",92,5,84,0,0,1,0,2
"60RE000514",85,5,73,0,2,0,0,5
"60RE000515",113,12,94,2,1,0,2,2
"60RE000516",125,4,119,0,1,1,0,0
"60RE000517",111,6,101,0,0,0,1,3
"60RE000518",196,11,178,0,4,1,0,2
"60RE000519",138,6,130,0,1,0,0,1
"60RE000520",128,8,119,0,1,0,0,0
"60RE000521",99,8,88,1,0,1,0,1
"60RE000522",120,7,108,0,1,1,3,0
"60RE000523",111,9,97,0,0,0,3,2
"60RE000524",95,9,85,1,0,0,0,0
"60RE000525",198,10,179,0,2,0,0,7
"60RE000526",220,16,199,1,3,0,0,1
"60RE000527",86,4,78,0,0,0,2,2
"60RE000528",54,0,52,0,1,0,0,1
"60RE000529",152,11,139,1,0,0,1,0
"60RE000530",104,8,94,0,0,1,0,1
"60RE000531",107,4,100,1,2,0,0,0
"60RE000532",66,4,59,1,0,0,0,2
"60RE000533",77,2,71,0,1,0,0,3
"60RE000534",155,8,144,1,0,0,0,2
"60RE000535",133,10,120,0,1,0,0,2
"60RE000536",83,9,66,1,1,0,2,4
"60RE000537",104,6,91,1,3,0,0,3
"60RE000538",92,8,82,0,0,1,0,1
"60RE000539",130,12,115,0,0,2,1,0
"60RE000540",81,1,77,0,0,0,1,2
"60RE000541",111,7,102,0,0,0,0,2
"60RE000542",142,10,129,1,0,1,0,1
"60RE000543",115,10,97,0,0,0,3,5
"60RE000544",107,11,94,0,1,0,0,1
"60RE000545",100,2,94,0,1,1,0,2
"60RE000546",105,0,103,0,1,0,0,1
"60RE000547",187,12,170,0,1,0,2,2
"60RE000548",217,16,192,0,3,0,2,4
"60RE000549",97,12,84,0,0,0,0,1
"60RE000550",177,18,154,2,1,0,0,2
"60RE000551",77,3,72,0,1,0,0,1
"60RE000552",135,5,123,0,2,0,1,4
"60RE000553",117,2,112,0,1,0,0,2
"60RE000554",217,17,191,2,5,0,2,0
"60RE000555",50,2,48,0,0,0,0,0
"60RE000556",190,7,183,0,0,0,0,0
"60RE000557",148,4,144,0,0,0,0,0
"60RE000558",179,10,167,0,1,0,0,1
"60RE000559",175,12,157,0,2,0,3,1
"60RE000560",153,7,144,0,0,1,0,1
"60RE000561",117,0,114,0,0,0,0,3
"60RE000562",116,6,108,0,0,0,0,2
"60RE000563",171,5,159,1,0,1,1,4
"60RE000564",127,4,121,0,2,0,0,0
"60RE000565",112,4,107,0,0,1,0,0
"60RE000566",144,2,141,0,0,0,0,1
"60RE000567",80,1,79,0,0,0,0,0
"60RE000568",165,3,161,0,1,0,0,0
"60RE000569",100,3,97,0,0,0,0,0
"60RE000570",72,3,69,0,0,0,0,0
"60RE000571",88,2,86,0,0,0,0,0
"60RE000572",132,7,124,0,0,0,0,1
"60RE000573",98,2,93,1,1,0,1,0
"60RE000574",170,1,165,0,2,1,0,1
"60RE000575",136,8,127,0,0,0,0,1
"60RE000576",150,4,146,0,0,0,0,0
"60RE000577",124,4,119,0,0,1,0,0
"60RE000578",99,7,89,0,1,0,1,1
"60RE000579",136,6,128,0,0,0,0,2
"60RE000580",130,1,129,0,0,0,0,0
"60RE000581",122,1,116,0,3,0,2,0
"60RE000582",91,16,68,1,5,0,0,1
"60RE000583",79,4,70,0,3,0,1,1
"60RE000584",110,6,103,0,0,0,0,1
"60RE000585",105,4,100,1,0,0,0,0
"60RE000586",116,7,102,1,0,1,1,4
"60RE000587",133,24,106,0,2,0,0,1
"60RE000588",153,19,127,1,0,2,0,4
"60RE000589",178,13,153,0,1,1,2,8
"60RE000590",169,16,148,1,0,1,2,1
"60RE000591",166,12,150,1,1,0,1,1
"60RE000592",149,7,134,0,4,0,1,3
"60RE000593",95,11,82,0,1,0,1,0
"60RE000594",103,11,87,1,3,0,1,0
"60RE000595",125,14,105,0,0,1,0,5
"60RE000596",111,11,94,0,1,4,0,1
"60RE000597",125,7,114,0,2,0,1,1
"60RE000598",86,9,75,0,1,0,0,1
"60RE000599",127,6,112,0,0,0,3,6
"60RE000600",132,9,116,2,2,0,2,1
"60RE000601",137,20,111,2,1,0,1,2
"60RE000602",123,19,97,0,1,0,0,6
"60RE000603",137,10,119,0,0,2,3,3
"60RE000604",95,5,86,0,2,1,0,1
"60RE000605",63,12,47,0,1,1,0,2
"60RE000606",64,3,57,0,0,1,0,3
"60RE000607",102,10,83,0,1,2,2,4
"60RE000608",55,7,44,0,0,1,2,1
"60RE000609",74,4,63,0,4,1,1,1
"60RE000610",60,4,52,0,1,0,0,3
"60RE000611",75,9,65,0,1,0,0,0
"60RE000612",95,6,82,0,0,1,3,3
"60RE000613",90,6,82,1,1,0,0,0
"60RE000614",117,7,109,0,0,1,0,0
"60RE000615",146,9,127,3,0,3,2,2
"60RE000616",79,6,70,0,0,1,1,1
"60RE000617",76,11,61,0,0,0,1,3
"60RE000618",184,17,150,1,4,0,4,8
"60RE000619",103,8,91,0,0,0,1,3
"60RE000620",145,13,127,1,2,0,0,2
"60RE000621",76,4,72,0,0,0,0,0
"60RE000622",106,4,99,0,1,0,1,1
"60RE000623",143,7,128,0,2,3,0,3
"60RE000624",114,5,105,0,2,0,0,2
"60RE000625",139,15,121,1,0,0,1,1
"60RE000626",114,13,97,0,1,0,0,3
"60RE000627",147,7,135,1,2,1,1,0
"60RE000628",141,3,132,0,1,0,1,4
"60RE000629",71,5,65,0,1,0,0,0
"60RE000630",151,2,148,1,0,0,0,0
"60RE000631",164,10,152,0,0,0,2,0
"60RE000632",68,4,60,0,2,1,0,1
"60RE000633",137,10,117,0,2,0,2,6
"60RE000634",131,15,113,0,0,0,1,2
"60RE000635",154,13,135,2,0,3,0,1
"60RE000636",154,8,144,0,0,0,0,2
"60RE000637",114,6,105,1,1,0,0,1
"60RE000638",87,7,77,1,0,0,1,1
"60RE000639",179,13,161,0,0,0,2,3
"60RE000640",144,17,116,1,6,0,0,4
"60RE000641",100,10,88,0,2,0,0,0
"60RE000642",125,5,114,2,0,0,0,4
"60RE000643",204,26,171,0,1,3,1,2
"60RE000644",96,11,83,0,0,0,0,2
"60RE000645",115,17,94,1,3,0,0,0
"60RE000646",173,8,157,1,2,0,4,1
"60RE000647",148,12,129,1,2,0,1,3
"60RE000648",155,10,144,0,0,1,0,0
"60RE000649",137,7,127,0,1,1,1,0
"60RE000650",160,5,150,0,3,0,1,1
"60RE000651",140,14,123,0,1,1,0,1
"60RE000652",125,8,113,0,1,0,0,3
"60RE000653",145,15,124,1,0,0,2,3
"60RE000654",120,13,99,2,4,0,1,1
"60RE000655",162,27,124,1,3,0,3,4
"60RE000656",129,21,96,1,5,0,3,3
"60RE000657",133,18,112,0,3,0,0,0
"60RE000658",117,11,101,0,3,0,1,1
"60RE000659",69,12,53,0,1,0,0,3
"60RE000660",80,4,75,0,0,0,0,1
"60RE000661",129,9,120,0,0,0,0,0
"60RE000662",150,14,133,0,2,0,0,1
"60RE000663",141,5,125,0,0,0,5,6
