"dz_2001","total","scotland","ruk","elsewhere"
"S01000977",921,492,399,30
"S01000978",820,590,197,33
"S01000979",703,499,171,33
"S01000980",677,503,159,15
"S01000981",686,383,290,13
"S01000982",736,521,205,10
"S01000983",534,346,177,11
"S01000984",620,410,187,23
"S01000985",714,564,113,37
"S01000986",611,381,219,11
"S01000987",637,515,101,21
"S01000988",565,427,127,11
"S01000989",813,641,152,20
"S01000990",840,662,120,58
"S01000991",435,301,122,12
"S01000992",1095,878,143,74
"S01000993",843,700,116,27
"S01000994",1104,787,287,30
"S01000995",778,693,65,20
"S01000996",1122,892,146,84
"S01000997",891,778,88,25
"S01000998",694,588,66,40
"S01000999",650,566,62,22
"S01001000",576,473,60,43
"S01001001",551,372,144,35
"S01001002",631,531,80,20
"S01001003",828,704,104,20
"S01001004",661,538,93,30
"S01001005",844,694,113,37
"S01001006",702,600,81,21
"S01001007",917,806,72,39
"S01001008",756,593,100,63
"S01001009",614,500,80,34
"S01001010",917,740,123,54
"S01001011",588,318,256,14
"S01001012",744,629,89,26
"S01001013",895,730,115,50
"S01001014",844,662,95,87
"S01001015",515,450,44,21
"S01001016",823,552,248,23
"S01001017",858,733,95,30
"S01001018",798,689,80,29
"S01001019",1056,936,86,34
"S01001020",548,466,47,35
"S01001021",1022,853,115,54
"S01001022",835,657,143,35
"S01001023",999,676,291,32
"S01001024",1862,1585,206,71
"S01001025",1264,1046,154,64
"S01001026",886,647,222,17
"S01001027",906,776,94,36
"S01001028",774,702,49,23
"S01001029",754,687,50,17
"S01001030",716,552,137,27
"S01001031",957,899,44,14
"S01001032",692,607,54,31
"S01001033",724,642,45,37
"S01001034",718,620,73,25
"S01001035",509,465,35,9
"S01001036",663,590,52,21
"S01001037",860,769,66,25
"S01001038",772,650,83,39
"S01001039",539,383,138,18
"S01001040",699,544,145,10
"S01001041",682,559,104,19
"S01001042",991,878,85,28
"S01001043",664,588,57,19
"S01001044",923,584,305,34
"S01001045",656,592,52,12
"S01001046",847,709,109,29
"S01001047",864,673,174,17
"S01001048",579,511,54,14
"S01001049",630,576,38,16
"S01001050",956,436,483,37
"S01001051",638,583,49,6
"S01001052",519,463,43,13
"S01001053",773,575,175,23
"S01001054",714,613,88,13
"S01001055",858,683,154,21
"S01001056",711,612,87,12
"S01001057",639,511,97,31
"S01001058",768,644,89,35
"S01001059",660,556,91,13
"S01001060",706,623,70,13
"S01001061",741,562,165,14
"S01001062",588,455,124,9
"S01001063",884,709,143,32
"S01001064",717,478,217,22
"S01001065",756,556,179,21
"S01001066",772,546,206,20
"S01001067",781,457,289,35
"S01001068",867,458,365,44
"S01001069",856,653,166,37
"S01001070",890,598,251,41
"S01001071",707,525,158,24
"S01001072",898,632,247,19
"S01001073",1133,823,282,28
"S01001074",492,298,183,11
"S01001075",926,761,137,28
"S01001076",854,629,203,22
"S01001077",930,733,167,30
"S01001078",957,674,248,35
"S01001079",554,362,171,21
"S01001080",722,564,130,28
"S01001081",629,372,210,47
"S01001082",945,660,229,56
"S01001083",813,679,113,21
"S01001084",961,666,272,23
"S01001085",833,774,53,6
"S01001086",748,692,48,8
"S01001087",476,437,35,4
"S01001088",1009,862,130,17
"S01001089",931,753,155,23
"S01001090",885,639,127,119
"S01001091",613,404,83,126
"S01001092",1015,634,171,210
"S01001093",875,598,145,132
"S01001094",882,650,93,139
"S01001095",1508,679,324,505
"S01001096",939,620,155,164
"S01001097",673,538,57,78
"S01001098",906,620,143,143
"S01001099",1964,1195,304,465
"S01001100",963,685,86,192
"S01001101",1530,795,282,453
"S01001102",1393,695,313,385
"S01001103",701,457,66,178
"S01001104",800,487,102,211
"S01001105",801,654,85,62
"S01001106",955,757,77,121
"S01001107",948,700,95,153
"S01001108",1679,1026,261,392
"S01001109",1686,1080,272,334
"S01001110",808,529,83,196
"S01001111",1093,705,104,284
"S01001112",814,668,100,46
"S01001113",1050,732,100,218
"S01001114",907,703,71,133
"S01001115",742,616,38,88
"S01001116",702,529,64,109
"S01001117",582,442,51,89
"S01001118",522,453,26,43
"S01001119",964,826,87,51
"S01001120",649,558,58,33
"S01001121",644,511,49,84
"S01001122",687,467,64,156
"S01001123",990,772,114,104
"S01001124",624,564,33,27
"S01001125",363,297,10,56
"S01001126",845,754,37,54
"S01001127",783,632,70,81
"S01001128",644,578,31,35
"S01001129",935,794,50,91
"S01001130",762,665,39,58
"S01001131",484,362,37,85
"S01001132",695,619,36,40
"S01001133",1062,917,42,103
"S01001134",853,678,102,73
"S01001135",342,304,17,21
"S01001136",1023,779,74,170
"S01001137",1041,785,43,213
"S01001138",1406,1056,103,247
"S01001139",753,682,33,38
"S01001140",977,875,35,67
"S01001141",516,376,33,107
"S01001142",899,751,91,57
"S01001143",790,646,81,63
"S01001144",711,638,32,41
"S01001145",579,522,26,31
"S01001146",778,706,41,31
"S01001147",773,529,55,189
"S01001148",733,644,55,34
"S01001149",643,512,37,94
"S01001150",770,679,38,53
"S01001151",578,531,33,14
"S01001152",928,805,48,75
"S01001153",732,662,38,32
"S01001154",738,611,90,37
"S01001155",618,519,72,27
"S01001156",772,513,64,195
"S01001157",756,668,59,29
"S01001158",591,553,19,19
"S01001159",747,640,80,27
"S01001160",545,491,32,22
"S01001161",575,515,29,31
"S01001162",821,698,63,60
"S01001163",723,543,46,134
"S01001164",629,567,21,41
"S01001165",786,581,50,155
"S01001166",280,239,13,28
"S01001167",815,677,63,75
"S01001168",764,545,69,150
"S01001169",1125,999,72,54
"S01001170",819,722,44,53
"S01001171",583,509,38,36
"S01001172",583,501,25,57
"S01001173",934,853,46,35
"S01001174",648,444,42,162
"S01001175",903,808,44,51
"S01001176",857,786,46,25
"S01001177",888,775,38,75
"S01001178",792,730,25,37
"S01001179",914,785,89,40
"S01001180",689,550,33,106
"S01001181",840,712,70,58
"S01001182",895,815,43,37
"S01001183",840,746,38,56
"S01001184",853,708,63,82
"S01001185",532,462,50,20
"S01001186",709,619,44,46
"S01001187",917,821,42,54
"S01001188",773,643,38,92
"S01001189",964,846,80,38
"S01001190",683,597,65,21
"S01001191",694,652,17,25
"S01001192",952,801,51,100
"S01001193",827,717,51,59
"S01001194",884,766,82,36
"S01001195",940,879,39,22
"S01001196",960,858,44,58
"S01001197",535,487,24,24
"S01001198",744,668,43,33
"S01001199",884,816,36,32
"S01001200",1087,1013,42,32
"S01001201",667,606,32,29
"S01001202",629,582,25,22
"S01001203",766,689,35,42
"S01001204",734,666,42,26
"S01001205",723,612,53,58
"S01001206",730,648,37,45
"S01001207",754,702,29,23
"S01001208",598,553,30,15
"S01001209",547,466,32,49
"S01001210",877,818,37,22
"S01001211",1013,919,37,57
"S01001212",590,531,34,25
"S01001213",973,867,64,42
"S01001214",705,656,28,21
"S01001215",727,645,35,47
"S01001216",889,824,39,26
"S01001217",1147,1064,53,30
"S01001218",812,707,49,56
"S01001219",841,713,84,44
"S01001220",505,460,23,22
"S01001221",1429,1225,123,81
"S01001222",1052,981,32,39
"S01001223",701,643,46,12
"S01001224",956,897,34,25
"S01001225",919,849,38,32
"S01001226",486,423,31,32
"S01001227",707,641,50,16
"S01001228",734,695,22,17
"S01001229",696,624,48,24
"S01001230",782,723,41,18
"S01001231",634,596,14,24
"S01001232",2408,2066,226,116
"S01001233",959,834,54,71
"S01001234",492,462,15,15
"S01001235",848,751,62,35
"S01001236",883,824,37,22
"S01001237",552,519,19,14
"S01001238",522,475,22,25
"S01001239",603,572,18,13
"S01001240",763,713,39,11
"S01001241",606,568,21,17
"S01001242",899,823,51,25
"S01001243",1165,1054,61,50
"S01001244",838,742,50,46
"S01001245",850,759,39,52
"S01001246",980,894,41,45
"S01001247",565,513,35,17
"S01001248",795,724,47,24
"S01001249",676,628,31,17
"S01001250",879,826,32,21
"S01001251",548,510,12,26
"S01001252",567,540,16,11
"S01001253",708,641,35,32
"S01001254",674,635,27,12
"S01001255",871,792,53,26
"S01001256",701,661,25,15
"S01001257",799,730,27,42
"S01001258",624,576,35,13
"S01001259",803,761,27,15
"S01001260",895,817,46,32
"S01001261",895,838,36,21
"S01001262",916,857,37,22
"S01001263",449,432,12,5
"S01001264",1966,1732,131,103
"S01001265",586,531,39,16
"S01001266",753,705,31,17
"S01001267",938,864,43,31
"S01001268",669,634,28,7
"S01001269",537,454,72,11
"S01001270",669,607,46,16
"S01001271",705,640,55,10
"S01001272",688,621,52,15
"S01001273",723,667,43,13
"S01001274",764,696,56,12
"S01001275",669,612,49,8
"S01001276",607,542,60,5
"S01001277",773,717,45,11
"S01001278",382,314,60,8
"S01001279",687,642,40,5
"S01001280",536,519,16,1
"S01001281",724,681,35,8
"S01001282",752,716,30,6
"S01001283",526,462,58,6
"S01001284",1009,903,92,14
"S01001285",656,591,63,2
"S01001286",468,431,28,9
"S01001287",793,751,31,11
"S01001288",920,866,41,13
"S01001289",705,665,38,2
"S01001290",646,601,34,11
"S01001291",401,376,24,1
"S01001292",803,765,28,10
"S01001293",757,715,35,7
"S01001294",628,599,26,3
"S01001295",810,778,23,9
"S01001296",616,583,29,4
"S01001297",835,789,33,13
"S01001298",828,775,39,14
"S01001299",847,801,40,6
"S01001300",1484,1315,138,31
"S01001301",549,517,24,8
"S01001302",788,747,32,9
"S01001303",615,563,29,23
"S01001304",1325,1140,149,36
"S01001305",737,666,61,10
"S01001306",711,657,39,15
"S01001307",1158,1059,63,36
"S01001308",932,895,26,11
"S01001309",644,597,34,13
"S01001310",795,744,35,16
"S01001311",639,601,29,9
"S01001312",730,661,52,17
"S01001313",867,759,89,19
"S01001314",738,671,52,15
"S01001315",1036,949,64,23
"S01001316",883,804,57,22
"S01001317",916,867,33,16
"S01001318",542,493,35,14
"S01001319",645,594,47,4
"S01001320",867,824,34,9
"S01001321",578,484,85,9
"S01001322",849,715,113,21
"S01001323",597,555,26,16
"S01001324",1003,886,86,31
"S01001325",738,686,32,20
"S01001326",869,817,30,22
"S01001327",791,731,46,14
"S01001328",878,815,42,21
"S01001329",576,536,26,14
"S01001330",816,774,30,12
"S01001331",840,797,27,16
"S01001332",874,812,50,12
"S01001333",807,743,51,13
"S01001334",833,777,39,17
"S01001335",927,869,41,17
"S01001336",828,791,29,8
"S01001337",760,712,34,14
"S01001338",728,688,26,14
"S01001339",755,697,42,16
"S01001340",745,705,28,12
"S01001341",883,832,40,11
"S01001342",928,854,43,31
"S01001343",938,906,25,7
"S01001344",751,700,39,12
"S01001345",617,556,46,15
"S01001346",709,650,40,19
"S01001347",728,676,30,22
"S01001348",655,605,38,12
"S01001349",1301,1172,104,25
"S01001350",660,600,38,22
"S01001351",449,401,25,23
"S01001352",761,698,44,19
"S01001353",1423,1300,69,54
"S01001354",787,731,49,7
"S01001355",756,680,55,21
"S01001356",634,578,34,22
"S01001357",703,656,27,20
"S01001358",915,839,61,15
"S01001359",741,678,42,21
"S01001360",1168,1061,89,18
"S01001361",645,602,34,9
"S01001362",547,512,23,12
"S01001363",559,512,35,12
"S01001364",850,765,65,20
"S01001365",607,571,31,5
"S01001366",900,834,40,26
"S01001367",701,646,39,16
"S01001368",1187,995,144,48
"S01001369",933,873,49,11
"S01001370",830,758,48,24
"S01001371",697,643,36,18
"S01001372",685,642,34,9
"S01001373",693,648,32,13
"S01001374",514,490,20,4
"S01001375",631,572,45,14
"S01001376",772,703,41,28
"S01001377",777,738,22,17
"S01001378",622,554,49,19
"S01001379",1026,955,55,16
"S01001380",781,728,38,15
"S01001381",825,754,50,21
"S01001382",657,594,40,23
"S01001383",565,529,26,10
"S01001384",923,854,45,24
"S01001385",776,716,43,17
"S01001386",862,783,39,40
"S01001387",909,867,29,13
"S01001388",1430,1271,102,57
"S01001389",484,456,14,14
"S01001390",759,688,53,18
"S01001391",722,648,50,24
"S01001392",786,754,23,9
"S01001393",522,465,41,16
"S01001394",430,381,37,12
"S01001395",928,848,54,26
"S01001396",788,695,42,51
"S01001397",781,696,66,19
"S01001398",780,679,60,41
"S01001399",858,793,47,18
"S01001400",913,857,42,14
"S01001401",656,626,21,9
"S01001402",818,750,54,14
"S01001403",1249,1095,110,44
"S01001404",657,564,55,38
"S01001405",1167,1043,79,45
"S01001406",2581,2258,205,118
"S01001407",788,704,58,26
"S01001408",881,794,71,16
"S01001409",898,830,47,21
"S01001410",1038,931,77,30
"S01001411",617,531,66,20
"S01001412",896,847,34,15
"S01001413",890,798,70,22
"S01001414",642,589,42,11
"S01001415",805,713,65,27
"S01001416",720,660,45,15
"S01001417",923,828,82,13
"S01001418",831,744,67,20
"S01001419",779,691,60,28
"S01001420",1185,1044,92,49
"S01001421",1127,965,112,50
"S01001422",727,646,60,21
"S01001423",795,734,33,28
"S01001424",1072,1006,34,32
"S01001425",1694,1489,89,116
"S01001426",819,764,24,31
"S01001427",881,801,29,51
"S01001428",864,821,25,18
"S01001429",610,557,27,26
"S01001430",946,825,58,63
"S01001431",940,895,20,25
"S01001432",655,593,25,37
"S01001433",816,750,30,36
"S01001434",869,789,43,37
"S01001435",1037,968,44,25
"S01001436",976,842,79,55
"S01001437",891,810,40,41
"S01001438",613,534,45,34
"S01001439",750,697,25,28
"S01001440",878,816,31,31
"S01001441",790,733,41,16
"S01001442",685,632,35,18
"S01001443",932,843,38,51
"S01001444",915,824,31,60
"S01001445",702,632,45,25
"S01001446",908,823,46,39
"S01001447",1321,1094,117,110
"S01001448",744,700,23,21
"S01001449",599,515,36,48
"S01001450",809,739,45,25
"S01001451",699,607,48,44
"S01001452",820,685,57,78
"S01001453",835,770,38,27
"S01001454",914,786,65,63
"S01001455",771,682,49,40
"S01001456",656,564,48,44
"S01001457",904,791,87,26
"S01001458",917,834,43,40
"S01001459",905,767,69,69
"S01001460",653,584,39,30
"S01001461",856,780,35,41
"S01001462",831,701,77,53
"S01001463",516,486,21,9
"S01001464",881,807,44,30
"S01001465",691,565,76,50
"S01001466",727,611,58,58
"S01001467",812,750,46,16
"S01001468",667,608,29,30
"S01001469",860,726,70,64
"S01001470",937,744,132,61
"S01001471",759,646,68,45
"S01001472",800,693,77,30
"S01001473",778,647,79,52
"S01001474",882,812,47,23
"S01001475",610,528,47,35
"S01001476",993,809,108,76
"S01001477",933,823,59,51
"S01001478",662,596,48,18
"S01001479",635,577,34,24
"S01001480",489,433,43,13
"S01001481",874,744,64,66
"S01001482",701,630,29,42
"S01001483",1049,848,143,58
"S01001484",829,693,103,33
"S01001485",614,573,34,7
"S01001486",755,610,82,63
"S01001487",665,613,33,19
"S01001488",872,774,60,38
"S01001489",801,712,43,46
"S01001490",961,881,44,36
"S01001491",884,764,73,47
"S01001492",913,849,41,23
"S01001493",886,808,60,18
"S01001494",891,823,38,30
"S01001495",618,504,54,60
"S01001496",936,771,100,65
"S01001497",766,706,41,19
"S01001498",678,601,40,37
"S01001499",1091,972,84,35
"S01001500",583,552,23,8
"S01001501",858,752,75,31
"S01001502",840,781,39,20
"S01001503",802,745,47,10
"S01001504",875,812,43,20
"S01001505",1029,943,52,34
"S01001506",602,537,35,30
"S01001507",895,735,68,92
"S01001508",903,800,56,47
"S01001509",814,760,41,13
"S01001510",630,561,35,34
"S01001511",575,508,51,16
"S01001512",852,805,27,20
"S01001513",911,852,44,15
"S01001514",747,699,40,8
"S01001515",697,616,56,25
"S01001516",704,660,30,14
"S01001517",847,763,56,28
"S01001518",1014,932,46,36
"S01001519",962,808,113,41
"S01001520",707,667,24,16
"S01001521",977,787,125,65
"S01001522",1057,994,31,32
"S01001523",790,653,71,66
"S01001524",941,891,34,16
"S01001525",788,747,29,12
"S01001526",627,576,37,14
"S01001527",898,809,47,42
"S01001528",973,853,90,30
"S01001529",707,594,68,45
"S01001530",761,707,35,19
"S01001531",1175,1066,63,46
"S01001532",597,494,63,40
"S01001533",962,813,112,37
"S01001534",669,617,36,16
"S01001535",853,761,70,22
"S01001536",808,768,28,12
"S01001537",499,477,16,6
"S01001538",814,676,102,36
"S01001539",892,809,64,19
"S01001540",810,668,93,49
"S01001541",828,754,63,11
"S01001542",670,607,36,27
"S01001543",746,672,52,22
"S01001544",919,856,39,24
"S01001545",715,628,55,32
"S01001546",989,910,54,25
"S01001547",995,936,41,18
"S01001548",1035,919,74,42
"S01001549",996,884,80,32
"S01001550",789,609,139,41
"S01001551",936,723,168,45
"S01001552",864,739,94,31
"S01001553",903,619,209,75
"S01001554",992,835,116,41
"S01001555",758,681,51,26
"S01001556",845,744,73,28
"S01001557",989,786,157,46
"S01001558",829,742,69,18
"S01001559",387,351,27,9
"S01001560",1450,852,229,369
"S01001561",1347,1150,130,67
"S01001562",2633,2376,159,98
"S01001563",597,543,41,13
"S01001564",557,506,30,21
"S01001565",733,626,56,51
"S01001566",664,607,37,20
"S01001567",907,813,56,38
"S01001568",727,587,93,47
"S01001569",811,704,67,40
"S01001570",512,449,42,21
"S01001571",724,662,31,31
"S01001572",532,482,36,14
"S01001573",658,489,132,37
"S01001574",877,789,48,40
"S01001575",750,655,48,47
"S01001576",597,553,26,18
"S01001577",714,657,44,13
"S01001578",756,698,43,15
"S01001579",849,763,42,44
"S01001580",565,488,44,33
"S01001581",640,595,24,21
"S01001582",711,645,40,26
"S01001583",482,440,26,16
"S01001584",776,701,41,34
"S01001585",920,786,66,68
"S01001586",473,424,41,8
"S01001587",755,709,26,20
"S01001588",796,720,43,33
"S01001589",819,768,30,21
"S01001590",642,531,52,59
"S01001591",641,588,36,17
"S01001592",796,687,57,52
"S01001593",784,628,67,89
"S01001594",798,641,83,74
"S01001595",718,643,33,42
"S01001596",826,700,79,47
"S01001597",851,597,119,135
"S01001598",678,611,39,28
"S01001599",924,742,74,108
"S01001600",1012,828,89,95
"S01001601",1213,886,250,77
"S01001602",640,558,40,42
"S01001603",1009,893,63,53
"S01001604",644,597,23,24
"S01001605",762,687,63,12
"S01001606",617,526,49,42
"S01001607",2654,2305,199,150
"S01001608",809,656,108,45
"S01001609",901,795,76,30
"S01001610",777,569,127,81
"S01001611",1024,775,189,60
"S01001612",835,700,105,30
"S01001613",776,714,36,26
"S01001614",672,562,74,36
"S01001615",780,650,83,47
"S01001616",754,600,125,29
"S01001617",628,588,21,19
"S01001618",946,732,162,52
"S01001619",693,634,36,23
"S01001620",875,806,51,18
"S01001621",680,627,30,23
"S01001622",838,684,94,60
"S01001623",766,677,55,34
"S01001624",996,832,114,50
"S01001625",797,719,40,38
"S01001626",737,641,66,30
"S01001627",1394,1261,77,56
"S01001628",618,590,20,8
"S01001629",567,510,37,20
"S01001630",556,498,35,23
"S01001631",1415,1246,114,55
"S01001632",583,528,38,17
"S01001633",885,727,129,29
"S01001634",1029,953,58,18
"S01001635",735,649,50,36
"S01001636",515,456,42,17
"S01001637",709,579,88,42
"S01001638",887,761,77,49
"S01001639",710,644,53,13
"S01001640",648,510,107,31
"S01001641",1566,1273,239,54
"S01001642",900,773,97,30
"S01001643",733,612,97,24
"S01001644",1768,1446,244,78
"S01001645",987,765,144,78
"S01001646",612,499,88,25
"S01001647",647,544,86,17
"S01001648",747,638,83,26
"S01001649",754,667,47,40
"S01001650",852,672,133,47
"S01001651",901,719,114,68
"S01001652",774,538,190,46
"S01001653",617,501,84,32
"S01001654",936,751,139,46
"S01001655",578,443,102,33
"S01001656",1352,1075,203,74
"S01001657",502,361,114,27
"S01001658",1002,710,223,69
"S01001659",706,497,171,38
"S01001660",678,476,162,40
"S01001661",818,588,175,55
"S01001662",729,609,87,33
"S01001663",841,617,177,47
"S01001664",557,383,147,27
"S01001665",868,646,183,39
"S01001666",558,421,101,36
"S01001667",819,590,175,54
"S01001668",878,587,215,76
"S01001669",669,475,110,84
"S01001670",639,584,46,9
"S01001671",516,475,27,14
"S01001672",583,540,34,9
"S01001673",662,597,50,15
"S01001674",697,626,52,19
"S01001675",706,646,44,16
"S01001676",1223,997,120,106
"S01001677",844,732,70,42
"S01001678",832,756,56,20
"S01001679",934,816,64,54
"S01001680",589,527,42,20
"S01001681",674,565,59,50
"S01001682",601,564,30,7
"S01001683",734,634,62,38
"S01001684",516,444,60,12
"S01001685",763,679,30,54
"S01001686",900,789,67,44
"S01001687",980,837,93,50
"S01001688",956,843,54,59
"S01001689",674,611,35,28
"S01001690",906,785,64,57
"S01001691",848,730,79,39
"S01001692",662,565,46,51
"S01001693",915,759,57,99
"S01001694",657,588,42,27
"S01001695",761,659,43,59
"S01001696",739,666,39,34
"S01001697",853,752,38,63
"S01001698",529,481,27,21
"S01001699",700,607,47,46
"S01001700",1023,872,96,55
"S01001701",926,852,40,34
"S01001702",990,869,65,56
"S01001703",822,703,49,70
"S01001704",916,779,74,63
"S01001705",629,537,42,50
"S01001706",789,708,49,32
"S01001707",727,658,29,40
"S01001708",953,792,87,74
"S01001709",602,512,30,60
"S01001710",692,612,42,38
"S01001711",790,713,31,46
"S01001712",458,426,15,17
"S01001713",871,724,54,93
"S01001714",705,649,32,24
"S01001715",883,756,59,68
"S01001716",846,786,45,15
"S01001717",808,733,44,31
"S01001718",550,495,44,11
"S01001719",795,714,52,29
"S01001720",699,593,47,59
"S01001721",731,620,46,65
"S01001722",746,658,50,38
"S01001723",872,745,65,62
"S01001724",813,761,35,17
"S01001725",779,735,29,15
"S01001726",649,584,39,26
"S01001727",1015,883,80,52
"S01001728",649,589,35,25
"S01001729",976,901,43,32
"S01001730",650,608,27,15
"S01001731",674,607,41,26
"S01001732",571,523,25,23
"S01001733",908,847,43,18
"S01001734",530,479,34,17
"S01001735",480,434,28,18
"S01001736",1092,921,106,65
"S01001737",609,560,26,23
"S01001738",610,557,34,19
"S01001739",637,594,23,20
"S01001740",745,677,52,16
"S01001741",651,621,20,10
"S01001742",764,690,26,48
"S01001743",990,913,37,40
"S01001744",546,501,29,16
"S01001745",795,739,27,29
"S01001746",967,851,73,43
"S01001747",857,810,28,19
"S01001748",619,586,25,8
"S01001749",739,685,31,23
"S01001750",633,590,31,12
"S01001751",963,908,29,26
"S01001752",935,833,57,45
"S01001753",799,761,21,17
"S01001754",771,678,67,26
"S01001755",1062,928,66,68
"S01001756",652,583,45,24
"S01001757",757,702,35,20
"S01001758",785,694,51,40
"S01001759",684,642,24,18
"S01001760",797,743,33,21
"S01001761",727,683,24,20
"S01001762",978,832,88,58
"S01001763",832,734,56,42
"S01001764",531,474,23,34
"S01001765",949,894,35,20
"S01001766",651,554,46,51
"S01001767",587,507,45,35
"S01001768",604,540,36,28
"S01001769",626,556,35,35
"S01001770",566,521,20,25
"S01001771",841,725,47,69
"S01001772",522,461,33,28
"S01001773",941,843,27,71
"S01001774",673,616,27,30
"S01001775",836,743,57,36
"S01001776",624,582,20,22
"S01001777",916,815,75,26
"S01001778",877,825,27,25
"S01001779",539,446,36,57
"S01001780",867,769,50,48
"S01001781",690,599,35,56
"S01001782",968,847,52,69
"S01001783",598,533,30,35
"S01001784",589,491,26,72
"S01001785",611,569,31,11
"S01001786",640,598,27,15
"S01001787",566,517,21,28
"S01001788",791,752,21,18
"S01001789",738,680,26,32
"S01001790",692,569,74,49
"S01001791",726,542,130,54
"S01001792",684,575,67,42
"S01001793",903,693,153,57
"S01001794",948,769,122,57
"S01001795",443,341,70,32
"S01001796",835,669,123,43
"S01001797",676,588,55,33
"S01001798",806,618,130,58
"S01001799",1090,898,65,127
"S01001800",942,823,73,46
"S01001801",1008,738,192,78
"S01001802",835,692,51,92
"S01001803",1010,810,91,109
"S01001804",952,799,67,86
"S01001805",699,608,56,35
"S01001806",666,547,76,43
"S01001807",841,731,76,34
"S01001808",528,445,31,52
"S01001809",1036,848,77,111
"S01001810",876,707,94,75
"S01001811",673,541,99,33
"S01001812",898,677,155,66
"S01001813",709,595,79,35
"S01001814",723,549,113,61
"S01001815",842,732,87,23
"S01001816",1120,842,197,81
"S01001817",699,549,62,88
"S01001818",752,593,115,44
"S01001819",997,747,187,63
"S01001820",778,629,66,83
"S01001821",549,312,148,89
"S01001822",984,807,86,91
"S01001823",928,718,70,140
"S01001824",739,623,70,46
"S01001825",798,600,101,97
"S01001826",675,579,42,54
"S01001827",830,669,62,99
"S01001828",750,588,98,64
"S01001829",710,550,99,61
"S01001830",942,769,107,66
"S01001831",724,640,52,32
"S01001832",715,626,32,57
"S01001833",1153,863,189,101
"S01001834",587,505,38,44
"S01001835",634,455,128,51
"S01001836",870,707,110,53
"S01001837",900,694,135,71
"S01001838",674,545,57,72
"S01001839",912,744,67,101
"S01001840",701,603,71,27
"S01001841",720,600,67,53
"S01001842",757,608,56,93
"S01001843",724,594,53,77
"S01001844",2465,1191,359,915
"S01001845",780,613,115,52
"S01001846",886,723,109,54
"S01001847",930,758,52,120
"S01001848",748,622,51,75
"S01001849",582,449,89,44
"S01001850",726,582,84,60
"S01001851",892,661,100,131
"S01001852",766,648,57,61
"S01001853",724,584,97,43
"S01001854",1037,728,187,122
"S01001855",802,609,94,99
"S01001856",840,686,65,89
"S01001857",679,579,39,61
"S01001858",903,736,110,57
"S01001859",1066,932,45,89
"S01001860",1128,774,195,159
"S01001861",802,683,47,72
"S01001862",801,704,57,40
"S01001863",807,712,58,37
"S01001864",1387,984,99,304
"S01001865",699,502,64,133
"S01001866",675,519,114,42
"S01001867",744,615,45,84
"S01001868",753,571,112,70
"S01001869",823,660,78,85
"S01001870",961,783,45,133
"S01001871",1700,1259,263,178
"S01001872",888,709,50,129
"S01001873",806,609,123,74
"S01001874",1137,709,58,370
"S01001875",907,694,161,52
"S01001876",1020,814,80,126
"S01001877",951,783,47,121
"S01001878",1076,806,184,86
"S01001879",640,505,36,99
"S01001880",741,561,62,118
"S01001881",755,621,70,64
"S01001882",793,588,78,127
"S01001883",532,369,101,62
"S01001884",894,708,55,131
"S01001885",1211,949,165,97
"S01001886",564,449,55,60
"S01001887",830,717,71,42
"S01001888",881,664,128,89
"S01001889",542,393,53,96
"S01001890",994,820,71,103
"S01001891",713,483,69,161
"S01001892",973,733,53,187
"S01001893",1000,720,91,189
"S01001894",805,641,38,126
"S01001895",859,644,64,151
"S01001896",809,584,154,71
"S01001897",914,729,60,125
"S01001898",616,515,19,82
"S01001899",785,686,42,57
"S01001900",754,655,40,59
"S01001901",934,675,172,87
"S01001902",919,590,184,145
"S01001903",598,438,46,114
"S01001904",598,468,53,77
"S01001905",905,589,179,137
"S01001906",709,535,52,122
"S01001907",811,665,61,85
"S01001908",914,502,146,266
"S01001909",670,512,45,113
"S01001910",744,608,39,97
"S01001911",747,560,128,59
"S01001912",742,629,42,71
"S01001913",1015,750,175,90
"S01001914",573,382,132,59
"S01001915",906,750,87,69
"S01001916",860,516,166,178
"S01001917",759,478,174,107
"S01001918",901,549,151,201
"S01001919",850,743,41,66
"S01001920",760,536,68,156
"S01001921",614,534,42,38
"S01001922",804,627,134,43
"S01001923",577,380,48,149
"S01001924",775,578,113,84
"S01001925",780,528,160,92
"S01001926",678,561,37,80
"S01001927",977,684,192,101
"S01001928",918,576,202,140
"S01001929",994,761,144,89
"S01001930",786,433,180,173
"S01001931",728,582,28,118
"S01001932",1615,1379,128,108
"S01001933",851,641,141,69
"S01001934",1523,1132,165,226
"S01001935",928,737,72,119
"S01001936",1149,802,180,167
"S01001937",867,703,76,88
"S01001938",630,336,167,127
"S01001939",556,290,151,115
"S01001940",824,528,158,138
"S01001941",1038,621,210,207
"S01001942",571,352,108,111
"S01001943",714,537,28,149
"S01001944",781,522,165,94
"S01001945",751,504,156,91
"S01001946",858,658,41,159
"S01001947",952,619,201,132
"S01001948",862,702,43,117
"S01001949",700,560,37,103
"S01001950",893,638,98,157
"S01001951",905,684,70,151
"S01001952",767,446,198,123
"S01001953",861,483,203,175
"S01001954",440,354,32,54
"S01001955",1137,894,69,174
"S01001956",763,646,34,83
"S01001957",500,382,25,93
"S01001958",852,615,80,157
"S01001959",562,481,53,28
"S01001960",919,471,218,230
"S01001961",1112,728,200,184
"S01001962",905,737,56,112
"S01001963",914,566,73,275
"S01001964",737,583,54,100
