"dz_2001","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"S01004903",650,268,182,0,11,145,44
"S01004904",1061,480,219,0,3,258,101
"S01004905",1072,502,201,1,4,296,68
"S01004906",835,401,184,0,0,211,39
"S01004907",734,288,233,0,5,173,35
"S01004908",710,333,159,0,4,168,46
"S01004909",880,378,207,3,2,245,45
"S01004910",870,361,219,0,0,235,55
"S01004911",792,329,214,0,5,198,46
"S01004912",748,307,205,0,0,205,31
"S01004913",658,21,576,0,6,21,34
"S01004914",663,251,186,0,2,182,42
"S01004915",618,309,102,0,4,173,30
"S01004916",783,420,115,0,5,211,32
"S01004917",566,243,151,0,1,152,19
"S01004918",586,225,182,0,0,162,17
"S01004919",536,202,133,0,6,172,23
"S01004920",966,435,217,0,17,256,41
"S01004921",721,261,181,0,2,227,50
"S01004922",701,306,148,0,4,217,26
"S01004923",837,328,215,0,0,249,45
"S01004924",868,375,228,0,5,213,47
"S01004925",551,281,108,0,5,132,25
"S01004926",950,372,209,3,39,264,63
"S01004927",995,408,241,0,2,304,40
"S01004928",634,259,157,0,3,168,47
"S01004929",705,315,193,1,9,165,22
"S01004930",642,230,266,0,0,114,32
"S01004931",900,314,380,0,3,150,53
"S01004932",762,246,350,1,0,122,43
"S01004933",905,331,314,0,7,198,55
"S01004934",680,259,225,0,0,160,36
"S01004935",621,348,158,0,0,91,24
"S01004936",907,464,265,1,10,124,43
"S01004937",529,101,321,0,0,81,26
"S01004938",771,436,199,0,0,98,38
"S01004939",605,267,212,0,0,100,26
"S01004940",547,246,197,2,0,83,19
"S01004941",651,264,232,0,3,113,39
"S01004942",1008,561,244,0,1,146,56
"S01004943",870,423,200,0,0,204,43
"S01004944",521,315,62,0,0,115,29
"S01004945",611,339,100,0,5,125,42
"S01004946",604,395,20,0,1,153,35
"S01004947",693,465,21,0,0,193,14
"S01004948",533,308,18,4,3,170,30
"S01004949",566,389,20,0,0,134,23
"S01004950",509,322,11,0,0,159,17
"S01004951",656,361,19,0,0,231,45
"S01004952",926,626,16,0,0,238,46
"S01004953",877,543,15,0,0,273,46
"S01004954",785,420,12,0,0,307,46
"S01004955",670,406,11,0,0,230,23
"S01004956",678,455,12,0,0,187,24
"S01004957",645,413,10,1,0,201,20
"S01004958",909,559,22,0,4,280,44
"S01004959",592,367,17,0,0,176,32
"S01004960",582,357,12,0,0,186,27
"S01004961",637,333,17,0,0,254,33
"S01004962",570,335,15,0,0,204,16
"S01004963",559,333,8,1,0,189,28
"S01004964",989,553,26,0,0,349,61
"S01004965",827,531,17,0,0,235,44
"S01004966",779,540,15,0,0,196,28
"S01004967",555,321,6,0,0,187,41
"S01004968",567,310,21,0,0,199,37
"S01004969",906,527,35,0,0,300,44
"S01004970",749,542,12,2,0,155,38
"S01004971",935,583,25,1,0,268,58
"S01004972",749,456,25,2,0,213,53
"S01004973",869,497,48,0,0,273,51
"S01004974",878,530,52,1,1,246,48
"S01004975",741,386,54,0,1,264,36
"S01004976",756,415,77,0,0,236,28
"S01004977",983,595,80,0,0,281,27
"S01004978",976,552,85,0,1,290,48
"S01004979",915,567,91,0,0,233,24
"S01004980",1051,614,84,0,4,301,48
"S01004981",951,578,58,1,0,280,34
"S01004982",710,416,52,0,0,201,41
"S01004983",911,483,65,0,1,300,62
"S01004984",776,434,43,0,3,241,55
"S01004985",718,412,33,1,0,237,35
"S01004986",646,367,40,2,0,175,62
"S01004987",517,336,20,0,0,145,16
"S01004988",539,304,31,0,0,180,24
"S01004989",633,388,53,1,0,158,33
"S01004990",509,309,25,0,1,147,27
"S01004991",565,334,32,0,0,167,32
"S01004992",874,528,73,0,4,213,56
"S01004993",673,435,58,0,2,143,35
"S01004994",811,512,64,2,1,203,29
"S01004995",931,592,75,0,0,214,50
"S01004996",656,380,51,0,0,198,27
"S01004997",881,502,48,0,0,250,81
"S01004998",803,507,28,0,0,212,56
"S01004999",822,480,90,0,0,220,32
"S01005000",569,353,25,0,0,135,56
"S01005001",1040,641,117,0,6,229,47
"S01005002",790,536,28,0,0,193,33
"S01005003",882,558,49,0,0,201,74
"S01005004",589,359,25,0,0,166,39
"S01005005",954,667,52,1,4,195,35
"S01005006",573,340,35,0,0,160,38
"S01005007",852,582,52,0,0,185,33
"S01005008",1319,765,83,0,1,399,71
"S01005009",642,459,45,0,4,121,13
"S01005010",594,331,85,0,0,157,21
"S01005011",570,325,83,1,1,140,20
"S01005012",704,408,79,0,2,167,48
"S01005013",676,413,73,0,6,142,42
"S01005014",833,426,88,0,3,272,44
"S01005015",648,404,69,0,0,157,18
"S01005016",733,400,81,0,0,210,42
"S01005017",721,452,36,2,0,196,35
"S01005018",617,308,63,0,5,209,32
"S01005019",1020,487,95,1,0,298,139
"S01005020",917,520,77,0,5,265,50
"S01005021",964,635,64,0,6,221,38
"S01005022",673,380,91,0,6,175,21
"S01005023",596,372,25,0,0,171,28
"S01005024",932,586,64,1,3,247,31
"S01005025",672,402,44,0,1,184,41
"S01005026",577,317,71,0,0,171,18
"S01005027",702,414,52,0,0,171,65
"S01005028",571,359,39,0,0,140,33
"S01005029",940,482,103,0,10,301,44
"S01005030",993,577,78,0,1,280,57
"S01005031",656,328,62,1,2,217,46
"S01005032",873,525,73,0,2,236,37
"S01005033",711,446,42,1,0,192,30
"S01005034",832,539,41,0,3,209,40
"S01005035",911,548,59,0,2,277,25
"S01005036",549,343,28,0,1,148,29
"S01005037",965,425,104,0,5,372,59
"S01005038",898,572,71,0,0,230,25
"S01005039",1078,692,92,0,4,246,44
"S01005040",860,387,109,0,7,308,49
"S01005041",558,242,61,0,2,226,27
"S01005042",840,564,57,0,0,198,21
"S01005043",753,476,55,0,0,188,34
"S01005044",907,479,78,0,1,300,49
"S01005045",896,544,79,0,4,236,33
"S01005046",1038,593,106,1,13,266,59
"S01005047",916,470,84,0,3,309,50
"S01005048",604,363,58,0,0,142,41
"S01005049",706,345,92,1,3,225,40
"S01005050",949,473,75,0,3,332,66
"S01005051",889,491,96,0,0,271,31
"S01005052",663,416,35,0,0,171,41
"S01005053",893,382,61,0,2,381,67
"S01005054",599,319,68,0,0,179,33
"S01005055",790,398,60,0,0,275,57
"S01005056",740,294,158,1,9,205,73
"S01005057",754,335,49,0,0,302,68
"S01005058",699,295,88,0,1,282,33
"S01005059",540,307,46,0,0,166,21
"S01005060",725,348,80,0,0,250,47
"S01005061",961,567,88,0,9,257,40
"S01005062",495,347,25,0,0,106,17
"S01005063",544,255,78,0,0,194,17
"S01005064",792,508,41,0,1,214,28
"S01005065",860,419,113,0,3,276,49
"S01005066",793,284,87,0,0,371,51
"S01005067",488,288,24,0,0,148,28
"S01005068",702,374,83,0,0,197,48
"S01005069",614,292,68,0,1,225,28
"S01005070",853,466,138,0,1,219,29
"S01005071",296,88,30,0,0,153,25
"S01005072",602,271,55,0,1,242,33
"S01005073",638,385,23,0,0,190,40
"S01005074",769,540,44,0,3,153,29
"S01005075",504,189,38,1,17,228,31
"S01005076",765,335,63,0,2,302,63
"S01005077",693,326,56,0,0,269,42
"S01005078",730,338,59,0,0,274,59
"S01005079",685,337,52,1,1,242,52
"S01005080",449,220,33,1,1,171,23
"S01005081",661,307,69,0,7,218,60
"S01005082",696,401,38,0,0,238,19
"S01005083",935,565,58,0,1,274,37
"S01005084",621,294,54,0,1,207,65
"S01005085",568,358,23,0,4,152,31
"S01005086",732,328,65,0,3,267,69
"S01005087",508,330,28,0,0,131,19
"S01005088",594,388,38,0,0,147,21
"S01005089",817,560,77,0,0,158,22
"S01005090",863,569,47,0,11,192,44
"S01005091",696,491,34,0,0,157,14
"S01005092",668,420,35,0,1,183,29
"S01005093",785,424,72,0,1,227,61
"S01005094",519,331,31,0,0,137,20
"S01005095",988,632,47,0,2,245,62
"S01005096",607,381,54,0,5,142,25
"S01005097",753,478,74,0,4,164,33
"S01005098",605,404,27,0,0,121,53
"S01005099",834,524,82,1,0,209,18
"S01005100",593,375,38,0,0,163,17
"S01005101",825,524,86,0,0,191,24
"S01005102",973,630,41,0,0,259,43
"S01005103",999,540,120,0,17,286,36
"S01005104",1039,661,71,0,0,225,82
"S01005105",878,527,46,0,0,265,40
"S01005106",559,353,46,0,0,142,18
"S01005107",463,315,20,0,1,108,19
"S01005108",569,406,18,0,0,120,25
"S01005109",912,605,46,0,1,189,71
"S01005110",999,685,50,0,0,219,45
"S01005111",527,345,28,0,0,130,24
"S01005112",880,553,45,0,0,248,34
"S01005113",1043,607,69,1,5,319,42
"S01005114",939,520,72,0,0,295,52
"S01005115",889,559,36,1,0,239,54
"S01005116",647,382,28,0,0,187,50
"S01005117",682,417,29,0,3,154,79
"S01005118",762,461,49,3,0,224,25
"S01005119",669,418,55,0,0,184,12
"S01005120",650,448,51,0,0,119,32
"S01005121",784,509,52,0,0,150,73
"S01005122",773,485,63,0,6,178,41
"S01005123",746,534,34,0,0,146,32
"S01005124",750,479,64,0,5,182,20
"S01005125",790,462,48,0,1,230,49
"S01005126",559,380,23,0,0,118,38
"S01005127",633,333,52,0,0,193,55
"S01005128",834,540,52,0,0,211,31
"S01005129",873,464,47,3,0,279,80
"S01005130",651,361,37,0,0,202,51
"S01005131",853,555,20,0,2,240,36
"S01005132",699,429,60,1,0,184,25
"S01005133",389,221,38,0,0,107,23
"S01005134",969,627,63,0,1,214,64
"S01005135",674,444,23,0,1,159,47
"S01005136",814,506,27,1,2,236,42
"S01005137",862,475,74,2,0,253,58
"S01005138",1079,680,60,1,1,288,49
"S01005139",657,389,27,0,0,208,33
"S01005140",703,397,65,2,0,200,39
"S01005141",858,539,44,0,0,225,50
"S01005142",636,387,36,0,0,169,44
"S01005143",993,595,60,0,2,304,32
"S01005144",1036,604,91,0,12,262,67
"S01005145",793,532,50,0,0,170,41
"S01005146",651,387,39,1,1,176,47
"S01005147",925,602,46,0,0,223,54
"S01005148",600,317,97,0,0,157,29
"S01005149",600,287,66,0,1,198,48
"S01005150",641,325,92,0,0,182,42
"S01005151",725,367,88,0,0,231,39
"S01005152",738,323,157,0,1,210,47
"S01005153",756,358,170,2,0,195,31
"S01005154",605,342,81,1,1,148,32
"S01005155",746,352,168,0,0,199,27
"S01005156",719,256,203,0,1,191,68
"S01005157",913,378,240,0,0,232,63
"S01005158",757,327,184,0,1,181,64
"S01005159",940,402,306,0,0,179,53
"S01005160",1023,439,251,0,1,258,74
"S01005161",953,388,252,0,0,281,32
"S01005162",973,434,153,0,0,312,74
"S01005163",581,218,166,0,2,150,45
"S01005164",924,400,270,0,0,186,68
"S01005165",765,392,158,0,0,172,43
"S01005166",1040,447,290,0,2,234,67
"S01005167",722,265,150,0,3,238,66
"S01005168",687,317,179,0,0,164,27
"S01005169",619,282,136,0,0,154,47
"S01005170",837,377,225,0,3,185,47
"S01005171",993,443,294,1,0,213,42
"S01005172",1198,551,310,0,7,266,64
"S01005173",705,301,159,0,5,164,76
"S01005174",769,342,153,0,0,227,47
"S01005175",690,339,163,0,6,158,24
"S01005176",684,292,166,0,0,191,35
"S01005177",948,377,214,0,1,265,91
"S01005178",857,371,244,0,3,151,88
"S01005179",979,405,259,0,0,273,42
"S01005180",910,477,158,1,2,245,27
"S01005181",907,481,179,0,3,214,30
"S01005182",722,308,169,1,0,196,48
"S01005183",938,414,227,0,0,216,81
"S01005184",825,265,227,0,0,196,137
"S01005185",533,261,152,0,1,98,21
"S01005186",747,424,170,0,0,121,32
"S01005187",945,489,210,0,2,192,52
"S01005188",990,512,213,0,5,206,54
"S01005189",851,349,270,0,0,166,66
"S01005190",930,538,128,1,17,210,36
"S01005191",880,291,326,0,0,205,58
"S01005192",788,348,177,0,0,233,30
"S01005193",889,428,232,0,1,203,25
"S01005194",593,258,189,0,0,120,26
"S01005195",1007,465,296,0,2,182,62
"S01005196",804,268,207,0,0,265,64
"S01005197",768,340,187,0,7,201,33
"S01005198",920,530,129,0,1,224,36
"S01005199",908,360,275,1,1,223,48
"S01005200",632,311,129,0,0,170,22
"S01005201",873,374,231,0,0,220,48
"S01005202",905,412,230,0,1,203,59
"S01005203",815,423,190,0,2,169,31
"S01005204",551,255,133,1,0,133,29
"S01005205",883,352,279,0,0,213,39
"S01005206",932,497,209,0,9,173,44
"S01005207",954,364,349,0,9,159,73
"S01005208",543,261,139,0,0,119,24
"S01005209",801,355,236,0,6,155,49
"S01005210",961,489,253,0,1,172,46
"S01005211",723,264,235,0,0,167,57
"S01005212",588,301,123,0,0,135,29
"S01005213",943,549,127,0,0,234,33
"S01005214",778,246,219,0,11,275,27
"S01005215",899,474,199,0,0,161,65
"S01005216",593,245,142,0,8,172,26
"S01005217",835,323,221,0,3,243,45
"S01005218",888,376,298,0,0,154,60
"S01005219",857,338,249,0,0,227,43
"S01005220",674,337,170,0,1,144,22
"S01005221",789,395,176,0,1,129,88
"S01005222",696,225,203,0,7,200,61
"S01005223",735,341,178,1,4,166,45
"S01005224",780,287,218,0,2,224,49
"S01005225",922,464,196,0,4,217,41
"S01005226",553,216,134,0,28,142,33
"S01005227",844,318,290,0,0,184,52
"S01005228",1299,813,171,0,9,249,57
"S01005229",852,334,221,0,1,249,47
"S01005230",789,424,87,0,0,227,51
"S01005231",751,309,178,0,0,223,41
"S01005232",911,445,239,1,0,181,45
"S01005233",600,257,156,0,0,122,65
"S01005234",1014,395,273,0,10,272,64
"S01005235",578,207,145,0,4,185,37
"S01005236",945,447,270,0,0,192,36
"S01005237",961,561,177,0,0,193,30
"S01005238",822,559,72,0,4,168,19
"S01005239",921,378,217,0,0,219,107
"S01005240",837,316,189,1,9,270,52
"S01005241",950,506,232,0,0,169,43
"S01005242",842,346,245,0,1,208,42
"S01005243",750,298,195,0,1,188,68
"S01005244",958,494,221,0,5,194,44
"S01005245",671,221,159,1,8,234,48
"S01005246",945,362,232,1,6,263,81
"S01005247",735,222,199,1,0,193,120
"S01005248",574,272,119,1,1,150,31
"S01005249",728,252,196,0,4,230,46
"S01005250",795,257,159,0,2,266,111
"S01005251",935,352,253,0,0,276,54
"S01005252",548,221,165,0,0,139,23
"S01005253",555,230,104,0,3,178,40
"S01005254",789,297,194,1,4,249,44
"S01005255",557,243,182,0,2,107,23
"S01005256",721,304,180,0,1,181,55
"S01005257",958,451,227,0,8,218,54
"S01005258",1035,602,171,0,1,231,30
"S01005259",653,250,189,0,4,192,18
"S01005260",645,295,203,0,0,110,37
"S01005261",519,209,118,0,2,146,44
"S01005262",1008,450,223,0,0,243,92
"S01005263",517,147,151,0,0,125,94
"S01005264",733,313,280,0,0,96,44
"S01005265",437,153,122,0,0,127,35
"S01005266",860,335,337,0,0,143,45
"S01005267",929,391,288,0,0,200,50
"S01005268",899,315,230,0,1,246,107
"S01005269",711,394,176,0,0,113,28
"S01005270",1059,621,159,0,8,223,48
"S01005271",594,282,141,0,1,145,25
"S01005272",660,183,169,0,0,166,142
"S01005273",809,398,211,0,0,159,41
"S01005274",733,326,155,0,5,142,105
"S01005275",487,185,97,0,0,142,63
"S01005276",660,286,221,2,3,128,20
"S01005277",655,311,193,0,0,123,28
"S01005278",840,370,270,0,0,172,28
"S01005279",546,312,65,0,1,148,20
"S01005280",762,339,184,0,8,163,68
"S01005281",890,363,269,0,0,206,52
"S01005282",764,320,166,1,0,198,79
"S01005283",813,497,74,2,2,200,38
"S01005284",681,261,172,0,0,163,85
"S01005285",696,336,182,0,0,156,22
"S01005286",743,436,92,0,3,195,17
"S01005287",862,328,217,1,17,219,80
"S01005288",886,402,200,0,0,204,80
"S01005289",778,305,176,0,0,212,85
"S01005290",594,330,98,0,0,140,26
"S01005291",672,335,124,0,9,178,26
"S01005292",708,316,149,0,0,151,92
"S01005293",848,386,208,0,0,190,64
"S01005294",574,341,58,0,9,150,16
"S01005295",602,332,101,0,0,144,25
"S01005296",890,446,178,1,26,178,61
"S01005297",703,382,149,0,21,119,32
"S01005298",1069,543,236,2,1,235,52
"S01005299",578,290,107,3,0,148,30
"S01005300",949,451,191,2,15,227,63
"S01005301",891,425,216,0,0,199,51
"S01005302",1014,520,216,0,5,211,62
"S01005303",763,394,165,0,0,156,48
"S01005304",726,329,212,0,15,134,36
"S01005305",826,400,144,1,10,225,46
"S01005306",1021,425,223,0,29,256,88
"S01005307",919,570,120,0,10,179,40
"S01005308",529,231,153,0,2,120,23
"S01005309",945,470,175,0,1,243,56
"S01005310",1010,548,183,0,5,225,49
"S01005311",940,480,195,0,4,162,99
"S01005312",642,288,103,0,3,187,61
"S01005313",918,407,240,0,29,165,77
"S01005314",543,304,93,0,6,116,24
"S01005315",646,235,153,0,6,217,35
"S01005316",900,491,161,0,10,191,47
"S01005317",569,258,156,0,0,125,30
"S01005318",567,321,111,0,1,114,20
"S01005319",691,320,158,0,5,128,80
"S01005320",677,395,114,0,0,148,20
"S01005321",644,334,151,0,2,115,42
"S01005322",806,355,179,0,0,207,65
"S01005323",707,361,135,0,17,141,53
"S01005324",727,325,171,0,1,175,55
"S01005325",815,330,208,0,2,193,82
"S01005326",961,376,192,0,0,266,127
"S01005327",649,263,146,0,3,185,52
"S01005328",625,270,126,0,1,180,48
"S01005329",551,342,83,0,0,98,28
"S01005330",700,359,154,0,0,145,42
"S01005331",738,355,181,0,0,150,52
"S01005332",553,369,67,0,0,80,37
"S01005333",820,449,153,0,2,189,27
"S01005334",678,366,136,0,0,152,24
"S01005335",549,288,113,0,4,109,35
"S01005336",614,300,149,0,0,139,26
"S01005337",966,477,214,0,12,202,61
"S01005338",580,297,136,0,0,121,26
"S01005339",763,364,167,0,1,194,37
"S01005340",589,224,136,0,0,177,52
"S01005341",699,289,187,0,2,192,29
"S01005342",777,361,199,0,0,176,41
"S01005343",970,447,231,0,1,231,60
"S01005344",775,370,161,0,4,172,68
"S01005345",774,354,192,0,1,187,40
"S01005346",840,421,177,0,0,202,40
"S01005347",740,326,170,0,17,187,40
"S01005348",892,429,180,0,0,216,67
"S01005349",889,450,193,0,1,207,38
"S01005350",766,412,150,0,0,174,30
"S01005351",985,563,155,0,4,215,48
"S01005352",912,476,186,0,0,206,44
"S01005353",1024,459,232,1,0,278,54
"S01005354",966,545,152,0,2,226,41
"S01005355",750,318,182,0,4,204,42
"S01005356",735,440,96,0,0,164,35
"S01005357",745,395,146,0,0,160,44
"S01005358",871,456,166,0,0,187,62
"S01005359",930,566,116,1,0,212,35
"S01005360",889,553,144,0,0,169,23
"S01005361",903,492,109,1,5,244,52
"S01005362",667,472,14,0,2,150,29
"S01005363",687,402,19,2,0,216,48
"S01005364",934,578,54,1,0,240,61
"S01005365",681,433,45,2,0,172,29
"S01005366",759,494,51,0,0,196,18
"S01005367",817,480,55,0,1,241,40
"S01005368",747,424,45,0,0,246,32
"S01005369",988,533,80,0,0,319,56
"S01005370",870,528,80,0,1,221,40
"S01005371",991,710,32,0,1,222,26
"S01005372",813,512,39,1,0,225,36
"S01005373",701,447,31,0,7,192,24
"S01005374",875,541,63,0,0,220,51
"S01005375",992,657,48,0,1,248,38
"S01005376",956,653,46,0,0,224,33
"S01005377",900,531,33,0,0,302,34
"S01005378",778,345,60,0,0,313,60
"S01005379",973,513,47,0,3,355,55
"S01005380",693,380,50,1,1,240,21
"S01005381",682,330,33,0,1,271,47
"S01005382",762,302,39,0,0,364,57
"S01005383",669,411,48,1,0,177,32
"S01005384",823,532,60,2,0,191,38
"S01005385",778,506,38,0,0,182,52
"S01005386",608,406,31,0,1,143,27
"S01005387",960,637,51,1,0,228,43
"S01005388",756,470,28,0,0,231,27
"S01005389",740,469,60,0,0,168,43
"S01005390",846,520,81,0,0,209,36
"S01005391",737,445,51,0,0,157,84
"S01005392",885,591,34,0,0,213,47
"S01005393",883,596,44,0,0,196,47
"S01005394",841,496,33,0,0,262,50
"S01005395",859,559,27,0,1,238,34
"S01005396",660,363,33,0,0,240,24
"S01005397",591,393,25,0,0,159,14
"S01005398",974,621,45,0,0,272,36
"S01005399",969,603,90,0,2,241,33
"S01005400",990,487,56,0,5,383,59
"S01005401",950,581,55,0,0,277,37
"S01005402",924,526,56,0,0,307,35
"S01005403",935,508,78,0,0,309,40
"S01005404",854,515,39,0,2,251,47
"S01005405",537,371,20,0,1,121,24
"S01005406",549,386,19,0,0,122,22
"S01005407",943,630,29,0,0,243,41
"S01005408",555,353,25,0,0,161,16
"S01005409",644,436,21,0,0,165,22
"S01005410",737,466,22,0,0,209,40
"S01005411",903,634,17,0,0,212,40
"S01005412",927,587,40,0,2,265,33
"S01005413",841,504,50,0,0,250,37
"S01005414",963,676,62,1,0,177,47
"S01005415",770,541,49,0,0,140,40
"S01005416",964,651,47,0,0,203,63
"S01005417",767,448,50,0,1,233,35
"S01005418",801,532,27,0,8,178,56
"S01005419",712,527,33,0,0,129,23
"S01005420",836,651,30,0,1,122,32
"S01005421",941,466,54,0,0,366,55
"S01005422",927,546,82,0,3,257,39
"S01005423",978,663,52,0,0,231,32
"S01005424",828,477,54,0,0,258,39
"S01005425",903,384,53,0,1,385,80
"S01005426",760,366,45,0,0,297,52
"S01005427",782,480,47,0,0,214,41
"S01005428",953,461,82,0,5,355,50
"S01005429",698,392,47,0,0,220,39
"S01005430",639,430,32,0,0,145,32
"S01005431",747,380,58,0,4,278,27
"S01005432",790,438,69,1,0,242,40
"S01005433",858,461,64,0,2,289,42
"S01005434",655,320,62,0,0,235,38
"S01005435",812,497,71,1,0,218,25
"S01005436",897,417,84,2,0,335,59
"S01005437",909,480,80,0,0,321,28
"S01005438",857,485,43,0,0,284,45
"S01005439",647,338,31,2,2,250,24
"S01005440",943,592,33,0,0,239,79
"S01005441",892,467,60,0,2,324,39
"S01005442",878,516,62,0,2,235,63
"S01005443",917,540,41,0,0,287,49
"S01005444",908,569,51,2,0,224,62
"S01005445",928,663,50,0,0,183,32
"S01005446",783,526,15,0,1,205,36
"S01005447",835,458,47,0,2,280,48
"S01005448",952,504,85,0,1,322,40
"S01005449",856,528,39,0,0,229,60
"S01005450",908,590,35,0,0,235,48
"S01005451",999,577,62,1,0,308,51
"S01005452",912,527,82,0,1,270,32
"S01005453",905,597,21,1,3,215,68
"S01005454",780,408,45,0,0,257,70
"S01005455",896,486,88,1,0,262,59
"S01005456",864,453,66,1,0,269,75
"S01005457",945,503,67,0,0,335,40
"S01005458",828,412,60,0,0,320,36
"S01005459",845,482,43,0,0,246,74
"S01005460",791,526,16,0,0,210,39
"S01005461",762,499,34,0,1,190,38
"S01005462",967,679,32,2,0,225,29
"S01005463",548,302,30,0,1,187,28
"S01005464",579,436,15,0,0,112,16
"S01005465",565,327,33,0,0,171,34
"S01005466",864,489,55,0,0,271,49
"S01005467",516,347,22,0,0,131,16
"S01005468",913,561,39,0,0,274,39
"S01005469",835,492,47,0,0,251,45
"S01005470",688,420,30,0,1,206,31
"S01005471",771,399,62,0,0,272,38
"S01005472",817,478,30,1,0,264,44
"S01005473",728,482,34,0,0,176,36
"S01005474",860,626,42,4,10,160,18
"S01005475",792,459,39,0,1,233,60
"S01005476",910,469,47,1,0,334,59
"S01005477",898,611,35,0,0,218,34
"S01005478",836,537,43,0,0,233,23
"S01005479",558,380,12,0,0,146,20
"S01005480",778,509,34,0,10,196,29
"S01005481",646,454,26,0,0,141,25
"S01005482",609,378,17,0,0,182,32
"S01005483",713,443,30,0,1,190,49
"S01005484",557,399,17,0,1,116,24
"S01005485",796,498,52,0,0,201,45
"S01005486",856,563,36,0,0,197,60
"S01005487",624,420,17,0,0,160,27
"S01005488",891,511,61,1,0,285,33
"S01005489",927,585,41,1,0,249,51
"S01005490",600,419,20,0,4,137,20
"S01005491",935,613,48,0,1,223,50
"S01005492",948,491,40,0,0,376,41
"S01005493",683,305,23,0,0,316,39
"S01005494",683,350,29,0,0,264,40
"S01005495",658,369,25,0,1,218,45
"S01005496",983,492,20,0,0,409,62
"S01005497",590,269,14,0,0,280,27
"S01005498",869,380,6,1,0,424,58
"S01005499",738,325,17,1,14,342,39
"S01005500",781,385,40,0,0,291,65
"S01005501",801,437,13,0,0,313,38
"S01005502",859,448,32,1,1,342,35
"S01005503",594,344,15,0,12,184,39
"S01005504",610,319,15,0,0,232,44
"S01005505",655,318,17,0,1,267,52
"S01005506",879,401,21,1,5,377,74
"S01005507",533,239,8,0,7,245,34
"S01005508",765,352,20,0,2,318,73
"S01005509",508,271,14,0,3,186,34
"S01005510",610,277,16,0,0,274,43
"S01005511",577,260,13,0,0,276,28
"S01005512",660,364,12,0,1,234,49
"S01005513",722,401,14,0,1,264,42
"S01005514",570,300,10,0,1,228,31
"S01005515",590,376,4,0,5,153,52
"S01005516",520,358,11,0,0,121,30
"S01005517",920,441,50,0,0,384,45
"S01005518",974,517,45,0,1,337,74
"S01005519",681,336,10,0,0,286,49
"S01005520",957,528,14,0,0,371,44
"S01005521",806,457,27,0,1,265,56
"S01005522",628,450,18,0,0,125,35
"S01005523",879,544,49,0,0,223,63
"S01005524",754,501,44,0,0,168,41
"S01005525",753,438,68,0,4,188,55
"S01005526",718,369,81,0,0,198,70
"S01005527",525,277,59,0,0,142,47
"S01005528",498,330,59,0,0,86,23
"S01005529",861,534,91,0,0,196,40
"S01005530",660,394,105,0,0,115,46
"S01005531",576,329,67,0,2,140,38
"S01005532",877,506,103,0,0,175,93
"S01005533",785,504,85,0,0,160,36
"S01005534",658,410,86,1,0,139,22
"S01005535",845,562,43,0,0,183,57
"S01005536",925,637,45,0,0,218,25
"S01005537",726,451,48,4,0,183,40
"S01005538",885,593,25,0,0,231,36
"S01005539",908,607,42,0,0,203,56
"S01005540",799,481,65,0,0,205,48
"S01005541",663,371,84,0,0,172,36
"S01005542",732,465,74,0,0,150,43
"S01005543",797,433,63,1,5,250,45
"S01005544",728,453,72,1,0,169,33
"S01005545",851,513,70,0,5,199,64
"S01005546",683,455,53,4,0,142,29
"S01005547",697,422,41,0,0,195,39
"S01005548",1003,685,76,1,9,176,56
"S01005549",980,645,46,1,0,235,53
"S01005550",627,425,46,0,0,123,33
"S01005551",902,629,61,1,5,156,50
"S01005552",848,567,66,3,0,170,42
"S01005553",831,542,68,0,0,186,35
"S01005554",726,498,64,0,0,135,29
"S01005555",714,492,48,0,0,135,39
"S01005556",540,330,53,1,4,122,30
"S01005557",796,421,86,0,0,244,45
"S01005558",747,495,67,1,0,158,26
"S01005559",698,363,69,0,0,197,69
"S01005560",662,376,58,0,0,179,49
"S01005561",872,540,63,0,2,208,59
"S01005562",927,586,88,1,2,206,44
"S01005563",782,491,65,0,0,180,46
"S01005564",804,535,77,1,5,151,35
"S01005565",596,389,53,0,0,100,54
"S01005566",543,335,33,0,1,134,40
"S01005567",994,613,92,0,0,223,66
"S01005568",573,335,62,0,0,138,38
"S01005569",720,447,82,0,4,158,29
"S01005570",797,496,88,0,3,148,62
"S01005571",733,485,67,0,4,146,31
"S01005572",827,535,92,3,0,153,44
"S01005573",711,415,70,0,0,184,42
"S01005574",836,576,66,0,0,151,43
"S01005575",750,477,69,0,2,166,36
"S01005576",796,462,71,0,6,208,49
"S01005577",864,523,93,1,0,206,41
"S01005578",962,587,86,0,5,215,69
"S01005579",809,525,49,0,0,186,49
"S01005580",662,446,77,1,0,111,27
"S01005581",743,473,59,1,1,167,42
"S01005582",799,481,83,0,0,200,35
"S01005583",610,437,32,0,1,116,24
"S01005584",576,363,50,0,0,142,21
"S01005585",755,427,77,0,3,194,54
"S01005586",715,400,77,1,0,204,33
"S01005587",1037,653,113,0,0,209,62
"S01005588",697,359,148,1,0,153,36
"S01005589",814,370,103,0,0,272,69
"S01005590",790,418,99,1,0,205,67
"S01005591",914,495,138,0,0,233,48
"S01005592",502,232,59,0,0,153,58
"S01005593",893,450,151,0,0,231,61
"S01005594",827,422,114,0,0,193,98
"S01005595",838,430,99,0,0,221,88
"S01005596",539,280,53,0,0,158,48
"S01005597",972,470,165,0,0,262,75
"S01005598",940,464,97,0,5,288,86
