"dz_2001","total","employed","unemployed","student","retired","homemaker","sick","inactive_other"
"S01001437",683,415,17,68,148,14,14,7
"S01001438",401,215,3,45,110,18,4,6
"S01001439",539,357,7,56,91,12,12,4
"S01001440",686,450,21,61,115,17,16,6
"S01001441",554,317,13,53,147,9,12,3
"S01001442",510,323,16,44,107,8,7,5
"S01001443",699,466,23,56,123,9,16,6
"S01001444",734,486,28,81,85,14,22,18
"S01001445",518,361,6,49,70,14,17,1
"S01001446",630,361,18,74,158,4,10,5
"S01001447",948,608,26,89,156,38,16,15
"S01001448",557,329,17,59,117,8,15,12
"S01001449",441,264,15,46,84,20,5,7
"S01001450",558,338,16,60,126,9,8,1
"S01001451",497,325,9,35,98,19,8,3
"S01001452",607,383,13,56,125,16,7,7
"S01001453",635,406,12,74,123,8,7,5
"S01001454",701,444,17,60,141,17,11,11
"S01001455",541,354,19,59,82,12,12,3
"S01001456",418,219,8,28,140,13,6,4
"S01001457",675,411,11,71,156,14,9,3
"S01001458",682,399,14,61,163,10,23,12
"S01001459",648,375,19,40,174,31,3,6
"S01001460",494,296,14,54,100,14,10,6
"S01001461",582,353,11,53,132,18,11,4
"S01001462",570,340,17,46,115,29,11,12
"S01001463",352,208,6,37,81,5,11,4
"S01001464",659,427,12,62,129,15,14,0
"S01001465",515,329,5,56,104,15,6,0
"S01001466",540,320,10,55,120,21,7,7
"S01001467",644,435,15,68,99,7,11,9
"S01001468",488,298,11,54,101,11,10,3
"S01001469",595,352,11,68,123,28,7,6
"S01001470",659,401,16,83,121,32,4,2
"S01001471",529,325,17,62,87,20,10,8
"S01001472",582,345,19,59,123,19,12,5
"S01001473",528,321,9,51,104,17,19,7
"S01001474",587,373,27,41,92,20,26,8
"S01001475",419,241,7,34,120,12,2,3
"S01001476",720,458,18,82,117,29,10,6
"S01001477",703,439,20,75,128,21,14,6
"S01001478",475,290,8,36,116,15,5,5
"S01001479",431,263,16,30,85,20,10,7
"S01001480",367,243,11,26,68,8,7,4
"S01001481",606,388,10,66,110,20,11,1
"S01001482",522,299,42,55,58,22,38,8
"S01001483",748,463,12,83,142,32,7,9
"S01001484",602,415,11,45,104,15,7,5
"S01001485",468,289,12,55,88,5,16,3
"S01001486",494,290,6,58,107,21,8,4
"S01001487",496,265,36,51,83,25,29,7
"S01001488",638,417,11,38,127,19,15,11
"S01001489",495,362,15,46,45,15,6,6
"S01001490",748,447,55,59,110,21,42,14
"S01001491",619,407,12,53,113,20,10,4
"S01001492",674,379,54,46,109,21,49,16
"S01001493",695,407,18,82,157,19,9,3
"S01001494",684,418,36,39,91,25,61,14
"S01001495",437,241,7,44,115,20,5,5
"S01001496",637,413,5,61,127,21,3,7
"S01001497",596,337,39,48,84,26,53,9
"S01001498",527,325,6,59,112,13,9,3
"S01001499",812,554,27,69,111,21,17,13
"S01001500",381,212,33,20,44,31,36,5
"S01001501",596,351,9,47,154,22,7,6
"S01001502",643,403,15,61,130,11,15,8
"S01001503",636,426,23,65,87,12,19,4
"S01001504",681,423,33,32,119,16,44,14
"S01001505",716,446,18,52,175,13,8,4
"S01001506",470,313,21,26,65,12,30,3
"S01001507",695,453,12,82,103,28,7,10
"S01001508",696,436,11,78,137,19,11,4
"S01001509",610,330,52,56,94,23,49,6
"S01001510",450,239,14,31,102,23,32,9
"S01001511",425,223,10,42,121,15,10,4
"S01001512",613,313,54,44,65,40,73,24
"S01001513",634,312,59,52,65,42,79,25
"S01001514",620,396,21,50,96,11,41,5
"S01001515",489,288,12,54,110,15,5,5
"S01001516",509,303,29,51,71,12,36,7
"S01001517",549,296,31,34,102,16,59,11
"S01001518",752,458,29,61,102,42,47,13
"S01001519",686,444,10,68,132,17,9,6
"S01001520",528,322,33,41,75,16,27,14
"S01001521",698,409,22,53,169,24,16,5
"S01001522",755,419,45,51,148,22,52,18
"S01001523",578,409,14,73,48,19,4,11
"S01001524",686,397,33,45,126,29,50,6
"S01001525",621,391,30,39,99,16,40,6
"S01001526",485,300,16,42,88,14,19,6
"S01001527",656,401,28,75,82,28,34,8
"S01001528",744,496,14,87,102,21,15,9
"S01001529",485,288,13,34,111,15,18,6
"S01001530",530,353,25,40,53,24,31,4
"S01001531",861,574,38,63,98,21,59,8
"S01001532",397,248,7,32,78,21,7,4
"S01001533",640,422,6,46,138,18,6,4
"S01001534",515,316,14,49,113,12,7,4
"S01001535",654,393,20,70,125,20,22,4
"S01001536",600,368,42,41,76,24,42,7
"S01001537",376,196,23,33,79,20,18,7
"S01001538",568,340,14,50,118,24,15,7
"S01001539",667,436,20,70,101,12,18,10
"S01001540",600,420,12,83,49,25,3,8
"S01001541",635,363,23,47,168,10,16,8
"S01001542",537,331,26,51,91,23,12,3
"S01001543",564,367,23,58,80,16,18,2
"S01001544",704,415,38,60,125,30,25,11
"S01001545",602,439,20,56,54,16,11,6
"S01001546",713,363,56,52,113,48,70,11
"S01001547",663,371,52,54,84,28,54,20
"S01001548",778,588,23,53,76,15,15,8
"S01001549",756,506,20,41,132,19,30,8
"S01001550",612,425,16,39,85,22,18,7
"S01001551",665,415,20,41,128,32,17,12
"S01001552",647,410,34,36,103,21,33,10
"S01001553",674,441,12,33,126,36,18,8
"S01001554",715,498,11,32,127,22,21,4
"S01001555",544,324,31,32,74,24,40,19
"S01001556",627,405,38,31,101,20,25,7
"S01001557",714,500,13,52,105,19,16,9
"S01001558",597,391,17,33,105,18,28,5
"S01001559",298,167,9,14,77,8,19,4
"S01001560",1292,332,33,814,64,8,27,14
"S01001561",947,674,43,67,81,34,34,14
"S01001562",1861,1399,71,100,156,47,63,25
"S01001563",439,312,10,40,52,6,14,5
"S01001564",414,257,13,30,85,10,13,6
"S01001565",527,334,16,45,64,19,40,9
"S01001566",491,342,13,36,70,18,7,5
"S01001567",731,533,26,31,106,10,19,6
"S01001568",563,374,15,43,98,16,12,5
"S01001569",604,470,20,40,33,15,16,10
"S01001570",387,277,7,50,31,10,4,8
"S01001571",521,301,41,34,73,18,39,15
"S01001572",412,296,9,31,55,6,10,5
"S01001573",492,346,13,23,68,15,20,7
"S01001574",642,377,39,48,104,28,31,15
"S01001575",579,402,26,30,69,25,19,8
"S01001576",434,241,18,25,97,9,36,8
"S01001577",558,365,14,45,101,13,20,0
"S01001578",551,333,37,26,103,15,28,9
"S01001579",596,358,35,32,74,38,47,12
"S01001580",431,263,14,42,82,11,13,6
"S01001581",512,289,14,36,133,16,17,7
"S01001582",531,361,25,31,55,22,23,14
"S01001583",357,213,21,26,61,13,18,5
"S01001584",552,330,23,25,116,23,25,10
"S01001585",643,362,37,73,85,22,46,18
"S01001586",374,275,7,37,37,11,5,2
"S01001587",521,312,42,24,75,14,44,10
"S01001588",555,343,47,38,44,24,42,17
"S01001589",621,368,20,27,132,17,41,16
"S01001590",476,309,27,54,51,11,14,10
"S01001591",428,236,27,21,99,16,23,6
"S01001592",590,368,39,56,38,24,53,12
"S01001593",637,418,33,41,79,18,40,8
"S01001594",606,371,39,49,108,9,19,11
"S01001595",500,280,65,25,48,37,28,17
"S01001596",560,376,27,42,76,15,20,4
"S01001597",618,314,35,150,72,12,26,9
"S01001598",515,317,13,46,107,18,10,4
"S01001599",754,504,45,63,83,13,34,12
"S01001600",762,489,42,55,115,10,40,11
"S01001601",905,628,39,50,123,24,24,17
"S01001602",479,326,20,29,74,12,14,4
"S01001603",752,507,41,41,97,20,38,8
"S01001604",440,256,27,32,44,34,31,16
"S01001605",570,403,11,21,98,16,15,6
"S01001606",454,284,25,35,56,16,26,12
"S01001607",1961,1495,75,113,146,57,46,29
"S01001608",646,460,21,39,86,10,22,8
"S01001609",659,419,34,40,85,34,39,8
"S01001610",558,382,20,28,91,20,10,7
"S01001611",773,522,16,51,134,23,14,13
"S01001612",612,390,15,40,141,12,7,7
"S01001613",581,325,45,28,65,33,63,22
"S01001614",401,250,12,17,92,11,13,6
"S01001615",611,380,31,29,90,27,41,13
"S01001616",518,369,7,45,70,21,4,2
"S01001617",441,240,27,18,97,14,29,16
"S01001618",689,468,23,33,118,18,21,8
"S01001619",514,311,24,26,99,19,31,4
"S01001620",640,328,30,24,180,16,51,11
"S01001621",512,324,29,29,81,23,18,8
"S01001622",615,388,37,44,69,24,32,21
"S01001623",550,349,24,19,100,10,44,4
"S01001624",710,432,31,39,140,18,34,16
"S01001625",582,321,52,35,85,21,50,18
"S01001626",527,349,21,38,79,17,16,7
"S01001627",1026,717,48,43,120,27,52,19
"S01001628",434,270,26,27,54,19,30,8
"S01001629",425,261,14,34,82,10,18,6
"S01001630",424,233,50,22,56,15,30,18
"S01001631",1032,730,38,66,132,24,27,15
"S01001632",433,331,11,27,38,13,9,4
"S01001633",666,388,18,33,183,30,8,6
"S01001634",745,517,26,60,96,23,14,9
"S01001635",553,368,25,34,84,15,20,7
"S01001636",396,283,13,38,46,10,3,3
"S01001637",544,379,24,23,95,12,7,4
"S01001638",665,422,36,40,104,24,28,11
"S01001639",506,283,27,10,109,11,51,15
"S01001640",501,291,13,28,150,11,4,4
"S01001641",1088,763,31,57,158,43,26,10
"S01001642",645,371,26,27,159,10,38,14
"S01001643",522,322,18,27,121,11,13,10
"S01001644",1212,828,60,71,139,55,40,19
"S01001645",702,446,34,40,107,30,32,13
"S01001646",467,322,12,27,73,15,14,4
"S01001647",451,273,17,14,124,9,7,7
"S01001648",537,345,18,38,90,18,21,7
"S01001649",552,310,38,24,107,17,40,16
"S01001650",567,361,33,44,77,25,22,5
"S01001651",630,395,25,34,130,15,25,6
"S01001652",569,362,13,29,125,29,7,4
"S01001653",495,337,22,14,71,18,21,12
"S01001654",647,453,8,38,93,31,14,10
"S01001655",410,235,14,22,97,15,16,11
"S01001656",932,619,28,42,176,33,24,10
"S01001657",371,261,12,20,51,19,2,6
"S01001658",737,462,15,56,141,37,21,5
"S01001659",453,269,9,21,122,24,3,5
"S01001660",473,270,8,24,151,15,4,1
"S01001661",606,401,16,28,107,32,10,12
"S01001662",516,293,34,28,106,19,23,13
"S01001663",593,355,15,44,128,29,10,12
"S01001664",402,270,11,22,62,17,8,12
"S01001665",507,274,10,32,156,18,7,10
"S01001666",392,248,10,25,74,19,14,2
"S01001667",516,290,18,33,140,24,9,2
"S01001668",595,359,13,32,150,29,4,8
"S01001669",507,309,33,35,79,11,28,12
"S01001670",446,293,11,31,85,14,9,3
"S01001671",389,256,11,43,58,7,8,6
"S01001672",405,241,18,32,75,11,21,7
"S01001673",483,330,14,43,56,21,13,6
"S01001674",493,290,23,34,111,15,18,2
"S01001675",502,326,9,47,94,12,11,3
"S01001676",833,532,21,80,124,53,17,6
"S01001677",637,384,12,67,127,28,11,8
"S01001678",666,443,23,60,88,19,28,5
"S01001679",603,363,7,78,100,39,8,8
"S01001680",416,228,8,36,119,8,7,10
"S01001681",463,274,7,48,96,25,5,8
"S01001682",490,350,13,59,43,9,11,5
"S01001683",520,291,19,48,117,25,7,13
"S01001684",387,229,12,28,95,12,9,2
"S01001685",511,283,20,52,90,24,35,7
"S01001686",626,398,19,66,101,27,9,6
"S01001687",636,375,28,64,132,27,9,1
"S01001688",672,474,19,60,66,25,20,8
"S01001689",510,277,19,51,122,20,16,5
"S01001690",620,448,19,52,61,17,15,8
"S01001691",611,361,17,76,129,14,10,4
"S01001692",455,280,19,35,64,22,32,3
"S01001693",576,426,15,71,25,26,8,5
"S01001694",492,326,13,40,87,11,14,1
"S01001695",564,341,19,67,97,22,9,9
"S01001696",552,341,11,62,100,19,12,7
"S01001697",656,385,19,74,115,28,26,9
"S01001698",383,237,17,34,63,12,17,3
"S01001699",481,345,15,58,36,21,5,1
"S01001700",682,423,18,76,115,32,12,6
"S01001701",578,343,23,65,93,25,22,7
"S01001702",651,363,16,58,176,18,14,6
"S01001703",622,441,14,69,53,26,8,11
"S01001704",674,370,16,80,142,37,8,21
"S01001705",486,357,18,44,39,18,8,2
"S01001706",570,370,14,69,96,14,4,3
"S01001707",549,315,27,71,85,10,31,10
"S01001708",650,393,9,76,121,32,11,8
"S01001709",453,324,11,46,45,10,12,5
"S01001710",499,316,16,64,68,17,16,2
"S01001711",583,364,17,67,98,20,8,9
"S01001712",360,235,7,23,64,12,12,7
"S01001713",660,427,29,76,72,30,16,10
"S01001714",503,329,8,53,91,16,5,1
"S01001715",657,435,18,68,89,22,15,10
"S01001716",644,343,35,64,110,21,60,11
"S01001717",567,359,9,69,106,11,5,8
"S01001718",380,249,16,32,54,15,12,2
"S01001719",579,387,17,64,83,10,12,6
"S01001720",479,343,15,48,36,23,5,9
"S01001721",511,311,15,47,95,20,12,11
"S01001722",528,363,19,51,56,20,11,8
"S01001723",631,388,15,60,112,46,5,5
"S01001724",551,267,44,40,88,33,67,12
"S01001725",545,319,29,49,70,30,34,14
"S01001726",484,316,14,55,67,16,9,7
"S01001727",680,442,11,76,107,21,9,14
"S01001728",465,335,11,53,53,8,5,0
"S01001729",714,472,12,74,105,19,27,5
"S01001730",452,285,7,46,90,13,10,1
"S01001731",475,295,14,45,96,11,10,4
"S01001732",429,283,9,36,71,10,14,6
"S01001733",616,421,17,51,80,16,24,7
"S01001734",375,206,12,40,94,14,6,3
"S01001735",342,234,11,29,48,13,3,4
"S01001736",774,466,5,84,155,43,10,11
"S01001737",441,314,10,39,55,12,9,2
"S01001738",431,254,12,55,91,11,8,0
"S01001739",475,353,10,44,35,16,13,4
"S01001740",567,363,16,53,83,19,29,4
"S01001741",469,269,27,46,57,23,37,10
"S01001742",530,294,52,43,45,38,50,8
"S01001743",710,385,54,52,87,31,72,29
"S01001744",420,286,13,47,50,8,11,5
"S01001745",609,391,15,66,103,17,15,2
"S01001746",617,385,13,59,116,25,12,7
"S01001747",623,364,40,47,99,23,35,15
"S01001748",457,296,10,44,89,8,6,4
"S01001749",529,297,18,38,102,19,42,13
"S01001750",495,256,12,26,142,12,37,10
"S01001751",700,423,29,43,108,37,44,16
"S01001752",713,439,25,76,140,22,7,4
"S01001753",576,287,47,48,70,38,68,18
"S01001754",545,363,14,62,71,23,6,6
"S01001755",772,460,24,103,108,26,47,4
"S01001756",372,197,4,33,114,14,8,2
"S01001757",572,343,28,53,97,16,33,2
"S01001758",492,289,16,49,104,28,4,2
"S01001759",523,290,39,35,58,21,63,17
"S01001760",593,372,32,52,77,15,33,12
"S01001761",522,261,41,51,83,23,56,7
"S01001762",599,343,15,61,113,31,26,10
"S01001763",566,388,9,63,75,21,8,2
"S01001764",395,275,5,48,43,16,2,6
"S01001765",693,422,32,63,107,15,48,6
"S01001766",471,284,15,62,66,22,17,5
"S01001767",408,253,8,37,82,13,8,7
"S01001768",455,292,14,45,74,3,24,3
"S01001769",421,244,16,34,103,9,11,4
"S01001770",454,254,35,43,28,28,55,11
"S01001771",621,412,28,57,74,23,19,8
"S01001772",355,203,7,29,62,9,40,5
"S01001773",724,407,56,66,85,27,59,24
"S01001774",467,314,20,54,45,16,12,6
"S01001775",534,328,11,56,105,15,11,8
"S01001776",465,279,26,36,75,8,30,11
"S01001777",663,444,12,81,80,19,23,4
"S01001778",675,327,52,32,152,28,65,19
"S01001779",368,210,6,28,90,19,11,4
"S01001780",603,361,29,42,87,24,46,14
"S01001781",476,293,15,56,72,24,10,6
"S01001782",672,423,18,65,122,18,18,8
"S01001783",410,181,41,31,23,39,71,24
"S01001784",399,226,18,35,74,22,14,10
"S01001785",510,329,15,50,87,10,12,7
"S01001786",420,303,15,30,50,5,15,2
"S01001787",448,268,12,38,112,8,6,4
"S01001788",619,401,18,50,126,7,16,1
"S01001789",551,339,32,45,45,25,47,18
"S01001790",536,362,7,31,116,12,7,1
"S01001791",548,336,7,47,125,17,6,10
"S01001792",510,337,10,41,86,17,14,5
"S01001793",630,419,24,48,85,26,17,11
"S01001794",631,404,10,48,122,20,18,9
"S01001795",335,240,3,28,33,14,14,3
"S01001796",583,315,4,56,173,20,4,11
"S01001797",457,290,11,39,82,7,20,8
"S01001798",621,378,19,46,156,12,4,6
"S01001799",738,370,77,60,78,64,71,18
"S01001800",728,509,24,73,86,24,3,9
"S01001801",721,450,21,65,132,32,15,6
"S01001802",641,480,27,42,45,21,18,8
"S01001803",786,566,33,51,80,36,11,9
"S01001804",736,487,29,46,109,21,31,13
"S01001805",530,340,10,45,99,13,18,5
"S01001806",469,286,21,45,93,12,8,4
"S01001807",601,373,9,49,126,22,17,5
"S01001808",411,243,14,30,80,9,25,10
"S01001809",755,372,66,67,97,49,79,25
"S01001810",676,416,22,61,133,21,14,9
"S01001811",508,303,8,39,135,12,5,6
"S01001812",626,399,9,62,116,26,6,8
"S01001813",543,350,14,59,92,15,5,8
"S01001814",549,362,22,62,62,21,13,7
"S01001815",602,364,15,50,135,8,21,9
"S01001816",783,514,12,61,139,41,7,9
"S01001817",492,288,30,32,71,29,27,15
"S01001818",518,318,8,49,126,11,2,4
"S01001819",688,427,12,53,155,30,7,4
"S01001820",522,273,36,44,63,41,43,22
"S01001821",360,250,11,17,16,51,11,4
"S01001822",771,520,13,52,139,13,15,19
"S01001823",584,293,45,40,79,54,58,15
"S01001824",518,302,23,34,115,11,26,7
"S01001825",630,410,12,50,114,25,11,8
"S01001826",430,204,35,26,75,24,53,13
"S01001827",612,350,35,51,78,37,35,26
"S01001828",542,387,15,59,54,15,8,4
"S01001829",506,335,15,42,89,10,15,0
"S01001830",670,453,18,62,109,20,3,5
"S01001831",532,350,25,43,59,19,26,10
"S01001832",495,277,30,41,73,19,38,17
"S01001833",852,597,18,47,143,29,11,7
"S01001834",467,262,20,24,106,12,37,6
"S01001835",479,319,18,43,60,22,11,6
"S01001836",619,389,16,56,122,22,9,5
"S01001837",658,446,16,50,109,23,6,8
"S01001838",472,283,29,45,56,23,23,13
"S01001839",618,344,32,44,84,43,56,15
"S01001840",497,284,13,40,132,13,10,5
"S01001841",505,338,30,32,57,26,12,10
"S01001842",576,409,14,59,64,16,8,6
"S01001843",516,304,31,29,58,33,45,16
"S01001844",2209,446,22,1555,150,14,15,7
"S01001845",555,396,8,55,63,23,5,5
"S01001846",618,422,9,55,106,16,5,5
"S01001847",653,348,43,52,99,37,54,20
"S01001848",547,323,31,28,89,25,41,10
"S01001849",422,244,12,39,98,16,5,8
"S01001850",545,379,14,54,50,22,11,15
"S01001851",606,413,15,51,71,27,21,8
"S01001852",606,351,6,50,167,12,8,12
"S01001853",510,329,4,36,116,16,4,5
"S01001854",623,360,16,43,136,41,18,9
"S01001855",594,381,17,54,90,33,8,11
"S01001856",548,274,44,50,84,34,54,8
"S01001857",492,272,21,36,109,21,29,4
"S01001858",575,362,22,41,112,16,14,8
"S01001859",774,438,44,42,120,47,60,23
"S01001860",726,389,6,188,108,24,8,3
"S01001861",599,344,37,73,44,33,50,18
"S01001862",630,405,18,46,129,12,11,9
"S01001863",645,432,9,34,145,15,8,2
"S01001864",957,503,86,100,66,81,82,39
"S01001865",497,215,74,58,27,33,62,28
"S01001866",503,331,11,22,111,19,3,6
"S01001867",541,310,28,42,76,28,39,18
"S01001868",506,280,4,39,128,15,33,7
"S01001869",648,419,12,73,113,16,10,5
"S01001870",665,344,58,52,60,64,53,34
"S01001871",1242,811,38,87,195,59,36,16
"S01001872",629,352,26,51,108,33,43,16
"S01001873",527,342,9,51,97,18,4,6
"S01001874",807,465,55,111,32,50,48,46
"S01001875",640,411,6,50,134,24,8,7
"S01001876",749,434,40,70,86,39,62,18
"S01001877",674,335,64,81,38,58,81,17
"S01001878",751,464,17,59,172,26,7,6
"S01001879",492,220,76,45,21,41,60,29
"S01001880",590,288,75,49,51,42,72,13
"S01001881",578,353,15,53,129,10,11,7
"S01001882",593,403,22,41,66,27,22,12
"S01001883",398,240,9,39,86,19,1,4
"S01001884",672,377,36,62,108,33,42,14
"S01001885",821,508,19,73,173,29,9,10
"S01001886",457,187,49,25,76,22,78,20
"S01001887",613,391,32,42,83,32,20,13
"S01001888",626,392,8,60,121,35,3,7
"S01001889",417,265,13,50,63,10,10,6
"S01001890",747,451,46,62,84,51,35,18
"S01001891",519,289,20,77,69,26,27,11
"S01001892",747,339,104,58,70,60,67,49
"S01001893",770,338,70,117,95,57,66,27
"S01001894",552,244,77,49,39,63,55,25
"S01001895",607,335,31,88,70,39,23,21
"S01001896",564,375,12,51,87,28,11,0
"S01001897",686,346,72,65,55,56,58,34
"S01001898",477,236,34,32,91,25,53,6
"S01001899",602,365,34,37,109,30,19,8
"S01001900",556,349,26,38,107,10,18,8
"S01001901",588,387,9,54,104,17,11,6
"S01001902",684,464,11,92,69,29,8,11
"S01001903",433,251,21,46,62,19,25,9
"S01001904",463,262,17,56,72,12,34,10
"S01001905",672,438,14,100,82,29,4,5
"S01001906",505,254,32,34,54,41,63,27
"S01001907",582,314,33,51,88,25,54,17
"S01001908",718,336,22,203,108,19,7,23
"S01001909",538,267,57,41,51,43,59,20
"S01001910",564,337,33,70,76,23,12,13
"S01001911",522,382,12,45,53,20,6,4
"S01001912",559,377,24,48,75,15,9,11
"S01001913",753,467,29,90,108,36,19,4
"S01001914",417,254,9,37,83,24,3,7
"S01001915",671,431,11,83,118,15,7,6
"S01001916",681,414,12,182,48,11,5,9
"S01001917",475,320,8,49,57,27,5,9
"S01001918",775,496,27,154,52,17,13,16
"S01001919",637,407,32,43,100,34,9,12
"S01001920",534,291,14,110,58,30,22,9
"S01001921",446,245,20,40,92,16,25,8
"S01001922",621,433,21,49,87,17,7,7
"S01001923",455,277,15,75,50,21,8,9
"S01001924",539,321,13,102,74,15,5,9
"S01001925",544,343,10,52,95,24,11,9
"S01001926",454,246,18,63,57,34,19,17
"S01001927",609,375,12,68,118,19,8,9
"S01001928",780,432,22,93,72,6,112,43
"S01001929",730,497,13,61,129,14,8,8
"S01001930",695,465,16,131,54,10,14,5
"S01001931",549,267,50,57,72,35,52,16
"S01001932",1351,452,35,85,146,50,86,497
"S01001933",627,419,12,53,116,15,7,5
"S01001934",1253,845,32,167,119,25,43,22
"S01001935",679,279,77,53,75,59,106,30
"S01001936",766,454,13,121,140,19,12,7
"S01001937",656,369,21,67,147,15,26,11
"S01001938",491,294,7,108,50,14,12,6
"S01001939",460,238,12,159,32,11,6,2
"S01001940",627,355,12,142,68,20,20,10
"S01001941",808,457,15,168,122,29,13,4
"S01001942",438,267,12,87,43,12,14,3
"S01001943",508,274,34,64,50,36,36,14
"S01001944",486,259,6,30,156,18,9,8
"S01001945",514,302,4,68,110,14,7,9
"S01001946",607,334,51,62,47,55,46,12
"S01001947",642,341,14,97,157,19,4,10
"S01001948",588,254,48,51,45,86,66,38
"S01001949",520,292,32,61,62,23,36,14
"S01001950",734,507,31,82,66,10,21,17
"S01001951",661,315,26,77,147,23,58,15
"S01001952",573,361,11,100,77,19,2,3
"S01001953",683,364,13,199,74,16,7,10
"S01001954",336,208,17,29,53,8,15,6
"S01001955",861,477,45,116,99,45,63,16
"S01001956",525,274,32,36,54,45,70,14
"S01001957",360,192,15,34,35,28,44,12
"S01001958",674,305,42,146,91,28,48,14
"S01001959",424,268,21,27,65,14,21,8
"S01001960",754,397,17,231,73,18,5,13
"S01001961",916,651,22,130,74,16,6,17
"S01001962",698,444,37,49,88,38,26,16
"S01001963",777,444,33,195,59,11,13,22
"S01001964",625,501,19,25,50,22,7,1
"S01001965",570,307,42,42,88,22,56,13
"S01001966",1217,613,91,180,92,86,94,61
"S01001967",522,402,18,35,24,28,12,3
"S01001968",591,386,9,73,93,16,8,6
"S01001969",494,281,31,65,78,11,23,5
"S01001970",428,257,13,31,106,14,3,4
"S01001971",584,320,36,49,80,23,55,21
"S01001972",571,419,18,76,43,9,2,4
"S01001973",525,375,22,36,63,11,10,8
"S01001974",681,398,13,179,59,22,4,6
"S01001975",570,289,6,164,87,20,1,3
"S01001976",706,277,20,306,68,13,16,6
"S01001977",568,306,31,56,81,24,58,12
"S01001978",968,477,89,97,90,85,92,38
"S01001979",527,311,8,101,69,22,7,9
"S01001980",728,536,17,132,25,6,8,4
"S01001981",798,376,11,294,66,30,7,14
"S01001982",296,151,35,24,17,18,38,13
"S01001983",609,327,17,207,39,12,3,4
"S01001984",806,536,30,116,23,26,60,15
"S01001985",567,376,19,58,76,23,7,8
"S01001986",597,396,16,161,6,6,7,5
"S01001987",735,206,8,481,26,6,4,4
"S01001988",570,386,23,36,69,26,18,12
"S01001989",638,410,17,53,120,21,11,6
"S01001990",800,300,15,378,78,16,6,7
"S01001991",592,411,16,57,50,38,13,7
"S01001992",597,307,17,152,65,39,10,7
"S01001993",571,304,12,153,67,23,5,7
"S01001994",780,470,22,224,34,7,10,13
"S01001995",540,418,25,31,37,19,6,4
"S01001996",765,376,16,322,22,8,9,12
"S01001997",608,348,26,103,77,13,32,9
"S01001998",551,388,19,62,35,25,12,10
"S01001999",669,199,7,428,18,8,2,7
"S01002000",581,368,22,39,85,22,33,12
"S01002001",738,515,40,110,31,9,23,10
"S01002002",671,211,11,414,20,8,1,6
"S01002003",660,453,22,60,64,19,32,10
"S01002004",707,450,21,150,50,13,13,10
"S01002005",599,350,20,24,97,33,60,15
"S01002006",661,450,28,40,65,47,19,12
"S01002007",910,611,51,179,21,12,17,19
"S01002008",806,476,23,229,52,14,2,10
"S01002009",744,320,13,326,52,16,8,9
"S01002010",474,196,6,240,16,8,3,5
"S01002011",831,617,18,87,66,23,16,4
"S01002012",690,381,14,237,34,12,2,10
"S01002013",627,311,13,227,39,13,15,9
"S01002014",739,271,3,395,31,17,11,11
"S01002015",611,405,17,41,128,12,3,5
"S01002016",537,373,13,116,17,8,5,5
"S01002017",775,302,65,50,158,47,107,46
"S01002018",534,374,19,32,88,7,7,7
"S01002019",756,268,18,432,18,10,5,5
"S01002020",542,118,16,393,1,2,6,6
"S01002021",739,446,34,43,110,28,57,21
"S01002022",734,541,25,41,70,26,23,8
"S01002023",687,405,13,230,21,9,4,5
"S01002024",590,400,14,112,26,19,10,9
"S01002025",792,540,36,132,34,7,32,11
"S01002026",459,285,9,21,116,13,11,4
"S01002027",1119,338,16,713,23,13,6,10
"S01002028",2442,240,14,2116,37,9,12,14
"S01002029",699,218,18,425,23,8,3,4
"S01002030",693,455,15,146,32,4,25,16
"S01002031",558,348,32,77,36,24,28,13
"S01002032",644,363,16,207,26,11,13,8
"S01002033",709,454,43,113,27,8,51,13
"S01002034",713,305,13,329,31,6,20,9
"S01002035",556,369,13,49,97,20,2,6
"S01002036",841,528,41,175,35,18,24,20
"S01002037",624,209,14,339,42,4,13,3
"S01002038",456,219,12,185,26,9,0,5
"S01002039",477,286,17,47,77,28,16,6
"S01002040",548,349,15,122,31,7,9,15
"S01002041",765,503,26,169,28,12,13,14
"S01002042",622,380,16,42,138,16,19,11
"S01002043",539,366,19,28,88,22,9,7
"S01002044",438,238,44,28,36,35,42,15
"S01002045",725,453,24,55,144,25,12,12
"S01002046",538,345,33,90,22,4,30,14
"S01002047",649,318,13,210,80,5,14,9
"S01002048",822,170,15,600,19,11,1,6
"S01002049",1041,402,36,516,36,12,26,13
"S01002050",505,301,15,54,95,15,14,11
"S01002051",548,301,24,38,108,25,41,11
"S01002052",805,470,35,201,25,24,38,12
"S01002053",925,302,16,561,31,4,8,3
"S01002054",586,233,16,270,35,9,13,10
"S01002055",721,467,10,107,99,15,13,10
"S01002056",639,400,21,42,116,22,30,8
"S01002057",685,481,12,40,122,11,12,7
"S01002058",998,425,42,440,24,3,46,18
"S01002059",614,338,37,152,22,16,41,8
"S01002060",717,181,20,480,15,2,11,8
"S01002061",653,367,22,206,20,7,25,6
"S01002062",417,220,39,19,63,30,32,14
"S01002063",1099,493,43,445,37,30,32,19
"S01002064",1014,615,45,243,15,34,47,15
"S01002065",893,276,28,508,49,11,14,7
"S01002066",967,339,27,490,36,28,36,11
"S01002067",605,378,15,45,112,30,18,7
"S01002068",871,520,40,208,27,16,39,21
"S01002069",445,317,10,38,52,14,11,3
