dz_2001,total,owned,social,rented,rentfree
S01000104,901,761,10,129,1
S01000105,870,734,13,111,12
S01000106,724,573,6,134,11
S01000107,1268,274,254,733,7
S01000108,706,264,193,236,13
S01000109,1017,299,272,433,13
S01000110,826,592,175,46,13
S01000111,783,514,14,244,11
S01000112,980,377,322,274,7
S01000113,607,427,18,159,3
S01000114,763,384,267,110,2
S01000115,838,433,335,65,5
S01000116,923,432,24,456,11
S01000117,985,780,50,146,9
S01000118,692,484,148,53,7
S01000119,835,287,225,316,7
S01000120,566,325,43,193,5
S01000121,703,509,136,54,4
S01000122,701,316,332,51,2
S01000123,669,545,35,75,14
S01000124,850,339,162,343,6
S01000125,648,156,303,183,6
S01000126,945,247,317,362,19
S01000127,766,658,20,87,1
S01000128,1078,272,256,528,22
S01000129,550,118,118,305,9
S01000130,1557,538,229,762,28
S01000131,622,443,7,164,8
S01000132,748,418,28,282,20
S01000133,878,412,410,52,4
S01000134,728,317,384,23,4
S01000135,687,124,464,94,5
S01000136,675,345,294,35,1
S01000137,954,333,197,413,11
S01000138,830,294,125,379,32
S01000139,790,488,261,35,6
S01000140,853,565,266,15,7
S01000141,824,597,42,169,16
S01000142,685,288,361,33,3
S01000143,618,552,17,48,1
S01000144,730,256,35,424,15
S01000145,815,434,339,37,5
S01000146,1537,436,380,699,22
S01000147,1000,354,176,452,18
S01000148,605,218,368,16,3
S01000149,1180,343,249,568,20
S01000150,619,333,255,25,6
S01000151,865,260,565,34,6
S01000152,1188,665,103,395,25
S01000153,963,286,217,422,38
S01000154,524,367,138,14,5
S01000155,739,409,297,27,6
S01000156,1019,192,414,397,16
S01000157,691,204,374,110,3
S01000158,926,464,365,81,16
S01000159,910,792,7,96,15
S01000160,761,528,202,29,2
S01000161,915,446,46,409,14
S01000162,830,445,234,144,7
S01000163,1049,588,423,24,14
S01000164,530,223,129,164,14
S01000165,904,333,398,152,21
S01000166,1146,372,71,674,29
S01000167,682,420,220,40,2
S01000168,974,535,408,29,2
S01000169,712,484,173,52,3
S01000170,1125,466,81,559,19
S01000171,1079,955,44,80,0
S01000172,471,325,53,86,7
S01000173,849,372,345,125,7
S01000174,900,813,18,66,3
S01000175,536,203,145,183,5
S01000176,582,232,64,278,8
S01000177,559,344,43,169,3
S01000178,774,454,279,40,1
S01000179,877,94,727,48,8
S01000180,645,392,212,34,7
S01000181,606,294,295,12,5
S01000182,916,518,351,44,3
S01000183,1127,229,525,365,8
S01000184,737,536,62,136,3
S01000185,878,141,607,117,13
S01000186,948,600,256,78,14
S01000187,627,323,266,28,10
S01000188,730,175,296,251,8
S01000189,623,220,377,26,0
S01000190,835,464,343,16,12
S01000191,1223,833,97,273,20
S01000192,752,172,414,161,5
S01000193,717,348,336,30,3
S01000194,872,189,519,164,0
S01000195,723,218,397,108,0
S01000196,1005,209,755,38,3
S01000197,587,335,204,47,1
S01000198,831,236,549,46,0
S01000199,853,133,645,72,3
S01000200,833,424,256,136,17
S01000201,622,323,214,82,3
S01000202,1001,490,246,254,11
S01000203,712,51,630,31,0
S01000204,577,313,255,9,0
S01000205,830,230,402,168,30
S01000206,704,479,209,16,0
S01000207,928,106,766,49,7
S01000208,956,152,763,41,0
S01000209,1391,186,1134,71,0
S01000210,684,170,391,116,7
S01000211,747,149,468,128,2
S01000212,754,379,352,19,4
S01000213,740,275,362,98,5
S01000214,460,306,130,22,2
S01000215,1035,810,73,140,12
S01000216,654,487,79,84,4
S01000217,810,191,576,43,0
S01000218,666,447,178,29,12
S01000219,851,137,686,28,0
S01000220,692,238,309,134,11
S01000221,734,328,312,88,6
S01000222,737,502,198,26,11
S01000223,607,470,13,117,7
S01000224,806,508,256,30,12
S01000225,576,454,87,25,10
S01000226,599,498,1,93,7
S01000227,1253,1047,27,169,10
S01000228,827,488,165,159,15
S01000229,822,453,304,55,10
S01000230,618,431,140,40,7
S01000231,694,654,1,38,1
S01000232,615,386,191,32,6
S01000233,496,270,189,33,4
S01000234,697,651,6,27,13
S01000235,737,667,7,56,7
S01000236,672,555,97,15,5
S01000237,816,717,23,61,15
S01000238,493,445,1,46,1
S01000239,691,625,22,37,7
S01000240,634,570,45,18,1
S01000241,599,589,3,7,0
S01000242,744,597,52,89,6
S01000243,649,620,8,17,4
S01000244,1139,853,210,67,9
S01000245,959,837,82,37,3
S01000246,689,586,65,30,8
S01000247,655,630,5,18,2
S01000248,741,697,7,37,0
S01000249,650,537,49,54,10
S01000250,770,709,15,46,0
S01000251,465,429,3,12,21
S01000252,790,713,5,72,0
S01000253,651,626,7,13,5
S01000254,832,751,31,47,3
S01000255,586,544,3,36,3
S01000256,805,597,101,92,15
S01000257,906,727,92,73,14
S01000258,608,575,12,13,8
S01000259,611,563,9,39,0
S01000260,865,781,5,74,5
S01000261,892,801,31,38,22
S01000262,913,775,79,45,14
S01000263,746,649,7,84,6
S01000264,909,667,181,55,6
S01000265,712,499,178,35,0
S01000266,1240,872,199,146,23
S01000267,641,496,114,28,3
S01000268,813,502,236,68,7
S01000269,626,554,18,46,8
S01000270,1031,797,45,142,47
S01000271,877,622,167,55,33
S01000272,1122,804,141,165,12
S01000273,620,478,13,94,35
S01000274,678,482,151,38,7
S01000275,1435,1005,299,119,12
S01000276,782,730,14,36,2
S01000277,703,579,92,22,10
S01000278,577,338,217,16,6
S01000279,875,706,5,140,24
S01000280,761,529,122,62,48
S01000281,675,359,74,193,49
S01000282,735,536,100,71,28
S01000283,1090,805,121,136,28
S01000284,1264,1084,27,124,29
S01000285,719,604,44,29,42
S01000286,914,613,148,136,17
S01000287,676,577,13,79,7
S01000288,807,691,74,38,4
S01000289,884,550,263,59,12
S01000290,813,414,359,32,8
S01000291,884,728,94,58,4
S01000292,1003,822,87,92,2
S01000293,841,480,167,184,10
S01000294,648,566,56,26,0
S01000295,538,495,4,31,8
S01000296,952,782,71,97,2
S01000297,729,546,162,17,4
S01000298,1131,948,108,67,8
S01000299,972,805,10,121,36
S01000300,759,594,11,136,18
S01000301,506,286,58,73,89
S01000302,625,395,10,167,53
S01000303,566,266,8,204,88
S01000304,829,798,8,21,2
S01000305,1040,841,135,50,14
S01000306,790,612,24,136,18
S01000307,922,856,34,32,0
S01000308,1217,1035,25,136,21
S01000309,1188,774,83,244,87
S01000310,942,889,8,32,13
S01000311,902,693,26,173,10
S01000312,512,364,27,109,12
S01000313,681,515,112,47,7
S01000314,551,485,43,22,1
S01000315,659,572,30,51,6
S01000316,889,552,232,93,12
S01000317,542,301,177,61,3
S01000318,549,489,11,41,8
S01000319,659,643,0,13,3
S01000320,671,625,6,39,1
S01000321,595,535,12,42,6
S01000322,992,923,0,64,5
S01000323,879,606,206,62,5
S01000324,835,797,9,28,1
S01000325,1291,1042,101,145,3
S01000326,805,585,191,22,7
S01000327,809,771,13,18,7
S01000328,534,434,73,20,7
S01000329,836,691,114,25,6
S01000330,1317,892,168,211,46
S01000331,560,417,112,25,6
S01000332,733,577,67,76,13
S01000333,938,729,6,189,14
S01000334,875,613,199,55,8
S01000335,792,609,142,35,6
S01000336,1380,1044,149,182,5
S01000337,836,598,25,192,21
S01000338,490,294,33,152,11
S01000339,1194,966,142,78,8
S01000340,1058,675,38,318,27
S01000341,960,577,49,280,54
S01000342,474,290,131,43,10
S01000343,566,383,16,144,23
S01000344,992,784,102,85,21
S01000345,626,570,36,18,2
S01000346,643,562,46,32,3
S01000347,1544,1236,118,182,8
S01000348,730,654,12,59,5
S01000349,537,429,61,41,6
S01000350,1082,995,26,58,3
S01000351,939,840,16,80,3
S01000352,699,658,8,28,5
S01000353,508,478,7,19,4
S01000354,1576,1217,151,199,9
S01000355,615,584,7,19,5
S01000356,642,553,5,77,7
S01000357,580,558,3,17,2
S01000358,889,861,4,23,1
S01000359,836,776,6,49,5
S01000360,529,255,32,167,75
S01000361,678,439,3,166,70
S01000362,971,802,46,105,18
S01000363,1178,971,30,132,45
S01000364,928,704,18,167,39
S01000365,2070,1743,139,179,9
S01000366,2123,1825,143,125,30
S01000367,845,696,39,93,17
S01000368,1286,1008,132,130,16
S01000369,938,816,55,51,16
S01000370,1511,1332,79,94,6
S01000371,916,692,151,64,9
S01000372,913,686,179,43,5
S01000373,665,592,51,18,4
S01000374,647,562,47,33,5
S01000375,612,344,255,13,0
S01000376,826,452,344,30,0
S01000377,852,713,16,111,12
S01000378,543,336,189,18,0
S01000379,655,606,12,36,1
S01000380,957,874,37,40,6
S01000381,1604,1444,65,82,13
S01000382,733,514,48,139,32
S01000383,1166,944,143,78,1
S01000384,704,451,76,162,15
S01000385,622,420,151,51,0
S01000386,1260,897,233,122,8
S01000387,871,722,80,62,7
S01000388,1053,916,22,92,23
S01000389,861,725,90,45,1
S01000390,778,469,263,42,4
S01000391,694,448,122,117,7
S01000392,800,721,15,63,1
S01000393,878,692,137,47,2
S01000394,693,411,222,55,5
S01000395,800,679,49,61,11
S01000396,843,430,359,30,24
S01000397,934,734,164,35,1
S01000398,2408,2070,115,169,54
S01000399,594,349,84,155,6
S01000400,803,491,175,127,10
S01000401,904,735,32,124,13
S01000402,751,578,127,43,3
S01000403,768,589,97,72,10
S01000404,708,628,41,36,3
S01000405,522,449,12,51,10
S01000406,534,322,137,70,5
S01000407,595,348,207,38,2
S01000408,609,559,14,34,2
S01000409,579,529,10,36,4
S01000410,743,577,14,114,38
S01000411,702,566,24,93,19
S01000412,798,608,80,88,22
S01000413,865,737,76,46,6
S01000414,694,589,64,37,4
S01000415,927,707,180,33,7
S01000416,910,746,120,44,0
S01000417,1006,776,175,50,5
S01000418,718,573,26,109,10
S01000419,1517,1188,147,158,24
S01000420,1311,1002,192,104,13
S01000421,786,697,35,48,6
S01000422,906,711,112,77,6
S01000423,1026,923,26,68,9
S01000424,743,618,37,66,22
S01000425,842,631,112,84,15
S01000426,826,706,45,65,10
S01000427,741,614,6,103,18
S01000428,663,602,6,55,0
S01000429,871,793,5,58,15
S01000430,488,417,33,38,0
S01000431,680,401,210,56,13
S01000432,876,796,12,59,9
S01000433,510,304,178,28,0
S01000434,602,402,160,33,7
S01000435,514,393,76,43,2
S01000436,629,604,1,20,4
S01000437,889,732,75,78,4
S01000438,590,559,0,28,3
S01000439,823,534,24,225,40
S01000440,1091,902,60,98,31
S01000441,898,606,135,133,24
S01000442,843,676,15,136,16
S01000443,608,530,4,66,8
S01000444,2528,2245,95,165,23
S01000445,1201,1024,115,55,7
S01000446,951,804,24,110,13
S01000447,782,618,141,20,3
S01000448,859,657,39,131,32
S01000449,708,452,204,43,9
S01000450,553,511,11,26,5
S01000451,855,630,105,88,32
S01000452,559,436,21,88,14
S01000453,560,438,16,93,13
S01000454,443,287,115,35,6
S01000455,846,634,132,68,12
S01000456,1129,793,138,162,36
S01000457,781,584,103,84,10
S01000458,930,790,10,111,19
S01000459,1011,716,185,103,7
S01000460,707,323,336,44,4
S01000461,857,442,300,110,5
S01000462,991,595,321,60,15
S01000463,731,472,154,95,10
S01000464,848,623,67,144,14
S01000465,665,581,15,53,16
S01000466,880,678,25,154,23
S01000467,614,453,132,28,1
S01000468,535,440,12,77,6
S01000469,641,566,35,28,12
S01000470,913,817,67,14,15
S01000471,837,720,69,38,10
S01000472,759,550,167,42,0
S01000473,661,442,197,20,2
S01000474,625,409,44,156,16
S01000475,727,431,227,64,5
S01000476,627,488,69,56,14
S01000477,674,532,102,27,13
S01000478,790,476,246,61,7
S01000479,843,545,230,59,9
S01000480,670,542,70,54,4
S01000481,2120,1624,354,121,21
S01000482,868,324,283,242,19
S01000483,978,601,269,99,9
S01000484,770,453,109,198,10
S01000485,952,859,26,52,15
S01000486,1118,281,537,297,3
S01000487,559,430,60,64,5
S01000488,624,375,223,21,5
S01000489,904,315,445,140,4
S01000490,540,457,10,68,5
S01000491,535,191,259,78,7
S01000492,951,484,324,130,13
S01000493,641,515,67,42,17
S01000494,551,324,140,84,3
S01000495,893,773,55,57,8
S01000496,529,487,9,28,5
S01000497,768,582,123,57,6
S01000498,520,452,49,13,6
S01000499,1020,771,178,63,8
S01000500,604,336,248,20,0
S01000501,576,410,151,13,2
S01000502,614,516,19,57,22
S01000503,494,446,1,44,3
S01000504,768,513,126,115,14
S01000505,722,575,87,22,38
S01000506,996,825,21,123,27
S01000507,986,628,283,68,7
S01000508,879,748,47,65,19
S01000509,1001,762,159,66,14
S01000510,665,449,117,81,18
S01000511,573,481,41,34,17
S01000512,990,815,115,50,10
S01000513,881,521,258,86,16
S01000514,941,719,137,79,6
S01000515,551,481,9,59,2
S01000516,883,775,71,27,10
S01000517,737,558,108,66,5
S01000518,957,693,157,92,15
S01000519,515,445,6,47,17
S01000520,1129,916,139,52,22
S01000521,945,590,284,61,10
S01000522,665,592,22,38,13
S01000523,800,424,319,55,2
S01000524,697,567,15,91,24
S01000525,1014,769,91,111,43
S01000526,964,712,23,194,35
S01000527,685,627,17,28,13
S01000528,904,704,57,110,33
S01000529,799,689,12,69,29
S01000530,486,397,4,65,20
S01000531,574,494,25,41,14
S01000532,775,485,220,58,12
S01000533,713,578,90,34,11
S01000534,760,441,282,31,6
S01000535,1020,668,305,41,6
S01000536,494,301,65,117,11
S01000537,1056,887,89,60,20
S01000538,740,471,231,33,5
S01000539,966,559,229,167,11
S01000540,713,518,162,29,4
S01000541,592,386,156,40,10
S01000542,647,402,207,32,6
S01000543,832,669,144,9,10
S01000544,667,532,51,70,14
S01000545,755,518,155,79,3
S01000546,860,589,243,24,4
S01000547,543,446,60,30,7
S01000548,1085,796,186,89,14
S01000549,1168,1096,24,32,16
S01000550,471,423,24,20,4
S01000551,860,701,111,36,12
S01000552,540,480,23,34,3
S01000553,888,761,90,23,14
S01000554,679,264,346,62,7
S01000555,854,469,323,46,16
S01000556,812,377,386,49,0
S01000557,913,659,187,67,0
S01000558,496,400,28,55,13
S01000559,644,427,157,58,2
S01000560,1078,480,413,184,1
S01000561,1012,584,285,125,18
S01000562,847,438,339,69,1
S01000563,1122,348,405,368,1
S01000564,919,257,567,94,1
S01000565,796,514,224,36,22
S01000566,867,482,308,74,3
S01000567,824,431,331,57,5
S01000568,525,428,76,16,5
S01000569,759,611,75,64,9
S01000570,892,757,84,38,13
S01000571,776,565,117,88,6
S01000572,711,653,24,26,8
S01000573,538,501,13,22,2
S01000574,700,639,19,21,21
S01000575,640,533,52,43,12
S01000576,542,513,12,10,7
S01000577,543,489,23,29,2
S01000578,633,548,52,28,5
S01000579,859,807,7,42,3
S01000580,956,848,21,77,10
S01000581,700,652,14,32,2
S01000582,648,435,149,53,11
S01000583,939,793,70,68,8
S01000584,840,547,211,72,10
S01000585,1224,747,240,224,13
S01000586,722,572,68,78,4
S01000587,658,447,155,47,9
S01000588,558,454,32,57,15
S01000589,707,554,58,86,9
S01000590,788,652,23,107,6
S01000591,775,661,55,53,6
S01000592,865,672,137,50,6
S01000593,1428,1124,83,168,53
S01000594,1250,1113,26,64,47
S01000595,758,626,90,41,1
S01000596,795,745,13,34,3
S01000597,965,918,5,39,3
S01000598,1348,1209,25,110,4
S01000599,1145,984,31,118,12
S01000600,776,645,44,70,17
S01000601,1232,1080,30,97,25
S01000602,743,582,59,85,17
S01000603,1022,778,87,135,22
S01000604,914,845,33,27,9
S01000605,739,647,34,57,1
S01000606,820,316,387,104,13
S01000607,750,650,72,25,3
S01000608,1195,518,420,241,16
S01000609,1047,391,571,83,2
S01000610,804,292,289,212,11
S01000611,631,345,243,38,5
S01000612,1039,608,245,178,8
S01000613,1024,739,147,127,11
S01000614,678,425,142,84,27
S01000615,768,374,304,82,8
S01000616,1389,1007,30,313,39
S01000617,665,482,67,108,8
S01000618,815,618,130,62,5
S01000619,708,424,106,167,11
S01000620,1169,341,742,79,7
S01000621,1078,698,251,110,19
S01000622,768,370,338,60,0
S01000623,769,479,245,35,10
S01000624,616,353,165,92,6
S01000625,641,215,331,91,4
S01000626,804,279,465,60,0
S01000627,849,573,204,63,9
S01000628,580,267,274,35,4
S01000629,851,623,183,39,6
S01000630,738,486,215,29,8
S01000631,612,324,250,32,6
S01000632,539,320,18,158,43
S01000633,523,451,42,27,3
S01000634,735,446,241,42,6
S01000635,643,502,100,35,6
S01000636,521,283,33,154,51
S01000637,648,475,26,121,26
S01000638,560,455,9,76,20
S01000639,641,356,53,176,56
S01000640,717,539,33,119,26
S01000641,814,654,59,77,24
S01000642,908,696,43,136,33
S01000643,673,553,43,63,14
S01000644,711,606,41,58,6
S01000645,956,616,156,146,38
S01000646,782,651,98,25,8
S01000647,777,530,201,40,6
S01000648,884,421,412,40,11
S01000649,594,359,10,194,31
S01000650,712,495,167,41,9
S01000651,870,506,254,103,7
S01000652,744,558,154,28,4
S01000653,978,555,296,108,19
S01000654,921,547,311,62,1
S01000655,792,284,443,56,9
S01000656,799,374,262,152,11
S01000657,793,369,305,112,7
S01000658,606,251,225,121,9
S01000659,1321,968,239,81,33
S01000660,970,842,64,56,8
S01000661,822,525,167,127,3
S01000662,734,578,63,82,11
S01000663,798,539,173,74,12
S01000664,851,652,108,57,34
S01000665,669,445,111,102,11
S01000666,528,421,47,51,9
S01000667,957,751,95,105,6
S01000668,864,367,449,46,2
S01000669,826,471,187,156,12
S01000670,668,452,148,53,15
S01000671,551,430,92,23,6
S01000672,713,518,141,45,9
S01000673,721,650,33,35,3
S01000674,1064,708,94,217,45
S01000675,714,614,61,34,5
S01000676,457,256,24,150,27
S01000677,877,342,264,210,61
S01000678,898,658,157,80,3
S01000679,779,354,311,109,5
S01000680,967,443,428,95,1
S01000681,990,426,332,215,17
S01000682,702,371,114,210,7
S01000683,546,394,53,87,12
S01000684,726,313,327,79,7
S01000685,873,620,114,127,12
S01000686,770,433,193,135,9
S01000687,827,479,281,62,5
S01000688,694,554,73,58,9
S01000689,648,404,37,178,29
S01000690,992,853,55,78,6
S01000691,808,498,257,34,19
S01000692,742,270,434,31,7
S01000693,1015,384,456,157,18
S01000694,701,477,169,55,0
S01000695,788,515,177,95,1
S01000696,774,401,154,200,19
S01000697,954,777,85,88,4
S01000698,619,425,110,80,4
S01000699,613,374,138,82,19
S01000700,806,512,226,68,0
S01000701,969,804,50,100,15
S01000702,514,434,39,37,4
S01000703,739,466,231,42,0
S01000704,885,619,26,174,66
S01000705,1131,905,104,109,13
S01000706,859,659,17,154,29
S01000707,618,460,33,109,16
S01000708,558,392,17,108,41
S01000709,992,684,172,113,23
S01000710,1106,515,82,383,126
S01000711,505,420,41,30,14
S01000712,610,460,112,24,14
S01000713,752,518,223,7,4
S01000714,986,695,183,85,23
S01000715,654,371,206,71,6
S01000716,500,223,105,165,7
S01000717,915,295,524,78,18
S01000718,810,407,356,33,14
S01000719,616,524,64,26,2
S01000720,766,570,112,66,18
S01000721,702,405,130,144,23
S01000722,846,459,308,66,13
S01000723,457,306,25,90,36
S01000724,763,440,226,77,20
S01000725,586,453,26,89,18
S01000726,755,511,121,89,34
S01000727,600,280,272,48,0
S01000728,649,352,38,247,12
S01000729,491,287,173,27,4
S01000730,457,233,177,47,0
S01000731,595,225,329,38,3
S01000732,533,179,260,86,8
S01000733,663,348,168,132,15
S01000734,797,709,11,64,13
S01000735,438,326,55,47,10
S01000736,730,593,53,77,7
S01000737,470,280,125,52,13
S01000738,448,326,72,34,16
S01000739,730,470,196,57,7
S01000740,650,483,95,46,26
S01000741,786,618,60,96,12
S01000742,642,516,68,43,15
S01000743,814,680,38,80,16
S01000744,738,461,93,173,11
S01000745,716,576,57,77,6
S01000746,786,558,120,106,2
S01000747,556,359,75,104,18
S01000748,465,203,188,72,2
S01000749,541,263,242,35,1
S01000750,679,500,115,61,3
S01000751,722,630,53,36,3
S01000752,977,428,479,56,14
S01000753,596,427,132,36,1
S01000754,729,542,61,120,6
S01000755,701,357,104,171,69
S01000756,983,787,71,117,8
S01000757,719,587,71,53,8
S01000758,1268,1144,21,83,20
S01000759,985,648,250,83,4
S01000760,531,434,68,24,5
S01000761,605,536,14,34,21
S01000762,610,567,17,24,2
S01000763,743,526,26,121,70
S01000764,676,589,17,64,6
S01000765,825,391,52,381,1
S01000766,699,595,54,44,6
S01000767,642,235,347,58,2
S01000768,783,472,93,204,14
S01000769,785,430,95,254,6
S01000770,703,337,315,41,10
S01000771,937,748,65,116,8
S01000772,640,541,6,83,10
S01000773,826,676,69,76,5
S01000774,831,291,162,368,10
S01000775,653,521,76,46,10
S01000776,572,530,10,25,7
S01000777,325,21,160,144,0
S01000778,450,421,5,22,2
S01000779,793,566,45,182,0
S01000780,844,475,311,48,10
S01000781,806,752,4,47,3
S01000782,680,628,9,42,1
S01000783,464,408,9,47,0
S01000784,778,724,13,38,3
S01000785,714,541,92,72,9
S01000786,749,594,81,73,1
S01000787,488,319,30,105,34
S01000788,650,540,62,35,13
S01000789,725,494,136,82,13
S01000790,470,374,11,85,0
S01000791,607,364,204,32,7
S01000792,664,619,14,27,4
S01000793,639,439,132,63,5
S01000794,861,488,294,64,15
S01000795,937,727,146,50,14
S01000796,426,236,46,106,38
S01000797,449,283,144,16,6
S01000798,484,309,141,25,9
S01000799,680,562,38,76,4
S01000800,916,707,65,133,11
S01000801,635,498,66,64,7
S01000802,770,589,74,92,15
S01000803,965,780,47,110,28
S01000804,843,681,77,60,25
S01000805,793,575,105,93,20
S01000806,808,580,77,122,29
S01000807,734,404,166,137,27
S01000808,713,491,91,109,22
S01000809,562,361,78,99,24
S01000810,731,497,133,78,23
S01000811,792,707,25,57,3
S01000812,1300,691,441,159,9
S01000813,771,639,77,48,7
S01000814,786,385,357,42,2
S01000815,520,120,333,66,1
S01000816,544,271,114,147,12
S01000817,865,645,150,62,8
S01000818,880,649,37,161,33
S01000819,825,576,74,124,51
S01000820,534,356,38,106,34
S01000821,785,456,181,134,14
S01000822,532,368,106,48,10
S01000823,464,245,185,29,5
S01000824,756,526,147,66,17
S01000825,723,550,45,105,23
S01000826,625,405,166,41,13
S01000827,736,555,91,69,21
S01000828,868,677,61,112,18
S01000829,684,479,55,128,22
S01000830,833,605,73,131,24
S01000831,841,605,122,91,23
S01000832,939,609,160,158,12
S01000833,1158,845,218,88,7
S01000834,980,592,315,67,6
S01000835,774,356,356,57,5
S01000836,785,164,552,65,4
S01000837,984,307,492,178,7
S01000838,623,481,101,33,8
S01000839,1355,1057,144,153,1
S01000840,686,217,426,41,2
S01000841,988,261,682,45,0
S01000842,867,736,74,55,2
S01000843,901,648,131,112,10
S01000844,774,458,187,123,6
S01000845,540,437,44,55,4
S01000846,680,188,416,76,0
S01000847,974,564,242,158,10
S01000848,651,525,85,26,15
S01000849,479,315,120,37,7
S01000850,699,271,350,68,10
S01000851,714,635,35,43,1
S01000852,717,436,226,46,9
S01000853,554,319,191,38,6
S01000854,846,336,441,66,3
S01000855,669,537,91,41,0
S01000856,512,283,187,35,7
S01000857,507,324,154,25,4
S01000858,910,791,67,47,5
S01000859,1129,960,96,67,6
S01000860,853,342,406,97,8
S01000861,643,472,129,36,6
S01000862,523,438,61,21,3
S01000863,542,352,173,14,3
S01000864,1172,935,181,49,7
S01000865,1033,624,329,76,4
S01000866,853,455,365,26,7
S01000867,895,366,428,92,9
S01000868,703,238,397,59,9
S01000869,595,181,369,45,0
S01000870,865,354,469,42,0
S01000871,782,609,116,44,13
S01000872,798,576,147,63,12
S01000873,2440,1881,305,216,38
S01000874,496,219,231,43,3
S01000875,1427,1090,209,103,25
S01000876,668,496,107,60,5
S01000877,674,258,350,62,4
S01000878,554,512,29,11,2
S01000879,936,816,68,42,10
S01000880,787,713,20,46,8
S01000881,642,363,233,44,2
S01000882,887,557,208,110,12
S01000883,813,560,138,108,7
S01000884,550,437,76,29,8
S01000885,478,460,3,10,5
S01000886,645,446,179,8,12
S01000887,723,559,131,33,0
S01000888,658,387,169,101,1
S01000889,686,485,144,51,6
S01000890,746,452,232,58,4
S01000891,856,663,108,67,18
S01000892,541,488,6,43,4
S01000893,625,582,23,16,4
S01000894,493,379,51,51,12
S01000895,916,729,131,52,4
S01000896,485,427,20,31,7
S01000897,678,459,81,97,41
S01000898,526,348,80,75,23
S01000899,829,407,310,91,21
S01000900,626,452,50,94,30
S01000901,603,284,89,189,41
S01000902,943,668,105,140,30
S01000903,997,644,190,111,52
S01000904,696,456,101,90,49
S01000905,690,385,83,161,61
S01000906,504,355,74,61,14
S01000907,734,391,208,123,12
S01000908,735,382,201,140,12
S01000909,897,604,69,167,57
S01000910,842,491,200,135,16
S01000911,1031,800,69,129,33
S01000912,653,460,99,74,20
S01000913,611,388,72,91,60
S01000914,695,582,10,77,26
S01000915,900,642,79,138,41
S01000916,1044,695,152,165,32
S01000917,677,436,71,134,36
S01000918,550,391,7,128,24
S01000919,631,391,127,91,22
S01000920,597,362,79,80,76
