dz_2001,total,owned,social,rented,rentfree
S01000921,661,334,133,155,39
S01000922,920,494,231,157,38
S01000923,862,547,239,60,16
S01000924,861,492,316,46,7
S01000925,1005,670,177,134,24
S01000926,953,564,276,112,1
S01000927,883,579,228,64,12
S01000928,978,651,138,136,53
S01000929,481,90,347,42,2
S01000930,540,97,405,35,3
S01000931,654,327,243,81,3
S01000932,992,657,194,117,24
S01000933,1032,654,167,193,18
S01000934,893,414,273,200,6
S01000935,767,538,160,59,10
S01000936,856,627,130,83,16
S01000937,548,301,140,91,16
S01000938,783,537,172,61,13
S01000939,738,511,145,76,6
S01000940,848,707,41,81,19
S01000941,478,287,133,52,6
S01000942,975,513,233,191,38
S01000943,830,745,17,49,19
S01000944,819,553,124,122,20
S01000945,737,453,102,163,19
S01000946,775,504,190,75,6
S01000947,685,483,108,86,8
S01000948,844,660,34,103,47
S01000949,610,514,7,73,16
S01000950,772,490,133,102,47
S01000951,858,493,187,167,11
S01000952,866,631,177,48,10
S01000953,874,796,18,44,16
S01000954,1102,672,269,148,13
S01000955,627,542,32,42,11
S01000956,851,364,382,103,2
S01000957,540,358,37,110,35
S01000958,797,523,206,57,11
S01000959,697,590,27,78,2
S01000960,527,371,78,68,10
S01000961,841,655,108,63,15
S01000962,652,421,109,105,17
S01000963,843,471,308,54,10
S01000964,984,759,50,114,61
S01000965,642,202,403,33,4
S01000966,1041,629,342,67,3
S01000967,578,328,168,73,9
S01000968,977,630,99,191,57
S01000969,908,555,195,139,19
S01000970,788,489,216,76,7
S01000971,729,311,350,67,1
S01000972,916,845,6,53,12
S01000973,660,454,114,83,9
S01000974,1219,1099,36,67,17
S01000975,646,461,26,137,22
S01000976,505,362,10,115,18
S01000977,900,722,81,71,26
S01000978,820,511,156,132,21
S01000979,703,467,108,100,28
S01000980,672,441,74,136,21
S01000981,681,551,33,73,24
S01000982,711,591,31,68,21
S01000983,533,394,62,59,18
S01000984,620,399,115,87,19
S01000985,714,364,195,139,16
S01000986,588,402,89,75,22
S01000987,627,462,25,132,8
S01000988,565,463,21,43,38
S01000989,809,683,10,75,41
S01000990,808,517,154,117,20
S01000991,428,273,25,117,13
S01000992,1047,814,132,91,10
S01000993,799,658,71,66,4
S01000994,1050,604,262,150,34
S01000995,778,705,15,56,2
S01000996,1037,772,108,111,46
S01000997,891,837,21,31,2
S01000998,694,278,276,135,5
S01000999,650,572,10,64,4
S01001000,574,402,76,95,1
S01001001,549,383,29,91,46
S01001002,631,500,36,91,4
S01001003,828,746,2,70,10
S01001004,661,615,3,37,6
S01001005,844,724,50,64,6
S01001006,702,649,1,47,5
S01001007,917,479,338,95,5
S01001008,751,509,30,203,9
S01001009,614,506,6,90,12
S01001010,917,379,321,208,9
S01001011,585,338,40,180,27
S01001012,731,672,14,40,5
S01001013,699,501,80,104,14
S01001014,842,282,233,316,11
S01001015,456,250,124,79,3
S01001016,821,610,108,92,11
S01001017,858,465,310,77,6
S01001018,798,503,157,125,13
S01001019,1048,289,678,75,6
S01001020,548,309,207,27,5
S01001021,1012,722,103,178,9
S01001022,794,530,55,201,8
S01001023,998,559,24,375,40
S01001024,1777,1336,232,179,30
S01001025,1260,1059,39,153,9
S01001026,886,698,109,66,13
S01001027,906,762,77,48,19
S01001028,774,395,317,57,5
S01001029,754,275,448,29,2
S01001030,715,657,9,47,2
S01001031,957,561,334,61,1
S01001032,692,240,383,62,7
S01001033,695,280,365,50,0
S01001034,718,190,499,29,0
S01001035,509,270,180,58,1
S01001036,663,222,389,51,1
S01001037,854,419,381,51,3
S01001038,772,657,38,73,4
S01001039,539,366,14,120,39
S01001040,696,542,53,86,15
S01001041,680,495,118,54,13
S01001042,991,846,21,97,27
S01001043,664,593,5,64,2
S01001044,915,595,131,151,38
S01001045,656,583,7,57,9
S01001046,847,617,75,147,8
S01001047,818,629,29,123,37
S01001048,579,515,2,59,3
S01001049,629,405,172,49,3
S01001050,949,629,79,222,19
S01001051,638,394,209,34,1
S01001052,519,295,166,49,9
S01001053,763,603,77,70,13
S01001054,711,450,137,102,22
S01001055,819,534,207,72,6
S01001056,711,467,166,78,0
S01001057,602,285,75,174,68
S01001058,768,511,165,84,8
S01001059,660,292,311,52,5
S01001060,706,403,215,84,4
S01001061,729,460,127,127,15
S01001062,588,444,21,111,12
S01001063,884,628,142,99,15
S01001064,717,518,78,108,13
S01001065,756,488,64,179,25
S01001066,772,514,70,150,38
S01001067,780,484,38,214,44
S01001068,856,631,30,144,51
S01001069,856,606,72,149,29
S01001070,889,553,85,206,45
S01001071,690,494,54,100,42
S01001072,896,434,59,367,36
S01001073,1122,807,116,158,41
S01001074,490,262,11,159,58
S01001075,896,583,186,117,10
S01001076,851,491,116,179,65
S01001077,913,568,131,164,50
S01001078,955,521,217,204,13
S01001079,552,301,23,145,83
S01001080,722,561,92,54,15
S01001081,580,354,107,101,18
S01001082,925,665,123,125,12
S01001083,807,546,193,45,23
S01001084,934,689,157,81,7
S01001085,833,456,296,77,4
S01001086,748,278,439,30,1
S01001087,476,272,188,10,6
S01001088,1009,487,421,87,14
S01001089,883,585,186,82,30
S01001090,869,538,22,303,6
S01001091,579,204,64,305,6
S01001092,1015,304,116,581,14
S01001093,835,239,104,491,1
S01001094,882,691,10,166,15
S01001095,662,69,76,511,6
S01001096,939,209,101,615,14
S01001097,665,514,12,128,11
S01001098,638,575,6,45,12
S01001099,1453,182,523,734,14
S01001100,963,307,279,372,5
S01001101,1316,122,106,1075,13
S01001102,351,26,202,123,0
S01001103,701,469,13,214,5
S01001104,800,108,212,472,8
S01001105,781,735,10,36,0
S01001106,906,769,16,119,2
S01001107,948,336,237,359,16
S01001108,1665,322,345,978,20
S01001109,1220,322,262,630,6
S01001110,808,180,189,438,1
S01001111,1056,206,217,628,5
S01001112,761,441,31,286,3
S01001113,961,170,414,369,8
S01001114,907,173,520,214,0
S01001115,742,307,243,190,2
S01001116,528,295,161,67,5
S01001117,539,172,180,182,5
S01001118,522,409,64,43,6
S01001119,951,415,144,375,17
S01001120,649,439,67,141,2
S01001121,644,224,226,190,4
S01001122,644,262,85,290,7
S01001123,971,769,62,133,7
S01001124,624,419,125,73,7
S01001125,363,175,90,94,4
S01001126,845,744,38,59,4
S01001127,762,476,107,173,6
S01001128,644,616,13,14,1
S01001129,935,408,362,159,6
S01001130,762,410,214,134,4
S01001131,472,213,133,116,10
S01001132,695,482,110,92,11
S01001133,1062,566,249,237,10
S01001134,849,725,7,107,10
S01001135,342,106,180,56,0
S01001136,1007,220,383,401,3
S01001137,967,223,344,398,2
S01001138,1406,467,348,572,19
S01001139,753,393,273,80,7
S01001140,924,431,317,164,12
S01001141,516,149,212,152,3
S01001142,899,758,17,112,12
S01001143,737,671,0,57,9
S01001144,711,338,293,77,3
S01001145,579,311,204,52,12
S01001146,778,743,11,20,4
S01001147,694,175,164,347,8
S01001148,708,640,25,39,4
S01001149,637,355,115,166,1
S01001150,770,226,435,106,3
S01001151,578,110,400,65,3
S01001152,928,438,334,155,1
S01001153,730,549,105,74,2
S01001154,738,640,10,72,16
S01001155,588,545,3,35,5
S01001156,772,212,132,420,8
S01001157,756,711,7,33,5
S01001158,591,335,215,37,4
S01001159,689,565,61,56,7
S01001160,545,254,242,45,4
S01001161,541,432,37,71,1
S01001162,821,656,50,107,8
S01001163,723,173,297,244,9
S01001164,629,310,214,104,1
S01001165,786,272,219,295,0
S01001166,274,36,160,76,2
S01001167,794,718,14,62,0
S01001168,764,221,71,472,0
S01001169,1075,325,664,84,2
S01001170,819,219,516,75,9
S01001171,583,371,83,124,5
S01001172,583,202,215,161,5
S01001173,934,447,413,74,0
S01001174,643,133,176,328,6
S01001175,903,347,489,62,5
S01001176,843,609,146,86,2
S01001177,883,289,431,153,10
S01001178,792,443,254,86,9
S01001179,914,862,11,32,9
S01001180,689,210,213,258,8
S01001181,840,781,7,47,5
S01001182,895,469,290,118,18
S01001183,840,257,420,160,3
S01001184,853,702,8,120,23
S01001185,532,514,0,17,1
S01001186,709,642,17,49,1
S01001187,917,379,434,95,9
S01001188,773,255,227,289,2
S01001189,964,527,255,173,9
S01001190,683,637,3,41,2
S01001191,667,353,234,72,8
S01001192,952,300,445,205,2
S01001193,827,701,48,70,8
S01001194,884,833,1,47,3
S01001195,939,651,242,40,6
S01001196,960,362,356,235,7
S01001197,535,271,215,45,4
S01001198,744,433,231,74,6
S01001199,884,422,421,39,2
S01001200,1087,227,803,55,2
S01001201,667,262,345,57,3
S01001202,629,306,259,64,0
S01001203,766,292,401,63,10
S01001204,734,705,8,15,6
S01001205,723,594,39,82,8
S01001206,730,315,248,161,6
S01001207,754,398,304,51,1
S01001208,573,167,370,33,3
S01001209,547,480,22,45,0
S01001210,877,365,429,78,5
S01001211,1013,845,90,64,14
S01001212,590,160,397,33,0
S01001213,833,227,530,73,3
S01001214,705,427,197,77,4
S01001215,727,630,16,67,14
S01001216,889,478,366,41,4
S01001217,1147,315,719,113,0
S01001218,812,722,2,80,8
S01001219,740,666,3,54,17
S01001220,505,254,174,74,3
S01001221,1366,1161,67,124,14
S01001222,1019,312,658,47,2
S01001223,701,622,33,45,1
S01001224,913,353,471,85,4
S01001225,919,857,24,38,0
S01001226,486,159,230,97,0
S01001227,707,621,48,38,0
S01001228,734,584,111,37,2
S01001229,696,630,20,38,8
S01001230,782,232,522,27,1
S01001231,634,360,239,33,2
S01001232,2362,2207,19,127,9
S01001233,959,291,583,83,2
S01001234,492,102,377,12,1
S01001235,848,523,247,74,4
S01001236,883,422,405,47,9
S01001237,552,428,76,46,2
S01001238,522,223,260,39,0
S01001239,603,119,455,29,0
S01001240,763,469,200,92,2
S01001241,606,366,153,84,3
S01001242,899,692,148,56,3
S01001243,1165,416,691,58,0
S01001244,838,518,194,118,8
S01001245,850,223,576,50,1
S01001246,954,675,217,62,0
S01001247,565,409,108,46,2
S01001248,795,711,21,59,4
S01001249,676,366,214,93,3
S01001250,879,595,231,52,1
S01001251,548,242,235,71,0
S01001252,567,399,126,39,3
S01001253,708,27,673,4,4
S01001254,674,433,202,39,0
S01001255,871,475,368,28,0
S01001256,701,430,211,55,5
S01001257,799,319,409,65,6
S01001258,624,80,529,15,0
S01001259,803,676,75,52,0
S01001260,895,93,774,28,0
S01001261,895,294,551,50,0
S01001262,856,784,30,33,9
S01001263,449,351,64,33,1
S01001264,1931,1675,70,180,6
S01001265,586,545,2,39,0
S01001266,753,607,75,68,3
S01001267,938,578,285,70,5
S01001268,669,580,29,60,0
S01001269,505,389,27,74,15
S01001270,669,176,479,14,0
S01001271,705,179,508,18,0
S01001272,639,422,140,66,11
S01001273,723,414,255,47,7
S01001274,764,352,358,49,5
S01001275,598,299,280,16,3
S01001276,607,484,23,73,27
S01001277,773,488,254,25,6
S01001278,382,321,30,26,5
S01001279,687,247,403,31,6
S01001280,536,298,207,29,2
S01001281,724,327,354,36,7
S01001282,752,567,123,59,3
S01001283,526,373,135,17,1
S01001284,1009,695,245,59,10
S01001285,656,349,251,54,2
S01001286,468,303,144,21,0
S01001287,793,340,421,31,1
S01001288,920,514,350,53,3
S01001289,705,489,163,51,2
S01001290,646,440,192,11,3
S01001291,401,250,123,28,0
S01001292,803,374,337,88,4
S01001293,757,513,177,58,9
S01001294,628,305,281,36,6
S01001295,810,532,228,45,5
S01001296,616,270,240,100,6
S01001297,835,536,273,26,0
S01001298,808,516,223,59,10
S01001299,811,528,229,52,2
S01001300,1484,1169,119,164,32
S01001301,549,251,273,25,0
S01001302,788,693,57,22,16
S01001303,615,546,33,34,2
S01001304,1318,1181,40,60,37
S01001305,737,537,128,70,2
S01001306,711,331,320,59,1
S01001307,1143,862,192,80,9
S01001308,922,389,505,26,2
S01001309,644,249,347,46,2
S01001310,742,313,384,43,2
S01001311,639,436,149,49,5
S01001312,730,269,420,41,0
S01001313,867,611,191,54,11
S01001314,738,582,75,70,11
S01001315,1019,897,42,69,11
S01001316,883,362,474,42,5
S01001317,916,631,191,91,3
S01001318,542,415,50,74,3
S01001319,645,401,182,61,1
S01001320,867,454,317,91,5
S01001321,578,399,18,135,26
S01001322,787,568,37,163,19
S01001323,597,350,175,71,1
S01001324,1003,158,796,49,0
S01001325,738,213,473,49,3
S01001326,869,616,199,48,6
S01001327,791,368,346,72,5
S01001328,878,331,498,49,0
S01001329,576,284,252,38,2
S01001330,816,790,9,15,2
S01001331,840,534,268,35,3
S01001332,874,504,293,66,11
S01001333,784,368,361,50,5
S01001334,833,424,361,46,2
S01001335,927,499,367,57,4
S01001336,828,536,232,52,8
S01001337,760,660,50,45,5
S01001338,728,295,386,46,1
S01001339,755,573,128,50,4
S01001340,745,389,306,40,10
S01001341,809,388,384,35,2
S01001342,928,544,317,54,13
S01001343,938,607,247,71,13
S01001344,751,634,63,46,8
S01001345,617,296,241,73,7
S01001346,709,596,27,82,4
S01001347,728,692,1,25,10
S01001348,655,391,186,74,4
S01001349,792,606,40,101,45
S01001350,660,297,305,48,10
S01001351,449,380,3,60,6
S01001352,761,674,58,22,7
S01001353,1419,1323,32,63,1
S01001354,780,522,184,70,4
S01001355,756,593,115,47,1
S01001356,634,553,9,63,9
S01001357,703,355,238,99,11
S01001358,915,617,207,81,10
S01001359,695,627,19,41,8
S01001360,1168,818,157,173,20
S01001361,645,498,63,80,4
S01001362,547,505,16,24,2
S01001363,559,303,102,153,1
S01001364,850,546,211,89,4
S01001365,607,349,235,22,1
S01001366,879,821,15,35,8
S01001367,701,548,98,48,7
S01001368,1173,988,31,84,70
S01001369,933,668,224,35,6
S01001370,829,689,63,69,8
S01001371,605,346,105,145,9
S01001372,685,647,11,25,2
S01001373,602,429,103,53,17
S01001374,514,448,55,11,0
S01001375,631,587,15,29,0
S01001376,760,407,94,250,9
S01001377,777,366,363,46,2
S01001378,622,481,67,64,10
S01001379,1026,673,258,74,21
S01001380,781,481,189,107,4
S01001381,825,638,139,36,12
S01001382,657,186,338,130,3
S01001383,563,346,174,39,4
S01001384,923,463,375,80,5
S01001385,776,404,214,155,3
S01001386,858,452,311,93,2
S01001387,909,635,191,82,1
S01001388,1430,399,911,118,2
S01001389,484,337,122,24,1
S01001390,759,631,79,45,4
S01001391,722,404,191,127,0
S01001392,786,147,607,28,4
S01001393,506,441,36,29,0
S01001394,430,163,149,117,1
S01001395,928,671,159,98,0
S01001396,718,399,221,91,7
S01001397,781,232,499,49,1
S01001398,780,713,15,51,1
S01001399,858,242,579,35,2
S01001400,868,323,510,35,0
S01001401,656,314,301,34,7
S01001402,818,755,27,35,1
S01001403,1249,1149,39,61,0
S01001404,657,607,10,36,4
S01001405,1167,1053,35,76,3
S01001406,2581,2192,96,282,11
S01001407,788,617,121,43,7
S01001408,881,539,277,56,9
S01001409,890,640,201,45,4
S01001410,998,839,118,37,4
S01001411,617,540,33,41,3
S01001412,896,452,378,62,4
S01001413,890,773,9,97,11
S01001414,642,393,186,51,12
S01001415,803,451,174,171,7
S01001416,720,505,166,47,2
S01001417,923,803,31,80,9
S01001418,831,785,22,24,0
S01001419,779,655,32,89,3
S01001420,1185,1052,47,82,4
S01001421,1124,829,240,51,4
S01001422,722,641,22,42,17
S01001423,790,649,21,116,4
S01001424,1072,638,338,92,4
S01001425,1694,1316,218,155,5
S01001426,749,657,44,43,5
S01001427,881,832,6,39,4
S01001428,864,578,194,82,10
S01001429,610,380,134,92,4
S01001430,946,857,41,36,12
S01001431,940,858,29,53,0
S01001432,655,624,6,24,1
S01001433,816,797,5,11,3
S01001434,869,809,16,35,9
S01001435,1018,968,8,41,1
S01001436,972,938,15,9,10
S01001437,891,829,10,48,4
S01001438,613,574,3,23,13
S01001439,750,711,8,31,0
S01001440,878,854,2,22,0
S01001441,790,758,4,18,10
S01001442,685,666,5,14,0
S01001443,932,872,11,49,0
S01001444,913,815,17,78,3
S01001445,702,660,23,18,1
S01001446,908,870,28,7,3
S01001447,1240,1111,6,115,8
S01001448,744,664,5,71,4
S01001449,599,572,1,26,0
S01001450,809,761,1,34,13
S01001451,699,661,4,33,1
S01001452,820,767,17,32,4
S01001453,835,801,5,21,8
S01001454,914,850,21,36,7
S01001455,771,710,27,32,2
S01001456,624,577,7,37,3
S01001457,904,827,10,67,0
S01001458,917,837,8,58,14
S01001459,905,869,11,20,5
S01001460,653,631,3,19,0
S01001461,856,824,8,21,3
S01001462,831,800,4,26,1
S01001463,516,488,4,24,0
S01001464,881,801,9,65,6
S01001465,691,649,2,37,3
S01001466,727,693,9,22,3
S01001467,812,793,1,17,1
S01001468,667,638,6,22,1
S01001469,860,781,17,58,4
S01001470,937,906,0,31,0
S01001471,752,699,8,41,4
S01001472,800,720,57,23,0
S01001473,769,639,66,50,14
S01001474,882,735,92,45,10
S01001475,610,581,2,24,3
S01001476,993,957,2,27,7
S01001477,933,882,18,31,2
S01001478,662,655,3,3,1
S01001479,635,512,79,40,4
S01001480,489,455,12,22,0
S01001481,874,834,7,31,2
S01001482,701,375,282,40,4
S01001483,1049,1011,4,29,5
S01001484,829,802,8,14,5
S01001485,614,578,3,33,0
S01001486,755,695,41,17,2
S01001487,665,358,273,31,3
S01001488,872,816,13,41,2
S01001489,704,671,0,24,9
S01001490,955,575,229,145,6
S01001491,884,844,3,28,9
S01001492,899,577,244,67,11
S01001493,880,807,43,27,3
S01001494,891,554,255,75,7
S01001495,618,579,18,21,0
S01001496,936,853,45,31,7
S01001497,766,410,248,101,7
S01001498,678,652,4,22,0
S01001499,1091,916,90,77,8
S01001500,583,279,257,44,3
S01001501,858,830,4,17,7
S01001502,840,810,19,11,0
S01001503,802,777,15,10,0
S01001504,875,635,164,70,6
S01001505,1025,960,20,41,4
S01001506,602,449,34,112,7
S01001507,895,837,2,42,14
S01001508,903,857,18,22,6
S01001509,814,530,221,53,10
S01001510,630,413,128,73,16
S01001511,575,554,6,13,2
S01001512,852,268,521,61,2
S01001513,900,197,656,44,3
S01001514,747,620,88,35,4
S01001515,697,661,3,23,10
S01001516,704,489,170,41,4
S01001517,847,490,257,77,23
S01001518,1014,580,369,61,4
S01001519,959,883,11,55,10
S01001520,707,512,151,40,4
S01001521,977,821,78,56,22
S01001522,1057,636,341,69,11
S01001523,790,765,3,19,3
S01001524,941,632,254,48,7
S01001525,788,579,185,22,2
S01001526,627,548,51,16,12
S01001527,898,643,200,48,7
S01001528,973,915,22,33,3
S01001529,707,558,60,82,7
S01001530,761,467,259,29,6
S01001531,1105,800,110,190,5
S01001532,597,533,20,37,7
S01001533,962,910,37,13,2
S01001534,669,650,9,10,0
S01001535,853,734,56,51,12
S01001536,808,424,345,34,5
S01001537,499,236,238,21,4
S01001538,814,709,75,24,6
S01001539,795,752,14,29,0
S01001540,810,744,23,31,12
S01001541,828,730,65,32,1
S01001542,670,587,59,21,3
S01001543,746,640,78,28,0
S01001544,919,664,198,45,12
S01001545,715,685,11,17,2
S01001546,987,428,442,115,2
S01001547,942,541,367,28,6
S01001548,1035,915,57,53,10
S01001549,993,740,192,48,13
S01001550,789,582,105,83,19
S01001551,936,544,242,94,56
S01001552,864,517,264,68,15
S01001553,883,633,83,121,46
S01001554,992,804,127,44,17
S01001555,758,380,260,105,13
S01001556,845,579,210,47,9
S01001557,933,745,85,85,18
S01001558,829,484,305,25,15
S01001559,387,227,154,2,4
S01001560,650,377,212,61,0
S01001561,1322,1025,206,80,11
S01001562,2633,1909,581,127,16
S01001563,575,517,36,20,2
S01001564,557,427,96,27,7
S01001565,733,415,215,94,9
S01001566,664,567,72,15,10
S01001567,907,798,32,76,1
S01001568,727,599,39,83,6
S01001569,811,689,58,64,0
S01001570,512,490,6,16,0
S01001571,724,307,354,63,0
S01001572,532,467,44,21,0
S01001573,658,407,74,148,29
S01001574,877,426,410,37,4
S01001575,750,509,149,87,5
S01001576,597,330,229,31,7
S01001577,714,515,167,23,9
S01001578,756,435,292,29,0
S01001579,816,402,384,27,3
S01001580,565,431,87,47,0
S01001581,640,529,76,34,1
S01001582,711,436,224,47,4
S01001583,478,265,191,21,1
S01001584,776,504,217,43,12
S01001585,920,428,311,170,11
S01001586,473,447,0,21,5
S01001587,755,354,349,43,9
S01001588,796,393,337,54,12
S01001589,819,396,385,33,5
S01001590,642,498,61,82,1
S01001591,641,316,289,27,9
S01001592,796,399,330,63,4
S01001593,773,460,167,135,11
S01001594,798,476,156,158,8
S01001595,718,229,435,54,0
S01001596,790,586,150,45,9
S01001597,628,389,64,167,8
S01001598,678,616,30,26,6
S01001599,924,540,163,214,7
S01001600,1012,594,238,168,12
S01001601,1190,932,102,142,14
S01001602,639,510,91,37,1
S01001603,933,607,207,108,11
S01001604,644,267,356,21,0
S01001605,760,529,162,53,16
S01001606,617,335,229,43,10
S01001607,2601,2071,335,189,6
S01001608,809,676,18,114,1
S01001609,901,479,371,49,2
S01001610,777,501,117,149,10
S01001611,1024,752,33,208,31
S01001612,825,711,39,64,11
S01001613,776,246,491,36,3
S01001614,642,383,181,70,8
S01001615,780,385,316,71,8
S01001616,754,698,18,36,2
S01001617,628,262,343,23,0
S01001618,939,622,153,147,17
S01001619,693,410,257,21,5
S01001620,875,522,295,47,11
S01001621,680,396,244,38,2
S01001622,838,378,362,92,6
S01001623,755,467,250,30,8
S01001624,973,625,260,86,2
S01001625,797,356,401,37,3
S01001626,725,524,159,39,3
S01001627,1394,891,403,93,7
S01001628,618,230,364,19,5
S01001629,567,388,146,22,11
S01001630,556,213,267,75,1
S01001631,1415,1105,212,89,9
S01001632,583,518,29,36,0
S01001633,885,796,23,55,11
S01001634,1029,900,78,49,2
S01001635,735,573,108,51,3
S01001636,515,487,10,17,1
S01001637,693,596,43,49,5
S01001638,887,608,205,66,8
S01001639,704,456,186,45,17
S01001640,648,616,11,19,2
S01001641,1566,1258,155,126,27
S01001642,900,561,191,131,17
S01001643,733,517,177,39,0
S01001644,1768,1256,411,90,11
S01001645,936,653,142,134,7
S01001646,612,379,103,79,51
S01001647,645,554,25,56,10
S01001648,724,418,258,44,4
S01001649,754,340,340,72,2
S01001650,737,464,219,43,11
S01001651,899,631,173,81,14
S01001652,774,624,17,112,21
S01001653,617,330,180,104,3
S01001654,936,683,125,98,30
S01001655,574,424,69,69,12
S01001656,1311,853,323,128,7
S01001657,502,338,19,136,9
S01001658,1002,764,84,123,31
S01001659,706,625,12,66,3
S01001660,678,587,42,44,5
S01001661,808,542,136,113,17
S01001662,729,452,228,46,3
S01001663,841,718,52,66,5
S01001664,557,487,31,35,4
S01001665,808,705,64,31,8
S01001666,558,405,102,48,3
S01001667,785,664,22,86,13
S01001668,827,736,16,74,1
S01001669,664,370,90,181,23
S01001670,639,597,8,28,6
S01001671,516,491,7,15,3
S01001672,583,418,103,53,9
S01001673,662,622,6,30,4
S01001674,697,494,109,84,10
S01001675,706,653,9,43,1
S01001676,1223,1123,37,46,17
S01001677,844,812,9,20,3
S01001678,832,800,9,21,2
S01001679,890,852,3,35,0
S01001680,589,563,7,15,4
S01001681,674,635,0,32,7
S01001682,601,567,9,22,3
S01001683,734,688,5,36,5
S01001684,516,474,22,18,2
S01001685,763,569,146,42,6
S01001686,893,855,4,32,2
S01001687,980,881,6,77,16
S01001688,956,841,3,102,10
S01001689,674,645,4,19,6
S01001690,906,765,86,45,10
S01001691,848,837,0,11,0
S01001692,662,502,126,30,4
S01001693,876,825,11,40,0
S01001694,657,589,20,43,5
S01001695,761,691,14,51,5
S01001696,739,666,2,60,11
S01001697,853,699,132,21,1
S01001698,529,438,56,35,0
S01001699,700,689,4,7,0
S01001700,1023,991,6,23,3
S01001701,897,681,173,42,1
S01001702,943,800,41,88,14
S01001703,822,758,3,59,2
S01001704,916,884,1,30,1
S01001705,629,592,5,31,1
S01001706,789,775,2,9,3
S01001707,727,464,199,56,8
S01001708,884,799,13,57,15
S01001709,602,512,6,74,10
S01001710,692,612,28,41,11
S01001711,790,757,4,26,3
S01001712,458,404,23,29,2
S01001713,871,821,9,35,6
S01001714,705,659,4,31,11
S01001715,883,842,6,35,0
S01001716,846,536,249,60,1
S01001717,808,786,6,13,3
S01001718,550,514,10,26,0
S01001719,795,787,0,8,0
S01001720,699,646,9,38,6
S01001721,731,688,4,35,4
S01001722,746,695,0,47,4
S01001723,872,818,6,36,12
S01001724,813,365,383,64,1
S01001725,779,537,197,43,2
S01001726,649,639,1,9,0
S01001727,1015,924,29,57,5
S01001728,649,649,0,0,0
S01001729,968,943,5,15,5
S01001730,650,637,3,8,2
S01001731,674,653,11,9,1
S01001732,571,520,29,13,9
S01001733,858,738,86,31,3
S01001734,530,518,1,7,4
S01001735,480,469,3,6,2
S01001736,1092,1051,6,28,7
S01001737,609,575,7,20,7
S01001738,610,602,2,3,3
S01001739,637,595,3,39,0
S01001740,745,669,21,53,2
S01001741,651,398,184,66,3
S01001742,764,424,267,71,2
S01001743,990,492,403,95,0
S01001744,546,516,16,14,0
S01001745,795,759,13,19,4
S01001746,886,838,5,37,6
S01001747,857,616,185,52,4
S01001748,619,612,3,3,1
S01001749,739,519,168,47,5
S01001750,633,513,96,22,2
S01001751,963,660,226,72,5
S01001752,935,902,0,28,5
S01001753,799,398,326,69,6
S01001754,771,745,12,12,2
S01001755,1062,915,84,51,12
S01001756,621,561,42,11,7
S01001757,757,616,92,44,5
S01001758,785,684,37,60,4
S01001759,684,229,358,94,3
S01001760,797,570,187,33,7
S01001761,706,335,284,84,3
S01001762,966,737,127,92,10
S01001763,832,814,1,16,1
S01001764,531,516,0,14,1
S01001765,949,684,191,71,3
S01001766,651,582,47,22,0
S01001767,587,534,27,22,4
S01001768,604,547,22,18,17
S01001769,626,610,4,12,0
S01001770,566,158,364,44,0
S01001771,841,720,64,53,4
S01001772,522,415,39,58,10
S01001773,941,628,222,89,2
S01001774,667,608,20,39,0
S01001775,836,793,4,34,5
S01001776,624,438,112,71,3
S01001777,906,878,9,13,6
S01001778,834,461,318,54,1
S01001779,536,496,1,34,5
S01001780,832,625,96,108,3
S01001781,690,651,0,36,3
S01001782,968,934,3,26,5
S01001783,598,160,398,31,9
S01001784,589,538,3,35,13
S01001785,611,580,10,18,3
S01001786,589,533,32,18,6
S01001787,566,532,10,22,2
S01001788,791,757,8,23,3
S01001789,738,457,220,57,4
S01001790,692,601,11,65,15
S01001791,726,635,13,60,18
S01001792,684,610,34,39,1
S01001793,878,719,85,69,5
S01001794,948,823,58,60,7
S01001795,437,350,11,70,6
S01001796,835,811,3,9,12
S01001797,676,523,114,35,4
S01001798,806,789,0,14,3
S01001799,1090,336,664,90,0
S01001800,942,865,20,52,5
S01001801,1008,891,15,87,15
S01001802,835,656,66,111,2
S01001803,1010,870,36,99,5
S01001804,948,750,73,114,11
S01001805,699,553,90,51,5
S01001806,666,577,40,41,8
S01001807,841,791,29,20,1
S01001808,523,375,118,24,6
S01001809,1027,286,638,99,4
S01001810,876,745,45,82,4
S01001811,673,641,0,27,5
S01001812,898,832,6,54,6
S01001813,709,680,6,22,1
S01001814,723,497,33,188,5
S01001815,842,760,66,12,4
S01001816,1112,1043,2,62,5
S01001817,699,416,196,73,14
S01001818,752,728,4,20,0
S01001819,997,932,21,43,1
S01001820,778,359,309,100,10
S01001821,541,110,110,321,0
S01001822,969,869,40,55,5
S01001823,914,331,427,127,29
S01001824,739,559,128,47,5
S01001825,798,691,20,85,2
S01001826,675,143,503,28,1
S01001827,805,433,253,111,8
S01001828,750,712,3,29,6
S01001829,708,528,75,95,10
S01001830,942,901,1,39,1
S01001831,724,544,107,71,2
S01001832,715,447,200,63,5
S01001833,1145,1050,7,86,2
S01001834,587,409,105,69,4
S01001835,623,432,17,169,5
S01001836,836,759,18,50,9
S01001837,896,828,0,63,5
S01001838,674,380,200,80,14
S01001839,912,474,311,123,4
S01001840,701,660,23,15,3
S01001841,720,513,18,187,2
S01001842,727,665,11,48,3
S01001843,724,354,289,76,5
S01001844,955,869,42,18,26
