"dz_2001","total","employed","unemployed","student","retired","homemaker","sick","inactive_other"
"S01001462",634,370,14,79,106,35,12,18
"S01001463",390,235,7,45,63,15,16,9
"S01001464",716,491,15,68,91,19,17,15
"S01001465",487,291,13,55,78,27,13,10
"S01001466",594,356,16,68,93,32,18,11
"S01001467",689,499,8,83,45,26,20,8
"S01001468",499,293,10,38,117,21,17,3
"S01001469",617,350,20,59,121,41,13,13
"S01001470",714,434,12,75,107,61,7,18
"S01001471",535,345,9,56,75,28,11,11
"S01001472",667,405,16,49,126,29,36,6
"S01001473",505,289,9,42,93,32,23,17
"S01001474",922,394,22,58,133,32,65,218
"S01001475",415,258,4,25,94,18,8,8
"S01001476",729,475,16,81,84,47,15,11
"S01001477",782,547,11,73,78,40,22,11
"S01001478",522,322,6,44,108,17,18,7
"S01001479",451,256,7,33,100,15,26,14
"S01001480",411,257,4,34,70,17,15,14
"S01001481",710,441,15,75,123,34,13,9
"S01001482",510,285,23,39,65,38,35,25
"S01001483",677,420,9,57,124,43,9,15
"S01001484",629,425,11,54,74,30,21,14
"S01001485",534,344,10,44,74,30,20,12
"S01001486",518,292,6,55,99,36,17,13
"S01001487",503,269,35,28,79,28,52,12
"S01001488",718,461,10,53,121,30,25,18
"S01001489",634,376,7,152,56,19,16,8
"S01001490",668,408,24,36,90,28,57,25
"S01001491",636,429,6,49,100,27,12,13
"S01001492",742,414,45,33,118,33,67,32
"S01001493",628,392,7,51,108,25,25,20
"S01001494",653,377,20,51,93,18,68,26
"S01001495",472,250,10,38,117,23,19,15
"S01001496",637,358,16,61,146,34,8,14
"S01001497",580,347,21,32,77,25,51,27
"S01001498",580,416,11,49,50,27,16,11
"S01001499",736,488,16,63,73,37,38,21
"S01001500",475,260,39,24,53,35,41,23
"S01001501",618,359,7,49,138,28,22,15
"S01001502",692,446,14,50,113,32,28,9
"S01001503",680,483,12,72,61,21,23,8
"S01001504",714,417,20,26,109,25,83,34
"S01001505",779,459,8,47,195,27,30,13
"S01001506",462,298,13,35,66,16,29,5
"S01001507",703,476,13,89,39,55,15,16
"S01001508",737,525,15,61,65,44,17,10
"S01001509",646,327,42,30,105,36,74,32
"S01001510",427,241,13,31,71,15,35,21
"S01001511",472,275,6,47,103,27,8,6
"S01001512",540,249,43,21,64,55,78,30
"S01001513",549,238,40,37,46,61,78,49
"S01001514",640,432,14,60,44,13,58,19
"S01001515",521,309,12,46,103,28,12,11
"S01001516",512,272,15,30,104,24,52,15
"S01001517",568,265,23,40,136,20,51,33
"S01001518",732,449,38,51,73,37,58,26
"S01001519",696,432,11,48,151,36,6,12
"S01001520",540,316,15,30,90,26,46,17
"S01001521",755,442,14,76,128,52,25,18
"S01001522",737,374,27,54,153,28,74,27
"S01001523",539,410,12,39,29,35,6,8
"S01001524",731,412,25,20,135,36,77,26
"S01001525",680,439,28,38,72,21,61,21
"S01001526",483,313,7,62,63,17,16,5
"S01001527",601,367,24,45,88,37,30,10
"S01001528",734,491,20,71,75,40,24,13
"S01001529",444,279,10,26,75,16,20,18
"S01001530",628,353,31,46,83,39,47,29
"S01001531",743,509,29,26,59,23,76,21
"S01001532",409,254,7,30,73,25,9,11
"S01001533",640,358,13,58,149,37,17,8
"S01001534",543,355,7,44,88,28,13,8
"S01001535",640,390,19,52,105,32,25,17
"S01001536",597,309,33,24,79,30,84,38
"S01001537",468,223,19,38,63,32,60,33
"S01001538",681,402,22,55,138,29,22,13
"S01001539",606,425,9,61,52,20,24,15
"S01001540",542,388,10,41,49,40,5,9
"S01001541",667,411,13,72,99,24,25,23
"S01001542",540,361,7,39,72,24,21,16
"S01001543",566,370,21,42,48,31,41,13
"S01001544",685,412,19,47,86,52,45,24
"S01001545",593,458,8,57,36,18,10,6
"S01001546",664,337,47,37,76,44,75,48
"S01001547",618,326,28,38,90,38,71,27
"S01001548",520,376,9,37,47,22,21,8
"S01001549",816,386,24,35,104,33,202,32
"S01001550",486,321,16,23,63,32,23,8
"S01001551",581,388,7,20,88,47,21,10
"S01001552",620,417,23,21,63,42,27,27
"S01001553",591,386,4,17,95,55,18,16
"S01001554",709,482,13,38,103,29,31,13
"S01001555",577,318,19,23,92,43,53,29
"S01001556",667,477,12,26,82,30,29,11
"S01001557",722,540,13,40,49,38,31,11
"S01001558",599,382,9,23,98,26,42,19
"S01001559",397,241,18,15,60,16,30,17
"S01001560",472,287,22,11,53,31,37,31
"S01001561",520,321,19,25,75,36,29,15
"S01001562",510,322,15,19,59,21,50,24
"S01001563",429,324,6,9,60,14,10,6
"S01001564",440,286,11,14,69,17,30,13
"S01001565",533,305,8,16,102,24,57,21
"S01001566",494,364,7,19,52,19,20,13
"S01001567",720,552,14,38,60,23,22,11
"S01001568",487,355,8,12,60,36,10,6
"S01001569",398,330,10,8,17,11,12,10
"S01001570",345,295,2,5,15,14,6,8
"S01001571",510,265,24,22,56,46,67,30
"S01001572",440,321,10,18,43,12,21,15
"S01001573",479,342,10,18,47,34,20,8
"S01001574",647,365,34,24,106,37,64,17
"S01001575",567,391,9,26,60,21,39,21
"S01001576",447,253,16,13,80,13,55,17
"S01001577",555,388,7,20,72,20,34,14
"S01001578",513,311,9,24,105,23,27,14
"S01001579",556,336,14,25,59,40,54,28
"S01001580",451,266,10,15,97,28,23,12
"S01001581",572,402,11,34,79,17,21,8
"S01001582",434,264,22,12,49,23,36,28
"S01001583",329,204,10,18,49,12,21,15
"S01001584",544,308,18,15,102,32,49,20
"S01001585",598,332,17,21,114,39,55,20
"S01001586",364,283,3,25,18,21,8,6
"S01001587",590,325,31,20,121,32,38,23
"S01001588",531,328,17,16,56,33,52,29
"S01001589",591,359,24,6,118,23,43,18
"S01001590",535,368,12,23,75,28,16,13
"S01001591",454,250,27,8,90,17,39,23
"S01001592",530,315,27,30,56,32,43,27
"S01001593",626,379,16,73,68,25,46,19
"S01001594",583,395,19,16,85,20,33,15
"S01001595",496,253,37,14,58,54,40,40
"S01001596",540,351,11,21,99,23,20,15
"S01001597",539,291,4,85,99,15,32,13
"S01001598",472,312,6,33,76,21,11,13
"S01001599",680,455,16,18,91,24,50,26
"S01001600",730,430,16,24,132,32,61,35
"S01001601",613,400,12,20,84,47,29,21
"S01001602",353,228,8,12,66,14,17,8
"S01001603",621,404,21,29,81,29,36,21
"S01001604",455,258,30,31,30,46,40,20
"S01001605",451,278,17,18,85,19,25,9
"S01001606",382,210,20,12,68,24,33,15
"S01001607",672,481,19,23,65,31,25,28
"S01001608",664,471,10,38,73,35,26,11
"S01001609",669,428,25,27,82,38,42,27
"S01001610",427,240,9,20,90,25,24,19
"S01001611",580,404,21,20,68,42,13,12
"S01001612",632,425,6,39,110,28,12,12
"S01001613",563,295,26,28,59,53,65,37
"S01001614",399,223,16,15,83,13,24,25
"S01001615",581,365,21,21,89,27,39,19
"S01001616",409,308,5,18,38,29,8,3
"S01001617",523,279,16,18,106,27,51,26
"S01001618",666,442,16,21,107,39,29,12
"S01001619",529,306,14,21,96,27,40,25
"S01001620",594,266,15,16,167,24,80,26
"S01001621",523,314,12,22,72,33,45,25
"S01001622",625,381,23,17,82,41,66,15
"S01001623",533,338,10,18,91,19,42,15
"S01001624",727,452,23,37,118,30,40,27
"S01001625",542,290,28,18,75,42,67,22
"S01001626",553,365,11,39,64,31,33,10
"S01001627",561,312,24,15,102,19,65,24
"S01001628",400,227,22,15,34,40,39,23
"S01001629",438,281,6,13,60,22,44,12
"S01001630",418,258,17,11,53,25,40,14
"S01001631",631,397,16,31,87,35,42,23
"S01001632",433,362,1,19,15,21,10,5
"S01001633",704,475,8,39,113,45,15,9
"S01001634",599,473,9,15,51,21,20,10
"S01001635",561,369,8,15,103,20,30,16
"S01001636",393,307,5,18,34,14,7,8
"S01001637",546,369,7,26,70,37,26,11
"S01001638",666,435,27,18,89,32,42,23
"S01001639",484,266,10,13,110,25,39,21
"S01001640",504,332,9,34,81,30,7,11
"S01001641",447,273,16,21,78,23,21,15
"S01001642",661,378,18,36,140,27,45,17
"S01001643",539,336,14,21,101,29,21,17
"S01001644",568,369,16,24,70,41,21,27
"S01001645",617,383,23,30,67,53,40,21
"S01001646",423,295,4,23,49,24,14,14
"S01001647",488,312,9,20,91,29,19,8
"S01001648",523,325,17,20,85,33,25,18
"S01001649",554,275,19,21,142,28,48,21
"S01001650",551,346,13,38,88,36,13,17
"S01001651",636,383,12,39,114,32,43,13
"S01001652",592,413,11,22,82,39,13,12
"S01001653",478,285,26,18,52,45,37,15
"S01001654",414,254,6,20,72,33,13,16
"S01001655",436,270,12,17,79,30,21,7
"S01001656",676,400,14,28,152,33,32,17
"S01001657",365,251,12,14,41,25,14,8
"S01001658",619,404,10,29,79,48,23,26
"S01001659",434,249,5,25,104,37,9,5
"S01001660",492,244,6,23,129,64,7,19
"S01001661",475,291,10,12,95,36,24,7
"S01001662",544,309,21,17,105,35,36,21
"S01001663",562,355,9,35,98,49,7,9
"S01001664",347,247,8,16,39,26,7,4
"S01001665",480,238,3,21,164,31,13,10
"S01001666",414,243,14,28,76,26,12,15
"S01001667",503,293,6,22,139,23,13,7
"S01001668",434,231,4,19,121,31,15,13
"S01001669",426,274,19,16,68,29,10,10
"S01001670",502,329,9,32,85,17,10,20
"S01001671",403,295,4,23,34,23,12,12
"S01001672",421,240,18,24,74,21,34,10
"S01001673",486,328,15,34,54,24,15,16
"S01001674",516,284,12,30,113,21,45,11
"S01001675",510,337,4,40,77,26,17,9
"S01001676",650,380,7,36,127,57,26,17
"S01001677",629,403,15,44,102,39,16,10
"S01001678",714,521,17,71,43,32,21,9
"S01001679",475,294,8,24,79,49,10,11
"S01001680",484,251,10,55,120,31,7,10
"S01001681",480,294,10,39,81,34,13,9
"S01001682",390,280,7,52,13,18,16,4
"S01001683",555,341,8,41,105,32,11,17
"S01001684",419,267,8,33,63,32,11,5
"S01001685",479,246,21,32,80,35,43,22
"S01001686",657,391,16,76,98,42,24,10
"S01001687",667,344,13,71,162,48,18,11
"S01001688",604,447,10,30,65,24,10,18
"S01001689",543,314,4,68,100,36,11,10
"S01001690",356,225,10,30,43,24,17,7
"S01001691",603,366,11,63,108,38,9,8
"S01001692",410,235,14,44,46,27,31,13
"S01001693",505,394,10,35,9,40,8,9
"S01001694",494,335,13,25,71,16,25,9
"S01001695",565,385,10,38,70,35,15,12
"S01001696",564,370,13,51,81,26,14,9
"S01001697",596,382,19,68,48,26,28,25
"S01001698",389,254,15,20,58,14,17,11
"S01001699",442,309,10,41,19,51,6,6
"S01001700",711,420,12,62,132,52,17,16
"S01001701",572,336,17,22,117,29,30,21
"S01001702",602,342,9,55,121,33,24,18
"S01001703",516,371,14,39,33,36,10,13
"S01001704",697,417,13,77,95,58,13,24
"S01001705",426,336,8,35,13,19,10,5
"S01001706",554,359,8,49,100,25,12,1
"S01001707",504,281,25,33,69,36,41,19
"S01001708",619,358,7,60,110,38,26,20
"S01001709",438,330,10,33,21,23,10,11
"S01001710",504,327,14,29,80,23,25,6
"S01001711",563,387,9,49,73,22,12,11
"S01001712",404,280,13,25,44,17,16,9
"S01001713",696,443,21,92,47,48,23,22
"S01001714",525,322,5,63,86,22,14,13
"S01001715",706,487,17,87,43,36,19,17
"S01001716",592,324,23,43,96,20,50,36
"S01001717",572,379,10,45,85,30,12,11
"S01001718",360,244,2,40,37,22,9,6
"S01001719",562,384,15,55,59,25,14,10
"S01001720",482,346,12,40,37,28,12,7
"S01001721",399,249,10,22,71,26,15,6
"S01001722",543,350,10,58,80,24,14,7
"S01001723",541,308,8,66,73,58,7,21
"S01001724",500,228,35,32,79,32,72,22
"S01001725",498,278,21,31,92,12,43,21
"S01001726",461,307,11,46,64,16,6,11
"S01001727",639,430,5,63,88,32,15,6
"S01001728",485,335,9,41,63,17,12,8
"S01001729",701,455,16,52,107,27,30,14
"S01001730",462,308,4,42,65,18,18,7
"S01001731",483,295,9,53,81,23,9,13
"S01001732",455,293,14,39,61,23,14,11
"S01001733",510,311,20,45,69,25,27,13
"S01001734",401,234,7,49,70,27,9,5
"S01001735",359,237,5,23,60,16,12,6
"S01001736",698,418,5,72,111,64,9,19
"S01001737",450,332,4,26,54,16,11,7
"S01001738",455,276,6,58,72,29,8,6
"S01001739",435,328,7,30,32,22,10,6
"S01001740",581,389,16,31,52,24,49,20
"S01001741",482,250,26,29,72,36,54,15
"S01001742",495,220,36,35,56,44,71,33
"S01001743",685,325,34,36,91,56,90,53
"S01001744",429,318,6,34,29,22,16,4
"S01001745",593,394,10,40,85,32,21,11
"S01001746",682,424,6,60,108,44,26,14
"S01001747",652,325,29,34,132,30,71,31
"S01001748",475,293,4,37,102,15,14,10
"S01001749",579,292,16,15,147,25,63,21
"S01001750",567,306,18,27,129,26,42,19
"S01001751",678,384,38,31,100,31,75,19
"S01001752",747,472,11,102,105,30,17,10
"S01001753",599,271,39,40,76,48,89,36
"S01001754",543,363,6,65,56,41,3,9
"S01001755",657,369,9,60,118,44,37,20
"S01001756",408,186,8,27,133,26,15,13
"S01001757",564,347,14,55,66,24,37,21
"S01001758",496,290,10,41,106,33,11,5
"S01001759",469,253,20,26,57,38,54,21
"S01001760",490,282,12,30,76,26,52,12
"S01001761",476,232,16,23,93,26,57,29
"S01001762",610,342,14,59,115,34,31,15
"S01001763",582,364,9,74,87,29,7,12
"S01001764",372,261,13,33,26,20,12,7
"S01001765",712,421,15,46,118,19,74,19
"S01001766",482,297,8,54,64,30,20,9
"S01001767",424,272,2,47,63,29,7,4
"S01001768",480,321,16,32,69,18,18,6
"S01001769",498,274,11,52,105,26,19,11
"S01001770",386,196,22,27,28,38,53,22
"S01001771",576,341,22,45,79,31,34,24
"S01001772",346,169,6,27,83,13,29,19
"S01001773",678,398,25,51,80,41,57,26
"S01001774",461,323,9,25,55,23,15,11
"S01001775",515,309,11,50,95,30,15,5
"S01001776",435,262,17,29,69,14,34,10
"S01001777",635,436,17,54,58,30,26,14
"S01001778",685,317,27,44,96,39,125,37
"S01001779",381,218,7,32,80,18,13,13
"S01001780",583,369,13,33,92,37,30,9
"S01001781",475,292,12,39,88,16,18,10
"S01001782",657,368,12,72,144,31,18,12
"S01001783",398,145,35,25,29,52,57,55
"S01001784",386,220,10,35,69,22,12,18
"S01001785",510,355,12,40,53,24,16,10
"S01001786",434,301,7,26,51,16,22,11
"S01001787",488,294,12,41,93,13,27,8
"S01001788",670,458,14,58,80,21,29,10
"S01001789",398,245,18,20,26,23,41,25
"S01001790",591,411,14,48,81,19,10,8
"S01001791",566,393,15,46,64,32,5,11
"S01001792",518,347,11,51,65,19,18,7
"S01001793",587,391,13,39,76,33,20,15
"S01001794",656,414,8,55,98,38,26,17
"S01001795",715,456,9,45,51,18,15,121
"S01001796",626,346,9,40,168,44,8,11
"S01001797",486,282,15,24,96,27,30,12
"S01001798",694,461,7,56,115,30,12,13
"S01001799",611,267,31,23,46,97,110,37
"S01001800",710,534,12,46,53,30,18,17
"S01001801",665,436,9,56,86,55,8,15
"S01001802",634,525,7,20,29,18,20,15
"S01001803",786,624,10,34,48,30,25,15
"S01001804",814,589,19,39,83,31,38,15
"S01001805",576,367,12,28,103,27,23,16
"S01001806",492,310,3,36,106,13,15,9
"S01001807",638,334,5,47,192,23,19,18
"S01001808",467,269,8,34,70,29,36,21
"S01001809",517,202,30,18,55,69,94,49
"S01001810",731,494,12,55,105,32,16,17
"S01001811",543,317,7,46,126,29,6,12
"S01001812",373,234,4,27,65,24,9,10
"S01001813",530,372,6,29,73,23,16,11
"S01001814",529,400,22,24,33,35,3,12
"S01001815",667,424,6,40,138,24,22,13
"S01001816",770,505,11,73,107,53,9,12
"S01001817",498,276,9,16,80,25,67,25
"S01001818",556,338,4,29,150,20,7,8
"S01001819",754,455,13,66,135,60,14,11
"S01001820",566,267,27,30,105,46,67,24
"S01001821",330,225,14,11,18,33,9,20
"S01001822",789,548,11,36,129,22,22,21
"S01001823",523,230,33,14,102,35,64,45
"S01001824",549,315,13,33,115,31,30,12
"S01001825",619,465,7,34,65,24,16,8
"S01001826",363,139,29,14,52,41,49,39
"S01001827",640,350,17,76,71,48,49,29
"S01001828",532,424,10,43,18,25,6,6
"S01001829",479,294,7,57,81,16,16,8
"S01001830",653,452,6,75,80,19,11,10
"S01001831",551,299,14,38,119,20,45,16
"S01001832",490,260,20,22,76,19,66,27
"S01001833",719,483,13,51,113,36,6,17
"S01001834",435,263,12,8,70,19,46,17
"S01001835",470,341,10,26,48,27,7,11
"S01001836",528,346,7,46,69,33,18,9
"S01001837",654,430,14,48,106,30,11,15
"S01001838",406,256,11,11,63,17,23,25
"S01001839",647,305,28,37,129,56,55,37
"S01001840",550,343,7,28,128,26,9,9
"S01001841",503,358,15,31,44,26,17,12
"S01001842",573,446,16,38,37,23,8,5
"S01001843",547,265,25,37,95,43,58,24
"S01001844",2371,530,13,1590,165,38,13,22
"S01001845",570,408,13,51,49,33,10,6
"S01001846",670,461,8,54,83,43,10,11
"S01001847",570,283,16,25,109,31,72,34
"S01001848",565,288,24,27,125,32,44,25
"S01001849",461,258,8,41,85,33,22,14
"S01001850",550,392,14,35,59,26,17,7
"S01001851",586,428,13,39,65,23,13,5
"S01001852",648,443,15,48,100,25,7,10
"S01001853",569,363,7,44,120,21,10,4
"S01001854",893,638,21,27,88,46,20,53
"S01001855",532,368,8,30,55,43,12,16
"S01001856",391,208,12,16,89,11,36,19
"S01001857",594,334,28,33,105,30,35,29
"S01001858",589,363,12,29,126,24,20,15
"S01001859",700,406,27,32,76,57,67,35
"S01001860",705,364,13,165,114,33,10,6
"S01001861",641,314,42,27,123,47,50,38
"S01001862",720,524,10,58,80,21,16,11
"S01001863",732,545,8,43,77,19,24,16
"S01001864",627,336,41,53,40,63,57,37
"S01001865",440,178,48,38,29,64,54,29
"S01001866",516,328,8,35,88,34,7,16
"S01001867",381,194,20,24,57,27,44,15
"S01001868",518,319,10,38,102,19,7,23
"S01001869",648,454,5,57,89,14,13,16
"S01001870",514,236,35,18,69,49,69,38
"S01001871",592,345,11,40,108,31,29,28
"S01001872",591,355,17,28,92,23,53,23
"S01001873",522,345,7,40,83,23,10,14
"S01001874",455,195,37,38,27,67,49,42
"S01001875",621,398,6,49,112,34,13,9
"S01001876",740,419,23,32,120,41,66,39
"S01001877",630,338,43,51,32,76,58,32
"S01001878",716,435,7,51,154,46,7,16
"S01001879",470,176,51,17,39,63,86,38
"S01001880",539,288,37,39,40,32,66,37
"S01001881",515,315,9,22,110,24,19,16
"S01001882",566,389,18,29,52,30,28,20
"S01001883",421,272,9,37,52,29,11,11
"S01001884",662,331,27,46,120,44,69,25
"S01001885",737,446,9,40,171,43,15,13
"S01001886",415,171,38,11,56,20,81,38
"S01001887",597,392,15,23,88,32,26,21
"S01001888",637,433,8,40,99,37,11,9
"S01001889",422,284,8,39,50,21,9,11
"S01001890",695,473,16,40,58,34,51,23
"S01001891",406,201,13,20,84,22,47,19
"S01001892",602,301,59,27,53,51,75,36
"S01001893",706,355,52,30,94,51,82,42
"S01001894",505,245,46,35,34,48,47,50
"S01001895",525,286,18,37,85,35,48,16
"S01001896",561,380,11,45,69,34,12,10
"S01001897",628,310,51,45,47,74,62,39
"S01001898",448,237,19,26,76,23,50,17
"S01001899",624,458,12,28,68,25,22,11
"S01001900",563,364,11,22,98,25,32,11
"S01001901",623,395,15,51,100,32,21,9
"S01001902",664,449,13,68,76,43,4,11
"S01001903",441,220,17,52,54,19,50,29
"S01001904",455,255,7,18,93,25,43,14
"S01001905",671,455,10,65,79,33,17,12
"S01001906",345,117,8,8,48,27,107,30
"S01001907",523,283,17,20,83,34,57,29
"S01001908",696,329,6,213,89,41,8,10
"S01001909",486,237,29,34,55,35,50,46
"S01001910",561,404,13,31,53,30,18,12
"S01001911",542,377,10,57,62,18,9,9
"S01001912",583,386,24,35,70,24,26,18
"S01001913",722,509,20,37,77,34,28,17
"S01001914",420,256,6,31,76,31,12,8
"S01001915",625,407,11,26,129,22,19,11
"S01001916",656,429,17,103,66,15,17,9
"S01001917",444,291,6,34,57,44,6,6
"S01001918",741,491,25,103,61,9,29,23
"S01001919",676,480,8,31,82,29,27,19
"S01001920",443,236,15,50,75,22,27,18
"S01001921",428,215,13,28,96,20,36,20
"S01001922",584,438,10,39,53,23,14,7
"S01001923",256,118,9,21,35,14,38,21
"S01001924",516,345,9,56,70,17,13,6
"S01001925",580,377,6,56,89,22,13,17
"S01001926",467,270,28,31,55,19,40,24
"S01001927",613,363,11,56,133,23,15,12
"S01001928",897,456,13,76,98,22,202,30
"S01001929",534,358,4,41,99,17,8,7
"S01001930",659,459,17,97,44,10,15,17
"S01001931",510,230,20,27,72,63,70,28
"S01001932",1083,495,32,50,115,43,63,285
"S01001933",618,412,9,51,94,31,7,14
"S01001934",572,323,15,42,97,31,43,21
"S01001935",499,225,42,26,27,49,89,41
"S01001936",651,383,7,71,135,17,15,23
"S01001937",679,436,17,38,110,19,42,17
"S01001938",462,283,14,84,36,14,13,18
"S01001939",384,218,12,88,44,6,8,8
"S01001940",563,348,16,101,53,28,6,11
"S01001941",726,433,10,152,79,25,13,14
"S01001942",428,235,12,92,57,12,15,5
"S01001943",451,244,15,40,66,32,33,21
"S01001944",428,233,7,24,104,25,22,13
"S01001945",485,313,6,32,86,27,13,8
"S01001946",556,279,33,38,42,61,59,44
"S01001947",587,329,16,51,122,30,19,20
"S01001948",491,235,40,34,25,55,67,35
"S01001949",495,279,23,30,60,42,36,25
"S01001950",717,502,11,31,92,25,32,24
"S01001951",574,290,17,36,103,29,66,33
"S01001952",584,359,8,109,59,23,15,11
"S01001953",601,382,12,107,62,19,7,12
"S01001954",362,241,10,22,53,9,20,7
"S01001955",545,295,11,22,109,33,48,27
"S01001956",535,275,26,37,56,48,65,28
"S01001957",232,123,9,14,33,10,27,16
"S01001958",664,285,11,81,146,32,81,28
"S01001959",464,289,10,20,87,19,23,16
"S01001960",681,395,22,144,55,38,17,10
"S01001961",770,553,9,108,51,20,10,19
"S01001962",640,429,25,32,72,22,35,25
"S01001963",604,386,24,44,82,23,27,18
"S01001964",617,503,13,39,28,6,13,15
"S01001965",596,296,16,19,156,22,56,31
"S01001966",543,207,38,39,55,62,82,60
"S01001967",529,421,13,24,22,23,12,14
"S01001968",587,378,10,51,104,20,12,12
"S01001969",498,298,21,34,80,17,37,11
"S01001970",425,241,7,31,100,32,5,9
"S01001971",544,237,27,28,131,24,60,37
"S01001972",588,421,14,69,39,17,11,17
"S01001973",524,392,9,30,66,12,9,6
"S01001974",633,369,18,166,34,22,12,12
"S01001975",578,280,14,154,89,29,3,9
"S01001976",621,298,15,188,65,15,20,20
"S01001977",533,285,18,29,118,17,38,28
"S01001978",508,238,24,17,74,38,74,43
"S01001979",479,293,9,79,54,16,18,10
"S01001980",583,440,23,63,33,12,9,3
"S01001981",611,369,4,161,42,16,13,6
"S01001982",212,88,25,11,14,14,39,21
"S01001983",619,375,13,159,45,12,3,12
"S01001984",415,254,17,40,18,23,41,22
"S01001985",532,366,11,40,58,25,19,13
"S01001986",584,463,12,84,8,7,1,9
"S01001987",735,300,10,364,29,20,2,10
"S01001988",583,407,11,36,63,20,32,14
"S01001989",667,402,15,38,152,23,25,12
"S01001990",855,363,12,372,61,26,9,12
"S01001991",556,427,8,39,38,26,12,6
"S01001992",620,332,11,152,57,39,12,17
"S01001993",577,349,11,122,51,30,3,11
"S01001994",721,433,12,218,29,6,13,10
"S01001995",526,437,10,22,25,12,10,10
"S01001996",785,401,15,293,32,14,12,18
"S01001997",587,368,9,65,89,15,23,18
"S01001998",497,387,9,16,28,32,15,10
"S01001999",687,232,11,398,21,8,6,11
"S01002000",571,373,16,20,69,29,43,21
"S01002001",695,535,28,52,27,12,22,19
"S01002002",671,232,12,392,11,14,2,8
"S01002003",610,426,9,22,74,19,48,12
"S01002004",698,445,14,124,67,12,20,16
"S01002005",576,303,16,16,125,21,70,25
"S01002006",688,540,14,34,38,27,20,15
"S01002007",881,673,26,95,39,9,21,18
"S01002008",739,463,13,203,30,11,6,13
"S01002009",699,330,24,247,53,23,13,9
"S01002010",458,204,8,201,24,10,5,6
"S01002011",794,642,12,37,48,39,4,12
"S01002012",665,386,17,188,36,21,8,9
"S01002013",598,340,10,161,45,23,11,8
"S01002014",686,274,14,319,39,15,12,13
"S01002015",663,428,7,40,151,16,10,11
"S01002016",507,379,9,73,25,10,5,6
"S01002017",734,260,62,29,137,68,112,66
"S01002018",633,400,7,33,154,19,10,10
"S01002019",718,279,20,367,17,12,12,11
"S01002020",414,139,4,260,4,2,2,3
"S01002021",673,339,20,22,149,35,74,34
"S01002022",552,386,12,20,71,20,28,15
"S01002023",669,414,9,196,17,15,6,12
"S01002024",638,397,14,162,30,12,10,13
"S01002025",772,536,27,109,36,11,24,29
"S01002026",506,305,7,25,129,16,11,13
"S01002027",962,367,28,502,35,8,4,18
"S01002028",2572,259,9,2244,22,9,15,14
"S01002029",692,256,14,373,25,8,2,14
"S01002030",687,479,25,105,30,11,22,15
"S01002031",534,358,24,47,55,21,12,17
"S01002032",631,387,12,175,35,6,9,7
"S01002033",671,432,35,83,36,15,44,26
"S01002034",642,323,20,218,25,13,28,15
"S01002035",559,377,17,37,79,17,19,13
"S01002036",741,524,29,84,22,23,29,30
"S01002037",619,253,12,309,22,7,8,8
"S01002038",510,250,12,200,20,16,2,10
"S01002039",456,280,11,23,85,26,19,12
"S01002040",450,261,19,90,35,5,21,19
"S01002041",779,514,30,157,30,14,11,23
"S01002042",627,335,13,27,169,30,40,13
"S01002043",538,337,11,36,97,24,24,9
"S01002044",479,232,36,15,66,40,58,32
"S01002045",601,399,13,21,102,18,34,14
"S01002046",528,315,31,82,29,3,42,26
"S01002047",555,287,12,159,59,8,16,14
"S01002048",808,264,16,460,30,10,13,15
"S01002049",993,469,29,370,51,18,26,30
"S01002050",519,280,8,30,127,34,28,12
"S01002051",597,306,13,27,138,29,50,34
"S01002052",691,465,16,103,35,13,36,23
"S01002053",695,279,27,336,27,10,7,9
"S01002054",550,238,7,251,25,10,11,8
"S01002055",684,469,10,75,68,27,23,12
"S01002056",675,381,7,34,171,18,31,33
"S01002057",638,425,7,45,114,26,14,7
"S01002058",592,365,27,88,30,19,39,24
"S01002059",601,352,28,101,32,31,38,19
"S01002060",670,247,19,333,23,14,17,17
"S01002061",603,339,32,150,30,10,22,20
"S01002062",469,246,17,32,105,22,32,15
"S01002063",929,338,27,456,41,11,37,19
"S01002064",673,451,21,93,20,35,35,18
"S01002065",641,325,20,218,31,16,16,15
"S01002066",624,275,19,212,33,21,41,23
"S01002067",606,359,12,64,119,24,16,12
"S01002068",832,528,32,147,31,19,52,23
"S01002069",406,266,7,18,75,22,15,3
"S01002070",581,311,10,154,33,14,35,24
"S01002071",567,274,20,228,21,6,12,6
"S01002072",777,516,13,62,117,30,23,16
"S01002073",559,314,37,76,41,19,47,25
"S01002074",470,283,8,35,115,16,7,6
"S01002075",705,515,25,68,52,10,19,16
"S01002076",764,340,44,249,53,12,43,23
"S01002077",645,409,9,34,146,31,8,8
"S01002078",680,469,18,23,122,16,16,16
"S01002079",665,406,30,81,59,18,48,23
"S01002080",716,448,7,53,137,32,20,19
"S01002081",602,320,12,146,35,27,43,19
"S01002082",694,498,14,47,80,23,17,15
"S01002083",383,162,8,11,126,15,39,22
"S01002084",470,261,10,121,27,13,20,18
"S01002085",620,209,21,337,4,11,19,19
"S01002086",506,232,19,174,19,13,32,17
"S01002087",772,318,24,249,61,31,69,20
"S01002088",597,362,12,40,110,29,33,11
"S01002089",726,460,9,55,132,27,21,22
"S01002090",781,445,17,39,172,40,44,24
"S01002091",723,389,20,205,25,17,39,28
"S01002092",649,402,4,46,125,21,39,12
"S01002093",678,368,37,153,50,22,25,23
"S01002094",566,336,15,33,113,19,30,20
"S01002095",409,250,3,26,95,18,4,13
