"dz_2001","total","owned","social","rented","rentfree"
"S01001604",682,228,422,18,14
"S01001605",607,361,198,28,20
"S01001606",525,264,209,17,35
"S01001607",928,735,146,28,19
"S01001608",900,822,28,48,2
"S01001609",942,476,428,26,12
"S01001610",564,365,112,72,15
"S01001611",777,507,22,177,71
"S01001612",843,801,15,16,11
"S01001613",861,216,600,0,45
"S01001614",604,394,131,47,32
"S01001615",774,404,334,20,16
"S01001616",587,578,5,4,0
"S01001617",714,252,435,5,22
"S01001618",902,585,156,117,44
"S01001619",723,426,279,15,3
"S01001620",810,434,332,27,17
"S01001621",763,390,356,1,16
"S01001622",907,413,414,53,27
"S01001623",715,463,238,7,7
"S01001624",1000,617,326,38,19
"S01001625",756,311,396,17,32
"S01001626",806,630,150,14,12
"S01001627",715,342,336,23,14
"S01001628",585,185,364,9,27
"S01001629",615,446,138,14,17
"S01001630",548,239,273,27,9
"S01001631",878,592,249,18,19
"S01001632",619,581,30,5,3
"S01001633",941,876,4,52,9
"S01001634",834,735,91,6,2
"S01001635",742,581,141,12,8
"S01001636",575,548,0,20,7
"S01001637",741,636,57,20,28
"S01001638",880,569,230,62,19
"S01001639",672,402,241,9,20
"S01001640",689,669,4,8,8
"S01001641",612,320,199,66,27
"S01001642",950,560,255,116,19
"S01001643",762,522,212,19,9
"S01001644",765,571,180,6,8
"S01001645",878,657,110,99,12
"S01001646",581,359,95,74,53
"S01001647",655,576,43,29,7
"S01001648",757,383,342,19,13
"S01001649",759,302,425,13,19
"S01001650",807,446,291,43,27
"S01001651",908,694,143,53,18
"S01001652",816,694,5,80,37
"S01001653",669,345,219,92,13
"S01001654",601,369,131,53,48
"S01001655",605,437,93,57,18
"S01001656",932,623,201,79,29
"S01001657",512,324,24,125,39
"S01001658",925,623,152,107,43
"S01001659",645,604,15,16,10
"S01001660",652,571,37,35,9
"S01001661",648,345,157,108,38
"S01001662",769,409,344,16,0
"S01001663",782,720,45,13,4
"S01001664",543,467,57,9,10
"S01001665",761,676,66,9,10
"S01001666",612,498,81,21,12
"S01001667",743,686,2,46,9
"S01001668",632,559,1,62,10
"S01001669",636,421,63,135,17
"S01001670",689,645,12,20,12
"S01001671",568,539,2,20,7
"S01001672",589,390,177,17,5
"S01001673",666,643,8,14,1
"S01001674",711,492,177,21,21
"S01001675",677,662,2,12,1
"S01001676",894,821,41,14,18
"S01001677",835,814,0,21,0
"S01001678",942,928,5,7,2
"S01001679",696,678,0,12,6
"S01001680",601,594,0,0,7
"S01001681",649,640,0,4,5
"S01001682",522,510,3,7,2
"S01001683",736,698,0,26,12
"S01001684",575,519,19,24,13
"S01001685",680,431,207,30,12
"S01001686",929,903,0,18,8
"S01001687",992,940,10,33,9
"S01001688",838,806,6,22,4
"S01001689",727,706,5,11,5
"S01001690",545,397,118,17,13
"S01001691",819,795,7,17,0
"S01001692",577,404,130,28,15
"S01001693",770,754,2,12,2
"S01001694",644,583,32,17,12
"S01001695",744,731,0,8,5
"S01001696",762,725,2,27,8
"S01001697",807,642,142,22,1
"S01001698",523,432,65,16,10
"S01001699",666,658,4,4,0
"S01001700",980,966,2,8,4
"S01001701",859,612,236,1,10
"S01001702",896,759,109,22,6
"S01001703",757,741,1,15,0
"S01001704",937,888,7,38,4
"S01001705",590,567,0,23,0
"S01001706",784,761,6,14,3
"S01001707",693,416,243,10,24
"S01001708",863,818,7,30,8
"S01001709",605,567,1,32,5
"S01001710",663,583,39,26,15
"S01001711",765,756,0,1,8
"S01001712",517,468,46,1,2
"S01001713",957,942,5,10,0
"S01001714",707,696,0,2,9
"S01001715",960,923,2,25,10
"S01001716",785,528,232,5,20
"S01001717",776,759,3,9,5
"S01001718",505,488,4,8,5
"S01001719",795,778,6,7,4
"S01001720",690,646,8,29,7
"S01001721",567,539,3,19,6
"S01001722",754,725,9,13,7
"S01001723",709,662,11,19,17
"S01001724",732,250,425,12,45
"S01001725",715,477,200,14,24
"S01001726",662,653,6,3,0
"S01001727",880,849,10,11,10
"S01001728",672,661,4,7,0
"S01001729",970,955,3,8,4
"S01001730",630,622,2,0,6
"S01001731",635,629,5,0,1
"S01001732",596,525,42,16,13
"S01001733",708,555,80,55,18
"S01001734",527,523,0,1,3
"S01001735",506,501,5,0,0
"S01001736",998,976,4,5,13
"S01001737",614,611,1,2,0
"S01001738",619,611,0,0,8
"S01001739",628,611,4,13,0
"S01001740",788,738,0,32,18
"S01001741",650,415,204,10,21
"S01001742",707,361,321,4,21
"S01001743",911,452,412,28,19
"S01001744",616,602,4,4,6
"S01001745",830,808,7,15,0
"S01001746",958,926,7,19,6
"S01001747",874,611,224,9,30
"S01001748",640,632,4,2,2
"S01001749",761,534,194,18,15
"S01001750",731,620,96,7,8
"S01001751",914,597,261,38,18
"S01001752",994,980,2,5,7
"S01001753",851,340,473,7,31
"S01001754",820,814,0,0,6
"S01001755",906,810,46,40,10
"S01001756",625,558,35,25,7
"S01001757",762,624,100,24,14
"S01001758",766,683,44,31,8
"S01001759",609,246,317,29,17
"S01001760",695,517,148,20,10
"S01001761",662,369,234,20,39
"S01001762",987,793,146,37,11
"S01001763",840,835,0,1,4
"S01001764",530,517,1,11,1
"S01001765",963,729,191,23,20
"S01001766",696,604,57,26,9
"S01001767",628,583,29,16,0
"S01001768",617,548,43,24,2
"S01001769",718,696,4,15,3
"S01001770",542,159,334,29,20
"S01001771",804,740,41,3,20
"S01001772",516,451,17,45,3
"S01001773",956,625,286,16,29
"S01001774",623,578,14,29,2
"S01001775",751,732,6,7,6
"S01001776",613,457,111,28,17
"S01001777",914,888,1,17,8
"S01001778",864,457,353,15,39
"S01001779",538,512,6,13,7
"S01001780",807,669,96,29,13
"S01001781",669,668,1,0,0
"S01001782",936,918,11,5,2
"S01001783",638,115,489,10,24
"S01001784",587,555,5,21,6
"S01001785",679,670,5,0,4
"S01001786",569,541,22,2,4
"S01001787",642,624,3,15,0
"S01001788",874,866,5,1,2
"S01001789",531,370,129,16,16
"S01001790",762,681,3,50,28
"S01001791",748,696,4,26,22
"S01001792",733,661,48,11,13
"S01001793",842,692,115,23,12
"S01001794",924,777,112,22,13
"S01001795",568,478,19,61,10
"S01001796",813,795,1,13,4
"S01001797",701,524,135,26,16
"S01001798",909,893,3,8,5
"S01001799",1002,207,707,15,73
"S01001800",999,955,30,11,3
"S01001801",911,791,16,83,21
"S01001802",819,746,32,38,3
"S01001803",1003,914,20,63,6
"S01001804",1076,938,47,78,13
"S01001805",784,630,115,33,6
"S01001806",644,583,30,19,12
"S01001807",844,810,26,4,4
"S01001808",625,419,165,17,24
"S01001809",748,169,475,13,91
"S01001810",947,850,66,22,9
"S01001811",716,709,1,6,0
"S01001812",566,563,3,0,0
"S01001813",715,707,6,0,2
"S01001814",753,534,28,189,2
"S01001815",879,796,69,10,4
"S01001816",1076,1046,1,27,2
"S01001817",694,475,190,17,12
"S01001818",767,737,6,17,7
"S01001819",1032,994,19,13,6
"S01001820",800,431,316,15,38
"S01001821",524,102,42,370,10
"S01001822",999,947,21,25,6
"S01001823",746,307,365,4,70
"S01001824",780,574,151,33,22
"S01001825",815,780,1,27,7
"S01001826",571,156,355,17,43
"S01001827",886,502,273,67,44
"S01001828",791,757,3,27,4
"S01001829",705,531,63,95,16
"S01001830",936,906,0,28,2
"S01001831",765,597,140,18,10
"S01001832",677,455,175,25,22
"S01001833",969,944,4,12,9
"S01001834",576,415,130,18,13
"S01001835",645,502,11,127,5
"S01001836",716,652,29,15,20
"S01001837",938,883,27,26,2
"S01001838",583,430,131,14,8
"S01001839",921,502,349,27,43
"S01001840",736,710,9,12,5
"S01001841",740,641,21,76,2
"S01001842",758,736,0,17,5
"S01001843",755,384,307,39,25
"S01001844",1091,1013,26,23,29
"S01001845",848,818,6,22,2
"S01001846",943,895,15,30,3
"S01001847",799,471,261,25,42
"S01001848",788,421,303,40,24
"S01001849",616,582,16,13,5
"S01001850",784,682,8,91,3
"S01001851",752,738,3,5,6
"S01001852",808,796,3,5,4
"S01001853",776,755,2,13,6
"S01001854",961,357,232,342,30
"S01001855",756,716,0,28,12
"S01001856",588,312,203,46,27
"S01001857",802,580,170,22,30
"S01001858",791,760,6,13,12
"S01001859",966,568,346,26,26
"S01001860",806,700,0,52,54
"S01001861",890,507,333,22,28
"S01001862",909,891,0,15,3
"S01001863",916,889,4,20,3
"S01001864",862,360,446,30,26
"S01001865",707,57,566,33,51
"S01001866",704,658,1,31,14
"S01001867",548,242,261,18,27
"S01001868",673,632,2,35,4
"S01001869",845,807,6,24,8
"S01001870",733,290,392,4,47
"S01001871",860,636,139,70,15
"S01001872",737,591,99,39,8
"S01001873",745,715,9,15,6
"S01001874",720,104,557,12,47
"S01001875",880,871,5,0,4
"S01001876",1055,678,295,31,51
"S01001877",986,240,706,10,30
"S01001878",953,939,3,7,4
"S01001879",676,73,522,6,75
"S01001880",745,289,402,9,45
"S01001881",674,628,7,33,6
"S01001882",771,656,10,103,2
"S01001883",569,507,3,51,8
"S01001884",998,564,332,66,36
"S01001885",1058,1026,3,23,6
"S01001886",548,44,479,9,16
"S01001887",795,502,255,14,24
"S01001888",907,861,11,25,10
"S01001889",577,454,48,62,13
"S01001890",927,700,174,44,9
"S01001891",665,407,197,38,23
"S01001892",769,274,426,20,49
"S01001893",939,407,454,35,43
"S01001894",739,191,485,18,45
"S01001895",756,451,226,47,32
"S01001896",844,789,6,47,2
"S01001897",884,256,505,48,75
"S01001898",590,305,218,25,42
"S01001899",796,725,1,68,2
"S01001900",783,668,92,14,9
"S01001901",924,836,44,34,10
"S01001902",902,794,8,94,6
"S01001903",588,357,189,30,12
"S01001904",637,392,183,22,40
"S01001905",920,803,4,101,12
"S01001906",406,102,239,51,14
"S01001907",794,522,213,31,28
"S01001908",830,684,0,138,8
"S01001909",669,242,367,6,54
"S01001910",766,645,7,106,8
"S01001911",760,701,5,43,11
"S01001912",793,581,19,187,6
"S01001913",983,694,47,238,4
"S01001914",584,541,19,17,7
"S01001915",845,817,1,22,5
"S01001916",815,568,19,215,13
"S01001917",650,598,0,35,17
"S01001918",866,529,50,282,5
"S01001919",908,811,4,87,6
"S01001920",720,555,94,58,13
"S01001921",602,397,151,34,20
"S01001922",782,724,25,30,3
"S01001923",341,247,76,13,5
"S01001924",729,627,15,80,7
"S01001925",794,738,1,38,17
"S01001926",644,401,207,30,6
"S01001927",860,749,42,61,8
"S01001928",780,532,12,219,17
"S01001929",754,707,7,24,16
"S01001930",772,471,10,286,5
"S01001931",754,298,396,25,35
"S01001932",983,575,345,22,41
"S01001933",866,782,8,71,5
"S01001934",793,570,137,64,22
"S01001935",720,143,540,20,17
"S01001936",945,767,65,95,18
"S01001937",900,729,96,58,17
"S01001938",557,364,6,178,9
"S01001939",475,275,5,187,8
"S01001940",740,599,27,112,2
"S01001941",816,707,7,87,15
"S01001942",562,356,36,163,7
"S01001943",621,357,215,24,25
"S01001944",561,447,52,51,11
"S01001945",682,624,2,46,10
"S01001946",838,205,525,22,86
"S01001947",770,666,7,72,25
"S01001948",766,247,450,37,32
"S01001949",724,335,337,18,34
"S01001950",907,648,149,100,10
"S01001951",776,423,264,59,30
"S01001952",764,602,7,132,23
"S01001953",789,608,3,169,9
"S01001954",447,376,59,10,2
"S01001955",800,462,271,45,22
"S01001956",789,399,310,63,17
"S01001957",292,178,85,17,12
"S01001958",876,513,206,120,37
"S01001959",624,448,139,15,22
"S01001960",879,707,3,165,4
"S01001961",949,790,9,147,3
"S01001962",833,690,60,76,7
"S01001963",766,497,149,102,18
"S01001964",778,723,4,49,2
"S01001965",822,536,191,56,39
"S01001966",767,195,490,28,54
"S01001967",675,549,0,122,4
"S01001968",771,652,28,87,4
"S01001969",648,427,173,31,17
"S01001970",573,533,13,21,6
"S01001971",774,331,357,42,44
"S01001972",765,661,5,94,5
"S01001973",704,616,35,52,1
"S01001974",768,546,0,208,14
"S01001975",845,673,5,154,13
"S01001976",753,507,54,177,15
"S01001977",748,418,232,84,14
"S01001978",727,304,378,14,31
"S01001979",571,396,8,155,12
"S01001980",685,522,23,138,2
"S01001981",724,531,18,167,8
"S01001982",302,43,204,45,10
"S01001983",743,522,0,216,5
"S01001984",524,252,204,63,5
"S01001985",777,649,14,108,6
"S01001986",622,445,3,171,3
"S01001987",825,388,2,426,9
"S01001988",794,674,19,93,8
"S01001989",879,816,29,28,6
"S01001990",989,525,16,442,6
"S01001991",792,696,4,92,0
"S01001992",832,546,25,255,6
"S01001993",756,580,0,171,5
"S01001994",845,575,31,238,1
"S01001995",687,638,10,36,3
"S01001996",867,472,12,381,2
"S01001997",744,473,156,108,7
"S01001998",716,626,8,76,6
"S01001999",748,278,0,460,10
"S01002000",762,586,103,60,13
"S01002001",766,529,47,185,5
"S01002002",738,341,0,395,2
"S01002003",826,692,100,26,8
"S01002004",799,528,34,230,7
"S01002005",796,504,234,35,23
"S01002006",938,877,3,47,11
"S01002007",934,633,46,248,7
"S01002008",863,540,9,305,9
"S01002009",799,458,13,309,19
"S01002010",514,265,3,240,6
"S01002011",1088,1033,30,23,2
"S01002012",778,474,2,293,9
"S01002013",796,545,10,209,32
"S01002014",774,422,18,325,9
"S01002015",878,872,1,5,0
"S01002016",550,389,4,155,2
"S01002017",1042,287,677,20,58
"S01002018",832,823,9,0,0
"S01002019",788,362,2,417,7
"S01002020",431,108,5,314,4
"S01002021",965,578,293,56,38
"S01002022",765,544,109,72,40
"S01002023",760,469,2,289,0
"S01002024",739,497,3,233,6
"S01002025",828,480,55,286,7
"S01002026",680,659,10,8,3
"S01002027",1047,407,11,613,16
"S01002028",857,305,68,464,20
"S01002029",756,310,5,422,19
"S01002030",771,479,45,239,8
"S01002031",659,423,77,148,11
"S01002032",711,450,31,221,9
"S01002033",753,430,138,179,6
"S01002034",717,334,67,307,9
"S01002035",772,695,9,60,8
"S01002036",825,522,62,233,8
"S01002037",680,314,29,335,2
"S01002038",580,334,0,238,8
"S01002039",636,533,39,49,15
"S01002040",532,286,70,174,2
"S01002041",875,562,4,300,9
"S01002042",934,698,186,33,17
"S01002043",784,684,60,27,13
"S01002044",703,230,385,49,39
"S01002045",760,565,61,120,14
"S01002046",573,228,193,148,4
"S01002047",699,312,141,236,10
"S01002048",866,255,53,554,4
"S01002049",1096,439,71,570,16
"S01002050",705,656,38,1,10
"S01002051",818,540,247,11,20
"S01002052",752,399,100,244,9
"S01002053",760,317,29,408,6
"S01002054",595,226,9,353,7
"S01002055",852,837,4,11,0
"S01002056",942,751,136,29,26
"S01002057",858,798,8,36,16
"S01002058",668,303,163,195,7
"S01002059",711,260,210,224,17
"S01002060",742,271,30,431,10
"S01002061",663,316,69,276,2
"S01002062",625,398,200,12,15
"S01002063",982,333,128,510,11
"S01002064",803,336,267,187,13
"S01002065",764,400,123,233,8
"S01002066",688,133,158,390,7
"S01002067",809,677,37,85,10
"S01002068",896,408,157,316,15
"S01002069",571,507,31,23,10
"S01002070",662,304,115,224,19
"S01002071",605,254,15,324,12
"S01002072",1099,986,16,87,10
"S01002073",634,253,190,176,15
"S01002074",660,638,5,14,3
"S01002075",876,591,37,237,11
"S01002076",826,337,132,338,19
"S01002077",839,756,4,75,4
"S01002078",862,691,10,98,63
"S01002079",750,361,168,207,14
"S01002080",975,944,10,19,2
"S01002081",697,264,204,222,7
"S01002082",835,612,69,132,22
"S01002083",544,337,171,17,19
"S01002084",554,298,71,176,9
"S01002085",654,121,131,386,16
"S01002086",531,144,119,257,11
"S01002087",935,307,253,351,24
"S01002088",866,769,56,34,7
"S01002089",989,948,18,16,7
"S01002090",1071,914,110,20,27
"S01002091",796,314,137,334,11
"S01002092",842,779,2,39,22
"S01002093",759,182,286,280,11
"S01002094",738,606,98,27,7
"S01002095",541,492,3,44,2
"S01002096",832,810,9,11,2
"S01002097",761,751,2,3,5
"S01002098",705,556,111,22,16
"S01002099",841,547,1,279,14
"S01002100",596,506,44,40,6
"S01002101",900,250,474,140,36
"S01002102",655,412,168,51,24
"S01002103",744,721,8,9,6
"S01002104",924,213,486,213,12
"S01002105",986,930,1,38,17
"S01002106",739,245,62,423,9
"S01002107",546,500,32,13,1
"S01002108",959,224,127,598,10
"S01002109",866,330,10,510,16
"S01002110",687,607,0,68,12
"S01002111",1023,980,9,23,11
"S01002112",1043,933,37,50,23
"S01002113",762,709,25,21,7
"S01002114",715,704,0,11,0
"S01002115",1031,751,4,259,17
"S01002116",761,624,96,36,5
"S01002117",581,207,115,247,12
"S01002118",849,165,252,417,15
"S01002119",602,431,120,30,21
"S01002120",762,738,5,9,10
"S01002121",705,625,59,14,7
"S01002122",881,826,1,51,3
"S01002123",976,964,1,9,2
"S01002124",759,738,5,13,3
"S01002125",1008,891,45,65,7
"S01002126",669,657,3,7,2
"S01002127",728,590,55,66,17
"S01002128",737,325,32,366,14
"S01002129",740,274,199,258,9
"S01002130",656,643,2,7,4
"S01002131",627,285,66,251,25
"S01002132",788,667,83,29,9
"S01002133",1041,675,75,264,27
"S01002134",618,599,5,12,2
"S01002135",863,838,5,13,7
"S01002136",637,432,6,185,14
"S01002137",885,726,125,29,5
"S01002138",628,328,255,27,18
"S01002139",703,660,5,28,10
"S01002140",906,488,337,43,38
"S01002141",680,540,61,72,7
"S01002142",1050,966,44,23,17
"S01002143",763,657,72,31,3
"S01002144",721,690,0,20,11
"S01002145",961,686,16,227,32
"S01002146",913,732,13,164,4
"S01002147",965,702,219,22,22
"S01002148",864,842,0,10,12
"S01002149",1022,700,144,158,20
"S01002150",689,586,5,94,4
"S01002151",1035,666,91,265,13
"S01002152",773,640,1,116,16
"S01002153",540,532,1,4,3
"S01002154",883,553,270,34,26
"S01002155",1010,383,486,105,36
"S01002156",754,403,0,339,12
"S01002157",797,669,4,116,8
"S01002158",771,645,9,103,14
"S01002159",740,425,60,237,18
"S01002160",790,303,285,189,13
"S01002161",678,275,55,331,17
"S01002162",1018,683,271,46,18
"S01002163",1003,653,104,232,14
"S01002164",854,593,232,12,17
"S01002165",957,823,107,23,4
"S01002166",796,496,1,279,20
"S01002167",660,472,137,26,25
"S01002168",1005,517,175,288,25
"S01002169",783,530,2,242,9
"S01002170",832,531,240,33,28
"S01002171",624,523,68,20,13
"S01002172",735,694,6,23,12
"S01002173",953,776,87,78,12
"S01002174",913,608,93,202,10
"S01002175",973,762,20,188,3
"S01002176",800,694,53,52,1
"S01002177",790,544,9,232,5
"S01002178",916,518,56,321,21
"S01002179",692,678,6,7,1
"S01002180",504,253,4,236,11
"S01002181",762,614,13,128,7
"S01002182",726,414,45,261,6
"S01002183",842,568,78,184,12
"S01002184",792,753,3,28,8
"S01002185",798,432,263,59,44
"S01002186",737,491,3,238,5
"S01002187",901,558,0,335,8
"S01002188",763,707,5,35,16
"S01002189",732,436,116,174,6
"S01002190",780,465,7,300,8
"S01002191",801,409,313,48,31
"S01002192",866,673,159,20,14
"S01002193",905,872,5,21,7
"S01002194",744,562,126,32,24
"S01002195",909,479,122,286,22
"S01002196",667,568,77,12,10
"S01002197",566,344,122,91,9
"S01002198",852,510,46,278,18
"S01002199",728,415,33,269,11
"S01002200",795,767,5,17,6
"S01002201",886,534,15,326,11
"S01002202",688,364,6,302,16
"S01002203",475,347,6,122,0
"S01002204",711,337,314,23,37
"S01002205",767,531,17,211,8
"S01002206",546,351,72,115,8
"S01002207",844,768,56,13,7
"S01002208",557,349,4,201,3
"S01002209",916,632,59,220,5
"S01002210",610,473,0,134,3
"S01002211",570,213,315,18,24
"S01002212",1008,601,315,55,37
"S01002213",829,558,211,8,52
"S01002214",768,511,6,244,7
"S01002215",914,821,27,46,20
"S01002216",774,528,95,144,7
"S01002217",797,401,88,298,10
"S01002218",556,371,7,178,0
"S01002219",672,648,2,19,3
"S01002220",792,768,9,14,1
"S01002221",767,405,158,192,12
"S01002222",836,812,4,9,11
"S01002223",718,701,5,7,5
"S01002224",746,738,3,1,4
"S01002225",714,460,41,205,8
"S01002226",1037,847,3,185,2
"S01002227",835,399,369,46,21
"S01002228",974,938,9,25,2
"S01002229",785,744,4,34,3
"S01002230",971,692,58,210,11
"S01002231",771,511,5,156,99
"S01002232",715,425,240,22,28
"S01002233",931,450,286,179,16
"S01002234",779,473,132,154,20
"S01002235",968,713,31,219,5
"S01002236",907,645,199,27,36
"S01002237",1077,977,49,44,7
"S01002238",567,274,237,31,25
"S01002239",932,302,525,45,60
"S01002240",727,443,167,96,21
"S01002241",890,514,290,64,22
"S01002242",788,720,13,54,1
"S01002243",766,551,63,147,5
"S01002244",724,556,52,112,4
"S01002245",941,753,1,180,7
"S01002246",834,542,73,205,14
"S01002247",866,390,396,24,56
"S01002248",1095,953,4,119,19
"S01002249",777,369,280,118,10
"S01002250",973,901,6,64,2
"S01002251",736,693,33,5,5
"S01002252",537,463,7,40,27
"S01002253",1005,700,254,22,29
"S01002254",788,477,125,167,19
"S01002255",1039,612,216,185,26
"S01002256",768,617,2,143,6
"S01002257",713,621,58,26,8
"S01002258",777,240,210,316,11
"S01002259",537,459,57,15,6
"S01002260",853,817,1,26,9
"S01002261",961,892,10,49,10
"S01002262",789,759,0,25,5
"S01002263",794,742,0,32,20
"S01002264",864,762,6,89,7
"S01002265",1033,284,691,34,24
"S01002266",592,407,68,107,10
"S01002267",972,511,269,157,35
"S01002268",715,696,2,15,2
"S01002269",910,717,46,116,31
"S01002270",914,514,124,252,24
"S01002271",853,770,48,26,9
"S01002272",560,519,4,37,0
"S01002273",787,532,107,138,10
"S01002274",719,450,120,136,13
"S01002275",897,382,432,50,33
"S01002276",776,745,7,11,13
"S01002277",781,471,226,41,43
"S01002278",1064,455,471,103,35
"S01002279",961,393,460,58,50
"S01002280",797,701,46,43,7
"S01002281",703,93,568,10,32
"S01002282",341,66,253,4,18
"S01002283",744,592,74,50,28
"S01002284",964,796,7,152,9
"S01002285",782,323,323,92,44
"S01002286",712,598,36,74,4
"S01002287",766,696,8,59,3
"S01002288",749,415,105,224,5
"S01002289",799,438,274,74,13
"S01002290",795,314,336,101,44
"S01002291",838,119,635,15,69
"S01002292",789,464,162,141,22
"S01002293",874,791,5,74,4
"S01002294",572,541,4,24,3
"S01002295",758,677,20,57,4
"S01002297",929,778,126,13,12
"S01002298",744,692,15,30,7
"S01002299",841,809,5,23,4
"S01002300",792,716,41,33,2
"S01002301",860,750,1,102,7
"S01002302",749,209,490,43,7
"S01002303",832,570,189,48,25
"S01002304",798,393,153,234,18
"S01002305",834,396,285,140,13
"S01002306",475,348,32,91,4
"S01002307",634,364,75,188,7
"S01002308",911,774,46,89,2
"S01002309",741,347,273,87,34
"S01002310",832,309,397,100,26
"S01002311",551,414,46,79,12
"S01002312",647,242,346,27,32
"S01002313",731,688,3,38,2
"S01002314",830,710,40,69,11
"S01002315",558,521,26,6,5
"S01002316",712,686,1,22,3
"S01002317",840,569,102,160,9
"S01002318",845,514,186,112,33
"S01002319",1098,470,490,71,67
"S01002320",631,590,16,24,1
"S01002321",892,119,690,10,73
"S01002322",689,510,97,79,3
"S01002323",777,644,69,58,6
"S01002324",761,245,466,21,29
"S01002325",552,220,241,76,15
"S01002326",820,563,142,100,15
"S01002327",670,297,82,210,81
"S01002328",765,702,23,35,5
"S01002329",708,629,54,22,3
"S01002330",798,667,114,15,2
"S01002331",709,589,97,15,8
"S01002332",958,937,0,19,2
"S01002333",834,813,4,15,2
"S01002334",827,737,49,30,11
"S01002335",983,797,127,46,13
"S01002336",1019,955,24,37,3
"S01002337",977,901,34,36,6
"S01002338",579,283,261,19,16
"S01002339",622,403,157,31,31
"S01002340",540,448,42,40,10
"S01002341",560,473,59,12,16
"S01002342",599,350,181,32,36
"S01002343",775,608,102,49,16
"S01002344",530,380,96,35,19
"S01002345",697,401,157,106,33
"S01002346",912,682,159,50,21
"S01002347",736,551,64,74,47
"S01002348",944,723,103,76,42
"S01002349",936,639,181,67,49
"S01002350",962,767,90,59,46
"S01002351",651,531,59,30,31
"S01002352",843,703,76,56,8
"S01002353",745,659,38,40,8
"S01002354",782,661,46,44,31
"S01002355",841,500,256,36,49
"S01002356",768,499,128,104,37
"S01002357",690,379,257,21,33
"S01002358",530,452,47,15,16
"S01002359",875,577,229,25,44
"S01002360",654,355,235,48,16
"S01002361",601,402,125,46,28
"S01002362",687,549,97,22,19
"S01002363",915,709,101,84,21
"S01002364",747,275,412,35,25
"S01002365",544,443,61,29,11
"S01002366",559,480,29,41,9
"S01002367",871,683,120,50,18
"S01002368",863,736,87,17,23
"S01002369",528,457,43,18,10
"S01002370",724,566,116,28,14
"S01002371",644,574,45,15,10
"S01002372",798,642,102,35,19
"S01002373",629,560,33,24,12
"S01002374",710,625,21,39,25
"S01002375",895,339,529,5,22
"S01002376",868,475,331,16,46
"S01002377",845,370,430,11,34
"S01002378",556,454,62,29,11
"S01002379",945,438,470,11,26
"S01002380",702,358,312,19,13
"S01002381",829,394,389,10,36
"S01002382",666,217,405,0,44
"S01002383",535,509,21,0,5
"S01002384",554,266,263,14,11
"S01002385",819,284,504,4,27
"S01002386",993,837,137,10,9
"S01002387",617,517,75,15,10
"S01002388",824,795,7,17,5
"S01002389",733,722,8,0,3
"S01002390",692,586,84,16,6
"S01002391",876,827,16,25,8
"S01002392",897,797,72,9,19
"S01002393",520,455,39,15,11
"S01002394",662,460,175,1,26
"S01002395",768,633,122,12,1
"S01002396",754,509,224,5,16
"S01002397",811,740,36,29,6
"S01002398",834,801,13,19,1
"S01002399",1010,616,354,13,27
"S01002400",887,869,2,11,5
"S01002401",964,938,5,15,6
"S01002402",895,454,379,25,37
"S01002403",773,340,391,4,38
"S01002404",960,783,163,2,12
"S01002405",777,762,7,7,1
"S01002406",790,440,312,8,30
"S01002407",803,548,211,24,20
"S01002408",885,476,379,0,30
"S01002409",646,578,30,30,8
"S01002410",532,502,25,5,0
"S01002411",667,403,211,8,45
"S01002412",1006,971,7,28,0
"S01002413",703,451,213,26,13
"S01002414",613,149,406,8,50
"S01002415",773,238,481,3,51
"S01002416",533,484,19,23,7
"S01002417",722,577,107,26,12
"S01002418",945,602,303,12,28
"S01002419",542,528,1,3,10
"S01002420",623,237,364,0,22
"S01002421",876,845,13,15,3
"S01002422",604,551,25,22,6
"S01002423",679,460,179,19,21
"S01002424",900,633,233,12,22
"S01002425",811,482,283,24,22
"S01002426",634,264,210,130,30
"S01002427",805,605,177,7,16
"S01002428",532,302,204,4,22
"S01002429",724,56,620,0,48
"S01002430",487,455,2,21,9
"S01002431",760,377,353,6,24
"S01002432",716,576,76,48,16
"S01002433",534,316,198,6,14
"S01002434",923,555,332,21,15
"S01002435",717,417,255,29,16
"S01002436",730,335,345,10,40
"S01002437",501,382,64,36,19
"S01002438",679,375,264,18,22
"S01002439",795,565,205,10,15
"S01002440",913,472,411,12,18
"S01002441",629,600,10,8,11
"S01002442",459,391,25,41,2
"S01002443",573,358,189,13,13
"S01002444",531,165,329,3,34
"S01002445",740,380,313,21,26
"S01002446",746,689,11,27,19
"S01002447",737,371,334,10,22
"S01002448",574,200,345,1,28
"S01002449",480,463,9,7,1
"S01002450",712,389,250,54,19
"S01002451",1092,874,165,36,17
"S01002452",568,294,253,2,19
"S01002453",799,640,151,4,4
"S01002454",807,692,91,1,23
"S01002455",627,422,182,5,18
"S01002456",965,360,554,17,34
"S01002457",822,484,291,22,25
"S01002458",877,378,455,2,42
"S01002459",519,324,94,86,15
"S01002460",846,306,466,14,60
"S01002461",477,473,4,0,0
"S01002462",670,385,225,50,10
"S01002463",1013,376,584,4,49
"S01002464",545,363,161,6,15
"S01002465",582,530,37,15,0
"S01002466",996,576,339,39,42
"S01002467",447,349,68,15,15
"S01002468",555,303,215,24,13
"S01002469",651,381,243,8,19
"S01002470",845,434,377,11,23
"S01002471",510,339,149,7,15
"S01002472",581,181,361,5,34
"S01002473",847,480,313,36,18
"S01002474",479,246,185,34,14
