dz_2011,total,owned,social,rented,rentfree
S01009960,1337,1066,43,211,17
S01009961,674,527,100,43,4
S01009962,1062,619,110,326,7
S01009963,1135,1062,2,61,10
S01009964,1224,990,41,185,8
S01009965,923,846,43,29,5
S01009966,1164,1109,11,42,2
S01009967,984,866,23,84,11
S01009968,608,573,16,19,0
S01009969,1331,1048,209,66,8
S01009970,1064,223,777,57,7
S01009971,1548,671,782,92,3
S01009972,903,562,289,52,0
S01009973,829,430,360,35,4
S01009974,916,127,761,28,0
S01009975,908,126,732,49,1
S01009976,782,235,517,28,2
S01009977,1099,139,945,15,0
S01009978,1240,275,916,49,0
S01009979,945,169,734,41,1
S01009980,629,95,498,36,0
S01009981,984,177,764,43,0
S01009982,1030,496,467,62,5
S01009983,663,22,620,18,3
S01009984,1042,450,535,57,0
S01009985,611,69,529,13,0
S01009986,699,107,560,32,0
S01009987,880,317,530,33,0
S01009988,665,144,489,23,9
S01009989,1017,727,123,160,7
S01009990,970,707,78,184,1
S01009991,1042,813,5,221,3
S01009992,945,207,685,53,0
S01009993,826,637,3,181,5
S01009994,725,544,9,162,10
S01009995,653,490,5,142,16
S01009996,918,637,37,237,7
S01009997,648,501,10,130,7
S01009998,934,827,21,77,9
S01009999,886,801,5,77,3
S01010000,860,626,10,224,0
S01010001,798,564,42,185,7
S01010002,1343,1072,27,241,3
S01010003,969,857,31,79,2
S01010004,924,857,12,52,3
S01010005,962,468,248,240,6
S01010006,1261,710,191,356,4
S01010007,959,822,18,119,0
S01010008,765,410,112,239,4
S01010009,639,350,65,222,2
S01010010,1466,1316,21,118,11
S01010011,828,401,231,194,2
S01010012,1511,1360,37,98,16
S01010013,970,557,105,301,7
S01010014,1278,898,108,266,6
S01010015,1013,640,52,307,14
S01010016,723,503,186,32,2
S01010017,968,395,493,76,4
S01010018,1180,507,560,108,5
S01010019,1164,203,898,62,1
S01010020,993,605,307,75,6
S01010021,806,92,632,75,7
S01010022,1040,287,586,157,10
S01010023,1409,319,928,157,5
S01010024,790,246,394,148,2
S01010025,877,144,570,155,8
S01010026,1780,459,1027,285,9
S01010027,1747,743,584,400,20
S01010028,763,182,481,97,3
S01010029,535,223,284,27,1
S01010030,950,401,310,220,19
S01010031,975,359,39,567,10
S01010032,1228,302,166,743,17
S01010033,1099,227,571,289,12
S01010034,1021,347,507,163,4
S01010035,736,120,510,90,16
S01010036,1502,388,95,1004,15
S01010037,1022,329,605,85,3
S01010038,1382,418,695,269,0
S01010039,1014,321,90,579,24
S01010040,891,403,188,291,9
S01010041,935,288,235,403,9
S01010042,1432,478,209,723,22
S01010043,989,318,458,213,0
S01010044,1413,519,519,362,13
S01010045,824,170,585,69,0
S01010046,1130,318,666,145,1
S01010047,1083,194,856,31,2
S01010048,1352,326,897,120,9
S01010049,1057,109,809,131,8
S01010050,979,113,743,119,4
S01010051,804,145,546,101,12
S01010052,627,148,331,146,2
S01010053,859,190,415,251,3
S01010054,764,57,692,13,2
S01010055,1164,450,507,203,4
S01010056,599,69,501,26,3
S01010057,553,175,283,92,3
S01010058,996,308,519,154,15
S01010059,744,292,254,190,8
S01010060,979,349,510,118,2
S01010061,822,537,157,122,6
S01010062,807,331,373,103,0
S01010063,1073,341,537,195,0
S01010064,765,387,287,89,2
S01010065,839,348,417,74,0
S01010066,753,263,409,75,6
S01010067,1066,325,644,94,3
S01010068,742,238,261,230,13
S01010069,1005,907,42,52,4
S01010070,665,619,13,27,6
S01010071,912,640,226,44,2
S01010072,1097,874,172,45,6
S01010073,1023,887,88,46,2
S01010074,1062,896,108,54,4
S01010075,781,510,220,50,1
S01010076,859,602,182,72,3
S01010077,719,376,301,40,2
S01010078,692,595,43,52,2
S01010079,923,862,22,29,10
S01010080,803,764,12,18,9
S01010081,1104,1028,31,42,3
S01010082,854,686,11,149,8
S01010083,1035,746,219,65,5
S01010084,1110,705,324,78,3
S01010085,1093,956,87,47,3
S01010086,1027,577,381,64,5
S01010087,573,545,11,13,4
S01010088,1545,1351,48,134,12
S01010089,1041,679,153,202,7
S01010090,1136,880,109,138,9
S01010091,1809,1387,248,161,13
S01010092,1119,556,405,144,14
S01010093,951,777,71,93,10
S01010094,1191,1083,66,40,2
S01010095,1218,1170,4,40,4
S01010096,927,868,17,37,5
S01010097,731,616,52,58,5
S01010098,727,706,6,14,1
S01010099,948,902,12,25,9
S01010100,886,795,48,38,5
S01010101,1055,879,72,96,8
S01010102,742,702,15,21,4
S01010103,888,845,10,28,5
S01010104,1039,964,21,51,3
S01010105,725,210,410,104,1
S01010106,629,305,295,26,3
S01010107,1016,439,319,256,2
S01010108,733,469,219,39,6
S01010109,2222,1547,387,278,10
S01010110,1066,203,825,37,1
S01010111,1163,162,956,44,1
S01010112,1139,143,962,34,0
S01010113,551,143,332,76,0
S01010114,873,67,797,9,0
S01010115,632,484,89,59,0
S01010116,1428,898,332,188,10
S01010117,1442,1204,126,106,6
S01010118,850,60,766,22,2
S01010119,543,81,441,20,1
S01010120,1045,130,879,34,2
S01010121,802,59,723,18,2
S01010122,508,43,452,13,0
S01010123,733,100,609,23,1
S01010124,723,517,68,134,4
S01010125,932,273,615,37,7
S01010126,657,474,150,20,13
S01010127,694,261,411,18,4
S01010128,758,85,639,34,0
S01010129,1039,127,854,57,1
S01010130,978,341,599,31,7
S01010131,1078,912,110,48,8
S01010132,1142,418,519,194,11
S01010133,912,344,495,70,3
S01010134,1244,663,386,173,22
S01010135,1166,620,458,79,9
S01010136,1076,781,172,121,2
S01010137,1231,744,315,164,8
S01010138,994,243,710,37,4
S01010139,1229,668,431,122,8
S01010140,989,586,208,185,10
S01010141,1065,290,661,107,7
S01010142,644,308,245,89,2
S01010143,829,429,339,50,11
S01010144,700,235,333,131,1
S01010145,778,376,154,247,1
S01010146,1267,370,614,281,2
S01010147,1136,237,722,173,4
S01010148,1320,554,610,154,2
S01010149,680,394,173,113,0
S01010150,818,315,404,91,8
S01010151,940,382,468,85,5
S01010152,954,630,202,113,9
S01010153,1010,580,331,94,5
S01010154,911,541,271,99,0
S01010155,777,457,264,52,4
S01010156,1060,442,567,50,1
S01010157,981,299,666,16,0
S01010158,913,550,244,110,9
S01010159,723,423,251,44,5
S01010160,822,76,718,28,0
S01010161,893,467,390,33,3
S01010162,1002,132,851,19,0
S01010163,1295,401,851,39,4
S01010164,838,388,396,44,10
S01010165,627,156,458,13,0
S01010166,1498,869,489,130,10
S01010167,911,368,450,89,4
S01010168,616,278,258,77,3
S01010169,842,314,425,94,9
S01010170,858,409,362,85,2
S01010171,1613,561,922,120,10
S01010172,769,331,357,79,2
S01010173,1108,733,319,43,13
S01010174,716,569,78,62,7
S01010175,480,293,117,66,4
S01010176,977,540,346,80,11
S01010177,776,139,603,32,2
S01010178,1103,172,865,59,7
S01010179,1655,731,797,118,9
S01010180,923,418,400,100,5
S01010181,1057,472,527,55,3
S01010182,1107,938,63,92,14
S01010183,1495,1037,371,79,8
S01010184,624,228,360,34,2
S01010185,733,277,428,28,0
S01010186,647,583,10,52,2
S01010187,789,640,69,75,5
S01010188,1876,1560,143,161,12
S01010189,976,910,12,44,10
S01010190,203,168,9,25,1
S01010191,736,657,19,59,1
S01010192,1050,961,23,51,15
S01010193,838,718,32,84,4
S01010194,689,473,202,12,2
S01010195,962,668,210,80,4
S01010196,771,337,401,31,2
S01010197,757,287,423,46,1
S01010198,1053,542,440,63,8
S01010199,693,189,483,21,0
S01010200,690,460,207,23,0
S01010201,928,725,156,38,9
S01010202,783,54,699,17,13
S01010203,729,561,69,98,1
S01010204,1190,444,639,96,11
S01010205,658,309,287,62,0
S01010206,497,18,257,47,175
S01010207,859,122,484,80,173
S01010208,1049,485,353,207,4
S01010209,952,429,403,112,8
S01010210,1076,689,285,94,8
S01010211,916,300,546,59,11
S01010212,1209,271,829,104,5
S01010213,1112,541,444,113,14
S01010214,967,760,92,100,15
S01010215,1049,184,826,38,1
S01010216,1039,115,871,50,3
S01010217,959,247,584,128,0
S01010218,1282,359,800,109,14
S01010219,750,59,631,53,7
S01010220,573,291,105,167,10
S01010221,574,47,487,40,0
S01010222,713,255,309,146,3
S01010223,651,192,364,94,1
S01010224,1253,133,1058,58,4
S01010225,931,415,434,79,3
S01010226,792,77,684,22,9
S01010227,921,83,779,50,9
S01010228,642,210,399,32,1
S01010229,1087,388,652,40,7
S01010230,1431,106,1275,47,3
S01010231,1013,37,940,36,0
S01010232,880,188,654,38,0
S01010233,1567,200,1285,75,7
S01010234,1069,523,153,371,22
S01010235,782,318,11,441,12
S01010236,725,430,61,228,6
S01010237,1007,564,140,299,4
S01010238,1051,502,127,409,13
S01010239,1026,316,494,210,6
S01010240,1111,444,395,266,6
S01010241,980,423,265,285,7
S01010242,1180,254,658,258,10
S01010243,1392,212,842,335,3
S01010244,1006,175,694,128,9
S01010245,1122,85,974,63,0
S01010246,1162,111,886,146,19
S01010247,952,646,221,84,1
S01010248,959,558,43,343,15
S01010249,976,477,41,452,6
S01010250,1114,455,24,614,21
S01010251,780,252,18,501,9
S01010252,742,370,68,297,7
S01010253,759,201,431,123,4
S01010254,1159,410,575,172,2
S01010255,1136,144,851,130,11
S01010256,1070,178,780,106,6
S01010257,1165,194,185,778,8
S01010258,1535,346,87,1082,20
S01010259,1176,202,633,325,16
S01010260,821,305,113,358,45
S01010261,1326,221,702,394,9
S01010262,1220,287,654,264,15
S01010263,752,245,47,448,12
S01010264,1226,396,196,608,26
S01010265,1118,416,8,665,29
S01010266,797,273,193,308,23
S01010267,869,144,53,659,13
S01010268,862,312,167,355,28
S01010269,941,262,236,429,14
S01010270,1418,287,751,346,34
S01010271,884,241,113,512,18
S01010272,1280,276,510,476,18
S01010273,1103,273,114,697,19
S01010274,653,201,31,404,17
S01010275,1399,394,122,843,40
S01010276,993,382,23,557,31
S01010277,610,87,408,112,3
S01010278,1357,250,806,291,10
S01010279,835,207,248,372,8
S01010280,877,250,180,441,6
S01010281,779,250,86,430,13
S01010282,1246,337,414,487,8
S01010283,874,292,163,406,13
S01010284,1302,437,274,582,9
S01010285,1151,339,247,558,7
S01010286,1593,521,252,793,27
S01010287,1105,374,128,596,7
S01010288,1194,430,68,688,8
S01010289,717,483,24,206,4
S01010290,857,237,182,419,19
S01010291,1077,265,223,580,9
S01010292,1197,512,66,598,21
S01010293,926,246,191,485,4
S01010294,1025,368,93,556,8
S01010295,974,353,66,530,25
S01010296,894,323,218,327,26
S01010297,964,311,368,282,3
S01010298,929,246,439,241,3
S01010299,608,154,345,103,6
S01010300,1428,402,381,629,16
S01010301,516,180,46,260,30
S01010302,835,193,519,115,8
S01010303,683,83,543,51,6
S01010304,714,214,362,129,9
S01010305,1145,363,491,280,11
S01010306,828,283,226,295,24
S01010307,892,443,84,353,12
S01010308,959,434,104,405,16
S01010309,597,188,346,61,2
S01010310,864,163,502,163,36
S01010311,1074,136,874,61,3
S01010312,1010,49,939,20,2
S01010313,1202,147,952,98,5
S01010314,1148,235,751,155,7
S01010315,1078,500,361,213,4
S01010316,1030,328,502,192,8
S01010317,1350,679,97,560,14
S01010318,670,121,361,179,9
S01010319,1045,388,435,213,9
S01010320,778,238,317,206,17
S01010321,1030,360,333,316,21
S01010322,1374,795,68,489,22
S01010323,734,28,696,9,1
S01010324,940,400,478,60,2
S01010325,1018,448,474,94,2
S01010326,1409,410,931,65,3
S01010327,1235,586,536,108,5
S01010328,1137,673,352,110,2
S01010329,492,221,216,52,3
S01010330,718,217,465,32,4
S01010331,1283,600,558,113,12
S01010332,1039,502,468,63,6
S01010333,962,475,361,111,15
S01010334,1276,658,491,122,5
S01010335,1110,586,469,50,5
S01010336,1212,520,642,49,1
S01010337,852,397,415,38,2
S01010338,884,285,573,25,1
S01010339,936,466,400,64,6
S01010340,853,322,492,39,0
S01010341,812,612,145,54,1
S01010342,829,704,78,45,2
S01010343,1427,1311,30,85,1
S01010344,929,306,603,19,1
S01010345,652,565,42,45,0
S01010346,1095,908,122,59,6
S01010347,919,279,523,112,5
S01010348,1076,625,351,95,5
S01010349,1137,655,422,57,3
S01010350,1362,352,953,57,0
S01010351,1038,460,412,166,0
S01010352,803,468,252,80,3
S01010353,1070,150,887,33,0
S01010354,733,252,351,127,3
S01010355,1203,397,689,114,3
S01010356,724,376,211,137,0
S01010357,670,183,453,29,5
S01010358,902,329,499,69,5
S01010359,1095,176,845,69,5
S01010360,567,142,364,56,5
S01010361,535,39,470,18,8
S01010362,970,304,564,88,14
S01010363,758,517,41,194,6
S01010364,1181,1098,42,41,0
S01010365,1165,941,25,189,10
S01010366,1401,1081,88,225,7
S01010367,1125,893,30,188,14
S01010368,823,669,10,131,13
S01010369,825,383,171,252,19
S01010370,725,445,33,236,11
S01010371,1210,704,50,440,16
S01010372,922,660,31,219,12
S01010373,761,439,54,261,7
S01010374,1015,582,41,378,14
S01010375,895,411,25,458,1
S01010376,1019,338,68,611,2
S01010377,974,371,69,520,14
S01010378,954,314,37,603,0
S01010379,1415,514,162,730,9
S01010380,1109,577,105,413,14
S01010381,1104,348,135,599,22
S01010382,958,397,165,386,10
S01010383,864,174,417,269,4
S01010384,1379,525,227,610,17
S01010385,979,322,298,344,15
S01010386,1231,371,434,409,17
S01010387,1731,526,465,715,25
S01010388,1095,326,502,256,11
S01010389,1777,630,136,975,36
S01010390,1303,545,253,499,6
S01010391,2917,1168,271,1435,43
S01010392,2000,690,268,1006,36
S01010393,1575,817,157,574,27
S01010394,936,310,448,175,3
S01010395,1144,581,214,339,10
S01010396,1033,334,293,391,15
S01010397,899,459,84,354,2
S01010398,1052,631,15,396,10
S01010399,1668,917,7,718,26
S01010400,1101,813,37,240,11
S01010401,825,453,94,277,1
S01010402,1173,791,44,333,5
S01010403,1112,823,11,266,12
S01010404,1219,893,55,261,10
S01010405,996,739,14,227,16
S01010406,954,559,13,372,10
S01010407,1256,570,13,654,19
S01010408,695,502,120,61,12
S01010409,1350,1175,86,69,20
S01010410,595,529,15,46,5
S01010411,1539,1404,35,82,18
S01010412,880,535,15,314,16
S01010413,949,806,18,114,11
S01010414,1231,969,99,159,4
S01010415,1158,513,542,99,4
S01010416,828,660,25,140,3
S01010417,580,463,18,84,15
S01010418,1207,756,170,267,14
S01010419,1591,1267,47,268,9
S01010420,1199,1112,34,41,12
S01010421,882,791,28,62,1
S01010422,1174,915,175,75,9
S01010423,1037,342,480,208,7
S01010424,1026,432,451,140,3
S01010425,1032,244,641,147,0
S01010426,1098,405,506,181,6
S01010427,1343,443,825,63,12
S01010428,1597,1273,233,72,19
S01010429,967,862,41,50,14
S01010430,1040,320,621,82,17
S01010431,1020,862,101,41,16
S01010432,880,242,519,108,11
S01010433,905,113,752,34,6
S01010434,819,191,501,119,8
S01010435,689,416,216,48,9
S01010436,778,178,487,113,0
S01010437,557,310,206,39,2
S01010438,1058,409,533,102,14
S01010439,1358,498,667,191,2
S01010440,1049,608,395,42,4
S01010441,899,532,168,190,9
S01010442,849,231,500,116,2
S01010443,765,506,173,71,15
S01010444,685,439,182,64,0
S01010445,929,485,392,50,2
S01010446,838,659,143,30,6
S01010447,1126,509,521,96,0
S01010448,1057,826,166,63,2
S01010449,952,608,229,109,6
S01010450,889,534,286,63,6
S01010451,1063,513,481,64,5
S01010452,919,603,211,86,19
S01010453,1141,372,721,38,10
S01010454,1108,820,208,77,3
S01010455,942,243,642,53,4
S01010456,633,376,200,52,5
S01010457,1044,519,478,41,6
S01010458,843,498,272,67,6
S01010459,752,538,151,55,8
S01010460,810,634,57,104,15
S01010461,1026,596,324,95,11
S01010462,1088,93,946,49,0
S01010463,796,597,147,51,1
S01010464,653,474,139,39,1
S01010465,999,789,71,125,14
S01010466,1402,909,131,344,18
S01010467,935,706,22,189,18
S01010468,1163,896,4,252,11
S01010469,826,370,202,251,3
S01010470,835,541,216,64,14
S01010471,922,498,307,110,7
S01010472,1328,975,88,243,22
S01010473,1044,614,115,299,16
S01010474,1099,552,209,322,16
S01010475,1233,863,77,276,17
S01010476,1015,687,175,145,8
S01010477,951,690,157,93,11
S01010478,1411,724,551,116,20
S01010479,1022,597,329,88,8
S01010480,838,641,147,48,2
S01010481,880,292,517,70,1
S01010482,998,686,245,60,7
S01010483,1110,707,305,90,8
S01010484,987,621,304,60,2
S01010485,1072,793,218,51,10
S01010486,1210,1127,41,40,2
S01010487,1123,833,213,65,12
S01010488,1366,479,795,71,21
S01010489,1351,473,836,33,9
S01010490,893,170,674,49,0
S01010491,1049,105,898,36,10
S01010492,808,38,743,23,4
S01010493,1200,124,1049,26,1
S01010494,698,337,317,40,4
S01010495,1184,142,1009,30,3
S01010496,1597,225,1315,51,6
S01010497,1063,305,735,23,0
S01010498,1333,213,1064,53,3
S01010499,1272,341,876,51,4
S01010500,1258,343,859,56,0
S01010501,910,300,590,19,1
S01010502,756,440,286,30,0
S01010503,838,156,647,31,4
S01010504,531,350,47,121,13
S01010505,655,456,80,91,28
S01010506,880,646,130,77,27
S01010507,1080,705,217,120,38
S01010508,1120,701,190,136,93
S01010509,1159,825,112,150,72
S01010510,1600,1171,297,99,33
S01010511,1213,594,550,63,6
S01010512,908,655,188,52,13
S01010513,887,731,63,76,17
S01010514,918,556,302,51,9
S01010515,905,571,253,64,17
S01010516,557,365,95,60,37
S01010517,1119,615,337,147,20
S01010518,922,571,204,137,10
S01010519,931,506,313,99,13
S01010520,1168,860,192,93,23
S01010521,1002,604,275,88,35
S01010522,776,385,278,100,13
S01010523,1053,341,621,74,17
S01010524,570,423,74,52,21
S01010525,754,583,63,74,34
S01010526,890,601,153,94,42
S01010527,1271,770,343,110,48
S01010528,787,546,100,99,42
S01010529,1063,813,119,108,23
S01010530,733,526,54,94,59
S01010531,1067,792,126,114,35
S01010532,816,555,59,110,92
S01010533,882,654,87,107,34
S01010534,1112,700,239,116,57
S01010535,699,441,56,147,55
S01010536,1157,722,252,179,4
S01010537,1216,701,253,196,66
S01010538,1123,547,365,193,18
S01010539,934,575,115,212,32
S01010540,626,466,37,119,4
S01010541,819,587,74,124,34
S01010542,1044,723,117,130,74
S01010543,600,437,27,116,20
S01010544,1265,848,216,175,26
S01010545,727,523,94,109,1
S01010546,931,644,100,156,31
S01010547,754,523,58,99,74
S01010548,581,419,8,142,12
S01010549,1279,993,125,142,19
S01010550,690,499,115,72,4
S01010551,831,615,102,109,5
S01010552,1005,662,69,243,31
S01010553,621,381,14,198,28
S01010554,776,510,54,182,30
S01010555,1032,641,121,256,14
S01010556,1088,571,445,64,8
S01010557,736,499,181,52,4
S01010558,608,404,151,43,10
S01010559,728,617,57,48,6
S01010560,663,582,22,49,10
S01010561,934,782,24,122,6
S01010562,1007,843,82,71,11
S01010563,800,456,268,68,8
S01010564,806,474,262,60,10
S01010565,961,699,162,97,3
S01010566,1088,747,78,163,100
S01010567,1150,1056,5,82,7
S01010568,1403,1012,169,192,30
S01010569,834,592,24,202,16
S01010570,1447,861,426,142,18
S01010571,917,749,25,140,3
S01010572,1004,614,189,195,6
S01010573,641,446,132,54,9
S01010574,609,559,11,37,2
S01010575,870,730,42,93,5
S01010576,822,754,29,34,5
S01010577,901,476,383,39,3
S01010578,576,426,114,32,4
S01010579,736,669,13,51,3
S01010580,513,259,51,190,13
S01010581,843,655,68,110,10
S01010582,641,555,8,71,7
S01010583,986,844,9,129,4
S01010584,2141,1613,291,232,5
S01010585,2051,1572,194,280,5
S01010586,632,598,4,27,3
S01010587,827,735,23,62,7
S01010588,836,689,64,83,0
S01010589,2391,1565,313,494,19
S01010590,1794,1459,147,172,16
S01010591,626,444,108,74,0
S01010592,366,261,11,94,0
S01010593,2422,1784,174,447,17
S01010594,1846,1253,168,410,15
S01010595,1844,1257,161,411,15
S01010596,3420,2574,253,507,86
S01010597,2421,1839,191,343,48
S01010598,2542,1935,194,365,48
S01010599,819,637,10,149,23
S01010600,1692,1489,54,133,16
S01010601,742,602,54,75,11
S01010602,652,558,5,85,4
S01010603,809,692,27,87,3
S01010604,845,771,18,53,3
S01010605,1368,1164,31,146,27
S01010606,1054,635,289,111,19
S01010607,1064,908,35,104,17
S01010608,781,359,340,73,9
S01010609,570,328,196,44,2
S01010610,730,623,29,76,2
S01010611,1197,832,221,141,3
S01010612,781,603,104,73,1
S01010613,820,493,243,82,2
S01010614,706,355,258,85,8
S01010615,1026,657,139,223,7
S01010616,964,841,20,87,16
S01010617,1005,895,17,88,5
S01010618,1010,879,17,113,1
S01010619,1272,569,255,430,18
S01010620,727,167,224,328,8
S01010621,1081,710,80,273,18
S01010622,648,294,250,95,9
S01010623,1063,278,240,535,10
S01010624,635,383,137,111,4
S01010625,761,674,12,66,9
S01010626,903,763,50,82,8
S01010627,959,643,71,238,7
S01010628,1079,723,34,302,20
S01010629,1136,808,131,192,5
S01010630,661,346,219,85,11
S01010631,898,527,131,226,14
S01010632,956,562,268,116,10
S01010633,1035,476,483,62,14
S01010634,665,383,212,61,9
S01010635,803,437,284,76,6
S01010636,978,689,95,183,11
S01010637,831,384,182,251,14
S01010638,944,599,184,143,18
S01010639,1313,582,460,257,14
S01010640,874,425,112,318,19
S01010641,1350,445,632,270,3
S01010642,1035,353,613,62,7
S01010643,844,196,636,12,0
S01010644,872,158,685,29,0
S01010645,767,615,15,128,9
S01010646,807,683,23,96,5
S01010647,616,531,20,56,9
S01010648,981,692,153,117,19
S01010649,748,604,65,77,2
S01010650,655,447,69,127,12
S01010651,665,431,174,53,7
S01010652,807,636,81,87,3
S01010653,742,611,21,105,5
S01010654,763,548,149,65,1
S01010655,1012,764,51,158,39
S01010656,705,540,82,70,13
S01010657,915,768,36,97,14
S01010658,1060,858,75,115,12
S01010659,792,652,17,108,15
S01010660,915,666,137,104,8
S01010661,765,513,134,103,15
S01010662,922,761,83,65,13
S01010663,1508,1229,95,172,12
S01010664,783,694,9,62,18
S01010665,1053,782,55,174,42
S01010666,1399,1038,149,188,24
S01010667,796,640,33,107,16
S01010668,1294,904,200,137,53
S01010669,602,457,52,58,35
S01010670,931,719,114,60,38
S01010671,858,676,109,51,22
S01010672,1353,869,348,94,42
S01010673,1075,722,213,105,35
S01010674,1162,798,213,126,25
S01010675,947,747,65,109,26
S01010676,1134,776,140,184,34
S01010677,499,408,31,48,12
S01010678,1041,793,162,68,18
S01010679,1542,1049,361,99,33
S01010680,776,457,249,43,27
S01010681,1316,788,453,65,10
S01010682,1301,1110,67,90,34
S01010683,956,774,106,55,21
S01010684,1039,808,114,87,30
S01010685,758,627,63,46,22
S01010686,690,515,74,59,42
S01010687,1036,813,117,77,29
S01010688,822,588,106,96,32
S01010689,1002,725,77,138,62
S01010690,906,613,127,118,48
S01010691,980,733,53,143,51
S01010692,711,464,178,56,13
S01010693,383,304,28,30,21
S01010694,775,602,82,56,35
S01010695,707,577,7,111,12
S01010696,1146,910,137,88,11
S01010697,1072,828,82,146,16
S01010698,757,467,112,115,63
S01010699,605,438,33,95,39
S01010700,611,500,41,48,22
S01010701,1314,907,256,131,20
S01010702,1035,910,16,68,41
S01010703,899,709,64,118,8
S01010704,1286,853,343,79,11
S01010705,1287,988,196,89,14
S01010706,859,551,213,89,6
S01010707,738,602,8,104,24
S01010708,1054,864,85,78,27
S01010709,904,771,79,40,14
S01010710,969,568,372,21,8
S01010711,778,689,57,26,6
S01010712,846,505,263,70,8
S01010713,1024,619,279,112,14
S01010714,839,410,333,88,8
S01010715,808,514,218,60,16
S01010716,922,551,141,198,32
S01010717,1009,890,49,51,19
S01010718,1078,800,138,124,16
S01010719,869,695,96,60,18
S01010720,875,712,80,62,21
S01010721,825,687,41,91,6
S01010722,1208,863,168,159,18
S01010723,1105,900,61,124,20
S01010724,887,636,107,122,22
S01010725,822,708,2,92,20
S01010726,1091,909,102,67,13
S01010727,765,655,29,65,16
S01010728,1016,877,26,102,11
S01010729,924,792,19,88,25
S01010730,845,729,17,80,19
S01010731,891,598,176,101,16
S01010732,840,425,371,38,6
S01010733,975,459,451,43,22
S01010734,1008,421,544,26,17
S01010735,1051,506,486,49,10
S01010736,500,450,17,30,3
S01010737,1012,673,225,83,31
S01010738,1127,741,267,107,12
S01010739,870,533,229,99,9
S01010740,700,219,462,16,3
S01010741,658,475,148,30,5
S01010742,886,578,223,80,5
S01010743,971,393,541,35,2
S01010744,1119,827,222,60,10
S01010745,702,430,160,103,9
S01010746,1016,726,113,156,21
S01010747,1128,741,278,89,20
S01010748,631,472,56,66,37
S01010749,736,559,39,111,27
S01010750,624,485,24,82,33
S01010751,999,501,393,93,12
S01010752,1061,560,325,151,25
S01010753,1318,852,377,63,26
S01010754,1019,632,219,135,33
S01010755,843,511,234,80,18
S01010756,833,691,37,79,26
S01010757,859,610,97,79,73
S01010758,677,513,55,101,8
S01010759,682,447,171,59,5
S01010760,774,548,121,95,10
S01010761,527,393,9,89,36
S01010762,598,461,55,52,30
S01010763,935,647,199,67,22
S01010764,576,436,41,67,32
S01010765,1220,828,192,119,81
S01010766,779,529,146,84,20
S01010767,706,412,243,41,10
S01010768,737,505,157,61,14
S01010769,483,388,9,50,36
S01010770,862,555,184,95,28
S01010771,960,617,188,84,71
S01010772,737,542,85,69,41
S01010773,785,653,67,44,21
S01010774,1328,1003,196,94,35
S01010775,643,567,27,27,22
S01010776,829,503,239,74,13
S01010777,494,268,184,36,6
S01010778,649,269,348,30,2
S01010779,992,572,342,54,24
S01010780,640,501,106,20,13
S01010781,963,784,94,72,13
S01010782,590,395,140,45,10
S01010783,897,523,279,71,24
S01010784,1122,668,379,68,7
S01010785,793,661,98,26,8
S01010786,654,563,62,24,5
S01010787,913,690,126,79,18
S01010788,622,477,64,74,7
S01010789,888,699,121,53,15
S01010790,821,693,49,57,22
S01010791,991,848,68,62,13
S01010792,1152,801,254,73,24
S01010793,649,541,39,53,16
S01010794,550,420,46,76,8
S01010795,1311,1071,107,126,7
S01010796,1441,1213,84,134,10
S01010797,762,643,48,56,15
S01010798,667,556,48,43,20
S01010799,994,642,201,114,37
S01010800,797,477,263,42,15
S01010801,794,534,213,43,4
S01010802,626,419,158,36,13
S01010803,589,282,246,52,9
S01010804,778,548,143,62,25
S01010805,1276,900,298,74,4
S01010806,916,466,396,52,2
S01010807,570,353,185,30,2
S01010808,553,363,162,21,7
S01010809,960,784,70,92,14
S01010810,480,363,72,28,17
S01010811,916,605,110,105,96
S01010812,515,381,69,25,40
S01010813,905,683,134,58,30
S01010814,728,528,74,74,52
S01010815,571,343,105,81,42
S01010816,830,684,45,88,13
S01010817,1192,1037,20,122,13
S01010818,1454,1205,57,167,25
S01010819,1044,853,89,94,8
S01010820,1322,1027,168,120,7
S01010821,866,748,22,81,15
S01010822,663,546,11,95,11
S01010823,625,439,142,44,0
S01010824,1224,1117,46,58,3
S01010825,1577,1336,94,143,4
S01010826,755,640,14,100,1
S01010827,697,624,8,59,6
S01010828,1239,1178,38,20,3
S01010829,1121,907,72,135,7
S01010830,556,463,33,60,0
S01010831,598,563,16,16,3
S01010832,730,631,23,68,8
S01010833,1159,1119,6,31,3
S01010834,1629,1546,9,66,8
S01010835,736,715,0,21,0
S01010836,893,770,12,109,2
S01010837,838,740,49,49,0
S01010838,1187,961,166,60,0
S01010839,908,760,100,45,3
S01010840,572,455,19,95,3
S01010841,1103,784,80,232,7
S01010842,960,469,224,260,7
S01010843,756,396,211,146,3
S01010844,838,772,41,25,0
S01010845,619,544,44,29,2
S01010846,910,708,151,51,0
S01010847,798,715,49,34,0
S01010848,924,474,380,70,0
S01010849,951,499,394,53,5
S01010850,934,468,420,42,4
S01010851,935,492,358,84,1
S01010852,839,664,150,24,1
S01010853,999,771,180,47,1
S01010854,923,441,436,35,11
S01010855,560,372,139,48,1
S01010856,869,539,278,52,0
S01010857,941,693,206,40,2
S01010858,1138,724,356,56,2
S01010859,842,554,232,53,3
S01010860,885,596,244,43,2
S01010861,769,392,289,82,6
