dz_2011,total,owned,social,rented,rentfree
S01008209,686,537,101,44,4
S01008210,1407,991,300,109,7
S01008211,991,687,225,69,10
S01008212,712,636,38,38,0
S01008213,1019,868,100,49,2
S01008214,831,547,215,52,17
S01008215,1099,868,148,73,10
S01008216,770,714,18,37,1
S01008217,663,610,6,42,5
S01008218,2149,1739,279,129,2
S01008219,1165,720,307,126,12
S01008220,644,267,356,21,0
S01008221,832,267,510,54,1
S01008222,722,361,323,29,9
S01008223,597,330,229,31,7
S01008224,907,798,32,76,1
S01008225,786,563,186,28,9
S01008226,755,354,349,43,9
S01008227,986,495,443,41,7
S01008228,791,608,128,47,8
S01008229,1317,730,550,28,9
S01008230,811,689,58,64,0
S01008231,640,321,304,11,4
S01008232,244,228,14,2,0
S01008233,1740,1461,159,110,10
S01008234,2097,1652,311,117,17
S01008235,929,549,333,30,17
S01008236,1009,716,223,52,18
S01008237,929,541,302,71,15
S01008238,1038,590,377,69,2
S01008239,760,529,162,53,16
S01008240,1386,1254,31,88,13
S01008241,1039,962,13,56,8
S01008242,1211,833,200,154,24
S01008243,1134,776,162,159,37
S01008244,1047,795,107,120,25
S01008245,1133,890,164,57,22
S01008246,1218,988,101,104,25
S01008247,982,723,105,121,33
S01008248,1309,809,272,143,85
S01008249,883,633,83,121,46
S01008250,1117,829,37,217,34
S01008251,1038,947,18,69,4
S01008252,1110,928,90,79,13
S01008253,834,522,272,32,8
S01008254,1240,804,333,97,6
S01008255,1005,663,277,60,5
S01008256,1033,552,374,99,8
S01008257,856,527,239,82,8
S01008258,1289,1008,44,221,16
S01008259,1455,932,189,304,30
S01008260,1054,583,363,96,12
S01008261,1197,682,376,118,21
S01008262,914,588,113,145,68
S01008263,760,515,142,100,3
S01008264,919,576,273,66,4
S01008265,706,625,12,66,3
S01008266,1061,899,51,93,18
S01008267,808,542,136,113,17
S01008268,827,736,16,74,1
S01008269,1066,957,66,35,8
S01008270,1157,987,33,118,19
S01008271,744,433,104,184,23
S01008272,1002,764,84,123,31
S01008273,1026,826,107,86,7
S01008274,930,546,319,62,3
S01008275,682,493,109,73,7
S01008276,681,575,38,60,8
S01008277,692,488,26,167,11
S01008278,774,624,17,112,21
S01008279,733,517,177,39,0
S01008280,1268,812,198,232,26
S01008281,830,492,82,215,41
S01008282,756,579,71,98,8
S01008283,1291,970,217,87,17
S01008284,1651,1280,239,116,16
S01008285,754,340,340,72,2
S01008286,1345,800,415,121,9
S01008287,850,574,219,46,11
S01008288,1000,704,176,106,14
S01008289,768,400,230,133,5
S01008290,987,665,153,161,8
S01008291,1084,930,67,72,15
S01008292,1640,1157,390,83,10
S01008293,1182,1078,14,79,11
S01008294,730,602,87,37,4
S01008295,1211,1111,35,60,5
S01008296,932,696,200,31,5
S01008297,626,457,141,28,0
S01008298,1079,925,84,68,2
S01008299,1177,599,497,77,4
S01008300,940,626,249,64,1
S01008301,1015,966,15,31,3
S01008302,940,842,39,47,12
S01008303,788,529,159,97,3
S01008304,476,391,48,34,3
S01008305,791,757,8,23,3
S01008306,611,580,10,18,3
S01008307,754,698,32,18,6
S01008308,566,532,10,22,2
S01008309,911,424,393,91,3
S01008310,949,684,191,71,3
S01008311,728,440,235,47,6
S01008312,720,447,216,53,4
S01008313,970,494,417,58,1
S01008314,939,330,527,82,0
S01008315,748,248,398,97,5
S01008316,943,460,416,58,9
S01008317,738,457,220,57,4
S01008318,1578,1444,66,59,9
S01008319,614,400,167,42,5
S01008320,633,513,96,22,2
S01008321,729,683,22,21,3
S01008322,1906,1487,288,122,9
S01008323,881,447,356,71,7
S01008324,651,398,184,66,3
S01008325,1229,854,293,78,4
S01008326,1164,547,511,106,0
S01008327,1094,746,255,87,6
S01008328,935,876,13,40,6
S01008329,1038,993,6,37,2
S01008330,1088,1035,9,38,6
S01008331,785,669,15,85,16
S01008332,1039,944,15,65,15
S01008333,1114,963,41,94,16
S01008334,995,933,4,46,12
S01008335,1012,710,229,64,9
S01008336,1000,624,322,49,5
S01008337,906,765,86,45,10
S01008338,876,825,11,40,0
S01008339,629,592,5,31,1
S01008340,929,833,3,89,4
S01008341,700,689,4,7,0
S01008342,1167,965,170,30,2
S01008343,1115,999,41,73,2
S01008344,872,818,6,36,12
S01008345,1273,1219,3,47,4
S01008346,1102,1063,6,30,3
S01008347,1228,1116,6,90,16
S01008348,976,919,9,41,7
S01008349,1437,1358,12,63,4
S01008350,760,718,7,26,9
S01008351,1060,1022,4,32,2
S01008352,926,881,2,36,7
S01008353,525,508,1,15,1
S01008354,1110,1009,36,49,16
S01008355,1123,840,155,105,23
S01008356,884,828,11,37,8
S01008357,908,846,12,46,4
S01008358,870,646,113,95,16
S01008359,772,724,12,30,6
S01008360,1338,1279,14,37,8
S01008361,786,751,7,24,4
S01008362,1158,1038,3,107,10
S01008363,829,731,5,81,12
S01008364,818,750,14,48,6
S01008365,972,930,6,29,7
S01008366,951,701,204,40,6
S01008367,966,636,251,70,9
S01008368,905,772,63,61,9
S01008369,782,657,66,56,3
S01008370,692,612,28,41,11
S01008371,913,887,6,17,3
S01008372,927,891,4,29,3
S01008373,1199,1175,0,18,6
S01008374,877,831,4,31,11
S01008375,789,775,2,9,3
S01008376,655,593,10,51,1
S01008377,944,857,7,71,9
S01008378,1103,1006,29,61,7
S01008379,530,518,1,7,4
S01008380,649,639,1,9,0
S01008381,1070,1058,1,8,3
S01008382,921,908,3,8,2
S01008383,619,601,3,13,2
S01008384,968,943,5,15,5
S01008385,674,653,11,9,1
S01008386,951,913,14,19,5
S01008387,871,826,12,25,8
S01008388,637,595,3,39,0
S01008389,725,664,43,11,7
S01008390,732,725,3,3,1
S01008391,785,684,37,60,4
S01008392,906,878,9,13,6
S01008393,912,863,6,38,5
S01008394,1108,1080,3,17,8
S01008395,832,814,1,15,2
S01008396,807,780,4,23,0
S01008397,996,963,0,28,5
S01008398,907,849,27,26,5
S01008399,700,660,1,34,5
S01008400,1101,1054,0,42,5
S01008401,1258,1187,8,53,10
S01008402,1092,1051,6,28,7
S01008403,984,962,4,12,6
S01008404,1006,956,5,37,8
S01008405,878,846,14,15,3
S01008406,1188,946,137,95,10
S01008407,522,415,39,58,10
S01008408,806,716,20,70,0
S01008409,1057,828,98,128,3
S01008410,835,768,14,40,13
S01008411,1121,970,65,67,19
S01008412,706,623,52,19,12
S01008413,690,523,113,54,0
S01008414,660,631,9,20,0
S01008415,1058,896,96,57,9
S01008416,1164,800,260,102,2
S01008417,726,635,13,60,18
S01008418,692,601,11,65,15
S01008419,500,415,48,32,5
S01008420,569,519,19,31,0
S01008421,858,656,118,80,4
S01008422,972,856,51,60,5
S01008423,1063,935,16,97,15
S01008424,1120,1048,14,39,19
S01008425,1047,938,60,22,27
S01008426,1163,889,166,95,13
S01008427,1249,1175,17,44,13
S01008428,884,696,134,48,6
S01008429,913,842,48,20,3
S01008430,1117,924,100,83,10
S01008431,1067,960,78,24,5
S01008432,1116,1049,36,25,6
S01008433,807,764,15,28,0
S01008434,1043,968,36,39,0
S01008435,1083,1027,14,34,8
S01008436,1025,905,50,60,10
S01008437,788,586,78,112,12
S01008438,581,481,11,82,7
S01008439,1112,1043,2,62,5
S01008440,1143,1056,22,62,3
S01008441,1014,937,5,65,7
S01008442,766,685,4,77,0
S01008443,582,532,17,28,5
S01008444,703,490,20,186,7
S01008445,1066,430,234,396,6
S01008446,1359,1087,187,77,8
S01008447,675,620,4,42,9
S01008448,879,795,35,47,2
S01008449,964,338,533,92,1
S01008450,555,124,354,75,2
S01008451,1018,382,584,49,3
S01008452,979,139,729,111,0
S01008453,956,169,698,88,1
S01008454,1339,309,905,124,1
S01008455,1254,450,560,221,23
S01008456,1236,373,728,125,10
S01008457,1038,471,362,186,19
S01008458,995,588,200,193,14
S01008459,815,246,487,80,2
S01008460,1227,256,897,72,2
S01008461,1018,264,691,63,0
S01008462,694,166,496,30,2
S01008463,937,337,473,123,4
S01008464,921,684,32,203,2
S01008465,953,637,39,275,2
S01008466,840,517,91,227,5
S01008467,887,682,35,159,11
S01008468,948,528,250,163,7
S01008469,804,490,110,203,1
S01008470,992,469,389,131,3
S01008471,858,172,574,109,3
S01008472,811,353,281,176,1
S01008473,700,286,305,105,4
S01008474,832,281,381,168,2
S01008475,1033,500,186,336,11
S01008476,779,373,242,158,6
S01008477,1167,603,325,232,7
S01008478,984,483,277,216,8
S01008479,1090,521,272,288,9
S01008480,534,175,282,73,4
S01008481,983,594,302,85,2
S01008482,859,563,158,135,3
S01008483,832,472,237,113,10
S01008484,952,767,105,69,11
S01008485,1203,742,104,350,7
S01008486,867,606,151,107,3
S01008487,961,632,96,226,7
S01008488,1303,834,150,300,19
S01008489,874,546,167,142,19
S01008490,1159,713,118,318,10
S01008491,935,440,116,364,15
S01008492,944,430,293,215,6
S01008493,913,468,210,230,5
S01008494,837,349,140,342,6
S01008495,1059,381,74,602,2
S01008496,1160,403,52,700,5
S01008497,927,375,61,486,5
S01008498,764,301,130,325,8
S01008499,1123,328,196,591,8
S01008500,398,89,185,121,3
S01008501,835,253,107,470,5
S01008502,648,264,22,354,8
S01008503,994,638,18,337,1
S01008504,1718,1210,17,483,8
S01008505,1000,768,8,220,4
S01008506,1038,770,30,232,6
S01008507,755,483,38,232,2
S01008508,1102,968,7,114,13
S01008509,1251,1080,24,137,10
S01008510,904,801,8,92,3
S01008511,1007,907,21,64,15
S01008512,1202,1146,4,48,4
S01008513,806,776,10,19,1
S01008514,705,601,15,77,12
S01008515,941,871,4,66,0
S01008516,1286,740,42,497,7
S01008517,1042,552,29,448,13
S01008518,1192,949,17,212,14
S01008519,1083,989,10,81,3
S01008520,1359,1266,17,68,8
S01008521,902,863,6,19,14
S01008522,594,521,0,66,7
S01008523,1170,1027,10,125,8
S01008524,1198,566,497,124,11
S01008525,1139,435,521,174,9
S01008526,846,594,116,126,10
S01008527,726,528,29,163,6
S01008528,720,513,18,187,2
S01008529,839,602,118,117,2
S01008530,1053,600,338,105,10
S01008531,946,497,323,122,4
S01008532,657,483,121,50,3
S01008533,541,110,110,321,0
S01008534,869,520,63,281,5
S01008535,709,680,6,22,1
S01008536,707,660,11,28,8
S01008537,673,641,0,27,5
S01008538,641,628,0,13,0
S01008539,1096,1034,0,55,7
S01008540,982,927,4,38,13
S01008541,1028,965,2,59,2
S01008542,1221,1166,1,53,1
S01008543,995,934,4,43,14
S01008544,653,623,6,22,2
S01008545,1053,942,11,92,8
S01008546,806,789,0,14,3
S01008547,1167,1010,37,113,7
S01008548,1056,749,180,123,4
S01008549,1181,922,85,162,12
S01008550,1039,903,36,96,4
S01008551,969,869,40,55,5
S01008552,1031,855,50,120,6
S01008553,645,397,200,42,6
S01008554,1090,336,664,90,0
S01008555,1286,456,695,130,5
S01008556,1096,544,416,122,14
S01008557,1037,353,502,153,29
S01008558,912,474,311,123,4
S01008559,862,542,234,73,13
S01008560,888,509,274,91,14
S01008561,1015,622,246,133,14
S01008562,858,268,544,45,1
S01008563,1113,640,329,133,11
S01008564,1041,784,150,102,5
S01008565,1060,540,412,103,5
S01008566,1135,659,341,127,8
S01008567,889,496,291,101,1
S01008568,862,630,50,181,1
S01008569,738,159,504,73,2
S01008570,1303,549,598,149,7
S01008571,789,482,214,92,1
S01008572,1001,660,185,140,16
S01008573,1101,894,107,92,8
S01008574,1049,858,94,70,27
S01008575,874,774,23,73,4
S01008576,1006,822,28,145,11
S01008577,1092,942,71,74,5
S01008578,938,876,16,43,3
S01008579,820,717,27,69,7
S01008580,816,593,101,106,16
S01008581,1014,557,285,161,11
S01008582,1368,916,284,156,12
S01008583,921,515,189,207,10
S01008584,1307,735,249,313,10
S01008585,991,558,259,173,1
S01008586,949,545,251,147,6
S01008587,754,631,17,101,5
S01008588,1116,948,33,125,10
S01008589,390,318,53,17,2
S01008590,759,556,18,178,7
S01008591,1067,751,43,265,8
S01008592,870,604,84,173,9
S01008593,864,798,16,44,6
S01008594,892,686,25,168,13
S01008595,1116,530,350,223,13
S01008596,953,404,204,331,14
S01008597,1116,843,83,177,13
S01008598,1204,632,67,496,9
S01008599,1000,665,15,313,7
S01008600,955,539,48,332,36
S01008601,752,245,36,452,19
S01008602,555,242,53,250,10
S01008603,1029,329,39,652,9
S01008604,1074,591,23,440,20
S01008605,867,439,14,401,13
S01008606,1042,837,10,182,13
S01008607,628,528,51,45,4
S01008608,803,680,1,113,9
S01008609,1088,881,93,103,11
S01008610,1235,730,15,468,22
S01008611,1111,465,19,612,15
S01008612,779,188,76,512,3
S01008613,1039,535,23,457,24
S01008614,910,265,40,593,12
S01008615,928,415,16,491,6
S01008616,849,312,12,517,8
S01008617,967,353,5,603,6
S01008618,739,233,0,495,11
S01008619,520,208,1,309,2
S01008620,815,258,17,532,8
S01008621,881,305,8,551,17
S01008622,837,387,0,442,8
S01008623,1010,583,7,415,5
S01008624,781,623,53,102,3
S01008625,566,508,15,33,10
S01008626,1110,832,9,258,11
S01008627,776,704,5,60,7
S01008628,738,436,10,279,13
S01008629,1007,617,42,336,12
S01008630,739,373,18,339,9
S01008631,910,467,18,409,16
S01008632,1068,670,15,375,8
S01008633,1214,929,30,223,32
S01008634,727,519,14,189,5
S01008635,824,560,10,247,7
S01008636,940,622,7,302,9
S01008637,761,442,20,291,8
S01008638,1206,419,179,597,11
S01008639,1277,699,10,558,10
S01008640,1188,596,5,580,7
S01008641,1104,537,6,542,19
S01008642,1043,538,2,495,8
S01008643,1002,626,12,358,6
S01008644,678,286,83,301,8
S01008645,1035,543,19,468,5
S01008646,1251,641,69,537,4
S01008647,715,387,11,313,4
S01008648,988,358,61,563,6
S01008649,1221,525,93,597,6
S01008650,912,391,60,460,1
S01008651,924,341,151,423,9
S01008652,739,220,208,308,3
S01008653,684,162,189,324,9
S01008654,1189,349,190,643,7
S01008655,922,288,82,526,26
S01008656,1165,329,328,497,11
S01008657,966,349,92,510,15
S01008658,1212,348,248,601,15
S01008659,1210,312,122,765,11
S01008660,1162,266,97,784,15
S01008661,1053,193,322,532,6
S01008662,818,135,133,541,9
S01008663,992,249,205,533,5
S01008664,1006,352,75,574,5
S01008665,1174,405,141,604,24
S01008666,842,292,17,516,17
S01008667,1240,526,152,522,40
S01008668,880,308,39,520,13
S01008669,690,104,22,561,3
S01008670,1019,232,26,752,9
S01008671,1188,273,68,837,10
S01008672,686,213,27,438,8
S01008673,1158,308,177,631,42
S01008674,866,159,113,581,13
S01008675,862,172,234,451,5
S01008676,877,307,98,458,14
S01008677,802,196,101,495,10
S01008678,967,134,145,677,11
S01008679,1055,163,310,565,17
S01008680,914,150,182,572,10
S01008681,1096,237,246,601,12
S01008682,877,260,173,431,13
S01008683,1550,332,698,510,10
S01008684,1143,307,419,392,25
S01008685,798,289,159,342,8
S01008686,1179,294,457,426,2
S01008687,984,405,158,417,4
S01008688,1235,554,136,534,11
S01008689,1190,558,100,523,9
S01008690,1078,560,82,430,6
S01008691,1293,619,89,574,11
S01008692,1069,503,143,420,3
S01008693,591,496,16,73,6
S01008694,1436,842,70,520,4
S01008695,1010,702,74,228,6
S01008696,675,601,8,57,9
S01008697,1055,930,10,113,2
S01008698,742,633,58,48,3
S01008699,1119,728,180,208,3
S01008700,747,580,66,95,6
S01008701,938,208,653,75,2
S01008702,752,291,103,343,15
S01008703,1399,355,936,108,0
S01008704,1642,598,876,164,4
S01008705,932,266,546,115,5
S01008706,1369,341,896,127,5
S01008707,1250,306,810,132,2
S01008708,962,153,728,77,4
S01008709,1048,377,508,157,6
S01008710,998,241,644,108,5
S01008711,775,314,352,106,3
S01008712,1144,363,657,118,6
S01008713,635,171,405,57,2
S01008714,642,380,184,76,2
S01008715,763,474,218,71,0
S01008716,694,470,161,54,9
S01008717,532,428,21,83,0
S01008718,591,468,61,58,4
S01008719,1145,842,41,256,6
S01008720,577,393,59,121,4
S01008721,809,751,14,43,1
S01008722,1057,891,103,61,2
S01008723,757,679,39,38,1
S01008724,1034,878,82,67,7
S01008725,749,637,53,55,4
S01008726,1163,1030,39,77,17
S01008727,1162,961,77,118,6
S01008728,654,433,123,81,17
S01008729,845,678,65,87,15
S01008730,1092,752,74,262,4
S01008731,514,355,63,92,4
S01008732,815,465,141,205,4
S01008733,869,600,34,225,10
S01008734,806,676,48,67,15
S01008735,1187,1095,6,83,3
S01008736,734,659,51,19,5
S01008737,801,739,12,41,9
S01008738,885,839,5,39,2
S01008739,559,499,22,36,2
S01008740,709,651,21,37,0
S01008741,1125,1058,29,36,2
S01008742,731,583,65,77,6
S01008743,1095,611,226,255,3
S01008744,1058,764,126,159,9
S01008745,545,417,13,101,14
S01008746,1062,385,418,249,10
S01008747,575,459,64,44,8
S01008748,1063,957,36,62,8
S01008749,1186,1080,45,56,5
S01008750,764,715,22,20,7
S01008751,1017,619,178,208,12
S01008752,976,424,353,184,15
S01008753,887,493,229,163,2
S01008754,866,410,322,133,1
S01008755,1001,411,302,283,5
S01008756,827,376,321,126,4
S01008757,784,297,383,99,5
S01008758,1002,449,435,107,11
S01008759,728,352,290,75,11
S01008760,1314,709,457,147,1
S01008761,858,273,232,349,4
S01008762,551,450,22,73,6
S01008763,845,693,32,118,2
S01008764,714,565,69,74,6
S01008765,1265,984,48,227,6
S01008766,1425,1200,58,159,8
S01008767,896,751,65,73,7
S01008768,2803,1359,394,1033,17
S01008769,2293,1040,272,965,16
S01008770,2178,993,244,926,15
S01008771,2178,993,244,926,15
S01008772,1183,799,129,246,9
S01008773,1114,606,208,294,6
S01008774,897,389,217,284,7
S01008775,533,371,61,98,3
S01008776,1214,511,334,363,6
S01008777,1060,366,456,234,4
S01008778,990,383,163,443,1
S01008779,1053,515,88,442,8
S01008780,920,375,161,379,5
S01008781,1098,335,328,435,0
S01008782,956,386,110,452,8
S01008783,553,194,136,222,1
S01008784,779,279,206,292,2
S01008785,1066,299,446,318,3
S01008786,1166,471,213,481,1
S01008787,659,148,331,178,2
S01008788,875,393,121,355,6
S01008789,654,268,242,134,10
S01008790,905,345,178,378,4
S01008791,978,391,69,499,19
S01008792,993,581,165,238,9
S01008793,1059,440,261,354,4
S01008794,963,433,295,231,4
S01008795,1276,620,109,539,8
S01008796,1182,363,315,502,2
S01008797,1048,493,83,471,1
S01008798,983,451,148,376,8
S01008799,779,255,107,415,2
S01008800,1205,503,131,561,10
S01008801,854,382,48,420,4
S01008802,1241,527,131,570,13
S01008803,1112,388,286,432,6
S01008804,812,226,222,359,5
S01008805,786,239,75,468,4
S01008806,1219,510,135,568,6
S01008807,984,495,68,413,8
S01008808,663,343,86,230,4
S01008809,795,375,102,307,11
S01008810,1026,487,98,430,11
S01008811,829,392,15,411,11
S01008812,881,425,45,401,10
S01008813,1021,416,308,287,10
S01008814,1275,645,134,486,10
S01008815,1287,634,164,481,8
S01008816,523,270,92,151,10
S01008817,1192,522,305,356,9
S01008818,1166,785,144,221,16
S01008819,1066,630,197,237,2
S01008820,1514,680,426,403,5
S01008821,787,663,30,93,1
S01008822,837,751,18,65,3
S01008823,861,702,8,145,6
S01008824,1274,1052,45,169,8
S01008825,610,511,14,84,1
S01008826,650,429,95,126,0
S01008827,989,795,92,96,6
S01008828,1003,772,58,159,14
S01008829,1067,835,99,113,20
S01008830,1211,1073,14,114,10
S01008831,1035,936,35,64,0
S01008832,697,568,4,111,14
S01008833,1099,840,73,163,23
S01008834,1180,944,18,192,26
S01008835,1013,862,45,94,12
S01008836,526,258,138,124,6
S01008837,1634,881,93,635,25
S01008838,1009,584,24,396,5
S01008839,1185,697,72,407,9
S01008840,1073,704,15,351,3
S01008841,1289,579,58,626,26
S01008842,161,137,3,21,0
S01008843,881,417,28,419,17
S01008844,968,402,61,489,16
S01008845,851,330,16,496,9
S01008846,914,441,42,426,5
S01008847,818,383,7,416,12
S01008848,901,481,45,369,6
S01008849,1025,450,4,548,23
S01008850,1423,706,85,612,20
S01008851,1198,535,172,472,19
S01008852,1222,663,4,531,24
S01008853,680,321,8,330,21
S01008854,1010,457,8,537,8
S01008855,1152,599,14,531,8
S01008856,718,362,11,339,6
S01008857,966,607,9,333,17
S01008858,1143,652,68,404,19
S01008859,1103,414,127,541,21
S01008860,1231,659,107,447,18
S01008861,968,741,4,213,10
S01008862,1053,469,68,504,12
S01008863,795,478,22,289,6
S01008864,1071,666,8,303,94
S01008865,1077,648,16,393,20
S01008866,1033,609,3,414,7
S01008867,961,695,10,245,11
S01008868,1066,468,13,563,22
S01008869,1068,558,77,407,26
S01008870,1150,729,13,380,28
S01008871,1270,730,6,512,22
S01008872,1013,552,11,433,17
S01008873,805,641,4,156,4
S01008874,835,459,79,287,10
S01008875,1112,634,57,407,14
S01008876,759,640,6,102,11
S01008877,801,612,58,126,5
S01008878,1175,886,149,133,7
S01008879,817,617,61,123,16
S01008880,688,591,23,70,4
S01008881,579,479,7,77,16
S01008882,1094,1006,0,69,19
S01008883,1058,967,6,63,22
S01008884,823,758,1,53,11
S01008885,964,877,11,69,7
S01008886,1135,878,18,221,18
S01008887,766,659,19,85,3
S01008888,1017,686,15,244,72
S01008889,879,712,28,128,11
S01008890,832,776,26,21,9
S01008891,763,736,0,23,4
S01008892,1190,889,96,196,9
S01008893,1100,1030,10,57,3
S01008894,1006,954,18,30,4
S01008895,778,710,8,58,2
S01008896,1004,911,6,82,5
S01008897,898,835,13,47,3
S01008898,1060,862,127,65,6
S01008899,843,390,363,86,4
S01008900,948,592,203,146,7
S01008901,1177,729,279,166,3
S01008902,1112,557,350,196,9
S01008903,1078,704,283,85,6
S01008904,1179,532,268,369,10
S01008905,1297,392,626,276,3
S01008906,1006,266,491,247,2
S01008907,1142,195,793,153,1
S01008908,1119,460,381,270,8
S01008909,1095,719,86,285,5
S01008910,1787,1072,33,672,10
S01008911,1358,770,21,565,2
S01008912,882,744,43,89,6
S01008913,525,341,10,172,2
S01008914,1106,825,164,102,15
S01008915,683,522,57,94,10
S01008916,1283,542,578,159,4
S01008917,681,186,421,73,1
S01008918,824,86,658,79,1
S01008919,674,115,487,72,0
S01008920,1373,637,243,488,5
S01008921,1346,366,785,192,3
S01008922,1187,596,339,247,5
S01008923,1242,510,458,266,8
S01008924,2320,790,1000,529,1
S01008925,843,430,117,295,1
S01008926,1637,806,418,411,2
S01008927,1174,551,311,311,1
S01008928,713,297,264,145,7
S01008929,1375,230,1028,110,7
S01008930,1131,233,787,110,1
S01008931,776,179,545,52,0
S01008932,1188,607,198,369,14
S01008933,923,269,574,80,0
S01008934,865,420,325,117,3
S01008935,1086,967,22,85,12
S01008936,654,626,1,27,0
S01008937,831,665,28,127,11
S01008938,1045,955,8,74,8
S01008939,781,711,11,53,6
S01008940,787,703,8,61,15
S01008941,955,764,31,113,47
S01008942,1226,1118,6,96,6
S01008943,826,792,6,26,2
S01008944,1013,935,9,55,14
S01008945,1071,863,5,187,16
S01008946,912,818,17,69,8
S01008947,1141,1077,13,45,6
S01008948,982,800,103,72,7
S01008949,1374,1046,193,123,12
S01008950,1067,819,151,90,7
S01008951,1022,569,286,159,8
S01008952,1428,855,344,224,5
S01008953,1142,776,224,140,2
S01008954,933,577,223,121,12
S01008955,878,725,66,85,2
S01008956,1250,808,300,140,2
S01008957,1130,742,244,133,11
S01008958,821,513,230,74,4
S01008959,1022,813,107,98,4
S01008960,1021,912,27,81,1
S01008961,963,763,83,116,1
S01008962,616,562,11,36,7
S01008963,964,837,19,105,3
S01008964,740,699,9,29,3
S01008965,742,700,22,13,7
S01008966,907,838,19,46,4
S01008967,1148,1108,11,26,3
S01008968,1135,1078,33,21,3
S01008969,1088,958,43,82,5
S01008970,1144,1040,25,71,8
S01008971,697,659,4,33,1
S01008972,1408,1229,41,118,20
S01008973,708,571,39,87,11
S01008974,939,677,42,214,6
S01008975,903,591,186,114,12
S01008976,747,694,28,23,2
S01008977,835,767,16,44,8
S01008978,719,554,14,150,1
S01008979,853,599,18,230,6
S01008980,834,555,36,240,3
S01008981,808,753,23,28,4
S01008982,922,627,21,270,4
S01008983,844,525,106,212,1
S01008984,518,340,9,169,0
S01008985,794,656,6,127,5
S01008986,958,885,1,72,0
S01008987,1013,905,59,48,1
S01008988,941,625,82,222,12
S01008989,1031,811,26,193,1
S01008990,1170,850,52,265,3
S01008991,1220,1027,26,163,4
S01008992,440,330,47,60,3
S01008993,1264,867,21,325,51
S01008994,1043,740,226,66,11
S01008995,1122,954,30,122,16
S01008996,703,497,139,54,13
S01008997,1088,824,98,141,25
S01008998,1197,727,327,133,10
S01008999,970,703,163,88,16
S01009000,1117,979,34,91,13
S01009001,880,777,50,53,0
S01009002,921,532,68,279,42
S01009003,1034,844,37,120,33
S01009004,853,744,41,65,3
S01009005,1020,823,28,167,2
S01009006,1368,1086,160,112,10
S01009007,891,692,122,63,14
S01009008,916,728,86,97,5
S01009009,476,239,160,76,1
S01009010,1378,1160,98,118,2
S01009011,1194,1123,19,50,2
S01009012,875,807,17,50,1
S01009013,1036,927,46,63,0
S01009014,823,609,132,70,12
S01009015,637,462,117,51,7
S01009016,528,409,73,31,15
S01009017,703,479,138,67,19
S01009018,743,536,135,62,10
S01009019,884,667,151,51,15
S01009020,1023,692,176,133,22
S01009021,731,601,66,52,12
S01009022,873,683,118,51,21
S01009023,908,736,118,32,22
S01009024,1221,878,222,78,43
S01009025,918,757,79,35,47
S01009026,1108,932,78,48,50
S01009027,877,740,74,34,29
S01009028,618,547,44,10,17
S01009029,831,668,105,22,36
S01009030,1028,861,128,26,13
S01009031,761,602,80,62,17
S01009032,656,556,36,41,23
S01009033,895,782,34,55,24
S01009034,709,596,44,43,26
S01009035,927,782,85,49,11
S01009036,1074,793,189,81,11
S01009037,1025,779,198,43,5
S01009038,1081,776,201,64,40
S01009039,934,507,372,41,14
S01009040,766,442,230,84,10
S01009041,1071,646,237,156,32
S01009042,808,524,213,59,12
S01009043,1187,767,312,76,32
S01009044,992,640,265,67,20
S01009045,1081,700,290,55,36
S01009046,868,715,72,64,17
S01009047,802,675,65,36,26
S01009048,837,748,54,35,0
S01009049,780,658,82,30,10
S01009050,975,785,127,60,3
S01009051,1084,769,245,65,5
S01009052,914,717,137,54,6
S01009053,532,168,354,6,4
S01009054,700,456,193,46,5
S01009055,807,661,110,30,6
S01009056,554,263,256,35,0
S01009057,731,331,336,53,11
S01009058,1029,603,354,67,5
S01009059,881,690,126,62,3
S01009060,1179,953,148,75,3
S01009061,941,686,231,24,0
S01009062,849,562,276,7,4
S01009063,733,635,62,34,2
S01009064,691,492,172,25,2
S01009065,1681,1047,533,96,5
S01009066,693,426,225,37,5
S01009067,645,599,22,20,4
S01009068,895,612,208,70,5
S01009069,882,844,10,25,3
S01009070,927,801,63,62,1
S01009071,652,504,128,8,12
S01009072,1349,1168,103,68,10
S01009073,782,413,348,18,3
S01009074,959,497,421,32,9
S01009075,694,492,160,36,6
S01009076,1126,985,62,71,8
S01009077,949,734,164,49,2
S01009078,565,477,51,35,2
S01009079,1299,710,510,74,5
S01009080,1989,1300,598,81,10
S01009081,1487,1202,229,51,5
S01009082,1676,1207,386,76,7
S01009083,774,489,220,60,5
S01009084,4116,3515,296,268,37
S01009085,1321,1150,81,75,15
S01009086,1781,1448,244,79,10
S01009087,1637,1251,300,83,3
S01009088,1208,1025,107,60,16
S01009089,839,564,133,131,11
S01009090,462,351,6,99,6
S01009091,1830,1750,16,59,5
S01009092,1047,760,198,83,6
S01009093,1014,602,308,100,4
S01009094,878,804,49,19,6
S01009095,1224,867,246,102,9
S01009096,1054,813,120,120,1
S01009097,1759,1540,94,124,1
S01009098,509,469,15,25,0
S01009099,807,562,149,88,8
S01009100,1188,635,426,111,16
S01009101,1045,539,477,29,0
S01009102,1086,358,710,18,0
S01009103,656,564,76,16,0
S01009104,775,486,234,52,3
S01009105,796,591,142,61,2
S01009106,791,598,117,73,3
S01009107,1277,1004,184,86,3
S01009108,874,817,18,30,9
