dz_2011,total,white,pakistani,chinese,other
S01007387,864,848,6,5,5
S01007388,741,726,6,0,9
S01007389,763,741,1,1,20
S01007390,727,722,1,0,4
S01007391,664,664,0,0,0
S01007392,466,459,1,4,2
S01007393,1058,1029,0,9,20
S01007394,702,689,1,1,11
S01007395,1111,1087,1,7,16
S01007396,1049,1006,9,13,21
S01007397,943,912,4,8,19
S01007398,821,807,8,2,4
S01007399,891,877,5,1,8
S01007400,845,823,5,0,17
S01007401,752,713,11,10,18
S01007402,700,697,1,1,1
S01007403,943,922,4,0,17
S01007404,579,573,0,0,6
S01007405,813,806,5,0,2
S01007406,1007,987,4,4,12
S01007407,1108,1091,5,2,10
S01007408,862,851,5,0,6
S01007409,666,657,7,0,2
S01007410,952,949,0,2,1
S01007411,1062,1049,7,1,5
S01007412,579,578,0,0,1
S01007413,997,990,5,0,2
S01007414,858,825,23,1,9
S01007415,853,850,1,0,2
S01007416,595,591,0,2,2
S01007417,220,220,0,0,0
S01007418,890,874,9,0,7
S01007419,1001,987,10,4,0
S01007420,4568,4475,40,17,36
S01007421,1394,1378,5,2,9
S01007422,794,773,9,2,10
S01007423,388,385,1,0,2
S01007424,787,783,0,4,0
S01007425,947,934,0,6,7
S01007426,821,799,0,12,10
S01007427,744,736,0,0,8
S01007428,1005,990,5,3,7
S01007429,928,906,1,4,17
S01007430,554,552,0,0,2
S01007431,710,707,0,0,3
S01007432,818,805,7,1,5
S01007433,1139,1134,0,0,5
S01007434,589,587,0,0,2
S01007435,788,781,4,2,1
S01007436,990,965,3,3,19
S01007437,569,558,0,0,11
S01007438,673,659,2,7,5
S01007439,858,842,0,6,10
S01007440,767,751,10,5,1
S01007441,656,649,2,0,5
S01007442,866,852,11,2,1
S01007443,1039,1022,0,2,15
S01007444,1549,1507,2,3,37
S01007445,687,668,7,0,12
S01007446,728,704,0,1,23
S01007447,659,654,0,1,4
S01007448,1134,1125,5,0,4
S01007449,1173,1156,4,6,7
S01007450,1353,1335,11,0,7
S01007451,623,620,0,0,3
S01007452,1435,1392,30,1,12
S01007453,110,110,0,0,0
S01007454,512,507,0,1,4
S01007455,846,842,1,0,3
S01007456,1089,1075,8,0,6
S01007457,1080,1070,0,0,10
S01007458,811,810,0,0,1
S01007459,873,857,7,0,9
S01007460,922,914,1,0,7
S01007461,933,924,1,0,8
S01007462,1006,986,12,1,7
S01007463,1149,1117,19,4,9
S01007464,1042,1021,3,0,18
S01007465,785,778,4,1,2
S01007466,1145,1113,16,6,10
S01007467,996,976,1,0,19
S01007468,1143,1130,5,0,8
S01007469,611,606,0,0,5
S01007470,699,687,6,0,6
S01007471,479,476,0,0,3
S01007472,1077,1052,16,0,9
S01007473,895,888,1,1,5
S01007474,755,745,3,1,6
S01007475,517,509,6,0,2
S01007476,738,733,0,0,5
S01007477,737,721,6,0,10
S01007478,1126,1104,13,1,8
S01007479,435,431,0,0,4
S01007480,1324,1299,14,0,11
S01007481,988,982,0,0,6
S01007482,668,668,0,0,0
S01007483,955,951,0,0,4
S01007484,842,833,3,2,4
S01007485,842,831,0,0,11
S01007486,860,849,0,5,6
S01007487,1195,1179,1,7,8
S01007488,1194,1182,0,7,5
S01007489,856,856,0,0,0
S01007490,1233,1227,0,3,3
S01007491,1118,1107,0,0,11
S01007492,685,681,0,3,1
S01007493,1109,1106,0,0,3
S01007494,743,740,0,2,1
S01007495,844,842,0,0,2
S01007496,1185,1173,0,1,11
S01007497,596,591,0,0,5
S01007498,1028,1023,0,0,5
S01007499,842,840,0,0,2
S01007500,768,762,0,0,6
S01007501,680,676,0,2,2
S01007502,641,639,0,0,2
S01007503,1135,1126,0,0,9
S01007504,1169,1159,0,0,10
S01007505,538,535,0,0,3
S01007506,514,514,0,0,0
S01007507,1489,1483,0,0,6
S01007508,696,692,0,0,4
S01007509,720,720,0,0,0
S01007510,1014,1005,0,0,9
S01007511,1149,1141,0,0,8
S01007512,526,522,0,0,4
S01007513,1304,1298,1,0,5
S01007514,645,627,0,14,4
S01007515,699,683,0,10,6
S01007516,818,813,0,0,5
S01007517,540,537,1,0,2
S01007518,1014,1006,0,2,6
S01007519,497,490,1,3,3
S01007520,980,978,0,0,2
S01007521,677,662,1,0,14
S01007522,1136,1119,0,0,17
S01007523,542,542,0,0,0
S01007524,951,935,2,0,14
S01007525,536,536,0,0,0
S01007526,903,895,0,0,8
S01007527,1426,1416,0,1,9
S01007528,968,960,0,2,6
S01007529,867,860,2,2,3
S01007530,524,521,0,0,3
S01007531,767,753,0,0,14
S01007532,597,596,0,0,1
S01007533,876,874,0,0,2
S01007534,1451,1439,0,6,6
S01007535,961,958,0,0,3
S01007536,1026,1012,0,6,8
S01007537,1698,1683,0,5,10
S01007538,1123,1113,0,0,10
S01007539,853,851,0,2,0
S01007540,838,828,0,3,7
S01007541,1233,1233,0,0,0
S01007542,980,967,3,1,9
S01007543,1284,1278,0,3,3
S01007544,1291,1282,0,1,8
S01007545,1525,1515,0,0,10
S01007546,663,660,0,1,2
S01007547,551,545,0,0,6
S01007548,947,942,1,0,4
S01007549,765,760,0,0,5
S01007550,1233,1227,0,0,6
S01007551,1310,1301,0,1,8
S01007552,1042,1031,0,0,11
S01007553,1059,1056,0,0,3
S01007554,840,834,0,0,6
S01007555,818,811,1,0,6
S01007556,748,740,2,2,4
S01007557,1131,1127,0,2,2
S01007558,482,480,1,0,1
S01007559,864,863,0,0,1
S01007560,1196,1184,0,0,12
S01007561,1104,1097,0,0,7
S01007562,854,844,0,1,9
S01007563,1106,1086,0,1,19
S01007564,1271,1256,0,3,12
S01007565,1153,1138,0,2,13
S01007566,822,817,0,0,5
S01007567,588,581,0,0,7
S01007568,745,739,0,1,5
S01007569,1259,1226,1,5,27
S01007570,1113,1101,2,1,9
S01007571,539,531,0,3,5
S01007572,1778,1722,9,11,36
S01007573,84,84,0,0,0
S01007574,2322,2262,9,11,40
S01007575,860,854,0,0,6
S01007576,1025,1016,0,3,6
S01007577,893,880,1,0,12
S01007578,834,821,1,1,11
S01007579,663,644,2,5,12
S01007580,993,979,3,5,6
S01007581,657,648,1,4,4
S01007582,873,865,1,1,6
S01007583,1318,1298,1,1,18
S01007584,995,971,5,7,12
S01007585,1087,1073,0,3,11
S01007586,1155,1138,4,3,10
S01007587,819,798,9,3,9
S01007588,949,926,1,1,21
S01007589,1123,1085,5,2,31
S01007590,661,646,0,0,15
S01007591,1178,1148,0,1,29
S01007592,1143,1115,6,4,18
S01007593,1200,1163,0,2,35
S01007594,843,839,0,0,4
S01007595,1056,1044,0,2,10
S01007596,715,712,0,0,3
S01007597,647,646,0,0,1
S01007598,1121,1102,0,0,19
S01007599,840,799,0,3,38
S01007600,1066,1004,13,12,37
S01007601,631,623,0,2,6
S01007602,958,941,0,6,11
S01007603,923,899,6,6,12
S01007604,1020,987,2,12,19
S01007605,1157,1126,2,1,28
S01007606,614,601,0,0,13
S01007607,927,922,0,0,5
S01007608,971,947,0,0,24
S01007609,981,968,0,4,9
S01007610,730,724,2,1,3
S01007611,1147,1110,0,4,33
S01007612,1044,984,9,27,24
S01007613,1013,986,3,3,21
S01007614,1112,1069,12,4,27
S01007615,1375,1354,2,4,15
S01007616,917,896,3,3,15
S01007617,671,669,1,0,1
S01007618,781,778,0,1,2
S01007619,736,731,5,0,0
S01007620,822,819,0,0,3
S01007621,898,893,0,0,5
S01007622,1331,1290,4,10,27
S01007623,608,583,4,5,16
S01007624,741,732,0,0,9
S01007625,690,670,1,8,11
S01007626,650,637,0,5,8
S01007627,547,514,12,5,16
S01007628,881,868,0,0,13
S01007629,860,849,0,0,11
S01007630,813,809,0,0,4
S01007631,631,626,0,0,5
S01007632,1683,1669,0,2,12
S01007633,1550,1530,1,4,15
S01007634,803,800,0,0,3
S01007635,981,971,4,0,6
S01007636,1413,1405,0,0,8
S01007637,1378,1369,0,3,6
S01007638,1058,1046,0,3,9
S01007639,1087,1075,0,5,7
S01007640,724,722,0,1,1
S01007641,856,844,0,3,9
S01007642,1152,1142,1,0,9
S01007643,1067,1061,1,2,3
S01007644,1095,1086,4,1,4
S01007645,897,890,1,0,6
S01007646,627,618,1,1,7
S01007647,1020,1010,4,0,6
S01007648,1086,1070,5,5,6
S01007649,741,741,0,0,0
S01007650,1062,1051,1,1,9
S01007651,716,708,3,0,5
S01007652,895,892,0,1,2
S01007653,1159,1153,3,0,3
S01007654,1299,1292,2,0,5
S01007655,781,770,1,0,10
S01007656,936,928,0,0,8
S01007657,595,590,0,0,5
S01007658,689,683,0,0,6
S01007659,1055,1046,4,1,4
S01007660,1289,1287,0,0,2
S01007661,905,889,0,3,13
S01007662,1070,1056,0,2,12
S01007663,1135,1116,0,5,14
S01007664,578,571,2,0,5
S01007665,745,738,0,5,2
S01007666,510,506,1,0,3
S01007667,717,706,2,0,9
S01007668,1269,1269,0,0,0
S01007669,642,636,0,0,6
S01007670,1146,1142,0,0,4
S01007671,857,856,0,0,1
S01007672,1002,999,1,0,2
S01007673,700,694,0,0,6
S01007674,1149,1147,0,2,0
S01007675,801,800,0,1,0
S01007676,572,570,2,0,0
S01007677,279,276,0,0,3
S01007678,823,823,0,0,0
S01007679,1045,1037,3,0,5
S01007680,922,908,2,0,12
S01007681,519,511,0,0,8
S01007682,998,874,28,17,79
S01007683,1045,816,48,38,143
S01007684,1173,1084,29,3,57
S01007685,1173,1065,28,11,69
S01007686,1115,1031,24,8,52
S01007687,952,876,11,14,51
S01007688,1211,1068,4,37,102
S01007689,613,512,22,9,70
S01007690,1148,1010,8,34,96
S01007691,4465,3716,48,159,542
S01007692,1036,929,6,12,89
S01007693,1290,1071,16,51,152
S01007694,990,850,16,29,95
S01007695,1031,894,9,21,107
S01007696,1033,846,26,49,112
S01007697,1329,1200,14,14,101
S01007698,1312,1062,20,26,204
S01007699,808,648,15,37,108
S01007700,990,914,23,1,52
S01007701,451,413,5,3,30
S01007702,2253,1899,27,65,262
S01007703,1230,1135,39,18,38
S01007704,1393,1202,40,39,112
S01007705,1058,864,12,56,126
S01007706,1058,888,8,39,123
S01007707,1285,1059,16,41,169
S01007708,1038,943,48,4,43
S01007709,825,753,19,17,36
S01007710,2214,1852,24,103,235
S01007711,1342,1168,18,87,69
S01007712,1066,916,24,50,76
S01007713,573,465,40,13,55
S01007714,643,602,19,4,18
S01007715,774,666,31,10,67
S01007716,1214,1072,14,31,97
S01007717,1003,906,30,18,49
S01007718,963,888,28,4,43
S01007719,1534,1464,26,8,36
S01007720,1091,1050,29,1,11
S01007721,1085,1059,5,2,19
S01007722,940,880,34,3,23
S01007723,1020,945,45,2,28
S01007724,805,684,62,13,46
S01007725,1343,1253,31,7,52
S01007726,858,747,41,19,51
S01007727,1023,920,49,5,49
S01007728,1291,1112,79,27,73
S01007729,1002,883,26,17,76
S01007730,985,916,20,3,46
S01007731,729,683,18,3,25
S01007732,1003,907,11,30,55
S01007733,853,713,109,10,21
S01007734,821,772,23,3,23
S01007735,827,739,65,10,13
S01007736,844,710,126,0,8
S01007737,1140,1027,44,14,55
S01007738,1114,1078,13,4,19
S01007739,819,811,7,0,1
S01007740,709,668,14,6,21
S01007741,899,855,20,5,19
S01007742,729,710,5,4,10
S01007743,895,875,7,0,13
S01007744,766,755,4,0,7
S01007745,1016,1001,1,7,7
S01007746,889,877,4,0,8
S01007747,815,801,1,0,13
S01007748,704,698,0,0,6
S01007749,866,774,36,4,52
S01007750,930,865,26,2,37
S01007751,790,732,21,2,35
S01007752,1167,1137,8,0,22
S01007753,961,946,4,0,11
S01007754,1313,1288,0,3,22
S01007755,877,873,2,2,0
S01007756,955,938,6,0,11
S01007757,1311,1256,17,0,38
S01007758,1040,1004,3,0,33
S01007759,1255,1224,2,1,28
S01007760,950,933,1,0,16
S01007761,853,811,5,6,31
S01007762,814,800,1,0,13
S01007763,772,757,5,0,10
S01007764,895,874,4,5,12
S01007765,969,940,15,4,10
S01007766,1083,1041,17,7,18
S01007767,1000,969,2,0,29
S01007768,765,740,6,2,17
S01007769,809,796,1,3,9
S01007770,812,800,0,3,9
S01007771,823,813,1,0,9
S01007772,1185,1162,4,3,16
S01007773,734,724,1,4,5
S01007774,146,135,0,6,5
S01007775,1292,1237,1,5,49
S01007776,591,565,10,3,13
S01007777,562,540,3,10,9
S01007778,2422,2335,22,5,60
S01007779,774,762,5,0,7
S01007780,795,784,0,6,5
S01007781,796,789,0,0,7
S01007782,709,692,3,3,11
S01007783,873,858,4,4,7
S01007784,1006,991,1,4,10
S01007785,507,505,0,0,2
S01007786,900,896,0,0,4
S01007787,804,800,0,0,4
S01007788,832,823,0,1,8
S01007789,1151,1133,0,0,18
S01007790,1899,1872,11,0,16
S01007791,1170,1144,10,0,16
S01007792,998,988,3,1,6
S01007793,1046,1040,0,0,6
S01007794,1109,1093,6,5,5
S01007795,712,705,0,0,7
S01007796,692,683,0,0,9
S01007797,635,616,10,0,9
S01007798,778,715,36,0,27
S01007799,418,354,33,3,28
S01007800,1038,1023,7,0,8
S01007801,973,954,4,1,14
S01007802,634,579,22,5,28
S01007803,1468,1449,1,0,18
S01007804,846,830,1,0,15
S01007805,971,951,0,3,17
S01007806,888,883,0,1,4
S01007807,894,878,4,0,12
S01007808,933,919,2,0,12
S01007809,1249,1218,18,0,13
S01007810,983,976,6,0,1
S01007811,871,863,0,0,8
S01007812,850,823,12,0,15
S01007813,1108,1093,3,0,12
S01007814,854,837,7,3,7
S01007815,1159,1142,0,0,17
S01007816,669,667,0,0,2
S01007817,826,820,0,0,6
S01007818,950,943,0,0,7
S01007819,803,800,0,0,3
S01007820,1088,1046,18,0,24
S01007821,826,819,1,0,6
S01007822,966,956,1,0,9
S01007823,789,778,5,0,6
S01007824,1125,1051,28,6,40
S01007825,1294,1226,31,9,28
S01007826,598,592,2,0,4
S01007827,661,638,1,3,19
S01007828,1214,1172,5,5,32
S01007829,763,718,11,1,33
S01007830,1072,993,50,8,21
S01007831,1059,1000,15,10,34
S01007832,956,895,24,3,34
S01007833,983,956,5,1,21
S01007834,742,687,12,7,36
S01007835,784,749,3,6,26
S01007836,739,693,6,5,35
S01007837,1260,1219,5,4,32
S01007838,973,933,4,11,25
S01007839,1199,1008,35,30,126
S01007840,902,854,4,5,39
S01007841,951,918,3,0,30
S01007842,1215,1151,9,8,47
S01007843,944,871,1,5,67
S01007844,1340,1237,4,10,89
S01007845,995,972,3,7,13
S01007846,852,809,8,0,35
S01007847,1474,1427,3,2,42
S01007848,1070,1021,2,5,42
S01007849,1112,1096,0,0,16
S01007850,754,741,0,0,13
S01007851,1036,1026,2,0,8
S01007852,1282,1262,9,0,11
S01007853,807,771,5,2,29
S01007854,1286,1234,5,4,43
S01007855,658,635,1,3,19
S01007856,1053,1036,2,1,14
S01007857,595,592,0,0,3
S01007858,2159,2123,6,1,29
S01007859,1529,1495,3,0,31
S01007860,1165,1142,2,0,21
S01007861,1067,1057,0,0,10
S01007862,1067,1060,0,0,7
S01007863,895,889,0,0,6
S01007864,938,934,0,0,4
S01007865,1461,1423,11,3,24
S01007866,586,579,1,0,6
S01007867,1427,1389,11,3,24
S01007868,2091,1989,14,3,85
S01007869,2241,2048,41,16,136
S01007870,666,661,0,0,5
S01007871,1111,1102,0,6,3
S01007872,795,787,0,4,4
S01007873,778,773,0,1,4
S01007874,887,875,3,3,6
S01007875,764,763,0,0,1
S01007876,1009,1006,0,1,2
S01007877,888,886,0,0,2
S01007878,724,724,0,0,0
S01007879,1203,1201,0,0,2
S01007880,460,458,0,0,2
S01007881,656,652,0,0,4
S01007882,1612,1595,0,11,6
S01007883,1211,1204,0,6,1
S01007884,953,948,1,0,4
S01007885,1038,1033,1,0,4
S01007886,1168,1166,0,0,2
S01007887,717,716,0,0,1
S01007888,1070,1065,2,0,3
S01007889,1119,1118,0,0,1
S01007890,695,692,0,0,3
S01007891,1333,1320,0,7,6
S01007892,1174,1167,0,1,6
S01007893,1326,1306,13,0,7
S01007894,1050,1047,0,0,3
S01007895,771,758,0,2,11
S01007896,1110,1101,0,0,9
S01007897,1609,1594,6,6,3
S01007898,758,757,0,0,1
S01007899,502,500,1,0,1
S01007900,549,547,0,0,2
S01007901,801,797,0,0,4
S01007902,980,978,0,0,2
S01007903,803,799,1,0,3
S01007904,849,843,1,0,5
S01007905,827,826,0,1,0
S01007906,824,818,0,4,2
S01007907,780,779,0,0,1
S01007908,1296,1291,0,0,5
S01007909,719,718,0,1,0
S01007910,1111,1103,0,5,3
S01007911,1094,1083,7,0,4
S01007912,865,862,0,0,3
S01007913,1069,1068,0,0,1
S01007914,744,743,0,1,0
S01007915,961,958,0,0,3
S01007916,1041,1035,2,1,3
S01007917,1234,1233,0,0,1
S01007918,1034,1026,2,1,5
S01007919,949,932,13,0,4
S01007920,615,580,14,13,8
S01007921,1146,1135,1,3,7
S01007922,1361,1345,0,4,12
S01007923,1279,1258,0,6,15
S01007924,1179,1156,14,0,9
S01007925,665,660,0,0,5
S01007926,931,918,2,0,11
S01007927,617,601,5,9,2
S01007928,1208,1198,0,0,10
S01007929,1617,1593,10,0,14
S01007930,727,717,0,0,10
S01007931,1353,1330,8,1,14
S01007932,831,821,0,1,9
S01007933,1341,1331,4,0,6
S01007934,720,718,0,0,2
S01007935,1273,1257,2,0,14
S01007936,1233,1229,0,0,4
S01007937,1503,1478,7,6,12
S01007938,837,832,0,0,5
S01007939,1016,1005,4,0,7
S01007940,1719,1703,1,1,14
S01007941,631,627,0,0,4
S01007942,508,502,1,0,5
S01007943,970,962,2,0,6
S01007944,1026,1020,2,0,4
S01007945,1202,1188,0,1,13
S01007946,1039,1033,0,2,4
S01007947,1048,1042,0,1,5
S01007948,760,757,0,0,3
S01007949,954,949,0,1,4
S01007950,1135,1121,5,2,7
S01007951,1005,1001,1,0,3
S01007952,857,853,0,1,3
S01007953,1022,1020,0,0,2
S01007954,728,722,1,2,3
S01007955,1736,1715,1,4,16
S01007956,999,999,0,0,0
S01007957,1230,1217,5,2,6
S01007958,1059,1048,5,0,6
S01007959,1951,1921,4,11,15
S01007960,607,607,0,0,0
S01007961,1674,1658,2,3,11
S01007962,1096,1087,0,1,8
S01007963,1158,1150,0,1,7
S01007964,890,884,0,0,6
S01007965,774,767,5,0,2
S01007966,1090,1070,7,6,7
S01007967,860,855,1,0,4
S01007968,1038,1038,0,0,0
S01007969,840,833,3,1,3
S01007970,1062,1057,1,0,4
S01007971,1027,1020,1,0,6
S01007972,1126,1116,4,0,6
S01007973,867,863,0,0,4
S01007974,940,932,1,3,4
S01007975,655,651,0,0,4
S01007976,1086,1069,1,2,14
S01007977,645,641,0,1,3
S01007978,826,813,0,5,8
S01007979,904,889,8,2,5
S01007980,816,809,1,1,5
S01007981,755,744,0,0,11
S01007982,695,690,0,0,5
S01007983,1415,1407,4,0,4
S01007984,896,887,0,4,5
S01007985,923,918,1,2,2
S01007986,675,665,0,6,4
S01007987,1033,1025,0,0,8
S01007988,906,896,5,4,1
S01007989,722,715,3,0,4
S01007990,1253,1236,5,4,8
S01007991,1003,936,20,21,26
S01007992,1058,991,15,27,25
S01007993,908,903,0,3,2
S01007994,659,639,1,8,11
S01007995,721,714,2,0,5
S01007996,338,330,0,3,5
S01007997,669,641,7,5,16
S01007998,606,581,10,1,14
S01007999,801,799,0,0,2
S01008000,913,910,0,0,3
S01008001,961,950,2,3,6
S01008002,1039,1023,6,0,10
S01008003,760,720,3,14,23
S01008004,122,115,0,2,5
S01008005,165,163,0,0,2
S01008006,864,856,0,0,8
S01008007,570,561,0,0,9
S01008008,787,758,6,9,14
S01008009,1021,1012,2,1,6
S01008010,1313,1302,0,4,7
S01008011,846,832,2,5,7
S01008012,997,978,1,1,17
S01008013,834,823,0,0,11
S01008014,800,789,1,1,9
S01008015,832,815,0,6,11
S01008016,781,772,0,3,6
S01008017,900,885,3,1,11
S01008018,944,931,1,3,9
S01008019,1011,999,0,1,11
S01008020,891,863,9,10,9
S01008021,699,687,6,0,6
S01008022,844,821,6,9,8
S01008023,1739,1678,11,20,30
S01008024,955,929,5,3,18
S01008025,891,886,1,2,2
S01008026,1371,1365,0,0,6
S01008027,809,796,2,4,7
S01008028,585,573,0,1,11
S01008029,3738,3648,20,31,39
S01008030,2233,2177,15,24,17
S01008031,1573,1549,0,6,18
S01008032,1248,1241,1,0,6
S01008033,1166,1099,16,13,38
S01008034,1176,1092,3,15,66
S01008035,1020,977,7,2,34
S01008036,669,660,0,3,6
S01008037,1446,1409,5,8,24
S01008038,999,975,3,5,16
S01008039,1079,1039,1,9,30
S01008040,752,735,0,7,10
S01008041,1074,1033,13,6,22
S01008042,862,826,0,10,26
S01008043,1364,1344,0,5,15
S01008044,1195,1144,4,3,44
S01008045,1313,1236,15,13,49
S01008046,1157,1122,12,11,12
S01008047,697,679,0,7,11
S01008048,662,648,0,3,11
S01008049,1023,972,4,5,42
S01008050,682,631,7,1,43
S01008051,1229,1182,5,6,36
S01008052,829,807,0,0,22
S01008053,959,935,2,2,20
S01008054,778,729,6,6,37
S01008055,1049,1007,6,11,25
S01008056,1204,1106,15,4,79
S01008057,1358,1289,14,13,42
S01008058,895,776,5,18,96
S01008059,678,639,14,9,16
S01008060,1833,1652,34,31,116
S01008061,887,826,0,25,36
S01008062,997,940,14,5,38
S01008063,874,805,22,7,40
S01008064,1013,922,18,9,64
S01008065,1219,1132,15,6,66
S01008066,1022,988,1,4,29
S01008067,691,652,17,7,15
S01008068,1203,1124,12,10,57
S01008069,1201,1129,21,1,50
S01008070,1125,1081,9,11,24
S01008071,966,917,6,9,34
S01008072,1336,1213,26,18,79
S01008073,471,406,14,8,43
S01008074,976,920,4,3,49
S01008075,613,558,8,4,43
S01008076,1035,919,38,7,71
S01008077,1003,932,8,6,57
S01008078,860,764,27,10,59
S01008079,905,811,36,10,48
S01008080,808,753,21,8,26
S01008081,703,606,23,13,61
S01008082,1032,896,22,6,108
S01008083,839,730,32,5,72
S01008084,1033,1020,4,0,9
S01008085,1314,1299,0,4,11
S01008086,1256,1248,2,0,6
S01008087,1136,1053,5,11,67
S01008088,917,889,1,6,21
S01008089,997,965,2,5,25
S01008090,771,737,4,6,24
S01008091,513,507,1,0,5
S01008092,1138,1089,2,8,39
S01008093,900,872,6,0,22
S01008094,725,688,1,0,36
S01008095,1093,1066,0,1,26
S01008096,790,775,2,3,10
S01008097,897,871,5,3,18
S01008098,750,719,1,2,28
S01008099,540,535,0,1,4
S01008100,1035,935,29,30,41
S01008101,1244,1180,5,33,26
S01008102,819,786,3,11,19
S01008103,706,690,2,1,13
S01008104,1022,989,10,4,19
S01008105,1226,1184,6,4,32
S01008106,1742,1566,47,47,82
S01008107,1301,1126,46,41,88
S01008108,936,878,7,3,48
S01008109,940,885,1,4,50
S01008110,941,872,20,8,41
S01008111,869,838,6,2,23
S01008112,947,893,11,13,30
S01008113,1002,932,8,16,46
S01008114,899,870,0,1,28
S01008115,915,806,31,2,76
S01008116,1116,1060,5,25,26
S01008117,800,769,10,6,15
S01008118,1351,1301,9,15,26
S01008119,784,756,1,3,24
S01008120,707,674,2,2,29
S01008121,662,653,1,3,5
S01008122,1135,1098,8,7,22
S01008123,1063,1032,10,6,15
S01008124,1012,982,1,10,19
S01008125,1177,1134,6,15,22
S01008126,935,907,2,10,16
S01008127,489,472,1,0,16
S01008128,1104,1089,0,4,11
S01008129,980,953,6,6,15
S01008130,1152,1132,1,5,14
S01008131,766,753,0,4,9
S01008132,1110,1092,3,0,15
S01008133,829,804,4,6,15
S01008134,703,680,1,4,18
S01008135,1605,1553,5,6,41
S01008136,1419,1395,1,5,18
S01008137,1440,1434,0,2,4
S01008138,1051,1042,0,0,9
S01008139,1086,1067,5,6,8
S01008140,741,730,5,2,4
S01008141,1168,1147,0,12,9
S01008142,974,958,0,9,7
S01008143,1181,1171,2,2,6
S01008144,1019,1002,0,8,9
S01008145,1018,1003,9,0,6
S01008146,649,648,0,1,0
S01008147,901,890,1,5,5
S01008148,915,905,2,2,6
S01008149,960,951,3,0,6
S01008150,1409,1400,1,3,5
S01008151,1030,1025,0,2,3
S01008152,1241,1232,2,5,2
S01008153,892,881,1,3,7
S01008154,1050,1044,0,0,6
S01008155,836,822,6,1,7
S01008156,1062,1053,0,0,9
S01008157,1083,1072,0,2,9
S01008158,1002,990,3,5,4
S01008159,1210,1197,5,1,7
S01008160,1419,1405,4,2,8
S01008161,1499,1472,3,7,17
S01008162,1264,1241,0,0,23
S01008163,894,882,0,0,12
S01008164,1450,1290,6,33,121
S01008165,880,840,16,6,18
S01008166,1347,1307,16,6,18
S01008167,1604,1554,16,7,27
S01008168,1129,1116,2,0,11
S01008169,1499,1451,17,6,25
S01008170,1530,1372,13,32,113
S01008171,909,886,6,3,14
S01008172,557,549,1,0,7
S01008173,785,769,6,0,10
S01008174,532,531,0,0,1
S01008175,750,744,0,2,4
S01008176,1515,1466,17,7,25
S01008177,864,852,1,1,10
S01008178,640,631,4,0,5
S01008179,391,376,13,0,2
S01008180,473,460,5,0,8
S01008181,678,662,2,0,14
S01008182,1253,1234,0,0,19
S01008183,968,939,2,5,22
S01008184,881,851,2,7,21
S01008185,1235,1201,6,6,22
S01008186,1076,1015,4,25,32
S01008187,699,683,6,1,9
S01008188,1467,1413,8,1,45
S01008189,1062,1037,6,0,19
S01008190,1035,1017,5,0,13
S01008191,1481,1431,16,6,28
S01008192,1099,1054,10,1,34
S01008193,972,940,7,3,22
S01008194,682,662,9,4,7
S01008195,1148,1131,10,0,7
S01008196,923,901,6,3,13
S01008197,1901,1889,4,2,6
S01008198,693,689,3,0,1
S01008199,776,764,5,0,7
S01008200,867,857,1,1,8
S01008201,1327,1301,2,3,21
S01008202,803,794,0,1,8
S01008203,556,547,1,4,4
S01008204,2717,2695,1,2,19
S01008205,771,765,3,0,3
S01008206,1604,1573,10,9,12
S01008207,824,811,6,0,7
S01008208,1026,1009,4,2,11
S01008209,686,656,10,9,11
S01008210,1423,1405,8,1,9
S01008211,991,984,1,1,5
S01008212,712,707,0,0,5
S01008213,1019,1009,5,0,5
S01008214,837,826,1,1,9
S01008215,1099,1084,2,3,10
S01008216,770,754,1,5,10
S01008217,679,677,0,0,2
S01008218,2156,2149,1,2,4
S01008219,1242,1226,6,1,9
S01008220,644,632,4,0,8
S01008221,832,818,0,1,13
S01008222,722,720,1,0,1
S01008223,597,591,0,0,6
S01008224,907,898,0,0,9
S01008225,786,777,0,0,9
S01008226,755,745,1,5,4
S01008227,986,974,2,1,9
S01008228,792,775,5,0,12
S01008229,1317,1314,0,0,3
S01008230,811,775,11,0,25
S01008231,640,638,0,0,2
S01008232,244,239,0,0,5
S01008233,1740,1698,12,5,25
S01008234,2097,2053,12,6,26
S01008235,929,920,0,4,5
S01008236,1009,997,0,4,8
S01008237,929,916,1,0,12
S01008238,1038,1025,0,0,13
S01008239,762,760,0,0,2
S01008240,1402,1399,0,0,3
S01008241,1055,1050,0,2,3
S01008242,1211,1200,0,1,10
S01008243,1134,1112,1,0,21
S01008244,1051,1029,2,0,20
S01008245,1133,1122,0,1,10
S01008246,1274,1248,3,0,23
S01008247,982,979,0,0,3
S01008248,1329,1320,0,2,7
S01008249,903,899,0,1,3
S01008250,1117,1107,0,3,7
S01008251,1038,1025,3,4,6
S01008252,1120,1111,0,0,9
S01008253,855,844,4,1,6
S01008254,1286,1280,0,1,5
S01008255,1017,1002,6,0,9
S01008256,1033,1010,3,3,17
S01008257,886,870,0,4,12
S01008258,1289,1275,1,0,13
S01008259,1455,1423,1,9,22
S01008260,1054,1048,0,0,6
S01008261,1197,1194,1,0,2
S01008262,914,902,0,2,10
S01008263,801,790,4,0,7
S01008264,919,906,0,0,13
S01008265,706,696,0,3,7
S01008266,1061,1044,1,1,15
S01008267,818,805,0,0,13
S01008268,878,851,7,1,19
S01008269,1126,1115,0,0,11
