dz_2011,total,white,pakistani,chinese,other
S01008270,1191,1175,3,1,12
S01008271,749,727,0,4,18
S01008272,1002,986,0,5,11
S01008273,1026,1013,1,3,9
S01008274,930,912,2,4,12
S01008275,682,681,0,0,1
S01008276,681,681,0,0,0
S01008277,692,686,0,2,4
S01008278,774,765,1,2,6
S01008279,733,727,0,0,6
S01008280,1275,1264,1,0,10
S01008281,830,826,0,0,4
S01008282,779,771,1,1,6
S01008283,1338,1308,0,8,22
S01008284,1651,1628,0,2,21
S01008285,754,743,2,2,7
S01008286,1368,1353,0,0,15
S01008287,967,943,12,0,12
S01008288,1002,972,16,1,13
S01008289,768,751,6,0,11
S01008290,1038,1016,0,4,18
S01008291,1135,1131,0,1,3
S01008292,1640,1611,2,8,19
S01008293,1184,1172,0,2,10
S01008294,730,720,2,0,8
S01008295,1211,1198,6,2,5
S01008296,932,921,4,1,6
S01008297,626,617,0,1,8
S01008298,1079,1061,5,2,11
S01008299,1177,1154,11,1,11
S01008300,940,929,3,3,5
S01008301,1015,999,3,3,10
S01008302,940,925,1,0,14
S01008303,788,773,2,4,9
S01008304,476,454,9,4,9
S01008305,791,787,2,0,2
S01008306,611,609,0,0,2
S01008307,805,801,0,0,4
S01008308,566,552,7,0,7
S01008309,932,916,5,1,10
S01008310,949,938,6,1,4
S01008311,728,713,3,1,11
S01008312,720,695,8,6,11
S01008313,1013,989,18,1,5
S01008314,939,913,5,0,21
S01008315,748,740,1,0,7
S01008316,943,910,9,9,15
S01008317,738,700,12,10,16
S01008318,1628,1579,16,4,29
S01008319,614,608,1,0,5
S01008320,633,632,0,0,1
S01008321,729,701,21,0,7
S01008322,1956,1925,11,4,16
S01008323,881,857,13,0,11
S01008324,651,639,4,0,8
S01008325,1229,1178,16,3,32
S01008326,1164,1131,17,0,16
S01008327,1094,1083,4,0,7
S01008328,935,833,54,17,31
S01008329,1038,866,88,9,75
S01008330,1088,861,144,1,82
S01008331,785,673,57,6,49
S01008332,1108,929,124,9,46
S01008333,1161,1063,57,9,32
S01008334,995,857,105,4,29
S01008335,1012,920,50,12,30
S01008336,1000,874,76,12,38
S01008337,906,835,23,21,27
S01008338,915,755,61,31,68
S01008339,629,562,23,0,44
S01008340,929,776,95,7,51
S01008341,700,631,29,8,32
S01008342,1167,1043,52,16,56
S01008343,1162,1093,40,0,29
S01008344,872,792,42,3,35
S01008345,1273,1159,67,2,45
S01008346,1102,1036,33,9,24
S01008347,1228,1143,55,12,18
S01008348,976,906,42,7,21
S01008349,1481,1304,89,20,68
S01008350,760,731,18,2,9
S01008351,1067,1003,16,1,47
S01008352,933,849,32,8,44
S01008353,525,458,18,1,48
S01008354,1110,967,52,27,64
S01008355,1123,1116,1,0,6
S01008356,884,877,0,0,7
S01008357,908,904,0,0,4
S01008358,870,861,1,4,4
S01008359,772,767,1,0,4
S01008360,1338,1275,11,11,41
S01008361,786,764,0,9,13
S01008362,1158,1027,56,25,50
S01008363,829,791,18,6,14
S01008364,818,751,31,10,26
S01008365,972,898,29,29,16
S01008366,980,931,21,3,25
S01008367,966,907,23,9,27
S01008368,905,867,16,4,18
S01008369,782,750,13,5,14
S01008370,692,649,16,0,27
S01008371,913,884,16,0,13
S01008372,927,870,28,7,22
S01008373,1199,1157,17,6,19
S01008374,877,856,2,0,19
S01008375,789,764,6,12,7
S01008376,655,635,9,10,1
S01008377,944,898,18,10,18
S01008378,1103,1072,9,8,14
S01008379,530,510,17,3,0
S01008380,649,633,2,7,7
S01008381,1070,1026,31,0,13
S01008382,921,894,16,0,11
S01008383,619,592,8,4,15
S01008384,976,957,5,7,7
S01008385,674,646,10,0,18
S01008386,951,923,17,0,11
S01008387,871,832,10,5,24
S01008388,637,615,4,9,9
S01008389,756,743,7,2,4
S01008390,732,724,3,1,4
S01008391,785,758,14,2,11
S01008392,916,898,1,9,8
S01008393,912,884,17,10,1
S01008394,1108,1052,31,2,23
S01008395,832,749,61,5,17
S01008396,807,726,49,5,27
S01008397,996,935,38,4,19
S01008398,907,851,12,5,39
S01008399,703,639,39,3,22
S01008400,1101,917,137,10,37
S01008401,1258,1093,107,4,54
S01008402,1092,1021,44,1,26
S01008403,1014,990,13,5,6
S01008404,1087,1045,23,6,13
S01008405,908,874,29,0,5
S01008406,1200,1098,68,3,31
S01008407,522,469,40,0,13
S01008408,812,761,40,4,7
S01008409,1092,1030,38,2,22
S01008410,870,718,83,4,65
S01008411,1121,1047,52,1,21
S01008412,706,633,51,2,20
S01008413,690,651,29,2,8
S01008414,660,606,36,10,8
S01008415,1058,909,86,7,56
S01008416,1164,1065,71,3,25
S01008417,726,709,0,1,16
S01008418,692,667,0,3,22
S01008419,525,509,8,0,8
S01008420,569,541,0,6,22
S01008421,858,831,0,4,23
S01008422,972,947,1,4,20
S01008423,1063,1041,0,11,11
S01008424,1120,1092,19,2,7
S01008425,2557,1969,16,222,350
S01008426,1163,1125,2,13,23
S01008427,1249,1199,11,16,23
S01008428,884,869,3,0,12
S01008429,913,904,0,6,3
S01008430,1117,1087,3,9,18
S01008431,1067,1045,4,1,17
S01008432,1116,1091,4,0,21
S01008433,807,785,6,1,15
S01008434,1043,988,34,14,7
S01008435,1083,1005,35,12,31
S01008436,1059,1024,10,11,14
S01008437,796,772,11,2,11
S01008438,587,570,3,1,13
S01008439,1120,1096,3,0,21
S01008440,1143,1119,4,9,11
S01008441,1022,999,0,1,22
S01008442,774,761,0,0,13
S01008443,582,566,5,6,5
S01008444,720,684,17,4,15
S01008445,1077,966,24,1,86
S01008446,1706,1619,5,41,41
S01008447,675,661,3,0,11
S01008448,879,823,26,17,13
S01008449,964,797,39,8,120
S01008450,592,512,16,7,57
S01008451,1018,874,30,28,86
S01008452,979,745,22,7,205
S01008453,956,738,20,5,193
S01008454,1339,1188,28,12,111
S01008455,1254,1099,10,35,110
S01008456,1236,1057,9,36,134
S01008457,1101,1005,8,4,84
S01008458,995,926,14,5,50
S01008459,815,731,6,10,68
S01008460,1227,1146,7,5,69
S01008461,1018,920,9,18,71
S01008462,694,623,15,13,43
S01008463,937,846,4,22,65
S01008464,921,884,3,10,24
S01008465,953,887,1,25,40
S01008466,840,755,8,34,43
S01008467,887,845,5,8,29
S01008468,1011,908,15,10,78
S01008469,804,627,20,23,134
S01008470,992,882,8,9,93
S01008471,858,774,0,16,68
S01008472,811,697,4,24,86
S01008473,700,633,10,5,52
S01008474,832,765,8,14,45
S01008475,1040,929,12,20,79
S01008476,779,737,2,5,35
S01008477,1167,1090,10,12,55
S01008478,1021,910,9,13,89
S01008479,1097,1003,5,13,76
S01008480,534,507,10,1,16
S01008481,1615,1538,10,6,61
S01008482,1498,1412,9,14,63
S01008483,832,781,1,4,46
S01008484,952,905,18,5,24
S01008485,1203,1141,13,8,41
S01008486,867,801,12,15,39
S01008487,961,874,3,11,73
S01008488,1303,1166,26,21,90
S01008489,874,773,12,20,69
S01008490,1159,1032,17,46,64
S01008491,935,746,7,62,120
S01008492,944,824,6,38,76
S01008493,913,831,8,22,52
S01008494,837,701,14,12,110
S01008495,1059,848,6,41,164
S01008496,1160,922,19,77,142
S01008497,927,813,10,21,83
S01008498,772,678,6,20,68
S01008499,1123,946,16,30,131
S01008500,398,353,3,12,30
S01008501,835,681,3,39,112
S01008502,648,524,1,40,83
S01008503,994,930,5,28,31
S01008504,1723,1540,12,65,106
S01008505,1000,936,13,12,39
S01008506,1108,1050,22,9,27
S01008507,897,839,1,17,40
S01008508,1106,1052,17,14,23
S01008509,1251,1198,5,15,33
S01008510,906,852,7,14,33
S01008511,1009,934,31,5,39
S01008512,1202,1142,27,8,25
S01008513,1190,1090,9,45,46
S01008514,762,737,0,8,17
S01008515,998,974,0,3,21
S01008516,1486,1372,4,23,87
S01008517,1042,960,0,34,48
S01008518,1192,1125,5,32,30
S01008519,1083,1056,5,9,13
S01008520,1359,1302,18,11,28
S01008521,907,886,8,3,10
S01008522,594,557,4,8,25
S01008523,1172,1103,10,23,36
S01008524,1202,1146,5,15,36
S01008525,1139,1058,15,4,62
S01008526,850,786,28,1,35
S01008527,726,683,14,10,19
S01008528,720,680,7,0,33
S01008529,839,829,1,1,8
S01008530,1053,994,10,7,42
S01008531,946,909,0,2,35
S01008532,661,624,10,8,19
S01008533,549,471,0,0,78
S01008534,869,772,12,9,76
S01008535,709,685,4,3,17
S01008536,707,677,10,8,12
S01008537,673,654,1,4,14
S01008538,641,630,1,4,6
S01008539,1100,1047,12,16,25
S01008540,982,957,6,5,14
S01008541,1028,982,19,8,19
S01008542,1221,1161,20,15,25
S01008543,995,928,23,18,26
S01008544,653,628,3,2,20
S01008545,1053,999,6,19,29
S01008546,806,780,6,5,15
S01008547,1167,998,58,59,52
S01008548,1056,963,24,8,61
S01008549,1185,1115,11,19,40
S01008550,1039,895,56,25,63
S01008551,984,881,33,15,55
S01008552,1031,962,20,23,26
S01008553,659,630,0,15,14
S01008554,1090,960,10,13,107
S01008555,1295,1192,14,9,80
S01008556,1125,1024,36,11,54
S01008557,1051,921,34,13,83
S01008558,912,849,5,11,47
S01008559,862,812,0,4,46
S01008560,888,770,35,4,79
S01008561,1088,1021,2,11,54
S01008562,858,809,8,7,34
S01008563,1138,1075,1,16,46
S01008564,1043,962,16,7,58
S01008565,1087,965,9,13,100
S01008566,1137,1065,10,18,44
S01008567,889,790,13,4,82
S01008568,871,758,27,14,72
S01008569,738,646,14,22,56
S01008570,1374,1256,14,13,91
S01008571,796,721,20,6,49
S01008572,1072,954,16,20,82
S01008573,1174,972,49,86,67
S01008574,1079,927,22,56,74
S01008575,875,769,7,46,53
S01008576,1009,920,10,14,65
S01008577,1203,1132,21,17,33
S01008578,1003,950,6,10,37
S01008579,934,889,6,6,33
S01008580,816,727,13,27,49
S01008581,1014,900,21,20,73
S01008582,1368,1264,16,26,62
S01008583,921,776,20,23,102
S01008584,1309,1121,4,37,147
S01008585,991,863,14,36,78
S01008586,949,861,0,28,60
S01008587,914,683,33,107,91
S01008588,1116,1061,6,14,35
S01008589,390,350,21,7,12
S01008590,759,701,5,27,26
S01008591,1084,944,44,23,73
S01008592,965,765,40,102,58
S01008593,870,793,36,16,25
S01008594,969,876,15,23,55
S01008595,1179,1049,24,28,78
S01008596,953,853,24,18,58
S01008597,1116,1013,25,25,53
S01008598,1229,1086,25,34,84
S01008599,1031,931,20,31,49
S01008600,2710,2214,51,132,313
S01008601,2533,2113,23,143,254
S01008602,555,464,10,16,65
S01008603,1029,922,1,34,72
S01008604,1144,978,22,50,94
S01008605,921,800,0,59,62
S01008606,1052,955,43,18,36
S01008607,630,586,6,3,35
S01008608,848,816,0,11,21
S01008609,1165,1106,17,10,32
S01008610,1235,1145,15,9,66
S01008611,1421,1235,7,91,88
S01008612,779,704,5,20,50
S01008613,1039,935,18,20,66
S01008614,910,829,14,16,51
S01008615,951,848,13,24,66
S01008616,872,792,23,13,44
S01008617,967,875,0,21,71
S01008618,739,671,12,12,44
S01008619,520,468,2,19,31
S01008620,815,746,11,19,39
S01008621,881,793,14,23,51
S01008622,837,750,8,26,53
S01008623,1136,1015,3,56,62
S01008624,879,839,5,14,21
S01008625,573,555,0,8,10
S01008626,1110,1060,5,9,36
S01008627,840,790,8,8,34
S01008628,787,745,0,4,38
S01008629,1077,1006,4,22,45
S01008630,739,697,2,8,32
S01008631,910,839,4,20,47
S01008632,1275,1206,6,7,56
S01008633,1238,1144,6,11,77
S01008634,727,658,17,16,36
S01008635,850,771,16,20,43
S01008636,950,897,8,12,33
S01008637,792,755,5,4,28
S01008638,1499,1265,19,89,126
S01008639,1299,1181,13,26,79
S01008640,1210,1127,10,14,59
S01008641,1130,1047,7,23,53
S01008642,1043,952,9,21,61
S01008643,1012,914,6,10,82
S01008644,680,582,7,48,43
S01008645,1035,919,28,50,38
S01008646,1251,1121,19,22,89
S01008647,715,632,8,28,47
S01008648,988,865,2,25,96
S01008649,1281,1134,13,36,98
S01008650,912,831,4,18,59
S01008651,1203,1084,2,33,84
S01008652,739,672,8,6,53
S01008653,684,557,15,29,83
S01008654,1189,981,7,44,157
S01008655,922,739,5,39,139
S01008656,1446,1263,12,37,134
S01008657,1058,947,3,39,69
S01008658,1751,1560,5,55,131
S01008659,1210,1084,13,50,63
S01008660,1162,1030,23,22,87
S01008661,1289,1153,8,47,81
S01008662,1051,914,1,44,92
S01008663,1009,892,7,24,86
S01008664,1006,873,3,26,104
S01008665,1698,1488,14,61,135
S01008666,1066,911,3,61,91
S01008667,1499,1215,21,129,134
S01008668,1253,1061,3,69,120
S01008669,690,615,5,22,48
S01008670,1141,950,22,48,121
S01008671,1188,975,41,58,114
S01008672,686,538,16,51,81
S01008673,1158,868,42,92,156
S01008674,1037,812,11,121,93
S01008675,889,802,3,30,54
S01008676,966,861,8,15,82
S01008677,897,790,12,23,72
S01008678,1446,1073,17,163,193
S01008679,1355,1149,10,83,113
S01008680,948,728,16,89,115
S01008681,1096,883,25,79,109
S01008682,970,804,27,47,92
S01008683,2150,1599,38,245,268
S01008684,2919,2415,29,165,310
S01008685,883,795,9,13,66
S01008686,1258,1155,15,22,66
S01008687,992,924,7,14,47
S01008688,1395,1249,17,20,109
S01008689,1190,1132,11,1,46
S01008690,1078,975,17,14,72
S01008691,1293,1218,11,4,60
S01008692,1127,1032,8,13,74
S01008693,591,578,5,0,8
S01008694,1436,1329,15,19,73
S01008695,1014,938,28,1,47
S01008696,675,624,21,0,30
S01008697,1059,997,17,4,41
S01008698,746,714,12,4,16
S01008699,1123,1056,35,3,29
S01008700,747,699,18,4,26
S01008701,938,829,11,17,81
S01008702,815,708,20,31,56
S01008703,1410,1145,73,34,158
S01008704,1651,1411,74,37,129
S01008705,938,820,27,8,83
S01008706,1369,1202,29,19,119
S01008707,1311,1212,21,6,72
S01008708,1031,918,16,1,96
S01008709,1048,958,13,18,59
S01008710,998,863,35,22,78
S01008711,784,717,9,4,54
S01008712,1253,1130,38,12,73
S01008713,635,607,0,0,28
S01008714,656,612,18,0,26
S01008715,763,748,0,5,10
S01008716,694,672,0,0,22
S01008717,532,477,34,9,12
S01008718,625,552,34,2,37
S01008719,1145,991,76,4,74
S01008720,586,571,3,5,7
S01008721,809,772,23,4,10
S01008722,1058,1026,9,6,17
S01008723,809,757,14,13,25
S01008724,1068,1043,10,7,8
S01008725,752,736,0,2,14
S01008726,1169,1152,0,5,12
S01008727,1233,1187,3,7,36
S01008728,654,643,0,0,11
S01008729,845,816,10,2,17
S01008730,1099,1042,13,8,36
S01008731,514,492,0,15,7
S01008732,815,782,0,7,26
S01008733,869,830,8,2,29
S01008734,806,772,10,7,17
S01008735,1187,1096,30,11,50
S01008736,738,641,66,5,26
S01008737,801,756,11,6,28
S01008738,913,846,25,12,30
S01008739,559,535,16,0,8
S01008740,709,667,19,0,23
S01008741,1125,1098,14,2,11
S01008742,731,707,15,0,9
S01008743,1107,1037,13,8,49
S01008744,1058,1023,15,6,14
S01008745,545,510,17,1,17
S01008746,1062,914,36,18,94
S01008747,575,554,8,0,13
S01008748,1063,970,43,0,50
S01008749,1186,1077,48,6,55
S01008750,765,730,9,3,23
S01008751,1017,976,5,3,33
S01008752,976,941,6,0,29
S01008753,887,834,13,7,33
S01008754,866,810,12,5,39
S01008755,1001,942,8,7,44
S01008756,827,752,17,4,54
S01008757,784,741,8,5,30
S01008758,1002,916,29,2,55
S01008759,728,668,24,0,36
S01008760,1370,1271,29,12,58
S01008761,858,775,16,6,61
S01008762,551,536,0,0,15
S01008763,845,820,1,1,23
S01008764,714,663,15,1,35
S01008765,1270,1188,15,8,59
S01008766,1469,1420,7,1,41
S01008767,904,877,2,3,22
S01008768,2851,2512,47,69,223
S01008769,2294,1992,43,65,194
S01008770,2179,1891,43,64,181
S01008771,2179,1891,43,64,181
S01008772,1201,1140,0,14,47
S01008773,1120,1060,4,12,44
S01008774,901,830,12,8,51
S01008775,539,502,12,6,19
S01008776,1282,1162,19,12,89
S01008777,1083,961,16,15,91
S01008778,990,921,1,5,63
S01008779,1100,1022,4,13,61
S01008780,920,851,11,11,47
S01008781,1098,984,17,6,91
S01008782,999,925,13,11,50
S01008783,553,539,0,0,14
S01008784,779,736,8,6,29
S01008785,1066,948,17,4,97
S01008786,1197,1106,3,8,80
S01008787,690,633,3,6,48
S01008788,875,809,6,6,54
S01008789,654,583,14,13,44
S01008790,919,816,7,7,89
S01008791,978,827,30,39,82
S01008792,1001,927,3,8,63
S01008793,1102,1020,13,14,55
S01008794,971,903,19,3,46
S01008795,1284,1165,36,22,61
S01008796,1182,1045,21,13,103
S01008797,1048,941,10,13,84
S01008798,987,910,14,16,47
S01008799,783,658,41,9,75
S01008800,1205,1125,15,9,56
S01008801,854,774,18,6,56
S01008802,1241,1120,19,20,82
S01008803,1112,1001,32,9,70
S01008804,929,743,48,12,126
S01008805,786,620,24,20,122
S01008806,1219,1034,35,18,132
S01008807,984,896,20,8,60
S01008808,663,621,11,1,30
S01008809,801,755,3,4,39
S01008810,1029,971,3,13,42
S01008811,844,776,13,10,45
S01008812,983,859,11,18,95
S01008813,1036,832,81,11,112
S01008814,1276,1078,49,18,131
S01008815,1287,1118,25,18,126
S01008816,523,475,2,2,44
S01008817,1192,1082,26,10,74
S01008818,1166,1050,31,10,75
S01008819,1117,1067,8,3,39
S01008820,1538,1381,49,16,92
S01008821,787,710,15,3,59
S01008822,845,794,9,1,41
S01008823,959,913,15,6,25
S01008824,1274,1241,0,8,25
S01008825,619,608,0,4,7
S01008826,664,637,1,4,22
S01008827,1023,994,3,8,18
S01008828,1005,973,4,2,26
S01008829,1067,982,15,13,57
S01008830,1214,1180,2,5,27
S01008831,1044,1031,0,1,12
S01008832,755,696,18,14,27
S01008833,1103,1050,1,12,40
S01008834,1232,1159,24,5,44
S01008835,1037,981,8,8,40
S01008836,526,466,12,4,44
S01008837,1637,1504,16,33,84
S01008838,1009,931,22,14,42
S01008839,1188,1127,8,11,42
S01008840,1074,997,11,6,60
S01008841,1289,1121,19,21,128
S01008842,161,143,0,4,14
S01008843,991,825,43,23,100
S01008844,971,823,43,30,75
S01008845,853,732,9,23,89
S01008846,930,821,19,13,77
S01008847,840,780,5,7,48
S01008848,920,879,4,6,31
S01008849,1061,981,7,14,59
S01008850,1424,1369,1,13,41
S01008851,1199,1128,8,9,54
S01008852,1232,1169,4,3,56
S01008853,680,618,1,20,41
S01008854,1012,951,2,12,47
S01008855,1156,1077,9,11,59
S01008856,718,638,12,10,58
S01008857,986,955,1,3,27
S01008858,1143,1097,0,1,45
S01008859,1113,1055,1,1,56
S01008860,1241,1167,11,17,46
S01008861,973,938,6,3,26
S01008862,1053,996,11,3,43
S01008863,795,753,11,4,27
S01008864,1516,1340,16,71,89
S01008865,1077,986,6,11,74
S01008866,1033,972,10,10,41
S01008867,961,918,0,1,42
S01008868,1121,1040,4,12,65
S01008869,1068,998,0,15,55
S01008870,1173,1102,9,12,50
S01008871,1318,1231,4,29,54
S01008872,1050,968,20,11,51
S01008873,809,777,4,2,26
S01008874,835,742,5,24,64
S01008875,1112,1004,10,19,79
S01008876,807,787,6,3,11
S01008877,801,767,2,11,21
S01008878,1175,1127,2,13,33
S01008879,817,778,2,9,28
S01008880,732,708,1,2,21
S01008881,640,602,6,12,20
S01008882,1289,1252,1,20,16
S01008883,1190,1165,0,9,16
S01008884,823,780,8,6,29
S01008885,964,930,5,3,26
S01008886,1174,1038,24,20,92
S01008887,770,723,14,10,23
S01008888,1409,1226,1,85,97
S01008889,879,794,9,26,50
S01008890,833,778,18,12,25
S01008891,763,716,10,10,27
S01008892,1190,1122,5,16,47
S01008893,1111,1021,21,16,53
S01008894,1006,986,1,2,17
S01008895,863,814,13,9,27
S01008896,1089,1004,28,17,40
S01008897,898,815,25,33,25
S01008898,1060,1005,7,7,41
S01008899,843,812,1,4,26
S01008900,948,883,11,10,44
S01008901,1177,1094,28,3,52
S01008902,1119,1015,17,19,68
S01008903,1078,1012,14,3,49
S01008904,1179,955,7,94,123
S01008905,1309,1198,10,24,77
S01008906,1006,853,5,35,113
S01008907,1142,1006,7,13,116
S01008908,1119,933,33,46,107
S01008909,1095,1055,7,0,33
S01008910,1787,1611,19,26,131
S01008911,1415,1255,12,29,119
S01008912,882,847,1,2,32
S01008913,525,502,4,4,15
S01008914,1106,1077,2,6,21
S01008915,683,651,2,8,22
S01008916,1292,1202,2,14,74
S01008917,690,630,1,10,49
S01008918,824,703,4,18,99
S01008919,674,591,1,17,65
S01008920,1430,1285,18,31,96
S01008921,1403,1255,20,25,103
S01008922,1187,1104,4,10,69
S01008923,1299,1201,15,14,69
S01008924,2320,2103,15,44,158
S01008925,843,732,10,22,79
S01008926,1637,1476,13,32,116
S01008927,1174,1085,12,10,67
S01008928,813,765,12,11,25
S01008929,1400,1301,5,11,83
S01008930,1131,1046,9,7,69
S01008931,776,749,4,3,20
S01008932,1188,1039,30,32,87
S01008933,923,837,6,15,65
S01008934,865,746,23,29,67
S01008935,1086,1018,3,29,36
S01008936,654,630,5,6,13
S01008937,831,781,2,20,28
S01008938,1045,994,9,11,31
S01008939,781,758,0,7,16
S01008940,787,754,0,10,23
S01008941,955,916,14,0,25
S01008942,1226,1187,3,10,26
S01008943,884,845,0,18,21
S01008944,1013,956,7,6,44
S01008945,1091,1031,12,0,48
S01008946,912,840,30,3,39
S01008947,1141,1061,32,9,39
S01008948,1028,937,39,16,36
S01008949,1379,1300,26,14,39
S01008950,1067,1012,7,17,31
S01008951,1022,978,10,1,33
S01008952,1428,1332,22,18,56
S01008953,1142,1075,10,15,42
S01008954,974,919,14,9,32
S01008955,878,806,30,9,33
S01008956,1250,1200,8,2,40
S01008957,1130,1029,23,6,72
S01008958,821,763,19,18,21
S01008959,1022,958,32,5,27
S01008960,1021,911,34,30,46
S01008961,963,923,8,9,23
S01008962,616,591,6,2,17
S01008963,964,922,14,3,25
S01008964,740,699,7,7,27
S01008965,742,722,5,2,13
S01008966,907,856,18,0,33
S01008967,1148,1103,29,0,16
S01008968,1135,1099,9,9,18
S01008969,1088,1035,0,7,46
S01008970,1144,1125,2,5,12
S01008971,697,672,7,7,11
S01008972,1539,1498,1,9,31
S01008973,812,779,1,10,22
S01008974,939,866,19,7,47
S01008975,903,871,1,8,23
S01008976,747,727,0,4,16
S01008977,835,809,0,1,25
S01008978,719,674,6,14,25
S01008979,853,772,6,17,58
S01008980,834,786,0,6,42
S01008981,808,790,6,1,11
S01008982,922,868,8,2,44
S01008983,844,803,0,6,35
S01008984,518,501,1,2,14
S01008985,794,751,10,0,33
S01008986,958,932,6,3,17
S01008987,1013,990,7,0,16
S01008988,1058,1002,7,8,41
S01008989,1031,981,1,8,41
S01008990,1170,1076,10,11,73
S01008991,1220,1112,13,44,51
S01008992,440,407,6,11,16
S01008993,1284,1225,15,12,32
S01008994,1043,1028,0,1,14
S01008995,1122,1096,0,4,22
S01008996,703,676,13,4,10
S01008997,1088,1044,5,3,36
S01008998,1197,1179,4,6,8
S01008999,970,964,0,0,6
S01009000,1117,1105,0,6,6
S01009001,888,863,1,0,24
S01009002,941,927,5,0,9
S01009003,1035,1021,0,3,11
S01009004,853,837,0,2,14
S01009005,1020,1000,0,2,18
S01009006,1368,1342,0,0,26
S01009007,891,866,0,0,25
S01009008,916,910,0,3,3
S01009009,476,465,1,0,10
S01009010,1378,1354,1,10,13
S01009011,1195,1182,4,1,8
S01009012,875,861,3,1,10
S01009013,1036,1004,6,1,25
S01009014,841,838,3,0,0
S01009015,643,641,0,0,2
S01009016,530,529,1,0,0
S01009017,721,720,0,0,1
S01009018,745,736,0,0,9
S01009019,886,877,2,0,7
S01009020,1027,1015,2,0,10
S01009021,731,724,0,0,7
S01009022,888,882,0,0,6
S01009023,936,928,0,0,8
S01009024,1246,1230,4,1,11
S01009025,918,915,0,0,3
S01009026,1108,1100,0,4,4
S01009027,884,883,0,0,1
S01009028,620,619,0,0,1
S01009029,835,829,0,0,6
S01009030,1028,1024,0,0,4
S01009031,761,761,0,0,0
S01009032,660,659,0,0,1
S01009033,895,889,0,0,6
S01009034,709,702,0,1,6
S01009035,930,921,0,1,8
S01009036,1074,1067,0,1,6
S01009037,1025,1020,0,1,4
S01009038,1090,1077,0,0,13
S01009039,939,931,0,0,8
S01009040,833,808,7,0,18
S01009041,1139,1105,2,4,28
S01009042,849,829,1,0,19
S01009043,1215,1199,4,0,12
S01009044,1060,1042,4,0,14
S01009045,1105,1090,4,0,11
S01009046,872,871,0,0,1
S01009047,805,799,1,0,5
S01009048,837,835,0,0,2
S01009049,780,771,1,0,8
S01009050,992,987,0,0,5
S01009051,1101,1094,0,0,7
S01009052,914,902,6,0,6
S01009053,532,519,4,7,2
S01009054,700,689,3,1,7
S01009055,807,799,2,0,6
S01009056,554,541,12,0,1
S01009057,732,722,4,0,6
S01009058,1029,1002,15,0,12
S01009059,901,876,23,2,0
S01009060,1214,1181,23,1,9
S01009061,941,931,0,0,10
S01009062,849,848,0,0,1
S01009063,733,719,11,0,3
S01009064,691,686,3,0,2
S01009065,1699,1675,9,0,15
S01009066,693,681,11,0,1
S01009067,645,641,0,0,4
S01009068,895,890,4,0,1
S01009069,882,871,4,0,7
S01009070,927,900,0,4,23
S01009071,658,643,6,5,4
S01009072,1355,1310,26,4,15
S01009073,848,825,5,1,17
S01009074,1025,1010,8,2,5
S01009075,694,684,0,1,9
S01009076,1126,1108,5,3,10
S01009077,949,918,12,4,15
S01009078,565,551,7,4,3
S01009079,1352,1333,5,0,14
S01009080,2007,1982,12,0,13
S01009081,1505,1472,19,1,13
S01009082,1708,1682,9,1,16
S01009083,774,766,0,0,8
S01009084,4234,4096,81,8,49
S01009085,1352,1341,1,1,9
S01009086,1781,1734,23,1,23
S01009087,1637,1599,23,0,15
S01009088,1220,1191,18,2,9
S01009089,839,817,7,2,13
S01009090,462,446,5,0,11
S01009091,1887,1773,56,19,39
S01009092,1047,1042,1,0,4
S01009093,1014,993,12,1,8
S01009094,878,868,7,0,3
S01009095,1323,1308,7,0,8
S01009096,1129,1099,7,2,21
S01009097,1834,1798,12,2,22
S01009098,527,525,0,0,2
S01009099,807,803,0,0,4
S01009100,1224,1212,0,3,9
S01009101,1045,1034,9,0,2
S01009102,1086,1070,13,0,3
S01009103,656,649,0,2,5
S01009104,775,768,5,0,2
S01009105,796,789,4,0,3
S01009106,791,789,0,2,0
S01009107,1277,1257,5,6,9
S01009108,874,848,6,4,16
S01009109,956,942,3,4,7
S01009110,805,803,1,0,1
S01009111,1056,1026,15,7,8
S01009112,560,553,4,0,3
S01009113,632,607,17,7,1
S01009114,902,859,26,2,15
S01009115,979,960,1,9,9
S01009116,788,781,1,4,2
S01009117,765,754,9,0,2
S01009118,632,606,17,3,6
S01009119,917,894,8,1,14
S01009120,737,712,17,3,5
S01009121,1083,1076,1,0,6
S01009122,1421,1400,12,0,9
S01009123,400,396,0,0,4
S01009124,992,976,12,0,4
S01009125,947,931,4,0,12
S01009126,805,794,6,0,5
S01009127,718,709,3,0,6
S01009128,941,921,11,0,9
S01009129,621,598,7,5,11
S01009130,733,712,6,1,14
S01009131,790,772,10,0,8
S01009132,962,921,14,8,19
S01009133,742,733,1,0,8
S01009134,1006,990,1,6,9
S01009135,565,552,9,1,3
S01009136,1170,1094,52,0,24
S01009137,1510,1429,50,6,25
S01009138,1001,971,3,0,27
S01009139,578,556,1,1,20
S01009140,700,666,4,0,30
S01009141,636,627,3,0,6
S01009142,835,767,14,3,51
S01009143,600,597,2,0,1
S01009144,1435,1370,15,5,45
S01009145,1831,1765,11,1,54
S01009146,1210,1157,6,3,44
S01009147,1639,1578,14,0,47
S01009148,762,756,2,0,4
S01009149,867,832,27,1,7
S01009150,747,742,0,0,5
S01009151,890,876,6,1,7
S01009152,841,818,6,1,16
S01009153,762,706,22,5,29
S01009154,972,943,13,0,16
