dz_2011,total,owned,social,rented,rentfree
S01008238,988,540,381,55,12
S01008239,607,361,198,28,20
S01008240,1449,1359,13,63,14
S01008241,1092,1049,9,23,11
S01008242,1278,845,256,154,23
S01008243,810,448,187,124,51
S01008244,826,560,138,86,42
S01008245,1173,921,198,27,27
S01008246,1285,1071,103,87,24
S01008247,865,553,142,119,51
S01008248,1210,798,188,125,99
S01008249,791,532,74,128,57
S01008250,865,590,22,179,74
S01008251,881,815,14,41,11
S01008252,1102,999,59,25,19
S01008253,782,524,241,7,10
S01008254,1290,818,407,43,22
S01008255,1123,799,292,17,15
S01008256,1145,641,423,53,28
S01008257,815,530,201,49,35
S01008258,1190,997,40,115,38
S01008259,1079,697,156,167,59
S01008260,884,473,370,20,21
S01008261,1170,624,437,68,41
S01008262,813,492,98,149,74
S01008263,434,321,34,64,15
S01008264,591,346,172,57,16
S01008265,645,604,15,16,10
S01008266,770,640,37,64,29
S01008267,648,345,157,108,38
S01008268,632,559,1,62,10
S01008269,950,858,66,15,11
S01008270,1043,950,14,62,17
S01008271,738,515,69,136,18
S01008272,925,623,152,107,43
S01008273,988,824,142,17,5
S01008274,969,491,451,22,5
S01008275,771,628,81,38,24
S01008276,702,597,57,26,22
S01008277,693,476,26,143,48
S01008278,816,694,5,80,37
S01008279,762,522,212,19,9
S01008280,1244,804,204,164,72
S01008281,860,494,79,210,77
S01008282,638,432,60,105,41
S01008283,429,365,29,16,19
S01008284,677,333,299,23,22
S01008285,759,302,425,13,19
S01008286,1371,720,558,74,19
S01008287,927,557,297,46,27
S01008288,1008,789,144,57,18
S01008289,779,411,226,121,21
S01008290,923,685,112,115,11
S01008291,1142,1015,72,38,17
S01008292,647,473,160,6,8
S01008293,215,183,14,13,5
S01008294,385,278,103,0,4
S01008295,1193,1103,46,29,15
S01008296,713,475,200,9,29
S01008297,608,442,134,16,16
S01008298,1200,1061,78,33,28
S01008299,1078,508,488,21,61
S01008300,911,649,237,5,20
S01008301,1140,1119,12,7,2
S01008302,844,754,36,37,17
S01008303,783,564,152,42,25
S01008304,542,467,44,22,9
S01008305,874,866,5,1,2
S01008306,679,670,5,0,4
S01008307,760,719,25,12,4
S01008308,642,624,3,15,0
S01008309,873,462,340,23,48
S01008310,963,729,191,23,20
S01008311,620,380,206,10,24
S01008312,604,418,149,17,20
S01008313,1015,462,492,15,46
S01008314,885,350,466,38,31
S01008315,670,269,350,31,20
S01008316,918,386,494,14,24
S01008317,531,370,129,16,16
S01008318,1394,1256,53,68,17
S01008319,642,416,194,17,15
S01008320,731,620,96,7,8
S01008321,801,772,4,17,8
S01008322,1637,1192,330,89,26
S01008323,934,381,514,7,32
S01008324,650,415,204,10,21
S01008325,1212,821,353,7,31
S01008326,1053,508,489,28,28
S01008327,1141,773,320,17,31
S01008328,918,874,8,29,7
S01008329,1157,1110,2,35,10
S01008330,1168,1153,5,10,0
S01008331,752,686,7,47,12
S01008332,1025,980,7,30,8
S01008333,1040,901,109,24,6
S01008334,791,752,5,25,9
S01008335,892,525,308,33,26
S01008336,875,474,344,38,19
S01008337,545,397,118,17,13
S01008338,770,754,2,12,2
S01008339,590,567,0,23,0
S01008340,870,846,1,20,3
S01008341,666,658,4,4,0
S01008342,1094,909,148,30,7
S01008343,1103,952,112,35,4
S01008344,709,662,11,19,17
S01008345,1270,1208,8,40,14
S01008346,1062,1048,2,8,4
S01008347,1241,1173,10,41,17
S01008348,1007,964,0,26,17
S01008349,1040,1008,0,17,15
S01008350,821,795,0,14,12
S01008351,1119,1091,0,20,8
S01008352,886,869,0,4,13
S01008353,408,401,4,3,0
S01008354,823,750,39,16,18
S01008355,1165,866,241,37,21
S01008356,911,856,10,37,8
S01008357,883,861,4,16,2
S01008358,916,679,177,30,30
S01008359,813,767,13,21,12
S01008360,1105,1067,0,36,2
S01008361,830,796,2,25,7
S01008362,1045,1006,6,29,4
S01008363,844,792,2,40,10
S01008364,815,807,2,1,5
S01008365,1045,1015,5,18,7
S01008366,969,668,278,10,13
S01008367,906,561,305,12,28
S01008368,829,734,59,17,19
S01008369,847,719,85,26,17
S01008370,663,583,39,26,15
S01008371,879,862,3,9,5
S01008372,890,881,0,1,8
S01008373,1181,1156,6,7,12
S01008374,865,850,0,2,13
S01008375,784,761,6,14,3
S01008376,579,553,5,16,5
S01008377,928,883,11,24,10
S01008378,978,946,11,11,10
S01008379,527,523,0,1,3
S01008380,662,653,6,3,0
S01008381,1080,1065,5,8,2
S01008382,923,915,2,0,6
S01008383,648,643,5,0,0
S01008384,970,955,3,8,4
S01008385,635,629,5,0,1
S01008386,994,966,10,17,1
S01008387,868,864,1,2,1
S01008388,628,611,4,13,0
S01008389,727,660,35,25,7
S01008390,754,746,4,2,2
S01008391,766,683,44,31,8
S01008392,914,888,1,17,8
S01008393,829,810,6,7,6
S01008394,1132,1117,0,8,7
S01008395,854,837,3,12,2
S01008396,906,884,4,15,3
S01008397,1052,1038,2,5,7
S01008398,959,912,29,16,2
S01008399,714,680,7,17,10
S01008400,1109,1101,1,6,1
S01008401,1227,1194,13,13,7
S01008402,998,976,4,5,13
S01008403,951,927,7,5,12
S01008404,1087,1049,7,19,12
S01008405,960,940,6,5,9
S01008406,1202,1008,146,37,11
S01008407,516,451,17,45,3
S01008408,749,695,14,38,2
S01008409,1020,877,96,32,15
S01008410,815,778,7,24,6
S01008411,1123,971,101,38,13
S01008412,646,578,39,17,12
S01008413,557,443,79,25,10
S01008414,684,649,9,24,2
S01008415,1027,899,102,6,20
S01008416,1184,814,318,22,30
S01008417,748,696,4,26,22
S01008418,762,681,3,50,28
S01008419,512,431,66,6,9
S01008420,624,582,21,8,13
S01008421,796,538,205,39,14
S01008422,959,827,85,34,13
S01008423,955,840,13,86,16
S01008424,1195,1114,15,54,12
S01008425,1188,1086,47,25,30
S01008426,1213,946,206,41,20
S01008427,1349,1311,12,17,9
S01008428,928,722,160,30,16
S01008429,926,868,48,4,6
S01008430,1151,972,105,61,13
S01008431,1089,988,76,18,7
S01008432,1167,1113,19,22,13
S01008433,916,889,4,20,3
S01008434,1175,1143,0,28,4
S01008435,1187,1171,6,6,4
S01008436,910,805,62,21,22
S01008437,862,657,68,115,22
S01008438,714,624,19,61,10
S01008439,1076,1046,1,27,2
S01008440,1176,1132,19,18,7
S01008441,856,837,0,14,5
S01008442,568,546,4,12,6
S01008443,616,582,16,13,5
S01008444,802,628,16,147,11
S01008445,987,347,238,369,33
S01008446,1428,1037,214,97,80
S01008447,704,658,1,31,14
S01008448,788,737,7,38,6
S01008449,637,354,248,27,8
S01008450,396,169,200,8,19
S01008451,1054,399,566,35,54
S01008452,813,105,649,6,53
S01008453,555,54,463,8,30
S01008454,1318,402,867,13,36
S01008455,1208,593,506,49,60
S01008456,1024,387,547,28,62
S01008457,966,570,292,56,48
S01008458,843,667,115,50,11
S01008459,805,310,434,13,48
S01008460,1135,290,733,34,78
S01008461,943,259,559,49,76
S01008462,671,162,479,9,21
S01008463,928,389,417,63,59
S01008464,991,876,4,105,6
S01008465,1019,772,19,222,6
S01008466,918,690,108,106,14
S01008467,879,793,11,73,2
S01008468,1016,624,344,33,15
S01008469,574,419,112,27,16
S01008470,992,476,454,27,35
S01008471,838,205,525,22,86
S01008472,707,371,285,26,25
S01008473,724,335,337,18,34
S01008474,861,361,406,46,48
S01008475,818,479,258,55,26
S01008476,769,421,265,52,31
S01008477,1151,714,340,62,35
S01008478,928,543,265,105,15
S01008479,1134,678,310,104,42
S01008480,467,182,240,26,19
S01008481,983,575,345,22,41
S01008482,857,620,168,43,26
S01008483,907,582,250,27,48
S01008484,980,825,112,22,21
S01008485,1166,813,74,267,12
S01008486,900,729,96,58,17
S01008487,498,424,33,30,11
S01008488,775,514,170,72,19
S01008489,962,616,247,76,23
S01008490,1169,834,201,118,16
S01008491,756,477,149,113,17
S01008492,524,252,204,63,5
S01008493,863,531,186,139,7
S01008494,796,486,107,192,11
S01008495,989,635,69,272,13
S01008496,1113,762,53,289,9
S01008497,900,622,58,214,6
S01008498,753,430,138,179,6
S01008499,1006,497,170,323,16
S01008500,326,99,178,41,8
S01008501,569,320,103,136,10
S01008502,633,440,27,164,2
S01008503,876,728,3,141,4
S01008504,1397,1187,13,192,5
S01008505,1029,882,7,135,5
S01008506,1029,858,28,139,4
S01008507,845,575,31,238,1
S01008508,1085,971,11,90,13
S01008509,995,937,7,35,16
S01008510,845,817,1,22,5
S01008511,1015,932,33,34,16
S01008512,1073,1035,9,25,4
S01008513,760,647,3,53,57
S01008514,778,694,44,30,10
S01008515,975,897,12,49,17
S01008516,1316,883,50,367,16
S01008517,963,627,54,268,14
S01008518,1197,1046,6,132,13
S01008519,1129,1072,7,48,2
S01008520,1245,1226,3,12,4
S01008521,880,871,5,0,4
S01008522,637,575,3,51,8
S01008523,294,278,0,16,0
S01008524,1207,699,445,29,34
S01008525,971,510,344,67,50
S01008526,898,666,139,77,16
S01008527,784,682,8,91,3
S01008528,740,641,21,76,2
S01008529,874,657,149,58,10
S01008530,1087,634,360,59,34
S01008531,1007,546,386,44,31
S01008532,702,497,149,34,22
S01008533,524,102,42,370,10
S01008534,920,538,42,330,10
S01008535,715,707,6,0,2
S01008536,726,678,14,27,7
S01008537,716,709,1,6,0
S01008538,655,644,3,6,2
S01008539,1148,1089,27,25,7
S01008540,1029,1005,2,14,8
S01008541,1053,1002,15,33,3
S01008542,1240,1191,11,36,2
S01008543,1082,1027,9,40,6
S01008544,680,667,0,13,0
S01008545,782,726,3,47,6
S01008546,909,893,3,8,5
S01008547,1194,1082,27,77,8
S01008548,1075,857,157,49,12
S01008549,1260,1107,48,92,13
S01008550,1063,1028,1,27,7
S01008551,999,947,21,25,6
S01008552,1163,1013,66,69,15
S01008553,787,456,271,19,41
S01008554,1002,207,707,15,73
S01008555,1013,337,543,24,109
S01008556,1126,627,426,19,54
S01008557,843,344,416,4,79
S01008558,921,502,349,27,43
S01008559,819,559,201,31,28
S01008560,807,542,225,24,16
S01008561,937,730,159,26,22
S01008562,798,281,446,21,50
S01008563,1244,763,342,85,54
S01008564,1046,818,181,31,16
S01008565,983,573,310,47,53
S01008566,1046,629,364,27,26
S01008567,705,329,327,22,27
S01008568,883,737,16,124,6
S01008569,782,169,523,15,75
S01008570,973,478,429,17,49
S01008571,879,607,218,24,30
S01008572,888,691,144,39,14
S01008573,888,865,9,8,6
S01008574,979,893,47,17,22
S01008575,840,789,2,35,14
S01008576,1020,953,14,43,10
S01008577,1101,1002,47,34,18
S01008578,946,908,9,17,12
S01008579,890,833,4,46,7
S01008580,884,687,95,75,27
S01008581,1113,631,373,69,40
S01008582,1434,979,355,43,57
S01008583,902,543,278,48,33
S01008584,1216,789,302,80,45
S01008585,954,577,311,40,26
S01008586,936,597,269,40,30
S01008587,830,684,0,138,8
S01008588,1046,916,30,89,11
S01008589,380,319,49,8,4
S01008590,565,448,16,87,14
S01008591,1001,789,31,179,2
S01008592,947,664,94,176,13
S01008593,880,822,1,40,17
S01008594,729,631,7,81,10
S01008595,1075,619,328,78,50
S01008596,970,557,206,170,37
S01008597,1093,937,103,40,13
S01008598,1138,820,62,240,16
S01008599,970,786,3,176,5
S01008600,1080,608,60,389,23
S01008601,857,305,68,464,20
S01008602,564,252,48,254,10
S01008603,1011,413,26,559,13
S01008604,973,730,18,217,8
S01008605,825,579,0,241,5
S01008606,1009,835,10,138,26
S01008607,573,533,13,21,6
S01008608,746,686,2,48,10
S01008609,1011,837,94,65,15
S01008610,1185,836,5,329,15
S01008611,1230,566,18,623,23
S01008612,717,334,67,307,9
S01008613,1044,687,12,311,34
S01008614,914,416,29,463,6
S01008615,840,480,19,325,16
S01008616,860,424,16,414,6
S01008617,975,450,2,514,9
S01008618,748,278,0,460,10
S01008619,514,265,3,240,6
S01008620,788,362,2,417,7
S01008621,870,376,5,470,19
S01008622,962,489,2,457,14
S01008623,1091,604,16,464,7
S01008624,631,501,52,67,11
S01008625,584,541,19,17,7
S01008626,1086,920,8,151,7
S01008627,770,714,1,38,17
S01008628,678,449,7,208,14
S01008629,954,641,38,256,19
S01008630,652,393,17,232,10
S01008631,879,544,13,312,10
S01008632,1117,819,12,267,19
S01008633,1055,909,8,110,28
S01008634,756,580,0,171,5
S01008635,768,546,0,208,14
S01008636,841,653,3,174,11
S01008637,646,437,8,188,13
S01008638,1232,496,195,527,14
S01008639,1238,819,4,406,9
S01008640,1186,772,3,411,0
S01008641,1065,627,12,420,6
S01008642,985,602,10,364,9
S01008643,1030,709,4,309,8
S01008644,623,374,31,212,6
S01008645,1014,641,2,360,11
S01008646,1239,794,63,373,9
S01008647,668,469,10,185,4
S01008648,907,545,74,286,2
S01008649,1221,698,108,408,7
S01008650,947,584,62,292,9
S01008651,837,420,192,215,10
S01008652,765,327,220,210,8
S01008653,711,260,210,224,17
S01008654,1137,508,201,410,18
S01008655,687,372,72,234,9
S01008656,1034,384,338,290,22
S01008657,818,428,88,292,10
S01008658,1066,485,232,331,18
S01008659,1169,498,107,545,19
S01008660,1098,423,14,645,16
S01008661,1013,271,320,409,13
S01008662,964,221,190,534,19
S01008663,999,379,216,380,24
S01008664,959,454,77,422,6
S01008665,1091,394,133,553,11
S01008666,819,350,29,433,7
S01008667,937,478,179,271,9
S01008668,1001,388,15,582,16
S01008669,635,181,8,434,12
S01008670,1155,378,65,701,11
S01008671,1183,419,64,689,11
S01008672,605,254,15,324,12
S01008673,786,159,162,452,13
S01008674,797,265,62,460,10
S01008675,776,256,193,310,17
S01008676,876,381,76,402,17
S01008677,687,308,88,266,25
S01008678,1071,240,166,653,12
S01008679,1015,245,267,483,20
S01008680,807,184,165,444,14
S01008681,964,316,262,361,25
S01008682,884,360,154,345,25
S01008683,1523,392,714,389,28
S01008684,1108,286,493,282,47
S01008685,678,344,158,164,12
S01008686,1067,414,366,268,19
S01008687,832,475,152,193,12
S01008688,818,484,121,199,14
S01008689,1248,819,81,329,19
S01008690,1017,753,88,172,4
S01008691,1237,812,110,300,15
S01008692,1003,675,125,194,9
S01008693,606,535,23,35,13
S01008694,1299,1019,23,252,5
S01008695,980,766,73,129,12
S01008696,703,660,5,28,10
S01008697,867,844,7,13,3
S01008698,755,656,60,28,11
S01008699,1134,858,190,58,28
S01008700,678,554,57,48,19
S01008701,403,96,248,45,14
S01008702,244,154,49,34,7
S01008703,751,158,522,17,54
S01008704,905,306,507,55,37
S01008705,391,196,154,27,14
S01008706,756,272,441,7,36
S01008707,1100,293,703,62,42
S01008708,816,143,625,23,25
S01008709,1137,531,495,74,37
S01008710,357,182,168,0,7
S01008711,763,353,292,81,37
S01008712,1142,344,715,21,62
S01008713,703,230,385,49,39
S01008714,717,436,248,12,21
S01008715,818,540,247,11,20
S01008716,689,479,171,20,19
S01008717,560,524,3,26,7
S01008718,581,511,27,35,8
S01008719,1110,1003,1,98,8
S01008720,565,408,107,42,8
S01008721,854,835,0,15,4
S01008722,1071,914,110,20,27
S01008723,717,685,4,26,2
S01008724,960,858,56,34,12
S01008725,784,683,37,43,21
S01008726,1134,1059,22,41,12
S01008727,1150,1030,45,67,8
S01008728,503,374,96,30,3
S01008729,828,712,42,57,17
S01008730,1043,804,75,153,11
S01008731,558,414,89,47,8
S01008732,816,585,101,109,21
S01008733,851,702,14,128,7
S01008734,850,751,52,40,7
S01008735,1174,1140,11,19,4
S01008736,705,656,38,1,10
S01008737,775,751,7,14,3
S01008738,876,864,4,3,5
S01008739,634,584,36,13,1
S01008740,833,814,2,13,4
S01008741,1192,1168,15,7,2
S01008742,763,657,72,31,3
S01008743,1119,728,278,75,38
S01008744,1058,798,190,44,26
S01008745,539,491,17,26,5
S01008746,1133,454,532,107,40
S01008747,593,525,53,9,6
S01008748,1072,1046,6,17,3
S01008749,1181,1141,13,25,2
S01008750,796,748,11,25,12
S01008751,1135,769,230,100,36
S01008752,1020,544,375,61,40
S01008753,707,452,199,31,25
S01008754,728,415,241,46,26
S01008755,848,476,263,64,45
S01008756,827,374,384,26,43
S01008757,714,272,395,21,26
S01008758,1013,458,464,54,37
S01008759,716,348,304,38,26
S01008760,1327,732,474,60,61
S01008761,589,305,232,38,14
S01008762,584,554,6,21,3
S01008763,901,843,5,53,0
S01008764,713,621,58,26,8
S01008765,1298,1168,6,114,10
S01008766,1374,1248,18,91,17
S01008767,883,771,64,37,11
S01008768,617,452,71,86,8
S01008769,217,130,48,35,4
S01008770,76,59,1,13,3
S01008771,76,59,1,13,3
S01008772,1087,872,116,86,13
S01008773,920,655,143,104,18
S01008774,845,514,186,112,33
S01008775,586,394,86,97,9
S01008776,1272,634,373,243,22
S01008777,898,357,397,118,26
S01008778,597,361,76,155,5
S01008779,372,226,7,129,10
S01008780,352,203,82,60,7
S01008781,320,173,71,75,1
S01008782,510,320,24,165,1
S01008783,325,151,87,83,4
S01008784,554,246,158,137,13
S01008785,846,317,401,80,48
S01008786,873,492,151,202,28
S01008787,562,147,306,67,42
S01008788,405,268,38,94,5
S01008789,641,342,240,48,11
S01008790,679,325,107,225,22
S01008791,392,313,20,57,2
S01008792,989,653,163,157,16
S01008793,859,427,210,203,19
S01008794,825,408,306,95,16
S01008795,1009,748,91,165,5
S01008796,1014,426,166,413,9
S01008797,941,607,78,242,14
S01008798,946,599,143,182,22
S01008799,233,122,92,5,14
S01008800,818,513,136,162,7
S01008801,848,602,31,211,4
S01008802,1072,627,163,269,13
S01008803,1101,551,322,205,23
S01008804,615,261,167,178,9
S01008805,619,282,79,251,7
S01008806,738,487,83,158,10
S01008807,1013,632,58,304,19
S01008808,732,436,116,174,6
S01008809,835,494,80,242,19
S01008810,1031,607,117,295,12
S01008811,780,465,7,300,8
S01008812,896,587,45,256,8
S01008813,787,484,177,99,27
S01008814,1196,816,126,240,14
S01008815,1102,756,130,197,19
S01008816,243,147,66,19,11
S01008817,664,448,67,147,2
S01008818,991,806,102,67,16
S01008819,956,761,89,94,12
S01008820,1183,717,217,223,26
S01008821,826,763,15,39,9
S01008822,845,788,3,48,6
S01008823,818,756,7,52,3
S01008824,1239,1094,46,96,3
S01008825,631,590,16,24,1
S01008826,689,510,97,79,3
S01008827,1011,851,94,61,5
S01008828,972,830,59,70,13
S01008829,1093,887,103,55,48
S01008830,1293,1204,9,75,5
S01008831,1056,974,41,39,2
S01008832,537,463,7,40,27
S01008833,1063,870,46,116,31
S01008834,1195,1049,6,121,19
S01008835,1040,954,51,26,9
S01008836,536,288,169,54,25
S01008837,952,608,93,239,12
S01008838,968,713,31,219,5
S01008839,1136,816,83,224,13
S01008840,1037,847,3,185,2
S01008841,441,369,1,65,6
S01008842,193,170,0,23,0
S01008843,714,460,41,205,8
S01008844,432,295,1,135,1
S01008845,688,364,6,302,16
S01008846,825,469,37,307,12
S01008847,701,343,20,319,19
S01008848,866,493,46,321,6
S01008849,971,546,0,408,17
S01008850,1319,763,101,427,28
S01008851,1201,664,194,310,33
S01008852,1178,775,17,348,38
S01008853,557,349,4,201,3
S01008854,1028,632,0,382,14
S01008855,982,598,15,358,11
S01008856,658,434,7,214,3
S01008857,989,686,6,282,15
S01008858,1058,744,58,250,6
S01008859,909,479,122,286,22
S01008860,1299,815,158,303,23
S01008861,1007,834,4,157,12
S01008862,1095,611,72,391,21
S01008863,823,571,17,227,8
S01008864,1131,772,6,249,104
S01008865,1079,756,2,303,18
S01008866,1009,709,9,283,8
S01008867,925,765,19,126,15
S01008868,1049,549,37,435,28
S01008869,1111,712,75,297,27
S01008870,1051,761,8,261,21
S01008871,1274,909,4,342,19
S01008872,1023,693,1,314,15
S01008873,802,720,0,68,14
S01008874,848,595,68,166,19
S01008875,1095,768,40,266,21
S01008876,735,654,5,67,9
S01008877,766,644,53,56,13
S01008878,1249,1002,176,41,30
S01008879,872,765,61,31,15
S01008880,693,610,31,42,10
S01008881,611,552,3,51,5
S01008882,1176,1081,1,77,17
S01008883,1059,1001,1,53,4
S01008884,842,811,0,20,11
S01008885,968,942,0,14,12
S01008886,1098,931,1,138,28
S01008887,763,707,5,35,16
S01008888,668,453,1,142,72
S01008889,549,483,16,43,7
S01008890,834,817,5,7,5
S01008891,792,753,3,28,8
S01008892,1161,976,87,86,12
S01008893,1096,1055,7,21,13
S01008894,1011,985,6,13,7
S01008895,695,664,10,15,6
S01008896,627,600,4,15,8
S01008897,902,865,6,28,3
S01008898,1018,867,110,15,26
S01008899,866,390,396,24,56
S01008900,907,645,199,27,36
S01008901,1038,660,304,31,43
S01008902,991,594,311,64,22
S01008903,1141,733,343,25,40
S01008904,1079,616,271,157,35
S01008905,1231,514,570,107,40
S01008906,678,404,181,79,14
S01008907,779,252,427,53,47
S01008908,938,571,250,64,53
S01008909,1179,1061,21,91,6
S01008910,763,659,13,86,5
S01008911,285,209,3,69,4
S01008912,902,789,63,43,7
S01008913,532,441,0,85,6
S01008914,1185,950,193,19,23
S01008915,630,562,45,17,6
S01008916,1332,624,569,71,68
S01008917,647,242,346,27,32
S01008918,632,80,496,3,53
S01008919,564,102,409,11,42
S01008920,225,121,48,51,5
S01008921,1007,298,628,31,50
S01008922,1304,897,290,88,29
S01008923,943,442,361,96,44
S01008924,994,409,491,85,9
S01008925,836,710,8,111,7
S01008926,368,250,74,34,10
S01008927,71,70,0,1,0
S01008928,423,142,232,34,15
S01008929,1507,317,1035,62,93
S01008930,1238,306,866,16,50
S01008931,859,172,641,24,22
S01008932,436,302,79,41,14
S01008933,655,190,442,6,17
S01008934,526,296,180,29,21
S01008935,1062,1011,4,41,6
S01008936,661,643,8,9,1
S01008937,721,603,20,80,18
S01008938,1007,972,2,31,2
S01008939,841,809,5,23,4
S01008940,758,707,9,26,16
S01008941,644,417,46,109,72
S01008942,1248,1161,20,61,6
S01008943,776,745,7,11,13
S01008944,991,946,1,30,14
S01008945,1135,952,18,148,17
S01008946,746,738,3,1,4
S01008947,1166,1106,4,49,7
S01008948,1031,859,121,32,19
S01008949,1337,1043,206,55,33
S01008950,1000,773,179,28,20
S01008951,1105,675,354,41,35
S01008952,1594,1018,472,59,45
S01008953,1180,881,252,22,25
S01008954,933,603,263,34,33
S01008955,888,736,121,21,10
S01008956,1374,961,367,25,21
S01008957,1177,835,271,51,20
S01008958,744,441,255,30,18
S01008959,1051,881,125,34,11
S01008960,424,414,1,9,0
S01008961,1030,912,85,18,15
S01008962,744,721,8,9,6
S01008963,932,844,9,75,4
S01008964,773,715,13,43,2
S01008965,762,709,25,21,7
S01008966,934,892,14,18,10
S01008967,1134,1091,9,23,11
S01008968,1120,1104,5,9,2
S01008969,1050,966,44,23,17
S01008970,1123,1076,18,16,13
S01008971,715,704,0,11,0
S01008972,1371,1275,8,61,27
S01008973,644,590,8,28,18
S01008974,865,740,33,77,15
S01008975,864,588,209,49,18
S01008976,715,672,19,15,9
S01008977,839,799,11,16,13
S01008978,724,621,27,63,13
S01008979,831,733,8,84,6
S01008980,792,696,4,92,0
S01008981,829,798,23,5,3
S01008982,928,757,11,148,12
S01008983,886,648,74,158,6
S01008984,519,438,9,72,0
S01008985,826,738,35,52,1
S01008986,956,939,17,0,0
S01008987,1062,993,62,7,0
S01008988,760,565,61,120,14
S01008989,1059,969,40,43,7
S01008990,1218,1083,67,64,4
S01008991,1251,1174,30,44,3
S01008992,447,376,59,10,2
S01008993,1069,785,19,190,75
S01008994,1002,703,255,20,24
S01008995,1074,962,27,67,18
S01008996,783,570,170,16,27
S01008997,902,665,109,78,50
S01008998,959,491,342,56,70
S01008999,1015,762,206,35,12
S01009000,1163,1087,29,31,16
S01009001,736,693,33,5,5
S01009002,777,390,82,224,81
S01009003,920,740,49,60,71
S01009004,894,802,58,31,3
S01009005,972,834,37,88,13
S01009006,1413,1224,160,23,6
S01009007,927,767,116,30,14
S01009008,983,797,127,46,13
S01009009,579,283,261,19,16
S01009010,1421,1350,26,42,3
S01009011,1338,1311,0,23,4
S01009012,993,959,15,16,3
S01009013,1155,1055,54,39,7
S01009014,794,551,164,48,31
S01009015,540,448,42,40,10
S01009016,560,473,59,12,16
S01009017,710,452,181,40,37
S01009018,775,608,102,49,16
S01009019,931,673,163,63,32
S01009020,931,599,172,118,42
S01009021,736,551,64,74,47
S01009022,912,682,159,50,21
S01009023,944,723,103,76,42
S01009024,1214,855,210,94,55
S01009025,962,767,90,59,46
S01009026,1094,915,90,64,25
S01009027,833,679,79,31,44
S01009028,596,505,47,15,29
S01009029,768,651,78,22,17
S01009030,994,811,129,35,19
S01009031,798,642,102,35,19
S01009032,629,560,33,24,12
S01009033,816,720,21,48,27
S01009034,644,574,45,15,10
S01009035,863,736,87,17,23
S01009036,871,683,120,50,18
S01009037,683,589,34,50,10
S01009038,915,709,101,84,21
S01009039,1102,502,509,57,34
S01009040,820,443,302,58,17
S01009041,1012,666,160,142,44
S01009042,841,500,256,36,49
S01009043,1246,768,339,78,61
S01009044,1054,694,267,33,60
S01009045,1099,646,356,67,30
S01009046,782,661,46,44,31
S01009047,687,549,97,22,19
S01009048,745,659,38,40,8
S01009049,706,550,107,37,12
S01009050,844,651,120,45,28
S01009051,862,538,260,38,26
S01009052,907,680,171,30,26
S01009053,602,128,424,8,42
S01009054,713,336,332,15,30
S01009055,735,541,155,19,20
S01009056,604,247,330,5,22
S01009057,733,284,401,10,38
S01009058,895,550,267,35,43
S01009059,486,361,88,24,13
S01009060,369,258,60,35,16
S01009061,1021,669,326,3,23
S01009062,990,581,347,24,38
S01009063,704,622,70,3,9
S01009064,728,465,231,17,15
S01009065,1154,455,617,23,59
S01009066,774,397,352,0,25
S01009067,480,463,9,7,1
S01009068,935,591,276,33,35
S01009069,920,887,5,15,13
S01009070,1014,938,60,12,4
S01009071,558,385,150,1,22
S01009072,344,280,51,2,11
S01009073,816,385,398,4,29
S01009074,1026,433,537,5,51
S01009075,709,463,209,15,22
S01009076,1217,1123,53,32,9
S01009077,796,617,157,15,7
S01009078,386,324,41,20,1
S01009079,1153,482,613,24,34
S01009080,1489,675,740,13,61
S01009081,989,678,266,17,28
S01009082,1067,555,450,20,42
S01009083,722,429,256,21,16
S01009084,886,594,203,54,35
S01009085,277,246,11,6,14
S01009086,709,436,244,6,23
S01009087,704,329,333,5,37
S01009088,1085,855,207,3,20
S01009089,463,407,36,10,10
S01009090,154,148,0,5,1
S01009091,211,210,0,1,0
S01009092,991,667,281,22,21
S01009093,944,595,317,3,29
S01009094,923,860,37,15,11
S01009095,1259,901,282,31,45
S01009096,467,326,124,11,6
S01009097,909,797,90,16,6
S01009098,562,555,1,6,0
S01009099,889,622,221,31,15
S01009100,1253,640,504,56,53
S01009101,1088,456,598,10,24
S01009102,1158,275,818,10,55
S01009103,694,640,50,1,3
S01009104,839,504,297,16,22
S01009105,683,473,180,14,16
S01009106,851,650,164,19,18
S01009107,965,680,267,5,13
S01009108,951,890,31,17,13
S01009109,1109,1081,12,8,8
S01009110,881,636,210,21,14
S01009111,1140,1016,81,38,5
S01009112,620,594,17,6,3
S01009113,665,628,7,27,3
S01009114,791,582,179,11,19
S01009115,833,698,90,33,12
S01009116,900,715,146,14,25
S01009117,705,425,246,15,19
S01009118,661,630,16,13,2
S01009119,972,347,575,5,45
S01009120,746,477,249,11,9
S01009121,1056,638,348,24,46
S01009122,975,498,314,104,59
S01009123,340,151,178,8,3
S01009124,559,287,226,22,24
S01009125,784,417,303,33,31
S01009126,739,218,478,6,37
S01009127,595,255,314,11,15
S01009128,1011,302,595,50,64
S01009129,683,248,370,9,56
S01009130,430,122,273,4,31
S01009131,878,427,351,71,29
S01009132,939,770,100,45,24
S01009133,762,449,239,42,32
S01009134,1024,761,219,15,29
S01009135,619,556,13,44,6
S01009136,215,182,3,29,1
S01009137,189,158,6,22,3
S01009138,995,836,89,53,17
S01009139,675,334,259,52,30
S01009140,670,385,225,50,10
S01009141,572,254,246,49,23
S01009142,659,417,134,91,17
S01009143,553,220,300,12,21
