dz_2011,total,employed,unemployed,student,retired,homemaker,sick,inactive_other
S01008248,880,582,11,30,145,70,27,15
S01008249,591,386,4,17,95,55,18,16
S01008250,647,440,21,21,89,49,14,13
S01008251,636,466,13,22,73,43,10,9
S01008252,827,549,9,51,140,34,27,17
S01008253,580,369,10,19,104,20,43,15
S01008254,931,573,28,50,148,44,55,33
S01008255,782,507,18,47,98,44,55,13
S01008256,788,496,24,30,96,47,76,19
S01008257,551,322,21,20,106,18,26,38
S01008258,879,614,14,49,104,50,31,17
S01008259,784,481,25,33,130,45,42,28
S01008260,657,393,23,21,114,34,48,24
S01008261,838,536,30,32,107,53,49,31
S01008262,592,413,8,28,63,39,22,19
S01008263,307,191,3,18,59,19,11,6
S01008264,441,258,11,17,101,20,23,11
S01008265,434,249,5,25,104,37,9,5
S01008266,573,291,8,28,139,74,8,25
S01008267,475,291,10,12,95,36,24,7
S01008268,434,231,4,19,121,31,15,13
S01008269,620,299,4,25,220,44,13,15
S01008270,702,389,7,34,209,32,19,12
S01008271,502,326,22,21,75,33,12,13
S01008272,619,404,10,29,79,48,23,26
S01008273,702,437,11,37,119,60,16,22
S01008274,685,384,27,20,134,45,46,29
S01008275,529,327,19,33,87,33,15,15
S01008276,462,331,13,21,50,33,10,4
S01008277,491,339,15,18,55,36,15,13
S01008278,592,413,11,22,82,39,13,12
S01008279,539,336,14,21,101,29,21,17
S01008280,909,604,23,33,149,48,37,15
S01008281,627,447,16,24,60,45,25,10
S01008282,490,322,11,14,58,39,25,21
S01008283,319,209,4,16,44,25,19,2
S01008284,494,301,20,24,81,24,27,17
S01008285,554,275,19,21,142,28,48,21
S01008286,980,603,35,43,159,55,54,31
S01008287,635,395,14,45,101,42,19,19
S01008288,707,427,14,44,130,33,46,13
S01008289,562,337,28,21,63,51,45,17
S01008290,640,391,26,31,70,58,45,19
S01008291,856,547,17,42,139,53,38,20
S01008292,474,299,16,17,67,33,18,24
S01008293,163,101,1,12,27,12,5,5
S01008294,288,178,8,13,35,24,11,19
S01008295,924,624,30,84,75,38,55,18
S01008296,518,285,18,35,99,19,42,20
S01008297,418,244,20,30,61,16,28,19
S01008298,890,591,28,55,89,39,64,24
S01008299,748,361,41,47,138,37,89,35
S01008300,689,392,25,48,108,26,54,36
S01008301,868,626,22,80,61,37,29,13
S01008302,614,396,12,49,77,49,25,6
S01008303,554,339,23,36,77,19,40,20
S01008304,390,245,11,39,50,16,18,11
S01008305,670,458,14,58,80,21,29,10
S01008306,510,355,12,40,53,24,16,10
S01008307,585,380,12,38,89,20,31,15
S01008308,488,294,12,41,93,13,27,8
S01008309,639,308,23,29,123,39,72,45
S01008310,712,421,15,46,118,19,74,19
S01008311,439,223,22,27,69,24,55,19
S01008312,445,251,14,25,72,17,49,17
S01008313,782,336,34,51,109,49,143,60
S01008314,634,352,34,47,44,55,71,31
S01008315,516,268,22,27,65,41,69,24
S01008316,612,308,39,36,44,61,65,59
S01008317,398,245,18,20,26,23,41,25
S01008318,1058,699,30,96,129,46,35,23
S01008319,482,222,15,11,134,23,59,18
S01008320,567,306,18,27,129,26,42,19
S01008321,568,407,9,47,49,28,21,7
S01008322,1222,731,56,90,159,57,98,31
S01008323,661,302,41,43,92,50,97,36
S01008324,482,250,26,29,72,36,54,15
S01008325,836,476,46,66,69,62,79,38
S01008326,780,367,39,43,95,71,108,57
S01008327,855,430,42,45,160,43,97,38
S01008328,625,455,15,53,40,42,13,7
S01008329,842,578,23,101,48,47,25,20
S01008330,849,538,23,104,69,61,29,25
S01008331,556,402,12,49,34,33,12,14
S01008332,745,436,11,76,120,49,31,22
S01008333,712,408,11,67,141,38,27,20
S01008334,560,341,12,37,98,38,21,13
S01008335,618,304,28,49,107,46,57,27
S01008336,621,333,34,57,69,43,54,31
S01008337,356,225,10,30,43,24,17,7
S01008338,505,394,10,35,9,40,8,9
S01008339,426,336,8,35,13,19,10,5
S01008340,596,435,17,42,33,44,11,14
S01008341,442,309,10,41,19,51,6,6
S01008342,791,495,21,88,82,36,34,35
S01008343,755,440,13,83,141,48,18,12
S01008344,541,308,8,66,73,58,7,21
S01008345,944,559,19,102,152,68,16,28
S01008346,770,457,13,69,139,57,17,18
S01008347,864,473,15,83,199,55,21,18
S01008348,757,457,13,65,143,44,12,23
S01008349,723,457,12,39,111,68,19,17
S01008350,653,359,12,64,153,39,9,17
S01008351,799,477,19,91,123,48,27,14
S01008352,648,390,12,50,118,49,19,10
S01008353,290,161,1,14,70,31,6,7
S01008354,579,393,13,36,59,44,21,13
S01008355,838,500,29,42,152,41,57,17
S01008356,685,453,20,45,90,37,17,23
S01008357,673,435,6,56,108,34,18,16
S01008358,666,394,15,37,131,28,46,15
S01008359,590,381,10,40,102,25,12,20
S01008360,830,533,16,56,133,56,19,17
S01008361,603,422,11,32,67,36,18,17
S01008362,749,556,13,37,70,35,14,24
S01008363,626,417,13,53,83,29,17,14
S01008364,613,388,9,62,95,34,13,12
S01008365,754,458,8,77,130,48,16,17
S01008366,657,358,21,31,141,37,40,29
S01008367,636,361,31,44,93,40,44,23
S01008368,626,432,14,27,90,24,29,10
S01008369,631,423,21,33,83,20,38,13
S01008370,504,327,14,29,80,23,25,6
S01008371,652,430,12,49,105,31,13,12
S01008372,657,444,9,58,90,31,13,12
S01008373,840,548,22,81,114,39,19,17
S01008374,626,397,6,67,97,28,15,16
S01008375,554,359,8,49,100,25,12,1
S01008376,421,276,5,42,52,24,14,8
S01008377,672,438,17,69,95,28,17,8
S01008378,701,466,6,66,100,36,20,7
S01008379,401,234,7,49,70,27,9,5
S01008380,461,307,11,46,64,16,6,11
S01008381,774,510,16,72,111,31,19,15
S01008382,675,451,9,73,82,29,23,8
S01008383,468,309,6,34,79,18,13,9
S01008384,701,455,16,52,107,27,30,14
S01008385,483,295,9,53,81,23,9,13
S01008386,719,469,12,52,115,33,25,13
S01008387,638,441,8,40,97,24,19,9
S01008388,435,328,7,30,32,22,10,6
S01008389,480,234,8,33,145,29,15,16
S01008390,559,349,4,43,115,22,15,11
S01008391,496,290,10,41,106,33,11,5
S01008392,635,436,17,54,58,30,26,14
S01008393,558,341,12,50,101,33,15,6
S01008394,766,464,16,85,128,43,14,16
S01008395,596,394,16,58,73,29,15,11
S01008396,626,361,14,64,121,33,21,12
S01008397,784,498,11,105,111,32,17,10
S01008398,672,421,9,83,98,44,12,5
S01008399,478,248,8,32,135,23,17,15
S01008400,801,466,17,80,151,35,31,21
S01008401,860,479,18,91,195,37,25,15
S01008402,698,418,5,72,111,64,9,19
S01008403,665,388,7,72,130,47,11,10
S01008404,768,481,7,65,122,51,27,15
S01008405,613,397,6,70,77,49,3,11
S01008406,754,435,15,75,131,49,31,18
S01008407,346,169,6,27,83,13,29,19
S01008408,557,391,11,35,63,28,18,11
S01008409,746,470,17,43,123,41,39,13
S01008410,554,313,15,50,109,31,16,20
S01008411,848,548,26,54,125,34,44,17
S01008412,464,263,6,41,82,31,30,11
S01008413,397,225,6,36,71,23,23,13
S01008414,477,309,7,58,54,28,10,11
S01008415,735,433,26,57,102,40,47,30
S01008416,827,508,32,55,97,46,62,27
S01008417,566,393,15,46,64,32,5,11
S01008418,591,411,14,48,81,19,10,8
S01008419,342,238,7,21,43,22,6,5
S01008420,437,287,9,48,55,18,14,6
S01008421,576,356,15,31,79,25,45,25
S01008422,674,435,8,62,90,44,25,10
S01008423,703,460,10,59,96,54,9,15
S01008424,913,528,12,57,227,59,15,15
S01008425,2446,582,13,1593,178,40,18,22
S01008426,867,516,19,38,184,32,46,32
S01008427,989,738,12,62,91,50,18,18
S01008428,659,377,18,38,138,34,35,19
S01008429,704,373,6,48,201,25,27,24
S01008430,867,530,6,66,182,34,31,18
S01008431,829,534,11,48,164,31,26,15
S01008432,880,541,9,51,202,40,21,16
S01008433,732,545,8,43,77,19,24,16
S01008434,920,668,13,64,106,27,26,16
S01008435,944,655,19,77,128,35,18,12
S01008436,644,411,13,50,99,39,20,12
S01008437,903,532,11,88,106,22,21,123
S01008438,828,539,10,61,58,21,16,123
S01008439,770,505,11,73,107,53,9,12
S01008440,867,539,15,71,148,65,18,11
S01008441,597,393,12,36,99,36,5,16
S01008442,431,309,6,34,54,16,4,8
S01008443,461,258,8,41,85,33,22,14
S01008444,894,579,14,57,73,33,12,126
S01008445,917,653,25,32,88,49,20,50
S01008446,1053,557,20,182,202,55,24,13
S01008447,516,328,8,35,88,34,7,16
S01008448,600,361,10,31,125,34,22,17
S01008449,456,256,24,42,46,36,29,23
S01008450,291,156,18,20,15,34,31,17
S01008451,723,383,53,66,57,71,61,32
S01008452,532,218,55,43,33,74,65,44
S01008453,343,141,32,32,14,53,39,32
S01008454,877,506,54,65,44,87,72,49
S01008455,920,494,60,44,125,58,91,48
S01008456,803,396,77,36,77,71,91,55
S01008457,723,404,26,39,114,35,79,26
S01008458,638,427,13,36,61,31,50,20
S01008459,583,308,38,40,43,38,75,41
S01008460,786,375,71,49,54,88,81,68
S01008461,682,329,53,45,64,74,71,46
S01008462,507,221,41,15,80,27,83,40
S01008463,678,358,40,48,76,45,62,49
S01008464,743,519,9,37,92,32,33,21
S01008465,744,504,26,42,87,35,30,20
S01008466,656,458,26,36,60,36,24,16
S01008467,677,498,13,33,72,26,24,11
S01008468,744,400,44,52,86,40,77,45
S01008469,417,229,13,31,49,24,46,25
S01008470,694,338,23,38,103,69,87,36
S01008471,556,279,33,38,42,61,59,44
S01008472,514,275,21,43,75,39,36,25
S01008473,495,279,23,30,60,42,36,25
S01008474,606,272,30,28,141,30,67,38
S01008475,560,294,14,15,130,34,48,25
S01008476,552,262,15,20,129,29,68,29
S01008477,834,446,31,28,174,27,86,42
S01008478,674,367,24,49,139,23,41,31
S01008479,793,386,22,24,214,33,74,40
S01008480,326,167,9,20,54,22,32,22
S01008481,1083,495,32,50,115,43,63,285
S01008482,980,405,27,47,127,29,60,285
S01008483,652,369,9,26,133,34,56,25
S01008484,702,449,13,24,126,30,46,14
S01008485,849,586,24,39,103,40,36,21
S01008486,679,436,17,38,110,19,42,17
S01008487,382,258,7,20,56,11,17,13
S01008488,560,313,11,38,108,28,42,20
S01008489,744,455,31,45,119,27,45,22
S01008490,918,633,20,43,121,31,44,26
S01008491,599,373,22,63,79,20,26,16
S01008492,415,254,17,40,18,23,41,22
S01008493,675,411,15,74,106,19,28,22
S01008494,644,409,24,79,68,24,18,22
S01008495,886,640,34,89,33,26,31,33
S01008496,1050,813,30,105,45,13,23,21
S01008497,819,638,32,56,33,12,26,22
S01008498,671,432,35,83,36,15,44,26
S01008499,910,579,31,150,48,25,52,25
S01008500,243,143,12,21,15,20,19,13
S01008501,498,363,10,59,14,16,25,11
S01008502,586,451,18,87,10,9,1,10
S01008503,723,532,21,81,49,22,12,6
S01008504,1125,817,13,134,95,27,13,26
S01008505,819,603,17,87,53,23,16,20
S01008506,791,517,11,76,124,30,15,18
S01008507,721,433,12,218,29,6,13,10
S01008508,779,506,13,61,134,38,8,19
S01008509,699,481,9,50,113,28,10,8
S01008510,625,407,11,26,129,22,19,11
S01008511,714,469,13,47,119,39,19,8
S01008512,735,471,15,43,144,41,9,12
S01008513,663,324,6,158,118,36,16,5
S01008514,532,324,12,46,98,22,21,9
S01008515,696,485,13,63,79,26,19,11
S01008516,1325,700,32,156,139,25,225,48
S01008517,785,491,26,127,74,17,33,17
S01008518,881,602,14,93,96,39,21,16
S01008519,746,508,13,60,93,46,13,13
S01008520,922,561,8,73,190,63,10,17
S01008521,621,398,6,49,112,34,13,9
S01008522,466,303,9,42,60,30,11,11
S01008523,203,157,0,15,20,7,1,3
S01008524,880,450,52,40,163,57,64,54
S01008525,659,349,40,26,119,29,56,40
S01008526,618,360,13,39,110,33,30,33
S01008527,550,392,14,35,59,26,17,7
S01008528,503,358,15,31,44,26,17,12
S01008529,611,341,16,40,129,24,45,16
S01008530,793,416,32,52,142,48,71,32
S01008531,734,383,26,38,149,44,62,32
S01008532,475,287,13,31,80,25,28,11
S01008533,330,225,14,11,18,33,9,20
S01008534,632,478,28,29,33,45,3,16
S01008535,530,372,6,29,73,23,16,11
S01008536,549,346,6,30,130,23,5,9
S01008537,543,317,7,46,126,29,6,12
S01008538,478,290,4,28,124,16,10,6
S01008539,790,513,17,55,145,31,14,15
S01008540,758,467,9,58,172,33,12,7
S01008541,742,493,9,65,107,45,12,11
S01008542,863,608,7,95,93,33,15,12
S01008543,745,545,17,66,58,38,12,9
S01008544,438,350,7,38,10,24,5,4
S01008545,537,354,8,40,81,28,12,14
S01008546,694,461,7,56,115,30,12,13
S01008547,920,729,12,38,58,37,29,17
S01008548,798,593,18,24,67,28,46,22
S01008549,967,712,23,42,93,35,43,19
S01008550,823,626,13,43,83,27,20,11
S01008551,789,548,11,36,129,22,22,21
S01008552,895,614,16,68,121,36,19,21
S01008553,589,315,17,42,78,43,63,31
S01008554,611,267,31,23,46,97,110,37
S01008555,719,311,32,23,101,77,119,56
S01008556,828,385,31,37,185,56,92,42
S01008557,586,258,36,17,111,45,71,48
S01008558,647,305,28,37,129,56,55,37
S01008559,583,312,21,25,92,24,74,35
S01008560,578,328,13,18,89,30,71,29
S01008561,698,435,20,24,113,25,48,33
S01008562,505,218,34,16,85,48,56,48
S01008563,894,514,23,85,103,59,75,35
S01008564,774,493,21,21,107,37,64,31
S01008565,728,349,20,81,117,39,80,42
S01008566,762,447,30,36,84,58,71,36
S01008567,495,257,23,29,80,34,55,17
S01008568,650,439,21,34,65,37,31,23
S01008569,558,239,56,17,48,66,90,42
S01008570,719,350,40,26,100,57,98,48
S01008571,655,359,30,33,121,32,49,31
S01008572,697,415,24,35,104,28,63,28
S01008573,696,511,17,45,78,25,15,5
S01008574,722,526,26,44,58,28,26,14
S01008575,592,404,13,31,71,45,12,16
S01008576,794,554,9,67,108,20,16,20
S01008577,823,499,21,44,162,42,30,25
S01008578,663,426,10,47,118,32,11,19
S01008579,679,417,12,41,140,33,11,25
S01008580,638,395,10,57,102,29,30,15
S01008581,740,388,29,46,131,45,75,26
S01008582,998,577,28,48,171,52,72,50
S01008583,564,282,17,26,112,35,68,24
S01008584,844,473,25,67,128,51,72,28
S01008585,682,341,28,62,90,39,76,46
S01008586,611,327,23,22,98,37,70,34
S01008587,696,329,6,213,89,41,8,10
S01008588,758,475,13,74,130,34,22,10
S01008589,258,155,2,20,60,7,5,9
S01008590,393,228,5,51,75,10,10,14
S01008591,781,498,23,148,59,30,10,13
S01008592,645,277,16,176,92,33,32,19
S01008593,642,416,6,59,103,27,14,17
S01008594,658,394,9,148,59,23,13,12
S01008595,804,388,20,51,169,40,94,42
S01008596,745,321,15,114,149,35,83,28
S01008597,824,465,17,55,190,35,42,20
S01008598,922,451,28,260,110,24,26,23
S01008599,751,446,22,148,63,41,21,10
S01008600,2652,394,13,2100,61,42,22,20
S01008601,2572,259,9,2244,22,9,15,14
S01008602,502,257,8,154,36,13,19,15
S01008603,929,448,28,359,40,13,18,23
S01008604,808,479,7,213,63,22,14,10
S01008605,687,408,14,186,46,17,4,12
S01008606,764,469,12,129,82,34,22,16
S01008607,425,241,7,31,100,32,5,9
S01008608,531,330,7,34,106,29,14,11
S01008609,706,410,13,60,161,29,18,15
S01008610,880,374,24,323,101,39,5,14
S01008611,1113,469,28,507,57,25,15,12
S01008612,642,323,20,218,25,13,28,15
S01008613,818,463,15,236,50,29,14,11
S01008614,838,333,16,425,31,11,10,12
S01008615,705,283,14,320,46,15,14,13
S01008616,766,274,16,410,26,21,6,13
S01008617,868,355,12,433,32,22,3,11
S01008618,687,232,11,398,21,8,6,11
S01008619,458,204,8,201,24,10,5,6
S01008620,718,279,20,367,17,12,12,11
S01008621,800,297,16,427,28,10,6,16
S01008622,852,381,21,376,27,24,4,19
S01008623,943,422,14,379,77,28,9,14
S01008624,479,261,8,26,122,25,24,13
S01008625,420,256,6,31,76,31,12,8
S01008626,817,559,14,90,89,46,8,11
S01008627,533,338,7,37,83,55,6,7
S01008628,552,333,15,104,46,16,16,22
S01008629,735,405,15,134,109,26,37,9
S01008630,530,310,21,100,68,6,14,11
S01008631,725,491,18,108,62,10,18,18
S01008632,1145,610,19,104,136,35,204,37
S01008633,784,451,21,64,162,38,24,24
S01008634,577,349,11,122,51,30,3,11
S01008635,633,369,18,166,34,22,12,12
S01008636,643,406,12,108,75,23,7,12
S01008637,554,325,9,116,57,16,19,12
S01008638,1036,454,30,402,76,16,31,27
S01008639,1076,709,34,226,41,24,15,27
S01008640,1066,675,22,283,27,22,12,25
S01008641,953,505,15,332,46,19,14,22
S01008642,857,520,14,251,35,13,8,16
S01008643,878,559,20,202,47,16,17,17
S01008644,551,334,10,159,29,6,7,6
S01008645,864,531,19,227,41,26,8,12
S01008646,1079,703,28,190,84,15,35,24
S01008647,620,468,12,79,33,11,8,9
S01008648,790,490,22,166,50,13,28,21
S01008649,1096,721,36,172,61,21,39,46
S01008650,846,589,26,122,41,17,27,24
S01008651,742,457,32,113,45,20,46,29
S01008652,701,417,40,113,42,7,51,31
S01008653,601,352,28,101,32,31,38,19
S01008654,1058,663,43,193,44,23,63,29
S01008655,589,348,12,138,33,18,22,18
S01008656,892,503,47,129,52,39,82,40
S01008657,708,400,11,192,49,19,17,20
S01008658,958,566,41,162,66,24,68,31
S01008659,1063,608,29,275,55,26,35,35
S01008660,1030,596,29,311,34,11,20,29
S01008661,922,521,52,194,57,24,40,34
S01008662,910,347,41,426,16,12,40,28
S01008663,918,403,54,295,55,19,58,34
S01008664,879,476,39,260,42,14,26,22
S01008665,1028,406,30,472,45,14,40,21
S01008666,751,317,30,348,28,11,7,10
S01008667,802,430,29,243,39,17,23,21
S01008668,928,354,23,489,34,8,6,14
S01008669,596,192,14,362,12,4,2,10
S01008670,1080,400,21,558,42,16,21,22
S01008671,1078,411,32,527,41,18,25,24
S01008672,567,274,20,228,21,6,12,6
S01008673,718,335,25,235,35,21,43,24
S01008674,1004,407,32,454,43,8,33,27
S01008675,746,451,34,111,66,16,38,30
S01008676,833,494,39,179,43,18,41,19
S01008677,670,385,46,118,43,11,38,29
S01008678,997,329,37,548,20,21,28,14
S01008679,955,381,49,358,54,12,58,43
S01008680,730,292,20,309,30,21,37,21
S01008681,793,318,22,257,71,32,72,21
S01008682,774,348,13,274,50,21,41,27
S01008683,1389,429,62,511,93,49,177,68
S01008684,2716,355,43,2068,80,43,83,44
S01008685,651,344,17,63,104,12,81,30
S01008686,848,488,26,115,68,31,90,30
S01008687,717,491,24,76,37,17,50,22
S01008688,715,479,32,84,42,18,41,19
S01008689,1037,745,29,72,86,21,45,39
S01008690,852,618,19,48,77,18,50,22
S01008691,1082,787,34,84,74,24,46,33
S01008692,899,671,34,67,46,25,35,21
S01008693,482,305,11,16,86,17,30,17
S01008694,1086,814,37,72,82,27,29,25
S01008695,746,516,13,53,68,35,37,24
S01008696,525,360,6,30,83,24,11,11
S01008697,664,432,8,40,119,28,24,13
S01008698,521,335,9,31,87,23,24,12
S01008699,839,468,26,40,183,30,61,31
S01008700,480,286,9,20,104,25,16,20
S01008701,295,126,28,15,21,21,51,33
S01008702,210,111,8,18,24,12,19,18
S01008703,542,199,32,37,64,60,99,51
S01008704,692,272,32,41,84,55,151,57
S01008705,316,152,9,16,49,17,55,18
S01008706,534,231,43,24,55,41,87,53
S01008707,749,309,49,39,49,76,155,72
S01008708,571,247,46,27,29,58,107,57
S01008709,776,399,52,51,66,69,95,44
S01008710,253,150,11,10,19,19,23,21
S01008711,542,265,25,22,102,41,50,37
S01008712,804,296,64,31,144,79,122,68
S01008713,479,232,36,15,66,40,58,32
S01008714,532,271,22,36,113,27,39,24
S01008715,597,306,13,27,138,29,50,34
S01008716,487,239,10,16,137,17,42,26
S01008717,415,312,12,22,29,16,16,8
S01008718,443,287,15,12,66,16,37,10
S01008719,833,611,20,42,63,33,40,24
S01008720,433,241,14,19,82,19,46,12
S01008721,633,514,6,28,33,23,18,11
S01008722,781,445,17,39,172,40,44,24
S01008723,576,397,6,64,61,19,21,8
S01008724,668,408,13,44,123,34,35,11
S01008725,558,371,18,27,70,29,25,18
S01008726,828,552,17,55,133,30,23,18
S01008727,864,545,21,56,141,35,40,26
S01008728,382,247,13,15,49,19,27,12
S01008729,580,407,10,37,58,27,25,16
S01008730,797,537,25,42,68,45,52,28
S01008731,416,230,8,13,79,27,34,25
S01008732,606,375,21,25,84,31,50,20
S01008733,698,498,22,22,82,17,33,24
S01008734,636,421,17,37,94,28,25,14
S01008735,864,537,9,61,176,34,27,20
S01008736,519,280,8,30,127,34,28,12
S01008737,558,331,8,41,145,18,7,8
S01008738,647,387,5,40,163,22,21,9
S01008739,458,303,14,34,62,20,17,8
S01008740,616,408,11,40,116,23,8,10
S01008741,877,571,14,47,166,37,23,19
S01008742,548,334,4,20,118,30,23,19
S01008743,751,462,27,23,106,47,49,37
S01008744,703,397,16,26,149,42,51,22
S01008745,407,266,14,16,67,16,20,8
S01008746,791,405,41,43,93,65,91,53
S01008747,421,247,3,22,108,15,14,12
S01008748,797,484,12,37,166,28,39,31
S01008749,875,519,11,39,202,35,37,32
S01008750,605,375,6,25,148,22,18,11
S01008751,846,483,17,36,163,42,64,41
S01008752,736,349,24,27,168,53,68,47
S01008753,499,256,10,12,109,27,61,24
S01008754,556,323,23,22,69,26,66,27
S01008755,638,390,29,25,70,31,53,40
S01008756,633,316,30,17,116,25,87,42
S01008757,532,219,16,16,97,40,109,35
S01008758,725,323,25,25,158,48,104,42
S01008759,518,213,23,26,133,32,55,36
S01008760,906,491,37,43,101,80,105,49
S01008761,434,251,12,23,40,30,48,30
S01008762,479,349,1,10,84,10,15,10
S01008763,678,502,12,32,70,20,21,21
S01008764,498,356,7,28,48,28,20,11
S01008765,972,711,25,56,90,31,34,25
S01008766,1069,744,26,56,145,26,47,25
S01008767,673,422,19,38,119,20,36,19
S01008768,498,341,19,29,53,15,25,16
S01008769,181,132,5,8,12,9,5,10
S01008770,69,66,1,0,0,1,0,1
S01008771,69,66,1,0,0,1,0,1
S01008772,816,515,17,34,135,28,59,28
S01008773,720,450,27,32,95,25,63,28
S01008774,660,409,32,26,53,32,69,39
S01008775,437,279,16,32,38,25,31,16
S01008776,1044,603,50,77,85,58,118,53
S01008777,760,409,43,32,73,32,127,44
S01008778,557,437,26,26,18,7,22,21
S01008779,339,259,4,22,25,8,13,8
S01008780,314,217,10,16,14,11,33,13
S01008781,293,202,21,23,10,15,11,11
S01008782,446,356,8,23,14,16,18,11
S01008783,267,200,15,18,9,5,13,7
S01008784,480,342,19,21,25,15,36,22
S01008785,645,324,27,30,91,36,100,37
S01008786,734,470,34,38,63,26,65,38
S01008787,442,227,37,16,42,35,51,34
S01008788,353,253,17,19,23,11,16,14
S01008789,464,215,23,30,88,21,63,24
S01008790,572,342,33,54,54,24,42,23
S01008791,324,216,12,21,32,14,14,15
S01008792,798,490,33,44,91,41,59,40
S01008793,652,402,40,24,82,21,49,34
S01008794,580,333,25,30,98,13,56,25
S01008795,852,591,27,53,76,25,47,33
S01008796,844,489,41,143,57,44,40,30
S01008797,800,568,12,53,78,22,38,29
S01008798,806,509,27,87,83,17,49,34
S01008799,184,97,5,9,38,5,25,5
S01008800,684,479,22,58,54,13,28,30
S01008801,755,548,28,56,42,20,39,22
S01008802,912,604,35,67,75,31,57,43
S01008803,922,545,44,92,73,41,82,45
S01008804,565,325,19,81,41,16,50,33
S01008805,534,334,24,77,34,23,19,23
S01008806,631,426,22,57,48,24,36,18
S01008807,869,611,23,81,61,23,38,32
S01008808,615,394,16,83,58,15,34,15
S01008809,676,423,22,79,78,27,28,19
S01008810,884,594,17,109,80,29,38,17
S01008811,645,414,24,106,27,27,23,24
S01008812,760,544,14,103,38,27,20,14
S01008813,634,377,29,49,68,40,37,34
S01008814,966,647,34,91,72,43,52,27
S01008815,936,622,37,69,61,35,68,44
S01008816,173,84,6,5,36,8,24,10
S01008817,541,386,17,29,51,11,24,23
S01008818,733,503,13,38,83,32,38,26
S01008819,766,577,12,38,56,29,36,18
S01008820,973,640,34,62,77,36,92,32
S01008821,583,427,9,41,51,32,11,12
S01008822,614,428,5,46,69,34,16,16
S01008823,657,473,12,46,82,13,21,10
S01008824,929,673,12,42,131,36,18,17
S01008825,456,331,6,21,61,21,10,6
S01008826,542,379,23,32,46,18,23,21
S01008827,752,481,20,51,107,51,23,19
S01008828,736,457,17,45,129,32,40,16
S01008829,761,461,12,47,135,48,47,11
S01008830,930,625,13,76,139,49,15,13
S01008831,761,479,12,55,146,30,19,20
S01008832,434,239,10,36,74,30,28,17
S01008833,754,544,14,44,99,28,11,14
S01008834,882,583,8,63,151,42,19,16
S01008835,777,500,12,50,138,26,37,14
S01008836,392,217,13,10,58,22,44,28
S01008837,822,601,23,61,55,18,29,35
S01008838,805,608,17,52,66,30,15,17
S01008839,936,663,18,79,90,18,44,24
S01008840,867,581,24,106,107,17,9,23
S01008841,374,288,6,34,25,6,9,6
S01008842,150,107,1,12,18,8,2,2
S01008843,607,409,18,62,46,19,21,32
S01008844,396,286,8,59,11,6,7,19
S01008845,608,422,17,115,19,16,7,12
S01008846,740,506,23,119,33,20,19,20
S01008847,645,425,20,121,28,14,17,20
S01008848,755,459,27,165,41,21,25,17
S01008849,901,583,20,176,66,28,12,16
S01008850,1156,713,24,210,101,38,38,32
S01008851,996,656,36,81,112,35,46,30
S01008852,1024,649,33,149,96,59,16,22
S01008853,492,352,11,76,13,21,8,11
S01008854,901,594,25,177,52,31,12,10
S01008855,875,627,31,126,38,21,13,19
S01008856,574,433,14,64,27,13,11,12
S01008857,818,595,15,68,77,32,11,20
S01008858,865,600,29,58,109,24,26,19
S01008859,760,524,23,61,76,14,36,26
S01008860,1084,741,35,92,115,26,43,32
S01008861,791,544,13,64,92,49,12,17
S01008862,944,729,26,59,61,24,24,21
S01008863,722,553,17,57,59,16,10,10
S01008864,1056,647,18,250,92,26,10,13
S01008865,816,549,11,82,134,16,12,12
S01008866,862,668,13,67,75,16,11,12
S01008867,772,550,18,53,103,29,7,12
S01008868,968,645,41,163,52,27,17,23
S01008869,956,695,19,62,106,32,15,27
S01008870,912,645,19,71,97,37,10,33
S01008871,1082,733,26,170,89,32,11,21
S01008872,885,600,22,140,62,32,16,13
S01008873,579,391,12,24,80,45,7,20
S01008874,702,486,17,65,81,21,18,14
S01008875,844,616,27,83,68,13,20,17
S01008876,495,309,9,38,90,20,20,9
S01008877,565,360,8,45,102,17,15,18
S01008878,879,511,9,44,206,31,40,38
S01008879,600,376,15,37,109,25,26,12
S01008880,499,325,8,24,95,26,15,6
S01008881,465,280,4,31,104,28,5,13
S01008882,863,579,16,66,101,74,16,11
S01008883,729,419,10,47,168,67,8,10
S01008884,580,324,7,26,163,43,9,8
S01008885,658,409,8,47,126,48,14,6
S01008886,864,569,20,68,136,34,15,22
S01008887,554,368,12,31,96,25,13,9
S01008888,768,416,12,221,80,16,11,12
S01008889,441,264,9,23,104,16,17,8
S01008890,596,369,7,30,145,22,17,6
S01008891,603,353,4,46,149,23,13,15
S01008892,819,510,13,69,162,28,24,13
S01008893,765,474,9,54,157,46,9,16
S01008894,676,426,7,46,136,43,7,11
S01008895,503,292,8,30,122,23,15,13
S01008896,456,264,8,39,96,26,14,9
S01008897,661,388,11,54,140,41,17,10
S01008898,716,416,16,40,155,46,25,18
S01008899,586,261,25,27,96,47,94,36
S01008900,660,377,22,39,105,38,61,18
S01008901,723,390,25,29,135,47,71,26
S01008902,720,384,33,42,105,59,64,33
S01008903,817,456,26,37,158,30,74,36
S01008904,831,461,42,82,73,60,70,43
S01008905,893,478,49,49,88,64,97,68
S01008906,526,297,35,47,38,26,51,32
S01008907,525,224,33,39,53,52,68,56
S01008908,684,389,26,37,59,53,73,47
S01008909,858,623,18,38,82,21,47,29
S01008910,541,362,14,32,77,15,25,16
