dz_2011,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S01011709,1109,353,394,0,14,276,72
S01011710,763,206,285,1,0,224,47
S01011711,1121,281,448,1,4,314,73
S01011712,530,137,174,0,4,179,36
S01011713,1108,388,351,0,5,300,64
S01011714,1302,329,518,0,0,369,86
S01011715,1149,277,443,0,4,347,78
S01011716,1002,311,362,0,4,284,41
S01011717,764,222,294,0,3,197,48
S01011718,978,275,355,0,0,292,56
S01011719,1981,569,683,5,50,555,119
S01011720,617,210,246,0,3,122,36
S01011721,784,263,246,0,1,219,55
S01011722,1316,418,446,0,5,359,88
S01011723,2146,639,738,5,45,617,102
S01011724,733,184,243,0,9,259,38
S01011725,634,209,168,6,3,203,45
S01011726,552,178,140,0,0,188,46
S01011727,1489,428,526,5,45,421,64
S01011728,929,296,313,0,5,238,77
S01011729,1157,367,375,0,1,296,118
S01011730,844,312,258,0,3,210,61
S01011731,1102,328,347,0,2,317,108
S01011732,899,275,292,0,7,263,62
S01011733,851,273,325,1,1,204,47
S01011734,891,276,227,0,9,317,62
S01011735,736,272,200,0,11,203,50
S01011736,1192,382,292,0,12,420,86
S01011737,966,283,239,0,38,336,70
S01011738,1109,303,302,0,36,386,82
S01011739,684,228,154,1,1,246,54
S01011740,729,215,204,0,7,257,46
S01011741,964,298,244,0,7,350,65
S01011742,864,284,202,3,0,297,78
S01011743,797,271,174,1,1,312,38
S01011744,849,281,202,2,1,289,74
S01011745,1033,372,239,0,5,332,85
S01011746,852,272,209,1,4,291,75
S01011747,1074,298,274,0,12,415,75
S01011748,1024,309,242,0,6,405,62
S01011749,896,241,174,0,4,412,65
S01011750,876,291,209,0,6,305,65
S01011751,1149,287,304,0,21,452,85
S01011752,1074,331,253,0,1,421,68
S01011753,777,223,162,0,0,334,58
S01011754,959,324,181,0,0,376,78
S01011755,939,284,184,0,2,410,59
S01011756,1113,369,228,0,11,433,72
S01011757,933,315,228,0,11,328,51
S01011758,624,191,149,0,6,240,38
S01011759,897,300,233,0,4,323,37
S01011760,884,283,216,0,24,301,60
S01011761,817,220,175,1,15,342,64
S01011762,876,259,208,1,8,329,71
S01011763,773,275,196,0,0,264,38
S01011764,403,137,93,0,14,126,33
S01011765,1156,411,265,0,4,402,74
S01011766,733,277,177,0,13,217,49
S01011767,1209,527,210,0,25,359,88
S01011768,974,357,178,0,5,370,64
S01011769,789,302,179,1,0,252,55
S01011770,892,267,197,1,1,351,75
S01011771,667,245,157,0,33,195,37
S01011772,1102,451,288,0,47,240,76
S01011773,596,195,173,1,8,188,31
S01011774,941,277,255,0,9,348,52
S01011775,904,300,251,0,13,286,54
S01011776,1298,396,380,0,79,346,97
S01011777,645,202,168,0,17,217,41
S01011778,634,211,210,0,0,178,35
S01011779,793,239,273,0,1,225,55
S01011780,939,297,248,5,38,261,90
S01011781,922,321,226,2,1,286,86
S01011782,889,270,265,0,25,256,73
S01011783,575,223,136,0,15,165,36
S01011784,793,293,210,0,4,234,52
S01011785,1070,377,315,0,13,309,56
S01011786,198,59,46,0,3,72,18
S01011787,1133,111,819,0,1,131,71
S01011788,1318,449,303,0,93,371,102
S01011789,3188,1127,845,5,125,900,186
S01011790,1301,429,410,2,6,364,90
S01011791,831,268,311,0,5,199,48
S01011792,888,345,283,2,7,188,63
S01011793,760,358,177,0,2,195,28
S01011794,982,304,381,0,3,243,51
S01011795,1051,344,418,1,3,238,47
S01011796,908,217,438,0,1,206,46
S01011797,1110,491,324,0,4,235,56
S01011798,550,176,157,0,4,169,44
S01011799,973,398,256,0,7,271,41
S01011800,677,249,206,0,2,165,55
S01011801,685,208,208,0,0,216,53
S01011802,731,312,185,0,0,195,39
S01011803,930,381,252,0,3,239,55
S01011804,1006,476,43,0,0,396,91
S01011805,919,435,33,0,0,387,64
S01011806,1308,660,35,0,0,461,152
S01011807,1091,540,30,0,1,396,124
S01011808,948,505,25,0,0,323,95
S01011809,719,355,10,0,0,298,56
S01011810,1301,647,47,0,1,460,146
S01011811,1146,562,25,0,0,450,109
S01011812,1122,446,24,0,0,504,148
S01011813,959,482,16,0,0,352,109
S01011814,721,363,15,0,0,244,99
S01011815,816,378,23,0,0,344,71
S01011816,707,373,11,0,1,277,45
S01011817,728,371,18,0,0,264,75
S01011818,1651,858,36,0,6,622,129
S01011819,1218,593,35,0,3,499,88
S01011820,1034,497,36,0,4,361,136
S01011821,680,319,16,1,0,290,54
S01011822,913,376,28,1,5,433,70
S01011823,608,287,12,0,0,265,44
S01011824,1001,446,19,0,0,455,81
S01011825,535,256,15,0,0,212,52
S01011826,744,302,21,0,1,368,52
S01011827,603,289,32,2,0,217,63
S01011828,909,437,30,0,0,335,107
S01011829,541,265,16,0,0,197,63
S01011830,844,322,60,0,0,367,95
S01011831,1079,487,63,0,0,389,140
S01011832,838,489,28,0,0,221,100
S01011833,1016,469,63,1,0,387,96
S01011834,801,433,66,0,2,250,50
S01011835,685,310,31,0,0,256,88
S01011836,1104,556,80,0,1,395,72
S01011837,963,500,67,0,2,328,66
S01011838,1250,642,107,0,3,415,83
S01011839,1064,570,73,0,0,327,94
S01011840,1255,595,115,0,4,446,95
S01011841,1612,782,104,0,1,593,132
S01011842,1320,640,68,0,2,501,109
S01011843,1233,613,83,0,3,450,84
S01011844,1070,513,46,0,0,427,84
S01011845,857,381,66,0,0,346,64
S01011846,869,441,50,0,1,316,61
S01011847,429,207,27,1,0,157,37
S01011848,842,431,49,1,1,311,49
S01011849,813,413,56,2,7,289,46
S01011850,1123,575,100,0,1,349,98
S01011851,898,416,77,1,3,326,75
S01011852,1012,485,112,2,5,322,86
S01011853,954,435,76,1,2,361,79
S01011854,1090,530,109,0,4,368,79
S01011855,1273,627,125,0,6,420,95
S01011856,695,387,55,0,0,209,44
S01011857,1489,713,131,1,1,524,119
S01011858,1096,530,42,0,1,425,98
S01011859,1069,564,66,0,1,360,78
S01011860,894,414,104,1,1,285,89
S01011861,851,377,47,1,1,340,85
S01011862,1132,586,108,0,11,298,129
S01011863,1148,540,89,0,0,396,123
S01011864,787,387,49,0,1,264,86
S01011865,670,331,71,0,1,198,69
S01011866,1268,634,133,0,2,396,103
S01011867,1297,554,182,0,3,460,98
S01011868,1025,440,109,0,5,382,89
S01011869,1021,405,115,0,5,403,93
S01011870,864,356,138,1,1,300,68
S01011871,1179,544,91,1,0,457,86
S01011872,1053,561,68,0,0,352,72
S01011873,812,368,64,0,1,325,54
S01011874,839,393,43,0,0,346,57
S01011875,1078,564,41,1,6,394,72
S01011876,1056,500,75,0,0,395,86
S01011877,775,388,54,0,0,294,39
S01011878,1688,758,122,0,13,628,167
S01011879,801,363,52,0,0,321,65
S01011880,1247,558,45,0,0,541,103
S01011881,871,385,82,2,1,335,66
S01011882,941,505,45,0,0,331,60
S01011883,1984,895,193,0,8,725,163
S01011884,778,364,39,0,0,313,62
S01011885,766,369,41,0,0,303,53
S01011886,1335,666,74,0,0,491,104
S01011887,745,330,69,0,0,296,50
S01011888,1321,474,136,0,8,583,120
S01011889,1052,518,71,0,1,400,62
S01011890,918,377,97,0,2,377,65
S01011891,1260,385,159,0,10,629,77
S01011892,1193,429,117,0,8,532,107
S01011893,1082,427,98,1,7,480,69
S01011894,1069,417,117,0,3,461,71
S01011895,1172,598,88,0,6,384,96
S01011896,964,472,80,1,4,346,61
S01011897,1131,558,111,0,1,390,71
S01011898,1043,456,89,0,7,406,85
S01011899,985,565,57,0,13,288,62
S01011900,735,406,46,0,0,241,42
S01011901,1119,555,65,0,17,418,64
S01011902,1146,604,90,0,14,359,79
S01011903,925,488,75,0,3,280,79
S01011904,956,530,80,0,3,289,54
S01011905,909,509,71,0,13,257,59
S01011906,329,180,26,0,3,107,13
S01011907,841,385,62,0,5,335,54
S01011908,566,240,71,0,0,217,38
S01011909,867,295,95,0,2,424,51
S01011910,1183,417,91,0,5,575,95
S01011911,713,303,74,0,0,297,39
S01011912,833,287,93,1,0,400,52
S01011913,858,295,74,0,6,436,47
S01011914,991,254,86,0,19,567,65
S01011915,908,402,72,0,5,367,62
S01011916,943,367,107,0,3,417,49
S01011917,620,227,82,0,0,274,37
S01011918,895,213,147,0,0,442,93
S01011919,1144,305,167,1,11,559,101
S01011920,684,233,80,0,8,313,50
S01011921,594,183,75,0,0,295,41
S01011922,882,292,97,0,2,427,64
S01011923,1088,374,144,0,12,471,87
S01011924,934,353,90,0,12,409,70
S01011925,921,304,116,0,4,442,55
S01011926,817,295,93,0,4,356,69
S01011927,613,232,65,0,3,276,37
S01011928,788,320,63,0,2,341,62
S01011929,692,256,62,0,3,315,56
S01011930,709,286,91,0,0,270,62
S01011931,679,171,62,0,4,389,53
S01011932,343,112,70,0,8,142,11
S01011933,1534,410,257,3,59,660,145
S01011934,970,363,220,2,44,291,50
S01011935,1038,303,251,1,18,361,104
S01011936,766,243,118,1,5,289,110
S01011937,667,199,116,0,13,268,71
S01011938,472,162,70,0,6,192,42
S01011939,1010,281,159,0,23,472,75
S01011940,944,206,170,0,32,431,105
S01011941,1131,307,164,1,22,544,93
S01011942,930,279,158,2,26,378,87
S01011943,1483,443,218,1,31,633,157
S01011944,509,255,55,0,0,166,33
S01011945,1482,780,87,4,6,494,111
S01011946,935,444,68,0,5,354,64
S01011947,602,316,26,0,0,207,53
S01011948,1159,547,117,0,7,392,96
S01011949,966,580,53,0,1,269,63
S01011950,954,543,75,1,2,254,79
S01011951,833,445,47,0,1,269,71
S01011952,914,468,51,0,4,332,59
S01011953,925,428,54,0,0,373,70
S01011954,590,311,53,0,4,181,41
S01011955,1128,541,75,0,7,403,102
S01011956,1108,542,106,1,20,362,77
S01011957,1083,447,68,4,12,358,194
S01011958,2026,1001,95,0,7,756,167
S01011959,893,468,43,0,7,303,72
S01011960,1192,523,125,0,10,457,77
S01011961,1161,544,95,0,9,421,92
S01011962,1069,499,102,0,9,375,84
S01011963,818,400,71,0,11,274,62
S01011964,1086,499,93,0,0,403,91
S01011965,984,523,99,0,5,290,67
S01011966,842,463,83,1,21,221,53
S01011967,1155,513,151,1,9,387,94
S01011968,1395,629,169,0,11,456,130
S01011969,1689,753,141,0,2,687,106
S01011970,1835,808,182,0,1,690,154
S01011971,667,328,49,0,0,255,35
S01011972,1743,921,96,0,2,584,140
S01011973,656,341,41,0,0,210,64
S01011974,851,460,63,0,1,253,74
S01011975,452,244,31,1,0,148,28
S01011976,990,539,58,0,1,319,73
S01011977,1280,653,79,0,1,451,96
S01011978,1204,666,76,0,3,382,77
S01011979,1276,623,114,0,7,433,99
S01011980,508,227,42,0,0,205,34
S01011981,1153,542,56,2,8,412,133
S01011982,1501,717,112,0,6,534,132
S01011983,1165,612,73,1,0,397,82
S01011984,678,263,97,1,3,264,50
S01011985,718,354,74,0,0,241,49
S01011986,1019,417,119,0,0,404,79
S01011987,1150,513,86,0,0,470,81
S01011988,731,386,57,2,1,206,79
S01011989,866,471,40,0,0,310,45
S01011990,750,437,27,2,8,225,51
S01011991,973,461,77,1,0,367,67
S01011992,1113,538,82,0,19,408,66
S01011993,1010,411,113,0,20,395,71
S01011994,844,449,75,1,0,263,56
S01011995,1020,518,66,0,0,366,70
S01011996,730,388,55,0,1,248,38
S01011997,1170,556,57,0,4,471,82
S01011998,946,491,57,1,0,320,77
S01011999,621,312,18,0,0,217,74
S01012000,562,297,39,2,0,187,37
S01012001,876,481,40,2,0,291,62
S01012002,767,425,49,0,1,232,60
S01012003,856,482,55,0,1,258,60
S01012004,1707,892,115,0,1,585,114
S01012005,1507,735,118,0,4,558,92
S01012006,1130,608,88,1,1,333,99
S01012007,968,438,77,2,7,345,99
S01012008,1379,650,109,1,10,462,147
S01012009,725,286,50,0,0,342,47
S01012010,1513,713,151,2,1,506,140
S01012011,1458,645,138,1,15,547,112
S01012012,647,327,31,0,0,225,64
S01012013,742,368,36,1,0,270,67
S01012014,1845,843,176,1,2,678,145
S01012015,1376,644,101,1,0,533,97
S01012016,852,372,81,0,2,300,97
S01012017,561,270,26,0,3,218,44
S01012018,876,415,69,1,3,287,101
S01012019,921,360,123,0,6,358,74
S01012020,970,390,111,0,13,370,86
S01012021,821,366,92,0,4,290,69
S01012022,1080,415,118,1,0,437,109
S01012023,673,283,89,0,7,250,44
S01012024,1151,470,213,1,0,386,81
S01012025,690,287,139,1,0,221,42
S01012026,932,361,195,0,28,287,61
S01012027,2264,760,484,1,36,699,284
S01012028,1089,527,164,3,5,310,80
S01012029,1499,642,238,1,12,436,170
S01012030,1302,556,226,0,9,379,132
S01012031,553,253,86,1,3,146,64
S01012032,353,182,48,0,0,108,15
S01012033,917,460,138,1,4,237,77
S01012034,978,450,144,0,1,316,67
S01012035,1153,564,165,0,2,354,68
S01012036,1140,591,164,0,1,320,64
S01012037,1247,383,322,0,7,462,73
S01012038,1273,296,392,1,16,488,80
S01012039,1165,348,340,0,0,303,174
S01012040,696,262,155,0,2,221,56
S01012041,1253,450,340,0,5,384,74
S01012042,1257,443,378,0,0,319,117
S01012043,926,215,294,0,5,349,63
S01012044,998,323,321,1,1,281,71
S01012045,1229,393,337,0,0,433,66
S01012046,834,237,285,0,0,262,50
S01012047,1081,392,322,1,6,280,80
S01012048,831,271,206,0,13,272,69
S01012049,732,283,169,0,0,223,57
S01012050,1172,426,345,0,4,335,62
S01012051,497,214,117,0,11,142,13
S01012052,951,348,264,0,0,265,74
S01012053,964,367,217,0,1,313,66
S01012054,1252,348,278,0,1,431,194
S01012055,947,316,245,0,2,316,68
S01012056,994,370,249,2,0,200,173
S01012057,773,360,132,0,20,211,50
S01012058,901,371,197,0,6,261,66
S01012059,986,343,214,0,7,342,80
S01012060,960,392,207,3,1,292,65
S01012061,1580,614,326,0,26,522,92
S01012062,1011,336,261,1,10,329,74
S01012063,681,220,182,1,3,229,46
S01012064,892,226,229,2,14,347,74
S01012065,686,130,158,0,0,313,85
S01012066,852,192,219,0,12,360,69
S01012067,666,151,216,0,1,263,35
S01012068,788,212,222,0,12,292,50
S01012069,619,159,165,0,2,255,38
S01012070,1090,227,306,1,9,431,116
S01012071,1165,344,312,2,9,410,88
S01012072,1188,327,326,3,23,408,101
S01012073,786,220,215,0,15,279,57
S01012074,639,222,134,2,14,216,51
S01012075,1000,340,278,0,0,317,65
S01012076,936,337,209,0,0,306,84
S01012077,1177,339,216,0,6,425,191
S01012078,977,262,196,0,5,318,196
S01012079,1253,405,282,0,2,487,77
S01012080,1085,300,252,0,16,451,66
S01012081,737,216,154,2,1,312,52
S01012082,1002,332,201,2,9,365,93
S01012083,1119,344,203,0,0,448,124
S01012084,678,254,197,0,0,187,40
S01012085,777,304,179,0,0,244,50
S01012086,918,312,171,0,0,368,67
S01012087,815,276,170,0,0,298,71
S01012088,645,245,129,0,9,212,50
S01012089,842,379,146,1,10,251,55
S01012090,1102,494,264,0,11,262,71
S01012091,772,318,165,0,1,241,47
S01012092,635,245,155,0,15,176,44
S01012093,535,192,124,0,1,189,29
S01012094,875,345,244,0,9,219,58
S01012095,1463,498,348,0,3,487,127
S01012096,871,281,207,0,0,325,58
S01012097,695,194,168,0,0,283,50
S01012098,977,294,235,0,0,367,81
S01012099,1066,279,259,0,0,357,171
S01012100,1711,559,406,6,12,610,118
S01012101,931,331,216,0,9,294,81
S01012102,899,265,184,1,6,367,76
S01012103,1054,339,217,0,3,423,72
S01012104,924,404,191,0,3,273,53
S01012105,1606,540,384,0,13,545,124
S01012106,1222,392,333,0,10,380,107
S01012107,692,271,167,0,13,179,62
S01012108,1045,417,277,0,0,280,71
S01012109,1198,285,284,0,18,490,121
S01012110,852,263,191,0,2,326,70
S01012111,1274,357,322,0,3,434,158
S01012112,1035,453,236,0,1,261,84
S01012113,1292,444,308,1,13,425,101
S01012114,1520,514,369,1,10,522,104
S01012115,765,267,219,0,8,228,43
S01012116,680,216,193,0,4,206,61
S01012117,724,192,225,0,5,276,26
S01012118,1100,369,316,1,11,353,50
S01012119,900,354,263,0,3,236,44
S01012120,583,154,188,0,2,195,44
S01012121,953,261,276,0,13,327,76
S01012122,866,271,224,1,0,290,80
S01012123,731,205,175,0,35,233,83
S01012124,636,213,136,0,0,240,47
S01012125,1009,272,233,2,6,416,80
S01012126,945,215,248,0,15,369,98
S01012127,1258,306,272,1,28,545,106
S01012128,704,170,173,0,3,290,68
S01012129,915,265,227,0,3,346,74
S01012130,1222,399,294,1,7,403,118
S01012131,1509,382,332,6,25,614,150
S01012132,852,227,226,1,20,321,57
S01012133,1128,266,261,1,15,494,91
S01012134,1375,484,342,0,23,433,93
S01012135,1171,322,275,0,11,487,76
S01012136,908,221,188,1,18,390,90
S01012137,848,308,192,1,2,271,74
S01012138,1037,396,255,0,18,310,58
S01012139,1163,419,262,0,1,397,84
S01012140,883,361,232,0,5,232,53
S01012141,1267,614,222,0,0,349,82
S01012142,952,455,227,0,9,212,49
S01012143,1302,579,292,1,8,351,71
S01012144,1046,487,204,0,9,275,71
S01012145,1135,435,296,1,19,311,73
S01012146,1138,319,281,0,2,440,96
S01012147,1028,291,240,0,5,404,88
S01012148,756,210,165,0,2,332,47
S01012149,967,315,197,0,25,350,80
S01012150,778,256,150,0,0,300,72
S01012151,1013,347,225,0,4,347,90
S01012152,1039,345,209,0,12,390,83
S01012153,772,184,213,0,7,308,60
S01012154,759,197,201,0,7,280,74
S01012155,859,231,185,0,17,357,69
S01012156,1173,360,290,0,22,423,78
S01012157,1088,310,300,0,13,369,96
S01012158,1764,531,437,0,33,646,117
S01012159,503,231,113,0,2,117,40
S01012160,960,351,256,0,5,277,71
S01012161,532,135,159,0,4,198,36
S01012162,1035,285,229,1,17,405,98
S01012163,868,254,243,0,15,267,89
S01012164,1242,392,321,0,28,387,114
S01012165,921,254,181,0,13,422,51
S01012166,799,260,174,0,4,310,51
S01012167,681,229,168,0,3,240,41
S01012168,1025,443,201,1,2,280,98
S01012169,851,342,172,0,1,259,77
S01012170,1291,529,246,0,3,415,98
S01012171,1180,443,210,0,0,423,104
S01012172,943,347,178,0,7,310,101
S01012173,817,358,211,0,16,154,78
S01012174,1092,439,224,0,14,315,100
S01012175,1031,423,242,0,20,244,102
S01012176,1365,528,345,2,31,344,115
S01012177,833,336,190,1,12,210,84
S01012178,951,468,225,1,12,188,57
S01012179,765,304,163,0,17,200,81
S01012180,732,301,151,1,1,230,48
S01012181,1232,485,284,1,9,370,83
S01012182,1424,523,329,0,39,401,132
S01012183,2115,655,458,0,62,756,184
S01012184,787,198,182,0,20,320,67
S01012185,783,223,165,0,1,304,90
S01012186,887,309,211,0,4,303,60
S01012187,884,303,194,0,6,320,61
S01012188,672,349,119,0,0,169,35
S01012189,802,347,120,1,7,281,46
S01012190,805,306,191,0,2,256,50
S01012191,1063,484,218,0,7,281,73
S01012192,454,206,85,0,3,109,51
S01012193,769,338,192,0,7,168,64
S01012194,869,283,199,0,0,328,59
S01012195,895,369,219,0,5,233,69
S01012196,573,174,163,0,0,188,48
S01012197,1059,383,215,0,5,365,91
S01012198,1156,452,218,1,1,406,78
S01012199,879,349,215,0,5,246,64
S01012200,647,208,164,0,5,211,59
S01012201,1113,389,255,0,3,376,90
S01012202,585,220,126,0,5,179,55
S01012203,964,478,179,0,2,222,83
S01012204,789,343,143,0,2,236,65
S01012205,888,367,164,0,6,262,89
S01012206,965,393,220,0,0,283,69
S01012207,1231,485,239,0,0,415,92
S01012208,1418,539,291,0,8,488,92
S01012209,1066,361,261,0,7,361,76
S01012210,790,339,176,0,4,220,51
S01012211,1169,506,193,0,9,368,93
S01012212,1141,582,173,0,0,309,77
S01012213,1205,636,168,1,0,306,94
S01012214,800,408,106,0,0,223,63
S01012215,986,453,154,0,0,292,87
S01012216,1319,597,239,0,1,380,102
S01012217,560,169,148,0,1,200,42
S01012218,604,195,158,0,4,205,42
S01012219,931,298,313,0,1,250,69
S01012220,964,314,308,0,0,269,73
S01012221,709,239,237,0,0,181,52
S01012222,1233,428,366,0,1,351,87
S01012223,808,236,260,0,1,249,62
S01012224,1037,352,289,0,1,333,62
S01012225,1301,411,385,0,6,411,88
S01012226,833,354,176,1,0,250,52
S01012227,907,327,259,0,0,264,57
S01012228,802,298,171,0,0,289,44
S01012229,837,386,148,0,8,250,45
S01012230,1064,467,221,1,9,292,74
S01012231,831,351,158,0,21,235,66
S01012232,1183,504,273,0,4,298,104
S01012233,953,461,148,0,23,260,61
S01012234,1530,621,300,0,11,473,125
S01012235,905,435,141,0,2,258,69
S01012236,864,407,150,0,12,229,66
S01012237,892,413,116,0,15,290,58
S01012238,604,226,92,0,2,242,42
S01012239,586,257,94,0,0,197,38
S01012240,842,348,163,0,1,261,69
S01012241,719,343,96,1,13,221,45
S01012242,891,427,104,1,0,307,52
S01012243,956,436,116,0,5,331,68
S01012244,1092,435,74,1,0,461,121
S01012245,1361,632,79,1,0,499,150
S01012246,1093,413,92,0,0,471,117
S01012247,742,326,48,0,2,298,68
S01012248,942,434,61,0,1,338,108
S01012249,1001,488,58,1,1,363,90
S01012250,867,383,55,1,3,361,64
S01012251,1121,434,92,0,0,489,106
S01012252,1188,462,96,0,0,533,97
S01012253,958,398,99,0,5,376,80
S01012254,922,418,68,0,0,367,69
S01012255,924,396,78,0,1,371,78
S01012256,1453,584,106,5,1,631,126
S01012257,1214,529,77,0,6,476,126
S01012258,1793,801,129,5,0,717,141
S01012259,837,380,34,1,0,343,79
S01012260,1541,689,106,5,0,612,129
S01012261,1335,554,114,4,2,542,119
S01012262,1961,822,123,5,5,838,168
S01012263,782,300,56,1,1,353,71
S01012264,472,208,25,0,2,199,38
S01012265,1185,502,63,0,0,504,116
S01012266,1280,561,77,0,1,518,123
S01012267,1133,487,72,2,0,475,97
S01012268,1558,736,77,1,0,586,158
S01012269,1002,553,43,0,0,321,85
S01012270,898,459,43,0,0,323,73
S01012271,1536,712,75,2,7,611,129
S01012272,903,381,57,0,1,376,88
S01012273,1025,501,57,0,7,389,71
S01012274,1157,468,81,0,4,521,83
S01012275,807,247,71,1,7,406,75
S01012276,1524,545,136,0,4,677,162
S01012277,1367,495,115,0,4,652,101
S01012278,1253,470,122,0,8,549,104
S01012279,1245,434,80,2,5,585,139
S01012280,1113,469,81,0,1,498,64
S01012281,948,347,79,0,0,458,64
S01012282,1241,599,110,0,17,417,98
S01012283,1047,483,57,0,10,406,91
S01012284,779,315,66,0,1,314,83
S01012285,607,335,41,0,3,190,38
S01012286,1257,485,131,0,15,529,97
S01012287,1395,448,202,0,13,614,118
S01012288,1149,385,135,0,11,527,91
S01012289,1219,586,66,0,1,410,156
S01012290,671,370,24,0,0,215,62
S01012291,865,435,55,0,3,290,82
S01012292,1359,686,110,0,1,409,153
S01012293,1098,453,76,1,10,476,82
S01012294,1062,416,58,0,4,517,67
S01012295,754,267,59,1,11,346,70
S01012296,1210,520,78,0,1,484,127
S01012297,1169,531,66,0,2,452,118
S01012298,1440,669,96,0,1,552,122
S01012299,621,290,25,0,0,265,41
S01012300,1251,674,53,2,1,425,96
S01012301,1022,543,53,0,0,312,114
S01012302,767,356,28,0,0,319,64
S01012303,979,473,61,0,3,356,86
S01012304,1213,624,43,3,7,457,79
S01012305,906,491,83,0,1,258,73
S01012306,898,466,72,0,5,288,67
S01012307,897,438,61,0,1,332,65
S01012308,1009,510,60,0,1,347,91
S01012309,941,501,51,0,1,291,97
S01012310,1619,778,93,0,11,573,164
S01012311,889,486,30,0,1,311,61
S01012312,1008,508,68,0,3,329,100
S01012313,860,425,49,0,0,313,73
S01012314,945,408,56,0,0,383,98
S01012315,844,409,77,0,0,296,62
S01012316,693,342,48,0,0,262,41
S01012317,499,229,46,0,1,180,43
S01012318,792,329,67,0,0,336,60
S01012319,1119,546,87,0,1,389,96
S01012320,848,430,46,0,0,288,84
S01012321,1236,601,75,0,7,453,100
S01012322,1181,611,74,1,1,394,100
S01012323,1391,724,87,4,8,438,130
S01012324,1058,472,73,2,0,402,109
S01012325,904,422,61,1,0,331,89
S01012326,930,460,39,3,7,353,68
S01012327,962,524,45,3,0,295,95
S01012328,810,430,52,0,0,221,107
S01012329,993,531,59,1,1,284,117
S01012330,690,359,26,0,0,238,67
S01012331,1171,652,55,2,0,353,109
S01012332,1275,651,60,0,0,454,110
S01012333,1413,705,77,0,1,502,128
S01012334,949,552,42,1,1,280,73
S01012335,1896,1013,100,0,0,637,146
S01012336,864,526,42,0,1,237,58
S01012337,1014,553,61,1,2,330,67
S01012338,865,468,58,0,3,263,73
S01012339,1000,522,76,0,3,330,69
S01012340,1133,603,60,0,0,373,97
S01012341,949,502,61,1,0,290,95
S01012342,999,559,40,1,0,299,100
S01012343,1077,565,47,0,0,355,110
S01012344,1137,559,50,1,0,455,72
S01012345,785,393,30,0,4,297,61
S01012346,1348,710,54,1,0,470,113
S01012347,688,380,27,1,2,226,52
S01012348,1196,629,42,0,7,410,108
S01012349,1143,611,60,1,0,386,85
S01012350,1194,574,63,1,0,481,75
S01012351,1015,451,99,0,4,394,67
S01012352,1217,666,103,0,0,356,92
S01012353,826,371,60,1,4,292,98
S01012354,1057,564,42,0,0,348,103
S01012355,1147,559,55,5,0,409,119
S01012356,1137,583,61,0,7,351,135
S01012357,1000,507,71,0,6,300,116
S01012358,851,413,36,0,5,294,103
S01012359,917,339,72,0,0,425,81
S01012360,808,241,92,0,5,407,63
S01012361,885,281,94,0,0,418,92
S01012362,1240,328,135,0,0,652,125
S01012363,1211,559,80,1,11,470,90
S01012364,830,359,63,0,0,343,65
S01012365,1176,660,62,0,0,401,53
S01012366,1035,504,47,1,3,407,73
S01012367,1075,590,73,0,0,327,85
S01012368,873,459,57,0,1,269,87
S01012369,1124,563,58,1,2,379,121
S01012370,1413,717,83,0,3,502,108
S01012371,1153,475,73,1,1,485,118
S01012372,1119,511,59,1,1,473,74
S01012373,1296,597,79,0,0,519,101
S01012374,920,398,52,1,3,382,84
S01012375,1290,532,83,0,1,552,122
S01012376,963,511,36,0,3,328,85
S01012377,705,325,42,0,3,241,94
S01012378,682,307,30,0,0,285,60
S01012379,600,288,32,0,0,219,61
S01012380,1406,546,91,0,5,668,96
S01012381,1093,535,67,0,7,400,84
S01012382,1101,595,42,0,0,365,99
S01012383,1100,566,40,0,4,425,65
S01012384,573,237,39,1,0,267,29
S01012385,760,314,47,0,0,338,61
S01012386,1188,452,83,3,0,548,102
S01012387,936,364,43,9,2,399,119
S01012388,704,260,25,0,3,336,80
S01012389,983,395,31,0,1,480,76
S01012390,769,343,34,0,0,312,80
S01012391,1541,549,60,0,18,803,111
S01012392,864,320,33,0,6,428,77
S01012393,1326,455,76,0,19,666,110
S01012394,995,333,43,0,0,523,96
S01012395,848,361,53,0,12,365,57
S01012396,879,322,39,0,1,409,108
S01012397,845,379,23,0,1,349,93
S01012398,1058,389,56,0,6,519,88
S01012399,873,328,44,0,14,409,78
S01012400,925,273,54,0,10,513,75
S01012401,917,330,46,0,8,454,79
S01012402,460,182,19,0,0,214,45
S01012403,1025,426,63,0,0,439,97
S01012404,1343,431,73,0,1,716,122
S01012405,726,269,19,0,0,365,73
S01012406,732,285,16,1,0,351,79
S01012407,1102,463,37,0,7,481,114
S01012408,850,380,25,1,0,352,92
S01012409,1131,494,48,0,0,462,127
S01012410,1339,552,67,0,0,609,111
S01012411,1377,520,71,1,0,680,105
S01012412,646,291,20,0,3,271,61
S01012413,1027,455,33,0,0,455,84
S01012414,693,336,13,0,6,255,83
S01012415,810,466,16,0,0,252,76
S01012416,559,318,20,0,0,146,75
S01012417,636,354,44,0,0,167,71
S01012418,788,395,58,0,6,241,88
S01012419,1104,539,85,0,4,359,117
S01012420,1094,573,63,0,0,360,98
S01012421,1022,534,71,1,0,330,86
S01012422,1269,641,81,1,3,440,103
S01012423,1031,597,41,0,3,315,75
S01012424,950,440,96,0,1,326,87
S01012425,626,263,96,0,0,211,56
S01012426,625,254,74,0,0,252,45
