"dz_2011","total","llti","no_llti"
"S01008842",201,27,174
"S01008843",721,95,626
"S01008844",307,20,287
"S01008845",688,58,630
"S01008846",745,75,670
"S01008847",504,41,463
"S01008848",731,83,648
"S01008849",759,59,700
"S01008850",714,62,652
"S01008851",907,184,723
"S01008852",976,106,870
"S01008853",557,49,508
"S01008854",903,82,821
"S01008855",1062,85,977
"S01008856",472,42,430
"S01008857",768,80,688
"S01008858",610,74,536
"S01008859",1007,194,813
"S01008860",913,148,765
"S01008861",816,97,719
"S01008862",916,111,805
"S01008863",767,78,689
"S01008864",989,79,910
"S01008865",930,176,754
"S01008866",790,68,722
"S01008867",771,77,694
"S01008868",738,55,683
"S01008869",1096,156,940
"S01008870",705,93,612
"S01008871",1213,115,1098
"S01008872",693,63,630
"S01008873",687,65,622
"S01008874",835,127,708
"S01008875",808,132,676
"S01008876",584,108,476
"S01008877",515,62,453
"S01008878",794,203,591
"S01008879",1020,183,837
"S01008880",600,114,486
"S01008881",450,83,367
"S01008882",1089,112,977
"S01008883",986,212,774
"S01008884",721,115,606
"S01008885",864,107,757
"S01008886",821,87,734
"S01008887",783,121,662
"S01008888",414,48,366
"S01008889",354,47,307
"S01008890",719,112,607
"S01008891",792,108,684
"S01008892",953,196,757
"S01008893",916,109,807
"S01008894",876,94,782
"S01008895",582,90,492
"S01008896",213,24,189
"S01008897",672,102,570
"S01008898",836,119,717
"S01008899",866,241,625
"S01008900",907,211,696
"S01008901",715,221,494
"S01008902",890,228,662
"S01008903",1005,274,731
"S01008904",972,205,767
"S01008905",1064,230,834
"S01008906",578,114,464
"S01008907",537,122,415
"S01008908",781,171,610
"S01008909",874,108,766
"S01008910",422,76,346
"S01008911",166,70,96
"S01008912",797,120,677
"S01008913",435,42,393
"S01008914",929,234,695
"S01008915",558,85,473
"S01008916",1105,376,729
"S01008917",653,168,485
"S01008918",448,134,314
"S01008919",444,112,332
"S01008920",129,20,109
"S01008921",761,229,532
"S01008922",832,193,639
"S01008923",741,209,532
"S01008924",595,135,460
"S01008925",711,95,616
"S01008926",78,5,73
"S01008927",71,10,61
"S01008928",448,180,268
"S01008929",838,276,562
"S01008930",1050,258,792
"S01008931",864,202,662
"S01008932",174,60,114
"S01008933",423,62,361
"S01008934",474,138,336
"S01008935",906,144,762
"S01008936",414,63,351
"S01008937",721,143,578
"S01008938",606,89,517
"S01008939",950,128,822
"S01008940",603,88,515
"S01008941",731,67,664
"S01008942",928,121,807
"S01008943",643,54,589
"S01008944",991,117,874
"S01008945",792,60,732
"S01008946",746,110,636
"S01008947",1110,150,960
"S01008948",728,99,629
"S01008949",860,231,629
"S01008950",922,244,678
"S01008951",895,252,643
"S01008952",906,215,691
"S01008953",965,251,714
"S01008954",871,293,578
"S01008955",667,106,561
"S01008956",957,109,848
"S01008957",1018,141,877
"S01008958",628,178,450
"S01008959",885,134,751
"S01008960",302,13,289
"S01008961",762,86,676
"S01008962",744,90,654
"S01008963",839,120,719
"S01008964",530,79,451
"S01008965",762,114,648
"S01008966",618,80,538
"S01008967",1023,139,884
"S01008968",1268,125,1143
"S01008969",1050,183,867
"S01008970",991,157,834
"S01008971",553,64,489
"S01008972",797,131,666
"S01008973",1220,305,915
"S01008974",739,130,609
"S01008975",814,266,548
"S01008976",386,51,335
"S01008977",615,97,518
"S01008978",584,94,490
"S01008979",716,87,629
"S01008980",792,87,705
"S01008981",729,140,589
"S01008982",807,125,682
"S01008983",675,72,603
"S01008984",519,70,449
"S01008985",606,60,546
"S01008986",930,122,808
"S01008987",878,113,765
"S01008988",871,229,642
"S01008989",687,62,625
"S01008990",778,67,711
"S01008991",1002,47,955
"S01008992",533,86,447
"S01008993",921,135,786
"S01008994",736,118,618
"S01008995",688,56,632
"S01008996",718,135,583
"S01008997",765,125,640
"S01008998",635,87,548
"S01008999",887,199,688
"S01009000",961,122,839
"S01009001",744,90,654
"S01009002",682,105,577
"S01009003",827,105,722
"S01009004",708,87,621
"S01009005",765,93,672
"S01009006",798,141,657
"S01009007",709,158,551
"S01009008",983,114,869
"S01009009",579,119,460
"S01009010",1019,78,941
"S01009011",958,59,899
"S01009012",834,76,758
"S01009013",977,95,882
"S01009014",538,115,423
"S01009015",393,76,317
"S01009016",560,92,468
"S01009017",409,76,333
"S01009018",870,126,744
"S01009019",532,78,454
"S01009020",717,121,596
"S01009021",736,126,610
"S01009022",865,165,700
"S01009023",866,161,705
"S01009024",960,219,741
"S01009025",965,194,771
"S01009026",849,203,646
"S01009027",834,184,650
"S01009028",348,89,259
"S01009029",528,112,416
"S01009030",724,137,587
"S01009031",798,155,643
"S01009032",631,136,495
"S01009033",710,167,543
"S01009034",644,133,511
"S01009035",867,137,730
"S01009036",871,168,703
"S01009037",559,114,445
"S01009038",928,191,737
"S01009039",748,141,607
"S01009040",717,231,486
"S01009041",702,200,502
"S01009042",823,154,669
"S01009043",672,147,525
"S01009044",948,268,680
"S01009045",774,150,624
"S01009046",782,156,626
"S01009047",691,108,583
"S01009048",745,142,603
"S01009049",544,122,422
"S01009050",979,192,787
"S01009051",570,106,464
"S01009052",598,116,482
"S01009053",602,154,448
"S01009054",593,143,450
"S01009055",735,152,583
"S01009056",604,122,482
"S01009057",557,151,406
"S01009058",743,199,544
"S01009059",392,100,292
"S01009060",314,121,193
"S01009061",875,135,740
"S01009062",755,153,602
"S01009063",704,108,596
"S01009064",609,98,511
"S01009065",699,165,534
"S01009066",774,157,617
"S01009067",670,64,606
"S01009068",935,179,756
"S01009069",723,55,668
"S01009070",587,65,522
"S01009071",608,125,483
"S01009072",230,50,180
"S01009073",694,218,476
"S01009074",773,174,599
"S01009075",532,126,406
"S01009076",1006,141,865
"S01009077",496,76,420
"S01009079",1033,347,686
"S01009080",1001,233,768
"S01009081",710,164,546
"S01009082",856,207,649
"S01009083",590,118,472
"S01009084",699,115,584
"S01009086",415,78,337
"S01009087",590,133,457
"S01009088",1044,430,614
"S01009089",145,8,137
"S01009090",303,39,264
"S01009091",272,19,253
"S01009092",905,240,665
"S01009093",685,149,536
"S01009094",712,97,615
"S01009095",744,155,589
"S01009096",467,104,363
"S01009097",522,39,483
"S01009098",578,74,504
"S01009099",905,215,690
"S01009100",811,280,531
"S01009101",978,220,758
"S01009102",864,177,687
"S01009103",688,91,597
"S01009104",839,204,635
"S01009105",683,148,535
"S01009106",595,127,468
"S01009107",569,107,462
"S01009108",678,89,589
"S01009109",779,80,699
"S01009110",654,129,525
"S01009111",911,99,812
"S01009112",471,73,398
"S01009113",956,166,790
"S01009114",655,95,560
"S01009115",477,67,410
"S01009116",544,64,480
"S01009117",790,144,646
"S01009118",661,40,621
"S01009119",778,179,599
"S01009120",530,128,402
"S01009121",730,193,537
"S01009122",977,198,779
"S01009123",353,37,316
"S01009124",266,54,212
"S01009125",604,187,417
"S01009126",520,149,371
"S01009127",510,131,379
"S01009128",821,284,537
"S01009129",545,130,415
"S01009130",357,98,259
"S01009131",494,153,341
"S01009132",781,60,721
"S01009133",647,192,455
"S01009134",876,171,705
"S01009135",619,44,575
"S01009136",186,16,170
"S01009137",142,134,8
"S01009138",827,93,734
"S01009139",479,92,387
"S01009140",736,161,575
"S01009141",648,179,469
"S01009142",517,124,393
"S01009143",553,174,379
"S01009144",296,62,234
"S01009145",919,258,661
"S01009146",749,207,542
"S01009147",822,234,588
"S01009148",737,139,598
"S01009149",423,107,316
"S01009150",724,407,317
"S01009151",679,196,483
"S01009152",634,220,414
"S01009153",459,96,363
"S01009154",818,163,655
"S01009155",494,123,371
"S01009156",604,93,511
"S01009157",900,210,690
"S01009158",534,137,397
"S01009159",531,156,375
"S01009160",610,223,387
"S01009161",481,127,354
"S01009162",712,188,524
"S01009163",454,136,318
"S01009164",822,199,623
"S01009165",739,159,580
"S01009166",846,267,579
"S01009167",574,144,430
"S01009168",638,112,526
"S01009169",760,277,483
"S01009170",710,161,549
"S01009171",717,106,611
"S01009172",613,96,517
"S01009173",532,53,479
"S01009174",148,4,144
"S01009175",816,50,766
"S01009176",883,144,739
"S01009177",895,146,749
"S01009178",773,139,634
"S01009179",803,128,675
"S01009180",1017,239,778
"S01009181",1578,291,1287
"S01009182",995,140,855
"S01009183",331,19,312
"S01009184",1025,260,765
"S01009185",720,178,542
"S01009186",605,113,492
"S01009187",1055,180,875
"S01009188",868,189,679
"S01009189",819,194,625
"S01009190",289,53,236
"S01009191",126,2,124
"S01009192",821,118,703
"S01009193",75,11,64
"S01009194",849,103,746
"S01009195",399,22,377
"S01009196",754,167,587
"S01009197",520,95,425
"S01009198",768,92,676
"S01009199",361,64,297
"S01009200",844,148,696
"S01009201",554,79,475
"S01009202",544,64,480
"S01009203",666,201,465
"S01009204",720,127,593
"S01009205",777,89,688
"S01009206",1039,98,941
"S01009207",967,141,826
"S01009208",722,124,598
"S01009209",563,162,401
"S01009210",937,168,769
"S01009211",568,78,490
"S01009212",885,242,643
"S01009213",715,161,554
"S01009214",990,147,843
"S01009215",861,219,642
"S01009216",945,205,740
"S01009217",613,181,432
"S01009218",845,170,675
"S01009219",573,153,420
"S01009220",289,59,230
"S01009221",545,146,399
"S01009222",568,127,441
"S01009223",510,148,362
"S01009224",696,192,504
"S01009225",568,166,402
"S01009226",858,287,571
"S01009227",607,198,409
"S01009228",615,179,436
"S01009229",582,116,466
"S01009230",590,69,521
"S01009231",937,165,772
"S01009232",581,124,457
"S01009233",512,121,391
"S01009234",859,185,674
"S01009235",742,144,598
"S01009236",498,97,401
"S01009237",938,172,766
"S01009238",812,168,644
"S01009239",913,146,767
"S01009240",701,187,514
"S01009241",1013,206,807
"S01009242",807,124,683
"S01009243",1092,186,906
"S01009244",876,91,785
"S01009245",892,148,744
"S01009246",835,204,631
"S01009247",908,219,689
"S01009248",799,108,691
"S01009249",939,251,688
"S01009250",651,149,502
"S01009251",627,100,527
"S01009252",477,20,457
"S01009253",499,174,325
"S01009254",890,231,659
"S01009255",482,128,354
"S01009256",497,92,405
"S01009257",637,182,455
"S01009258",645,120,525
"S01009259",634,132,502
"S01009260",818,193,625
"S01009261",772,213,559
"S01009262",557,163,394
"S01009263",182,17,165
"S01009264",713,174,539
"S01009265",755,138,617
"S01009266",911,227,684
"S01009267",612,134,478
"S01009268",724,169,555
"S01009269",909,204,705
"S01009270",618,203,415
"S01009271",916,107,809
"S01009272",764,150,614
"S01009273",470,79,391
"S01009274",718,141,577
"S01009275",694,173,521
"S01009276",765,103,662
"S01009277",1016,173,843
"S01009278",225,57,168
"S01009279",591,109,482
"S01009280",939,293,646
"S01009281",677,201,476
"S01009282",521,110,411
"S01009283",730,119,611
"S01009284",805,82,723
"S01009285",961,109,852
"S01009286",741,101,640
"S01009287",789,110,679
"S01009288",948,182,766
"S01009289",929,134,795
"S01009290",673,109,564
"S01009291",1064,107,957
"S01009292",241,46,195
"S01009293",511,111,400
"S01009294",321,42,279
"S01009295",718,74,644
"S01009296",450,74,376
"S01009297",697,61,636
"S01009298",943,279,664
"S01009299",886,166,720
"S01009300",532,101,431
"S01009301",991,208,783
"S01009302",914,264,650
"S01009303",835,212,623
"S01009304",961,166,795
"S01009305",725,175,550
"S01009306",940,180,760
"S01009307",963,165,798
"S01009308",400,59,341
"S01009309",604,110,494
"S01009310",956,130,826
"S01009311",759,176,583
"S01009312",659,102,557
"S01009313",426,128,298
"S01009314",817,138,679
"S01009315",573,188,385
"S01009316",709,70,639
"S01009317",940,88,852
"S01009318",655,77,578
"S01009319",931,173,758
"S01009320",756,162,594
"S01009321",422,40,382
"S01009322",465,73,392
"S01009323",627,135,492
"S01009324",560,110,450
"S01009325",793,149,644
"S01009326",304,61,243
"S01009327",565,118,447
"S01009331",102,6,96
"S01009332",1010,198,812
"S01009333",773,158,615
"S01009334",647,151,496
"S01009335",865,200,665
"S01009336",616,146,470
"S01009337",790,175,615
"S01009338",676,181,495
"S01009339",702,168,534
"S01009340",755,159,596
"S01009341",667,170,497
"S01009342",800,180,620
"S01009343",596,93,503
"S01009344",763,196,567
"S01009345",889,135,754
"S01009346",164,11,153
"S01009353",233,14,219
"S01009355",856,100,756
"S01009356",1059,145,914
"S01009357",482,39,443
"S01009358",204,7,197
"S01009359",255,14,241
"S01009360",821,125,696
"S01009361",789,112,677
"S01009362",1074,119,955
"S01009363",872,159,713
"S01009364",854,114,740
"S01009365",435,77,358
"S01009366",791,195,596
"S01009367",499,133,366
"S01009368",601,96,505
"S01009369",632,128,504
"S01009370",928,194,734
"S01009371",720,148,572
"S01009372",517,96,421
"S01009373",744,182,562
"S01009374",815,191,624
"S01009375",777,159,618
"S01009376",576,146,430
"S01009377",846,115,731
"S01009378",790,86,704
"S01009379",221,32,189
"S01009380",559,52,507
"S01009381",541,66,475
"S01009382",720,190,530
"S01009383",1020,199,821
"S01009384",374,52,322
"S01009385",399,57,342
"S01009386",683,121,562
"S01009387",630,115,515
"S01009388",1029,248,781
"S01009389",877,153,724
"S01009390",783,37,746
"S01009391",680,35,645
"S01009392",473,23,450
"S01009393",611,63,548
"S01009394",809,145,664
"S01009395",757,120,637
"S01009396",779,75,704
"S01009397",741,103,638
"S01009398",718,100,618
"S01009399",787,108,679
"S01009400",528,92,436
"S01009401",752,106,646
"S01009402",993,151,842
"S01009403",600,68,532
"S01009404",588,132,456
"S01009405",517,84,433
"S01009406",778,161,617
"S01009407",414,80,334
"S01009408",472,93,379
"S01009409",790,209,581
"S01009410",909,193,716
"S01009411",823,197,626
"S01009412",922,237,685
"S01009413",1032,214,818
"S01009414",715,138,577
"S01009415",608,152,456
"S01009416",383,59,324
"S01009417",873,178,695
"S01009418",883,272,611
"S01009419",595,139,456
"S01009420",676,163,513
"S01009421",618,127,491
"S01009422",747,170,577
"S01009424",573,166,407
"S01009425",622,141,481
"S01009426",812,233,579
"S01009427",622,188,434
"S01009428",563,150,413
"S01009429",672,223,449
"S01009430",728,230,498
"S01009431",527,170,357
"S01009432",908,228,680
"S01009433",924,228,696
"S01009434",575,188,387
"S01009435",828,236,592
"S01009436",531,144,387
"S01009437",527,159,368
"S01009438",641,184,457
"S01009439",986,292,694
"S01009440",720,244,476
"S01009441",848,199,649
"S01009442",829,205,624
"S01009443",984,266,718
"S01009444",742,113,629
"S01009445",801,219,582
"S01009446",759,256,503
"S01009447",515,144,371
"S01009448",580,170,410
"S01009449",555,170,385
"S01009450",609,166,443
"S01009451",747,221,526
"S01009452",550,132,418
"S01009453",1000,291,709
"S01009454",657,90,567
"S01009455",904,157,747
"S01009456",1043,310,733
"S01009457",910,170,740
"S01009458",638,167,471
"S01009459",705,177,528
"S01009460",914,217,697
"S01009462",682,149,533
"S01009463",761,120,641
"S01009464",897,156,741
"S01009465",562,84,478
"S01009466",594,120,474
"S01009467",781,128,653
"S01009468",725,185,540
"S01009469",815,179,636
"S01009470",514,87,427
"S01009471",626,250,376
"S01009472",929,173,756
"S01009473",877,195,682
"S01009474",719,153,566
"S01009476",232,39,193
"S01009477",796,179,617
"S01009478",772,123,649
"S01009479",758,124,634
"S01009480",676,132,544
"S01009481",865,179,686
"S01009482",684,166,518
"S01009483",743,114,629
"S01009484",822,172,650
"S01009485",790,211,579
"S01009486",627,194,433
"S01009487",837,237,600
"S01009488",720,144,576
"S01009489",804,233,571
"S01009490",797,185,612
"S01009491",637,221,416
"S01009492",886,180,706
"S01009493",890,155,735
"S01009494",978,96,882
"S01009495",941,91,850
"S01009496",849,180,669
"S01009497",852,123,729
"S01009498",662,85,577
"S01009499",834,167,667
"S01009500",787,201,586
"S01009501",733,184,549
"S01009502",917,204,713
"S01009503",787,140,647
"S01009504",779,162,617
"S01009505",792,176,616
"S01009506",778,194,584
"S01009507",531,75,456
"S01009508",916,189,727
"S01009509",970,241,729
"S01009510",774,91,683
"S01009511",673,86,587
"S01009512",840,96,744
"S01009513",652,64,588
"S01009514",811,80,731
"S01009515",775,200,575
"S01009516",1045,279,766
"S01009519",581,63,518
"S01009520",816,103,713
"S01009521",818,240,578
"S01009522",750,150,600
"S01009523",658,167,491
"S01009524",506,148,358
"S01009525",669,167,502
"S01009526",407,46,361
"S01009527",589,137,452
"S01009528",526,188,338
"S01009529",610,138,472
"S01009530",567,91,476
"S01009531",929,248,681
"S01009532",848,287,561
"S01009533",764,229,535
"S01009534",751,258,493
"S01009535",637,159,478
"S01009536",567,112,455
"S01009537",544,141,403
"S01009538",833,257,576
"S01009539",973,251,722
"S01009540",893,232,661
"S01009541",1380,291,1089
"S01009542",564,142,422
"S01009543",544,152,392
"S01009544",733,178,555
"S01009545",903,213,690
"S01009546",567,164,403
"S01009547",721,159,562
"S01009548",582,111,471
"S01009549",695,131,564
"S01009550",578,79,499
"S01009551",567,108,459
"S01009552",925,222,703
"S01009553",869,214,655
"S01009554",803,169,634
"S01009555",640,108,532
"S01009556",909,131,778
"S01009557",744,160,584
"S01009558",752,148,604
"S01009559",847,160,687
"S01009560",782,140,642
"S01009561",678,155,523
"S01009562",792,162,630
"S01009563",804,215,589
"S01009564",719,150,569
"S01009565",640,127,513
"S01009566",919,157,762
"S01009567",965,171,794
"S01009568",784,176,608
"S01009569",861,172,689
"S01009570",545,128,417
"S01009571",697,146,551
"S01009572",1083,266,817
"S01009573",754,201,553
"S01009574",973,244,729
"S01009575",581,130,451
"S01009576",520,77,443
"S01009577",778,115,663
"S01009578",816,135,681
"S01009579",635,116,519
"S01009580",447,46,401
"S01009581",597,114,483
"S01009582",524,89,435
"S01009583",853,155,698
"S01009584",353,78,275
"S01009585",1051,191,860
"S01009586",683,174,509
"S01009587",735,232,503
"S01009588",1133,316,817
"S01009589",919,172,747
"S01009590",413,90,323
"S01009591",603,79,524
"S01009592",598,131,467
"S01009593",516,57,459
"S01009594",726,45,681
"S01009595",172,24,148
"S01009596",870,156,714
"S01009597",945,165,780
"S01009598",732,155,577
"S01009599",1019,191,828
"S01009600",718,182,536
"S01009601",673,128,545
"S01009602",713,43,670
"S01009603",663,87,576
"S01009604",754,146,608
"S01009605",790,190,600
"S01009606",280,75,205
"S01009607",506,68,438
"S01009608",610,137,473
"S01009609",651,127,524
"S01009610",993,209,784
"S01009611",546,82,464
"S01009612",434,111,323
"S01009613",336,46,290
"S01009614",766,158,608
"S01009615",387,75,312
"S01009616",606,115,491
"S01009617",538,67,471
"S01009618",751,199,552
"S01009619",663,226,437
"S01009620",812,264,548
"S01009621",975,242,733
"S01009622",739,175,564
"S01009623",546,162,384
"S01009624",911,255,656
"S01009625",931,232,699
"S01009626",629,177,452
"S01009627",839,240,599
"S01009628",530,236,294
"S01009629",1088,232,856
"S01009630",851,225,626
"S01009631",722,205,517
"S01009632",628,217,411
"S01009633",747,186,561
"S01009634",467,156,311
"S01009635",903,212,691
"S01009636",974,240,734
"S01009637",658,162,496
"S01009638",862,234,628
"S01009639",650,153,497
"S01009640",521,193,328
"S01009641",748,219,529
"S01009642",878,201,677
"S01009643",114,11,103
"S01009644",675,175,500
"S01009645",664,189,475
"S01009646",635,153,482
"S01009647",659,213,446
"S01009648",835,185,650
"S01009649",780,183,597
"S01009650",547,103,444
"S01009651",1548,304,1244
"S01009652",611,125,486
"S01009653",561,89,472
"S01009654",596,122,474
"S01009655",915,217,698
"S01009656",779,256,523
"S01009657",727,184,543
"S01009658",801,152,649
"S01009659",560,131,429
"S01009660",793,180,613
"S01009661",641,117,524
"S01009662",855,149,706
"S01009663",512,91,421
"S01009664",816,137,679
"S01009665",645,153,492
"S01009666",767,155,612
"S01009667",409,61,348
"S01009668",458,66,392
"S01009669",594,98,496
"S01009670",982,163,819
"S01009671",385,58,327
"S01009672",705,137,568
"S01009673",551,127,424
"S01009674",1030,175,855
"S01009675",1058,163,895
"S01009676",869,127,742
"S01009677",555,89,466
"S01009678",604,117,487
"S01009679",900,173,727
"S01009680",652,94,558
"S01009681",838,291,547
"S01009682",522,78,444
"S01009683",759,151,608
"S01009684",696,85,611
"S01009685",628,162,466
"S01009686",905,202,703
"S01009687",710,150,560
"S01009688",939,230,709
"S01009689",550,131,419
"S01009690",711,126,585
"S01009691",518,69,449
"S01009692",1071,242,829
"S01009693",432,46,386
"S01009694",1073,206,867
"S01009695",697,103,594
"S01009696",978,144,834
"S01009697",698,138,560
"S01009698",562,86,476
"S01009699",588,112,476
"S01009700",699,136,563
"S01009701",413,81,332
"S01009702",608,96,512
"S01009703",555,138,417
"S01009704",1108,183,925
"S01009705",785,139,646
"S01009706",705,148,557
"S01009707",642,102,540
"S01009708",526,114,412
"S01009709",949,214,735
"S01009710",411,55,356
"S01009711",805,204,601
"S01009712",541,112,429
"S01009713",904,175,729
"S01009714",898,180,718
"S01009715",925,175,750
"S01009716",743,145,598
"S01009717",532,115,417
"S01009718",756,158,598
"S01009719",790,146,644
"S01009720",680,176,504
"S01009721",745,57,688
"S01009722",1117,133,984
"S01009723",667,113,554
"S01009724",975,248,727
"S01009725",677,74,603
"S01009726",906,89,817
"S01009727",522,58,464
"S01009728",713,87,626
"S01009729",772,125,647
"S01009730",304,38,266
"S01009731",472,80,392
"S01009732",580,80,500
"S01009733",332,61,271
"S01009734",1465,160,1305
"S01009735",839,143,696
"S01009736",1028,176,852
"S01009737",560,89,471
"S01009738",380,53,327
"S01009739",470,36,434
"S01009740",534,107,427
"S01009741",1184,85,1099
"S01009742",576,70,506
"S01009743",1018,149,869
"S01009744",601,71,530
"S01009745",881,125,756
"S01009746",742,99,643
"S01009747",629,129,500
"S01009748",708,111,597
"S01009749",980,191,789
"S01009750",662,149,513
"S01009751",799,173,626
"S01009752",359,56,303
"S01009753",646,129,517
"S01009754",782,129,653
"S01009755",691,136,555
"S01009756",772,114,658
"S01009757",563,76,487
"S01009758",697,132,565
"S01009759",890,222,668
"S01009760",883,260,623
"S01009761",902,136,766
"S01009762",843,211,632
"S01009763",451,29,422
"S01009764",542,128,414
"S01009765",929,173,756
"S01009766",519,59,460
"S01009767",618,173,445
"S01009768",370,111,259
"S01009769",717,256,461
"S01009770",729,78,651
"S01009771",896,94,802
"S01009772",698,77,621
"S01009775",928,307,621
"S01009776",498,143,355
"S01009777",556,123,433
"S01009778",873,341,532
"S01009779",502,161,341
"S01009780",385,100,285
"S01009781",590,178,412
"S01009782",164,43,121
"S01009783",709,148,561
"S01009784",843,229,614
"S01009785",860,269,591
"S01009786",945,277,668
"S01009787",964,322,642
"S01009788",923,338,585
"S01009789",910,324,586
"S01009790",609,174,435
"S01009791",716,207,509
"S01009792",177,13,164
"S01009793",1086,337,749
"S01009794",368,25,343
"S01009795",713,56,657
"S01009796",506,76,430
"S01009797",414,72,342
"S01009798",659,47,612
"S01009799",866,274,592
"S01009800",1177,313,864
"S01009801",1066,294,772
"S01009802",957,231,726
"S01009803",535,181,354
"S01009805",961,304,657
"S01009806",1008,358,650
"S01009807",1106,250,856
"S01009808",876,226,650
"S01009809",637,140,497
"S01009810",799,253,546
"S01009811",1075,419,656
"S01009812",796,242,554
"S01009813",750,226,524
"S01009814",854,203,651
"S01009815",749,151,598
"S01009816",775,99,676
"S01009817",744,222,522
"S01009818",925,174,751
"S01009819",726,224,502
"S01009820",1018,275,743
"S01009821",728,145,583
"S01009822",596,151,445
"S01009823",700,245,455
"S01009824",844,257,587
"S01009825",865,253,612
"S01009826",649,189,460
"S01009827",900,308,592
"S01009828",756,321,435
"S01009829",1118,281,837
"S01009830",827,159,668
"S01009831",753,97,656
"S01009832",1015,250,765
"S01009833",338,63,275
"S01009834",338,90,248
"S01009835",543,204,339
"S01009836",756,216,540
"S01009837",689,297,392
"S01009838",777,232,545
"S01009839",994,243,751
"S01009840",1025,364,661
"S01009841",815,295,520
"S01009842",664,199,465
"S01009843",454,179,275
"S01009844",604,199,405
"S01009845",548,158,390
"S01009846",915,231,684
"S01009847",477,142,335
"S01009848",902,299,603
"S01009849",790,305,485
"S01009850",770,251,519
"S01009851",934,357,577
"S01009852",403,159,244
"S01009853",862,267,595
"S01009854",565,184,381
"S01009855",596,164,432
"S01009856",584,221,363
"S01009857",882,289,593
"S01009858",760,238,522
"S01009859",1011,387,624
"S01009860",948,358,590
"S01009861",1179,373,806
"S01009862",1291,384,907
"S01009863",799,183,616
"S01009864",736,143,593
"S01009865",561,141,420
"S01009866",900,228,672
"S01009867",667,186,481
"S01009868",615,146,469
"S01009869",646,83,563
"S01009870",572,120,452
"S01009871",937,352,585
"S01009872",781,136,645
"S01009873",926,193,733
"S01009874",1036,271,765
"S01009875",214,40,174
"S01009876",724,215,509
"S01009877",843,148,695
"S01009878",832,152,680
"S01009879",1061,160,901
"S01009880",822,143,679
"S01009881",748,128,620
"S01009882",274,47,227
"S01009883",775,122,653
"S01009884",814,134,680
"S01009885",920,197,723
"S01009886",798,162,636
"S01009887",828,198,630
"S01009888",716,131,585
"S01009889",803,169,634
"S01009890",529,112,417
"S01009891",696,219,477
"S01009892",745,213,532
"S01009893",841,184,657
"S01009894",670,245,425
"S01009895",885,265,620
"S01009896",932,248,684
"S01009897",985,248,737
"S01009898",530,206,324
"S01009899",788,160,628
"S01009900",819,120,699
"S01009901",846,112,734
"S01009902",917,329,588
"S01009903",951,187,764
"S01009904",756,137,619
"S01009905",580,76,504
"S01009906",701,107,594
"S01009907",737,177,560
"S01009908",904,119,785
"S01009909",852,133,719
"S01009910",623,91,532
"S01009911",1060,197,863
"S01009912",903,226,677
"S01009913",635,73,562
"S01009914",947,111,836
"S01009915",908,128,780
"S01009916",935,171,764
"S01009917",655,105,550
"S01009918",796,150,646
"S01009919",982,283,699
"S01009920",842,142,700
"S01009921",660,94,566
"S01009922",979,141,838
"S01009923",907,182,725
"S01009924",891,121,770
"S01009925",672,71,601
"S01009926",668,103,565
"S01009927",363,98,265
"S01009928",794,169,625
"S01009929",509,82,427
"S01009930",796,148,648
"S01009931",725,66,659
"S01009932",620,120,500
"S01009933",594,198,396
"S01009934",412,77,335
"S01009935",513,244,269
"S01009936",657,220,437
"S01009937",493,190,303
"S01009938",999,408,591
"S01009939",912,254,658
"S01009940",839,317,522
"S01009941",936,85,851
"S01009942",993,280,713
"S01009943",838,302,536
"S01009944",790,213,577
"S01009945",1016,317,699
"S01009946",808,235,573
"S01009947",606,150,456
"S01009948",712,227,485
"S01009949",994,262,732
"S01009950",976,123,853
"S01009951",649,56,593
"S01009952",737,106,631
"S01009953",926,148,778
"S01009954",715,105,610
"S01009955",1013,279,734
"S01009956",768,214,554
"S01009957",827,91,736
"S01009958",991,121,870
"S01009959",777,124,653
"S01009960",838,159,679
"S01009961",594,136,458
"S01009962",919,171,748
"S01009963",1067,151,916
"S01009964",790,114,676
"S01009965",798,105,693
"S01009966",849,111,738
"S01009967",859,133,726
"S01009968",661,109,552
"S01009969",751,148,603
"S01009970",1008,358,650
"S01009971",770,237,533
"S01009972",736,249,487
"S01009973",214,60,154
"S01009974",636,186,450
"S01009975",768,294,474
"S01009976",514,155,359
"S01009977",773,310,463
"S01009978",766,172,594
"S01009979",454,154,300
"S01009980",448,155,293
"S01009981",488,139,349
"S01009982",692,181,511
"S01009983",577,166,411
"S01009984",754,142,612
"S01009985",652,178,474
"S01009986",584,189,395
"S01009987",741,263,478
"S01009988",489,190,299
"S01009989",896,202,694
"S01009990",709,90,619
"S01009991",799,117,682
"S01009992",759,282,477
"S01009993",859,93,766
"S01009994",763,112,651
"S01009995",679,93,586
"S01009996",735,130,605
"S01009997",634,91,543
"S01009998",714,116,598
"S01009999",944,137,807
"S01010000",722,82,640
"S01010001",653,123,530
"S01010002",850,130,720
"S01010003",756,86,670
"S01010004",789,113,676
"S01010005",735,170,565
"S01010006",872,246,626
"S01010007",952,133,819
"S01010008",424,113,311
"S01010009",613,107,506
"S01010010",1010,177,833
"S01010011",720,240,480
"S01010012",947,158,789
"S01010013",922,172,750
"S01010014",894,150,744
"S01010015",656,96,560
"S01010016",777,252,525
"S01010017",754,220,534
"S01010018",727,275,452
"S01010019",781,233,548
