output_area,total,white,nonwhite
60RF001666,148,146,2
60RF001667,83,82,1
60RF001668,161,152,9
60RF001669,102,102,0
60RF001670,211,209,2
60RF001671,169,168,1
60RF001672,183,183,0
60RF001673,126,126,0
60RF001674,61,61,0
60RF001675,58,58,0
60RF001676,59,59,0
60RF001677,110,108,2
60RF001678,96,93,3
60RF001679,163,163,0
60RF001680,140,139,1
60RF001681,169,169,0
60RF001682,111,108,3
60RF001683,123,123,0
60RF001684,180,176,4
60RF001685,81,81,0
60RF001686,64,64,0
60RF001687,84,84,0
60RF001688,98,98,0
60RF001689,98,98,0
60RF001690,93,93,0
60RF001691,123,123,0
60RF001692,94,94,0
60RF001693,123,123,0
60RF001694,191,182,9
60RF001695,107,107,0
60RF001696,137,137,0
60RF001697,180,176,4
60RF001698,184,182,2
60RF001699,198,197,1
60RF001700,102,100,2
60RF001701,232,232,0
60RF001702,180,180,0
60RF001703,116,116,0
60RF001704,124,124,0
60RF001705,125,119,6
60RF001706,145,144,1
60RF001707,97,97,0
60RF001708,194,194,0
60RF001709,137,137,0
60RF001710,220,220,0
60RF001711,185,185,0
60RF001712,90,86,4
60RF001713,182,182,0
60RF001714,188,182,6
60RF001715,97,97,0
60RF001716,100,99,1
60RF001717,137,134,3
60RF001718,112,104,8
60RF001719,217,212,5
60RF001720,139,133,6
60RF001721,160,158,2
60RF001722,194,181,13
60RF001723,126,126,0
60RF001724,146,146,0
60RF001725,121,121,0
60RF001726,130,127,3
60RF001727,100,99,1
60RF001728,79,79,0
60RF001729,175,175,0
60RF001730,198,197,1
60RF001731,96,96,0
60RF001732,123,123,0
60RF001733,134,134,0
60RF001734,144,143,1
60RF001735,195,195,0
60RF001736,91,91,0
60RF001737,124,120,4
60RF001738,75,75,0
60RF001739,123,120,3
60RF001740,115,115,0
60RF001741,94,94,0
60RF001742,180,180,0
60RF001743,84,84,0
60RF001744,176,173,3
60RF001745,111,110,1
60RF001746,109,108,1
60RF001747,106,106,0
60RF001748,165,163,2
60RF001749,119,113,6
60RF001750,107,100,7
60RF001751,78,78,0
60RF001752,178,172,6
60RF001753,163,162,1
60RF001754,172,171,1
60RF001755,111,110,1
60RF001756,148,148,0
60RF001757,111,110,1
60RF001758,171,171,0
60RF001759,187,185,2
60RF001760,115,115,0
60RF001761,126,126,0
60RF001762,122,122,0
60RF001763,130,129,1
60RF001764,116,112,4
60RF001765,106,106,0
60RF001766,100,100,0
60RF001767,188,186,2
60RF001768,83,83,0
60RF001769,191,183,8
60RF001770,85,85,0
60RF001771,131,131,0
60RF001772,126,126,0
60RF001773,151,151,0
60RF001774,146,146,0
60RF001775,66,66,0
60RF001776,94,94,0
60RF001777,126,126,0
60RF001778,100,100,0
60RF001779,90,89,1
60RF001780,281,279,2
60RF001781,100,100,0
60RF001782,124,124,0
60RF001783,170,164,6
60RF001784,104,104,0
60RF001785,112,111,1
60RF001786,147,143,4
60RF001787,155,155,0
60RF001788,124,120,4
60RF001789,114,114,0
60RF001790,104,104,0
60RF001791,151,151,0
60RF001792,166,164,2
60RF001793,166,165,1
60RF001794,127,127,0
60RF001795,113,110,3
60RF001796,87,87,0
60RF001797,100,100,0
60RF001798,58,58,0
60RF001799,86,85,1
60RF001800,135,135,0
60RF001801,119,119,0
60RF001802,124,112,12
60RF001803,123,119,4
60RF001804,119,117,2
60RF001805,107,106,1
60RF001806,127,119,8
60RF001807,88,87,1
60RF001808,53,52,1
60RF001809,100,100,0
60RF001810,108,108,0
60RF001811,64,64,0
60RF001812,107,107,0
60RF001813,88,87,1
60RF001814,145,145,0
60RF001815,87,87,0
60RF001816,166,166,0
60RF001817,110,110,0
60RF001818,110,110,0
60RF001819,124,123,1
60RF001820,106,106,0
60RF001821,109,109,0
60RF001822,139,139,0
60RF001823,106,106,0
60RF001824,115,115,0
60RF001825,95,95,0
60RF001826,101,101,0
60RF001827,103,103,0
60RF001828,170,170,0
60RF001829,131,130,1
60RF001830,86,85,1
60RF001831,163,156,7
60RF001832,112,112,0
60RF001833,89,89,0
60RF001834,130,126,4
60RF001835,95,95,0
60RF001836,85,85,0
60RF001837,99,98,1
60RF001838,151,151,0
60RF001839,105,103,2
60RF001840,138,133,5
60RF001841,128,128,0
60RF001842,175,175,0
60RF001843,128,128,0
60RF001844,87,87,0
60RF001845,118,118,0
60RF001846,103,103,0
60RF001847,114,114,0
60RF001848,85,85,0
60RF001849,94,90,4
60RF001850,159,159,0
60RF001851,155,155,0
60RF001852,157,157,0
60RF001853,106,106,0
60RF001854,79,79,0
60RF001855,161,149,12
60RF001856,71,69,2
60RF001857,132,125,7
60RF001858,122,120,2
60RF001859,60,57,3
60RF001860,132,130,2
60RF001861,111,108,3
60RF001862,131,131,0
60RF001863,146,146,0
60RF001864,65,65,0
60RF001865,140,132,8
60RF001866,138,124,14
60RF001867,171,166,5
60RF001868,117,115,2
60RF001869,136,134,2
60RF001870,98,91,7
60RF001871,175,167,8
60RF001872,167,163,4
60RF001873,175,173,2
60RF001874,141,132,9
60RF001875,179,171,8
60RF001876,148,146,2
60RF001877,111,111,0
60RF001878,123,114,9
60RF001879,92,91,1
60RF001880,79,78,1
60RF001881,104,104,0
60RF001882,85,82,3
60RF001883,91,91,0
60RF001884,90,90,0
60RF001885,120,120,0
60RF001886,191,191,0
60RF001887,146,146,0
60RF001888,100,100,0
60RF001889,198,197,1
60RF001890,141,141,0
60RF001891,107,107,0
60RF001892,139,139,0
60RF001893,86,86,0
60RF001894,80,80,0
60RF001895,118,118,0
60RF001896,139,136,3
60RF001897,155,155,0
60RF001898,147,147,0
60RF001899,133,131,2
60RF001900,105,105,0
60RF001901,138,137,1
60RF001902,104,103,1
60RF001903,163,160,3
60RF001904,84,83,1
60RF001905,93,93,0
60RF001906,206,203,3
60RF001907,80,79,1
60RF001908,166,164,2
60RF001909,97,87,10
60RF001910,88,56,32
60RF001911,106,106,0
60RF001912,107,107,0
60RF001913,133,133,0
60RF001914,94,94,0
60RF001915,131,131,0
60RF001916,137,137,0
60RF001917,126,126,0
60RF001918,114,114,0
60RF001919,125,125,0
60RF001920,194,182,12
60RF001921,150,150,0
60RF001922,167,164,3
60RF001923,147,147,0
60RF001924,128,128,0
60RF001925,136,135,1
60RF001926,106,106,0
60RF001927,92,90,2
60RF001928,112,103,9
60RF001929,106,89,17
60RF001930,83,81,2
60RF001931,151,146,5
60RF001932,123,123,0
60RF001933,63,59,4
60RF001934,72,72,0
60RF001935,148,147,1
60RF001936,74,74,0
60RF001937,75,75,0
60RF001938,105,102,3
60RF001939,127,127,0
60RF001940,117,117,0
60RF001941,66,65,1
60RF001942,93,93,0
60RF001943,161,161,0
60RF001944,75,74,1
60RF001945,99,99,0
60RF001946,57,55,2
60RF001947,58,56,2
60RF001948,114,114,0
60RF001949,193,193,0
60RF001950,127,120,7
60RF001951,196,196,0
60RF001952,52,52,0
60RF001953,111,109,2
60RF001954,67,67,0
60RF001955,235,234,1
60RF001956,58,58,0
60RF001957,69,69,0
60RF001958,57,57,0
60RF001959,110,110,0
60RF001960,170,169,1
60RF001961,82,82,0
60RF001962,51,51,0
60RF001963,85,85,0
60RF001964,163,159,4
60RF001965,56,56,0
60RF001966,118,113,5
60RF001967,184,184,0
60RF001968,132,132,0
60RF001969,129,123,6
60RF001970,88,88,0
60RF001971,137,137,0
60RF001972,76,76,0
60RF001973,125,125,0
60RF001974,110,105,5
60RF001975,138,128,10
60RF001976,80,74,6
60RF001977,73,73,0
60RF001978,136,125,11
60RF001979,75,75,0
60RF001980,103,103,0
60RF001981,105,103,2
60RF001982,97,96,1
60RF001983,78,78,0
60RF001984,88,84,4
60RF001985,76,74,2
60RF001986,97,96,1
60RF001987,103,101,2
60RF001988,105,105,0
60RF001989,121,121,0
60RF001990,66,66,0
60RF001991,79,79,0
60RF001992,73,73,0
60RF001993,87,85,2
60RF001994,66,66,0
60RF001995,137,137,0
60RF001996,127,127,0
60RF001997,97,97,0
60RF001998,121,121,0
60RF001999,73,73,0
60RF002000,136,133,3
60RF002001,146,142,4
60RF002002,182,181,1
60RF002003,248,235,13
60RF002004,114,114,0
60RF002005,118,117,1
60RF002006,138,138,0
60RF002007,175,175,0
60RF002008,104,104,0
60RF002009,129,125,4
60RF002010,132,129,3
60RF002011,101,101,0
60RF002012,121,116,5
60RF002013,149,149,0
60RF002014,152,150,2
60RF002015,87,87,0
60RF002016,71,71,0
60RF002017,95,95,0
60RF002018,126,126,0
60RF002019,92,92,0
60RF002020,52,52,0
60RF002021,139,139,0
60RF002022,63,63,0
60RF002023,155,154,1
60RF002024,107,107,0
60RF002025,71,71,0
60RF002026,143,142,1
60RF002027,89,89,0
60RF002028,91,90,1
60RF002029,81,78,3
60RF002030,60,56,4
60RF002031,123,123,0
60RF002032,83,83,0
60RF002033,139,136,3
60RF002034,97,97,0
60RF002035,73,73,0
60RF002036,91,91,0
60RF002037,96,90,6
60RF002038,175,172,3
60RF002039,59,58,1
60RF002040,184,184,0
60RF002041,70,70,0
60RF002042,113,113,0
60RF002043,131,130,1
60RF002044,123,121,2
60RF002045,58,58,0
60RF002046,119,119,0
60RF002047,122,122,0
60RF002048,104,104,0
60RF002049,63,61,2
60RF002050,63,63,0
60RF002051,99,99,0
60RF002052,72,72,0
60RF002053,109,109,0
60RF002054,102,102,0
60RF002055,132,130,2
60RF002056,150,150,0
60RF002057,71,71,0
60RF002058,268,268,0
60RF002059,164,157,7
60RF002060,68,68,0
60RF002061,78,77,1
60RF002062,130,130,0
60RF002063,92,92,0
60RF002064,95,95,0
60RF002065,107,107,0
60RF002066,71,71,0
60RF002067,156,155,1
60RF002068,98,93,5
60RF002069,108,103,5
60RF002070,53,53,0
60RF002071,123,123,0
60RF002072,50,50,0
60RF002073,57,57,0
60RF002074,86,84,2
60RF002075,127,127,0
60RF002076,83,83,0
60RF002077,83,83,0
60RF002078,120,120,0
60RF002079,83,82,1
60RF002080,206,199,7
60RF002081,90,90,0
60RF002082,63,63,0
60RF002083,73,72,1
60RF002084,65,65,0
60RF002085,129,128,1
60RF002086,68,67,1
60RF002087,88,84,4
60RF002088,103,103,0
60RF002089,89,89,0
60RF002090,106,106,0
60RF002091,84,84,0
60RF002092,107,107,0
60RF002093,119,119,0
60RF002094,70,70,0
60RF002095,63,63,0
60RF002096,58,58,0
60RF002097,83,83,0
60RF002098,51,49,2
60RF002099,107,106,1
60RF002100,103,99,4
60RF002101,62,58,4
60RF002102,114,110,4
60RF002103,80,80,0
60RF002104,118,116,2
60RF002105,98,98,0
60RF002106,100,100,0
60RF002107,59,59,0
60RF002108,50,50,0
60RF002109,67,67,0
60RF002110,132,131,1
60RF002111,109,108,1
60RF002112,179,179,0
60RF002113,68,68,0
60RF002114,120,120,0
60RF002115,121,121,0
60RF002116,79,79,0
60RF002117,201,183,18
60RF002118,58,54,4
60RF002119,127,127,0
60RF002120,89,88,1
60RF002121,94,94,0
60RF002122,64,64,0
60RF002123,62,62,0
60RF002124,169,166,3
60RF002125,133,133,0
60RF002126,123,110,13
60RF002127,138,138,0
60RF002128,108,108,0
60RF002129,140,131,9
60RF002130,196,194,2
60RF002131,133,133,0
60RF002132,136,136,0
60RF002133,123,123,0
60RF002134,102,98,4
60RF002135,132,132,0
60RF002136,156,156,0
60RF002137,98,98,0
60RF002138,227,227,0
60RF002139,115,114,1
60RF002140,181,179,2
60RF002141,99,99,0
60RF002142,126,125,1
60RF002143,93,93,0
60RF002144,99,99,0
60RF002145,110,110,0
60RF002146,122,122,0
60RF002147,112,111,1
60RF002148,110,108,2
60RF002149,179,178,1
60RF002150,144,144,0
60RF002151,179,176,3
60RF002152,262,262,0
60RF002153,89,89,0
60RF002154,138,137,1
60RF002155,94,94,0
60RF002156,67,67,0
60RF002157,118,112,6
60RF002158,68,68,0
60RF002159,88,86,2
60RF002160,61,61,0
60RF002161,126,126,0
60RF002162,68,59,9
60RF002163,134,128,6
60RF002164,96,94,2
60RF002165,169,169,0
60RF002166,152,152,0
60RF002167,192,192,0
60RF002168,92,92,0
60RF002169,231,230,1
60RF002170,150,148,2
60RF002171,91,91,0
60RF002172,153,151,2
60RF002173,86,84,2
60RF002174,78,78,0
60RF002175,107,106,1
60RF002176,86,86,0
60RF002177,184,183,1
60RF002178,189,187,2
60RF002179,136,136,0
60RF002180,109,109,0
60RF002181,115,115,0
60RF002182,50,48,2
60RF002183,166,157,9
60RF002184,135,135,0
60RF002185,141,138,3
60RF002186,203,203,0
60RF002187,195,188,7
60RF002188,159,155,4
60RF002189,134,134,0
60RF002190,150,150,0
60RF002191,84,80,4
60RF002192,151,151,0
60RF002193,85,85,0
60RF002194,51,46,5
60RF002195,182,181,1
60RF002196,104,102,2
60RF002197,96,96,0
60RF002198,150,150,0
60RF002199,100,100,0
60RF002200,96,95,1
60RF002201,140,136,4
60RF002202,70,70,0
60RF002203,284,280,4
60RF002204,140,140,0
60RF002205,77,77,0
60RF002206,197,196,1
60RF002207,77,75,2
60RF002208,86,86,0
60RF002209,159,150,9
60RF002210,112,107,5
60RF002211,62,61,1
60RF002212,122,122,0
60RF002213,59,55,4
60RF002214,108,108,0
60RF002215,90,90,0
60RF002216,101,101,0
60RF002217,114,114,0
60RF002218,54,54,0
60RF002219,91,91,0
60RF002220,99,99,0
60RF002221,278,262,16
60RF002222,202,197,5
60RF002223,146,146,0
60RF002224,102,102,0
60RF002225,71,62,9
60RF002226,160,156,4
60RF002227,70,70,0
60RF002228,104,102,2
60RF002229,117,117,0
60RF002230,163,162,1
60RF002231,164,163,1
60RF002232,95,95,0
60RF002233,120,119,1
60RF002234,156,156,0
60RF002235,160,160,0
60RF002236,216,216,0
60RF002237,157,151,6
60RF002238,182,182,0
60RF002239,162,159,3
60RF002240,159,159,0
60RF002241,168,163,5
60RF002242,252,252,0
60RF002243,74,74,0
60RF002244,109,109,0
60RF002245,87,87,0
60RF002246,65,65,0
60RF002247,65,65,0
60RF002248,121,115,6
60RF002249,129,129,0
60RF002250,164,159,5
60RF002251,123,123,0
60RF002252,97,97,0
60RF002253,66,66,0
60RF002254,91,91,0
60RF002255,83,83,0
60RF002256,86,84,2
60RF002257,147,147,0
60RF002258,112,112,0
60RF002259,100,100,0
60RF002260,164,162,2
60RF002261,52,50,2
60RF002262,189,189,0
60RF002263,212,212,0
60RF002264,73,73,0
60RF002265,121,120,1
60RF002266,118,116,2
60RF002267,62,62,0
60RF002268,92,91,1
60RF002269,150,150,0
60RF002270,103,103,0
60RF002271,190,186,4
60RF002272,66,66,0
60RF002273,105,105,0
60RF002274,283,270,13
60RF002275,176,168,8
60RF002276,164,149,15
60RF002277,61,57,4
60RF002278,193,172,21
60RF002279,180,176,4
60RF002280,197,189,8
60RF002281,172,163,9
60RF002282,140,134,6
60RF002283,101,94,7
60RF002284,149,137,12
60RF002285,148,142,6
60RF002286,219,218,1
60RF002287,71,71,0
60RF002288,158,152,6
60RF002289,87,85,2
60RF002290,145,126,19
60RF002291,201,187,14
60RF002292,133,133,0
60RF002293,122,122,0
60RF002294,231,231,0
60RF002295,117,117,0
60RF002296,83,80,3
60RF002297,122,122,0
60RF002298,75,75,0
60RF002299,249,232,17
60RF002300,169,166,3
60RF002301,151,151,0
60RF002302,158,158,0
60RF002303,120,120,0
60RF002304,165,165,0
60RF002305,153,153,0
60RF002306,139,132,7
60RF002307,173,169,4
60RF002308,165,160,5
60RF002309,171,170,1
60RF002310,144,141,3
60RF002311,304,303,1
60RF002312,160,156,4
60RF002313,111,110,1
60RF002314,133,133,0
60RF002315,130,129,1
60RF002316,180,179,1
60RF002317,130,130,0
60RF002318,65,65,0
60RF002319,146,143,3
60RF002320,185,179,6
60RF002321,157,151,6
60RF002322,124,124,0
60RF002323,73,67,6
60RF002324,176,176,0
60RF002325,90,90,0
60RF002326,112,112,0
60RF002327,91,91,0
60RF002328,175,175,0
60RF002329,59,57,2
60RF002330,322,311,11
60RF002331,142,142,0
60RF002332,113,113,0
60RF002333,281,279,2
60RF002334,77,77,0
60RF002335,124,116,8
60RF002336,141,141,0
60RF002337,90,90,0
60RF002338,50,50,0
60RF002339,118,118,0
60RF002340,89,89,0
60RF002341,173,169,4
60RF002342,90,90,0
60RF002343,92,92,0
60RF002344,134,134,0
60RF002345,108,107,1
60RF002346,133,128,5
60RF002347,91,91,0
60RF002348,176,176,0
60RF002349,129,129,0
60RF002350,131,128,3
60RF002351,77,77,0
60RF002352,68,67,1
60RF002353,122,117,5
60RF002354,154,150,4
60RF002355,74,74,0
60RF002356,87,87,0
60RF002357,96,96,0
60RF002358,189,184,5
60RF002359,202,181,21
60RF002360,107,89,18
60RF002361,91,86,5
60RF002362,50,50,0
60RF002363,67,67,0
60RF002364,150,146,4
60RF002365,57,57,0
60RF002366,195,194,1
60RF002367,99,99,0
60RF002368,62,62,0
60RF002369,155,145,10
60RF002370,235,233,2
60RF002371,108,107,1
60RF002372,201,198,3
60RF002373,145,140,5
60RF002374,105,105,0
60RF002375,144,144,0
60RF002376,124,120,4
60RF002377,116,116,0
60RF002378,150,143,7
60RF002379,83,82,1
60RF002380,207,205,2
60RF002381,115,113,2
60RF002382,84,83,1
60RF002383,156,156,0
60RF002384,133,131,2
60RF002385,70,70,0
60RF002386,94,93,1
60RF002387,95,95,0
60RF002388,124,124,0
60RF002389,133,129,4
60RF002390,51,50,1
60RF002391,123,123,0
60RF002392,128,128,0
60RF002393,119,119,0
60RF002394,148,148,0
60RF002395,189,189,0
60RF002396,59,59,0
60RF002397,125,125,0
60RF002398,145,144,1
60RF002399,73,73,0
60RF002400,98,93,5
60RF002401,61,61,0
60RF002402,99,99,0
60RF002403,89,88,1
60RF002404,98,94,4
60RF002405,395,391,4
60RF002406,112,112,0
60RF002407,103,103,0
60RF002408,72,63,9
60RF002409,55,51,4
60RF002410,73,73,0
60RF002411,171,171,0
60RF002412,83,83,0
60RF002413,254,254,0
60RF002414,251,251,0
60RF002415,143,143,0
60RF002416,61,61,0
60RF002417,202,185,17
60RF002418,161,160,1
60RF002419,146,137,9
60RF002420,206,198,8
60RF002421,151,150,1
60RF002422,137,137,0
60RF002423,133,131,2
60RF002424,166,162,4
60RF002425,186,184,2
60RF002426,71,71,0
60RF002427,122,122,0
60RF002428,94,94,0
60RF002429,177,175,2
60RF002430,187,183,4
60RF002431,237,215,22
60RF002432,195,191,4
60RF002433,177,157,20
60RF002434,152,138,14
60RF002435,146,146,0
60RF002436,129,129,0
60RF002437,120,120,0
60RF002438,147,147,0
60RF002439,205,204,1
60RF002440,188,187,1
60RF002441,68,68,0
60RF002442,178,171,7
60RF002443,113,106,7
60RF002444,74,65,9
60RG000001,121,121,0
60RG000002,81,80,1
60RG000003,87,86,1
60RG000004,59,59,0
60RG000005,92,92,0
60RG000006,109,107,2
60RG000007,170,169,1
60RG000008,104,102,2
60RG000009,94,90,4
60RG000010,79,79,0
60RG000011,201,201,0
60RG000012,134,134,0
60RG000013,117,117,0
60RG000014,115,114,1
60RG000015,76,76,0
60RG000016,91,91,0
60RG000017,191,191,0
60RG000018,112,111,1
60RG000019,129,123,6
60RG000020,116,115,1
60RG000021,92,91,1
60RG000022,89,86,3
60RG000023,147,144,3
60RG000024,122,122,0
60RG000025,151,148,3
60RG000026,134,134,0
60RG000027,202,202,0
60RG000028,73,73,0
60RG000029,112,112,0
60RG000030,160,159,1
60RG000031,137,136,1
60RG000032,95,95,0
60RG000033,153,153,0
60RG000034,151,151,0
60RG000035,106,106,0
60RG000036,89,89,0
60RG000037,86,85,1
60RG000038,81,81,0
60RG000039,83,82,1
60RG000040,143,142,1
60RG000041,83,83,0
60RG000042,123,123,0
60RG000043,134,134,0
60RG000044,89,88,1
60RG000045,149,149,0
60RG000046,173,173,0
60RG000047,124,123,1
60RG000048,146,146,0
60RG000049,56,56,0
60RG000050,109,103,6
60RG000051,93,93,0
60RG000052,207,207,0
60RG000053,125,123,2
60RG000054,153,153,0
60RG000055,136,135,1
60RG000056,64,61,3
60RG000057,87,87,0
60RG000058,157,149,8
60RG000059,207,207,0
60RG000060,103,103,0
60RG000061,183,183,0
60RG000062,131,131,0
60RG000063,136,134,2
60RG000064,85,83,2
60RG000065,250,245,5
60RG000066,138,138,0
60RG000067,214,213,1
60RG000068,142,141,1
60RG000069,155,154,1
60RG000070,126,126,0
60RG000071,202,200,2
60RG000072,132,132,0
60RG000073,130,129,1
60RG000074,133,129,4
60RG000075,167,166,1
60RG000076,148,148,0
60RG000077,65,65,0
60RG000078,148,148,0
60RG000079,135,135,0
60RG000080,161,161,0
60RG000081,120,120,0
60RG000082,140,140,0
60RG000083,168,167,1
60RG000084,101,101,0
60RG000085,127,125,2
60RG000086,98,98,0
60RG000087,69,69,0
60RG000088,55,55,0
60RG000089,109,109,0
60RG000090,177,177,0
60RG000091,135,135,0
60RG000092,106,106,0
60RG000093,119,119,0
60RG000094,104,104,0
60RG000095,114,114,0
60RG000096,108,108,0
60RG000097,146,145,1
60RG000098,113,113,0
60RG000099,163,163,0
60RG000100,157,157,0
60RG000101,171,171,0
60RG000102,140,140,0
60RG000103,121,121,0
60RG000104,189,189,0
60RG000105,149,149,0
60RG000106,106,106,0
60RG000107,129,129,0
60RG000108,126,118,8
60RG000109,133,131,2
60RG000110,155,155,0
60RG000111,114,114,0
60RG000112,172,172,0
60RG000113,159,159,0
60RG000114,144,140,4
60RG000115,89,88,1
60RG000116,120,111,9
60RG000117,90,90,0
60RG000118,130,130,0
60RG000119,99,98,1
60RG000120,161,161,0
60RG000121,206,205,1
60RG000122,114,114,0
60RG000123,107,106,1
60RG000124,125,125,0
60RG000125,228,228,0
60RG000126,134,134,0
60RG000127,211,211,0
60RG000128,89,89,0
60RG000129,63,63,0
60RG000130,144,140,4
60RG000131,111,110,1
60RG000132,117,116,1
60RG000133,131,131,0
60RG000134,94,92,2
60RG000135,124,124,0
60RG000136,139,139,0
60RG000137,96,96,0
60RG000138,86,86,0
60RG000139,174,169,5
60RG000140,141,138,3
60RG000141,203,195,8
60RG000142,68,68,0
60RG000143,99,99,0
60RG000144,119,113,6
60RG000145,122,120,2
60RG000146,155,143,12
60RG000147,144,144,0
60RG000148,119,118,1
60RG000149,114,114,0
60RG000150,146,146,0
60RG000151,238,226,12
60RG000152,150,150,0
60RG000153,72,69,3
60RG000154,175,171,4
60RG000155,178,173,5
60RG000156,174,168,6
60RG000157,140,135,5
60RG000158,132,128,4
60RG000159,121,117,4
60RG000160,116,110,6
60RG000161,127,125,2
60RG000162,126,124,2
60RG000163,52,52,0
60RG000164,78,78,0
60RG000165,80,78,2
60RG000166,79,77,2
60RG000167,53,51,2
60RG000168,90,90,0
60RG000169,79,77,2
60RG000170,111,110,1
60RG000171,102,102,0
60RG000172,82,81,1
60RG000173,142,141,1
60RG000174,143,143,0
60RG000175,134,134,0
60RG000176,131,129,2
60RG000177,124,122,2
60RG000178,91,87,4
60RG000179,134,134,0
60RG000180,175,170,5
60RG000181,170,153,17
60RG000182,112,110,2
60RG000183,122,122,0
60RG000184,113,113,0
60RG000185,201,193,8
60RG000186,155,153,2
60RG000187,119,113,6
60RG000188,122,120,2
60RG000189,121,112,9
60RG000190,110,108,2
60RG000191,90,90,0
60RG000192,88,84,4
60RG000193,123,123,0
60RG000194,84,84,0
60RG000195,172,172,0
60RG000196,131,131,0
60RG000197,111,104,7
60RG000198,89,89,0
60RG000199,154,153,1
60RG000200,103,103,0
60RG000201,90,90,0
60RG000202,105,105,0
60RG000203,104,104,0
60RG000204,75,75,0
60RG000205,105,103,2
60RG000206,88,87,1
60RG000207,105,104,1
60RG000208,150,145,5
60RG000209,51,51,0
60RG000210,86,83,3
60RG000211,105,104,1
60RG000212,53,53,0
60RG000213,164,156,8
60RG000214,112,111,1
60RG000215,104,96,8
60RG000216,97,96,1
60RG000217,101,101,0
60RG000218,146,146,0
60RG000219,96,96,0
60RG000220,167,163,4
60RG000221,117,113,4
60RG000222,127,124,3
60RG000223,113,111,2
60RG000224,105,105,0
60RG000225,67,67,0
60RG000226,127,127,0
60RG000227,134,134,0
60RG000228,125,114,11
60RG000229,99,99,0
60RG000230,117,113,4
60RG000231,124,119,5
60RG000232,97,97,0
60RG000233,58,56,2
60RG000234,64,64,0
60RG000235,111,111,0
60RG000236,69,64,5
60RG000237,116,116,0
60RG000238,99,99,0
60RG000239,69,69,0
60RG000240,110,110,0
60RG000241,53,53,0
60RG000242,213,212,1
60RG000243,173,170,3
60RG000244,116,116,0
60RG000245,85,85,0
60RG000246,82,82,0
60RG000247,92,92,0
60RG000248,81,80,1
60RG000249,123,122,1
60RG000250,96,95,1
60RG000251,128,127,1
60RG000252,143,143,0
60RG000253,107,107,0
60RG000254,101,101,0
60RG000255,105,105,0
60RG000256,81,81,0
60RG000257,88,84,4
60RG000258,148,140,8
60RG000259,115,107,8
60RG000260,220,216,4
60RG000261,238,235,3
60RG000262,186,183,3
60RG000263,119,119,0
60RG000264,108,104,4
60RG000265,87,87,0
60RG000266,68,67,1
60RG000267,57,57,0
60RG000268,136,136,0
60RG000269,63,63,0
60RG000270,178,176,2
60RG000271,138,138,0
60RG000272,102,100,2
60RG000273,107,106,1
60RG000274,110,105,5
60RG000275,98,98,0
60RG000276,145,143,2
60RG000277,78,77,1
60RG000278,109,108,1
60RG000279,76,76,0
60RG000280,88,88,0
60RG000281,166,166,0
60RG000282,91,91,0
60RG000283,127,127,0
60RG000284,89,84,5
60RG000285,143,142,1
60RG000286,92,92,0
60RG000287,101,100,1
60RG000288,95,95,0
60RG000289,107,107,0
60RG000290,144,144,0
60RG000291,180,176,4
60RG000292,101,92,9
60RG000293,150,149,1
60RG000294,102,99,3
60RG000295,75,74,1
60RG000296,83,83,0
60RG000297,140,140,0
60RG000298,90,90,0
60RG000299,99,92,7
60RG000300,155,155,0
60RG000301,178,172,6
60RG000302,89,84,5
60RG000303,144,140,4
60RG000304,138,116,22
60RG000305,96,95,1
60RG000306,110,108,2
60RG000307,80,78,2
60RG000308,157,155,2
60RG000309,230,229,1
60RG000310,142,141,1
60RG000311,129,128,1
60RG000312,161,161,0
60RG000313,130,129,1
60RG000314,113,113,0
60RG000315,147,147,0
60RG000316,82,82,0
60RG000317,196,194,2
60RG000318,152,152,0
60RG000319,160,159,1
60RG000320,133,133,0
60RG000321,86,85,1
60RG000322,97,95,2
60RG000323,91,91,0
60RG000324,107,107,0
60RG000325,86,85,1
60RG000326,157,157,0
60RG000327,106,101,5
60RG000328,130,127,3
60RG000329,109,105,4
60RG000330,107,107,0
60RG000331,144,139,5
60RG000332,128,128,0
60RG000333,122,120,2
60RG000334,221,214,7
60RG000335,179,175,4
60RG000336,153,149,4
60RG000337,124,120,4
60RG000338,97,97,0
60RG000339,138,138,0
60RG000340,111,108,3
60RG000341,59,59,0
60RG000342,87,84,3
60RG000343,92,90,2
60RG000344,102,100,2
60RG000345,122,122,0
60RG000346,89,89,0
60RG000347,122,112,10
60RG000348,76,72,4
60RG000349,98,94,4
60RG000350,108,103,5
60RG000351,85,84,1
60RG000352,60,60,0
60RG000353,138,135,3
60RG000354,150,150,0
60RG000355,57,56,1
60RG000356,86,81,5
60RG000357,110,108,2
60RG000358,93,93,0
60RG000359,98,98,0
60RG000360,135,134,1
60RG000361,66,56,10
60RG000362,62,62,0
60RG000363,128,121,7
60RG000364,114,114,0
60RG000365,81,79,2
60RG000366,121,117,4
60RG000367,117,117,0
60RG000368,181,180,1
60RG000369,90,89,1
60RG000370,154,154,0
60RG000371,139,139,0
60RG000372,127,127,0
60RG000373,134,132,2
60RG000374,104,103,1
60RG000375,146,138,8
60RG000376,128,128,0
60RG000377,182,178,4
60RG000378,159,158,1
60RG000379,161,156,5
60RG000380,120,120,0
60RG000381,66,65,1
60RG000382,140,139,1
60RG000383,129,124,5
60RG000384,99,99,0
60RG000385,108,108,0
60RG000386,80,77,3
