"output_area","total","employed","unemployed","other"
"60QA000931",71,32,3,36
"60QA000932",98,75,5,18
"60QA000933",95,53,2,40
"60QA000934",91,48,2,41
"60QA000935",70,42,5,23
"60QA000936",103,70,5,28
"60QA000937",52,23,0,29
"60QA000938",101,63,0,38
"60QA000939",169,116,5,48
"60QA000940",26,5,0,21
"60QA000941",99,74,2,23
"60QA000942",102,74,4,24
"60QA000943",93,49,2,42
"60QA000944",79,54,3,22
"60QA000945",75,51,3,21
"60QA000946",45,18,1,26
"60QA000947",61,35,3,23
"60QA000948",49,10,0,39
"60QA000949",146,77,9,60
"60QA000950",128,80,3,45
"60QA000951",100,63,2,35
"60QA000952",69,45,5,19
"60QA000953",76,38,1,37
"60QA000954",87,52,0,35
"60QA000955",125,66,5,54
"60QA000956",72,43,2,27
"60QA000957",91,48,2,41
"60QA000958",83,48,1,34
"60QA000959",99,60,1,38
"60QA000960",86,52,1,33
"60QA000961",78,51,1,26
"60QA000962",121,63,4,54
"60QA000963",84,46,2,36
"60QA000964",87,49,3,35
"60QA000965",16,1,0,15
"60QA000966",69,29,7,33
"60QA000967",55,31,3,21
"60QA000968",73,40,2,31
"60QA000969",88,54,1,33
"60QA000970",70,32,1,37
"60QA000971",75,41,1,33
"60QA000972",93,55,1,37
"60QA000973",96,59,2,35
"60QA000974",69,36,2,31
"60QA000975",93,65,3,25
"60QA000976",127,95,7,25
"60QA000977",141,88,1,52
"60QA000978",55,33,3,19
"60QA000979",40,19,0,21
"60QA000980",93,46,1,46
"60QA000981",97,59,2,36
"60QA000982",72,43,0,29
"60QA000983",81,38,1,42
"60QA000984",57,30,0,27
"60QA000985",83,49,2,32
"60QA000986",81,45,3,33
"60QA000987",102,62,1,39
"60QA000988",46,27,2,17
"60QA000989",68,20,2,46
"60QA000990",135,83,5,47
"60QA000991",67,32,1,34
"60QA000992",72,40,2,30
"60QA000993",81,46,4,31
"60QA000994",105,68,2,35
"60QA000995",96,56,2,38
"60QA000996",84,47,5,32
"60QA000997",104,69,2,33
"60QA000998",67,38,1,28
"60QA000999",73,41,6,26
"60QA001000",89,59,4,26
"60QA001001",111,65,2,44
"60QA001002",92,48,3,41
"60QA001003",121,79,8,34
"60QA001004",91,63,3,25
"60QA001005",52,26,3,23
"60QA001006",109,69,3,37
"60QA001007",112,66,5,41
"60QA001008",72,48,3,21
"60QA001009",95,52,3,40
"60QA001010",78,44,5,29
"60QA001011",63,38,2,23
"60QA001012",76,35,9,32
"60QA001013",110,56,7,47
"60QA001014",98,59,4,35
"60QA001015",91,43,5,43
"60QA001016",97,55,2,40
"60QA001017",106,61,7,38
"60QA001018",86,34,4,48
"60QA001019",99,63,6,30
"60QA001020",92,52,2,38
"60QA001021",88,47,3,38
"60QA001022",105,62,6,37
"60QA001023",54,31,1,22
"60QA001024",57,20,1,36
"60QA001025",78,39,9,30
"60QA001026",78,41,12,25
"60QA001027",105,53,13,39
"60QA001028",36,12,2,22
"60QA001029",82,33,12,37
"60QA001030",115,52,11,52
"60QA001031",90,43,3,44
"60QA001032",72,35,2,35
"60QA001033",67,38,5,24
"60QA001034",98,47,2,49
"60QA001035",104,50,2,52
"60QA001036",112,61,10,41
"60QA001037",32,4,0,28
"60QA001038",116,63,1,52
"60QA001039",89,63,6,20
"60QA001040",84,57,4,23
"60QA001041",79,35,2,42
"60QA001042",76,38,1,37
"60QA001043",124,75,6,43
"60QA001044",45,24,2,19
"60QA001045",41,24,4,13
"60QA001046",94,68,4,22
"60QA001047",83,54,2,27
"60QA001048",105,62,5,38
"60QA001049",179,120,7,52
"60QA001050",107,95,0,12
"60QA001051",118,107,1,10
"60QA001052",105,88,1,16
"60QA001053",112,78,1,33
"60QA001054",142,89,2,51
"60QA001055",83,72,0,11
"60QA001056",79,66,2,11
"60QA001057",140,90,1,49
"60QA001058",115,88,0,27
"60QA001059",91,63,2,26
"60QA001060",94,73,0,21
"60QA001061",78,51,4,23
"60QA001062",68,41,3,24
"60QA001063",133,88,4,41
"60QA001064",108,74,2,32
"60QA001065",98,68,2,28
"60QA001066",88,54,4,30
"60QA001067",82,51,4,27
"60QA001068",78,46,5,27
"60QA001069",45,32,0,13
"60QA001070",155,109,5,41
"60QA001071",55,37,1,17
"60QA001072",37,16,0,21
"60QA001073",111,83,0,28
"60QA001074",130,97,3,30
"60QA001075",86,59,2,25
"60QA001076",73,50,3,20
"60QA001077",63,38,1,24
"60QA001078",137,85,2,50
"60QA001079",145,105,3,37
"60QA001080",152,112,0,40
"60QA001081",103,75,1,27
"60QA001082",74,51,1,22
"60QA001083",98,67,4,27
"60QA001084",74,49,1,24
"60QA001085",140,97,3,40
"60QA001086",118,89,1,28
"60QA001087",134,97,2,35
"60QA001088",102,78,2,22
"60QA001089",128,99,1,28
"60QA001090",66,47,2,17
"60QA001091",166,134,1,31
"60QA001092",102,67,0,35
"60QA001093",110,84,1,25
"60QA001094",90,59,0,31
"60QA001095",122,98,2,22
"60QA001096",124,87,1,36
"60QA001097",163,116,5,42
"60QA001098",181,131,2,48
"60QA001099",135,107,2,26
"60QA001100",187,137,2,48
"60QA001101",112,83,3,26
"60QA001102",97,76,2,19
"60QA001103",66,40,1,25
"60QA001104",36,7,0,29
"60QA001105",95,46,5,44
"60QA001106",134,89,1,44
"60QA001107",90,65,5,20
"60QA001108",132,85,1,46
"60QA001109",109,75,0,34
"60QA001110",130,102,2,26
"60QA001111",132,90,4,38
"60QA001112",150,124,5,21
"60QA001113",112,90,2,20
"60QA001114",111,87,1,23
"60QA001115",106,88,3,15
"60QA001116",90,76,3,11
"60QA001117",95,80,1,14
"60QA001118",110,81,0,29
"60QA001119",99,79,2,18
"60QA001120",58,49,2,7
"60QA001121",86,44,3,39
"60QA001122",70,51,0,19
"60QA001123",80,47,3,30
"60QA001124",98,66,1,31
"60QA001125",68,29,2,37
"60QA001126",68,41,1,26
"60QA001127",61,41,3,17
"60QA001128",121,79,3,39
"60QA001129",67,34,2,31
"60QA001130",65,31,1,33
"60QA001131",90,63,3,24
"60QA001132",94,59,1,34
"60QA001133",91,64,2,25
"60QA001134",90,53,1,36
"60QA001135",132,74,5,53
"60QA001136",79,48,1,30
"60QA001137",112,52,0,60
"60QA001138",89,48,2,39
"60QA001139",85,44,1,40
"60QA001140",107,63,5,39
"60QA001141",76,45,3,28
"60QA001142",118,97,0,21
"60QA001143",109,70,7,32
"60QA001144",78,59,1,18
"60QA001145",80,72,1,7
"60QA001146",83,49,2,32
"60QA001147",84,52,2,30
"60QA001148",86,50,2,34
"60QA001149",160,107,1,52
"60QA001150",103,73,1,29
"60QA001151",132,85,2,45
"60QA001152",117,64,3,50
"60QA001153",48,31,0,17
"60QA001154",97,60,3,34
"60QA001155",123,69,0,54
"60QA001156",97,47,3,47
"60QA001157",115,73,6,36
"60QA001158",97,48,2,47
"60QA001159",109,79,0,30
"60QA001160",118,92,2,24
"60QA001161",73,58,0,15
"60QA001162",70,52,1,17
"60QA001163",95,46,2,47
"60QA001164",103,68,0,35
"60QA001165",64,49,2,13
"60QA001166",107,61,0,46
"60QA001167",104,68,1,35
"60QA001168",86,46,4,36
"60QA001169",93,55,2,36
"60QA001170",72,44,3,25
"60QA001171",105,71,0,34
"60QA001172",73,51,2,20
"60QA001173",90,57,1,32
"60QA001174",96,66,0,30
"60QA001175",71,47,2,22
"60QA001176",84,49,0,35
"60QA001177",50,36,0,14
"60QA001178",91,80,0,11
"60QA001179",67,47,1,19
"60QA001180",98,58,0,40
"60QA001181",71,37,1,33
"60QA001182",72,42,1,29
"60QA001183",84,51,2,31
"60QA001184",92,61,2,29
"60QA001185",92,63,1,28
"60QA001186",76,56,1,19
"60QA001187",64,60,0,4
"60QA001188",46,25,1,20
"60QA001189",52,29,0,23
"60QA001190",91,59,1,31
"60QA001191",115,76,4,35
"60QA001192",85,60,0,25
"60QA001193",85,67,2,16
"60QA001194",94,63,0,31
"60QA001195",95,59,1,35
"60QA001196",112,74,1,37
"60QA001197",125,90,2,33
"60QA001198",112,79,6,27
"60QA001199",138,96,2,40
"60QA001200",156,107,3,46
"60QA001201",164,124,5,35
"60QA001202",157,125,2,30
"60QA001203",158,118,6,34
"60QA001204",138,113,2,23
"60QA001205",72,58,2,12
"60QA001206",85,70,3,12
"60QA001207",90,65,2,23
"60QA001208",122,91,2,29
"60QA001209",122,98,4,20
"60QA001210",79,51,1,27
"60QA001211",67,39,0,28
"60QA001212",70,59,0,11
"60QA001213",105,73,1,31
"60QA001214",103,73,2,28
"60QA001215",106,77,4,25
"60QA001216",132,111,1,20
"60QA001217",68,54,1,13
"60QA001218",85,68,2,15
"60QA001219",149,103,4,42
"60QA001220",47,20,1,26
"60QA001221",103,85,3,15
"60QA001222",49,27,1,21
"60QA001223",169,145,0,24
"60QA001224",121,93,1,27
"60QA001225",113,95,4,14
"60QA001226",137,125,2,10
"60QA001227",176,125,7,44
"60QA001228",119,79,3,37
"60QA001229",94,66,1,27
"60QA001230",161,107,3,51
"60QA001231",135,91,2,42
"60QA001232",131,112,3,16
"60QA001233",161,106,1,54
"60QA001234",158,110,3,45
"60QA001235",139,96,1,42
"60QA001236",119,70,1,48
"60QA001237",84,57,2,25
"60QA001238",85,56,1,28
"60QA001239",50,36,1,13
"60QA001240",82,50,4,28
"60QA001241",143,105,3,35
"60QA001242",73,53,1,19
"60QA001243",74,47,2,25
"60QA001244",128,93,2,33
"60QA001245",106,72,8,26
"60QA001246",89,52,1,36
"60QA001247",107,64,2,41
"60QA001248",86,53,1,32
"60QA001249",111,86,3,22
"60QA001250",93,75,3,15
"60QA001251",71,39,1,31
"60QA001252",80,56,3,21
"60QA001253",77,61,1,15
"60QA001254",105,72,2,31
"60QA001255",109,65,4,40
"60QA001256",74,61,4,9
"60QA001257",54,38,3,13
"60QA001258",66,41,2,23
"60QA001259",65,44,3,18
"60QA001260",91,51,4,36
"60QA001261",97,60,4,33
"60QA001262",103,63,2,38
"60QA001263",94,55,2,37
"60QA001264",97,51,2,44
"60QA001265",54,30,1,23
"60QA001266",91,50,3,38
"60QA001267",83,50,0,33
"60QA001268",147,78,1,68
"60QA001269",88,49,2,37
"60QA001270",94,47,0,47
"60QA001271",101,57,0,44
"60QA001272",139,83,1,55
"60QA001273",120,71,3,46
"60QA001274",120,84,0,36
"60QA001275",101,59,1,41
"60QA001276",94,66,1,27
"60QA001277",95,63,2,30
"60QA001278",94,67,0,27
"60QA001279",79,45,2,32
"60QA001280",128,82,3,43
"60QA001281",103,68,2,33
"60QA001282",54,41,0,13
"60QA001283",148,86,1,61
"60QA001284",152,97,0,55
"60QA001285",151,68,5,78
"60QA001286",68,28,5,35
"60QA001287",53,24,2,27
"60QA001288",98,41,0,57
"60QA001289",94,51,2,41
"60QA001290",71,54,0,17
"60QA001291",53,23,0,30
"60QA001292",70,47,0,23
"60QA001293",77,33,1,43
"60QA001294",42,34,1,7
"60QA001295",49,35,1,13
"60QA001296",60,29,3,28
"60QA001297",54,24,2,28
"60QA001298",98,70,2,26
"60QA001299",93,49,4,40
"60QA001300",94,52,0,42
"60QA001301",52,32,1,19
"60QA001302",63,40,0,23
"60QA001303",82,32,2,48
"60QA001304",125,81,3,41
"60QA001305",40,23,2,15
"60QA001306",36,24,0,12
"60QA001307",80,55,3,22
"60QA001308",52,34,3,15
"60QA001309",51,39,2,10
"60QA001310",78,44,3,31
"60QA001311",64,49,2,13
"60QA001312",48,31,0,17
"60QA001313",77,44,2,31
"60QA001314",53,21,1,31
"60QA001315",94,32,4,58
"60QA001316",59,23,6,30
"60QA001317",53,38,1,14
"60QA001318",91,58,6,27
"60QA001319",56,36,1,19
"60QA001320",162,130,2,30
"60QA001321",42,24,2,16
"60QA001322",79,58,1,20
"60QA001323",168,128,5,35
"60QA001324",110,85,1,24
"60QA001325",51,25,1,25
"60QA001326",64,47,1,16
"60QA001327",77,58,1,18
"60QA001328",130,72,0,58
"60QA001329",30,21,0,9
"60QA001330",50,29,1,20
"60QA001331",81,52,2,27
"60QA001332",39,25,1,13
"60QA001333",45,31,1,13
"60QA001334",34,19,0,15
"60QA001335",114,73,4,37
"60QA001336",94,67,4,23
"60QA001337",59,35,1,23
"60QA001338",53,48,0,5
"60QA001339",42,30,1,11
"60QA001340",115,76,1,38
"60QA001341",52,33,1,18
"60QA001342",107,86,2,19
"60QA001343",66,47,0,19
"60QA001344",67,51,1,15
"60QA001345",73,43,3,27
"60QA001346",62,38,2,22
"60QA001347",67,37,1,29
"60QA001348",39,23,2,14
"60QA001349",45,26,0,19
"60QA001350",63,49,1,13
"60QA001351",49,41,1,7
"60QA001352",120,80,1,39
"60QA001353",53,40,1,12
"60QA001354",82,49,2,31
"60QA001355",93,64,3,26
"60QA001356",161,111,3,47
"60QA001357",96,48,4,44
"60QA001358",97,60,2,35
"60QA001359",141,81,2,58
"60QA001360",70,44,0,26
"60QA001361",56,43,2,11
"60QA001362",54,42,1,11
"60QA001363",48,29,2,17
"60QA001364",123,67,0,56
"60QA001365",114,73,5,36
"60QA001366",83,52,2,29
"60QA001367",88,56,1,31
"60QA001368",103,66,4,33
"60QA001369",68,52,0,16
"60QA001370",117,88,5,24
"60QA001371",60,51,1,8
"60QA001372",63,45,0,18
"60QA001373",65,32,7,26
"60QA001374",89,55,2,32
"60QA001375",125,83,1,41
"60QA001376",82,55,0,27
"60QA001377",58,33,0,25
"60QA001378",47,32,2,13
"60QA001379",106,65,4,37
"60QA001380",86,47,0,39
"60QA001381",92,56,2,34
"60QA001382",226,100,2,124
"60QA001383",53,31,1,21
"60QA001384",91,45,1,45
"60QA001385",63,44,1,18
"60QA001386",52,27,0,25
"60QA001387",150,92,3,55
"60QA001388",67,43,1,23
"60QA001389",45,28,0,17
"60QA001390",68,44,2,22
"60QA001391",41,28,0,13
"60QA001392",46,32,0,14
"60QA001393",61,42,0,19
"60QA001394",53,30,6,17
"60QA001395",125,91,2,32
"60QA001396",79,48,5,26
"60QA001397",52,30,2,20
"60QA001398",59,28,4,27
"60QA001399",89,53,1,35
"60QA001400",61,33,2,26
"60QA001401",53,13,0,40
"60QA001402",108,36,1,71
"60QA001403",92,54,2,36
"60QA001404",91,50,6,35
"60QA001405",79,54,0,25
"60QA001406",61,30,4,27
"60QA001407",50,26,1,23
"60QA001408",54,32,2,20
"60QA001409",47,33,0,14
"60QA001410",120,81,2,37
"60QA001411",40,17,7,16
"60QA001412",40,13,5,22
"60QA001413",51,20,5,26
"60QA001414",47,17,8,22
"60QA001415",89,46,0,43
"60QA001416",46,29,1,16
"60QA001417",104,46,6,52
"60QA001418",57,16,2,39
"60QA001419",51,30,1,20
"60QA001420",113,73,1,39
"60QA001421",44,23,3,18
"60QA001422",64,37,5,22
"60QA001423",97,77,0,20
"60QA001424",68,33,4,31
"60QA001425",59,26,6,27
"60QA001426",73,37,3,33
"60QA001427",89,47,4,38
"60QA001428",62,34,5,23
"60QA001429",71,43,4,24
"60QA001430",61,27,5,29
"60QA001431",72,39,9,24
"60QA001432",79,48,4,27
"60QA001433",81,46,2,33
"60QA001434",42,7,1,34
"60QA001435",31,8,1,22
"60QA001436",62,38,1,23
"60QA001437",53,23,3,27
"60QA001438",69,41,1,27
"60QA001439",72,36,6,30
"60QA001440",60,39,1,20
"60QA001441",67,19,0,48
"60QA001442",56,18,4,34
"60QA001443",78,41,8,29
"60QA001444",57,38,4,15
"60QA001445",90,54,3,33
"60QA001446",38,24,3,11
"60QA001447",52,20,1,31
"60QA001448",63,25,2,36
"60QA001449",76,41,3,32
"60QA001450",69,43,0,26
"60QA001451",45,33,0,12
"60QA001452",207,150,4,53
"60QA001453",84,68,2,14
"60QA001454",83,66,0,17
"60QA001455",147,122,1,24
"60QA001456",104,72,2,30
"60QA001457",79,64,1,14
"60QA001458",62,51,2,9
"60QA001459",60,40,0,20
"60QA001460",129,94,8,27
"60QA001461",96,73,0,23
"60QA001462",84,58,0,26
"60QA001463",129,93,0,36
"60QA001464",48,33,1,14
"60QA001465",124,90,6,28
"60QA001466",74,53,2,19
"60QA001467",70,41,1,28
"60QA001468",58,43,1,14
"60QA001469",84,32,2,50
"60QA001470",85,37,7,41
"60QA001471",78,43,4,31
"60QA001472",70,52,3,15
"60QA001473",158,80,4,74
"60QA001474",72,24,0,48
"60QA001475",97,48,4,45
"60QA001476",102,66,4,32
"60QA001477",603,30,6,567
"60QA001478",90,54,2,34
"60QA001479",74,57,1,16
"60QA001480",78,33,2,43
"60QA001481",114,67,4,43
"60QA001482",97,48,3,46
"60QA001483",67,31,0,36
"60QA001484",98,42,5,51
"60QA001485",112,63,5,44
"60QA001486",67,30,3,34
"60QA001487",49,21,2,26
"60QA001488",171,3,0,168
"60QA001489",86,36,12,38
"60QA001490",115,65,6,44
"60QA001491",85,37,7,41
"60QA001492",23,3,0,20
"60QA001493",49,26,4,19
"60QA001494",102,64,2,36
"60QA001495",92,45,1,46
"60QA001496",103,68,4,31
"60QA001497",54,31,2,21
"60QA001498",108,77,0,31
"60QA001499",102,69,0,33
"60QA001500",62,27,0,35
"60QA001501",73,50,1,22
"60QA001502",85,71,1,13
"60QA001503",81,67,3,11
"60QA001504",87,56,1,30
"60QA001505",71,55,2,14
"60QA001506",44,35,1,8
"60QA001507",110,75,3,32
"60QA001508",49,43,3,3
"60QA001509",72,58,2,12
"60QA001510",83,61,1,21
"60QA001511",102,78,5,19
"60QA001512",73,61,1,11
"60QA001513",54,36,4,14
"60QA001514",82,62,2,18
"60QA001515",62,44,1,17
"60QA001516",106,80,1,25
"60QA001517",85,44,6,35
"60QA001518",75,58,1,16
"60QA001519",74,41,3,30
"60QA001520",132,85,1,46
"60QA001521",113,64,8,41
"60QA001522",120,72,11,37
"60QA001523",128,75,4,49
"60QA001524",90,71,3,16
"60QA001525",103,81,0,22
"60QA001526",64,52,1,11
"60QA001527",70,35,2,33
"60QA001528",85,46,3,36
"60QA001529",61,24,6,31
"60QA001530",85,51,1,33
"60QA001531",83,64,2,17
"60QA001532",53,32,5,16
"60QA001533",77,43,1,33
"60QA001534",65,52,0,13
"60QA001535",104,84,7,13
"60QA001536",56,36,1,19
"60QA001537",56,21,1,34
"60QA001538",54,28,1,25
"60QA001539",73,21,4,48
"60QA001540",199,114,15,70
"60QA001541",87,61,4,22
"60QA001542",90,56,3,31
"60QA001543",93,60,0,33
"60QA001544",63,41,1,21
"60QA001545",89,50,3,36
"60QA001546",70,48,2,20
"60QA001547",73,48,2,23
"60QA001548",81,42,2,37
"60QA001549",72,45,2,25
"60QA001550",65,21,2,42
"60QA001551",109,69,3,37
"60QA001552",49,30,1,18
"60QA001553",123,81,3,39
"60QA001554",51,32,2,17
"60QA001555",82,51,6,25
"60QA001556",55,28,1,26
"60QA001557",75,46,1,28
"60QA001558",82,49,1,32
"60QA001559",106,82,4,20
"60QA001560",67,48,1,18
"60QA001561",50,38,3,9
"60QA001562",59,45,5,9
"60QA001563",66,44,1,21
"60QA001564",105,80,4,21
"60QA001565",67,56,1,10
"60QA001566",86,74,3,9
"60QA001567",42,28,3,11
"60QA001568",72,60,1,11
"60QA001569",68,50,1,17
"60QA001570",96,73,1,22
"60QA001571",56,33,2,21
"60QA001572",78,61,2,15
"60QA001573",127,88,2,37
"60QA001574",117,95,3,19
"60QA001575",98,70,2,26
"60QA001576",87,63,2,22
"60QA001577",77,63,1,13
"60QA001578",92,62,2,28
"60QA001579",83,37,15,31
"60QA001580",56,31,4,21
"60QA001581",117,86,0,31
"60QA001582",51,38,1,12
"60QA001583",55,45,1,9
"60QA001584",92,47,5,40
"60QA001585",137,77,5,55
"60QA001586",55,16,2,37
"60QA001587",71,44,2,25
"60QA001588",127,77,2,48
"60QA001589",71,41,3,27
"60QA001590",54,39,1,14
"60QA001591",70,36,3,31
"60QA001592",112,44,3,65
"60QA001593",58,24,1,33
"60QA001594",100,69,0,31
"60QA001595",59,38,2,19
"60QA001596",102,70,1,31
"60QA001597",99,65,0,34
"60QA001598",61,37,1,23
"60QA001599",64,35,3,26
"60QA001600",139,65,2,72
"60QA001601",63,46,1,16
"60QA001602",74,57,1,16
"60QA001603",47,36,2,9
"60QA001604",72,49,1,22
"60QA001605",156,90,1,65
"60QA001606",90,59,1,30
"60QA001607",117,63,3,51
"60QA001608",136,87,1,48
"60QA001609",128,79,2,47
"60QA001610",109,61,2,46
"60QA001611",79,43,4,32
"60QA001612",91,47,9,35
"60QA001613",78,62,1,15
"60QA001614",81,62,0,19
"60QA001615",96,49,6,41
"60QA001616",105,47,1,57
"60QA001617",74,53,1,20
"60QA001618",72,40,4,28
"60QA001619",45,29,4,12
"60QA001620",75,60,3,12
"60QA001621",76,46,1,29
"60QA001622",111,55,4,52
"60QA001623",69,35,3,31
"60QA001624",68,50,1,17
"60QA001625",69,42,4,23
"60QA001626",50,23,1,26
"60QA001627",124,91,1,32
"60QA001628",67,37,1,29
"60QA001629",192,91,8,93
"60QA001630",161,61,3,97
"60QA001631",101,45,1,55
"60QA001632",61,22,4,35
"60QA001633",72,38,3,31
"60QA001634",81,45,7,29
"60QA001635",59,36,3,20
"60QA001636",894,76,2,816
"60QA001637",81,41,0,40
"60QA001638",55,32,2,21
"60QA001639",76,42,0,34
"60QA001640",95,58,0,37
"60QA001641",56,30,2,24
"60QA001642",76,37,4,35
"60QA001643",92,72,0,20
"60QA001644",79,55,2,22
"60QA001645",68,41,5,22
"60QA001646",67,46,1,20
"60QA001647",102,38,21,43
"60QA001648",96,58,4,34
"60QA001649",69,32,0,37
"60QA001650",59,29,1,29
"60QA001651",147,67,2,78
"60QA001652",110,36,6,68
"60QA001653",75,36,3,36
"60QA001654",104,63,1,40
"60QA001655",45,21,3,21
"60QA001656",62,38,1,23
"60QA001657",61,30,1,30
"60QA001658",70,48,3,19
"60QA001659",78,52,0,26
"60QA001660",79,32,5,42
"60QA001661",65,24,2,39
"60QA001662",80,58,3,19
"60QA001663",84,40,2,42
"60QA001664",123,64,7,52
"60QA001665",93,47,7,39
"60QA001666",46,27,1,18
"60QA001667",86,40,2,44
"60QA001668",61,29,5,27
"60QA001669",85,43,3,39
"60QA001670",84,58,0,26
"60QA001671",85,53,2,30
"60QA001672",55,41,1,13
"60QA001673",109,77,0,32
"60QA001674",83,57,4,22
"60QA001675",79,48,3,28
"60QA001676",74,48,0,26
"60QA001677",77,39,2,36
"60QA001678",67,57,1,9
"60QA001679",84,55,1,28
"60QA001680",60,37,2,21
"60QA001681",76,55,2,19
"60QA001682",130,110,0,20
"60QA001683",123,73,3,47
"60QA001684",45,28,0,17
"60QA001685",85,60,2,23
"60QA001686",78,47,1,30
"60QA001687",139,81,3,55
"60QA001688",124,80,5,39
"60QA001689",128,103,3,22
"60QA001690",86,42,1,43
"60QA001691",69,38,5,26
"60QA001692",51,37,1,13
"60QA001693",129,76,0,53
"60QA001694",59,33,1,25
"60QA001695",86,50,3,33
"60QA001696",144,103,2,39
"60QA001697",43,21,2,20
"60QA001698",30,6,0,24
"60QA001699",86,52,3,31
"60QA001700",43,14,1,28
"60QA001701",81,45,2,34
"60QA001702",69,38,2,29
"60QA001703",69,34,2,33
"60QA001704",59,31,1,27
"60QA001705",61,37,2,22
"60QA001706",80,61,2,17
"60QA001707",36,6,1,29
"60QA001708",111,75,1,35
"60QA001709",98,71,4,23
"60QA001710",108,77,2,29
"60QA001711",53,22,2,29
"60QA001712",61,23,0,38
"60QA001713",88,56,1,31
"60QA001714",55,34,1,20
"60QA001715",85,57,3,25
"60QA001716",66,46,4,16
"60QA001717",63,38,2,23
"60QA001718",127,78,10,39
"60QA001719",87,61,1,25
"60QA001720",149,93,3,53
"60QA001721",49,23,2,24
"60QA001722",111,66,5,40
"60QA001723",48,24,2,22
"60QA001724",71,56,0,15
"60QA001725",78,61,0,17
"60QA001726",126,80,3,43
"60QA001727",108,81,1,26
"60QA001728",92,78,1,13
"60QA001729",51,47,0,4
"60QA001730",102,76,3,23
"60QA001731",140,115,2,23
"60QA001732",153,124,4,25
"60QA001733",42,27,0,15
"60QA001734",70,44,1,25
"60QA001735",22,4,0,18
"60QA001736",297,212,3,82
"60QA001737",111,72,4,35
"60QA001738",76,52,4,20
"60QA001739",144,118,1,25
"60QA001740",109,82,2,25
"60QA001741",132,102,1,29
"60QA001742",123,97,1,25
"60QA001743",111,89,1,21
"60QA001744",194,153,5,36
"60QA001745",94,62,1,31
"60QA001746",119,87,4,28
"60QA001747",61,56,1,4
"60QA001748",98,74,1,23
"60QA001749",74,61,2,11
"60QA001750",106,70,0,36
"60QA001751",45,25,0,20
"60QA001752",54,40,3,11
"60QA001753",78,65,3,10
"60QA001754",92,73,0,19
"60QA001755",62,41,1,20
"60QA001756",104,47,2,55
"60QA001757",63,10,0,53
"60QA001758",96,59,0,37
"60QA001759",44,26,0,18
"60QA001760",122,108,0,14
"60QA001761",11,1,0,10
"60QA001762",74,64,2,8
"60QA001763",99,90,0,9
"60QA001764",145,126,2,17
"60QA001765",81,65,1,15
"60QA001766",95,81,1,13
"60QA001767",100,88,0,12
"60QA001768",97,79,1,17
"60QA001769",92,83,0,9
"60QA001770",95,80,1,14
"60QA001771",103,70,4,29
"60QA001772",87,67,1,19
"60QA001773",179,144,7,28
"60QA001774",119,87,3,29
"60QA001775",74,55,1,18
"60QA001776",167,142,5,20
"60QA001777",45,42,1,2
"60QA001778",44,37,0,7
"60QA001779",111,92,0,19
"60QA001780",128,116,1,11
"60QA001781",101,86,0,15
"60QA001782",102,88,2,12
"60QA001783",132,108,2,22
"60QA001784",108,91,2,15
"60QA001785",67,64,0,3
"60QA001786",99,79,1,19
"60QA001787",105,78,2,25
"60QA001788",88,71,1,16
"60QA001789",44,31,2,11
"60QA001790",79,71,0,8
"60QA001791",81,67,1,13
"60QA001792",78,73,0,5
"60QA001793",187,158,2,27
"60QA001794",56,33,1,22
"60QA001795",79,46,1,32
"60QA001796",86,44,1,41
"60QA001797",56,35,0,21
"60QA001798",60,46,1,13
"60QA001799",121,76,3,42
"60QA001800",167,113,5,49
"60QA001801",138,93,2,43
"60QA001802",107,79,2,26
"60QA001803",130,94,5,31
"60QA001804",100,69,1,30
"60QA001805",80,49,3,28
"60QA001806",65,51,0,14
"60QA001807",114,70,2,42
"60QA001808",67,45,0,22
"60QA001809",148,94,3,51
"60QA001810",59,36,3,20
"60QA001811",73,41,0,32
"60QA001812",81,53,0,28
"60QA001813",59,37,0,22
"60QA001814",105,74,0,31
"60QA001815",70,39,0,31
"60QA001816",64,52,2,10
"60QA001817",115,86,3,26
"60QA001818",108,71,3,34
"60QA001819",57,37,1,19
"60QA001820",65,37,3,25
"60QA001821",176,139,3,34
"60QA001822",88,65,1,22
"60QA001823",71,53,0,18
"60QA001824",154,121,2,31
"60QA001825",115,91,2,22
"60QA001826",97,86,2,9
"60QA001827",98,85,1,12
"60QA001828",90,78,1,11
"60QA001829",61,53,2,6
"60QA001830",139,112,2,25
"60QA001831",82,66,2,14
"60QA001832",140,94,3,43
"60QA001833",67,46,2,19
"60QA001834",60,47,2,11
"60QA001835",94,69,4,21
"60QA001836",77,57,2,18
"60QA001837",100,89,3,8
"60QA001838",92,78,2,12
"60QA001839",111,50,1,60
"60QA001840",156,110,2,44
"60QA001841",85,62,2,21
"60QA001842",69,46,2,21
"60QA001843",72,59,0,13
"60QA001844",96,76,2,18
"60QA001845",110,76,1,33
"60QA001846",97,77,3,17
"60QA001847",123,109,1,13
"60QA001848",93,82,3,8
"60QA001849",119,99,2,18
"60QA001850",87,77,1,9
