"output_area","total","pensioner","student","other"
"60QB000068",65,13,0,52
"60QB000069",57,8,0,49
"60QB000070",71,7,0,64
"60QB000071",58,2,0,56
"60QB000072",45,4,0,41
"60QB000073",54,6,0,48
"60QB000074",52,9,0,43
"60QB000075",56,5,0,51
"60QB000076",40,3,0,37
"60QB000077",45,5,0,40
"60QB000078",27,5,0,22
"60QB000079",43,5,0,38
"60QB000080",50,8,0,42
"60QB000081",69,15,0,54
"60QB000082",43,8,0,35
"60QB000083",72,15,0,57
"60QB000084",22,1,0,21
"60QB000085",60,7,0,53
"60QB000086",48,8,0,40
"60QB000087",39,5,0,34
"60QB000088",37,3,0,34
"60QB000089",77,20,0,57
"60QB000090",51,10,0,41
"60QB000091",55,6,0,49
"60QB000092",76,11,0,65
"60QB000093",26,5,0,21
"60QB000094",41,4,0,37
"60QB000095",49,14,0,35
"60QB000096",54,9,0,45
"60QB000097",25,2,0,23
"60QB000098",28,2,0,26
"60QB000099",60,7,0,53
"60QB000100",22,2,0,20
"60QB000101",30,6,0,24
"60QB000102",29,4,0,25
"60QB000103",57,4,0,53
"60QB000104",59,4,0,55
"60QB000105",43,4,0,39
"60QB000106",22,4,0,18
"60QB000107",25,11,0,14
"60QB000108",24,1,0,23
"60QB000109",23,5,0,18
"60QB000110",31,1,0,30
"60QB000111",69,10,0,59
"60QB000112",64,3,0,61
"60QB000113",66,6,0,60
"60QB000114",68,6,0,62
"60QB000115",29,3,0,26
"60QB000116",61,16,0,45
"60QB000117",30,3,0,27
"60QB000118",23,1,0,22
"60QB000119",30,2,0,28
"60QB000120",46,4,0,42
"60QB000121",51,10,0,41
"60QB000122",35,3,0,32
"60QB000123",23,4,0,19
"60QB000124",39,5,0,34
"60QB000125",48,2,0,46
"60QB000126",50,5,0,45
"60QB000127",55,9,0,46
"60QB000128",50,7,0,43
"60QB000129",40,7,0,33
"60QB000130",35,2,0,33
"60QB000131",48,2,0,46
"60QB000132",80,10,0,70
"60QB000133",66,8,0,58
"60QB000134",62,14,0,48
"60QB000135",66,22,0,44
"60QB000136",31,5,0,26
"60QB000137",31,9,0,22
"60QB000138",30,3,0,27
"60QB000139",50,10,0,40
"60QB000140",63,6,0,57
"60QB000141",40,5,0,35
"60QB000142",77,11,0,66
"60QB000143",38,5,0,33
"60QB000144",73,8,0,65
"60QB000145",61,9,0,52
"60QB000146",35,4,0,31
"60QB000147",22,4,0,18
"60QB000148",49,7,0,42
"60QB000149",25,4,0,21
"60QB000150",42,3,0,39
"60QB000151",47,15,0,32
"60QB000152",55,14,0,41
"60QB000153",59,11,0,48
"60QB000154",74,15,0,59
"60QB000155",44,10,0,34
"60QB000156",46,5,0,41
"60QB000157",44,7,0,37
"60QB000158",41,7,0,34
"60QB000159",64,10,0,54
"60QB000160",76,11,0,65
"60QB000161",35,6,0,29
"60QB000162",43,6,0,37
"60QB000163",59,10,0,49
"60QB000164",75,13,0,62
"60QB000165",53,6,0,47
"60QB000166",51,5,0,46
"60QB000167",48,3,0,45
"60QB000168",55,8,0,47
"60QB000169",38,12,0,26
"60QB000170",65,7,0,58
"60QB000171",38,4,0,34
"60QB000172",21,6,0,15
"60QB000173",52,3,0,49
"60QB000174",31,3,0,28
"60QB000175",70,11,0,59
"60QB000176",76,18,0,58
"60QB000177",54,13,0,41
"60QB000178",40,4,0,36
"60QB000179",48,3,0,45
"60QB000180",48,6,0,42
"60QB000181",43,6,0,37
"60QB000182",61,5,0,56
"60QB000183",24,6,0,18
"60QB000184",22,2,0,20
"60QB000185",59,4,0,55
"60QB000186",51,7,0,44
"60QB000187",43,12,0,31
"60QB000188",52,23,0,29
"60QB000189",51,8,0,43
"60QB000190",53,10,0,43
"60QB000191",54,10,0,44
"60QB000192",57,25,0,32
"60QB000193",47,7,0,40
"60QB000194",42,15,0,27
"60QB000195",73,13,0,60
"60QB000196",52,8,0,44
"60QB000197",48,7,0,41
"60QB000198",48,13,0,35
"60QB000199",38,4,0,34
"60QB000200",52,7,0,45
"60QB000201",51,11,0,40
"60QB000202",63,22,0,41
"60QB000203",42,6,0,36
"60QB000204",44,10,0,34
"60QB000205",48,10,0,38
"60QB000206",46,9,0,37
"60QB000207",68,9,0,59
"60QB000208",51,11,0,40
"60QB000209",38,10,0,28
"60QB000210",58,8,0,50
"60QB000211",67,9,0,58
"60QB000212",78,14,0,64
"60QB000213",70,12,0,58
"60QB000214",39,4,0,35
"60QB000215",47,10,0,37
"60QB000216",49,9,0,40
"60QB000217",51,3,0,48
"60QB000218",74,9,0,65
"60QB000219",33,3,0,30
"60QB000220",67,8,0,59
"60QB000221",67,13,0,54
"60QB000222",72,11,0,61
"60QB000223",63,7,0,56
"60QB000224",56,5,0,51
"60QB000225",47,6,0,41
"60QB000226",58,8,0,50
"60QB000227",65,7,0,58
"60QB000228",44,9,0,35
"60QB000229",29,10,0,19
"60QB000230",59,6,0,53
"60QB000231",48,9,0,39
"60QB000232",73,16,0,57
"60QB000233",67,9,0,58
"60QB000234",48,8,0,40
"60QB000235",40,2,0,38
"60QB000236",51,7,0,44
"60QB000237",58,7,0,51
"60QB000238",45,7,0,38
"60QB000239",52,6,0,46
"60QB000240",26,2,0,24
"60QB000241",25,3,0,22
"60QB000242",57,7,0,50
"60QB000243",60,5,0,55
"60QB000244",74,13,0,61
"60QB000245",64,1,0,63
"60QB000246",38,5,0,33
"60QB000247",41,3,0,38
"60QB000248",71,18,0,53
"60QB000249",54,7,0,47
"60QB000250",58,8,0,50
"60QB000251",53,7,0,46
"60QB000252",55,5,0,50
"60QB000253",58,11,0,47
"60QB000254",58,13,0,45
"60QB000255",39,8,0,31
"60QB000256",65,28,0,37
"60QB000257",70,14,0,56
"60QB000258",24,7,0,17
"60QB000259",50,6,0,44
"60QB000260",58,12,0,46
"60QB000261",48,6,0,42
"60QB000262",51,3,0,48
"60QB000263",52,6,0,46
"60QB000264",32,2,0,30
"60QB000265",37,5,0,32
"60QB000266",67,14,0,53
"60QB000267",32,7,0,25
"60QB000268",61,9,0,52
"60QB000269",70,9,0,61
"60QB000270",47,9,0,38
"60QB000271",62,10,0,52
"60QB000272",31,6,0,25
"60QB000273",44,3,0,41
"60QB000274",44,7,0,37
"60QB000275",76,13,0,63
"60QB000276",25,3,0,22
"60QB000277",71,10,0,61
"60QB000278",39,3,0,36
"60QB000279",75,6,0,69
"60QB000280",72,7,0,65
"60QB000281",54,11,0,43
"60QB000282",53,19,0,34
"60QB000283",46,5,0,41
"60QB000284",67,14,0,53
"60QB000285",44,10,0,34
"60QB000286",60,19,0,41
"60QB000287",51,9,0,42
"60QB000288",48,5,0,43
"60QB000289",31,7,0,24
"60QB000290",33,5,0,28
"60QB000291",43,6,0,37
"60QB000292",46,18,0,28
"60QB000293",66,20,0,46
"60QB000294",48,26,0,22
"60QB000295",29,3,0,26
"60QB000296",34,3,0,31
"60QB000297",79,9,0,70
"60QB000298",38,6,0,32
"60QB000299",33,4,0,29
"60QB000300",61,12,0,49
"60QB000301",75,22,0,53
"60QB000302",47,8,0,39
"60QB000303",48,6,0,42
"60QB000304",43,6,0,37
"60QB000305",58,5,0,53
"60QB000306",34,1,0,33
"60QB000307",37,6,0,31
"60QB000308",27,4,0,23
"60QB000309",49,3,0,46
"60QB000310",66,3,0,63
"60QB000311",32,1,0,31
"60QB000312",54,6,0,48
"60QB000313",49,3,0,46
"60QB000314",80,15,0,65
"60QB000315",79,16,0,63
"60QB000316",69,6,0,63
"60QB000317",42,4,0,38
"60QB000318",62,11,0,51
"60QB000319",71,8,0,63
"60QB000320",60,8,0,52
"60QB000321",61,7,0,54
"60QB000322",31,4,0,27
"60QB000323",44,4,0,40
"60QB000324",40,5,1,34
"60QB000325",68,12,0,56
"60QB000326",53,13,0,40
"60QB000327",74,14,0,60
"60QB000328",53,10,0,43
"60QB000329",35,5,0,30
"60QB000330",33,6,0,27
"60QB000331",71,4,0,67
"60QB000332",51,11,0,40
"60QB000333",59,8,0,51
"60QB000334",28,3,0,25
"60QB000335",46,9,0,37
"60QB000336",47,9,0,38
"60QB000337",37,1,0,36
"60QB000338",54,4,0,50
"60QB000339",52,6,0,46
"60QB000340",52,8,0,44
"60QB000341",22,1,0,21
"60QB000342",43,9,0,34
"60QB000343",49,6,0,43
"60QB000344",29,3,0,26
"60QB000345",38,5,0,33
"60QB000346",38,7,0,31
"60QB000347",46,9,0,37
"60QB000348",46,4,0,42
"60QB000349",38,5,0,33
"60QB000350",73,27,0,46
"60QB000351",55,14,0,41
"60QB000352",61,9,0,52
"60QB000353",57,11,0,46
"60QB000354",43,6,0,37
"60QB000355",51,5,0,46
"60QB000356",72,10,0,62
"60QB000357",22,7,0,15
"60QB000358",32,6,0,26
"60QB000359",30,5,0,25
"60QB000360",54,13,0,41
"60QB000361",55,7,0,48
"60QB000362",23,5,0,18
"60QB000363",65,11,0,54
"60QB000364",78,11,0,67
"60QB000365",47,15,0,32
"60QB000366",47,1,0,46
"60QB000367",47,6,0,41
"60QB000368",25,2,0,23
"60QB000369",44,10,0,34
"60QB000370",57,9,0,48
"60QB000371",61,11,0,50
"60QB000372",76,15,0,61
"60QB000373",59,9,0,50
"60QB000374",50,9,0,41
"60QB000375",48,21,0,27
"60QB000376",28,10,0,18
"60QB000377",62,11,0,51
"60QB000378",61,23,0,38
"60QB000379",64,15,0,49
"60QB000380",61,10,0,51
"60QB000381",71,24,0,47
"60QB000382",42,7,0,35
"60QB000383",64,18,1,45
"60QB000384",47,13,0,34
"60QB000385",42,12,0,30
"60QB000386",46,13,0,33
"60QB000387",68,27,0,41
"60QB000388",57,14,0,43
"60QB000389",56,13,0,43
"60QB000390",45,8,0,37
"60QB000391",37,11,0,26
"60QB000392",58,21,0,37
"60QB000393",48,26,0,22
"60QB000394",73,17,0,56
"60QB000395",38,7,0,31
"60QB000396",52,11,0,41
"60QB000397",37,14,0,23
"60QB000398",56,11,0,45
"60QB000399",59,10,0,49
"60QB000400",47,7,0,40
"60QB000401",51,19,0,32
"60QB000402",57,12,0,45
"60QB000403",46,14,0,32
"60QB000404",59,19,0,40
"60QB000405",47,40,0,7
"60QB000406",71,12,0,59
"60QB000407",55,6,0,49
"60QB000408",61,10,1,50
"60QB000409",69,5,0,64
"60QB000410",57,15,0,42
"60QB000411",39,10,0,29
"60QB000412",69,21,0,48
"60QB000413",27,5,0,22
"60QB000414",77,26,0,51
"60QB000415",77,2,0,75
"60QB000416",58,1,0,57
"60QB000417",64,7,0,57
"60QB000418",53,25,0,28
"60QB000419",45,8,0,37
"60QB000420",47,10,0,37
"60QB000421",52,17,0,35
"60QB000422",48,7,0,41
"60QB000423",58,18,0,40
"60QB000424",75,4,0,71
"60QB000425",77,17,0,60
"60QB000426",72,17,0,55
"60QB000427",52,14,0,38
"60QB000428",42,6,0,36
"60QB000429",55,16,0,39
"60QB000430",42,10,0,32
"60QB000431",58,23,0,35
"60QB000432",77,27,0,50
"60QB000433",49,19,0,30
"60QB000434",67,15,0,52
"60QB000435",58,10,0,48
"60QB000436",52,13,0,39
"60QB000437",52,9,0,43
"60QB000438",49,18,0,31
"60QB000439",48,7,0,41
"60QB000440",54,13,0,41
"60QB000441",49,11,0,38
"60QB000442",47,21,0,26
"60QB000443",54,36,0,18
"60QB000444",31,11,0,20
"60QB000445",76,50,0,26
"60QB000446",53,48,0,5
"60QB000447",40,8,0,32
"60QB000448",72,19,1,52
"60QB000449",47,9,0,38
"60QB000450",48,25,0,23
"60QB000451",43,15,0,28
"60QB000452",55,11,0,44
"60QB000453",48,11,0,37
"60QB000454",55,11,0,44
"60QB000455",58,11,0,47
"60QB000456",42,16,0,26
"60QB000457",42,16,0,26
"60QB000458",23,1,0,22
"60QB000459",72,6,0,66
"60QB000460",45,3,0,42
"60QB000461",38,1,0,37
"60QB000462",74,13,0,61
"60QB000463",60,15,0,45
"60QB000464",62,4,0,58
"60QB000465",60,12,0,48
"60QB000466",79,14,0,65
"60QB000467",47,15,0,32
"60QB000468",68,30,0,38
"60QB000469",77,34,0,43
"60QB000470",47,22,0,25
"60QB000471",67,16,0,51
"60QB000472",65,21,0,44
"60QB000473",64,25,0,39
"60QB000474",65,10,0,55
"60QB000475",37,12,0,25
"60QB000476",38,13,0,25
"60QB000477",54,6,0,48
"60QB000478",60,24,0,36
"60QB000479",52,17,0,35
"60QB000480",48,7,1,40
"60QB000481",57,10,0,47
"60QB000482",49,10,0,39
"60QB000483",48,14,0,34
"60QB000484",52,13,0,39
"60QB000485",41,16,0,25
"60QB000486",47,31,0,16
"60QB000487",26,2,0,24
"60QB000488",39,16,0,23
"60QB000489",39,15,0,24
"60QB000490",48,5,0,43
"60QB000491",55,12,0,43
"60QB000492",67,33,0,34
"60QB000493",42,16,0,26
"60QB000494",58,12,0,46
"60QB000495",60,27,0,33
"60QB000496",71,21,0,50
"60QB000497",58,21,0,37
"60QB000498",55,7,0,48
"60QB000499",37,1,0,36
"60QB000500",46,2,0,44
"60QB000501",52,4,0,48
"60QB000502",42,3,0,39
"60QB000503",47,1,0,46
"60QB000504",58,16,0,42
"60QB000505",76,2,0,74
"60QB000506",49,3,0,46
"60QB000507",52,5,0,47
"60QB000508",56,5,0,51
"60QB000509",33,1,0,32
"60QB000510",61,8,0,53
"60QB000511",56,2,0,54
"60QB000512",62,5,0,57
"60QB000513",33,1,0,32
"60QB000514",76,6,0,70
"60QB000515",29,3,0,26
"60QB000516",41,34,0,7
"60QB000517",80,4,0,76
"60QB000518",80,6,0,74
"60QB000519",53,1,0,52
"60QB000520",86,4,0,82
"60QB000521",65,17,0,48
"60QB000522",53,21,0,32
"60QB000523",56,15,0,41
"60QB000524",40,11,0,29
"60QB000525",70,42,0,28
"60QB000526",55,18,0,37
"60QB000527",48,16,0,32
"60QB000528",52,10,0,42
"60QB000529",44,20,0,24
"60QB000530",59,16,0,43
"60QB000531",31,21,0,10
"60QB000532",39,10,0,29
"60QB000533",74,26,0,48
"60QB000534",44,13,0,31
"60QB000535",60,18,0,42
"60QB000536",37,6,0,31
"60QB000537",58,6,0,52
"60QB000538",42,3,0,39
"60QB000539",62,8,0,54
"60QB000540",61,8,0,53
"60QB000541",76,14,0,62
"60QB000542",51,15,0,36
"60QB000543",66,1,0,65
"60QB000544",57,3,0,54
"60QB000545",43,10,0,33
"60QB000546",71,20,0,51
"60QB000547",67,8,0,59
"60QB000548",68,10,0,58
"60QB000549",57,3,0,54
"60QB000550",33,1,0,32
"60QB000551",21,1,0,20
"60QB000552",67,2,0,65
"60QB000553",65,3,0,62
"60QB000554",41,11,0,30
"60QB000555",42,2,0,40
"60QB000556",42,0,0,42
"60QB000557",46,3,0,43
"60QB000558",58,2,0,56
"60QB000559",49,4,0,45
"60QB000560",46,7,0,39
"60QB000561",63,7,0,56
"60QB000562",39,6,0,33
"60QB000563",46,6,0,40
"60QB000564",59,7,0,52
"60QB000565",80,5,0,75
"60QB000566",24,0,0,24
"60QB000567",41,7,0,34
"60QB000568",56,6,0,50
"60QB000569",48,1,0,47
"60QB000570",45,7,0,38
"60QB000571",55,11,0,44
"60QB000572",49,5,0,44
"60QB000573",24,3,0,21
"60QB000574",55,15,0,40
"60QB000575",36,3,0,33
"60QB000576",59,21,0,38
"60QB000577",47,8,0,39
"60QB000578",42,3,0,39
"60QB000579",74,6,0,68
"60QB000580",68,7,0,61
"60QB000581",64,2,0,62
"60QB000582",77,8,0,69
"60QB000583",67,6,0,61
"60QB000584",63,13,0,50
"60QB000585",70,49,0,21
"60QB000586",44,10,0,34
"60QB000587",55,9,0,46
"60QB000588",53,11,0,42
"60QB000589",61,12,0,49
"60QB000590",69,11,0,58
"60QB000591",55,9,0,46
"60QB000592",51,11,0,40
"60QB000593",58,55,0,3
"60QB000594",52,11,0,41
"60QB000595",54,18,0,36
"60QB000596",68,33,0,35
"60QB000597",77,30,0,47
"60QB000598",77,31,0,46
"60QB000599",50,18,0,32
"60QB000600",80,7,0,73
"60QB000601",68,7,0,61
"60QB000602",47,8,0,39
"60QB000603",50,13,0,37
"60QB000604",50,1,0,49
"60QB000605",74,12,0,62
"60QB000606",48,5,0,43
"60QB000607",44,2,0,42
"60QB000608",35,2,0,33
"60QB000609",67,1,0,66
"60QB000610",76,6,0,70
"60QB000611",59,36,0,23
"60QB000612",64,7,0,57
"60QB000613",50,5,0,45
"60QB000614",72,5,0,67
"60QB000615",50,4,0,46
"60QB000616",79,24,0,55
"60QB000617",62,14,0,48
"60QB000618",59,18,0,41
"60QB000619",52,10,0,42
"60QB000620",51,12,0,39
"60QB000621",44,13,0,31
"60QB000622",53,9,0,44
"60QB000623",53,35,0,18
"60QB000624",25,3,0,22
"60QB000625",72,22,0,50
"60QB000626",36,8,0,28
"60QB000627",45,7,0,38
"60QB000628",36,29,0,7
"60QB000629",45,9,0,36
"60QB000630",39,18,1,20
"60QB000631",74,17,0,57
"60QB000632",41,17,0,24
"60QB000633",55,6,0,49
"60QB000634",66,40,0,26
"60QB000635",53,20,0,33
"60QB000636",95,19,0,76
"60QB000637",77,42,0,35
"60QB000638",77,19,0,58
"60QB000639",76,19,0,57
"60QB000640",73,27,0,46
"60QB000641",52,40,0,12
"60QB000642",77,29,0,48
"60QB000643",73,24,0,49
"60QB000644",46,14,0,32
"60QB000645",66,17,0,49
"60QB000646",39,18,0,21
"60QB000647",71,33,0,38
"60QB000648",54,18,0,36
"60QB000649",53,0,0,53
"60QB000650",48,9,0,39
"60QB000651",57,8,0,49
"60QB000652",30,3,0,27
"60QB000653",52,2,0,50
"60QB000654",39,0,0,39
"60QB000655",50,12,0,38
"60QB000656",68,15,0,53
"60QB000657",69,18,0,51
"60QB000658",55,17,0,38
"60QB000659",50,9,0,41
"60QB000660",45,2,0,43
"60QB000661",22,5,0,17
"60QB000662",53,11,0,42
"60QB000663",75,11,0,64
"60QB000664",76,12,0,64
"60QB000665",46,12,0,34
"60QB000666",78,10,0,68
"60QB000667",78,19,0,59
"60QB000668",56,5,0,51
"60QB000669",61,1,0,60
"60QB000670",55,6,0,49
"60QB000671",52,12,0,40
"60QB000672",54,16,0,38
"60QB000673",55,18,0,37
"60QB000674",69,10,0,59
"60QB000675",64,12,0,52
"60QB000676",77,25,0,52
"60QB000677",50,9,0,41
"60QB000678",61,4,0,57
"60QB000679",80,33,0,47
"60QB000680",41,10,0,31
"60QB000681",50,8,0,42
"60QB000682",40,18,0,22
"60QB000683",41,9,0,32
"60QB000684",49,17,0,32
"60QB000685",51,15,0,36
"60QB000686",52,18,0,34
"60QB000687",52,29,0,23
"60QB000688",57,12,0,45
"60QB000689",46,15,1,30
"60QB000690",63,7,0,56
"60QB000691",58,4,0,54
"60QB000692",39,2,0,37
"60QB000693",44,1,0,43
"60QB000694",36,1,0,35
"60QB000695",51,12,0,39
"60QB000696",60,19,0,41
"60QB000697",49,19,0,30
"60QB000698",45,21,0,24
"60QB000699",59,19,0,40
"60QB000700",67,22,0,45
"60QB000701",65,24,0,41
"60QB000702",71,22,0,49
"60QB000703",63,16,0,47
"60QB000704",51,12,0,39
"60QB000705",68,12,0,56
"60QB000706",37,8,0,29
"60QB000707",72,38,0,34
"60QB000708",51,7,0,44
"60QB000709",43,11,0,32
"60QB000710",44,39,0,5
"60QB000711",65,7,0,58
"60QB000712",107,21,0,86
"60QB000713",46,7,0,39
"60QB000714",32,5,0,27
"60QB000715",64,7,0,57
"60QB000716",43,16,0,27
"60QB000717",58,13,0,45
"60QB000718",47,0,0,47
"60QB000719",40,13,0,27
"60QB000720",57,19,0,38
"60QB000721",43,6,0,37
"60QB000722",57,8,0,49
"60QB000723",62,9,0,53
"60QB000724",45,12,0,33
"60QB000725",41,9,0,32
"60QB000726",37,5,0,32
"60QB000727",54,28,0,26
"60QB000728",39,4,0,35
"60QB000729",48,11,0,37
"60QB000730",54,11,0,43
"60QB000731",67,7,0,60
"60QB000732",41,11,0,30
"60QB000733",74,38,0,36
"60QB000734",43,8,0,35
"60QB000735",26,7,0,19
"60QB000736",76,26,0,50
"60QB000737",44,23,0,21
"60QB000738",72,58,0,14
"60QB000739",59,33,0,26
"60QB000740",64,9,0,55
"60QB000741",61,25,0,36
"60QB000742",58,7,0,51
"60QB000743",71,24,0,47
"60QB000744",67,27,0,40
"60QB000745",77,17,0,60
"60QB000746",76,39,0,37
"60QB000747",56,18,0,38
"60QB000748",53,25,0,28
"60QB000749",63,16,0,47
"60QB000750",73,23,0,50
"60QB000751",48,25,0,23
"60QB000752",56,14,0,42
"60QB000753",73,19,0,54
"60QB000754",45,23,0,22
"60QB000755",78,25,0,53
"60QB000756",47,5,0,42
"60QB000757",62,29,0,33
"60QB000758",52,32,0,20
"60QB000759",27,6,0,21
"60QB000760",42,13,0,29
"60QB000761",52,16,0,36
"60QB000762",50,21,0,29
"60QB000763",62,20,0,42
"60QB000764",60,24,0,36
"60QB000765",66,17,0,49
"60QB000766",55,24,0,31
"60QB000767",35,12,0,23
"60QB000768",52,3,0,49
"60QB000769",60,2,0,58
"60QB000770",74,17,0,57
"60QB000771",48,10,0,38
"60QB000772",45,8,0,37
"60QB000773",66,10,0,56
"60QB000774",52,8,0,44
"60QB000775",62,10,0,52
"60QB000776",52,1,0,51
"60QB000777",61,6,0,55
"60QB000778",50,8,0,42
"60QB000779",33,2,0,31
"60QB000780",28,2,0,26
"60QB000781",41,2,0,39
"60QB000782",70,10,0,60
"60QB000783",34,8,0,26
"60QB000784",68,5,0,63
"60QB000785",35,13,0,22
"60QB000786",60,14,0,46
"60QB000787",65,15,0,50
"60QB000788",67,7,0,60
"60QB000789",40,9,0,31
"60QB000790",75,7,0,68
"60QB000791",56,5,0,51
"60QB000792",28,10,0,18
"60QB000793",22,5,0,17
"60QB000794",68,16,0,52
"60QB000795",41,15,0,26
"60QB000796",45,20,0,25
"60QB000797",52,33,0,19
"60QB000798",39,15,0,24
"60QB000799",71,34,0,37
"60QB000800",60,12,0,48
"60QB000801",52,18,0,34
"60QB000802",51,6,0,45
"60QB000803",60,18,0,42
"60QB000804",41,9,0,32
"60QB000805",70,35,0,35
"60QB000806",42,20,0,22
"60QB000807",45,8,0,37
"60QB000808",74,6,0,68
"60QB000809",64,15,0,49
"60QB000810",30,7,0,23
"60QB000811",55,21,0,34
"60QB000812",38,11,0,27
"60QB000813",28,3,0,25
"60QB000814",23,9,0,14
"60QB000815",28,6,0,22
"60QB000816",71,36,0,35
"60QB000817",67,16,0,51
"60QB000818",74,28,0,46
"60QB000819",50,13,0,37
"60QB000820",49,3,0,46
"60QB000821",43,10,0,33
"60QB000822",40,14,0,26
"60QB000823",50,13,0,37
"60QB000824",53,13,0,40
"60QB000825",43,9,0,34
"60QB000826",49,5,0,44
"60QB000827",48,7,0,41
"60QB000828",52,7,0,45
"60QB000829",30,7,0,23
"60QB000830",75,11,1,63
"60QB000831",65,12,0,53
"60QB000832",53,14,0,39
"60QB000833",42,10,0,32
"60QB000834",43,10,0,33
"60QB000835",47,7,0,40
"60QB000836",48,3,0,45
"60QB000837",42,7,0,35
"60QB000838",60,7,0,53
"60QB000839",35,2,0,33
"60QB000840",49,8,0,41
"60QB000841",72,18,0,54
"60QB000842",62,17,0,45
"60QB000843",75,31,0,44
"60QB000844",68,23,0,45
"60QB000845",39,9,0,30
"60QB000846",50,14,0,36
"60QB000847",44,11,0,33
"60QB000848",48,7,0,41
"60QB000849",44,3,0,41
"60QB000850",56,22,0,34
"60QB000851",68,6,0,62
"60QB000852",47,13,0,34
"60QB000853",55,5,0,50
"60QB000854",51,11,1,39
"60QB000855",41,10,0,31
"60QB000856",48,7,0,41
"60QB000857",58,8,0,50
"60QB000858",59,15,0,44
"60QB000859",39,11,0,28
"60QB000860",44,7,0,37
"60QB000861",50,11,0,39
"60QB000862",55,18,0,37
"60QB000863",26,1,0,25
"60QB000864",50,7,0,43
"60QB000865",54,11,0,43
"60QB000866",27,9,0,18
"60QB000867",50,11,0,39
"60QB000868",44,12,0,32
"60QB000869",31,5,0,26
"60QB000870",27,7,0,20
"60QB000871",46,0,0,46
"60QB000872",49,4,0,45
"60QB000873",73,14,0,59
"60QB000874",37,3,0,34
"60QB000875",39,4,0,35
"60QB000876",65,4,0,61
"60QB000877",66,5,0,61
"60QB000878",25,3,0,22
"60QB000879",49,3,0,46
"60QB000880",24,0,0,24
"60QB000881",26,8,0,18
"60QB000882",52,19,0,33
"60QB000883",55,14,0,41
"60QB000884",70,29,0,41
"60QB000885",58,17,0,41
"60QB000886",44,19,0,25
"60QB000887",50,20,0,30
"60QB000888",25,5,0,20
"60QB000889",31,8,0,23
"60QB000890",70,14,0,56
"60QB000891",21,2,0,19
"60QB000892",58,7,0,51
"60QB000893",71,12,0,59
"60QB000894",40,3,0,37
"60QB000895",65,12,0,53
"60QB000896",49,35,0,14
"60QB000897",47,10,0,37
"60QB000898",41,16,0,25
"60QB000899",69,22,0,47
"60QB000900",59,20,0,39
"60QB000901",66,18,0,48
"60QB000902",74,18,0,56
"60QB000903",56,7,0,49
"60QB000904",44,22,0,22
"60QB000905",67,19,0,48
"60QB000906",55,16,0,39
"60QB000907",57,19,0,38
"60QB000908",77,19,0,58
"60QB000909",65,29,0,36
"60QB000910",48,19,0,29
"60QB000911",95,23,0,72
"60QB000912",68,11,0,57
"60QB000913",63,18,0,45
"60QB000914",67,25,0,42
"60QB000915",52,22,0,30
"60QB000916",66,17,0,49
"60QB000917",31,5,1,25
"60QB000918",54,18,0,36
"60QB000919",73,24,0,49
"60QB000920",62,8,0,54
"60QB000921",67,25,0,42
"60QB000922",53,11,0,42
"60QB000923",40,26,0,14
"60QB000924",80,29,0,51
"60QB000925",55,15,0,40
"60QB000926",39,15,0,24
"60QB000927",79,35,0,44
"60QB000928",50,23,0,27
"60QB000929",43,8,0,35
"60QB000930",68,12,0,56
"60QB000931",61,7,0,54
"60QB000932",66,15,0,51
"60QB000933",43,10,0,33
"60QB000934",47,1,0,46
"60QB000935",46,11,0,35
"60QB000936",55,12,0,43
"60QB000937",45,23,0,22
"60QB000938",69,20,0,49
"60QB000939",58,17,0,41
"60QB000940",57,25,0,32
"60QB000941",68,11,0,57
"60QB000942",69,9,0,60
"60QB000943",70,13,0,57
"60QB000944",72,20,0,52
"60QB000945",56,17,0,39
"60QB000946",38,14,0,24
"60QB000947",42,10,0,32
"60QB000948",60,40,0,20
"60QB000949",45,11,0,34
"60QB000950",38,15,0,23
"60QB000951",78,24,0,54
"60QB000952",52,12,0,40
"60QB000953",58,24,0,34
"60QB000954",40,10,0,30
"60QB000955",71,14,0,57
"60QB000956",63,30,0,33
"60QB000957",80,15,0,65
"60QB000958",64,18,0,46
"60QB000959",69,16,0,53
"60QB000960",60,22,0,38
"60QB000961",43,19,0,24
"60QB000962",46,11,0,35
"60QB000963",48,20,0,28
"60QB000964",41,7,0,34
"60QB000965",46,10,0,36
"60QB000966",44,19,0,25
"60QB000967",78,23,0,55
"60QB000968",64,28,0,36
"60QB000969",39,13,0,26
"60QB000970",53,44,0,9
"60QB000971",44,11,0,33
"60QB000972",56,9,0,47
"60QB000973",60,20,0,40
"60QB000974",54,38,0,16
"60QB000975",47,13,0,34
"60QB000976",73,9,0,64
"60QB000977",61,6,0,55
"60QB000978",48,14,0,34
"60QB000979",45,7,0,38
"60QB000980",57,7,0,50
"60QB000981",55,12,0,43
"60QB000982",50,15,0,35
"60QB000983",49,13,0,36
"60QB000984",64,17,0,47
"60QB000985",44,18,0,26
"60QB000986",37,6,0,31
"60QB000987",84,21,0,63
"60QB000988",58,13,0,45
"60QB000989",46,14,0,32
"60QB000990",50,18,0,32
"60QB000991",46,14,0,32
"60QB000992",43,9,0,34
"60QB000993",53,13,0,40
"60QB000994",44,18,0,26
"60QB000995",53,8,0,45
"60QB000996",50,24,0,26
"60QB000997",47,19,0,28
"60QB000998",57,20,0,37
"60QB000999",79,26,0,53
