"output_area","total","pensioner","student","other"
"60QS003952",25,2,1,22
"60QS003953",49,29,1,19
"60QS003954",26,9,0,17
"60QS003955",45,7,1,37
"60QS003956",36,18,0,18
"60QS003957",30,12,3,15
"60QS003958",34,5,0,29
"60QS003959",42,8,0,34
"60QS003960",51,13,2,36
"60QS003961",54,0,22,32
"60QS003962",41,0,21,20
"60QS003963",42,5,0,37
"60QS003964",58,0,6,52
"60QS003965",35,11,0,24
"60QS003966",95,2,18,75
"60QS003967",46,0,9,37
"60QS003968",46,5,2,39
"60QS003969",66,8,1,57
"60QS003970",55,0,15,40
"60QS003971",61,1,8,52
"60QS003972",62,17,2,43
"60QS003973",61,14,0,47
"60QS003974",64,5,0,59
"60QS003975",47,7,0,40
"60QS003976",72,18,0,54
"60QS003977",66,17,0,49
"60QS003978",72,20,0,52
"60QS003979",66,8,0,58
"60QS003980",68,14,0,54
"60QS003981",59,11,0,48
"60QS003982",61,10,0,51
"60QS003983",63,15,0,48
"60QS003984",52,5,4,43
"60QS003985",33,3,3,27
"60QS003986",53,6,0,47
"60QS003987",39,5,0,34
"60QS003988",52,28,0,24
"60QS003989",47,24,0,23
"60QS003990",39,5,0,34
"60QS003991",60,3,0,57
"60QS003992",49,10,3,36
"60QS003993",47,9,2,36
"60QS003994",48,12,0,36
"60QS003995",42,5,0,37
"60QS003996",39,13,0,26
"60QS003997",53,14,0,39
"60QS003998",42,22,0,20
"60QS003999",41,22,0,19
"60QS004000",63,20,0,43
"60QS004001",60,9,0,51
"60QS004002",34,3,0,31
"60QS004003",53,4,1,48
"60QS004004",29,3,1,25
"60QS004005",95,1,10,84
"60QS004006",47,3,0,44
"60QS004007",56,9,1,46
"60QS004008",50,4,0,46
"60QS004009",44,9,0,35
"60QS004010",50,21,0,29
"60QS004011",32,8,0,24
"60QS004012",56,24,0,32
"60QS004013",50,18,0,32
"60QS004014",46,4,0,42
"60QS004015",59,7,0,52
"60QS004016",59,17,0,42
"60QS004017",60,8,0,52
"60QS004018",40,0,1,39
"60QS004019",43,4,2,37
"60QS004020",60,5,1,54
"60QS004021",52,11,0,41
"60QS004022",57,11,0,46
"60QS004023",51,12,0,39
"60QS004024",58,8,0,50
"60QS004025",49,6,0,43
"60QS004026",56,7,1,48
"60QS004027",52,9,0,43
"60QS004028",57,7,0,50
"60QS004029",51,4,1,46
"60QS004030",59,13,1,45
"60QS004031",52,2,1,49
"60QS004032",57,8,0,49
"60QS004033",49,5,0,44
"60QS004034",55,6,0,49
"60QS004035",34,8,0,26
"60QS004036",32,6,0,26
"60QS004037",56,7,0,49
"60QS004038",46,9,0,37
"60QS004039",39,16,0,23
"60QS004040",53,8,1,44
"60QS004041",58,9,1,48
"60QS004042",58,8,0,50
"60QS004043",70,13,0,57
"60QS004044",54,2,0,52
"60QS004045",45,2,0,43
"60QS004046",58,16,0,42
"60QS004047",57,14,0,43
"60QS004048",47,17,0,30
"60QS004049",47,19,0,28
"60QS004050",45,22,0,23
"60QS004051",45,22,0,23
"60QS004052",52,25,0,27
"60QS004053",48,13,0,35
"60QS004054",51,16,0,35
"60QS004055",46,15,0,31
"60QS004056",86,1,1,84
"60QS004057",61,0,0,61
"60QS004058",43,2,0,41
"60QS004059",42,3,0,39
"60QS004060",56,8,0,48
"60QS004061",59,12,0,47
"60QS004062",58,3,0,55
"60QS004063",58,15,0,43
"60QS004064",49,4,0,45
"60QS004065",54,10,0,44
"60QS004066",48,4,0,44
"60QS004067",51,4,0,47
"60QS004068",60,5,0,55
"60QS004069",47,9,0,38
"60QS004070",52,26,0,26
"60QS004071",31,11,0,20
"60QS004072",36,19,0,17
"60QS004073",55,10,0,45
"60QS004074",48,6,0,42
"60QS004075",48,9,0,39
"60QS004076",49,12,0,37
"60QS004077",48,11,0,37
"60QS004078",47,11,0,36
"60QS004079",47,7,0,40
"60QS004080",45,10,0,35
"60QS004081",45,10,0,35
"60QS004082",38,8,0,30
"60QS004083",44,12,0,32
"60QS004084",54,6,0,48
"60QS004085",49,7,0,42
"60QS004086",54,3,2,49
"60QS004087",39,2,0,37
"60QS004088",63,23,3,37
"60QS004089",72,7,2,63
"60QS004090",36,3,0,33
"60QS004091",49,17,0,32
"60QS004092",42,19,0,23
"60QS004093",42,20,0,22
"60QS004094",39,8,0,31
"60QS004095",50,11,0,39
"60QS004096",62,26,0,36
"60QS004097",30,7,0,23
"60QS004098",64,18,0,46
"60QS004099",65,24,0,41
"60QS004100",64,21,0,43
"60QS004101",64,18,0,46
"60QS004102",64,21,0,43
"60QS004103",66,17,0,49
"60QS004104",37,1,0,36
"60QS004105",53,4,0,49
"60QS004106",44,3,0,41
"60QS004107",56,3,0,53
"60QS004108",42,2,0,40
"60QS004109",43,11,0,32
"60QS004110",78,9,0,69
"60QS004111",27,7,0,20
"60QS004112",47,7,0,40
"60QS004113",53,7,0,46
"60QS004114",51,2,0,49
"60QS004115",30,0,0,30
"60QS004116",31,12,0,19
"60QS004117",55,15,0,40
"60QS004118",41,17,0,24
"60QS004119",41,12,0,29
"60QS004120",31,3,0,28
"60QS004121",58,10,0,48
"60QS004122",53,14,0,39
"60QS004123",34,4,1,29
"60QS004124",42,12,0,30
"60QS004125",45,11,0,34
"60QS004126",21,1,1,19
"60QS004127",63,2,1,60
"60QS004128",56,5,0,51
"60QS004129",33,1,0,32
"60QS004130",36,3,0,33
"60QS004131",47,5,1,41
"60QS004132",52,23,0,29
"60QS004133",32,9,0,23
"60QS004134",69,49,0,20
"60QS004135",63,47,0,16
"60QS004136",52,5,0,47
"60QS004137",43,4,0,39
"60QS004138",60,14,0,46
"60QS004139",39,11,0,28
"60QS004140",53,11,0,42
"60QS004141",60,19,0,41
"60QS004142",44,3,0,41
"60QS004143",40,9,0,31
"60QS004144",51,18,0,33
"60QS004145",32,6,0,26
"60QS004146",41,6,0,35
"60QS004147",40,5,0,35
"60QS004148",39,5,0,34
"60QS004149",42,6,0,36
"60QS004150",44,4,0,40
"60QS004151",42,3,0,39
"60QS004152",43,7,0,36
"60QS004153",38,6,0,32
"60QS004154",39,3,0,36
"60QS004155",46,6,2,38
"60QS004156",45,14,0,31
"60QS004157",50,21,0,29
"60QS004158",54,5,1,48
"60QS004159",31,4,0,27
"60QS004160",33,14,0,19
"60QS004161",50,20,0,30
"60QS004162",66,57,0,9
"60QS004163",62,46,0,16
"60QS004164",59,28,0,31
"60QS004165",53,24,0,29
"60QS004166",58,31,0,27
"60QS004167",53,21,0,32
"60QS004168",47,29,0,18
"60QS004169",37,3,0,34
"60QS004170",49,21,0,28
"60QS004171",37,18,0,19
"60QS004172",60,18,0,42
"60QS004173",39,15,0,24
"60QS004174",59,9,0,50
"60QS004175",46,8,0,38
"60QS004176",51,0,0,51
"60QS004177",56,4,0,52
"60QS004178",55,11,0,44
"60QS004179",54,17,0,37
"60QS004180",52,9,0,43
"60QS004181",48,4,1,43
"60QS004182",41,10,0,31
"60QS004183",40,9,0,31
"60QS004184",52,25,0,27
"60QS004185",45,18,0,27
"60QS004186",50,0,21,29
"60QS004187",51,0,4,47
"60QS004188",57,1,4,52
"60QS004189",57,0,4,53
"60QS004190",59,13,0,46
"60QS004191",46,5,0,41
"60QS004192",92,32,0,60
"60QS004193",84,24,1,59
"60QS004194",66,1,3,62
"60QS004195",55,1,3,51
"60QS004196",45,2,3,40
"60QS004197",56,15,4,37
"60QS004198",52,1,3,48
"60QS004199",54,2,2,50
"60QS004200",54,0,1,53
"60QS004201",115,33,0,82
"60QS004202",51,2,1,48
"60QS004203",38,0,5,33
"60QS004204",42,4,4,34
"60QS004205",62,1,4,57
"60QS004206",41,2,7,32
"60QS004207",32,3,8,21
"60QS004208",58,5,14,39
"60QS004209",66,22,14,30
"60QS004210",44,0,15,29
"60QS004211",49,2,6,41
"60QS004212",52,1,8,43
"60QS004213",58,1,0,57
"60QS004214",84,13,0,71
"60QS004215",66,11,0,55
"60QS004216",42,3,10,29
"60QS004217",61,1,3,57
"60QS004218",77,0,7,70
"60QS004219",54,7,2,45
"60QS004220",41,3,5,33
"60QS004221",65,1,7,57
"60QS004222",84,4,0,80
"60QS004223",43,11,5,27
"60QS004224",61,4,7,50
"60QS004225",44,4,7,33
"60QS004226",92,9,1,82
"60QS004227",80,0,23,57
"60QS004228",68,0,46,22
"60QS004229",41,2,2,37
"60QS004230",66,5,5,56
"60QS004231",49,6,0,43
"60QS004232",55,30,0,25
"60QS004233",54,26,0,28
"60QS004234",70,4,11,55
"60QS004235",51,2,1,48
"60QS004236",44,2,0,42
"60QS004237",38,1,3,34
"60QS004238",37,4,3,30
"60QS004239",84,6,11,67
"60QS004240",54,20,1,33
"60QS004241",45,8,0,37
"60QS004242",140,3,4,133
"60QS004243",38,0,16,22
"60QS004244",43,8,2,33
"60QS004245",64,24,0,40
"60QS004246",64,17,1,46
"60QS004247",64,19,0,45
"60QS004248",63,21,1,41
"60QS004249",62,22,0,40
"60QS004250",61,13,0,48
"60QS004251",80,38,0,42
"60QS004252",64,35,0,29
"60QS004253",69,38,0,31
"60QS004254",66,30,0,36
"60QS004255",82,4,2,76
"60QS004256",76,2,2,72
"60QS004257",36,0,2,34
"60QS004258",48,1,1,46
"60QS004259",38,2,0,36
"60QS004260",49,7,2,40
"60QS004261",53,1,1,51
"60QS004262",81,31,0,50
"60QS004263",61,9,0,52
"60QS004264",63,13,0,50
"60QS004265",92,2,8,82
"60QS004266",35,10,0,25
"60QS004267",65,0,3,62
"60QS004268",65,0,8,57
"60QS004269",46,1,2,43
"60QS004270",36,8,0,28
"60QS004271",45,8,0,37
"60QS004272",83,30,0,53
"60QS004273",29,8,0,21
"60QS004274",42,23,0,19
"60QS004275",48,22,0,26
"60QS004276",41,12,0,29
"60QS004277",86,27,0,59
"60QS004278",63,17,0,46
"60QS004279",49,8,0,41
"60QS004280",61,10,0,51
"60QS004281",57,11,0,46
"60QS004282",61,6,1,54
"60QS004283",54,0,2,52
"60QS004284",45,19,0,26
"60QS004285",42,35,0,7
"60QS004286",71,16,0,55
"60QS004287",51,10,0,41
"60QS004288",46,11,0,35
"60QS004289",48,8,0,40
"60QS004290",58,11,2,45
"60QS004291",57,41,0,16
"60QS004292",33,1,3,29
"60QS004293",77,11,3,63
"60QS004294",100,22,1,77
"60QS004295",38,6,1,31
"60QS004296",47,8,0,39
"60QS004297",53,9,2,42
"60QS004298",47,7,1,39
"60QS004299",66,12,6,48
"60QS004300",59,9,5,45
"60QS004301",62,11,0,51
"60QS004302",47,4,0,43
"60QS004303",44,10,2,32
"60QS004304",49,3,5,41
"60QS004305",63,8,1,54
"60QS004306",67,8,4,55
"60QS004307",78,5,6,67
"60QS004308",77,6,3,68
"60QS004309",63,8,2,53
"60QS004310",41,6,0,35
"60QS004311",46,19,1,26
"60QS004312",58,5,0,53
"60QS004313",52,32,0,20
"60QS004314",46,19,0,27
"60QS004315",84,8,1,75
"60QS004316",38,7,0,31
"60QS004317",45,6,2,37
"60QS004318",90,20,1,69
"60QS004319",47,12,0,35
"60QS004320",34,6,0,28
"60QS004321",82,26,0,56
"60QS004322",89,6,11,72
"60QS004323",32,3,5,24
"60QS004324",50,4,10,36
"60QS004325",65,4,5,56
"60QS004326",55,1,4,50
"60QS004327",50,3,13,34
"60QS004328",48,5,0,43
"60QS004329",35,3,0,32
"60QS004330",96,52,1,43
"60QS004331",47,5,1,41
"60QS004332",47,4,3,40
"60QS004333",56,1,3,52
"60QS004334",32,3,1,28
"60QS004335",40,1,0,39
"60QS004336",56,35,1,20
"60QS004337",35,2,0,33
"60QS004338",52,1,0,51
"60QS004339",49,8,0,41
"60QS004340",54,11,2,41
"60QS004341",29,0,1,28
"60QS004342",46,1,4,41
"60QS004343",36,11,1,24
"60QS004344",59,9,0,50
"60QS004345",59,8,0,51
"60QS004346",42,10,1,31
"60QS004347",58,4,0,54
"60QS004348",64,6,0,58
"60QS004349",36,2,0,34
"60QS004350",40,4,0,36
"60QS004351",65,15,1,49
"60QS004352",22,6,0,16
"60QS004353",36,12,0,24
"60QS004354",46,1,0,45
"60QS004355",92,18,0,74
"60QS004356",71,18,0,53
"60QS004357",44,10,0,34
"60QS004358",75,45,0,30
"60QS004359",72,42,0,30
"60QS004360",94,9,0,85
"60QS004361",101,26,1,74
"60QS004362",26,1,0,25
"60QS004363",57,19,0,38
"60QS004364",52,6,0,46
"60QS004365",62,2,1,59
"60QS004366",98,52,2,44
"60QS004367",53,5,0,48
"60QS004368",50,10,0,40
"60QS004369",25,10,0,15
"60QS004370",47,34,0,13
"60QS004371",47,46,0,1
"60QS004372",83,37,0,46
"60QS004373",40,13,0,27
"60QS004374",62,26,0,36
"60QS004375",54,17,0,37
"60QS004376",28,6,0,22
"60QS004377",55,21,0,34
"60QS004378",54,22,0,32
"60QS004379",104,21,0,83
"60QS004380",63,12,0,51
"60QS004381",27,3,0,24
"60QS004382",36,8,1,27
"60QS004383",79,7,0,72
"60QS004384",36,5,0,31
"60QS004385",79,11,0,68
"60QS004386",25,5,0,20
"60QS004387",55,23,0,32
"60QS004388",34,14,0,20
"60QS004389",47,12,0,35
"60QS004390",48,12,0,36
"60QS004391",41,13,0,28
"60QS004392",32,13,0,19
"60QS004393",91,15,0,76
"60QS004394",42,4,0,38
"60QS004395",46,6,0,40
"60QS004396",45,14,0,31
"60QS004397",41,9,0,32
"60QS004398",48,8,0,40
"60QS004399",60,12,0,48
"60QS004400",42,9,0,33
"60QS004401",56,25,0,31
"60QS004402",42,17,0,25
"60QS004403",34,7,0,27
"60QS004404",47,7,0,40
"60QS004405",40,11,0,29
"60QS004406",48,19,0,29
"60QS004407",59,8,0,51
"60QS004408",52,8,0,44
"60QS004409",29,9,0,20
"60QS004410",56,18,0,38
"60QS004411",62,12,0,50
"60QS004412",40,22,0,18
"60QS004413",51,20,0,31
"60QS004414",119,5,1,113
"60QS004415",73,3,1,69
"60QS004416",55,32,0,23
"60QS004417",29,1,0,28
"60QS004418",68,10,0,58
"60QS004419",56,9,1,46
"60QS004420",34,6,0,28
"60QS004421",73,6,2,65
"60QS004422",29,11,0,18
"60QS004423",52,13,1,38
"60QS004424",62,8,2,52
"60QS004425",52,17,0,35
"60QS004426",64,5,0,59
"60QS004427",49,36,0,13
"60QS004428",60,48,0,12
"60QS004429",60,11,0,49
"60QS004430",33,4,0,29
"60QS004431",43,7,0,36
"60QS004432",43,9,0,34
"60QS004433",24,7,1,16
"60QS004434",63,21,0,42
"60QS004435",79,17,0,62
"60QS004436",59,11,0,48
"60QS004437",48,4,0,44
"60QS004438",55,12,0,43
"60QS004439",52,1,0,51
"60QS004440",68,11,0,57
"60QS004441",49,0,0,49
"60QS004442",39,3,0,36
"60QS004443",54,5,0,49
"60QS004444",60,4,1,55
"60QS004445",51,2,0,49
"60QS004446",48,4,0,44
"60QS004447",54,7,0,47
"60QS004448",62,5,1,56
"60QS004449",38,11,0,27
"60QS004450",53,3,0,50
"60QS004451",61,0,0,61
"60QS004452",46,3,0,43
"60QS004453",70,3,0,67
"60QS004454",35,4,0,31
"60QS004455",40,5,0,35
"60QS004456",84,17,0,67
"60QS004457",27,0,0,27
"60QS004458",87,18,0,69
"60QS004459",30,7,0,23
"60QS004460",62,16,0,46
"60QS004461",59,11,0,48
"60QS004462",102,49,0,53
"60QS004463",66,13,0,53
"60QS004464",31,12,0,19
"60QS004465",49,2,0,47
"60QS004466",38,4,0,34
"60QS004467",36,9,0,27
"60QS004468",48,9,0,39
"60QS004469",59,26,0,33
"60QS004470",54,15,0,39
"60QS004471",49,10,0,39
"60QS004472",46,6,0,40
"60QS004473",42,21,0,21
"60QS004474",41,11,0,30
"60QS004475",60,3,3,54
"60QS004476",34,1,0,33
"60QS004477",32,9,0,23
"60QS004478",53,2,0,51
"60QS004479",45,8,0,37
"60QS004480",54,3,0,51
"60QS004481",47,6,0,41
"60QS004482",53,1,0,52
"60QS004483",53,4,0,49
"60QS004484",41,27,0,14
"60QS004485",41,11,0,30
"60QS004486",65,30,5,30
"60QS004487",56,27,0,29
"60QS004488",47,7,0,40
"60QS004489",34,1,1,32
"60QS004490",94,45,0,49
"60QS004491",54,1,2,51
"60QS004492",62,6,5,51
"60QS004493",46,4,4,38
"60QS004494",48,5,10,33
"60QS004495",56,8,0,48
"60QS004496",127,9,19,99
"60QS004497",73,2,14,57
"60QS004498",29,1,10,18
"60QS004499",47,1,16,30
"60QS004500",44,3,0,41
"60QS004501",47,8,2,37
"60QS004502",37,3,1,33
"60QS004503",99,35,0,64
"60QS004504",50,14,0,36
"60QS004505",50,12,0,38
"60QS004506",85,11,6,68
"60QS004507",59,7,1,51
"60QS004508",30,6,1,23
"60QS004509",29,3,1,25
"60QS004510",56,17,0,39
"60QS004511",47,30,0,17
"60QS004512",47,17,0,30
"60QS004513",132,16,0,116
"60QS004514",83,16,0,67
"60QS004515",48,9,0,39
"60QS004516",88,14,0,74
"60QS004517",60,8,0,52
"60QS004518",131,25,0,106
"60QS004519",35,3,0,32
"60QS004520",50,4,3,43
"60QS004521",35,9,0,26
"60QS004522",70,6,1,63
"60QS004523",26,8,0,18
"60QS004524",48,7,0,41
"60QS004525",34,4,0,30
"60QS004526",86,13,0,73
"60QS004527",60,11,0,49
"60QS004528",54,15,0,39
"60QS004529",47,0,0,47
"60QS004530",75,5,0,70
"60QS004531",33,7,0,26
"60QS004532",56,7,0,49
"60QS004533",53,6,0,47
"60QS004534",58,8,0,50
"60QS004535",53,8,1,44
"60QS004536",58,9,0,49
"60QS004537",56,12,0,44
"60QS004538",48,3,1,44
"60QS004539",50,13,1,36
"60QS004540",64,11,0,53
"60QS004541",43,4,1,38
"60QS004542",54,5,1,48
"60QS004543",47,3,1,43
"60QS004544",52,6,0,46
"60QS004545",82,8,0,74
"60QS004546",51,15,0,36
"60QS004547",37,28,0,9
"60QS004548",43,2,0,41
"60QS004549",69,10,1,58
"60QS004550",36,18,0,18
"60QS004551",48,11,0,37
"60QS004552",67,10,0,57
"60QS004553",37,11,0,26
"60QS004554",62,13,0,49
"60QS004555",32,15,0,17
"60QS004556",67,1,2,64
"60QS004557",55,5,0,50
"60QS004558",55,26,0,29
"60QS004559",35,2,0,33
"60QS004560",59,24,0,35
"60QS004561",52,14,0,38
"60QS004562",38,8,0,30
"60QS004563",59,12,0,47
"60QS004564",52,16,0,36
"60QS004565",75,25,0,50
"60QS004566",60,9,2,49
"60QS004567",65,9,0,56
"60QS004568",50,17,0,33
"60QS004569",41,5,1,35
"60QS004570",39,4,0,35
"60QS004571",44,3,0,41
"60QS004572",70,1,1,68
"60QS004573",44,3,0,41
"60QS004574",31,1,0,30
"60QS004575",55,2,0,53
"60QS004576",39,12,0,27
"60QS004577",54,6,0,48
"60QS004578",31,4,0,27
"60QS004579",45,5,0,40
"60QS004580",36,5,0,31
"60QS004581",35,6,0,29
"60QS004582",50,17,0,33
"60QS004583",48,23,0,25
"60QS004584",46,20,0,26
"60QS004585",59,1,0,58
"60QS004586",28,1,0,27
"60QS004587",59,13,0,46
"60QS004588",36,11,0,25
"60QS004589",45,11,0,34
"60QS004590",40,0,0,40
"60QS004591",58,0,0,58
"60QS004592",48,1,0,47
"60QS004593",57,1,0,56
"60QS004594",20,0,0,20
"60QS004595",54,0,0,54
"60QS004596",52,12,0,40
"60QS004597",65,14,0,51
"60QS004598",74,21,0,53
"60QS004599",55,18,0,37
"60QS004600",75,5,2,68
"60QS004601",44,1,0,43
"60QS004602",42,10,0,32
"60QS004603",49,2,1,46
"60QS004604",46,2,0,44
"60QS004605",39,0,0,39
"60QS004606",38,2,0,36
"60QS004607",65,1,0,64
"60QS004608",47,0,0,47
"60QS004609",42,2,0,40
"60QS004610",60,9,0,51
"60QS004611",41,1,0,40
"60QS004612",45,0,3,42
"60QS004613",51,4,1,46
"60QS004614",55,4,0,51
"60QS004615",52,3,0,49
"60QS004616",82,20,1,61
"60QS004617",75,13,0,62
"60QS004618",46,14,0,32
"60QS004619",39,2,0,37
"60QS004620",50,8,1,41
"60QS004621",41,11,0,30
"60QS004622",46,14,0,32
"60QS004623",66,25,0,41
"60QS004624",26,2,0,24
"60QS004625",48,2,0,46
"60QS004626",47,3,0,44
"60QS004627",90,43,0,47
"60QS004628",44,24,0,20
"60QS004629",38,17,0,21
"60QS004630",52,17,0,35
"60QS004631",42,19,0,23
"60QS004632",49,37,0,12
"60QS004633",54,17,0,37
"60QS004634",83,14,1,68
"60QS004635",70,30,0,40
"60QS004636",30,11,0,19
"60QS004637",42,8,0,34
"60QS004638",40,14,0,26
"60QS004639",35,10,0,25
"60QS004640",54,4,0,50
"60QS004641",52,16,0,36
"60QS004642",40,3,0,37
"60QS004643",44,14,2,28
"60QS004644",34,7,4,23
"60QS004645",61,36,0,25
"60QS004646",53,19,2,32
"60QS004647",32,11,1,20
"60QS004648",50,4,0,46
"60QS004649",64,8,0,56
"60QS004650",22,2,0,20
"60QS004651",58,7,0,51
"60QS004652",51,5,0,46
"60QS004653",50,2,1,47
"60QS004654",82,14,3,65
"60QS004655",85,9,0,76
"60QS004656",60,8,2,50
"60QS004657",64,6,2,56
"60QS004658",48,8,1,39
"60QS004659",56,6,4,46
"60QS004660",93,12,1,80
"60QS004661",31,4,0,27
"60QS004662",55,4,1,50
"60QS004663",50,4,1,45
"60QS004664",32,3,0,29
"60QS004665",35,4,1,30
"60QS004666",53,7,2,44
"60QS004667",81,23,1,57
"60QS004668",57,16,0,41
"60QS004669",44,7,0,37
"60QS004670",50,13,0,37
"60QS004671",78,5,0,73
"60QS004672",23,0,0,23
"60QS004673",49,7,0,42
"60QS004674",59,4,0,55
"60QS004675",44,6,0,38
"60QS004676",48,1,0,47
"60QS004677",38,3,0,35
"60QS004678",55,7,0,48
"60QS004679",47,10,0,37
"60QS004680",85,24,0,61
"60QS004681",55,7,0,48
"60QS004682",58,5,0,53
"60QS004683",51,20,0,31
"60QS004684",63,19,0,44
"60QS004685",48,23,0,25
"60QS004686",43,36,0,7
"60QS004687",43,13,0,30
"60QS004688",40,14,0,26
"60QS004689",26,12,0,14
"60QS004690",61,22,0,39
"60QS004691",53,3,0,50
"60QS004692",46,2,0,44
"60QS004693",51,15,0,36
"60QS004694",53,12,0,41
"60QS004695",49,4,0,45
"60QS004696",56,10,0,46
"60QS004697",42,15,0,27
"60QS004698",54,20,0,34
"60QS004699",54,2,0,52
"60QS004700",61,2,0,59
"60QS004701",99,22,0,77
"60QS004702",45,16,0,29
"60QS004703",39,2,0,37
"60QS004704",58,19,0,39
"60QS004705",32,8,0,24
"60QS004706",37,9,0,28
"60QS004707",73,12,0,61
"60QS004708",65,1,1,63
"60QS004709",53,4,0,49
"60QS004710",46,3,0,43
"60QS004711",38,5,0,33
"60QS004712",62,4,0,58
"60QS004713",47,9,0,38
"60QS004714",44,15,0,29
"60QS004715",52,14,0,38
"60QS004716",55,11,0,44
"60QS004717",35,4,0,31
"60QS004718",45,7,0,38
"60QS004719",40,17,0,23
"60QS004720",56,30,0,26
"60QS004721",33,16,0,17
"60QS004722",28,9,0,19
"60QS004723",64,14,0,50
"60QS004724",65,19,0,46
"60QS004725",46,7,0,39
"60QS004726",47,14,0,33
"60QS004727",48,19,0,29
"60QS004728",36,10,0,26
"60QS004729",62,29,0,33
"60QS004730",33,7,0,26
"60QS004731",43,15,0,28
"60QS004732",43,1,0,42
"60QS004733",62,8,0,54
"60QS004734",36,9,0,27
"60QS004735",48,4,0,44
"60QS004736",45,6,0,39
"60QS004737",34,17,0,17
"60QS004738",48,10,0,38
"60QS004739",53,12,0,41
"60QS004740",28,0,0,28
"60QS004741",47,2,0,45
"60QS004742",54,4,0,50
"60QS004743",39,22,0,17
"60QS004744",42,30,0,12
"60QS004745",39,13,0,26
"60QS004746",65,27,0,38
"60QS004747",25,0,0,25
"60QS004748",57,18,0,39
"60QS004749",50,26,0,24
"60QS004750",33,17,0,16
"60QS004751",41,18,0,23
"60QS004752",48,23,0,25
"60QS004753",57,0,0,57
"60QS004754",52,5,0,47
"60QS004755",48,1,0,47
"60QS004756",50,1,0,49
"60QS004757",37,0,0,37
"60QS004758",89,8,0,81
"60QS004759",92,22,0,70
"60QS004760",55,3,0,52
"60QS004761",49,3,0,46
"60QS004762",36,9,0,27
"60QS004763",51,6,0,45
"60QS004764",42,0,0,42
"60QS004765",50,0,0,50
"60QS004766",56,6,0,50
"60QS004767",32,2,0,30
"60QS004768",41,8,1,32
"60QS004769",58,0,0,58
"60QS004770",42,0,0,42
"60QS004771",35,1,0,34
"60QS004772",83,22,0,61
"60QS004773",46,7,0,39
"60QS004774",35,4,0,31
"60QS004775",68,2,0,66
"60QS004776",54,1,0,53
"60QS004777",62,8,0,54
"60QS004778",43,5,0,38
"60QS004779",70,8,2,60
"60QS004780",28,2,1,25
"60QS004781",51,7,1,43
"60QS004782",67,13,0,54
"60QS004783",54,6,3,45
"60QS004784",43,0,3,40
"60QS004785",56,4,0,52
"60QS004786",38,3,0,35
"60QS004787",75,35,0,40
"60QS004788",70,8,0,62
"60QS004789",43,10,0,33
"60QS004790",57,8,0,49
"60QS004791",82,19,0,63
"60QS004792",63,16,0,47
"60QS004793",46,8,0,38
"60QS004794",59,21,0,38
"60QS004795",38,7,0,31
"60QS004796",63,3,0,60
"60QS004797",31,6,0,25
"60QS004798",38,21,0,17
"60QS004799",49,4,0,45
"60QS004800",34,6,1,27
"60QS004801",82,20,1,61
"60QS004802",57,13,0,44
"60QS004803",52,27,0,25
"60QS004804",32,10,0,22
"60QS004805",65,10,1,54
"60QS004806",57,4,1,52
"60QS004807",43,3,0,40
"60QS004808",48,4,1,43
"60QS004809",44,5,1,38
"60QS004810",56,0,0,56
"60QS004811",47,3,0,44
"60QS004812",41,4,0,37
"60QS004813",44,1,1,42
"60QS004814",45,6,0,39
"60QS004815",70,36,0,34
"60QS004816",26,7,0,19
"60QS004817",40,3,0,37
"60QS004818",50,4,0,46
"60QS004819",31,3,0,28
"60QS004820",88,6,0,82
"60QS004821",55,8,0,47
"60QS004822",29,3,0,26
"60QS004823",47,3,0,44
"60QS004824",35,5,0,30
"60QS004825",38,15,0,23
"60QS004826",58,20,1,37
"60QS004827",82,21,0,61
"60QS004828",43,10,0,33
"60QS004829",50,22,0,28
"60QS004830",98,19,0,79
"60QS004831",85,31,0,54
"60QS004832",59,6,0,53
"60QS004833",51,5,0,46
"60QS004834",67,11,0,56
"60QS004835",38,12,0,26
"60QS004836",28,6,0,22
"60QS004837",60,25,0,35
"60QS004838",40,3,1,36
"60QS004839",70,9,1,60
"60QS004840",46,3,1,42
"60QS004841",51,2,0,49
"60QS004842",29,1,1,27
"60QS004843",62,4,0,58
"60QS004844",101,47,1,53
"60QS004845",113,10,0,103
"60QS004846",71,7,0,64
"60QS004847",34,6,0,28
"60QS004848",52,3,0,49
"60QS004849",30,0,0,30
"60QS004850",48,8,0,40
"60QS004851",44,34,0,10
"60QS004852",86,23,0,63
"60QS004853",90,48,0,42
"60QS004854",65,11,0,54
"60QS004855",21,1,0,20
"60QS004856",51,8,0,43
"60QS004857",32,4,0,28
"60QS004858",90,47,0,43
"60QS004859",58,6,0,52
"60QS004860",65,14,0,51
"60QS004861",78,9,0,69
"60QS004862",44,7,0,37
"60QS004863",39,8,0,31
"60QS004864",65,12,0,53
"60QS004865",44,9,0,35
"60QS004866",30,6,0,24
"60QS004867",66,22,0,44
"60QS004868",60,2,0,58
"60QS004869",33,9,0,24
"60QS004870",48,26,0,22
"60QS004871",39,13,0,26
"60QS004872",31,4,0,27
"60QS004873",68,11,0,57
"60QS004874",38,4,0,34
"60QS004875",60,13,0,47
"60QS004876",58,32,0,26
"60QS004877",53,30,0,23
"60QS004878",64,16,0,48
"60QS004879",50,13,0,37
"60QS004880",78,13,0,65
"60QS004881",55,7,0,48
"60QS004882",39,2,0,37
"60QS004883",47,6,0,41
