"output_area","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"60QB000928",89,54,0,0,0,31,4
"60QB000929",98,63,2,0,0,24,9
"60QB000930",198,127,3,0,0,57,11
"60QB000931",169,94,1,1,0,60,13
"60QB000932",178,109,3,0,0,55,11
"60QB000933",93,59,3,0,0,28,3
"60QB000934",154,60,1,0,0,85,8
"60QB000935",106,55,0,0,0,46,5
"60QB000936",146,88,1,0,0,47,10
"60QB000937",95,58,1,0,0,33,3
"60QB000938",144,99,1,0,0,41,3
"60QB000939",121,71,4,0,0,35,11
"60QB000940",98,64,0,0,0,34,0
"60QB000941",207,141,2,0,0,53,11
"60QB000942",193,87,8,0,0,91,7
"60QB000943",174,90,8,0,0,60,16
"60QB000944",177,89,3,0,0,73,12
"60QB000945",135,104,3,0,0,22,6
"60QB000946",90,61,0,0,0,25,4
"60QB000947",93,50,2,0,0,40,1
"60QB000948",94,75,2,0,0,15,2
"60QB000949",110,79,1,1,0,26,3
"60QB000950",98,61,3,0,0,34,0
"60QB000951",249,165,3,0,0,65,16
"60QB000952",138,63,10,0,0,55,10
"60QB000953",124,85,2,0,0,36,1
"60QB000954",91,46,1,0,0,43,1
"60QB000955",143,56,12,0,0,66,9
"60QB000956",137,78,1,0,0,56,2
"60QB000957",182,110,6,1,0,59,6
"60QB000958",141,73,2,0,1,54,11
"60QB000959",150,62,6,0,0,72,10
"60QB000960",109,70,2,0,0,34,3
"60QB000961",92,51,1,0,0,36,4
"60QB000962",112,64,1,0,0,47,0
"60QB000963",107,72,0,0,0,34,1
"60QB000964",89,40,2,0,0,39,8
"60QB000965",107,61,0,0,0,40,6
"60QB000966",99,72,3,0,0,19,5
"60QB000967",153,75,4,0,0,66,8
"60QB000968",115,57,4,0,0,47,7
"60QB000969",85,42,1,0,0,38,4
"60QB000970",64,52,1,0,0,9,2
"60QB000971",77,39,2,0,0,32,4
"60QB000972",118,44,6,0,0,60,8
"60QB000973",137,92,1,0,0,41,3
"60QB000974",78,53,2,0,0,21,2
"60QB000975",108,68,1,0,0,34,5
"60QB000976",193,119,2,0,0,61,11
"60QB000977",170,88,3,0,0,72,7
"60QB000978",114,84,1,0,0,20,9
"60QB000979",98,59,6,0,0,31,2
"60QB000980",147,49,10,0,0,85,3
"60QB000981",115,58,0,0,0,52,5
"60QB000982",92,51,1,0,0,35,5
"60QB000983",97,53,5,0,0,32,7
"60QB000984",152,74,3,0,0,68,7
"60QB000985",94,59,5,0,0,22,8
"60QB000986",105,73,2,0,0,29,1
"60QB000987",174,77,1,0,0,85,11
"60QB000988",122,61,3,0,0,54,4
"60QB000989",114,87,1,0,0,23,3
"60QB000990",110,61,3,0,0,45,1
"60QB000991",102,64,0,0,0,37,1
"60QB000992",117,66,1,0,0,44,6
"60QB000993",106,41,1,0,0,59,5
"60QB000994",100,68,1,0,1,24,6
"60QB000995",130,83,0,0,0,43,4
"60QB000996",104,61,2,0,0,32,9
"60QB000997",110,79,0,0,0,28,3
"60QB000998",123,65,1,0,0,44,13
"60QB000999",179,108,2,0,0,66,3
"60QB001000",125,89,1,0,0,33,2
"60QB001001",68,42,0,0,0,24,2
"60QB001002",107,64,2,0,0,32,9
"60QB001003",73,48,0,0,0,21,4
"60QB001004",125,74,3,0,0,28,20
"60QB001005",198,102,10,0,0,68,18
"60QB001006",94,80,0,0,0,10,4
"60QB001007",102,71,7,0,0,23,1
"60QB001008",81,56,1,0,0,22,2
"60QB001009",89,49,3,0,0,31,6
"60QB001010",107,54,3,0,0,48,2
"60QB001011",115,64,2,0,1,37,11
"60QB001012",136,82,2,0,0,51,1
"60QB001013",80,49,0,0,0,25,6
"60QB001014",110,74,1,1,0,31,3
"60QB001015",120,80,2,0,0,32,6
"60QB001016",89,61,2,0,0,21,5
"60QB001017",115,68,2,0,0,39,6
"60QB001018",156,93,6,0,0,43,14
"60QB001019",144,97,3,0,0,41,3
"60QB001020",104,73,0,0,0,23,8
"60QB001021",114,79,0,0,0,34,1
"60QB001022",162,80,0,0,0,69,13
"60QB001023",123,66,0,0,0,51,6
"60QB001024",183,97,5,0,0,70,11
"60QB001025",189,79,2,0,0,97,11
"60QB001026",163,63,2,0,0,87,11
"60QB001027",101,17,1,0,0,72,11
"60QB001028",207,77,2,0,0,123,5
"60QB001029",110,71,0,0,0,32,7
"60QB001030",101,74,0,0,0,27,0
"60QB001031",147,109,1,0,0,36,1
"60QB001032",83,58,0,0,0,21,4
"60QB001033",115,70,0,0,0,43,2
"60QB001034",145,98,3,0,0,37,7
"60QB001035",200,136,4,0,0,49,11
"60QB001036",183,111,0,0,0,62,10
"60QB001037",132,84,4,0,0,41,3
"60QB001038",75,47,2,0,0,23,3
"60QB001039",175,105,1,0,0,64,5
"60QB001040",90,56,2,0,0,24,8
"60QB001041",117,87,4,0,0,24,2
"60QB001042",71,39,0,0,0,27,5
"60QB001043",141,100,2,0,0,32,7
"60QB001044",172,63,5,0,0,95,9
"60QB001045",121,46,2,0,0,61,12
"60QB001046",111,58,3,0,0,37,13
"60QB001047",124,75,3,0,0,42,4
"60QB001048",139,78,0,0,0,54,7
"60QB001049",226,91,8,0,0,113,14
"60QB001050",87,45,1,0,0,39,2
"60QB001051",156,96,2,0,0,48,10
"60QB001052",123,69,3,0,0,37,14
"60QB001053",55,13,3,0,0,23,16
"60QB001054",138,71,0,0,0,62,5
"60QB001055",100,47,1,0,0,36,16
"60QB001056",119,34,8,0,0,58,19
"60QB001057",122,32,4,0,0,70,16
"60QB001058",81,10,1,0,0,30,40
"60QB001059",133,29,2,0,0,83,19
"60QB001060",95,31,2,0,0,38,24
"60QB001061",145,82,1,0,0,52,10
"60QB001062",159,103,3,0,0,48,5
"60QB001063",127,94,3,0,0,23,7
"60QB001064",102,46,2,0,0,42,12
"60QB001065",55,18,3,0,0,25,9
"60QB001066",157,77,6,0,0,64,10
"60QB001067",132,31,4,0,0,80,17
"60QB001068",60,53,1,0,0,5,1
"60QB001069",66,24,4,0,0,28,10
"60QB001070",109,64,3,0,0,38,4
"60QB001071",135,63,4,0,0,56,12
"60QB001072",78,41,4,0,0,24,9
"60QB001073",84,47,2,0,0,33,2
"60QB001074",162,113,0,0,0,43,6
"60QB001075",90,60,1,0,0,24,5
"60QB001076",70,36,1,0,0,25,8
"60QB001077",150,92,3,0,0,45,10
"60QB001078",168,128,2,0,0,32,6
"60QB001079",86,60,2,0,0,20,4
"60QB001080",141,69,4,0,0,63,5
"60QB001081",173,110,5,0,0,45,13
"60QB001082",161,101,3,0,0,53,4
"60QB001083",130,63,1,0,0,62,4
"60QB001084",165,91,3,0,0,62,9
"60QB001085",134,72,7,0,0,51,4
"60QB001086",56,29,1,0,1,24,1
"60QB001087",58,42,0,0,0,11,5
"60QB001088",81,60,0,0,0,19,2
"60QB001089",187,123,2,0,0,49,13
"60QB001090",167,109,1,0,0,46,11
"60QB001091",153,107,3,0,0,34,9
"60QB001092",110,79,3,0,0,24,4
"60QB001093",113,67,0,0,0,41,5
"60QB001094",245,167,2,0,0,67,9
"60QB001095",185,135,1,0,0,48,1
"60QB001096",124,85,0,1,0,32,6
"60QB001097",100,72,1,0,0,24,3
"60QB001098",100,51,3,0,0,40,6
"60QB001099",132,96,4,0,0,27,5
"60QB001100",196,108,3,0,0,73,12
"60QB001101",132,48,0,0,0,71,13
"60QB001102",135,113,0,0,0,16,6
"60QB001103",98,55,3,0,0,39,1
"60QB001104",145,94,1,0,0,47,3
"60QB001105",90,41,2,0,0,39,8
"60QB001106",69,51,1,0,1,13,3
"60QB001107",62,36,15,0,0,4,7
"60QB001108",134,76,2,0,0,47,9
"60QB001109",94,54,3,0,0,29,8
"60QB001110",76,54,5,0,0,16,1
"60QB001111",55,30,3,0,0,20,2
"60QB001112",209,111,14,0,3,75,6
"60QB001113",136,83,3,0,0,41,9
"60QB001114",233,111,17,0,0,94,11
"60QB001115",110,48,15,0,0,41,6
"60QB001116",143,66,8,0,3,53,13
"60QB001117",67,43,4,0,0,14,6
"60QB001118",93,67,3,0,0,19,4
"60QB001119",64,43,7,0,0,14,0
"60QB001120",104,61,1,1,0,34,7
"60QB001121",54,41,1,0,0,10,2
"60QB001122",74,42,1,0,0,28,3
"60QB001123",105,65,6,0,0,33,1
"60QB001124",227,126,18,0,0,72,11
"60QB001125",147,89,1,1,0,53,3
"60QB001126",110,58,2,0,0,45,5
"60QB001127",150,105,10,0,0,34,1
"60QB001128",58,24,4,0,0,24,6
"60QB001129",64,31,0,0,0,30,3
"60QB001130",125,75,0,0,0,47,3
"60QB001131",133,78,12,0,0,39,4
"60QB001132",89,61,1,0,0,27,0
"60QB001133",143,99,7,0,0,31,6
"60QB001134",60,41,1,0,0,17,1
"60QB001135",89,41,10,0,0,36,2
"60QB001136",74,48,6,0,0,18,2
"60QB001137",164,69,2,0,0,85,8
"60QB001138",123,70,5,0,4,41,3
"60QB001139",75,59,1,0,0,12,3
"60QB001140",142,101,0,0,0,35,6
"60QB001141",189,136,4,0,1,42,6
"60QB001142",57,27,1,0,0,23,6
"60QB001143",139,76,1,0,0,56,6
"60QB001144",145,74,6,0,0,57,8
"60QB001145",101,70,1,0,0,28,2
"60QB001146",117,75,1,0,0,36,5
"60QB001147",137,64,5,0,0,59,9
"60QB001148",92,52,3,0,0,35,2
"60QB001149",87,59,9,0,0,18,1
"60QB001150",125,72,12,2,1,29,9
"60QB001151",119,94,9,0,0,16,0
"60QB001152",121,92,5,0,0,21,3
"60QB001153",109,77,3,0,0,26,3
"60QB001154",108,68,1,0,0,38,1
"60QB001155",88,66,2,0,0,14,6
"60QB001156",64,24,11,0,0,25,4
"60QB001157",194,92,10,0,0,81,11
"60QB001158",92,46,0,0,0,42,4
"60QB001159",66,38,2,0,0,20,6
"60QB001160",109,51,1,0,5,49,3
"60QB001161",119,45,6,0,0,63,5
"60QB001162",73,48,1,0,0,21,3
"60QB001163",91,70,2,0,0,13,6
"60QB001164",82,62,2,0,0,18,0
"60QB001165",85,59,2,0,0,20,4
"60QB001166",177,118,4,0,0,51,4
"60QB001167",195,105,3,0,0,77,10
"60QB001168",90,64,2,0,0,19,5
"60QB001169",67,36,0,0,0,29,2
"60QB001170",81,56,1,0,0,24,0
"60QB001171",122,84,8,0,0,25,5
"60QB001172",62,40,0,0,0,20,2
"60QB001173",97,53,1,0,0,42,1
"60QB001174",88,38,4,0,0,41,5
"60QB001175",66,23,4,0,0,34,5
"60QB001176",67,29,1,0,0,31,6
"60QB001177",110,86,4,0,0,15,5
"60QB001178",96,57,3,0,0,30,6
"60QB001179",122,61,6,0,0,48,7
"60QB001180",88,56,0,0,0,30,2
"60QB001181",73,34,4,0,0,34,1
"60QB001182",65,37,1,0,0,21,6
"60QB001183",56,31,0,0,0,21,4
"60QB001184",92,49,6,0,0,27,10
"60QB001185",141,82,3,0,0,50,6
"60QB001186",154,104,2,0,0,39,9
"60QB001187",126,78,0,0,0,41,7
"60QB001188",51,36,0,0,0,15,0
"60QB001189",90,47,1,0,0,35,7
"60QB001190",165,96,1,0,0,60,8
"60QB001191",55,24,4,0,0,25,2
"60QB001192",61,39,3,0,0,16,3
"60QB001193",171,108,7,0,0,48,8
"60QB001194",117,82,8,0,0,26,1
"60QB001195",112,56,9,0,0,40,7
"60QB001196",61,45,0,0,0,16,0
"60QB001197",69,38,3,0,0,21,7
"60QB001198",122,79,1,0,0,36,6
"60QB001199",77,35,0,0,0,37,5
"60QB001200",124,76,3,0,0,43,2
"60QB001201",52,36,0,0,0,12,4
"60QB001202",87,60,1,0,0,25,1
"60QB001203",85,62,5,0,0,16,2
"60QB001204",167,80,6,0,0,74,7
"60QB001205",158,104,1,0,0,37,16
"60QB001206",85,57,1,0,0,24,3
"60QB001207",141,100,1,0,0,36,4
"60QB001208",134,63,0,0,0,63,8
"60QB001209",124,66,0,0,0,54,4
"60QB001210",147,78,3,0,0,61,5
"60QB001211",64,30,8,0,0,26,0
"60QB001212",141,90,4,0,0,42,5
"60QB001213",111,73,0,0,0,35,3
"60QB001214",87,59,1,0,0,26,1
"60QB001215",132,69,8,0,0,51,4
"60QB001216",86,46,3,0,0,34,3
"60QB001217",88,44,7,0,0,28,9
"60QB001218",106,64,3,0,0,34,5
"60QB001219",85,44,13,0,0,21,7
"60QB001220",119,59,8,0,0,45,7
"60QB001221",85,44,9,0,0,27,5
"60QB001222",127,72,4,0,0,49,2
"60QB001223",102,58,3,0,0,34,7
"60QB001224",152,79,7,0,0,61,5
"60QB001225",164,77,2,0,0,84,1
"60QB001226",88,59,2,0,0,24,3
"60QB001227",130,76,3,0,0,48,3
"60QB001228",143,72,3,0,0,62,6
"60QB001229",131,81,2,1,0,43,4
"60QB001230",125,72,1,0,0,48,4
"60QB001231",132,65,7,0,0,55,5
"60QB001232",108,66,0,0,0,35,7
"60QB001233",112,64,5,0,0,37,6
"60QB001234",209,119,0,0,1,82,7
"60QB001235",93,51,0,0,0,37,5
"60QB001236",154,76,5,0,0,67,6
"60QB001237",97,46,4,0,0,43,4
"60QB001238",100,49,2,0,2,36,11
"60QB001239",165,96,6,0,0,58,5
"60QB001240",160,95,2,0,0,55,8
"60QB001241",140,71,9,0,0,51,9
"60QB001242",98,57,1,0,0,30,10
"60QB001243",68,39,0,0,0,25,4
"60QB001244",152,67,4,0,0,75,6
"60QB001245",85,44,9,0,0,28,4
"60QB001246",143,73,3,0,0,57,10
"60QB001247",215,134,8,0,0,66,7
"60QB001248",195,135,1,0,0,47,12
"60QB001249",184,88,6,0,0,81,9
"60QB001250",140,72,1,0,0,59,8
"60QB001251",173,101,23,0,0,49,0
"60QB001252",101,60,8,0,0,28,5
"60QB001253",113,66,2,0,0,39,6
"60QB001254",51,22,5,0,0,22,2
"60QB001255",135,72,13,0,0,42,8
"60QB001256",137,86,3,0,0,38,10
"60QB001257",123,74,0,0,0,44,5
"60QB001258",129,87,3,0,0,31,8
"60QB001259",98,63,3,0,0,23,9
"60QB001260",105,64,6,0,0,29,6
"60QB001261",95,65,6,0,0,16,8
"60QB001262",101,52,3,0,0,34,12
"60QB001263",106,49,3,0,0,45,9
"60QB001264",98,59,3,0,0,28,8
"60QB001265",88,48,10,0,0,28,2
"60QB001266",72,32,0,0,0,34,6
"60QB001267",77,41,6,0,0,18,12
"60QB001268",75,42,9,0,0,22,2
"60QB001269",195,110,8,0,0,60,17
"60QB001270",88,48,8,0,0,27,5
"60QB001271",65,23,6,0,0,28,8
"60QB001272",110,60,0,0,0,44,6
"60QB001273",135,73,16,0,0,43,3
"60QB001274",67,43,7,0,0,12,5
"60QB001275",200,119,4,0,0,60,17
"60QB001276",150,86,1,0,0,53,10
"60QB001277",103,68,2,0,0,29,4
"60QB001278",113,76,3,0,0,29,5
"60QB001279",132,78,8,0,0,40,6
"60QB001280",76,41,1,0,0,22,12
"60QB001281",133,77,0,0,0,44,12
"60QB001282",76,46,0,0,0,27,3
"60QB001283",60,35,2,0,1,20,2
"60QB001284",150,86,10,0,0,54,0
"60QB001285",71,50,2,0,0,14,5
"60QB001286",214,131,14,1,0,67,1
"60QB001287",106,63,1,0,0,36,6
"60QB001288",107,71,6,0,0,25,5
"60QB001289",115,52,5,0,3,50,5
"60QB001290",74,40,3,0,0,28,3
"60QB001291",204,117,9,0,0,45,33
"60QB001292",78,38,3,0,0,32,5
"60QB001293",79,39,3,0,0,34,3
"60QB001294",93,61,5,0,0,24,3
"60QB001295",96,50,19,0,1,24,2
"60QB001296",98,60,3,0,0,29,6
"60QB001297",131,97,4,0,1,27,2
"60QB001298",116,68,2,0,0,42,4
"60QB001299",85,60,1,0,0,22,2
"60QB001300",120,64,2,0,0,51,3
"60QB001301",95,68,5,0,0,21,1
"60QB001302",98,45,12,0,0,34,7
"60QB001303",200,121,9,0,0,69,1
"60QB001304",199,109,8,0,0,78,4
"60QB001305",96,48,3,0,0,38,7
"60QB001306",71,35,1,0,0,34,1
"60QB001307",149,66,5,0,0,71,7
"60QB001308",89,55,3,0,0,25,6
"60QB001309",133,69,4,0,0,57,3
"60QB001310",98,60,1,0,0,28,9
"60QB001311",184,92,5,0,0,70,17
"60QB001312",165,103,11,0,0,44,7
"60QB001313",103,60,4,0,0,38,1
"60QB001314",77,29,1,0,0,40,7
"60QB001315",243,115,0,0,0,113,15
"60QB001316",226,84,1,0,0,116,25
"60QB001317",74,29,0,0,0,44,1
"60QB001318",102,53,4,0,0,42,3
"60QB001319",179,68,9,0,1,94,7
"60QB001320",150,90,3,0,1,50,6
"60QB001321",118,38,2,0,0,67,11
"60QB001322",174,136,0,0,0,34,4
"60QB001323",101,69,0,0,0,20,12
"60QB001324",112,53,5,0,0,42,12
"60QB001325",202,138,9,0,0,46,9
"60QB001326",93,64,3,0,0,21,5
"60QB001327",95,59,5,0,0,30,1
"60QB001328",152,101,10,0,0,36,5
"60QB001329",104,70,2,0,0,29,3
"60QB001330",170,104,10,0,0,46,10
"60QB001331",77,25,0,0,0,41,11
"60QB001332",153,62,11,0,0,70,10
"60QB001333",86,63,1,0,0,19,3
"60QB001334",123,71,4,0,0,39,9
"60QB001335",104,48,5,0,0,43,8
"60QB001336",153,109,2,0,0,39,3
"60QB001337",165,91,8,0,0,51,15
"60QB001338",130,61,5,0,0,53,11
"60QB001339",119,83,2,0,1,30,3
"60QB001340",131,77,0,0,0,51,3
"60QB001341",116,65,5,0,0,46,0
"60QB001342",122,73,1,0,0,42,6
"60QB001343",109,62,2,0,0,36,9
"60QB001344",83,41,2,0,1,33,6
"60QB001345",103,59,4,0,0,32,8
"60QB001346",133,64,2,0,0,59,8
"60QB001347",144,81,6,0,0,43,14
"60QB001348",127,71,6,0,0,46,4
"60QB001349",106,63,0,0,0,39,4
"60QB001350",136,71,11,0,0,48,6
"60QB001351",176,92,6,0,0,76,2
"60QB001352",128,56,2,0,0,61,9
"60QB001353",106,55,8,0,0,39,4
"60QB001354",162,96,2,0,0,55,9
"60QB001355",59,21,1,0,0,33,4
"60QB001356",136,95,1,0,0,40,0
"60QB001357",103,75,1,0,0,26,1
"60QB001358",57,33,6,0,0,14,4
"60QB001359",112,65,6,0,0,34,7
"60QB001360",127,77,8,0,0,35,7
"60QB001361",144,73,7,0,0,52,12
"60QB001362",93,52,3,0,0,33,5
"60QB001363",106,62,0,0,0,38,6
"60QB001364",178,110,1,0,0,58,9
"60QB001365",74,39,3,0,0,25,7
"60QB001366",165,106,2,0,0,54,3
"60QB001367",72,65,0,0,0,6,1
"60QB001368",128,95,3,0,0,25,5
"60QB001369",121,63,1,0,0,51,6
"60QB001370",126,66,0,0,0,48,12
"60QB001371",96,64,4,0,0,28,0
"60QB001372",116,62,5,0,0,44,5
"60QB001373",117,57,8,0,0,44,8
"60QB001374",167,88,8,0,0,70,1
"60QB001375",68,43,3,0,0,17,5
"60QB001376",100,58,3,0,0,28,11
"60QB001377",157,81,6,0,0,63,7
"60QB001378",122,70,3,0,0,47,2
"60QB001379",121,86,1,0,0,27,7
"60QB001380",113,64,2,0,0,43,4
"60QB001381",217,116,7,0,0,81,13
"60QB001382",209,101,8,0,0,91,9
"60QB001383",56,36,1,0,0,17,2
"60QB001384",116,70,3,0,0,32,11
"60QB001385",74,46,1,1,0,25,1
"60QB001386",87,45,2,0,0,34,6
"60QB001387",138,77,5,0,0,44,12
"60QB001388",95,71,1,0,0,22,1
"60QB001389",109,66,4,0,0,35,4
"60QB001390",104,69,2,0,0,28,5
"60QB001391",95,49,5,0,0,37,4
"60QB001392",125,50,2,0,0,60,13
"60QB001393",121,77,2,0,0,38,4
"60QB001394",118,33,12,0,0,56,17
"60QB001395",99,54,4,0,0,41,0
"60QB001396",119,66,7,0,5,31,10
"60QB001397",161,84,10,0,0,48,19
"60QB001398",134,65,3,0,1,54,11
"60QB001399",158,95,9,0,0,45,9
"60QB001400",111,61,14,0,0,30,6
"60QB001401",182,133,1,0,0,35,13
"60QB001402",106,71,3,0,0,29,3
"60QB001403",156,93,6,0,0,54,3
"60QB001404",64,55,3,0,0,6,0
"60QB001405",140,110,10,0,0,14,6
"60QB001406",104,58,0,1,1,42,2
"60QB001407",269,131,21,0,0,82,35
"60QB001408",116,84,2,0,0,23,7
"60QB001409",111,66,1,0,0,42,2
"60QB001410",183,112,18,0,0,49,4
"60QB001411",107,53,8,0,0,33,13
"60QB001412",93,63,3,0,0,25,2
"60QB001413",200,155,1,0,0,36,8
"60QB001414",132,82,4,0,0,34,12
"60QB001415",164,126,2,0,0,34,2
"60QB001416",90,55,8,0,0,22,5
"60QB001417",86,58,0,0,0,24,4
"60QB001418",101,62,2,0,0,34,3
"60QB001419",126,74,0,0,0,46,6
"60QB001420",232,121,20,0,0,83,8
"60QB001421",109,62,8,0,0,35,4
"60QB001422",142,74,19,0,1,46,2
"60QB001423",121,79,2,0,0,38,2
"60QB001424",112,63,5,0,0,35,9
"60QB001425",88,51,3,0,0,31,3
"60QB001426",117,66,9,0,0,36,6
"60QB001427",189,116,8,0,0,57,8
"60QB001428",210,133,7,0,0,64,6
"60QB001429",137,81,7,0,0,40,9
"60QB001430",144,91,12,0,0,26,15
"60QB001431",89,39,2,0,0,41,7
"60QB001432",105,44,6,0,0,34,21
"60QB001433",103,57,5,0,0,25,16
"60QB001434",161,91,13,0,0,44,13
"60QB001435",96,35,6,0,0,47,8
"60QB001436",106,43,3,0,1,47,12
"60QB001437",173,99,9,0,0,56,9
"60QB001438",225,135,14,0,0,73,3
"60QB001439",56,32,5,0,0,18,1
"60QB001440",93,59,5,0,0,25,4
"60QB001441",95,48,5,0,0,40,2
"60QB001442",160,103,9,0,0,46,2
"60QB001443",118,39,1,0,0,69,9
"60QB001444",95,71,1,0,0,21,2
"60QB001445",118,73,1,0,0,41,3
"60QB001446",61,33,7,0,0,20,1
"60QB001447",260,111,15,0,1,122,11
"60QB001448",80,12,4,0,0,62,2
"60QB001449",167,73,8,0,0,77,9
"60QB001450",101,52,7,0,0,33,9
"60QB001451",154,99,0,0,0,49,6
"60QB001452",61,44,1,0,0,11,5
"60QB001453",192,122,3,0,0,62,5
"60QB001454",130,104,3,0,0,21,2
"60QB001455",113,75,10,0,0,21,7
"60QB001456",211,126,21,0,0,59,5
"60QB001457",52,37,1,0,0,9,5
"60QB001458",104,54,1,0,0,47,2
"60QB001459",79,46,1,0,0,31,1
"60QB001460",135,64,24,0,1,40,6
"60QB001461",218,138,27,0,0,45,8
"60QB001462",159,82,17,0,0,57,3
"60QB001463",141,85,23,0,0,32,1
"60QB001464",220,130,7,0,0,75,8
"60QB001465",141,68,12,0,0,59,2
"60QB001466",88,54,3,0,0,28,3
"60QB001467",147,85,4,0,0,49,9
"60QB001468",134,77,9,0,0,44,4
"60QB001469",150,69,14,0,0,60,7
"60QB001470",114,74,1,0,0,34,5
"60QB001471",203,105,10,0,0,79,9
"60QB001472",88,50,6,0,0,25,7
"60QB001473",206,98,10,0,0,94,4
"60QB001474",118,70,9,0,0,33,6
"60QB001475",221,90,10,0,0,114,7
"60QB001476",112,51,13,0,0,48,0
"60QB001477",220,146,9,0,0,56,9
"60QB001478",198,130,7,1,0,43,17
"60QB001479",99,69,1,0,0,28,1
"60QB001480",162,86,3,0,1,65,7
"60QB001481",167,83,10,0,0,65,9
"60QB001482",71,37,4,0,4,25,1
"60QB001483",149,106,3,0,0,28,12
"60QB001484",123,64,4,0,0,53,2
"60QB001485",186,95,8,0,0,76,7
"60QB001486",85,48,3,0,0,30,4
"60QB001487",92,62,0,0,0,28,2
"60QB001488",134,95,9,0,0,25,5
"60QB001489",55,35,0,0,0,14,6
"60QB001490",123,73,2,0,2,46,0
"60QB001491",104,65,0,0,0,33,6
"60QB001492",133,72,5,0,0,50,6
"60QB001493",105,59,3,0,0,39,4
"60QB001494",219,110,11,0,0,91,7
"60QB001495",87,50,2,0,0,34,1
"60QB001496",136,80,9,0,0,43,4
"60QB001497",191,93,20,0,0,76,2
"60QB001498",87,42,13,0,0,32,0
"60QB001499",205,105,12,0,0,80,8
"60QB001500",173,99,10,0,0,59,5
"60QB001501",151,62,6,0,0,79,4
"60QB001502",53,33,1,0,0,10,9
"60QB001503",122,60,1,0,0,43,18
"60QB001504",171,77,5,0,0,82,7
"60QB001505",74,32,0,0,0,32,10
"60QB001506",102,57,1,0,0,34,10
"60QB001507",144,88,9,0,0,44,3
"60QB001508",137,79,4,0,0,43,11
"60QB001509",87,63,4,0,0,20,0
"60QB001510",104,74,1,0,0,23,6
"60QB001511",136,91,6,0,0,37,2
"60QB001512",114,68,1,0,2,30,13
"60QB001513",152,89,9,0,0,51,3
"60QB001514",146,80,9,0,0,44,13
"60QB001515",97,62,2,0,0,29,4
"60QB001516",109,54,5,0,0,48,2
"60QB001517",71,43,0,0,0,22,6
"60QB001518",124,77,4,0,0,40,3
"60QB001519",109,57,6,0,0,37,9
"60QB001520",146,85,7,0,0,43,11
"60QB001521",132,77,2,0,0,48,5
"60QB001522",131,64,3,1,0,57,6
"60QB001523",119,70,12,0,0,37,0
"60QB001524",107,57,1,0,3,42,4
"60QB001525",146,66,7,0,0,67,6
"60QB001526",226,134,8,0,4,68,12
"60QB001527",127,50,4,0,0,62,11
"60QB001528",105,57,1,0,0,40,7
"60QB001529",151,68,2,0,0,79,2
"60QB001530",80,46,4,0,0,27,3
"60QB001531",84,37,6,0,0,37,4
"60QB001532",159,87,12,0,0,55,5
"60QB001533",137,99,3,0,0,25,10
"60QB001534",174,134,10,0,0,25,5
"60QB001535",114,64,7,0,0,40,3
"60QB001536",135,61,6,0,0,57,11
"60QB001537",127,57,1,0,0,57,12
"60QB001538",148,74,2,0,0,65,7
"60QB001539",135,105,3,0,0,23,4
"60QB001540",182,115,7,0,0,53,7
"60QB001541",152,86,0,0,0,59,7
"60QB001542",58,29,1,0,0,27,1
"60QB001543",125,60,4,0,0,58,3
"60QB001544",120,61,3,0,0,51,5
"60QB001545",103,46,4,0,0,42,11
"60QB001546",71,57,0,0,0,13,1
"60QB001547",124,70,2,0,0,46,6
"60QB001548",128,58,6,0,0,60,4
"60QB001549",91,66,2,0,0,21,2
"60QB001550",131,96,0,0,0,34,1
"60QB001551",199,119,5,0,0,72,3
"60QB001552",77,42,1,0,0,32,2
"60QB001553",137,79,9,0,0,42,7
"60QB001554",172,114,6,0,0,49,3
"60QB001555",152,94,4,0,0,52,2
"60QB001556",112,78,3,0,0,31,0
"60QB001557",159,107,4,0,0,43,5
"60QB001558",235,115,18,0,0,96,6
"60QB001559",174,93,8,0,0,67,6
"60QB001560",173,123,12,0,0,35,3
"60QB001561",193,113,6,0,0,66,8
"60QB001562",72,52,1,0,0,14,5
"60QB001563",71,46,0,0,0,20,5
"60QB001564",138,87,5,0,1,45,0
"60QB001565",65,41,7,0,0,15,2
"60QB001566",91,29,1,0,0,54,7
"60QB001567",137,43,10,0,4,77,3
"60QB001568",141,81,2,0,1,51,6
"60QB001569",212,92,14,0,0,100,6
"60QB001570",113,54,3,0,2,47,7
"60QB001571",142,76,4,0,1,55,6
"60QB001572",125,73,0,0,0,47,5
"60QB001573",116,70,5,0,0,31,10
"60QB001574",82,48,5,0,0,28,1
"60QB001575",164,90,8,0,0,58,8
"60QB001576",130,74,1,0,0,51,4
"60QB001577",81,52,0,0,0,29,0
"60QB001578",145,99,1,0,0,35,10
"60QB001579",96,61,9,0,0,23,3
"60QB001580",130,93,4,0,0,22,11
"60QB001581",114,55,8,0,0,47,4
"60QB001582",358,165,15,0,1,159,18
"60QB001583",85,47,5,0,0,32,1
"60QB001584",145,67,17,0,0,56,5
"60QB001585",155,104,11,0,0,28,12
"60QB001586",121,84,0,0,0,36,1
"60QB001587",152,61,9,0,0,75,7
"60QB001588",174,78,8,0,1,79,8
"60QB001589",270,144,9,0,0,108,9
"60QB001590",99,43,6,0,0,46,4
"60QB001591",130,68,5,0,0,56,1
