"output_area","total","good","not_good"
"S00113728",122,113,9
"S00113729",115,98,17
"S00113730",130,117,13
"S00113731",61,53,8
"S00113732",107,99,8
"S00113733",89,83,6
"S00113734",139,130,9
"S00113735",81,79,2
"S00113736",113,100,13
"S00113737",105,93,12
"S00113738",83,77,6
"S00113739",57,55,2
"S00113740",106,95,11
"S00113741",96,91,5
"S00113742",69,60,9
"S00113743",123,116,7
"S00113744",136,129,7
"S00113745",112,108,4
"S00113746",121,110,11
"S00113747",78,71,7
"S00113748",125,114,11
"S00113749",109,102,7
"S00113750",106,98,8
"S00113751",53,51,2
"S00113752",149,133,16
"S00113753",106,90,16
"S00113754",93,89,4
"S00113755",55,50,5
"S00113756",120,109,11
"S00113757",71,68,3
"S00113758",76,69,7
"S00113759",127,99,28
"S00113760",93,86,7
"S00113761",78,68,10
"S00113762",105,88,17
"S00113763",75,66,9
"S00113764",143,116,27
"S00113765",110,106,4
"S00113766",107,96,11
"S00113767",105,101,4
"S00113768",67,58,9
"S00113769",139,136,3
"S00113770",178,175,3
"S00113771",97,87,10
"S00113772",64,45,19
"S00113773",63,47,16
"S00113774",135,118,17
"S00113775",82,79,3
"S00113776",74,58,16
"S00113777",50,40,10
"S00113778",72,57,15
"S00113779",81,68,13
"S00113780",110,93,17
"S00113781",64,51,13
"S00113782",86,70,16
"S00113783",137,124,13
"S00113784",54,49,5
"S00113785",85,67,18
"S00113786",93,86,7
"S00113787",121,105,16
"S00113788",83,62,21
"S00113789",55,50,5
"S00113790",114,83,31
"S00113791",75,47,28
"S00113792",74,62,12
"S00113793",130,114,16
"S00113794",84,67,17
"S00113795",103,88,15
"S00113796",90,64,26
"S00113797",87,70,17
"S00113798",105,87,18
"S00113799",67,53,14
"S00113800",60,54,6
"S00113801",50,42,8
"S00113802",60,46,14
"S00113803",76,63,13
"S00113804",76,66,10
"S00113805",78,69,9
"S00113806",149,139,10
"S00113807",163,153,10
"S00113808",106,91,15
"S00113809",160,141,19
"S00113810",74,70,4
"S00113811",71,56,15
"S00113812",146,130,16
"S00113813",114,107,7
"S00113814",79,61,18
"S00113815",126,110,16
"S00113816",110,95,15
"S00113817",132,114,18
"S00113818",141,124,17
"S00113819",76,64,12
"S00113820",55,43,12
"S00113821",79,72,7
"S00113822",170,143,27
"S00113823",237,201,36
"S00113824",160,159,1
"S00113825",133,129,4
"S00113826",156,150,6
"S00113827",98,94,4
"S00113828",113,106,7
"S00113829",79,69,10
"S00113830",113,108,5
"S00113831",120,102,18
"S00113832",127,110,17
"S00113833",107,94,13
"S00113834",107,92,15
"S00113835",63,57,6
"S00113836",77,64,13
"S00113837",65,48,17
"S00113838",106,78,28
"S00113839",86,67,19
"S00113840",60,45,15
"S00113841",123,96,27
"S00113842",77,62,15
"S00113843",119,99,20
"S00113844",113,87,26
"S00113845",79,57,22
"S00113846",112,87,25
"S00113847",96,88,8
"S00113848",117,104,13
"S00113849",98,85,13
"S00113850",80,67,13
"S00113851",57,45,12
"S00113852",111,95,16
"S00113853",72,58,14
"S00113854",133,106,27
"S00113855",93,79,14
"S00113856",90,79,11
"S00113857",65,57,8
"S00113858",88,76,12
"S00113859",137,118,19
"S00113860",71,54,17
"S00113861",52,44,8
"S00113862",193,172,21
"S00113863",153,130,23
"S00113864",83,69,14
"S00113865",89,72,17
"S00113866",119,92,27
"S00113867",95,82,13
"S00113868",112,99,13
"S00113869",148,123,25
"S00113870",108,85,23
"S00113871",124,110,14
"S00113872",123,117,6
"S00113873",67,65,2
"S00113874",68,62,6
"S00113875",108,95,13
"S00113876",107,89,18
"S00113877",58,50,8
"S00113878",157,151,6
"S00113879",115,108,7
"S00113880",128,111,17
"S00113881",102,90,12
"S00113882",95,79,16
"S00113883",84,76,8
"S00113884",95,78,17
"S00113885",85,78,7
"S00113886",89,78,11
"S00113887",84,66,18
"S00113888",84,69,15
"S00113889",105,82,23
"S00113890",102,91,11
"S00113891",90,69,21
"S00113892",60,54,6
"S00113893",100,76,24
"S00113894",86,85,1
"S00113895",148,125,23
"S00113896",70,57,13
"S00113897",122,103,19
"S00113898",83,76,7
"S00113899",70,63,7
"S00113900",68,65,3
"S00113901",107,86,21
"S00113902",64,53,11
"S00113903",98,82,16
"S00113904",82,70,12
"S00113905",84,79,5
"S00113906",102,84,18
"S00113907",61,58,3
"S00113908",109,100,9
"S00113909",57,51,6
"S00113910",87,77,10
"S00113911",86,80,6
"S00113912",77,69,8
"S00113913",114,106,8
"S00113914",103,92,11
"S00113915",122,114,8
"S00113916",100,92,8
"S00113917",140,128,12
"S00113918",138,127,11
"S00113919",85,77,8
"S00113920",128,114,14
"S00113921",55,53,2
"S00113922",72,65,7
"S00113923",101,89,12
"S00113924",103,88,15
"S00113925",90,79,11
"S00113926",135,123,12
"S00113927",92,85,7
"S00113928",176,167,9
"S00113929",110,92,18
"S00113930",117,110,7
"S00113931",135,126,9
"S00113932",107,85,22
"S00113933",115,105,10
"S00113934",75,63,12
"S00113935",80,63,17
"S00113936",140,129,11
"S00113937",121,110,11
"S00113938",109,99,10
"S00113939",77,62,15
"S00113940",170,139,31
"S00113941",160,133,27
"S00113942",115,101,14
"S00113943",79,64,15
"S00113944",90,84,6
"S00113945",82,82,0
"S00113946",83,77,6
"S00113947",69,59,10
"S00113948",73,68,5
"S00113949",114,101,13
"S00113950",112,89,23
"S00113951",129,109,20
"S00113952",94,86,8
"S00113953",107,100,7
"S00113954",58,42,16
"S00113955",70,61,9
"S00113956",101,83,18
"S00113957",104,90,14
"S00113958",127,112,15
"S00113959",83,73,10
"S00113960",91,87,4
"S00113961",111,92,19
"S00113962",156,123,33
"S00113963",109,104,5
"S00113964",122,114,8
"S00113965",177,171,6
"S00113966",142,132,10
"S00113967",209,201,8
"S00113968",175,165,10
"S00113969",110,100,10
"S00113970",163,151,12
"S00113971",172,167,5
"S00113972",124,118,6
"S00113973",168,160,8
"S00113974",120,99,21
"S00113975",119,98,21
"S00113976",105,88,17
"S00113977",116,106,10
"S00113978",157,133,24
"S00113979",102,91,11
"S00113980",154,122,32
"S00113981",102,74,28
"S00113982",128,119,9
"S00113983",108,100,8
"S00113984",151,135,16
"S00113985",109,94,15
"S00113986",104,94,10
"S00113987",121,111,10
"S00113988",112,97,15
"S00113989",116,102,14
"S00113990",62,44,18
"S00113991",111,104,7
"S00113992",72,57,15
"S00113993",78,68,10
"S00113994",195,183,12
"S00113995",92,82,10
"S00113996",71,60,11
"S00113997",95,87,8
"S00113998",111,102,9
"S00113999",111,107,4
"S00114000",124,105,19
"S00114001",85,76,9
"S00114002",63,47,16
"S00114003",85,68,17
"S00114004",90,84,6
"S00114005",129,106,23
"S00114006",119,109,10
"S00114007",85,73,12
"S00114008",81,62,19
"S00114009",139,118,21
"S00114010",67,60,7
"S00114011",127,112,15
"S00114012",86,68,18
"S00114013",88,83,5
"S00114014",56,54,2
"S00114015",88,72,16
"S00114016",158,135,23
"S00114017",122,108,14
"S00114018",70,66,4
"S00114019",61,59,2
"S00114020",82,56,26
"S00114021",115,104,11
"S00114022",80,72,8
"S00114023",56,53,3
"S00114024",140,124,16
"S00114025",107,99,8
"S00114026",152,141,11
"S00114027",127,125,2
"S00114028",169,161,8
"S00114029",111,104,7
"S00114030",123,117,6
"S00114031",95,94,1
"S00114032",81,76,5
"S00114033",109,104,5
"S00114034",76,72,4
"S00114035",143,139,4
"S00114036",118,116,2
"S00114037",98,92,6
"S00114038",147,139,8
"S00114039",126,120,6
"S00114040",99,95,4
"S00114041",133,126,7
"S00114042",180,169,11
"S00114043",107,97,10
"S00114044",88,79,9
"S00114045",106,88,18
"S00114046",153,147,6
"S00114047",54,46,8
"S00114048",82,66,16
"S00114049",55,42,13
"S00114050",140,116,24
"S00114051",97,82,15
"S00114052",107,94,13
"S00114053",103,84,19
"S00114054",102,82,20
"S00114055",135,116,19
"S00114056",102,88,14
"S00114057",76,66,10
"S00114058",185,161,24
"S00114059",100,89,11
"S00114060",82,70,12
"S00114061",97,87,10
"S00114062",89,84,5
"S00114063",177,156,21
"S00114064",94,75,19
"S00114065",137,121,16
"S00114066",158,143,15
"S00114067",78,59,19
"S00114068",109,99,10
"S00114069",103,90,13
"S00114070",79,68,11
"S00114071",190,171,19
"S00114072",140,132,8
"S00114073",175,162,13
"S00114074",120,113,7
"S00114075",178,167,11
"S00114076",77,75,2
"S00114077",147,137,10
"S00114078",138,128,10
"S00114079",118,112,6
"S00114080",105,97,8
"S00114081",152,141,11
"S00114082",113,101,12
"S00114083",141,109,32
"S00114084",111,91,20
"S00114085",120,107,13
"S00114086",133,116,17
"S00114087",68,61,7
"S00114088",117,112,5
"S00114089",145,135,10
"S00114090",145,137,8
"S00114091",116,98,18
"S00114092",144,141,3
"S00114093",191,180,11
"S00114094",123,108,15
"S00114095",80,71,9
"S00114096",128,102,26
"S00114097",97,84,13
"S00114098",57,48,9
"S00114099",139,119,20
"S00114100",86,72,14
"S00114101",90,80,10
"S00114102",103,90,13
"S00114103",100,88,12
"S00114104",89,75,14
"S00114105",85,76,9
"S00114106",120,112,8
"S00114107",123,117,6
"S00114108",145,138,7
"S00114109",114,95,19
"S00114110",80,76,4
"S00114111",101,96,5
"S00114112",103,99,4
"S00114113",160,154,6
"S00114114",163,157,6
"S00114115",123,115,8
"S00114116",145,137,8
"S00114117",156,129,27
"S00114118",100,86,14
"S00114119",70,65,5
"S00114120",97,83,14
"S00114121",93,81,12
"S00114122",86,70,16
"S00114123",73,64,9
"S00114124",59,56,3
"S00114125",51,43,8
"S00114126",103,82,21
"S00114127",88,70,18
"S00114128",86,68,18
"S00114129",116,97,19
"S00114130",121,100,21
"S00114131",124,112,12
"S00114132",120,106,14
"S00114133",107,93,14
"S00114134",150,136,14
"S00114135",83,73,10
"S00114136",121,103,18
"S00114137",199,183,16
"S00114138",108,97,11
"S00114139",100,84,16
"S00114140",132,125,7
"S00114141",962,861,101
"S00114142",88,72,16
"S00114143",122,119,3
"S00114144",67,63,4
"S00114145",148,136,12
"S00114146",133,123,10
"S00114147",120,100,20
"S00114148",139,130,9
"S00114149",103,93,10
"S00114150",92,85,7
"S00114151",93,85,8
"S00114152",148,131,17
"S00114153",116,90,26
"S00114154",68,58,10
"S00114155",106,89,17
"S00114156",90,76,14
"S00114157",101,94,7
"S00114158",79,64,15
"S00114159",102,89,13
"S00114160",93,80,13
"S00114161",87,80,7
"S00114162",106,94,12
"S00114163",67,54,13
"S00114164",95,83,12
"S00114165",91,82,9
"S00114166",87,78,9
"S00114167",99,86,13
"S00114168",139,124,15
"S00114169",87,73,14
"S00114170",91,85,6
"S00114171",88,68,20
"S00114172",57,34,23
"S00114173",77,61,16
"S00114174",69,59,10
"S00114175",86,76,10
"S00114176",181,162,19
"S00114177",71,58,13
"S00114178",127,105,22
"S00114179",231,206,25
"S00114180",107,85,22
"S00114181",188,152,36
"S00114182",51,39,12
"S00114183",210,195,15
"S00114184",147,134,13
"S00114185",137,128,9
"S00114186",78,71,7
"S00114187",99,84,15
"S00114188",118,109,9
"S00114189",109,103,6
"S00114190",113,95,18
"S00114191",53,47,6
"S00114192",81,75,6
"S00114193",58,53,5
"S00114194",163,151,12
"S00114195",156,147,9
"S00114196",98,82,16
"S00114197",160,154,6
"S00114198",108,104,4
"S00114199",72,66,6
"S00114200",67,59,8
"S00114201",72,63,9
"S00114202",59,58,1
"S00114203",137,125,12
"S00114204",95,88,7
"S00114205",126,111,15
"S00114206",50,43,7
"S00114207",99,92,7
"S00114208",104,92,12
"S00114209",148,130,18
"S00114210",77,71,6
"S00114211",115,106,9
"S00114212",60,55,5
"S00114213",115,113,2
"S00114214",104,93,11
"S00114215",105,96,9
"S00114216",83,72,11
"S00114217",65,53,12
"S00114218",153,134,19
"S00114219",168,147,21
"S00114220",65,53,12
"S00114221",101,88,13
"S00114222",108,90,18
"S00114223",90,78,12
"S00114224",172,156,16
"S00114225",148,122,26
"S00114226",152,138,14
"S00114227",138,116,22
"S00114228",164,160,4
"S00114229",175,154,21
"S00114230",74,59,15
"S00114231",152,127,25
"S00114232",79,74,5
"S00114233",160,146,14
"S00114234",106,96,10
"S00114235",75,57,18
"S00114236",118,108,10
"S00114237",213,192,21
"S00114238",120,109,11
"S00114239",78,64,14
"S00114240",171,153,18
"S00114241",70,59,11
"S00114242",165,149,16
"S00114243",81,64,17
"S00114244",209,171,38
"S00114245",52,38,14
"S00114246",163,142,21
"S00114247",131,117,14
"S00114248",122,111,11
"S00114249",144,141,3
"S00114250",168,162,6
"S00114251",159,154,5
"S00114252",104,96,8
"S00114253",132,121,11
"S00114254",62,49,13
"S00114255",102,91,11
"S00114256",169,150,19
"S00114257",114,96,18
"S00114258",165,140,25
"S00114259",151,134,17
"S00114260",121,101,20
"S00114261",111,106,5
"S00114262",70,60,10
"S00114263",87,60,27
"S00114264",81,71,10
"S00114265",119,102,17
"S00114266",110,96,14
"S00114267",118,108,10
"S00114268",116,101,15
"S00114269",90,84,6
"S00114270",115,98,17
"S00114271",75,62,13
"S00114272",78,54,24
"S00114273",116,113,3
"S00114274",114,90,24
"S00114275",73,65,8
"S00114276",121,109,12
"S00114277",176,166,10
"S00114278",95,71,24
"S00114279",127,115,12
"S00114280",132,90,42
"S00114281",83,72,11
"S00114282",75,64,11
"S00114283",55,43,12
"S00114284",71,60,11
"S00114285",137,123,14
"S00114286",72,66,6
"S00114287",100,82,18
"S00114288",104,84,20
"S00114289",117,107,10
"S00114290",193,174,19
"S00114291",121,102,19
"S00114292",101,85,16
"S00114293",53,46,7
"S00114294",68,53,15
"S00114295",89,78,11
"S00114296",73,67,6
"S00114297",67,63,4
"S00114298",106,96,10
"S00114299",166,155,11
"S00114300",116,96,20
"S00114301",96,78,18
"S00114302",87,76,11
"S00114303",112,100,12
"S00114304",63,53,10
"S00114305",131,109,22
"S00114306",104,79,25
"S00114307",112,86,26
"S00114308",58,43,15
"S00114309",147,138,9
"S00114310",99,95,4
"S00114311",125,99,26
"S00114312",127,114,13
"S00114313",108,97,11
"S00114314",63,48,15
"S00114315",124,101,23
"S00114316",124,111,13
"S00114317",131,103,28
"S00114318",88,68,20
"S00114319",131,111,20
"S00114320",117,102,15
"S00114321",78,51,27
"S00114322",205,149,56
"S00114323",106,101,5
"S00114324",106,96,10
"S00114325",123,115,8
"S00114326",103,96,7
"S00114327",128,112,16
"S00114328",92,74,18
"S00114329",91,69,22
"S00114330",89,77,12
"S00114331",86,73,13
"S00114332",89,70,19
"S00114333",87,71,16
"S00114334",55,47,8
"S00114335",78,63,15
"S00114336",132,120,12
"S00114337",52,43,9
"S00114338",118,105,13
"S00114339",122,111,11
"S00114340",93,92,1
"S00114341",92,83,9
"S00114342",75,60,15
"S00114343",134,111,23
"S00114344",141,123,18
"S00114345",61,61,0
"S00114346",79,57,22
"S00114347",74,69,5
"S00114348",88,87,1
"S00114349",116,113,3
"S00114350",76,74,2
"S00114351",58,54,4
"S00114352",65,63,2
"S00114353",87,67,20
"S00114354",127,123,4
"S00114355",95,77,18
"S00114356",143,132,11
"S00114357",69,64,5
"S00114358",76,74,2
"S00114359",111,105,6
"S00114360",113,90,23
"S00114361",243,201,42
"S00114362",114,97,17
"S00114363",102,80,22
"S00114364",123,96,27
"S00114365",79,68,11
"S00114366",109,92,17
"S00114367",136,117,19
"S00114368",83,67,16
"S00114369",103,80,23
"S00114370",92,71,21
"S00114371",72,54,18
"S00114372",80,70,10
"S00114373",63,55,8
"S00114374",71,55,16
"S00114375",93,70,23
"S00114376",127,115,12
"S00114377",125,109,16
"S00114378",106,85,21
"S00114379",114,101,13
"S00114380",72,54,18
"S00114381",56,45,11
"S00114382",126,110,16
"S00114383",52,47,5
"S00114384",83,82,1
"S00114385",115,112,3
"S00114386",90,88,2
"S00114387",149,130,19
"S00114388",184,143,41
"S00114389",109,88,21
"S00114390",85,77,8
"S00114391",146,112,34
"S00114392",112,91,21
"S00114393",73,62,11
"S00114394",62,56,6
"S00114395",109,99,10
"S00114396",132,129,3
"S00114397",56,52,4
"S00114398",86,84,2
"S00114399",87,86,1
"S00114400",134,121,13
"S00114401",190,174,16
"S00114402",58,56,2
"S00114403",103,93,10
"S00114404",91,89,2
"S00114405",82,76,6
"S00114406",84,80,4
"S00114407",61,59,2
"S00114408",61,61,0
"S00114409",120,114,6
"S00114410",95,95,0
"S00114411",142,139,3
"S00114412",91,90,1
"S00114413",61,58,3
"S00114414",91,87,4
"S00114415",63,60,3
"S00114416",86,85,1
"S00114417",76,73,3
"S00114418",76,73,3
"S00114419",108,102,6
"S00114420",148,139,9
"S00114421",76,74,2
"S00114422",115,111,4
"S00114423",92,89,3
"S00114424",104,101,3
"S00114425",156,149,7
"S00114426",122,119,3
"S00114427",71,70,1
"S00114428",61,58,3
"S00114429",90,83,7
"S00114430",143,138,5
"S00114431",125,123,2
"S00114432",75,74,1
"S00114433",162,153,9
"S00114434",170,168,2
"S00114435",117,113,4
"S00114436",169,163,6
"S00114437",112,105,7
"S00114438",51,48,3
"S00114439",76,63,13
"S00114440",62,59,3
"S00114441",79,75,4
"S00114442",118,111,7
"S00114443",157,150,7
"S00114444",199,187,12
"S00114445",152,142,10
"S00114446",147,138,9
"S00114447",103,100,3
"S00114448",226,218,8
"S00114449",238,228,10
"S00114450",137,135,2
"S00114451",191,180,11
"S00114452",156,151,5
"S00114453",134,125,9
"S00114454",109,101,8
"S00114455",336,287,49
"S00114456",269,254,15
"S00114457",121,117,4
"S00114458",124,117,7
"S00114459",125,117,8
"S00114460",118,114,4
"S00114461",68,63,5
"S00114462",80,77,3
"S00114463",76,65,11
"S00114464",70,64,6
"S00114465",87,79,8
"S00114466",69,67,2
"S00114467",93,89,4
"S00114468",76,74,2
"S00114469",81,74,7
"S00114470",110,109,1
"S00114471",75,73,2
"S00114472",56,54,2
"S00114473",116,109,7
"S00114474",60,57,3
"S00114475",76,76,0
"S00114476",67,66,1
"S00114477",103,100,3
"S00114478",111,108,3
"S00114479",70,68,2
"S00114480",50,42,8
"S00114481",152,149,3
"S00114482",70,66,4
"S00114483",99,94,5
"S00114484",178,158,20
"S00114485",114,111,3
"S00114486",91,89,2
"S00114487",100,99,1
"S00114488",91,88,3
"S00114489",99,91,8
"S00114490",105,99,6
"S00114491",74,70,4
"S00114492",102,93,9
"S00114493",91,86,5
"S00114494",57,50,7
"S00114495",133,129,4
"S00114496",75,70,5
"S00114497",116,111,5
"S00114498",81,76,5
"S00114499",81,79,2
"S00114500",89,86,3
"S00114501",98,90,8
"S00114502",118,113,5
"S00114503",88,87,1
"S00114504",149,140,9
"S00114505",119,114,5
"S00114506",107,104,3
"S00114507",83,83,0
"S00114508",77,71,6
"S00114509",92,88,4
"S00114510",109,103,6
"S00114511",105,99,6
"S00114512",95,88,7
"S00114513",122,109,13
"S00114514",71,62,9
"S00114515",192,185,7
"S00114516",91,89,2
"S00114517",144,140,4
"S00114518",150,146,4
"S00114519",112,108,4
"S00114520",67,64,3
"S00114521",120,118,2
"S00114522",116,108,8
"S00114523",129,123,6
"S00114524",80,79,1
"S00114525",97,95,2
"S00114526",110,104,6
"S00114527",108,104,4
"S00114528",71,65,6
"S00114529",60,55,5
"S00114530",111,107,4
"S00114531",125,120,5
"S00114532",89,87,2
"S00114533",68,66,2
"S00114534",74,69,5
"S00114535",144,131,13
"S00114536",122,109,13
"S00114537",135,130,5
"S00114538",105,97,8
"S00114539",62,62,0
"S00114540",127,125,2
"S00114541",100,96,4
"S00114542",102,100,2
"S00114543",177,167,10
"S00114544",176,173,3
"S00114545",165,157,8
"S00114546",59,57,2
"S00114547",89,69,20
"S00114548",132,128,4
"S00114549",81,69,12
"S00114550",173,169,4
"S00114551",204,193,11
"S00114552",84,82,2
"S00114553",172,162,10
"S00114554",149,138,11
"S00114555",158,153,5
"S00114556",148,136,12
"S00114557",63,62,1
"S00114558",162,152,10
"S00114559",171,162,9
"S00114560",115,113,2
"S00114561",104,101,3
"S00114562",108,106,2
"S00114563",105,101,4
"S00114564",103,100,3
"S00114565",119,116,3
"S00114566",147,145,2
"S00114567",111,108,3
"S00114568",190,183,7
"S00114569",134,134,0
"S00114570",121,114,7
"S00114571",131,131,0
"S00114572",236,221,15
"S00114573",102,101,1
"S00114574",246,238,8
"S00114575",126,124,2
"S00114576",146,141,5
"S00114577",115,108,7
"S00114578",185,179,6
"S00114579",153,150,3
"S00114580",147,144,3
"S00114581",120,118,2
"S00114582",124,120,4
"S00114583",103,89,14
"S00114584",74,58,16
"S00114585",78,64,14
"S00114586",76,69,7
"S00114587",151,146,5
"S00114588",119,115,4
"S00114589",108,103,5
"S00114590",115,112,3
"S00114591",88,78,10
"S00114592",136,130,6
"S00114593",170,161,9
"S00114594",120,113,7
"S00114595",95,94,1
"S00114596",179,176,3
"S00114597",89,86,3
"S00114598",187,178,9
"S00114599",219,202,17
"S00114600",120,116,4
"S00114601",146,130,16
"S00114602",109,105,4
"S00114603",116,110,6
"S00114604",58,49,9
"S00114605",62,48,14
"S00114606",65,51,14
"S00114607",83,68,15
"S00114608",52,41,11
"S00114609",62,55,7
"S00114610",102,90,12
"S00114611",142,128,14
"S00114612",154,145,9
"S00114613",101,90,11
"S00114614",72,68,4
"S00114615",96,91,5
"S00114616",79,77,2
"S00114617",141,136,5
"S00114618",115,114,1
"S00114619",68,63,5
"S00114620",126,119,7
"S00114621",168,155,13
"S00114622",134,123,11
"S00114623",199,189,10
"S00114624",113,109,4
"S00114625",56,54,2
"S00114626",61,57,4
"S00114627",96,89,7
"S00114628",77,70,7
"S00114629",71,68,3
"S00114630",53,49,4
"S00114631",73,70,3
"S00114632",113,96,17
"S00114633",109,94,15
"S00114634",109,99,10
"S00114635",145,131,14
"S00114636",126,107,19
"S00114637",73,64,9
"S00114638",70,63,7
"S00114639",75,66,9
"S00114640",90,81,9
"S00114641",52,46,6
"S00114642",66,55,11
"S00114643",146,120,26
"S00114644",128,110,18
"S00114645",73,63,10
"S00114646",132,120,12
"S00114647",121,113,8
"S00114648",110,99,11
"S00114649",74,68,6
"S00114650",192,169,23
"S00114651",119,104,15
"S00114652",97,78,19
"S00114653",92,70,22
"S00114654",84,72,12
"S00114655",120,92,28
"S00114656",143,133,10
"S00114657",118,101,17
