output_area,total,llti,no_llti
S00133113,76,25,51
S00133114,117,39,78
S00133115,168,43,125
S00133116,64,21,43
S00133117,97,15,82
S00133118,62,14,48
S00133119,79,12,67
S00133120,134,28,106
S00133121,97,18,79
S00133122,118,21,97
S00133123,112,22,90
S00133124,108,27,81
S00133125,66,15,51
S00133126,51,7,44
S00133127,90,20,70
S00133128,65,19,46
S00133129,112,14,98
S00133130,94,36,58
S00133131,99,6,93
S00133132,93,22,71
S00133133,57,9,48
S00133134,87,17,70
S00133135,112,17,95
S00133136,178,31,147
S00133137,117,25,92
S00133138,87,22,65
S00133139,86,32,54
S00133140,87,21,66
S00133141,72,22,50
S00133142,127,16,111
S00133143,93,15,78
S00133144,124,23,101
S00133145,130,16,114
S00133146,98,19,79
S00133147,104,20,84
S00133148,92,15,77
S00133149,93,6,87
S00133150,91,14,77
S00133151,136,21,115
S00133152,95,15,80
S00133153,253,9,244
S00133154,175,15,160
S00133155,161,15,146
S00133156,109,10,99
S00133157,105,28,77
S00133158,100,25,75
S00133159,57,16,41
S00133160,65,22,43
S00133161,122,36,86
S00133162,51,10,41
S00133163,104,24,80
S00133164,113,30,83
S00133165,100,22,78
S00133166,145,42,103
S00133167,96,24,72
S00133168,96,20,76
S00133169,144,31,113
S00133170,80,37,43
S00133171,101,22,79
S00133172,86,9,77
S00133173,100,50,50
S00133174,147,31,116
S00133175,78,31,47
S00133176,110,34,76
S00133177,96,22,74
S00133178,115,37,78
S00133179,91,31,60
S00133180,101,29,72
S00133181,92,29,63
S00133182,112,29,83
S00133183,137,45,92
S00133184,166,27,139
S00133185,89,2,87
S00133186,96,12,84
S00133187,160,9,151
S00133188,80,17,63
S00133189,79,14,65
S00133190,95,9,86
S00133191,116,24,92
S00133192,91,38,53
S00133193,99,18,81
S00133194,171,32,139
S00133195,103,9,94
S00133196,109,16,93
S00133197,101,10,91
S00133198,179,22,157
S00133199,123,11,112
S00133200,120,9,111
S00133201,181,16,165
S00133202,103,4,99
S00133203,166,18,148
S00133204,115,27,88
S00133205,110,32,78
S00133206,129,37,92
S00133207,86,32,54
S00133208,77,24,53
S00133209,115,19,96
S00133210,106,7,99
S00133211,127,27,100
S00133212,157,22,135
S00133213,170,44,126
S00133214,161,26,135
S00133215,129,42,87
S00133216,55,17,38
S00133217,91,23,68
S00133218,84,37,47
S00133219,87,28,59
S00133220,87,39,48
S00133221,91,25,66
S00133222,78,39,39
S00133223,149,30,119
S00133224,107,6,101
S00133225,139,14,125
S00133226,102,15,87
S00133227,104,24,80
S00133228,133,22,111
S00133229,127,28,99
S00133230,132,28,104
S00133231,103,9,94
S00133232,96,9,87
S00133233,168,30,138
S00133234,130,25,105
S00133235,110,23,87
S00133236,101,20,81
S00133237,117,30,87
S00133238,111,10,101
S00133239,79,26,53
S00133240,102,15,87
S00133241,73,5,68
S00133242,88,27,61
S00133243,76,9,67
S00133244,141,20,121
S00133245,149,26,123
S00133246,153,65,88
S00133247,110,21,89
S00133248,129,16,113
S00133249,91,12,79
S00133250,51,8,43
S00133251,137,18,119
S00133252,132,21,111
S00133253,117,20,97
S00133254,165,12,153
S00133255,143,5,138
S00133256,113,13,100
S00133257,90,11,79
S00133258,50,7,43
S00133259,50,6,44
S00133260,176,9,167
S00133261,169,42,127
S00133262,65,17,48
S00133263,70,13,57
S00133264,120,21,99
S00133265,154,45,109
S00133266,139,50,89
S00133267,136,30,106
S00133268,151,37,114
S00133269,109,30,79
S00133270,93,24,69
S00133271,123,26,97
S00133272,107,21,86
S00133273,156,32,124
S00133274,144,35,109
S00133275,140,19,121
S00133276,161,27,134
S00133277,66,10,56
S00133278,134,7,127
S00133279,191,8,183
S00133280,121,17,104
S00133281,96,26,70
S00133282,102,34,68
S00133283,98,45,53
S00133284,151,26,125
S00133285,99,14,85
S00133286,151,40,111
S00133287,153,34,119
S00133288,109,24,85
S00133289,129,19,110
S00133290,202,40,162
S00133291,177,40,137
S00133292,95,21,74
S00133293,109,14,95
S00133294,95,23,72
S00133295,141,47,94
S00133296,138,39,99
S00133297,125,24,101
S00133298,128,35,93
S00133299,111,20,91
S00133300,96,26,70
S00133301,119,25,94
S00133302,131,34,97
S00133303,70,9,61
S00133304,144,26,118
S00133305,102,18,84
S00133306,144,43,101
S00133307,51,14,37
S00133308,147,23,124
S00133309,175,27,148
S00133310,95,22,73
S00133311,129,14,115
S00133312,148,18,130
S00133313,154,30,124
S00133314,172,25,147
S00133315,137,19,118
S00133316,71,6,65
S00133317,97,22,75
S00133318,86,27,59
S00133319,178,19,159
S00133320,181,21,160
S00133321,151,28,123
S00133322,118,17,101
S00133323,202,17,185
S00133324,111,15,96
S00133325,137,23,114
S00133326,102,14,88
S00133327,164,34,130
S00133328,121,21,100
S00133329,133,54,79
S00133330,88,27,61
S00133331,78,16,62
S00133332,109,13,96
S00133333,116,18,98
S00133334,79,11,68
S00133335,54,14,40
S00133336,80,16,64
S00133337,118,21,97
S00133338,87,11,76
S00133339,129,15,114
S00133340,94,17,77
S00133341,152,35,117
S00133342,149,5,144
S00133343,114,10,104
S00133344,117,16,101
S00133345,134,33,101
S00133346,108,16,92
S00133347,281,7,274
S00133348,183,27,156
S00133349,155,21,134
S00133350,194,29,165
S00133351,78,10,68
S00133352,131,19,112
S00133353,87,20,67
S00133354,158,17,141
S00133355,168,73,95
S00133356,146,18,128
S00133357,138,20,118
S00133358,135,22,113
S00133359,127,19,108
S00133360,59,12,47
S00133361,122,19,103
S00133362,341,28,313
S00133363,164,29,135
S00133364,62,8,54
S00133365,105,16,89
S00133366,160,44,116
S00133367,130,19,111
S00133368,142,23,119
S00133369,105,22,83
S00133370,131,20,111
S00133371,174,26,148
S00133372,94,20,74
S00133373,166,28,138
S00133374,135,25,110
S00133375,150,22,128
S00133376,156,24,132
S00133377,90,6,84
S00133378,116,21,95
S00133379,139,25,114
S00133380,170,37,133
S00133381,145,29,116
S00133382,92,33,59
S00133383,70,14,56
S00133384,152,23,129
S00133385,182,73,109
S00133386,111,22,89
S00133387,102,21,81
S00133388,157,36,121
S00133389,169,32,137
S00133390,102,24,78
S00133391,130,19,111
S00133392,84,12,72
S00133393,173,15,158
S00133394,81,5,76
S00133395,122,10,112
S00133396,72,10,62
S00133397,95,12,83
S00133398,81,14,67
S00133399,64,2,62
S00133400,93,6,87
S00133401,82,13,69
S00133402,96,17,79
S00133403,58,10,48
S00133404,148,20,128
S00133405,180,20,160
S00133406,116,21,95
S00133407,167,38,129
S00133408,52,8,44
S00133409,77,14,63
S00133410,70,8,62
S00133411,154,21,133
S00133412,95,11,84
S00133413,102,6,96
S00133414,121,27,94
S00133415,110,19,91
S00133416,91,12,79
S00133417,86,11,75
S00133418,100,15,85
S00133419,56,6,50
S00133420,127,19,108
S00133421,130,20,110
S00133422,84,6,78
S00133423,98,5,93
S00133424,139,15,124
S00133425,162,22,140
S00133426,169,13,156
S00133427,78,14,64
S00133428,80,6,74
S00133429,70,13,57
S00133430,91,15,76
S00133431,81,26,55
S00133432,112,21,91
S00133433,127,21,106
S00133434,105,21,84
S00133435,101,21,80
S00133436,185,36,149
S00133437,107,26,81
S00133438,134,12,122
S00133439,126,29,97
S00133440,64,12,52
S00133441,122,24,98
S00133442,75,16,59
S00133443,107,16,91
S00133444,188,72,116
S00133445,69,13,56
S00133446,120,68,52
S00133447,100,16,84
S00133448,119,18,101
S00133449,60,33,27
S00133450,78,16,62
S00133451,106,18,88
S00133452,149,16,133
S00133453,59,11,48
S00133454,59,17,42
S00133455,70,10,60
S00133456,138,21,117
S00133457,59,15,44
S00133458,94,24,70
S00133459,267,7,260
S00133460,71,16,55
S00133461,108,31,77
S00133462,68,10,58
S00133463,138,23,115
S00133464,88,11,77
S00133465,153,19,134
S00133466,78,8,70
S00133467,101,14,87
S00133468,101,20,81
S00133469,144,41,103
S00133470,64,23,41
S00133471,148,8,140
S00133472,148,38,110
S00133473,77,10,67
S00133474,119,28,91
S00133475,72,2,70
S00133476,137,14,123
S00133477,89,30,59
S00133478,88,26,62
S00133479,112,8,104
S00133480,149,32,117
S00133481,63,4,59
S00133482,124,14,110
S00133483,97,9,88
S00133484,99,10,89
S00133485,177,35,142
S00133486,161,9,152
S00133487,117,10,107
S00133488,63,14,49
S00133489,149,5,144
S00133490,134,18,116
S00133491,213,7,206
S00133492,92,7,85
S00133493,84,3,81
S00133494,206,5,201
S00133495,177,7,170
S00133496,111,12,99
S00133497,83,9,74
S00133498,118,23,95
S00133499,88,14,74
S00133500,156,4,152
S00133501,125,11,114
S00133502,143,21,122
S00133503,93,17,76
S00133504,92,16,76
S00133505,144,12,132
S00133506,66,4,62
S00133507,102,15,87
S00133508,103,17,86
S00133509,123,9,114
S00133510,100,11,89
S00133511,66,23,43
S00133512,69,10,59
S00133513,179,34,145
S00133514,97,15,82
S00133515,83,38,45
S00133516,53,11,42
S00133517,184,29,155
S00133518,122,30,92
S00133519,161,12,149
S00133520,60,9,51
S00133521,116,14,102
S00133522,121,6,115
S00133523,154,14,140
S00133524,228,32,196
S00133525,65,23,42
S00133526,228,19,209
S00133527,54,3,51
S00133528,104,14,90
S00133529,106,6,100
S00133530,110,20,90
S00133531,63,10,53
S00133532,74,7,67
S00133533,91,9,82
S00133534,94,6,88
S00133535,103,29,74
S00133536,126,36,90
S00133537,90,17,73
S00133538,102,21,81
S00133539,62,37,25
S00133540,98,11,87
S00133541,161,10,151
S00133542,197,13,184
S00133543,133,26,107
S00133544,72,19,53
S00133545,70,7,63
S00133546,125,12,113
S00133547,152,21,131
S00133548,139,14,125
S00133549,92,8,84
S00133550,150,14,136
S00133551,143,16,127
S00133552,80,6,74
S00133553,130,13,117
S00133554,118,14,104
S00133555,55,5,50
S00133556,107,20,87
S00133557,148,30,118
S00133558,132,22,110
S00133559,263,16,247
S00133560,65,9,56
S00133561,82,5,77
S00133562,129,11,118
S00133563,85,5,80
S00133564,115,49,66
S00133565,75,28,47
S00133566,147,22,125
S00133567,65,11,54
S00133568,92,10,82
S00133569,124,6,118
S00133570,93,14,79
S00133571,84,13,71
S00133572,102,40,62
S00133573,115,11,104
S00133574,141,42,99
S00133575,184,76,108
S00133576,78,6,72
S00133577,80,29,51
S00133578,122,8,114
S00133579,105,7,98
S00133580,390,18,372
S00133581,205,13,192
S00133582,159,23,136
S00133583,89,9,80
S00133584,83,13,70
S00133585,170,17,153
S00133586,129,4,125
S00133587,112,24,88
S00133588,184,21,163
S00133589,349,95,254
S00133590,173,9,164
S00133591,241,64,177
S00133592,166,11,155
S00133593,66,3,63
S00133594,91,21,70
S00133595,105,18,87
S00133596,138,14,124
S00133597,93,21,72
S00133598,229,19,210
S00133599,118,18,100
S00133600,163,23,140
S00133601,130,21,109
S00133602,66,11,55
S00133603,76,48,28
S00133604,91,14,77
S00133605,138,16,122
S00133606,59,9,50
S00133607,90,35,55
S00133608,226,29,197
S00133609,87,5,82
S00133610,179,15,164
S00133611,151,27,124
S00133612,114,24,90
S00133613,103,11,92
S00133614,98,9,89
S00133615,95,12,83
S00133616,67,21,46
S00133617,122,21,101
S00133618,83,21,62
S00133619,91,13,78
S00133620,101,27,74
S00133621,117,33,84
S00133622,57,14,43
S00133623,142,31,111
S00133624,147,37,110
S00133625,122,22,100
S00133626,77,19,58
S00133627,88,24,64
S00133628,111,18,93
S00133629,72,12,60
S00133630,143,14,129
S00133631,181,15,166
S00133632,191,25,166
S00133633,64,8,56
S00133634,127,12,115
S00133635,1893,77,1816
S00133636,151,34,117
S00133637,94,14,80
S00133638,66,2,64
S00133639,63,9,54
S00133640,115,12,103
S00133641,198,57,141
S00133642,113,16,97
S00133643,63,15,48
S00133644,168,36,132
S00133645,130,23,107
S00133646,93,12,81
S00133647,55,11,44
S00133648,77,9,68
S00133649,94,7,87
S00133650,93,11,82
S00133651,77,5,72
S00133652,98,16,82
S00133653,140,29,111
S00133654,101,10,91
S00133655,99,6,93
S00133656,96,11,85
S00133657,62,6,56
S00133658,112,13,99
S00133659,102,36,66
S00133660,229,12,217
S00133661,87,0,87
S00133662,125,15,110
S00133663,203,16,187
S00133664,55,10,45
S00133665,79,10,69
S00133666,95,21,74
S00133667,113,23,90
S00133668,175,33,142
S00133669,349,31,318
S00133670,63,8,55
S00133671,81,13,68
S00133672,147,17,130
S00133673,94,19,75
S00133674,75,19,56
S00133675,98,9,89
S00133676,187,8,179
S00133677,222,14,208
S00133678,60,15,45
S00133679,85,15,70
S00133680,113,10,103
S00133681,102,31,71
S00133682,100,8,92
S00133683,65,15,50
S00133684,51,9,42
S00133685,118,41,77
S00133686,119,34,85
S00133687,109,27,82
S00133688,140,24,116
S00133689,129,31,98
S00133690,136,42,94
S00133691,93,24,69
S00133692,183,28,155
S00133693,104,31,73
S00133694,158,36,122
S00133695,126,21,105
S00133696,107,42,65
S00133697,90,46,44
S00133698,81,21,60
S00133699,116,40,76
S00133700,101,23,78
S00133701,97,32,65
S00133702,102,24,78
S00133703,104,26,78
S00133704,104,15,89
S00133705,160,48,112
S00133706,126,39,87
S00133707,121,31,90
S00133708,129,32,97
S00133709,136,74,62
S00133710,74,17,57
S00133711,133,35,98
S00133712,111,35,76
S00133713,171,31,140
S00133714,102,20,82
S00133715,116,30,86
S00133716,111,27,84
S00133717,145,33,112
S00133718,51,10,41
S00133719,75,17,58
S00133720,161,26,135
S00133721,135,47,88
S00133722,144,28,116
S00133723,147,30,117
S00133724,167,36,131
S00133725,165,30,135
S00133726,603,146,457
S00133727,153,36,117
S00133728,166,35,131
S00133729,144,31,113
S00133730,165,37,128
S00133731,85,25,60
S00133732,108,34,74
S00133733,126,23,103
S00133734,83,24,59
S00133735,118,35,83
S00133736,122,38,84
S00133737,83,14,69
S00133738,116,15,101
S00133739,145,48,97
S00133740,150,30,120
S00133741,120,43,77
S00133742,131,39,92
S00133743,148,25,123
S00133744,60,12,48
S00133745,94,24,70
S00133746,163,37,126
S00133747,79,17,62
S00133748,136,23,113
S00133749,182,27,155
S00133750,56,14,42
S00133751,145,26,119
S00133752,138,23,115
S00133753,119,26,93
S00133754,83,22,61
S00133755,100,30,70
S00133756,141,27,114
S00133757,140,30,110
S00133758,150,27,123
S00133759,147,12,135
S00133760,164,33,131
S00133761,78,11,67
S00133762,79,16,63
S00133763,87,25,62
S00133764,156,32,124
S00133765,157,37,120
S00133766,127,44,83
S00133767,121,36,85
S00133768,148,33,115
S00133769,88,33,55
S00133770,110,49,61
S00133771,114,28,86
S00133772,99,26,73
S00133773,113,28,85
S00133774,150,34,116
S00133775,128,20,108
S00133776,98,23,75
S00133777,108,30,78
S00133778,139,28,111
S00133779,63,11,52
S00133780,94,14,80
S00133781,121,28,93
S00133782,167,21,146
S00133783,121,17,104
S00133784,155,14,141
S00133785,100,7,93
S00133786,93,5,88
S00133787,113,30,83
S00133788,89,27,62
S00133789,82,26,56
S00133790,98,20,78
S00133791,91,30,61
S00133792,81,21,60
S00133793,112,37,75
S00133794,92,18,74
S00133795,67,21,46
S00133796,124,39,85
S00133797,129,32,97
S00133798,139,32,107
S00133799,139,35,104
S00133800,113,29,84
S00133801,68,15,53
S00133802,99,24,75
S00133803,113,27,86
S00133804,76,21,55
S00133805,115,21,94
S00133806,146,42,104
S00133807,116,30,86
S00133808,113,19,94
S00133809,102,31,71
S00133810,106,34,72
S00133811,115,29,86
S00133812,114,26,88
S00133813,67,24,43
S00133814,83,17,66
S00133815,128,31,97
S00133816,140,57,83
S00133817,183,40,143
S00133818,126,38,88
S00133819,138,48,90
S00133820,177,31,146
S00133821,70,16,54
S00133822,79,33,46
S00133823,90,17,73
S00133824,96,23,73
S00133825,151,33,118
S00133826,74,14,60
S00133827,102,24,78
S00133828,90,30,60
S00133829,101,31,70
S00133830,108,34,74
S00133831,124,37,87
S00133832,129,45,84
S00133833,153,19,134
S00133834,124,23,101
S00133835,92,15,77
S00133836,147,43,104
S00133837,99,22,77
S00133838,103,22,81
S00133839,108,25,83
S00133840,182,45,137
S00133841,153,41,112
S00133842,182,34,148
S00133843,167,43,124
S00133844,106,36,70
S00133845,85,17,68
S00133846,141,34,107
S00133847,128,39,89
S00133848,110,29,81
S00133849,156,22,134
S00133850,122,22,100
S00133851,139,34,105
S00133852,104,15,89
S00133853,98,17,81
S00133854,143,37,106
S00133855,108,37,71
S00133856,105,24,81
S00133857,102,21,81
S00133858,114,30,84
S00133859,132,29,103
S00133860,127,18,109
S00133861,72,13,59
S00133862,102,19,83
S00133863,127,11,116
S00133864,94,13,81
S00133865,116,6,110
S00133866,125,23,102
S00133867,134,12,122
S00133868,108,10,98
S00133869,135,22,113
S00133870,128,12,116
S00133871,80,6,74
S00133872,106,9,97
S00133873,144,24,120
S00133874,107,13,94
S00133875,155,14,141
S00133876,111,5,106
S00133877,196,19,177
S00133878,134,15,119
S00133879,65,10,55
S00133880,185,37,148
S00133881,151,21,130
S00133882,119,30,89
S00133883,105,38,67
S00133884,88,19,69
S00133885,149,41,108
S00133886,68,26,42
S00133887,104,28,76
S00133888,156,29,127
S00133889,68,23,45
S00133890,87,14,73
S00133891,79,10,69
S00133892,149,34,115
S00133893,107,32,75
S00133894,116,31,85
S00133895,110,14,96
S00133896,138,35,103
S00133897,92,20,72
S00133898,107,30,77
S00133899,67,16,51
S00133900,55,12,43
S00133901,60,12,48
S00133902,141,33,108
S00133903,166,26,140
S00133904,116,30,86
S00133905,125,66,59
S00133906,127,29,98
S00133907,199,22,177
S00133908,116,31,85
S00133909,116,21,95
S00133910,161,41,120
S00133911,95,19,76
S00133912,58,7,51
S00133913,92,27,65
S00133914,145,31,114
S00133915,131,16,115
S00133916,183,81,102
S00133917,180,38,142
S00133918,51,8,43
S00133919,146,27,119
S00133920,161,49,112
S00133921,106,23,83
S00133922,152,38,114
S00133923,66,13,53
S00133924,119,9,110
S00133925,148,9,139
S00133926,196,37,159
S00133927,93,16,77
S00133928,118,13,105
S00133929,155,29,126
S00133930,57,15,42
S00133931,99,16,83
S00133932,163,40,123
S00133933,161,36,125
S00133934,105,24,81
S00133935,137,19,118
S00133936,67,7,60
S00133937,96,19,77
S00133938,117,15,102
S00133939,71,15,56
S00133940,164,21,143
S00133941,62,5,57
S00133942,112,17,95
S00133943,177,92,85
S00133944,165,37,128
S00133945,111,21,90
S00133946,126,14,112
S00133947,116,32,84
S00133948,110,25,85
S00133949,148,25,123
S00133950,162,34,128
S00133951,126,40,86
S00133952,176,34,142
S00133953,105,42,63
S00133954,89,21,68
S00133955,201,41,160
S00133956,160,32,128
S00133957,134,38,96
S00133958,154,27,127
S00133959,208,50,158
S00133960,108,22,86
S00133961,166,30,136
S00133962,173,27,146
S00133963,208,38,170
S00133964,150,35,115
S00133965,171,38,133
S00133966,127,31,96
S00133967,128,31,97
S00133968,150,36,114
S00133969,90,25,65
S00133970,136,29,107
S00133971,144,27,117
S00133972,146,22,124
S00133973,137,17,120
S00133974,157,12,145
S00133975,168,11,157
S00133976,130,21,109
S00133977,129,23,106
S00133978,181,24,157
S00133979,133,29,104
S00133980,151,31,120
S00133981,84,20,64
S00133982,121,21,100
S00133983,77,20,57
S00133984,156,35,121
S00133985,117,33,84
S00133986,121,27,94
S00133987,171,33,138
S00133988,157,46,111
S00133989,164,43,121
S00133990,135,23,112
S00133991,98,24,74
S00133992,135,34,101
S00133993,179,31,148
S00133994,128,26,102
S00133995,107,18,89
S00133996,182,39,143
S00133997,201,45,156
S00133998,167,35,132
S00133999,105,48,57
S00134000,171,29,142
S00134001,91,22,69
S00134002,138,25,113
S00134003,181,36,145
S00134004,109,16,93
S00134005,178,36,142
S00134006,104,21,83
S00134007,97,21,76
S00134008,88,20,68
S00134009,131,21,110
S00134010,142,19,123
S00134011,127,35,92
S00134012,63,2,61
S00134013,96,6,90
S00134014,153,36,117
S00134015,118,5,113
S00134016,151,32,119
S00134017,120,29,91
S00134018,114,23,91
S00134019,120,19,101
S00134020,121,27,94
S00134021,164,29,135
S00134022,132,22,110
S00134023,146,26,120
S00134024,161,18,143
S00134025,204,45,159
S00134026,140,29,111
S00134027,172,37,135
S00134028,156,21,135
S00134029,107,38,69
S00134030,139,24,115
S00134031,124,25,99
S00134032,96,29,67
S00134033,137,21,116
S00134034,196,42,154
S00134035,152,22,130
S00134036,131,34,97
S00134037,91,16,75
S00134038,126,18,108
S00134039,95,34,61
S00134040,144,18,126
S00134041,129,39,90
S00134042,88,36,52
S00134043,264,18,246
S00134044,139,7,132
S00134045,185,8,177
S00134046,202,38,164
S00134047,161,28,133
S00134048,159,21,138
S00134049,139,31,108
S00134050,174,48,126
S00134051,188,67,121
S00134052,98,27,71
S00134053,99,25,74
S00134054,112,30,82
S00134055,84,13,71
S00134056,150,20,130
S00134057,137,19,118
S00134058,85,18,67
S00134059,93,11,82
S00134060,187,32,155
S00134061,172,25,147
S00134062,98,26,72
S00134063,144,23,121
S00134064,88,28,60
S00134065,128,22,106
S00134066,80,4,76
S00134067,154,28,126
S00134068,105,23,82
S00134069,126,13,113
S00134070,174,29,145
S00134071,118,22,96
S00134072,127,8,119
S00134073,97,30,67
S00134074,205,23,182
S00134075,195,33,162
S00134076,186,41,145
S00134077,158,36,122
S00134078,152,29,123
S00134079,215,56,159
S00134080,144,31,113
S00134081,165,31,134
S00134082,170,30,140
S00134083,167,35,132
S00134084,182,27,155
S00134085,62,5,57
S00134086,151,19,132
S00134087,168,33,135
S00134088,118,22,96
S00134089,171,34,137
S00134090,132,26,106
S00134091,193,40,153
S00134092,90,19,71
S00134093,143,30,113
S00134094,154,34,120
S00134095,143,27,116
S00134096,222,33,189
S00134097,163,26,137
S00134098,167,19,148
S00134099,98,21,77
S00134100,80,10,70
