"output_area","total","owned","social","rented","rentfree"
"60QD000015",109,32,0,49,28
"60QD000016",188,144,11,18,15
"60QD000017",73,56,14,3,0
"60QD000018",59,49,3,5,2
"60QD000019",120,112,0,8,0
"60QD000020",74,67,5,2,0
"60QD000021",106,76,6,24,0
"60QD000022",192,183,0,8,1
"60QD000023",139,73,53,11,2
"60QD000024",130,60,61,1,8
"60QD000025",61,58,2,0,1
"60QD000026",118,91,14,10,3
"60QD000027",58,40,0,15,3
"60QD000028",159,136,1,14,8
"60QD000029",86,79,0,5,2
"60QD000030",135,72,42,7,14
"60QD000031",71,43,4,21,3
"60QD000032",96,78,3,15,0
"60QD000033",153,58,26,52,17
"60QD000034",97,57,16,16,8
"60QD000035",160,154,0,6,0
"60QD000036",56,56,0,0,0
"60QD000037",106,98,0,7,1
"60QD000038",141,70,66,1,4
"60QD000039",110,82,18,2,8
"60QD000040",81,79,0,2,0
"60QD000041",128,61,59,6,2
"60QD000042",129,49,72,0,8
"60QD000043",103,69,11,20,3
"60QD000044",55,40,10,1,4
"60QD000045",105,69,20,10,6
"60QD000046",115,111,2,0,2
"60QD000047",149,91,16,32,10
"60QD000048",69,51,11,3,4
"60QD000049",112,72,12,22,6
"60QD000050",132,93,2,27,10
"60QD000051",77,10,61,0,6
"60QD000052",176,110,31,23,12
"60QD000053",112,57,0,48,7
"60QD000054",180,153,1,22,4
"60QD000055",70,46,0,17,7
"60QD000056",77,53,6,2,16
"60QD000057",80,53,0,18,9
"60QD000058",153,31,10,13,99
"60QD000059",160,122,9,11,18
"60QD000060",120,79,22,18,1
"60QD000061",127,114,4,7,2
"60QD000062",238,151,35,46,6
"60QD000063",134,80,0,38,16
"60QD000064",162,118,12,15,17
"60QD000065",108,99,2,3,4
"60QD000066",120,102,2,16,0
"60QD000067",186,165,9,5,7
"60QD000068",179,97,74,3,5
"60QD000069",171,86,53,14,18
"60QD000070",81,28,44,0,9
"60QD000071",122,67,55,0,0
"60QD000072",105,56,29,12,8
"60QD000073",124,34,26,50,14
"60QD000074",93,42,16,18,17
"60QD000075",104,85,2,13,4
"60QD000076",114,94,2,5,13
"60QD000077",144,107,6,21,10
"60QD000078",112,100,8,1,3
"60QD000079",105,79,0,23,3
"60QD000080",96,81,9,4,2
"60QD000081",125,70,5,35,15
"60QD000082",144,114,5,19,6
"60QD000083",152,122,1,16,13
"60QD000084",89,72,2,13,2
"60QD000085",118,92,3,20,3
"60QD000086",99,72,1,17,9
"60QD000087",72,54,0,11,7
"60QD000088",129,103,6,16,4
"60QD000089",72,57,0,8,7
"60QD000090",91,54,0,37,0
"60QD000091",145,82,56,3,4
"60QD000092",103,79,0,23,1
"60QD000093",165,133,1,22,9
"60QD000094",101,67,25,7,2
"60QD000095",121,67,17,30,7
"60QD000096",116,114,0,1,1
"60QD000097",166,153,5,5,3
"60QD000098",167,96,63,0,8
"60QD000099",89,89,0,0,0
"60QD000100",138,103,2,11,22
"60QD000101",110,21,11,67,11
"60QD000102",185,137,0,16,32
"60QD000103",96,44,4,42,6
"60QD000104",92,63,0,23,6
"60QD000105",71,31,0,33,7
"60QD000106",124,44,13,48,19
"60QD000107",69,21,0,31,17
"60QD000108",99,35,50,10,4
"60QD000109",134,61,7,17,49
"60QD000110",125,64,36,12,13
"60QD000111",85,73,8,2,2
"60QD000112",83,63,9,11,0
"60QD000113",144,98,28,16,2
"60QD000114",67,21,7,10,29
"60QD000115",117,51,18,20,28
"60QD000116",78,68,0,6,4
"60QD000117",136,90,6,28,12
"60QD000118",84,38,42,3,1
"60QD000119",90,38,43,4,5
"60QD000120",130,74,46,6,4
"60QD000121",56,25,0,26,5
"60QD000122",66,57,0,5,4
"60QD000123",79,48,3,23,5
"60QD000124",103,49,13,24,17
"60QD000125",68,51,3,14,0
"60QD000126",69,41,4,19,5
"60QD000127",87,61,0,24,2
"60QD000128",66,49,1,14,2
"60QD000129",119,73,32,12,2
"60QD000130",160,113,19,27,1
"60QD000131",39,28,5,0,6
"60QD000132",52,45,0,2,5
"60QD000133",95,77,7,10,1
"60QD000134",81,38,30,11,2
"60QD000135",83,55,11,11,6
"60QD000136",67,67,0,0,0
"60QD000137",91,74,0,11,6
"60QD000138",130,119,0,6,5
"60QD000139",53,34,3,15,1
"60QD000140",123,102,9,9,3
"60QD000141",99,90,0,3,6
"60QD000142",96,83,1,10,2
"60QD000143",103,77,2,14,10
"60QD000144",126,111,6,9,0
"60QD000145",112,65,0,42,5
"60QD000146",85,43,0,27,15
"60QD000147",119,57,50,5,7
"60QD000148",159,151,0,8,0
"60QD000149",76,41,0,19,16
"60QD000150",70,70,0,0,0
"60QD000151",81,63,1,17,0
"60QD000152",154,148,0,5,1
"60QD000153",76,68,0,8,0
"60QD000154",123,120,0,3,0
"60QD000155",157,77,77,0,3
"60QD000156",202,111,82,2,7
"60QD000157",186,125,59,0,2
"60QD000158",86,17,67,0,2
"60QD000159",68,48,18,0,2
"60QD000160",73,29,37,2,5
"60QD000161",119,104,5,1,9
"60QD000162",152,135,15,2,0
"60QD000163",117,54,1,49,13
"60QD000164",106,34,5,65,2
"60QD000165",128,84,27,10,7
"60QD000166",99,65,5,27,2
"60QD000167",91,31,55,2,3
"60QD000168",82,66,13,1,2
"60QD000169",74,0,62,5,7
"60QD000170",123,90,0,29,4
"60QD000171",71,10,20,38,3
"60QD000172",80,0,77,0,3
"60QD000173",74,40,29,1,4
"60QD000174",134,27,82,16,9
"60QD000175",131,43,69,9,10
"60QD000176",147,134,3,7,3
"60QD000177",140,138,0,2,0
"60QD000178",99,47,35,10,7
"60QD000179",109,100,1,8,0
"60QD000180",170,76,72,11,11
"60QD000181",104,20,80,0,4
"60QD000182",85,56,28,0,1
"60QD000183",103,13,86,0,4
"60QD000184",74,29,40,2,3
"60QD000185",127,39,82,3,3
"60QD000186",101,26,67,5,3
"60QD000187",109,85,19,5,0
"60QD000188",93,15,71,0,7
"60QD000189",70,3,58,4,5
"60QD000190",112,46,60,0,6
"60QD000191",52,36,15,0,1
"60QD000192",160,67,73,9,11
"60QD000193",166,98,56,8,4
"60QD000194",121,70,40,7,4
"60QD000195",113,77,22,11,3
"60QD000196",130,9,118,0,3
"60QD000197",132,56,53,17,6
"60QD000198",131,36,88,1,6
"60QD000199",59,22,17,14,6
"60QD000200",154,132,12,6,4
"60QD000201",124,51,66,3,4
"60QD000202",179,121,32,22,4
"60QD000203",108,40,60,3,5
"60QD000204",101,46,30,23,2
"60QD000205",188,79,104,0,5
"60QD000206",192,86,106,0,0
"60QD000207",91,27,61,0,3
"60QD000208",78,63,11,3,1
"60QD000209",130,108,10,10,2
"60QD000210",74,14,53,4,3
"60QD000211",119,18,97,1,3
"60QD000212",125,3,117,4,1
"60QD000213",71,10,33,26,2
"60QD000214",157,90,38,28,1
"60QD000215",78,32,1,42,3
"60QD000216",111,83,0,24,4
"60QD000217",119,104,0,9,6
"60QD000218",100,88,0,11,1
"60QD000219",111,107,4,0,0
"60QD000220",131,111,4,5,11
"60QD000221",103,95,7,0,1
"60QD000222",67,65,0,2,0
"60QD000223",143,128,10,5,0
"60QD000224",90,77,13,0,0
"60QD000225",135,50,75,4,6
"60QD000226",117,24,89,0,4
"60QD000227",126,15,109,0,2
"60QD000228",113,28,46,35,4
"60QD000229",61,15,45,1,0
"60QD000230",130,37,73,20,0
"60QD000231",70,11,55,0,4
"60QD000232",130,66,12,50,2
"60QD000233",124,111,2,8,3
"60QD000234",137,87,40,9,1
"60QD000235",136,126,0,10,0
"60QD000236",80,65,0,15,0
"60QD000237",51,45,0,6,0
"60QD000238",131,118,0,11,2
"60QD000239",125,49,55,13,8
"60QD000240",98,97,0,0,1
"60QD000241",90,80,9,0,1
"60QD000242",65,54,10,1,0
"60QD000243",86,79,2,5,0
"60QD000244",94,51,25,18,0
"60QD000245",98,34,60,0,4
"60QD000246",173,96,70,5,2
"60QD000247",117,71,44,2,0
"60QD000248",122,57,48,3,14
"60QD000249",148,148,0,0,0
"60QD000250",122,107,0,9,6
"60QD000251",94,46,34,9,5
"60QD000252",85,82,0,2,1
"60QD000253",107,101,0,4,2
"60QD000254",141,66,66,4,5
"60QD000255",86,48,32,2,4
"60QD000256",155,132,9,9,5
"60QD000257",118,78,13,19,8
"60QD000258",55,47,6,2,0
"60QD000259",84,79,4,0,1
"60QD000260",80,80,0,0,0
"60QD000261",55,51,0,1,3
"60QD000262",135,120,1,2,12
"60QD000263",103,100,0,3,0
"60QD000264",76,63,0,10,3
"60QD000265",129,118,0,11,0
"60QD000266",107,99,0,7,1
"60QD000267",108,82,2,24,0
"60QD000268",72,67,0,4,1
"60QD000269",101,77,12,11,1
"60QD000270",92,71,3,17,1
"60QD000271",77,33,8,34,2
"60QD000272",58,47,0,7,4
"60QD000273",62,32,21,7,2
"60QD000274",77,37,31,7,2
"60QD000275",62,46,1,15,0
"60QD000276",79,58,3,13,5
"60QD000277",75,57,6,12,0
"60QD000278",120,110,0,9,1
"60QD000279",175,158,3,14,0
"60QD000280",134,126,0,8,0
"60QD000281",131,84,39,6,2
"60QD000282",115,78,19,18,0
"60QD000283",76,31,25,14,6
"60QD000284",106,64,28,11,3
"60QD000285",114,56,48,5,5
"60QD000286",116,95,7,11,3
"60QD000287",116,100,0,15,1
"60QD000288",232,63,156,8,5
"60QD000289",166,128,8,30,0
"60QD000290",103,8,84,3,8
"60QD000291",128,87,27,11,3
"60QD000292",128,119,0,9,0
"60QD000293",85,78,0,7,0
"60QD000294",92,49,41,2,0
"60QD000295",85,78,0,7,0
"60QD000296",176,166,0,10,0
"60QD000297",108,85,15,8,0
"60QD000298",117,99,1,17,0
"60QD000299",99,32,48,14,5
"60QD000300",90,74,1,13,2
"60QD000301",97,79,0,16,2
"60QD000302",79,7,66,0,6
"60QD000303",77,16,50,4,7
"60QD000304",93,44,44,3,2
"60QD000305",124,86,24,9,5
"60QD000306",93,59,23,6,5
"60QD000307",83,74,5,2,2
"60QD000308",87,75,0,12,0
"60QD000309",99,0,88,0,11
"60QD000310",66,12,35,16,3
"60QD000311",96,61,26,8,1
"60QD000312",103,54,44,3,2
"60QD000313",128,23,102,0,3
"60QD000314",109,26,77,1,5
"60QD000315",86,27,56,1,2
"60QD000316",107,74,18,13,2
"60QD000317",64,56,7,1,0
"60QD000318",168,39,124,2,3
"60QD000319",112,37,72,2,1
"60QD000320",92,24,53,8,7
"60QD000321",141,114,25,2,0
"60QD000322",97,73,15,6,3
"60QD000323",111,34,66,7,4
"60QD000324",85,74,9,2,0
"60QD000325",136,127,2,7,0
"60QD000326",151,128,0,23,0
"60QD000327",75,74,1,0,0
"60QD000328",76,61,0,13,2
"60QD000329",123,47,67,7,2
"60QD000330",116,28,84,3,1
"60QD000331",124,84,20,20,0
"60QD000332",109,81,0,24,4
"60QD000333",171,168,1,2,0
"60QD000334",55,51,0,2,2
"60QD000335",129,126,0,3,0
"60QD000336",90,85,4,1,0
"60QD000337",85,48,31,2,4
"60QD000338",85,78,0,4,3
"60QD000339",121,119,0,2,0
"60QD000340",179,173,3,3,0
"60QD000341",98,96,0,0,2
"60QD000342",102,84,18,0,0
"60QD000343",134,88,37,5,4
"60QD000344",122,81,37,0,4
"60QD000345",127,100,25,2,0
"60QD000346",92,82,6,3,1
"60QD000347",114,99,5,6,4
"60QD000348",101,83,0,15,3
"60QD000349",101,95,0,3,3
"60QD000350",147,141,0,4,2
"60QD000351",98,51,36,0,11
"60QD000352",133,120,7,6,0
"60QD000353",86,62,19,4,1
"60QD000354",127,110,6,10,1
"60QD000355",72,66,1,5,0
"60QD000356",149,145,3,1,0
"60QD000357",77,59,0,15,3
"60QD000358",158,149,0,9,0
"60QD000359",159,159,0,0,0
"60QD000360",161,78,0,83,0
"60QD000361",170,0,19,151,0
"60QD000362",114,3,15,96,0
"60QD000363",226,155,14,54,3
"60QD000364",184,184,0,0,0
"60QD000365",134,128,0,2,4
"60QD000366",87,80,0,7,0
"60QD000367",75,20,52,3,0
"60QD000368",114,107,0,4,3
"60QD000369",79,74,0,5,0
"60QD000370",114,107,0,7,0
"60QD000371",119,95,12,7,5
"60QD000372",103,76,22,1,4
"60QD000373",94,89,2,3,0
"60QD000374",133,125,2,6,0
"60QD000375",110,105,4,1,0
"60QD000376",108,77,30,0,1
"60QD000377",58,5,46,2,5
"60QD000378",87,11,71,4,1
"60QD000379",84,44,37,3,0
"60QD000380",83,11,63,4,5
"60QD000381",69,12,40,11,6
"60QD000382",135,26,94,3,12
"60QD000383",140,30,98,9,3
"60QD000384",120,46,62,3,9
"60QD000385",116,39,74,3,0
"60QD000386",122,66,54,2,0
"60QD000387",120,89,26,5,0
"60QD000388",102,52,43,2,5
"60QD000389",145,141,0,4,0
"60QD000390",56,52,0,4,0
"60QD000391",111,110,0,1,0
"60QD000392",151,132,4,10,5
"60QD000393",54,51,1,2,0
"60QD000394",51,51,0,0,0
"60QD000395",93,71,11,7,4
"60QD000396",62,57,0,5,0
"60QD000397",110,81,16,3,10
"60QD000398",88,72,0,13,3
"60QD000399",82,58,0,24,0
"60QD000400",130,66,32,25,7
"60QD000401",125,52,61,7,5
"60QD000402",79,54,0,25,0
"60QD000403",151,116,23,9,3
"60QD000404",73,38,15,18,2
"60QD000405",82,56,1,24,1
"60QD000406",51,42,0,9,0
"60QD000407",112,35,11,66,0
"60QD000408",66,34,15,15,2
"60QD000409",96,64,9,23,0
"60QD000410",83,57,17,5,4
"60QD000411",136,73,35,26,2
"60QD000412",109,52,33,19,5
"60QD000413",131,95,2,31,3
"60QD000414",113,79,2,29,3
"60QD000415",118,107,0,11,0
"60QD000416",130,118,4,8,0
"60QD000417",91,84,0,3,4
"60QD000418",118,117,0,1,0
"60QD000419",120,115,0,5,0
"60QD000420",138,136,0,2,0
"60QD000421",145,41,13,91,0
"60QD000422",115,113,0,2,0
"60QD000423",117,64,38,11,4
"60QD000424",128,74,42,7,5
"60QD000425",105,79,18,8,0
"60QD000426",124,39,3,78,4
"60QD000427",110,102,1,5,2
"60QD000428",69,66,1,2,0
"60QD000429",109,105,0,4,0
"60QD000430",122,106,3,13,0
"60QD000431",99,94,0,4,1
"60QD000432",148,134,0,14,0
"60QD000433",180,18,25,135,2
"60QD000434",169,0,29,135,5
"60QD000435",147,6,21,120,0
"60QD000436",239,0,174,61,4
"60QD000437",181,8,171,2,0
"60QD000438",144,144,0,0,0
"60QD000439",150,141,0,9,0
"60QD000440",201,197,0,4,0
"60QD000441",124,113,0,9,2
"60QD000442",125,125,0,0,0
"60QD000443",186,180,0,6,0
"60QD000444",134,122,0,7,5
"60QD000445",116,97,5,8,6
"60QD000446",117,115,0,0,2
"60QD000447",223,212,5,6,0
"60QD000448",80,78,0,2,0
"60QD000449",77,77,0,0,0
"60QD000450",154,150,0,2,2
"60QD000451",139,138,0,1,0
"60QD000452",141,138,0,3,0
"60QD000453",143,125,0,8,10
"60QD000454",133,127,0,5,1
"60QD000455",59,56,0,3,0
"60QD000456",140,140,0,0,0
"60QD000457",120,120,0,0,0
"60QD000458",158,158,0,0,0
"60QD000459",125,113,0,10,2
"60QD000460",188,182,0,1,5
"60QD000461",157,147,0,7,3
"60QD000462",103,91,9,3,0
"60QD000463",131,127,2,1,1
"60QD000464",117,106,5,4,2
"60QD000465",171,57,111,3,0
"60QD000466",109,24,9,75,1
"60QD000467",128,28,8,92,0
"60QD000468",142,123,15,4,0
"60QD000469",115,96,13,4,2
"60QD000470",133,58,65,8,2
"60QD000471",93,73,14,6,0
"60QD000472",90,13,77,0,0
"60QD000473",67,6,56,0,5
"60QD000474",82,51,15,6,10
"60QD000475",152,122,23,5,2
"60QD000476",141,98,31,6,6
"60QD000477",216,108,101,0,7
"60QD000478",130,87,39,1,3
"60QD000479",139,88,35,15,1
"60QD000480",108,75,21,6,6
"60QD000481",164,119,36,8,1
"60QD000482",91,91,0,0,0
"60QD000483",140,130,0,1,9
"60QD000484",100,61,12,21,6
"60QD000485",52,47,5,0,0
"60QD000486",109,65,36,5,3
"60QD000487",142,64,72,5,1
"60QD000488",95,68,27,0,0
"60QD000489",110,43,60,5,2
"60QD000490",150,118,27,5,0
"60QD000491",150,103,25,10,12
"60QD000492",53,23,0,28,2
"60QD000493",112,40,71,1,0
"60QD000494",112,69,40,0,3
"60QD000495",137,77,53,0,7
"60QD000496",113,63,50,0,0
"60QD000497",173,116,50,2,5
"60QD000498",142,99,26,8,9
"60QD000499",137,43,93,0,1
"60QD000500",115,26,75,4,10
"60QD000501",149,129,8,12,0
"60QD000502",112,103,7,2,0
"60QD000503",143,138,0,5,0
"60QD000504",137,134,0,3,0
"60QD000505",127,120,0,0,7
"60QD000506",191,156,0,29,6
"60QD000507",104,68,19,12,5
"60QD000508",129,111,7,10,1
"60QD000509",86,70,4,11,1
"60QD000510",105,57,25,21,2
"60QD000511",95,51,41,0,3
"60QD000512",68,13,48,2,5
"60QD000513",114,93,21,0,0
"60QD000514",98,54,38,0,6
"60QD000515",105,75,1,28,1
"60QD000516",120,28,81,8,3
"60QD000517",113,29,59,22,3
"60QD000518",55,40,11,3,1
"60QD000519",117,99,10,8,0
"60QD000520",91,70,19,2,0
"60QD000521",69,58,4,7,0
"60QD000522",86,24,62,0,0
"60QD000523",192,54,134,2,2
"60QD000524",127,89,38,0,0
"60QD000525",235,144,83,8,0
"60QD000526",71,51,1,15,4
"60QD000527",61,36,6,19,0
"60QD000528",109,80,6,17,6
"60QD000529",132,96,33,3,0
"60QD000530",124,113,0,9,2
"60QD000531",134,66,59,7,2
"60QD000532",159,92,51,15,1
"60QD000533",153,148,0,3,2
"60QD000534",86,67,3,16,0
"60QD000535",118,110,4,3,1
"60QD000536",102,72,1,23,6
"60QD000537",95,41,51,1,2
"60QD000538",146,81,49,9,7
"60QD000539",80,53,11,9,7
"60QD000540",94,54,30,7,3
"60QD000541",133,94,29,1,9
"60QD000542",85,38,45,2,0
"60QD000543",197,112,75,9,1
"60QD000544",133,42,91,0,0
"60QD000545",192,98,75,11,8
"60QD000546",150,114,34,0,2
"60QD000547",169,95,68,0,6
"60QD000548",136,88,45,2,1
"60QD000549",192,100,86,4,2
"60QD000550",94,60,23,4,7
"60QD000551",150,120,13,8,9
"60QD000552",124,104,10,9,1
"60QD000553",54,31,0,21,2
"60QD000554",75,70,2,3,0
"60QD000555",199,158,8,18,15
"60QD000556",86,70,0,15,1
"60QD000557",67,61,0,2,4
"60QD000558",107,72,21,12,2
"60QD000559",117,83,5,14,15
"60QD000560",136,103,2,30,1
"60QD000561",173,50,19,80,24
"60QD000562",125,87,29,5,4
"60QD000563",141,75,24,23,19
"60QD000564",139,107,22,0,10
"60QD000565",78,34,12,18,14
"60QD000566",142,110,14,17,1
"60QD000567",99,81,2,15,1
"60QD000568",58,48,0,7,3
"60QD000569",160,112,8,22,18
"60QD000570",109,71,0,38,0
"60QD000571",164,70,7,77,10
"60QD000572",166,145,4,5,12
"60QD000573",146,103,13,27,3
"60QD000574",128,111,12,3,2
"60QD000575",140,40,55,31,14
"60QD000576",124,72,26,26,0
"60QD000577",109,83,2,13,11
"60QD000578",122,71,7,27,17
"60QD000579",133,66,49,10,8
"60QD000580",64,41,2,19,2
"60QD000581",110,43,11,49,7
"60QD000582",93,68,14,4,7
"60QD000583",63,59,0,4,0
"60QD000584",122,60,0,32,30
"60QD000585",113,56,0,35,22
"60QD000586",85,72,0,13,0
"60QD000587",89,23,0,45,21
"60QD000588",99,96,0,1,2
"60QD000589",70,68,0,2,0
"60QD000590",67,32,0,25,10
"60QD000591",107,98,6,1,2
"60QD000592",108,108,0,0,0
"60QD000593",129,121,0,2,6
"60QD000594",162,157,0,1,4
"60QD000595",67,66,0,0,1
"60QD000596",89,89,0,0,0
"60QD000597",53,50,0,3,0
"60QD000598",203,105,91,7,0
"60QD000599",63,13,42,0,8
"60QD000600",129,62,55,5,7
"60QD000601",63,31,28,4,0
"60QD000602",78,78,0,0,0
"60QD000603",79,77,0,0,2
"60QD000604",63,59,4,0,0
"60QD000605",57,14,38,5,0
"60QD000606",110,81,0,10,19
"60QD000607",84,80,0,4,0
"60QD000608",50,46,2,0,2
"60QD000609",65,46,0,19,0
"60QD000610",131,103,15,10,3
"60QD000611",60,54,0,6,0
"60QD000612",106,75,22,8,1
"60QD000613",70,54,12,0,4
"60QD000614",96,37,53,5,1
"60QD000615",60,58,2,0,0
"60QD000616",118,104,8,2,4
"60QD000617",58,49,0,8,1
"60QD000618",96,75,10,11,0
"60QD000619",89,72,5,10,2
"60QD000620",79,65,8,6,0
"60QD000621",108,4,99,0,5
"60QD000622",79,18,59,1,1
"60QD000623",74,68,0,3,3
"60QD000624",74,70,0,4,0
"60QD000625",137,76,40,4,17
"60QD000626",117,90,5,21,1
"60QD000627",53,13,39,0,1
"60QD000628",108,50,54,4,0
"60QD000629",117,109,1,7,0
"60QD000630",146,146,0,0,0
"60QD000631",102,102,0,0,0
"60QD000632",59,43,0,16,0
"60QD000633",56,49,0,4,3
"60QD000634",112,108,4,0,0
"60QD000635",158,0,69,88,1
"60QD000636",129,126,3,0,0
"60QD000637",79,4,15,54,6
"60QD000638",73,72,1,0,0
"60QD000639",128,128,0,0,0
"60QD000640",124,118,0,5,1
"60QD000641",79,79,0,0,0
"60QD000642",136,135,0,1,0
"60QD000643",84,84,0,0,0
"60QD000644",105,46,49,2,8
"60QD000645",67,61,0,6,0
"60QD000646",83,77,5,0,1
"60QD000647",139,128,2,8,1
"60QD000648",58,57,0,0,1
"60QD000649",85,23,54,5,3
"60QD000650",114,80,33,1,0
"60QD000651",75,38,10,22,5
"60QD000652",75,66,0,9,0
"60QD000653",96,91,0,5,0
"60QD000654",136,118,0,14,4
"60QD000655",108,102,0,2,4
"60QD000656",165,128,9,25,3
"60QD000657",145,46,92,1,6
"60QD000658",55,54,0,1,0
"60QD000659",99,97,0,0,2
"60QD000660",98,81,0,11,6
"60QD000661",70,67,1,0,2
"60QD000662",83,32,47,0,4
"60QD000663",96,70,16,6,4
"60QD000664",147,122,1,16,8
"60QD000665",114,49,59,1,5
"60QD000666",74,67,0,7,0
"60QD000667",98,50,47,0,1
"60QD000668",73,45,25,0,3
"60QD000669",157,84,64,4,5
"60QD000670",83,28,55,0,0
"60QD000671",205,69,128,2,6
"60QD000672",132,67,58,7,0
"60QD000673",51,20,28,3,0
"60QD000674",111,66,43,2,0
"60QD000675",89,86,0,3,0
"60QD000676",110,83,15,10,2
"60QD000677",63,48,7,4,4
"60QD000678",101,88,5,4,4
"60QD000679",76,51,3,20,2
"60QD000680",164,149,7,7,1
"60QD000681",85,72,2,11,0
"60QD000682",131,113,13,3,2
"60QD000683",65,34,28,0,3
"60QD000684",105,41,58,1,5
"60QD000685",122,81,18,11,12
"60QD000686",202,168,15,16,3
"60QD000687",108,105,0,3,0
"60QD000688",73,57,3,10,3
"60QD000689",99,45,27,18,9
"60QD000690",99,65,2,31,1
"60QD000691",87,79,0,8,0
"60QD000692",131,108,3,12,8
"60QD000693",119,92,2,16,9
"60QD000694",64,33,0,18,13
"60QD000695",84,51,30,3,0
"60QD000696",186,161,13,7,5
"60QD000697",100,74,9,15,2
"60QD000698",70,50,6,7,7
"60QD000699",73,51,6,10,6
"60QD000700",138,67,68,0,3
"60QD000701",87,73,0,14,0
"60QD000702",129,108,0,14,7
"60QD000703",71,36,33,0,2
"60QD000704",136,67,63,6,0
"60QD000705",282,196,80,3,3
"60QD000706",152,133,3,16,0
"60QD000707",81,66,0,11,4
"60QD000708",115,108,0,5,2
"60QD000709",89,87,1,0,1
"60QD000710",176,110,27,34,5
"60QD000711",52,19,29,4,0
"60QD000712",149,86,41,14,8
"60QD000713",153,106,7,31,9
"60QD000714",88,45,36,4,3
"60QD000715",98,66,17,13,2
"60QD000716",74,67,0,7,0
"60QD000717",110,75,31,3,1
"60QD000718",92,42,49,0,1
"60QD000719",108,98,0,9,1
"60QD000720",74,58,2,8,6
"60QD000721",67,66,0,1,0
"60QD000722",168,102,62,3,1
"60QD000723",85,30,35,18,2
"60QD000724",96,56,15,19,6
"60QD000725",148,42,89,15,2
"60QD000726",53,31,16,3,3
"60QD000727",114,84,0,28,2
"60QD000728",67,60,3,3,1
"60QD000729",93,51,32,6,4
"60QD000730",54,4,45,2,3
"60QD000731",50,34,7,7,2
"60QD000732",98,7,86,0,5
"60QD000733",106,43,60,1,2
"60QD000734",102,7,87,7,1
"60QD000735",106,73,28,5,0
"60QD000736",93,50,34,6,3
"60QD000737",72,17,22,33,0
"60QD000738",67,12,30,23,2
"60QD000739",106,101,0,1,4
"60QD000740",130,99,15,12,4
"60QD000741",79,61,0,18,0
"60QD000742",72,62,0,10,0
"60QD000743",82,77,0,0,5
"60QD000744",116,94,0,22,0
"60QD000745",143,140,0,3,0
"60QD000746",54,54,0,0,0
"60QD000747",88,79,0,7,2
"60QD000748",157,157,0,0,0
"60QD000749",122,120,0,2,0
"60QD000750",85,81,0,4,0
"60QD000751",176,161,3,8,4
"60QD000752",133,79,39,13,2
"60QD000753",62,57,3,2,0
"60QD000754",155,106,42,2,5
"60QD000755",128,116,4,8,0
"60QD000756",100,46,52,2,0
"60QD000757",116,47,49,19,1
"60QD000758",175,37,124,7,7
"60QD000759",149,96,47,4,2
"60QD000760",138,138,0,0,0
"60QD000761",156,111,36,8,1
"60QD000762",188,93,94,1,0
"60QD000763",79,36,38,5,0
"60QD000764",94,53,33,7,1
"60QD000765",66,22,25,15,4
"60QD000766",141,95,44,2,0
"60QD000767",75,56,19,0,0
"60QD000768",124,3,119,0,2
"60QD000769",119,14,101,0,4
"60QD000770",137,89,37,11,0
"60QD000771",94,55,39,0,0
"60QD000772",159,153,0,5,1
"60QD000773",128,127,0,1,0
"60QD000774",180,176,0,4,0
"60QD000775",76,38,36,0,2
"60QD000776",106,53,40,13,0
"60QD000777",94,52,39,0,3
"60QD000778",114,83,10,21,0
"60QD000779",67,38,0,29,0
"60QD000780",92,39,0,53,0
"60QD000781",98,32,26,37,3
"60QD000782",119,82,16,9,12
"60QD000783",63,51,4,8,0
"60QD000784",123,101,0,19,3
"60QD000785",105,86,6,7,6
"60QF000001",90,62,6,16,6
"60QF000002",59,33,2,17,7
"60QF000003",76,74,0,1,1
"60QF000004",160,141,4,13,2
"60QF000005",86,79,0,4,3
"60QF000006",66,23,1,34,8
"60QF000007",147,129,9,6,3
"60QF000008",112,93,0,17,2
"60QF000009",138,100,26,8,4
"60QF000010",145,82,60,3,0
"60QF000011",100,55,29,15,1
"60QF000012",132,124,8,0,0
"60QF000013",72,42,23,3,4
"60QF000014",84,38,31,12,3
"60QF000015",105,62,7,33,3
"60QF000016",104,55,40,5,4
"60QF000017",132,27,88,5,12
"60QF000018",134,113,1,20,0
"60QF000019",119,6,91,14,8
"60QF000020",190,61,120,0,9
"60QF000021",179,65,108,0,6
"60QF000022",134,23,91,6,14
"60QF000023",145,15,115,4,11
"60QF000024",99,18,79,0,2
"60QF000025",116,18,93,0,5
"60QF000026",85,58,2,20,5
"60QF000027",122,116,0,6,0
"60QF000028",127,66,55,5,1
"60QF000029",169,57,106,4,2
"60QF000030",166,7,139,0,20
"60QF000031",184,176,1,3,4
"60QF000032",106,69,32,1,4
"60QF000033",175,174,1,0,0
"60QF000034",143,141,2,0,0
"60QF000035",149,61,86,1,1
"60QF000036",117,44,55,10,8
"60QF000037",101,38,59,3,1
"60QF000038",118,22,88,0,8
"60QF000039",110,80,23,6,1
"60QF000040",164,141,10,13,0
"60QF000041",131,74,50,3,4
"60QF000042",154,84,43,18,9
"60QF000043",131,60,65,0,6
"60QF000044",154,63,84,0,7
"60QF000045",137,63,71,0,3
"60QF000046",105,48,56,0,1
"60QF000047",88,56,31,0,1
"60QF000048",97,87,9,0,1
"60QF000049",119,110,5,0,4
"60QF000050",105,93,0,8,4
"60QF000051",114,105,3,4,2
