"output_area","total","pensioner","student","other"
"S00115563",74,19,0,55
"S00115564",72,11,0,61
"S00115565",62,24,0,38
"S00115566",56,16,0,40
"S00115567",79,38,0,41
"S00115568",29,12,0,17
"S00115569",47,15,0,32
"S00115570",74,33,0,41
"S00115571",73,27,0,46
"S00115572",80,37,0,43
"S00115573",49,8,0,41
"S00115574",38,19,0,19
"S00115575",71,22,0,49
"S00115576",53,14,0,39
"S00115577",64,27,0,37
"S00115578",64,17,0,47
"S00115579",44,16,0,28
"S00115580",50,13,0,37
"S00115581",59,11,0,48
"S00115582",47,15,0,32
"S00115583",49,15,1,33
"S00115584",40,14,0,26
"S00115585",55,18,0,37
"S00115586",57,22,0,35
"S00115587",48,12,0,36
"S00115588",74,13,0,61
"S00115589",71,11,0,60
"S00115590",43,4,0,39
"S00115591",60,11,0,49
"S00115592",66,10,0,56
"S00115593",50,16,0,34
"S00115594",52,7,0,45
"S00115595",40,5,0,35
"S00115596",52,12,0,40
"S00115597",59,15,0,44
"S00115598",40,5,0,35
"S00115599",54,5,0,49
"S00115600",69,28,0,41
"S00115601",41,16,0,25
"S00115602",76,45,0,31
"S00115603",38,3,1,34
"S00115604",49,0,0,49
"S00115605",42,2,0,40
"S00115606",55,6,1,48
"S00115607",33,1,0,32
"S00115608",76,4,0,72
"S00115609",42,9,0,33
"S00115610",29,6,0,23
"S00115611",49,8,1,40
"S00115612",75,6,0,69
"S00115613",57,5,0,52
"S00115614",48,8,0,40
"S00115615",46,15,0,31
"S00115616",52,10,0,42
"S00115617",42,8,0,34
"S00115618",44,6,0,38
"S00115619",49,19,0,30
"S00115620",48,17,0,31
"S00115621",53,4,0,49
"S00115622",48,7,0,41
"S00115623",48,13,0,35
"S00115624",44,9,0,35
"S00115625",70,15,0,55
"S00115626",65,22,0,43
"S00115627",50,11,0,39
"S00115628",47,5,0,42
"S00115629",42,10,0,32
"S00115630",63,13,0,50
"S00115631",67,11,0,56
"S00115632",59,16,1,42
"S00115633",46,14,0,32
"S00115634",58,10,0,48
"S00115635",61,13,0,48
"S00115636",51,17,0,34
"S00115637",50,19,0,31
"S00115638",52,5,0,47
"S00115639",57,2,0,55
"S00115640",56,0,0,56
"S00115641",39,2,0,37
"S00115642",84,13,1,70
"S00115643",61,18,0,43
"S00115644",46,7,0,39
"S00115645",25,4,0,21
"S00115646",43,7,0,36
"S00115647",49,16,0,33
"S00115648",50,10,0,40
"S00115649",49,13,0,36
"S00115650",33,10,0,23
"S00115651",56,12,0,44
"S00115652",39,7,0,32
"S00115653",52,4,0,48
"S00115654",26,8,0,18
"S00115655",56,14,0,42
"S00115656",51,3,0,48
"S00115657",46,3,0,43
"S00115658",76,8,0,68
"S00115659",40,4,0,36
"S00115660",42,4,2,36
"S00115661",49,16,0,33
"S00115662",47,10,0,37
"S00115663",36,7,3,26
"S00115664",60,11,1,48
"S00115665",65,11,6,48
"S00115666",49,9,1,39
"S00115667",22,2,0,20
"S00115668",58,55,0,3
"S00115669",43,5,3,35
"S00115670",66,2,0,64
"S00115671",68,18,0,50
"S00115672",77,9,0,68
"S00115673",63,15,0,48
"S00115674",55,4,0,51
"S00115675",31,1,0,30
"S00115676",46,3,0,43
"S00115677",63,10,0,53
"S00115678",57,11,0,46
"S00115679",72,9,0,63
"S00115680",47,13,0,34
"S00115681",71,5,0,66
"S00115682",61,7,0,54
"S00115683",56,7,0,49
"S00115684",49,2,0,47
"S00115685",43,10,0,33
"S00115686",71,8,0,63
"S00115687",50,9,0,41
"S00115688",34,3,0,31
"S00115689",56,12,0,44
"S00115690",44,4,0,40
"S00115691",62,27,0,35
"S00115692",75,9,0,66
"S00115693",58,9,0,49
"S00115694",55,11,2,42
"S00115695",46,9,0,37
"S00115696",45,10,0,35
"S00115697",53,21,0,32
"S00115698",48,13,0,35
"S00115699",41,10,0,31
"S00115700",69,16,0,53
"S00115701",65,16,0,49
"S00115702",58,12,0,46
"S00115703",52,13,0,39
"S00115704",49,19,0,30
"S00115705",27,6,0,21
"S00115706",43,21,0,22
"S00115707",47,15,0,32
"S00115708",52,15,0,37
"S00115709",55,8,0,47
"S00115710",55,21,0,34
"S00115711",50,12,0,38
"S00115712",43,12,0,31
"S00115713",55,15,2,38
"S00115714",42,16,0,26
"S00115715",56,17,0,39
"S00115716",37,12,0,25
"S00115717",53,24,0,29
"S00115718",85,25,0,60
"S00115719",41,10,0,31
"S00115720",24,6,0,18
"S00115721",41,13,0,28
"S00115722",34,9,0,25
"S00115723",21,3,0,18
"S00115724",39,4,0,35
"S00115725",39,7,0,32
"S00115726",37,5,0,32
"S00115727",51,4,2,45
"S00115728",49,13,0,36
"S00115729",70,5,1,64
"S00115730",74,19,0,55
"S00115731",44,5,0,39
"S00115732",73,17,0,56
"S00115733",66,15,0,51
"S00115734",49,1,0,48
"S00115735",67,15,3,49
"S00115736",46,15,0,31
"S00115737",43,9,1,33
"S00115738",40,10,0,30
"S00115739",49,13,0,36
"S00115740",71,7,1,63
"S00115741",30,9,1,20
"S00115742",54,16,0,38
"S00115743",42,0,1,41
"S00115744",56,15,0,41
"S00115745",22,2,0,20
"S00115746",23,3,0,20
"S00115747",49,5,1,43
"S00115748",66,0,0,66
"S00115749",71,11,0,60
"S00115750",44,2,0,42
"S00115751",26,5,0,21
"S00115752",48,5,0,43
"S00115753",59,0,0,59
"S00115754",57,0,1,56
"S00115755",38,3,0,35
"S00115756",73,1,0,72
"S00115757",68,3,1,64
"S00115758",72,3,0,69
"S00115759",31,0,0,31
"S00115760",83,1,0,82
"S00115761",62,1,0,61
"S00115762",74,9,0,65
"S00115763",55,8,0,47
"S00115764",50,10,0,40
"S00115765",61,7,0,54
"S00115766",73,12,0,61
"S00115767",61,4,0,57
"S00115768",52,0,0,52
"S00115769",47,2,0,45
"S00115770",51,4,2,45
"S00115771",30,8,0,22
"S00115772",51,5,0,46
"S00115773",60,2,0,58
"S00115774",45,5,1,39
"S00115775",40,10,0,30
"S00115776",48,6,0,42
"S00115777",56,1,0,55
"S00115778",40,2,0,38
"S00115779",54,2,1,51
"S00115780",49,2,0,47
"S00115781",64,1,0,63
"S00115782",45,4,0,41
"S00115783",61,15,1,45
"S00115784",66,11,1,54
"S00115785",57,1,0,56
"S00115786",71,20,0,51
"S00115787",62,12,0,50
"S00115788",46,12,1,33
"S00115789",56,16,0,40
"S00115790",48,13,0,35
"S00115791",55,11,0,44
"S00115792",45,1,1,43
"S00115793",73,0,1,72
"S00115794",72,15,0,57
"S00115795",61,14,0,47
"S00115796",36,4,1,31
"S00115797",76,5,0,71
"S00115798",24,7,0,17
"S00115799",51,4,0,47
"S00115800",65,5,0,60
"S00115801",55,0,0,55
"S00115802",73,5,1,67
"S00115803",42,12,3,27
"S00115804",69,15,0,54
"S00115805",52,10,0,42
"S00115806",58,3,0,55
"S00115807",34,6,0,28
"S00115808",46,10,0,36
"S00115809",39,9,0,30
"S00115810",47,12,0,35
"S00115811",42,10,0,32
"S00115812",40,10,0,30
"S00115813",53,17,0,36
"S00115814",42,12,0,30
"S00115815",53,16,0,37
"S00115816",51,7,0,44
"S00115817",41,15,0,26
"S00115818",41,10,0,31
"S00115819",51,11,0,40
"S00115820",43,15,0,28
"S00115821",42,7,0,35
"S00115822",50,9,0,41
"S00115823",67,19,0,48
"S00115824",64,19,0,45
"S00115825",51,16,0,35
"S00115826",54,16,0,38
"S00115827",42,9,0,33
"S00115828",47,15,0,32
"S00115829",46,14,0,32
"S00115830",69,26,0,43
"S00115831",33,6,0,27
"S00115832",47,7,0,40
"S00115833",48,8,0,40
"S00115834",46,6,0,40
"S00115835",60,13,0,47
"S00115836",39,4,0,35
"S00115837",41,10,0,31
"S00115838",48,5,0,43
"S00115839",52,18,0,34
"S00115840",52,13,0,39
"S00115841",44,2,2,40
"S00115842",77,20,2,55
"S00115843",36,8,0,28
"S00115844",45,8,0,37
"S00115845",47,15,0,32
"S00115846",63,16,0,47
"S00115847",74,19,0,55
"S00115848",46,11,0,35
"S00115849",63,9,0,54
"S00115850",37,3,0,34
"S00115851",42,4,0,38
"S00115852",47,11,0,36
"S00115853",40,2,0,38
"S00115854",60,18,0,42
"S00115855",50,12,0,38
"S00115856",56,14,0,42
"S00115857",45,23,0,22
"S00115858",43,11,0,32
"S00115859",68,4,0,64
"S00115860",43,16,0,27
"S00115861",71,14,0,57
"S00115862",61,17,0,44
"S00115863",52,18,0,34
"S00115864",48,9,0,39
"S00115865",42,7,0,35
"S00115866",60,10,0,50
"S00115867",42,10,0,32
"S00115868",46,14,0,32
"S00115869",45,12,0,33
"S00115870",62,17,0,45
"S00115871",42,15,0,27
"S00115872",56,20,0,36
"S00115873",49,18,0,31
"S00115874",46,11,0,35
"S00115875",64,9,0,55
"S00115876",41,11,0,30
"S00115877",45,12,0,33
"S00115878",53,12,0,41
"S00115879",52,14,0,38
"S00115880",40,5,1,34
"S00115881",46,12,0,34
"S00115882",44,13,0,31
"S00115883",38,12,0,26
"S00115884",40,9,0,31
"S00115885",44,9,0,35
"S00115886",55,14,0,41
"S00115887",55,5,0,50
"S00115888",48,13,0,35
"S00115889",51,7,0,44
"S00115890",45,7,0,38
"S00115891",46,8,0,38
"S00115892",41,18,0,23
"S00115893",69,13,0,56
"S00115894",64,25,0,39
"S00115895",37,6,0,31
"S00115896",68,3,0,65
"S00115897",41,11,1,29
"S00115898",50,1,4,45
"S00115899",36,4,0,32
"S00115900",55,3,0,52
"S00115901",54,16,0,38
"S00115902",63,9,0,54
"S00115903",62,9,0,53
"S00115904",45,23,0,22
"S00115905",37,12,0,25
"S00115906",36,12,0,24
"S00115907",32,10,0,22
"S00115908",61,8,0,53
"S00115909",46,7,0,39
"S00115910",56,5,0,51
"S00115911",51,8,0,43
"S00115912",74,9,0,65
"S00115913",67,1,0,66
"S00115914",52,10,0,42
"S00115915",65,19,1,45
"S00115916",77,19,0,58
"S00115917",62,19,0,43
"S00115918",60,26,0,34
"S00115919",59,16,0,43
"S00115920",55,31,0,24
"S00115921",48,15,2,31
"S00115922",64,27,0,37
"S00115923",77,4,2,71
"S00115924",49,1,4,44
"S00115925",31,1,1,29
"S00115926",44,0,1,43
"S00115927",47,3,2,42
"S00115928",21,3,0,18
"S00115929",29,2,15,12
"S00115930",60,13,1,46
"S00115931",62,11,0,51
"S00115932",60,8,2,50
"S00115933",59,14,0,45
"S00115934",66,1,0,65
"S00115935",51,1,0,50
"S00115936",74,13,0,61
"S00115937",50,4,0,46
"S00115938",38,10,0,28
"S00115939",34,12,0,22
"S00115940",53,7,2,44
"S00115941",36,16,0,20
"S00115942",44,1,0,43
"S00115943",45,8,0,37
"S00115944",48,5,0,43
"S00115945",61,7,0,54
"S00115946",40,5,0,35
"S00115947",63,1,1,61
"S00115948",64,4,0,60
"S00115949",44,4,0,40
"S00115950",46,3,0,43
"S00115951",47,3,0,44
"S00115952",36,4,0,32
"S00115953",46,1,0,45
"S00115954",30,4,0,26
"S00115955",57,39,0,18
"S00115956",47,3,0,44
"S00115957",25,5,0,20
"S00115958",57,7,0,50
"S00115959",31,1,0,30
"S00115960",36,2,0,34
"S00115961",71,4,0,67
"S00115962",58,2,0,56
"S00115963",28,1,0,27
"S00115964",56,7,1,48
"S00115965",48,6,6,36
"S00115966",60,4,0,56
"S00115967",40,0,0,40
"S00115968",59,1,0,58
"S00115969",39,3,0,36
"S00115970",70,8,1,61
"S00115971",65,6,10,49
"S00115972",22,0,3,19
"S00115973",32,0,4,28
"S00115974",40,9,0,31
"S00115975",47,2,2,43
"S00115976",40,2,3,35
"S00115977",59,2,14,43
"S00115978",33,2,0,31
"S00115979",46,0,5,41
"S00115980",46,9,0,37
"S00115981",70,1,0,69
"S00115982",65,2,0,63
"S00115983",55,1,1,53
"S00115984",36,0,0,36
"S00115985",63,0,0,63
"S00115986",33,1,0,32
"S00115987",47,11,0,36
"S00115988",53,1,0,52
"S00115989",56,6,0,50
"S00115990",44,17,0,27
"S00115991",70,17,0,53
"S00115992",88,5,0,83
"S00115993",32,7,0,25
"S00115994",37,14,0,23
"S00115995",89,3,3,83
"S00115996",27,0,0,27
"S00115997",26,2,0,24
"S00115998",48,4,0,44
"S00115999",41,4,0,37
"S00116000",41,12,0,29
"S00116001",43,12,0,31
"S00116002",38,7,0,31
"S00116003",36,10,0,26
"S00116004",46,6,0,40
"S00116005",54,12,0,42
"S00116006",47,3,0,44
"S00116007",54,5,0,49
"S00116008",30,3,0,27
"S00116009",52,6,0,46
"S00116010",62,3,0,59
"S00116011",22,1,0,21
"S00116012",44,6,0,38
"S00116013",35,9,0,26
"S00116014",69,9,1,59
"S00116015",48,3,3,42
"S00116016",67,3,0,64
"S00116017",47,0,4,43
"S00116018",44,4,0,40
"S00116019",42,7,0,35
"S00116020",22,3,0,19
"S00116021",42,10,0,32
"S00116022",42,8,0,34
"S00116023",38,4,0,34
"S00116024",31,7,0,24
"S00116025",25,1,0,24
"S00116026",43,10,0,33
"S00116027",42,13,0,29
"S00116028",27,2,0,25
"S00116029",47,8,0,39
"S00116030",32,5,0,27
"S00116031",35,4,0,31
"S00116032",38,1,0,37
"S00116033",27,2,0,25
"S00116034",31,4,0,27
"S00116035",79,1,11,67
"S00116036",75,2,8,65
"S00116037",72,0,13,59
"S00116038",70,0,13,57
"S00116039",75,0,12,63
"S00116040",75,0,14,61
"S00116041",57,7,2,48
"S00116042",37,1,7,29
"S00116043",36,7,0,29
"S00116044",42,9,1,32
"S00116045",61,3,11,47
"S00116046",38,1,0,37
"S00116047",57,13,0,44
"S00116048",44,0,0,44
"S00116049",48,8,0,40
"S00116050",36,4,0,32
"S00116051",41,3,1,37
"S00116052",70,5,1,64
"S00116053",70,7,2,61
"S00116054",58,5,0,53
"S00116055",71,36,0,35
"S00116056",40,8,0,32
"S00116057",70,7,3,60
"S00116058",47,5,0,42
"S00116059",59,2,2,55
"S00116060",54,34,1,19
"S00116061",35,7,0,28
"S00116062",57,4,0,53
"S00116063",72,3,0,69
"S00116064",45,15,0,30
"S00116065",52,7,9,36
"S00116066",50,26,0,24
"S00116067",56,20,0,36
"S00116068",38,8,0,30
"S00116069",34,10,0,24
"S00116070",51,1,12,38
"S00116071",41,0,2,39
"S00116072",37,5,0,32
"S00116073",52,18,0,34
"S00116074",27,3,0,24
"S00116075",52,5,0,47
"S00116076",42,15,0,27
"S00116077",42,8,2,32
"S00116078",40,3,0,37
"S00116079",46,14,0,32
"S00116080",37,12,0,25
"S00116081",46,5,0,41
"S00116082",44,9,0,35
"S00116083",46,21,0,25
"S00116084",59,17,0,42
"S00116085",49,12,10,27
"S00116086",54,21,0,33
"S00116087",33,5,0,28
"S00116088",24,1,0,23
"S00116089",50,17,0,33
"S00116090",64,6,0,58
"S00116091",48,12,0,36
"S00116092",41,3,0,38
"S00116093",44,4,0,40
"S00116094",72,6,2,64
"S00116095",54,5,0,49
"S00116096",67,33,0,34
"S00116097",30,0,1,29
"S00116098",38,4,0,34
"S00116099",57,8,1,48
"S00116100",49,8,0,41
"S00116101",45,6,0,39
"S00116102",37,3,1,33
"S00116103",36,5,0,31
"S00116104",46,13,0,33
"S00116105",72,18,0,54
"S00116106",44,14,0,30
"S00116107",32,3,0,29
"S00116108",51,2,0,49
"S00116109",71,20,0,51
"S00116110",49,0,0,49
"S00116111",34,0,1,33
"S00116112",50,2,0,48
"S00116113",31,0,0,31
"S00116114",33,0,0,33
"S00116115",57,0,0,57
"S00116116",64,1,0,63
"S00116117",61,0,1,60
"S00116118",23,0,0,23
"S00116119",27,1,1,25
"S00116120",37,8,0,29
"S00116121",35,1,0,34
"S00116122",25,6,0,19
"S00116123",37,3,0,34
"S00116124",50,6,0,44
"S00116125",49,32,0,17
"S00116126",37,2,0,35
"S00116127",26,0,0,26
"S00116128",29,2,0,27
"S00116129",40,1,0,39
"S00116130",37,5,0,32
"S00116131",51,5,1,45
"S00116132",54,8,1,45
"S00116133",34,2,0,32
"S00116134",40,3,1,36
"S00116135",39,5,0,34
"S00116136",38,5,0,33
"S00116137",73,5,2,66
"S00116138",64,14,0,50
"S00116139",36,1,0,35
"S00116140",53,1,1,51
"S00116141",75,3,6,66
"S00116142",66,0,3,63
"S00116143",59,30,1,28
"S00116144",35,10,0,25
"S00116145",49,16,1,32
"S00116146",45,2,0,43
"S00116147",58,14,0,44
"S00116148",41,2,1,38
"S00116149",34,2,0,32
"S00116150",47,4,0,43
"S00116151",49,6,0,43
"S00116152",43,14,0,29
"S00116153",41,7,0,34
"S00116154",72,11,0,61
"S00116155",39,16,0,23
"S00116156",58,11,0,47
"S00116157",47,1,0,46
"S00116158",62,10,0,52
"S00116159",41,11,0,30
"S00116160",46,4,0,42
"S00116161",70,9,1,60
"S00116162",44,0,3,41
"S00116163",43,4,4,35
"S00116164",38,0,0,38
"S00116165",44,2,1,41
"S00116166",40,3,0,37
"S00116167",34,3,0,31
"S00116168",32,2,0,30
"S00116169",40,3,0,37
"S00116170",35,6,0,29
"S00116171",70,12,0,58
"S00116172",54,3,0,51
"S00116173",64,9,1,54
"S00116174",63,7,0,56
"S00116175",45,2,3,40
"S00116176",42,15,0,27
"S00116177",36,14,0,22
"S00116178",56,16,0,40
"S00116179",35,0,0,35
"S00116180",70,12,0,58
"S00116181",65,8,1,56
"S00116182",61,0,1,60
"S00116183",44,2,0,42
"S00116184",40,0,0,40
"S00116185",55,2,1,52
"S00116186",44,1,0,43
"S00116187",95,4,0,91
"S00116188",69,4,0,65
"S00116189",40,8,0,32
"S00116190",32,2,0,30
"S00116191",23,2,0,21
"S00116192",49,6,0,43
"S00116193",73,8,0,65
"S00116194",42,11,0,31
"S00116195",72,4,0,68
"S00116196",36,3,0,33
"S00116197",40,3,1,36
"S00116198",48,4,1,43
"S00116199",42,22,0,20
"S00116200",47,1,2,44
"S00116201",77,15,0,62
"S00116202",62,6,5,51
"S00116203",68,1,1,66
"S00116204",49,2,0,47
"S00116205",29,5,0,24
"S00116206",48,2,0,46
"S00116207",45,4,0,41
"S00116208",51,31,0,20
"S00116209",34,5,0,29
"S00116210",47,10,0,37
"S00116211",20,0,0,20
"S00116212",77,25,0,52
"S00116213",68,14,3,51
"S00116214",22,2,0,20
"S00116215",39,11,1,27
"S00116216",50,6,0,44
"S00116217",48,0,0,48
"S00116218",49,5,0,44
"S00116219",32,4,0,28
"S00116220",53,40,1,12
"S00116221",38,1,0,37
"S00116222",40,7,0,33
"S00116223",57,2,0,55
"S00116224",63,3,0,60
"S00116225",47,4,0,43
"S00116226",40,16,0,24
"S00116227",39,2,8,29
"S00116228",57,37,0,20
"S00116229",29,10,0,19
"S00116230",34,4,1,29
"S00116231",42,3,0,39
"S00116232",79,37,0,42
"S00116233",26,3,0,23
"S00116234",63,11,0,52
"S00116235",60,10,0,50
"S00116236",56,13,0,43
"S00116237",33,9,0,24
"S00116238",52,6,0,46
"S00116239",43,10,0,33
"S00116240",62,0,0,62
"S00116241",31,2,0,29
"S00116242",72,8,0,64
"S00116243",43,2,0,41
"S00116244",43,2,0,41
"S00116245",44,5,0,39
"S00116246",45,8,0,37
"S00116247",74,11,0,63
"S00116248",31,5,0,26
"S00116249",28,4,0,24
"S00116250",21,6,1,14
"S00116251",44,1,0,43
"S00116252",64,26,2,36
"S00116253",103,11,3,89
"S00116254",77,4,1,72
"S00116255",35,2,0,33
"S00116256",62,6,0,56
"S00116257",23,3,0,20
"S00116258",57,5,1,51
"S00116259",84,30,0,54
"S00116260",49,2,1,46
"S00116261",40,1,0,39
"S00116262",38,4,0,34
"S00116263",74,2,0,72
"S00116264",41,8,0,33
"S00116265",61,9,1,51
"S00116266",40,4,1,35
"S00116267",50,13,0,37
"S00116268",37,11,0,26
"S00116269",20,4,0,16
"S00116270",26,2,0,24
"S00116271",33,4,0,29
"S00116272",62,5,1,56
"S00116273",39,15,0,24
"S00116274",21,3,0,18
"S00116275",43,14,3,26
"S00116276",56,9,0,47
"S00116277",72,16,2,54
"S00116278",47,3,3,41
"S00116279",40,6,0,34
"S00116280",68,20,0,48
"S00116281",32,2,3,27
"S00116282",34,6,0,28
"S00116283",36,3,0,33
"S00116284",39,4,2,33
"S00116285",22,2,0,20
"S00116286",46,20,0,26
"S00116287",41,20,0,21
"S00116288",36,3,2,31
"S00116289",39,7,0,32
"S00116290",43,12,2,29
"S00116291",55,10,1,44
"S00116292",48,7,0,41
"S00116293",52,5,0,47
"S00116294",55,16,1,38
"S00116295",36,1,0,35
"S00116296",60,2,12,46
"S00116297",72,1,3,68
"S00116298",38,1,8,29
"S00116299",51,2,1,48
"S00116300",73,1,1,71
"S00116301",36,0,0,36
"S00116302",45,6,0,39
"S00116303",27,0,0,27
"S00116304",59,5,1,53
"S00116305",40,7,1,32
"S00116306",46,5,0,41
"S00116307",41,2,1,38
"S00116308",70,17,0,53
"S00116309",58,13,0,45
"S00116310",48,10,0,38
"S00116311",31,4,3,24
"S00116312",53,16,0,37
"S00116313",37,13,0,24
"S00116314",60,10,0,50
"S00116315",65,2,0,63
"S00116316",35,2,1,32
"S00116317",68,2,0,66
"S00116318",58,0,0,58
"S00116319",48,4,0,44
"S00116320",30,0,0,30
"S00116321",27,4,0,23
"S00116322",65,1,0,64
"S00116323",63,1,2,60
"S00116324",77,0,3,74
"S00116325",33,3,0,30
"S00116326",42,2,0,40
"S00116327",73,1,0,72
"S00116328",58,20,0,38
"S00116329",60,33,0,27
"S00116330",73,12,0,61
"S00116331",39,1,1,37
"S00116332",43,8,0,35
"S00116333",29,8,0,21
"S00116334",50,6,0,44
"S00116335",58,10,0,48
"S00116336",49,11,0,38
"S00116337",29,10,0,19
"S00116338",47,12,1,34
"S00116339",44,8,0,36
"S00116340",33,12,0,21
"S00116341",65,15,0,50
"S00116342",58,22,0,36
"S00116343",35,6,1,28
"S00116344",33,0,16,17
"S00116345",61,4,10,47
"S00116346",45,8,0,37
"S00116347",45,0,13,32
"S00116348",55,0,25,30
"S00116349",70,0,22,48
"S00116350",61,1,29,31
"S00116351",92,1,3,88
"S00116352",38,4,10,24
"S00116353",30,6,8,16
"S00116354",31,4,10,17
"S00116355",42,13,0,29
"S00116356",33,3,0,30
"S00116357",25,3,3,19
"S00116358",47,26,0,21
"S00116359",23,3,0,20
"S00116360",42,5,2,35
"S00116361",35,17,0,18
"S00116362",30,10,3,17
"S00116363",35,0,7,28
"S00116364",57,7,1,49
"S00116365",67,10,1,56
"S00116366",45,2,1,42
"S00116367",59,1,2,56
"S00116368",35,3,2,30
"S00116369",69,5,6,58
"S00116370",53,1,2,50
"S00116371",52,2,2,48
"S00116372",43,8,0,35
"S00116373",71,16,1,54
"S00116374",72,5,3,64
"S00116375",59,2,0,57
"S00116376",78,18,0,60
"S00116377",53,0,35,18
"S00116378",36,0,14,22
"S00116379",43,5,0,38
"S00116380",47,0,12,35
"S00116381",67,1,15,51
"S00116382",54,0,9,45
"S00116383",41,1,5,35
"S00116384",45,2,11,32
"S00116385",65,0,9,56
"S00116386",38,0,5,33
"S00116387",32,12,0,20
"S00116388",89,2,35,52
"S00116389",57,0,13,44
"S00116390",44,2,10,32
"S00116391",48,5,6,37
"S00116392",66,1,4,61
"S00116393",53,0,15,38
"S00116394",58,2,14,42
"S00116395",59,0,9,50
"S00116396",63,15,2,46
"S00116397",66,11,1,54
"S00116398",73,8,1,64
"S00116399",65,8,0,57
"S00116400",51,3,0,48
"S00116401",53,3,6,44
"S00116402",37,3,4,30
"S00116403",58,4,0,54
"S00116404",39,4,1,34
"S00116405",54,14,0,40
"S00116406",48,14,0,34
"S00116407",75,5,1,69
"S00116408",59,2,0,57
"S00116409",54,7,1,46
"S00116410",45,6,3,36
"S00116411",46,2,0,44
"S00116412",41,2,2,37
"S00116413",42,10,0,32
"S00116414",51,8,3,40
"S00116415",42,14,0,28
"S00116416",41,13,0,28
"S00116417",65,10,1,54
"S00116418",61,7,0,54
"S00116419",33,1,5,27
"S00116420",58,4,5,49
"S00116421",82,6,9,67
"S00116422",47,5,2,40
"S00116423",58,4,0,54
"S00116424",48,5,3,40
"S00116425",62,19,1,42
"S00116426",46,16,1,29
"S00116427",54,9,0,45
"S00116428",55,21,0,34
"S00116429",51,12,0,39
"S00116430",44,4,0,40
"S00116431",45,10,0,35
"S00116432",61,10,0,51
"S00116433",55,5,0,50
"S00116434",42,0,1,41
"S00116435",43,3,3,37
"S00116436",51,3,1,47
"S00116437",43,7,0,36
"S00116438",58,4,0,54
"S00116439",46,7,1,38
"S00116440",57,5,1,51
"S00116441",50,4,1,45
"S00116442",32,8,1,23
"S00116443",57,7,1,49
"S00116444",55,9,0,46
"S00116445",57,1,2,54
"S00116446",56,1,0,55
"S00116447",51,2,0,49
"S00116448",53,4,0,49
"S00116449",24,0,0,24
"S00116450",26,3,0,23
"S00116451",47,15,0,32
"S00116452",48,19,0,29
"S00116453",47,14,0,33
"S00116454",47,18,0,29
"S00116455",53,23,0,30
"S00116456",47,12,0,35
"S00116457",53,14,0,39
"S00116458",47,13,0,34
"S00116459",47,0,1,46
"S00116460",52,0,0,52
"S00116461",49,0,0,49
"S00116462",46,2,0,44
"S00116463",44,2,0,42
"S00116464",37,1,0,36
"S00116465",64,15,1,48
"S00116466",48,10,0,38
"S00116467",52,24,0,28
"S00116468",32,14,0,18
"S00116469",38,15,0,23
"S00116470",54,7,0,47
"S00116471",50,6,0,44
"S00116472",44,11,0,33
"S00116473",48,11,0,37
"S00116474",48,12,0,36
"S00116475",46,3,0,43
"S00116476",43,10,0,33
"S00116477",46,8,0,38
"S00116478",49,9,0,40
"S00116479",37,11,0,26
"S00116480",48,18,0,30
"S00116481",43,2,7,34
"S00116482",37,3,2,32
"S00116483",70,17,4,49
"S00116484",75,8,12,55
"S00116485",36,5,2,29
"S00116486",47,15,0,32
"S00116487",39,10,0,29
"S00116488",43,15,0,28
"S00116489",39,11,0,28
"S00116490",44,13,1,30
"S00116491",60,21,0,39
"S00116492",55,11,0,44
"S00116493",63,6,1,56
"S00116494",67,13,0,54
"S00116495",66,19,0,47
"S00116496",64,13,0,51
"S00116497",67,15,0,52
"S00116498",62,12,0,50
"S00116499",36,4,0,32
"S00116500",53,6,0,47
"S00116501",38,4,0,34
"S00116502",52,6,0,46
"S00116503",42,3,0,39
"S00116504",44,10,0,34
"S00116505",46,6,0,40
"S00116506",54,5,2,47
"S00116507",56,0,0,56
"S00116508",31,2,0,29
"S00116509",31,9,0,22
"S00116510",53,7,0,46
"S00116511",42,12,0,30
"S00116512",37,8,0,29
"S00116513",23,1,0,22
"S00116514",59,11,0,48
"S00116515",54,8,0,46
"S00116516",30,5,0,25
"S00116517",43,5,2,36
"S00116518",46,12,0,34
"S00116519",69,2,1,66
"S00116520",56,1,0,55
"S00116521",41,3,2,36
"S00116522",48,1,0,47
"S00116523",56,18,0,38
"S00116524",32,3,0,29
"S00116525",69,46,0,23
"S00116526",65,47,0,18
"S00116527",60,13,0,47
"S00116528",39,5,2,32
"S00116529",64,5,1,58
"S00116530",59,10,0,49
"S00116531",41,3,0,38
"S00116532",40,9,0,31
"S00116533",52,13,0,39
"S00116534",32,5,0,27
"S00116535",39,4,0,35
"S00116536",39,5,0,34
"S00116537",41,2,0,39
"S00116538",41,5,0,36
"S00116539",44,11,0,33
"S00116540",49,21,0,28
"S00116541",53,2,0,51
"S00116542",34,6,0,28
"S00116543",33,9,0,24
"S00116544",48,13,0,35
"S00116545",67,33,0,34
"S00116546",67,29,0,38
"S00116547",61,19,1,41
"S00116548",54,4,0,50
"S00116549",59,17,0,42
"S00116550",53,12,0,41
"S00116551",48,17,0,31
"S00116552",40,0,0,40
"S00116553",50,20,0,30
"S00116554",37,13,0,24
"S00116555",50,8,0,42
"S00116556",58,13,0,45
"S00116557",46,11,0,35
"S00116558",35,0,1,34
"S00116559",75,2,0,73
"S00116560",58,15,0,43
