"output_area","total","owned","social","rented","rentfree"
"S00109223",132,104,17,11,0
"S00109224",114,104,10,0,0
"S00109225",142,113,17,12,0
"S00109226",140,98,33,9,0
"S00109227",128,101,18,9,0
"S00109228",99,72,16,11,0
"S00109229",117,75,29,12,1
"S00109230",118,90,15,11,2
"S00109231",103,64,15,24,0
"S00109232",106,88,18,0,0
"S00109233",107,33,65,9,0
"S00109234",115,100,11,3,1
"S00109235",80,49,25,5,1
"S00109236",121,80,29,12,0
"S00109237",121,70,34,17,0
"S00109238",111,79,22,10,0
"S00109239",102,81,17,4,0
"S00109240",106,64,23,17,2
"S00109241",88,58,18,12,0
"S00109242",115,76,31,6,2
"S00109243",150,103,35,9,3
"S00109244",139,99,28,11,1
"S00109245",72,46,23,3,0
"S00109246",100,72,11,17,0
"S00109247",152,73,74,5,0
"S00109248",116,89,27,0,0
"S00109249",152,71,65,16,0
"S00109250",103,83,12,8,0
"S00109251",96,82,7,7,0
"S00109252",102,64,27,8,3
"S00109253",82,73,5,4,0
"S00109254",150,114,24,11,1
"S00109255",73,49,18,5,1
"S00109256",77,42,23,12,0
"S00109257",158,90,59,8,1
"S00109258",138,118,8,12,0
"S00109259",89,81,1,4,3
"S00109260",140,100,34,4,2
"S00109261",135,73,44,18,0
"S00109262",101,62,30,9,0
"S00109263",90,82,3,5,0
"S00109264",129,105,21,2,1
"S00109265",145,109,28,8,0
"S00109266",92,58,14,20,0
"S00109267",147,49,88,10,0
"S00109268",103,41,61,0,1
"S00109269",134,40,85,9,0
"S00109270",69,31,24,14,0
"S00109271",59,39,4,16,0
"S00109272",64,35,2,27,0
"S00109273",99,49,35,15,0
"S00109274",76,42,34,0,0
"S00109275",143,71,54,18,0
"S00109276",164,89,62,6,7
"S00109277",114,81,29,1,3
"S00109278",95,76,10,8,1
"S00109279",61,22,22,17,0
"S00109280",139,102,29,5,3
"S00109281",101,43,13,45,0
"S00109282",115,74,32,9,0
"S00109283",83,24,44,12,3
"S00109284",145,129,0,15,1
"S00109285",82,45,35,0,2
"S00109286",96,77,4,15,0
"S00109287",119,63,43,13,0
"S00109288",125,53,16,56,0
"S00109289",92,54,28,8,2
"S00109290",74,31,2,41,0
"S00109291",105,59,16,30,0
"S00109292",72,36,11,24,1
"S00109293",51,4,41,6,0
"S00109294",84,32,14,35,3
"S00109295",78,31,4,43,0
"S00109296",147,143,2,2,0
"S00109297",53,53,0,0,0
"S00109298",147,136,5,6,0
"S00109299",94,41,43,9,1
"S00109300",112,75,22,13,2
"S00109301",139,72,57,10,0
"S00109302",92,71,17,3,1
"S00109303",122,98,24,0,0
"S00109304",118,86,30,2,0
"S00109305",99,9,90,0,0
"S00109306",75,8,67,0,0
"S00109307",195,109,62,23,1
"S00109308",119,90,17,10,2
"S00109309",75,8,67,0,0
"S00109310",86,32,38,16,0
"S00109311",103,29,62,12,0
"S00109312",138,34,90,14,0
"S00109313",82,23,58,1,0
"S00109314",71,48,21,2,0
"S00109315",88,58,14,16,0
"S00109316",62,51,0,11,0
"S00109317",150,140,0,10,0
"S00109318",161,118,24,19,0
"S00109319",140,90,30,20,0
"S00109320",83,72,2,8,1
"S00109321",85,58,13,14,0
"S00109322",143,117,18,8,0
"S00109323",100,99,0,1,0
"S00109324",117,87,7,23,0
"S00109325",102,96,1,5,0
"S00109326",100,80,8,11,1
"S00109327",99,90,1,7,1
"S00109328",133,129,0,4,0
"S00109329",133,115,0,15,3
"S00109330",117,84,9,22,2
"S00109331",61,55,0,6,0
"S00109332",87,57,7,21,2
"S00109333",105,76,17,10,2
"S00109334",161,118,15,26,2
"S00109335",93,62,20,6,5
"S00109336",108,106,0,1,1
"S00109337",114,43,64,6,1
"S00109338",158,84,36,35,3
"S00109339",123,53,69,0,1
"S00109340",89,52,20,14,3
"S00109341",147,45,102,0,0
"S00109342",121,40,70,10,1
"S00109343",83,31,45,7,0
"S00109344",90,55,33,0,2
"S00109345",97,21,63,10,3
"S00109346",120,66,51,3,0
"S00109347",120,80,36,4,0
"S00109348",87,66,12,9,0
"S00109349",157,44,109,4,0
"S00109350",73,58,8,3,4
"S00109351",107,57,44,6,0
"S00109352",81,71,4,6,0
"S00109353",120,98,4,17,1
"S00109354",107,94,13,0,0
"S00109355",108,91,9,8,0
"S00109356",109,106,0,3,0
"S00109357",67,57,7,3,0
"S00109358",100,92,1,7,0
"S00109359",123,104,6,13,0
"S00109360",92,68,2,21,1
"S00109361",78,64,0,12,2
"S00109362",158,129,5,22,2
"S00109363",171,142,14,12,3
"S00109364",135,108,11,15,1
"S00109365",129,101,10,14,4
"S00109366",175,113,48,14,0
"S00109367",99,61,28,9,1
"S00109368",157,98,56,2,1
"S00109369",135,118,1,16,0
"S00109370",173,33,136,4,0
"S00109371",155,107,40,4,4
"S00109372",67,29,28,7,3
"S00109373",89,40,16,31,2
"S00109374",117,106,6,2,3
"S00109375",77,54,1,22,0
"S00109376",102,82,18,2,0
"S00109377",95,83,3,9,0
"S00109378",172,114,48,7,3
"S00109379",156,111,32,11,2
"S00109380",122,97,6,19,0
"S00109381",114,89,22,3,0
"S00109382",178,156,14,8,0
"S00109383",97,69,21,7,0
"S00109384",109,66,7,36,0
"S00109385",97,61,7,29,0
"S00109386",77,38,0,38,1
"S00109387",70,61,3,6,0
"S00109388",95,48,1,46,0
"S00109389",84,68,0,16,0
"S00109390",166,157,9,0,0
"S00109391",119,99,9,11,0
"S00109392",127,119,3,0,5
"S00109393",120,72,41,7,0
"S00109394",109,76,15,18,0
"S00109395",61,38,18,5,0
"S00109396",63,26,30,7,0
"S00109397",160,110,42,8,0
"S00109398",99,85,12,2,0
"S00109399",108,70,28,9,1
"S00109400",113,67,33,13,0
"S00109401",83,57,19,7,0
"S00109402",93,48,40,5,0
"S00109403",119,74,24,20,1
"S00109404",109,54,42,12,1
"S00109405",107,79,20,8,0
"S00109406",147,86,45,11,5
"S00109407",57,15,40,2,0
"S00109408",149,90,42,17,0
"S00109409",75,57,13,5,0
"S00109410",131,123,3,2,3
"S00109411",84,57,1,24,2
"S00109412",126,97,6,23,0
"S00109413",98,85,5,8,0
"S00109414",108,77,5,26,0
"S00109415",105,65,3,37,0
"S00109416",111,83,22,4,2
"S00109417",98,68,26,2,2
"S00109418",100,60,28,12,0
"S00109419",150,24,124,0,2
"S00109420",160,22,129,9,0
"S00109421",78,57,17,4,0
"S00109422",140,90,31,19,0
"S00109423",75,55,20,0,0
"S00109424",84,34,35,13,2
"S00109425",150,123,9,18,0
"S00109426",193,155,9,26,3
"S00109427",164,123,22,19,0
"S00109428",177,154,5,18,0
"S00109429",123,87,31,5,0
"S00109430",104,49,49,6,0
"S00109431",127,66,55,6,0
"S00109432",78,44,29,5,0
"S00109433",102,60,26,15,1
"S00109434",95,69,21,3,2
"S00109435",116,48,50,18,0
"S00109436",97,64,27,6,0
"S00109437",74,19,48,3,4
"S00109438",56,31,22,3,0
"S00109439",94,33,50,11,0
"S00109440",84,32,49,2,1
"S00109441",55,44,9,2,0
"S00109442",157,47,97,13,0
"S00109443",81,20,52,9,0
"S00109444",76,38,30,8,0
"S00109445",62,24,34,4,0
"S00109446",146,83,49,14,0
"S00109447",75,9,61,5,0
"S00109448",76,26,44,6,0
"S00109449",91,40,45,6,0
"S00109450",87,49,32,6,0
"S00109451",85,31,48,6,0
"S00109452",93,33,55,2,3
"S00109453",110,36,63,9,2
"S00109454",192,110,66,16,0
"S00109455",109,27,78,2,2
"S00109456",93,40,51,2,0
"S00109457",95,41,46,8,0
"S00109458",113,59,44,9,1
"S00109459",83,22,52,9,0
"S00109460",75,47,14,14,0
"S00109461",117,74,34,9,0
"S00109462",71,45,18,8,0
"S00109463",106,28,63,15,0
"S00109464",172,170,1,0,1
"S00109465",113,99,3,11,0
"S00109466",151,142,8,1,0
"S00109467",61,14,34,13,0
"S00109468",120,115,5,0,0
"S00109469",98,91,3,4,0
"S00109470",110,102,1,4,3
"S00109471",139,124,4,11,0
"S00109472",73,57,0,15,1
"S00109473",170,153,0,17,0
"S00109474",181,176,0,5,0
"S00109475",169,160,0,9,0
"S00109476",117,107,3,7,0
"S00109477",145,126,1,18,0
"S00109478",120,113,0,6,1
"S00109479",113,109,2,2,0
"S00109480",170,151,2,9,8
"S00109481",60,54,5,0,1
"S00109482",152,132,0,20,0
"S00109483",100,97,0,3,0
"S00109484",104,95,4,5,0
"S00109485",155,150,0,5,0
"S00109486",162,155,0,3,4
"S00109487",103,100,0,3,0
"S00109488",159,153,0,6,0
"S00109489",108,92,9,7,0
"S00109490",206,173,11,22,0
"S00109491",69,50,5,14,0
"S00109492",90,84,4,2,0
"S00109493",121,111,0,5,5
"S00109494",176,165,3,8,0
"S00109495",94,91,0,3,0
"S00109496",132,100,4,26,2
"S00109497",136,60,1,75,0
"S00109498",86,45,7,34,0
"S00109499",81,42,11,27,1
"S00109500",109,51,38,20,0
"S00109501",81,46,6,29,0
"S00109502",81,51,9,21,0
"S00109503",55,49,1,4,1
"S00109504",86,61,5,20,0
"S00109505",87,56,18,13,0
"S00109506",99,90,0,9,0
"S00109507",134,102,0,28,4
"S00109508",155,132,1,18,4
"S00109509",72,44,16,12,0
"S00109510",174,168,0,6,0
"S00109511",186,180,0,4,2
"S00109512",134,134,0,0,0
"S00109513",98,96,0,1,1
"S00109514",182,172,4,4,2
"S00109515",191,174,5,3,9
"S00109516",194,169,5,19,1
"S00109517",150,133,0,14,3
"S00109518",120,109,2,9,0
"S00109519",113,106,0,5,2
"S00109520",152,143,2,6,1
"S00109521",123,123,0,0,0
"S00109522",140,138,0,2,0
"S00109523",130,125,0,5,0
"S00109524",158,154,1,3,0
"S00109525",80,78,0,0,2
"S00109526",95,92,0,3,0
"S00109527",115,113,0,0,2
"S00109528",52,37,7,8,0
"S00109529",55,38,5,12,0
"S00109530",117,94,3,19,1
"S00109531",85,36,31,18,0
"S00109532",136,46,63,27,0
"S00109533",102,77,2,23,0
"S00109534",143,121,1,19,2
"S00109535",160,156,1,3,0
"S00109536",137,116,4,17,0
"S00109537",129,63,55,11,0
"S00109538",107,48,50,9,0
"S00109539",117,45,27,45,0
"S00109540",137,87,13,37,0
"S00109541",106,3,103,0,0
"S00109542",84,5,79,0,0
"S00109543",106,69,4,31,2
"S00109544",111,4,104,2,1
"S00109545",90,76,0,14,0
"S00109546",95,66,9,20,0
"S00109547",70,53,7,10,0
"S00109548",131,75,34,20,2
"S00109549",94,61,19,11,3
"S00109550",147,87,52,8,0
"S00109551",55,53,0,0,2
"S00109552",111,32,48,31,0
"S00109553",95,58,31,6,0
"S00109554",88,28,50,10,0
"S00109555",75,37,36,0,2
"S00109556",52,39,3,8,2
"S00109557",101,77,14,10,0
"S00109558",167,154,8,5,0
"S00109559",133,130,0,3,0
"S00109560",96,92,0,4,0
"S00109561",86,78,4,4,0
"S00109562",119,115,2,2,0
"S00109563",135,124,0,11,0
"S00109564",186,174,7,3,2
"S00109565",99,95,3,1,0
"S00109566",99,48,46,2,3
"S00109567",150,131,5,11,3
"S00109568",74,45,14,13,2
"S00109569",143,97,38,8,0
"S00109570",141,141,0,0,0
"S00109571",116,113,0,3,0
"S00109572",104,65,20,15,4
"S00109573",67,43,4,20,0
"S00109574",92,75,0,17,0
"S00109575",68,4,61,1,2
"S00109576",101,41,21,38,1
"S00109577",122,98,4,19,1
"S00109578",98,41,3,54,0
"S00109579",87,56,1,30,0
"S00109580",103,77,0,26,0
"S00109581",75,51,1,23,0
"S00109582",147,106,0,41,0
"S00109583",97,77,1,19,0
"S00109584",159,132,0,27,0
"S00109585",126,115,2,9,0
"S00109586",76,32,19,25,0
"S00109587",115,87,19,7,2
"S00109588",173,87,64,22,0
"S00109589",132,81,31,14,6
"S00109590",143,134,0,9,0
"S00109591",204,189,5,10,0
"S00109592",75,75,0,0,0
"S00109593",114,84,23,6,1
"S00109594",128,75,38,15,0
"S00109595",65,33,22,10,0
"S00109596",118,83,29,6,0
"S00109597",86,32,49,5,0
"S00109598",126,103,0,23,0
"S00109599",129,115,3,10,1
"S00109600",63,11,47,5,0
"S00109601",111,54,38,19,0
"S00109602",102,83,15,4,0
"S00109603",126,41,58,27,0
"S00109604",63,33,25,5,0
"S00109605",58,28,21,9,0
"S00109606",127,73,54,0,0
"S00109607",107,95,9,3,0
"S00109608",71,44,3,24,0
"S00109609",90,15,68,7,0
"S00109610",68,29,26,13,0
"S00109611",88,26,46,16,0
"S00109612",168,131,27,9,1
"S00109613",136,58,65,13,0
"S00109614",139,137,0,2,0
"S00109615",115,113,0,2,0
"S00109616",54,52,2,0,0
"S00109617",151,149,2,0,0
"S00109618",115,101,1,13,0
"S00109619",122,112,2,8,0
"S00109620",122,112,7,3,0
"S00109621",119,115,0,4,0
"S00109622",122,116,0,6,0
"S00109623",68,64,0,4,0
"S00109624",111,106,0,4,1
"S00109625",128,98,17,12,1
"S00109626",200,172,9,19,0
"S00109627",106,100,4,0,2
"S00109628",92,92,0,0,0
"S00109629",116,111,3,1,1
"S00109630",138,137,0,1,0
"S00109631",101,101,0,0,0
"S00109632",91,87,0,3,1
"S00109633",152,149,3,0,0
"S00109634",108,108,0,0,0
"S00109635",107,105,0,2,0
"S00109636",66,63,1,0,2
"S00109637",174,159,0,13,2
"S00109638",97,31,47,18,1
"S00109639",106,70,21,15,0
"S00109640",90,27,56,5,2
"S00109641",85,23,53,9,0
"S00109642",128,59,45,22,2
"S00109643",91,32,36,23,0
"S00109644",91,51,26,14,0
"S00109645",115,61,20,34,0
"S00109646",112,93,2,17,0
"S00109647",132,120,0,8,4
"S00109648",141,125,3,10,3
"S00109649",159,154,0,5,0
"S00109650",133,132,0,1,0
"S00109651",87,87,0,0,0
"S00109652",142,68,70,3,1
"S00109653",134,76,51,3,4
"S00109654",81,57,16,6,2
"S00109655",145,106,34,5,0
"S00109656",84,79,0,4,1
"S00109657",139,120,0,17,2
"S00109658",118,115,3,0,0
"S00109659",129,122,0,5,2
"S00109660",116,110,5,0,1
"S00109661",194,28,155,11,0
"S00109662",135,14,120,1,0
"S00109663",146,57,82,6,1
"S00109664",144,121,13,9,1
"S00109665",108,41,53,14,0
"S00109666",81,68,5,8,0
"S00109667",100,74,1,25,0
"S00109668",119,56,61,2,0
"S00109669",96,68,22,6,0
"S00109670",163,129,29,5,0
"S00109671",113,83,21,5,4
"S00109672",92,71,19,0,2
"S00109673",88,65,13,10,0
"S00109674",132,96,26,9,1
"S00109675",135,103,3,29,0
"S00109676",115,101,4,8,2
"S00109677",105,88,0,16,1
"S00109678",137,115,6,16,0
"S00109679",156,122,29,1,4
"S00109680",82,43,31,6,2
"S00109681",110,1,108,1,0
"S00109682",135,71,54,10,0
"S00109683",77,44,32,1,0
"S00109684",86,73,1,12,0
"S00109685",88,78,6,4,0
"S00109686",151,143,0,6,2
"S00109687",99,91,0,8,0
"S00109688",102,84,0,17,1
"S00109689",149,139,7,3,0
"S00109690",128,122,0,4,2
"S00109691",131,107,11,10,3
"S00109692",128,125,3,0,0
"S00109693",78,78,0,0,0
"S00109694",129,114,7,8,0
"S00109695",110,100,1,9,0
"S00109696",89,78,0,11,0
"S00109697",112,101,0,11,0
"S00109698",102,83,4,15,0
"S00109699",172,165,3,4,0
"S00109700",158,147,0,11,0
"S00109701",150,141,5,4,0
"S00109702",107,95,3,9,0
"S00109703",104,86,14,3,1
"S00109704",123,111,8,4,0
"S00109705",70,51,1,17,1
"S00109706",78,52,20,2,4
"S00109707",116,74,32,10,0
"S00109708",81,30,48,2,1
"S00109709",160,129,24,6,1
"S00109710",104,98,4,2,0
"S00109711",92,89,0,0,3
"S00109712",79,27,42,10,0
"S00109713",95,85,0,7,3
"S00109714",123,111,1,11,0
"S00109715",98,62,30,6,0
"S00109716",107,67,27,13,0
"S00109717",109,108,0,1,0
"S00109718",106,100,2,4,0
"S00109719",102,76,15,10,1
"S00109720",136,122,1,13,0
"S00109721",71,55,3,13,0
"S00109722",72,50,1,21,0
"S00109723",146,136,5,5,0
"S00109724",116,58,41,17,0
"S00109725",108,61,42,5,0
"S00109726",129,92,28,9,0
"S00109727",95,60,22,13,0
"S00109728",107,87,11,8,1
"S00109729",102,78,21,3,0
"S00109730",128,108,12,8,0
"S00109731",121,96,10,10,5
"S00109732",155,108,42,5,0
"S00109733",91,62,18,9,2
"S00109734",168,148,8,8,4
"S00109735",149,102,11,36,0
"S00109736",71,67,0,4,0
"S00109737",234,217,17,0,0
"S00109738",141,77,49,15,0
"S00109739",181,91,74,16,0
"S00109740",74,68,0,6,0
"S00109741",132,131,1,0,0
"S00109742",236,225,0,11,0
"S00109743",102,99,1,2,0
"S00109744",127,121,3,3,0
"S00109745",119,113,3,3,0
"S00109746",95,87,0,8,0
"S00109747",134,66,56,9,3
"S00109748",152,78,59,12,3
"S00109749",64,26,36,0,2
"S00109750",179,98,72,9,0
"S00109751",94,55,26,11,2
"S00109752",168,101,61,6,0
"S00109753",124,37,79,6,2
"S00109754",113,71,32,10,0
"S00109755",91,61,27,3,0
"S00109756",200,115,80,3,2
"S00109757",164,114,41,9,0
"S00109758",140,42,88,10,0
"S00109759",109,39,63,6,1
"S00109760",91,73,15,3,0
"S00109761",79,22,56,1,0
"S00109762",177,141,35,1,0
"S00109763",135,116,12,3,4
"S00109764",138,127,8,3,0
"S00109765",123,113,7,3,0
"S00109766",144,90,43,11,0
"S00109767",107,55,44,8,0
"S00109768",127,54,66,6,1
"S00109769",96,70,20,6,0
"S00109770",158,147,4,7,0
"S00109771",84,75,4,2,3
"S00109772",87,78,0,9,0
"S00109773",102,65,25,12,0
"S00109774",113,75,22,10,6
"S00109775",62,29,23,9,1
"S00109776",141,74,47,19,1
"S00109777",119,98,10,10,1
"S00109778",165,97,64,4,0
"S00109779",102,42,50,10,0
"S00109780",92,43,46,2,1
"S00109781",112,53,41,18,0
"S00109782",85,17,65,3,0
"S00109783",85,60,16,7,2
"S00109784",61,41,13,7,0
"S00109785",146,89,42,11,4
"S00109786",70,17,36,17,0
"S00109787",117,62,37,16,2
"S00109788",158,63,67,28,0
"S00109789",128,98,23,7,0
"S00109790",133,85,43,2,3
"S00109791",93,64,22,7,0
"S00109792",89,59,25,5,0
"S00109793",150,105,41,4,0
"S00109794",143,82,48,11,2
"S00109795",157,108,34,15,0
"S00109796",104,50,34,19,1
"S00109797",122,116,6,0,0
"S00109798",90,40,45,3,2
"S00109799",103,81,17,3,2
"S00109800",104,75,22,6,1
"S00109801",87,54,29,3,1
"S00109802",114,86,15,13,0
"S00109803",126,61,41,19,5
"S00109804",109,47,52,10,0
"S00109805",122,23,82,17,0
"S00109806",110,42,58,9,1
"S00109807",64,0,57,7,0
"S00109808",88,73,0,14,1
"S00109809",132,60,60,8,4
"S00109810",151,115,14,18,4
"S00109811",99,30,49,20,0
"S00109812",191,130,55,6,0
"S00109813",149,96,46,6,1
"S00109814",107,67,32,8,0
"S00109815",68,19,48,1,0
"S00109816",116,116,0,0,0
"S00109817",139,106,22,11,0
"S00109818",158,89,60,9,0
"S00109819",90,84,2,4,0
"S00109820",106,58,47,1,0
"S00109821",117,94,9,11,3
"S00109822",94,68,17,8,1
"S00109823",160,111,38,11,0
"S00109824",129,97,27,3,2
"S00109825",111,78,22,11,0
"S00109826",108,45,57,4,2
"S00109827",87,22,62,3,0
"S00109828",101,81,14,6,0
"S00109829",63,20,35,8,0
"S00109830",154,94,56,2,2
"S00109831",92,40,46,5,1
"S00109832",107,55,48,4,0
"S00109833",88,37,49,2,0
"S00109834",143,88,32,21,2
"S00109835",117,30,78,9,0
"S00109836",121,73,43,4,1
"S00109837",107,57,41,9,0
"S00109838",70,35,16,18,1
"S00109839",73,58,13,1,1
"S00109840",106,64,24,18,0
"S00109841",102,73,27,2,0
"S00109842",101,16,85,0,0
"S00109843",84,57,21,6,0
"S00109844",97,63,24,10,0
"S00109845",79,41,30,6,2
"S00109846",61,26,24,11,0
"S00109847",69,40,22,7,0
"S00109848",110,30,64,16,0
"S00109849",82,45,34,3,0
"S00109850",121,57,60,4,0
"S00109851",166,45,104,16,1
"S00109852",97,42,51,4,0
"S00109853",185,124,48,12,1
"S00109854",167,85,62,20,0
"S00109855",200,104,79,17,0
"S00109856",151,71,73,7,0
"S00109857",175,101,62,12,0
"S00109858",167,103,53,10,1
"S00109859",197,95,94,6,2
"S00109860",86,53,31,2,0
"S00109861",62,31,31,0,0
"S00109862",109,16,85,8,0
"S00109863",77,25,46,6,0
"S00109864",89,64,21,4,0
"S00109865",159,91,62,6,0
"S00109866",148,68,68,12,0
"S00109867",64,45,18,1,0
"S00109868",114,92,10,10,2
"S00109869",98,48,44,5,1
"S00109870",141,111,27,3,0
"S00109871",95,34,45,12,4
"S00109872",78,58,17,0,3
"S00109873",115,43,71,0,1
"S00109874",89,50,23,8,8
"S00109875",111,84,27,0,0
"S00109876",105,53,45,5,2
"S00109877",98,62,22,14,0
"S00109878",158,117,29,10,2
"S00109879",164,128,34,2,0
"S00109880",71,50,14,7,0
"S00109881",110,70,27,13,0
"S00109882",116,74,37,2,3
"S00109883",92,67,17,6,2
"S00109884",114,88,25,1,0
"S00109885",119,103,4,12,0
"S00109886",108,65,30,13,0
"S00109887",84,83,1,0,0
"S00109888",114,40,60,14,0
"S00109889",143,55,45,43,0
"S00109890",105,64,16,25,0
"S00109891",134,67,57,10,0
"S00109892",137,114,14,9,0
"S00109893",120,100,0,20,0
"S00109894",83,49,14,18,2
"S00109895",93,46,16,31,0
"S00109896",111,77,32,2,0
"S00109897",126,90,26,10,0
"S00109898",123,87,27,9,0
"S00109899",92,58,32,0,2
"S00109900",97,86,6,0,5
"S00109901",150,113,31,6,0
"S00109902",115,77,37,0,1
"S00109903",116,68,41,7,0
"S00109904",75,45,21,9,0
"S00109905",115,55,49,11,0
"S00109906",84,61,16,7,0
"S00109907",109,60,29,17,3
"S00109908",117,48,61,8,0
"S00109909",119,8,111,0,0
"S00109910",92,35,32,25,0
"S00109911",76,37,36,3,0
"S00109912",135,39,93,3,0
"S00109913",82,23,59,0,0
"S00109914",55,6,41,8,0
"S00109915",173,41,1,131,0
"S00109916",90,16,0,74,0
"S00109917",93,48,7,38,0
"S00109918",57,6,50,1,0
"S00109919",123,7,108,8,0
"S00109920",82,16,54,12,0
"S00109921",85,50,14,20,1
"S00109922",55,30,10,15,0
"S00109923",102,64,9,29,0
"S00109924",85,42,8,35,0
"S00109925",121,11,105,4,1
"S00109926",106,19,86,1,0
"S00109927",65,14,45,6,0
"S00109928",74,13,46,15,0
"S00109929",56,7,45,4,0
"S00109930",55,5,47,3,0
"S00109931",61,15,40,6,0
"S00109932",148,124,1,21,2
"S00109933",99,92,1,6,0
"S00109934",120,94,12,10,4
"S00109935",138,117,3,17,1
"S00109936",151,137,5,9,0
"S00109937",66,29,27,9,1
"S00109938",72,27,26,17,2
"S00109939",98,93,0,1,4
"S00109940",106,89,11,6,0
"S00109941",84,52,2,30,0
"S00109942",79,69,0,10,0
"S00109943",128,101,2,25,0
"S00109944",92,89,0,3,0
"S00109945",109,102,0,7,0
"S00109946",106,106,0,0,0
"S00109947",66,34,15,14,3
"S00109948",50,21,27,2,0
"S00109949",96,70,5,18,3
"S00109950",92,25,27,40,0
"S00109951",124,114,0,9,1
"S00109952",81,52,7,20,2
"S00109953",80,60,0,19,1
"S00109954",59,16,35,8,0
"S00109955",61,26,10,25,0
"S00109956",99,54,3,42,0
"S00109957",64,25,32,3,4
"S00109958",54,27,16,10,1
"S00109959",120,89,9,19,3
"S00109960",73,38,27,8,0
"S00109961",56,41,4,11,0
"S00109962",85,63,6,12,4
"S00109963",144,131,4,8,1
"S00109964",80,49,11,20,0
"S00109965",111,58,23,23,7
"S00109966",51,15,35,1,0
"S00109967",53,15,38,0,0
"S00109968",185,51,83,49,2
"S00109969",107,69,8,30,0
"S00109970",140,114,9,17,0
"S00109971",164,88,54,22,0
"S00109972",189,77,83,29,0
"S00109973",159,75,72,12,0
"S00109974",175,45,115,14,1
"S00109975",95,51,36,8,0
"S00109976",161,58,89,13,1
"S00109977",89,59,21,9,0
"S00109978",140,66,56,17,1
"S00109979",101,48,30,19,4
"S00109980",88,24,44,18,2
"S00109981",61,25,28,8,0
"S00109982",70,12,52,6,0
"S00109983",77,44,25,8,0
"S00109984",145,7,128,10,0
"S00109985",132,74,5,53,0
"S00109986",85,36,36,13,0
"S00109987",87,49,8,28,2
"S00109988",67,26,25,16,0
"S00109989",91,58,2,28,3
"S00109990",149,139,0,10,0
"S00109991",101,66,26,7,2
"S00109992",87,83,0,2,2
"S00109993",86,81,2,2,1
"S00109994",69,59,10,0,0
"S00109995",69,33,26,9,1
"S00109996",122,119,0,3,0
"S00109997",61,30,15,13,3
"S00109998",126,31,86,9,0
"S00109999",64,12,37,15,0
"S00110000",125,62,40,23,0
"S00110001",82,35,37,10,0
"S00110002",88,23,54,11,0
"S00110003",112,71,30,7,4
"S00110004",66,24,31,10,1
"S00110005",111,39,69,3,0
"S00110006",101,59,29,12,1
"S00110007",116,90,15,7,4
"S00110008",83,68,11,4,0
"S00110009",67,41,16,10,0
"S00110010",124,39,71,13,1
"S00110011",136,37,71,28,0
"S00110012",53,7,40,6,0
"S00110013",50,15,31,4,0
"S00110014",72,8,62,2,0
"S00110015",183,161,5,17,0
"S00110016",118,79,29,10,0
"S00110017",160,121,37,2,0
"S00110018",108,83,21,3,1
"S00110019",86,84,1,1,0
"S00110020",141,72,55,14,0
"S00110021",68,56,12,0,0
"S00110022",77,43,31,3,0
"S00110023",106,94,6,6,0
"S00110024",114,84,23,6,1
"S00110025",82,55,27,0,0
"S00110026",76,30,34,12,0
"S00110027",77,32,33,12,0
"S00110028",54,41,2,11,0
"S00110029",130,95,20,15,0
"S00110030",106,8,88,10,0
"S00110031",58,9,42,7,0
"S00110032",117,62,35,20,0
"S00110033",118,51,50,17,0
"S00110034",78,16,62,0,0
"S00110035",58,21,35,2,0
"S00110036",95,25,65,5,0
"S00110037",93,40,46,7,0
"S00110038",106,23,83,0,0
"S00110039",99,25,62,11,1
"S00110040",119,9,105,5,0
"S00110041",125,16,109,0,0
"S00110042",100,34,64,2,0
"S00110043",96,15,74,7,0
"S00110044",86,37,42,4,3
"S00110045",87,67,20,0,0
"S00110046",111,54,50,6,1
"S00110047",54,49,0,4,1
"S00110048",106,102,0,3,1
"S00110049",120,112,1,7,0
"S00110050",126,121,3,2,0
"S00110051",152,142,2,3,5
"S00110052",124,95,8,19,2
"S00110053",73,55,3,15,0
"S00110054",63,34,22,6,1
"S00110055",87,44,21,20,2
"S00110056",73,38,29,6,0
"S00110057",106,47,42,15,2
"S00110058",81,28,34,19,0
"S00110059",151,66,67,18,0
"S00110060",149,55,56,36,2
"S00110061",160,63,80,17,0
"S00110062",129,49,62,18,0
"S00110063",136,80,40,14,2
"S00110064",120,109,0,7,4
"S00110065",92,92,0,0,0
"S00110066",102,92,4,6,0
"S00110067",110,73,2,32,3
"S00110068",97,41,0,56,0
"S00110069",106,53,1,52,0
"S00110070",100,72,2,26,0
"S00110071",140,100,0,40,0
"S00110072",88,55,8,24,1
"S00110073",144,112,3,29,0
"S00110074",146,140,0,4,2
"S00110075",122,71,36,12,3
"S00110076",76,20,38,18,0
"S00110077",103,76,10,17,0
"S00110078",61,35,3,23,0
"S00110079",60,51,0,9,0
"S00110080",83,14,59,10,0
"S00110081",67,21,0,46,0
"S00110082",120,78,26,16,0
"S00110083",149,26,104,19,0
"S00110084",53,39,3,11,0
"S00110085",91,40,47,2,2
"S00110086",121,47,64,9,1
"S00110087",74,38,27,7,2
"S00110088",82,38,39,5,0
"S00110089",101,55,35,11,0
"S00110090",112,45,60,7,0
"S00110091",143,49,86,6,2
"S00110092",133,89,32,12,0
"S00110093",89,76,2,10,1
"S00110094",88,47,11,28,2
"S00110095",115,53,54,8,0
