output_area,total,scotland,ruk,elsewhere
60QJ000178,158,145,8,5
60QJ000179,171,161,10,0
60QJ000180,152,143,6,3
60QJ000181,113,100,12,1
60QJ000182,94,82,10,2
60QJ000183,109,97,10,2
60QJ000184,114,105,5,4
60QJ000185,143,139,4,0
60QJ000186,169,159,9,1
60QJ000187,139,138,1,0
60QJ000188,73,69,2,2
60QJ000189,56,53,3,0
60QJ000190,91,82,5,4
60QJ000191,52,50,1,1
60QJ000192,53,51,2,0
60QJ000193,77,75,2,0
60QJ000194,114,109,3,2
60QJ000195,130,129,0,1
60QJ000196,58,53,2,3
60QJ000197,95,91,1,3
60QJ000198,96,91,4,1
60QJ000199,193,178,11,4
60QJ000200,162,150,8,4
60QJ000201,132,123,3,6
60QJ000202,236,210,4,22
60QJ000203,104,89,4,11
60QJ000204,176,152,15,9
60QJ000205,103,97,3,3
60QJ000206,89,82,6,1
60QJ000207,53,53,0,0
60QJ000208,66,65,0,1
60QJ000209,150,140,7,3
60QJ000210,151,141,5,5
60QJ000211,112,98,10,4
60QJ000212,66,57,6,3
60QJ000213,100,90,7,3
60QJ000214,71,63,3,5
60QJ000215,163,147,6,10
60QJ000216,137,123,3,11
60QJ000217,106,94,6,6
60QJ000218,102,89,7,6
60QJ000219,59,58,1,0
60QJ000220,89,82,7,0
60QJ000221,113,105,4,4
60QJ000222,93,86,2,5
60QJ000223,70,68,1,1
60QJ000224,75,67,3,5
60QJ000225,66,65,1,0
60QJ000226,66,61,4,1
60QJ000227,128,114,6,8
60QJ000228,165,154,4,7
60QJ000229,142,135,4,3
60QJ000230,107,103,3,1
60QJ000231,94,84,7,3
60QJ000232,102,97,4,1
60QJ000233,70,69,1,0
60QJ000234,129,117,2,10
60QJ000235,106,93,7,6
60QJ000236,119,117,1,1
60QJ000237,149,146,3,0
60QJ000238,110,106,2,2
60QJ000239,66,62,3,1
60QJ000240,85,75,8,2
60QJ000241,79,71,7,1
60QJ000242,93,87,2,4
60QJ000243,131,125,1,5
60QJ000244,67,61,6,0
60QJ000245,150,139,7,4
60QJ000246,105,100,4,1
60QJ000247,130,123,2,5
60QJ000248,167,157,9,1
60QJ000249,163,137,12,14
60QJ000250,69,63,4,2
60QJ000251,53,51,1,1
60QJ000252,144,137,6,1
60QJ000253,131,123,6,2
60QJ000254,142,131,8,3
60QJ000255,105,100,2,3
60QJ000256,119,102,14,3
60QJ000257,50,49,0,1
60QJ000258,129,125,4,0
60QJ000259,53,49,3,1
60QJ000260,142,136,5,1
60QJ000261,119,112,4,3
60QJ000262,107,100,3,4
60QJ000263,95,88,4,3
60QJ000264,54,52,1,1
60QJ000265,134,124,6,4
60QJ000266,172,162,8,2
60QJ000267,152,143,7,2
60QJ000268,163,155,6,2
60QJ000269,132,116,7,9
60QJ000270,149,136,11,2
60QJ000271,81,72,7,2
60QJ000272,111,105,3,3
60QJ000273,137,128,5,4
60QJ000274,53,52,0,1
60QJ000275,113,108,3,2
60QJ000276,106,98,8,0
60QJ000277,131,129,2,0
60QJ000278,131,124,6,1
60QJ000279,155,147,6,2
60QJ000280,59,56,2,1
60QJ000281,94,92,2,0
60QJ000282,64,61,1,2
60QJ000283,90,88,2,0
60QJ000284,108,102,2,4
60QJ000285,118,116,1,1
60QJ000286,97,92,3,2
60QJ000287,257,237,8,12
60QJ000288,203,175,12,16
60QJ000289,95,90,3,2
60QJ000290,121,103,8,10
60QJ000291,86,78,5,3
60QJ000292,74,67,6,1
60QJ000293,63,57,5,1
60QJ000294,114,107,4,3
60QJ000295,64,60,3,1
60QJ000296,93,88,5,0
60QJ000297,79,78,1,0
60QJ000298,59,54,3,2
60QJ000299,51,47,2,2
60QJ000300,79,78,1,0
60QJ000301,73,66,3,4
60QJ000302,74,71,3,0
60QJ000303,112,105,6,1
60QJ000304,63,59,3,1
60QJ000305,75,73,0,2
60QJ000306,134,129,1,4
60QJ000307,147,136,3,8
60QJ000308,76,72,1,3
60QJ000309,124,104,10,10
60QJ000310,192,172,13,7
60QJ000311,93,79,9,5
60QJ000312,149,122,22,5
60QJ000313,125,102,15,8
60QJ000314,121,113,3,5
60QJ000315,139,128,8,3
60QJ000316,97,92,2,3
60QJ000317,73,66,4,3
60QJ000318,92,80,7,5
60QJ000319,68,64,4,0
60QJ000320,86,67,6,13
60QJ000321,101,85,5,11
60QJ000322,52,45,6,1
60QJ000323,103,95,3,5
60QJ000324,72,68,1,3
60QJ000325,99,87,3,9
60QJ000326,98,95,2,1
60QJ000327,71,69,2,0
60QJ000328,79,49,10,20
60QJ000329,52,50,1,1
60QJ000330,141,94,19,28
60QJ000331,147,122,14,11
60QJ000332,173,143,22,8
60QJ000333,81,66,10,5
60QJ000334,97,86,7,4
60QJ000335,123,110,5,8
60QJ000336,105,94,4,7
60QJ000337,131,118,12,1
60QJ000338,115,102,2,11
60QJ000339,181,158,13,10
60QJ000340,164,148,14,2
60QJ000341,136,115,11,10
60QJ000342,114,106,4,4
60QJ000343,75,61,8,6
60QJ000344,110,91,6,13
60QJ000345,129,122,5,2
60QJ000346,58,53,4,1
60QJ000347,89,82,4,3
60QJ000348,170,133,15,22
60QJ000349,57,54,3,0
60QJ000350,115,96,12,7
60QJ000351,63,47,7,9
60QJ000352,106,84,10,12
60QJ000353,69,62,3,4
60QJ000354,65,51,7,7
60QJ000355,62,57,3,2
60QJ000356,85,73,2,10
60QJ000357,130,100,10,20
60QJ000358,104,85,11,8
60QJ000359,116,100,13,3
60QJ000360,62,57,2,3
60QJ000361,66,59,3,4
60QJ000362,106,103,1,2
60QJ000363,109,107,1,1
60QJ000364,73,68,3,2
60QJ000365,87,85,2,0
60QJ000366,101,94,5,2
60QJ000367,95,84,6,5
60QJ000368,86,68,8,10
60QJ000369,105,99,3,3
60QJ000370,58,50,5,3
60QJ000371,61,56,2,3
60QJ000372,70,60,9,1
60QJ000373,57,49,4,4
60QJ000374,102,90,9,3
60QJ000375,107,99,4,4
60QJ000376,53,48,1,4
60QJ000377,116,96,5,15
60QJ000378,122,109,4,9
60QJ000379,110,105,4,1
60QJ000380,123,104,5,14
60QJ000381,63,59,2,2
60QJ000382,64,57,3,4
60QJ000383,120,110,6,4
60QJ000384,71,66,2,3
60QJ000385,79,73,2,4
60QJ000386,55,53,1,1
60QJ000387,62,59,3,0
60QJ000388,74,74,0,0
60QJ000389,127,120,3,4
60QJ000390,120,109,3,8
60QJ000391,73,70,1,2
60QJ000392,92,87,3,2
60QJ000393,109,101,5,3
60QJ000394,173,162,9,2
60QJ000395,158,146,5,7
60QJ000396,62,54,6,2
60QJ000397,86,79,4,3
60QJ000398,115,109,2,4
60QJ000399,105,100,4,1
60QJ000400,114,109,3,2
60QJ000401,88,82,2,4
60QJ000402,94,83,5,6
60QJ000403,74,62,1,11
60QJ000404,56,52,3,1
60QJ000405,77,68,7,2
60QJ000406,82,78,1,3
60QJ000407,82,73,4,5
60QJ000408,62,60,1,1
60QJ000409,120,112,4,4
60QJ000410,91,77,11,3
60QJ000411,118,113,4,1
60QJ000412,94,87,4,3
60QJ000413,126,110,12,4
60QJ000414,90,81,7,2
60QJ000415,123,101,9,13
60QJ000416,111,104,4,3
60QJ000417,80,68,4,8
60QJ000418,102,95,4,3
60QJ000419,161,157,3,1
60QJ000420,191,179,6,6
60QJ000421,128,122,5,1
60QJ000422,67,50,8,9
60QJ000423,72,66,4,2
60QJ000424,123,111,4,8
60QJ000425,120,111,5,4
60QJ000426,115,107,3,5
60QJ000427,137,131,5,1
60QJ000428,110,98,2,10
60QJ000429,99,94,3,2
60QJ000430,133,125,7,1
60QJ000431,112,96,3,13
60QJ000432,122,100,10,12
60QJ000433,125,122,1,2
60QJ000434,126,125,0,1
60QJ000435,89,85,1,3
60QJ000436,128,123,3,2
60QJ000437,109,100,8,1
60QJ000438,98,93,3,2
60QJ000439,96,93,2,1
60QJ000440,157,150,7,0
60QJ000441,115,100,6,9
60QJ000442,144,138,6,0
60QJ000443,123,114,7,2
60QJ000444,159,139,13,7
60QJ000445,97,92,4,1
60QJ000446,184,160,18,6
60QJ000447,121,117,0,4
60QJ000448,178,166,7,5
60QJ000449,126,119,3,4
60QJ000450,86,82,3,1
60QJ000451,88,83,1,4
60QJ000452,191,182,7,2
60QJ000453,119,111,6,2
60QJ000454,80,75,3,2
60QJ000455,105,100,4,1
60QJ000456,117,112,2,3
60QJ000457,115,109,4,2
60QJ000458,81,77,3,1
60QJ000459,154,149,2,3
60QJ000460,100,97,3,0
60QJ000461,138,134,3,1
60QJ000462,167,157,6,4
60QJ000463,90,84,4,2
60QJ000464,138,134,2,2
60QJ000465,102,94,6,2
60QJ000466,155,143,9,3
60QJ000467,128,115,8,5
60QJ000468,167,158,6,3
60QJ000469,130,113,9,8
60QJ000470,114,108,3,3
60QJ000471,54,49,1,4
60QJ000472,124,113,6,5
60QJ000473,136,131,3,2
60QJ000474,149,137,8,4
60QJ000475,117,116,0,1
60QJ000476,105,99,3,3
60QJ000477,93,88,2,3
60QJ000478,119,112,6,1
60QJ000479,139,133,4,2
60QJ000480,111,108,2,1
60QJ000481,121,117,3,1
60QJ000482,140,139,0,1
60QJ000483,109,108,1,0
60QJ000484,141,131,6,4
60QJ000485,127,122,4,1
60QJ000486,109,99,8,2
60QJ000487,128,123,2,3
60QJ000488,125,123,1,1
60QJ000489,115,110,4,1
60QJ000490,98,93,2,3
60QJ000491,128,122,4,2
60QJ000492,120,109,8,3
60QJ000493,87,78,5,4
60QJ000494,193,185,6,2
60QJ000495,182,162,9,11
60QJ000496,168,152,9,7
60QJ000497,86,76,4,6
60QJ000498,135,129,5,1
60QJ000499,114,103,9,2
60QJ000500,135,126,7,2
60QJ000501,157,146,8,3
60QJ000502,109,102,5,2
60QJ000503,129,125,4,0
60QJ000504,174,171,2,1
60QJ000505,120,115,5,0
60QJ000506,137,129,8,0
60QJ000507,107,96,9,2
60QJ000508,219,208,6,5
60QJ000509,133,130,2,1
60QJ000510,124,119,2,3
60QJ000511,150,141,6,3
60QJ000512,133,120,5,8
60QJ000513,196,184,7,5
60QJ000514,130,123,7,0
60QJ000515,122,117,5,0
60QJ000516,114,112,1,1
60QJ000517,183,170,13,0
60QJ000518,109,107,1,1
60QJ000519,142,131,10,1
60QJ000520,147,139,7,1
60QJ000521,161,142,12,7
60QJ000522,172,155,14,3
60QJ000523,108,95,7,6
60QJ000524,222,209,10,3
60QJ000525,228,216,8,4
60QJ000526,116,114,2,0
60QJ000527,116,113,3,0
60QJ000528,109,105,2,2
60QJ000529,123,115,5,3
60QJ000530,80,76,4,0
60QJ000531,75,71,3,1
60QJ000532,107,95,5,7
60QJ000533,136,120,7,9
60QJ000534,134,122,5,7
60QJ000535,56,52,3,1
60QJ000536,119,113,2,4
60QJ000537,134,121,7,6
60QJ000538,109,89,11,9
60QJ000539,116,77,18,21
60QJ000540,89,81,4,4
60QJ000541,166,148,9,9
60QJ000542,83,62,4,17
60QJ000543,98,90,4,4
60QJ000544,91,82,1,8
60QJ000545,71,60,4,7
60QJ000546,90,87,2,1
60QJ000547,121,107,7,7
60QJ000548,105,91,4,10
60QJ000549,105,91,7,7
60QJ000550,81,71,7,3
60QJ000551,114,96,11,7
60QJ000552,65,55,9,1
60QJ000553,106,95,9,2
60QJ000554,92,76,10,6
60QJ000555,117,93,15,9
60QJ000556,79,68,7,4
60QJ000557,120,103,15,2
60QJ000558,95,83,6,6
60QJ000559,83,78,3,2
60QJ000560,118,106,8,4
60QJ000561,80,69,8,3
60QJ000562,131,116,12,3
60QJ000563,77,73,3,1
60QJ000564,164,149,9,6
60QJ000565,85,76,8,1
60QJ000566,109,95,7,7
60QJ000567,59,43,9,7
60QJ000568,125,114,6,5
60QJ000569,101,97,2,2
60QJ000570,148,130,11,7
60QJ000571,100,97,2,1
60QJ000572,78,73,1,4
60QJ000573,98,94,2,2
60QJ000574,124,102,10,12
60QJ000575,84,75,5,4
60QJ000576,101,89,7,5
60QJ000577,111,103,5,3
60QJ000578,114,104,7,3
60QJ000579,180,158,12,10
60QJ000580,102,94,6,2
60QJ000581,179,146,10,23
60QJ000582,170,138,15,17
60QJ000583,97,83,6,8
60QJ000584,199,164,12,23
60QJ000585,124,112,5,7
60QJ000586,130,107,8,15
60QJ000587,135,114,8,13
60QJ000588,131,113,5,13
60QJ000589,134,122,6,6
60QJ000590,149,121,19,9
60QJ000591,100,94,3,3
60QJ000592,122,112,6,4
60QJ000593,133,118,8,7
60QJ000594,142,128,3,11
60QJ000595,122,113,7,2
60QJ000596,132,120,7,5
60QJ000597,116,112,4,0
60QJ000598,79,70,7,2
60QJ000599,86,81,4,1
60QJ000600,84,78,4,2
60QJ000601,119,113,2,4
60QJ000602,127,124,2,1
60QJ000603,79,75,2,2
60QJ000604,80,76,3,1
60QJ000605,55,53,0,2
60QJ000606,103,99,3,1
60QJ000607,72,63,3,6
60QJ000608,106,101,4,1
60QJ000609,101,96,3,2
60QJ000610,117,107,9,1
60QJ000611,84,75,7,2
60QJ000612,81,78,2,1
60QJ000613,74,67,6,1
60QJ000614,101,91,7,3
60QJ000615,148,132,9,7
60QJ000616,71,62,5,4
60QJ000617,147,137,4,6
60QJ000618,133,127,2,4
60QJ000619,75,75,0,0
60QJ000620,154,139,9,6
60QJ000621,132,123,8,1
60QJ000622,109,102,4,3
60QJ000623,82,76,3,3
60QJ000624,102,95,5,2
60QJ000625,83,75,5,3
60QJ000626,83,82,1,0
60QJ000627,148,141,2,5
60QJ000628,109,103,5,1
60QJ000629,84,78,2,4
60QJ000630,112,108,2,2
60QJ000631,78,75,2,1
60QJ000632,136,124,4,8
60QJ000633,82,80,0,2
60QJ000634,106,98,6,2
60QJ000635,157,150,5,2
60QJ000636,90,85,3,2
60QJ000637,66,61,2,3
60QJ000638,74,69,2,3
60QJ000639,57,57,0,0
60QJ000640,88,86,1,1
60QJ000641,56,51,5,0
60QJ000642,154,150,3,1
60QJ000643,107,96,6,5
60QJ000644,111,105,3,3
60QJ000645,132,118,10,4
60QJ000646,112,109,2,1
60QJ000647,99,90,7,2
60QJ000648,225,202,11,12
60QJ000649,185,175,6,4
60QJ000650,127,116,7,4
60QJ000651,167,151,8,8
60QJ000652,92,88,3,1
60QJ000653,200,178,11,11
60QJ000654,158,151,6,1
60QJ000655,146,134,8,4
60QJ000656,117,107,6,4
60QJ000657,94,89,2,3
60QJ000658,89,84,3,2
60QJ000659,81,74,7,0
60QJ000660,105,95,7,3
60QJ000661,105,99,5,1
60QJ000662,147,139,6,2
60QJ000663,107,98,7,2
60QJ000664,71,67,3,1
60QJ000665,128,118,6,4
60QJ000666,161,150,6,5
60QJ000667,108,103,5,0
60QJ000668,152,143,6,3
60QJ000669,102,99,2,1
60QJ000670,199,191,5,3
60QJ000671,114,101,9,4
60QJ000672,114,108,3,3
60QJ000673,178,169,5,4
60QJ000674,146,139,5,2
60QJ000675,96,89,6,1
60QJ000676,90,82,4,4
60QJ000677,130,125,4,1
60QJ000678,162,156,2,4
60QJ000679,150,144,3,3
60QJ000680,126,114,11,1
60QJ000681,86,77,5,4
60QJ000682,77,73,3,1
60QJ000683,173,159,8,6
60QJ000684,93,89,3,1
60QJ000685,121,112,8,1
60QJ000686,172,165,5,2
60QJ000687,78,73,3,2
60QJ000688,58,49,7,2
60QJ000689,189,178,10,1
60QJ000690,162,153,6,3
60QJ000691,128,122,4,2
60QJ000692,141,128,9,4
60QJ000693,73,66,6,1
60QJ000694,100,86,4,10
60QJ000695,112,110,1,1
60QJ000696,92,85,5,2
60QJ000697,183,172,5,6
60QJ000698,112,105,5,2
60QJ000699,152,144,5,3
60QJ000700,162,150,9,3
60QJ000701,166,156,7,3
60QJ000702,118,110,5,3
60QJ000703,103,100,3,0
60QJ000704,110,104,2,4
60QJ000705,124,115,5,4
60QJ000706,59,56,2,1
60QJ000707,91,83,4,4
60QJ000708,122,111,4,7
60QJ000709,117,103,12,2
60QJ000710,99,92,5,2
60QJ000711,124,112,8,4
60QJ000712,84,75,9,0
60QJ000713,158,149,4,5
60QJ000714,80,77,1,2
60QJ000715,71,67,3,1
60QJ000716,93,87,1,5
60QJ000717,70,64,4,2
60QJ000718,95,86,7,2
60QJ000719,80,76,4,0
60QJ000720,139,129,9,1
60QJ000721,82,77,4,1
60QJ000722,73,70,0,3
60QJ000723,69,62,3,4
60QJ000724,150,145,2,3
60QJ000725,84,77,5,2
60QJ000726,121,115,5,1
60QJ000727,94,87,4,3
60QJ000728,102,95,4,3
60QJ000729,63,56,2,5
60QJ000730,126,115,8,3
60QJ000731,106,102,4,0
60QJ000732,156,151,2,3
60QJ000733,135,122,8,5
60QJ000734,92,87,4,1
60QJ000735,105,100,3,2
60QJ000736,117,111,1,5
60QJ000737,170,163,3,4
60QJ000738,122,116,3,3
60QJ000739,101,98,2,1
60QJ000740,120,112,7,1
60QJ000741,131,128,2,1
60QJ000742,141,134,4,3
60QJ000743,158,151,4,3
60QJ000744,70,68,2,0
60QJ000745,57,56,1,0
60QJ000746,120,114,3,3
60QJ000747,179,166,8,5
60QJ000748,100,94,6,0
60QJ000749,110,102,4,4
60QJ000750,174,168,4,2
60QJ000751,154,150,2,2
60QJ000752,110,108,2,0
60QJ000753,107,101,4,2
60QJ000754,91,84,5,2
60QJ000755,163,155,5,3
60QJ000756,87,83,2,2
60QJ000757,105,95,9,1
60QJ000758,130,122,7,1
60QJ000759,91,84,3,4
60QJ000760,183,173,4,6
60QJ000761,137,124,10,3
60QJ000762,181,175,6,0
60QJ000763,166,160,4,2
60QJ000764,186,179,6,1
60QJ000765,198,191,4,3
60QJ000766,89,84,2,3
60QJ000767,149,143,6,0
60QJ000768,100,89,8,3
60QJ000769,129,125,3,1
60QJ000770,118,108,8,2
60QJ000771,118,113,4,1
60QJ000772,127,123,3,1
60QJ000773,112,109,3,0
60QJ000774,96,93,3,0
60QJ000775,136,131,4,1
60QJ000776,153,147,6,0
60QJ000777,163,154,8,1
60QJ000778,89,83,3,3
60QJ000779,175,164,10,1
60QJ000780,96,93,1,2
60QJ000781,176,165,5,6
60QJ000782,99,95,1,3
60QJ000783,114,112,2,0
60QJ000784,84,79,5,0
60QJ000785,117,109,5,3
60QJ000786,135,123,7,5
60QJ000787,95,91,3,1
60QJ000788,128,123,3,2
60QJ000789,178,165,9,4
60QJ000790,155,139,12,4
60QJ000791,54,54,0,0
60QJ000792,119,102,8,9
60QJ000793,119,103,13,3
60QJ000794,91,83,7,1
60QJ000795,131,124,5,2
60QJ000796,162,146,13,3
60QJ000797,105,100,4,1
60QJ000798,135,121,5,9
60QJ000799,105,99,6,0
60QJ000800,157,145,11,1
60QJ000801,177,162,14,1
60QJ000802,144,133,11,0
60QJ000803,154,145,8,1
60QJ000804,85,73,8,4
60QJ000805,165,148,9,8
60QJ000806,127,99,15,13
60QJ000807,124,107,8,9
60QJ000808,105,89,7,9
60QJ000809,114,91,14,9
60QJ000810,210,177,15,18
60QJ000811,131,122,1,8
60QJ000812,129,106,15,8
60QJ000813,195,145,22,28
60QJ000814,169,142,16,11
60QJ000815,148,127,7,14
60QJ000816,181,160,10,11
60QJ000817,142,126,13,3
60QJ000818,100,91,9,0
60QJ000819,194,161,21,12
60QJ000820,113,92,13,8
60QJ000821,88,76,10,2
60QJ000822,122,108,4,10
60QJ000823,139,119,16,4
60QJ000824,141,119,19,3
60QJ000825,68,64,2,2
60QJ000826,98,91,5,2
60QJ000827,112,100,10,2
60QJ000828,69,58,8,3
60QJ000829,96,85,7,4
60QJ000830,75,67,5,3
60QJ000831,120,106,8,6
60QJ000832,94,84,6,4
60QJ000833,118,99,11,8
60QJ000834,92,84,7,1
60QJ000835,73,64,7,2
60QJ000836,120,102,9,9
60QJ000837,57,54,3,0
60QJ000838,76,63,9,4
60QJ000839,84,72,10,2
60QJ000840,72,62,9,1
60QJ000841,113,90,17,6
60QJ000842,91,77,7,7
60QJ000843,119,104,9,6
60QJ000844,166,141,19,6
60QJ000845,144,113,18,13
60QJ000846,161,134,20,7
60QJ000847,131,110,18,3
60QJ000848,142,121,13,8
60QJ000849,133,116,11,6
60QJ000850,112,100,8,4
60QJ000851,137,113,17,7
60QJ000852,172,146,22,4
60QJ000853,109,97,7,5
60QJ000854,128,111,11,6
60QJ000855,136,115,17,4
60QJ000856,110,96,6,8
60QJ000857,96,83,9,4
60QJ000858,52,52,0,0
60QJ000859,105,99,2,4
60QJ000860,134,126,5,3
60QJ000861,76,71,4,1
60QJ000862,70,63,5,2
60QJ000863,97,86,3,8
60QJ000864,169,150,14,5
60QJ000865,88,82,4,2
60QJ000866,105,93,7,5
60QJ000867,87,77,7,3
60QJ000868,115,94,13,8
60QJ000869,153,126,15,12
60QJ000870,103,79,19,5
60QJ000871,102,88,9,5
60QJ000872,107,100,7,0
60QJ000873,93,77,16,0
60QJ000874,123,106,10,7
60QJ000875,147,123,19,5
60QJ000876,72,68,4,0
60QJ000877,132,108,17,7
60QJ000878,122,111,7,4
60QJ000879,103,86,12,5
60QJ000880,123,116,4,3
60QJ000881,131,119,5,7
60QJ000882,128,111,6,11
60QJ000883,107,93,13,1
60QJ000884,108,88,18,2
60QJ000885,179,149,14,16
60QJ000886,161,148,7,6
60QJ000887,133,110,18,5
60QJ000888,68,62,5,1
60QJ000889,133,120,11,2
60QJ000890,105,95,6,4
60QJ000891,57,50,6,1
60QJ000892,155,125,16,14
60QJ000893,122,106,9,7
60QJ000894,71,66,3,2
60QJ000895,118,108,7,3
60QJ000896,75,68,5,2
60QJ000897,62,57,4,1
60QJ000898,142,119,17,6
60QJ000899,163,144,15,4
60QJ000900,119,98,18,3
60QJ000901,124,110,8,6
60QJ000902,143,132,9,2
60QJ000903,229,203,15,11
60QJ000904,170,154,13,3
60QJ000905,117,99,12,6
60QJ000906,133,112,12,9
60QJ000907,112,107,3,2
60QJ000908,107,96,7,4
60QJ000909,123,113,7,3
60QJ000910,165,145,12,8
60QJ000911,54,47,5,2
60QJ000912,132,116,9,7
60QJ000913,150,137,8,5
60QJ000914,119,113,4,2
60QJ000915,107,101,5,1
60QJ000916,133,118,12,3
60QJ000917,166,150,7,9
60QJ000918,155,138,12,5
60QJ000919,144,110,29,5
60QJ000920,81,77,2,2
60QJ000921,148,120,13,15
60QJ000922,73,65,5,3
60QJ000923,52,51,1,0
60QJ000924,107,98,8,1
60QJ000925,81,79,0,2
60QJ000926,122,117,5,0
60QJ000927,92,88,3,1
60QJ000928,100,95,2,3
60QJ000929,165,152,10,3
60QJ000930,135,120,8,7
60QJ000931,105,100,2,3
60QJ000932,81,75,5,1
60QJ000933,77,73,4,0
60QJ000934,93,88,5,0
60QJ000935,129,106,18,5
60QJ000936,83,79,4,0
60QJ000937,69,64,2,3
60QJ000938,124,115,6,3
60QJ000939,106,101,5,0
60QJ000940,61,51,6,4
60QJ000941,104,95,6,3
60QJ000942,96,86,6,4
60QJ000943,56,47,6,3
60QJ000944,55,48,6,1
60QJ000945,117,110,6,1
60QJ000946,83,79,4,0
60QJ000947,68,52,12,4
60QJ000948,106,90,14,2
60QJ000949,77,67,7,3
60QJ000950,114,104,7,3
60QJ000951,65,60,5,0
60QJ000952,109,98,9,2
60QJ000953,85,70,10,5
60QJ000954,98,89,9,0
60QJ000955,164,143,16,5
60QJ000956,92,89,2,1
60QJ000957,162,143,19,0
60QJ000958,72,68,2,2
60QJ000959,111,100,9,2
60QJ000960,87,78,9,0
60QJ000961,74,51,12,11
60QJ000962,51,37,9,5
60QJ000963,81,61,9,11
60QJ000964,71,42,23,6
60QJ000965,227,133,77,17
60QJ000966,84,79,5,0
60QJ000967,134,130,3,1
60QJ000968,107,96,8,3
60QJ000969,90,79,5,6
60QJ000970,87,78,6,3
60QJ000971,59,43,14,2
60QJ000972,56,32,8,16
60QJ000973,88,82,3,3
60QJ000974,81,46,28,7
60QJ000975,94,86,4,4
60QJ000976,121,108,7,6
60QJ000977,67,65,2,0
60QJ000978,54,49,5,0
60QJ000979,90,87,2,1
60QJ000980,86,78,6,2
60QJ000981,76,73,2,1
60QJ000982,83,82,1,0
60QJ000983,99,82,8,9
60QJ000984,63,56,4,3
60QJ000985,59,55,4,0
60QJ000986,77,74,3,0
60QJ000987,122,119,2,1
60QJ000988,77,75,2,0
60QJ000989,80,68,8,4
60QJ000990,53,51,2,0
60QJ000991,62,60,2,0
60QJ000992,79,76,3,0
60QJ000993,102,89,6,7
60QJ000994,62,61,0,1
60QJ000995,87,61,14,12
60QJ000996,210,151,41,18
60QJ000997,78,70,5,3
60QJ000998,62,57,4,1
60QJ000999,93,87,1,5
60QJ001000,88,74,7,7
60QJ001001,53,47,5,1
60QJ001002,76,69,3,4
60QJ001003,74,72,1,1
60QJ001004,64,62,1,1
60QJ001005,309,280,15,14
60QJ001006,96,88,2,6
60QJ001007,66,64,1,1
60QJ001008,101,97,3,1
60QJ001009,53,50,3,0
60QJ001010,54,45,5,4
60QJ001011,99,91,8,0
60QJ001012,103,100,1,2
60QJ001013,89,85,4,0
60QJ001014,59,57,1,1
60QJ001015,94,93,1,0
60QJ001016,77,68,3,6
60QJ001017,139,131,3,5
60QJ001018,110,103,7,0
60QJ001019,188,176,10,2
60QJ001020,56,53,0,3
60QJ001021,93,60,11,22
60QJ001022,119,113,2,4
60QJ001023,60,52,2,6
60QJ001024,95,79,9,7
60QJ001025,67,49,10,8
60QJ001026,99,84,11,4
60QJ001027,74,45,25,4
60QJ001028,63,57,0,6
60QJ001029,73,68,4,1
60QJ001030,74,65,3,6
60QJ001031,99,68,12,19
60QJ001032,127,115,6,6
60QJ001033,132,86,21,25
60QJ001034,66,64,1,1
60QJ001035,54,41,9,4
60QJ001036,52,42,8,2
60QJ001037,69,58,9,2
60QJ001038,194,121,61,12
60QJ001039,58,58,0,0
60QJ001040,75,72,1,2
60QJ001041,114,109,5,0
60QJ001042,97,93,3,1
60QJ001043,79,71,5,3
60QJ001044,69,67,1,1
60QJ001045,135,125,8,2
60QJ001046,72,69,1,2
60QJ001047,66,59,4,3
60QJ001048,62,55,2,5
60QJ001049,159,107,22,30
60QJ001050,84,75,5,4
60QJ001051,84,72,5,7
60QJ001052,90,87,2,1
60QJ001053,114,101,6,7
60QJ001054,62,58,3,1
60QJ001055,57,51,6,0
60QJ001056,112,88,6,18
60QJ001057,78,75,2,1
60QJ001058,106,80,19,7
60QJ001059,93,85,5,3
60QJ001060,88,85,1,2
60QJ001061,50,45,3,2
60QJ001062,118,113,3,2
60QJ001063,126,117,4,5
60QJ001064,81,77,4,0
60QJ001065,131,121,8,2
60QJ001066,108,99,7,2
60QJ001067,95,85,6,4
60QJ001068,273,237,26,10
60QJ001069,95,79,10,6
60QJ001070,68,32,27,9
60QJ001071,108,60,30,18
60QJ001072,62,53,5,4
60QJ001073,105,83,10,12
60QJ001074,156,41,42,73
60QJ001075,107,73,25,9
60QJ001076,87,61,16,10
60QJ001077,104,65,26,13
60QJ001078,151,112,20,19
60QJ001079,103,67,33,3
60QJ001080,80,64,9,7
60QJ001081,121,92,11,18
60QJ001082,99,90,2,7
60QJ001083,153,132,13,8
60QJ001084,114,56,38,20
60QJ001085,132,105,13,14
60QJ001086,117,77,23,17
60QJ001087,88,74,10,4
60QJ001088,80,57,20,3
60QJ001089,352,191,117,44
60QJ001090,105,63,18,24
60QJ001091,158,59,38,61
60QJ001092,366,134,104,128
60QJ001093,122,70,39,13
60QJ001094,120,49,43,28
60QJ001095,140,75,45,20
60QJ001096,139,73,33,33
60QJ001097,73,59,10,4
60QJ001098,79,54,18,7
60QJ001099,67,28,16,23
60QJ001100,97,82,8,7
60QJ001101,122,91,23,8
60QJ001102,157,122,15,20
60QJ001103,135,106,17,12
60QJ001104,112,89,11,12
60QJ001105,81,74,3,4
60QJ001106,139,86,41,12
60QJ001107,96,59,20,17
60QJ001108,146,72,39,35
60QJ001109,163,85,57,21
