output_area,total,scotland,ruk,elsewhere
60QS004141,97,86,4,7
60QS004142,106,99,4,3
60QS004143,92,90,2,0
60QS004144,110,101,4,5
60QS004145,83,77,4,2
60QS004146,71,70,0,1
60QS004147,69,61,1,7
60QS004148,66,59,0,7
60QS004149,82,78,0,4
60QS004150,97,92,3,2
60QS004151,109,87,3,19
60QS004152,98,82,1,15
60QS004153,77,66,0,11
60QS004154,69,59,2,8
60QS004155,81,65,4,12
60QS004156,107,105,0,2
60QS004157,82,76,1,5
60QS004158,84,81,1,2
60QS004159,58,53,2,3
60QS004160,66,63,1,2
60QS004161,116,112,4,0
60QS004162,75,71,3,1
60QS004163,72,71,1,0
60QS004164,85,81,3,1
60QS004165,87,86,1,0
60QS004166,88,86,1,1
60QS004167,84,77,6,1
60QS004168,74,71,1,2
60QS004169,57,55,2,0
60QS004170,81,79,1,1
60QS004171,75,73,1,1
60QS004172,96,91,4,1
60QS004173,55,49,6,0
60QS004174,142,138,4,0
60QS004175,115,112,2,1
60QS004176,132,127,3,2
60QS004177,130,123,3,4
60QS004178,68,55,6,7
60QS004179,60,49,0,11
60QS004180,98,57,8,33
60QS004181,91,74,3,14
60QS004182,66,65,1,0
60QS004183,69,68,0,1
60QS004184,79,77,1,1
60QS004185,72,65,4,3
60QS004186,118,31,13,74
60QS004187,66,48,7,11
60QS004188,95,59,6,30
60QS004189,80,38,12,30
60QS004190,154,130,15,9
60QS004191,57,50,2,5
60QS004192,118,106,2,10
60QS004193,106,97,5,4
60QS004194,106,84,14,8
60QS004195,87,66,15,6
60QS004196,77,57,12,8
60QS004197,79,70,3,6
60QS004198,77,49,14,14
60QS004199,98,76,9,13
60QS004200,83,70,7,6
60QS004201,147,133,5,9
60QS004202,65,38,12,15
60QS004203,77,58,14,5
60QS004204,80,43,16,21
60QS004205,100,58,19,23
60QS004206,69,49,9,11
60QS004207,75,51,16,8
60QS004208,126,81,33,12
60QS004209,166,94,26,46
60QS004210,91,59,15,17
60QS004211,137,82,18,37
60QS004212,115,81,16,18
60QS004213,164,96,14,54
60QS004214,95,72,6,17
60QS004215,118,97,7,14
60QS004216,82,66,10,6
60QS004217,89,67,16,6
60QS004218,161,117,21,23
60QS004219,91,77,8,6
60QS004220,81,56,15,10
60QS004221,122,88,20,14
60QS004222,120,87,19,14
60QS004223,75,50,14,11
60QS004224,104,67,24,13
60QS004225,82,60,10,12
60QS004226,128,97,14,17
60QS004227,183,68,44,71
60QS004228,254,21,45,188
60QS004229,103,62,24,17
60QS004230,141,97,30,14
60QS004231,108,94,3,11
60QS004232,59,55,1,3
60QS004233,62,52,3,7
60QS004234,156,107,18,31
60QS004235,83,63,10,10
60QS004236,70,54,4,12
60QS004237,68,34,13,21
60QS004238,68,40,7,21
60QS004239,148,93,15,40
60QS004240,93,76,3,14
60QS004241,84,70,3,11
60QS004242,209,160,25,24
60QS004243,921,542,180,199
60QS004244,96,86,6,4
60QS004245,111,101,2,8
60QS004246,134,112,10,12
60QS004247,119,108,5,6
60QS004248,106,90,2,14
60QS004249,101,89,3,9
60QS004250,104,87,3,14
60QS004251,121,119,1,1
60QS004252,95,87,4,4
60QS004253,102,94,3,5
60QS004254,99,91,4,4
60QS004255,126,95,15,16
60QS004256,121,84,20,17
60QS004257,120,70,12,38
60QS004258,73,56,4,13
60QS004259,118,106,9,3
60QS004260,69,56,7,6
60QS004261,90,63,19,8
60QS004262,157,146,8,3
60QS004263,85,72,2,11
60QS004264,104,92,3,9
60QS004265,144,132,8,4
60QS004266,80,70,4,6
60QS004267,101,70,12,19
60QS004268,101,75,12,14
60QS004269,65,47,8,10
60QS004270,80,66,2,12
60QS004271,92,85,5,2
60QS004272,126,114,6,6
60QS004273,60,58,1,1
60QS004274,66,61,0,5
60QS004275,72,69,1,2
60QS004276,68,65,1,2
60QS004277,142,130,5,7
60QS004278,117,96,6,15
60QS004279,100,93,1,6
60QS004280,90,74,3,13
60QS004281,142,135,2,5
60QS004282,124,116,3,5
60QS004283,119,100,5,14
60QS004284,78,70,3,5
60QS004285,58,55,1,2
60QS004286,133,122,6,5
60QS004287,125,115,4,6
60QS004288,110,106,2,2
60QS004289,77,76,0,1
60QS004290,89,73,15,1
60QS004291,81,76,2,3
60QS004292,53,30,19,4
60QS004293,166,150,10,6
60QS004294,162,132,18,12
60QS004295,66,53,6,7
60QS004296,91,84,3,4
60QS004297,96,70,19,7
60QS004298,74,54,9,11
60QS004299,122,109,11,2
60QS004300,101,88,11,2
60QS004301,126,119,5,2
60QS004302,121,116,5,0
60QS004303,87,76,7,4
60QS004304,76,57,7,12
60QS004305,110,88,13,9
60QS004306,135,121,7,7
60QS004307,145,105,29,11
60QS004308,158,142,6,10
60QS004309,121,103,13,5
60QS004310,82,79,2,1
60QS004311,83,75,5,3
60QS004312,116,87,16,13
60QS004313,85,82,2,1
60QS004314,66,61,4,1
60QS004315,117,106,7,4
60QS004316,64,61,1,2
60QS004317,78,60,12,6
60QS004318,125,111,7,7
60QS004319,120,104,11,5
60QS004320,101,79,17,5
60QS004321,106,92,10,4
60QS004322,182,114,46,22
60QS004323,54,38,9,7
60QS004324,117,85,17,15
60QS004325,127,96,15,16
60QS004326,101,66,21,14
60QS004327,159,90,43,26
60QS004328,128,105,15,8
60QS004329,80,60,15,5
60QS004330,138,102,20,16
60QS004331,79,47,13,19
60QS004332,65,42,13,10
60QS004333,97,64,24,9
60QS004334,51,33,14,4
60QS004335,129,100,11,18
60QS004336,70,62,5,3
60QS004337,81,71,6,4
60QS004338,146,118,12,16
60QS004339,129,114,4,11
60QS004340,115,99,7,9
60QS004341,72,60,3,9
60QS004342,97,66,18,13
60QS004343,69,50,11,8
60QS004344,138,94,25,19
60QS004345,102,65,15,22
60QS004346,74,60,13,1
60QS004347,107,88,9,10
60QS004348,102,81,14,7
60QS004349,57,48,4,5
60QS004350,118,103,6,9
60QS004351,164,131,15,18
60QS004352,52,47,2,3
60QS004353,95,75,12,8
60QS004354,152,132,7,13
60QS004355,325,230,59,36
60QS004356,176,154,13,9
60QS004357,120,110,6,4
60QS004358,99,88,8,3
60QS004359,96,81,5,10
60QS004360,163,143,17,3
60QS004361,180,163,10,7
60QS004362,54,48,1,5
60QS004363,80,67,12,1
60QS004364,75,60,8,7
60QS004365,115,106,6,3
60QS004366,139,114,15,10
60QS004367,135,119,12,4
60QS004368,125,106,14,5
60QS004369,64,49,7,8
60QS004370,97,91,4,2
60QS004371,54,51,1,2
60QS004372,121,112,6,3
60QS004373,77,74,2,1
60QS004374,77,73,2,2
60QS004375,100,96,3,1
60QS004376,54,50,2,2
60QS004377,114,113,1,0
60QS004378,109,104,2,3
60QS004379,154,132,3,19
60QS004380,97,91,3,3
60QS004381,50,42,2,6
60QS004382,74,73,0,1
60QS004383,171,152,7,12
60QS004384,67,58,1,8
60QS004385,130,114,6,10
60QS004386,72,70,2,0
60QS004387,134,128,3,3
60QS004388,72,69,1,2
60QS004389,85,81,3,1
60QS004390,70,67,0,3
60QS004391,63,59,1,3
60QS004392,54,48,5,1
60QS004393,157,141,6,10
60QS004394,71,70,1,0
60QS004395,88,83,3,2
60QS004396,73,62,7,4
60QS004397,63,62,0,1
60QS004398,80,74,3,3
60QS004399,105,95,7,3
60QS004400,77,72,1,4
60QS004401,119,112,3,4
60QS004402,83,73,3,7
60QS004403,104,96,4,4
60QS004404,114,110,1,3
60QS004405,92,88,2,2
60QS004406,110,108,2,0
60QS004407,173,169,4,0
60QS004408,162,155,4,3
60QS004409,65,58,2,5
60QS004410,90,85,3,2
60QS004411,81,78,3,0
60QS004412,78,76,2,0
60QS004413,115,107,6,2
60QS004414,378,353,11,14
60QS004415,215,196,12,7
60QS004416,74,68,2,4
60QS004417,52,44,4,4
60QS004418,124,100,4,20
60QS004419,115,98,5,12
60QS004420,81,50,0,31
60QS004421,171,132,2,37
60QS004422,58,53,4,1
60QS004423,110,88,5,17
60QS004424,162,99,7,56
60QS004425,87,68,3,16
60QS004426,112,70,0,42
60QS004427,92,86,4,2
60QS004428,88,79,5,4
60QS004429,118,110,5,3
60QS004430,63,58,3,2
60QS004431,83,77,2,4
60QS004432,104,99,4,1
60QS004433,53,44,8,1
60QS004434,144,137,2,5
60QS004435,139,125,8,6
60QS004436,104,98,4,2
60QS004437,75,64,4,7
60QS004438,97,79,4,14
60QS004439,113,102,1,10
60QS004440,104,99,3,2
60QS004441,95,90,3,2
60QS004442,73,72,0,1
60QS004443,81,61,4,16
60QS004444,98,84,2,12
60QS004445,83,70,3,10
60QS004446,90,88,0,2
60QS004447,104,98,1,5
60QS004448,126,118,7,1
60QS004449,71,69,2,0
60QS004450,88,75,10,3
60QS004451,120,108,8,4
60QS004452,91,88,2,1
60QS004453,108,101,6,1
60QS004454,53,47,3,3
60QS004455,64,53,10,1
60QS004456,223,216,5,2
60QS004457,72,69,1,2
60QS004458,134,131,1,2
60QS004459,64,63,1,0
60QS004460,171,160,7,4
60QS004461,150,146,4,0
60QS004462,152,141,9,2
60QS004463,155,146,6,3
60QS004464,69,63,4,2
60QS004465,122,120,0,2
60QS004466,80,76,3,1
60QS004467,69,67,2,0
60QS004468,128,126,1,1
60QS004469,79,76,2,1
60QS004470,69,68,0,1
60QS004471,97,93,4,0
60QS004472,110,104,5,1
60QS004473,77,73,4,0
60QS004474,100,98,1,1
60QS004475,142,132,4,6
60QS004476,95,92,0,3
60QS004477,74,72,0,2
60QS004478,141,135,5,1
60QS004479,110,106,2,2
60QS004480,162,151,10,1
60QS004481,116,109,7,0
60QS004482,149,143,6,0
60QS004483,141,110,17,14
60QS004484,55,47,5,3
60QS004485,93,87,1,5
60QS004486,110,85,5,20
60QS004487,158,145,3,10
60QS004488,77,45,23,9
60QS004489,84,54,25,5
60QS004490,132,118,5,9
60QS004491,97,54,30,13
60QS004492,106,74,27,5
60QS004493,101,81,8,12
60QS004494,91,75,4,12
60QS004495,142,101,6,35
60QS004496,229,166,35,28
60QS004497,142,108,20,14
60QS004498,57,43,7,7
60QS004499,100,69,9,22
60QS004500,103,75,14,14
60QS004501,78,60,5,13
60QS004502,104,77,6,21
60QS004503,160,115,8,37
60QS004504,83,79,2,2
60QS004505,134,125,2,7
60QS004506,158,114,32,12
60QS004507,84,65,9,10
60QS004508,50,34,10,6
60QS004509,50,48,1,1
60QS004510,127,119,3,5
60QS004511,53,49,2,2
60QS004512,99,98,1,0
60QS004513,140,119,10,11
60QS004514,91,76,3,12
60QS004515,59,47,4,8
60QS004516,98,80,4,14
60QS004517,76,60,5,11
60QS004518,150,127,12,11
60QS004519,86,82,0,4
60QS004520,100,82,13,5
60QS004521,59,43,8,8
60QS004522,153,139,10,4
60QS004523,230,153,55,22
60QS004524,208,193,10,5
60QS004525,89,84,2,3
60QS004526,154,142,4,8
60QS004527,102,97,3,2
60QS004528,81,74,3,4
60QS004529,116,103,9,4
60QS004530,184,171,8,5
60QS004531,78,71,2,5
60QS004532,100,84,0,16
60QS004533,91,71,3,17
60QS004534,117,92,2,23
60QS004535,99,64,8,27
60QS004536,102,87,2,13
60QS004537,120,91,3,26
60QS004538,99,66,1,32
60QS004539,86,58,4,24
60QS004540,125,89,6,30
60QS004541,84,52,1,31
60QS004542,107,47,2,58
60QS004543,82,43,2,37
60QS004544,88,80,3,5
60QS004545,140,137,1,2
60QS004546,87,83,3,1
60QS004547,60,54,1,5
60QS004548,138,120,2,16
60QS004549,193,162,12,19
60QS004550,57,56,1,0
60QS004551,122,89,4,29
60QS004552,147,140,3,4
60QS004553,86,85,0,1
60QS004554,163,161,2,0
60QS004555,73,68,1,4
60QS004556,182,169,6,7
60QS004557,136,132,4,0
60QS004558,75,68,1,6
60QS004559,75,72,2,1
60QS004560,86,85,0,1
60QS004561,80,71,4,5
60QS004562,76,75,1,0
60QS004563,91,87,1,3
60QS004564,80,73,2,5
60QS004565,112,92,0,20
60QS004566,111,83,1,27
60QS004567,133,112,1,20
60QS004568,62,50,2,10
60QS004569,76,65,4,7
60QS004570,70,57,2,11
60QS004571,67,63,0,4
60QS004572,103,79,1,23
60QS004573,82,55,1,26
60QS004574,83,74,8,1
60QS004575,140,132,3,5
60QS004576,68,63,4,1
60QS004577,115,113,0,2
60QS004578,71,69,2,0
60QS004579,71,70,1,0
60QS004580,59,57,2,0
60QS004581,92,90,1,1
60QS004582,115,113,0,2
60QS004583,75,75,0,0
60QS004584,63,62,0,1
60QS004585,114,103,7,4
60QS004586,91,89,2,0
60QS004587,144,140,3,1
60QS004588,87,83,1,3
60QS004589,125,121,3,1
60QS004590,117,95,7,15
60QS004591,183,151,10,22
60QS004592,113,100,5,8
60QS004593,148,120,10,18
60QS004594,57,43,4,10
60QS004595,140,120,7,13
60QS004596,145,139,6,0
60QS004597,182,175,2,5
60QS004598,144,136,6,2
60QS004599,73,72,1,0
60QS004600,144,135,2,7
60QS004601,79,76,1,2
60QS004602,89,81,3,5
60QS004603,153,137,6,10
60QS004604,89,84,3,2
60QS004605,99,95,2,2
60QS004606,98,89,4,5
60QS004607,174,163,8,3
60QS004608,118,111,5,2
60QS004609,112,110,2,0
60QS004610,119,105,3,11
60QS004611,70,56,1,13
60QS004612,144,49,3,92
60QS004613,150,118,3,29
60QS004614,85,76,4,5
60QS004615,78,69,2,7
60QS004616,149,140,5,4
60QS004617,178,173,4,1
60QS004618,79,75,3,1
60QS004619,103,103,0,0
60QS004620,118,112,3,3
60QS004621,58,58,0,0
60QS004622,75,73,2,0
60QS004623,145,144,0,1
60QS004624,51,48,2,1
60QS004625,98,92,6,0
60QS004626,98,91,5,2
60QS004627,159,155,2,2
60QS004628,76,75,1,0
60QS004629,73,73,0,0
60QS004630,128,119,6,3
60QS004631,78,77,0,1
60QS004632,73,72,0,1
60QS004633,61,60,0,1
60QS004634,204,197,3,4
60QS004635,139,134,3,2
60QS004636,56,50,3,3
60QS004637,91,90,1,0
60QS004638,72,64,5,3
60QS004639,70,67,1,2
60QS004640,128,126,0,2
60QS004641,104,100,2,2
60QS004642,117,112,2,3
60QS004643,104,100,2,2
60QS004644,65,61,2,2
60QS004645,117,111,2,4
60QS004646,111,103,4,4
60QS004647,66,64,1,1
60QS004648,92,85,6,1
60QS004649,188,183,4,1
60QS004650,56,54,2,0
60QS004651,87,77,8,2
60QS004652,67,59,3,5
60QS004653,70,63,2,5
60QS004654,180,171,4,5
60QS004655,160,130,12,18
60QS004656,119,91,17,11
60QS004657,118,91,14,13
60QS004658,78,72,4,2
60QS004659,96,86,8,2
60QS004660,201,170,13,18
60QS004661,56,46,7,3
60QS004662,92,82,7,3
60QS004663,92,66,8,18
60QS004664,50,38,7,5
60QS004665,74,64,4,6
60QS004666,97,75,10,12
60QS004667,169,160,2,7
60QS004668,90,90,0,0
60QS004669,66,65,0,1
60QS004670,66,60,3,3
60QS004671,127,118,6,3
60QS004672,66,66,0,0
60QS004673,102,101,1,0
60QS004674,125,123,0,2
60QS004675,105,104,1,0
60QS004676,158,156,1,1
60QS004677,78,75,1,2
60QS004678,106,102,3,1
60QS004679,78,73,1,4
60QS004680,151,147,2,2
60QS004681,109,104,2,3
60QS004682,103,100,2,1
60QS004683,100,82,16,2
60QS004684,136,132,4,0
60QS004685,87,85,1,1
60QS004686,66,64,1,1
60QS004687,86,82,2,2
60QS004688,69,66,1,2
60QS004689,51,50,0,1
60QS004690,99,98,0,1
60QS004691,104,90,12,2
60QS004692,80,77,2,1
60QS004693,116,115,1,0
60QS004694,86,84,2,0
60QS004695,94,93,1,0
60QS004696,79,76,1,2
60QS004697,59,59,0,0
60QS004698,84,79,1,4
60QS004699,98,96,0,2
60QS004700,122,112,9,1
60QS004701,181,173,5,3
60QS004702,69,64,4,1
60QS004703,76,71,3,2
60QS004704,84,80,2,2
60QS004705,68,68,0,0
60QS004706,61,58,2,1
60QS004707,164,163,1,0
60QS004708,144,137,1,6
60QS004709,116,110,3,3
60QS004710,123,123,0,0
60QS004711,107,105,2,0
60QS004712,188,181,4,3
60QS004713,133,118,6,9
60QS004714,103,98,2,3
60QS004715,124,116,6,2
60QS004716,108,103,1,4
60QS004717,65,59,5,1
60QS004718,83,81,2,0
60QS004719,67,63,3,1
60QS004720,85,81,1,3
60QS004721,60,60,0,0
60QS004722,62,57,1,4
60QS004723,104,101,3,0
60QS004724,89,81,2,6
60QS004725,132,126,4,2
60QS004726,92,89,3,0
60QS004727,65,63,2,0
60QS004728,59,57,2,0
60QS004729,149,145,2,2
60QS004730,62,62,0,0
60QS004731,90,85,2,3
60QS004732,110,103,5,2
60QS004733,188,183,3,2
60QS004734,163,158,3,2
60QS004735,182,170,2,10
60QS004736,140,130,6,4
60QS004737,73,68,2,3
60QS004738,137,129,8,0
60QS004739,117,111,4,2
60QS004740,96,92,1,3
60QS004741,134,124,5,5
60QS004742,119,111,7,1
60QS004743,51,49,1,1
60QS004744,62,56,4,2
60QS004745,80,78,0,2
60QS004746,146,141,3,2
60QS004747,80,80,0,0
60QS004748,106,105,1,0
60QS004749,78,76,1,1
60QS004750,55,54,0,1
60QS004751,68,65,2,1
60QS004752,90,85,5,0
60QS004753,166,164,2,0
60QS004754,132,131,1,0
60QS004755,145,139,6,0
60QS004756,121,121,0,0
60QS004757,81,78,2,1
60QS004758,146,138,1,7
60QS004759,106,104,1,1
60QS004760,147,138,8,1
60QS004761,116,114,2,0
60QS004762,67,62,0,5
60QS004763,113,110,2,1
60QS004764,119,111,4,4
60QS004765,161,157,2,2
60QS004766,120,119,1,0
60QS004767,82,76,2,4
60QS004768,106,103,2,1
60QS004769,134,121,10,3
60QS004770,125,123,1,1
60QS004771,115,111,3,1
60QS004772,144,134,9,1
60QS004773,103,97,5,1
60QS004774,86,82,2,2
60QS004775,211,203,7,1
60QS004776,153,143,7,3
60QS004777,150,149,0,1
60QS004778,90,87,3,0
60QS004779,151,131,7,13
60QS004780,59,55,4,0
60QS004781,106,104,2,0
60QS004782,106,100,3,3
60QS004783,99,77,10,12
60QS004784,255,224,8,23
60QS004785,133,125,6,2
60QS004786,97,97,0,0
60QS004787,109,103,4,2
60QS004788,183,175,2,6
60QS004789,109,104,1,4
60QS004790,132,131,1,0
60QS004791,206,203,3,0
60QS004792,110,104,3,3
60QS004793,104,96,2,6
60QS004794,112,108,1,3
60QS004795,63,62,0,1
60QS004796,135,130,5,0
60QS004797,75,70,1,4
60QS004798,63,61,2,0
60QS004799,108,104,3,1
60QS004800,65,61,3,1
60QS004801,144,138,3,3
60QS004802,92,88,3,1
60QS004803,87,80,1,6
60QS004804,51,45,3,3
60QS004805,115,91,7,17
60QS004806,93,82,8,3
60QS004807,160,139,10,11
60QS004808,148,125,6,17
60QS004809,90,73,2,15
60QS004810,99,78,12,9
60QS004811,114,73,12,29
60QS004812,97,68,5,24
60QS004813,164,93,17,54
60QS004814,111,87,14,10
60QS004815,137,106,10,21
60QS004816,81,55,6,20
60QS004817,122,91,4,27
60QS004818,149,83,4,62
60QS004819,89,51,10,28
60QS004820,140,112,15,13
60QS004821,82,65,10,7
60QS004822,50,44,3,3
60QS004823,71,53,6,12
60QS004824,51,45,3,3
60QS004825,57,48,4,5
60QS004826,90,79,9,2
60QS004827,139,103,12,24
60QS004828,98,83,6,9
60QS004829,82,74,4,4
60QS004830,221,170,17,34
60QS004831,141,127,10,4
60QS004832,123,102,5,16
60QS004833,85,64,5,16
60QS004834,132,115,8,9
60QS004835,60,53,0,7
60QS004836,80,68,1,11
60QS004837,95,89,2,4
60QS004838,53,48,1,4
60QS004839,91,73,7,11
60QS004840,83,59,4,20
60QS004841,129,104,11,14
60QS004842,57,48,5,4
60QS004843,105,96,5,4
60QS004844,180,159,11,10
60QS004845,169,135,17,17
60QS004846,129,104,9,16
60QS004847,52,44,6,2
60QS004848,102,73,12,17
60QS004849,109,83,13,13
60QS004850,102,90,11,1
60QS004851,55,47,3,5
60QS004852,96,92,1,3
60QS004853,120,113,5,2
60QS004854,143,134,2,7
60QS004855,80,73,6,1
60QS004856,109,103,2,4
60QS004857,79,71,3,5
60QS004858,131,120,3,8
60QS004859,138,126,5,7
60QS004860,83,79,1,3
60QS004861,116,106,5,5
60QS004862,60,54,4,2
60QS004863,58,53,3,2
60QS004864,98,91,3,4
60QS004865,68,65,3,0
60QS004866,74,70,2,2
60QS004867,117,110,6,1
60QS004868,117,102,8,7
60QS004869,75,67,6,2
60QS004870,66,62,2,2
60QS004871,95,94,1,0
60QS004872,54,41,8,5
60QS004873,101,85,6,10
60QS004874,85,60,4,21
60QS004875,102,87,3,12
60QS004876,72,66,4,2
60QS004877,63,60,2,1
60QS004878,92,85,1,6
60QS004879,79,76,1,2
60QS004880,147,133,7,7
60QS004881,90,80,7,3
60QS004882,149,114,11,24
60QS004883,170,132,11,27
60QS004884,62,57,4,1
60QS004885,125,110,10,5
60QS004886,113,106,6,1
60QS004887,80,71,7,2
60QS004888,111,88,13,10
60QS004889,111,95,7,9
60QS004890,133,117,8,8
60QS004891,52,48,3,1
60QS004892,145,132,6,7
60QS004893,62,60,2,0
60QS004894,237,202,18,17
60QS004895,57,52,4,1
60QS004896,80,77,2,1
60QS004897,104,91,9,4
60QS004898,75,71,3,1
60QS004899,70,62,7,1
60QS004900,124,111,8,5
60QS004901,72,66,3,3
60QS004902,145,128,12,5
60QS004903,127,114,6,7
60QS004904,144,123,9,12
60QS004905,200,194,3,3
60QS004906,94,84,5,5
60QS004907,114,108,2,4
60QS004908,95,87,0,8
60QS004909,75,66,5,4
60QS004910,137,122,7,8
60QS004911,208,200,5,3
60QS004912,80,72,5,3
60QS004913,72,70,2,0
60QS004914,139,131,6,2
60QS004915,140,132,4,4
60QS004916,73,72,1,0
60QS004917,109,106,2,1
60QS004918,96,93,1,2
60QS004919,141,136,1,4
60QS004920,79,77,0,2
60QS004921,151,148,2,1
60QS004922,74,71,2,1
60QS004923,122,120,1,1
60QS004924,108,102,1,5
60QS004925,75,75,0,0
60QS004926,118,112,1,5
60QS004927,98,83,2,13
60QS004928,130,122,6,2
60QS004929,64,64,0,0
60QS004930,107,83,1,23
60QS004931,57,51,2,4
60QS004932,98,67,5,26
60QS004933,55,44,3,8
60QS004934,126,95,2,29
60QS004935,67,51,5,11
60QS004936,151,142,4,5
60QS004937,144,141,1,2
60QS004938,103,102,1,0
60QS004939,88,86,2,0
60QS004940,90,83,5,2
60QS004941,86,83,1,2
60QS004942,137,134,2,1
60QS004943,82,79,3,0
60QS004944,174,171,1,2
60QS004945,90,87,3,0
60QS004946,72,67,4,1
60QS004947,159,127,19,13
60QS004948,97,74,19,4
60QS004949,233,205,10,18
60QS004950,59,44,10,5
60QS004951,131,125,6,0
60QS004952,86,77,4,5
60QS004953,191,181,5,5
60QS004954,114,110,3,1
60QS004955,86,83,0,3
60QS004956,137,105,14,18
60QS004957,153,110,15,28
60QS004958,213,171,13,29
60QS004959,135,110,12,13
60QS004960,204,183,10,11
60QS004961,94,81,5,8
60QS004962,127,123,3,1
60QS004963,74,68,2,4
60QS004964,96,90,3,3
60QS004965,82,59,6,17
60QS004966,67,58,2,7
60QS004967,139,127,4,8
60QS004968,53,53,0,0
60QS004969,138,127,2,9
60QS004970,61,60,1,0
60QS004971,59,55,0,4
60QS004972,132,120,6,6
60QS004973,122,106,9,7
60QS004974,100,67,9,24
60QS004975,134,113,7,14
60QS004976,100,96,3,1
60QS004977,94,90,1,3
60QS004978,142,126,3,13
60QS004979,128,117,6,5
60QS004980,57,49,5,3
60QS004981,111,102,7,2
60QS004982,119,116,1,2
60QS004983,70,64,0,6
60QS004984,162,153,2,7
60QS004985,84,81,3,0
60QS004986,60,55,3,2
60QS004987,187,175,8,4
60QS004988,127,116,6,5
60QS004989,98,94,1,3
60QS004990,52,47,2,3
60QS004991,90,85,3,2
60QS004992,98,92,3,3
60QS004993,67,65,2,0
60QS004994,112,104,2,6
60QS004995,93,77,8,8
60QS004996,77,72,5,0
60QS004997,116,109,5,2
60QS004998,61,58,2,1
60QS004999,108,105,1,2
60QS005000,103,101,1,1
60QS005001,60,58,2,0
60QS005002,71,67,2,2
60QS005003,85,78,3,4
60QS005004,98,97,1,0
60QS005005,142,134,7,1
60QS005006,93,88,3,2
60QS005007,71,66,3,2
60QS005008,78,76,1,1
60QS005009,99,94,2,3
60QS005010,93,85,5,3
60QS005011,164,156,7,1
60QS005012,71,68,2,1
60QS005013,126,119,5,2
60QS005014,99,92,5,2
60QS005015,120,114,4,2
60QS005016,69,68,0,1
60QS005017,62,58,4,0
60QS005018,73,70,2,1
60QS005019,56,56,0,0
60QS005020,157,148,9,0
60QS005021,78,76,1,1
60QS005022,123,115,6,2
60QS005023,83,72,5,6
60QS005024,103,98,3,2
60QS005025,149,132,10,7
60QS005026,172,166,5,1
60QS005027,93,92,1,0
60QS005028,97,94,1,2
60QS005029,108,105,2,1
60QS005030,150,141,6,3
60QS005031,113,103,8,2
60QS005032,76,75,1,0
60QS005033,128,126,1,1
60QS005034,136,126,7,3
60QS005035,185,173,10,2
60QS005036,68,66,1,1
60QS005037,135,124,9,2
60QS005038,150,144,3,3
60QS005039,98,92,3,3
60QS005040,102,97,3,2
60QS005041,134,117,9,8
60QS005042,102,99,0,3
60QS005043,140,115,8,17
60QS005044,170,150,9,11
60QS005045,121,116,2,3
60QS005046,84,79,3,2
60QS005047,158,144,5,9
60QS005048,158,154,2,2
60QS005049,151,134,8,9
60QS005050,118,99,12,7
60QS005051,170,162,3,5
60QS005052,192,178,9,5
60QS005053,158,132,13,13
60QS005054,127,99,16,12
60QS005055,140,121,12,7
60QS005056,283,264,7,12
60QS005057,147,135,10,2
60QS005058,202,197,0,5
60QS005059,150,143,4,3
60QS005060,123,120,1,2
60QS005061,151,144,3,4
60QS005062,127,117,5,5
60QS005063,129,127,2,0
60QS005064,142,128,3,11
60QS005065,83,81,2,0
60QS005066,69,69,0,0
60QS005067,167,142,4,21
60QS005068,178,170,1,7
60QS005069,202,194,0,8
60QS005070,98,90,7,1
60QS005071,143,137,4,2
60QS005072,90,77,3,10
60QS005073,131,124,2,5
60QS005074,109,102,3,4
60QS005075,81,79,2,0
60QS005076,83,78,3,2
60QS005077,69,69,0,0
60QS005078,153,146,6,1
60QS005079,127,117,8,2
60QS005080,171,156,10,5
60QS005081,64,57,4,3
60QS005082,187,171,10,6
60QS005083,124,116,4,4
60QS005084,122,114,6,2
60QS005085,252,246,5,1
60QS005086,80,77,2,1
60QS005087,62,53,3,6
60QS005088,63,50,5,8
60QS005089,187,172,7,8
60QS005090,189,174,6,9
60QS005091,127,107,17,3
60QS005092,120,70,13,37
60QS005093,127,83,24,20
60QS005094,63,41,11,11
60QS005095,117,77,15,25
60QS005096,73,52,16,5
60QS005097,74,54,7,13
60QS005098,83,48,17,18
60QS005099,174,141,14,19
60QS005100,202,194,6,2
60QS005101,129,122,4,3
60QS005102,92,60,20,12
60QS005103,97,68,18,11
60QS005104,183,175,4,4
60QS005105,112,102,10,0
60QS005106,73,71,0,2
60QS005107,82,72,4,6
60QS005108,180,161,9,10
60QS005109,186,168,8,10
60QS005110,277,218,25,34
60QS005111,134,123,7,4
60QS005112,97,84,8,5
60QS005113,139,124,9,6
60QS005114,172,146,4,22
60QS005115,157,139,5,13
60QS005116,161,146,8,7
60QS005117,153,124,7,22
60QS005118,92,80,9,3
60QS005119,103,95,3,5
60QS005120,102,74,6,22
60QS005121,135,102,16,17
60QS005122,61,55,3,3
60QS005123,92,78,3,11
60QS005124,74,64,4,6
60QS005125,87,63,8,16
60QS005126,122,111,7,4
60QS005127,91,83,5,3
60QS005128,192,169,10,13
60QS005129,140,111,12,17
60QS005130,120,90,19,11
60QS005131,72,55,12,5
60QS005132,98,94,2,2
60QS005133,55,54,0,1
60QS005134,79,74,2,3
60QS005135,100,81,6,13
60QS005136,62,57,1,4
60QS005137,52,49,2,1
60QS005138,118,111,7,0
