dz_2001,total,house,nonhouse
S01002472,581,199,382
S01002473,921,482,439
S01002474,406,111,295
S01002475,550,237,313
S01002476,861,695,166
S01002477,803,726,77
S01002478,895,822,73
S01002479,720,451,269
S01002480,536,408,128
S01002481,934,888,46
S01002482,1021,468,553
S01002483,672,232,440
S01002484,810,407,403
S01002485,830,768,62
S01002486,604,380,224
S01002487,481,256,225
S01002488,647,179,468
S01002489,600,166,434
S01002490,567,539,28
S01002491,476,433,43
S01002492,942,906,36
S01002493,920,644,276
S01002494,627,520,107
S01002495,627,278,349
S01002496,1243,903,340
S01002497,780,306,474
S01002498,631,621,10
S01002499,909,157,752
S01002500,567,129,438
S01002501,478,349,129
S01002502,822,426,396
S01002503,640,328,312
S01002504,1369,1270,99
S01002505,738,451,287
S01002506,810,773,37
S01002507,589,215,374
S01002508,847,626,221
S01002509,1121,794,327
S01002510,958,496,462
S01002511,483,261,222
S01002512,633,207,426
S01002513,1598,1305,293
S01002514,532,171,361
S01002515,602,287,315
S01002516,763,538,225
S01002517,583,491,92
S01002518,1069,1020,49
S01002519,806,194,612
S01002520,579,312,267
S01002521,579,310,269
S01002522,733,714,19
S01002523,682,678,4
S01002524,558,180,378
S01002525,686,298,388
S01002526,509,491,18
S01002527,822,668,154
S01002528,807,721,86
S01002529,1147,669,478
S01002530,647,539,108
S01002531,811,382,429
S01002532,693,625,68
S01002533,819,719,100
S01002534,935,881,54
S01002535,881,767,114
S01002536,626,475,151
S01002537,554,465,89
S01002538,852,778,74
S01002539,745,485,260
S01002540,554,137,417
S01002541,1842,1614,228
S01002542,684,495,189
S01002543,532,198,334
S01002544,857,645,212
S01002545,786,552,234
S01002546,796,701,95
S01002547,786,722,64
S01002548,1047,855,192
S01002549,570,540,30
S01002550,464,419,45
S01002551,551,485,66
S01002552,583,569,14
S01002553,755,545,210
S01002554,632,631,1
S01002555,740,638,102
S01002556,752,698,54
S01002557,775,607,168
S01002558,530,436,94
S01002559,612,495,117
S01002560,619,574,45
S01002561,775,601,174
S01002562,607,575,32
S01002563,1012,951,61
S01002564,560,558,2
S01002565,848,790,58
S01002566,670,666,4
S01002567,2452,2217,235
S01002568,775,613,162
S01002569,1414,1226,188
S01002570,663,634,29
S01002571,659,526,133
S01002572,560,486,74
S01002573,512,367,145
S01002574,811,491,320
S01002575,971,781,190
S01002576,703,635,68
S01002577,989,311,678
S01002578,736,700,36
S01002579,891,582,309
S01002580,767,597,170
S01002581,777,721,56
S01002582,690,589,101
S01002583,994,860,134
S01002584,1535,1346,189
S01002585,818,557,261
S01002586,509,501,8
S01002587,688,659,29
S01002588,705,691,14
S01002589,754,663,91
S01002590,677,668,9
S01002591,577,478,99
S01002592,846,692,154
S01002593,797,721,76
S01002594,695,695,0
S01002595,656,412,244
S01002596,681,674,7
S01002597,521,513,8
S01002598,975,777,198
S01002599,526,513,13
S01002600,1038,1026,12
S01002601,628,532,96
S01002602,519,513,6
S01002603,708,501,207
S01002604,944,924,20
S01002605,598,566,32
S01002606,581,572,9
S01002607,833,661,172
S01002608,539,534,5
S01002609,758,603,155
S01002610,828,612,216
S01002611,860,806,54
S01002612,829,773,56
S01002613,847,709,138
S01002614,878,675,203
S01002615,444,423,21
S01002616,592,576,16
S01002617,931,670,261
S01002618,854,207,647
S01002619,768,729,39
S01002620,865,442,423
S01002621,593,584,9
S01002622,8698,7847,851
S01002623,1613,1535,78
S01002624,691,684,7
S01002625,866,837,29
S01002626,753,725,28
S01002627,979,963,16
S01002628,822,799,23
S01002629,835,718,117
S01002630,661,367,294
S01002631,737,660,77
S01002632,574,558,16
S01002633,942,923,19
S01002634,770,659,111
S01002635,569,435,134
S01002636,609,506,103
S01002637,742,680,62
S01002638,743,434,309
S01002639,891,741,150
S01002640,697,503,194
S01002641,906,773,133
S01002642,616,500,116
S01002643,542,342,200
S01002644,667,545,122
S01002645,630,589,41
S01002646,650,246,404
S01002647,898,815,83
S01002648,1140,962,178
S01002649,596,528,68
S01002650,646,637,9
S01002651,583,575,8
S01002652,650,516,134
S01002653,738,407,331
S01002654,748,305,443
S01002655,853,712,141
S01002656,725,534,191
S01002657,791,573,218
S01002658,1239,467,772
S01002659,871,813,58
S01002660,772,710,62
S01002661,790,603,187
S01002662,1415,1308,107
S01002663,749,603,146
S01002664,847,826,21
S01002665,792,729,63
S01002666,1304,1117,187
S01002667,636,465,171
S01002668,471,369,102
S01002669,972,497,475
S01002670,619,615,4
S01002671,979,371,608
S01002672,655,284,371
S01002673,510,214,296
S01002674,791,563,228
S01002675,903,849,54
S01002676,717,574,143
S01002677,921,264,657
S01002678,867,856,11
S01002679,971,439,532
S01002680,1094,416,678
S01002681,704,649,55
S01002682,546,246,300
S01002683,578,567,11
S01002684,736,389,347
S01002685,845,142,703
S01002686,1677,1411,266
S01002687,1229,962,267
S01002688,611,582,29
S01002689,826,721,105
S01002690,579,529,50
S01002691,1385,1305,80
S01002692,828,774,54
S01002693,506,478,28
S01002694,704,694,10
S01002695,587,539,48
S01002696,702,532,170
S01002697,889,858,31
S01002698,704,601,103
S01002699,511,394,117
S01002700,892,705,187
S01002701,885,871,14
S01002702,595,338,257
S01002703,1287,943,344
S01002704,622,455,167
S01002705,664,514,150
S01002706,900,500,400
S01002707,877,753,124
S01002708,1002,725,277
S01002709,902,232,670
S01002710,798,702,96
S01002711,875,830,45
S01002712,665,572,93
S01002713,659,113,546
S01002714,932,413,519
S01002715,848,679,169
S01002716,527,520,7
S01002717,822,478,344
S01002718,853,333,520
S01002719,740,703,37
S01002720,681,652,29
S01002721,775,446,329
S01002722,777,301,476
S01002723,677,611,66
S01002724,739,292,447
S01002725,868,809,59
S01002726,701,340,361
S01002727,947,874,73
S01002728,911,571,340
S01002729,871,823,48
S01002730,832,262,570
S01002731,786,455,331
S01002732,584,184,400
S01002733,650,450,200
S01002734,1078,747,331
S01002735,1170,245,925
S01002736,682,665,17
S01002737,724,274,450
S01002738,705,692,13
S01002739,773,750,23
S01002740,528,526,2
S01002741,895,395,500
S01002742,789,515,274
S01002743,668,302,366
S01002744,575,548,27
S01002745,596,350,246
S01002746,796,699,97
S01002747,532,190,342
S01002748,639,165,474
S01002749,695,499,196
S01002750,929,539,390
S01002751,1006,726,280
S01002752,528,468,60
S01002753,643,638,5
S01002754,535,428,107
S01002755,817,499,318
S01002756,708,270,438
S01002757,565,460,105
S01002758,654,560,94
S01002759,1013,855,158
S01002760,486,361,125
S01002761,783,249,534
S01002762,588,350,238
S01002763,823,688,135
S01002764,581,221,360
S01002765,856,236,620
S01002766,815,274,541
S01002767,955,877,78
S01002768,785,712,73
S01002769,729,709,20
S01002770,539,220,319
S01002771,735,505,230
S01002772,903,747,156
S01002773,865,789,76
S01002774,778,577,201
S01002775,741,596,145
S01002776,1020,908,112
S01002777,981,670,311
S01002778,727,343,384
S01002779,629,112,517
S01002780,876,604,272
S01002781,839,828,11
S01002782,779,503,276
S01002783,1527,1175,352
S01002784,548,207,341
S01002785,722,366,356
S01002786,846,811,35
S01002787,673,575,98
S01002788,837,756,81
S01002789,700,698,2
S01002790,776,319,457
S01002791,632,429,203
S01002792,1975,1708,267
S01002793,694,393,301
S01002794,929,822,107
S01002795,597,597,0
S01002796,551,454,97
S01002797,771,756,15
S01002798,574,480,94
S01002799,608,261,347
S01002800,706,695,11
S01002801,923,880,43
S01002802,575,573,2
S01002803,810,671,139
S01002804,551,469,82
S01002805,872,703,169
S01002806,2496,2324,172
S01002807,638,543,95
S01002808,836,758,78
S01002809,672,498,174
S01002810,912,734,178
S01002811,933,800,133
S01002812,616,518,98
S01002813,737,639,98
S01002814,876,534,342
S01002815,704,578,126
S01002816,588,573,15
S01002817,543,516,27
S01002818,616,465,151
S01002819,774,730,44
S01002820,824,788,36
S01002821,1164,670,494
S01002822,809,740,69
S01002823,729,236,493
S01002824,804,625,179
S01002825,768,556,212
S01002826,495,323,172
S01002827,642,464,178
S01002828,856,691,165
S01002829,797,438,359
S01002830,609,373,236
S01002831,1114,977,137
S01002832,771,746,25
S01002833,985,961,24
S01002834,792,703,89
S01002835,682,424,258
S01002836,523,520,3
S01002837,572,311,261
S01002838,531,495,36
S01002839,586,338,248
S01002840,647,615,32
S01002841,1161,1068,93
S01002842,558,166,392
S01002843,778,283,495
S01002844,562,543,19
S01002845,810,447,363
S01002846,1059,906,153
S01002847,890,859,31
S01002848,812,775,37
S01002849,969,960,9
S01002850,842,646,196
S01002851,426,347,79
S01002852,1006,787,219
S01002853,456,124,332
S01002854,825,615,210
S01002855,601,496,105
S01002856,717,164,553
S01002857,537,486,51
S01002858,678,654,24
S01002859,811,686,125
S01002860,1070,1045,25
S01002861,882,821,61
S01002862,588,553,35
S01002863,737,711,26
S01002864,643,379,264
S01002865,954,921,33
S01002866,1030,771,259
S01002867,515,504,11
S01002868,743,618,125
S01002869,559,541,18
S01002870,862,815,47
S01002871,626,458,168
S01002872,573,440,133
S01002873,736,735,1
S01002874,767,611,156
S01002875,536,479,57
S01002876,686,470,216
S01002877,748,606,142
S01002878,533,524,9
S01002879,812,800,12
S01002880,506,444,62
S01002881,910,430,480
S01002882,770,371,399
S01002883,977,894,83
S01002884,793,679,114
S01002885,1268,1139,129
S01002886,815,734,81
S01002887,592,487,105
S01002888,468,426,42
S01002889,857,791,66
S01002890,673,646,27
S01002891,715,710,5
S01002892,649,414,235
S01002893,1126,994,132
S01002894,755,647,108
S01002895,562,212,350
S01002896,681,638,43
S01002897,586,241,345
S01002898,982,710,272
S01002899,528,505,23
S01002900,675,654,21
S01002901,788,709,79
S01002902,732,521,211
S01002903,852,457,395
S01002904,705,566,139
S01002905,735,522,213
S01002906,807,720,87
S01002907,606,387,219
S01002908,755,726,29
S01002909,763,650,113
S01002910,1037,795,242
S01002911,846,837,9
S01002912,1349,1312,37
S01002913,730,676,54
S01002914,634,513,121
S01002915,888,841,47
S01002916,728,549,179
S01002917,584,518,66
S01002918,696,542,154
S01002919,875,848,27
S01002920,569,446,123
S01002921,647,539,108
S01002922,480,393,87
S01002923,625,488,137
S01002924,649,569,80
S01002925,1402,1372,30
S01002926,765,738,27
S01002927,765,676,89
S01002928,530,504,26
S01002929,738,710,28
S01002930,560,535,25
S01002931,912,892,20
S01002932,680,664,16
S01002933,794,676,118
S01002934,837,759,78
S01002935,919,697,222
S01002936,770,763,7
S01002937,477,390,87
S01002938,760,485,275
S01002939,535,522,13
S01002940,573,510,63
S01002941,913,847,66
S01002942,430,388,42
S01002943,674,557,117
S01002944,1160,1048,112
S01002945,562,551,11
S01002946,1031,986,45
S01002947,607,570,37
S01002948,777,676,101
S01002949,534,521,13
S01002950,771,698,73
S01002951,915,762,153
S01002952,578,539,39
S01002953,887,721,166
S01002954,833,715,118
S01002955,1125,988,137
S01002956,758,577,181
S01002957,882,834,48
S01002958,564,549,15
S01002959,945,920,25
S01002960,623,581,42
S01002961,779,603,176
S01002962,608,590,18
S01002963,807,756,51
S01002964,638,597,41
S01002965,889,805,84
S01002966,558,537,21
S01002967,875,816,59
S01002968,1375,1157,218
S01002969,962,920,42
S01002970,624,536,88
S01002971,1243,1139,104
S01002972,1123,729,394
S01002973,765,665,100
S01002974,1085,1022,63
S01002975,605,322,283
S01002976,904,339,565
S01002977,701,555,146
S01002978,1034,961,73
S01002979,723,684,39
S01002980,745,643,102
S01002981,727,704,23
S01002982,620,607,13
S01002983,797,733,64
S01002984,726,707,19
S01002985,585,572,13
S01002986,731,501,230
S01002987,701,375,326
S01002988,702,689,13
S01002989,959,270,689
S01002990,680,404,276
S01002991,741,696,45
S01002992,798,506,292
S01002993,693,656,37
S01002994,831,335,496
S01002995,580,124,456
S01002996,710,230,480
S01002997,638,219,419
S01002998,817,646,171
S01002999,557,221,336
S01003000,667,549,118
S01003001,591,518,73
S01003002,875,590,285
S01003003,592,568,24
S01003004,420,211,209
S01003005,557,545,12
S01003006,1078,1068,10
S01003007,782,731,51
S01003008,583,567,16
S01003009,541,460,81
S01003010,698,686,12
S01003011,761,751,10
S01003012,946,910,36
S01003013,634,593,41
S01003014,665,611,54
S01003015,740,667,73
S01003016,457,363,94
S01003017,694,371,323
S01003018,804,518,286
S01003019,778,444,334
S01003020,679,466,213
S01003021,660,473,187
S01003022,954,821,133
S01003023,703,643,60
S01003024,656,356,300
S01003025,857,766,91
S01003026,814,495,319
S01003027,979,778,201
S01003028,800,341,459
S01003029,1093,612,481
S01003030,1340,757,583
S01003032,481,151,330
S01003033,490,59,431
S01003034,910,735,175
S01003035,1019,573,446
S01003036,926,215,711
S01003037,2167,1949,218
S01003038,888,863,25
S01003039,893,202,691
S01003040,880,279,601
S01003041,711,701,10
S01003042,611,223,388
S01003043,579,118,461
S01003044,1261,601,660
S01003045,921,116,805
S01003046,750,418,332
S01003047,946,74,872
S01003048,497,85,412
S01003049,552,104,448
S01003050,718,655,63
S01003051,1073,806,267
S01003052,695,277,418
S01003053,970,815,155
S01003054,803,224,579
S01003055,841,59,782
S01003056,927,45,882
S01003057,673,31,642
S01003058,1144,629,515
S01003059,902,672,230
S01003060,1030,586,444
S01003061,776,726,50
S01003062,827,705,122
S01003063,800,58,742
S01003064,837,80,757
S01003065,991,258,733
S01003066,802,710,92
S01003067,608,560,48
S01003068,801,509,292
S01003069,567,258,309
S01003070,799,310,489
S01003071,657,500,157
S01003072,1022,159,863
S01003073,725,47,678
S01003074,727,673,54
S01003075,744,66,678
S01003076,901,37,864
S01003077,963,90,873
S01003078,674,481,193
S01003079,925,669,256
S01003080,826,73,753
S01003081,1033,961,72
S01003082,1164,999,165
S01003083,1223,756,467
S01003084,822,570,252
S01003085,975,737,238
S01003086,632,524,108
S01003087,653,35,618
S01003088,1128,461,667
S01003089,733,593,140
S01003090,750,177,573
S01003091,575,31,544
S01003092,815,415,400
S01003093,968,374,594
S01003094,948,578,370
S01003095,769,695,74
S01003096,702,579,123
S01003097,277,150,127
S01003098,1173,28,1145
S01003099,548,302,246
S01003100,821,224,597
S01003101,524,372,152
S01003102,733,460,273
S01003103,730,683,47
S01003104,938,73,865
S01003105,798,244,554
S01003106,733,555,178
S01003107,749,486,263
S01003108,748,26,722
S01003109,915,731,184
S01003110,760,633,127
S01003111,797,260,537
S01003112,959,629,330
S01003113,712,448,264
S01003114,843,483,360
S01003115,1065,420,645
S01003116,874,26,848
S01003117,776,23,753
S01003118,531,61,470
S01003119,616,48,568
S01003120,1498,1415,83
S01003121,867,268,599
S01003122,723,437,286
S01003123,885,660,225
S01003124,829,14,815
S01003125,850,53,797
S01003126,157,6,151
S01003127,779,95,684
S01003128,730,17,713
S01003129,1130,229,901
S01003130,781,238,543
S01003131,864,104,760
S01003132,768,12,756
S01003133,1296,278,1018
S01003134,748,77,671
S01003135,742,337,405
S01003136,939,104,835
S01003137,773,41,732
S01003138,1014,155,859
S01003139,1016,82,934
S01003140,925,298,627
S01003141,751,91,660
S01003142,945,217,728
S01003143,854,119,735
S01003144,896,469,427
S01003145,624,601,23
S01003146,658,19,639
S01003147,832,408,424
S01003148,686,636,50
S01003149,855,83,772
S01003150,725,13,712
S01003151,793,576,217
S01003152,908,231,677
S01003153,709,611,98
S01003154,957,53,904
S01003155,1358,1319,39
S01003156,834,124,710
S01003157,1099,23,1076
S01003158,618,75,543
S01003159,188,117,71
S01003160,661,315,346
S01003161,629,400,229
S01003162,614,322,292
S01003163,709,319,390
S01003164,813,282,531
S01003165,940,272,668
S01003166,627,14,613
S01003167,956,690,266
S01003168,831,24,807
S01003169,2391,1981,410
S01003170,985,879,106
S01003171,719,544,175
S01003172,749,19,730
S01003173,532,6,526
S01003174,805,55,750
S01003175,823,25,798
S01003176,821,14,807
S01003177,945,534,411
S01003178,896,674,222
S01003179,719,36,683
S01003180,665,637,28
S01003181,894,598,296
S01003182,801,340,461
S01003183,667,23,644
S01003184,834,457,377
S01003185,611,45,566
S01003186,861,159,702
S01003187,1027,222,805
S01003188,976,38,938
S01003189,837,45,792
S01003190,717,198,519
S01003191,535,13,522
S01003192,779,9,770
S01003193,1687,1325,362
S01003194,725,231,494
S01003195,711,631,80
S01003196,978,603,375
S01003197,793,513,280
S01003198,959,268,691
S01003199,940,701,239
S01003200,733,12,721
S01003201,243,126,117
S01003202,1040,259,781
S01003203,876,415,461
S01003204,945,586,359
S01003205,747,213,534
S01003206,781,23,758
S01003207,815,40,775
S01003208,1249,382,867
S01003209,572,469,103
S01003210,873,303,570
S01003211,870,45,825
S01003212,692,611,81
S01003213,544,229,315
S01003214,716,602,114
S01003215,904,427,477
S01003216,690,494,196
S01003217,707,165,542
S01003218,685,53,632
S01003219,746,507,239
S01003220,813,68,745
S01003221,889,51,838
S01003222,824,68,756
S01003223,814,38,776
S01003224,651,617,34
S01003225,668,22,646
S01003226,753,410,343
S01003227,1617,46,1571
S01003228,1260,483,777
S01003229,892,480,412
S01003230,907,723,184
S01003231,878,684,194
S01003232,905,38,867
S01003233,923,822,101
S01003234,876,376,500
S01003235,796,493,303
S01003236,705,41,664
S01003237,915,692,223
S01003238,710,58,652
S01003239,1008,66,942
S01003240,705,198,507
S01003241,780,611,169
S01003242,1044,563,481
S01003243,865,411,454
S01003244,958,513,445
S01003245,1195,42,1153
S01003246,941,216,725
S01003247,781,497,284
S01003248,1100,294,806
S01003249,718,120,598
S01003250,599,488,111
S01003251,828,136,692
S01003252,573,568,5
S01003253,979,145,834
S01003254,550,109,441
S01003255,828,130,698
S01003256,1436,77,1359
S01003257,788,540,248
S01003258,760,737,23
S01003259,1123,849,274
S01003260,701,630,71
S01003261,926,836,90
S01003262,700,126,574
S01003263,1028,438,590
S01003264,635,270,365
S01003265,619,337,282
S01003266,739,391,348
S01003267,967,82,885
S01003268,1719,265,1454
S01003269,901,259,642
S01003270,770,75,695
S01003271,1820,258,1562
S01003272,1594,159,1435
S01003273,699,101,598
S01003274,583,74,509
S01003275,1024,268,756
S01003276,727,719,8
S01003277,614,286,328
S01003278,840,496,344
S01003279,404,313,91
S01003280,913,437,476
S01003281,502,186,316
S01003282,755,468,287
S01003283,687,659,28
S01003284,935,236,699
S01003285,269,2,267
S01003286,984,269,715
S01003287,613,31,582
S01003288,699,690,9
S01003289,407,61,346
S01003290,848,317,531
S01003291,767,220,547
S01003292,731,673,58
S01003293,807,63,744
S01003294,734,48,686
S01003295,908,834,74
S01003296,807,112,695
S01003297,534,50,484
S01003298,1003,258,745
S01003299,451,164,287
S01003300,869,502,367
S01003301,765,209,556
S01003302,686,26,660
S01003303,2006,43,1963
S01003304,724,32,692
S01003305,753,309,444
S01003306,924,265,659
S01003307,1048,417,631
S01003308,854,497,357
S01003309,953,115,838
S01003310,744,235,509
S01003311,696,683,13
S01003312,582,249,333
S01003313,948,392,556
S01003314,627,68,559
S01003315,644,106,538
S01003316,594,99,495
S01003317,646,29,617
S01003318,719,676,43
S01003320,530,16,514
S01003321,692,644,48
S01003322,790,32,758
S01003323,752,692,60
S01003324,448,79,369
S01003325,779,55,724
S01003326,855,260,595
S01003327,599,19,580
S01003328,1016,29,987
S01003329,809,619,190
S01003330,939,908,31
S01003331,642,250,392
S01003332,416,97,319
S01003333,919,226,693
S01003334,1006,613,393
S01003335,649,39,610
S01003336,969,376,593
S01003337,1283,439,844
S01003338,882,370,512
S01003339,770,176,594
S01003340,995,370,625
S01003341,949,901,48
S01003342,718,43,675
S01003343,733,260,473
S01003344,479,433,46
S01003345,967,89,878
S01003346,866,494,372
S01003347,952,317,635
S01003348,994,196,798
S01003349,1367,580,787
S01003350,893,561,332
S01003351,1007,68,939
S01003352,1168,714,454
S01003353,735,7,728
S01003354,604,143,461
S01003355,1054,91,963
S01003356,859,9,850
S01003357,369,49,320
S01003358,1622,31,1591
S01003359,974,941,33
S01003360,730,603,127
S01003361,713,357,356
S01003362,680,358,322
S01003363,768,491,277
S01003364,662,211,451
S01003365,655,147,508
S01003366,651,9,642
S01003367,1213,358,855
S01003368,1501,53,1448
S01003369,625,165,460
S01003370,771,15,756
S01003371,668,13,655
S01003372,749,571,178
S01003373,2204,87,2117
S01003374,492,46,446
S01003375,951,666,285
S01003376,526,90,436
S01003377,723,532,191
S01003378,841,148,693
S01003379,678,371,307
S01003380,1279,164,1115
S01003381,728,610,118
S01003382,1603,28,1575
S01003383,913,362,551
S01003384,965,460,505
S01003385,834,15,819
S01003386,652,292,360
S01003387,793,88,705
S01003388,1038,254,784
S01003389,1019,21,998
S01003390,1218,700,518
S01003391,716,9,707
S01003392,826,21,805
S01003393,832,314,518
S01003394,559,130,429
S01003395,644,12,632
S01003396,759,48,711
S01003397,1045,540,505
S01003398,793,125,668
S01003399,1012,19,993
S01003400,700,328,372
S01003401,769,29,740
S01003402,949,523,426
S01003403,1144,45,1099
S01003404,569,433,136
S01003405,733,561,172
S01003406,691,5,686
S01003407,851,265,586
S01003408,650,47,603
S01003409,1422,141,1281
S01003410,1397,51,1346
S01003411,757,172,585
S01003412,862,457,405
S01003413,741,439,302
S01003414,442,207,235
S01003415,766,27,739
S01003416,844,24,820
S01003417,940,16,924
S01003418,920,186,734
S01003419,959,156,803
S01003420,425,255,170
S01003421,923,475,448
S01003422,790,44,746
S01003423,779,14,765
S01003424,974,43,931
S01003425,838,29,809
S01003426,980,40,940
S01003427,908,282,626
S01003428,843,95,748
S01003429,736,19,717
S01003430,782,19,763
S01003431,696,33,663
S01003432,874,25,849
S01003433,1129,33,1096
S01003434,805,259,546
S01003435,731,383,348
S01003436,525,293,232
S01003437,810,48,762
S01003438,1002,17,985
S01003439,1100,13,1087
S01003440,480,175,305
S01003441,1326,91,1235
S01003442,1013,196,817
S01003443,970,106,864
S01003444,777,202,575
S01003445,1074,339,735
S01003446,446,11,435
S01003447,905,11,894
S01003448,705,319,386
S01003449,728,27,701
S01003450,976,19,957
S01003451,916,70,846
S01003452,583,422,161
S01003453,1263,132,1131
S01003454,664,30,634
S01003455,795,420,375
S01003456,255,77,178
S01003457,1005,28,977
S01003458,1016,356,660
S01003459,842,305,537
S01003460,1054,73,981
S01003461,764,700,64
S01003462,551,76,475
S01003463,692,24,668
S01003464,974,39,935
S01003465,2510,66,2444
S01003466,771,37,734
S01003467,714,609,105
S01003468,839,27,812
S01003469,1008,144,864
S01003470,1139,14,1125
S01003471,776,298,478
S01003472,816,32,784
S01003473,969,89,880
S01003474,690,22,668
S01003475,800,61,739
S01003476,1136,903,233
S01003477,1076,25,1051
S01003478,814,3,811
S01003479,844,12,832
S01003480,834,173,661
S01003481,1033,16,1017
S01003482,658,22,636
S01003483,533,307,226
S01003484,997,59,938
S01003485,890,20,870
S01003486,1033,697,336
S01003487,1003,42,961
S01003488,642,38,604
S01003489,1397,793,604
S01003490,625,49,576
S01003491,85,12,73
S01003492,1060,49,1011
S01003493,831,67,764
S01003494,778,57,721
S01003495,936,253,683
S01003496,984,162,822
S01003497,958,27,931
S01003498,1004,120,884
S01003499,1006,12,994
S01003500,676,35,641
S01003501,708,45,663
S01003502,1848,1411,437
S01003503,700,9,691
S01003504,858,48,810
S01003506,1024,95,929
S01003507,516,4,512
S01003508,807,43,764
S01003509,950,105,845
S01003510,407,18,389
S01003511,1101,239,862
S01003512,641,267,374
S01003513,730,35,695
S01003514,897,27,870
S01003515,631,286,345
S01003516,667,489,178
S01003517,752,84,668
S01003518,1032,62,970
S01003519,542,48,494
S01003520,717,58,659
S01003521,531,32,499
S01003522,822,64,758
S01003523,657,396,261
S01003524,1056,238,818
S01003525,1052,164,888
S01003526,992,172,820
S01003527,882,664,218
S01003528,516,463,53
S01003529,547,463,84
S01003530,821,25,796
S01003531,778,116,662
S01003532,1085,826,259
S01003533,340,19,321
S01003534,903,64,839
S01003535,708,211,497
S01003536,1031,101,930
S01003537,797,151,646
S01003538,624,290,334
S01003539,993,457,536
S01003540,419,41,378
S01003541,935,103,832
S01003542,783,145,638
S01003543,706,173,533
S01003544,529,30,499
S01003545,789,128,661
S01003546,936,285,651
S01003547,767,103,664
S01003549,800,111,689
S01003550,647,626,21
S01003551,658,181,477
S01003552,1036,72,964
S01003553,636,36,600
S01003554,761,26,735
S01003555,725,119,606
S01003556,700,616,84
S01003557,783,117,666
S01003558,990,56,934
S01003559,967,781,186
S01003560,1264,664,600
S01003561,955,252,703
S01003562,623,21,602
S01003563,530,149,381
S01003564,714,201,513
S01003565,858,93,765
S01003566,725,64,661
S01003567,989,339,650
S01003568,676,233,443
S01003569,717,591,126
S01003570,730,494,236
S01003571,880,67,813
S01003572,1030,164,866
S01003573,924,141,783
S01003574,1028,75,953
S01003575,854,23,831
S01003576,759,208,551
S01003577,947,785,162
S01003578,217,186,31
S01003579,857,446,411
S01003580,1018,88,930
S01003581,1216,191,1025
S01003582,671,130,541
S01003583,566,181,385
S01003584,803,35,768
S01003585,670,10,660
S01003586,1053,346,707
S01003587,1104,1022,82
S01003588,635,456,179
S01003589,1021,401,620
S01003590,741,68,673
S01003591,1301,1096,205
S01003592,1423,447,976
S01003593,634,348,286
S01003594,976,497,479
S01003595,918,390,528
S01003596,783,46,737
S01003597,714,372,342
S01003598,690,558,132
S01003599,969,541,428
S01003600,842,42,800
S01003601,817,110,707
S01003602,628,518,110
S01003603,829,342,487
S01003604,695,16,679
S01003605,664,168,496
S01003606,885,457,428
S01003607,531,414,117
S01003608,557,207,350
S01003609,1066,632,434
S01003610,973,89,884
S01003611,842,181,661
S01003612,837,178,659
S01003613,1421,1289,132
S01003614,547,252,295
S01003615,854,385,469
S01003616,869,831,38
S01003617,828,22,806
S01003618,796,581,215
S01003619,816,9,807
S01003620,1025,538,487
S01003621,939,241,698
S01003622,813,357,456
S01003623,915,862,53
S01003624,1438,823,615
S01003625,350,108,242
S01003626,739,663,76
S01003627,621,98,523
S01003628,690,335,355
S01003629,759,382,377
S01003630,771,264,507
S01003631,1265,659,606
S01003632,949,423,526
S01003633,1267,376,891
S01003634,949,256,693
S01003635,559,32,527
S01003636,923,167,756
S01003637,1015,332,683
S01003638,758,222,536
S01003639,779,131,648
S01003640,962,254,708
S01003641,736,716,20
S01003642,789,381,408
S01003643,682,358,324
S01003644,880,302,578
S01003645,539,295,244
S01003646,899,36,863
S01003647,724,377,347
S01003648,820,59,761
S01003649,967,892,75
S01003650,742,169,573
S01003651,732,302,430
S01003652,733,278,455
S01003653,708,517,191
S01003654,943,527,416
S01003655,660,149,511
S01003656,878,353,525
S01003657,793,554,239
S01003658,859,555,304
S01003659,756,289,467
S01003660,976,943,33
S01003661,947,701,246
S01003662,642,278,364
S01003663,585,165,420
S01003664,506,65,441
S01003665,645,17,628
S01003666,663,375,288
S01003667,838,785,53
S01003668,718,453,265
S01003669,927,807,120
S01003670,950,225,725
S01003671,666,286,380
S01003672,751,318,433
S01003673,316,73,243
S01003674,783,314,469
S01003675,879,488,391
S01003676,1191,322,869
S01003677,692,398,294
S01003678,685,615,70
S01003679,1028,470,558
S01003680,623,583,40
S01003681,565,234,331
S01003682,981,664,317
S01003683,616,428,188
S01003684,794,584,210
S01003685,550,526,24
S01003686,948,449,499
S01003687,657,127,530
S01003688,883,314,569
S01003689,667,117,550
S01003690,942,111,831
S01003691,1028,672,356
S01003692,1022,285,737
S01003693,550,318,232
S01003694,986,876,110
S01003695,919,97,822
S01003696,1036,517,519
S01003697,930,868,62
S01003698,1010,968,42
S01003699,938,827,111
S01003700,980,158,822
S01003701,991,263,728
S01003702,822,93,729
S01003703,932,204,728
S01003704,655,65,590
S01003705,906,172,734
S01003706,749,171,578
S01003707,1078,654,424
S01003708,964,333,631
S01003709,804,218,586
S01003710,1179,692,487
S01003711,944,425,519
S01003712,928,526,402
S01003713,481,192,289
S01003714,628,329,299
S01003715,803,599,204
S01003716,575,418,157
S01003717,839,438,401
S01003718,749,563,186
S01003719,624,616,8
S01003720,962,926,36
S01003721,787,704,83
S01003722,889,718,171
S01003723,504,473,31
S01003724,750,536,214
