dz_2001,total,religious,nonreligious
S01003792,680,466,214
S01003793,544,377,167
S01003794,711,524,187
S01003795,580,416,164
S01003796,659,440,219
S01003797,957,684,273
S01003798,818,565,253
S01003799,841,640,201
S01003800,697,529,168
S01003801,808,576,232
S01003802,765,548,217
S01003803,653,450,203
S01003804,632,403,229
S01003805,1022,724,298
S01003806,672,501,171
S01003807,934,716,218
S01003808,666,530,136
S01003809,768,516,252
S01003810,892,701,191
S01003811,702,507,195
S01003812,898,668,230
S01003813,946,706,240
S01003814,773,634,139
S01003815,716,490,226
S01003816,846,600,246
S01003817,926,679,247
S01003818,830,584,246
S01003819,613,466,147
S01003820,999,725,274
S01003821,837,586,251
S01003822,739,548,191
S01003823,937,701,236
S01003824,685,493,192
S01003825,812,620,192
S01003826,721,569,152
S01003827,792,590,202
S01003828,696,529,167
S01003829,665,478,187
S01003830,917,594,323
S01003831,641,448,193
S01003832,851,637,214
S01003833,521,376,145
S01003834,675,468,207
S01003835,536,371,165
S01003836,589,374,215
S01003837,764,584,180
S01003838,623,393,230
S01003839,674,454,220
S01003840,712,529,183
S01003841,577,415,162
S01003842,588,437,151
S01003843,651,511,140
S01003844,781,561,220
S01003845,921,638,283
S01003846,796,602,194
S01003847,578,477,101
S01003848,681,499,182
S01003849,756,514,242
S01003850,560,339,221
S01003851,872,611,261
S01003852,563,394,169
S01003853,763,474,289
S01003854,586,471,115
S01003855,1000,590,410
S01003856,726,488,238
S01003857,738,502,236
S01003858,621,384,237
S01003859,570,408,162
S01003860,669,428,241
S01003861,806,514,292
S01003862,610,376,234
S01003863,696,505,191
S01003864,887,697,190
S01003865,810,497,313
S01003866,818,631,187
S01003867,1009,829,180
S01003868,639,486,153
S01003869,671,466,205
S01003870,803,660,143
S01003871,797,577,220
S01003872,844,652,192
S01003873,978,717,261
S01003874,844,653,191
S01003875,514,372,142
S01003876,645,458,187
S01003877,566,414,152
S01003878,968,736,232
S01003879,634,500,134
S01003880,891,688,203
S01003881,759,546,213
S01003882,530,380,150
S01003883,535,370,165
S01003884,754,568,186
S01003885,673,444,229
S01003886,580,386,194
S01003887,871,593,278
S01003888,633,406,227
S01003889,586,457,129
S01003890,652,504,148
S01003891,789,552,237
S01003892,627,413,214
S01003893,632,424,208
S01003894,826,547,279
S01003895,687,505,182
S01003896,683,521,162
S01003897,678,515,163
S01003898,762,611,151
S01003899,717,556,161
S01003900,708,496,212
S01003901,608,432,176
S01003902,859,654,205
S01003903,664,444,220
S01003904,708,559,149
S01003905,864,666,198
S01003906,723,565,158
S01003907,718,561,157
S01003908,823,614,209
S01003909,681,560,121
S01003910,712,559,153
S01003911,613,525,88
S01003912,685,532,153
S01003913,693,505,188
S01003914,891,730,161
S01003915,638,455,183
S01003916,775,527,248
S01003917,886,624,262
S01003918,886,542,344
S01003919,521,406,115
S01003920,648,469,179
S01003921,775,604,171
S01003922,827,529,298
S01003923,765,483,282
S01003924,505,332,173
S01003925,772,522,250
S01003926,579,402,177
S01003927,672,476,196
S01003928,890,548,342
S01003929,502,390,112
S01003930,746,524,222
S01003931,882,581,301
S01003932,896,706,190
S01003933,644,438,206
S01003934,898,637,261
S01003935,761,531,230
S01003936,878,629,249
S01003937,808,594,214
S01003938,526,342,184
S01003939,589,469,120
S01003940,865,587,278
S01003941,583,441,142
S01003942,749,542,207
S01003943,675,497,178
S01003944,639,501,138
S01003945,690,508,182
S01003946,836,598,238
S01003947,511,386,125
S01003948,629,391,238
S01003949,594,452,142
S01003950,587,438,149
S01003951,543,430,113
S01003952,524,380,144
S01003953,576,437,139
S01003954,546,421,125
S01003955,610,469,141
S01003956,629,422,207
S01003957,687,529,158
S01003958,762,586,176
S01003959,730,528,202
S01003960,890,667,223
S01003961,565,446,119
S01003962,575,430,145
S01003963,535,320,215
S01003964,459,360,99
S01003965,543,430,113
S01003966,916,734,182
S01003967,513,339,174
S01003968,902,678,224
S01003969,775,575,200
S01003970,593,407,186
S01003971,652,501,151
S01003972,632,507,125
S01003973,544,397,147
S01003974,813,593,220
S01003975,655,500,155
S01003976,708,491,217
S01003977,595,360,235
S01003978,610,435,175
S01003979,589,454,135
S01003980,558,432,126
S01003981,579,447,132
S01003982,726,550,176
S01003983,725,591,134
S01003984,654,482,172
S01003985,862,542,320
S01003986,582,461,121
S01003987,546,423,123
S01003988,525,428,97
S01003989,800,680,120
S01003990,506,361,145
S01003991,593,459,134
S01003992,923,704,219
S01003993,652,494,158
S01003994,679,509,170
S01003995,876,639,237
S01003996,512,366,146
S01003997,938,578,360
S01003998,599,397,202
S01003999,868,617,251
S01004000,769,545,224
S01004001,708,501,207
S01004002,879,608,271
S01004003,549,402,147
S01004004,785,530,255
S01004005,635,422,213
S01004006,576,364,212
S01004007,584,401,183
S01004008,645,490,155
S01004009,648,465,183
S01004010,775,525,250
S01004011,1115,913,202
S01004012,729,579,150
S01004013,530,397,133
S01004014,606,480,126
S01004015,944,697,247
S01004016,608,493,115
S01004017,972,783,189
S01004018,854,705,149
S01004019,527,411,116
S01004020,697,588,109
S01004021,810,641,169
S01004022,540,436,104
S01004023,603,503,100
S01004024,949,832,117
S01004025,853,777,76
S01004026,668,626,42
S01004027,778,690,88
S01004028,775,684,91
S01004029,928,851,77
S01004030,832,743,89
S01004031,596,529,67
S01004032,455,389,66
S01004033,898,816,82
S01004034,792,711,81
S01004035,751,685,66
S01004036,710,651,59
S01004037,717,630,87
S01004038,715,654,61
S01004039,402,353,49
S01004040,661,599,62
S01004041,623,535,88
S01004042,644,553,91
S01004043,805,726,79
S01004044,739,647,92
S01004045,656,568,88
S01004046,592,543,49
S01004047,746,640,106
S01004048,953,862,91
S01004049,844,765,79
S01004050,529,450,79
S01004051,627,562,65
S01004052,585,512,73
S01004053,932,838,94
S01004054,950,859,91
S01004055,600,532,68
S01004056,769,692,77
S01004057,983,881,102
S01004058,657,557,100
S01004059,610,530,80
S01004060,502,447,55
S01004061,634,583,51
S01004062,958,855,103
S01004063,707,614,93
S01004064,691,607,84
S01004065,918,783,135
S01004066,564,504,60
S01004067,787,667,120
S01004068,763,696,67
S01004069,636,546,90
S01004070,429,360,69
S01004071,858,756,102
S01004072,1083,947,136
S01004073,823,725,98
S01004074,886,743,143
S01004075,447,394,53
S01004076,630,554,76
S01004077,872,772,100
S01004078,712,645,67
S01004079,818,720,98
S01004080,705,637,68
S01004081,683,602,81
S01004082,740,634,106
S01004083,896,782,114
S01004084,757,667,90
S01004085,559,468,91
S01004086,773,714,59
S01004087,538,467,71
S01004088,569,472,97
S01004089,792,708,84
S01004090,408,364,44
S01004091,712,572,140
S01004092,697,601,96
S01004093,553,496,57
S01004094,413,333,80
S01004095,520,449,71
S01004096,681,566,115
S01004097,844,752,92
S01004098,630,549,81
S01004099,774,615,159
S01004100,800,692,108
S01004101,694,589,105
S01004102,785,638,147
S01004103,787,689,98
S01004104,796,703,93
S01004105,799,678,121
S01004106,801,684,117
S01004107,689,591,98
S01004108,786,689,97
S01004109,615,542,73
S01004110,563,499,64
S01004111,851,701,150
S01004112,874,762,112
S01004113,736,604,132
S01004114,644,566,78
S01004115,773,686,87
S01004116,683,610,73
S01004117,736,606,130
S01004118,893,742,151
S01004119,592,479,113
S01004120,720,642,78
S01004121,461,312,149
S01004122,626,379,247
S01004123,509,323,186
S01004124,973,613,360
S01004125,632,450,182
S01004126,642,429,213
S01004127,963,634,329
S01004128,741,489,252
S01004129,842,555,287
S01004130,572,383,189
S01004131,796,532,264
S01004132,580,367,213
S01004133,908,590,318
S01004134,712,488,224
S01004135,660,460,200
S01004136,633,417,216
S01004137,530,341,189
S01004138,707,437,270
S01004139,555,351,204
S01004140,600,381,219
S01004141,710,444,266
S01004142,577,363,214
S01004143,888,576,312
S01004144,784,514,270
S01004145,691,398,293
S01004146,722,463,259
S01004147,778,498,280
S01004148,976,681,295
S01004149,634,358,276
S01004150,579,387,192
S01004151,650,475,175
S01004152,754,419,335
S01004153,736,516,220
S01004154,670,468,202
S01004155,929,580,349
S01004156,804,496,308
S01004157,654,459,195
S01004158,627,399,228
S01004159,422,262,160
S01004160,629,405,224
S01004161,557,371,186
S01004162,708,521,187
S01004163,719,390,329
S01004164,956,618,338
S01004165,1000,648,352
S01004166,529,317,212
S01004167,573,395,178
S01004168,695,438,257
S01004169,592,408,184
S01004170,600,367,233
S01004171,626,375,251
S01004172,751,462,289
S01004173,588,384,204
S01004174,760,563,197
S01004175,631,373,258
S01004176,640,425,215
S01004177,509,338,171
S01004178,563,380,183
S01004179,523,356,167
S01004180,869,550,319
S01004181,739,537,202
S01004182,906,573,333
S01004183,959,668,291
S01004184,874,587,287
S01004185,828,453,375
S01004186,724,501,223
S01004187,721,520,201
S01004188,781,486,295
S01004189,630,425,205
S01004190,806,586,220
S01004191,759,514,245
S01004192,863,560,303
S01004193,652,452,200
S01004194,794,542,252
S01004195,612,456,156
S01004196,694,494,200
S01004197,698,473,225
S01004198,702,488,214
S01004199,823,572,251
S01004200,806,586,220
S01004201,755,556,199
S01004202,561,414,147
S01004203,873,605,268
S01004204,734,549,185
S01004205,718,481,237
S01004206,714,525,189
S01004207,793,449,344
S01004208,793,536,257
S01004209,587,406,181
S01004210,696,532,164
S01004211,730,520,210
S01004212,809,541,268
S01004213,599,400,199
S01004214,711,546,165
S01004215,620,446,174
S01004216,886,598,288
S01004217,574,417,157
S01004218,855,623,232
S01004219,615,363,252
S01004220,786,580,206
S01004221,902,619,283
S01004222,495,317,178
S01004223,809,512,297
S01004224,750,474,276
S01004225,836,573,263
S01004226,752,489,263
S01004227,603,395,208
S01004228,760,475,285
S01004229,703,480,223
S01004230,729,503,226
S01004231,766,515,251
S01004232,680,434,246
S01004233,633,454,179
S01004234,979,758,221
S01004235,623,407,216
S01004236,888,691,197
S01004237,658,527,131
S01004238,562,402,160
S01004239,676,475,201
S01004240,642,481,161
S01004241,514,394,120
S01004242,865,597,268
S01004243,580,405,175
S01004244,611,424,187
S01004245,741,557,184
S01004246,575,436,139
S01004247,850,531,319
S01004248,928,671,257
S01004249,895,636,259
S01004250,1014,759,255
S01004251,910,735,175
S01004252,552,376,176
S01004253,557,350,207
S01004254,729,507,222
S01004255,695,488,207
S01004256,565,350,215
S01004257,531,357,174
S01004258,709,512,197
S01004259,609,440,169
S01004260,563,439,124
S01004261,861,622,239
S01004262,751,519,232
S01004263,759,513,246
S01004264,703,505,198
S01004265,921,657,264
S01004266,536,410,126
S01004267,515,369,146
S01004268,655,424,231
S01004269,796,523,273
S01004270,537,380,157
S01004271,578,393,185
S01004272,646,467,179
S01004273,712,511,201
S01004274,796,545,251
S01004275,585,403,182
S01004276,700,479,221
S01004277,794,547,247
S01004278,916,593,323
S01004279,929,517,412
S01004280,998,698,300
S01004281,583,404,179
S01004282,989,597,392
S01004283,738,432,306
S01004284,960,574,386
S01004285,886,631,255
S01004286,759,568,191
S01004287,646,457,189
S01004288,735,517,218
S01004289,613,388,225
S01004290,700,461,239
S01004291,827,570,257
S01004292,774,498,276
S01004293,817,598,219
S01004294,774,528,246
S01004295,850,604,246
S01004296,815,567,248
S01004297,629,463,166
S01004298,997,715,282
S01004299,548,361,187
S01004300,550,400,150
S01004301,634,402,232
S01004302,762,538,224
S01004303,606,382,224
S01004304,938,585,353
S01004305,660,426,234
S01004306,576,388,188
S01004307,830,584,246
S01004308,990,619,371
S01004309,870,628,242
S01004310,810,552,258
S01004311,783,488,295
S01004312,705,482,223
S01004313,966,624,342
S01004314,771,522,249
S01004315,557,386,171
S01004316,535,374,161
S01004317,884,677,207
S01004318,618,457,161
S01004319,872,551,321
S01004320,918,535,383
S01004321,785,472,313
S01004322,976,659,317
S01004323,648,431,217
S01004324,849,573,276
S01004325,996,668,328
S01004326,804,591,213
S01004327,700,469,231
S01004328,667,440,227
S01004329,524,388,136
S01004330,992,720,272
S01004331,569,447,122
S01004332,575,405,170
S01004333,531,337,194
S01004334,1690,1275,415
S01004335,528,353,175
S01004336,995,722,273
S01004337,700,460,240
S01004338,703,529,174
S01004339,921,713,208
S01004340,577,336,241
S01004341,600,388,212
S01004342,801,578,223
S01004343,547,389,158
S01004344,769,563,206
S01004345,883,621,262
S01004346,555,399,156
S01004347,793,603,190
S01004348,580,422,158
S01004349,800,496,304
S01004350,562,375,187
S01004351,508,369,139
S01004352,575,417,158
S01004353,921,642,279
S01004354,587,432,155
S01004355,565,453,112
S01004356,982,722,260
S01004357,775,575,200
S01004358,774,660,114
S01004359,515,402,113
S01004360,637,471,166
S01004361,580,442,138
S01004362,547,396,151
S01004363,1017,760,257
S01004364,787,587,200
S01004365,765,513,252
S01004366,620,442,178
S01004367,874,605,269
S01004368,537,399,138
S01004369,778,552,226
S01004370,733,590,143
S01004371,761,520,241
S01004372,974,683,291
S01004373,564,409,155
S01004374,600,464,136
S01004375,748,536,212
S01004376,931,676,255
S01004377,737,538,199
S01004378,964,789,175
S01004379,959,718,241
S01004380,688,514,174
S01004381,816,602,214
S01004382,687,531,156
S01004383,811,641,170
S01004384,681,550,131
S01004385,830,595,235
S01004386,908,750,158
S01004387,968,728,240
S01004388,809,611,198
S01004389,609,489,120
S01004390,824,580,244
S01004391,593,440,153
S01004392,893,672,221
S01004393,911,712,199
S01004394,795,583,212
S01004395,530,376,154
S01004396,797,575,222
S01004397,958,706,252
S01004398,852,659,193
S01004399,507,359,148
S01004400,558,412,146
S01004401,1099,803,296
S01004402,974,713,261
S01004403,513,383,130
S01004404,669,490,179
S01004405,758,561,197
S01004406,869,634,235
S01004407,651,502,149
S01004408,572,441,131
S01004409,656,452,204
S01004410,935,681,254
S01004411,628,507,121
S01004412,958,767,191
S01004413,815,648,167
S01004414,695,555,140
S01004415,626,487,139
S01004416,691,577,114
S01004417,764,569,195
S01004418,924,743,181
S01004419,839,700,139
S01004420,756,650,106
S01004421,741,567,174
S01004422,570,482,88
S01004423,829,658,171
S01004424,715,496,219
S01004425,630,524,106
S01004426,559,473,86
S01004427,737,575,162
S01004428,745,555,190
S01004429,867,675,192
S01004430,512,405,107
S01004431,714,522,192
S01004432,947,761,186
S01004433,968,833,135
S01004434,792,616,176
S01004435,595,478,117
S01004436,797,597,200
S01004437,926,723,203
S01004438,684,486,198
S01004439,686,539,147
S01004440,723,558,165
S01004441,832,709,123
S01004442,928,665,263
S01004443,684,535,149
S01004444,902,697,205
S01004445,769,635,134
S01004446,797,597,200
S01004447,763,520,243
S01004448,614,443,171
S01004449,914,681,233
S01004450,886,715,171
S01004451,907,688,219
S01004452,691,562,129
S01004453,1014,785,229
S01004454,925,711,214
S01004455,807,644,163
S01004456,568,442,126
S01004457,871,705,166
S01004458,846,650,196
S01004459,573,449,124
S01004460,652,489,163
S01004461,603,478,125
S01004462,643,480,163
S01004463,791,663,128
S01004464,868,659,209
S01004465,771,628,143
S01004466,897,735,162
S01004467,996,737,259
S01004468,796,600,196
S01004469,694,494,200
S01004470,580,430,150
S01004471,616,486,130
S01004472,735,580,155
S01004473,1018,764,254
S01004474,1015,775,240
S01004475,501,388,113
S01004476,721,505,216
S01004477,904,663,241
S01004478,635,493,142
S01004479,650,514,136
S01004480,984,765,219
S01004481,569,434,135
S01004482,922,734,188
S01004483,706,570,136
S01004484,993,808,185
S01004485,510,358,152
S01004486,938,733,205
S01004487,952,709,243
S01004488,708,565,143
S01004489,848,643,205
S01004490,708,544,164
S01004491,817,617,200
S01004492,976,706,270
S01004493,1042,798,244
S01004494,889,678,211
S01004495,684,512,172
S01004496,645,505,140
S01004497,783,633,150
S01004498,599,454,145
S01004499,690,487,203
S01004500,747,516,231
S01004501,574,420,154
S01004502,753,549,204
S01004503,730,584,146
S01004504,721,535,186
S01004505,603,469,134
S01004506,538,392,146
S01004507,763,566,197
S01004508,636,524,112
S01004509,712,562,150
S01004510,841,673,168
S01004511,868,710,158
S01004512,942,779,163
S01004513,502,429,73
S01004514,561,462,99
S01004515,747,573,174
S01004516,513,400,113
S01004517,689,546,143
S01004518,691,509,182
S01004519,886,663,223
S01004520,831,688,143
S01004521,787,629,158
S01004522,608,482,126
S01004523,692,554,138
S01004524,626,541,85
S01004525,753,590,163
S01004526,726,562,164
S01004527,558,431,127
S01004528,791,662,129
S01004529,789,631,158
S01004530,602,483,119
S01004531,737,606,131
S01004532,649,482,167
S01004533,387,268,119
S01004534,702,569,133
S01004535,714,615,99
S01004536,742,632,110
S01004537,846,728,118
S01004538,801,653,148
S01004539,659,545,114
S01004540,869,766,103
S01004541,768,654,114
S01004542,589,477,112
S01004543,773,660,113
S01004544,997,820,177
S01004545,687,585,102
S01004546,966,833,133
S01004547,860,695,165
S01004548,785,678,107
S01004549,845,748,97
S01004550,702,579,123
S01004551,944,763,181
S01004552,733,613,120
S01004553,535,458,77
S01004554,637,523,114
S01004555,745,613,132
S01004556,674,563,111
S01004557,432,341,91
S01004558,959,807,152
S01004559,1021,907,114
S01004560,626,512,114
S01004561,1044,879,165
S01004562,520,445,75
S01004563,809,711,98
S01004564,567,486,81
S01004565,707,609,98
S01004566,733,565,168
S01004567,506,435,71
S01004568,669,596,73
S01004569,700,593,107
S01004570,696,578,118
S01004571,660,555,105
S01004572,739,612,127
S01004573,617,546,71
S01004574,505,429,76
S01004575,719,596,123
S01004576,618,519,99
S01004577,575,471,104
S01004578,941,784,157
S01004579,656,545,111
S01004580,877,759,118
S01004581,1091,879,212
S01004582,588,487,101
S01004583,778,681,97
S01004584,590,482,108
S01004585,610,507,103
S01004586,1118,970,148
S01004587,906,820,86
S01004588,637,550,87
S01004589,752,615,137
S01004590,701,527,174
S01004591,604,507,97
S01004592,652,558,94
S01004593,858,688,170
S01004594,567,422,145
S01004595,938,793,145
S01004596,656,552,104
S01004597,567,498,69
S01004598,687,563,124
S01004599,575,467,108
S01004600,889,763,126
S01004601,861,759,102
S01004602,971,850,121
S01004603,906,746,160
S01004604,561,513,48
S01004605,1025,878,147
S01004606,736,617,119
S01004607,625,543,82
S01004608,646,544,102
S01004609,589,490,99
S01004610,752,630,122
S01004611,1251,1071,180
S01004612,770,674,96
S01004613,874,745,129
S01004614,826,713,113
S01004615,814,739,75
S01004616,889,725,164
S01004617,767,615,152
S01004618,658,494,164
S01004619,583,490,93
S01004620,800,590,210
S01004621,997,876,121
S01004622,818,672,146
S01004623,979,778,201
S01004624,1048,946,102
S01004625,866,769,97
S01004626,650,551,99
S01004627,586,445,141
S01004628,596,476,120
S01004629,989,813,176
S01004630,952,838,114
S01004631,801,660,141
S01004632,981,803,178
S01004633,530,450,80
S01004634,1069,933,136
S01004635,735,620,115
S01004636,668,546,122
S01004637,545,454,91
S01004638,605,483,122
S01004639,713,619,94
S01004640,796,701,95
S01004641,656,541,115
S01004642,907,819,88
S01004643,562,479,83
S01004644,740,636,104
S01004645,1004,801,203
S01004646,775,650,125
S01004647,1544,1319,225
S01004648,975,812,163
S01004649,615,498,117
S01004650,856,717,139
S01004651,957,827,130
S01004652,911,735,176
S01004653,653,567,86
S01004654,861,681,180
S01004655,862,733,129
S01004656,560,462,98
S01004657,759,643,116
S01004658,949,811,138
S01004659,517,448,69
S01004660,757,638,119
S01004661,707,566,141
S01004662,978,853,125
S01004663,561,471,90
S01004664,654,563,91
S01004665,753,627,126
S01004666,788,648,140
S01004667,704,594,110
S01004668,883,738,145
S01004669,787,655,132
S01004670,877,704,173
S01004671,920,771,149
S01004672,671,533,138
S01004673,918,735,183
S01004674,854,731,123
S01004675,855,726,129
S01004676,778,682,96
S01004677,820,706,114
S01004678,805,705,100
S01004679,495,413,82
S01004680,866,733,133
S01004681,747,608,139
S01004682,574,464,110
S01004683,719,589,130
S01004684,750,653,97
S01004685,539,424,115
S01004686,747,684,63
S01004687,813,699,114
S01004688,723,615,108
S01004689,998,806,192
S01004690,540,430,110
S01004691,812,686,126
S01004692,697,604,93
S01004693,815,721,94
S01004694,627,536,91
S01004695,793,673,120
S01004696,872,702,170
S01004697,881,761,120
S01004698,605,470,135
S01004699,813,682,131
S01004700,753,648,105
S01004701,572,459,113
S01004702,591,536,55
S01004703,785,693,92
S01004704,636,574,62
S01004705,938,782,156
S01004706,558,481,77
S01004707,1012,860,152
S01004708,739,641,98
S01004709,745,564,181
S01004710,861,781,80
S01004711,810,702,108
S01004712,570,515,55
S01004713,736,680,56
S01004714,734,657,77
S01004715,807,713,94
S01004716,894,835,59
S01004717,747,660,87
S01004718,972,792,180
S01004719,726,669,57
S01004720,708,593,115
S01004721,622,523,99
S01004722,705,640,65
S01004723,582,527,55
S01004724,938,865,73
S01004725,619,508,111
S01004726,564,505,59
S01004727,872,828,44
S01004728,637,548,89
S01004729,657,600,57
S01004730,1063,969,94
S01004731,825,760,65
S01004732,622,526,96
S01004733,818,760,58
S01004734,544,474,70
S01004735,900,847,53
S01004736,720,652,68
S01004737,745,671,74
S01004738,659,597,62
S01004739,750,658,92
S01004740,671,579,92
S01004741,629,526,103
S01004742,942,864,78
S01004743,901,772,129
S01004744,640,565,75
S01004745,822,754,68
S01004746,795,745,50
S01004747,785,690,95
S01004748,610,551,59
S01004749,667,597,70
S01004750,719,589,130
S01004751,824,743,81
S01004752,796,697,99
S01004753,675,552,123
S01004754,683,577,106
S01004755,705,568,137
S01004756,603,520,83
S01004757,920,813,107
S01004758,960,857,103
S01004759,609,507,102
S01004760,732,595,137
S01004761,552,499,53
S01004762,664,549,115
S01004763,859,737,122
S01004764,767,644,123
S01004765,982,901,81
S01004766,770,645,125
S01004767,691,588,103
S01004768,991,861,130
S01004769,568,492,76
S01004770,548,483,65
S01004771,779,688,91
S01004772,609,539,70
S01004773,797,689,108
S01004774,987,863,124
S01004775,790,679,111
S01004776,801,701,100
S01004777,619,502,117
S01004778,727,612,115
S01004779,780,726,54
S01004780,532,448,84
S01004781,824,727,97
S01004782,776,665,111
S01004783,978,899,79
S01004784,769,673,96
S01004785,625,548,77
S01004786,502,418,84
S01004787,1054,914,140
S01004788,797,699,98
S01004789,999,837,162
S01004790,748,623,125
S01004791,605,543,62
S01004792,677,591,86
S01004793,912,794,118
S01004794,705,627,78
S01004795,971,859,112
S01004796,769,682,87
S01004797,723,611,112
S01004798,885,777,108
S01004799,612,524,88
S01004800,632,515,117
S01004801,717,651,66
S01004802,891,749,142
S01004803,853,744,109
S01004804,926,797,129
S01004805,676,591,85
S01004806,530,469,61
S01004807,536,470,66
S01004808,744,631,113
S01004809,487,421,66
S01004810,676,568,108
S01004811,638,575,63
S01004812,851,720,131
S01004813,903,809,94
S01004814,900,779,121
S01004815,728,638,90
S01004816,795,703,92
S01004817,544,458,86
S01004818,843,730,113
S01004819,698,609,89
S01004820,1090,941,149
S01004821,984,883,101
S01004822,717,632,85
S01004823,811,750,61
S01004824,785,647,138
S01004825,634,557,77
S01004826,742,638,104
S01004827,697,630,67
S01004828,1000,855,145
S01004829,783,721,62
S01004830,710,615,95
S01004831,866,732,134
S01004832,638,528,110
S01004833,823,684,139
S01004834,791,660,131
S01004835,713,635,78
S01004836,718,577,141
S01004837,834,690,144
S01004838,967,782,185
S01004839,914,787,127
S01004840,698,624,74
S01004841,850,791,59
S01004842,561,439,122
S01004843,715,576,139
S01004844,879,736,143
S01004845,781,601,180
S01004846,745,581,164
S01004847,894,721,173
S01004848,688,555,133
S01004849,576,470,106
S01004850,820,690,130
S01004851,620,514,106
S01004852,730,581,149
S01004853,738,567,171
S01004854,984,818,166
S01004855,645,536,109
S01004856,697,583,114
S01004857,929,772,157
S01004858,931,748,183
S01004859,985,784,201
S01004860,501,404,97
S01004861,824,650,174
S01004862,691,524,167
S01004863,986,767,219
S01004864,587,475,112
S01004865,686,533,153
S01004866,954,741,213
S01004867,800,624,176
S01004868,766,635,131
S01004869,900,676,224
S01004870,936,749,187
S01004871,779,556,223
S01004872,863,691,172
S01004873,791,587,204
S01004874,863,647,216
S01004875,775,605,170
S01004876,1018,771,247
S01004877,760,606,154
S01004878,746,530,216
S01004879,711,512,199
S01004880,718,526,192
S01004881,795,580,215
S01004882,525,372,153
S01004883,787,555,232
S01004884,577,421,156
S01004885,616,447,169
S01004886,869,578,291
S01004887,428,326,102
S01004888,640,475,165
S01004889,922,678,244
S01004890,752,508,244
S01004891,963,692,271
S01004892,771,556,215
S01004893,757,589,168
S01004894,756,608,148
S01004895,864,655,209
S01004896,958,758,200
S01004897,595,455,140
S01004898,1038,705,333
S01004899,722,516,206
S01004900,730,566,164
S01004901,785,522,263
S01004902,767,581,186
S01004903,650,505,145
S01004904,1061,803,258
S01004905,1072,776,296
S01004906,835,624,211
S01004907,734,561,173
S01004908,710,542,168
S01004909,880,635,245
S01004910,870,635,235
S01004911,792,594,198
S01004912,748,543,205
S01004913,658,637,21
S01004914,663,481,182
S01004915,618,445,173
S01004916,783,572,211
S01004917,566,414,152
S01004918,586,424,162
S01004919,536,364,172
S01004920,966,710,256
S01004921,721,494,227
S01004922,701,484,217
S01004923,837,588,249
S01004924,868,655,213
S01004925,551,419,132
S01004926,950,686,264
S01004927,995,691,304
S01004928,634,466,168
S01004929,705,540,165
S01004930,642,528,114
S01004931,900,750,150
S01004932,762,640,122
S01004933,905,707,198
S01004934,680,520,160
S01004935,621,530,91
S01004936,907,783,124
S01004937,529,448,81
S01004938,771,673,98
S01004939,605,505,100
S01004940,547,464,83
S01004941,651,538,113
S01004942,1008,862,146
S01004943,870,666,204
S01004944,521,406,115
S01004945,611,486,125
S01004946,604,451,153
S01004947,693,500,193
S01004948,533,363,170
S01004949,566,432,134
S01004950,509,350,159
S01004951,656,425,231
S01004952,926,688,238
S01004953,877,604,273
S01004954,785,478,307
S01004955,670,440,230
S01004956,678,491,187
S01004957,645,444,201
S01004958,909,629,280
S01004959,592,416,176
S01004960,582,396,186
S01004961,637,383,254
S01004962,570,366,204
S01004963,559,370,189
S01004964,989,640,349
S01004965,827,592,235
S01004966,779,583,196
S01004967,555,368,187
S01004968,567,368,199
S01004969,906,606,300
S01004970,749,594,155
S01004971,935,667,268
S01004972,749,536,213
S01004973,869,596,273
S01004974,878,632,246
S01004975,741,477,264
S01004976,756,520,236
S01004977,983,702,281
S01004978,976,686,290
S01004979,915,682,233
S01004980,1051,750,301
S01004981,951,671,280
S01004982,710,509,201
S01004983,911,611,300
S01004984,776,535,241
S01004985,718,481,237
S01004986,646,471,175
S01004987,517,372,145
S01004988,539,359,180
S01004989,633,475,158
S01004990,509,362,147
S01004991,565,398,167
S01004992,874,661,213
S01004993,673,530,143
S01004994,811,608,203
S01004995,931,717,214
S01004996,656,458,198
S01004997,881,631,250
S01004998,803,591,212
S01004999,822,602,220
S01005000,569,434,135
S01005001,1040,811,229
S01005002,790,597,193
S01005003,882,681,201
S01005004,589,423,166
S01005005,954,759,195
S01005006,573,413,160
S01005007,852,667,185
S01005008,1319,920,399
S01005009,642,521,121
S01005010,594,437,157
S01005011,570,430,140
S01005012,704,537,167
S01005013,676,534,142
S01005014,833,561,272
S01005015,648,491,157
S01005016,733,523,210
S01005017,721,525,196
S01005018,617,408,209
S01005019,1020,722,298
S01005020,917,652,265
S01005021,964,743,221
S01005022,673,498,175
S01005023,596,425,171
S01005024,932,685,247
S01005025,672,488,184
S01005026,577,406,171
S01005027,702,531,171
S01005028,571,431,140
S01005029,940,639,301
S01005030,993,713,280
S01005031,656,439,217
S01005032,873,637,236
S01005033,711,519,192
S01005034,832,623,209
S01005035,911,634,277
S01005036,549,401,148
S01005037,965,593,372
S01005038,898,668,230
S01005039,1078,832,246
S01005040,860,552,308
S01005041,558,332,226
S01005042,840,642,198
S01005043,753,565,188
S01005044,907,607,300
S01005045,896,660,236
S01005046,1038,772,266
S01005047,916,607,309
S01005048,604,462,142
S01005049,706,481,225
S01005050,949,617,332
S01005051,889,618,271
S01005052,663,492,171
S01005053,893,512,381
S01005054,599,420,179
S01005055,790,515,275
S01005056,740,535,205
S01005057,754,452,302
S01005058,699,417,282
