"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00101831",78,63,6,48,0,1,0,3,3,2,15,10,1,4,0,0
"S00101832",107,72,15,46,0,2,1,2,3,3,35,16,4,1,13,1
"S00101833",99,75,19,43,0,0,0,3,3,7,24,4,3,5,10,2
"S00101834",74,51,11,35,0,1,0,2,0,2,23,5,7,3,6,2
"S00101835",62,44,13,17,0,1,1,5,3,4,18,9,4,3,2,0
"S00101836",53,37,12,17,0,0,2,4,0,2,16,11,0,1,3,1
"S00101837",82,57,17,34,0,0,0,2,4,0,25,15,2,5,2,1
"S00101838",90,63,20,31,0,0,4,1,5,2,27,8,7,8,3,1
"S00101839",97,77,15,48,0,0,2,6,3,3,20,13,3,2,2,0
"S00101840",59,44,8,28,0,0,0,7,1,0,15,11,1,2,1,0
"S00101841",77,42,12,21,1,1,1,0,3,3,35,13,3,3,11,5
"S00101842",142,105,20,59,1,5,4,8,4,4,37,18,13,5,0,1
"S00101843",99,84,13,56,0,3,2,5,5,0,15,10,1,3,0,1
"S00101844",108,87,18,54,0,0,3,8,3,1,21,16,2,1,1,1
"S00101845",99,74,12,50,1,1,1,2,4,3,25,7,5,2,7,4
"S00101846",102,88,13,60,1,4,0,3,2,5,14,7,4,0,2,1
"S00101847",87,70,14,48,0,0,0,3,4,1,17,8,3,5,1,0
"S00101848",135,112,28,67,1,3,3,6,0,4,23,13,4,2,3,1
"S00101849",59,42,12,22,0,0,2,4,0,2,17,13,1,2,0,1
"S00101850",69,48,13,32,0,2,0,0,1,0,21,14,0,5,1,1
"S00101851",154,117,30,66,0,0,2,9,3,7,37,15,13,2,4,3
"S00101852",89,60,6,37,0,2,3,1,10,1,29,18,4,2,2,3
"S00101853",65,48,12,28,1,0,0,1,6,0,17,12,0,4,1,0
"S00101854",77,63,7,35,0,0,1,3,7,10,14,3,4,2,5,0
"S00101855",52,30,9,16,0,0,0,1,2,2,22,13,2,2,5,0
"S00101856",65,47,17,21,0,0,1,3,2,3,18,10,0,4,4,0
"S00101857",97,64,23,34,0,1,1,0,5,0,33,19,3,5,6,0
"S00101858",105,80,17,41,1,1,5,6,1,8,25,18,4,0,1,2
"S00101859",105,63,17,35,0,3,0,0,3,5,42,31,4,5,2,0
"S00101860",127,82,17,48,1,1,0,5,3,7,45,40,1,3,1,0
"S00101861",72,48,15,24,0,0,1,4,2,2,24,13,3,3,3,2
"S00101862",44,19,3,12,0,0,0,2,2,0,25,19,0,3,3,0
"S00101863",65,36,12,19,0,1,1,1,0,2,29,23,4,0,1,1
"S00101864",65,43,10,23,0,4,0,1,2,3,22,15,2,2,3,0
"S00101865",57,48,3,40,0,0,0,1,1,3,9,2,5,1,1,0
"S00101866",104,75,21,35,0,5,1,3,1,9,29,14,9,4,2,0
"S00101867",61,37,8,21,0,1,0,3,2,2,24,20,1,3,0,0
"S00101868",73,47,10,26,0,3,2,4,2,0,26,21,0,2,3,0
"S00101869",94,65,18,34,1,3,4,3,0,2,29,18,6,2,1,2
"S00101870",118,87,16,47,0,1,3,6,6,8,31,19,4,5,1,2
"S00101871",78,64,11,42,0,1,1,1,7,1,14,7,6,1,0,0
"S00101872",69,61,5,45,0,0,2,1,3,5,8,1,1,1,4,1
"S00101873",88,62,8,48,0,0,1,3,1,1,26,11,8,4,2,1
"S00101874",53,46,7,23,0,1,0,2,10,3,7,2,0,0,2,3
"S00101875",57,44,5,27,0,0,1,2,1,8,13,5,3,0,4,1
"S00101876",52,38,2,26,1,3,0,0,3,3,14,10,0,0,2,2
"S00101877",138,117,19,63,0,1,1,4,12,17,21,11,2,3,2,3
"S00101878",68,41,7,22,0,0,1,3,6,2,27,12,3,4,5,3
"S00101879",88,75,18,48,0,1,0,4,1,3,13,7,1,2,1,2
"S00101880",68,45,9,24,0,1,2,3,3,3,23,13,4,2,1,3
"S00101881",95,67,9,35,0,1,4,3,7,8,28,21,3,2,2,0
"S00101882",83,64,7,37,0,2,4,2,6,6,19,11,4,0,4,0
"S00101883",83,74,12,46,0,3,2,6,3,2,9,4,3,1,1,0
"S00101884",70,58,12,38,0,1,2,2,3,0,12,3,4,0,4,1
"S00101885",67,46,8,27,0,0,3,4,1,3,21,14,4,2,1,0
"S00101886",62,46,6,30,0,0,2,2,4,2,16,5,0,1,5,5
"S00101887",54,36,11,21,0,0,0,0,1,3,18,8,4,2,3,1
"S00101888",88,63,10,38,0,0,5,4,5,1,25,18,1,0,4,2
"S00101889",64,54,3,35,0,1,3,3,6,3,10,6,0,0,3,1
"S00101890",77,53,8,37,0,0,0,4,3,1,24,21,2,0,0,1
"S00101891",34,24,6,12,0,0,0,0,5,1,10,8,0,0,2,0
"S00101892",55,33,10,19,0,2,0,1,0,1,22,16,1,0,3,2
"S00101893",118,89,10,60,0,2,2,8,4,3,29,20,5,1,2,1
"S00101894",108,76,19,36,0,2,0,2,11,6,32,14,2,2,13,1
"S00101895",68,57,9,32,1,1,2,4,1,7,11,1,6,2,2,0
"S00101896",71,58,14,34,0,1,2,3,0,4,13,6,3,3,1,0
"S00101897",100,69,22,33,0,1,3,3,4,3,31,8,8,6,5,4
"S00101898",31,12,4,8,0,0,0,0,0,0,19,15,2,0,2,0
"S00101899",85,58,11,30,1,1,1,2,6,6,27,12,1,5,9,0
"S00101900",51,43,8,24,1,0,0,3,2,5,8,3,2,0,2,1
"S00101901",77,52,11,31,1,0,0,5,3,1,25,16,4,1,3,1
"S00101902",78,49,16,20,0,0,0,2,4,7,29,9,4,2,11,3
"S00101903",110,81,22,45,1,0,0,3,6,4,29,14,3,8,3,1
"S00101904",75,58,8,31,0,0,1,8,8,2,17,8,3,1,1,4
"S00101905",67,59,6,43,0,1,3,3,2,1,8,5,0,1,1,1
"S00101906",81,52,7,28,0,0,1,3,9,4,29,10,6,3,8,2
"S00101907",70,52,7,34,0,0,2,4,4,1,18,8,0,3,7,0
"S00101908",95,67,22,31,0,2,3,2,4,3,28,10,7,5,5,1
"S00101909",107,74,20,36,0,1,0,2,8,7,33,12,4,5,8,4
"S00101910",62,38,12,17,0,0,3,2,1,3,24,12,2,1,7,2
"S00101911",72,57,14,31,0,0,1,3,8,0,15,2,1,4,4,4
"S00101912",78,60,10,37,0,2,5,4,0,2,18,13,3,1,1,0
"S00101913",64,45,9,27,0,0,0,1,7,1,19,8,3,2,4,2
"S00101914",57,46,5,30,0,0,2,4,2,3,11,4,0,1,4,2
"S00101915",113,80,17,47,0,3,2,0,8,3,33,18,3,3,8,1
"S00101916",110,69,18,35,0,4,2,7,0,3,41,27,6,3,3,2
"S00101917",107,66,17,32,0,1,0,5,5,6,41,21,9,3,5,3
"S00101918",137,106,24,53,1,2,4,10,6,6,31,18,7,4,2,0
"S00101919",75,51,18,19,0,2,2,2,3,5,24,15,4,3,1,1
"S00101920",88,51,11,31,0,2,0,2,5,0,37,23,3,1,8,2
"S00101921",85,49,15,23,0,2,2,2,2,3,36,29,0,3,3,1
"S00101922",71,53,14,31,0,0,0,4,3,1,18,8,3,4,3,0
"S00101923",56,38,8,20,0,0,1,2,2,5,18,12,2,1,3,0
"S00101924",123,83,23,42,0,0,1,2,12,3,40,11,5,8,9,7
"S00101925",157,117,25,59,1,2,2,8,8,12,40,21,4,4,8,3
"S00101926",102,72,22,35,0,2,1,2,7,3,30,15,3,5,4,3
"S00101927",111,90,25,43,0,2,3,3,9,5,21,4,5,7,4,1
"S00101928",70,46,11,21,0,2,4,4,3,1,24,17,3,1,2,1
"S00101929",70,55,11,36,1,3,0,3,0,1,15,10,1,2,1,1
"S00101930",97,65,13,35,1,0,2,2,8,4,32,11,3,3,13,2
"S00101931",116,80,18,47,0,1,1,6,6,1,36,15,11,2,8,0
"S00101932",114,93,21,53,1,0,3,3,8,4,21,8,7,0,5,1
"S00101933",61,54,16,23,0,1,1,1,8,4,7,5,1,0,1,0
"S00101934",89,57,15,30,0,0,2,4,3,3,32,15,6,6,5,0
"S00101935",78,54,8,36,0,0,3,1,5,1,24,8,5,5,5,1
"S00101936",71,49,11,22,0,4,2,2,5,3,22,17,0,3,2,0
"S00101937",86,66,15,38,1,1,0,8,0,3,20,11,2,4,2,1
"S00101938",64,46,14,25,0,1,0,4,0,2,18,13,2,2,1,0
"S00101939",122,98,25,54,0,3,1,4,4,7,24,15,7,2,0,0
"S00101940",55,45,13,24,0,1,1,3,1,2,10,3,3,3,1,0
"S00101941",83,56,14,29,0,0,3,2,7,1,27,6,4,9,6,2
"S00101942",92,67,13,34,1,0,0,6,7,6,25,13,2,2,7,1
"S00101943",86,64,17,29,1,1,2,8,5,1,22,3,4,3,7,5
"S00101944",124,92,19,54,0,0,2,4,8,5,32,10,3,7,10,2
"S00101945",80,60,15,35,0,0,0,1,6,3,20,9,1,2,7,1
"S00101946",68,50,10,28,0,1,0,2,8,1,18,5,1,2,8,2
"S00101947",83,65,19,35,0,0,0,4,4,3,18,6,5,3,1,3
"S00101948",99,76,17,45,0,1,2,4,4,3,23,8,5,0,8,2
"S00101949",67,49,10,24,0,0,0,2,9,4,18,2,3,4,8,1
"S00101950",76,53,17,26,0,0,2,2,2,4,23,14,2,3,4,0
"S00101951",122,85,21,41,0,2,4,6,6,5,37,7,7,6,15,2
"S00101952",124,85,23,41,1,1,3,5,8,3,39,10,7,7,12,3
"S00101953",108,81,17,44,1,0,1,3,7,8,27,3,7,7,7,3
"S00101954",77,51,11,29,0,0,1,1,8,1,26,11,4,5,4,2
"S00101955",70,56,16,25,1,1,1,5,5,2,14,8,2,0,3,1
"S00101956",97,78,8,50,0,0,3,4,7,6,19,12,3,1,3,0
"S00101957",85,57,14,37,0,0,0,2,4,0,28,11,3,5,6,3
"S00101958",70,52,15,31,0,0,0,2,0,4,18,9,4,1,2,2
"S00101959",145,119,26,78,0,1,2,5,4,3,26,8,2,7,6,3
"S00101960",108,82,17,42,0,1,2,4,12,4,26,12,1,3,7,3
"S00101961",72,46,14,20,1,0,1,1,6,3,26,11,1,4,8,2
"S00101962",56,30,7,18,0,0,2,0,1,2,26,13,1,2,8,2
"S00101963",100,80,16,48,1,1,1,2,9,2,20,8,3,2,5,2
"S00101964",92,57,10,29,0,0,0,3,10,5,35,8,8,4,9,6
"S00101965",87,63,14,30,0,0,1,6,7,5,24,14,3,5,2,0
"S00101966",68,52,13,28,0,0,2,3,5,1,16,4,3,1,6,2
"S00101967",89,64,17,35,0,2,1,2,3,4,25,11,5,3,5,1
"S00101968",87,56,7,34,0,0,1,1,7,6,31,16,0,5,10,0
"S00101969",71,56,8,32,0,1,3,3,6,3,15,10,1,3,0,1
"S00101970",114,95,24,50,0,3,8,9,1,0,19,16,0,0,2,1
"S00101971",82,57,15,26,1,1,6,4,3,1,25,19,0,2,4,0
"S00101972",116,82,19,47,1,1,5,7,2,0,34,22,2,3,7,0
"S00101973",63,37,10,17,0,1,1,4,4,0,26,21,2,1,1,1
"S00101974",71,47,9,27,0,0,4,3,4,0,24,13,2,1,5,3
"S00101975",106,79,15,51,0,2,4,4,0,3,27,15,7,4,1,0
"S00101976",176,140,31,80,0,1,8,7,2,11,36,18,8,5,3,2
"S00101977",109,76,15,43,3,8,3,3,0,1,33,23,2,8,0,0
"S00101978",75,45,9,23,0,1,1,3,7,1,30,14,3,6,3,4
"S00101979",88,70,12,39,0,2,2,4,8,3,18,14,1,2,1,0
"S00101980",104,74,18,43,0,1,0,3,6,3,30,17,3,2,6,2
"S00101981",118,82,21,46,0,0,1,6,7,1,36,23,4,3,5,1
"S00101982",77,48,11,32,1,0,0,3,1,0,29,20,2,3,3,1
"S00101983",136,92,15,49,0,0,5,10,12,1,44,22,7,8,4,3
"S00101984",100,71,16,40,0,1,2,8,1,3,29,16,7,3,2,1
"S00101985",96,67,14,40,0,0,1,5,7,0,29,20,3,2,4,0
"S00101986",100,74,14,39,1,0,3,9,6,2,26,9,0,5,9,3
"S00101987",123,93,18,45,2,5,0,11,9,3,30,22,4,2,2,0
"S00101988",95,61,10,39,0,3,1,6,1,1,34,24,4,3,2,1
"S00101989",72,55,10,36,0,1,3,2,3,0,17,12,1,0,4,0
"S00101990",116,58,15,24,0,7,7,5,0,0,58,49,3,3,2,1
"S00101991",65,35,5,21,1,0,0,5,3,0,30,21,2,4,0,3
"S00101992",61,42,7,20,0,3,0,8,2,2,19,11,3,3,2,0
"S00101993",107,67,17,30,0,2,1,5,11,1,40,17,4,3,12,4
"S00101994",92,69,12,42,0,0,1,2,9,3,23,10,4,2,5,2
"S00101995",120,74,22,40,0,1,4,3,4,0,46,21,4,5,12,4
"S00101996",63,46,7,27,0,2,2,5,3,0,17,7,1,3,4,2
"S00101997",113,66,14,39,0,0,0,4,6,3,47,18,7,6,10,6
"S00101998",105,75,14,40,0,0,5,3,9,4,30,12,4,5,5,4
"S00101999",84,59,10,37,0,0,0,4,6,2,25,12,3,3,6,1
"S00102000",109,76,15,43,0,2,1,6,7,2,33,20,4,0,6,3
"S00102001",83,51,15,25,0,0,0,6,4,1,32,23,1,2,3,3
"S00102002",71,47,10,26,0,1,1,5,3,1,24,15,2,2,5,0
"S00102003",71,37,4,28,0,1,0,2,0,2,34,29,1,0,4,0
"S00102004",100,73,11,48,1,0,2,4,5,2,27,10,4,6,6,1
"S00102005",57,31,11,13,0,2,0,4,1,0,26,21,2,1,2,0
"S00102006",107,81,11,47,1,2,2,11,6,1,26,14,3,2,5,2
"S00102007",123,97,22,51,0,7,8,4,4,1,26,19,2,2,3,0
"S00102008",102,90,20,49,0,3,1,9,2,6,12,8,2,2,0,0
"S00102009",113,84,20,46,0,1,1,6,6,4,29,21,5,1,1,1
"S00102010",114,84,16,53,1,1,6,3,2,2,30,19,3,4,2,2
"S00102011",98,83,18,48,1,3,1,5,5,2,15,7,3,2,2,1
"S00102012",118,92,19,50,0,1,3,7,8,4,26,11,4,7,4,0
"S00102013",94,76,13,43,1,1,4,5,8,1,18,8,0,2,7,1
"S00102014",40,29,5,16,0,0,0,4,4,0,11,0,3,5,2,1
"S00102015",109,79,19,48,0,1,0,1,8,2,30,8,1,11,5,5
"S00102016",105,67,14,39,0,1,1,4,5,3,38,12,6,10,8,2
"S00102017",127,86,28,43,0,3,1,2,5,4,41,13,5,7,10,6
"S00102018",99,66,14,26,1,2,1,7,9,6,33,11,5,6,8,3
"S00102019",115,91,23,42,0,0,1,3,21,1,24,10,1,7,4,2
"S00102020",99,72,15,42,1,1,2,2,7,2,27,3,4,12,2,6
"S00102021",62,39,12,21,0,0,2,0,3,1,23,15,3,2,0,3
"S00102022",56,33,7,21,0,1,0,2,2,0,23,14,2,2,4,1
"S00102023",90,66,18,36,0,0,1,0,9,2,24,6,4,8,4,2
"S00102024",95,74,20,44,0,0,1,4,2,3,21,10,2,1,3,5
"S00102025",87,66,15,34,0,2,0,0,15,0,21,0,0,5,12,4
"S00102026",168,147,34,83,1,5,0,15,6,3,21,5,8,6,2,0
"S00102027",95,74,24,37,0,1,1,4,5,2,21,3,8,3,5,2
"S00102028",64,49,9,32,0,0,1,1,5,1,15,6,1,1,5,2
"S00102029",78,54,13,36,1,0,0,4,0,0,24,16,1,0,5,2
"S00102030",79,50,11,31,0,1,3,2,1,1,29,18,1,3,6,1
"S00102031",72,39,8,26,1,0,2,1,0,1,33,26,0,0,7,0
"S00102032",81,52,13,37,0,0,1,0,0,1,29,20,2,1,5,1
"S00102033",126,77,17,45,1,1,2,3,7,1,49,31,3,5,7,3
"S00102034",94,52,9,37,0,2,0,2,1,1,42,24,8,3,6,1
"S00102035",67,43,10,22,0,0,2,1,7,1,24,14,2,2,4,2
"S00102036",89,60,10,45,0,0,0,2,2,1,29,14,3,1,9,2
"S00102037",58,32,4,24,1,1,1,0,1,0,26,10,1,0,10,5
"S00102038",70,45,11,27,0,0,1,2,4,0,25,23,0,1,1,0
"S00102039",100,75,20,49,0,1,1,2,1,1,25,15,3,2,3,2
"S00102040",64,39,13,18,0,1,0,1,3,3,25,14,1,5,2,3
"S00102041",64,46,13,25,0,0,0,1,6,1,18,7,3,2,5,1
"S00102042",83,53,12,33,1,0,0,0,3,4,30,15,7,4,4,0
"S00102043",53,37,6,19,1,0,0,4,6,1,16,7,0,2,7,0
"S00102044",93,74,17,40,0,1,2,6,4,4,19,11,4,1,3,0
"S00102045",64,47,16,25,0,0,0,4,1,1,17,7,4,3,3,0
"S00102046",96,73,12,50,0,1,2,2,2,4,23,15,3,2,3,0
"S00102047",115,75,23,42,0,1,0,5,3,1,40,28,3,2,7,0
"S00102048",84,48,13,18,0,0,1,6,7,3,36,26,1,3,6,0
"S00102049",59,42,11,20,0,2,2,3,3,1,17,9,2,0,5,1
"S00102050",54,32,7,19,0,0,0,3,0,3,22,12,2,1,7,0
"S00102051",82,54,10,35,0,2,0,1,6,0,28,26,0,0,2,0
"S00102052",88,59,12,36,0,0,0,6,2,3,29,18,5,3,3,0
"S00102053",101,66,13,37,0,0,3,2,3,8,35,26,2,4,3,0
"S00102054",142,122,29,77,0,4,4,3,5,0,20,11,3,1,3,2
"S00102055",107,73,19,45,0,0,0,6,1,2,34,25,8,1,0,0
"S00102056",85,64,11,42,0,1,0,0,6,4,21,15,2,2,0,2
"S00102057",102,87,10,61,0,2,3,6,3,2,15,9,1,2,2,1
"S00102058",80,54,13,34,0,1,0,0,3,3,26,14,3,3,5,1
"S00102059",98,56,15,32,0,0,1,4,4,0,42,31,2,0,7,2
"S00102060",105,76,21,43,0,1,3,3,2,3,29,26,0,1,1,1
"S00102061",107,93,16,62,0,2,1,4,4,4,14,11,1,0,2,0
"S00102062",85,65,16,38,1,2,0,1,5,2,20,12,2,1,5,0
"S00102063",89,72,19,42,0,0,1,3,4,3,17,11,0,1,3,2
"S00102064",83,36,12,21,0,0,0,0,3,0,47,19,3,1,21,3
"S00102065",85,81,16,47,0,0,5,5,3,5,4,1,1,1,1,0
"S00102066",89,65,12,36,0,1,1,4,6,5,24,12,2,3,5,2
"S00102067",85,55,15,35,0,0,0,4,0,1,30,26,1,2,0,1
"S00102068",79,57,14,31,0,2,2,3,5,0,22,11,4,1,5,1
"S00102069",104,72,23,42,0,0,0,3,3,1,32,18,3,4,4,3
"S00102070",69,51,11,32,0,0,1,4,1,2,18,14,2,1,0,1
"S00102071",124,89,24,39,0,1,4,5,16,0,35,13,4,7,8,3
"S00102072",70,50,6,33,0,0,0,0,8,3,20,12,3,0,3,2
"S00102073",49,28,9,15,0,0,0,4,0,0,21,13,1,3,3,1
"S00102074",68,56,14,24,1,6,1,3,3,4,12,9,2,0,1,0
"S00102075",82,55,18,28,0,2,0,3,4,0,27,15,1,2,6,3
"S00102076",94,50,5,38,0,0,1,0,6,0,44,23,3,3,10,5
"S00102077",49,34,8,16,0,0,1,3,4,2,15,6,2,2,5,0
"S00102078",87,57,12,32,0,1,1,4,4,3,30,24,2,2,1,1
"S00102079",53,20,6,11,0,0,0,1,2,0,33,22,1,3,3,4
"S00102080",76,60,15,27,0,0,5,2,7,4,16,7,0,2,4,3
"S00102081",139,79,18,46,0,0,2,5,8,0,60,29,6,5,16,4
"S00102082",77,54,14,30,0,2,0,2,4,2,23,12,2,1,7,1
"S00102083",115,83,12,55,0,0,3,6,6,1,32,10,4,4,10,4
"S00102084",104,71,14,44,0,1,0,1,9,2,33,13,3,9,8,0
"S00102085",126,89,24,46,0,2,1,3,11,2,37,6,4,8,14,5
"S00102086",97,56,17,25,0,0,0,0,11,3,41,7,3,7,15,9
"S00102087",81,50,9,29,0,0,1,2,7,2,31,18,3,2,7,1
"S00102088",89,59,12,39,1,0,0,3,1,3,30,23,0,3,3,1
"S00102089",76,45,6,28,1,0,3,3,1,3,31,24,3,2,2,0
"S00102090",106,75,24,38,0,0,0,3,10,0,31,16,3,6,6,0
"S00102091",77,52,12,34,0,0,0,0,4,2,25,14,2,4,5,0
"S00102092",85,62,15,41,0,2,2,1,1,0,23,6,5,5,6,1
"S00102093",78,58,15,31,0,0,1,0,8,3,20,15,1,0,2,2
"S00102094",85,50,12,24,0,1,0,0,10,3,35,10,5,6,10,4
"S00102095",91,56,11,32,0,2,2,1,8,0,35,18,1,4,7,5
"S00102096",97,69,6,41,0,1,1,2,18,0,28,10,1,5,9,3
"S00102097",68,40,10,23,0,1,0,3,3,0,28,24,2,1,1,0
"S00102098",61,42,8,29,0,0,0,2,3,0,19,9,1,0,8,1
"S00102099",100,65,16,36,1,0,1,1,7,3,35,19,6,0,6,4
"S00102100",58,29,5,14,0,1,1,2,6,0,29,16,0,3,9,1
"S00102101",45,10,3,5,1,0,0,0,0,1,35,27,1,0,7,0
"S00102102",45,28,4,19,0,0,0,1,3,1,17,8,0,3,4,2
"S00102103",77,61,10,39,0,0,2,5,3,2,16,9,2,3,2,0
"S00102104",68,45,7,23,0,4,2,4,3,2,23,15,2,0,4,2
"S00102105",78,59,11,38,0,1,2,1,4,2,19,12,2,1,2,2
"S00102106",55,16,5,9,0,1,0,0,1,0,39,26,1,0,8,4
"S00102107",81,54,11,28,0,3,1,8,2,1,27,19,3,3,1,1
"S00102108",96,75,18,41,1,4,0,3,5,3,21,13,3,0,3,2
"S00102109",77,47,13,22,0,2,1,3,3,3,30,19,2,5,4,0
"S00102110",78,54,10,33,0,2,4,2,2,1,24,16,2,3,3,0
"S00102111",69,49,12,27,0,0,1,0,7,2,20,9,0,5,4,2
"S00102112",111,86,32,41,0,1,0,0,10,2,25,5,7,7,3,3
"S00102113",65,45,9,27,0,1,2,2,3,1,20,6,4,4,5,1
"S00102114",82,57,16,31,0,0,2,4,3,1,25,15,6,1,2,1
"S00102115",107,80,16,44,0,4,0,3,6,7,27,12,0,3,12,0
"S00102116",76,45,10,29,1,0,1,1,2,1,31,20,2,2,5,2
"S00102117",73,47,12,25,1,1,0,4,4,0,26,9,2,0,13,2
"S00102118",102,80,18,46,1,1,2,3,7,2,22,4,5,7,5,1
"S00102119",84,60,15,25,0,2,3,4,8,3,24,12,2,3,3,4
"S00102120",71,51,13,29,0,0,1,4,4,0,20,11,1,3,2,3
"S00102121",89,79,13,51,0,2,2,6,1,4,10,4,1,4,1,0
"S00102122",88,76,9,49,1,2,1,3,9,2,12,3,0,6,1,2
"S00102123",84,56,16,32,0,0,2,0,5,1,28,14,4,1,8,1
"S00102124",154,127,20,85,0,2,2,8,7,3,27,9,7,3,4,4
"S00102125",95,84,9,67,1,1,0,2,4,0,11,5,1,0,5,0
"S00102126",52,45,11,24,0,0,0,5,3,2,7,2,3,1,1,0
"S00102127",71,49,12,26,1,1,3,3,2,1,22,14,0,2,3,3
"S00102128",74,42,7,23,0,0,1,4,4,3,32,23,1,2,6,0
"S00102129",71,40,7,28,0,0,0,2,2,1,31,23,0,2,4,2
"S00102130",59,32,10,19,0,0,1,1,1,0,27,23,0,0,1,3
"S00102131",88,57,13,25,0,2,4,3,9,1,31,20,0,2,6,3
"S00102132",84,60,10,32,0,2,1,2,10,3,24,7,4,5,5,3
"S00102133",96,65,16,31,1,3,1,9,1,3,31,19,6,5,1,0
"S00102134",91,60,11,36,0,2,3,5,3,0,31,28,2,0,1,0
"S00102135",75,52,12,32,0,0,0,2,6,0,23,15,0,1,7,0
"S00102136",56,36,5,21,0,0,0,3,5,2,20,13,4,1,1,1
"S00102137",75,52,10,29,1,0,5,4,1,2,23,13,4,4,2,0
"S00102138",92,67,12,42,0,3,0,6,4,0,25,21,2,0,2,0
"S00102139",65,52,10,33,0,3,1,2,2,1,13,4,3,1,5,0
"S00102140",104,67,22,34,0,1,2,3,3,2,37,20,2,5,8,2
"S00102141",78,53,6,34,0,5,1,3,4,0,25,15,3,1,6,0
"S00102142",83,56,17,29,0,1,0,3,4,2,27,14,4,1,7,1
"S00102143",53,31,8,21,0,0,1,0,1,0,22,11,0,1,9,1
"S00102144",106,81,15,56,1,0,3,4,0,2,25,13,7,0,2,3
"S00102145",76,52,8,35,0,3,1,1,4,0,24,20,1,2,1,0
"S00102146",79,46,8,29,0,2,0,3,3,1,33,20,1,3,8,1
"S00102147",64,38,6,26,1,0,2,2,1,0,26,17,3,2,2,2
"S00102148",79,57,13,33,0,3,0,5,1,2,22,16,1,2,2,1
"S00102149",83,59,12,33,1,1,2,0,4,6,24,12,6,3,1,2
"S00102150",78,59,14,36,0,0,0,3,5,1,19,12,2,2,2,1
"S00102151",19,2,1,1,0,0,0,0,0,0,17,17,0,0,0,0
"S00102152",40,30,5,13,0,3,1,4,2,2,10,8,0,0,1,1
"S00102153",53,37,7,23,0,0,1,3,2,1,16,15,0,0,0,1
"S00102154",74,56,9,31,0,4,7,3,2,0,18,10,2,4,0,2
"S00102155",93,66,15,36,0,3,2,4,6,0,27,18,5,3,1,0
"S00102156",69,48,9,31,0,0,2,5,0,1,21,15,1,1,2,2
"S00102157",105,76,12,41,0,3,1,7,7,5,29,15,10,3,1,0
"S00102158",80,54,10,30,3,3,2,4,1,1,26,18,2,2,2,2
"S00102159",133,100,26,48,1,2,6,4,10,3,33,15,4,3,6,5
"S00102160",103,74,23,35,0,1,2,6,6,1,29,15,3,4,5,2
"S00102161",78,62,13,37,0,2,2,3,3,2,16,6,3,4,3,0
"S00102162",92,70,15,40,0,1,2,4,4,4,22,10,5,3,3,1
"S00102163",58,35,8,13,1,1,4,3,3,2,23,11,4,3,1,4
"S00102164",63,37,5,22,0,1,1,0,5,3,26,7,5,3,8,3
"S00102165",115,83,21,40,0,0,3,8,10,1,32,1,9,8,10,4
"S00102166",158,116,28,66,0,2,0,7,8,5,42,23,7,4,7,1
"S00102167",138,102,20,63,2,3,4,1,3,6,36,24,6,1,3,2
"S00102168",62,45,11,25,0,2,1,3,0,3,17,12,2,1,1,1
"S00102169",141,107,23,70,0,5,0,6,0,3,34,20,7,3,2,2
"S00102170",72,50,12,29,0,0,3,1,1,4,22,17,2,3,0,0
"S00102171",106,72,17,43,0,3,3,1,0,5,34,25,4,3,0,2
"S00102172",90,70,26,27,1,6,2,2,4,2,20,14,3,0,2,1
"S00102173",93,75,16,45,0,3,3,2,4,2,18,12,2,0,3,1
"S00102174",94,82,9,59,0,1,2,1,7,3,12,6,2,1,2,1
"S00102175",61,35,9,14,0,3,2,3,4,0,26,13,3,1,8,1
"S00102176",56,44,4,35,0,0,0,2,3,0,12,6,0,0,6,0
"S00102177",101,68,21,37,0,6,2,1,1,0,33,25,3,0,2,3
"S00102178",63,40,7,17,1,5,1,6,1,2,23,17,2,2,1,1
"S00102179",38,29,4,19,0,0,4,2,0,0,9,6,0,1,0,2
"S00102180",84,49,17,26,0,0,1,0,3,2,35,27,4,3,1,0
"S00102181",96,65,13,39,0,1,2,3,5,2,31,17,4,4,4,2
"S00102182",78,52,14,32,0,2,1,1,1,1,26,5,4,7,9,1
"S00102183",115,69,16,39,0,2,1,0,11,0,46,14,2,7,18,5
"S00102184",120,84,20,44,0,0,4,9,5,2,36,20,2,5,8,1
"S00102185",117,95,22,55,1,0,5,3,3,6,22,10,3,5,4,0
"S00102186",97,72,16,45,0,0,1,3,1,6,25,12,4,3,6,0
"S00102187",106,67,14,41,0,1,3,5,1,2,39,22,6,4,5,2
"S00102188",83,46,10,22,0,0,1,2,10,1,37,18,4,4,9,2
"S00102189",108,87,17,52,0,6,5,6,0,1,21,9,6,6,0,0
"S00102190",73,50,11,31,0,1,1,3,2,1,23,14,1,4,2,2
"S00102191",71,51,10,31,1,1,1,1,6,0,20,11,2,1,5,1
"S00102192",125,95,26,44,0,0,7,7,8,3,30,11,3,8,5,3
