"output_area","ALL PEOPLE","Number Church of Scotland","Number Roman Catholic","Number Other Christian","Number Buddhist","Number Hindu","Number Jewish","Number Muslim","Number Sikh","Number Another Religion","Number None","Number Not Answered"
"60QJ000594",142,64,14,13,0,0,0,1,8,1,31,10
"60QJ000595",122,51,28,10,0,0,0,0,0,0,23,10
"60QJ000596",132,60,30,10,0,4,0,1,0,0,22,5
"60QJ000597",116,70,17,3,0,0,0,0,0,0,23,3
"60QJ000598",79,24,13,15,0,0,0,0,0,1,17,9
"60QJ000599",86,36,13,10,1,0,0,0,0,0,21,5
"60QJ000600",84,45,11,4,0,0,0,0,0,1,12,11
"60QJ000601",119,61,18,13,0,0,0,0,0,0,22,5
"60QJ000602",127,38,43,3,1,0,0,0,0,0,37,5
"60QJ000603",79,31,17,4,0,0,0,0,0,1,18,8
"60QJ000604",80,39,8,19,0,0,0,0,0,0,11,3
"60QJ000605",55,27,11,4,0,0,0,0,0,0,7,6
"60QJ000606",103,60,12,4,1,0,0,0,0,0,22,4
"60QJ000607",72,41,9,1,0,0,0,2,0,0,10,9
"60QJ000608",106,57,16,10,0,0,0,0,0,2,13,8
"60QJ000609",101,44,14,10,0,0,0,0,0,0,26,7
"60QJ000610",117,52,12,10,0,0,0,0,0,0,38,5
"60QJ000611",84,47,8,4,0,1,0,0,1,0,20,3
"60QJ000612",81,48,12,2,0,0,0,0,0,1,16,2
"60QJ000613",74,41,9,9,0,0,0,0,0,1,12,2
"60QJ000614",101,48,15,4,0,0,0,0,0,0,29,5
"60QJ000615",148,84,18,17,0,0,0,8,0,1,17,3
"60QJ000616",71,31,7,3,0,0,1,0,0,0,27,2
"60QJ000617",147,90,15,11,1,0,0,6,1,0,22,1
"60QJ000618",133,46,35,6,0,0,0,6,0,3,35,2
"60QJ000619",75,35,12,3,0,0,0,0,0,0,15,10
"60QJ000620",154,66,19,16,0,0,0,0,2,3,43,5
"60QJ000621",132,65,31,6,0,0,0,0,0,0,28,2
"60QJ000622",109,29,31,1,0,0,1,6,0,0,29,12
"60QJ000623",82,32,17,4,0,0,0,0,0,0,24,5
"60QJ000624",102,41,24,11,0,0,0,1,0,0,17,8
"60QJ000625",83,23,17,5,0,0,0,0,0,0,33,5
"60QJ000626",83,25,30,5,0,0,0,0,0,0,21,2
"60QJ000627",148,32,36,11,0,0,0,2,0,0,41,26
"60QJ000628",109,45,21,5,0,0,0,0,0,0,28,10
"60QJ000629",84,33,25,5,1,0,0,0,0,0,19,1
"60QJ000630",112,51,26,7,0,0,0,0,0,0,21,7
"60QJ000631",78,37,10,6,0,0,0,0,0,0,18,7
"60QJ000632",136,44,27,11,0,0,0,4,0,0,41,9
"60QJ000633",82,40,14,2,0,0,0,0,0,2,20,4
"60QJ000634",106,36,22,17,0,0,0,0,0,0,23,8
"60QJ000635",157,84,16,13,0,0,0,0,0,0,35,9
"60QJ000636",90,27,20,8,0,0,0,0,0,0,33,2
"60QJ000637",66,19,33,5,0,0,0,0,0,0,4,5
"60QJ000638",74,20,21,4,2,0,0,0,0,0,20,7
"60QJ000639",57,12,16,0,0,0,0,0,0,1,27,1
"60QJ000640",88,30,16,5,0,0,0,0,0,0,31,6
"60QJ000641",56,12,13,2,0,0,0,0,0,0,23,6
"60QJ000642",154,40,34,13,0,0,0,0,0,0,58,9
"60QJ000643",107,32,29,5,0,0,0,2,0,0,26,13
"60QJ000644",111,27,25,9,0,0,0,4,0,1,42,3
"60QJ000645",132,35,16,10,0,0,0,6,0,0,48,17
"60QJ000646",112,29,18,3,0,0,0,0,0,0,55,7
"60QJ000647",99,27,23,5,0,0,0,0,0,0,33,11
"60QJ000648",225,38,47,12,0,4,1,0,1,0,106,16
"60QJ000649",185,51,42,12,0,0,0,6,0,1,62,11
"60QJ000650",127,28,31,2,0,0,0,8,0,0,57,1
"60QJ000651",167,51,38,9,0,0,0,11,0,0,51,7
"60QJ000652",92,27,12,7,0,0,0,0,0,0,33,13
"60QJ000653",200,41,41,11,0,0,0,9,0,0,86,12
"60QJ000654",158,32,31,8,0,0,0,1,0,0,57,29
"60QJ000655",146,37,24,5,0,0,0,0,0,0,63,17
"60QJ000656",117,34,30,6,0,0,0,0,0,0,37,10
"60QJ000657",94,33,22,1,0,0,0,0,0,0,31,7
"60QJ000658",89,19,21,7,0,0,0,3,0,0,33,6
"60QJ000659",81,27,11,5,0,0,0,0,0,0,17,21
"60QJ000660",105,35,17,3,0,0,0,0,0,0,37,13
"60QJ000661",105,40,28,10,0,0,0,0,0,0,20,7
"60QJ000662",147,52,32,5,1,0,0,0,0,1,47,9
"60QJ000663",107,37,30,4,0,0,0,0,0,0,28,8
"60QJ000664",71,30,11,2,0,0,0,0,0,0,25,3
"60QJ000665",128,15,30,2,0,0,0,0,0,0,65,16
"60QJ000666",161,48,47,9,0,0,1,0,0,0,38,18
"60QJ000667",108,48,29,8,0,0,0,0,0,0,20,3
"60QJ000668",152,48,50,6,0,0,0,0,0,1,39,8
"60QJ000669",102,52,17,5,0,0,0,0,0,0,23,5
"60QJ000670",199,60,25,11,0,0,0,0,0,0,66,37
"60QJ000671",114,25,21,4,0,0,0,0,0,0,39,25
"60QJ000672",114,41,29,4,0,0,0,0,0,0,27,13
"60QJ000673",178,54,44,3,0,0,0,0,0,1,59,17
"60QJ000674",146,62,20,6,0,0,1,0,0,0,39,18
"60QJ000675",96,24,27,2,0,0,0,0,0,0,38,5
"60QJ000676",90,34,26,3,0,0,0,0,0,0,17,10
"60QJ000677",130,44,20,3,0,0,0,0,0,0,45,18
"60QJ000678",162,61,41,3,0,0,0,3,0,0,50,4
"60QJ000679",150,46,31,3,0,0,0,1,0,0,60,9
"60QJ000680",126,49,27,8,0,0,0,0,0,0,36,6
"60QJ000681",86,31,28,5,0,0,0,0,0,0,20,2
"60QJ000682",77,34,23,2,0,0,0,0,0,0,16,2
"60QJ000683",173,50,42,5,0,0,0,0,0,1,46,29
"60QJ000684",93,28,18,9,0,0,0,0,0,0,35,3
"60QJ000685",121,32,15,6,0,0,0,0,0,0,57,11
"60QJ000686",172,60,44,5,0,0,0,0,0,0,58,5
"60QJ000687",78,33,7,4,0,0,0,0,0,0,27,7
"60QJ000688",58,25,12,1,0,0,0,0,0,0,17,3
"60QJ000689",189,46,50,8,0,0,0,0,0,0,78,7
"60QJ000690",162,49,34,8,0,0,0,0,0,0,62,9
"60QJ000691",128,47,30,7,0,0,0,0,0,2,35,7
"60QJ000692",141,49,35,5,0,0,0,0,0,0,46,6
"60QJ000693",73,16,12,3,0,0,0,2,0,1,35,4
"60QJ000694",100,39,20,2,0,0,0,0,0,0,30,9
"60QJ000695",112,28,24,9,0,0,0,0,0,0,46,5
"60QJ000696",92,39,13,3,0,0,0,0,0,0,26,11
"60QJ000697",183,61,61,4,0,0,0,0,0,0,52,5
"60QJ000698",112,53,23,2,0,0,0,0,0,1,26,7
"60QJ000699",152,53,31,11,0,0,0,0,0,0,51,6
"60QJ000700",162,59,33,8,0,0,0,0,0,1,58,3
"60QJ000701",166,65,33,4,0,0,0,0,0,1,61,2
"60QJ000702",118,32,31,6,0,0,0,0,0,0,46,3
"60QJ000703",103,30,30,12,0,0,0,0,0,0,28,3
"60QJ000704",110,48,34,4,0,0,0,0,0,0,24,0
"60QJ000705",124,47,31,6,0,0,0,0,0,0,36,4
"60QJ000706",59,28,14,3,0,0,0,0,0,0,12,2
"60QJ000707",91,41,25,2,0,0,0,1,0,1,17,4
"60QJ000708",122,36,26,0,0,0,0,1,0,2,53,4
"60QJ000709",117,43,16,7,0,0,0,3,0,0,42,6
"60QJ000710",99,37,15,4,0,0,0,0,0,0,41,2
"60QJ000711",124,46,21,5,0,1,0,0,0,0,48,3
"60QJ000712",84,40,20,3,0,0,0,0,0,0,18,3
"60QJ000713",158,39,34,14,0,0,0,5,0,0,65,1
"60QJ000714",80,36,14,7,0,0,0,0,0,0,18,5
"60QJ000715",71,27,25,3,0,0,0,0,0,0,15,1
"60QJ000716",93,41,27,5,0,0,0,0,0,0,13,7
"60QJ000717",70,35,20,3,0,0,0,1,0,0,9,2
"60QJ000718",95,30,13,8,0,0,0,4,0,0,33,7
"60QJ000719",80,36,22,9,0,0,0,0,0,0,8,5
"60QJ000720",139,63,39,5,0,0,0,1,0,0,29,2
"60QJ000721",82,37,26,8,0,0,0,0,0,0,9,2
"60QJ000722",73,39,11,0,0,0,0,3,0,0,17,3
"60QJ000723",69,27,17,4,0,0,0,0,0,0,21,0
"60QJ000724",150,79,29,3,0,0,0,0,0,0,26,13
"60QJ000725",84,24,31,4,0,0,0,0,0,0,19,6
"60QJ000726",121,39,9,7,0,0,0,0,0,2,49,15
"60QJ000727",94,33,14,4,0,0,0,0,0,0,38,5
"60QJ000728",102,41,15,9,0,0,0,0,0,0,28,9
"60QJ000729",63,18,13,3,0,0,0,3,0,0,22,4
"60QJ000730",126,42,28,2,0,0,1,0,0,0,42,11
"60QJ000731",106,47,16,3,0,0,0,0,0,0,34,6
"60QJ000732",156,50,24,4,0,0,0,0,0,1,55,22
"60QJ000733",135,29,22,16,0,0,0,3,0,0,51,14
"60QJ000734",92,40,11,3,0,0,0,0,0,0,32,6
"60QJ000735",105,33,25,5,0,0,0,0,0,0,34,8
"60QJ000736",117,34,40,3,0,0,0,0,0,0,36,4
"60QJ000737",170,49,46,11,0,0,0,0,1,0,53,10
"60QJ000738",122,35,36,8,0,0,0,0,0,1,38,4
"60QJ000739",101,35,11,4,0,0,0,0,0,0,37,14
"60QJ000740",120,49,27,4,0,0,0,1,0,0,37,2
"60QJ000741",131,66,18,5,0,0,0,0,0,0,30,12
"60QJ000742",141,77,35,8,0,0,0,0,0,0,17,4
"60QJ000743",158,63,32,3,0,0,0,0,0,0,51,9
"60QJ000744",70,19,8,0,0,0,0,0,0,1,25,17
"60QJ000745",57,26,8,1,0,0,0,0,0,0,18,4
"60QJ000746",120,48,22,2,0,0,0,4,0,0,33,11
"60QJ000747",179,48,20,5,0,1,0,0,0,1,70,34
"60QJ000748",100,20,13,1,0,0,0,0,0,1,54,11
"60QJ000749",110,24,23,2,0,0,0,0,0,0,44,17
"60QJ000750",174,59,49,6,0,0,0,2,0,0,50,8
"60QJ000751",154,42,41,4,0,0,0,0,0,0,55,12
"60QJ000752",110,39,18,6,0,0,0,0,0,0,41,6
"60QJ000753",107,34,30,5,0,0,0,1,0,0,31,6
"60QJ000754",91,29,29,5,0,0,1,1,0,0,19,7
"60QJ000755",163,38,32,5,0,0,0,0,0,0,69,19
"60QJ000756",87,50,16,0,0,0,0,0,0,0,17,4
"60QJ000757",105,36,32,8,0,0,0,0,0,0,24,5
"60QJ000758",130,44,19,5,0,0,0,0,0,0,53,9
"60QJ000759",91,34,25,4,0,0,0,0,0,0,24,4
"60QJ000760",183,54,44,2,0,0,0,0,0,0,74,9
"60QJ000761",137,50,24,11,0,0,0,0,0,0,37,15
"60QJ000762",181,67,35,8,0,0,0,0,0,0,47,24
"60QJ000763",166,55,47,3,0,0,0,0,0,0,48,13
"60QJ000764",186,64,30,8,0,0,0,0,1,4,68,11
"60QJ000765",198,59,43,5,0,0,0,1,0,1,74,15
"60QJ000766",89,33,28,3,0,0,0,0,0,0,21,4
"60QJ000767",149,53,28,6,0,0,0,0,0,0,58,4
"60QJ000768",100,38,16,6,0,0,0,0,0,0,29,11
"60QJ000769",129,57,32,5,0,0,0,0,0,0,31,4
"60QJ000770",118,28,29,1,0,0,0,0,0,0,49,11
"60QJ000771",118,50,23,4,0,0,0,0,0,0,28,13
"60QJ000772",127,41,26,3,0,0,0,0,0,0,56,1
"60QJ000773",112,47,19,4,0,0,0,0,0,0,36,6
"60QJ000774",96,27,22,10,0,0,0,1,0,0,35,1
"60QJ000775",136,39,28,3,0,0,1,0,0,0,47,18
"60QJ000776",153,58,25,2,0,0,0,0,0,0,57,11
"60QJ000777",163,23,19,1,0,0,0,0,0,0,93,27
"60QJ000778",89,27,19,4,0,0,0,0,0,0,24,15
"60QJ000779",175,41,29,11,0,0,0,0,0,1,61,32
"60QJ000780",96,26,14,1,0,0,0,4,0,0,36,15
"60QJ000781",176,62,38,5,0,0,0,5,0,0,53,13
"60QJ000782",99,47,22,2,0,1,0,0,0,0,25,2
"60QJ000783",114,30,28,8,0,0,0,0,0,2,33,13
"60QJ000784",84,24,20,5,0,0,0,0,0,0,29,6
"60QJ000785",117,26,24,4,0,0,0,0,0,0,55,8
"60QJ000786",135,53,34,4,0,0,0,0,0,0,40,4
"60QJ000787",95,31,24,6,0,0,0,0,0,0,26,8
"60QJ000788",128,62,22,3,0,0,0,0,0,0,37,4
"60QJ000789",178,36,23,2,0,0,0,1,0,0,89,27
"60QJ000790",155,22,30,14,1,0,0,1,0,1,67,19
"60QJ000791",54,12,12,0,0,0,0,0,0,1,24,5
"60QJ000792",119,40,18,6,0,0,0,4,0,0,50,1
"60QJ000793",119,38,14,8,0,0,0,0,0,0,53,6
"60QJ000794",91,37,14,5,0,0,1,0,0,0,22,12
"60QJ000795",131,52,29,1,0,0,0,0,0,0,43,6
"60QJ000796",162,56,23,12,0,0,0,0,0,2,59,10
"60QJ000797",105,47,27,1,0,0,0,0,0,0,30,0
"60QJ000798",135,38,24,10,0,0,0,4,0,1,56,2
"60QJ000799",105,38,17,9,1,0,0,0,0,3,31,6
"60QJ000800",157,67,25,11,0,0,0,0,0,0,51,3
"60QJ000801",177,69,22,14,0,0,0,0,0,0,61,11
"60QJ000802",144,53,20,19,0,0,0,0,0,0,45,7
"60QJ000803",154,60,39,6,0,0,0,0,0,0,35,14
"60QJ000804",85,40,17,9,0,0,0,0,0,0,16,3
"60QJ000805",165,95,9,14,0,1,0,4,0,1,38,3
"60QJ000806",127,45,25,5,1,0,0,6,1,0,39,5
"60QJ000807",124,56,15,10,0,0,0,15,0,0,25,3
"60QJ000808",105,70,12,4,0,0,0,6,0,0,9,4
"60QJ000809",114,54,10,11,0,0,0,17,0,0,21,1
"60QJ000810",210,93,32,7,1,0,0,28,0,2,45,2
"60QJ000811",131,68,23,11,0,0,0,0,4,0,20,5
"60QJ000812",129,65,17,15,1,0,0,6,0,1,22,2
"60QJ000813",195,83,25,7,0,0,0,43,0,0,32,5
"60QJ000814",169,83,18,10,0,0,0,14,0,2,38,4
"60QJ000815",148,66,15,13,0,0,1,13,0,0,33,7
"60QJ000816",181,102,11,16,0,4,0,0,8,0,31,9
"60QJ000817",142,89,6,9,0,0,0,0,0,0,33,5
"60QJ000818",100,58,17,10,0,0,0,0,0,0,13,2
"60QJ000819",194,105,14,20,0,0,0,0,0,0,47,8
"60QJ000820",113,47,16,20,1,0,0,0,0,0,26,3
"60QJ000821",88,54,8,15,0,0,0,0,0,0,9,2
"60QJ000822",122,51,15,10,2,0,0,3,0,6,34,1
"60QJ000823",139,67,15,9,0,0,0,0,0,2,41,5
"60QJ000824",141,73,12,11,0,0,0,0,0,0,42,3
"60QJ000825",68,37,9,2,0,0,0,0,0,0,19,1
"60QJ000826",98,66,11,6,0,0,0,0,0,2,10,3
"60QJ000827",112,51,16,5,0,0,0,0,0,0,36,4
"60QJ000828",69,35,7,8,0,1,0,0,0,0,18,0
"60QJ000829",96,53,10,9,0,0,0,0,0,0,17,7
"60QJ000830",75,30,9,9,0,0,1,0,0,0,26,0
"60QJ000831",120,63,14,6,1,0,0,0,0,0,31,5
"60QJ000832",94,37,12,13,0,0,0,0,0,0,28,4
"60QJ000833",118,38,23,14,0,0,0,0,0,0,36,7
"60QJ000834",92,56,10,4,0,0,0,0,0,0,20,2
"60QJ000835",73,33,10,3,0,0,0,0,0,2,20,5
"60QJ000836",120,61,12,11,0,0,0,0,0,0,34,2
"60QJ000837",57,30,4,4,0,0,0,0,0,1,18,0
"60QJ000838",76,30,9,9,0,0,0,0,0,0,19,9
"60QJ000839",84,31,12,5,0,0,0,0,0,0,33,3
"60QJ000840",72,35,11,4,0,0,0,0,0,0,17,5
"60QJ000841",113,46,12,11,0,0,0,0,0,0,38,6
"60QJ000842",91,39,10,8,0,0,0,4,0,1,22,7
"60QJ000843",119,50,13,12,0,0,0,1,0,0,36,7
"60QJ000844",166,67,13,14,0,0,0,0,0,0,65,7
"60QJ000845",144,73,16,16,0,0,0,0,0,0,38,1
"60QJ000846",161,78,17,9,1,1,0,0,0,0,49,6
"60QJ000847",131,57,10,15,0,0,2,0,0,0,40,7
"60QJ000848",142,64,12,9,0,0,0,4,0,1,46,6
"60QJ000849",133,51,10,25,0,0,0,0,1,0,43,3
"60QJ000850",112,58,8,3,0,0,0,0,0,0,39,4
"60QJ000851",137,55,15,14,0,3,0,4,0,0,42,4
"60QJ000852",172,74,18,13,0,0,0,0,0,0,56,11
"60QJ000853",109,58,11,10,0,0,0,0,0,0,26,4
"60QJ000854",128,72,8,18,0,0,0,1,0,0,28,1
"60QJ000855",136,73,8,14,0,0,0,3,1,0,35,2
"60QJ000856",110,60,8,5,0,0,0,0,0,1,22,14
"60QJ000857",96,54,12,8,0,0,0,0,0,0,19,3
"60QJ000858",52,34,7,0,0,0,0,0,0,0,11,0
"60QJ000859",105,58,17,7,1,0,0,0,0,0,16,6
"60QJ000860",134,81,8,7,0,0,0,0,0,0,29,9
"60QJ000861",76,37,6,7,0,0,0,0,0,1,24,1
"60QJ000862",70,25,9,5,0,0,0,0,0,0,26,5
"60QJ000863",97,42,10,2,0,0,0,6,0,0,30,7
"60QJ000864",169,79,21,9,0,0,0,0,0,3,52,5
"60QJ000865",88,47,6,7,0,0,0,0,0,0,24,4
"60QJ000866",105,61,6,12,0,0,0,1,0,0,18,7
"60QJ000867",87,57,6,6,0,0,0,0,0,0,14,4
"60QJ000868",115,55,19,4,0,0,0,0,8,0,27,2
"60QJ000869",153,82,20,9,0,4,0,0,0,1,35,2
"60QJ000870",103,53,3,12,0,0,0,0,0,0,32,3
"60QJ000871",102,60,8,6,0,0,0,2,0,0,25,1
"60QJ000872",107,61,6,9,0,0,0,0,0,1,29,1
"60QJ000873",93,52,11,6,0,0,0,0,0,1,22,1
"60QJ000874",123,60,11,7,1,0,0,0,0,1,32,11
"60QJ000875",147,90,12,24,1,0,0,0,0,0,15,5
"60QJ000876",72,42,3,9,0,0,0,0,0,0,18,0
"60QJ000877",132,68,11,15,0,0,0,7,4,0,26,1
"60QJ000878",122,71,8,8,0,0,0,0,0,0,30,5
"60QJ000879",103,68,9,6,0,0,0,0,0,0,19,1
"60QJ000880",123,65,28,3,0,0,0,0,0,1,21,5
"60QJ000881",131,68,17,10,0,0,0,0,0,0,28,8
"60QJ000882",128,71,10,11,0,0,0,0,4,0,30,2
"60QJ000883",107,55,17,5,0,0,0,0,0,0,29,1
"60QJ000884",108,65,8,13,0,0,0,0,0,0,14,8
"60QJ000885",179,79,23,21,0,2,0,9,0,1,28,16
"60QJ000886",161,67,38,4,1,0,0,6,0,0,42,3
"60QJ000887",133,61,22,14,0,1,0,0,0,0,31,4
"60QJ000888",68,39,3,4,0,0,0,0,0,1,20,1
"60QJ000889",133,82,14,10,0,0,0,0,0,0,21,6
"60QJ000890",105,61,5,8,0,0,0,0,0,2,26,3
"60QJ000891",57,37,5,2,0,0,0,0,0,0,12,1
"60QJ000892",155,80,20,13,0,0,0,8,0,0,32,2
"60QJ000893",122,59,18,17,0,0,0,0,0,0,23,5
"60QJ000894",71,42,11,5,0,0,0,0,0,1,12,0
"60QJ000895",118,54,11,4,0,0,0,3,0,0,44,2
"60QJ000896",75,41,14,5,0,0,0,0,0,0,10,5
"60QJ000897",62,40,10,4,0,0,0,0,0,0,6,2
"60QJ000898",142,78,22,8,0,0,0,1,0,0,27,6
"60QJ000899",163,98,21,13,0,0,0,0,0,0,28,3
"60QJ000900",119,48,23,14,0,1,0,5,0,1,24,3
"60QJ000901",124,56,13,4,0,0,0,4,0,0,41,6
"60QJ000902",143,87,9,17,1,0,0,0,0,0,28,1
"60QJ000903",229,114,27,17,1,6,0,6,0,0,58,0
"60QJ000904",170,89,17,10,0,0,0,0,0,0,45,9
"60QJ000905",117,69,17,6,0,3,0,0,0,0,20,2
"60QJ000906",133,60,15,22,0,0,0,0,8,0,23,5
"60QJ000907",112,59,14,3,0,0,0,0,0,2,32,2
"60QJ000908",107,51,9,4,0,0,0,0,0,2,40,1
"60QJ000909",123,59,22,8,0,0,0,0,0,0,30,4
"60QJ000910",165,93,27,7,0,2,0,0,4,0,25,7
"60QJ000911",54,30,4,2,0,0,0,0,0,0,16,2
"60QJ000912",132,75,15,20,0,0,0,0,0,0,19,3
"60QJ000913",150,61,25,11,0,0,0,0,0,0,31,22
"60QJ000914",119,68,16,5,0,0,0,0,0,0,25,5
"60QJ000915",107,51,21,1,0,0,0,0,0,0,21,13
"60QJ000916",133,66,19,23,0,0,0,0,0,0,22,3
"60QJ000917",166,72,28,8,1,0,0,0,0,0,43,14
"60QJ000918",155,84,21,9,0,0,0,0,0,1,38,2
"60QJ000919",144,69,9,17,0,0,0,0,0,4,39,6
"60QJ000920",81,24,19,1,0,0,0,0,0,0,30,7
"60QJ000921",148,64,22,9,0,0,0,6,0,0,42,5
"60QJ000922",73,28,19,4,0,0,0,0,0,0,19,3
"60QJ000923",52,20,9,3,0,0,0,0,0,0,16,4
"60QJ000924",107,45,22,1,0,0,0,0,0,0,34,5
"60QJ000925",81,35,19,5,0,0,0,5,0,0,14,3
"60QJ000926",122,33,20,1,0,0,0,0,0,0,54,14
"60QJ000927",92,43,29,1,0,0,0,0,0,0,12,7
"60QJ000928",100,38,14,9,0,0,0,0,0,0,29,10
"60QJ000929",165,61,42,8,1,0,0,0,0,0,47,6
"60QJ000930",135,27,26,11,0,0,0,2,0,0,62,7
"60QJ000931",105,21,17,10,0,0,0,0,0,0,44,13
"60QJ000932",81,17,12,7,0,0,0,0,0,0,36,9
"60QJ000933",77,12,11,3,0,0,0,0,0,0,45,6
"60QJ000934",93,33,14,2,1,0,0,0,0,1,32,10
"60QJ000935",129,16,18,15,0,0,0,1,0,2,64,13
"60QJ000936",83,28,16,5,0,0,0,0,0,1,16,17
"60QJ000937",69,14,17,3,0,0,0,0,0,0,24,11
"60QJ000938",124,47,23,3,0,0,0,0,4,1,34,12
"60QJ000939",106,57,16,10,0,0,0,0,0,0,19,4
"60QJ000940",61,26,6,2,0,0,0,4,0,0,20,3
"60QJ000941",104,40,22,14,0,0,0,0,0,0,26,2
"60QJ000942",96,26,13,3,0,0,0,0,0,0,48,6
"60QJ000943",56,16,2,1,0,0,0,1,0,0,30,6
"60QJ000944",55,15,15,2,0,0,0,0,0,0,22,1
"60QJ000945",117,33,15,5,0,0,0,0,0,3,49,12
"60QJ000946",83,22,13,6,0,0,0,0,0,0,35,7
"60QJ000947",68,35,4,8,0,0,0,2,0,0,19,0
"60QJ000948",106,51,14,4,1,0,0,3,0,0,33,0
"60QJ000949",77,44,10,8,0,0,0,0,0,0,9,6
"60QJ000950",114,49,9,6,0,0,0,0,0,1,45,4
"60QJ000951",65,30,8,6,0,0,0,0,1,1,18,1
"60QJ000952",109,44,2,13,0,0,0,0,0,0,42,8
"60QJ000953",85,27,11,5,0,0,0,0,0,3,37,2
"60QJ000954",98,50,25,5,0,0,0,0,0,0,17,1
"60QJ000955",164,77,31,11,2,0,0,0,0,1,32,10
"60QJ000956",92,45,18,0,0,0,0,0,0,1,20,8
"60QJ000957",162,70,32,8,0,0,0,0,0,0,43,9
"60QJ000958",72,46,7,2,0,0,0,0,0,1,12,4
"60QJ000959",111,59,13,6,0,0,0,0,0,0,27,6
"60QJ000960",87,40,10,6,0,0,0,0,0,0,31,0
"60QJ000961",74,30,12,11,0,0,0,0,2,0,18,1
"60QJ000962",51,10,8,5,0,0,0,0,0,0,27,1
"60QJ000963",81,19,16,3,0,0,1,1,0,1,36,4
"60QJ000964",71,20,14,10,1,0,0,0,0,6,17,3
"60QJ000965",227,40,33,35,1,1,0,6,0,19,80,12
"60QJ000966",84,32,36,5,0,0,0,1,0,1,9,0
"60QJ000967",134,34,53,0,0,0,0,3,0,0,42,2
"60QJ000968",107,34,41,5,0,0,0,0,0,0,24,3
"60QJ000969",90,47,9,2,0,1,0,0,1,0,27,3
"60QJ000970",87,34,31,1,0,0,1,0,0,0,17,3
"60QJ000971",59,8,5,11,0,0,0,0,0,1,29,5
"60QJ000972",56,9,6,3,0,0,0,22,1,0,13,2
"60QJ000973",88,25,21,1,0,0,0,0,0,0,37,4
"60QJ000974",81,13,10,11,1,1,0,1,0,7,28,9
"60QJ000975",94,24,27,13,0,0,0,1,0,0,23,6
"60QJ000976",121,32,52,10,0,0,1,0,0,1,25,0
"60QJ000977",67,34,20,3,0,0,0,0,0,2,6,2
"60QJ000978",54,9,13,4,0,0,0,0,0,0,28,0
"60QJ000979",90,31,22,1,1,0,0,0,0,0,25,10
"60QJ000980",86,13,23,6,0,0,0,0,0,1,43,0
"60QJ000981",76,21,15,4,0,0,0,0,0,1,29,6
"60QJ000982",83,28,13,4,0,0,0,0,0,0,32,6
"60QJ000983",99,35,34,5,0,4,0,4,0,0,16,1
"60QJ000984",63,19,10,4,0,0,0,12,0,0,11,7
"60QJ000985",59,13,20,2,1,0,0,0,0,2,13,8
"60QJ000986",77,21,17,3,0,0,0,0,0,0,26,10
"60QJ000987",122,47,40,3,0,0,0,0,0,0,23,9
"60QJ000988",77,29,25,11,0,0,0,0,0,0,11,1
"60QJ000989",80,18,8,17,0,0,0,1,0,0,33,3
"60QJ000990",53,19,15,1,0,0,0,0,0,0,15,3
"60QJ000991",62,20,21,1,0,0,0,0,0,0,19,1
"60QJ000992",79,39,18,4,0,0,0,0,0,0,13,5
"60QJ000993",102,46,25,4,0,2,0,3,0,0,18,4
"60QJ000994",62,33,14,4,0,0,0,0,0,1,6,4
"60QJ000995",87,30,21,5,0,0,0,4,0,0,26,1
"60QJ000996",210,43,43,25,1,1,0,21,0,2,68,6
"60QJ000997",78,21,25,7,0,0,0,1,0,1,23,0
"60QJ000998",62,26,17,5,0,0,0,0,0,0,7,7
"60QJ000999",93,13,17,28,1,0,0,0,0,0,26,8
"60QJ001000",88,14,7,9,0,2,0,7,0,3,25,21
"60QJ001001",53,9,4,14,0,0,0,5,0,0,16,5
"60QJ001002",76,17,28,4,0,0,0,7,0,0,20,0
"60QJ001003",74,25,17,1,0,0,0,0,0,0,25,6
"60QJ001004",64,23,9,3,0,0,0,0,0,0,24,5
"60QJ001005",309,142,48,17,0,5,0,0,0,1,79,17
"60QJ001006",96,25,27,5,0,0,0,0,0,0,30,9
"60QJ001007",66,11,22,0,0,0,0,0,0,0,33,0
"60QJ001008",101,62,12,4,0,0,0,0,0,0,19,4
"60QJ001009",53,25,15,3,0,0,0,0,0,0,8,2
"60QJ001010",54,15,5,2,0,0,0,5,0,0,21,6
"60QJ001011",99,37,28,3,0,0,0,0,0,0,28,3
"60QJ001012",103,46,23,1,1,0,0,0,0,0,23,9
"60QJ001013",89,24,25,5,0,0,0,0,0,1,26,8
"60QJ001014",59,12,17,3,0,0,0,0,0,1,21,5
"60QJ001015",94,17,34,1,0,0,0,0,0,1,40,1
"60QJ001016",77,20,19,2,0,0,0,0,0,0,25,11
"60QJ001017",139,27,26,13,0,0,0,0,0,0,60,13
"60QJ001018",110,30,29,1,0,0,0,0,0,0,48,2
"60QJ001019",188,73,30,7,0,0,0,0,0,1,64,13
"60QJ001020",56,23,16,0,0,0,0,4,0,0,7,6
"60QJ001021",93,14,13,5,1,1,0,7,0,0,35,17
"60QJ001022",119,26,29,3,1,0,0,3,0,0,52,5
"60QJ001023",60,7,9,1,0,1,0,0,0,0,32,10
"60QJ001024",95,16,10,11,0,0,0,5,0,2,38,13
"60QJ001025",67,17,16,5,1,0,0,0,3,1,20,4
"60QJ001026",99,28,22,6,0,0,0,0,0,0,39,4
"60QJ001027",74,11,10,12,1,0,0,1,0,9,29,1
