"output_area","ALL PEOPLE","Number Church of Scotland","Number Roman Catholic","Number Other Christian","Number Buddhist","Number Hindu","Number Jewish","Number Muslim","Number Sikh","Number Another Religion","Number None","Number Not Answered"
"60RF000370",353,165,114,18,0,0,1,0,6,0,36,13
"60RF000371",229,64,96,6,0,0,0,6,0,0,39,18
"60RF000372",91,23,23,3,0,0,0,0,0,1,29,12
"60RF000373",67,30,14,0,0,0,0,0,0,0,18,5
"60RF000374",121,38,44,9,0,0,0,8,0,0,20,2
"60RF000375",96,37,31,0,0,2,0,0,0,0,16,10
"60RF000376",75,28,14,3,0,0,0,16,0,0,8,6
"60RF000377",101,47,19,1,0,0,0,0,0,0,23,11
"60RF000378",90,42,22,5,0,0,0,0,0,0,14,7
"60RF000379",96,37,33,3,0,0,0,0,0,0,18,5
"60RF000380",101,32,39,3,0,0,0,0,0,4,17,6
"60RF000381",122,30,21,3,0,0,0,0,0,0,33,35
"60RF000382",65,26,12,0,0,0,0,0,0,0,20,7
"60RF000383",109,20,27,1,0,0,0,0,0,0,34,27
"60RF000384",111,60,29,1,0,0,0,0,0,0,20,1
"60RF000385",171,56,54,6,0,0,0,0,0,0,35,20
"60RF000386",66,20,15,1,0,0,0,0,0,0,30,0
"60RF000387",70,31,26,2,0,0,0,0,0,0,7,4
"60RF000388",57,24,16,3,0,0,0,0,0,0,4,10
"60RF000389",122,43,28,2,0,0,0,0,0,0,35,14
"60RF000390",66,22,25,0,0,0,0,0,0,0,12,7
"60RF000391",109,60,29,1,0,0,0,0,0,0,14,5
"60RF000392",127,39,47,1,0,0,0,0,0,0,22,18
"60RF000393",376,124,131,16,0,0,0,0,0,0,96,9
"60RF000394",137,50,39,2,0,0,0,1,0,0,43,2
"60RF000395",79,23,21,4,0,0,0,0,1,0,28,2
"60RF000396",145,35,45,2,0,0,0,0,0,0,44,19
"60RF000397",240,97,63,9,0,0,0,6,0,0,48,17
"60RF000398",101,30,30,0,0,0,0,0,0,0,33,8
"60RF000399",100,49,22,6,0,0,0,0,0,0,21,2
"60RF000400",148,56,47,2,0,0,0,0,0,0,40,3
"60RF000401",178,62,47,12,1,0,0,0,2,0,48,6
"60RF000402",98,30,29,0,0,0,0,0,0,0,27,12
"60RF000403",123,34,41,7,0,0,0,0,0,0,28,13
"60RF000404",90,19,36,0,0,0,0,0,0,0,18,17
"60RF000405",131,41,37,4,0,0,0,0,0,0,36,13
"60RF000406",133,50,34,3,0,0,3,0,0,1,37,5
"60RF000407",96,36,41,0,0,0,0,0,0,0,15,4
"60RF000408",97,35,32,5,0,0,0,0,0,0,24,1
"60RF000409",113,49,39,2,0,0,0,0,0,0,9,14
"60RF000410",75,24,32,0,0,0,0,0,0,0,10,9
"60RF000411",126,67,25,1,0,0,1,0,0,0,21,11
"60RF000412",69,34,22,2,0,0,0,0,0,0,10,1
"60RF000413",117,33,29,7,0,0,0,2,0,0,33,13
"60RF000414",128,54,45,1,0,0,0,0,0,0,22,6
"60RF000415",134,55,35,4,0,0,0,0,0,0,31,9
"60RF000416",168,40,72,8,0,0,1,0,0,0,38,9
"60RF000417",85,30,33,4,0,0,2,1,0,0,7,8
"60RF000418",144,47,39,0,1,0,0,12,0,1,38,6
"60RF000419",78,31,22,2,1,0,0,0,0,0,15,7
"60RF000420",110,35,30,0,0,0,0,8,0,0,17,20
"60RF000421",92,24,23,5,0,0,0,8,0,0,25,7
"60RF000422",159,57,58,5,0,0,0,0,0,0,29,10
"60RF000423",131,49,46,1,0,0,0,0,0,0,35,0
"60RF000424",102,49,34,6,0,0,0,0,0,0,7,6
"60RF000425",50,21,17,1,0,0,0,0,1,0,7,3
"60RF000426",129,64,28,5,0,0,0,0,0,0,29,3
"60RF000427",81,17,17,7,0,0,0,0,0,2,24,14
"60RF000428",74,10,34,4,0,0,0,3,0,0,9,14
"60RF000429",101,35,40,2,0,0,0,0,0,0,24,0
"60RF000430",98,45,26,3,0,0,0,0,0,1,17,6
"60RF000431",68,31,21,4,0,0,0,0,0,0,12,0
"60RF000432",80,46,17,2,0,0,0,0,0,0,14,1
"60RF000433",83,43,13,4,0,0,0,0,0,1,21,1
"60RF000434",100,50,21,2,0,0,0,0,0,0,24,3
"60RF000435",107,46,20,4,1,0,0,0,0,1,22,13
"60RF000436",78,37,11,6,0,0,0,2,0,0,18,4
"60RF000437",54,30,14,2,0,0,0,0,0,0,4,4
"60RF000438",92,45,21,0,1,0,0,0,0,0,20,5
"60RF000439",83,42,19,3,0,0,0,0,0,0,18,1
"60RF000440",97,32,46,0,0,0,0,0,0,0,17,2
"60RF000441",94,33,16,1,0,0,0,0,0,0,16,28
"60RF000442",122,36,44,5,0,0,0,0,0,1,25,11
"60RF000443",152,68,25,12,0,0,0,5,0,0,26,16
"60RF000444",128,48,40,4,0,0,1,0,5,1,28,1
"60RF000445",173,77,57,8,0,0,0,0,0,0,22,9
"60RF000446",61,23,17,5,0,0,0,0,0,0,10,6
"60RF000447",103,37,28,10,1,0,0,0,0,0,19,8
"60RF000448",56,31,10,2,0,0,0,0,0,0,9,4
"60RF000449",69,26,23,0,0,0,0,0,0,0,16,4
"60RF000450",104,29,27,0,0,0,0,0,0,0,29,19
"60RF000451",159,73,51,3,0,0,0,0,0,0,26,6
"60RF000452",104,33,42,0,0,0,0,0,0,0,22,7
"60RF000453",110,35,30,4,0,0,0,0,0,0,24,17
"60RF000454",136,79,34,3,1,0,0,0,0,0,10,9
"60RF000455",171,64,38,10,0,0,0,13,0,0,38,8
"60RF000456",166,58,41,7,0,0,0,0,0,3,51,6
"60RF000457",138,61,42,12,0,0,0,0,0,0,21,2
"60RF000458",196,67,58,13,0,0,0,9,0,0,43,6
"60RF000459",117,39,36,1,0,0,0,0,0,0,36,5
"60RF000460",127,53,39,5,0,0,0,0,0,0,25,5
"60RF000461",98,42,27,5,0,0,0,0,3,0,17,4
"60RF000462",160,36,43,11,0,0,0,1,0,0,60,9
"60RF000463",107,43,32,1,0,0,0,0,0,0,28,3
"60RF000464",132,44,37,11,0,0,0,0,0,0,39,1
"60RF000465",180,65,59,8,0,0,0,0,0,0,41,7
"60RF000466",100,24,41,14,0,0,0,0,0,0,17,4
"60RF000467",176,48,65,9,0,0,1,0,0,0,46,7
"60RF000468",163,49,71,5,0,0,0,0,0,0,23,15
"60RF000469",78,35,10,3,1,0,12,0,0,0,15,2
"60RF000470",93,48,4,4,0,0,12,0,0,2,23,0
"60RF000471",148,91,16,5,0,0,2,0,0,0,27,7
"60RF000472",139,76,9,9,0,0,0,0,0,1,41,3
"60RF000473",155,75,20,13,0,0,0,0,0,1,41,5
"60RF000474",157,73,13,25,1,0,0,0,0,1,40,4
"60RF000475",219,122,18,8,0,0,0,0,0,0,59,12
"60RF000476",81,52,0,12,0,0,0,0,0,1,10,6
"60RF000477",134,95,8,4,0,0,0,0,0,1,18,8
"60RF000478",66,40,3,2,0,0,0,0,0,0,16,5
"60RF000479",162,63,7,21,0,0,0,0,0,1,57,13
"60RF000480",62,32,3,7,0,0,0,0,0,0,17,3
"60RF000481",210,129,16,5,0,0,0,0,0,3,45,12
"60RF000482",98,70,9,4,0,0,0,0,0,0,12,3
"60RF000483",216,133,14,25,1,0,0,0,0,1,37,5
"60RF000484",145,65,29,9,0,0,0,3,0,0,31,8
"60RF000485",98,53,15,7,0,0,0,0,0,0,21,2
"60RF000486",92,32,34,1,0,0,0,1,0,0,14,10
"60RF000487",82,55,9,3,0,0,0,0,0,0,15,0
"60RF000488",116,53,5,3,0,0,0,0,0,1,25,29
"60RF000489",157,85,29,7,0,0,0,3,0,0,28,5
"60RF000490",62,42,7,1,0,0,0,0,0,0,12,0
"60RF000491",130,50,5,12,1,0,0,0,0,0,53,9
"60RF000492",77,28,10,13,0,0,0,0,0,0,20,6
"60RF000493",120,49,7,4,0,0,0,0,0,1,53,6
"60RF000494",136,76,8,7,0,0,0,0,0,0,43,2
"60RF000495",113,44,5,10,0,0,0,0,0,1,45,8
"60RF000496",114,87,5,6,0,0,0,0,0,0,16,0
"60RF000497",100,60,9,7,0,0,0,0,4,0,17,3
"60RF000498",63,25,5,13,0,1,0,0,0,0,16,3
"60RF000499",161,96,17,4,0,0,0,0,0,1,37,6
"60RF000500",127,67,10,6,0,0,0,0,0,1,25,18
"60RF000501",96,60,4,10,0,0,0,0,0,1,18,3
"60RF000502",99,53,11,7,0,0,0,0,0,0,24,4
"60RF000503",61,29,10,2,0,0,0,0,0,1,11,8
"60RF000504",109,63,18,9,1,0,0,0,0,1,15,2
"60RF000505",136,70,5,1,0,1,0,0,0,3,52,4
"60RF000506",122,98,2,5,0,0,0,0,0,1,15,1
"60RF000507",123,63,26,10,0,0,0,0,0,0,21,3
"60RF000508",120,45,10,8,0,0,0,0,0,1,16,40
"60RF000509",53,36,3,2,0,0,1,0,0,0,6,5
"60RF000510",147,82,7,2,0,0,0,0,0,0,46,10
"60RF000511",140,61,4,8,0,0,0,0,0,0,66,1
"60RF000512",352,159,74,24,1,0,1,1,0,0,67,25
"60RF000513",199,133,26,7,0,0,0,0,0,0,26,7
"60RF000514",181,130,4,5,1,0,0,0,0,0,37,4
"60RF000515",109,73,1,10,0,0,0,0,0,0,20,5
"60RF000516",144,74,8,18,0,0,0,0,0,0,40,4
"60RF000517",73,30,6,9,0,0,0,0,0,0,26,2
"60RF000518",196,77,22,18,0,0,0,0,0,3,73,3
"60RF000519",112,52,11,14,0,0,0,0,0,0,29,6
"60RF000520",212,152,3,14,0,0,0,1,0,1,34,7
"60RF000521",71,35,2,4,0,0,0,0,0,0,22,8
"60RF000522",132,64,19,4,0,0,0,0,0,1,38,6
"60RF000523",109,56,12,11,0,0,0,0,0,0,26,4
"60RF000524",156,65,18,8,0,0,0,0,0,0,43,22
"60RF000525",78,24,8,11,0,0,0,0,0,0,35,0
"60RF000526",147,70,15,13,0,0,0,0,0,0,34,15
"60RF000527",162,72,14,14,0,0,0,0,0,1,59,2
"60RF000528",181,101,11,24,1,0,0,0,0,1,40,3
"60RF000529",123,54,42,6,0,0,0,0,0,0,17,4
"60RF000530",84,51,3,11,0,0,0,0,0,0,18,1
"60RF000531",114,58,8,5,0,0,0,0,0,0,36,7
"60RF000532",70,44,7,6,0,0,0,0,0,0,10,3
"60RF000533",206,85,15,27,0,1,0,0,0,1,67,10
"60RF000534",136,78,13,9,0,0,0,0,1,0,26,9
"60RF000535",107,70,2,8,1,0,0,0,0,1,20,5
"60RF000536",116,61,9,8,0,0,0,0,0,0,37,1
"60RF000537",59,24,5,4,0,0,1,0,0,6,15,4
"60RF000538",159,59,9,17,0,0,0,0,0,2,66,6
"60RF000539",91,47,4,12,0,0,1,0,0,0,22,5
"60RF000540",83,59,5,0,0,0,0,0,0,3,15,1
"60RF000541",80,42,7,4,0,0,0,0,0,0,21,6
"60RF000542",188,96,10,4,0,0,1,0,0,2,61,14
"60RF000543",143,61,9,16,1,0,0,0,0,2,46,8
"60RF000544",188,114,5,7,0,0,0,0,0,1,38,23
"60RF000545",180,105,7,8,1,0,0,0,0,1,53,5
"60RF000546",63,40,7,8,0,0,0,0,0,0,7,1
"60RF000547",108,70,3,2,1,0,0,0,0,0,29,3
"60RF000548",123,69,4,6,0,0,0,0,0,0,37,7
"60RF000549",138,84,10,13,0,0,0,0,0,0,30,1
"60RF000550",136,76,8,12,0,0,0,0,1,0,35,4
"60RF000551",121,66,9,13,0,0,0,0,0,0,26,7
"60RF000552",152,74,7,16,0,0,0,0,0,1,47,7
"60RF000553",163,79,7,5,0,0,0,0,0,0,47,25
"60RF000554",180,99,12,12,0,0,0,0,0,0,47,10
"60RF000555",112,62,5,0,0,0,0,0,0,0,43,2
"60RF000556",95,72,4,1,0,0,0,0,0,0,17,1
"60RF000557",138,84,5,2,0,0,0,0,0,0,40,7
"60RF000558",90,59,1,3,0,0,0,0,0,0,25,2
"60RF000559",89,55,13,1,0,0,0,0,0,0,17,3
"60RF000560",91,58,2,0,0,0,0,0,0,0,25,6
"60RF000561",130,77,6,6,0,0,0,0,0,0,32,9
"60RF000562",108,63,12,1,0,0,0,0,0,0,24,8
"60RF000563",127,70,11,3,0,0,0,0,0,0,34,9
"60RF000564",184,80,9,7,0,0,0,0,0,0,79,9
"60RF000565",170,114,10,1,0,0,0,0,0,0,44,1
"60RF000566",119,81,4,4,0,0,0,0,0,0,25,5
"60RF000567",144,78,10,2,0,0,0,0,0,0,49,5
"60RF000568",145,95,3,4,0,0,0,0,0,0,40,3
"60RF000569",114,84,4,8,0,0,0,0,0,0,14,4
"60RF000570",98,64,3,0,0,0,0,0,0,0,21,10
"60RF000571",124,80,4,4,0,0,0,0,0,0,31,5
"60RF000572",119,67,14,7,0,0,0,0,0,0,26,5
"60RF000573",77,36,11,0,0,0,0,0,0,0,23,7
"60RF000574",114,49,13,1,0,0,0,0,0,0,36,15
"60RF000575",108,51,10,3,0,0,0,0,0,0,36,8
"60RF000576",84,57,4,0,0,0,0,0,0,2,20,1
"60RF000577",159,92,9,8,0,0,0,0,0,1,35,14
"60RF000578",104,63,6,6,0,0,0,0,0,3,24,2
"60RF000579",112,83,2,1,0,0,0,0,0,0,22,4
"60RF000580",139,88,10,8,0,0,0,0,0,0,29,4
"60RF000581",139,94,7,1,0,0,0,0,0,0,27,10
"60RF000582",122,87,8,3,0,0,0,0,0,0,17,7
"60RF000583",119,71,9,11,0,0,0,0,0,1,25,2
"60RF000584",101,67,7,5,0,0,0,0,0,0,22,0
"60RF000585",207,145,14,11,0,0,0,0,0,0,28,9
"60RF000586",302,105,7,86,0,0,0,0,0,0,30,74
"60RF000587",112,60,7,1,0,0,0,0,0,0,24,20
"60RF000588",96,62,1,1,0,0,0,0,0,0,19,13
"60RF000589",95,55,4,2,0,0,0,0,0,0,27,7
"60RF000590",143,85,5,5,0,0,0,0,0,0,43,5
"60RF000591",204,102,7,1,0,0,0,0,0,1,74,19
"60RF000592",151,91,12,2,0,0,0,0,0,0,28,18
"60RF000593",105,40,3,13,0,0,0,0,0,1,31,17
"60RF000594",192,122,5,7,0,0,0,1,0,0,50,7
"60RF000595",147,67,8,2,0,0,0,0,0,0,60,10
"60RF000596",136,77,7,2,0,0,0,0,0,0,44,6
"60RF000597",110,61,4,9,0,0,0,0,0,0,25,11
"60RF000598",125,93,3,0,0,0,0,0,0,0,25,4
"60RF000599",156,86,10,7,0,0,0,0,0,3,41,9
"60RF000600",87,39,2,5,1,0,0,6,0,0,30,4
"60RF000601",113,79,6,5,0,0,0,0,0,0,19,4
"60RF000602",135,61,8,3,0,0,0,2,0,0,54,7
"60RF000603",107,53,12,3,0,0,0,0,0,0,34,5
"60RF000604",142,93,19,7,0,0,0,0,0,1,15,7
"60RF000605",95,42,7,5,0,0,0,0,0,0,29,12
"60RF000606",198,92,29,10,0,0,0,1,0,0,47,19
"60RF000607",162,78,28,5,0,0,0,0,0,0,36,15
"60RF000608",134,79,6,6,0,0,1,0,0,0,36,6
"60RF000609",138,64,9,3,0,0,0,0,0,0,54,8
"60RF000610",99,47,13,2,0,0,0,0,0,0,34,3
"60RF000611",221,115,27,12,0,0,0,5,0,1,54,7
"60RF000612",132,82,10,5,0,0,0,0,0,1,32,2
"60RF000613",117,60,15,2,0,0,0,0,0,0,31,9
"60RF000614",133,60,21,12,0,0,0,0,0,1,36,3
"60RF000615",107,61,7,5,0,0,0,13,0,0,15,6
"60RF000616",121,72,16,8,0,0,0,0,0,0,23,2
"60RF000617",185,109,26,11,0,0,0,0,1,0,33,5
"60RF000618",122,60,20,8,0,0,0,0,0,1,32,1
"60RF000619",123,63,25,11,0,0,0,0,0,1,22,1
"60RF000620",144,78,30,3,0,0,0,0,0,0,24,9
"60RF000621",105,47,17,12,0,0,0,0,0,0,27,2
"60RF000622",109,64,4,8,0,0,0,0,0,0,30,3
"60RF000623",101,58,11,2,0,0,0,0,0,0,27,3
"60RF000624",85,54,7,4,0,0,0,0,0,0,18,2
"60RF000625",81,37,11,3,0,0,0,0,0,1,23,6
"60RF000626",111,55,14,5,0,0,0,0,0,0,33,4
"60RF000627",122,64,17,9,0,0,0,0,0,0,19,13
"60RF000628",139,58,19,5,0,0,0,0,0,0,46,11
"60RF000629",77,34,8,4,0,0,0,0,0,1,27,3
"60RF000630",132,74,12,5,0,0,1,0,0,0,36,4
"60RF000631",133,67,24,7,0,0,0,0,0,0,31,4
"60RF000632",167,94,20,8,0,0,1,0,0,0,41,3
"60RF000633",150,76,14,4,0,0,0,0,0,1,47,8
"60RF000634",156,92,18,3,0,0,0,0,0,1,35,7
"60RF000635",91,39,17,2,0,0,0,0,0,0,24,9
"60RF000636",156,77,31,0,0,0,0,0,0,0,39,9
"60RF000637",207,114,23,13,0,0,0,0,0,0,47,10
"60RF000638",111,53,12,7,0,0,0,0,0,1,28,10
"60RF000639",139,75,9,4,2,0,0,0,0,0,41,8
"60RF000640",118,68,23,4,0,0,0,3,0,0,19,1
"60RF000641",101,53,13,1,0,0,0,0,0,0,26,8
"60RF000642",85,53,12,0,0,0,0,0,0,0,18,2
"60RF000643",59,41,6,7,0,0,0,0,0,0,4,1
"60RF000644",138,68,36,1,0,0,0,0,0,0,27,6
"60RF000645",67,42,5,1,0,0,0,0,0,0,12,7
"60RF000646",95,35,26,6,0,0,0,0,0,0,24,4
"60RF000647",157,88,24,2,0,0,0,0,0,0,37,6
"60RF000648",91,39,31,4,0,0,0,0,0,0,15,2
"60RF000649",101,55,14,1,0,0,0,1,0,0,22,8
"60RF000650",79,44,11,2,0,0,0,0,0,0,19,3
"60RF000651",100,45,28,1,0,0,0,0,0,0,20,6
"60RF000652",157,86,25,4,0,0,0,0,0,0,37,5
"60RF000653",108,47,17,5,0,0,0,0,0,0,37,2
"60RF000654",73,35,9,2,0,0,0,0,0,0,27,0
"60RF000655",96,36,16,3,0,0,0,0,0,0,37,4
"60RF000656",91,35,16,4,0,0,0,0,0,0,32,4
"60RF000657",82,19,9,6,0,0,0,0,0,0,45,3
"60RF000658",167,96,18,11,0,0,0,0,0,0,32,10
"60RF000659",139,69,24,4,0,0,0,0,0,1,36,5
"60RF000660",209,123,21,14,0,0,0,5,0,0,42,4
"60RF000661",59,35,14,1,0,0,0,0,0,0,9,0
"60RF000662",93,48,17,2,0,0,0,0,0,2,22,2
"60RF000663",106,59,12,7,0,0,0,0,0,1,23,4
"60RF000664",102,50,22,11,0,0,0,0,0,0,17,2
"60RF000665",82,44,8,4,1,0,0,0,0,2,17,6
"60RF000666",132,63,32,4,0,0,0,0,0,2,29,2
"60RF000667",125,65,32,2,1,0,0,0,0,0,17,8
"60RF000668",121,53,27,2,0,0,0,0,0,2,30,7
"60RF000669",167,84,47,5,0,0,0,0,0,0,18,13
"60RF000670",163,85,24,11,0,0,0,0,0,3,34,6
"60RF000671",139,76,16,9,0,0,0,1,0,1,34,2
"60RF000672",175,78,27,6,0,0,0,0,0,0,55,9
"60RF000673",254,82,30,11,0,0,0,3,0,1,43,84
"60RF000674",100,61,10,7,0,0,0,0,0,0,18,4
"60RF000675",113,57,14,2,0,0,0,0,0,0,30,10
"60RF000676",88,52,12,1,0,0,0,0,0,0,13,10
"60RF000677",109,44,10,3,0,0,0,0,0,4,40,8
"60RF000678",145,85,12,8,0,0,0,0,0,0,36,4
"60RF000679",109,57,17,3,0,0,0,0,0,0,29,3
"60RF000680",158,85,14,13,0,0,0,0,0,0,44,2
"60RF000681",119,66,8,14,1,0,0,0,0,0,27,3
"60RF000682",118,86,1,7,0,0,0,0,0,0,20,4
"60RF000683",193,131,7,13,0,0,0,0,0,0,40,2
"60RF000684",111,69,10,11,0,0,0,0,0,0,17,4
"60RF000685",124,81,11,6,0,0,0,0,0,0,22,4
"60RF000686",94,50,5,3,0,0,1,0,0,0,27,8
"60RF000687",185,106,12,14,0,0,0,0,0,0,44,9
"60RF000688",147,88,10,9,0,1,0,0,0,0,36,3
"60RF000689",73,40,7,0,0,0,0,0,0,0,22,4
"60RF000690",84,49,3,3,0,0,0,0,0,0,19,10
"60RF000691",150,61,11,23,0,0,0,0,0,1,46,8
"60RF000692",108,46,19,4,0,0,0,5,0,0,29,5
"60RF000693",50,23,4,3,0,0,0,0,0,0,18,2
"60RF000694",159,72,30,7,0,0,0,0,0,1,45,4
"60RF000695",157,87,27,5,0,0,0,0,0,0,29,9
"60RF000696",152,86,17,7,0,0,0,0,0,1,37,4
"60RF000697",142,62,21,16,0,0,0,0,0,1,36,6
"60RF000698",107,64,7,13,0,0,0,0,0,0,23,0
"60RF000699",156,88,5,15,0,2,0,0,0,0,42,4
"60RF000700",158,86,16,3,0,0,0,0,0,0,40,13
"60RF000701",156,82,22,5,0,0,0,0,0,0,35,12
"60RF000702",117,64,7,10,0,0,0,0,0,0,32,4
"60RF000703",125,69,18,16,0,0,0,0,0,0,12,10
"60RF000704",112,56,16,12,0,0,0,0,0,2,24,2
"60RF000705",69,48,5,8,0,0,0,0,0,0,5,3
"60RF000706",151,102,7,3,0,0,0,0,0,0,32,7
"60RF000707",145,72,28,4,2,0,0,0,0,1,37,1
"60RF000708",75,43,6,2,0,0,0,0,0,0,21,3
"60RF000709",150,74,10,20,0,0,0,0,0,0,43,3
"60RF000710",150,82,15,5,0,0,0,0,0,0,43,5
"60RF000711",97,45,15,2,0,0,0,0,0,0,34,1
"60RF000712",161,83,23,7,0,0,0,0,0,1,40,7
"60RF000713",123,47,9,18,0,0,0,0,0,2,35,12
"60RF000714",161,112,18,4,0,0,0,0,0,1,21,5
"60RF000715",157,79,10,12,1,0,0,1,0,1,50,3
"60RF000716",63,25,1,12,0,0,0,0,0,0,24,1
"60RF000717",138,78,16,3,1,0,0,0,0,0,35,5
"60RF000718",140,61,15,0,0,0,0,0,0,0,51,13
"60RF000719",149,84,8,6,0,0,0,0,0,0,42,9
"60RF000720",75,38,4,13,1,0,1,0,0,0,15,3
"60RF000721",55,23,10,5,0,0,0,0,0,0,15,2
"60RF000722",168,116,7,4,0,0,0,0,0,3,37,1
"60RF000723",148,49,13,6,0,0,0,0,0,1,50,29
"60RF000724",172,97,14,8,0,0,0,0,0,0,37,16
"60RF000725",117,65,9,10,0,0,0,0,0,0,33,0
"60RF000726",128,72,2,3,1,0,0,0,0,0,43,7
"60RF000727",169,94,13,12,0,0,0,0,1,1,39,9
"60RF000728",123,66,12,20,0,0,0,0,0,0,20,5
"60RF000729",223,122,36,11,0,0,0,0,0,0,49,5
"60RF000730",158,82,13,22,0,0,0,0,0,1,36,4
"60RF000731",126,85,3,6,0,0,0,0,0,0,20,12
"60RF000732",119,63,10,12,0,0,0,0,0,0,24,10
"60RF000733",198,106,9,11,0,0,0,0,0,2,56,14
"60RF000734",166,103,10,11,0,0,0,0,0,0,33,9
"60RF000735",121,91,1,1,0,0,0,0,0,0,21,7
"60RF000736",145,84,10,13,0,0,0,0,0,0,26,12
"60RF000737",143,90,7,1,0,0,0,0,0,0,30,15
"60RF000738",198,135,13,15,0,0,0,0,0,1,28,6
"60RF000739",143,97,10,11,0,0,0,0,0,0,21,4
"60RF000740",104,73,6,2,0,0,0,0,0,2,12,9
"60RF000741",108,64,16,2,0,0,0,0,0,0,19,7
"60RF000742",106,68,8,2,0,0,0,0,0,1,26,1
"60RF000743",125,80,9,2,0,0,0,0,0,1,30,3
"60RF000744",119,73,9,11,0,0,0,0,0,0,21,5
"60RF000745",81,60,1,3,0,0,0,0,0,1,11,5
"60RF000746",176,94,9,10,0,0,0,0,0,2,47,14
"60RF000747",98,54,7,10,1,0,0,0,0,0,23,3
"60RF000748",122,83,2,10,0,0,0,0,0,0,22,5
"60RF000749",135,84,8,0,0,0,1,0,0,0,33,9
"60RF000750",156,83,19,8,0,0,0,0,1,0,36,9
"60RF000751",148,76,13,11,0,0,0,0,0,0,41,7
"60RF000752",114,59,7,4,0,0,0,0,0,0,33,11
"60RF000753",142,54,0,13,0,0,0,0,0,0,57,18
"60RF000754",125,84,6,6,0,0,0,0,3,0,21,5
"60RF000755",125,75,11,3,0,0,0,1,0,0,30,5
"60RF000756",116,47,8,19,1,0,0,0,0,0,33,8
"60RF000757",118,78,6,5,0,0,0,0,0,0,27,2
"60RF000758",151,99,9,3,0,0,0,0,0,0,32,8
"60RF000759",108,63,9,7,0,0,0,0,0,0,24,5
"60RF000760",153,105,9,0,0,0,0,0,0,0,33,6
"60RF000761",161,102,11,5,0,0,0,0,0,0,37,6
"60RF000762",117,92,2,0,0,0,0,0,0,0,22,1
"60RF000763",130,88,2,0,0,0,0,5,0,0,31,4
"60RF000764",122,81,13,5,0,0,0,0,0,0,17,6
"60RF000765",87,54,4,1,0,0,0,0,0,0,27,1
"60RF000766",64,37,7,3,0,0,0,0,0,0,13,4
"60RF000767",111,51,3,1,0,0,0,0,0,0,37,19
"60RF000768",93,57,10,5,0,0,0,0,0,0,12,9
"60RF000769",93,59,2,6,0,0,0,0,0,0,21,5
"60RF000770",101,43,10,6,0,0,0,0,0,0,34,8
"60RF000771",176,124,1,14,0,0,0,0,0,0,36,1
"60RF000772",153,112,7,0,0,0,0,0,0,0,32,2
"60RF000773",164,84,5,12,0,0,0,0,0,2,50,11
"60RF000774",226,133,30,5,0,0,0,0,0,0,53,5
"60RF000775",157,81,18,2,0,0,0,0,0,1,45,10
"60RF000776",237,117,26,22,0,0,0,1,0,1,60,10
"60RF000777",166,107,13,9,0,0,0,0,0,0,33,4
"60RF000778",199,98,11,17,0,0,0,0,0,0,63,10
"60RF000779",116,74,6,13,0,0,0,0,0,2,19,2
"60RF000780",126,68,16,10,0,0,0,0,0,0,27,5
"60RF000781",159,119,2,11,0,0,0,0,0,1,10,16
"60RF000782",69,33,2,4,0,0,0,0,0,0,22,8
"60RF000783",100,46,4,13,0,0,0,0,0,0,22,15
"60RF000784",100,58,6,1,0,0,0,0,0,0,31,4
"60RF000785",100,65,4,3,0,0,0,0,0,0,22,6
"60RF000786",103,70,9,0,0,0,0,0,0,0,18,6
"60RF000787",150,96,7,11,0,0,0,0,0,0,34,2
"60RF000788",101,64,13,4,0,0,0,0,0,0,12,8
"60RF000789",154,84,19,13,0,0,0,0,0,0,32,6
"60RF000790",115,70,8,8,0,0,0,0,0,0,17,12
"60RF000791",100,62,9,8,0,0,0,0,0,0,18,3
"60RF000792",161,101,11,8,0,0,0,0,0,0,35,6
"60RF000793",105,65,11,4,0,0,0,0,0,0,17,8
"60RF000794",83,52,6,2,0,0,0,0,0,0,20,3
"60RF000795",127,70,15,5,0,0,0,0,0,0,24,13
"60RF000796",78,42,6,7,0,0,0,0,0,0,14,9
"60RF000797",192,111,18,12,0,0,0,0,0,0,27,24
"60RF000798",151,84,22,0,0,0,0,0,0,0,35,10
"60RF000799",62,45,1,3,0,0,0,0,0,0,9,4
"60RF000800",171,91,11,12,0,0,0,0,0,0,45,12
"60RF000801",207,123,18,8,0,0,0,0,0,0,46,12
"60RF000802",130,71,14,5,0,0,0,0,0,0,30,10
"60RF000803",189,87,20,7,0,0,0,0,0,1,60,14
"60RF000804",113,59,12,1,0,0,0,0,0,0,35,6
"60RF000805",101,59,11,9,0,0,0,0,0,0,19,3
"60RF000806",178,108,8,9,0,0,0,0,0,2,41,10
"60RF000807",175,81,10,20,0,1,0,0,0,1,40,22
"60RF000808",158,96,11,0,0,0,0,0,0,0,32,19
"60RF000809",174,86,14,6,0,0,0,0,0,0,44,24
"60RF000810",65,32,5,4,0,0,0,0,0,0,20,4
"60RF000811",62,49,3,3,0,0,0,0,0,0,3,4
"60RF000812",93,54,15,13,0,0,0,0,0,0,5,6
"60RF000813",176,102,16,4,0,0,0,0,0,1,31,22
"60RF000814",117,74,6,12,0,0,0,0,0,0,20,5
"60RF000815",142,67,11,18,0,0,0,0,0,0,32,14
"60RF000816",119,66,8,12,0,0,0,2,0,0,25,6
"60RF000817",118,47,23,4,0,0,0,0,0,0,35,9
