"output_area","ALL PEOPLE","No qualifications or qualifications outwith these groups","Group 1","Group 2","Group 3","Group 4"
"60QS005114",129,32,39,22,14,22
"60QS005115",121,16,40,15,11,39
"60QS005116",126,18,41,23,14,30
"60QS005117",104,26,26,16,16,20
"60QS005118",65,12,20,11,3,19
"60QS005119",84,55,15,5,3,6
"60QS005120",85,46,8,24,1,6
"60QS005121",108,37,33,12,7,19
"60QS005122",50,17,16,8,3,6
"60QS005123",71,32,19,10,7,3
"60QS005124",65,18,7,15,7,18
"60QS005125",71,18,17,11,9,16
"60QS005126",106,32,16,25,6,27
"60QS005127",81,18,13,15,9,26
"60QS005128",155,40,32,38,18,27
"60QS005129",123,29,18,26,10,40
"60QS005130",102,4,9,26,5,58
"60QS005131",66,8,5,22,3,28
"60QS005132",77,48,20,7,2,0
"60QS005133",47,35,4,3,4,1
"60QS005134",52,41,7,3,1,0
"60QS005135",81,45,17,10,2,7
"60QS005136",54,41,7,3,1,2
"60QS005137",39,23,10,5,1,0
"60QS005138",82,34,26,4,9,9
"60QS005139",93,23,31,16,12,11
"60QS005140",129,9,9,26,19,66
"60QS005141",49,7,4,7,15,16
"60QS005142",91,3,5,13,4,66
"60QS005143",101,29,26,26,4,16
"60QS005144",74,23,16,9,8,18
"60QS005145",85,53,14,7,4,7
"60QS005146",48,6,4,13,5,20
"60QS005147",69,19,21,13,8,8
"60QS005148",72,44,20,3,2,3
"60QS005149",151,62,24,30,13,22
"60QS005150",219,52,68,46,15,38
"60QS005151",138,37,48,23,12,18
"60QS005152",108,38,23,21,9,17
"60QS005153",78,46,19,8,2,3
"60QS005154",68,11,23,14,10,10
"60QS005155",93,25,24,21,12,11
"60QS005156",165,54,37,28,15,31
"60QS005157",105,28,30,26,11,10
"60QS005158",307,48,21,180,14,44
"60QS005159",91,2,8,18,8,55
"60QS005160",110,33,17,13,10,37
"60QS005161",57,15,6,7,7,22
"60QS005162",56,13,9,8,2,24
"60QS005163",77,6,2,14,8,47
"60QT000001",82,13,18,15,1,35
"60QT000002",128,44,30,15,5,34
"60QT000003",72,14,22,11,2,23
"60QT000004",61,19,14,9,9,10
"60QT000005",43,9,11,9,4,10
"60QT000006",86,19,21,12,6,28
"60QT000007",127,45,30,21,6,25
"60QT000008",101,23,21,24,7,26
"60QT000009",136,38,30,17,16,35
"60QT000010",110,27,28,18,7,30
"60QT000011",84,23,14,11,7,29
"60QT000012",53,7,14,8,4,20
"60QT000013",100,37,26,13,3,21
"60QT000014",52,8,11,9,1,23
"60QT000015",113,19,18,23,7,46
"60QT000016",65,24,6,10,2,23
"60QT000017",109,35,27,14,6,27
"60QT000018",92,38,20,11,10,13
"60QT000019",129,36,36,15,14,28
"60QT000020",93,21,23,13,7,29
"60QT000021",70,16,20,13,4,17
"60QT000022",131,46,33,21,8,23
"60QT000023",66,21,19,9,6,11
"60QT000024",82,40,24,8,2,8
"60QT000025",97,36,24,15,9,13
"60QT000026",73,32,18,6,5,12
"60QT000027",56,22,10,7,5,12
"60QT000028",111,39,33,17,8,14
"60QT000029",118,35,38,15,8,22
"60QT000030",93,29,19,20,9,16
"60QT000031",112,35,31,15,12,19
"60QT000032",126,40,35,26,8,17
"60QT000033",107,46,17,16,13,15
"60QT000034",98,39,27,8,7,17
"60QT000035",99,34,25,10,3,27
"60QT000036",133,57,31,18,8,19
"60QT000037",99,39,26,19,4,11
"60QT000038",67,27,20,11,4,5
"60QT000039",71,36,17,6,3,9
"60QT000040",109,42,23,16,11,17
"60QT000041",75,31,18,12,4,10
"60QT000042",88,44,16,14,8,6
"60QT000043",75,43,15,11,2,4
"60QT000044",94,32,26,17,7,12
"60QT000045",77,19,8,15,11,24
"60QT000046",70,21,14,16,11,8
"60QT000047",92,36,30,8,2,16
"60QT000048",77,27,23,13,6,8
"60QT000049",57,17,16,8,8,8
"60QT000050",74,39,14,10,4,7
"60QT000051",88,46,24,8,2,8
"60QT000052",50,19,7,12,4,8
"60QT000053",114,43,35,11,7,18
"60QT000054",118,50,31,16,4,17
"60QT000055",70,30,18,8,5,9
"60QT000056",123,60,29,13,8,13
"60QT000057",109,39,24,9,10,27
"60QT000058",83,38,15,7,2,21
"60QT000059",82,41,14,8,7,12
"60QT000060",62,26,11,6,6,13
"60QT000061",80,37,17,11,2,13
"60QT000062",108,29,25,17,9,28
"60QT000063",77,21,19,15,6,16
"60QT000064",123,41,29,15,13,25
"60QT000065",105,33,23,19,8,22
"60QT000066",79,34,27,7,2,9
"60QT000067",90,37,18,17,6,12
"60QT000068",74,23,16,13,10,12
"60QT000069",107,39,23,16,12,17
"60QT000070",123,20,17,16,16,54
"60QT000071",55,23,15,4,5,8
"60QT000072",42,12,9,5,4,12
"60QT000073",70,20,22,8,8,12
"60QT000074",118,42,30,17,9,20
"60QT000075",135,36,33,22,15,29
"60QT000076",106,40,19,11,14,22
"60QT000077",98,37,23,17,5,16
"60QT000078",88,16,13,17,2,40
"60QT000079",47,15,10,6,4,12
"60QT000080",62,19,12,9,3,19
"60QT000081",63,19,14,7,4,19
"60QT000082",108,33,20,15,6,34
"60QT000083",65,13,23,7,3,19
"60QT000084",68,20,14,15,2,17
"60QT000085",98,25,24,10,5,34
"60QT000086",124,32,30,17,14,31
"60QT000087",85,16,23,13,8,25
"60QT000088",74,20,18,10,4,22
"60QT000089",192,83,42,23,2,42
"60QT000090",88,21,21,10,4,32
"60QT000091",97,13,24,23,9,28
"60QT000092",62,19,8,11,6,18
"60QT000093",58,19,12,7,3,17
"60QT000094",94,26,23,21,10,14
"60QT000095",85,23,17,14,5,26
"60QT000096",92,31,24,20,3,14
"60QT000097",122,23,31,25,11,32
"60QT000098",59,17,22,7,3,10
"60QT000099",99,29,26,9,4,31
"60QT000100",46,12,11,7,2,14
"60QT000101",106,37,30,14,9,16
"60QT000102",81,27,15,15,5,19
"60QT000103",80,32,19,8,6,15
"60QT000104",98,44,31,13,5,5
"60QT000105",101,42,25,8,4,22
"60QT000106",300,66,138,51,12,33
"60QT000107",79,30,20,7,7,15
"60QT000108",62,29,11,4,2,16
"60QT000109",60,18,14,4,3,21
"60QT000110",120,25,20,17,7,51
"60QT000111",109,28,18,21,8,34
"60QT000112",107,27,24,13,10,33
"60QT000113",89,13,23,16,5,32
"60QT000114",37,6,8,6,0,17
"60QT000115",130,32,30,20,4,44
"60QT000116",97,35,18,15,7,22
"60QT000117",129,29,20,23,7,50
"60QT000118",105,38,20,17,7,23
"60QT000119",63,10,17,23,6,7
"60QT000120",77,22,16,16,3,20
"60QT000121",106,23,26,11,4,42
"60QT000122",114,31,28,17,9,29
"60QT000123",64,16,14,15,5,14
"60QT000124",89,25,17,9,13,25
"60QT000125",115,26,23,21,10,35
"60QT000126",54,14,9,10,2,19
"60QT000127",72,23,29,11,3,6
"60QT000128",127,25,23,18,10,51
"60QT000129",84,26,15,12,6,25
"60QT000130",96,19,23,17,9,28
"60QT000131",127,45,33,19,11,19
"60QT000132",61,20,22,10,0,9
"60QT000133",76,16,18,15,3,24
"60QT000134",77,14,21,16,7,19
"60QT000135",138,33,39,20,13,33
"60QT000136",101,36,16,14,7,28
"60QT000137",48,15,8,7,1,17
"60QT000138",122,40,29,16,3,34
"60QT000139",89,32,19,13,4,21
"60QT000140",85,26,17,7,3,32
"60QT000141",100,39,19,7,6,29
"60QT000142",141,35,30,27,5,44
"60QT000143",63,19,9,8,3,24
"60QT000144",131,44,31,19,2,35
"60QT000145",40,14,7,5,3,11
"60QT000146",133,42,46,23,5,17
"60QT000147",127,27,30,23,9,38
"60QT000148",114,26,25,22,5,36
"60QT000149",42,12,10,9,1,10
"60QT000150",87,29,19,11,11,17
"60QT000151",129,39,36,14,8,32
"60QT000152",112,26,21,16,10,39
"60QT000153",54,26,14,6,3,5
"60QT000154",73,30,26,8,4,5
"60QT000155",84,28,15,13,2,26
"60QT000156",121,50,37,20,8,6
"60QT000157",109,38,26,18,5,22
"60QT000158",116,24,21,11,9,51
"60QT000159",113,28,22,23,6,34
"60QT000160",62,21,11,6,7,17
"60QT000161",57,16,16,4,3,18
"60QT000162",54,18,11,10,1,14
"60QT000163",89,21,19,17,5,27
"60QT000164",43,11,11,6,3,12
"60QT000165",109,33,21,12,11,32
"60QT000166",125,36,32,18,5,34
"60QT000167",83,31,21,9,5,17
"60QT000168",107,31,21,21,5,29
"60QT000169",111,26,28,20,8,29
"60QT000170",79,27,16,16,8,12
"60QT000171",54,17,4,8,4,21
"60QT000172",128,10,41,28,13,36
"60QT000173",42,13,9,8,3,9
"60QT000174",129,33,21,15,20,40
"60QT000175",135,35,40,18,8,34
"60QT000176",66,17,19,13,5,12
"60QT000177",111,21,29,25,8,28
"60QT000178",107,30,33,14,6,24
"60QT000179",45,9,9,8,3,16
"60QT000180",95,15,20,20,11,29
"60QT000181",119,21,35,15,10,38
"60QT000182",54,17,9,6,7,15
"60QT000183",116,21,31,27,11,26
"60QT000184",115,40,31,12,6,26
"60QT000185",104,50,18,9,2,25
"60QT000186",140,38,31,24,8,39
"60QT000187",63,18,15,13,1,16
"60QT000188",52,10,18,6,6,12
"60QT000189",128,47,24,21,11,25
"60QT000190",94,27,23,12,3,29
"60QT000191",44,14,11,4,2,13
"60QT000192",76,23,14,16,7,16
"60QT000193",97,35,13,15,12,22
"60QT000194",62,5,17,16,0,24
"60QT000195",74,10,24,18,4,18
"60QT000196",89,16,15,17,5,36
"60QT000197",138,29,31,20,10,48
"60QT000198",142,40,22,19,16,45
"60QT000199",104,40,31,5,3,25
"60QT000200",101,52,26,10,1,12
"60QT000201",62,13,17,16,5,11
"60QT000202",66,14,14,14,4,20
"60QT000203",123,25,27,23,9,39
"60QT000204",111,15,24,20,5,47
"60QT000205",39,8,4,6,6,15
"60QT000206",78,17,14,16,5,26
"60QT000207",47,7,14,9,6,11
"60QT000208",121,50,34,21,3,13
"60QT000209",122,33,33,23,9,24
"60QT000210",88,23,18,13,7,27
"60QT000211",147,39,36,17,11,44
"60QT000212",83,23,16,10,10,24
"60QT000213",38,7,8,6,5,12
"60QT000214",91,18,17,17,8,31
"60QT000215",147,32,34,31,12,38
"60QT000216",102,19,27,16,8,32
"60QT000217",107,20,25,23,15,24
"60QT000218",49,11,13,11,2,12
"60QT000219",135,38,36,23,6,32
"60QT000220",93,31,27,13,7,15
"60QT000221",103,29,22,24,9,19
"60QT000222",106,33,24,19,6,24
"60QT000223",63,13,18,14,2,16
"60QT000224",61,28,18,6,4,5
"60QT000225",150,30,55,24,8,33
"60QT000226",119,34,19,18,8,40
"60QT000227",106,42,28,12,7,17
"60QT000228",146,42,34,18,8,44
"60QT000229",77,33,17,11,3,13
"60QT000230",75,24,20,14,4,13
"60QT000231",60,18,13,10,3,16
"60QT000232",119,42,26,21,5,25
"60QT000233",104,23,25,23,8,25
"60QT000234",51,33,10,2,3,3
"60QT000235",84,38,19,12,4,11
"60QT000236",70,25,23,9,6,7
"60QT000237",92,29,34,17,4,8
"60QT000238",89,23,29,11,2,24
"60QT000239",89,33,34,10,3,9
"60QT000240",79,28,22,10,5,14
"60QT000241",117,34,37,17,10,19
"60QT000242",86,22,38,14,4,8
"60QT000243",113,30,34,15,6,28
"60QT000244",77,18,27,16,3,13
"60QT000245",105,30,30,13,8,24
"60QT000246",73,21,25,14,5,8
"60QT000247",71,23,20,8,2,18
"60QT000248",97,26,15,15,7,34
"60QT000249",91,31,30,12,3,15
"60QT000250",48,13,7,6,3,19
"60QT000251",69,29,11,3,1,25
"60QT000252",81,22,16,10,2,31
"60QT000253",72,19,17,14,3,19
"60QT000254",111,46,31,16,5,13
"60QT000255",92,38,22,17,3,12
"60QT000256",108,26,44,11,9,18
"60QT000257",70,21,14,11,4,20
"60QT000258",61,18,18,8,1,16
"60QT000259",119,49,37,16,3,14
"60QT000260",82,35,17,16,2,12
"60QT000261",65,19,14,8,5,19
"60QT000262",61,19,11,13,6,12
"60QT000263",63,24,14,7,5,13
"60QT000264",62,22,13,7,1,19
"60QT000265",87,11,21,20,8,27
"60QT000266",108,45,19,13,4,27
"60QT000267",73,17,9,4,4,39
"60QT000268",108,22,35,22,1,28
"60QT000269",99,25,22,14,4,34
"60QT000270",79,10,12,15,10,32
"60QT000271",85,26,16,9,2,32
"60QT000272",84,25,23,13,1,22
"60QT000273",88,34,22,15,5,12
"60QT000274",101,25,30,9,5,32
"60QT000275",99,28,23,14,5,29
"60QT000276",41,16,6,6,5,8
"60QT000277",63,15,17,10,0,21
"60QT000278",86,29,27,14,2,14
"60QT000279",69,27,20,10,3,9
"60QT000280",98,23,24,19,6,26
"60QT000281",89,27,28,16,4,14
"60QT000282",85,20,30,13,1,21
"60QT000283",60,18,7,15,4,16
"60QT000284",77,45,15,10,0,7
"60QT000285",100,32,23,20,8,17
"60QT000286",55,14,14,6,3,18
"60QT000287",90,33,16,5,3,33
"60QT000288",69,21,18,10,4,16
"60QT000289",94,25,11,16,10,32
"60QT000290",61,14,14,10,4,19
"60QT000291",110,21,29,16,6,38
"60QT000292",52,13,10,9,2,18
"60QT000293",103,35,26,13,5,24
"60QT000294",79,26,19,11,2,21
"60QT000295",94,29,25,16,4,20
"60QT000296",69,17,18,20,3,11
"60QT000297",147,36,37,29,5,40
"60QT000298",70,18,13,10,5,24
"60QT000299",122,45,28,20,8,21
"60QT000300",128,31,24,20,10,43
"60QT000301",92,30,30,12,7,13
"60QT000302",89,20,27,21,4,17
"60QT000303",100,16,17,15,6,46
"60QT000304",84,18,22,11,4,29
"60QT000305",126,33,29,27,7,30
"60QT000306",69,16,15,8,6,24
"60QT000307",129,39,36,21,6,27
"60QT000308",106,42,20,15,7,22
"60QT000309",129,53,23,22,8,23
"60QT000310",68,25,12,16,2,13
"60QT000311",67,29,18,3,5,12
"60QT000312",84,38,20,15,1,10
"60QT000313",59,25,11,11,2,10
"60QT000314",102,34,27,10,4,27
"60QT000315",110,36,23,16,5,30
"60QT000316",129,27,41,22,7,32
"60QT000317",96,21,24,13,8,30
"60QT000318",55,12,15,5,3,20
"60QT000319",50,17,10,5,3,15
"60QT000320",78,19,16,14,7,22
"60QT000321",82,26,18,12,3,23
"60QT000322",103,34,24,10,7,28
"60QT000323",106,27,22,19,10,28
"60QT000324",89,25,23,10,5,26
"60QT000325",119,32,22,23,3,39
"60QT000326",128,43,43,12,4,26
"60QT000327",90,25,28,16,0,21
"60QT000328",58,26,14,5,4,9
"60QT000329",120,32,21,20,11,36
"60QT000330",113,39,27,18,3,26
"60QT000331",106,46,19,19,4,18
"60QT000332",74,29,12,10,3,20
"60QT000333",132,37,34,23,8,30
"60QT000334",95,38,16,10,6,25
"60QT000335",111,47,28,13,3,20
"60QT000336",86,32,28,17,1,8
"60QT000337",46,18,10,7,1,10
"60QT000338",42,25,11,5,0,1
"60QT000339",86,39,26,12,0,9
"60QT000340",76,35,22,6,4,9
"60QT000341",80,33,16,20,2,9
"60QT000342",102,43,36,12,4,7
"60QT000343",88,45,16,9,2,16
"60QT000344",54,21,13,11,0,9
"60QT000345",71,26,18,8,6,13
"60QT000346",76,24,22,9,3,18
"60QT000347",68,29,9,13,2,15
"60QT000348",55,27,12,3,2,11
"60QT000349",89,32,18,11,5,23
"60QT000350",67,21,18,9,3,16
"60QT000351",91,21,29,8,6,27
"60QT000352",62,25,8,7,0,22
"60QT000353",38,13,2,8,1,14
"60QT000354",64,20,13,12,1,18
"60QT000355",97,35,23,16,6,17
"60QT000356",116,33,32,24,3,24
"60QT000357",137,51,39,24,10,13
"60QT000358",70,27,15,8,3,17
"60QT000359",63,22,9,8,2,22
"60QT000360",112,35,30,13,6,28
"60QT000361",98,29,31,12,7,19
"60QT000362",118,43,31,19,7,18
"60QT000363",103,34,27,19,3,20
"60QT000364",82,30,20,8,1,23
"60QT000365",67,28,10,13,2,14
"60QT000366",61,31,13,3,5,9
"60QT000367",97,33,25,14,4,21
"60QT000368",58,32,8,9,2,7
"60QT000369",92,36,19,12,3,22
"60QT000370",94,47,17,10,6,14
"60QT000371",92,43,20,22,3,4
"60QT000372",61,25,20,7,1,8
"60QT000373",98,46,26,14,2,10
"60QT000374",47,19,11,7,5,5
"60QT000375",58,19,13,3,3,20
"60QT000376",109,34,35,16,3,21
"60QT000377",88,18,27,20,5,18
"60QT000378",60,17,8,4,6,25
"60QT000379",111,10,34,23,5,39
"60QT000380",37,12,8,6,2,9
"60QT000381",82,32,25,13,7,5
"60QT000382",85,22,16,24,9,14
"60QT000383",83,30,14,13,4,22
"60QT000384",68,24,15,8,6,15
"60QT000385",107,39,28,12,7,21
"60QT000386",76,27,20,10,2,17
"60QT000387",100,39,27,13,8,13
"60QT000388",122,22,35,27,7,31
"60QT000389",71,38,22,5,1,5
"60QT000390",72,25,19,8,5,15
"60QT000391",57,20,16,9,5,7
"60QT000392",77,24,18,20,2,13
"60QT000393",83,34,27,13,2,7
"60QT000394",50,19,20,5,1,5
"60QT000395",54,20,22,7,2,3
"60QT000396",61,21,11,10,5,14
"60QT000397",69,14,13,12,4,26
"60QT000398",104,31,18,16,10,29
"60QT000399",91,41,27,4,3,16
"60QT000400",93,27,19,14,6,27
"60QT000401",66,20,15,15,4,12
"60QT000402",100,19,27,17,9,28
"60QT000403",80,32,22,11,3,12
"60QT000404",77,16,21,14,3,23
"60QT000405",133,51,53,19,4,6
"60QT000406",111,47,37,20,3,4
"60QT000407",90,29,26,26,3,6
"60QT000408",81,23,34,9,3,12
"60QT000409",110,34,29,22,8,17
"60QT000410",90,48,21,14,3,4
"60QT000411",98,41,23,19,4,11
"60QT000412",70,20,21,15,1,13
"60QT000413",98,38,18,11,9,22
"60QT000414",81,26,22,16,6,11
"60QT000415",89,30,17,16,5,21
"60QT000416",128,66,36,18,6,2
"60QT000417",79,39,28,6,2,4
"60QT000418",69,35,20,9,1,4
"60QT000419",71,24,26,11,2,8
"60QT000420",75,30,21,12,3,9
"60QT000421",93,41,15,18,6,13
"60QT000422",90,44,26,10,2,8
"60QT000423",38,18,8,3,1,8
"60QT000424",80,28,16,13,2,21
"60QT000425",97,54,34,5,2,2
"60QT000426",72,29,22,12,1,8
"60QT000427",153,78,36,21,5,13
"60QT000428",98,49,33,6,4,6
"60QT000429",44,20,8,10,1,5
"60QT000430",87,30,24,18,9,6
"60QT000431",92,39,20,19,4,10
"60QT000432",69,23,27,12,3,4
"60QT000433",71,31,26,9,3,2
"60QT000434",70,32,9,18,6,5
"60QT000435",93,36,28,14,2,13
"60QT000436",47,6,8,6,5,22
"60QT000437",104,50,37,9,1,7
"60QT000438",93,41,31,8,4,9
"60QT000439",61,28,14,10,3,6
"60QT000440",94,31,12,21,4,26
"60QT000441",135,34,43,22,8,28
"60QT000442",88,39,32,9,3,5
"60QT000443",100,40,31,20,2,7
"60QT000444",91,43,33,8,1,6
"60QT000445",100,47,31,10,1,11
"60QT000446",63,29,16,13,3,2
"60QT000447",111,54,31,16,6,4
"60QT000448",112,55,40,8,4,5
"60QT000449",107,45,43,13,4,2
"60QT000450",77,36,19,10,3,9
"60QT000451",68,39,23,4,0,2
"60QT000452",87,47,22,10,4,4
"60QT000453",103,47,34,12,3,7
"60QT000454",78,42,22,9,1,4
"60QT000455",78,32,27,10,2,7
"60QT000456",88,46,26,7,2,7
"60QT000457",65,36,19,6,1,3
"60QT000458",132,75,39,12,1,5
"60QT000459",150,70,40,19,7,14
"60QT000460",106,43,40,16,3,4
"60QT000461",146,56,31,25,11,23
"60QT000462",53,24,8,7,4,10
"60QT000463",75,27,21,14,2,11
"60QT000464",109,54,29,10,1,15
"60QT000465",94,32,26,15,6,15
"60QT000466",86,41,23,9,3,10
"60QT000467",53,20,12,9,1,11
"60QT000468",120,58,39,14,4,5
"60QT000469",130,61,43,10,7,9
"60QT000470",93,43,22,12,4,12
"60QT000471",125,62,37,12,9,5
"60QT000472",108,41,31,18,3,15
"60QT000473",116,26,29,19,11,31
"60QT000474",151,34,31,30,9,47
"60QT000475",95,23,20,15,6,31
"60QT000476",93,40,29,9,3,12
"60QT000477",103,34,29,14,3,23
"60QT000478",82,31,20,14,3,14
"60QT000479",124,40,46,21,2,15
"60QT000480",90,28,27,15,6,14
"60QT000481",103,41,26,9,5,22
"60QT000482",77,26,26,12,7,6
"60QT000483",88,30,20,13,8,17
"60QT000484",109,47,34,18,5,5
"60QT000485",75,20,15,5,6,29
"60QT000486",75,25,28,14,4,4
"60QT000487",73,25,21,13,5,9
"60QT000488",64,28,17,8,5,6
"60QT000489",62,22,15,7,4,14
"60QT000490",103,23,20,16,8,36
"60QT000491",68,20,21,8,6,13
"60QT000492",63,18,19,10,7,9
"60QT000493",94,32,27,9,8,18
"60QT000494",93,38,20,10,5,20
"60QT000495",82,20,19,13,7,23
"60QT000496",58,31,13,8,1,5
"60QT000497",70,32,19,14,1,4
"60QT000498",95,30,28,24,1,12
"60QT000499",104,29,40,16,2,17
"60QT000500",85,31,24,13,3,14
"60QT000501",107,43,23,21,5,15
"60QT000502",125,34,25,21,5,40
"60QT000503",82,33,27,12,1,9
"60QT000504",93,39,34,8,7,5
"60QT000505",46,18,4,8,2,14
"60QT000506",67,35,19,7,1,5
"60QT000507",126,30,38,16,3,39
"60QT000508",55,23,11,6,2,13
"60QT000509",56,18,22,8,0,8
"60QT000510",101,31,27,18,3,22
"60QT000511",47,20,6,5,1,15
"60QT000512",90,30,24,8,13,15
"60QT000513",92,25,15,15,8,29
"60QT000514",59,22,10,11,5,11
"60QT000515",95,31,28,10,3,23
"60QT000516",48,9,15,11,6,7
"60QT000517",79,29,15,15,10,10
"60QT000518",74,13,21,14,14,12
"60QT000519",67,18,18,14,12,5
"60QT000520",86,34,22,10,9,11
"60QT000521",116,32,41,20,6,17
"60QT000522",68,9,31,12,5,11
"60QT000523",112,35,36,20,10,11
"60QT000524",128,48,48,15,4,13
"60QT000525",89,29,26,15,10,9
"60QT000526",34,24,5,4,1,0
"60QT000527",162,28,40,32,11,51
"60QT000528",80,15,15,11,8,31
"60QT000529",61,35,14,5,7,0
"60QT000530",88,26,14,11,13,24
"60QT000531",118,27,22,21,5,43
"60QT000532",102,20,25,10,8,39
"60QT000533",78,8,12,14,10,34
"60QT000534",63,25,17,4,3,14
"60QT000535",47,18,11,8,2,8
"60QT000536",75,18,16,13,3,25
"60QT000537",109,36,12,12,7,42
"60QT000538",72,21,20,11,2,18
"60QT000539",58,4,5,9,6,34
"60QT000540",132,26,27,21,17,41
"60QT000541",72,17,17,18,4,16
"60QT000542",179,52,40,26,16,45
"60QT000543",64,15,19,9,9,12
"60QT000544",81,24,16,7,9,25
"60QT000545",134,24,28,21,12,49
"60QT000546",123,15,32,17,6,53
"60QT000547",76,19,12,18,10,17
"60QT000548",52,9,10,14,9,10
"60QT000549",59,18,11,13,6,11
"60QT000550",75,12,23,11,10,19
"60QT000551",61,18,13,8,6,16
"60QT000552",95,14,12,12,9,48
"60QT000553",83,9,13,8,5,48
"60QT000554",61,8,9,2,2,40
"60QT000555",78,26,14,13,8,17
"60QT000556",86,8,11,13,7,47
"60QT000557",45,20,11,6,0,8
"60QT000558",99,31,29,19,14,6
"60QT000559",98,10,30,19,12,27
"60QT000560",84,30,30,11,5,8
"60QT000561",118,55,33,16,5,9
"60QT000562",111,51,27,17,6,10
"60QT000563",109,37,36,18,9,9
"60QT000564",71,30,20,8,5,8
"60QT000565",134,60,42,11,9,12
"60QT000566",96,22,17,5,2,50
"60QT000567",114,21,50,19,10,14
"60QT000568",67,14,32,7,6,8
"60QT000569",69,18,25,11,3,12
"60QT000570",84,23,27,15,6,13
"60QT000571",48,9,27,7,1,4
"60QT000572",120,25,34,27,6,28
"60QT000573",73,15,20,16,5,17
"60QT000574",65,20,16,8,8,13
"60QT000575",245,27,44,71,15,88
"60QT000576",79,18,23,14,7,17
"60QT000577",85,20,26,12,7,20
"60QT000578",97,28,23,18,5,23
"60QT000579",107,28,23,20,7,29
"60QT000580",93,26,24,18,7,18
"60QT000581",87,16,26,14,8,23
"60QT000582",127,35,25,21,8,38
"60QT000583",117,34,27,20,3,33
"60QT000584",152,33,58,21,11,29
"60QT000585",75,14,24,21,6,10
"60QT000586",53,13,18,7,4,11
"60QT000587",96,18,34,22,5,17
"60QT000588",89,21,32,12,12,12
"60QT000589",118,28,38,21,11,20
"60QT000590",54,11,17,11,6,9
"60QT000591",105,26,38,14,5,22
"60QT000592",108,23,36,25,5,19
"60QT000593",144,28,50,25,12,29
"60QT000594",96,17,29,21,12,17
"60QT000595",114,27,23,18,10,36
"60QT000596",139,30,33,23,14,39
"60QT000597",94,23,29,13,8,21
"60QT000598",84,22,21,18,9,14
"60QT000599",106,24,26,21,10,25
"60QT000600",69,16,14,15,5,19
"60QT000601",92,16,27,18,9,22
"60QT000602",36,6,8,4,3,15
"60QT000603",114,24,26,18,10,36
"60QT000604",69,21,14,7,6,21
"60QT000605",92,26,22,11,10,23
"60QT000606",53,14,11,8,6,14
"60QT000607",36,9,11,6,1,9
"60QT000608",64,13,7,19,3,22
"60QT000609",78,4,22,21,6,25
"60QT000610",93,31,28,14,8,12
"60QT000611",83,27,20,12,1,23
"60QT000612",85,15,23,13,5,29
"60QT000613",81,26,10,17,6,22
"60QT000614",64,13,6,6,6,33
"60QT000615",72,14,14,15,5,24
"60QT000616",85,23,32,13,4,13
"60QT000617",77,20,22,20,5,10
"60QT000618",76,17,24,7,7,21
"60QT000619",84,15,18,14,11,26
"60QT000620",80,16,12,13,6,33
"60QT000621",138,24,26,30,14,44
"60QT000622",110,41,41,13,5,10
"60QT000623",116,50,35,14,5,12
"60QT000624",83,34,29,14,3,3
"60QT000625",48,20,16,8,2,2
"60QT000626",74,27,30,11,2,4
"60QT000627",136,57,39,17,13,10
"60QT000628",54,27,9,10,1,7
"60QT000629",45,15,18,8,3,1
"60QT000630",80,53,12,8,1,6
"60QT000631",80,36,30,8,3,3
"60QT000632",72,28,26,10,2,6
"60QT000633",73,35,19,8,6,5
"60QT000634",60,31,17,5,1,6
"60QT000635",85,19,27,16,9,14
"60QT000636",67,29,23,8,3,4
"60QT000637",137,52,49,14,13,9
"60QT000638",127,59,46,12,3,7
"60QT000639",110,41,39,8,9,13
"60QT000640",106,54,33,12,1,6
"60QT000641",66,21,25,10,7,3
"60QT000642",60,26,16,7,2,9
"60QT000643",91,38,20,13,10,10
"60QT000644",53,24,16,6,4,3
"60QT000645",99,47,29,16,1,6
"60QT000646",76,40,15,7,6,8
"60QT000647",75,32,20,13,3,7
"60QT000648",62,28,18,5,3,8
"60QT000649",132,47,29,21,8,27
"60QT000650",38,9,11,6,2,10
"60QT000651",59,19,7,7,1,25
"60QT000652",89,16,22,12,5,34
"60QT000653",96,12,19,25,8,32
"60QT000654",106,15,13,17,3,58
"60QT000655",79,20,11,14,3,31
"60QT000656",79,13,18,10,7,31
"60QT000657",83,15,26,18,3,21
"60QT000658",72,10,6,11,4,41
"60QT000659",64,10,8,8,3,35
"60QT000660",53,17,12,6,4,14
"60QT000661",62,14,10,6,2,30
"60QT000662",63,12,7,7,5,32
"60QT000663",73,18,12,13,8,22
"60QT000664",56,10,9,5,11,21
"60QT000665",93,7,27,21,15,23
"60QT000666",79,28,13,4,4,30
"60QT000667",93,34,23,16,7,13
"60QT000668",138,37,23,19,15,44
"60QT000669",141,68,40,19,4,10
"60QT000670",92,38,32,10,3,9
"60QT000671",77,19,16,12,4,26
"60QT000672",72,10,17,21,6,18
"60QT000673",110,10,21,21,7,51
"60QT000674",110,44,31,16,8,11
"60QT000675",75,31,20,7,6,11
"60QT000676",96,46,25,15,6,4
"60QT000677",84,44,16,14,4,6
"60QT000678",66,42,15,3,2,4
"60QT000679",78,33,28,11,2,4
"60QT000680",109,43,36,15,8,7
"60QT000681",64,35,18,5,3,3
"60QT000682",134,61,37,14,6,16
"60QT000683",91,53,21,12,1,4
"60QT000684",69,34,12,10,6,7
