"dz_2011","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01007084","Aberdeenshire",2011,621,36,37,12
"S01007085","Aberdeenshire",2011,805,63,125,19
"S01007086","Aberdeenshire",2011,1132,110,251,51
"S01007087","Aberdeenshire",2011,896,80,181,23
"S01007088","Aberdeenshire",2011,539,31,82,4
"S01007089","Aberdeenshire",2011,529,61,13,8
"S01007090","Aberdeenshire",2011,540,43,28,10
"S01007091","Aberdeenshire",2011,829,50,32,31
"S01007092","Aberdeenshire",2011,624,47,15,2
"S01007093","Aberdeenshire",2011,987,45,34,16
"S01007094","Aberdeenshire",2011,903,67,21,17
"S01007095","Aberdeenshire",2011,551,117,7,9
"S01007096","Aberdeenshire",2011,837,114,11,17
"S01007097","Aberdeenshire",2011,488,57,3,14
"S01007098","Aberdeenshire",2011,821,66,9,16
"S01007099","Aberdeenshire",2011,883,94,10,10
"S01007100","Aberdeenshire",2011,727,99,10,10
"S01007101","Aberdeenshire",2011,851,95,12,16
"S01007102","Aberdeenshire",2011,706,128,10,7
"S01007103","Aberdeenshire",2011,832,42,4,4
"S01007104","Aberdeenshire",2011,486,79,18,8
"S01007105","Aberdeenshire",2011,543,46,8,6
"S01007106","Aberdeenshire",2011,715,73,13,7
"S01007107","Aberdeenshire",2011,685,83,13,17
"S01007108","Aberdeenshire",2011,577,109,6,6
"S01007109","Aberdeenshire",2011,824,96,48,19
"S01007110","Aberdeenshire",2011,796,54,42,10
"S01007111","Aberdeenshire",2011,526,54,10,8
"S01007112","Aberdeenshire",2011,540,19,19,1
"S01007113","Aberdeenshire",2011,547,34,36,18
"S01007114","Aberdeenshire",2011,888,34,27,7
"S01007115","Aberdeenshire",2011,692,22,11,7
"S01007116","Aberdeenshire",2011,1006,43,10,13
"S01007117","Aberdeenshire",2011,471,17,9,0
"S01007118","Aberdeenshire",2011,679,34,63,13
"S01007119","Aberdeenshire",2011,812,47,31,3
"S01007120","Aberdeenshire",2011,1086,49,131,17
"S01007121","Aberdeenshire",2011,533,37,80,12
"S01007122","Aberdeenshire",2011,594,31,33,18
"S01007123","Aberdeenshire",2011,668,35,41,10
"S01007124","Aberdeenshire",2011,913,42,53,13
"S01007125","Aberdeenshire",2011,867,38,134,22
"S01007126","Aberdeenshire",2011,927,62,248,15
"S01007127","Aberdeenshire",2011,1030,64,326,30
"S01007128","Aberdeenshire",2011,847,41,50,20
"S01007129","Angus",2011,956,141,24,39
"S01007130","Angus",2011,612,44,10,11
"S01007131","Angus",2011,775,43,2,27
"S01007132","Angus",2011,700,41,6,20
"S01007133","Angus",2011,674,74,11,8
"S01007134","Angus",2011,743,68,6,16
"S01007135","Angus",2011,558,84,12,16
"S01007136","Angus",2011,533,83,10,26
"S01007137","Angus",2011,751,80,17,25
"S01007138","Angus",2011,597,56,5,13
"S01007139","Angus",2011,776,34,9,14
"S01007140","Angus",2011,1022,108,18,26
"S01007141","Angus",2011,684,56,9,25
"S01007142","Angus",2011,647,74,9,24
"S01007143","Angus",2011,671,63,12,14
"S01007144","Angus",2011,716,55,42,19
"S01007145","Angus",2011,892,65,6,30
"S01007146","Angus",2011,759,51,3,15
"S01007147","Angus",2011,711,60,10,21
"S01007148","Angus",2011,538,47,2,34
"S01007149","Angus",2011,542,50,11,12
"S01007150","Angus",2011,750,76,14,22
"S01007151","Angus",2011,884,72,11,21
"S01007152","Angus",2011,567,37,8,7
"S01007153","Angus",2011,633,45,10,11
"S01007154","Angus",2011,803,64,10,22
"S01007155","Angus",2011,640,42,9,21
"S01007156","Angus",2011,722,66,6,13
"S01007157","Angus",2011,648,49,6,22
"S01007158","Angus",2011,939,94,13,20
"S01007159","Angus",2011,840,64,9,28
"S01007160","Angus",2011,826,65,8,12
"S01007161","Angus",2011,701,68,15,12
"S01007162","Angus",2011,523,37,10,12
"S01007163","Angus",2011,875,80,7,18
"S01007164","Angus",2011,576,49,9,9
"S01007165","Angus",2011,846,98,6,29
"S01007166","Angus",2011,709,65,12,23
"S01007167","Angus",2011,795,77,7,15
"S01007168","Angus",2011,965,90,4,27
"S01007169","Angus",2011,758,67,7,19
"S01007170","Angus",2011,648,80,11,14
"S01007171","Angus",2011,852,128,118,11
"S01007172","Angus",2011,821,143,20,19
"S01007173","Angus",2011,881,83,15,10
"S01007174","Angus",2011,911,83,20,11
"S01007175","Angus",2011,665,69,7,7
"S01007176","Angus",2011,708,130,14,10
"S01007177","Angus",2011,631,64,20,13
"S01007178","Angus",2011,1051,115,21,20
"S01007179","Angus",2011,976,111,13,21
"S01007180","Angus",2011,752,80,18,11
"S01007181","Angus",2011,813,79,10,12
"S01007182","Angus",2011,1047,100,31,17
"S01007183","Angus",2011,1082,84,30,17
"S01007184","Angus",2011,1039,94,45,17
"S01007185","Angus",2011,860,69,28,13
"S01007186","Angus",2011,593,46,41,12
"S01007187","Angus",2011,804,74,54,31
"S01007188","Angus",2011,602,56,40,18
"S01007189","Angus",2011,809,70,29,10
"S01007190","Angus",2011,815,71,11,13
"S01007191","Angus",2011,616,37,37,10
"S01007192","Angus",2011,612,48,7,9
"S01007193","Angus",2011,769,44,18,16
"S01007194","Angus",2011,641,41,29,8
"S01007195","Angus",2011,580,44,16,10
"S01007196","Angus",2011,768,77,13,10
"S01007197","Angus",2011,637,44,25,9
"S01007198","Angus",2011,532,56,10,10
"S01007199","Angus",2011,804,65,21,13
"S01007200","Angus",2011,849,70,11,7
"S01007201","Angus",2011,738,67,10,12
"S01007202","Angus",2011,735,54,10,6
"S01007203","Angus",2011,643,59,6,6
"S01007204","Angus",2011,980,123,48,20
"S01007205","Angus",2011,688,103,15,21
"S01007206","Angus",2011,392,67,7,5
"S01007207","Angus",2011,901,80,13,19
"S01007208","Angus",2011,990,109,45,25
"S01007209","Angus",2011,768,91,24,28
"S01007210","Angus",2011,779,68,16,13
"S01007211","Angus",2011,967,80,29,27
"S01007212","Angus",2011,546,58,15,20
"S01007213","Angus",2011,912,81,29,30
"S01007214","Angus",2011,740,52,32,21
"S01007215","Angus",2011,770,52,55,32
"S01007216","Angus",2011,722,68,9,15
"S01007217","Angus",2011,943,58,19,25
"S01007218","Angus",2011,876,98,16,18
"S01007219","Angus",2011,808,57,13,11
"S01007220","Angus",2011,701,58,6,10
"S01007221","Angus",2011,703,91,8,22
"S01007222","Angus",2011,806,82,9,18
"S01007223","Angus",2011,531,66,4,10
"S01007224","Angus",2011,615,59,14,14
"S01007225","Angus",2011,880,158,12,24
"S01007226","Angus",2011,797,137,21,16
"S01007227","Angus",2011,962,110,16,13
"S01007228","Angus",2011,648,97,9,19
"S01007229","Angus",2011,1102,188,22,16
"S01007230","Angus",2011,750,46,96,14
"S01007231","Angus",2011,701,49,40,11
"S01007232","Angus",2011,726,62,42,15
"S01007233","Angus",2011,788,75,30,18
"S01007234","Angus",2011,630,53,18,11
"S01007235","Angus",2011,774,67,42,11
"S01007236","Angus",2011,620,50,8,16
"S01007237","Angus",2011,719,47,8,15
"S01007238","Angus",2011,915,56,29,9
"S01007239","Angus",2011,858,91,12,18
"S01007240","Angus",2011,539,53,11,18
"S01007241","Angus",2011,614,75,12,13
"S01007242","Angus",2011,999,123,20,13
"S01007243","Angus",2011,587,70,10,9
"S01007244","Angus",2011,721,66,12,16
"S01007245","Angus",2011,669,65,17,11
"S01007246","Angus",2011,564,40,7,4
"S01007247","Angus",2011,641,104,7,14
"S01007248","Angus",2011,763,53,9,14
"S01007249","Angus",2011,433,29,10,6
"S01007250","Angus",2011,822,55,20,16
"S01007251","Angus",2011,523,44,13,8
"S01007252","Angus",2011,811,52,14,8
"S01007253","Angus",2011,798,66,8,10
"S01007254","Angus",2011,816,36,41,18
"S01007255","Angus",2011,792,39,43,9
"S01007256","Angus",2011,799,52,46,16
"S01007257","Angus",2011,606,38,34,18
"S01007258","Angus",2011,886,74,35,24
"S01007259","Angus",2011,856,52,28,17
"S01007260","Angus",2011,896,48,23,14
"S01007261","Angus",2011,782,48,10,15
"S01007262","Angus",2011,712,31,21,5
"S01007263","Angus",2011,777,40,10,5
"S01007264","Angus",2011,774,51,8,6
"S01007265","Angus",2011,1109,70,27,17
"S01007266","Angus",2011,678,72,12,12
"S01007267","Angus",2011,521,38,9,12
"S01007268","Angus",2011,596,105,9,10
"S01007269","Angus",2011,528,61,7,16
"S01007270","Angus",2011,457,63,10,9
"S01007271","Angus",2011,987,87,11,23
"S01007272","Angus",2011,864,44,9,14
"S01007273","Angus",2011,669,60,2,16
"S01007274","Angus",2011,827,79,23,28
"S01007275","Angus",2011,590,56,22,24
"S01007276","Angus",2011,850,90,11,17
"S01007277","Angus",2011,756,118,7,18
"S01007278","Angus",2011,542,73,5,5
"S01007279","Angus",2011,565,119,8,20
"S01007280","Angus",2011,570,94,7,17
"S01007281","Angus",2011,979,143,22,21
"S01007282","Angus",2011,538,100,15,10
"S01007283","Angus",2011,1023,153,18,34
"S01007284","Argyll and Bute",2011,848,183,6,13
"S01007285","Argyll and Bute",2011,872,313,20,33
"S01007286","Argyll and Bute",2011,954,269,20,30
"S01007287","Argyll and Bute",2011,616,189,24,31
"S01007288","Argyll and Bute",2011,554,240,15,22
"S01007289","Argyll and Bute",2011,798,115,12,16
"S01007290","Argyll and Bute",2011,786,88,27,18
"S01007291","Argyll and Bute",2011,690,60,17,8
"S01007292","Argyll and Bute",2011,771,68,13,11
"S01007293","Argyll and Bute",2011,786,59,29,21
"S01007294","Argyll and Bute",2011,916,82,12,18
"S01007295","Argyll and Bute",2011,520,41,28,12
"S01007296","Argyll and Bute",2011,563,86,25,12
"S01007297","Argyll and Bute",2011,911,129,67,38
"S01007298","Argyll and Bute",2011,532,51,18,9
"S01007299","Argyll and Bute",2011,854,86,80,29
"S01007300","Argyll and Bute",2011,502,40,28,8
"S01007301","Argyll and Bute",2011,739,156,26,32
"S01007302","Argyll and Bute",2011,625,70,9,7
"S01007303","Argyll and Bute",2011,925,239,33,24
"S01007304","Argyll and Bute",2011,693,159,27,28
"S01007305","Argyll and Bute",2011,736,174,14,26
"S01007306","Argyll and Bute",2011,756,144,11,15
"S01007307","Argyll and Bute",2011,786,206,12,26
"S01007308","Argyll and Bute",2011,806,195,61,22
"S01007309","Argyll and Bute",2011,645,216,24,28
"S01007310","Argyll and Bute",2011,808,295,16,20
"S01007311","Argyll and Bute",2011,769,75,43,15
"S01007312","Argyll and Bute",2011,770,175,17,14
"S01007313","Argyll and Bute",2011,972,304,24,25
"S01007314","Argyll and Bute",2011,635,132,17,15
"S01007315","Argyll and Bute",2011,940,111,20,10
"S01007316","Argyll and Bute",2011,861,101,9,12
"S01007317","Argyll and Bute",2011,675,71,15,19
"S01007318","Argyll and Bute",2011,607,74,11,11
"S01007319","Argyll and Bute",2011,742,115,16,18
"S01007320","Argyll and Bute",2011,747,203,32,23
"S01007321","Argyll and Bute",2011,595,177,19,9
"S01007322","Argyll and Bute",2011,730,110,18,11
"S01007323","Argyll and Bute",2011,449,56,11,9
"S01007324","Argyll and Bute",2011,328,105,13,10
"S01007325","Argyll and Bute",2011,833,183,20,26
"S01007326","Argyll and Bute",2011,765,117,6,4
"S01007327","Argyll and Bute",2011,784,71,13,12
"S01007328","Argyll and Bute",2011,846,69,20,9
"S01007329","Argyll and Bute",2011,702,150,17,15
"S01007330","Argyll and Bute",2011,778,206,9,17
"S01007331","Argyll and Bute",2011,986,150,19,20
"S01007332","Argyll and Bute",2011,505,95,6,7
"S01007333","Argyll and Bute",2011,806,92,7,16
"S01007334","Argyll and Bute",2011,750,81,8,23
"S01007335","Argyll and Bute",2011,810,54,4,10
"S01007336","Argyll and Bute",2011,535,55,16,16
"S01007337","Argyll and Bute",2011,658,52,9,6
"S01007338","Argyll and Bute",2011,752,56,3,12
"S01007339","Argyll and Bute",2011,621,50,4,10
"S01007340","Argyll and Bute",2011,470,66,9,4
"S01007341","Argyll and Bute",2011,740,104,13,7
"S01007342","Argyll and Bute",2011,826,147,33,13
"S01007343","Argyll and Bute",2011,651,98,8,16
"S01007344","Argyll and Bute",2011,443,69,6,15
"S01007345","Argyll and Bute",2011,595,61,4,6
"S01007346","Argyll and Bute",2011,543,68,15,11
"S01007347","Argyll and Bute",2011,601,46,10,3
"S01007348","Argyll and Bute",2011,610,42,7,4
"S01007349","Argyll and Bute",2011,457,42,7,5
"S01007350","Argyll and Bute",2011,562,83,22,6
"S01007351","Argyll and Bute",2011,658,169,15,23
"S01007352","Argyll and Bute",2011,498,122,28,17
"S01007353","Argyll and Bute",2011,642,127,22,10
"S01007354","Argyll and Bute",2011,786,142,14,16
"S01007355","Argyll and Bute",2011,947,257,19,32
"S01007356","Argyll and Bute",2011,714,173,12,23
"S01007357","Argyll and Bute",2011,803,162,22,32
"S01007358","Argyll and Bute",2011,912,173,48,19
"S01007359","Argyll and Bute",2011,823,125,15,19
"S01007360","Argyll and Bute",2011,534,102,13,24
"S01007361","Argyll and Bute",2011,1043,153,19,29
"S01007362","Argyll and Bute",2011,787,84,21,12
"S01007363","Argyll and Bute",2011,687,94,13,21
"S01007364","Argyll and Bute",2011,897,79,17,11
"S01007365","Argyll and Bute",2011,478,49,4,5
"S01007366","Argyll and Bute",2011,465,54,6,12
"S01007367","Argyll and Bute",2011,562,54,23,18
"S01007368","Argyll and Bute",2011,541,57,13,12
"S01007369","Argyll and Bute",2011,786,59,16,19
"S01007370","Argyll and Bute",2011,740,103,24,16
"S01007371","Argyll and Bute",2011,716,81,26,9
"S01007372","Argyll and Bute",2011,901,124,27,31
"S01007373","Argyll and Bute",2011,606,185,9,11
"S01007374","Argyll and Bute",2011,531,128,6,11
"S01007375","Argyll and Bute",2011,464,127,6,20
"S01007376","Argyll and Bute",2011,849,180,13,13
"S01007377","Argyll and Bute",2011,664,201,19,17
"S01007378","Argyll and Bute",2011,1457,876,40,34
"S01007379","Argyll and Bute",2011,484,68,7,8
"S01007380","Argyll and Bute",2011,581,124,7,10
"S01007381","Argyll and Bute",2011,512,157,18,24
"S01007382","Argyll and Bute",2011,656,173,10,13
"S01007383","Argyll and Bute",2011,749,176,15,24
"S01007384","Argyll and Bute",2011,793,212,22,22
"S01007385","Argyll and Bute",2011,826,158,12,25
"S01007386","Argyll and Bute",2011,806,207,14,26
"S01007387","Argyll and Bute",2011,803,217,9,32
"S01007388","Argyll and Bute",2011,680,182,7,15
"S01007389","Argyll and Bute",2011,585,206,18,22
"S01007390","Argyll and Bute",2011,571,176,11,16
"S01007391","Argyll and Bute",2011,572,167,11,15
"S01007392","Argyll and Bute",2011,466,139,6,12
"S01007393","Argyll and Bute",2011,810,160,22,53
"S01007394","Argyll and Bute",2011,640,145,14,28
"S01007395","Argyll and Bute",2011,787,145,12,24
"S01007396","Argyll and Bute",2011,783,149,25,26
"S01007397","Argyll and Bute",2011,943,179,21,41
"S01007398","Argyll and Bute",2011,703,76,6,14
"S01007399","Argyll and Bute",2011,642,98,6,13
"S01007400","Argyll and Bute",2011,699,140,23,27
"S01007401","Argyll and Bute",2011,676,123,7,33
"S01007402","Argyll and Bute",2011,610,107,8,16
"S01007403","Argyll and Bute",2011,825,313,12,17
"S01007404","Argyll and Bute",2011,428,84,11,11
"S01007405","Argyll and Bute",2011,665,103,4,22
"S01007406","Argyll and Bute",2011,621,105,12,24
"S01007407","Argyll and Bute",2011,722,114,5,21
"S01007408","Argyll and Bute",2011,596,74,3,17
"S01007409","Clackmannanshire",2011,716,59,2,7
"S01007410","Clackmannanshire",2011,703,34,33,6
"S01007411","Clackmannanshire",2011,895,68,21,10
"S01007412","Clackmannanshire",2011,478,24,6,3
"S01007413","Clackmannanshire",2011,910,76,17,15
"S01007414","Clackmannanshire",2011,694,104,9,19
"S01007415","Clackmannanshire",2011,853,48,15,6
"S01007416","Clackmannanshire",2011,595,34,18,3
"S01007417","Clackmannanshire",2011,992,168,28,31
"S01007418","Clackmannanshire",2011,654,40,14,9
"S01007419","Clackmannanshire",2011,865,46,33,20
"S01007420","Clackmannanshire",2011,1451,176,35,27
"S01007421","Clackmannanshire",2011,663,91,10,7
"S01007422","Clackmannanshire",2011,590,53,5,29
"S01007423","Clackmannanshire",2011,764,89,12,10
"S01007424","Clackmannanshire",2011,787,89,7,13
"S01007425","Clackmannanshire",2011,872,94,12,10
"S01007426","Clackmannanshire",2011,661,54,9,36
"S01007427","Clackmannanshire",2011,642,43,5,9
"S01007428","Clackmannanshire",2011,887,90,17,15
"S01007429","Clackmannanshire",2011,715,82,15,9
"S01007430","Clackmannanshire",2011,442,42,9,8
"S01007431","Clackmannanshire",2011,554,65,3,6
"S01007432","Clackmannanshire",2011,818,56,12,9
"S01007433","Clackmannanshire",2011,798,100,9,9
"S01007434","Clackmannanshire",2011,496,34,4,9
"S01007435","Clackmannanshire",2011,681,68,25,11
"S01007436","Clackmannanshire",2011,675,63,11,13
"S01007437","Clackmannanshire",2011,440,44,11,12
"S01007438","Clackmannanshire",2011,673,51,10,19
"S01007439","Clackmannanshire",2011,686,64,11,16
"S01007440","Clackmannanshire",2011,649,60,14,19
"S01007441","Clackmannanshire",2011,551,79,8,13
"S01007442","Clackmannanshire",2011,480,62,6,12
"S01007443","Clackmannanshire",2011,924,148,35,54
"S01007444","Clackmannanshire",2011,945,207,25,33
"S01007445","Clackmannanshire",2011,625,172,6,26
"S01007446","Clackmannanshire",2011,541,149,15,28
"S01007447","Clackmannanshire",2011,485,136,16,13
"S01007448","Clackmannanshire",2011,867,74,16,7
"S01007449","Clackmannanshire",2011,980,67,11,13
"S01007450","Clackmannanshire",2011,774,54,4,7
"S01007451","Clackmannanshire",2011,623,48,5,10
"S01007452","Clackmannanshire",2011,529,53,9,10
"S01007453","Clackmannanshire",2011,635,81,21,23
"S01007454","Clackmannanshire",2011,512,35,17,1
"S01007455","Clackmannanshire",2011,846,31,28,6
"S01007456","Clackmannanshire",2011,891,52,35,11
"S01007457","Clackmannanshire",2011,1080,81,29,25
"S01007458","Clackmannanshire",2011,523,34,9,4
"S01007459","Clackmannanshire",2011,643,44,14,8
"S01007460","Clackmannanshire",2011,725,33,10,11
"S01007461","Clackmannanshire",2011,680,36,15,9
"S01007462","Clackmannanshire",2011,787,81,32,13
"S01007463","Clackmannanshire",2011,988,73,25,18
"S01007464","Clackmannanshire",2011,686,33,33,10
"S01007465","Clackmannanshire",2011,785,74,31,6
"S01007466","Clackmannanshire",2011,984,63,49,28
"S01007467","Clackmannanshire",2011,974,65,36,25
"S01007468","Clackmannanshire",2011,714,53,10,18
"S01007469","Clackmannanshire",2011,611,40,8,10
"S01007470","Clackmannanshire",2011,699,54,46,11
"S01007471","Clackmannanshire",2011,479,27,5,2
"S01007472","Clackmannanshire",2011,554,30,9,8
"S01007473","Clackmannanshire",2011,438,18,5,2
"S01007474","Clackmannanshire",2011,535,46,5,5
"S01007475","Clackmannanshire",2011,594,57,13,16
"S01007476","Clackmannanshire",2011,651,49,10,11
"S01007477","Clackmannanshire",2011,540,51,3,13
"S01007478","Clackmannanshire",2011,910,81,19,21
"S01007479","Clackmannanshire",2011,579,35,9,16
"S01007480","Clackmannanshire",2011,776,51,24,15
"S01007481","Dumfries and Galloway",2011,830,123,11,9
"S01007482","Dumfries and Galloway",2011,478,61,8,1
"S01007483","Dumfries and Galloway",2011,783,61,10,5
"S01007484","Dumfries and Galloway",2011,558,60,16,6
"S01007485","Dumfries and Galloway",2011,481,51,8,2
"S01007486","Dumfries and Galloway",2011,540,56,5,1
"S01007487","Dumfries and Galloway",2011,903,114,16,16
"S01007488","Dumfries and Galloway",2011,1032,111,17,12
"S01007489","Dumfries and Galloway",2011,856,93,6,6
"S01007490","Dumfries and Galloway",2011,913,75,8,10
"S01007491","Dumfries and Galloway",2011,1184,114,23,12
"S01007492","Dumfries and Galloway",2011,685,63,11,2
"S01007493","Dumfries and Galloway",2011,824,72,10,2
"S01007494","Dumfries and Galloway",2011,534,177,3,8
"S01007495","Dumfries and Galloway",2011,844,170,27,6
"S01007496","Dumfries and Galloway",2011,1011,274,16,18
"S01007497","Dumfries and Galloway",2011,596,103,11,5
"S01007498","Dumfries and Galloway",2011,840,89,12,4
"S01007499","Dumfries and Galloway",2011,842,151,13,8
"S01007500","Dumfries and Galloway",2011,605,150,6,8
"S01007501","Dumfries and Galloway",2011,680,243,18,6
"S01007502","Dumfries and Galloway",2011,524,132,3,6
"S01007503","Dumfries and Galloway",2011,1046,225,16,19
"S01007504","Dumfries and Galloway",2011,677,173,3,13
"S01007505","Dumfries and Galloway",2011,429,144,7,7
"S01007506","Dumfries and Galloway",2011,514,176,8,7
"S01007507","Dumfries and Galloway",2011,921,187,13,14
"S01007508","Dumfries and Galloway",2011,696,194,14,8
"S01007509","Dumfries and Galloway",2011,627,221,7,8
"S01007510","Dumfries and Galloway",2011,1014,300,13,21
"S01007511","Dumfries and Galloway",2011,829,167,15,12
"S01007512","Dumfries and Galloway",2011,526,144,5,11
"S01007513","Dumfries and Galloway",2011,1052,146,27,9
"S01007514","Dumfries and Galloway",2011,519,91,47,8
"S01007515","Dumfries and Galloway",2011,605,129,12,16
"S01007516","Dumfries and Galloway",2011,620,73,24,8
"S01007517","Dumfries and Galloway",2011,462,105,4,4
"S01007518","Dumfries and Galloway",2011,834,99,11,5
"S01007519","Dumfries and Galloway",2011,435,205,8,9
"S01007520","Dumfries and Galloway",2011,980,287,37,15
"S01007521","Dumfries and Galloway",2011,450,165,13,9
"S01007522","Dumfries and Galloway",2011,986,279,33,23
"S01007523","Dumfries and Galloway",2011,542,218,17,10
"S01007524","Dumfries and Galloway",2011,951,319,11,17
"S01007525","Dumfries and Galloway",2011,536,107,10,8
"S01007526","Dumfries and Galloway",2011,734,204,29,29
"S01007527","Dumfries and Galloway",2011,787,181,17,6
"S01007528","Dumfries and Galloway",2011,751,161,28,12
"S01007529","Dumfries and Galloway",2011,666,171,16,13
"S01007530","Dumfries and Galloway",2011,524,190,19,10
"S01007531","Dumfries and Galloway",2011,692,215,23,9
"S01007532","Dumfries and Galloway",2011,597,161,16,9
"S01007533","Dumfries and Galloway",2011,551,140,11,10
"S01007534","Dumfries and Galloway",2011,939,107,8,12
"S01007535","Dumfries and Galloway",2011,1068,196,16,12
"S01007536","Dumfries and Galloway",2011,936,130,8,12
"S01007537","Dumfries and Galloway",2011,1053,169,32,10
"S01007538","Dumfries and Galloway",2011,937,270,9,15
"S01007539","Dumfries and Galloway",2011,667,162,14,5
"S01007540","Dumfries and Galloway",2011,838,152,3,12
"S01007541","Dumfries and Galloway",2011,778,181,3,4
"S01007542","Dumfries and Galloway",2011,866,137,12,14
"S01007543","Dumfries and Galloway",2011,1078,187,8,11
"S01007544","Dumfries and Galloway",2011,1053,429,17,32
"S01007545","Dumfries and Galloway",2011,813,219,6,14
"S01007546","Dumfries and Galloway",2011,565,127,4,7
"S01007547","Dumfries and Galloway",2011,551,144,15,20
"S01007548","Dumfries and Galloway",2011,703,171,16,17
"S01007549","Dumfries and Galloway",2011,620,187,11,12
"S01007550","Dumfries and Galloway",2011,923,305,22,12
"S01007551","Dumfries and Galloway",2011,867,365,21,23
"S01007552","Dumfries and Galloway",2011,913,115,7,10
"S01007553","Dumfries and Galloway",2011,885,55,6,2
"S01007554","Dumfries and Galloway",2011,435,43,2,2
"S01007555","Dumfries and Galloway",2011,515,98,6,8
"S01007556","Dumfries and Galloway",2011,502,41,5,7
"S01007557","Dumfries and Galloway",2011,1131,68,4,9
"S01007558","Dumfries and Galloway",2011,429,114,2,9
"S01007559","Dumfries and Galloway",2011,736,218,10,14
"S01007560","Dumfries and Galloway",2011,957,137,12,21
"S01007561","Dumfries and Galloway",2011,717,120,5,17
"S01007562","Dumfries and Galloway",2011,854,203,5,17
"S01007563","Dumfries and Galloway",2011,890,251,15,26
"S01007564","Dumfries and Galloway",2011,772,206,13,7
"S01007565","Dumfries and Galloway",2011,954,226,11,12
"S01007566","Dumfries and Galloway",2011,736,147,14,10
"S01007567","Dumfries and Galloway",2011,588,124,2,7
"S01007568","Dumfries and Galloway",2011,657,137,14,20
"S01007569","Dumfries and Galloway",2011,818,153,9,27
"S01007570","Dumfries and Galloway",2011,682,104,13,6
"S01007571","Dumfries and Galloway",2011,539,138,6,12
"S01007572","Dumfries and Galloway",2011,967,96,12,13
"S01007573","Dumfries and Galloway",2011,895,110,10,36
"S01007574","Dumfries and Galloway",2011,1023,51,9,7
"S01007575","Dumfries and Galloway",2011,860,66,11,14
"S01007576","Dumfries and Galloway",2011,718,73,15,10
"S01007577","Dumfries and Galloway",2011,688,43,7,8
"S01007578","Dumfries and Galloway",2011,692,54,24,7
"S01007579","Dumfries and Galloway",2011,663,52,8,13
"S01007580","Dumfries and Galloway",2011,838,56,26,16
"S01007581","Dumfries and Galloway",2011,509,35,6,3
"S01007582","Dumfries and Galloway",2011,660,38,15,3
"S01007583","Dumfries and Galloway",2011,1056,86,21,13
"S01007584","Dumfries and Galloway",2011,624,58,28,17
"S01007585","Dumfries and Galloway",2011,906,94,19,17
"S01007586","Dumfries and Galloway",2011,858,95,12,18
"S01007587","Dumfries and Galloway",2011,819,104,12,28
"S01007588","Dumfries and Galloway",2011,844,113,17,20
"S01007589","Dumfries and Galloway",2011,756,100,41,22
"S01007590","Dumfries and Galloway",2011,661,93,17,13
"S01007591","Dumfries and Galloway",2011,576,60,30,13
"S01007592","Dumfries and Galloway",2011,694,66,25,15
"S01007593","Dumfries and Galloway",2011,1095,143,26,48
"S01007594","Dumfries and Galloway",2011,843,116,10,17
"S01007595","Dumfries and Galloway",2011,1056,259,42,27
"S01007596","Dumfries and Galloway",2011,551,184,12,17
"S01007597","Dumfries and Galloway",2011,647,160,10,10
"S01007598","Dumfries and Galloway",2011,637,101,7,14
"S01007599","Dumfries and Galloway",2011,840,120,22,36
"S01007600","Dumfries and Galloway",2011,1122,146,23,61
"S01007601","Dumfries and Galloway",2011,631,80,8,12
"S01007602","Dumfries and Galloway",2011,650,62,6,16
"S01007603","Dumfries and Galloway",2011,778,65,6,14
"S01007604","Dumfries and Galloway",2011,891,88,5,20
"S01007605","Dumfries and Galloway",2011,828,104,6,14
"S01007606","Dumfries and Galloway",2011,614,80,20,14
"S01007607","Dumfries and Galloway",2011,702,81,12,9
"S01007608","Dumfries and Galloway",2011,744,89,9,17
"S01007609","Dumfries and Galloway",2011,917,72,26,13
"S01007610","Dumfries and Galloway",2011,515,44,15,6
"S01007611","Dumfries and Galloway",2011,917,123,33,21
"S01007612","Dumfries and Galloway",2011,1044,125,37,64
"S01007613","Dumfries and Galloway",2011,772,143,8,18
"S01007614","Dumfries and Galloway",2011,844,160,10,24
"S01007615","Dumfries and Galloway",2011,1084,126,27,27
"S01007616","Dumfries and Galloway",2011,736,69,16,13
"S01007617","Dumfries and Galloway",2011,519,43,6,7
"S01007618","Dumfries and Galloway",2011,638,49,4,2
"S01007619","Dumfries and Galloway",2011,630,38,10,6
"S01007620","Dumfries and Galloway",2011,579,54,7,7
"S01007621","Dumfries and Galloway",2011,656,52,6,6
"S01007622","Dumfries and Galloway",2011,582,56,10,7
"S01007623","Dumfries and Galloway",2011,608,66,10,21
"S01007624","Dumfries and Galloway",2011,664,57,12,7
"S01007625","Dumfries and Galloway",2011,505,41,4,11
"S01007626","Dumfries and Galloway",2011,650,61,10,11
"S01007627","Dumfries and Galloway",2011,547,65,16,27
"S01007628","Dumfries and Galloway",2011,717,89,6,15
"S01007629","Dumfries and Galloway",2011,699,145,7,3
"S01007630","Dumfries and Galloway",2011,813,152,7,13
"S01007631","Dumfries and Galloway",2011,631,175,17,5
"S01007632","Dumfries and Galloway",2011,965,158,9,18
"S01007633","Dumfries and Galloway",2011,977,122,11,19
"S01007634","Dumfries and Galloway",2011,570,136,5,4
"S01007635","Dumfries and Galloway",2011,717,141,6,5
"S01007636","Dumfries and Galloway",2011,858,154,12,9
