"dz_2011","la_name","year","total","none"
"S01010021","Glasgow City",2011,400,318
"S01010022","Glasgow City",2011,468,282
"S01010023","Glasgow City",2011,387,314
"S01010024","Glasgow City",2011,402,233
"S01010025","Glasgow City",2011,316,232
"S01010026","Glasgow City",2011,492,306
"S01010027","Glasgow City",2011,483,267
"S01010028","Glasgow City",2011,381,262
"S01010029","Glasgow City",2011,398,300
"S01010030","Glasgow City",2011,429,189
"S01010031","Glasgow City",2011,423,154
"S01010032","Glasgow City",2011,298,143
"S01010033","Glasgow City",2011,503,328
"S01010034","Glasgow City",2011,498,349
"S01010035","Glasgow City",2011,401,313
"S01010036","Glasgow City",2011,423,243
"S01010037","Glasgow City",2011,376,273
"S01010038","Glasgow City",2011,568,414
"S01010039","Glasgow City",2011,593,325
"S01010040","Glasgow City",2011,415,207
"S01010041","Glasgow City",2011,451,274
"S01010042","Glasgow City",2011,621,343
"S01010043","Glasgow City",2011,451,310
"S01010044","Glasgow City",2011,649,388
"S01010045","Glasgow City",2011,258,201
"S01010046","Glasgow City",2011,431,258
"S01010047","Glasgow City",2011,471,363
"S01010048","Glasgow City",2011,551,383
"S01010049","Glasgow City",2011,395,293
"S01010050","Glasgow City",2011,540,414
"S01010051","Glasgow City",2011,431,338
"S01010052","Glasgow City",2011,372,282
"S01010053","Glasgow City",2011,384,205
"S01010054","Glasgow City",2011,248,166
"S01010055","Glasgow City",2011,457,300
"S01010056","Glasgow City",2011,214,156
"S01010057","Glasgow City",2011,216,133
"S01010058","Glasgow City",2011,355,218
"S01010059","Glasgow City",2011,371,204
"S01010060","Glasgow City",2011,493,336
"S01010061","Glasgow City",2011,253,85
"S01010062","Glasgow City",2011,344,178
"S01010063","Glasgow City",2011,546,369
"S01010064","Glasgow City",2011,264,144
"S01010065","Glasgow City",2011,413,252
"S01010066","Glasgow City",2011,342,210
"S01010067","Glasgow City",2011,297,226
"S01010068","Glasgow City",2011,338,177
"S01010069","Glasgow City",2011,340,83
"S01010070","Glasgow City",2011,238,28
"S01010071","Glasgow City",2011,367,125
"S01010072","Glasgow City",2011,370,150
"S01010073","Glasgow City",2011,349,114
"S01010074","Glasgow City",2011,306,47
"S01010075","Glasgow City",2011,303,140
"S01010076","Glasgow City",2011,276,102
"S01010077","Glasgow City",2011,302,151
"S01010078","Glasgow City",2011,229,35
"S01010079","Glasgow City",2011,349,35
"S01010080","Glasgow City",2011,284,52
"S01010081","Glasgow City",2011,300,46
"S01010082","Glasgow City",2011,407,105
"S01010083","Glasgow City",2011,348,151
"S01010084","Glasgow City",2011,442,218
"S01010085","Glasgow City",2011,311,60
"S01010086","Glasgow City",2011,414,208
"S01010087","Glasgow City",2011,247,38
"S01010088","Glasgow City",2011,295,19
"S01010089","Glasgow City",2011,365,170
"S01010090","Glasgow City",2011,435,113
"S01010091","Glasgow City",2011,343,60
"S01010092","Glasgow City",2011,446,230
"S01010093","Glasgow City",2011,386,125
"S01010094","Glasgow City",2011,291,79
"S01010095","Glasgow City",2011,279,45
"S01010096","Glasgow City",2011,292,59
"S01010097","Glasgow City",2011,286,77
"S01010098","Glasgow City",2011,277,43
"S01010099","Glasgow City",2011,285,56
"S01010100","Glasgow City",2011,382,84
"S01010101","Glasgow City",2011,299,61
"S01010102","Glasgow City",2011,324,35
"S01010103","Glasgow City",2011,355,35
"S01010104","Glasgow City",2011,267,30
"S01010105","Glasgow City",2011,165,91
"S01010106","Glasgow City",2011,219,145
"S01010107","Glasgow City",2011,404,246
"S01010108","Glasgow City",2011,374,197
"S01010109","Glasgow City",2011,326,146
"S01010110","Glasgow City",2011,431,287
"S01010111","Glasgow City",2011,446,307
"S01010112","Glasgow City",2011,419,276
"S01010113","Glasgow City",2011,244,149
"S01010114","Glasgow City",2011,366,275
"S01010115","Glasgow City",2011,230,60
"S01010116","Glasgow City",2011,397,107
"S01010117","Glasgow City",2011,261,53
"S01010118","Glasgow City",2011,277,213
"S01010119","Glasgow City",2011,209,118
"S01010120","Glasgow City",2011,444,292
"S01010121","Glasgow City",2011,321,207
"S01010122","Glasgow City",2011,198,138
"S01010123","Glasgow City",2011,299,195
"S01010124","Glasgow City",2011,293,101
"S01010125","Glasgow City",2011,242,143
"S01010126","Glasgow City",2011,312,121
"S01010127","Glasgow City",2011,296,168
"S01010128","Glasgow City",2011,214,156
"S01010129","Glasgow City",2011,350,244
"S01010130","Glasgow City",2011,206,136
"S01010131","Glasgow City",2011,376,70
"S01010132","Glasgow City",2011,497,299
"S01010133","Glasgow City",2011,380,245
"S01010134","Glasgow City",2011,551,323
"S01010135","Glasgow City",2011,365,201
"S01010136","Glasgow City",2011,367,174
"S01010137","Glasgow City",2011,583,346
"S01010138","Glasgow City",2011,660,467
"S01010139","Glasgow City",2011,552,332
"S01010140","Glasgow City",2011,384,174
"S01010141","Glasgow City",2011,447,321
"S01010142","Glasgow City",2011,288,146
"S01010143","Glasgow City",2011,391,201
"S01010144","Glasgow City",2011,372,218
"S01010145","Glasgow City",2011,397,216
"S01010146","Glasgow City",2011,406,263
"S01010147","Glasgow City",2011,494,341
"S01010148","Glasgow City",2011,356,232
"S01010149","Glasgow City",2011,231,65
"S01010150","Glasgow City",2011,325,195
"S01010151","Glasgow City",2011,329,201
"S01010152","Glasgow City",2011,425,218
"S01010153","Glasgow City",2011,491,281
"S01010154","Glasgow City",2011,432,247
"S01010155","Glasgow City",2011,362,183
"S01010156","Glasgow City",2011,281,157
"S01010157","Glasgow City",2011,267,161
"S01010158","Glasgow City",2011,461,240
"S01010159","Glasgow City",2011,353,173
"S01010160","Glasgow City",2011,308,208
"S01010161","Glasgow City",2011,259,115
"S01010162","Glasgow City",2011,360,270
"S01010163","Glasgow City",2011,239,123
"S01010164","Glasgow City",2011,282,138
"S01010165","Glasgow City",2011,275,171
"S01010166","Glasgow City",2011,347,182
"S01010167","Glasgow City",2011,472,287
"S01010168","Glasgow City",2011,236,119
"S01010169","Glasgow City",2011,367,211
"S01010170","Glasgow City",2011,271,158
"S01010171","Glasgow City",2011,489,362
"S01010172","Glasgow City",2011,481,291
"S01010173","Glasgow City",2011,331,146
"S01010174","Glasgow City",2011,250,95
"S01010175","Glasgow City",2011,216,105
"S01010176","Glasgow City",2011,369,195
"S01010177","Glasgow City",2011,315,205
"S01010178","Glasgow City",2011,391,243
"S01010179","Glasgow City",2011,387,248
"S01010180","Glasgow City",2011,215,77
"S01010181","Glasgow City",2011,272,179
"S01010182","Glasgow City",2011,307,66
"S01010183","Glasgow City",2011,232,126
"S01010184","Glasgow City",2011,286,159
"S01010185","Glasgow City",2011,282,184
"S01010186","Glasgow City",2011,246,35
"S01010187","Glasgow City",2011,294,60
"S01010188","Glasgow City",2011,304,38
"S01010189","Glasgow City",2011,336,23
"S01010190","Glasgow City",2011,253,12
"S01010191","Glasgow City",2011,266,23
"S01010192","Glasgow City",2011,294,25
"S01010193","Glasgow City",2011,329,60
"S01010194","Glasgow City",2011,268,130
"S01010195","Glasgow City",2011,212,91
"S01010196","Glasgow City",2011,274,140
"S01010197","Glasgow City",2011,260,134
"S01010198","Glasgow City",2011,394,202
"S01010199","Glasgow City",2011,232,124
"S01010200","Glasgow City",2011,305,168
"S01010201","Glasgow City",2011,253,87
"S01010202","Glasgow City",2011,365,268
"S01010203","Glasgow City",2011,260,59
"S01010204","Glasgow City",2011,381,259
"S01010205","Glasgow City",2011,355,219
"S01010206","Glasgow City",2011,255,241
"S01010207","Glasgow City",2011,285,206
"S01010208","Glasgow City",2011,565,320
"S01010209","Glasgow City",2011,468,266
"S01010210","Glasgow City",2011,416,201
"S01010211","Glasgow City",2011,452,311
"S01010212","Glasgow City",2011,559,400
"S01010213","Glasgow City",2011,476,263
"S01010214","Glasgow City",2011,396,133
"S01010215","Glasgow City",2011,492,347
"S01010216","Glasgow City",2011,361,262
"S01010217","Glasgow City",2011,406,266
"S01010218","Glasgow City",2011,587,336
"S01010219","Glasgow City",2011,274,222
"S01010220","Glasgow City",2011,279,94
"S01010221","Glasgow City",2011,260,196
"S01010222","Glasgow City",2011,285,163
"S01010223","Glasgow City",2011,337,216
"S01010224","Glasgow City",2011,469,352
"S01010225","Glasgow City",2011,431,272
"S01010226","Glasgow City",2011,394,312
"S01010227","Glasgow City",2011,294,241
"S01010228","Glasgow City",2011,384,255
"S01010229","Glasgow City",2011,508,292
"S01010230","Glasgow City",2011,577,443
"S01010231","Glasgow City",2011,514,374
"S01010232","Glasgow City",2011,485,320
"S01010233","Glasgow City",2011,476,356
"S01010234","Glasgow City",2011,562,319
"S01010235","Glasgow City",2011,446,151
"S01010236","Glasgow City",2011,378,184
"S01010237","Glasgow City",2011,353,188
"S01010238","Glasgow City",2011,455,248
"S01010239","Glasgow City",2011,424,276
"S01010240","Glasgow City",2011,398,251
"S01010241","Glasgow City",2011,623,382
"S01010242","Glasgow City",2011,455,299
"S01010243","Glasgow City",2011,610,440
"S01010244","Glasgow City",2011,440,343
"S01010245","Glasgow City",2011,509,399
"S01010246","Glasgow City",2011,433,311
"S01010247","Glasgow City",2011,356,157
"S01010248","Glasgow City",2011,456,242
"S01010249","Glasgow City",2011,403,250
"S01010250","Glasgow City",2011,390,230
"S01010251","Glasgow City",2011,317,145
"S01010252","Glasgow City",2011,297,138
"S01010253","Glasgow City",2011,364,254
"S01010254","Glasgow City",2011,581,368
"S01010255","Glasgow City",2011,353,251
"S01010256","Glasgow City",2011,516,376
"S01010257","Glasgow City",2011,497,374
"S01010258","Glasgow City",2011,424,249
"S01010259","Glasgow City",2011,468,372
"S01010260","Glasgow City",2011,685,468
"S01010261","Glasgow City",2011,526,429
"S01010262","Glasgow City",2011,535,396
"S01010263","Glasgow City",2011,422,300
"S01010264","Glasgow City",2011,557,416
"S01010265","Glasgow City",2011,573,361
"S01010266","Glasgow City",2011,237,137
"S01010267","Glasgow City",2011,318,229
"S01010268","Glasgow City",2011,417,250
"S01010269","Glasgow City",2011,320,213
"S01010270","Glasgow City",2011,817,624
"S01010271","Glasgow City",2011,327,225
"S01010272","Glasgow City",2011,703,539
"S01010273","Glasgow City",2011,409,279
"S01010274","Glasgow City",2011,342,174
"S01010275","Glasgow City",2011,357,270
"S01010276","Glasgow City",2011,625,142
"S01010277","Glasgow City",2011,305,188
"S01010278","Glasgow City",2011,330,225
"S01010279","Glasgow City",2011,312,214
"S01010280","Glasgow City",2011,426,245
"S01010281","Glasgow City",2011,466,266
"S01010282","Glasgow City",2011,645,402
"S01010283","Glasgow City",2011,296,135
"S01010284","Glasgow City",2011,638,339
"S01010285","Glasgow City",2011,420,224
"S01010286","Glasgow City",2011,365,165
"S01010287","Glasgow City",2011,387,193
"S01010288","Glasgow City",2011,349,142
"S01010289","Glasgow City",2011,380,77
"S01010290","Glasgow City",2011,278,123
"S01010291","Glasgow City",2011,481,293
"S01010292","Glasgow City",2011,409,190
"S01010293","Glasgow City",2011,373,238
"S01010294","Glasgow City",2011,275,153
"S01010295","Glasgow City",2011,427,228
"S01010296","Glasgow City",2011,291,153
"S01010297","Glasgow City",2011,676,487
"S01010298","Glasgow City",2011,515,350
"S01010299","Glasgow City",2011,292,198
"S01010300","Glasgow City",2011,478,329
"S01010301","Glasgow City",2011,283,147
"S01010302","Glasgow City",2011,388,309
"S01010303","Glasgow City",2011,250,185
"S01010304","Glasgow City",2011,332,241
"S01010305","Glasgow City",2011,478,291
"S01010306","Glasgow City",2011,449,246
"S01010307","Glasgow City",2011,428,161
"S01010308","Glasgow City",2011,480,207
"S01010309","Glasgow City",2011,264,185
"S01010310","Glasgow City",2011,381,267
"S01010311","Glasgow City",2011,351,251
"S01010312","Glasgow City",2011,425,333
"S01010313","Glasgow City",2011,356,263
"S01010314","Glasgow City",2011,550,367
"S01010315","Glasgow City",2011,409,186
"S01010316","Glasgow City",2011,304,206
"S01010317","Glasgow City",2011,394,191
"S01010318","Glasgow City",2011,304,189
"S01010319","Glasgow City",2011,407,189
"S01010320","Glasgow City",2011,437,285
"S01010321","Glasgow City",2011,432,259
"S01010322","Glasgow City",2011,549,195
"S01010323","Glasgow City",2011,377,312
"S01010324","Glasgow City",2011,403,220
"S01010325","Glasgow City",2011,501,284
"S01010326","Glasgow City",2011,494,358
"S01010327","Glasgow City",2011,362,161
"S01010328","Glasgow City",2011,445,189
"S01010329","Glasgow City",2011,290,153
"S01010330","Glasgow City",2011,299,187
"S01010331","Glasgow City",2011,520,336
"S01010332","Glasgow City",2011,279,143
"S01010333","Glasgow City",2011,487,271
"S01010334","Glasgow City",2011,433,193
"S01010335","Glasgow City",2011,345,189
"S01010336","Glasgow City",2011,379,279
"S01010337","Glasgow City",2011,278,140
"S01010338","Glasgow City",2011,356,235
"S01010339","Glasgow City",2011,284,160
"S01010340","Glasgow City",2011,349,215
"S01010341","Glasgow City",2011,253,90
"S01010342","Glasgow City",2011,302,83
"S01010343","Glasgow City",2011,365,70
"S01010344","Glasgow City",2011,419,304
"S01010345","Glasgow City",2011,160,10
"S01010346","Glasgow City",2011,410,110
"S01010347","Glasgow City",2011,466,260
"S01010348","Glasgow City",2011,483,238
"S01010349","Glasgow City",2011,443,248
"S01010350","Glasgow City",2011,475,290
"S01010351","Glasgow City",2011,398,188
"S01010352","Glasgow City",2011,276,176
"S01010353","Glasgow City",2011,562,460
"S01010354","Glasgow City",2011,375,229
"S01010355","Glasgow City",2011,402,266
"S01010356","Glasgow City",2011,308,125
"S01010357","Glasgow City",2011,340,225
"S01010358","Glasgow City",2011,507,364
"S01010359","Glasgow City",2011,456,344
"S01010360","Glasgow City",2011,285,174
"S01010361","Glasgow City",2011,402,333
"S01010362","Glasgow City",2011,611,502
"S01010363","Glasgow City",2011,394,123
"S01010364","Glasgow City",2011,337,50
"S01010365","Glasgow City",2011,449,63
"S01010366","Glasgow City",2011,502,119
"S01010367","Glasgow City",2011,507,95
"S01010368","Glasgow City",2011,355,69
"S01010369","Glasgow City",2011,433,205
"S01010370","Glasgow City",2011,335,88
"S01010371","Glasgow City",2011,461,166
"S01010372","Glasgow City",2011,226,71
"S01010373","Glasgow City",2011,408,161
"S01010374","Glasgow City",2011,469,154
"S01010375","Glasgow City",2011,219,123
"S01010376","Glasgow City",2011,367,214
"S01010377","Glasgow City",2011,375,227
"S01010378","Glasgow City",2011,272,134
"S01010379","Glasgow City",2011,446,239
"S01010380","Glasgow City",2011,521,242
"S01010381","Glasgow City",2011,372,214
"S01010382","Glasgow City",2011,483,252
"S01010383","Glasgow City",2011,393,262
"S01010384","Glasgow City",2011,454,209
"S01010385","Glasgow City",2011,498,298
"S01010386","Glasgow City",2011,528,328
"S01010387","Glasgow City",2011,587,310
"S01010388","Glasgow City",2011,584,368
"S01010389","Glasgow City",2011,668,201
"S01010390","Glasgow City",2011,716,399
"S01010391","Glasgow City",2011,541,297
"S01010392","Glasgow City",2011,416,79
"S01010393","Glasgow City",2011,634,325
"S01010394","Glasgow City",2011,516,338
"S01010395","Glasgow City",2011,637,358
"S01010396","Glasgow City",2011,585,337
"S01010397","Glasgow City",2011,294,119
"S01010398","Glasgow City",2011,583,197
"S01010399","Glasgow City",2011,615,209
"S01010400","Glasgow City",2011,530,149
"S01010401","Glasgow City",2011,400,179
"S01010402","Glasgow City",2011,513,149
"S01010403","Glasgow City",2011,509,118
"S01010404","Glasgow City",2011,406,104
"S01010405","Glasgow City",2011,408,105
"S01010406","Glasgow City",2011,435,202
"S01010407","Glasgow City",2011,418,219
"S01010408","Glasgow City",2011,272,102
"S01010409","Glasgow City",2011,245,29
"S01010410","Glasgow City",2011,248,31
"S01010411","Glasgow City",2011,365,27
"S01010412","Glasgow City",2011,424,121
"S01010413","Glasgow City",2011,340,56
"S01010414","Glasgow City",2011,497,141
"S01010415","Glasgow City",2011,555,291
"S01010416","Glasgow City",2011,322,54
"S01010417","Glasgow City",2011,286,74
"S01010418","Glasgow City",2011,561,156
"S01010419","Glasgow City",2011,500,132
"S01010420","Glasgow City",2011,290,83
"S01010421","Glasgow City",2011,346,60
"S01010422","Glasgow City",2011,483,158
"S01010423","Glasgow City",2011,490,298
"S01010424","Glasgow City",2011,471,273
"S01010425","Glasgow City",2011,621,374
"S01010426","Glasgow City",2011,406,219
"S01010427","Glasgow City",2011,499,289
"S01010428","Glasgow City",2011,319,115
"S01010429","Glasgow City",2011,388,56
"S01010430","Glasgow City",2011,451,286
"S01010431","Glasgow City",2011,258,32
"S01010432","Glasgow City",2011,464,263
"S01010433","Glasgow City",2011,338,258
"S01010434","Glasgow City",2011,331,224
"S01010435","Glasgow City",2011,291,133
"S01010436","Glasgow City",2011,433,281
"S01010437","Glasgow City",2011,269,147
"S01010438","Glasgow City",2011,370,199
"S01010439","Glasgow City",2011,512,253
"S01010440","Glasgow City",2011,322,192
"S01010441","Glasgow City",2011,488,175
"S01010442","Glasgow City",2011,383,200
"S01010443","Glasgow City",2011,228,79
"S01010444","Glasgow City",2011,289,135
"S01010445","Glasgow City",2011,307,121
"S01010446","Glasgow City",2011,329,98
"S01010447","Glasgow City",2011,521,298
"S01010448","Glasgow City",2011,360,114
"S01010449","Glasgow City",2011,370,161
"S01010450","Glasgow City",2011,407,194
"S01010451","Glasgow City",2011,438,276
"S01010452","Glasgow City",2011,408,199
"S01010453","Glasgow City",2011,372,250
"S01010454","Glasgow City",2011,383,163
"S01010455","Glasgow City",2011,604,430
"S01010456","Glasgow City",2011,313,138
"S01010457","Glasgow City",2011,340,185
"S01010458","Glasgow City",2011,411,237
"S01010459","Glasgow City",2011,258,114
"S01010460","Glasgow City",2011,346,75
"S01010461","Glasgow City",2011,386,211
"S01010462","Glasgow City",2011,437,352
"S01010463","Glasgow City",2011,376,129
"S01010464","Glasgow City",2011,248,103
"S01010465","Glasgow City",2011,451,82
"S01010466","Glasgow City",2011,458,140
"S01010467","Glasgow City",2011,476,159
"S01010468","Glasgow City",2011,417,119
"S01010469","Glasgow City",2011,405,251
"S01010470","Glasgow City",2011,364,159
"S01010471","Glasgow City",2011,316,149
"S01010472","Glasgow City",2011,290,83
"S01010473","Glasgow City",2011,435,185
"S01010474","Glasgow City",2011,431,209
"S01010475","Glasgow City",2011,384,84
"S01010476","Glasgow City",2011,523,216
"S01010477","Glasgow City",2011,354,144
"S01010478","Glasgow City",2011,628,358
"S01010479","Glasgow City",2011,512,216
"S01010480","Glasgow City",2011,285,107
"S01010481","Glasgow City",2011,267,152
"S01010482","Glasgow City",2011,354,144
"S01010483","Glasgow City",2011,526,210
"S01010484","Glasgow City",2011,246,100
"S01010485","Glasgow City",2011,396,122
"S01010486","Glasgow City",2011,371,57
"S01010487","Glasgow City",2011,432,163
"S01010488","Glasgow City",2011,338,200
"S01010489","Glasgow City",2011,450,257
"S01010490","Glasgow City",2011,308,208
"S01010491","Glasgow City",2011,417,284
"S01010492","Glasgow City",2011,255,165
"S01010493","Glasgow City",2011,308,225
"S01010494","Glasgow City",2011,252,115
"S01010495","Glasgow City",2011,418,264
"S01010496","Glasgow City",2011,388,291
"S01010497","Glasgow City",2011,285,140
"S01010498","Glasgow City",2011,357,207
"S01010499","Glasgow City",2011,451,380
"S01010500","Glasgow City",2011,398,235
"S01010501","Glasgow City",2011,430,229
"S01010502","Glasgow City",2011,331,124
"S01010503","Glasgow City",2011,321,211
"S01010504","Highland",2011,247,31
"S01010505","Highland",2011,244,28
"S01010506","Highland",2011,380,77
"S01010507","Highland",2011,345,76
"S01010508","Highland",2011,449,56
"S01010509","Highland",2011,393,38
"S01010510","Highland",2011,340,71
"S01010511","Highland",2011,369,107
"S01010512","Highland",2011,281,85
"S01010513","Highland",2011,300,37
"S01010514","Highland",2011,287,78
"S01010515","Highland",2011,350,119
"S01010516","Highland",2011,270,60
"S01010517","Highland",2011,362,117
"S01010518","Highland",2011,293,72
"S01010519","Highland",2011,282,75
"S01010520","Highland",2011,410,98
"S01010521","Highland",2011,339,115
"S01010522","Highland",2011,283,106
"S01010523","Highland",2011,258,112
"S01010524","Highland",2011,234,21
"S01010525","Highland",2011,259,15
"S01010526","Highland",2011,364,58
"S01010527","Highland",2011,455,147
"S01010528","Highland",2011,265,21
"S01010529","Highland",2011,283,28
"S01010530","Highland",2011,278,21
"S01010531","Highland",2011,496,76
"S01010532","Highland",2011,245,14
"S01010533","Highland",2011,272,58
"S01010534","Highland",2011,374,63
"S01010535","Highland",2011,305,19
"S01010536","Highland",2011,397,124
"S01010537","Highland",2011,330,89
"S01010538","Highland",2011,337,55
"S01010539","Highland",2011,496,78
"S01010540","Highland",2011,298,29
"S01010541","Highland",2011,362,30
"S01010542","Highland",2011,388,60
"S01010543","Highland",2011,255,15
"S01010544","Highland",2011,370,59
"S01010545","Highland",2011,344,87
"S01010546","Highland",2011,369,70
"S01010547","Highland",2011,313,15
"S01010548","Highland",2011,299,18
"S01010549","Highland",2011,366,16
"S01010550","Highland",2011,236,40
"S01010551","Highland",2011,267,25
"S01010552","Highland",2011,334,29
"S01010553","Highland",2011,261,7
"S01010554","Highland",2011,396,113
"S01010555","Highland",2011,450,143
"S01010556","Highland",2011,410,161
"S01010557","Highland",2011,278,72
"S01010558","Highland",2011,385,88
"S01010559","Highland",2011,351,72
"S01010560","Highland",2011,291,34
"S01010561","Highland",2011,301,32
"S01010562","Highland",2011,314,40
"S01010563","Highland",2011,211,66
"S01010564","Highland",2011,269,124
"S01010565","Highland",2011,276,67
"S01010566","Highland",2011,453,29
"S01010567","Highland",2011,379,12
"S01010568","Highland",2011,391,33
"S01010569","Highland",2011,295,17
"S01010570","Highland",2011,467,108
"S01010571","Highland",2011,398,49
"S01010572","Highland",2011,336,105
"S01010573","Highland",2011,222,52
"S01010574","Highland",2011,236,19
"S01010575","Highland",2011,284,23
"S01010576","Highland",2011,326,21
"S01010577","Highland",2011,354,109
"S01010578","Highland",2011,203,39
"S01010579","Highland",2011,325,43
"S01010580","Highland",2011,305,74
"S01010581","Highland",2011,243,31
"S01010582","Highland",2011,185,23
"S01010583","Highland",2011,440,44
"S01010584","Highland",2011,312,35
"S01010585","Highland",2011,304,22
"S01010586","Highland",2011,305,10
"S01010587","Highland",2011,293,20
"S01010588","Highland",2011,268,28
"S01010589","Highland",2011,299,89
"S01010590","Highland",2011,293,3
"S01010591","Highland",2011,303,21
"S01010592","Highland",2011,273,51
"S01010593","Highland",2011,259,11
"S01010594","Highland",2011,281,28
"S01010595","Highland",2011,310,31
"S01010596","Highland",2011,310,9
"S01010597","Highland",2011,274,37
"S01010598","Highland",2011,404,34
"S01010599","Highland",2011,248,17
"S01010600","Highland",2011,427,66
"S01010601","Highland",2011,302,39
"S01010602","Highland",2011,260,37
"S01010603","Highland",2011,369,52
"S01010604","Highland",2011,193,11
"S01010605","Highland",2011,387,48
"S01010606","Highland",2011,371,113
"S01010607","Highland",2011,346,50
"S01010608","Highland",2011,306,156
"S01010609","Highland",2011,242,84
"S01010610","Highland",2011,318,48
"S01010611","Highland",2011,496,183
"S01010612","Highland",2011,316,58
"S01010613","Highland",2011,341,113
"S01010614","Highland",2011,264,121
"S01010615","Highland",2011,383,83
"S01010616","Highland",2011,359,61
"S01010617","Highland",2011,360,41
"S01010618","Highland",2011,307,27
"S01010619","Highland",2011,318,147
"S01010620","Highland",2011,369,255
"S01010621","Highland",2011,432,126
"S01010622","Highland",2011,333,171
"S01010623","Highland",2011,278,45
"S01010624","Highland",2011,244,91
"S01010625","Highland",2011,333,41
"S01010626","Highland",2011,368,50
"S01010627","Highland",2011,401,136
"S01010628","Highland",2011,472,165
"S01010629","Highland",2011,445,147
"S01010630","Highland",2011,252,100
"S01010631","Highland",2011,326,141
"S01010632","Highland",2011,486,188
"S01010633","Highland",2011,476,228
"S01010634","Highland",2011,264,99
"S01010635","Highland",2011,351,146
"S01010636","Highland",2011,386,100
"S01010637","Highland",2011,352,201
"S01010638","Highland",2011,417,181
"S01010639","Highland",2011,555,270
"S01010640","Highland",2011,411,165
"S01010641","Highland",2011,531,324
"S01010642","Highland",2011,451,248
"S01010643","Highland",2011,287,142
"S01010644","Highland",2011,346,238
"S01010645","Highland",2011,278,47
"S01010646","Highland",2011,287,37
"S01010647","Highland",2011,306,49
"S01010648","Highland",2011,306,80
"S01010649","Highland",2011,280,64
"S01010650","Highland",2011,196,32
"S01010651","Highland",2011,295,94
"S01010652","Highland",2011,309,58
"S01010653","Highland",2011,300,53
"S01010654","Highland",2011,348,111
"S01010655","Highland",2011,380,23
"S01010656","Highland",2011,182,25
"S01010657","Highland",2011,248,18
"S01010658","Highland",2011,296,30
"S01010659","Highland",2011,276,11
"S01010660","Highland",2011,285,67
"S01010661","Highland",2011,307,93
"S01010662","Highland",2011,310,20
"S01010663","Highland",2011,381,26
"S01010664","Highland",2011,337,14
"S01010665","Highland",2011,430,45
"S01010666","Highland",2011,416,79
"S01010667","Highland",2011,288,15
"S01010668","Highland",2011,503,69
"S01010669","Highland",2011,266,31
"S01010670","Highland",2011,296,35
"S01010671","Highland",2011,329,48
"S01010672","Highland",2011,321,101
"S01010673","Highland",2011,419,74
"S01010674","Highland",2011,419,57
"S01010675","Highland",2011,273,32
"S01010676","Highland",2011,392,50
"S01010677","Highland",2011,224,19
"S01010678","Highland",2011,273,41
"S01010679","Highland",2011,282,79
"S01010680","Highland",2011,315,90
"S01010681","Highland",2011,461,125
"S01010682","Highland",2011,398,35
"S01010683","Highland",2011,423,55
"S01010684","Highland",2011,361,36
"S01010685","Highland",2011,294,37
"S01010686","Highland",2011,309,35
"S01010687","Highland",2011,379,64
"S01010688","Highland",2011,335,35
"S01010689","Highland",2011,378,47
"S01010690","Highland",2011,330,111
"S01010691","Highland",2011,325,21
"S01010692","Highland",2011,307,54
"S01010693","Highland",2011,216,16
"S01010694","Highland",2011,270,33
"S01010695","Highland",2011,304,21
"S01010696","Highland",2011,402,55
"S01010697","Highland",2011,458,30
"S01010698","Highland",2011,338,33
"S01010699","Highland",2011,250,9
"S01010700","Highland",2011,258,22
"S01010701","Highland",2011,432,65
"S01010702","Highland",2011,417,22
"S01010703","Highland",2011,341,11
"S01010704","Highland",2011,300,69
"S01010705","Highland",2011,463,62
"S01010706","Highland",2011,293,61
"S01010707","Highland",2011,265,12
"S01010708","Highland",2011,252,48
"S01010709","Highland",2011,299,34
"S01010710","Highland",2011,316,81
"S01010711","Highland",2011,319,32
"S01010712","Highland",2011,269,63
"S01010713","Highland",2011,322,75
"S01010714","Highland",2011,380,161
"S01010715","Highland",2011,340,105
"S01010716","Highland",2011,444,150
"S01010717","Highland",2011,272,33
"S01010718","Highland",2011,393,56
"S01010719","Highland",2011,282,39
"S01010720","Highland",2011,336,64
"S01010721","Highland",2011,296,27
"S01010722","Highland",2011,394,76
"S01010723","Highland",2011,329,17
"S01010724","Highland",2011,354,29
"S01010725","Highland",2011,287,20
"S01010726","Highland",2011,415,54
"S01010727","Highland",2011,243,14
"S01010728","Highland",2011,204,7
"S01010729","Highland",2011,269,13
"S01010730","Highland",2011,343,13
"S01010731","Highland",2011,399,85
"S01010732","Highland",2011,334,89
"S01010733","Highland",2011,246,100
"S01010734","Highland",2011,362,123
"S01010735","Highland",2011,244,76
"S01010736","Highland",2011,218,13
"S01010737","Highland",2011,487,143
"S01010738","Highland",2011,235,60
"S01010739","Highland",2011,388,105
"S01010740","Highland",2011,260,120
"S01010741","Highland",2011,249,41
"S01010742","Highland",2011,308,94
"S01010743","Highland",2011,273,79
"S01010744","Highland",2011,459,83
"S01010745","Highland",2011,327,104
"S01010746","Highland",2011,441,40
"S01010747","Highland",2011,357,76
"S01010748","Highland",2011,280,37
"S01010749","Highland",2011,261,22
"S01010750","Highland",2011,287,22
"S01010751","Highland",2011,333,117
"S01010752","Highland",2011,332,100
"S01010753","Highland",2011,434,111
"S01010754","Highland",2011,357,115
"S01010755","Highland",2011,298,76
"S01010756","Highland",2011,286,27
"S01010757","Highland",2011,365,39
