"dz_2011","la_name","year","total","none"
"S01009547","Fife",2001,381,90
"S01009548","Fife",2001,299,98
"S01009549","Fife",2001,415,101
"S01009550","Fife",2001,212,33
"S01009551","Fife",2001,229,44
"S01009552","Fife",2001,385,96
"S01009553","Fife",2001,422,198
"S01009554","Fife",2001,313,97
"S01009555","Fife",2001,348,99
"S01009556","Fife",2001,388,146
"S01009557","Fife",2001,296,108
"S01009558","Fife",2001,319,121
"S01009559","Fife",2001,342,118
"S01009560","Fife",2001,347,133
"S01009561","Fife",2001,301,136
"S01009562","Fife",2001,315,79
"S01009563","Fife",2001,377,127
"S01009564","Fife",2001,323,100
"S01009565","Fife",2001,256,79
"S01009566","Fife",2001,499,125
"S01009567","Fife",2001,418,107
"S01009568","Fife",2001,341,112
"S01009569","Fife",2001,367,103
"S01009570","Fife",2001,242,89
"S01009571","Fife",2001,363,171
"S01009572","Fife",2001,501,247
"S01009573","Fife",2001,336,163
"S01009574","Fife",2001,446,181
"S01009575","Fife",2001,234,69
"S01009576","Fife",2001,262,5
"S01009577","Fife",2001,254,12
"S01009578","Fife",2001,310,69
"S01009579","Fife",2001,457,78
"S01009580","Fife",2001,369,18
"S01009581","Fife",2001,253,60
"S01009582","Fife",2001,239,62
"S01009583","Fife",2001,343,111
"S01009584","Fife",2001,186,15
"S01009585","Fife",2001,415,95
"S01009586","Fife",2001,306,79
"S01009587","Fife",2001,368,134
"S01009588","Fife",2001,433,137
"S01009589","Fife",2001,357,102
"S01009590","Fife",2001,267,27
"S01009591","Fife",2001,330,23
"S01009592","Fife",2001,236,24
"S01009593","Fife",2001,213,8
"S01009594","Fife",2001,261,7
"S01009595","Fife",2001,180,44
"S01009596","Fife",2001,354,99
"S01009597","Fife",2001,367,146
"S01009598","Fife",2001,307,114
"S01009599","Fife",2001,493,135
"S01009600","Fife",2001,419,225
"S01009601","Fife",2001,339,92
"S01009602","Fife",2001,311,3
"S01009603","Fife",2001,234,29
"S01009604","Fife",2001,413,80
"S01009605","Fife",2001,337,114
"S01009606","Fife",2001,197,7
"S01009607","Fife",2001,262,14
"S01009608","Fife",2001,362,117
"S01009609","Fife",2001,320,73
"S01009610","Fife",2001,487,130
"S01009611","Fife",2001,282,19
"S01009612","Fife",2001,328,88
"S01009613","Fife",2001,208,23
"S01009614","Fife",2001,218,37
"S01009615","Fife",2001,166,33
"S01009616","Fife",2001,299,69
"S01009617","Fife",2001,386,61
"S01009618","Fife",2001,360,118
"S01009619","Fife",2001,306,129
"S01009620","Fife",2001,425,206
"S01009621","Fife",2001,449,174
"S01009622","Fife",2001,412,217
"S01009623","Fife",2001,328,139
"S01009624","Fife",2001,428,153
"S01009625","Fife",2001,390,150
"S01009626","Fife",2001,240,106
"S01009627","Fife",2001,347,123
"S01009628","Fife",2001,332,164
"S01009629","Fife",2001,432,165
"S01009630","Fife",2001,343,145
"S01009631","Fife",2001,505,267
"S01009632","Fife",2001,324,180
"S01009633","Fife",2001,273,126
"S01009634","Fife",2001,235,103
"S01009635","Fife",2001,421,153
"S01009636","Fife",2001,520,263
"S01009637","Fife",2001,349,124
"S01009638","Fife",2001,274,119
"S01009639","Fife",2001,292,40
"S01009640","Fife",2001,317,160
"S01009641","Fife",2001,447,214
"S01009642","Fife",2001,572,201
"S01009643","Fife",2001,128,0
"S01009644","Fife",2001,311,82
"S01009645","Fife",2001,303,113
"S01009646","Fife",2001,253,95
"S01009647","Fife",2001,332,166
"S01009648","Fife",2001,387,107
"S01009649","Fife",2001,417,132
"S01009650","Fife",2001,345,33
"S01009651","Fife",2001,487,60
"S01009652","Fife",2001,492,67
"S01009653","Fife",2001,318,22
"S01009654","Fife",2001,271,52
"S01009655","Fife",2001,351,113
"S01009656","Fife",2001,364,161
"S01009657","Fife",2001,308,65
"S01009658","Fife",2001,375,107
"S01009659","Fife",2001,242,70
"S01009660","Fife",2001,399,85
"S01009661","Fife",2001,266,12
"S01009662","Fife",2001,298,43
"S01009663","Fife",2001,325,40
"S01009664","Fife",2001,357,45
"S01009665","Fife",2001,292,64
"S01009666","Fife",2001,328,80
"S01009667","Fife",2001,238,16
"S01009668","Fife",2001,259,34
"S01009669","Fife",2001,230,39
"S01009670","Fife",2001,421,66
"S01009671","Fife",2001,204,36
"S01009672","Fife",2001,343,96
"S01009673","Fife",2001,398,83
"S01009674","Fife",2001,410,53
"S01009675","Fife",2001,382,48
"S01009676","Fife",2001,364,56
"S01009677","Fife",2001,256,23
"S01009678","Fife",2001,270,66
"S01009679","Fife",2001,507,183
"S01009680","Fife",2001,329,55
"S01009681","Fife",2001,239,39
"S01009682","Fife",2001,287,35
"S01009683","Fife",2001,382,95
"S01009684","Fife",2001,481,18
"S01009685","Fife",2001,250,62
"S01009686","Fife",2001,666,270
"S01009687","Fife",2001,290,48
"S01009688","Fife",2001,532,269
"S01009689","Fife",2001,293,111
"S01009690","Fife",2001,327,100
"S01009691","Fife",2001,254,30
"S01009692","Fife",2001,466,75
"S01009693","Fife",2001,269,16
"S01009694","Fife",2001,419,35
"S01009695","Fife",2001,284,31
"S01009696","Fife",2001,562,74
"S01009697","Fife",2001,310,35
"S01009698","Fife",2001,216,8
"S01009699","Fife",2001,305,59
"S01009700","Fife",2001,311,57
"S01009701","Fife",2001,229,44
"S01009702","Fife",2001,311,17
"S01009703","Fife",2001,302,103
"S01009704","Fife",2001,476,97
"S01009705","Fife",2001,353,106
"S01009706","Fife",2001,321,90
"S01009707","Fife",2001,271,68
"S01009708","Fife",2001,293,59
"S01009709","Fife",2001,465,130
"S01009710","Fife",2001,314,59
"S01009711","Fife",2001,349,135
"S01009712","Fife",2001,240,52
"S01009713","Fife",2001,432,108
"S01009714","Fife",2001,463,83
"S01009715","Fife",2001,364,54
"S01009716","Fife",2001,339,70
"S01009717","Fife",2001,307,125
"S01009718","Fife",2001,335,141
"S01009719","Fife",2001,345,137
"S01009720","Fife",2001,384,173
"S01009721","Fife",2001,222,107
"S01009722","Fife",2001,356,133
"S01009723","Fife",2001,310,150
"S01009724","Fife",2001,597,323
"S01009725","Fife",2001,229,84
"S01009726","Fife",2001,280,108
"S01009727","Fife",2001,346,14
"S01009728","Fife",2001,335,39
"S01009729","Fife",2001,291,33
"S01009730","Fife",2001,263,28
"S01009731","Fife",2001,269,38
"S01009732","Fife",2001,288,82
"S01009733","Fife",2001,283,26
"S01009734","Fife",2001,400,50
"S01009735","Fife",2001,395,21
"S01009736","Fife",2001,310,126
"S01009737","Fife",2001,302,61
"S01009738","Fife",2001,234,56
"S01009739","Fife",2001,301,23
"S01009740","Fife",2001,245,79
"S01009741","Fife",2001,168,8
"S01009742","Fife",2001,204,16
"S01009743","Fife",2001,499,41
"S01009744","Fife",2001,309,28
"S01009745","Fife",2001,416,55
"S01009746","Fife",2001,226,14
"S01009747","Fife",2001,307,101
"S01009748","Fife",2001,313,42
"S01009749","Fife",2001,409,100
"S01009750","Fife",2001,288,112
"S01009751","Fife",2001,338,110
"S01009752","Fife",2001,226,17
"S01009753","Fife",2001,382,140
"S01009754","Fife",2001,362,77
"S01009755","Fife",2001,277,51
"S01009756","Fife",2001,310,42
"S01009757","Fife",2001,344,29
"S01009758","Glasgow City",2001,251,31
"S01009759","Glasgow City",2001,410,308
"S01009760","Glasgow City",2001,479,342
"S01009761","Glasgow City",2001,366,73
"S01009762","Glasgow City",2001,375,270
"S01009763","Glasgow City",2001,212,14
"S01009764","Glasgow City",2001,296,163
"S01009765","Glasgow City",2001,373,127
"S01009766","Glasgow City",2001,250,72
"S01009767","Glasgow City",2001,352,179
"S01009768","Glasgow City",2001,327,247
"S01009769","Glasgow City",2001,285,149
"S01009770","Glasgow City",2001,262,24
"S01009771","Glasgow City",2001,296,23
"S01009772","Glasgow City",2001,274,57
"S01009773","Glasgow City",2001,84,12
"S01009774","Glasgow City",2001,84,12
"S01009775","Glasgow City",2001,359,206
"S01009776","Glasgow City",2001,424,321
"S01009777","Glasgow City",2001,277,157
"S01009778","Glasgow City",2001,411,272
"S01009779","Glasgow City",2001,360,257
"S01009780","Glasgow City",2001,164,111
"S01009781","Glasgow City",2001,220,125
"S01009782","Glasgow City",2001,163,102
"S01009783","Glasgow City",2001,267,121
"S01009784","Glasgow City",2001,356,225
"S01009785","Glasgow City",2001,341,206
"S01009786","Glasgow City",2001,482,315
"S01009787","Glasgow City",2001,371,244
"S01009788","Glasgow City",2001,420,209
"S01009789","Glasgow City",2001,405,216
"S01009790","Glasgow City",2001,250,128
"S01009791","Glasgow City",2001,302,199
"S01009792","Glasgow City",2001,286,77
"S01009793","Glasgow City",2001,445,117
"S01009794","Glasgow City",2001,205,12
"S01009795","Glasgow City",2001,288,13
"S01009796","Glasgow City",2001,330,91
"S01009797","Glasgow City",2001,271,44
"S01009798","Glasgow City",2001,233,27
"S01009799","Glasgow City",2001,360,260
"S01009800","Glasgow City",2001,436,222
"S01009801","Glasgow City",2001,416,254
"S01009802","Glasgow City",2001,436,238
"S01009803","Glasgow City",2001,466,323
"S01009804","Glasgow City",2001,250,115
"S01009805","Glasgow City",2001,310,182
"S01009806","Glasgow City",2001,424,263
"S01009807","Glasgow City",2001,448,224
"S01009808","Glasgow City",2001,496,291
"S01009809","Glasgow City",2001,333,150
"S01009810","Glasgow City",2001,448,315
"S01009811","Glasgow City",2001,518,304
"S01009812","Glasgow City",2001,369,192
"S01009813","Glasgow City",2001,369,277
"S01009814","Glasgow City",2001,362,162
"S01009815","Glasgow City",2001,342,152
"S01009816","Glasgow City",2001,331,114
"S01009817","Glasgow City",2001,349,188
"S01009818","Glasgow City",2001,402,84
"S01009819","Glasgow City",2001,308,130
"S01009820","Glasgow City",2001,454,212
"S01009821","Glasgow City",2001,259,72
"S01009822","Glasgow City",2001,245,171
"S01009823","Glasgow City",2001,320,177
"S01009824","Glasgow City",2001,357,240
"S01009825","Glasgow City",2001,442,300
"S01009826","Glasgow City",2001,242,125
"S01009827","Glasgow City",2001,381,215
"S01009828","Glasgow City",2001,402,288
"S01009829","Glasgow City",2001,592,329
"S01009830","Glasgow City",2001,335,151
"S01009831","Glasgow City",2001,324,109
"S01009832","Glasgow City",2001,460,200
"S01009833","Glasgow City",2001,234,58
"S01009834","Glasgow City",2001,329,264
"S01009835","Glasgow City",2001,258,191
"S01009836","Glasgow City",2001,476,240
"S01009837","Glasgow City",2001,365,239
"S01009838","Glasgow City",2001,423,261
"S01009839","Glasgow City",2001,594,435
"S01009840","Glasgow City",2001,474,281
"S01009841","Glasgow City",2001,463,361
"S01009842","Glasgow City",2001,333,257
"S01009843","Glasgow City",2001,348,280
"S01009844","Glasgow City",2001,451,383
"S01009845","Glasgow City",2001,416,337
"S01009846","Glasgow City",2001,454,298
"S01009847","Glasgow City",2001,427,330
"S01009848","Glasgow City",2001,379,205
"S01009849","Glasgow City",2001,462,301
"S01009850","Glasgow City",2001,470,286
"S01009851","Glasgow City",2001,465,308
"S01009852","Glasgow City",2001,256,126
"S01009853","Glasgow City",2001,423,208
"S01009854","Glasgow City",2001,446,336
"S01009855","Glasgow City",2001,255,104
"S01009856","Glasgow City",2001,295,155
"S01009857","Glasgow City",2001,369,174
"S01009858","Glasgow City",2001,344,160
"S01009859","Glasgow City",2001,595,446
"S01009860","Glasgow City",2001,541,409
"S01009861","Glasgow City",2001,560,435
"S01009862","Glasgow City",2001,570,403
"S01009863","Glasgow City",2001,470,310
"S01009864","Glasgow City",2001,332,201
"S01009865","Glasgow City",2001,310,203
"S01009866","Glasgow City",2001,437,238
"S01009867","Glasgow City",2001,502,186
"S01009868","Glasgow City",2001,311,118
"S01009869","Glasgow City",2001,294,145
"S01009870","Glasgow City",2001,288,192
"S01009871","Glasgow City",2001,799,525
"S01009872","Glasgow City",2001,373,218
"S01009873","Glasgow City",2001,448,189
"S01009874","Glasgow City",2001,498,217
"S01009875","Glasgow City",2001,383,244
"S01009876","Glasgow City",2001,390,271
"S01009877","Glasgow City",2001,412,55
"S01009878","Glasgow City",2001,264,112
"S01009879","Glasgow City",2001,349,19
"S01009880","Glasgow City",2001,257,43
"S01009881","Glasgow City",2001,215,105
"S01009882","Glasgow City",2001,496,309
"S01009883","Glasgow City",2001,271,107
"S01009884","Glasgow City",2001,313,135
"S01009885","Glasgow City",2001,243,69
"S01009886","Glasgow City",2001,270,102
"S01009887","Glasgow City",2001,557,392
"S01009888","Glasgow City",2001,303,202
"S01009889","Glasgow City",2001,392,218
"S01009890","Glasgow City",2001,278,183
"S01009891","Glasgow City",2001,496,335
"S01009892","Glasgow City",2001,495,343
"S01009893","Glasgow City",2001,447,288
"S01009894","Glasgow City",2001,542,386
"S01009895","Glasgow City",2001,416,307
"S01009896","Glasgow City",2001,515,336
"S01009897","Glasgow City",2001,584,322
"S01009898","Glasgow City",2001,266,180
"S01009899","Glasgow City",2001,466,258
"S01009900","Glasgow City",2001,604,255
"S01009901","Glasgow City",2001,438,172
"S01009902","Glasgow City",2001,495,285
"S01009903","Glasgow City",2001,395,136
"S01009904","Glasgow City",2001,443,202
"S01009905","Glasgow City",2001,445,268
"S01009906","Glasgow City",2001,326,199
"S01009907","Glasgow City",2001,569,390
"S01009908","Glasgow City",2001,575,240
"S01009909","Glasgow City",2001,501,235
"S01009910","Glasgow City",2001,320,188
"S01009911","Glasgow City",2001,442,134
"S01009912","Glasgow City",2001,349,78
"S01009913","Glasgow City",2001,239,14
"S01009914","Glasgow City",2001,393,47
"S01009915","Glasgow City",2001,390,63
"S01009916","Glasgow City",2001,311,37
"S01009917","Glasgow City",2001,298,65
"S01009918","Glasgow City",2001,284,51
"S01009919","Glasgow City",2001,660,391
"S01009920","Glasgow City",2001,521,235
"S01009921","Glasgow City",2001,421,202
"S01009922","Glasgow City",2001,579,213
"S01009923","Glasgow City",2001,607,270
"S01009924","Glasgow City",2001,546,271
"S01009925","Glasgow City",2001,521,246
"S01009926","Glasgow City",2001,354,168
"S01009927","Glasgow City",2001,388,152
"S01009928","Glasgow City",2001,545,90
"S01009929","Glasgow City",2001,240,72
"S01009930","Glasgow City",2001,439,207
"S01009931","Glasgow City",2001,529,163
"S01009932","Glasgow City",2001,376,156
"S01009933","Glasgow City",2001,536,373
"S01009934","Glasgow City",2001,491,195
"S01009935","Glasgow City",2001,397,304
"S01009936","Glasgow City",2001,392,256
"S01009937","Glasgow City",2001,276,209
"S01009938","Glasgow City",2001,586,386
"S01009939","Glasgow City",2001,598,477
"S01009940","Glasgow City",2001,440,297
"S01009941","Glasgow City",2001,331,35
"S01009942","Glasgow City",2001,464,294
"S01009943","Glasgow City",2001,410,275
"S01009944","Glasgow City",2001,425,192
"S01009945","Glasgow City",2001,664,398
"S01009946","Glasgow City",2001,395,172
"S01009947","Glasgow City",2001,267,113
"S01009948","Glasgow City",2001,431,282
"S01009949","Glasgow City",2001,387,206
"S01009950","Glasgow City",2001,259,11
"S01009951","Glasgow City",2001,265,6
"S01009952","Glasgow City",2001,339,71
"S01009953","Glasgow City",2001,348,64
"S01009954","Glasgow City",2001,214,24
"S01009955","Glasgow City",2001,440,174
"S01009956","Glasgow City",2001,342,154
"S01009957","Glasgow City",2001,306,53
"S01009958","Glasgow City",2001,370,53
"S01009959","Glasgow City",2001,278,40
"S01009960","Glasgow City",2001,394,101
"S01009961","Glasgow City",2001,298,116
"S01009962","Glasgow City",2001,559,255
"S01009963","Glasgow City",2001,332,41
"S01009964","Glasgow City",2001,343,78
"S01009965","Glasgow City",2001,261,33
"S01009966","Glasgow City",2001,291,35
"S01009967","Glasgow City",2001,385,82
"S01009968","Glasgow City",2001,231,40
"S01009969","Glasgow City",2001,314,57
"S01009970","Glasgow City",2001,542,396
"S01009971","Glasgow City",2001,543,368
"S01009972","Glasgow City",2001,335,166
"S01009973","Glasgow City",2001,271,158
"S01009974","Glasgow City",2001,273,199
"S01009975","Glasgow City",2001,365,247
"S01009976","Glasgow City",2001,246,173
"S01009977","Glasgow City",2001,472,362
"S01009978","Glasgow City",2001,374,215
"S01009979","Glasgow City",2001,211,156
"S01009980","Glasgow City",2001,271,213
"S01009981","Glasgow City",2001,304,229
"S01009982","Glasgow City",2001,315,193
"S01009983","Glasgow City",2001,253,208
"S01009984","Glasgow City",2001,306,150
"S01009985","Glasgow City",2001,269,204
"S01009986","Glasgow City",2001,276,201
"S01009987","Glasgow City",2001,484,327
"S01009988","Glasgow City",2001,319,239
"S01009989","Glasgow City",2001,352,141
"S01009990","Glasgow City",2001,285,108
"S01009991","Glasgow City",2001,323,104
"S01009992","Glasgow City",2001,341,252
"S01009993","Glasgow City",2001,347,114
"S01009994","Glasgow City",2001,303,82
"S01009995","Glasgow City",2001,277,112
"S01009996","Glasgow City",2001,301,114
"S01009997","Glasgow City",2001,257,83
"S01009998","Glasgow City",2001,268,44
"S01009999","Glasgow City",2001,291,58
"S01010000","Glasgow City",2001,275,110
"S01010001","Glasgow City",2001,373,162
"S01010002","Glasgow City",2001,333,119
"S01010003","Glasgow City",2001,279,57
"S01010004","Glasgow City",2001,272,40
"S01010005","Glasgow City",2001,618,370
"S01010006","Glasgow City",2001,562,329
"S01010007","Glasgow City",2001,570,167
"S01010008","Glasgow City",2001,454,269
"S01010009","Glasgow City",2001,497,311
"S01010010","Glasgow City",2001,496,117
"S01010011","Glasgow City",2001,513,320
"S01010012","Glasgow City",2001,345,107
"S01010013","Glasgow City",2001,413,206
"S01010014","Glasgow City",2001,615,311
"S01010015","Glasgow City",2001,437,178
"S01010016","Glasgow City",2001,324,168
"S01010017","Glasgow City",2001,328,218
"S01010018","Glasgow City",2001,666,487
"S01010019","Glasgow City",2001,386,289
"S01010020","Glasgow City",2001,343,195
"S01010021","Glasgow City",2001,533,445
"S01010022","Glasgow City",2001,432,382
"S01010023","Glasgow City",2001,354,311
"S01010024","Glasgow City",2001,332,243
"S01010025","Glasgow City",2001,283,219
"S01010026","Glasgow City",2001,462,359
"S01010027","Glasgow City",2001,479,255
"S01010028","Glasgow City",2001,459,354
"S01010029","Glasgow City",2001,444,347
"S01010030","Glasgow City",2001,650,380
"S01010031","Glasgow City",2001,498,119
"S01010032","Glasgow City",2001,219,121
"S01010033","Glasgow City",2001,513,360
"S01010034","Glasgow City",2001,574,423
"S01010035","Glasgow City",2001,371,292
"S01010036","Glasgow City",2001,378,143
"S01010037","Glasgow City",2001,414,332
"S01010038","Glasgow City",2001,580,416
"S01010039","Glasgow City",2001,597,299
"S01010040","Glasgow City",2001,406,274
"S01010041","Glasgow City",2001,551,370
"S01010042","Glasgow City",2001,479,280
"S01010043","Glasgow City",2001,504,337
"S01010044","Glasgow City",2001,616,432
"S01010045","Glasgow City",2001,374,292
"S01010046","Glasgow City",2001,365,224
"S01010047","Glasgow City",2001,523,417
"S01010048","Glasgow City",2001,641,504
"S01010049","Glasgow City",2001,451,352
"S01010050","Glasgow City",2001,615,520
"S01010051","Glasgow City",2001,586,477
"S01010052","Glasgow City",2001,408,334
"S01010053","Glasgow City",2001,416,287
"S01010054","Glasgow City",2001,312,256
"S01010055","Glasgow City",2001,492,306
"S01010056","Glasgow City",2001,217,184
"S01010057","Glasgow City",2001,245,205
"S01010058","Glasgow City",2001,395,266
"S01010059","Glasgow City",2001,381,176
"S01010060","Glasgow City",2001,451,291
"S01010061","Glasgow City",2001,190,113
"S01010062","Glasgow City",2001,380,240
"S01010063","Glasgow City",2001,500,358
"S01010064","Glasgow City",2001,248,129
"S01010065","Glasgow City",2001,420,272
"S01010066","Glasgow City",2001,407,252
"S01010067","Glasgow City",2001,282,223
"S01010068","Glasgow City",2001,322,229
"S01010069","Glasgow City",2001,374,119
"S01010070","Glasgow City",2001,250,39
"S01010071","Glasgow City",2001,348,138
"S01010072","Glasgow City",2001,366,171
"S01010073","Glasgow City",2001,354,119
"S01010074","Glasgow City",2001,371,58
"S01010075","Glasgow City",2001,333,155
"S01010076","Glasgow City",2001,296,129
"S01010077","Glasgow City",2001,297,156
"S01010078","Glasgow City",2001,310,46
"S01010079","Glasgow City",2001,344,38
"S01010080","Glasgow City",2001,299,41
"S01010081","Glasgow City",2001,302,44
"S01010082","Glasgow City",2001,479,107
"S01010083","Glasgow City",2001,354,185
"S01010084","Glasgow City",2001,447,259
"S01010085","Glasgow City",2001,319,59
"S01010086","Glasgow City",2001,421,242
"S01010087","Glasgow City",2001,254,46
"S01010088","Glasgow City",2001,236,79
"S01010089","Glasgow City",2001,372,183
"S01010090","Glasgow City",2001,443,124
"S01010091","Glasgow City",2001,344,113
"S01010092","Glasgow City",2001,430,237
"S01010093","Glasgow City",2001,391,137
"S01010094","Glasgow City",2001,298,77
"S01010095","Glasgow City",2001,298,45
"S01010096","Glasgow City",2001,314,71
"S01010097","Glasgow City",2001,285,69
"S01010098","Glasgow City",2001,283,51
"S01010099","Glasgow City",2001,295,58
"S01010100","Glasgow City",2001,395,92
"S01010101","Glasgow City",2001,309,55
"S01010102","Glasgow City",2001,324,32
"S01010103","Glasgow City",2001,356,35
"S01010104","Glasgow City",2001,297,48
"S01010105","Glasgow City",2001,167,112
"S01010106","Glasgow City",2001,236,173
"S01010107","Glasgow City",2001,410,246
"S01010108","Glasgow City",2001,450,248
"S01010109","Glasgow City",2001,310,148
"S01010110","Glasgow City",2001,544,421
"S01010111","Glasgow City",2001,441,335
"S01010112","Glasgow City",2001,484,386
"S01010113","Glasgow City",2001,238,150
"S01010114","Glasgow City",2001,372,298
"S01010115","Glasgow City",2001,246,56
"S01010116","Glasgow City",2001,397,204
"S01010117","Glasgow City",2001,281,61
"S01010118","Glasgow City",2001,260,219
"S01010119","Glasgow City",2001,323,275
"S01010120","Glasgow City",2001,452,352
"S01010121","Glasgow City",2001,350,266
"S01010122","Glasgow City",2001,231,193
"S01010123","Glasgow City",2001,305,242
"S01010124","Glasgow City",2001,274,89
"S01010125","Glasgow City",2001,215,164
"S01010126","Glasgow City",2001,305,142
"S01010127","Glasgow City",2001,273,183
"S01010128","Glasgow City",2001,218,160
"S01010129","Glasgow City",2001,344,246
"S01010130","Glasgow City",2001,190,138
"S01010131","Glasgow City",2001,375,65
"S01010132","Glasgow City",2001,534,353
"S01010133","Glasgow City",2001,372,264
"S01010134","Glasgow City",2001,620,388
"S01010135","Glasgow City",2001,367,221
"S01010136","Glasgow City",2001,344,149
"S01010137","Glasgow City",2001,599,404
"S01010138","Glasgow City",2001,664,469
"S01010139","Glasgow City",2001,525,336
"S01010140","Glasgow City",2001,437,151
"S01010141","Glasgow City",2001,478,379
"S01010142","Glasgow City",2001,292,174
"S01010143","Glasgow City",2001,398,250
"S01010144","Glasgow City",2001,381,218
"S01010145","Glasgow City",2001,376,195
"S01010146","Glasgow City",2001,393,266
"S01010147","Glasgow City",2001,576,437
"S01010148","Glasgow City",2001,341,268
"S01010149","Glasgow City",2001,183,109
"S01010150","Glasgow City",2001,401,257
"S01010151","Glasgow City",2001,381,251
"S01010152","Glasgow City",2001,395,250
"S01010153","Glasgow City",2001,503,307
"S01010154","Glasgow City",2001,471,291
"S01010155","Glasgow City",2001,364,219
"S01010156","Glasgow City",2001,283,176
"S01010157","Glasgow City",2001,319,238
"S01010158","Glasgow City",2001,514,268
"S01010159","Glasgow City",2001,349,190
"S01010160","Glasgow City",2001,666,595
"S01010161","Glasgow City",2001,264,144
"S01010162","Glasgow City",2001,344,276
"S01010163","Glasgow City",2001,200,117
"S01010164","Glasgow City",2001,291,147
"S01010165","Glasgow City",2001,257,161
"S01010166","Glasgow City",2001,352,208
"S01010167","Glasgow City",2001,462,318
"S01010168","Glasgow City",2001,245,171
"S01010169","Glasgow City",2001,386,231
"S01010170","Glasgow City",2001,282,171
"S01010171","Glasgow City",2001,501,398
"S01010172","Glasgow City",2001,521,357
"S01010173","Glasgow City",2001,331,156
"S01010174","Glasgow City",2001,218,83
"S01010175","Glasgow City",2001,216,109
"S01010176","Glasgow City",2001,378,230
"S01010177","Glasgow City",2001,433,328
"S01010178","Glasgow City",2001,398,299
"S01010179","Glasgow City",2001,483,397
"S01010180","Glasgow City",2001,233,191
"S01010181","Glasgow City",2001,277,180
"S01010182","Glasgow City",2001,369,109
"S01010183","Glasgow City",2001,206,143
"S01010184","Glasgow City",2001,301,193
"S01010185","Glasgow City",2001,285,183
"S01010186","Glasgow City",2001,266,30
"S01010187","Glasgow City",2001,302,50
"S01010188","Glasgow City",2001,329,39
"S01010189","Glasgow City",2001,367,16
"S01010190","Glasgow City",2001,244,24
"S01010191","Glasgow City",2001,279,20
"S01010192","Glasgow City",2001,305,14
"S01010193","Glasgow City",2001,457,66
"S01010194","Glasgow City",2001,274,139
"S01010195","Glasgow City",2001,215,92
"S01010196","Glasgow City",2001,294,170
"S01010197","Glasgow City",2001,306,183
"S01010198","Glasgow City",2001,425,236
"S01010199","Glasgow City",2001,306,205
"S01010200","Glasgow City",2001,316,188
"S01010201","Glasgow City",2001,224,116
"S01010202","Glasgow City",2001,446,350
"S01010203","Glasgow City",2001,238,45
"S01010204","Glasgow City",2001,330,231
"S01010205","Glasgow City",2001,373,254
"S01010206","Glasgow City",2001,338,299
"S01010207","Glasgow City",2001,309,216
"S01010208","Glasgow City",2001,536,302
"S01010209","Glasgow City",2001,464,268
"S01010210","Glasgow City",2001,400,217
"S01010211","Glasgow City",2001,501,367
"S01010212","Glasgow City",2001,516,402
"S01010213","Glasgow City",2001,515,331
"S01010214","Glasgow City",2001,428,128
"S01010215","Glasgow City",2001,497,374
"S01010216","Glasgow City",2001,326,244
"S01010217","Glasgow City",2001,377,258
"S01010218","Glasgow City",2001,567,358
"S01010219","Glasgow City",2001,264,195
"S01010220","Glasgow City",2001,700,155
"S01010221","Glasgow City",2001,240,189
"S01010222","Glasgow City",2001,345,215
"S01010223","Glasgow City",2001,421,278
"S01010224","Glasgow City",2001,460,387
"S01010225","Glasgow City",2001,418,293
"S01010226","Glasgow City",2001,427,355
"S01010227","Glasgow City",2001,442,372
"S01010228","Glasgow City",2001,376,278
"S01010229","Glasgow City",2001,615,346
"S01010230","Glasgow City",2001,562,476
"S01010231","Glasgow City",2001,537,422
"S01010232","Glasgow City",2001,512,375
"S01010233","Glasgow City",2001,576,471
"S01010234","Glasgow City",2001,570,350
"S01010235","Glasgow City",2001,240,132
"S01010236","Glasgow City",2001,396,209
"S01010237","Glasgow City",2001,358,186
"S01010238","Glasgow City",2001,470,305
"S01010239","Glasgow City",2001,427,308
"S01010240","Glasgow City",2001,381,245
"S01010241","Glasgow City",2001,613,425
"S01010242","Glasgow City",2001,447,305
"S01010243","Glasgow City",2001,584,429
"S01010244","Glasgow City",2001,361,281
"S01010245","Glasgow City",2001,504,406
"S01010246","Glasgow City",2001,471,361
"S01010247","Glasgow City",2001,316,140
"S01010248","Glasgow City",2001,469,253
"S01010249","Glasgow City",2001,418,262
"S01010250","Glasgow City",2001,455,245
"S01010251","Glasgow City",2001,400,214
"S01010252","Glasgow City",2001,293,168
"S01010253","Glasgow City",2001,377,272
"S01010254","Glasgow City",2001,522,359
"S01010255","Glasgow City",2001,389,306
"S01010256","Glasgow City",2001,516,413
"S01010257","Glasgow City",2001,472,319
"S01010258","Glasgow City",2001,463,234
"S01010259","Glasgow City",2001,458,372
"S01010260","Glasgow City",2001,572,365
"S01010261","Glasgow City",2001,515,407
"S01010262","Glasgow City",2001,559,443
"S01010263","Glasgow City",2001,447,285
"S01010264","Glasgow City",2001,564,382
"S01010265","Glasgow City",2001,579,399
"S01010266","Glasgow City",2001,225,128
"S01010267","Glasgow City",2001,216,140
"S01010268","Glasgow City",2001,449,277
"S01010269","Glasgow City",2001,367,241
"S01010270","Glasgow City",2001,866,740
"S01010271","Glasgow City",2001,448,288
"S01010272","Glasgow City",2001,594,522
"S01010273","Glasgow City",2001,273,170
"S01010274","Glasgow City",2001,248,169
"S01010275","Glasgow City",2001,406,210
"S01010276","Glasgow City",2001,924,198
