"dz_2011","la_name","year","total","nonwhite"
"S01006506","Aberdeen City",2001,1008,12
"S01006507","Aberdeen City",2001,898,26
"S01006508","Aberdeen City",2001,663,35
"S01006509","Aberdeen City",2001,584,15
"S01006510","Aberdeen City",2001,626,9
"S01006511","Aberdeen City",2001,924,11
"S01006512","Aberdeen City",2001,512,11
"S01006513","Aberdeen City",2001,531,12
"S01006514","Aberdeen City",2001,918,37
"S01006515","Aberdeen City",2001,805,15
"S01006516","Aberdeen City",2001,763,25
"S01006517","Aberdeen City",2001,1049,34
"S01006518","Aberdeen City",2001,663,20
"S01006519","Aberdeen City",2001,874,45
"S01006520","Aberdeen City",2001,742,44
"S01006521","Aberdeen City",2001,634,13
"S01006522","Aberdeen City",2001,560,18
"S01006523","Aberdeen City",2001,1029,18
"S01006524","Aberdeen City",2001,1065,41
"S01006525","Aberdeen City",2001,815,18
"S01006526","Aberdeen City",2001,942,16
"S01006527","Aberdeen City",2001,744,17
"S01006528","Aberdeen City",2001,1009,21
"S01006529","Aberdeen City",2001,976,18
"S01006530","Aberdeen City",2001,951,22
"S01006531","Aberdeen City",2001,951,12
"S01006532","Aberdeen City",2001,780,15
"S01006533","Aberdeen City",2001,1016,19
"S01006534","Aberdeen City",2001,983,17
"S01006535","Aberdeen City",2001,1112,27
"S01006536","Aberdeen City",2001,927,27
"S01006537","Aberdeen City",2001,768,7
"S01006538","Aberdeen City",2001,581,19
"S01006539","Aberdeen City",2001,764,11
"S01006540","Aberdeen City",2001,925,25
"S01006541","Aberdeen City",2001,777,11
"S01006542","Aberdeen City",2001,963,45
"S01006543","Aberdeen City",2001,788,12
"S01006544","Aberdeen City",2001,1765,116
"S01006545","Aberdeen City",2001,1068,30
"S01006546","Aberdeen City",2001,619,13
"S01006547","Aberdeen City",2001,1262,36
"S01006548","Aberdeen City",2001,770,19
"S01006549","Aberdeen City",2001,916,22
"S01006550","Aberdeen City",2001,1003,21
"S01006551","Aberdeen City",2001,706,14
"S01006552","Aberdeen City",2001,1114,57
"S01006553","Aberdeen City",2001,986,25
"S01006554","Aberdeen City",2001,788,15
"S01006555","Aberdeen City",2001,1230,19
"S01006556","Aberdeen City",2001,873,14
"S01006557","Aberdeen City",2001,764,11
"S01006558","Aberdeen City",2001,659,23
"S01006559","Aberdeen City",2001,646,19
"S01006560","Aberdeen City",2001,1056,38
"S01006561","Aberdeen City",2001,798,12
"S01006562","Aberdeen City",2001,796,21
"S01006563","Aberdeen City",2001,945,73
"S01006564","Aberdeen City",2001,1159,113
"S01006565","Aberdeen City",2001,1118,68
"S01006566","Aberdeen City",2001,784,44
"S01006567","Aberdeen City",2001,916,29
"S01006568","Aberdeen City",2001,901,26
"S01006569","Aberdeen City",2001,742,23
"S01006570","Aberdeen City",2001,762,32
"S01006571","Aberdeen City",2001,988,31
"S01006572","Aberdeen City",2001,1015,32
"S01006573","Aberdeen City",2001,706,19
"S01006574","Aberdeen City",2001,1291,50
"S01006575","Aberdeen City",2001,917,44
"S01006576","Aberdeen City",2001,757,21
"S01006577","Aberdeen City",2001,1010,31
"S01006578","Aberdeen City",2001,1021,50
"S01006579","Aberdeen City",2001,964,44
"S01006580","Aberdeen City",2001,703,35
"S01006581","Aberdeen City",2001,924,9
"S01006582","Aberdeen City",2001,760,30
"S01006583","Aberdeen City",2001,637,31
"S01006584","Aberdeen City",2001,603,36
"S01006585","Aberdeen City",2001,832,52
"S01006586","Aberdeen City",2001,985,48
"S01006587","Aberdeen City",2001,565,101
"S01006588","Aberdeen City",2001,428,14
"S01006589","Aberdeen City",2001,611,13
"S01006590","Aberdeen City",2001,974,43
"S01006591","Aberdeen City",2001,499,45
"S01006592","Aberdeen City",2001,800,25
"S01006593","Aberdeen City",2001,866,23
"S01006594","Aberdeen City",2001,547,2
"S01006595","Aberdeen City",2001,715,26
"S01006596","Aberdeen City",2001,745,32
"S01006597","Aberdeen City",2001,555,16
"S01006598","Aberdeen City",2001,1055,20
"S01006599","Aberdeen City",2001,835,37
"S01006600","Aberdeen City",2001,1285,70
"S01006601","Aberdeen City",2001,1114,26
"S01006602","Aberdeen City",2001,1021,27
"S01006603","Aberdeen City",2001,1053,3
"S01006604","Aberdeen City",2001,684,6
"S01006605","Aberdeen City",2001,796,7
"S01006606","Aberdeen City",2001,838,11
"S01006607","Aberdeen City",2001,970,5
"S01006608","Aberdeen City",2001,598,8
"S01006609","Aberdeen City",2001,1089,12
"S01006610","Aberdeen City",2001,500,6
"S01006611","Aberdeen City",2001,969,5
"S01006612","Aberdeen City",2001,862,31
"S01006613","Aberdeen City",2001,641,19
"S01006614","Aberdeen City",2001,687,14
"S01006615","Aberdeen City",2001,734,9
"S01006616","Aberdeen City",2001,838,15
"S01006617","Aberdeen City",2001,710,8
"S01006618","Aberdeen City",2001,568,8
"S01006619","Aberdeen City",2001,1097,12
"S01006620","Aberdeen City",2001,937,4
"S01006621","Aberdeen City",2001,577,3
"S01006622","Aberdeen City",2001,869,12
"S01006623","Aberdeen City",2001,800,12
"S01006624","Aberdeen City",2001,1011,10
"S01006625","Aberdeen City",2001,648,5
"S01006626","Aberdeen City",2001,684,4
"S01006627","Aberdeen City",2001,791,12
"S01006628","Aberdeen City",2001,1087,14
"S01006629","Aberdeen City",2001,754,16
"S01006630","Aberdeen City",2001,677,2
"S01006631","Aberdeen City",2001,954,3
"S01006632","Aberdeen City",2001,887,12
"S01006633","Aberdeen City",2001,700,16
"S01006634","Aberdeen City",2001,577,0
"S01006635","Aberdeen City",2001,646,8
"S01006636","Aberdeen City",2001,1058,7
"S01006637","Aberdeen City",2001,845,41
"S01006638","Aberdeen City",2001,771,32
"S01006639","Aberdeen City",2001,867,42
"S01006640","Aberdeen City",2001,564,12
"S01006641","Aberdeen City",2001,1447,33
"S01006642","Aberdeen City",2001,901,37
"S01006643","Aberdeen City",2001,711,45
"S01006644","Aberdeen City",2001,900,46
"S01006645","Aberdeen City",2001,721,25
"S01006646","Aberdeen City",2001,549,41
"S01006647","Aberdeen City",2001,859,45
"S01006648","Aberdeen City",2001,1645,140
"S01006649","Aberdeen City",2001,943,52
"S01006650","Aberdeen City",2001,790,22
"S01006651","Aberdeen City",2001,631,33
"S01006652","Aberdeen City",2001,445,23
"S01006653","Aberdeen City",2001,502,16
"S01006654","Aberdeen City",2001,861,27
"S01006655","Aberdeen City",2001,1297,23
"S01006656","Aberdeen City",2001,1208,59
"S01006657","Aberdeen City",2001,528,15
"S01006658","Aberdeen City",2001,970,106
"S01006659","Aberdeen City",2001,886,38
"S01006660","Aberdeen City",2001,495,59
"S01006661","Aberdeen City",2001,915,25
"S01006662","Aberdeen City",2001,685,104
"S01006663","Aberdeen City",2001,511,27
"S01006664","Aberdeen City",2001,421,8
"S01006665","Aberdeen City",2001,763,54
"S01006666","Aberdeen City",2001,757,34
"S01006667","Aberdeen City",2001,698,25
"S01006668","Aberdeen City",2001,833,52
"S01006669","Aberdeen City",2001,1203,58
"S01006670","Aberdeen City",2001,547,12
"S01006671","Aberdeen City",2001,1232,118
"S01006672","Aberdeen City",2001,767,42
"S01006673","Aberdeen City",2001,1068,61
"S01006674","Aberdeen City",2001,1006,71
"S01006675","Aberdeen City",2001,536,74
"S01006676","Aberdeen City",2001,892,27
"S01006677","Aberdeen City",2001,697,13
"S01006678","Aberdeen City",2001,1191,28
"S01006679","Aberdeen City",2001,619,9
"S01006680","Aberdeen City",2001,698,39
"S01006681","Aberdeen City",2001,897,35
"S01006682","Aberdeen City",2001,716,43
"S01006683","Aberdeen City",2001,745,51
"S01006684","Aberdeen City",2001,696,16
"S01006685","Aberdeen City",2001,672,11
"S01006686","Aberdeen City",2001,654,17
"S01006687","Aberdeen City",2001,996,20
"S01006688","Aberdeen City",2001,957,5
"S01006689","Aberdeen City",2001,1375,10
"S01006690","Aberdeen City",2001,576,21
"S01006691","Aberdeen City",2001,554,25
"S01006692","Aberdeen City",2001,793,22
"S01006693","Aberdeen City",2001,888,15
"S01006694","Aberdeen City",2001,907,4
"S01006695","Aberdeen City",2001,761,15
"S01006696","Aberdeen City",2001,811,8
"S01006697","Aberdeen City",2001,933,14
"S01006698","Aberdeen City",2001,692,8
"S01006699","Aberdeen City",2001,501,12
"S01006700","Aberdeen City",2001,886,22
"S01006701","Aberdeen City",2001,762,5
"S01006702","Aberdeen City",2001,813,5
"S01006703","Aberdeen City",2001,706,9
"S01006704","Aberdeen City",2001,694,0
"S01006705","Aberdeen City",2001,784,1
"S01006706","Aberdeen City",2001,636,6
"S01006707","Aberdeen City",2001,772,5
"S01006708","Aberdeen City",2001,817,6
"S01006709","Aberdeen City",2001,874,11
"S01006710","Aberdeen City",2001,943,8
"S01006711","Aberdeen City",2001,1052,12
"S01006712","Aberdeen City",2001,557,5
"S01006713","Aberdeen City",2001,1022,5
"S01006714","Aberdeen City",2001,712,3
"S01006715","Aberdeen City",2001,624,9
"S01006716","Aberdeen City",2001,654,4
"S01006717","Aberdeen City",2001,1080,2
"S01006718","Aberdeen City",2001,713,9
"S01006719","Aberdeen City",2001,873,4
"S01006720","Aberdeen City",2001,610,3
"S01006721","Aberdeen City",2001,1005,6
"S01006722","Aberdeen City",2001,760,2
"S01006723","Aberdeen City",2001,900,4
"S01006724","Aberdeen City",2001,924,10
"S01006725","Aberdeen City",2001,802,1
"S01006726","Aberdeen City",2001,1291,19
"S01006727","Aberdeen City",2001,1200,6
"S01006728","Aberdeen City",2001,788,3
"S01006729","Aberdeen City",2001,746,11
"S01006730","Aberdeen City",2001,926,7
"S01006731","Aberdeen City",2001,622,7
"S01006732","Aberdeen City",2001,1375,60
"S01006733","Aberdeen City",2001,873,51
"S01006734","Aberdeen City",2001,1014,41
"S01006735","Aberdeen City",2001,633,35
"S01006736","Aberdeen City",2001,1007,64
"S01006737","Aberdeen City",2001,831,29
"S01006738","Aberdeen City",2001,763,6
"S01006739","Aberdeen City",2001,622,6
"S01006740","Aberdeen City",2001,758,2
"S01006741","Aberdeen City",2001,718,3
"S01006742","Aberdeen City",2001,507,1
"S01006743","Aberdeen City",2001,586,2
"S01006744","Aberdeen City",2001,606,1
"S01006745","Aberdeen City",2001,795,5
"S01006746","Aberdeen City",2001,966,5
"S01006747","Aberdeen City",2001,1110,17
"S01006748","Aberdeen City",2001,1020,0
"S01006749","Aberdeen City",2001,1232,30
"S01006750","Aberdeen City",2001,691,8
"S01006751","Aberdeen City",2001,583,3
"S01006752","Aberdeen City",2001,942,7
"S01006753","Aberdeen City",2001,946,7
"S01006754","Aberdeen City",2001,1007,0
"S01006755","Aberdeen City",2001,876,10
"S01006756","Aberdeen City",2001,830,10
"S01006757","Aberdeen City",2001,888,20
"S01006758","Aberdeen City",2001,710,16
"S01006759","Aberdeen City",2001,646,11
"S01006760","Aberdeen City",2001,516,8
"S01006761","Aberdeen City",2001,762,13
"S01006762","Aberdeen City",2001,919,33
"S01006763","Aberdeen City",2001,890,24
"S01006764","Aberdeen City",2001,867,12
"S01006765","Aberdeen City",2001,632,4
"S01006766","Aberdeen City",2001,666,18
"S01006767","Aberdeen City",2001,750,25
"S01006768","Aberdeen City",2001,1138,46
"S01006769","Aberdeen City",2001,953,15
"S01006770","Aberdeen City",2001,767,8
"S01006771","Aberdeen City",2001,501,24
"S01006772","Aberdeen City",2001,937,28
"S01006773","Aberdeen City",2001,736,30
"S01006774","Aberdeen City",2001,745,52
"S01006775","Aberdeen City",2001,881,27
"S01006776","Aberdeen City",2001,567,3
"S01006777","Aberdeen City",2001,739,17
"S01006778","Aberdeen City",2001,721,3
"S01006779","Aberdeen City",2001,669,19
"S01006780","Aberdeen City",2001,595,5
"S01006781","Aberdeen City",2001,733,25
"S01006782","Aberdeen City",2001,690,189
"S01006783","Aberdeen City",2001,680,24
"S01006784","Aberdeen City",2001,618,9
"S01006785","Aberdeen City",2001,863,24
"S01006786","Aberdeen City",2001,808,46
"S01006787","Aberdeen City",2001,738,6
"S01006788","Aberdeen City",2001,794,37
"S01006789","Aberdeenshire",2001,995,7
"S01006790","Aberdeenshire",2001,975,3
"S01006791","Aberdeenshire",2001,514,3
"S01006792","Aberdeenshire",2001,485,4
"S01006793","Aberdeenshire",2001,579,1
"S01006794","Aberdeenshire",2001,819,9
"S01006795","Aberdeenshire",2001,1000,2
"S01006796","Aberdeenshire",2001,349,4
"S01006797","Aberdeenshire",2001,715,3
"S01006798","Aberdeenshire",2001,748,1
"S01006799","Aberdeenshire",2001,1126,2
"S01006800","Aberdeenshire",2001,1009,17
"S01006801","Aberdeenshire",2001,1203,2
"S01006802","Aberdeenshire",2001,679,0
"S01006803","Aberdeenshire",2001,656,1
"S01006804","Aberdeenshire",2001,778,0
"S01006805","Aberdeenshire",2001,1020,7
"S01006806","Aberdeenshire",2001,964,5
"S01006807","Aberdeenshire",2001,524,4
"S01006808","Aberdeenshire",2001,830,10
"S01006809","Aberdeenshire",2001,979,4
"S01006810","Aberdeenshire",2001,906,5
"S01006811","Aberdeenshire",2001,1044,2
"S01006812","Aberdeenshire",2001,663,8
"S01006813","Aberdeenshire",2001,669,7
"S01006814","Aberdeenshire",2001,972,9
"S01006815","Aberdeenshire",2001,537,0
"S01006816","Aberdeenshire",2001,674,8
"S01006817","Aberdeenshire",2001,620,7
"S01006818","Aberdeenshire",2001,846,6
"S01006819","Aberdeenshire",2001,819,4
"S01006820","Aberdeenshire",2001,800,6
"S01006821","Aberdeenshire",2001,591,5
"S01006822","Aberdeenshire",2001,917,12
"S01006823","Aberdeenshire",2001,724,9
"S01006824","Aberdeenshire",2001,955,3
"S01006825","Aberdeenshire",2001,897,5
"S01006826","Aberdeenshire",2001,1277,13
"S01006827","Aberdeenshire",2001,1003,10
"S01006828","Aberdeenshire",2001,880,5
"S01006829","Aberdeenshire",2001,492,3
"S01006830","Aberdeenshire",2001,736,6
"S01006831","Aberdeenshire",2001,607,1
"S01006832","Aberdeenshire",2001,1118,5
"S01006833","Aberdeenshire",2001,481,4
"S01006834","Aberdeenshire",2001,371,2
"S01006835","Aberdeenshire",2001,890,13
"S01006836","Aberdeenshire",2001,204,0
"S01006837","Aberdeenshire",2001,511,4
"S01006838","Aberdeenshire",2001,699,4
"S01006839","Aberdeenshire",2001,1423,12
"S01006840","Aberdeenshire",2001,967,11
"S01006841","Aberdeenshire",2001,991,10
"S01006842","Aberdeenshire",2001,898,14
"S01006843","Aberdeenshire",2001,870,4
"S01006844","Aberdeenshire",2001,722,11
"S01006845","Aberdeenshire",2001,899,18
"S01006846","Aberdeenshire",2001,572,6
"S01006847","Aberdeenshire",2001,956,6
"S01006848","Aberdeenshire",2001,963,15
"S01006849","Aberdeenshire",2001,976,12
"S01006850","Aberdeenshire",2001,1286,24
"S01006851","Aberdeenshire",2001,989,2
"S01006852","Aberdeenshire",2001,729,16
"S01006853","Aberdeenshire",2001,1131,38
"S01006854","Aberdeenshire",2001,839,3
"S01006855","Aberdeenshire",2001,746,3
"S01006856","Aberdeenshire",2001,614,13
"S01006857","Aberdeenshire",2001,907,3
"S01006858","Aberdeenshire",2001,818,5
"S01006859","Aberdeenshire",2001,1190,17
"S01006860","Aberdeenshire",2001,551,5
"S01006861","Aberdeenshire",2001,452,8
"S01006862","Aberdeenshire",2001,709,2
"S01006863","Aberdeenshire",2001,618,4
"S01006864","Aberdeenshire",2001,321,0
"S01006865","Aberdeenshire",2001,1210,20
"S01006866","Aberdeenshire",2001,577,8
"S01006867","Aberdeenshire",2001,784,4
"S01006868","Aberdeenshire",2001,888,5
"S01006869","Aberdeenshire",2001,508,1
"S01006870","Aberdeenshire",2001,398,1
"S01006871","Aberdeenshire",2001,696,5
"S01006872","Aberdeenshire",2001,704,4
"S01006873","Aberdeenshire",2001,986,7
"S01006874","Aberdeenshire",2001,644,1
"S01006875","Aberdeenshire",2001,701,3
"S01006876","Aberdeenshire",2001,1055,5
"S01006877","Aberdeenshire",2001,1118,6
"S01006878","Aberdeenshire",2001,731,10
"S01006879","Aberdeenshire",2001,906,1
"S01006880","Aberdeenshire",2001,543,1
"S01006881","Aberdeenshire",2001,780,3
"S01006882","Aberdeenshire",2001,438,0
"S01006883","Aberdeenshire",2001,402,6
"S01006884","Aberdeenshire",2001,839,6
"S01006885","Aberdeenshire",2001,493,7
"S01006886","Aberdeenshire",2001,755,1
"S01006887","Aberdeenshire",2001,668,12
"S01006888","Aberdeenshire",2001,694,6
"S01006889","Aberdeenshire",2001,1112,11
"S01006890","Aberdeenshire",2001,695,13
"S01006891","Aberdeenshire",2001,1514,10
"S01006892","Aberdeenshire",2001,646,0
"S01006893","Aberdeenshire",2001,581,4
"S01006894","Aberdeenshire",2001,1165,3
"S01006895","Aberdeenshire",2001,629,4
"S01006896","Aberdeenshire",2001,939,0
"S01006897","Aberdeenshire",2001,756,8
"S01006898","Aberdeenshire",2001,1021,9
"S01006899","Aberdeenshire",2001,907,0
"S01006900","Aberdeenshire",2001,666,9
"S01006901","Aberdeenshire",2001,658,5
"S01006902","Aberdeenshire",2001,688,3
"S01006903","Aberdeenshire",2001,1073,9
"S01006904","Aberdeenshire",2001,773,9
"S01006905","Aberdeenshire",2001,1031,4
"S01006906","Aberdeenshire",2001,940,2
"S01006907","Aberdeenshire",2001,577,3
"S01006908","Aberdeenshire",2001,939,9
"S01006909","Aberdeenshire",2001,874,0
"S01006910","Aberdeenshire",2001,1054,18
"S01006911","Aberdeenshire",2001,560,0
"S01006912","Aberdeenshire",2001,609,0
"S01006913","Aberdeenshire",2001,420,0
"S01006914","Aberdeenshire",2001,664,7
"S01006915","Aberdeenshire",2001,797,14
"S01006916","Aberdeenshire",2001,320,2
"S01006917","Aberdeenshire",2001,678,0
"S01006918","Aberdeenshire",2001,472,1
"S01006919","Aberdeenshire",2001,481,5
"S01006920","Aberdeenshire",2001,480,9
"S01006921","Aberdeenshire",2001,664,7
"S01006922","Aberdeenshire",2001,587,2
"S01006923","Aberdeenshire",2001,873,2
"S01006924","Aberdeenshire",2001,525,1
"S01006925","Aberdeenshire",2001,553,13
"S01006926","Aberdeenshire",2001,438,0
"S01006927","Aberdeenshire",2001,384,0
"S01006928","Aberdeenshire",2001,1223,4
"S01006929","Aberdeenshire",2001,856,15
"S01006930","Aberdeenshire",2001,1249,43
"S01006931","Aberdeenshire",2001,333,4
"S01006932","Aberdeenshire",2001,400,52
"S01006933","Aberdeenshire",2001,682,4
"S01006934","Aberdeenshire",2001,606,1
"S01006935","Aberdeenshire",2001,798,20
"S01006936","Aberdeenshire",2001,683,3
"S01006937","Aberdeenshire",2001,816,14
"S01006938","Aberdeenshire",2001,592,3
"S01006939","Aberdeenshire",2001,707,10
"S01006940","Aberdeenshire",2001,1023,22
"S01006941","Aberdeenshire",2001,646,9
"S01006942","Aberdeenshire",2001,1002,5
"S01006943","Aberdeenshire",2001,343,0
"S01006944","Aberdeenshire",2001,425,0
"S01006945","Aberdeenshire",2001,663,16
"S01006946","Aberdeenshire",2001,885,8
"S01006947","Aberdeenshire",2001,667,12
"S01006948","Aberdeenshire",2001,1067,2
"S01006949","Aberdeenshire",2001,574,9
"S01006950","Aberdeenshire",2001,288,16
"S01006951","Aberdeenshire",2001,484,1
"S01006952","Aberdeenshire",2001,908,9
"S01006953","Aberdeenshire",2001,1186,0
"S01006954","Aberdeenshire",2001,812,12
"S01006955","Aberdeenshire",2001,574,3
"S01006956","Aberdeenshire",2001,988,7
"S01006957","Aberdeenshire",2001,1114,13
"S01006958","Aberdeenshire",2001,973,26
"S01006959","Aberdeenshire",2001,1187,1
"S01006960","Aberdeenshire",2001,690,0
"S01006961","Aberdeenshire",2001,690,0
"S01006962","Aberdeenshire",2001,927,2
"S01006963","Aberdeenshire",2001,777,12
"S01006964","Aberdeenshire",2001,785,11
"S01006965","Aberdeenshire",2001,570,1
"S01006966","Aberdeenshire",2001,680,3
"S01006967","Aberdeenshire",2001,695,6
"S01006968","Aberdeenshire",2001,555,3
"S01006969","Aberdeenshire",2001,1539,5
"S01006970","Aberdeenshire",2001,836,6
"S01006971","Aberdeenshire",2001,578,1
"S01006972","Aberdeenshire",2001,474,0
"S01006973","Aberdeenshire",2001,667,9
"S01006974","Aberdeenshire",2001,1015,14
"S01006975","Aberdeenshire",2001,1159,9
"S01006976","Aberdeenshire",2001,435,8
"S01006977","Aberdeenshire",2001,700,10
"S01006978","Aberdeenshire",2001,1062,12
"S01006979","Aberdeenshire",2001,780,2
"S01006980","Aberdeenshire",2001,962,1
"S01006981","Aberdeenshire",2001,787,0
"S01006982","Aberdeenshire",2001,776,16
"S01006983","Aberdeenshire",2001,1443,13
"S01006984","Aberdeenshire",2001,631,4
"S01006985","Aberdeenshire",2001,1148,10
"S01006986","Aberdeenshire",2001,564,0
"S01006987","Aberdeenshire",2001,662,3
"S01006988","Aberdeenshire",2001,535,0
"S01006989","Aberdeenshire",2001,1082,6
"S01006990","Aberdeenshire",2001,857,13
"S01006991","Aberdeenshire",2001,493,0
"S01006992","Aberdeenshire",2001,773,14
"S01006993","Aberdeenshire",2001,520,3
"S01006994","Aberdeenshire",2001,561,5
"S01006995","Aberdeenshire",2001,985,4
"S01006996","Aberdeenshire",2001,743,0
"S01006997","Aberdeenshire",2001,804,1
"S01006998","Aberdeenshire",2001,1124,1
"S01006999","Aberdeenshire",2001,1219,3
"S01007000","Aberdeenshire",2001,913,0
"S01007001","Aberdeenshire",2001,844,4
"S01007002","Aberdeenshire",2001,538,0
"S01007003","Aberdeenshire",2001,454,0
"S01007004","Aberdeenshire",2001,723,3
"S01007005","Aberdeenshire",2001,1029,1
"S01007006","Aberdeenshire",2001,871,4
"S01007007","Aberdeenshire",2001,906,2
"S01007008","Aberdeenshire",2001,1035,9
"S01007009","Aberdeenshire",2001,1037,2
"S01007010","Aberdeenshire",2001,872,7
"S01007011","Aberdeenshire",2001,863,1
"S01007012","Aberdeenshire",2001,769,5
"S01007013","Aberdeenshire",2001,516,0
"S01007014","Aberdeenshire",2001,858,1
"S01007015","Aberdeenshire",2001,648,2
"S01007016","Aberdeenshire",2001,538,1
"S01007017","Aberdeenshire",2001,1190,6
"S01007018","Aberdeenshire",2001,1044,10
"S01007019","Aberdeenshire",2001,805,2
"S01007020","Aberdeenshire",2001,845,5
"S01007021","Aberdeenshire",2001,1256,7
"S01007022","Aberdeenshire",2001,516,0
"S01007023","Aberdeenshire",2001,519,2
"S01007024","Aberdeenshire",2001,987,1
"S01007025","Aberdeenshire",2001,904,4
"S01007026","Aberdeenshire",2001,955,2
"S01007027","Aberdeenshire",2001,1227,6
"S01007028","Aberdeenshire",2001,843,4
"S01007029","Aberdeenshire",2001,684,3
"S01007030","Aberdeenshire",2001,930,2
"S01007031","Aberdeenshire",2001,611,8
"S01007032","Aberdeenshire",2001,1181,9
"S01007033","Aberdeenshire",2001,789,8
"S01007034","Aberdeenshire",2001,552,2
"S01007035","Aberdeenshire",2001,1000,11
"S01007036","Aberdeenshire",2001,1022,6
"S01007037","Aberdeenshire",2001,1156,0
"S01007038","Aberdeenshire",2001,717,6
"S01007039","Aberdeenshire",2001,723,0
"S01007040","Aberdeenshire",2001,672,0
"S01007041","Aberdeenshire",2001,977,3
"S01007042","Aberdeenshire",2001,993,6
"S01007043","Aberdeenshire",2001,1157,5
"S01007044","Aberdeenshire",2001,733,3
"S01007045","Aberdeenshire",2001,1138,9
"S01007046","Aberdeenshire",2001,701,1
"S01007047","Aberdeenshire",2001,612,0
"S01007048","Aberdeenshire",2001,877,0
"S01007049","Aberdeenshire",2001,1154,6
"S01007050","Aberdeenshire",2001,729,2
"S01007051","Aberdeenshire",2001,766,1
"S01007052","Aberdeenshire",2001,556,1
"S01007053","Aberdeenshire",2001,533,0
"S01007054","Aberdeenshire",2001,2385,20
"S01007055","Aberdeenshire",2001,476,0
"S01007056","Aberdeenshire",2001,772,3
"S01007057","Aberdeenshire",2001,548,0
"S01007058","Aberdeenshire",2001,621,1
"S01007059","Aberdeenshire",2001,1081,26
"S01007060","Aberdeenshire",2001,675,1
"S01007061","Aberdeenshire",2001,1068,4
"S01007062","Aberdeenshire",2001,629,8
"S01007063","Aberdeenshire",2001,665,2
"S01007064","Aberdeenshire",2001,730,3
"S01007065","Aberdeenshire",2001,575,1
"S01007066","Aberdeenshire",2001,664,6
"S01007067","Aberdeenshire",2001,896,0
"S01007068","Aberdeenshire",2001,784,4
"S01007069","Aberdeenshire",2001,1298,8
"S01007070","Aberdeenshire",2001,626,2
"S01007071","Aberdeenshire",2001,856,6
"S01007072","Aberdeenshire",2001,689,4
"S01007073","Aberdeenshire",2001,1263,6
"S01007074","Aberdeenshire",2001,1173,36
"S01007075","Aberdeenshire",2001,887,6
"S01007076","Aberdeenshire",2001,836,12
"S01007077","Aberdeenshire",2001,777,10
"S01007078","Aberdeenshire",2001,967,4
"S01007079","Aberdeenshire",2001,1073,2
"S01007080","Aberdeenshire",2001,869,11
"S01007081","Aberdeenshire",2001,954,11
"S01007082","Aberdeenshire",2001,566,0
"S01007083","Aberdeenshire",2001,904,3
"S01007084","Aberdeenshire",2001,796,2
"S01007085","Aberdeenshire",2001,806,12
"S01007086","Aberdeenshire",2001,980,4
"S01007087","Aberdeenshire",2001,934,21
"S01007088","Aberdeenshire",2001,593,3
"S01007089","Aberdeenshire",2001,587,1
"S01007090","Aberdeenshire",2001,541,5
"S01007091","Aberdeenshire",2001,600,5
"S01007092","Aberdeenshire",2001,703,1
"S01007093","Aberdeenshire",2001,1410,3
"S01007094","Aberdeenshire",2001,935,2
"S01007095","Aberdeenshire",2001,687,1
"S01007096","Aberdeenshire",2001,745,5
"S01007097","Aberdeenshire",2001,376,5
"S01007098","Aberdeenshire",2001,933,4
"S01007099","Aberdeenshire",2001,807,4
"S01007100","Aberdeenshire",2001,757,5
"S01007101","Aberdeenshire",2001,793,0
"S01007102","Aberdeenshire",2001,647,1
"S01007103","Aberdeenshire",2001,1059,0
"S01007104","Aberdeenshire",2001,477,4
"S01007105","Aberdeenshire",2001,544,2
"S01007106","Aberdeenshire",2001,760,1
"S01007107","Aberdeenshire",2001,716,1
"S01007108","Aberdeenshire",2001,773,12
"S01007109","Aberdeenshire",2001,769,1
"S01007110","Aberdeenshire",2001,860,4
"S01007111","Aberdeenshire",2001,799,0
"S01007112","Aberdeenshire",2001,554,1
"S01007113","Aberdeenshire",2001,564,0
"S01007114","Aberdeenshire",2001,1577,13
"S01007115","Aberdeenshire",2001,877,6
"S01007116","Aberdeenshire",2001,1023,12
"S01007117","Aberdeenshire",2001,557,1
"S01007118","Aberdeenshire",2001,998,3
"S01007119","Aberdeenshire",2001,1069,0
"S01007120","Aberdeenshire",2001,1044,2
"S01007121","Aberdeenshire",2001,499,1
"S01007122","Aberdeenshire",2001,585,2
"S01007123","Aberdeenshire",2001,707,9
"S01007124","Aberdeenshire",2001,1063,5
"S01007125","Aberdeenshire",2001,759,5
"S01007126","Aberdeenshire",2001,860,4
"S01007127","Aberdeenshire",2001,792,20
"S01007128","Aberdeenshire",2001,1032,8
"S01007129","Angus",2001,774,10
"S01007130","Angus",2001,583,4
"S01007131","Angus",2001,922,1
"S01007132","Angus",2001,1285,10
"S01007133","Angus",2001,607,1
"S01007134","Angus",2001,679,6
"S01007135","Angus",2001,465,3
"S01007136","Angus",2001,576,15
"S01007137","Angus",2001,397,6
"S01007138","Angus",2001,819,2
"S01007139","Angus",2001,742,6
"S01007140","Angus",2001,933,30
"S01007141","Angus",2001,719,0
"S01007142","Angus",2001,432,0
"S01007143","Angus",2001,748,12
"S01007144","Angus",2001,571,6
"S01007145","Angus",2001,939,34
"S01007146","Angus",2001,742,9
"S01007147","Angus",2001,800,9
"S01007148","Angus",2001,600,43
"S01007149","Angus",2001,654,14
"S01007150","Angus",2001,814,18
"S01007151","Angus",2001,1038,7
"S01007152","Angus",2001,595,0
"S01007153","Angus",2001,706,6
