"dz_2011","la_name","year","total","nonwhite"
"S01010193","Glasgow City",2001,1337,72
"S01010194","Glasgow City",2001,728,3
"S01010195","Glasgow City",2001,557,6
"S01010196","Glasgow City",2001,867,5
"S01010197","Glasgow City",2001,844,3
"S01010198","Glasgow City",2001,1117,5
"S01010199","Glasgow City",2001,722,0
"S01010200","Glasgow City",2001,725,7
"S01010201","Glasgow City",2001,555,0
"S01010202","Glasgow City",2001,944,16
"S01010203","Glasgow City",2001,642,40
"S01010204","Glasgow City",2001,770,9
"S01010205","Glasgow City",2001,745,8
"S01010206","Glasgow City",2001,516,37
"S01010207","Glasgow City",2001,571,28
"S01010208","Glasgow City",2001,943,20
"S01010209","Glasgow City",2001,1011,18
"S01010210","Glasgow City",2001,879,5
"S01010211","Glasgow City",2001,1033,12
"S01010212","Glasgow City",2001,1037,3
"S01010213","Glasgow City",2001,1049,0
"S01010214","Glasgow City",2001,1072,122
"S01010215","Glasgow City",2001,854,11
"S01010216","Glasgow City",2001,588,1
"S01010217","Glasgow City",2001,844,26
"S01010218","Glasgow City",2001,967,40
"S01010219","Glasgow City",2001,468,115
"S01010220","Glasgow City",2001,1045,95
"S01010221","Glasgow City",2001,465,8
"S01010222","Glasgow City",2001,631,4
"S01010223","Glasgow City",2001,723,7
"S01010224","Glasgow City",2001,1104,29
"S01010225","Glasgow City",2001,796,29
"S01010226","Glasgow City",2001,811,186
"S01010227","Glasgow City",2001,799,167
"S01010228","Glasgow City",2001,691,3
"S01010229","Glasgow City",2001,1409,19
"S01010230","Glasgow City",2001,945,85
"S01010231","Glasgow City",2001,1015,12
"S01010232","Glasgow City",2001,1111,71
"S01010233","Glasgow City",2001,1138,52
"S01010234","Glasgow City",2001,1024,24
"S01010235","Glasgow City",2001,1104,54
"S01010236","Glasgow City",2001,775,71
"S01010237","Glasgow City",2001,744,28
"S01010238","Glasgow City",2001,897,6
"S01010239","Glasgow City",2001,794,21
"S01010240","Glasgow City",2001,721,14
"S01010241","Glasgow City",2001,1001,22
"S01010242","Glasgow City",2001,794,18
"S01010243","Glasgow City",2001,980,7
"S01010244","Glasgow City",2001,635,15
"S01010245","Glasgow City",2001,940,5
"S01010246","Glasgow City",2001,1019,17
"S01010247","Glasgow City",2001,705,51
"S01010248","Glasgow City",2001,851,40
"S01010249","Glasgow City",2001,754,30
"S01010250","Glasgow City",2001,932,51
"S01010251","Glasgow City",2001,857,53
"S01010252","Glasgow City",2001,585,20
"S01010253","Glasgow City",2001,694,10
"S01010254","Glasgow City",2001,1059,9
"S01010255","Glasgow City",2001,859,5
"S01010256","Glasgow City",2001,919,5
"S01010257","Glasgow City",2001,1482,397
"S01010258","Glasgow City",2001,964,150
"S01010259","Glasgow City",2001,1334,104
"S01010260","Glasgow City",2001,1797,248
"S01010261","Glasgow City",2001,1785,153
"S01010262","Glasgow City",2001,882,36
"S01010263","Glasgow City",2001,669,51
"S01010264","Glasgow City",2001,896,32
"S01010265","Glasgow City",2001,827,44
"S01010266","Glasgow City",2001,488,118
"S01010267","Glasgow City",2001,827,54
"S01010268","Glasgow City",2001,883,158
"S01010269","Glasgow City",2001,680,178
"S01010270","Glasgow City",2001,1260,44
"S01010271","Glasgow City",2001,982,208
"S01010272","Glasgow City",2001,817,114
"S01010273","Glasgow City",2001,483,63
"S01010274","Glasgow City",2001,387,28
"S01010275","Glasgow City",2001,728,21
"S01010276","Glasgow City",2001,1320,143
"S01010277","Glasgow City",2001,972,51
"S01010278","Glasgow City",2001,662,69
"S01010279","Glasgow City",2001,581,91
"S01010280","Glasgow City",2001,1037,149
"S01010281","Glasgow City",2001,839,47
"S01010282","Glasgow City",2001,995,93
"S01010283","Glasgow City",2001,606,82
"S01010284","Glasgow City",2001,902,61
"S01010285","Glasgow City",2001,1048,193
"S01010286","Glasgow City",2001,1384,238
"S01010287","Glasgow City",2001,936,92
"S01010288","Glasgow City",2001,995,77
"S01010289","Glasgow City",2001,999,66
"S01010290","Glasgow City",2001,545,133
"S01010291","Glasgow City",2001,998,176
"S01010292","Glasgow City",2001,990,204
"S01010293","Glasgow City",2001,898,244
"S01010294","Glasgow City",2001,746,206
"S01010295","Glasgow City",2001,1061,300
"S01010296","Glasgow City",2001,723,284
"S01010297","Glasgow City",2001,1168,138
"S01010298","Glasgow City",2001,860,64
"S01010299","Glasgow City",2001,549,132
"S01010300","Glasgow City",2001,855,119
"S01010301","Glasgow City",2001,528,93
"S01010302","Glasgow City",2001,657,110
"S01010303","Glasgow City",2001,541,113
"S01010304","Glasgow City",2001,756,15
"S01010305","Glasgow City",2001,796,63
"S01010306","Glasgow City",2001,681,61
"S01010307","Glasgow City",2001,791,71
"S01010308","Glasgow City",2001,1204,94
"S01010309","Glasgow City",2001,490,5
"S01010310","Glasgow City",2001,971,4
"S01010311","Glasgow City",2001,820,6
"S01010312","Glasgow City",2001,940,9
"S01010313","Glasgow City",2001,691,9
"S01010314","Glasgow City",2001,1453,41
"S01010315","Glasgow City",2001,765,18
"S01010316","Glasgow City",2001,500,14
"S01010317","Glasgow City",2001,750,48
"S01010318","Glasgow City",2001,2343,170
"S01010319","Glasgow City",2001,778,23
"S01010320","Glasgow City",2001,799,20
"S01010321","Glasgow City",2001,919,15
"S01010322","Glasgow City",2001,1169,61
"S01010323","Glasgow City",2001,668,20
"S01010324","Glasgow City",2001,808,2
"S01010325","Glasgow City",2001,969,5
"S01010326","Glasgow City",2001,1230,5
"S01010327","Glasgow City",2001,1001,25
"S01010328","Glasgow City",2001,802,4
"S01010329","Glasgow City",2001,639,4
"S01010330","Glasgow City",2001,743,8
"S01010331","Glasgow City",2001,1120,9
"S01010332","Glasgow City",2001,786,4
"S01010333","Glasgow City",2001,1089,11
"S01010334","Glasgow City",2001,743,0
"S01010335","Glasgow City",2001,891,4
"S01010336","Glasgow City",2001,702,6
"S01010337","Glasgow City",2001,840,1
"S01010338","Glasgow City",2001,1065,10
"S01010339","Glasgow City",2001,774,6
"S01010340","Glasgow City",2001,807,12
"S01010341","Glasgow City",2001,649,17
"S01010342","Glasgow City",2001,666,11
"S01010343","Glasgow City",2001,1044,39
"S01010344","Glasgow City",2001,785,2
"S01010345","Glasgow City",2001,327,12
"S01010346","Glasgow City",2001,1103,76
"S01010347","Glasgow City",2001,1188,22
"S01010348","Glasgow City",2001,1214,48
"S01010349","Glasgow City",2001,950,28
"S01010350","Glasgow City",2001,889,4
"S01010351","Glasgow City",2001,837,6
"S01010352","Glasgow City",2001,548,20
"S01010353","Glasgow City",2001,1122,34
"S01010354","Glasgow City",2001,727,26
"S01010355","Glasgow City",2001,719,25
"S01010356","Glasgow City",2001,608,39
"S01010357","Glasgow City",2001,582,14
"S01010358","Glasgow City",2001,840,19
"S01010359","Glasgow City",2001,886,21
"S01010360","Glasgow City",2001,670,9
"S01010361","Glasgow City",2001,681,30
"S01010362","Glasgow City",2001,1296,67
"S01010363","Glasgow City",2001,763,86
"S01010364","Glasgow City",2001,947,122
"S01010365","Glasgow City",2001,1177,98
"S01010366","Glasgow City",2001,1051,80
"S01010367","Glasgow City",2001,1760,227
"S01010368","Glasgow City",2001,904,72
"S01010369","Glasgow City",2001,790,44
"S01010370","Glasgow City",2001,1048,67
"S01010371","Glasgow City",2001,925,54
"S01010372","Glasgow City",2001,553,51
"S01010373","Glasgow City",2001,776,37
"S01010374","Glasgow City",2001,983,64
"S01010375","Glasgow City",2001,524,38
"S01010376","Glasgow City",2001,919,112
"S01010377","Glasgow City",2001,1152,165
"S01010378","Glasgow City",2001,866,88
"S01010379","Glasgow City",2001,906,90
"S01010380","Glasgow City",2001,1072,41
"S01010381","Glasgow City",2001,718,33
"S01010382","Glasgow City",2001,798,21
"S01010383","Glasgow City",2001,573,36
"S01010384","Glasgow City",2001,916,49
"S01010385","Glasgow City",2001,1040,45
"S01010386","Glasgow City",2001,1106,65
"S01010387","Glasgow City",2001,952,81
"S01010388","Glasgow City",2001,1124,33
"S01010389","Glasgow City",2001,935,0
"S01010390","Glasgow City",2001,1063,31
"S01010391","Glasgow City",2001,874,26
"S01010392","Glasgow City",2001,680,0
"S01010393","Glasgow City",2001,1027,33
"S01010394","Glasgow City",2001,935,47
"S01010395","Glasgow City",2001,991,61
"S01010396","Glasgow City",2001,1135,19
"S01010397","Glasgow City",2001,530,16
"S01010398","Glasgow City",2001,1132,51
"S01010399","Glasgow City",2001,1013,54
"S01010400","Glasgow City",2001,1141,46
"S01010401","Glasgow City",2001,811,20
"S01010402","Glasgow City",2001,1031,47
"S01010403","Glasgow City",2001,949,32
"S01010404","Glasgow City",2001,838,38
"S01010405","Glasgow City",2001,980,43
"S01010406","Glasgow City",2001,879,37
"S01010407","Glasgow City",2001,799,64
"S01010408","Glasgow City",2001,568,23
"S01010409","Glasgow City",2001,593,31
"S01010410","Glasgow City",2001,881,46
"S01010411","Glasgow City",2001,1060,69
"S01010412","Glasgow City",2001,960,47
"S01010413","Glasgow City",2001,638,17
"S01010414","Glasgow City",2001,1266,53
"S01010415","Glasgow City",2001,997,60
"S01010416","Glasgow City",2001,730,35
"S01010417","Glasgow City",2001,551,42
"S01010418","Glasgow City",2001,1055,34
"S01010419","Glasgow City",2001,1081,39
"S01010420","Glasgow City",2001,725,39
"S01010421","Glasgow City",2001,910,43
"S01010422","Glasgow City",2001,1212,36
"S01010423","Glasgow City",2001,867,9
"S01010424","Glasgow City",2001,709,30
"S01010425","Glasgow City",2001,979,18
"S01010426","Glasgow City",2001,709,11
"S01010427","Glasgow City",2001,921,94
"S01010428","Glasgow City",2001,772,32
"S01010429","Glasgow City",2001,1027,16
"S01010430","Glasgow City",2001,887,54
"S01010431","Glasgow City",2001,723,15
"S01010432","Glasgow City",2001,1023,34
"S01010433","Glasgow City",2001,767,118
"S01010434","Glasgow City",2001,873,27
"S01010435","Glasgow City",2001,694,3
"S01010436","Glasgow City",2001,795,22
"S01010437","Glasgow City",2001,826,4
"S01010438","Glasgow City",2001,738,13
"S01010439","Glasgow City",2001,988,11
"S01010440","Glasgow City",2001,638,19
"S01010441","Glasgow City",2001,750,7
"S01010442","Glasgow City",2001,688,14
"S01010443","Glasgow City",2001,548,3
"S01010444","Glasgow City",2001,1097,7
"S01010445","Glasgow City",2001,1260,6
"S01010446","Glasgow City",2001,915,10
"S01010447","Glasgow City",2001,1064,21
"S01010448","Glasgow City",2001,1273,42
"S01010449","Glasgow City",2001,794,2
"S01010450","Glasgow City",2001,843,10
"S01010451","Glasgow City",2001,992,30
"S01010452","Glasgow City",2001,783,5
"S01010453","Glasgow City",2001,668,14
"S01010454","Glasgow City",2001,832,3
"S01010455","Glasgow City",2001,1113,18
"S01010456","Glasgow City",2001,590,2
"S01010457","Glasgow City",2001,918,37
"S01010458","Glasgow City",2001,754,5
"S01010459","Glasgow City",2001,572,10
"S01010460","Glasgow City",2001,469,7
"S01010461","Glasgow City",2001,754,30
"S01010462","Glasgow City",2001,927,41
"S01010463","Glasgow City",2001,770,21
"S01010464","Glasgow City",2001,534,1
"S01010465","Glasgow City",2001,893,72
"S01010466","Glasgow City",2001,811,35
"S01010467","Glasgow City",2001,1026,57
"S01010468","Glasgow City",2001,1001,110
"S01010469","Glasgow City",2001,685,23
"S01010470","Glasgow City",2001,789,5
"S01010471","Glasgow City",2001,699,14
"S01010472","Glasgow City",2001,429,8
"S01010473","Glasgow City",2001,822,84
"S01010474","Glasgow City",2001,1147,36
"S01010475","Glasgow City",2001,469,4
"S01010476","Glasgow City",2001,1019,40
"S01010477","Glasgow City",2001,712,13
"S01010478","Glasgow City",2001,1058,2
"S01010479","Glasgow City",2001,1023,4
"S01010480","Glasgow City",2001,610,6
"S01010481","Glasgow City",2001,814,20
"S01010482","Glasgow City",2001,749,3
"S01010483","Glasgow City",2001,1242,24
"S01010484","Glasgow City",2001,619,2
"S01010485","Glasgow City",2001,893,25
"S01010486","Glasgow City",2001,988,30
"S01010487","Glasgow City",2001,942,2
"S01010488","Glasgow City",2001,838,12
"S01010489","Glasgow City",2001,996,5
"S01010490","Glasgow City",2001,779,12
"S01010491","Glasgow City",2001,1021,2
"S01010492","Glasgow City",2001,746,3
"S01010493","Glasgow City",2001,935,9
"S01010494","Glasgow City",2001,797,10
"S01010495","Glasgow City",2001,1009,18
"S01010496","Glasgow City",2001,831,12
"S01010497","Glasgow City",2001,820,14
"S01010498","Glasgow City",2001,1211,4
"S01010499","Glasgow City",2001,899,4
"S01010500","Glasgow City",2001,1036,4
"S01010501","Glasgow City",2001,852,6
"S01010502","Glasgow City",2001,861,4
"S01010503","Glasgow City",2001,713,3
"S01010504","Highland",2001,528,1
"S01010505","Highland",2001,500,0
"S01010506","Highland",2001,1107,4
"S01010507","Highland",2001,1004,2
"S01010508","Highland",2001,1369,5
"S01010509","Highland",2001,1022,3
"S01010510","Highland",2001,931,1
"S01010511","Highland",2001,1010,9
"S01010512","Highland",2001,633,6
"S01010513","Highland",2001,660,9
"S01010514","Highland",2001,713,0
"S01010515","Highland",2001,832,2
"S01010516","Highland",2001,613,12
"S01010517","Highland",2001,779,7
"S01010518","Highland",2001,684,5
"S01010519","Highland",2001,750,14
"S01010520","Highland",2001,820,3
"S01010521","Highland",2001,946,4
"S01010522","Highland",2001,818,2
"S01010523","Highland",2001,859,5
"S01010524","Highland",2001,548,7
"S01010525","Highland",2001,716,4
"S01010526","Highland",2001,749,3
"S01010527","Highland",2001,897,2
"S01010528","Highland",2001,577,7
"S01010529","Highland",2001,527,1
"S01010530","Highland",2001,754,2
"S01010531","Highland",2001,1405,5
"S01010532","Highland",2001,580,0
"S01010533","Highland",2001,810,3
"S01010534","Highland",2001,1245,7
"S01010535","Highland",2001,700,2
"S01010536","Highland",2001,891,16
"S01010537","Highland",2001,739,4
"S01010538","Highland",2001,568,8
"S01010539","Highland",2001,1060,13
"S01010540","Highland",2001,615,4
"S01010541","Highland",2001,939,6
"S01010542","Highland",2001,850,0
"S01010543","Highland",2001,574,0
"S01010544","Highland",2001,859,0
"S01010545","Highland",2001,780,5
"S01010546","Highland",2001,996,3
"S01010547","Highland",2001,678,1
"S01010548","Highland",2001,642,0
"S01010549","Highland",2001,455,0
"S01010550","Highland",2001,535,1
"S01010551","Highland",2001,686,2
"S01010552","Highland",2001,1168,5
"S01010553","Highland",2001,727,1
"S01010554","Highland",2001,708,8
"S01010555","Highland",2001,1065,11
"S01010556","Highland",2001,1047,2
"S01010557","Highland",2001,989,13
"S01010558","Highland",2001,874,3
"S01010559","Highland",2001,762,15
"S01010560","Highland",2001,652,4
"S01010561","Highland",2001,683,7
"S01010562","Highland",2001,789,6
"S01010563","Highland",2001,826,7
"S01010564","Highland",2001,530,1
"S01010565","Highland",2001,847,4
"S01010566","Highland",2001,1197,2
"S01010567","Highland",2001,1500,6
"S01010568","Highland",2001,921,3
"S01010569","Highland",2001,1032,10
"S01010570","Highland",2001,1312,5
"S01010571","Highland",2001,806,5
"S01010572","Highland",2001,873,10
"S01010573","Highland",2001,621,7
"S01010574","Highland",2001,570,9
"S01010575","Highland",2001,696,9
"S01010576","Highland",2001,872,10
"S01010577","Highland",2001,917,7
"S01010578","Highland",2001,623,4
"S01010579","Highland",2001,781,10
"S01010580","Highland",2001,589,1
"S01010581","Highland",2001,560,14
"S01010582","Highland",2001,690,23
"S01010583","Highland",2001,846,7
"S01010584","Highland",2001,684,42
"S01010585","Highland",2001,798,49
"S01010586","Highland",2001,909,27
"S01010587","Highland",2001,702,5
"S01010588","Highland",2001,848,52
"S01010589","Highland",2001,632,3
"S01010590","Highland",2001,758,17
"S01010591","Highland",2001,604,2
"S01010592","Highland",2001,560,12
"S01010593","Highland",2001,560,25
"S01010594","Highland",2001,600,10
"S01010595","Highland",2001,600,10
"S01010596","Highland",2001,819,0
"S01010597","Highland",2001,730,0
"S01010598","Highland",2001,1022,0
"S01010599","Highland",2001,524,1
"S01010600","Highland",2001,1173,27
"S01010601","Highland",2001,724,25
"S01010602","Highland",2001,554,5
"S01010603","Highland",2001,830,7
"S01010604","Highland",2001,522,5
"S01010605","Highland",2001,928,0
"S01010606","Highland",2001,808,4
"S01010607","Highland",2001,818,5
"S01010608","Highland",2001,659,13
"S01010609","Highland",2001,618,4
"S01010610","Highland",2001,711,15
"S01010611","Highland",2001,957,4
"S01010612","Highland",2001,765,8
"S01010613","Highland",2001,1151,13
"S01010614","Highland",2001,544,13
"S01010615","Highland",2001,707,5
"S01010616","Highland",2001,946,7
"S01010617","Highland",2001,1125,1
"S01010618","Highland",2001,841,0
"S01010619","Highland",2001,584,16
"S01010620","Highland",2001,495,22
"S01010621","Highland",2001,1053,5
"S01010622","Highland",2001,674,11
"S01010623","Highland",2001,812,5
"S01010624","Highland",2001,857,83
"S01010625","Highland",2001,773,9
"S01010626","Highland",2001,892,2
"S01010627","Highland",2001,1085,4
"S01010628","Highland",2001,999,17
"S01010629","Highland",2001,1306,9
"S01010630","Highland",2001,626,1
"S01010631","Highland",2001,798,18
"S01010632","Highland",2001,898,11
"S01010633","Highland",2001,1517,20
"S01010634","Highland",2001,665,3
"S01010635","Highland",2001,830,7
"S01010636","Highland",2001,792,5
"S01010637","Highland",2001,634,3
"S01010638","Highland",2001,764,6
"S01010639","Highland",2001,1204,10
"S01010640","Highland",2001,797,20
"S01010641","Highland",2001,756,6
"S01010642","Highland",2001,1000,11
"S01010643","Highland",2001,610,5
"S01010644","Highland",2001,805,5
"S01010645","Highland",2001,658,5
"S01010646","Highland",2001,681,4
"S01010647","Highland",2001,712,9
"S01010648","Highland",2001,828,1
"S01010649","Highland",2001,618,6
"S01010650","Highland",2001,697,23
"S01010651","Highland",2001,768,15
"S01010652","Highland",2001,738,5
"S01010653","Highland",2001,641,5
"S01010654","Highland",2001,837,0
"S01010655","Highland",2001,768,2
"S01010656","Highland",2001,384,3
"S01010657","Highland",2001,701,1
"S01010658","Highland",2001,858,8
"S01010659","Highland",2001,755,3
"S01010660","Highland",2001,926,23
"S01010661","Highland",2001,736,11
"S01010662","Highland",2001,763,7
"S01010663","Highland",2001,889,0
"S01010664","Highland",2001,920,9
"S01010665","Highland",2001,1060,2
"S01010666","Highland",2001,1004,2
"S01010667","Highland",2001,732,11
"S01010668","Highland",2001,1173,5
"S01010669","Highland",2001,592,0
"S01010670","Highland",2001,710,2
"S01010671","Highland",2001,1036,10
"S01010672","Highland",2001,739,5
"S01010673","Highland",2001,917,4
"S01010674","Highland",2001,982,1
"S01010675","Highland",2001,576,2
"S01010676","Highland",2001,945,3
"S01010677","Highland",2001,616,0
"S01010678","Highland",2001,983,1
"S01010679","Highland",2001,721,7
"S01010680","Highland",2001,817,4
"S01010681","Highland",2001,1095,3
"S01010682","Highland",2001,1165,7
"S01010683","Highland",2001,1042,7
"S01010684","Highland",2001,937,8
"S01010685","Highland",2001,577,4
"S01010686","Highland",2001,644,6
"S01010687","Highland",2001,967,10
"S01010688","Highland",2001,671,2
"S01010689","Highland",2001,998,15
"S01010690","Highland",2001,891,2
"S01010691","Highland",2001,629,2
"S01010692","Highland",2001,820,4
"S01010693","Highland",2001,535,6
"S01010694","Highland",2001,576,5
"S01010695","Highland",2001,693,2
"S01010696","Highland",2001,1004,11
"S01010697","Highland",2001,978,16
"S01010698","Highland",2001,794,3
"S01010699","Highland",2001,714,0
"S01010700","Highland",2001,765,4
"S01010701","Highland",2001,1181,3
"S01010702","Highland",2001,1069,8
"S01010703","Highland",2001,1133,4
"S01010704","Highland",2001,643,5
"S01010705","Highland",2001,1477,10
"S01010706","Highland",2001,636,8
"S01010707","Highland",2001,566,1
"S01010708","Highland",2001,586,6
"S01010709","Highland",2001,687,5
"S01010710","Highland",2001,932,4
"S01010711","Highland",2001,928,5
"S01010712","Highland",2001,712,23
"S01010713","Highland",2001,823,21
"S01010714","Highland",2001,867,5
"S01010715","Highland",2001,723,5
"S01010716","Highland",2001,944,25
"S01010717","Highland",2001,681,11
"S01010718","Highland",2001,1167,15
"S01010719","Highland",2001,774,1
"S01010720","Highland",2001,819,3
"S01010721","Highland",2001,632,14
"S01010722","Highland",2001,1041,7
"S01010723","Highland",2001,830,5
"S01010724","Highland",2001,1178,2
"S01010725","Highland",2001,806,2
"S01010726","Highland",2001,887,16
"S01010727","Highland",2001,629,3
"S01010728","Highland",2001,705,4
"S01010729","Highland",2001,812,12
"S01010730","Highland",2001,1192,12
"S01010731","Highland",2001,886,12
"S01010732","Highland",2001,890,1
"S01010733","Highland",2001,579,7
"S01010734","Highland",2001,827,8
"S01010735","Highland",2001,518,2
"S01010736","Highland",2001,453,4
"S01010737","Highland",2001,856,13
"S01010738","Highland",2001,502,2
"S01010739","Highland",2001,1089,2
"S01010740","Highland",2001,505,3
"S01010741","Highland",2001,772,2
"S01010742","Highland",2001,834,7
"S01010743","Highland",2001,765,3
"S01010744","Highland",2001,1075,5
"S01010745","Highland",2001,619,0
"S01010746","Highland",2001,898,4
"S01010747","Highland",2001,761,3
"S01010748","Highland",2001,663,6
"S01010749","Highland",2001,583,1
"S01010750","Highland",2001,589,6
"S01010751","Highland",2001,808,1
"S01010752","Highland",2001,880,2
"S01010753","Highland",2001,969,6
"S01010754","Highland",2001,794,5
"S01010755","Highland",2001,805,9
"S01010756","Highland",2001,690,4
"S01010757","Highland",2001,730,1
"S01010758","Highland",2001,619,1
"S01010759","Highland",2001,778,5
"S01010760","Highland",2001,543,4
"S01010761","Highland",2001,716,4
"S01010762","Highland",2001,594,5
"S01010763","Highland",2001,687,0
"S01010764","Highland",2001,543,5
"S01010765","Highland",2001,916,9
"S01010766","Highland",2001,762,9
"S01010767","Highland",2001,715,5
"S01010768","Highland",2001,565,2
"S01010769","Highland",2001,459,0
"S01010770","Highland",2001,890,4
"S01010771","Highland",2001,902,3
"S01010772","Highland",2001,775,10
"S01010773","Highland",2001,788,0
"S01010774","Highland",2001,652,2
"S01010775","Highland",2001,690,8
"S01010776","Highland",2001,579,3
"S01010777","Highland",2001,610,9
"S01010778","Highland",2001,595,3
"S01010779","Highland",2001,708,1
"S01010780","Highland",2001,589,5
"S01010781","Highland",2001,843,16
"S01010782","Highland",2001,654,14
"S01010783","Highland",2001,582,4
"S01010784","Highland",2001,862,4
"S01010785","Highland",2001,725,8
"S01010786","Highland",2001,949,2
"S01010787","Highland",2001,965,3
"S01010788","Highland",2001,593,5
"S01010789","Highland",2001,679,4
"S01010790","Highland",2001,906,4
"S01010791","Highland",2001,775,2
"S01010792","Highland",2001,708,5
"S01010793","Highland",2001,646,3
"S01010794","Highland",2001,716,0
"S01010795","Highland",2001,2311,16
"S01010796","Highland",2001,655,2
"S01010797","Highland",2001,897,0
"S01010798","Highland",2001,652,5
"S01010799","Highland",2001,1015,5
"S01010800","Highland",2001,785,2
"S01010801","Highland",2001,971,1
"S01010802","Highland",2001,599,5
"S01010803","Highland",2001,584,3
"S01010804","Highland",2001,635,2
"S01010805","Highland",2001,1000,8
"S01010806","Highland",2001,1083,19
"S01010807","Highland",2001,549,3
"S01010808","Highland",2001,576,4
"S01010809","Highland",2001,965,2
"S01010810","Highland",2001,689,0
"S01010811","Highland",2001,813,1
"S01010812","Highland",2001,659,0
"S01010813","Highland",2001,513,3
"S01010814","Highland",2001,593,0
"S01010815","Highland",2001,740,2
"S01010816","Inverclyde",2001,606,4
"S01010817","Inverclyde",2001,944,29
"S01010818","Inverclyde",2001,1086,5
"S01010819","Inverclyde",2001,801,9
"S01010820","Inverclyde",2001,530,1
"S01010821","Inverclyde",2001,572,11
"S01010822","Inverclyde",2001,1413,17
"S01010823","Inverclyde",2001,1059,15
"S01010824","Inverclyde",2001,792,5
"S01010825","Inverclyde",2001,489,3
"S01010826","Inverclyde",2001,1061,9
"S01010827","Inverclyde",2001,608,3
"S01010828","Inverclyde",2001,1218,45
"S01010829","Inverclyde",2001,1354,27
"S01010830","Inverclyde",2001,603,0
"S01010831","Inverclyde",2001,702,10
"S01010832","Inverclyde",2001,805,4
"S01010833","Inverclyde",2001,894,10
"S01010834","Inverclyde",2001,1265,18
"S01010835","Inverclyde",2001,681,1
"S01010836","Inverclyde",2001,1048,16
"S01010837","Inverclyde",2001,787,0
"S01010838","Inverclyde",2001,799,6
"S01010839","Inverclyde",2001,736,3
"S01010840","Inverclyde",2001,592,8
"S01010841","Inverclyde",2001,870,8
"S01010842","Inverclyde",2001,1029,35
"S01010843","Inverclyde",2001,766,6
"S01010844","Inverclyde",2001,689,1
"S01010845","Inverclyde",2001,630,4
"S01010846","Inverclyde",2001,1019,9
"S01010847","Inverclyde",2001,683,11
"S01010848","Inverclyde",2001,818,6
"S01010849","Inverclyde",2001,1016,8
"S01010850","Inverclyde",2001,886,4
"S01010851","Inverclyde",2001,914,1
"S01010852","Inverclyde",2001,769,1
"S01010853","Inverclyde",2001,950,4
"S01010854","Inverclyde",2001,936,4
"S01010855","Inverclyde",2001,564,4
"S01010856","Inverclyde",2001,858,1
"S01010857","Inverclyde",2001,872,4
"S01010858","Inverclyde",2001,792,2
"S01010859","Inverclyde",2001,844,5
"S01010860","Inverclyde",2001,630,3
"S01010861","Inverclyde",2001,686,4
"S01010862","Inverclyde",2001,618,13
"S01010863","Inverclyde",2001,786,3
"S01010864","Inverclyde",2001,615,4
"S01010865","Inverclyde",2001,860,6
"S01010866","Inverclyde",2001,773,9
"S01010867","Inverclyde",2001,683,10
"S01010868","Inverclyde",2001,874,4
"S01010869","Inverclyde",2001,796,14
"S01010870","Inverclyde",2001,723,0
"S01010871","Inverclyde",2001,950,11
"S01010872","Inverclyde",2001,809,13
"S01010873","Inverclyde",2001,793,13
"S01010874","Inverclyde",2001,785,9
"S01010875","Inverclyde",2001,685,6
"S01010876","Inverclyde",2001,697,2
"S01010877","Inverclyde",2001,1004,9
"S01010878","Inverclyde",2001,1083,4
"S01010879","Inverclyde",2001,787,1
"S01010880","Inverclyde",2001,610,6
"S01010881","Inverclyde",2001,691,2
"S01010882","Inverclyde",2001,600,2
"S01010883","Inverclyde",2001,958,36
"S01010884","Inverclyde",2001,763,0
"S01010885","Inverclyde",2001,1163,5
"S01010886","Inverclyde",2001,636,6
"S01010887","Inverclyde",2001,979,3
"S01010888","Inverclyde",2001,838,4
"S01010889","Inverclyde",2001,559,0
"S01010890","Inverclyde",2001,1058,6
"S01010891","Inverclyde",2001,413,4
"S01010892","Inverclyde",2001,774,11
"S01010893","Inverclyde",2001,700,13
"S01010894","Inverclyde",2001,529,8
"S01010895","Inverclyde",2001,455,0
"S01010896","Inverclyde",2001,754,5
"S01010897","Inverclyde",2001,741,6
"S01010898","Inverclyde",2001,916,4
"S01010899","Inverclyde",2001,596,3
"S01010900","Inverclyde",2001,746,3
"S01010901","Inverclyde",2001,529,4
"S01010902","Inverclyde",2001,1073,1
"S01010903","Inverclyde",2001,634,1
"S01010904","Inverclyde",2001,585,8
"S01010905","Inverclyde",2001,918,0
"S01010906","Inverclyde",2001,830,2
"S01010907","Inverclyde",2001,261,0
"S01010908","Inverclyde",2001,676,0
"S01010909","Inverclyde",2001,634,2
"S01010910","Inverclyde",2001,632,3
"S01010911","Inverclyde",2001,592,4
"S01010912","Inverclyde",2001,812,4
"S01010913","Inverclyde",2001,661,13
"S01010914","Inverclyde",2001,717,8
"S01010915","Inverclyde",2001,792,10
"S01010916","Inverclyde",2001,644,0
"S01010917","Inverclyde",2001,695,0
"S01010918","Inverclyde",2001,879,4
"S01010919","Inverclyde",2001,834,5
"S01010920","Inverclyde",2001,666,2
"S01010921","Inverclyde",2001,710,1
"S01010922","Inverclyde",2001,898,3
"S01010923","Inverclyde",2001,928,0
"S01010924","Inverclyde",2001,668,1
"S01010925","Inverclyde",2001,853,4
"S01010926","Inverclyde",2001,876,2
"S01010927","Inverclyde",2001,596,0
"S01010928","Inverclyde",2001,775,0
"S01010929","Inverclyde",2001,832,0
"S01010930","Midlothian",2001,902,9
